""	SDC3	CHL1	CD9	TNFRSF1A	LRP1	GPR37	CAV1	SDC4	F3	ITGB1	SORT1	MRC2	ABCA1	RAMP1	MET	LDLR	GPR37L1	SDC2	ITGA3	C1QBP	EGFR	THY1	AR	EDNRB	CNR1	ITGA6	TNFRSF21	CD82	CELSR2	NRCAM	SCARB1	ADGRV1	FZD3	PTPRK	HRH1	ITGB8	CD47	ITGAV	TNFRSF12A	NOTCH1	LRP6	LPP	CD63	CD46	LRP4	CHRM3	ERBB2	DDR1	ITGA5	ADORA1	NRP1	INSR	IGF1R	CD44	FZD7	TLR4	CD68	LRP8	RIPK1	FAS	CADM1	FGFR1	F2R	FZD5	IGF2R	ADGRG1	VANGL2	RAMP2	CD81	MCAM	PTK7	DPP4	FZD1	CALCRL	TYRO3	CANX	TRADD	ADGRE5	ANTXR1	PTPRA	TFRC	SMAD3	ACKR3	PLXNB1	MTTP	SORL1	PTPRZ1	TSPAN5	SMAP1	RYK	NCSTN	AMFR	APLP2	CAP1	PLXNB2	TSPAN12	AXL	DDR2	NOTCH3	NT5E	GPC1	TNFRSF19	CDH11	IL17RC	CNTNAP1	APLP1	TSPAN17	NOTCH2	CD99L2	PDGFRA	DAG1	SLC16A7	NRP2	ITGA2	PILRB	PLAUR	SLC16A1	PLXND1	MCFD2	TNFRSF10B	RACK1	SIRPA	PDGFRB	LIFR	ERAP1	JMJD6	ITGA7	RXRA	LRP10	TREM1	LY96	RPSA	TSPAN14	CXCR4	LAMP1	NCL	GPNMB	CD163	STAB1	CD74
SDC3	1	0.599333307178478	0.462836859331622	0.64284841727809	0.401703413223581	0.251275793467804	-0.247140224550979	-0.121773268740174	0.469293086681528	0.139619049283927	0.660553138963148	0.591756690574754	0.26682144812099	0.833024501421725	0.08767946190054	0.536457582428424	0.609436678431106	0.338871688147357	0.293843750664255	0.527862442410688	0.463533530501966	0.242554717653354	0.620372200787519	0.732795771818236	0.71060341023736	0.824786063764111	0.707301048843325	-0.0408241049549295	0.531035215542801	0.36894805464663	0.226762039704351	0.647895834018333	0.693302678242139	0.218951213189254	0.583781489179464	0.562751580976014	0.449682572934064	0.50056417368344	0.288294186921668	0.769814460241946	0.665851260893835	0.33927292618029	0.533200198748251	0.327669692211017	0.674835129860999	0.484503606307839	0.554900177280435	0.728646514646443	-0.0194898302856012	0.565497114358086	0.109800665705712	0.249341542481744	0.328347017442916	0.340791704803532	0.271163451082833	0.379241850602901	0.0287633091837929	0.282906860166901	0.436472292186252	0.185402467140197	0.820534784033712	0.60530739926051	0.341250175123716	0.796041147891345	0.238331605645289	0.57381371551222	0.617614367592505	0.701063767302153	0.525610647958539	0.600488219950644	0.279728501540558	0.363681458168942	0.195182593148415	0.344675060389364	0.651690774091619	0.360278795447337	0.36256627367107	0.504839566604152	0.300445790858446	0.660404164716659	0.228254860771616	0.341580330217785	0.790674030876478	0.603396546077107	0.618724082589094	0.54969928849476	0.656519898363773	0.586237916055023	0.48268485366133	0.341977992925473	0.456866740564126	0.446677540456856	0.634263853423273	0.32967649476095	0.354042965399685	0.831324597496818	0.404985013534362	0.06649584891524	0.13625461183691	-0.0096827406615616	0.463588747325524	0.8011648434009	0.237716323767798	0.48966053959484	0.473593420184213	0.511380589474682	0.556595706147275	0.367193600504933	0.541706012343294	0.514438615204768	0.728022078799217	0.293117158916585	0.594541929714123	0.0839143611397228	0.500762112529379	-0.0162438319237195	0.0719276977780316	0.205371410261367	0.393003736821812	0.254182374758883	0.329046456012307	0.448710103529703	0.0629362399592622	0.501819509691486	0.274907328804727	0.141913599388276	0.619627616251801	0.330778115654353	0.489702846165496	-0.250036125170483	0.266387174444351	0.411485748007978	0.588982139765136	-0.0620393999748695	0.570598037464317	0.547964464744823	-0.167977511482237	0.0448275657452971	0.212795447815891	0.232068251624436
CHL1	0.599333307178478	1	0.762457137255225	0.904796261590736	0.811418077415596	0.873387617467322	-0.0226144447023664	0.297805192117625	0.771470145983525	0.447337897428285	0.947843718170403	0.880462595578273	0.764920173297879	0.824175577291574	0.724308330249767	0.86143291592823	0.762180680044791	0.585642032411574	0.685784001871665	0.7422101970136	0.746087413812535	0.757780188891231	0.860484866375047	0.670045132692142	0.8916016005253	0.570656578412039	0.906562999180658	0.135567933655659	0.925020517633846	0.811407349793097	0.538580195196828	0.812262026466719	0.830088931673365	0.607412028045136	0.927312275168798	0.953878941062287	0.773579688922166	0.908452316547178	0.653076488146496	0.853908386555621	0.812312337746028	0.801116030869629	0.846657691240718	0.816588879899748	0.788014492449359	0.871977217867884	0.675456545156282	0.906595330098976	0.182123670246674	0.920762378630741	0.404295482605312	0.645166163964641	0.639243897785171	0.583055563285813	0.857475171621011	0.720642807831067	0.394349414636503	0.674557802565485	0.813595348772126	0.409427361528198	0.79369098420828	0.825296951159633	0.651999540328347	0.850942625425344	0.599604517239823	0.833510073539437	0.806478593352175	0.727323691698305	0.822587535974444	0.731798766407486	0.553256068328922	0.523734803957917	0.704085008545646	0.850296578365206	0.87183032249884	0.813162081624587	0.715174928153791	0.689530902758833	0.519755785431953	0.954160962866583	0.458854093495252	0.546249076587383	0.656914819426551	0.711463206173299	0.881831475640475	0.901976794628225	0.972362123981157	0.680800934898975	0.750920519638857	0.624614445339111	0.891752080502865	0.802531111001682	0.838165917479599	0.637811459686465	0.71849541157957	0.506368471560566	0.531002303836954	0.349558885239053	0.213218643512306	0.220373807603734	0.820446401221945	0.642790146815846	0.666188673937863	0.880735018452265	0.849767514249706	0.85091687719884	0.727035365792839	0.67026056405281	0.863653555779818	0.191282138435429	0.924842933851041	0.825072268318518	0.696682536719237	0.356050048981523	0.837583772033258	0.181555997828344	0.396835539278415	0.570652115245636	0.766829954973499	0.509614049297658	0.605239949652979	0.896141361788293	0.273507205246139	0.717667730041312	0.704043286848415	0.379118891920384	0.932636413640679	0.823999991742545	0.867967748111991	-0.00650148439468853	0.803986454577524	0.564047338861977	0.812480260833398	0.324198628275639	0.826988263298056	0.715516719240075	-0.0497851128871684	0.11722724172989	0.29162011421472	0.177300163455455
CD9	0.462836859331622	0.762457137255225	1	0.832443626410744	0.636608961692729	0.639883909823541	0.27824650628803	0.439943583236009	0.597888160489638	0.478170636973611	0.75464861499644	0.597118858530447	0.712579902855677	0.721209327480744	0.686310297733566	0.657730753922787	0.412053863356773	0.51840602215559	0.638275981124374	0.760891959911908	0.697022077672391	0.65832126266863	0.647302022479361	0.504358633934514	0.66556037378343	0.309522166017314	0.760897315583515	0.176407457930383	0.687029254672324	0.750476538509868	0.599947008898049	0.428552815776946	0.80305197373356	0.538435854638603	0.803626232751577	0.76412499186007	0.794638835173732	0.799884486278252	0.701921443037927	0.557982058340359	0.55769894341827	0.703262528015969	0.844352341395764	0.765778511042113	0.644119784325201	0.734002516346267	0.419016012727686	0.616066340499087	0.230917593014768	0.679159772729893	0.602945356096011	0.601602563460138	0.668219587095271	0.634338898604146	0.712213608190858	0.466402472495195	0.465811571700639	0.614582910006333	0.679484793573042	0.52437108030364	0.73312909928388	0.771094336425939	0.611790588391778	0.665062356408715	0.483228933179118	0.528097846672281	0.553697724516173	0.762701697579644	0.578460293979197	0.538813003773586	0.478611406543629	0.584568544632266	0.665580789380637	0.674568340294227	0.60689511333027	0.833869507607534	0.767581129615414	0.666729434319525	0.470261308451339	0.803572735917649	0.595311596225872	0.413810341296663	0.429534590172373	0.383472825201127	0.800290810603935	0.709033930588796	0.672013828537236	0.724393504951984	0.870914028977944	0.5945157945656	0.723783092503053	0.718100599581664	0.802761094594579	0.667672540222231	0.511121738464364	0.43714970738987	0.606539204701282	0.377147816444382	0.204405703766478	0.39706322480912	0.680380293002961	0.476573534443969	0.586447643652641	0.802656329765273	0.610810882979771	0.718689950219435	0.767949524540258	0.615415952786845	0.693280426224395	0.271868894931781	0.702221055567433	0.768547972307557	0.632124880582227	0.340827277900027	0.625520780710435	0.245639380269652	0.637719592700622	0.471388760718677	0.787014940290121	0.536661554726064	0.783932372422731	0.67164666219848	0.188638562141923	0.414037565080388	0.684687473098579	0.544260259674923	0.665234203780805	0.693279282814386	0.791781377912697	0.185405488840193	0.852674177333668	0.715082224219709	0.66840236421876	0.399766933163171	0.795399633680463	0.716163130145388	0.0516923552583786	0.0375073819148881	0.178600081281252	0.172829880337608
TNFRSF1A	0.64284841727809	0.904796261590736	0.832443626410744	1	0.840077905050658	0.736944568058064	0.225021327779343	0.460314018975245	0.861375024532755	0.653886156824357	0.924620411750364	0.869233764953537	0.840565456274181	0.849774194411425	0.704851336964719	0.888521638853507	0.603099003279431	0.747679745759476	0.781679275911667	0.899853602335215	0.838891609967084	0.75477059541372	0.859639966253687	0.689405236281822	0.83001528405295	0.517180256894978	0.902899504951564	0.369768446512771	0.853544295495347	0.872807340905523	0.666205316704799	0.67055404895551	0.911482575519129	0.73491291384488	0.946438303817489	0.92107386618727	0.916854663312401	0.955054886710592	0.827353010147665	0.785401255842811	0.797060483138373	0.881093786683072	0.958907836089271	0.855476403999741	0.76538787828653	0.815191394635932	0.714913318371591	0.846816071649351	0.411309858953469	0.876309082237407	0.597521084080389	0.719781259206181	0.755825676653351	0.80323756048326	0.812253256020942	0.703731941161691	0.559779881941553	0.768704491697702	0.851524067282295	0.651620127526368	0.854446522797034	0.908797713953485	0.78696976702315	0.809251677412933	0.693414731279134	0.840204711476427	0.814292758239022	0.870069423161091	0.874336235347441	0.752988415772746	0.700962332925556	0.725928420607723	0.767601590536596	0.85153743574418	0.798660144409293	0.891797864376012	0.849134486855177	0.86174898962445	0.652519778489616	0.965890413010689	0.640318022847624	0.662689769426866	0.624449077144007	0.704110945990706	0.904938787599923	0.848721471147915	0.851219068580052	0.856908675252868	0.885951073558926	0.737200411487236	0.899824784346327	0.835343068495672	0.963626698143606	0.819848572688973	0.785761436543934	0.556701558426099	0.742364021689326	0.554154219575089	0.429925321675903	0.474363153433119	0.893583437612921	0.701961312212076	0.788691171322258	0.925668915647976	0.799903185853851	0.922107360991769	0.886648506440487	0.790451329527151	0.895513571497636	0.453662057394028	0.900254105996659	0.856044043019291	0.861354609771988	0.523157930194956	0.846291750616779	0.424212095996063	0.571918505688456	0.71318489514676	0.884852388977853	0.683378627471243	0.808662042725857	0.859269919593977	0.441917360424049	0.648594790601342	0.788157518026839	0.596785209493518	0.884593530203697	0.824630888200183	0.953604300611916	0.213403382580005	0.828605530738572	0.794162596250312	0.835624730448547	0.474417124049021	0.952632639402354	0.885235445345482	0.0907391323994617	0.146375768754885	0.359010907273806	0.2721721252493
LRP1	0.401703413223581	0.811418077415596	0.636608961692729	0.840077905050658	1	0.815257794024691	0.426098096767904	0.651545991007279	0.83086918861026	0.699573570178671	0.806672351829998	0.881537050150133	0.917005465785111	0.58883792509094	0.818571383359204	0.851272912825471	0.528907747788441	0.77804024104453	0.906552912045705	0.727191161287804	0.850042203140143	0.736559086299781	0.825902975658166	0.469929784503315	0.68487632238356	0.316007939843998	0.730562699296399	0.513879174464951	0.819197708391712	0.917839113097641	0.780633426215916	0.637560711955938	0.783332242113979	0.781998258886835	0.828465022264901	0.853118966843219	0.781345642835366	0.875824264223062	0.783217789012168	0.660364998271727	0.706225588409014	0.934065698295522	0.812594797442341	0.892521849905886	0.651342283073378	0.80457688034496	0.722285968428734	0.775781436257595	0.581797115401984	0.822476282623896	0.715936034978377	0.854193101671843	0.810674398793245	0.809339659924213	0.835394882507071	0.770069850670408	0.635497770720563	0.845966544975685	0.813006170170249	0.65847993154151	0.605912289028028	0.862373290307577	0.789982170025674	0.587895395027747	0.854042938024361	0.880196215364881	0.766374743822452	0.59437514849526	0.916375399326711	0.642247565881435	0.726794703793131	0.696256048481304	0.832804706507842	0.863257326467229	0.718483074859409	0.880919305932737	0.826350166647362	0.812713677172389	0.638693652169698	0.862602519941746	0.707487040633007	0.77152875458663	0.44525125190973	0.749207153614518	0.756798675097273	0.783004192505734	0.755621480530449	0.702310211971614	0.768764771814235	0.721565198375274	0.891311253079838	0.886522270600504	0.847226671109822	0.792197815867866	0.90263456461964	0.261860165751235	0.678291068752241	0.638536052985852	0.554843578462044	0.590263610243526	0.922356103752961	0.579763284596079	0.818946946079626	0.838182350352075	0.844410252810729	0.902454838719482	0.709264028019839	0.855745179179839	0.867088471269874	0.287603934723678	0.830658904931312	0.870067663433826	0.812060920437501	0.654699379920698	0.873269247522735	0.550336106881042	0.701938797526951	0.784568550255591	0.809497064604369	0.717225742962016	0.703413690024255	0.886159949265217	0.557454846340007	0.695182331764985	0.809253067235263	0.622311283723772	0.836672756292193	0.880359142943917	0.879376718763021	0.409095020288064	0.73753679265734	0.613433808795334	0.776226176004412	0.548907895518078	0.819398691572642	0.760018036744152	0.193745890963809	0.195283414228417	0.400517048847917	0.196864927556845
GPR37	0.251275793467804	0.873387617467322	0.639883909823541	0.736944568058064	0.815257794024691	1	0.110959523121456	0.471748116056018	0.656298030300626	0.461304384476633	0.812588020390525	0.786863837266514	0.821350109732703	0.506667492936947	0.883568841750682	0.766177316473387	0.586560255126958	0.499827294454844	0.744274830836095	0.579403837349351	0.660385179647232	0.803735871477653	0.716996604364018	0.313351630547727	0.712843303556555	0.207167910399256	0.706083539974498	0.184329221534884	0.87115093869168	0.830037087131669	0.558871884990812	0.64047758750081	0.632143868967268	0.613142357836973	0.808583351659753	0.870281557435201	0.66313470965429	0.80704182913269	0.617820085885437	0.656166290317237	0.640024956298471	0.795644219888761	0.71856029615003	0.814911325094495	0.526319205084891	0.849343934979097	0.526140843109524	0.713084623174175	0.249462790491064	0.853748253516991	0.462130296474268	0.654221521258138	0.615341499111218	0.510248909103578	0.931105226455299	0.674145135003893	0.446849167952833	0.680019745880791	0.734018821854287	0.373168482833505	0.48294969241934	0.68300249586507	0.59844277129243	0.615928399568476	0.630044506515219	0.724642614036048	0.674643794644473	0.437098775824431	0.729079418579198	0.609925714991725	0.524899391589159	0.454291160485255	0.788373885278872	0.844642434105339	0.738160606246918	0.786528750018218	0.636490503378583	0.584693644506711	0.440197061106676	0.804896511172699	0.446033823266256	0.493966497052023	0.350405027170979	0.576031365042384	0.716619487524763	0.822935951575393	0.833532124602956	0.457000164887082	0.611906384771286	0.582268937988638	0.860317453004461	0.755575488252546	0.653131669181104	0.596402736825256	0.734406200002239	0.102926345003014	0.416607824424596	0.38137129748127	0.205480202899283	0.278823184386054	0.80288293397959	0.382578519925484	0.666182069461287	0.780599338336512	0.835451410120015	0.759801283449076	0.578221156249517	0.659642001937599	0.782832563812364	-0.064300696142697	0.747743215545021	0.85704335996321	0.539843095215842	0.412716031216805	0.822393829841684	0.216843150786005	0.472025781771781	0.588911970871415	0.69196429876077	0.495430990835571	0.531983418350654	0.885199538284115	0.309893924262997	0.611158934971557	0.722251048922706	0.360610276649598	0.847090579570965	0.862334358548139	0.771722392650948	0.130606291539266	0.802440651068221	0.41864872940326	0.681861989129975	0.432429370831138	0.654979624288382	0.546675476824959	-0.00938167559962483	0.100531510608444	0.243511087960191	0.0732480752022014
CAV1	-0.247140224550979	-0.0226144447023664	0.27824650628803	0.225021327779343	0.426098096767904	0.110959523121456	1	0.846025075724215	0.335228089615289	0.726488366626582	0.036004233099132	0.127518702383767	0.54201150486591	-0.130759665326195	0.490419179699845	0.157092565164349	-0.311080016807625	0.567136854984671	0.526996287436295	0.387062726422515	0.435831091700465	0.34188521303191	0.150593304344305	-0.215397818340994	-0.158233027117573	-0.421753368754736	0.0217147635234441	0.791910921191688	0.0603338932650243	0.419986942636129	0.641826717376439	-0.299899512524465	0.181959457871388	0.535992475736539	0.125197667651043	0.105330686210518	0.426243147639989	0.29030268020708	0.617543366493393	-0.181353157896515	-0.0650825666343245	0.490070627373967	0.356370436369446	0.474786104884894	-0.017838018931726	0.119149522461662	0.129977033494216	-0.0797729763381847	0.818609777553004	0.0382492067924152	0.781899698228081	0.560186938162665	0.551243495098475	0.610077189564094	0.211030258869674	0.161079637378447	0.628894692305743	0.562372727896249	0.314618105015278	0.723494709170106	-0.0662731683945885	0.340828015460569	0.54844685166886	-0.199647940337422	0.564240856662812	0.174343312515311	0.0767804805548315	0.119873879218648	0.305021325973898	0.0325141384167122	0.541297152104207	0.591898915703703	0.505172593672646	0.228202578314246	-0.0978563822678092	0.494627861796749	0.532145502243453	0.486396564817486	0.436996412195573	0.139609897041593	0.68234585204283	0.462412995641	-0.25097184579762	0.022231783340571	0.0733193834458678	0.00771322403068431	-0.171926368869837	0.405417584945097	0.45364182275639	0.456561991495815	0.283121092372352	0.371541086326386	0.329466591742755	0.606162024404327	0.4332372356531	-0.27332285280397	0.575950311033752	0.711455642293741	0.683518313523261	0.901084811166788	0.377330130376116	-0.0681909065392176	0.539934963269281	0.259090561404415	0.150630184046734	0.352123984703212	0.369504694943305	0.585456058280319	0.221418926802603	0.343683263025773	0.0227106890358531	0.430952487530326	0.4305626147989	0.678490988599831	0.233049985491625	0.783107207825447	0.807538881966812	0.565922967843649	0.491113007857365	0.573403301047848	0.628724567215224	0.196919243942546	0.620648530606989	-0.0483794773940468	0.524871055151738	0.750610265380449	-0.00200504563356157	0.347829092346764	0.365512131423765	0.896263078304282	0.321213735164744	0.523574016438617	0.160530202884317	0.681979414035137	0.337227576134587	0.418484671445932	0.436393390951317	0.0458566606241775	0.157574405470112	0.052604686558919
SDC4	-0.121773268740174	0.297805192117625	0.439943583236009	0.460314018975245	0.651545991007279	0.471748116056018	0.846025075724215	1	0.507450741565454	0.762061958707737	0.340642699598583	0.378431733321425	0.757071881717658	0.070186157860921	0.772304062431815	0.389536211551957	-0.0741999258776656	0.612026781731053	0.762011623175723	0.520208066187972	0.620855798215069	0.554720533587002	0.369438225080224	-0.0901921658577318	0.10259174210038	-0.322700420062718	0.261075335170283	0.752828563809298	0.379143647614445	0.665510380682186	0.665804761191424	-0.0547619653005996	0.340623681292673	0.659189861136819	0.394510337905333	0.405283736083535	0.599584887667206	0.539483376262582	0.755743499546562	0.0753491938391545	0.170634461695582	0.698176456433146	0.56210704779696	0.689085764323083	0.109496697912231	0.394723033859778	0.280036350447294	0.171416086969394	0.772366132162673	0.344106865233422	0.806875458666439	0.695256212005109	0.632816638965323	0.661665445457243	0.535618652573481	0.321286482422771	0.69460528539815	0.732693383457639	0.537401850628756	0.69984302227477	0.102686575679657	0.504550749063516	0.654867783751711	0.0676061717464063	0.698305205464589	0.417930467771472	0.30759004377199	0.266463723825073	0.504757047415282	0.214605063374143	0.625850760598682	0.694551182733791	0.775250446383465	0.481895168719376	0.224217917573865	0.685072031508641	0.640332782352939	0.648266222841284	0.472124075479578	0.401144242230504	0.712821904357	0.514633349230637	-0.0941579966350668	0.170925453526767	0.318166778068421	0.319108561959457	0.147219828029054	0.467499290943516	0.573877647718691	0.588303383682532	0.562801319432465	0.588409257039889	0.511913543709866	0.707275727626981	0.651629679883221	-0.221393195036349	0.583749743625985	0.686957748552472	0.590039339910722	0.883554982794557	0.615507420990294	0.00485144803697234	0.66572686161175	0.516605186697777	0.440000531823488	0.585845316489396	0.525632866388098	0.737251777516166	0.460355995505955	0.223808847098656	0.264195039913498	0.711426834571268	0.527537096206145	0.741889780403634	0.517339390377477	0.767619537799259	0.831165715685536	0.67629137703703	0.648455746749089	0.602104121303215	0.699904138344198	0.516709818323611	0.575896285633975	0.179863089536648	0.710660097284027	0.727802811762951	0.306123052235568	0.620237998907928	0.585304096419143	0.870078374252075	0.586687300067478	0.570421674956331	0.364104875187382	0.766119795757655	0.495854863072718	0.519541386973624	0.293418984017019	0.0649275269386264	0.216282694878938	0.0407526911597919
F3	0.469293086681528	0.771470145983525	0.597888160489638	0.861375024532755	0.83086918861026	0.656298030300626	0.335228089615289	0.507450741565454	1	0.791317631331153	0.819784543277952	0.864206868322417	0.789227358897083	0.653443339810486	0.624089983388443	0.839879892362732	0.576281200656306	0.847649897079164	0.710776919906302	0.842124822289826	0.788193303546095	0.704009734271757	0.791147832718435	0.635051587921543	0.678562250520864	0.435317762662902	0.79110948666676	0.625638007570434	0.741092320711882	0.748624030439567	0.657124367424538	0.636005188714297	0.733021796754641	0.782072874260401	0.771821632765924	0.796591611568361	0.870040237173819	0.87048710067861	0.823947021127804	0.682360932592094	0.693349021962685	0.86657778286162	0.840094890327738	0.783071282707192	0.699269013254528	0.626069828209233	0.754983901538513	0.775648989980934	0.640644592137137	0.75953865664054	0.554373689725885	0.708394368692186	0.704430078654984	0.788479983802373	0.703837648853056	0.7161871150386	0.578091691445756	0.768526311870703	0.802356961923837	0.743910698187905	0.675214845983773	0.786667376536326	0.839406105725351	0.651837010620709	0.745874632247279	0.862675356168153	0.793456138088812	0.716552414115656	0.897274127169511	0.664280001850247	0.838009320656161	0.718928548951458	0.709219269661397	0.797010775509972	0.750011837876171	0.791150070405314	0.786185229283369	0.837184079813454	0.742191679565594	0.841013381840621	0.603971931438742	0.715966600350698	0.543888859496709	0.677678043085812	0.731851265117988	0.7149000489983	0.731789161999364	0.844822301301303	0.766372909134021	0.765604113669144	0.844346409537461	0.748438549721143	0.866039449454448	0.845458277475635	0.805104044352601	0.407022337065965	0.787228545320901	0.733907173796147	0.607338072426922	0.557766792792432	0.854965577304998	0.625144363145937	0.864255454207091	0.819877454856551	0.763865164872759	0.886616986055189	0.793016331564477	0.830936074815659	0.81132387206447	0.570533123647417	0.774912304785472	0.801102377317578	0.812689495392668	0.666499544547703	0.812939856112183	0.607583376533458	0.520093017424325	0.817990321252329	0.838757910151206	0.675464886126201	0.741673411354496	0.818008401312681	0.668772403077697	0.673041009407477	0.760664891084046	0.65688282146233	0.764651455997679	0.783534335282635	0.886644544538661	0.353711841844307	0.676076765203431	0.76017671271506	0.751590102090646	0.527240245038555	0.889382380664688	0.856412341846488	0.16568085694811	0.138720163210047	0.358900556287659	0.174509338838691
ITGB1	0.139619049283927	0.447337897428285	0.478170636973611	0.653886156824357	0.699573570178671	0.461304384476633	0.726488366626582	0.762061958707737	0.791317631331153	1	0.526755166125706	0.577414153227095	0.781813084858562	0.326619522347399	0.643697575319265	0.5828971427287	0.177556103763589	0.897562444344894	0.675660347501128	0.815726321503569	0.724043976109284	0.72697160324509	0.567693704452301	0.23027521940193	0.297544206835398	-0.019617264629258	0.510290998189659	0.878125722087407	0.479498747402749	0.667818133580646	0.713723837911347	0.155622064111235	0.501159922058356	0.810692806034764	0.548445176602124	0.541932541341899	0.831268812340415	0.70735809275415	0.901120056005678	0.303685201327647	0.38456352365294	0.794666229252802	0.759399685408326	0.741791691865787	0.342150993891003	0.412343817116	0.498904547692099	0.384531075345154	0.895926766414744	0.485489629869874	0.767060690760111	0.664499320103379	0.698899907032453	0.818946016793717	0.533797538820313	0.520726211189411	0.759176563425201	0.79260656131112	0.702211180249762	0.915772421226417	0.340143798560578	0.638694295102272	0.871189557219337	0.286128977844371	0.764109174066538	0.618728915394705	0.507462177235616	0.537132721493073	0.736366904965602	0.493944921143963	0.906542458202829	0.804457296468748	0.720602162414891	0.61429285953564	0.372121253125039	0.750394314853887	0.771387884729874	0.809152016436098	0.805937759432763	0.583433352063492	0.731285506976735	0.647989814163299	0.189061800797223	0.41704355893597	0.449788346264044	0.406323840212762	0.334973449589094	0.772360548696979	0.710878031668532	0.780312912327216	0.677929557016649	0.624956454454835	0.716562516989846	0.929594025472723	0.750197209812613	0.0808716122700321	0.844234351076503	0.947616941202361	0.857134838235377	0.85146349550497	0.740110174027316	0.332692360730886	0.905836424469108	0.653621267947948	0.514357291704206	0.726162869069018	0.761370947540636	0.863413603723922	0.62131226431794	0.638752137613475	0.468722701315132	0.730970071740044	0.74509581051885	0.824580878129729	0.630256100384314	0.851078067795543	0.684730810611141	0.908194164272255	0.832689264126042	0.779312543564064	0.862004307779219	0.600737995156457	0.88920743497269	0.278864811975093	0.798901191836903	0.858517076885537	0.456354166786889	0.660126804499706	0.764594248143651	0.698021618175067	0.602552431445439	0.855900521922794	0.576259011089878	0.757066681169584	0.764690751129665	0.83505199419277	0.40499876991186	0.157170304410341	0.352574401104328	0.199140547033628
