""	CD2	GPR171	PTGER2	CD44	CXCR4	CD3G	CD3D	CD69	PTPRC	CLEC2D	ITGA4	RPSA	PDCD1	SORL1	CD8A	CD74	TNFRSF14	CD8B	CD247	S1PR4	ITGB2	NCR3	CD6	KLRC1	KLRD1	VSIR	NCL	TNFRSF1B	SLC16A7	ACTR2	DPP4	CXCR3	CD63	HAVCR2	TRADD	FGFR1	CD47	ITGB1	PTPRA	CD46	S1PR1	TNFRSF25	LAMP1	KLRF1	CAV1	TSPAN14	LY96	PDGFRA	APLP2	MCFD2	STX4	RACK1	PTPRZ1	CD81	RHBDF2	TREM2	CANX	RAMP1	PTGER4	SMAP1	HLA.DPB1	TNFRSF1A
STX4	-0.407506521512248	-0.47873170063728	-0.31100004415343	-0.360069845785394	-0.376600714594752	-0.304793030424628	-0.548016738291322	-0.603496547147809	-0.412373804849842	-0.593444400519328	-0.656200292065719	0.095223715655964	-0.26553202860366	0.506342946686718	-0.155961995278214	0.0294948231767448	-0.266334941266808	-0.155466727843865	0.0057230344819446	-0.553516737050218	-0.231734236581735	-0.078871104748538	-0.421006279305663	0.375054723380224	0.214440605142771	-0.0990260469750029	0.781254356812169	-0.243734716222361	0.0711986729510163	0.494034164614656	-0.306087836231181	-0.391894703694765	0.813775826231779	0.353832069589692	-0.464496522416806	0.751325807773996	0.732922273842338	0.857292677548545	0.790438862603087	0.605914221457118	-0.601057403193779	-0.469763262924696	0.784422117183799	0.299172874240321	0.716851099485635	-0.10684994493474	0.299068482557116	0.709422664339708	0.794933169792317	0.720917795674138	1	0.703120112162807	0.670461468045593	0.770678720752672	-0.160059736253205	0.181501090009809	0.781100220794845	0.687989134901549	-0.621454522989648	0.788824857283151	0.190175816768613	0.834271902930877
RACK1	-0.272350688336571	-0.210974744575999	-0.118042410647033	-0.239459371136976	-0.237383467131798	-0.271934820268905	-0.358790907273314	-0.331596148164995	-0.335923597959349	-0.241034383061813	-0.404886142971394	0.492359363363615	-0.277542052664409	0.210105330454477	-0.249988214231256	-0.0643904061367384	-0.0955660415327505	-0.293199843838604	-0.0406126458754431	-0.437502103363747	-0.231755891850901	0.0727938613385953	-0.237405677317976	0.456569840616157	0.0352491192126138	-0.139122415746628	0.82623606568861	-0.322439299246085	0.235573160098544	0.546402124923006	-0.17538761225535	-0.324196743373472	0.773008081199902	0.0799757201868689	-0.123549903214958	0.594749356330001	0.819988709497216	0.791244894644286	0.79076518356174	0.763990143435918	-0.323335910748785	-0.0685186158152429	0.747607193022033	0.360945440291878	0.821882399330117	-0.0798215649818585	0.22084973047014	0.686518542266313	0.65349863994144	0.848372214933428	0.703120112162807	1	0.585897261856045	0.665225629060331	-0.208999285426128	-0.0492521930495391	0.796455863937473	0.666444754834995	-0.385740243003225	0.889919330422761	0.0673097274815244	0.742377014167033
PTPRZ1	-0.704763077738756	-0.706233870431456	-0.617537466550179	-0.723922278697753	-0.713858762073523	-0.632812870732977	-0.760089395004367	-0.747686432689462	-0.74680550585989	-0.58033682791393	-0.783324620728766	-0.0540605227225517	-0.614517832826798	-0.0548625141307648	-0.439774030796823	-0.405510107683391	-0.617559712227937	-0.493200068911314	-0.400746046775412	-0.749274162798718	-0.636742233336895	-0.3080290992343	-0.628895929730895	0.203958246940473	-0.200246745701596	-0.581544189722016	0.835021177870704	-0.614365833202568	-0.257269027005474	0.274518390926543	-0.575500482522501	-0.596770788483503	0.82448766809218	0.0337448881807269	-0.648456225373662	0.719344162487728	0.891106299444699	0.79731266578488	0.761974238975381	0.460671119085362	-0.702547724627738	-0.609736020172716	0.762101865726065	0.0537262097974315	0.862405195494104	-0.445771309675769	-0.249897091078457	0.970096007338619	0.842423881252094	0.805660662463147	0.670461468045593	0.585897261856045	1	0.86303188202618	-0.510226878443831	-0.155308299045962	0.834988679288946	0.981506851123665	-0.766534714016835	0.83971868823943	-0.336532984621973	0.829673464107862
CD81	-0.696500859168237	-0.714508649268518	-0.624607719995396	-0.685094464351691	-0.691326767862128	-0.671298877626207	-0.815590275052865	-0.801440617118009	-0.681674594200294	-0.685623695101943	-0.746596263296356	-0.0382021101274799	-0.56257943008762	0.23844592624819	-0.454113194166667	0.0107793201965011	-0.622204353471978	-0.450422120401897	-0.363860360627715	-0.773710194792718	-0.300454094862304	-0.202114433644712	-0.676867517670216	0.277835470224984	-0.0667679017998488	-0.261961343081463	0.822389435617767	-0.335389668715226	-0.336891985842051	0.533301388950882	-0.554865987498023	-0.646095314841557	0.945433462679333	0.448632304229053	-0.65267631224172	0.671328949324584	0.831224814810247	0.859372015982237	0.66251539016383	0.484201005641312	-0.728666384971151	-0.657341589408064	0.933760126339081	0.324406520291141	0.838689507877888	-0.263033052227756	0.15450271542927	0.885953837268264	0.950466862928985	0.867863914047796	0.770678720752672	0.665225629060331	0.86303188202618	1	-0.175140641695998	0.292411846239455	0.871510728332822	0.874425197703307	-0.8033086625938	0.817744453577662	0.0038903946155349	0.939279392188919
RHBDF2	0.457995765778597	0.493385477310392	0.335213445804859	0.481518268644035	0.487114408372137	0.368938130744741	0.408609510215841	0.456165240834539	0.550435920319676	0.207097318036358	0.519926120240417	0.333399336910493	0.384270742949703	0.439363942390609	0.119944790179339	0.859702995125364	0.452694674570298	0.1887096732347	0.360237700765611	0.403262872577178	0.865803870840127	0.50204607323906	0.448410086303707	0.133744390905109	0.220416194539314	0.855718357297196	-0.353082542424489	0.710037825903642	0.230078478249672	0.344434625713315	0.510951764809089	0.210806001588941	-0.217221125476405	0.569082759239338	0.444905004619443	-0.50724877610018	-0.417196896362724	-0.171928459949493	-0.375975491132201	-0.197092171379433	0.49405440808847	0.405572828199981	-0.119885441205765	0.212783708597314	-0.531724321028298	0.563970572978563	0.730608202382381	-0.473457990500276	-0.306258457703247	-0.265882883162919	-0.160059736253205	-0.208999285426128	-0.510226878443831	-0.175140641695998	1	0.718703246325246	-0.421966967217601	-0.456680232444908	0.480214746989385	-0.392954835741528	0.725146536854284	-0.297572171226757
TREM2	-0.0068386914220874	-0.0535076706026188	-0.0666241241342843	0.0306910180489952	0.0381647069782922	-0.0632900684229252	-0.155712100976822	-0.157554338691889	0.143878015599073	-0.31539069074272	0.0377169419004694	-0.108368767981662	0.144659330954958	0.675252449985673	0.0326209905310214	0.889019305746031	-0.0505868765520492	0.144914210744948	0.142656140538096	-0.0621920434297089	0.696765510077997	0.16672830255486	-0.13512076974709	0.0868053924046002	0.34290416238018	0.681103170267745	-0.0877712610540307	0.516204297191553	-0.195500370039708	0.509117724960383	0.00450215595041814	-0.122243719107717	0.178242279398922	0.935121647985065	-0.13366956359222	-0.158028893807405	-0.143274040216193	0.124949265793783	-0.143718343699288	-0.126055685122905	-0.0934659873575743	-0.208706493527857	0.325552601006227	0.430392416647466	-0.153281029997761	0.404243912978706	0.801814588643813	-0.137112172237139	0.201552998843513	0.0606066275401501	0.181501090009809	-0.0492521930495391	-0.155308299045962	0.292411846239455	0.718703246325246	1	-0.0271031052754013	-0.119495898242432	-0.135589287581482	-0.119348307094206	0.759450466601706	0.22129934716314
CANX	-0.703253240296549	-0.664132126187613	-0.562811404655362	-0.686798209394615	-0.664072437083135	-0.641803727984603	-0.764676712080254	-0.754165986340884	-0.734505619769751	-0.56012743465489	-0.808293566988509	-0.0110670865650716	-0.624217232288226	0.126052401178117	-0.467248979212174	-0.247983838039814	-0.544895808263433	-0.513030440670929	-0.412366838587787	-0.792458156824053	-0.520856275588115	-0.248436912407665	-0.62161133180628	0.193975012099589	-0.190474178412103	-0.449850105752444	0.828275364132632	-0.45367081365965	-0.179522422041966	0.338226497921694	-0.577481097922176	-0.622994515375713	0.878630743671603	0.119692306725262	-0.581910750933375	0.834252949208792	0.8603001594494	0.801041740732301	0.805898723769336	0.74460560948317	-0.732928146003967	-0.514896732526916	0.83313585116992	0.152083629953199	0.908292921915368	-0.447653115286661	-0.027244341531967	0.869856071685175	0.944404469391852	0.898704968581773	0.781100220794845	0.796455863937473	0.834988679288946	0.871510728332822	-0.421966967217601	-0.0271031052754013	1	0.830449481164733	-0.779963505036816	0.878177325939743	-0.165847770918528	0.86668221040695
RAMP1	-0.662172562246272	-0.652673235378895	-0.56950966957384	-0.677471117730148	-0.667806651758067	-0.612741821816186	-0.726289463776997	-0.706516774511609	-0.712569863597154	-0.541288439113795	-0.725618819285702	0.0450724525793364	-0.5917932014398	-0.0109132388510937	-0.423334212283446	-0.345877825500131	-0.556190859884652	-0.479991050107918	-0.363243045822342	-0.734997336302755	-0.579304121704957	-0.231209722565946	-0.599057449910335	0.272344017645379	-0.168710236577363	-0.524790285800242	0.87073530951737	-0.590587391697859	-0.206529848817232	0.346193462119496	-0.541685900444883	-0.589257022651136	0.859710487686341	0.0670914437886526	-0.600309329608667	0.658617471532366	0.917982215963633	0.829743152676935	0.785309636183986	0.477240136834318	-0.650261968384507	-0.550572544120016	0.814767425921231	0.104030158256101	0.900609393437997	-0.370701063038308	-0.167932450060146	0.968158187230568	0.832896713007343	0.844282600934717	0.687989134901549	0.666444754834995	0.981506851123665	0.874425197703307	-0.456680232444908	-0.119495898242432	0.830449481164733	1	-0.723361610346922	0.877430347895043	-0.275320555948348	0.863880604526177
PTGER4	0.877758291640147	0.884979780904812	0.802473651768981	0.853835672626033	0.859234807602671	0.796469114440051	0.949723360989189	0.946852975467192	0.83879843068559	0.842393851373794	0.906760864297007	0.468138767990055	0.675940364758419	-0.0520891610775484	0.536858543368837	0.23310462131756	0.831331521997464	0.503350381648735	0.561964233279922	0.89465575366493	0.514013098057814	0.569585277726059	0.792329910455279	0.108208438468201	0.200550017028994	0.517475820579349	-0.553969618009724	0.517059583491205	0.59417637131016	-0.162248031364089	0.722317482842464	0.762610743614259	-0.717169962107758	-0.234977127425688	0.839722218190828	-0.675214728394022	-0.627831465202171	-0.557041581460503	-0.517830584912806	-0.368025884089851	0.909976679014201	0.872322436328343	-0.675233868283792	-0.0570321048923965	-0.722516430386298	0.562324973161705	0.0697353758411394	-0.726971530700471	-0.871251229479726	-0.652458869199707	-0.621454522989648	-0.385740243003225	-0.766534714016835	-0.8033086625938	0.480214746989385	-0.135589287581482	-0.779963505036816	-0.723361610346922	1	-0.579622038255789	0.246127759801307	-0.782290617248333
SMAP1	-0.458091227706157	-0.471774559239672	-0.317600091065617	-0.451276168312722	-0.462517619436172	-0.406126338275951	-0.553585490875247	-0.557103982198426	-0.524579096550669	-0.413627870896258	-0.608900100307548	0.282770205789339	-0.384654429587206	0.130758443853407	-0.264716013306078	-0.254548351863192	-0.363587580661402	-0.321049036453858	-0.141078887684344	-0.566264444078536	-0.461655159311337	-0.0834654849596312	-0.44890098330767	0.439652284446227	0.00706320959187823	-0.361809835061061	0.958162375298723	-0.478355938879529	0.0505926661287919	0.491744501758804	-0.373099849345936	-0.388985422286417	0.881905779602855	0.0890711094345565	-0.36757867501302	0.739195705549933	0.953566752138841	0.910840895122682	0.865226366817956	0.624518827322409	-0.545237295671587	-0.341387657112583	0.831531758484439	0.316101265613089	0.926951490719683	-0.216341794156918	-0.0183492166877581	0.90642254632637	0.791556664630722	0.878574641540237	0.788824857283151	0.889919330422761	0.83971868823943	0.817744453577662	-0.392954835741528	-0.119348307094206	0.878177325939743	0.877430347895043	-0.579622038255789	1	-0.12561745437304	0.863274491671649
HLA-DPB1	0.460971121103022	0.438453779961281	0.474201338511781	0.488661974590961	0.560506628730299	0.398857631364375	0.298019456485557	0.261857414959141	0.54998164264045	0.0973837787011192	0.373572466496675	0.259751646155414	0.554619437590066	0.877894128253529	0.453119959411928	0.928705599593254	0.500612965413827	0.499140987251735	0.611937110756991	0.290108830059234	0.838273991425153	0.520080075846854	0.224220306719636	0.340093864715363	0.681776880868527	0.899103018110155	-0.0992578141179058	0.499104126794596	0.320565469188502	0.578391527249106	0.306694854728989	0.242906372058037	-0.0222848116271244	0.721780323481277	0.219779899461125	-0.21994747198847	-0.205121261684808	0.0870924590584662	0.0194587420592515	0.0547256738495899	0.293835470445246	0.233343323420679	0.128840006260302	0.473529607681883	-0.292108986896715	0.735752567913115	0.879677843444437	-0.305907215753467	-0.0722342326008059	-0.0275654327684159	0.190175816768613	0.0673097274815244	-0.336532984621973	0.0038903946155349	0.725146536854284	0.759450466601706	-0.165847770918528	-0.275320555948348	0.246127759801307	-0.12561745437304	1	0.0453632095334225
TNFRSF1A	-0.626832851773538	-0.67952991642301	-0.508369408376725	-0.608108531442975	-0.605864873635894	-0.587427032707651	-0.762486867538182	-0.790364341936265	-0.619013964233862	-0.628849814363864	-0.729764002074434	-0.0536026434197525	-0.456851628704427	0.349677446800472	-0.267008127381191	-0.034104683862435	-0.543336245506346	-0.284659271955539	-0.249906393569357	-0.720322717749551	-0.335890446920207	-0.214350084865151	-0.69280803338431	0.31202218169113	0.0742130411252888	-0.262978461992473	0.844153945794729	-0.365356181845799	-0.232846205227114	0.517398498682368	-0.578092062157643	-0.532042095647732	0.931657076647061	0.407749487412741	-0.659002635104227	0.685987970084447	0.824115499622581	0.857453155281664	0.743850897842068	0.492690019404422	-0.745375119669574	-0.645562173591885	0.943308679766135	0.34241697213468	0.88912808772226	-0.188506148118821	0.153324957823001	0.854746419708022	0.922027555023715	0.865098854442963	0.834271902930877	0.742377014167033	0.829673464107862	0.939279392188919	-0.297572171226757	0.22129934716314	0.86668221040695	0.863880604526177	-0.782290617248333	0.863274491671649	0.0453632095334225	1
