G1	G2	Consistency
MES	AC	0.11126727146941931
MES	OPC	0.2172782385822114
MES	NPC	0.128304303995648
AC	OPC	0.04031022206774576
AC	NPC	0.04010992019284976
OPC	NPC	0.03013426530667146
