""	CCR1	SIGLEC10	TNFRSF1A	LILRB1	LILRB2	CD86	CD163	TLR2	C5AR1	CCRL2	CD4	KCNQ3	TLR4	FCGR2B	KCNQ1	HAVCR2	FPR1	CCR5	ITGB2	SIRPA	TFRC	PILRA	THBD	CD40	CD47	CD74	TREM2	NECTIN2	CANX	TNFRSF11B	APLP2	INSR	PLXNB2	SIGLEC1	ITGAM	ADRB2	TLR7	TREM1	GPNMB	CD72	LTBR	CD81	AXL	ADGRE2	TLR6	IL6R	ENG	TNFRSF14	CXCR4	CR1	PLD1	TSPAN15	ITGAL	TNFRSF10B	P2RY12	ITGB5	RXRA	ADCY7	TLR1	NOTCH1	CD33	TSPAN14	PLD2	RIPK1	SCARF1	CD93	UNC5B	NOTCH2	ASGR1	SDC2	SCARB1	CD9	STX3	PTGER4	SMAP1	CD226	LRP1	ERAP1	STX4	ITGB1	LPP	CADM1	ITGAV	SORL1	ABCA1	SELL	EDNRB	ADGRE5	PTPRA	S1PR1	ITGAX	C3AR1	STAB1	PILRB	AMFR	CD99L2	CD44	MCFD2	TNFRSF1B	PTPRC	CD63	SORT1	C1QBP	NRP1	SLC16A1	CD46	ITGA4	BTN3A3	BTN3A2	CD69
CD74	0.558327589310022	0.774280214322432	0.696458032042777	0.585871916757768	0.642758462289714	0.752221453856147	0.72864833337877	0.71100983183018	0.517847541566776	0.440650423946155	0.751326798446767	0.403853605712696	0.694093717181181	0.612495610732494	0.694590947342035	0.60028640665356	0.555718733734973	0.386888477465858	0.659985306420429	0.648231234038265	0.506492106398356	0.519429752895452	0.286266849084482	0.598226217199898	0.540676624018252	1	0.62023639266513	0.565898690455338	0.547769682442101	0.34616712896893	0.515773746452994	0.468206249038743	0.569278025629761	0.552475309420889	0.415601699336296	0.334358791214329	0.81064480519001	0.146606060737366	0.414178260407433	0.763345971621637	0.624443354813746	0.736659159907468	0.887999072491979	0.584154166384894	0.519781641841342	0.490987348503611	0.498674988783153	0.584307652131878	0.671495060378358	0.527171460834496	0.36931520356223	0.442125713698207	0.476590308699631	0.409993912010964	0.162642384833248	0.501085239685257	0.346800679881321	0.678043773332137	0.676631537793417	0.548041003876195	0.60954520680483	0.65697215843082	0.574924223244479	0.589543561020454	0.683995699651767	0.500064105010069	0.648326796842635	0.620680939551753	0.222844191504669	0.481750483763999	0.639480963520371	0.471923494674711	0.570514583574764	0.512665765062344	0.600974989201556	0.494469415819608	0.70792953209213	0.639260024535136	0.476884212271137	0.603160853623775	0.549085311793613	0.751494089937974	0.730052367974502	0.646944043844903	0.520440138430531	0.496356139616468	0.568048277140339	0.32667413349466	0.554758743579747	0.576714444809468	0.331904901587815	0.775268090602157	0.649037614118739	0.297103135768628	0.682816073774125	0.549527199247146	0.313395855932931	0.526797280720816	0.634302927706998	0.678600052546893	0.572144973836032	0.547668162381353	0.305933523267317	0.43695804059869	0.284246892181058	0.79653400947368	0.393457754672164	0.646928763025393	0.644067100983584	0.209180815882875
TREM2	0.875745689566419	0.819746216841959	0.818251548103046	0.731015764831594	0.406046733670764	0.878814147390503	0.789287691888884	0.82493789918725	0.66930839315553	0.747142155155357	0.857021815874488	0.349159674223717	0.664931113337989	0.248187689010906	0.810366909794644	0.946812400670927	0.918830827473638	0.54235154350965	0.822426444638544	0.855967053691094	0.710904217945649	0.823432250952971	0.502737339061807	0.569552453226283	0.607801196159805	0.62023639266513	1	0.709522377198572	0.731030434730669	0.775322152527673	0.803358667199029	0.251462476732806	0.634912563827254	0.312938223382121	0.583329366308743	0.750463149234373	0.730410880918264	0.39068168660577	0.557028783257449	0.650222774625087	0.741250990229471	0.958662097756297	0.667960255190416	0.631200948062215	0.515080446755685	0.690745282619119	0.775065068521554	0.585242857760752	0.501547682026578	0.369962632213501	0.790108605279746	0.815144084111758	0.576658722184863	0.791725903675189	0.612347302647344	0.542893009540738	0.496067713890386	0.663921699772307	0.793166983058854	0.622182951878387	0.770882204501589	0.821921930706382	0.773019883128952	0.763486057953411	0.513835425793126	0.273741620753928	0.715172760944802	0.487749694765535	0.202209137688063	0.747633300298474	0.644586574259875	0.521281797540615	0.56817693792733	0.772265613287282	0.799005792455512	0.541092647994685	0.800836426236124	0.601970830551216	0.81154451868829	0.87167094696751	0.593763615672383	0.53589966256894	0.863089252467053	0.879717116512144	0.64502444026972	0.464129985615584	0.683502108470438	0.533377803303055	0.755159098176656	0.831092335583631	0.68810888996869	0.871428439724201	0.615606577025293	0.381711003031447	0.519830146289637	0.650050917566893	0.293158347662384	0.738927107196346	0.817361413070385	0.79224445760567	0.898653773128782	0.740749378463175	0.437770956790644	0.681832183420849	0.494349839151781	0.731824207596756	0.317846451302118	0.702274225879426	0.817448605682677	0.608314078038532
NECTIN2	0.839541185683903	0.731222467873234	0.865583326299614	0.805341755229488	0.615214770018381	0.794165570469462	0.772693317044139	0.731868740748954	0.503012905722776	0.562767244349827	0.83743935651529	0.372256463160199	0.588194674183937	0.517743534606238	0.716594254340262	0.739648887225698	0.626247270182205	0.760482648837249	0.866579332848955	0.894385040318227	0.567164032680687	0.455896553930651	0.578671220584818	0.486434717564999	0.892840944357533	0.565898690455338	0.709522377198572	1	0.935169407999606	0.370324403064731	0.848722844969198	0.58402377361716	0.861558906184921	0.448251597660619	0.831827753129419	0.414460901680045	0.575724819354786	0.60597657932794	0.507391826818869	0.480197885007325	0.864196966654303	0.729984840681994	0.546636126595875	0.728861851385216	0.696584779593502	0.816083779279466	0.850623783202673	0.70723850118494	0.392034149075483	0.393925014429609	0.489034818289463	0.733023167017397	0.681699817784495	0.600510441292553	0.176637915305265	0.703502391319359	0.801973135677437	0.756878728301982	0.770257593680263	0.787564332366403	0.813058192244278	0.681561785533648	0.776355133081921	0.825129530978104	0.642111392357368	0.583305636259489	0.69882199786194	0.78615371777904	0.59622253269108	0.654104880208313	0.684870594932472	0.665743387107491	0.757182447403261	0.560172260146064	0.845816487761999	0.603050467820701	0.751569748208342	0.841730737589792	0.754744932135071	0.83989844599558	0.807645303164328	0.636993031765025	0.73262188877948	0.590734369799271	0.585991909371877	0.535964811210348	0.642687182247456	0.821263121904604	0.875688573443457	0.703264467944127	0.527913815792744	0.662975669891427	0.654088259956363	0.659587751306278	0.753627102549836	0.85449302428814	0.771272984698935	0.889444280808224	0.683925785642833	0.831983472282522	0.792202098145296	0.821238152393966	0.704559468112245	0.837788840191785	0.798032708577659	0.820897956819078	0.684752041634708	0.614389418313958	0.79281513524285	0.369642648235792
CANX	0.874735468024474	0.761686465853888	0.893801690292529	0.83540095878045	0.640509206914208	0.813781573602839	0.801570662027992	0.720393890137354	0.535302669523861	0.601641082498488	0.859318912082576	0.319405134126803	0.559038426003641	0.530243677998372	0.751871883601245	0.758985785882988	0.65099693457243	0.788955076021935	0.930294369514288	0.925310849381326	0.575631243374231	0.453920791399203	0.698359911474209	0.457998833037653	0.910862004494374	0.547769682442101	0.731030434730669	0.935169407999606	1	0.350390776362066	0.919443571162237	0.573632993343455	0.885577100688106	0.403049219398976	0.917297210519257	0.415117945575038	0.53279839752125	0.720186823224396	0.550262987227369	0.448293911499685	0.893844443869082	0.749005045136788	0.505601860801881	0.705512937495964	0.66442989040842	0.815471557729455	0.907040056524711	0.702675962471291	0.380381465815847	0.414960130120938	0.474753357160592	0.753506388793263	0.692992607694374	0.602141605898967	0.158046769673172	0.706721990660738	0.854695322952323	0.720856766715429	0.774911450607293	0.773279063644181	0.867039389052483	0.658181291427975	0.781257375094615	0.830518640461568	0.621782257097968	0.595400858112933	0.696802387339371	0.817253711684766	0.650775386593435	0.717483808920977	0.677053325893367	0.694062507137585	0.756003051129389	0.553837367659474	0.896300668225265	0.644788412264468	0.761528219883848	0.847806705132187	0.761861795103914	0.879997964210193	0.809286623118428	0.612644702236688	0.737243052125048	0.582112206660742	0.586951472061016	0.538280398969441	0.656920185862415	0.866984383691359	0.887419987866921	0.723318088645333	0.548806239854536	0.653237157612699	0.661199530807926	0.634256429820311	0.755626115386697	0.87105282319872	0.820368060110343	0.932102128225582	0.714793090783002	0.849205356666857	0.834724702246427	0.811464191656047	0.772679388219822	0.889452265342824	0.855431031137236	0.807493003072398	0.708616641925579	0.579536584181882	0.781077034800809	0.356985455372375
TNFRSF11B	0.628540396989013	0.61491385386495	0.524829542898385	0.400051334614236	0.0196500340395069	0.608763116361184	0.472420847662008	0.640742699308037	0.591606647391174	0.732194416402625	0.50892846582572	0.138706245858153	0.49779371016718	-0.245884861013006	0.542968346403551	0.796116674185911	0.85726632088283	0.180169707927265	0.408603170399485	0.476143142901943	0.675207699335357	0.803034696088139	0.292262824057133	0.530605887985115	0.247896466345243	0.34616712896893	0.775322152527673	0.370324403064731	0.350390776362066	1	0.500693808777119	-0.015686618283333	0.208352838024503	-0.0296395362960245	0.203969481988807	0.841229865873439	0.557476107975249	0.171932224439958	0.308491825672082	0.444413644925911	0.34595604584255	0.74506041811187	0.372344449000306	0.362639670896088	0.221184774216463	0.394216661400089	0.421431990619268	0.2294592238683	0.435811596587064	0.182167466395868	0.831239151192481	0.588114829696643	0.288058070682832	0.835174434372108	0.814972612386538	0.126877149933582	0.108580452189763	0.427209805946343	0.502904668206514	0.453212140529889	0.434064635182927	0.677171671822558	0.488114758491162	0.555017138670373	0.240033408527613	-0.133252259872633	0.372390403129369	0.139525473633589	-0.17212796637386	0.55103273057244	0.447652412668488	0.221540593861932	0.341267751792148	0.816558074705081	0.517653083482507	0.373290811266884	0.520764353015698	0.219488276746461	0.681521922276029	0.590852738604809	0.336146329003445	0.276513802549037	0.654769036665384	0.816067998675909	0.470262678982718	0.340388852890179	0.51572737701259	0.258260924126117	0.484205215261384	0.640619563936114	0.593327152070192	0.667936929299871	0.333770894373515	0.220212923395885	0.0953249819608159	0.328302098150925	-0.0763611160787129	0.438182703870159	0.607920679754091	0.506344433590278	0.648376317180615	0.558949768748796	0.134858723870434	0.350248977726237	0.20606879936748	0.423208791274136	-0.11434094740142	0.559534698997869	0.627657515757731	0.800365108357915
APLP2	0.899041977587272	0.791157147085224	0.86976647785285	0.779591286130516	0.556514003804952	0.814500457870238	0.86609774334494	0.771054338444356	0.750967092483026	0.771095648136386	0.869421358506845	0.203731355793499	0.643808152053971	0.336804653954481	0.789981740422144	0.827491415527977	0.783519229846767	0.678252297478399	0.877628591485991	0.901439562241298	0.747155393501225	0.666563361256559	0.810836387202479	0.510192310306798	0.758026467304787	0.515773746452994	0.803358667199029	0.848722844969198	0.919443571162237	0.500693808777119	1	0.457196853954066	0.758747826245958	0.384643869838344	0.807852809839092	0.580145421960398	0.568895308660306	0.680349543200847	0.718108160860477	0.556398469763627	0.784353705518271	0.825512544180995	0.471681197235571	0.65642051260525	0.55278035969975	0.699856901595454	0.904175425932969	0.725661058938485	0.511190994172195	0.560798368551105	0.651400107537903	0.775150154070527	0.546531932597393	0.702765053091909	0.280061763730312	0.641398977493386	0.714912623456201	0.653883152785329	0.718290148235678	0.747289769847177	0.787516229405202	0.765467551483362	0.783982039048671	0.793390282832709	0.569837636419772	0.420797951195029	0.616018762913232	0.74195422607795	0.432706557518206	0.897065641224112	0.736594099308874	0.747712794241404	0.73021961517921	0.669869565908316	0.873889662524416	0.621439655701793	0.831458323890993	0.706033277795689	0.829669246108491	0.92426038161609	0.756758617193344	0.597012426088544	0.775083363575692	0.668652482364694	0.760123228529373	0.51198350562168	0.805764508156358	0.791006101909723	0.812043156405233	0.726498821652891	0.724711440342112	0.730934613437371	0.696979967948815	0.534903037647753	0.651555427972169	0.772530145708483	0.684726274424598	0.880332197630233	0.858121500163472	0.770394515221736	0.901686265363013	0.763354161965086	0.590595701669814	0.896762604737429	0.716145197582819	0.79231989500858	0.448019296849973	0.607176144389304	0.760104109139743	0.493684883189349
INSR	0.429095405357582	0.494698331071739	0.567207734881312	0.49456853330385	0.551777957273191	0.460335985334793	0.514074334383413	0.483192415822838	0.322470133341882	0.292003181849292	0.491244392332864	0.183940303055977	0.480441587906942	0.518715901349367	0.424785692544991	0.328666476733334	0.234902543948591	0.453996897043476	0.482143185210901	0.51523606998131	0.346636289639901	0.162011523197747	0.346908470986655	0.254701018558663	0.635548873398617	0.468206249038743	0.251462476732806	0.58402377361716	0.573632993343455	-0.015686618283333	0.457196853954066	1	0.559579854209148	0.419006163266546	0.531758479610866	0.12660368003303	0.423903549634245	0.407790734256507	0.299087367569788	0.340123750416169	0.574978888231088	0.338081567039539	0.377602769722865	0.488708636298992	0.502788554239133	0.529325240791028	0.445201546539134	0.499700279838256	0.457668326617236	0.392096374494368	0.142033718053121	0.238161861616864	0.393786048273767	0.248797748635711	-0.0904171681171156	0.403582746728788	0.52451569283475	0.532652246685154	0.419761659650721	0.57722806867217	0.47800020882792	0.442891037675725	0.457747383596791	0.498602029070907	0.488077683139916	0.432518501234569	0.382511502181934	0.695710151117136	0.51993875660812	0.349683005324501	0.515376149177753	0.521515842289652	0.582455486848135	0.282735454209997	0.521928279645099	0.316389596273282	0.466645123744804	0.572150522924387	0.419219378846436	0.424800094325095	0.566651891138025	0.407031750468908	0.405519064220715	0.269652463877646	0.391555115366185	0.509312791871896	0.413211874304046	0.547178671904751	0.564188763816235	0.349811815843564	0.215418652242151	0.411273056925071	0.443605240712244	0.522939084286392	0.616859152773051	0.546787084347752	0.644505752205004	0.534932548060223	0.388542382973057	0.527807368159855	0.37547518793952	0.54362892564471	0.469602803295053	0.451280997420438	0.551108832127725	0.609679154256559	0.529577007880063	0.407505546008857	0.458864786072579	0.129469371847534
PLXNB2	0.764528831973142	0.644990944888968	0.812330461629887	0.80409248769591	0.677684261655156	0.705698490444442	0.758211116879274	0.701274553689838	0.383172490308352	0.402313444840312	0.823808549158301	0.522935577644489	0.569697315952859	0.664268401760969	0.677218899387587	0.625321253225512	0.488395162942985	0.723012658104817	0.84400222755236	0.85519863591421	0.408886228865063	0.335804789912193	0.476627816234611	0.317780854372074	0.840854290575821	0.569278025629761	0.634912563827254	0.861558906184921	0.885577100688106	0.208352838024503	0.758747826245958	0.559579854209148	1	0.557196216984995	0.810419788870462	0.2488732987631	0.568558278257738	0.530080053151632	0.437874348770772	0.417472308836869	0.840209404331694	0.626383326428807	0.592437736141701	0.7693351788167	0.735249098290298	0.790091023346478	0.840411031302935	0.690497828256068	0.3046891884491	0.335351733579216	0.359566217537623	0.683585688328394	0.674695365563	0.448289380378027	0.0329473011341683	0.815392287384421	0.86524879990916	0.762260609318761	0.77129698938002	0.728444941786367	0.792495031086987	0.596372992828266	0.712978302532087	0.698186120535455	0.633667765359439	0.748987498442294	0.741001130945751	0.769077953111459	0.577402525783205	0.551584948627783	0.604402710920223	0.592214220444705	0.662648033879964	0.416280304937762	0.716949894306152	0.470270045689554	0.73985158948421	0.876364709472935	0.614650451862658	0.751789717657386	0.789680053467481	0.620050289928221	0.724795191425655	0.535178883763734	0.532161830456012	0.405779586209621	0.536496060367952	0.71002874685026	0.769425624374001	0.649771227964043	0.41332578648455	0.622583034569443	0.712600062050564	0.649788839938865	0.811505478222242	0.809070869644697	0.766662989792586	0.787899713949973	0.634417955650914	0.737785641251119	0.663191454505698	0.724941335304153	0.610956844775238	0.834376873806462	0.747570171173933	0.788472855546772	0.743099574143295	0.561917671521962	0.685492191787847	0.179182042941477
SIGLEC1	0.375477444820683	0.378713997356736	0.4454402133473	0.445042581942434	0.615801911279085	0.312688936100123	0.663918845608806	0.546200153984029	0.416206536568893	0.247265729326982	0.588522513291037	0.398023797322433	0.678957225151718	0.583838729528978	0.442676679884421	0.260236086202969	0.141994795293978	0.276776011526712	0.406769010978549	0.515079784172463	0.361286270918376	0.321765782852442	0.0993623946599874	0.151458756327485	0.367128610556966	0.552475309420889	0.312938223382121	0.448251597660619	0.403049219398976	-0.0296395362960245	0.384643869838344	0.419006163266546	0.557196216984995	1	0.305566304116459	0.0573571763105058	0.636116376842097	-0.00256976353017501	0.586491200298697	0.658304599599082	0.451323310301958	0.39324743087203	0.606219502394888	0.532684461905415	0.478573203999137	0.312570890424668	0.432332964205149	0.705950728734249	0.431429091559031	0.661465488173418	0.195926743442046	0.210541104241757	0.159594859177086	0.0739163082542082	-0.252633824172701	0.674030887829526	0.3977293350153	0.510787799789338	0.392411272944937	0.452381257590239	0.30490266129796	0.541316258083083	0.387077533009425	0.246688198360384	0.584041398025699	0.505210780488544	0.444191020419705	0.605838942585949	0.174099525251926	0.352298247838588	0.623804321487865	0.497734505840577	0.413101646972117	0.123748295173081	0.246787003578861	0.0105975881705073	0.667706720011613	0.511588878404625	0.261079832696582	0.329874095976085	0.43977182028699	0.521969669126183	0.50213082213544	0.292226718790764	0.608945064380104	0.238773699256712	0.534160543707628	0.237590972822334	0.249141638749238	0.272004413621952	0.243051391047143	0.538371163808415	0.67656488762916	0.252229761188961	0.621020767862045	0.388623950280157	0.374215273690693	0.283053041500753	0.470785540823321	0.259127940015342	0.324282622104895	0.283680299647302	0.00798225206159098	0.426914507262427	0.132009545064259	0.616954446893028	0.289311707145283	0.482534067927885	0.345555741037709	-0.17182564547662
ITGAM	0.774645017166575	0.673999388841276	0.775266439649974	0.79419047913458	0.641048164689496	0.715451472980526	0.674660927500142	0.588516458752236	0.348408946384397	0.461922089949101	0.734373962010087	0.298605898544915	0.417978088728732	0.576094465605261	0.643525602562275	0.613950434733443	0.512141676086418	0.796537069428	0.881133659452931	0.832707654577428	0.385155622504205	0.253420909541307	0.690934082709411	0.266100386497409	0.826518923932144	0.415601699336296	0.583329366308743	0.831827753129419	0.917297210519257	0.203969481988807	0.807852809839092	0.531758479610866	0.810419788870462	0.305566304116459	1	0.253604119923072	0.385307646614104	0.835507368652408	0.374320423411368	0.254165997903999	0.842919630837548	0.577334876625107	0.360504935392598	0.615334954765927	0.623349373680487	0.755861181516115	0.849222412920555	0.560434484195555	0.218797634961618	0.273448168496679	0.313671562000815	0.647234400859463	0.665242257898346	0.4533234141449	0.0508408094652081	0.640407566805385	0.869610546395306	0.624265710453138	0.70392920374131	0.667685378483619	0.846294787272044	0.476830537331355	0.644818449272032	0.699816888240462	0.528083635570853	0.62424915265503	0.594219305551391	0.730050734354774	0.790223925740601	0.567523859765255	0.50854603295371	0.485777386952612	0.596729048268684	0.406246462633797	0.816100586525724	0.586794482761848	0.592579306150353	0.791195839190755	0.599511413643603	0.707710385901578	0.640325037912091	0.415396455018815	0.55838272967686	0.427957533560224	0.380695709385704	0.490782181188487	0.482695566533014	0.820961057388623	0.760540408504761	0.610177794490644	0.370092215444669	0.491443680508971	0.543532571902104	0.51569501712648	0.666015882716436	0.743306506934541	0.785877810318851	0.816805527986836	0.551463952380773	0.789078415286536	0.664828614860276	0.649324965990985	0.846660858153405	0.780505650941742	0.804138720843748	0.653258296672211	0.78311822181411	0.426850193091237	0.642028053044499	0.234451105018196
ADRB2	0.681170948062936	0.629662024916326	0.606549463061024	0.38696882203595	0.0248084058814701	0.596166237746527	0.531775899733706	0.658227021004597	0.702338961889139	0.816519371365341	0.547583096981622	-0.00816511368140782	0.566502469762539	-0.242129839896217	0.544999421125479	0.791118035780456	0.841495102919197	0.189114695124259	0.434197595158277	0.510346527714081	0.781831854720131	0.816116558727886	0.359915919904419	0.55955396933284	0.306618551749745	0.334358791214329	0.750463149234373	0.414460901680045	0.415117945575038	0.841229865873439	0.580145421960398	0.12660368003303	0.2488732987631	0.0573571763105058	0.253604119923072	1	0.577019918670804	0.212700114271029	0.49197548288712	0.464448913201587	0.426088922403604	0.753726279092041	0.341823522855463	0.307671143410416	0.220316918098318	0.438403694027637	0.426300917729357	0.327201621220881	0.576544871789542	0.37047478547193	0.835963500949246	0.579271973902042	0.193073635442378	0.807032207088363	0.829088557189104	0.127549072169478	0.12871981647455	0.45638980993673	0.458138287911451	0.507707550483715	0.447496201978861	0.752699151984618	0.528672352751507	0.594145599932952	0.316410806315671	-0.17702038942145	0.303102152207635	0.228453960348476	-0.0883621132302068	0.624246374307611	0.570983885903787	0.374212866594404	0.407672905518573	0.823887257871033	0.551749422247056	0.375671744570484	0.565062055958005	0.206256452228831	0.731444501062954	0.59025359556539	0.345284809033588	0.235682228235443	0.610708184672167	0.726630440758773	0.579817675526234	0.38308273855973	0.631803410093955	0.335998542609065	0.507282476853667	0.666586041328702	0.653436945237939	0.710953490812802	0.368369970145707	0.258524450954467	0.140523296929742	0.357765101734315	0.0137087621581008	0.489955660009	0.617070074621417	0.524593567012178	0.702066152903482	0.570914438417653	0.185245598008713	0.411460846605333	0.279685520419367	0.449731961695545	-0.0862795559655423	0.522001867463622	0.62476340500688	0.784296118548394
TLR7	0.676348515640241	0.790462255561229	0.740414671533002	0.65395669705171	0.5794629686403	0.698259289979738	0.825191467255914	0.872716486242575	0.662786936878974	0.608957058875919	0.810499223056851	0.454394777470198	0.881480409161453	0.429255323387792	0.726568801506034	0.708971653486969	0.68658511025579	0.33867384416527	0.611217491583211	0.696448410490104	0.671759614601622	0.700234490418633	0.26007336019205	0.455337486863866	0.467695212591035	0.81064480519001	0.730410880918264	0.575724819354786	0.53279839752125	0.557476107975249	0.568895308660306	0.423903549634245	0.568558278257738	0.636116376842097	0.385307646614104	0.577019918670804	1	0.0860139585618979	0.499172315766508	0.770817854371296	0.621414087786586	0.791558918671764	0.798456208621953	0.663374635181596	0.559280952620583	0.564298327398748	0.557506378303027	0.588896483405335	0.703498106357698	0.598987549426489	0.612600648594303	0.524656211379465	0.360595336064811	0.58147644577671	0.370566432235181	0.558596176294908	0.346268998028317	0.753432058319526	0.715038816811786	0.66555404365681	0.59212856714457	0.841296024711664	0.637250902186501	0.557807019573573	0.668687701622866	0.383811831240554	0.651436903134199	0.558955265437236	0.0900786614823553	0.553810802303892	0.751374876505924	0.452796959448876	0.52864761785034	0.637409653375461	0.553848950915873	0.256739085569534	0.835155897145123	0.586408106159108	0.592634601886986	0.616936961819503	0.568137818750411	0.576035447284294	0.844965578308248	0.808179424843303	0.676077909517248	0.461701071386874	0.679723106608003	0.282142726256768	0.542621006789009	0.674260134516762	0.41452100847679	0.904812621263697	0.758291666088256	0.363281526468681	0.608204203974561	0.538138884606752	0.229336950962443	0.496831414546466	0.740264445070062	0.611988015469333	0.624291889284069	0.630860475665183	0.151301652405455	0.510427351244733	0.236479685361568	0.786708848794116	0.245597603489416	0.741320327781022	0.708976478376325	0.382922109407011
TREM1	0.579309143602788	0.489890916002182	0.536943151115607	0.557439134201388	0.396339526776303	0.528672927672129	0.427133941450188	0.368436036800889	0.253212647262442	0.441480087400196	0.46760472630395	0.0791056933519403	0.20110819437199	0.282662807598809	0.437579241093775	0.472012696159206	0.41516003049545	0.617834801496402	0.642860522388044	0.583891081863368	0.296156715183342	0.162138362659838	0.773032974701605	0.225825845780335	0.599016255277209	0.146606060737366	0.39068168660577	0.60597657932794	0.720186823224396	0.171932224439958	0.680349543200847	0.407790734256507	0.530080053151632	-0.00256976353017501	0.835507368652408	0.212700114271029	0.0860139585618979	1	0.248322356011842	0.0660215567895715	0.587852986027731	0.367208429989959	0.076598380996543	0.404734997297725	0.378896850037855	0.515065693275309	0.667281227588913	0.356803242023003	0.161536343923817	0.101529965332718	0.261794786576186	0.513151120986047	0.499616146075758	0.416223164380541	0.0674496244423057	0.372145953543026	0.681654192077168	0.361322980844999	0.431134266705737	0.476255623373503	0.621454418276035	0.296671441167296	0.46525528449155	0.533218744071879	0.262158804369397	0.37877325914818	0.325371793778213	0.546936519953717	0.66417119190423	0.516825832077353	0.311064125848961	0.367159837040867	0.475946972259949	0.386816418320539	0.682905419031134	0.570395239553594	0.355435583964929	0.508801920472875	0.523257303487799	0.558270798635847	0.465507220251687	0.24964114973895	0.313195802815121	0.270338701607159	0.242723372395629	0.428720445838664	0.331097100834179	0.748561349591599	0.575189226798535	0.391266502676927	0.375130747990085	0.235081348436655	0.276753537610997	0.423064514212071	0.418204498799674	0.534499481099987	0.685730813496998	0.666144949971914	0.422719894640324	0.580352323353564	0.507358698557417	0.486099468208952	0.75071732549545	0.601245254559996	0.717990081967104	0.411191544217361	0.516570458054623	0.258258850982616	0.415816475751129	0.31244773007074
GPNMB	0.564742992259658	0.490256833673733	0.561200657347454	0.341791758240415	0.320503138379967	0.495391228950156	0.705385215569243	0.55570065275798	0.778328368092159	0.675693641876447	0.604116516654434	-0.00163799037703747	0.632346963784118	0.198073222678025	0.530429315427563	0.546217744948184	0.482165798885784	0.318706831470436	0.510397565540321	0.628573621044024	0.752586717784556	0.700237372908534	0.439009191002247	0.443592090234945	0.397639962995363	0.414178260407433	0.557028783257449	0.507391826818869	0.550262987227369	0.308491825672082	0.718108160860477	0.299087367569788	0.437874348770772	0.586491200298697	0.374320423411368	0.49197548288712	0.499172315766508	0.248322356011842	1	0.735539776806309	0.477516431195988	0.646573537236263	0.415499037012753	0.329111735223635	0.225210796132619	0.300156466344185	0.512094928174977	0.794043508522048	0.62566135826712	0.797723319216341	0.56655688222544	0.371078429935797	0.102064404149588	0.407601643434848	0.146282393942455	0.486066272967434	0.340980364565233	0.343123254495666	0.350010800261485	0.431965437595929	0.345814330368164	0.710150025336685	0.533058138180484	0.453359135317194	0.442313623447605	0.0543763449002644	0.275358442096602	0.604060796970325	0.0779791816917533	0.823971900180307	0.756889488070327	0.846827420502911	0.519539832105569	0.451787273229001	0.511004022646264	0.312755925574983	0.712669773471003	0.309226572481093	0.605763195974177	0.623748879137905	0.471997989697581	0.505190779026367	0.518232619559352	0.418120119392734	0.853468435220015	0.343543848780263	0.797746887388364	0.455035865983955	0.442098116585992	0.389739409626655	0.743152014174892	0.607682963852979	0.494906174019218	0.186819349223093	0.466911962222868	0.439598471681905	0.381843684901432	0.530204053699001	0.67825903666021	0.376709269529803	0.71884919417057	0.4429965254137	0.136151430862024	0.542523304221157	0.268226221558073	0.621574778620208	0.0297779834270794	0.488180393363784	0.436460080513187	0.240922130910734
CD72	0.524939385285707	0.662465550661538	0.58803123870876	0.446424667289903	0.471688098730364	0.633092489258944	0.754615395542473	0.708403674928136	0.723625554077555	0.612031923064768	0.690923092635155	0.272891652695987	0.785823896136285	0.361306944651531	0.609718008599554	0.618813413462652	0.57228693017097	0.236184841859987	0.515178288335019	0.622769403880731	0.691488138744481	0.755547754169794	0.27563981064877	0.562698806469286	0.367809389951969	0.763345971621637	0.650222774625087	0.480197885007325	0.448293911499685	0.444413644925911	0.556398469763627	0.340123750416169	0.417472308836869	0.658304599599082	0.254165997903999	0.464448913201587	0.770817854371296	0.0660215567895715	0.735539776806309	1	0.486173352152061	0.760369938371885	0.750715262155506	0.48483286976908	0.348221984934509	0.310898512160118	0.453378658591547	0.716537274309625	0.754541939926792	0.707722520235273	0.580968569502393	0.379419366618368	0.233547416357648	0.450413709550045	0.226430668534778	0.489912581215234	0.224378075837224	0.51245303873772	0.494922889121318	0.44863910523639	0.407118410919713	0.788720978552802	0.552236637140411	0.465318143714285	0.562314458267292	0.191405196044349	0.491470340716342	0.566670599146785	-0.0193324507615997	0.654218853295509	0.753287381248415	0.648661036406061	0.535353020029092	0.548292486208744	0.49312309592679	0.315872794113407	0.783124349649124	0.423365300686758	0.54596737541388	0.604885020821228	0.480267375419966	0.68554392258784	0.700609360571634	0.65015046640621	0.764039737617965	0.418409276174183	0.738142758684165	0.289195840461125	0.433676278283952	0.475678370142106	0.571501137040379	0.790161835428127	0.580858414174717	0.179621000740321	0.556181930299233	0.433481884468846	0.211112815625362	0.432451768979405	0.7229130886133	0.474368108527524	0.643849233265347	0.494278813756734	0.0439069461415137	0.388383772029752	0.119244208134863	0.745369117678667	0.0537551791540711	0.682017368341802	0.559245838749873	0.270905836481429
