""	CD3D	CD3G	KLRD1	CD8A	CD69	CD8B	CD247	KLRC1	CD2	KLRK1	PTPRC	CXCR4	IL2RG	CD96	CXCR3	S1PR4	CD27	SIGIRR	TNFRSF1B	IFITM1	TIGIT	CD6	PTGER4	IL2RA	CD44	ADCY7	KLRB1	CD70	SPN	FAS	NCR3	SLC1A5	SELL	C1QBP	ADGRE5	TRADD	ITGB1	RXRA	CD46	CD47	TSPAN14	RACK1	SMAP1	ITGA4	CD4	ABCA1	HAVCR2	TNFRSF14	ITGAX	TFRC	SLC16A7	SORL1	LRP1	LPP	ITGB2	SIRPG	ITGAM	HMMR	PLAUR	RHBDF2	RPSA	ATP5F1B	C3AR1	NRP1	TNFRSF1A	LAIR1	VSIR	HLA.DPB1	CD68	CD81	ST14	PTGER2	CD82	PLXNB2	CD93	GPNMB	CD163	CLEC2D	PLXDC2	JMJD6	CD74	ENG	TREM2	CANX	CD63	CD9	FPR3	TSPAN5	ADORA3	APLP2	MCFD2	PTPRA	STAB1	PILRB	TREM1	NRP2	LRP10	LAMP1
PTPRC	0.782725195019455	0.762581786698348	0.376170241743331	0.687474824295468	0.850189545437753	0.687971567125529	0.663783317875929	0.463627199574949	0.770014746990174	0.665217925181896	1	0.909530942932938	0.861690180606299	0.790459453154041	0.670039961826202	0.854740545827346	0.682848597986062	0.863630718309696	0.779587110793157	0.811797427885348	0.809050666052217	0.795759173588413	0.791463032060764	0.649978035094377	0.0289502187796004	0.286792805259107	0.58875280865286	0.538107375759031	0.879336395653496	0.784903852781425	0.763791792742468	0.741023171555082	0.620258942829512	0.442116966874119	0.895243464693606	0.871315399867379	0.436156447521277	0.0829824472800043	0.133151451394174	0.74865846849297	0.733481917197377	0.531981127567912	0.61071183102815	0.343097013247263	-0.118313733414709	-0.576784013804864	0.244340410906038	0.326879231430987	-0.473262280094715	0.0777830395942156	0.648543115084393	0.0541572258991982	-0.358230900800244	0.337303261971047	-0.01206110879412	0.745930338695275	-0.175763695168214	0.58552953454995	-0.192454309053845	-0.136485569405477	0.687086459333811	0.580577660533967	-0.133381434067499	-0.309572837027849	-0.0557731788447188	0.00967885703955341	0.332321386727486	0.176343771653547	-0.395073552630198	0.0262432616179464	-0.181514254463047	0.571044279681622	0.317352723301745	-0.182853648372648	-0.127805405716076	-0.509110591980291	-0.269119256416829	0.729883148758645	-0.0866182019972268	0.168821035936221	0.132828071525974	-0.137947257095301	-0.02047309349722	-0.0537589864432689	0.216763698677669	-0.188658407306371	-0.27157286609173	0.480024250647818	-0.0340011874171663	-0.229675047149415	-0.0321586507758797	0.495808100898339	-0.151161733966747	0.46652949268852	-0.321886856572338	-0.364502490203462	0.0911431016675288	-0.128688329768863
CXCR4	0.89765198059376	0.87220711173253	0.395182282196898	0.788620303811498	0.892421190635406	0.801537976975573	0.639733602086803	0.41820160729604	0.881847120239378	0.6570746416118	0.909530942932938	1	0.93878799210554	0.828033512560239	0.773918162940399	0.916702078288792	0.764392808675101	0.847227092728225	0.742351572074445	0.854824538472604	0.825701740289953	0.894080165131557	0.681086374835352	0.692953107165201	-0.103075412366456	0.0573695831936267	0.56878628117559	0.605539059620396	0.936991279129301	0.86928110453816	0.778143765804202	0.619315869341923	0.707265349988894	0.203183426303373	0.887423043362657	0.895230835767197	0.208954570929301	-0.152867154785139	-0.0467962472720711	0.677922676090503	0.577238414841154	0.364948192654045	0.478888827959613	0.129696262294251	-0.314129307332618	-0.614946254231993	-0.0104152769900613	0.233744955510172	-0.577409832806377	-0.0635798824349873	0.581530509012612	-0.16237329947601	-0.530536430858441	0.12777826327904	-0.22132761203136	0.765288039590164	-0.374236732312451	0.578596138239447	-0.388325294895477	-0.316326014871733	0.54069019731597	0.409694087113346	-0.338259658736801	-0.503287895692255	-0.283831927820578	-0.240258594288154	0.0806287903190966	-0.0322776242943381	-0.475791353280597	-0.220378926985857	-0.39477875942039	0.593872077824818	0.305775311892041	-0.397682323692628	-0.370669419684956	-0.546865463509914	-0.476079244074508	0.809609754114019	-0.323362121258645	0.0660782677461474	-0.0978657044177399	-0.369165718820283	-0.263696790991497	-0.245812522029826	-0.010015037699965	-0.367826056307364	-0.483617431225603	0.481836896004828	-0.266941103412557	-0.422956355846204	-0.215896688135906	0.320497054288725	-0.383253812229328	0.406190019514647	-0.456910890045198	-0.483216412471303	-0.109221167761036	-0.243052744273339
IL2RG	0.946451372422734	0.923137076340638	0.565899251953015	0.847401915245184	0.895060155394146	0.852558771471619	0.697487420051628	0.554952495836396	0.954871467315795	0.757063912194958	0.861690180606299	0.93878799210554	1	0.871174794965278	0.857560295808442	0.947711574643209	0.867792196414024	0.777694210987391	0.625715064672831	0.93718949242884	0.916441479746785	0.870049908640105	0.600287747707244	0.788656182102688	-0.297287317093293	-0.00464736327759389	0.619748107299701	0.62981076939493	0.883668429682264	0.882271267963751	0.8231595130157	0.554517236157477	0.698466833778717	0.0432468326611541	0.854795033254103	0.844760378536164	0.088809152191075	-0.302909961367453	-0.224926481811223	0.554511414851772	0.463223047323597	0.14358656248057	0.313125434635987	-0.0311000203157733	-0.45464750471714	-0.731922486714558	-0.164954286550887	0.100745207465972	-0.683399310314186	-0.252457710399741	0.593872755202516	-0.333345071331931	-0.655954483877584	-0.0114407264706574	-0.387205791899776	0.781375590906828	-0.509840748918177	0.53111987705279	-0.554019782470926	-0.483896130317067	0.365976113910994	0.26074918601446	-0.501268566195671	-0.623189780614854	-0.448617798119383	-0.38127005013629	-0.119519582142843	-0.225346878194083	-0.621518165209531	-0.359863687100631	-0.547825417072923	0.650472615724933	0.258397354119377	-0.555096453114724	-0.492566719221077	-0.671514194679737	-0.5962452749579	0.835522126232376	-0.473490156859322	0.0100752526370438	-0.274641623504084	-0.495037550352625	-0.409991041766347	-0.433317856746801	-0.172970661772654	-0.486844262431582	-0.605952875879466	0.447170969359781	-0.387052799814814	-0.569115313083148	-0.402321396598145	0.202833038656003	-0.468868426641523	0.390927099782237	-0.617918103439862	-0.619476088681244	-0.282027038376107	-0.36681762587943
CD96	0.752380961489146	0.696109294651559	0.611686206348771	0.647411655094147	0.975169244098745	0.730887809202325	0.923558790493077	0.786240915321527	0.757494022847866	0.916280413998856	0.790459453154041	0.828033512560239	0.871174794965278	1	0.743890251094905	0.734918554451955	0.628326750349673	0.595397279938339	0.544335803508729	0.918195847452536	0.830105816214951	0.70688373814137	0.465595276501255	0.447409811276398	-0.437877128610556	-0.130879637712234	0.899911211137295	0.251641784886131	0.717871115855421	0.645321735014984	0.955552627484429	0.499605567526534	0.642801344493637	0.101091310953578	0.81644039178401	0.662145044299067	-0.0394814770275467	-0.259997210829045	-0.200298559840243	0.418460735889637	0.579415232886475	0.21055974177346	0.283737483723679	-0.165188716757186	-0.589947540013925	-0.758049299653117	-0.183701474574133	0.00261072764681866	-0.653477120804709	-0.339953316845253	0.813629789722418	-0.430636453072882	-0.706683317888925	-0.0387948159253321	-0.510974127732259	0.965880620129225	-0.589050979588083	0.274865783755175	-0.616114609911356	-0.559188422669232	0.480765270710933	0.2189241459827	-0.56907274663044	-0.651837967689916	-0.494176563005611	-0.454030806730509	-0.109175648680848	-0.320248137771304	-0.659108975123351	-0.420112198496837	-0.598284281313018	0.843820369958719	-0.022519678325203	-0.597860744432584	-0.545479953621264	-0.700638288807837	-0.655238444643972	0.53437508479801	-0.543411439543119	-0.164045953409183	-0.370539523970732	-0.568417860194694	-0.492889363450731	-0.4811063008106	-0.175059213121246	-0.539598695911295	-0.66158643892622	0.636095311980505	-0.466206780432125	-0.645824825412522	-0.442213796724058	0.182439261063197	-0.52616262081494	0.414492067646451	-0.673346900960012	-0.694896452567963	-0.380118788939932	-0.431781891013839
CXCR3	0.856271717289931	0.843453887338009	0.658513430485689	0.812349684850976	0.72991645499732	0.79866256140942	0.566865121290539	0.570256918707415	0.88922458213089	0.716343016419014	0.670039961826202	0.773918162940399	0.857560295808442	0.743890251094905	1	0.810138856203583	0.871702666416606	0.537517940956688	0.354988635314478	0.890915373365486	0.762453686471353	0.71334269636215	0.511436062014572	0.675251822742605	-0.34989611032784	-0.0258295307055016	0.559985317742221	0.457377135972197	0.685803319728902	0.723714817058063	0.68693558901008	0.315892170686844	0.737393855518554	-0.122007251691093	0.675131492927365	0.728324983883569	-0.065217823298388	-0.401621256514608	-0.293894291665228	0.329938565126113	0.224439204217663	-0.0111584531143685	0.042088338632175	-0.210917322066519	-0.498268321944461	-0.730763585690032	-0.272346388139865	0.0585069986263292	-0.673265812670039	-0.327300733170167	0.534228558359734	-0.401831919930852	-0.702143988831683	-0.112012770422736	-0.502710597196901	0.633681822126577	-0.595496412930477	0.276299775463468	-0.630923660668117	-0.530610296753723	0.176611460920776	-0.0118898640380214	-0.595392580908791	-0.665942715494604	-0.560638150138451	-0.474126096740922	-0.2904505659101	-0.306006020512072	-0.650484415556219	-0.487805731357334	-0.616914334988884	0.683405466590186	0.183699957798585	-0.622955136585689	-0.559360481077982	-0.683901042264302	-0.65712462914355	0.736954868055826	-0.56397580472996	-0.0424287665101021	-0.374634599803988	-0.581890002217326	-0.5003335846783	-0.559890485358263	-0.369103766324067	-0.507727073302364	-0.672586388679881	0.383252208567046	-0.478964382236348	-0.661600773163576	-0.473290492270194	0.0275915759053855	-0.546170522886463	0.332922462635597	-0.68033127166726	-0.655893197427955	-0.344727708147547	-0.468879407060869
S1PR4	0.933727719262592	0.928594841507637	0.424612592777113	0.841389823154623	0.792080068879321	0.807359429872529	0.546399489977399	0.382068726017953	0.932339396805648	0.591384355833255	0.854740545827346	0.916702078288792	0.947711574643209	0.734918554451955	0.810138856203583	1	0.871626786716645	0.812225822670682	0.643527805968625	0.84811159089504	0.859087720478415	0.880113808625792	0.644456808963801	0.864392794706114	-0.167498913698922	0.0901631540441251	0.442538919299564	0.743744333478633	0.899550449718039	0.901873540740671	0.699257937908076	0.59922697762272	0.670280670540133	0.11590922433808	0.811175564560361	0.87857843063272	0.178998566134615	-0.252790005257824	-0.142669472507968	0.628158826080075	0.40705547468617	0.192681015989348	0.367186822700616	0.108617050103654	-0.308545285442307	-0.656996819432067	-0.0924935677815494	0.165946967078469	-0.626913055807462	-0.121274669128978	0.464117833098416	-0.175527150933655	-0.555998386474677	0.0427220282894954	-0.252177292513672	0.629134049334231	-0.396840068661027	0.64666709589408	-0.432951671334676	-0.363539630927914	0.363214601737816	0.337046669333267	-0.363669982205612	-0.524921593591301	-0.331806616284365	-0.243779972280956	-0.0272423950807569	-0.0731996903398358	-0.54091881441752	-0.240783653857535	-0.425361974041789	0.490118613184887	0.384236469351137	-0.440512661338429	-0.369297694330906	-0.608565475812751	-0.48320622655106	0.90921839881913	-0.335118186386909	0.123823144306543	-0.126622915072002	-0.376736934693115	-0.280477957943416	-0.305596767731098	-0.0932609664840854	-0.388801542168239	-0.494723255853392	0.357486775652824	-0.265669727201402	-0.438343318254592	-0.281240363368719	0.264257034656016	-0.370904343798077	0.369307995431155	-0.511647922545695	-0.514045465858185	-0.149955828797041	-0.287682370507363
CD27	0.9303057818614	0.935259681437324	0.464009574314163	0.871694141429087	0.64585868494985	0.802402966788088	0.412068181955964	0.320161350550642	0.955849151121667	0.540340909613027	0.682848597986062	0.764392808675101	0.867792196414024	0.628326750349673	0.871702666416606	0.871626786716645	1	0.594157178965487	0.412118936584475	0.824260115241661	0.817218036174099	0.776649481516327	0.567861644100959	0.869135052958345	-0.261194206611593	-0.0499254459167475	0.342794626265885	0.690857583058052	0.708042066856811	0.818609554098087	0.588106066156671	0.274642321389093	0.691777400732645	-0.177067686809972	0.641677494128379	0.773814867641488	-0.0207081082691929	-0.458744563311415	-0.350200282243426	0.371559838058701	0.174252662911172	-0.0908710793380424	0.0334669432719949	-0.162634892590381	-0.421515987017172	-0.676401680564242	-0.313952954048228	0.111033347108997	-0.657674431114723	-0.27047298802915	0.327669564607929	-0.363947648140015	-0.630712065603511	-0.128788162681542	-0.428196588437847	0.530716368571144	-0.554081218087872	0.354193814785438	-0.572248033162545	-0.488496746053225	0.0744634863705898	-0.00867743269984568	-0.539497234726396	-0.606155955086418	-0.51056757088275	-0.416350255630212	-0.287900551041883	-0.285898748928276	-0.606504177093052	-0.431488407152456	-0.576621678871621	0.469700661520592	0.351906575810798	-0.591258108523864	-0.505541768935163	-0.630375864319781	-0.587632467278761	0.884542562430112	-0.511721065547311	0.040887306000556	-0.33645358797219	-0.516263207475977	-0.445367300582676	-0.5042972046063	-0.36178991469135	-0.480745898932361	-0.609504263217675	0.270364995930312	-0.421854326009488	-0.586851381974289	-0.402205858337742	0.0334394583449265	-0.480347564401503	0.22370060391653	-0.625756883875997	-0.565744129393266	-0.297978878315288	-0.409000678770514
SIGIRR	0.725866383215804	0.726727727122085	0.294083290818659	0.666862113694331	0.678084559522831	0.600139129968081	0.416090751853254	0.244874564279508	0.70717777211812	0.457024256548338	0.863630718309696	0.847227092728225	0.777694210987391	0.595397279938339	0.537517940956688	0.812225822670682	0.594157178965487	1	0.772318556447316	0.655975598141799	0.678832517655034	0.804577589617776	0.703731485415085	0.656147219675585	0.212142654193201	0.383044639989398	0.332579845723939	0.646016640906645	0.854420162682674	0.802576622248191	0.542699553523368	0.748704150203154	0.457797097990339	0.418473284899138	0.820635251819266	0.822875106630837	0.54931580051399	0.164345581134571	0.234526720969878	0.816181065912746	0.628498427069362	0.485646949140441	0.662651186528736	0.45668277031413	0.0392624821406586	-0.342891756586985	0.321803817233688	0.40841617318968	-0.294974682861826	0.225387404514804	0.461216066483981	0.188996672547193	-0.146119581789554	0.40329987063457	0.164507665893677	0.519687817526294	0.00482320279749983	0.756706303720995	-0.0282128417141709	0.0297359217119243	0.573741351337995	0.639788011076832	0.0391128651051496	-0.162681265851857	0.104758486758929	0.11735705992548	0.362962405774097	0.269619657219051	-0.199095813567624	0.157059451723187	-0.0548245310984186	0.355797910308925	0.50872458531525	-0.0358283392546959	-0.0118272607662281	-0.287941329057526	-0.105342142002344	0.774300119298149	0.0665602148893975	0.32147437821311	0.252245584079627	0.0154919321526762	0.114536933556273	0.122192782112375	0.327385408151889	0.00197261218655961	-0.121752539070349	0.362271506598616	0.0882236670593064	-0.0373297550529821	0.0806012813547637	0.555763723706586	-0.0324261986622579	0.531381409384681	-0.143705166774152	-0.128421846695409	0.233002498219546	0.0587725350517871
TNFRSF1B	0.505429211838331	0.483371721625667	0.093046084007097	0.329872359086524	0.615976247916673	0.348654901093691	0.407992701375197	0.170035572819449	0.499573153762429	0.347660935067164	0.779587110793157	0.742351572074445	0.625715064672831	0.544335803508729	0.354988635314478	0.643527805968625	0.412118936584475	0.772318556447316	1	0.494330693642675	0.621678825302631	0.668342812550478	0.585700826613351	0.481909383891759	0.268642473177391	0.274363377502631	0.369605678277667	0.51703830558449	0.710639360710336	0.648557938893552	0.597970842232643	0.663571984348697	0.375504490717422	0.427002019442071	0.716781423776338	0.740820203626485	0.581963179037915	0.287718012243611	0.419540940530279	0.7585796349518	0.782990537136227	0.601679266916501	0.720964286178525	0.441596978454735	0.144780274328248	-0.173358507928486	0.353083146425678	0.485519457371012	-0.135359307121505	0.281075335139753	0.360937563364824	0.188967662379414	-0.0137940155607366	0.550072525697275	0.235954327959202	0.537151378530946	0.116483285987903	0.55969361436525	0.109209646346446	0.146855625737304	0.632399924276222	0.627757233437675	0.149959816712198	0.0125795842383756	0.191482012833208	0.201569910962029	0.48644857195318	0.333385181450535	0.00059825224431033	0.243122529800147	0.0466027129908799	0.311420066171346	0.452362395941199	0.0538368060290772	0.0742772451419078	-0.111436963690649	0.0223835339002189	0.595178883705524	0.15022843819046	0.0641397635511203	0.321219371358125	0.101520318773123	0.200798652638934	0.241874862136103	0.448231332386243	0.083988119995674	-0.00194219473020784	0.472862440292154	0.192426750760208	0.0960268505614776	0.267705776149802	0.541580194534437	0.0583426975576848	0.34672747908343	-0.0146773365784279	0.0040518237673708	0.285102313603794	0.214313444937804
IFITM1	0.892508553301432	0.863450701943153	0.651324266450207	0.82931066167187	0.913208222378984	0.856894403699283	0.780421396130971	0.696053300313153	0.901807535218783	0.855208161932539	0.811797427885348	0.854824538472604	0.93718949242884	0.918195847452536	0.890915373365486	0.84811159089504	0.824260115241661	0.655975598141799	0.494330693642675	1	0.845502407389424	0.781035461855154	0.58674185175112	0.634359132789225	-0.387676096236766	-0.0193761742034908	0.755018083185817	0.404075099887654	0.766506443554192	0.764347158320356	0.847863517917546	0.455746534915386	0.741341928259448	0.00548761805836518	0.81109335826959	0.78650489581764	-0.00398412523891267	-0.330705050946883	-0.251725738096741	0.430689983513747	0.440675805747866	0.105800569444734	0.202580455139545	-0.147350207015562	-0.544524356309234	-0.788207847677355	-0.193315053523713	0.0813750676482716	-0.705334144138557	-0.353554670888463	0.729548798055519	-0.409074494286585	-0.721773082521127	-0.0566920545494973	-0.494174528991014	0.839433252691841	-0.602315575588133	0.332383029611672	-0.630076650792921	-0.540997718364318	0.34929852059232	0.138986634913744	-0.575920114806692	-0.668726381061293	-0.520012542631896	-0.444056764569086	-0.180052238515808	-0.307009729127465	-0.683223039740645	-0.431860997636182	-0.621188033126332	0.806496380257324	0.124548614912975	-0.617246556819012	-0.546867663467973	-0.730738270231696	-0.65621060273443	0.697454398885004	-0.544572424707316	-0.0437233942617056	-0.358852395137425	-0.5685230812644	-0.476435523279306	-0.52687586591796	-0.249284593527837	-0.537529527405248	-0.669911202499515	0.510915943241179	-0.445367301865676	-0.656396303358576	-0.479820797597072	0.117542677168427	-0.517006791411762	0.414864613456245	-0.702729543492014	-0.698717177119925	-0.351396348588252	-0.445580904131789
TIGIT	0.81799925655744	0.80080244301989	0.558321693142407	0.696759046553702	0.815099296579344	0.663313361021973	0.692059285857247	0.560277055630277	0.854534510171359	0.73376081289921	0.809050666052217	0.825701740289953	0.916441479746785	0.830105816214951	0.762453686471353	0.859087720478415	0.817218036174099	0.678832517655034	0.621678825302631	0.845502407389424	1	0.760713848527459	0.499747295417929	0.795297309004734	-0.307816738411106	-0.0391866480673813	0.590629714422506	0.639672798387762	0.771495181377515	0.789674261298362	0.825450195350016	0.543402726201205	0.518758728371536	0.0687530145774833	0.811750079403311	0.707387094731103	0.09037155628123	-0.288694471528132	-0.208995741767936	0.510097573314295	0.472915335982087	0.11652965231559	0.287895331444498	-0.0478588995678162	-0.428376019346613	-0.690440895921663	-0.171345213121764	0.0852185141064301	-0.619576818769458	-0.225494407201432	0.512370565698332	-0.312038748025356	-0.586741373372878	0.0107504992401724	-0.360527358640198	0.770540110133263	-0.462649463055462	0.489292656621156	-0.515787451752057	-0.470674218515564	0.33022552890279	0.275972750429215	-0.45925773616256	-0.565230809024917	-0.403753899549817	-0.340794306994084	-0.0902234260503992	-0.211385603232483	-0.592313009095624	-0.320469912176093	-0.513008678581531	0.540011381597716	0.258780849039267	-0.526983413817902	-0.444447981922919	-0.637419423874427	-0.544289458213777	0.788136296728888	-0.423454666564032	-0.0156723234793973	-0.243309026800934	-0.443979713485209	-0.373978302407002	-0.397031164403819	-0.132121080463464	-0.417324204887223	-0.563394338741282	0.463186198431792	-0.354015843992519	-0.519282076178283	-0.30713912670688	0.268051386500817	-0.420813986524991	0.348784632749538	-0.583221854003154	-0.567661438947077	-0.255620809489976	-0.335348651265345
CD6	0.884129076735324	0.872071471509045	0.33948397187979	0.798045665210832	0.768932629678925	0.758981236709165	0.473237592421068	0.274077078885881	0.859954048955705	0.528429132900661	0.795759173588413	0.894080165131557	0.870049908640105	0.70688373814137	0.71334269636215	0.880113808625792	0.776649481516327	0.804577589617776	0.668342812550478	0.781035461855154	0.760713848527459	1	0.581130429206896	0.718286370270366	-0.109388926816604	0.136374539273406	0.434875162899462	0.659572842420556	0.851020276153509	0.89094948584404	0.678487120656122	0.486182938229426	0.661437059034607	0.0890890953725104	0.797940189689094	0.853751944239717	0.19608075905978	-0.225066876120841	-0.0438719049842156	0.613933350503402	0.462075033961573	0.187083221504208	0.34108624349951	0.120067943559127	-0.27060308201492	-0.574636150002106	-0.078321500017069	0.142381283453466	-0.560184616012618	-0.0488831342738763	0.443563943398873	-0.142472422874705	-0.48432710269547	0.108434287628003	-0.219650053932447	0.637924759412636	-0.345440963574077	0.555333576670326	-0.393061902747896	-0.241871127979953	0.34923694953767	0.300933522546525	-0.307565682529255	-0.442066760298395	-0.28255970250635	-0.221014223783474	-0.0212219436247889	-0.0761467443605456	-0.502494209330117	-0.205163000901903	-0.403068854284717	0.499320022934427	0.369723853673967	-0.422670177427734	-0.337224708683891	-0.551815758860783	-0.414233930487761	0.85480759031269	-0.283745318205055	0.107534703373049	-0.110956179235319	-0.333211152917696	-0.248023801285186	-0.267524551622823	-0.0936734962263825	-0.334467558912061	-0.439147624071817	0.451701894770898	-0.22637347759215	-0.385453401831408	-0.246699008940962	0.268268567390597	-0.3251491515442	0.414010644696613	-0.483829294861735	-0.423477654854618	-0.123837308648269	-0.275574541441236
PTGER4	0.615299894858739	0.618569032787419	0.124759059338794	0.563396255236628	0.562533764250446	0.56496431305572	0.33397666184762	0.167191644151139	0.592238092337738	0.354315468034275	0.791463032060764	0.681086374835352	0.600287747707244	0.465595276501255	0.511436062014572	0.644456808963801	0.567861644100959	0.703731485415085	0.585700826613351	0.58674185175112	0.499747295417929	0.581130429206896	1	0.493632382718051	0.224222439422221	0.428579872574242	0.291896463494049	0.370320812863808	0.668790847641665	0.614700111857706	0.394593371615025	0.520935074767824	0.577131203399232	0.393778655912438	0.602909030479027	0.761962392137261	0.489123558785653	0.174005497668667	0.150485844170089	0.602382468699534	0.597632942600773	0.512415409073065	0.460683720808986	0.442887888078536	0.139171149356001	-0.399795596999542	0.355948690512194	0.434698161542425	-0.317060818431318	0.176788846964694	0.435076883604411	0.263692943429322	-0.103648826432127	0.357116794541469	0.197205700656367	0.41536092895962	0.0148904766455739	0.402468082598577	0.0564456280570593	0.113289604517746	0.559467494726436	0.429205108530537	0.0758153401868244	-0.0770658711132165	0.124657946883147	0.2069813468066	0.438868137059699	0.380691942230446	-0.161855236353767	0.203029817670272	0.0393890702038484	0.379517787368934	0.332942831485584	0.0432255604675945	0.136101564752008	-0.323992430323721	-0.0425810091655924	0.581214516724991	0.141605271593472	0.185038242523639	0.329539418909463	0.0907605035834598	0.205853810055365	0.0917513467591426	0.223517484533101	-0.0783256892585411	-0.0256756319625079	0.174630901277461	0.178645925603561	-0.0319260087632141	0.082639720315873	0.338105752644861	0.102359774981702	0.333110206996027	-0.100474220193949	-0.222563918217615	0.240816485349674	-0.0135884450859034
IL2RA	0.809896956131082	0.829243646050903	0.309648167112982	0.748332237112507	0.493852868102795	0.600899779255911	0.227015776618119	0.120195125171074	0.835234588246536	0.321119457649882	0.649978035094377	0.692953107165201	0.788656182102688	0.447409811276398	0.675251822742605	0.864392794706114	0.869135052958345	0.656147219675585	0.481909383891759	0.634359132789225	0.795297309004734	0.718286370270366	0.493632382718051	1	-0.0947999848830079	0.113254532352308	0.104675150161686	0.883306110918751	0.727924476209081	0.82685816629784	0.446434929099497	0.454693486853105	0.450308183524666	-0.0119421637474832	0.594483277557367	0.731329020787276	0.171245305771776	-0.288511554932188	-0.212301612130608	0.513921153443291	0.183572682020888	-0.0207876221507615	0.195813630053585	0.105318177503934	-0.168987287677223	-0.493021983320063	-0.132046929858141	0.147160121908905	-0.502348921300427	-0.0831428323789009	0.114846504478426	-0.12068020959211	-0.397516353704503	-0.0014175323159158	-0.146562281512899	0.341115821804636	-0.271962847273202	0.66072399740933	-0.328867488552387	-0.280515319253046	0.0964216828135791	0.22687904592596	-0.279216719095832	-0.380900645806085	-0.268710995336205	-0.162040590594481	-0.110354152635542	-0.076116152068398	-0.405493997922482	-0.173870516152655	-0.314367871658086	0.168550248930716	0.508553723068972	-0.344306777559619	-0.27655492281227	-0.451963788451354	-0.336207542807749	0.908353462067839	-0.253402847619395	0.155970006195753	-0.0910477608328558	-0.255989820235604	-0.193499948211768	-0.246259400069997	-0.112177209378954	-0.293423342066259	-0.361266596058892	0.107245212075006	-0.166165123095399	-0.301727005474883	-0.180678182587048	0.179908572296969	-0.246301990928564	0.205788169854692	-0.374576155673998	-0.359465557592431	-0.121673808699797	-0.186860420666564
CD44	-0.283995507160494	-0.260700468450071	-0.37486792354004	-0.268080730484543	-0.352300334200618	-0.37262222361646	-0.488806859751873	-0.480563520396532	-0.299735067440585	-0.467297779846422	0.0289502187796004	-0.103075412366456	-0.297287317093293	-0.437877128610556	-0.34989611032784	-0.167498913698922	-0.261194206611593	0.212142654193201	0.268642473177391	-0.387676096236766	-0.307816738411106	-0.109388926816604	0.224222439422221	-0.0947999848830079	1	0.527716445957122	-0.451377367076927	0.0595089944178259	-0.0771748867196275	-0.111173046546197	-0.411444934064004	0.248179491941207	-0.262224216583156	0.516641837015327	-0.0480869744477951	0.0641918508886326	0.693893781434602	0.727747856309715	0.726492601692823	0.324983265672875	0.248157589738438	0.646160265827809	0.566352601666046	0.637769727609438	0.750544196970992	0.68213445862903	0.755917160606288	0.653539246351767	0.659835563348234	0.758755828121996	-0.264000119107001	0.702592758147581	0.734633056786687	0.663356940280044	0.827307118739264	-0.421731385370775	0.790409523328568	0.209555146093538	0.823980471088388	0.749433402543223	0.386660132765148	0.466095445735762	0.75393506237124	0.636146599341868	0.76215317328101	0.674641480828233	0.702939030238145	0.731629455455377	0.777387050502968	0.692695095786879	0.725610901315436	-0.3799250316609	0.465069189359428	0.75986683069223	0.615903411321513	0.70555962303289	0.689037503192045	-0.0288607073183802	0.71944617388549	0.439601119012278	0.739997028891635	0.691264745593953	0.730515299208254	0.85514220292523	0.728869035174038	0.732315929293328	0.680808456660007	-0.16585229337006	0.631097574201003	0.772073188627038	0.805616636189523	0.382311044990607	0.546087872923006	0.0278159652655798	0.810171969734592	0.798109413361664	0.786634940914072	0.705649536514137
ADCY7	-0.0501899368149788	-0.0240027433369154	0.0371138891870905	0.0256132309243324	-0.0754931282351067	-0.0942558229354415	-0.194313515965903	-0.0889817268300649	-0.0581845240636748	-0.0894219514891325	0.286792805259107	0.0573695831936267	-0.00464736327759389	-0.130879637712234	-0.0258295307055016	0.0901631540441251	-0.0499254459167475	0.383044639989398	0.274363377502631	-0.0193761742034908	-0.0391866480673813	0.136374539273406	0.428579872574242	0.113254532352308	0.527716445957122	1	-0.169899127072454	0.170376316916193	0.186291247792611	0.114715043639264	-0.125745090832595	0.488661354248925	-0.0815939242429513	0.614912272220014	0.223309196379793	0.24346449094367	0.788920131781827	0.640353980498737	0.587282054887132	0.473424208973697	0.403476337608501	0.460356289681761	0.472772167946163	0.816009118443075	0.71424932615443	0.125859142580549	0.793660901108944	0.32014800982854	0.284768443570898	0.489516278195652	0.0729868569656328	0.764059575343549	0.515936797173294	0.676168717144576	0.718661849142172	-0.185918384893024	0.659019030329855	0.449346436020178	0.593790366347244	0.656444413634136	0.368366509905904	0.573691303696238	0.656761873954254	0.555018948656719	0.681341397591002	0.767426530665675	0.656770094183564	0.7331883669887	0.305175805092429	0.75636664710217	0.640684518201053	-0.112976183665618	0.344756769325099	0.61831747594791	0.691328258139062	0.136163781575137	0.632514087105592	0.15522990908899	0.736414199331678	0.437511306024391	0.781620314035546	0.696837509174905	0.758315739598955	0.587973325502717	0.639653405621407	0.503492148097665	0.623921609648236	-0.124198298299067	0.749269967623616	0.621969006522537	0.490568509918629	0.4859089574438	0.693420406377135	0.370776129399201	0.426808691543088	0.376943199334025	0.645917419841484	0.423300827375953
