""	EGFR	THY1	GPR37L1	LRP4	LRP1	NRCAM	ITGAV	ITGB8	LRP6	LDLR	SDC2	SDC3	GPR37	ADCY1	ADORA1	LRP8	C1QBP	EDNRB	SCARB1	SORT1	AR	TSPAN5	CHL1	ABCA1	CD81	IGF1R	CD9	CADM1	RIPK1	CD47	CD46	CD82	CNR1	NOTCH1	TNFRSF1A	ATP5F1B	CHRM3	TYRO3	IL1RAPL1	PTPRK	NOTCH2	TNFRSF21	KLRC2	TNFRSF12A	LINGO1	NOTCH4	CELSR2	ADGRV1	F2R	CD44	FGFR1	ITGA3	TFRC	ITGA6	CANX	INSR	FZD3	NRP1	PTPRS	ERBB3	TLR4	LPP	RAMP2	ITGB1	RXRA	KCNJ10	CD99L2	ANTXR1	NGFR	PDGFRA	TNFRSF19	KCND2	VANGL2	GPC1	PLXNB1	MRC2	MCFD2	PTK7	APLP2	MCAM	RYK	PLXNB2	ITGA5	S1PR2	PLSCR4	PLXNA2	DCC	SEMA4C	TSPAN17	IGF2R	NCSTN	LIFR	SLC16A1	AMFR	PLXNA1	PLXNA3	TNFRSF10B	ROBO2	PTPRA	SMAP1	EPHB3	RACK1	TRADD	GPNMB	APLP1	STX4	JMJD6	CD63	AXL	PILRB	SLC16A7	ADGRE5	SIRPA	LAMP1	ERAP1	SORL1	LRP10	HLA.DPB1	RPSA	NRP2	CD74
CHL1	0.893682326507856	0.902206463271968	0.864875369563456	0.903003730422663	0.904038621867048	0.979815275336987	0.984841253348365	0.938440874190835	0.910287259668059	0.887194152185558	0.934781510405334	0.94075136409785	0.922037052810711	0.868865021473272	0.93592392619762	0.854560899509965	0.886361997549426	0.92750663812829	0.815437691760313	0.938854780203398	0.909329799512966	0.912937864702104	1	0.818107940058897	0.949077225915616	0.80651468098288	0.921321576011803	0.918136134066688	0.897295564674693	0.939224610943465	0.812631808524131	0.793399577652061	0.892128542714089	0.931517219328675	0.922482264119971	0.896661404819558	0.924227061618583	0.874341210915088	0.702248017443307	0.766878056172774	0.944383870836737	0.97142403324686	0.73840969301322	0.599556315059703	0.813447663430279	0.825612033559721	0.93966753242968	0.83493412423283	0.922103299298857	0.399488143589759	0.925032596547567	0.90795202199249	0.919326356473472	0.891690810466949	0.964548056621214	0.719323845775802	0.922103506338918	0.696870306946161	0.848404171943945	0.817648434505291	0.855534094741693	0.927058393614851	0.835021213006783	0.887369307004759	0.908486843428742	0.887242884031008	0.93860247489986	0.94434124449933	0.866922757034596	0.722592293259776	0.901563049323361	0.899683548822301	0.792831629430212	0.841192644474218	0.841216493293471	0.898054585302807	0.951428818906003	0.902674120954187	0.955192786005998	0.714932968704597	0.912809115325365	0.890684794988433	0.745498605301392	0.816854792176485	0.851225586193478	0.729303600537343	0.785544388907192	0.815210585936012	0.793267189985657	0.911958470964582	0.941939680195172	0.970869404414173	0.782214740437165	0.940791162233701	0.813050359604562	0.884355692475068	0.858848380803088	0.956326359564048	0.957851195395023	0.895177272532879	0.826171044887086	0.82330261283741	0.811998831234957	0.451692054000256	0.923375195814561	0.886565484603279	0.786173400329323	0.902905813628421	0.8714925248915	0.836831025874037	0.773461712115777	0.76602920660128	0.89561743547501	0.959537096239534	0.842379596961329	0.688102347874922	0.955605638588876	0.278246237610662	0.801645297916251	0.859956256823861	0.32726722786636
ABCA1	0.684506790748191	0.639472262863395	0.637705580971424	0.686862152335211	0.722048094673089	0.85897977807726	0.810968443573119	0.756596359858372	0.743978681670858	0.681103185348883	0.819870241146522	0.773820510175892	0.776574665740902	0.62585131838885	0.752813852036327	0.634608271856801	0.650649312251017	0.783810133876552	0.845318119576075	0.808199328265319	0.820263238596557	0.663513369758457	0.818107940058897	1	0.763160118855246	0.866748414019369	0.777263851160303	0.783086702374423	0.800371983188377	0.76562572030733	0.718567776985597	0.509592491387585	0.87628131813884	0.781762380858117	0.89194982457628	0.66047577667782	0.745738058582859	0.63714866574243	0.543486792816626	0.632423977129832	0.826706826921236	0.760845725710816	0.490206343093692	0.590114424229591	0.597089153213332	0.663016609206879	0.750992078905607	0.722324208189694	0.839263317290035	0.664064982143688	0.753434686504366	0.80968435925176	0.774634433911401	0.762650798720506	0.810031306151815	0.688116421715214	0.831923950243789	0.704154962475624	0.631782611574828	0.661171987520165	0.757751995151009	0.812474135762376	0.615663567810606	0.74514154459361	0.829046820817135	0.681902105041006	0.776485050756305	0.763486745674998	0.676682619268887	0.503938642366984	0.781250465555116	0.652534865442983	0.675860804754385	0.736009645331074	0.73718568923792	0.871267993502493	0.819442682114891	0.726102600807884	0.800456303828408	0.60876275269478	0.759589800402781	0.809196658359944	0.752924317587983	0.644219490286518	0.779734318377758	0.631221162675731	0.570886604864429	0.775443153430562	0.564367495725087	0.832646025128664	0.812742318766615	0.803610504197926	0.761951534990303	0.811462034213107	0.713732048449819	0.871958057838394	0.792342827736694	0.762454761496356	0.777380946970657	0.689607373436149	0.645968423705069	0.706875570504329	0.812495044576881	0.659741269904878	0.706964352788085	0.799220629488895	0.771447029233413	0.703962234037694	0.812468011918958	0.700529075402028	0.614547918440618	0.631865088184866	0.799278747680246	0.78242068000471	0.719567060502198	0.681463102381028	0.87053338587474	0.307998574992216	0.618011833955329	0.891527875354149	0.345401610562996
CD81	0.861388445037439	0.935852052719012	0.893492226253297	0.892015143726817	0.906294569075559	0.942661409899107	0.94226891984442	0.90044039715121	0.862271201975245	0.825483804329549	0.90712377802324	0.929578398166765	0.913661072710146	0.883621530193232	0.922977803105764	0.791985115976092	0.912518679905597	0.896836548703925	0.781571059873327	0.908228733196151	0.870705350674062	0.914548008769066	0.949077225915616	0.763160118855246	1	0.734895871069636	0.95216291379017	0.891332010879297	0.860455380424237	0.930944423907564	0.792608765334998	0.848975250734509	0.825023667002862	0.906606967375806	0.922573492717791	0.930469400636445	0.881221698532946	0.89689963052788	0.706600088647429	0.761133324503648	0.915536696815758	0.954485116123276	0.776463498171644	0.602370934018114	0.861700361431862	0.845312053295111	0.921387130293286	0.773963823804797	0.887433682380864	0.371222643399542	0.904193987492386	0.902377339128196	0.888199397620552	0.852231308594891	0.945212106637934	0.719206408748662	0.888904779755882	0.639829662309611	0.842204145926935	0.832541136099796	0.816042977638048	0.894942014108833	0.905654211075654	0.877329246747173	0.845683229745395	0.872016289345114	0.910041531863213	0.909596847451216	0.855225537083354	0.750164919519003	0.868046745827947	0.901492039607409	0.790358785818724	0.840311011642439	0.77963402691756	0.828918297385735	0.946874626599617	0.863723819580078	0.94262676643677	0.736393869513407	0.894395969489611	0.831052482338316	0.755645575424866	0.868403074708129	0.82969828597804	0.768457704397151	0.762727634744971	0.821138686976051	0.833571258076612	0.849391842574769	0.934255140825773	0.929605539152244	0.742451269484622	0.935494484703722	0.766297282685083	0.861511981988184	0.816979643600561	0.918051837581046	0.955702758330816	0.945590298548001	0.845861773017779	0.851734321532515	0.829958386588514	0.489130177042082	0.934434742403852	0.904986309571014	0.794942257291743	0.933568335897144	0.834704905434611	0.799745976593343	0.778832306578994	0.792024621552798	0.870934046397011	0.963379363370069	0.838493826240109	0.610661389749035	0.932676675118022	0.283466668798357	0.829508788034727	0.798834094755619	0.29833865737959
IGF1R	0.782155873423398	0.712143582469567	0.665994051460745	0.802179919502129	0.821752940199325	0.85744943985892	0.806054170368242	0.860836836523475	0.869718501672913	0.783074604515192	0.724189669244758	0.781695463788426	0.797973238288433	0.733995594220445	0.729607490789467	0.765347302040768	0.669982347099447	0.680395420217243	0.8081096263843	0.840523848061452	0.855268505901475	0.69374568548715	0.80651468098288	0.866748414019369	0.734895871069636	1	0.74793355171975	0.809013368314871	0.853362733310535	0.823597464842779	0.871028081986935	0.663235409142712	0.797183867162369	0.824278436157299	0.819582635033935	0.665699128521222	0.857794253368899	0.732990793145304	0.720433366175854	0.776352262892687	0.875510168540224	0.764017128465922	0.674288533391741	0.596547583269003	0.723154233241114	0.648196016312525	0.796835813827675	0.604710514750136	0.822501855512281	0.589157955002946	0.843777360798559	0.824183043014755	0.84844089450224	0.713940365957796	0.840441314809045	0.751504830789512	0.907186430024668	0.724117838859659	0.786865107032483	0.680109042985097	0.810663793537284	0.880206682721988	0.636022515261299	0.811142565091182	0.881385101800055	0.727649845622645	0.809966627921656	0.846805587266103	0.582831554645917	0.705394139796569	0.809427486176529	0.737515804683536	0.800387274223482	0.747312863900878	0.755579092636999	0.812339704215143	0.844021247106921	0.802663263698419	0.827187731884978	0.666817528829502	0.846087764582249	0.839412374100675	0.791920812552482	0.702693447556079	0.742688230866573	0.668908200207417	0.764411409900595	0.802798421102213	0.635867499911266	0.877502090336251	0.82412301891077	0.822837868466824	0.762633542154305	0.804781345242749	0.771099183818298	0.873354268656525	0.823474746457529	0.817950323709455	0.821714141700837	0.730295401759992	0.685762213809789	0.694128532572224	0.785429008251582	0.609002412304694	0.753211041291945	0.832775464814119	0.827518958911154	0.711481881279985	0.752414550190867	0.809225445930957	0.776056102167717	0.767988725795485	0.705321409936417	0.798104670612428	0.816238392809587	0.681320439816044	0.858250391644175	0.347937691970123	0.605799022527945	0.830907131692424	0.412627946065621
CD9	0.871319003599034	0.91221356407674	0.780130050197007	0.833541223590745	0.845968118733162	0.907818672367292	0.88930469634498	0.858514472987087	0.823223647841666	0.828400033985247	0.904760476942079	0.840359316599911	0.864617139143027	0.812926582744271	0.84459103317894	0.769313874559274	0.912371711711095	0.832367765525738	0.857596232201394	0.880856742041216	0.835851351374869	0.919046337048488	0.921321576011803	0.777263851160303	0.95216291379017	0.74793355171975	1	0.917869441540853	0.850571168616186	0.933476239493634	0.752721751657974	0.818378955310502	0.813324968010259	0.838696784482374	0.939002672534991	0.942004722774813	0.871785563357815	0.83293884251337	0.647921948012715	0.694451634055134	0.912102746234955	0.913955686438894	0.737477980756282	0.704054865322923	0.804986198030989	0.755183282315378	0.85056288660177	0.68402940949022	0.875202857017831	0.511290646440395	0.901589988950827	0.89639094261412	0.891307389908522	0.756800365458965	0.935794526753908	0.639318449553279	0.874077861652434	0.734257269777119	0.804699314408435	0.718766856601616	0.769720034922077	0.864585845687086	0.849099945634126	0.874181783881311	0.80352519755439	0.758059510780325	0.881599017485227	0.863378357987785	0.763807229500145	0.666039144703897	0.880670364202692	0.809459363313463	0.736877287511397	0.890317942341867	0.675748392640791	0.805522756298449	0.935298192094669	0.852313195161032	0.92801367404601	0.645320556800287	0.887072427768097	0.859482829012237	0.785801666917612	0.796857908172415	0.746134565248444	0.653631229519024	0.71666860664988	0.808244622450338	0.821453451176953	0.816802448355546	0.913789899674361	0.871680695674684	0.867161948078939	0.931693042541439	0.824173107997293	0.874367060958434	0.815446392112925	0.854753503512659	0.899313651615768	0.943247474619109	0.855755874290348	0.902142850954843	0.87116836274592	0.538098828808402	0.908555441392377	0.89779747666714	0.817530021577364	0.949076849393926	0.839523378477564	0.767025763473906	0.7220670062834	0.796061992798513	0.795415329338182	0.923873549878035	0.813578868265647	0.546243086167244	0.916327836707169	0.218596469681743	0.854353365096235	0.763992677848507	0.212374421439667
CADM1	0.928854850854528	0.883371876481652	0.70848938930851	0.834063203036924	0.836969422948597	0.910920558926477	0.895474288576301	0.908944187889574	0.887877952588367	0.93430364863656	0.893338019448377	0.823652136286331	0.857059116905951	0.81779724152183	0.805871417899801	0.879872785364601	0.911139291093503	0.785086627683634	0.895986946376176	0.942621678329347	0.86497260669856	0.944963530667084	0.918136134066688	0.783086702374423	0.891332010879297	0.809013368314871	0.917869441540853	1	0.910421180600002	0.965668276668807	0.784804263066279	0.800077061670174	0.811898772389022	0.8812192332605	0.906025176607634	0.927519252728694	0.898013508456593	0.841077195198784	0.647756016705577	0.715121670905994	0.927524440857371	0.91357708711631	0.68254955265785	0.724714246698666	0.782238863238887	0.760272534334496	0.859494618900124	0.655707922865326	0.92506865143815	0.581256837181826	0.952326006286103	0.910853742903526	0.939849797549388	0.758929473272782	0.962356920848055	0.67447736550483	0.888638214139603	0.847532198860633	0.825881363690179	0.682225266491719	0.856032305407046	0.924751147630488	0.814830425909699	0.948576471559381	0.869149455213481	0.72302858710067	0.916771075179063	0.905469183437298	0.732394197993538	0.679999892815223	0.941678593251618	0.812392918723484	0.782732908637209	0.91953097933471	0.713783552407222	0.86732865915536	0.936301482763994	0.928439005992477	0.961993522466948	0.704785086498638	0.930690942810818	0.942137322753762	0.848060966682674	0.731702443400296	0.717872732810642	0.673900002435093	0.757016762502664	0.851484967688422	0.844001221154281	0.876746787436833	0.944056179488636	0.889709028606638	0.904311787099549	0.931014093764864	0.927285096559723	0.912680011171791	0.896804722747455	0.882299505488188	0.888472172418066	0.901095913880192	0.903106240786269	0.918187978381457	0.856951958708822	0.557708926451476	0.916935797237595	0.904777396499015	0.886276125374574	0.936235620673228	0.881105440077049	0.857930878478902	0.741150143060541	0.819299041237818	0.773234176560699	0.927948900508516	0.824602214578801	0.681952525670733	0.935977310768721	0.346090718641044	0.8812048816689	0.817343487113342	0.373569240315745
RIPK1	0.896265590114466	0.858698565605956	0.729217945495282	0.86446456727309	0.852699016642063	0.917218531338081	0.884300304016375	0.914304214848571	0.899873188563801	0.875795593608025	0.848845483694907	0.837266949216758	0.875746503743717	0.825361582113271	0.817448367341273	0.829360245421388	0.858450989346302	0.764041785796997	0.828591458282244	0.91146201697238	0.859725578648862	0.858723344818683	0.897295564674693	0.800371983188377	0.860455380424237	0.853362733310535	0.850571168616186	0.910421180600002	1	0.927416668165593	0.809702711509967	0.792848845055584	0.791780207184699	0.863847976083446	0.895914272758583	0.856883299571877	0.913015781842643	0.842847358537205	0.679372419500918	0.778711565416101	0.905470960165035	0.894138331655257	0.719080788814609	0.73791937776625	0.78005493944902	0.766333220063387	0.861234469848134	0.661277111443523	0.869010872313661	0.564310433431863	0.919888981575333	0.873981913714026	0.934807125575825	0.760531407473598	0.935587761762172	0.706221868499136	0.896660130632974	0.782818332807096	0.830442092521165	0.693899623367239	0.816084426955954	0.927239308660685	0.769471416998097	0.906010342536673	0.884616914878085	0.767880230882625	0.892065562940785	0.914588618931556	0.710769164647628	0.712048076348923	0.857824028521363	0.838649259718672	0.805442951716466	0.860495968328476	0.751711017767711	0.848854037386348	0.937567187260468	0.873678744593976	0.930460777266252	0.702946815208646	0.916004164330012	0.9013736496448	0.810038197368038	0.745213313251504	0.733629619307741	0.689154021168546	0.78030197172483	0.855553575078575	0.761296045686275	0.896948565373233	0.898623948912568	0.887616614856162	0.822242910944133	0.900712268929898	0.869412588568179	0.894704184969002	0.88172058103465	0.878125125966194	0.891103356185141	0.868126827945714	0.783382502978866	0.849213966204059	0.846054396581766	0.570768047800627	0.871775086316293	0.917520123457455	0.856442872391111	0.885408138301565	0.847499206009213	0.821134628500461	0.792188579666113	0.845009297434926	0.758477284126797	0.904426795482874	0.854621831779744	0.682380062934535	0.906460355261966	0.38561787912762	0.805275771429676	0.825487281555954	0.431869334557353
CD47	0.946182684858317	0.944340185604847	0.794653540550953	0.905137931377694	0.901010172210965	0.938260550120253	0.92063476540643	0.949939218636749	0.930672519399751	0.929117250259045	0.886904054817276	0.873394764111652	0.905952761873593	0.881465981465397	0.849111910923755	0.892218667815127	0.938647630742599	0.79996272350596	0.853006373015384	0.95532275598421	0.895041379696599	0.948953115271133	0.939224610943465	0.76562572030733	0.930944423907564	0.823597464842779	0.933476239493634	0.965668276668807	0.927416668165593	1	0.842697860239809	0.879594747802293	0.809654229189396	0.910060709914305	0.907653281454028	0.941907787481575	0.945961166626456	0.90495581247657	0.724323037343115	0.795780344081594	0.943800564805946	0.951887430356601	0.794846349776019	0.717418447519158	0.856731917090199	0.811932288838877	0.909907050778582	0.674892855872781	0.915278392246304	0.508493922218124	0.972797018009027	0.917197967897797	0.955173348088786	0.791591716655676	0.980093789855549	0.732353413370888	0.921218456892419	0.792060608606359	0.892147898480697	0.755727888800261	0.854175932556852	0.943678190340922	0.875315082662725	0.957071651829149	0.88806579340374	0.801935196677501	0.929844072618036	0.9384094660767	0.76257767162198	0.771563915480275	0.933039414011315	0.884859506822771	0.824319873254388	0.910059233667241	0.752771192312864	0.84283730952671	0.964724836767245	0.945271005724439	0.97483547380436	0.753330727062382	0.959457669004715	0.923383528816897	0.846653189806788	0.818007914998367	0.750122224571352	0.735845768629748	0.821305079917039	0.86509313148802	0.881508860853679	0.894907008053703	0.954225481947841	0.923047830419524	0.854950253379657	0.950496946214127	0.892311791649541	0.912566811830071	0.898770083716645	0.918303009451267	0.940561566573636	0.947837325236482	0.888244729730111	0.908430458232961	0.877279879553686	0.546654367711924	0.955991070806969	0.943600196498722	0.882884210343367	0.955462046517622	0.853411853911573	0.876716779077731	0.808125293437084	0.873806334210058	0.786053601950496	0.959964964982264	0.867190514482835	0.658046015475896	0.941033465981321	0.339034802831156	0.875550571792061	0.804669256864877	0.365849166178989
CD46	0.793404671108429	0.802016583111506	0.802874344292096	0.889539229726308	0.921515913387893	0.849023307125429	0.826403922341965	0.91198467735759	0.928256378179152	0.789719311650949	0.653077488326791	0.833359258453266	0.843436542894518	0.856127012743184	0.801455549012473	0.807232656811464	0.683158212719278	0.684041892557803	0.665129224425727	0.82827376016582	0.884475900838692	0.718262142050827	0.812631808524131	0.718567776985597	0.792608765334998	0.871028081986935	0.752721751657974	0.784804263066279	0.809702711509967	0.842697860239809	1	0.818012722009786	0.74820507337024	0.876373734199353	0.776868220469542	0.685469354416726	0.890211283517307	0.834644312465617	0.885328334819935	0.875117770007859	0.886966325055053	0.790543582266375	0.841482570954956	0.48473718989444	0.864706402642328	0.703189044994536	0.853489093470766	0.590765673611747	0.785305936907284	0.333229281479444	0.873942421313395	0.83246533808987	0.836403200017461	0.732634975783498	0.826301845464233	0.803625823321323	0.923314482484136	0.584284785637318	0.909957650223441	0.799380037487166	0.842766414158001	0.908762368234958	0.706497526193609	0.796173016836708	0.861986842878664	0.830816776558827	0.81116774121366	0.860176367231826	0.587704421979742	0.892441989102665	0.780748317778786	0.838562098441533	0.905830297603643	0.656696268095833	0.807720306132189	0.741648823894031	0.843108063730596	0.819805597647258	0.815900956595268	0.74373855347152	0.866973873955194	0.761158450852289	0.715091599479601	0.806569154598227	0.76932030819108	0.771202377866127	0.890803948184307	0.79329328803419	0.723522205085326	0.849713126458278	0.824600805057614	0.869626350594375	0.623757363341576	0.810230592920384	0.703870419928378	0.83055715148916	0.756479592241657	0.889684661030296	0.885868008455357	0.79960764132349	0.71653565027686	0.629425377546947	0.727816383821213	0.487894357792405	0.78973378256147	0.810578874800525	0.76854589764279	0.715500019878717	0.680156931022622	0.872868534732448	0.891990345960224	0.850817472277583	0.713235035008006	0.826553759385966	0.857456941073204	0.666307717306642	0.825204130426594	0.404561952761528	0.552475961261322	0.763713790043561	0.456091253716719
CD82	0.882815871792655	0.95184638720979	0.796853300533311	0.917034355186816	0.895481759643095	0.793581619226564	0.770342121612287	0.893402226736452	0.865388980351951	0.795718411462785	0.648816096251599	0.778286589409672	0.80893264122503	0.921401176216847	0.754792223214395	0.814975291367454	0.866924098190415	0.598506067093956	0.59672076707984	0.788599142162597	0.768570528609547	0.85348251053959	0.793399577652061	0.509592491387585	0.848975250734509	0.663235409142712	0.818378955310502	0.800077061670174	0.792848845055584	0.879594747802293	0.818012722009786	1	0.585594430964871	0.8055642527877	0.730744611106036	0.853238930874005	0.887180962053752	0.94679338200668	0.806030737112818	0.775647575001058	0.821319500237206	0.854756861294246	0.936941476500471	0.548137460930623	0.940084101772325	0.710409617675851	0.845840309453972	0.433648190267301	0.704249692298097	0.245976731088625	0.896447957787198	0.798586948723147	0.834470192235262	0.593983061817444	0.843077353250455	0.672015724708451	0.813080675590103	0.575052235246847	0.901254903312289	0.712606011354248	0.737278494497175	0.834693549778601	0.86401202863054	0.830875453322336	0.727769551411214	0.745390301551649	0.814577099728112	0.850153214285242	0.596997464853368	0.88775960502649	0.783889559050622	0.878512392445016	0.850224686784885	0.758463775243979	0.642633548000865	0.58004681603938	0.854393008769149	0.847935958315413	0.841530390794356	0.698882956489487	0.890181235915762	0.729904017157918	0.697274493858943	0.836401834616817	0.631107898748235	0.713179585411822	0.852578133155698	0.767638413668801	0.856182088812179	0.74061956858345	0.825674004387619	0.798385624494165	0.642547290565717	0.80234987224704	0.747516076503669	0.759567370578534	0.749660804914281	0.833252259866542	0.868064655480183	0.907729979809725	0.819385233906498	0.769096566826109	0.728696722433941	0.409219743113471	0.880756587401384	0.825768237505761	0.739822209637312	0.862804877572238	0.584736138134526	0.79175069838087	0.889124970192153	0.895546442810021	0.589580305580318	0.841183592979768	0.810788635019085	0.428712260441271	0.760841654847189	0.230534983375903	0.760583130585653	0.550169043771994	0.24260065103131
CNR1	0.72626862074504	0.725989367748624	0.765133882385686	0.760215583209252	0.802868545535009	0.90470048359918	0.894886920938878	0.812654458214939	0.803102480935068	0.729241691717997	0.844761883902718	0.87041179042397	0.81105547047746	0.721106871676324	0.856385124306464	0.714668914953897	0.692764847325219	0.877018756309505	0.783509175370606	0.846963092894539	0.880491523016122	0.729434753775027	0.892128542714089	0.87628131813884	0.825023667002862	0.797183867162369	0.813324968010259	0.811898772389022	0.791780207184699	0.809654229189396	0.74820507337024	0.585594430964871	1	0.8452924636914	0.886576155267831	0.717772768005407	0.791252509002763	0.706517574772381	0.577858360324155	0.697046385183894	0.869912897239518	0.839892572334657	0.566436027624687	0.53200605128467	0.670744656196573	0.752653740444665	0.824524842936203	0.822869685424999	0.881992434276641	0.457341024461098	0.781623511897807	0.805344428970459	0.794157681960009	0.86264861278288	0.839257597006122	0.717279280848328	0.857916996314925	0.649458144196249	0.687567262543601	0.763928138347532	0.78935499494258	0.820699196674984	0.680629537252352	0.761323486092953	0.858765456109859	0.793657366768793	0.830148192346487	0.818688038681928	0.774910778477891	0.572784221899025	0.819908741483367	0.733827149529023	0.691383236909549	0.713012866575805	0.816719408305751	0.902912665975885	0.842360632993298	0.756707535909891	0.828471130854931	0.674902047462616	0.80094026385893	0.819776806297103	0.702551777361209	0.739672353777593	0.836866793257487	0.668969210219054	0.675436421412907	0.761804611297938	0.620433260955844	0.865123013684156	0.856079739438923	0.879002982308634	0.708559203046831	0.869821466621586	0.689391501095664	0.830047237822578	0.786967602457036	0.864017844023201	0.840766008376618	0.73300973763221	0.711766930501369	0.677799903667392	0.749818952231281	0.471572655866337	0.772431295318783	0.780487566889902	0.701530433007804	0.735129181080167	0.838952060576885	0.743979130336251	0.640693584919225	0.645722201921512	0.881970477144122	0.841799016109158	0.760238688469076	0.702933007368526	0.897097081539269	0.295624018726711	0.621001778247767	0.881215047468577	0.358243029035662
NOTCH1	0.866793366375991	0.870991165571857	0.889962122286207	0.922668783090907	0.931537561702368	0.945688691245458	0.951967992151668	0.944564406078992	0.939181996304775	0.868940922713769	0.838370384588946	0.952574477369685	0.929042289051512	0.904231752635793	0.911198722204575	0.883140032524017	0.817113213241068	0.866120327972993	0.761928400330355	0.940534244388401	0.908787074132094	0.856172157932272	0.931517219328675	0.781762380858117	0.906606967375806	0.824278436157299	0.838696784482374	0.8812192332605	0.863847976083446	0.910060709914305	0.876373734199353	0.8055642527877	0.8452924636914	1	0.857946566524104	0.820028007407362	0.908477426210509	0.896761893028213	0.815127865725333	0.852362799045399	0.922424804801935	0.929645221503428	0.770116412092146	0.51367439249698	0.864560549112808	0.838156609256596	0.958378018880412	0.790723369258776	0.903558927197389	0.332832781612207	0.920322926267879	0.909071820078024	0.888499113620599	0.890968385349508	0.927615065425448	0.823091226023846	0.936152897106448	0.649191002270336	0.879754439954997	0.877928931443386	0.882605152147916	0.939207711068007	0.82099926917099	0.877878079532724	0.912843114304965	0.906682674638494	0.920769446857322	0.922938730928103	0.826976674188783	0.824093580366461	0.892806263937226	0.923510977085934	0.873164553683299	0.772923199831202	0.896973054233117	0.856906111016845	0.908697573700914	0.898443075695824	0.920157068699432	0.814523869378983	0.903262749898864	0.862515862258643	0.759971042157397	0.867115762149934	0.849283497319478	0.824903201360974	0.842647679484557	0.848832112974815	0.796375718078927	0.911237902662351	0.928217796429753	0.964573556138346	0.688957156087948	0.90836784068556	0.784313860559895	0.866117855597073	0.846781065031399	0.958029668561394	0.945137135669432	0.862040612886878	0.842897772019857	0.742942890661296	0.768626775399275	0.444966512557288	0.907302107454247	0.865832241508617	0.77857518567837	0.828659619523979	0.810778678689473	0.911266176379439	0.809249175368523	0.788042824477868	0.881583384813334	0.934649006155464	0.878823309486353	0.7284055580553	0.922207263770722	0.371861413184673	0.718734981883077	0.843746803937873	0.431621869563824
TNFRSF1A	0.834194366252031	0.843257900402266	0.766787214438319	0.815708586251376	0.833885735807303	0.937809468282058	0.904593347415106	0.858687860798671	0.84155617501349	0.802033028836271	0.912075105881795	0.859858856797114	0.868472779747158	0.784870027919162	0.84996700982066	0.753980700812352	0.845971612509028	0.85252087000209	0.890701218269863	0.892219570422859	0.872761683786283	0.851346244810304	0.922482264119971	0.89194982457628	0.922573492717791	0.819582635033935	0.939002672534991	0.906025176607634	0.895914272758583	0.907653281454028	0.776868220469542	0.730744611106036	0.886576155267831	0.857946566524104	1	0.869478029127903	0.863892961476895	0.795039768983305	0.620417425616722	0.718516566043749	0.923126583027772	0.894581942073016	0.658403233957074	0.734545141665116	0.751961920510264	0.783300460140447	0.846077054949302	0.735672664765847	0.904539204123743	0.615147962616868	0.874884231733525	0.907831963512285	0.89350672106379	0.797292647705041	0.92500656105889	0.700263749271334	0.900262846959422	0.7733435615393	0.756068700913427	0.746740671936328	0.805261898551747	0.893572695009766	0.781709985332179	0.863686298693882	0.865925762934913	0.765841549413914	0.880865116845432	0.862796309109818	0.765532124596613	0.632161613723762	0.881161339179705	0.77991076319585	0.744210337490236	0.870083520871934	0.750050873577838	0.886407824260999	0.940188965815119	0.826786092051281	0.919546428976845	0.679368581586347	0.878163362248342	0.891803687804194	0.80930294739156	0.781593655060369	0.780146760358347	0.689683883488694	0.694545795088363	0.86099430154169	0.759239542230703	0.88175731111696	0.917646629589667	0.887348949578593	0.858380982547519	0.935367519120985	0.825137324158287	0.916110373937488	0.833634853960169	0.868854510636172	0.884825711834806	0.8839963818496	0.806773047001066	0.859275374851166	0.872911359512051	0.60779359400722	0.857186731179709	0.922267111704651	0.839006888855011	0.892429601334925	0.897137832605952	0.784565804517141	0.709720473330421	0.79684802794882	0.840759352229988	0.912978318165946	0.836361894486578	0.646583221231827	0.942029564931641	0.296182077699572	0.793745993779243	0.861470808854067	0.31324013915042
