""	PTPRZ1	NLGN1	EGFR	NLGN3	TSPAN12	PTPRD	SDC2	PTPRS	NRXN1	NRXN2	FGFR2	APLP1	LRP1	NCAM2	TNFRSF21	ROBO1	THY1	LRP6	F3	ITGA7	SDC4	NCL	FGFR1	APLP2	BMPR1B	LIFR	ITGA2	ROBO2	SDC3	NOTCH2	PTPRA	NRCAM	FGFR3	DAG1	ITGA3	ITGAV	PTPRK	RPSA	RAMP1	RAMP2	SLC16A1	ROBO3	LGR4	CALCRL	SORT1	NEO1	PLSCR4	NCSTN	TFR2	LRP10	PILRB	DDR1	BMPR2	ADCY1	CADM1	PTPRF	ADORA1	INSR	TRPM3	ITGB4	TMEM67	FAP	LRP4	PLXNA3	PDGFRA	SLC16A7	CD47	CD63	CD9	CD44	TSPAN5	NOTCH1	MCFD2	CD99L2	CHL1	TRAF2	AMFR	NRP2	DIP2A	SORL1	AR	ABCA1	HMMR	TLR4	LAMP1	ITGA6	CD46	ITGB1	DPP4	CD82	NRP1	SLC4A11	SMAD3	STX3	ITGB8	BMPR1A	ERAP1	CD81	ATP5F1B	CDH11	NECTIN2	TSPAN10	GPR37L1	GPR37	TSPAN17	ACTR2	STX4	EDNRB	TFRC	LY96	MERTK	CD74	NT5E	SCARB1	JMJD6	RACK1	TNFRSF1A	TNFRSF12A	IL17RC	PLAUR	TSPAN14	ADORA3	CANX	VSIR	CLEC2D	SMAP1	TRADD	CXCR4	MRC2	LPP	C1QBP	RHBDF2	GPNMB	TNFRSF14	ITGB2	TREM2	SLC1A5	SIGIRR	HLA.DPB1	CD68
CD63	0.987111823609744	0.968847249958992	0.961589011626887	0.957969669973774	0.945220035822397	0.838541150149949	0.911497124632755	0.880211965935349	0.95567093500831	0.953609174435031	0.85040234586602	0.93463151658149	0.94972317332199	0.964751869122463	0.938704218346583	0.915436420474179	0.979794504106442	0.975531274543136	0.977661124156238	0.970118797194838	0.832973232825979	0.939157697140664	0.79893914613092	0.973654971470901	0.969815279935987	0.980609770901989	0.92228493114133	0.952519249318376	0.954779169844783	0.944899139128816	0.990531537474795	0.983768678462678	0.89118397560943	0.966980579029302	0.844008333560979	0.991118540416443	0.643176631165046	0.937327834217451	0.959215096490555	0.945025076806585	0.884039062366232	0.969208698747489	0.9617195122136	0.961643830269036	0.98259451837714	0.962353510376314	0.945660116833073	0.949000849632507	0.935306335039085	0.96195437391582	0.973998628041772	0.984407690141891	0.953159260228218	0.972294062568417	0.976858682655504	0.92368455883191	0.975042330569605	0.823971220069397	0.955330212898929	0.984706801994895	0.943444694093976	0.872012333511139	0.702659285315413	0.871962190749459	0.944738882119236	0.829193243636252	0.974713217533512	1	0.878741527429127	0.86114778994426	0.964649136397389	0.975164559052683	0.824866402012283	0.893539254043177	0.972462282939309	0.866779677008256	0.73286845845982	0.71217527556863	0.791788493988099	0.821764675824758	0.974858636570867	0.869006877978531	0.882613712657244	0.799900814201122	0.863550703245507	0.980946735597653	0.852578160191574	0.887898785417615	0.804638218760771	0.968164341952945	0.770570683844102	0.764376607140045	0.980570538483333	0.553980428573926	0.981386135292536	0.953173559348429	0.944996635988108	0.680907460340169	0.977601832409092	0.938380704038175	0.875998962328424	0.571887578922649	0.969146254451361	0.926684637149988	0.955918769641092	0.770148355814668	0.786633678896831	0.843942227462072	0.583369280974627	0.412519556238418	0.638872221962884	0.0344402922906247	0.981008212555199	0.682664463322343	0.870000282692356	0.831052088060924	0.978084182644915	0.910981028007385	0.854588175930313	0.198550444695222	0.691573824430388	0.115415048455028	0.961417362637138	0.239259120017809	0.223505297244609	0.858913895416597	0.478847748853246	-0.39832273381202	0.96614974606214	0.94646982939399	0.989134364478925	0.634182590017687	-0.0219661192247186	0.681147804320553	-0.0275246695031674	0.0492448417475201	0.508015734587075	0.726242289080547	0.0458790164645187	0.0653162072645868
CD9	0.914204443796006	0.882525874243312	0.965045242548084	0.85985715354897	0.910358791356072	0.985798315292459	0.959981157067422	0.729338954286493	0.954788394384486	0.910259290562148	0.721712296637969	0.809919963296441	0.95132494114136	0.941170301581585	0.850593424008667	0.856950055756307	0.813068465270247	0.829832137470991	0.918151032365633	0.820718900265622	0.904059406264059	0.881312117315459	0.878916265128534	0.904542489232706	0.902397297649932	0.892526841146378	0.723278070826891	0.923676218627105	0.794570056764369	0.843398238317026	0.894953610557353	0.927179453038042	0.920209856354882	0.943181131687946	0.959804861226601	0.88996955728257	0.621584582370793	0.85873485957856	0.804903286392076	0.818159339072714	0.988330224416011	0.955206668881852	0.852002762542669	0.882982558233565	0.897826064681507	0.900439413711976	0.936858424051079	0.875004753043398	0.947077724369952	0.82876926971403	0.936620831337662	0.882343536115601	0.926742750342082	0.841778511623619	0.914896334979668	0.961206012490872	0.90692308561374	0.770066752052645	0.937174134952591	0.849953424112985	0.803039644342646	0.779233402698395	0.825256073002059	0.832848363972723	0.889641053046884	0.869101700463325	0.888102190674844	0.878741527429127	1	0.8139825674364	0.888729792851873	0.853528393438873	0.840413356788113	0.760308495234115	0.946432911352874	0.824119002957794	0.545808308501348	0.815225063967492	0.846284360903013	0.675052152433422	0.854740973810281	0.847503518327084	0.831910903450713	0.605144624586508	0.739399210150033	0.871924919306419	0.832842106575592	0.787293118524078	0.618462185185929	0.884731071631362	0.758823347994167	0.563967948505745	0.913845107518082	0.743804898542941	0.928095502022641	0.918916290263488	0.831192290161967	0.560128672293575	0.868029091600526	0.829997729924498	0.754694651010068	0.683817964950086	0.81034419381158	0.748664068255968	0.842112361443272	0.657594057488849	0.718580389185333	0.809673096333224	0.728658244959532	0.318944369306736	0.472897089103752	-0.0485923406694728	0.909495544157026	0.923488302220119	0.860104851024392	0.900331586072621	0.903994845204345	0.847822717966923	0.843208843750007	0.0940662363459809	0.54874272894084	0.0478028563807407	0.965696370735805	0.146114206121794	0.265935146842422	0.727010165082329	0.370383709622891	-0.35809989653448	0.907277134501151	0.921491224701815	0.863767005122302	0.48634522445066	-0.0402772959390517	0.529327315537603	-0.116939287847703	-0.0359262228319677	0.646816379967759	0.548602236921389	-0.0331866366082132	-0.000131375230858163
CD44	0.822807253256527	0.838551448975092	0.851815971390202	0.826834158561049	0.835882398277614	0.795981407808833	0.79435153182025	0.738243526199094	0.830434928883087	0.788287777324181	0.770445146134625	0.833342582593919	0.822217824982431	0.84232158282488	0.798558971241031	0.788350461148873	0.829471465899075	0.799528576378992	0.854369519985996	0.834205230496493	0.745377458273354	0.876036168309698	0.743359890861237	0.889358126880466	0.799415070260394	0.809183374433675	0.775692124966904	0.83821664695539	0.807349125191398	0.831372882880007	0.869840995138918	0.85580945641104	0.729367027488379	0.853567788621525	0.734566530368012	0.857335417323674	0.591441148201868	0.942512862652395	0.813296615878043	0.806810986946701	0.855330724083569	0.851796041861734	0.853836623119082	0.812923885344745	0.870826095149258	0.820405288272337	0.819265787920877	0.832620941907307	0.874340490820725	0.878426732672736	0.855211455764068	0.825488981861073	0.838776044320584	0.838800730198004	0.871076912182753	0.834378655413396	0.847648433353082	0.785246908500118	0.8043865050279	0.841553278188118	0.85642964755702	0.751112120441898	0.637716385214301	0.750296466804422	0.802776044063814	0.795328483440628	0.890448343813063	0.86114778994426	0.8139825674364	1	0.845282690404938	0.838648683708003	0.797805967306345	0.782417789960265	0.828667438805918	0.880892805317409	0.693594395958093	0.821935757462937	0.757448952024923	0.791618656739171	0.848236317938794	0.811307810940659	0.771529735038366	0.715964479099844	0.833674219685115	0.849891204052942	0.852037186443934	0.832848792805162	0.736413909376876	0.870140436456323	0.759207827376005	0.689626254045022	0.855209191505795	0.651128853727583	0.827347281520948	0.821760167611229	0.851277584926613	0.64033633401606	0.870203258444539	0.8261960019203	0.846459160920638	0.591348660081811	0.829950142420468	0.750310582947809	0.827211237983228	0.775120792418808	0.724369483707062	0.772103251790729	0.619785384382997	0.476371227099642	0.607445137313448	0.151649941720213	0.852103280435744	0.70705421002738	0.876426386832274	0.890711796856585	0.854667080938261	0.821174641913944	0.795643621938218	0.311994166960257	0.647089490435864	0.205201952506049	0.883341824150123	0.345875462006675	0.432361118568764	0.858169191327266	0.637749421107019	-0.0861824534473685	0.830086027584943	0.836274950704217	0.871350372887332	0.629549051924849	0.19587447638846	0.717556285827197	0.125647237710844	0.144057492643258	0.569638197362062	0.720347715119915	0.169053828618525	0.201548142723345
TSPAN5	0.966632474244083	0.920557092210295	0.959233963552046	0.911944836393931	0.979893255265153	0.835018801358389	0.93921262583799	0.783741376786317	0.948719190667337	0.896166690545336	0.925845247130863	0.962202935970868	0.91894422100704	0.935587548900345	0.96119372921081	0.837390530456692	0.969876859002715	0.939145241054282	0.943133625212104	0.96614751639139	0.769965385706741	0.90315812569284	0.715379745266959	0.97352452756806	0.941357994088314	0.976310671447861	0.934874683838473	0.960575723062133	0.876218834262674	0.876882059997316	0.960891668328646	0.957111418270677	0.839575396550847	0.973266721970784	0.837562357896652	0.958770605973172	0.528339000199449	0.91288070604815	0.970568417318872	0.866959306530623	0.887179613642937	0.944470696010085	0.975586520016527	0.921747536486372	0.976988159501501	0.909652533111215	0.96277413444438	0.97029567802075	0.954667091851418	0.943515253319049	0.983895937892836	0.981580426542556	0.941088796060119	0.952029082945569	0.977178981121562	0.914919585308353	0.953857288310834	0.735582983322675	0.914696910167257	0.968595891960029	0.964099365757974	0.863432004016896	0.790836421235879	0.785456003106649	0.920910702830706	0.911180735576164	0.983259479982452	0.964649136397389	0.888729792851873	0.845282690404938	1	0.951594134467411	0.853512090511443	0.840313644298058	0.958168451403392	0.888970040329552	0.681213466695504	0.649960983778339	0.802698557397129	0.741514795027617	0.945456677947958	0.788447737857971	0.901012341009634	0.812449463538328	0.81477380145798	0.942934001950742	0.78395467776864	0.850342444226182	0.879401533034595	0.981529499247429	0.699555457083987	0.82890918634235	0.984485288461055	0.472116701365243	0.971332138820731	0.978472296106358	0.892656602120316	0.604845572948019	0.984506158685524	0.968487709924955	0.834592025074253	0.699864269079165	0.957836513380342	0.936064667901044	0.896375796401005	0.709512360225218	0.679725369838259	0.92611343007916	0.49176493430415	0.30898164786484	0.554484343384412	-0.046398046674423	0.942521827685529	0.708105402267666	0.811940069948034	0.776011025859362	0.929696058481779	0.822530244558086	0.927441817683244	0.0986539215336349	0.583495087051	0.0559254010838451	0.959355966190427	0.150589513839108	0.226754090750099	0.883266863871492	0.401891754101632	-0.405514484236783	0.92447295215282	0.911274182776017	0.964239721495999	0.544697239350648	-0.122791252815886	0.55415395414041	-0.116623838241468	-0.0317658335577835	0.582080643405501	0.636843545749891	-0.0418346270884854	-0.0404502669833701
NOTCH1	0.96163133107616	0.926390795226	0.941435011048659	0.905721365110396	0.941468552709461	0.799675296002683	0.871905793488053	0.828492057123995	0.926581327900827	0.912579100623879	0.863843823438161	0.937559806325399	0.932969901627418	0.942758540586036	0.9505172479581	0.847913893470057	0.96447623756767	0.946143146459819	0.95587123154199	0.953233381893542	0.783555586973789	0.900520168768867	0.731904385808558	0.956789515536919	0.92418376600016	0.966844529343297	0.928950453552316	0.967430991040037	0.943950139265155	0.870759206387636	0.952766477996644	0.964090873007071	0.875964823549641	0.952150183419185	0.839403928081599	0.971028470442848	0.560028069572331	0.918807561577302	0.963700316221757	0.936754051409354	0.843878241302419	0.95648682936592	0.958154349234542	0.901827295496574	0.956641911289184	0.910971794311345	0.957065559884479	0.954498721269765	0.929689740692079	0.976583242877548	0.949532218957257	0.961313505924368	0.918426924323626	0.954899370288704	0.973547231371835	0.898644931705592	0.974480322400908	0.747593989572886	0.910586194958143	0.982776968047536	0.946895766417089	0.808794441386598	0.760970156566307	0.811791888523533	0.872964446389502	0.855981761810124	0.955140272480359	0.975164559052683	0.853528393438873	0.838648683708003	0.951594134467411	1	0.807123249340731	0.828213833923587	0.947613802407762	0.869797350965943	0.64548591140293	0.65999080567237	0.78073550091875	0.797279980912017	0.950612874382996	0.804313034229224	0.819873364453697	0.827162524611224	0.819296296474012	0.956316030137406	0.78833717624845	0.865996330915653	0.801413808852285	0.969418612176818	0.719440727510769	0.811271363662085	0.955148732863547	0.520825684280397	0.962484062059362	0.949837206394556	0.922218550581721	0.666505940790485	0.951945855467976	0.906986612985889	0.860780823372507	0.647488562058207	0.973340598520767	0.883083524300321	0.91136122891692	0.744160899376457	0.730290889530167	0.857465065501939	0.546019342198392	0.398866825062516	0.612853939658858	0.038773584019614	0.93366883851802	0.685996989063999	0.806716376576584	0.790673862784106	0.945422092134762	0.850282925898346	0.882415320344758	0.182214749123427	0.637524464174103	0.126430681651096	0.933514363529292	0.233707577005484	0.21255049766814	0.839638393090722	0.440857970565467	-0.403461332679465	0.957611004262061	0.914670600928141	0.972147983904211	0.61659780744967	-0.0480150105469423	0.610371905868725	-0.0311597763041628	0.0598584556228565	0.511119987400175	0.697414640164907	0.0474161013842622	0.0630598752872098
MCFD2	0.810612550910175	0.763274893930075	0.826156572027434	0.730961791775688	0.815232962409617	0.782627503137021	0.840610639145728	0.604604789588816	0.810274657468986	0.763350695837886	0.714661770977492	0.739072640891807	0.880648872803116	0.795413655825041	0.78419902478804	0.707347229200536	0.776459568442095	0.801460515158927	0.806163732980466	0.751410070789788	0.71443204372946	0.895888589581539	0.68396741245786	0.891419490073187	0.798360897531854	0.839785852851764	0.760431169995887	0.791334186069292	0.781370763532066	0.788316368455971	0.820278386733063	0.808606386115471	0.73539829308547	0.86748040142206	0.80264081060731	0.851055507243696	0.538272228932905	0.88659563331405	0.791870418593156	0.781077722356428	0.823837344914378	0.848979307084355	0.782506926277806	0.793268936146604	0.822070219975603	0.754660058989543	0.830730979673235	0.893252190906703	0.853392077769434	0.848317102442934	0.861857511788562	0.811800487934532	0.929604940313311	0.752070932738252	0.827592064765692	0.810475890837785	0.817472008922802	0.651455673061877	0.798447039083755	0.828311244243003	0.795548245880915	0.675431109234741	0.707560235374109	0.747119998329505	0.766308254104115	0.786172999253158	0.845027722918441	0.824866402012283	0.840413356788113	0.797805967306345	0.853512090511443	0.807123249340731	1	0.785845740023105	0.809844969615996	0.755919869676094	0.655542979830159	0.753731872063319	0.929324573143034	0.81323903765017	0.755575033165195	0.82713812172084	0.810402982393531	0.840467907857647	0.884683558947736	0.861584486718091	0.820798917799241	0.896160970745272	0.664474975898056	0.828906180058503	0.874199948629969	0.614308921414836	0.871322278781977	0.545742066103038	0.820060059677285	0.869733293047189	0.788273007787283	0.796797578230482	0.830711010765545	0.81782024163354	0.880469296998703	0.684416862230506	0.742626693989909	0.750062876924008	0.850043955842458	0.852666518148225	0.715718333477441	0.809384242188449	0.720729754769846	0.622555028977362	0.726092687025503	0.349773921331234	0.827903783335637	0.790375182871187	0.808932345366434	0.837108581415945	0.86376572326994	0.719404482989334	0.816753320965365	0.441676630954867	0.657552512736581	0.443505000617166	0.891242298175508	0.49568710369035	0.335257537013112	0.894240065420588	0.579604298071665	-0.137773682206767	0.800926941895999	0.86786924243386	0.871028820609259	0.711911414239926	0.217703398265002	0.53237221524827	0.278981740427024	0.358126590935897	0.820841021231251	0.736277080245515	0.347904641614765	0.354275552844459
CD99L2	0.884456533071202	0.922792054720555	0.831842297686463	0.904621936552044	0.775747849150115	0.75319996207227	0.817065862045695	0.905615315518697	0.87571170971633	0.885738918093472	0.676368506744967	0.766581980195562	0.857451669350916	0.872891370469158	0.737715451843668	0.920401638570471	0.862941865675353	0.909854668806811	0.897579970699077	0.864049015686705	0.842843781581745	0.947128539204527	0.822598724691317	0.874985520439513	0.875282552393734	0.850199241244457	0.776391467839038	0.792500504794041	0.922847320154958	0.941971532204771	0.90938801994111	0.878061503593863	0.815194446830872	0.839122621177724	0.719028516485627	0.917323066646614	0.708001529663087	0.873232413306666	0.789771505781662	0.921018474756244	0.765478273125238	0.84631949076041	0.799088892237568	0.93911129273297	0.879845900732849	0.895419930614231	0.75408586179957	0.806619491787484	0.768017758027664	0.867474924869134	0.86625059092674	0.84630279569626	0.87709856521756	0.832811921454562	0.846866790486258	0.783381762084547	0.864746222522104	0.890083487200756	0.880111921111475	0.887807116688313	0.776619037791062	0.867886761670764	0.418743690982963	0.907446940282132	0.90774340287375	0.5988408301817	0.848684743736155	0.893539254043177	0.760308495234115	0.782417789960265	0.840313644298058	0.828213833923587	0.785845740023105	1	0.859181605262522	0.760806766048599	0.873161648919147	0.71418693499794	0.772033845051579	0.878701440907392	0.870347206323637	0.88892683814713	0.853615190398096	0.688880711551336	0.910258653694531	0.930043812895423	0.919242202153398	0.931809057334816	0.677874721854101	0.829858031328271	0.831844320600584	0.520225334567408	0.882673103763625	0.550479181232653	0.842333705417103	0.80385915370615	0.928140949694344	0.798995432577264	0.856192289129921	0.797953440625216	0.878339434640676	0.315101265917345	0.810263340624358	0.867288982338215	0.952707616417883	0.83725445419249	0.896492061685013	0.612546686758336	0.670507828324399	0.579794101837569	0.78413301192419	0.25315921482649	0.904027045263625	0.60702269533434	0.839160025827629	0.815384157423285	0.928234262261951	0.921712674226984	0.622822516782072	0.407639285728941	0.874060173013035	0.295071622292045	0.861694832546285	0.454891563005612	0.330556455899436	0.788745717908708	0.662575543928993	-0.152378692240909	0.883944447582634	0.91617741317025	0.889614752105798	0.751987291300878	0.113018258958777	0.839814029414333	0.204993721061574	0.24874873887597	0.447054613040771	0.844349402802121	0.269593492570593	0.283363768528959
CHL1	0.993270341063045	0.967644077212879	0.992023240394526	0.949896001260894	0.962779662645401	0.919469480296744	0.9598330440327	0.855231363911335	0.991616462754789	0.977252670463542	0.8245947489364	0.908096614366003	0.965948488465951	0.984265746596768	0.936060569897336	0.925933416889045	0.93718954982774	0.943968424679036	0.983309618690281	0.94421025716051	0.89039792262909	0.923152787342313	0.851143698705864	0.955758760314411	0.979895283130477	0.974280560241447	0.855392181886382	0.974040196099692	0.909833181683563	0.921205524917644	0.97808273807506	0.992111274999931	0.941417377291538	0.976271685981058	0.917731793816555	0.970313183094504	0.639084125400403	0.902150316334802	0.916934667818861	0.912206587441821	0.940957409415244	0.985519496571269	0.940836597206967	0.961579752948506	0.973545267417022	0.971937023872468	0.966748518828813	0.936565630326309	0.947693814520303	0.920300281488863	0.983566321006749	0.968917187600472	0.948481765138072	0.952471844641366	0.977472325335534	0.951524354272466	0.980501065979257	0.825256948409575	0.983546882227524	0.953369130843894	0.901047753207892	0.87632993030454	0.773102936787594	0.877642437499751	0.959666767346737	0.859748240308499	0.957653701005636	0.972462282939309	0.946432911352874	0.828667438805918	0.958168451403392	0.947613802407762	0.809844969615996	0.859181605262522	1	0.856207462954695	0.644955608576263	0.72744371966292	0.792869154447221	0.746111146369287	0.958795561301338	0.863286062860077	0.882363088986013	0.697383847863898	0.801235137619995	0.955910212840957	0.844874486048298	0.840292528788174	0.751222528217761	0.955299598853747	0.741622070973337	0.686590055111738	0.973413498054413	0.626472436897034	0.991808206486798	0.961894673140611	0.922736026862481	0.597336021417932	0.955067611353343	0.903355107367002	0.809572859581986	0.60945217226396	0.935395735286477	0.886423617451454	0.92263180351524	0.696472949676918	0.760468353488994	0.839481098524802	0.617829936294307	0.316391202448585	0.537422137559542	-0.072265158416782	0.972855527359654	0.785684235393888	0.867612462824904	0.851724982600498	0.966851149700918	0.907565973647005	0.859633052188204	0.0921985213849074	0.628144980561841	0.0198828032792461	0.977057711736179	0.141716146002535	0.223098991611387	0.792672783892795	0.397246363999878	-0.426774499692623	0.968270005318433	0.9575594503985	0.950232732973239	0.542095347913134	-0.0926363835949856	0.624361955181835	-0.139033948500917	-0.0585967297860288	0.529318402642439	0.632020539915081	-0.0566411070906774	-0.0338495021403574
TRAF2	0.848557332504279	0.860258015626891	0.889868584057111	0.845951424166587	0.90495422106691	0.792857764594955	0.813762789121355	0.784378393872878	0.861126032980807	0.778473508512457	0.862225653643303	0.91775112363175	0.801575837466805	0.879494005972784	0.856053292500203	0.781698273589389	0.884354839335263	0.798720254241367	0.882401326471414	0.889532652223883	0.706859951914386	0.836871875462121	0.677301497145334	0.913114418369227	0.801460818597936	0.822146832411977	0.796506951311509	0.892526120052352	0.80386990787305	0.796122388326224	0.870556613307237	0.866793917185071	0.723721330333052	0.858999020649941	0.746886303238719	0.860893152457141	0.368038751304566	0.889175695483126	0.861986402581244	0.793255090844551	0.834761627509759	0.850867416747727	0.92107247178121	0.807737574296523	0.915460135851774	0.82714939731697	0.848704232866417	0.85855431106522	0.908032431476551	0.897821962604832	0.881734520074291	0.849078469693508	0.807667210567163	0.89895193972656	0.91974514934473	0.849077753840017	0.888682609522256	0.707850540345939	0.790967865703884	0.861496402378753	0.856185562416806	0.847997339323068	0.680196336900529	0.697625693768414	0.828963822973785	0.886749966181603	0.929390424310042	0.866779677008256	0.824119002957794	0.880892805317409	0.888970040329552	0.869797350965943	0.755919869676094	0.760806766048599	0.856207462954695	1	0.5731988450412	0.689887835455435	0.70057788059875	0.721444703972597	0.903164340420392	0.68867584231784	0.830799852994827	0.709366984924488	0.769915406659193	0.8287739706303	0.717496575669213	0.779903814120312	0.796406187016808	0.928299007707355	0.613935994413037	0.76414961886188	0.887126595254948	0.545050272847323	0.847484728437136	0.868056374467887	0.862158550371584	0.55324870478851	0.912429809728966	0.83088728057966	0.834028898040919	0.742820881318908	0.888869911982498	0.775991147218028	0.790697970572781	0.692543561538734	0.667813423209905	0.843699457829972	0.487135726822718	0.324052070124433	0.541442368342628	0.0157343329339016	0.851037468532091	0.700618854597305	0.738825848867703	0.778367622787746	0.837022678370144	0.766350764719933	0.87311077390233	0.130614120694889	0.566257224018563	0.103987197772901	0.891292885391561	0.197937635300339	0.293763910946387	0.845139887537372	0.431437405692721	-0.31763119660703	0.845012973746939	0.790811187288104	0.870343158265455	0.552710357887334	-0.0502968404207755	0.56513976673093	-0.0459514126911415	0.039649029680338	0.449191748884543	0.561722016433918	0.019298784210551	0.0375422608796343
AMFR	0.693044209130077	0.747168860682141	0.624049191350838	0.759112359309501	0.567432412993336	0.551343851100442	0.633363315085729	0.751828108665182	0.676362168704263	0.681632387187681	0.537073260865676	0.615329323430904	0.672373656214367	0.672046949736671	0.533931764887692	0.754287821299315	0.717045585898922	0.773354823278254	0.705534195402622	0.71062426129209	0.656316502414956	0.800517290549181	0.669748730138576	0.715542891174832	0.694942108885431	0.683644617571845	0.688188935848621	0.584662065826973	0.775131058957805	0.823984495916795	0.750614495822339	0.688052587307444	0.587409555700031	0.659499585650842	0.47672131461548	0.762403300396872	0.679980661711553	0.72152466559067	0.645702646418918	0.759109405826016	0.580367889245081	0.655585143903532	0.637628350942081	0.784142433985036	0.709141910960076	0.714408166690203	0.552709198670197	0.624278967835176	0.596408417021222	0.70633344875991	0.700395876058776	0.698964232551435	0.732221408192599	0.642205131653978	0.657294768815681	0.612697982815772	0.642204930734019	0.800586026412125	0.686856257256101	0.736516038525286	0.661088717969675	0.70944345685416	0.200983389902521	0.775071060788075	0.739247051097557	0.405453997324801	0.680911705452458	0.73286845845982	0.545808308501348	0.693594395958093	0.681213466695504	0.64548591140293	0.655542979830159	0.873161648919147	0.644955608576263	0.5731988450412	1	0.624847017066258	0.694428339155628	0.818281226098618	0.687094574085214	0.794997578749894	0.698302177708464	0.636197431126367	0.822978201391624	0.783835299584064	0.823560925732666	0.829873268754344	0.575317718212503	0.658473717790532	0.765524862319564	0.458899485756573	0.721269555316873	0.381825232774904	0.651999317444019	0.624141263259837	0.751660303125015	0.776312094307159	0.692624230936222	0.717268786117789	0.769459336438688	0.124585121061254	0.643435209975078	0.773889086065044	0.833596637448347	0.771440571801648	0.802198408324436	0.453516709978278	0.558371984339072	0.606752662035976	0.783685249302673	0.331122705646282	0.739392978302243	0.391281296094757	0.713685623001802	0.652036088207528	0.763341048495744	0.784328924919521	0.438806925553355	0.494928576787723	0.833017629718889	0.337908939086043	0.678262101183544	0.493130799895835	0.349772038637974	0.69196089239761	0.702011351689941	-0.00787869400694212	0.712998652829914	0.75376505366589	0.736853146390647	0.736305974568304	0.233127147549322	0.819878705780083	0.319956085538848	0.314093730292546	0.395245743067889	0.832489705121341	0.341527290530914	0.35197652512884
NRP2	0.702890923505815	0.763094017018763	0.759307638309679	0.75119008979276	0.634649564878893	0.843932798087528	0.736056105054021	0.703345825305496	0.760667698319526	0.738637222242019	0.419067851064543	0.572958172145215	0.799309583288176	0.786136289998292	0.560240634157679	0.789858627184835	0.607477511349496	0.666710652410604	0.772074872900481	0.60557097183495	0.868763279966339	0.818500612704242	0.880782679794976	0.737788934275669	0.691395486656519	0.656118640177232	0.495039216723777	0.689512335609694	0.712516034038714	0.795740183036075	0.74336110362237	0.748511398998531	0.772679236753668	0.739811308008384	0.750632641423845	0.736752089655723	0.710550637668562	0.774560027230119	0.550146344373313	0.73884582962018	0.843564034392154	0.782538722512401	0.627000924919056	0.753600291262259	0.715165997860845	0.769150708570581	0.681195306808082	0.634142134930982	0.737626926430013	0.687382168800764	0.730654918337126	0.648427118360046	0.772346459341402	0.643824384367306	0.722173805731504	0.800624281662489	0.722359267134386	0.814327628254703	0.768052388851316	0.657292259504277	0.571757864110011	0.646245687813714	0.485598995499803	0.840112110017621	0.725490148083342	0.571521115140258	0.692330951843769	0.71217527556863	0.815225063967492	0.821935757462937	0.649960983778339	0.65999080567237	0.753731872063319	0.71418693499794	0.72744371966292	0.689887835455435	0.624847017066258	1	0.772198026654206	0.73291844019624	0.692469329854171	0.87346664427456	0.721728305275486	0.453363972282702	0.741819463423302	0.732819589119715	0.882893049779776	0.765359394744872	0.341493203739111	0.665036913436574	0.809230618921002	0.296511151388808	0.7351375966751	0.892591534678043	0.697080664369531	0.697122384148569	0.740082978131098	0.659886277164699	0.665668598795954	0.634046265913512	0.745976256731622	0.42583831512822	0.595207751093154	0.514462036448123	0.764803891014996	0.733349564177086	0.840052962895635	0.506656382089754	0.880468378975797	0.567375757824195	0.604608252450932	0.248415971694558	0.756786358765584	0.827964203854904	0.845661059053845	0.92961351166596	0.785202989206986	0.843201299816338	0.5537320349198	0.386488560045793	0.687544311647752	0.273912610878216	0.79771654572763	0.412746904116035	0.349195309156184	0.614135126480801	0.5675471981858	-0.00607573149984444	0.775658543767832	0.81667286088276	0.700655968868281	0.62876558640853	0.384639012925163	0.715856864089464	0.225509581922166	0.239538814000068	0.495310197685477	0.671239461401656	0.264727624102769	0.338848326124244
