""	PTPRZ1	NLGN1	EGFR	NLGN3	TSPAN12	PTPRD	SDC2	PTPRS	NRXN1	NRXN2	FGFR2	APLP1	LRP1	NCAM2	TNFRSF21	ROBO1	THY1	LRP6	F3	ITGA7	SDC4	NCL	FGFR1	APLP2	BMPR1B	LIFR	ITGA2	ROBO2	SDC3	NOTCH2	PTPRA	NRCAM	FGFR3	DAG1	ITGA3	ITGAV	PTPRK	RPSA	RAMP1	RAMP2	SLC16A1	ROBO3	LGR4	CALCRL	SORT1	NEO1	PLSCR4	NCSTN	TFR2	LRP10	PILRB	DDR1	BMPR2	ADCY1	CADM1	PTPRF	ADORA1	INSR	TRPM3	ITGB4	TMEM67	FAP	LRP4	PLXNA3	PDGFRA	SLC16A7	CD47	CD63	CD9	CD44	TSPAN5	NOTCH1	MCFD2	CD99L2	CHL1	TRAF2	AMFR	NRP2	DIP2A	SORL1	AR	ABCA1	HMMR	TLR4	LAMP1	ITGA6	CD46	ITGB1	DPP4	CD82	NRP1	SLC4A11	SMAD3	STX3	ITGB8	BMPR1A	ERAP1	CD81	ATP5F1B	CDH11	NECTIN2	TSPAN10	GPR37L1	GPR37	TSPAN17	ACTR2	STX4	EDNRB	TFRC	LY96	MERTK	CD74	NT5E	SCARB1	JMJD6	RACK1	TNFRSF1A	TNFRSF12A	IL17RC	PLAUR	TSPAN14	ADORA3	CANX	VSIR	CLEC2D	SMAP1	TRADD	CXCR4	MRC2	LPP	C1QBP	RHBDF2	GPNMB	TNFRSF14	ITGB2	TREM2	SLC1A5	SIGIRR	HLA.DPB1	CD68
ROBO2	0.967204087298287	0.92840483116753	0.978895481321178	0.91148266554631	0.975624137833418	0.882102281172899	0.931992632972582	0.803487507745212	0.964007473162959	0.922407171134007	0.875376578338672	0.939389903459665	0.939823177841578	0.968052902175852	0.960008737255783	0.852724607156654	0.936468683590464	0.909001366595579	0.965023286871249	0.9406692841934	0.829298572138496	0.887905722067509	0.775444390824326	0.952842251034283	0.928221303481773	0.960867548741633	0.87506233897862	1	0.887621997041119	0.854854018407246	0.948976974757085	0.973066811257359	0.898467842337329	0.967673680702008	0.891915109500678	0.95171384651708	0.549352684671526	0.89510124281483	0.935462628807208	0.896674491549795	0.912577850832434	0.971711092752221	0.957060091647985	0.902274703389008	0.966635306806622	0.919758899809816	0.980617590223062	0.94146046482718	0.957729499324519	0.939484531833337	0.970177608922918	0.955142797668142	0.914542063829554	0.950346614104778	0.987231909928732	0.934460256146984	0.978310150467233	0.761386185757942	0.928808588804863	0.95539892221798	0.920394429821516	0.832916772361908	0.838320685933629	0.810264378051358	0.894922921988862	0.915328875851464	0.955059894609857	0.952519249318376	0.923676218627105	0.83821664695539	0.960575723062133	0.967430991040037	0.791334186069292	0.792500504794041	0.974040196099692	0.892526120052352	0.584662065826973	0.689512335609694	0.782888029586704	0.717964008164334	0.947351139176773	0.789705615645316	0.832079953114771	0.731918382020176	0.764552378781988	0.925870879356574	0.78130321013651	0.819142280390249	0.780957923630087	0.975080020679733	0.673830091556911	0.771025816472287	0.961221551856364	0.593280644378876	0.974893289617886	0.970993571090793	0.902163793056881	0.566084349190875	0.947818661893052	0.899685336657332	0.801120393316512	0.7112725310798	0.952455129212837	0.856216693437456	0.872392595818424	0.668351270103217	0.696541029484555	0.879746787061264	0.555894655422304	0.281668029832273	0.500827990995609	-0.0918922601077654	0.929726992476425	0.784130705119252	0.820564194693843	0.812599269196227	0.927928746536083	0.84775155681417	0.90986901342154	0.0575972201705304	0.561890539087634	0.0077148510393229	0.957463623613626	0.116832314089562	0.235088614144641	0.796731127230423	0.367111061947129	-0.421442557930196	0.954045410961975	0.917863997035621	0.93871322536427	0.520864949665552	-0.117462776739316	0.560654422032684	-0.159634759698883	-0.0721421143957555	0.530864987653691	0.597158772392297	-0.0818965706807975	-0.0589353022513277
SDC3	0.934037775623667	0.947801504860581	0.887307760291857	0.92740035987768	0.841158143113286	0.770041241127702	0.816082972063797	0.917516701374809	0.901888269473107	0.927388153831685	0.73827789078448	0.842173004005682	0.917630062443803	0.923497559847029	0.841639728172089	0.915498627654509	0.922748022322579	0.949910965090479	0.951200694747595	0.917486343820839	0.837591174392946	0.940234389026186	0.809142685634847	0.92174374091988	0.908207113667426	0.915802109825848	0.855443912592279	0.887621997041119	1	0.933688344280614	0.94441186089466	0.937695605098448	0.871008507724715	0.885616773900491	0.781010069350647	0.969791788927349	0.658898450452171	0.903858754872221	0.879982422068491	0.979349698082225	0.791105440170501	0.920859682700752	0.877065093898602	0.932222182598591	0.921076848755856	0.926832238700297	0.855358800068292	0.877895728739187	0.839184304593604	0.948678460706174	0.902391911418229	0.904135499234678	0.901642702662257	0.909338566204586	0.919057819470787	0.842356158827513	0.943292885074825	0.858787307922173	0.910130421926089	0.951206554573628	0.856776035262383	0.832507670917112	0.558054457874733	0.905549100206183	0.887806960335399	0.692899737522297	0.897497429032153	0.954779169844783	0.794570056764369	0.807349125191398	0.876218834262674	0.943950139265155	0.781370763532066	0.922847320154958	0.909833181683563	0.80386990787305	0.775131058957805	0.712516034038714	0.779720807405091	0.907944934213599	0.930740168407578	0.892489912257215	0.80964914232344	0.779271706753319	0.895260996783442	0.970029638992109	0.880270903901947	0.92569450322247	0.686761710512635	0.896837660380117	0.822731914717782	0.650852275639356	0.916215657313083	0.561241042251712	0.908942918494368	0.874472569618275	0.962304036358968	0.798614468514765	0.89658071892434	0.826575897464028	0.904517892282645	0.434323251228859	0.9127103865431	0.866858538863561	0.965583814634567	0.839371533258221	0.877685569164439	0.699436669624579	0.663966888153706	0.570413514392787	0.768033768733445	0.221171264318031	0.931450740066413	0.640925043860303	0.825550226235013	0.817800491174961	0.967502823530106	0.921255683022641	0.721933382075784	0.377887087784529	0.827240475961113	0.277548185665724	0.894263142108572	0.416388085886716	0.261454618628531	0.801288395748928	0.588821900769102	-0.291465673446008	0.958219252684237	0.935692919547657	0.946977505237981	0.768748296573246	0.108049799462357	0.788210146781504	0.159014137049471	0.232380726845482	0.440539431835681	0.817575492983338	0.234469302858932	0.256198399948276
NOTCH2	0.936971493782717	0.973269053151218	0.909228112102613	0.967604507387367	0.83988753631355	0.839027340063511	0.867874334096434	0.930587744869036	0.926573075083295	0.945711164887599	0.700112191747133	0.825676204992754	0.908303251546867	0.933713108739052	0.807284693065421	0.973266676862702	0.898974952202461	0.938532316235827	0.946815831006555	0.895926468470125	0.889626596630734	0.947065998106471	0.889025700264503	0.91458090946329	0.942117862379797	0.902667380965483	0.808507311154208	0.854854018407246	0.933688344280614	1	0.964208218791651	0.939738417808499	0.876100922523161	0.898127554287894	0.791311310765706	0.947231466207996	0.742529410624693	0.894620465226782	0.835965049290629	0.923773047072636	0.867782683333727	0.917396730788503	0.865701234824074	0.977010272632777	0.932951113124792	0.96847160494962	0.832178055084753	0.846332073477605	0.8485966143197	0.8792764267177	0.92325942902221	0.906109989332179	0.920337652369251	0.903032136116415	0.902278864857774	0.883958315018401	0.908940370575946	0.920702462344086	0.946854330787058	0.907050963484938	0.82513239626537	0.9073049182148	0.515768828145064	0.955758020355602	0.965356741775006	0.676095101098685	0.902983211676201	0.944899139128816	0.843398238317026	0.831372882880007	0.876882059997316	0.870759206387636	0.788316368455971	0.941971532204771	0.921205524917644	0.796122388326224	0.823984495916795	0.795740183036075	0.769751168173591	0.848622278851143	0.935916132680225	0.939405023205969	0.903414310863135	0.673443652188824	0.885796850220483	0.942815566776216	0.924683797550586	0.889953842260272	0.678457121819212	0.875755979090859	0.831052727633009	0.579402616618473	0.92881651128036	0.635339631519002	0.913893429071316	0.868875994474767	0.938664157852401	0.713779456305022	0.908435635738193	0.863027045591437	0.865690462690611	0.3818861056699	0.865753576687111	0.870362604424388	0.965922185159308	0.799268427081714	0.893074299377733	0.688643350729968	0.690062517914799	0.491141853004446	0.700172185649289	0.116070844716724	0.969259504976373	0.668012295081055	0.899320563357632	0.865418224574345	0.964759441024612	0.966005000863834	0.691939542274218	0.292942476094558	0.800509586952028	0.164884763967845	0.920582419529836	0.324549874601891	0.278603874683233	0.786364424516707	0.571901484879338	-0.271223030474825	0.93421592628494	0.945931205778859	0.925578742767209	0.687789939252831	0.111951979848638	0.815343383786976	0.0734637612603527	0.118283306105138	0.428562238237385	0.772174173148121	0.132893354026883	0.165858698066963
PTPRA	0.988139756623757	0.985062625571441	0.970032714551042	0.974899216392362	0.94375423759716	0.869091018459225	0.925267902076267	0.897279553464786	0.971990389198651	0.963865493323847	0.840524956496	0.925442449000934	0.944553650410253	0.971130894038019	0.922562345737469	0.943338362783699	0.965441807139262	0.966372411325129	0.984535446934083	0.967189862203167	0.862522909108096	0.947973744148184	0.837256303619438	0.971321268383094	0.978069519028547	0.970539114753321	0.890087658269984	0.948976974757085	0.94441186089466	0.964208218791651	1	0.988222764663176	0.896900198692911	0.963159761302938	0.847458917664416	0.986765013200759	0.661215211099383	0.930307555869176	0.933868586251261	0.936649691046495	0.904439413545186	0.96773852356568	0.954225383954136	0.980240616031365	0.988616402758988	0.979065094405301	0.931017439319759	0.938324574028338	0.929509972398414	0.94608070454124	0.980895431304167	0.974855513481889	0.952568877851227	0.967860612439486	0.97570309190768	0.925020613097477	0.974180696074423	0.866320153278413	0.968871297985042	0.972397772083192	0.924051068171027	0.909687213526418	0.685194759239201	0.901747568885599	0.970837748146389	0.818055483895761	0.97356363616001	0.990531537474795	0.894953610557353	0.869840995138918	0.960891668328646	0.952766477996644	0.820278386733063	0.90938801994111	0.97808273807506	0.870556613307237	0.750614495822339	0.74336110362237	0.790261353396976	0.81962193753586	0.979974268105629	0.893863130697582	0.907707098884785	0.751715519442368	0.867355519088842	0.975853395630473	0.877691083481896	0.889009244817766	0.791310440119592	0.96124077256725	0.782749526290498	0.721267778118774	0.98062464766787	0.584979976336799	0.979634600597961	0.949944251254586	0.954368272883988	0.666759496865149	0.974244503300937	0.929721268049826	0.872214930756952	0.5433313741708	0.951738067284228	0.923246936296848	0.957669507138632	0.766142628106086	0.810282378525508	0.824542761632009	0.609897284849346	0.40061628395458	0.631712218912368	0.0177562292857305	0.989894697553392	0.71183568027684	0.890229941682056	0.848755011727537	0.981895506362266	0.930504090695803	0.833562849908475	0.187958457546046	0.708601312497302	0.0955753138915486	0.967051090197814	0.231402716995826	0.257069286110406	0.842981516789047	0.494009655542009	-0.364258798369764	0.967744493526065	0.959386553968821	0.974977631318867	0.630646222327546	-0.00676545632413781	0.714822788982804	-0.0372142692840553	0.0293485643848419	0.49789681405237	0.717714368317297	0.0300766852986418	0.0541328940669418
NRCAM	0.994346119596225	0.979888466640952	0.985857469129394	0.961583487451712	0.950994605138544	0.903000201009046	0.935742263716063	0.884781665969416	0.986697331537476	0.974678235764945	0.822672039514617	0.918065451984836	0.9639147459625	0.987359625783476	0.931293288191722	0.938148209697409	0.951822226160276	0.959158231826684	0.991499295577594	0.956876069364881	0.892347818181845	0.933014317830335	0.856423157286528	0.962644303666299	0.97732687676061	0.974369689361338	0.877069346041948	0.973066811257359	0.937695605098448	0.939738417808499	0.988222764663176	1	0.937990101633414	0.974279113094464	0.896829683673269	0.983536748899923	0.660483371316503	0.917145303809165	0.927924093748048	0.937214989213807	0.927740549898284	0.98547981331753	0.95090479068808	0.969941364509067	0.978564736970043	0.979899190793149	0.959108871161386	0.936787025356356	0.946344593533888	0.938775681896657	0.982856542353905	0.972593253054829	0.948259187356852	0.960738163636355	0.983330428698502	0.947072355727422	0.985631607038579	0.849966325853276	0.980475164318218	0.969427864829948	0.916247499303637	0.88217983383913	0.743408330474831	0.897592602650413	0.957462490982779	0.840503687399065	0.963946978328444	0.983768678462678	0.927179453038042	0.85580945641104	0.957111418270677	0.964090873007071	0.808606386115471	0.878061503593863	0.992111274999931	0.866793917185071	0.688052587307444	0.748511398998531	0.792785279309511	0.780125702372704	0.970246209133041	0.879460837297939	0.880712799188485	0.717684915409262	0.82190209053169	0.966640384770912	0.865451310518734	0.862453722417254	0.757864444054487	0.960050429094276	0.761679304362967	0.706084400414436	0.975541835114183	0.628940883831252	0.989679726635345	0.957086261985547	0.942186094579503	0.62968388119339	0.959559473328193	0.910504120809415	0.836285837235485	0.586073946782103	0.947904168305014	0.896026404576114	0.937811503826895	0.721978288122705	0.78683881479691	0.824561419903004	0.626877554277035	0.355101109641435	0.576039894349169	-0.0365248706127622	0.981374590470192	0.761601782544818	0.876674045157383	0.860185918199429	0.977448066642873	0.929031459027703	0.845193701014248	0.13187714108448	0.665404596796111	0.0435208706174065	0.974726444247928	0.176893695043926	0.228092819934624	0.803229489165194	0.43886655379946	-0.404854240283684	0.984263695488109	0.9643231451371	0.961406245199534	0.578985022341123	-0.0485300912596686	0.669670134659665	-0.0987370993628418	-0.0242538996643662	0.501259853250757	0.672725975456232	-0.0208055808871842	0.00566432931039912
FGFR3	0.92896368856518	0.916730157320898	0.925809538321763	0.892252428772658	0.834495795333901	0.916951021678032	0.905541155320455	0.83442192985735	0.946157696674224	0.960558655101895	0.621388987506744	0.757914815226686	0.945340770599678	0.944533428129132	0.800772139927812	0.919609428910857	0.814089173862948	0.890094014304586	0.932615673657297	0.818839582145863	0.952151642977081	0.871878298855103	0.915116823258703	0.84493018597573	0.919411420742327	0.896631639507363	0.729863554944549	0.898467842337329	0.871008507724715	0.876100922523161	0.896900198692911	0.937990101633414	1	0.911654780957093	0.939614208934048	0.903285198410787	0.745695360943556	0.806789259893907	0.777355400712638	0.897826143829015	0.904663427644117	0.94561054574727	0.807278405829337	0.918225801231476	0.865881623262437	0.932519976933131	0.895706093100155	0.819430691383497	0.86175786475514	0.820109359201273	0.896483811778498	0.873558773826268	0.887842247993568	0.833499579983481	0.883969109428191	0.917176498052859	0.911734264076017	0.828077807299738	0.96220768717256	0.86816885204437	0.764480474892027	0.765552993138336	0.690360373819851	0.905156592583003	0.89035957271065	0.708954896683868	0.828961391293902	0.89118397560943	0.920209856354882	0.729367027488379	0.839575396550847	0.875964823549641	0.73539829308547	0.815194446830872	0.941417377291538	0.723721330333052	0.587409555700031	0.772679236753668	0.778325792063395	0.685699452664618	0.85899399353187	0.868282152493984	0.790304074565029	0.544139094732888	0.706954812067206	0.894496780442299	0.84991956658191	0.785274195796859	0.544386493021165	0.832720236200696	0.735437117043387	0.48351731356059	0.883383455043568	0.751069494414603	0.920733715823144	0.863768660217539	0.85497709375726	0.581570748174737	0.822738207973891	0.782042730552277	0.712583796528305	0.483161281703347	0.814855924604626	0.761664906001652	0.881803457710749	0.631829666430936	0.795479316384473	0.659766647509723	0.727242739594354	0.330575600990292	0.498993924513931	-0.0570495444297	0.904302596750816	0.805749279615554	0.837037431200654	0.859931707419671	0.918753758471804	0.920774315834878	0.701334629218	0.0988174799853008	0.634112419152241	0.00952836318746058	0.905296754503159	0.15013061314931	0.177819506221387	0.615450890113991	0.364916480263384	-0.376513389148179	0.942856434920057	0.941467844414181	0.853339862378754	0.493413237104994	-0.062733809180457	0.624437868822853	-0.123390800566699	-0.049472306448437	0.456279117865828	0.615054505466444	-0.0326079875443007	0.00628009109905202
DAG1	0.976107176223217	0.931174193534354	0.980341575526215	0.919830962352842	0.960990946324827	0.898572165235644	0.965696394118926	0.792502799710745	0.967945839379258	0.934493170484981	0.845995917486334	0.912118314765479	0.966616447751121	0.962958461293387	0.940955713963407	0.872625279793503	0.935338194993825	0.940229377432772	0.961276445244077	0.92305131840026	0.851533121303898	0.923180339753294	0.810100640830076	0.96430751942602	0.955403343848958	0.981055876025657	0.895716968350255	0.967673680702008	0.885616773900491	0.898127554287894	0.963159761302938	0.974279113094464	0.911654780957093	1	0.911364809930983	0.964850722938012	0.647500943939228	0.923509253752923	0.933247728073552	0.900060191702382	0.941091310513064	0.981740033715457	0.944017591025759	0.937024169864774	0.96563127206556	0.932387413293687	0.978293217801372	0.953271030354537	0.970938199130657	0.927869154475492	0.987035504406237	0.973464897964671	0.970340072492888	0.93348689214006	0.972226769376555	0.954609549657981	0.958674774963169	0.77640866754548	0.95562521803162	0.958357925084662	0.932361334645986	0.823734910335852	0.808881646585727	0.844067832976153	0.926358425477072	0.889007260318666	0.959276079638067	0.966980579029302	0.943181131687946	0.853567788621525	0.973266721970784	0.952150183419185	0.86748040142206	0.839122621177724	0.976271685981058	0.858999020649941	0.659499585650842	0.739811308008384	0.852753458711254	0.742377120505093	0.931623000187491	0.848407404192108	0.87603467970537	0.767105535589703	0.809276058769062	0.948821057834543	0.839751538285944	0.85963894577843	0.794428645416939	0.962000817667367	0.751174400926629	0.746167083160304	0.981653995052632	0.615908090114921	0.985369866735726	0.974928662636867	0.891207538898497	0.622499263712934	0.957038247000308	0.944056380974909	0.823416559585562	0.67500834391939	0.92455527401267	0.891048068507584	0.916876423500763	0.71373946461082	0.72930758666635	0.881726008103862	0.615755616703458	0.344745673992776	0.552747427192001	-0.0323190151801946	0.95995883560135	0.786604293782659	0.882697128580239	0.85906376914509	0.951528271952881	0.874089143060548	0.898102506940193	0.122233285671704	0.600234596505264	0.0600291804570737	0.980161270319413	0.173755515758078	0.245149730517818	0.835500149150791	0.421559722715542	-0.378727332599741	0.950814477402362	0.95234075898827	0.961338027453117	0.550785204763794	-0.0672783292855729	0.583606266756979	-0.100150960115952	-0.0217233783780311	0.612043518832093	0.6670798740104	-0.0206686299455077	-0.00189522207521406
ITGA3	0.889004359336921	0.837168083045195	0.922853015304622	0.797242717346947	0.860960520289712	0.942075268093599	0.919395133912377	0.696976332681145	0.918767179915208	0.9007337396898	0.656507817343615	0.739815810495083	0.92901550641886	0.897323063038143	0.819200770063094	0.825809867669425	0.763981328469109	0.832034771152095	0.882409936967926	0.768588791228078	0.884512824687791	0.833034956492414	0.851677009886716	0.838817115851666	0.890055048243142	0.87729845423714	0.698204141343184	0.891915109500678	0.781010069350647	0.791311310765706	0.847458917664416	0.896829683673269	0.939614208934048	0.911364809930983	1	0.856701979173429	0.666367173369814	0.804093130939945	0.767617908862049	0.812596983987122	0.935494944879358	0.931113166100983	0.799097556986172	0.847834010938889	0.832603490916386	0.857381309672148	0.911976135912445	0.84892376493447	0.903542042144392	0.78658951511053	0.888960529888369	0.848423192953863	0.896947452002854	0.788035157403574	0.862856846311722	0.904904951104602	0.874074389301362	0.729747869764547	0.922446714237012	0.831247439969561	0.768543666266099	0.691238042221972	0.811820538752031	0.800406098713859	0.833737270112059	0.804410631922986	0.825459695015512	0.844008333560979	0.959804861226601	0.734566530368012	0.837562357896652	0.839403928081599	0.80264081060731	0.719028516485627	0.917731793816555	0.746886303238719	0.47672131461548	0.750632641423845	0.837009418785297	0.624247492386609	0.794955044933154	0.80784881116311	0.741523243734659	0.579852357961422	0.672361422574675	0.848601596031088	0.798140111825483	0.737489285399896	0.54853286822986	0.830233261955404	0.732835738831149	0.506015312856666	0.859604504198529	0.749874967340314	0.902409477939003	0.865041569444507	0.77412590429632	0.536011161016129	0.809135712745566	0.769711020343873	0.677889161640497	0.646878931919976	0.768904851044171	0.71937364017539	0.82133751486673	0.593984627438085	0.676107079046127	0.742772988271756	0.719307995821662	0.285986200732514	0.428978490524898	-0.0630708069593868	0.86338619031951	0.881061371455943	0.83193675578108	0.866011495661336	0.874057022723011	0.813939881626367	0.783924743016074	0.0645790665439708	0.503282849357909	0.028593249933738	0.914317593633437	0.123923412040185	0.191268257130581	0.664207346518243	0.308045097052632	-0.392649737441622	0.881729462425394	0.900748755555643	0.825189909116845	0.426356914731659	-0.0861858064837623	0.463115915783181	-0.144813439498323	-0.0513812544401569	0.628439181834004	0.51689090311609	-0.0440353549889067	-0.0167387400024637
ITGAV	0.984312829288427	0.969489248963034	0.959616189127613	0.953426901302848	0.931205955584658	0.856192762732403	0.918263574093488	0.883008397305464	0.963464549705212	0.955480211277148	0.830362000986915	0.910743655987081	0.964576748397091	0.968721630742611	0.918710119511024	0.921734159951989	0.964838089354994	0.973940178089692	0.984260260577713	0.959237632269959	0.86134971025876	0.962551774108195	0.827349689201574	0.976777746544357	0.961221634893487	0.976546364085117	0.904549347435705	0.95171384651708	0.969791788927349	0.947231466207996	0.986765013200759	0.983536748899923	0.903285198410787	0.964850722938012	0.856701979173429	1	0.656830889586356	0.941767073265358	0.939971782114996	0.96248797769961	0.886094017288325	0.974096306678679	0.943154902804354	0.966918338610046	0.976896046106074	0.959442128533994	0.938809535255043	0.945249203615375	0.930788661044206	0.968082306057212	0.975646985018042	0.971375450078109	0.965078821586161	0.951790553936157	0.975309190179372	0.920045397400226	0.978772626231387	0.848033476769742	0.958374340651428	0.986101360193347	0.924662335185182	0.865425453781328	0.695985955334843	0.896240172383175	0.941561478933262	0.817399489858966	0.963764149413139	0.991118540416443	0.88996955728257	0.857335417323674	0.958770605973172	0.971028470442848	0.851055507243696	0.917323066646614	0.970313183094504	0.860893152457141	0.762403300396872	0.736752089655723	0.837955652800457	0.856610565302435	0.961742341159468	0.894998926850264	0.873795400136578	0.801923856028998	0.88823935451767	0.991706992610238	0.884474631823406	0.924926792422776	0.776555475341322	0.960831155874843	0.815264458738336	0.724860589886874	0.980206779067874	0.578655951454808	0.973895582821203	0.952765236625163	0.960227924873882	0.738105318563243	0.960524431381987	0.918036852786157	0.896991963678235	0.56674880044567	0.949790525334377	0.921496802047958	0.970874741561603	0.806493821461365	0.824893976752561	0.821106983420515	0.645814842321154	0.474291272409847	0.690864766091036	0.102155552646201	0.977079352358543	0.725426504889896	0.872000228290147	0.852433299540615	0.989338722598658	0.920966695501098	0.836501786177071	0.26189049974325	0.744735820251197	0.181355999751203	0.966109912710639	0.308655347530343	0.27416910061656	0.853338892148569	0.533149124708187	-0.345313388284706	0.979100315996718	0.968951354013078	0.984948281517332	0.686509235660548	0.00714934971883874	0.710782442447961	0.0363757088753027	0.114962572718735	0.549978895696209	0.763822479195081	0.114041952547621	0.131050734753838
PTPRK	0.651550092799712	0.673114633348039	0.611187725695825	0.671847548422573	0.474633125911055	0.647310506188992	0.649579825991655	0.654225403833512	0.652246401700007	0.730932221611722	0.290833509138929	0.406423202377774	0.690720005726532	0.648160471313093	0.451732398595594	0.749142983347219	0.525309296164389	0.695761152893637	0.658391739296489	0.509933586660982	0.782876932501192	0.69506344226292	0.808903150752222	0.550653589608544	0.686633843835523	0.633035738111441	0.494365997817425	0.549352684671526	0.658898450452171	0.742529410624693	0.661215211099383	0.660483371316503	0.745695360943556	0.647500943939228	0.666367173369814	0.656830889586356	1	0.607372917236296	0.469229368156279	0.725542791880891	0.653451109157614	0.672707202367796	0.475807712916805	0.730821012878511	0.575228838673261	0.691783314698001	0.547592911022921	0.501249787787458	0.554550650235198	0.525538385987087	0.611563576492599	0.604548835401315	0.690527247893754	0.523396089760105	0.552119048484772	0.613869548336397	0.58099146887209	0.784813521958087	0.735959135474166	0.613375425338736	0.51040044546377	0.487002019412403	0.296333526916131	0.792654079419148	0.666546786287384	0.295102180593428	0.518521495695445	0.643176631165046	0.621584582370793	0.591441148201868	0.528339000199449	0.560028069572331	0.538272228932905	0.708001529663087	0.639084125400403	0.368038751304566	0.679980661711553	0.710550637668562	0.654260754623778	0.574906961733356	0.558111604298781	0.78839231269747	0.50846480950413	0.354228327960435	0.591137558598322	0.675152489257049	0.822049706226933	0.643194916028096	0.280564330453363	0.506049389909656	0.698191842897348	0.171510515488799	0.604561700217928	0.737600262075641	0.635112768239572	0.525579658397813	0.59744903434929	0.547622103006481	0.530641007183344	0.561763597650933	0.509808589616491	0.0334967980126766	0.48276846381703	0.578269364286764	0.737097095551227	0.527013199562963	0.724863186722404	0.282924523022095	0.707538428885783	0.4079309497268	0.480539207849326	0.10419857274212	0.683630663752705	0.502895119485047	0.836226695538407	0.753065765313303	0.694336139183788	0.806129112339059	0.302828265491947	0.270208190601279	0.627565509958701	0.0943316239636313	0.624973901240931	0.281489808962531	0.238604019177571	0.414619850137798	0.49938555037229	-0.0434071586063929	0.662702408247129	0.74985572711465	0.610888030309086	0.455284194426958	0.188913263822051	0.689435923747668	0.0985893635731337	0.0784557257576276	0.3548065226664	0.669689964844446	0.13704001211433	0.19367134984329
RPSA	0.904931847494628	0.896950363271708	0.908360847032202	0.875328207518622	0.895648990646895	0.81415638955225	0.861108848858416	0.792689344590152	0.889924208034228	0.87137114614809	0.811613262662531	0.872398851548777	0.91432336902163	0.905361887680164	0.876185951064457	0.841248943139439	0.903635220423942	0.88938270706683	0.91874813708434	0.890541711952603	0.787145415689497	0.958735031756	0.771486347432784	0.96106160982145	0.879765057718024	0.904113000965071	0.862096376353263	0.89510124281483	0.903858754872221	0.894620465226782	0.930307555869176	0.917145303809165	0.806789259893907	0.923509253752923	0.804093130939945	0.941767073265358	0.607372917236296	1	0.889536475694	0.898958460682036	0.872625220250506	0.922256130265369	0.900390780474926	0.883960325120651	0.932086988134989	0.878299214782256	0.888102974202291	0.919932995314459	0.916299137527012	0.959116206980562	0.922304455531098	0.899126336156281	0.930702684078651	0.906313530180515	0.929532028688122	0.881478474931862	0.923916812002359	0.792106149105766	0.878746665810572	0.924231944459035	0.901928426196229	0.798341768744944	0.677144619891766	0.816604700775163	0.871660684678115	0.830797798680256	0.94337565331973	0.937327834217451	0.85873485957856	0.942512862652395	0.91288070604815	0.918807561577302	0.88659563331405	0.873232413306666	0.902150316334802	0.889175695483126	0.72152466559067	0.774560027230119	0.837589748055765	0.87586482276934	0.909180457148017	0.858986445351666	0.831492185089449	0.83555212375597	0.925784367194578	0.936830146051678	0.886339760213634	0.925391536128113	0.78763923120242	0.932976660808655	0.835663641201764	0.726215643984667	0.931678393442933	0.607816129017755	0.902680432696966	0.899831763090479	0.92916600503222	0.762282975437132	0.932079690527909	0.870104074411545	0.929155450571676	0.620813199045295	0.891447669061021	0.836411135193456	0.922651362379574	0.873229905572874	0.792063692850608	0.829420079000088	0.669003717430282	0.572129829948336	0.730009496513181	0.242718723953466	0.923561925391325	0.734823494552347	0.89561051771856	0.909062144450517	0.939831265815712	0.858869612571938	0.846117882161422	0.391225141471264	0.736000733992167	0.320018829645243	0.944110874994445	0.439860478398796	0.419626788582067	0.920813952476039	0.669008919993598	-0.159553129766208	0.896841855213822	0.914746066457926	0.963054207442503	0.738330016118429	0.125274914628508	0.724879100531903	0.187385478721422	0.246313259879307	0.644652134031821	0.804216999334596	0.260096136796871	0.269066941045857
