""	IL6R	TREM2	PLAUR	LRP1	SORL1	ITGAX	PTPRC	CD74	C3AR1	CD4	CD81	ABCA1	TMIGD3	PLXDC2	VSIR	ITGAM	C5AR2	HAVCR2	ITGAV	RHBDF2	GPNMB	AXL	TLR4	ADRB2	SLC1A5	C5AR1	TNFRSF1A	ITGB2	PTGER4	ADORA3	LAIR1	CXCR4	TNFRSF1B	LILRB1	HLA.DPB1	ALOX5	SORT1	ADCY7	SPN	FPR1	CD46	TSPAN14	INSR	ITGB1	LPP	TNFRSF13C	LILRA4	UNC5B	P2RY12	CD44	TLR2	TLR7	TREM1	ENG	MERTK	TFRC	KCNQ3	PLXNB2	PILRA	CANX	CD47	SIRPA	APLP2	CD9	C1QBP	CD69	PTPRA	RXRA
CD44	0.651665117146449	0.68051865142375	0.759627096727053	0.760999280206166	0.592506687907086	0.633441072222352	0.627448210011127	0.665105420673614	0.582591071217397	0.422758097743436	0.708529831428409	0.634756931318539	0.407518052538237	0.729517624082756	0.44755505180061	0.36052583582501	0.282193017362948	0.557693279549526	0.67378966714353	0.5052840902908	0.672270197322903	0.668753569321132	0.388841904864715	0.36119423470229	0.651628339180809	0.719575160776691	0.459582719224155	0.705623767025522	0.631043776361386	0.250499274176622	0.606644154747445	0.539240972097846	0.630223973464534	0.457078905057249	0.621216082084844	0.554346433352397	0.514926453721721	0.322480250561362	0.553389503120332	0.538409159832583	0.642711520306136	0.65349982688014	0.481588622750103	0.682171144572613	0.504393304380078	0.19445570035108	0.595045650439292	0.698747166600639	0.471751384646499	1	0.44954804203957	0.611176324115837	0.465233291737984	0.225849362567488	0.467908719514277	0.617074076198671	0.429535805010303	0.429655571647949	0.609785215621405	0.58794207352049	0.67553055418347	0.587135936533582	0.724862825581325	0.599398941538738	0.575623490444692	0.494391869196693	0.434952429742669	0.485476266501762
TLR2	0.564840079647358	0.402619396447906	0.520419973438043	0.52937256020317	0.60349542882626	0.481194374852551	0.642095978379018	0.570686148347359	0.556083340549198	0.40597645432772	0.48878115368167	0.496639005868027	0.5202324603096	0.625590377744318	0.554730411877844	0.505804791155412	0.298508087667435	0.635296508393384	0.477844288700174	0.613785562472941	0.388577099695495	0.507133159652035	0.270897259423153	0.408577803800295	0.53940189995834	0.578908225397638	0.402511433211608	0.422746908967396	0.527454039746871	0.624487527168216	0.681726186574817	0.547886150789335	0.502549285997796	0.451109992586476	0.471902455087386	0.270135334348178	0.473260993571356	0.545121663396068	0.44795974644543	0.460745654312556	0.293936488963975	0.636781574243309	0.500632792062963	0.512129445596567	0.616223134006222	0.322713069019087	0.352866929033508	0.575606198924661	0.447102265078037	0.44954804203957	1	0.59557239211234	0.429671732310233	0.308459017394128	0.463043615685089	0.385568317912329	0.39149877725806	0.37357887621132	0.480641920498812	0.376625099185089	0.511054119106794	0.346362914423988	0.616640529324139	0.216694935520885	0.352826407636481	0.698134320828233	0.42291806928421	0.358527486246539
TLR7	0.670928002938488	0.672060005963027	0.744620020581668	0.785626491693605	0.760148441287421	0.718061397513431	0.801389753739113	0.801976802442449	0.684488848634046	0.587381393443929	0.751586551603289	0.73783797505583	0.554536613680173	0.830564416574544	0.65760391075037	0.52118313682836	0.401276236153829	0.711114256790405	0.685930018704253	0.685710060952171	0.639475897038914	0.711147936988022	0.550485333127068	0.56494068809235	0.709524767803879	0.728794893884735	0.590717466341319	0.684686800193208	0.682178795912965	0.532672670162237	0.735146064109256	0.755525680648742	0.652195347889944	0.615494349096846	0.708748676105276	0.538782820954574	0.545612278877626	0.538128391828023	0.663697304610795	0.638460032693267	0.454683621725626	0.788262580954981	0.537618100670327	0.723570391267137	0.726371454210497	0.362307026998509	0.653530474756933	0.636035518225834	0.526681060801399	0.611176324115837	0.59557239211234	1	0.548373110259897	0.384005326675119	0.59743305239635	0.554112776143339	0.604348850704238	0.530396275470332	0.631710039487462	0.638923003518173	0.641306870233897	0.54202949413137	0.760803291273956	0.495050068423146	0.580513236249905	0.693764745439234	0.60106481061515	0.550085027587462
TREM1	0.438107991723174	0.442953073154826	0.559192997154012	0.616878162943958	0.611379357359787	0.57181248048015	0.458548190629162	0.590434830003199	0.445713847893657	0.367557962402336	0.498845651771879	0.404747323371203	0.540203532072779	0.640348125231608	0.425482465440629	0.316763830364753	0.45668216955737	0.582165377947488	0.688844815375697	0.55909864049061	0.430797322343108	0.452666520139474	0.238853347042069	0.270316383982955	0.461914399050515	0.595760162972372	0.482172523348289	0.463346082504418	0.535226851210026	0.506223725236301	0.5515500455845	0.670746521847859	0.659656622752062	0.410428661428592	0.48757800725293	0.489178249598112	0.48451887888533	0.474618007068378	0.514810546667686	0.492243325817577	0.440975519534899	0.607834280668629	0.445905346966043	0.524627852505394	0.541233932416143	0.155391096099431	0.386685916737423	0.592418850574274	0.491056328506796	0.465233291737984	0.429671732310233	0.548373110259897	1	0.39941375318408	0.401624619544065	0.499786723317367	0.562523479172398	0.372150349542609	0.395522434276149	0.397475858197683	0.35541143073047	0.380374501644171	0.601080319721048	0.368477054254371	0.315298449283103	0.49001764796465	0.317269355194089	0.297405869110552
ENG	0.271971196724444	0.265559214915641	0.353657022908719	0.394320369728459	0.554418758089268	0.289486868057062	0.495955690871567	0.505872539377699	0.425555742947059	0.335521862783908	0.379412163531268	0.363896009972296	0.432545865500169	0.489543794152487	0.551194890991512	0.47385101442923	0.387833970276932	0.362366458488857	0.420983279671097	0.663876444219578	0.275767200850055	0.4284471458559	0.376864685853326	0.36426704784636	0.470753726669735	0.474766329075732	0.490557078493728	0.334289676159046	0.302497752024732	0.42857564851817	0.399342676114103	0.603134256332329	0.464999444448418	0.38489012877974	0.40688419450947	0.472112312255182	0.503437549058225	0.388994371122612	0.407178232659644	0.52998264226364	0.386887953836233	0.472428242019577	0.40678998857045	0.379323660722823	0.496832192298572	0.357653347208897	0.278295392032878	0.315861599977903	0.413664524998358	0.225849362567488	0.308459017394128	0.384005326675119	0.39941375318408	1	0.522265811363258	0.337900617522361	0.408198684373874	0.343568022605437	0.379542124797949	0.365528780806516	0.239617747496162	0.364464532986379	0.448705928694111	0.203261536582492	0.22415812559289	0.407219763767867	0.329123110993939	0.407694557369246
MERTK	0.569599725408269	0.529865445119828	0.624469209247821	0.608537527186374	0.692977167398217	0.481991744950385	0.603345085921134	0.701092262563578	0.554262651074586	0.501404437935391	0.648311995985203	0.637165554231888	0.589632177317302	0.615239333453015	0.674067344708036	0.521874016941291	0.393197561213349	0.493491902363826	0.528302614074407	0.697580921432246	0.53265499458458	0.626468075006184	0.489273679864903	0.443915834114815	0.637041113994111	0.582727984588565	0.655614553377938	0.556777634243701	0.444432991667918	0.463216838565026	0.636986714398494	0.655663658818636	0.597775298644947	0.517477978801154	0.625522677503208	0.515759993643038	0.561207855704314	0.408651409699817	0.473612012776164	0.647167082516038	0.448199315642186	0.662457060467599	0.37300128121432	0.569317141329941	0.579072655095728	0.453444447965663	0.498564610177162	0.515403883203874	0.475089802114965	0.467908719514277	0.463043615685089	0.59743305239635	0.401624619544065	0.522265811363258	1	0.504176873151482	0.490039970422266	0.565649197997193	0.591954276680525	0.556158260119134	0.4985698507197	0.559124220869798	0.624222732165311	0.389176409020575	0.505035168404184	0.56547464875955	0.484397145451944	0.576986887339373
TFRC	0.540352285979269	0.555374020451748	0.663188007927673	0.674963252541557	0.616570326501455	0.634174589263627	0.559537295042538	0.642134017629032	0.529874731582425	0.435084357971118	0.684100492285585	0.544739907154034	0.512260360846788	0.700723056772534	0.47292043092305	0.246899804753996	0.44709183815492	0.57992122713483	0.658214636898393	0.505738077936863	0.608868948974733	0.648855942861224	0.319889453685573	0.251599547917932	0.584099570244151	0.663221390208608	0.494312263813413	0.556299869993872	0.607083767137698	0.334488856227519	0.570016287704866	0.641274266302801	0.553608377569956	0.488648451321225	0.585709463817459	0.512033849247306	0.468492147954028	0.390115146911895	0.512856166555665	0.571932601016992	0.564432526825829	0.644931175306012	0.56031451839061	0.616053770707515	0.630964375424716	0.397859143953296	0.490415549699822	0.633092787934271	0.507434674669251	0.617074076198671	0.385568317912329	0.554112776143339	0.499786723317367	0.337900617522361	0.504176873151482	1	0.384215908473962	0.564498870547338	0.479335933054826	0.547178253749632	0.538825623429886	0.443794123235984	0.685383517805611	0.556876921207144	0.585130242178973	0.473305383614632	0.538980436181324	0.458855754770446
KCNQ3	0.479884763491849	0.548098779294478	0.515414774505851	0.640887652111687	0.639783583555406	0.601713097679144	0.619410832500717	0.637584601870147	0.619187730274137	0.465203870611455	0.547862048601369	0.531065123610054	0.487579102718072	0.676928899609414	0.595493064950473	0.339869401884263	0.409040030578514	0.624573883315465	0.596856832843527	0.637863015934429	0.506347920854279	0.524984814743448	0.334604347248525	0.416234050702942	0.509638852520875	0.568600789404538	0.54339055833719	0.542958176915884	0.547411674802802	0.532339177201401	0.55511669625614	0.690221166237509	0.548581847180217	0.500465852022351	0.500069898300469	0.455183433266288	0.459350747771926	0.430411630511282	0.507825469852227	0.550458134622725	0.394676481594984	0.61756713228903	0.443821627314331	0.644774164370122	0.604925366856316	0.256038540400472	0.461650340215965	0.551174431989117	0.404128107548735	0.429535805010303	0.39149877725806	0.604348850704238	0.562523479172398	0.408198684373874	0.490039970422266	0.384215908473962	1	0.383450441438562	0.439370460874115	0.512935495319705	0.441425001016407	0.45777227476692	0.563369403345921	0.48263023992693	0.385769869596122	0.606456251593391	0.518044004295313	0.419863433837707
PLXNB2	0.430100748685371	0.52682139959315	0.59498697574436	0.53916643347318	0.577739363687452	0.508434552897985	0.510866338568483	0.615522804340497	0.50802308522081	0.428495802987821	0.614113845060945	0.57523176421531	0.485278694196649	0.616046574809043	0.473706239799281	0.436818950326905	0.407698966401011	0.524780275971338	0.522405814622362	0.514990233433221	0.502624927032568	0.584674513729018	0.383880860530259	0.367369760680533	0.534766806795585	0.504127319340598	0.484362909897858	0.522531026288954	0.520581166367221	0.406797090792998	0.546941931591524	0.581328472686987	0.520895648016854	0.364833176871703	0.559874641704385	0.424760516360397	0.495428567799531	0.400467371712931	0.433647824540314	0.466314750814857	0.439105238492565	0.569571592765252	0.419747846797979	0.521245035813697	0.504725806237391	0.445858204611188	0.498014528517621	0.514769801437403	0.510102617575777	0.429655571647949	0.37357887621132	0.530396275470332	0.372150349542609	0.343568022605437	0.565649197997193	0.564498870547338	0.383450441438562	1	0.480809244220753	0.492695378366658	0.465603910129848	0.44832551381112	0.577698020082877	0.434943313031396	0.499097974711977	0.468350251141754	0.502034585165438	0.481247602646553
PILRA	0.632369466870263	0.813047643484421	0.665212677316618	0.711089963086181	0.783339402261648	0.619041693792247	0.66925888146259	0.847030422619602	0.637363822099738	0.679036431274841	0.847259053657225	0.698490822248459	0.756248927149672	0.708710846956732	0.74272917612162	0.503695860141694	0.338497762364867	0.49645492124444	0.570404015968665	0.600590311813935	0.761169957243384	0.844761952477833	0.537582658937162	0.560713526941266	0.754360112759571	0.730371158652828	0.689720542058152	0.861544847656123	0.581530142480396	0.378762470906716	0.735675847670517	0.683488548686594	0.686871763190716	0.731847048107671	0.903657840245367	0.432132808367863	0.774448586145959	0.359284834087356	0.653877944529202	0.768598280805289	0.441256905864317	0.752898545146453	0.419116594047147	0.746077478946252	0.528349264120532	0.471966518397369	0.807359971411299	0.638650194324946	0.673598267680196	0.609785215621405	0.480641920498812	0.631710039487462	0.395522434276149	0.379542124797949	0.591954276680525	0.479335933054826	0.439370460874115	0.480809244220753	1	0.824260215012706	0.669456489338972	0.662878043486781	0.726537605683384	0.445851250993338	0.71384311531286	0.475822937247325	0.62033137625748	0.618448458940268
CANX	0.588738124273004	0.896914132676545	0.668263737678465	0.738935029484962	0.795488834778779	0.712074660110055	0.694593528278356	0.88157613170342	0.679766437600696	0.746780686628192	0.91559601772491	0.760513154630788	0.701569021759427	0.741960374729458	0.728105496803425	0.52382939245334	0.404927360044583	0.570145226299413	0.593192757089599	0.575417577600218	0.858926319241503	0.878515683944564	0.555138802432299	0.495535921739009	0.773256609759104	0.746193514011215	0.698316608220701	0.88577983531466	0.649407740802071	0.280637334174472	0.703790690683444	0.722094800771608	0.612732553406173	0.725957564745838	0.905136557265928	0.446393497830761	0.796132718522543	0.376697535119365	0.67855661403515	0.737300935575492	0.433695485241178	0.724187321645762	0.477662529891841	0.834281213451554	0.541326828937257	0.473506227084162	0.881092014117713	0.636936373348895	0.689772292908391	0.58794207352049	0.376625099185089	0.638923003518173	0.397475858197683	0.365528780806516	0.556158260119134	0.547178253749632	0.512935495319705	0.492695378366658	0.824260215012706	1	0.694349306725709	0.659472603958294	0.739841319670291	0.662797232004385	0.826320286342057	0.378508355164036	0.680689035751889	0.682497158164707
CD47	0.632492387156207	0.70962416170153	0.678972055086057	0.679122468967519	0.694307042846543	0.655321777191441	0.69596030848453	0.741771409121105	0.642076011001151	0.557508073328972	0.755407950020746	0.658414654988748	0.552317680695921	0.748203759691322	0.643464148947801	0.380938680200665	0.372708937428584	0.594448715233277	0.621809885294403	0.567584943164566	0.685981945799984	0.75525407453387	0.436409114832347	0.452593539280998	0.718940953003669	0.742321740961349	0.51670757428942	0.72898804091043	0.651289073681962	0.356968549791155	0.726771035386955	0.639602304964257	0.552197326742886	0.585072104237345	0.720809658025294	0.411245235942448	0.595174224404905	0.408604165820461	0.537181987453872	0.63637546137081	0.449055762400702	0.695099140339629	0.540268467359719	0.728446552115666	0.550685170926575	0.455471038288789	0.642157566681563	0.673008063672036	0.534874854322292	0.67553055418347	0.511054119106794	0.641306870233897	0.35541143073047	0.239617747496162	0.4985698507197	0.538825623429886	0.441425001016407	0.465603910129848	0.669456489338972	0.694349306725709	1	0.50891893039072	0.725683949067347	0.568563839976442	0.672310730243258	0.49418294975709	0.592616388470357	0.567762444077966
SIRPA	0.533841442765907	0.73496859799358	0.552194719305695	0.606917421939789	0.718693688035294	0.545046641405739	0.584982565426765	0.729197507887888	0.538744510625426	0.577582035882037	0.702117708037761	0.659101409953095	0.568696143001704	0.656728352420398	0.583416112189508	0.517352645838361	0.297404922179755	0.479007211598078	0.535974941926572	0.570665274521506	0.640374984771541	0.738596572238801	0.497310203391827	0.432007575588203	0.636171945000294	0.640449484325774	0.627434527590502	0.735798750432537	0.547973012790359	0.324524491718725	0.612327833521258	0.615184220995234	0.632626002459119	0.504472364885192	0.700204540536006	0.551484864968395	0.635697421334477	0.341613103668346	0.572822082575927	0.558623893457532	0.360742152450009	0.5457610969769	0.38136839999333	0.608104868177733	0.453071927780969	0.306671823662709	0.67769645693268	0.599972543605314	0.609010692524775	0.587135936533582	0.346362914423988	0.54202949413137	0.380374501644171	0.364464532986379	0.559124220869798	0.443794123235984	0.45777227476692	0.44832551381112	0.662878043486781	0.659472603958294	0.50891893039072	1	0.650931297019641	0.558929098913583	0.577765553535924	0.457681337065567	0.453296137113744	0.579509980889053
APLP2	0.731852741589782	0.773157794463616	0.833782374291168	0.824185559565567	0.848186106248438	0.74516794416968	0.7836945928949	0.877467317596356	0.747837155263204	0.613344910792659	0.847349546602136	0.74595094512061	0.688561575049846	0.883623612420011	0.714326057655785	0.527972208685205	0.460482479682386	0.697973370536429	0.748662571746129	0.72587003518294	0.739168171908674	0.829929125192109	0.535226369368987	0.46311425699244	0.834052172960302	0.87245161519999	0.658575556900232	0.776264156441065	0.773802805623327	0.507105453256089	0.78650854864842	0.82796773934649	0.69723340631777	0.642005893032676	0.818390880489575	0.571326656222615	0.715183289503991	0.527217765737537	0.68538318874975	0.744438384602626	0.546340972958627	0.834177303478192	0.626741402365189	0.821539883533708	0.721620387873139	0.448684180294638	0.714631298352626	0.803914653301	0.676942280080444	0.724862825581325	0.616640529324139	0.760803291273956	0.601080319721048	0.448705928694111	0.624222732165311	0.685383517805611	0.563369403345921	0.577698020082877	0.726537605683384	0.739841319670291	0.725683949067347	0.650931297019641	1	0.583764156452625	0.712149350523886	0.668716646976472	0.695360162752106	0.654261549557275
CD9	0.433938637295975	0.702093156850383	0.536091702718801	0.596232225871932	0.526772330413989	0.551948317867679	0.491443403644276	0.604923649657667	0.563236315161466	0.422707297420635	0.664472223105307	0.634475722852081	0.377661094027348	0.620452802092636	0.41779458462929	0.315337479758324	0.35255852104992	0.532840768561805	0.579872021320675	0.43957488353866	0.675629236958457	0.602556625000108	0.341736475938655	0.212236234389302	0.52088083513423	0.59433283129203	0.444054899215425	0.637863920446415	0.572507776146761	0.202391644271179	0.478952268521008	0.558662768200735	0.441836792660564	0.397507894320464	0.556525498677784	0.49238424632487	0.488540185238962	0.216081750101485	0.470098630926677	0.447077816194705	0.393349372440452	0.509428920594445	0.411261562868514	0.637212408079789	0.466834241419573	0.143781626687	0.577622749163702	0.611282482361994	0.502927878051335	0.599398941538738	0.216694935520885	0.495050068423146	0.368477054254371	0.203261536582492	0.389176409020575	0.556876921207144	0.48263023992693	0.434943313031396	0.445851250993338	0.662797232004385	0.568563839976442	0.558929098913583	0.583764156452625	1	0.636817822657435	0.32918989034217	0.554211315267507	0.529321357028831
C1QBP	0.596949984617603	0.810507614311737	0.659453385209009	0.682287869270589	0.667940411722171	0.64892459985977	0.581775973679901	0.762947023637245	0.58500668083807	0.597867801527226	0.849680308122356	0.684388055780748	0.606257613675524	0.664920002069977	0.619720590204966	0.376414835506167	0.25489917567915	0.520216427793438	0.54535137087456	0.440713212868021	0.73801135696002	0.797965145262754	0.556135127052802	0.364630252057517	0.665651207688597	0.64486122727683	0.595945803607345	0.767431249977825	0.650473292595563	0.186840934861016	0.623035255918048	0.585767677303525	0.45691376965861	0.581476313977221	0.822146742729033	0.375960559861523	0.61858158356857	0.249328969780432	0.619650722106585	0.64027022109092	0.338760761964754	0.668114629653927	0.375683836233429	0.746142462552899	0.475088497149447	0.45739553740553	0.778552714616991	0.592577222032994	0.601947409488735	0.575623490444692	0.352826407636481	0.580513236249905	0.315298449283103	0.22415812559289	0.505035168404184	0.585130242178973	0.385769869596122	0.499097974711977	0.71384311531286	0.826320286342057	0.672310730243258	0.577765553535924	0.712149350523886	0.636817822657435	1	0.386832424438505	0.674734213967854	0.629762710587769
CD69	0.642692555681142	0.414571273587569	0.549580865110722	0.597233514826538	0.641890514610767	0.474118518075298	0.680244348585623	0.628641494838847	0.599330459916662	0.410943900460226	0.519975475509573	0.532284797202962	0.50605282095414	0.705080009756895	0.630293655877076	0.52137942861625	0.329919187967692	0.693361426748161	0.53573928550069	0.71256163293705	0.380544261077176	0.517355540583933	0.312281633176884	0.448804405846265	0.511468457175646	0.590417546238242	0.527001808358962	0.46141714388159	0.609530003509156	0.720400357037272	0.660068778646125	0.688470614642585	0.56899372143206	0.445678871942183	0.506428378495332	0.458820655427936	0.447209820980449	0.599618226200932	0.499323564787134	0.484642645723157	0.4024121611642	0.688041067010992	0.453498706388616	0.567797722051491	0.713544250314722	0.327656021588532	0.349771897431227	0.634554601396958	0.436912194481117	0.494391869196693	0.698134320828233	0.693764745439234	0.49001764796465	0.407219763767867	0.56547464875955	0.473305383614632	0.606456251593391	0.468350251141754	0.475822937247325	0.378508355164036	0.49418294975709	0.457681337065567	0.668716646976472	0.32918989034217	0.386832424438505	1	0.541867103791495	0.351566796618925
PTPRA	0.506490537922066	0.660862780111673	0.593825011915848	0.59494152534794	0.630601871212038	0.588298803450001	0.555337312769575	0.704800806134594	0.593082075427589	0.5060408206947	0.729690731031787	0.620090394396323	0.608894750856963	0.683030885992237	0.670628359401552	0.289238045663072	0.356198932538777	0.624061712177683	0.538803077751387	0.542607086684511	0.616406440166358	0.686079646956425	0.479951748996892	0.369414576478907	0.601508113784063	0.666963435212798	0.578997289157178	0.601535978617213	0.715340012021341	0.445344978742462	0.647977308716909	0.694582644011034	0.461536313223284	0.595521878403539	0.709008729637593	0.376126583441877	0.563688294009817	0.33010941912834	0.481260307072628	0.588667572317194	0.270296218252121	0.730278417432812	0.393478889762164	0.678880407038391	0.575164203234871	0.487058196128507	0.607509532244578	0.59465164181986	0.552178666992004	0.434952429742669	0.42291806928421	0.60106481061515	0.317269355194089	0.329123110993939	0.484397145451944	0.538980436181324	0.518044004295313	0.502034585165438	0.62033137625748	0.680689035751889	0.592616388470357	0.453296137113744	0.695360162752106	0.554211315267507	0.674734213967854	0.541867103791495	1	0.504458422385989
RXRA	0.452479193763504	0.634042871668849	0.546636848168682	0.565194644272619	0.665365984573717	0.508576755103563	0.645532665923544	0.678448382832966	0.520118905261259	0.52054643795035	0.695963635777346	0.677507998530329	0.541179630993059	0.589813529300556	0.592016839654364	0.399400924321226	0.387995831401463	0.473513063767934	0.51662484440084	0.555297985971765	0.624535830236781	0.713226157022618	0.430866327312505	0.495117439480225	0.661949940295631	0.585590545229447	0.615994444902247	0.65848393496814	0.454383115971303	0.291960794483448	0.529347826333389	0.600647549413894	0.502027642558417	0.555452398836265	0.653883582885451	0.330649654694034	0.594236221839462	0.377823346447887	0.554344054105013	0.60672812933051	0.368974095270791	0.563208575604771	0.40652648637294	0.652902028042543	0.459973832320608	0.32085989751617	0.635020396612886	0.464737700619657	0.502352550794042	0.485476266501762	0.358527486246539	0.550085027587462	0.297405869110552	0.407694557369246	0.576986887339373	0.458855754770446	0.419863433837707	0.481247602646553	0.618448458940268	0.682497158164707	0.567762444077966	0.579509980889053	0.654261549557275	0.529321357028831	0.629762710587769	0.351566796618925	0.504458422385989	1
