""	TLR2	CD74	TLR1	ITGB2	SORL1	ACTR2	PLXNB2	TREM1	KCNQ1	ITGB1	KCNQ3	TLR4	ENG	CD163	VSIR	PILRA	PLAUR	PTPRC	APLP2	CD46	ITGAM	HAVCR2	ADCY7	SIRPA	RHBDF2	SIGLEC10	C5AR1	TGFBR2	LAMP1	CXCR4	TREM2	FPR1	CSF2RA	SELL	TLR7	LRP10	NCSTN	ADORA3	ADGRG5	LILRB1	NRP2	TSPAN15	CD93	CSF3R	ADRB2	NCL	ITGA4	P2RY12	INSR	RPSA	LILRB2	STX4	AXL	RXRA	NRP1	EPHB6	ABCA1	LRP1	PECAM1	GPNMB	CD81	ITGAV	CMKLR1	CD69	TSPAN14	TNFRSF14	ITGA5	ITGB5	ITGA6	SORT1	LILRA1	PLXNA1	FAS	BMPR2	CD47	CD44	IL6R	MERTK	ACVR1B	STAB1	NOTCH2	ERAP1	RACK1	NOTCH1	CCRL2	CD33	DIP2A	CD63	STX3	MILR1	TNFRSF1B	TNFRSF21	LRP8	SCARB1	UNC5B	LILRA4	PLD2	TLR6	JMJD6	TRADD	CD226	PTPRA	MCFD2	AMFR	ATP5F1B	RYR1	APP	CD99L2	IGF2R	CLEC2D	ANTXR1	TNFRSF1A	PTPRZ1	CCR5	CADM1	TFRC	SDC3	SMAP1	EGFR	TMIGD3	CD4	CANX	SLC16A1	PTGER4	C3AR1	ITGAX	CCR1	C1QBP
TLR2	1	0.913694867780871	0.90713946620402	0.939834761407243	0.842941399353948	0.946210680985932	0.825938204607391	0.829382418067018	0.862528555830019	0.876016651081559	0.910696319835737	0.87820021815323	0.841219038448895	0.806774519819213	0.878653964804043	0.923524512961031	0.762989680684155	0.954892681220659	0.877509595464937	0.907487621704107	0.914041490762361	0.95120777145768	0.84993498783172	0.94632206841063	0.918529717170313	0.882939366490697	0.893715749518003	0.934335462822517	0.903210146133227	0.650443524726565	0.913170334661402	0.952626319607801	0.87109457499667	0.676195283424897	0.887041065055984	0.843288260031648	0.861145406839922	0.829625410221321	0.414889979114414	0.891903596598358	0.80480179095068	0.844534677010164	0.845540230628196	0.860167906891148	0.836899332701128	0.93968167373037	0.833017545786	0.687896713156542	0.554665724668422	0.923450048950556	0.860621559186951	0.939017260995878	0.824214774327049	0.847355752599432	0.749095405212202	0.622774158184332	0.69367080362358	0.870530147304878	0.771221127585912	0.384772964510657	0.927366858261763	0.89484698292246	0.815694623140095	0.765072534382	0.865797410736805	0.806477699285191	0.868380904341946	0.854106806880095	0.816555926872296	0.877136665181305	0.783269876745985	0.789788346300991	0.829721477810083	0.84245236381914	0.846944085633309	0.465223526278634	0.835024131478482	0.867330010767558	0.8590390714955	0.848736865207179	0.77811655738988	0.838051023535798	0.928746930842503	0.681622665769107	0.794743104196747	0.859691677661992	0.753220971314766	0.847937934427677	0.79930379414982	0.826004941148552	0.901764949937228	0.711954640370066	0.714396711387828	0.830799680480122	0.842504279207897	0.495974801710853	0.839369188392744	0.812902184788026	0.926527091000886	0.858380800692799	0.873891791645944	0.812360704278071	0.902096376844233	0.834938781913406	0.90706333035504	0.666115404347416	0.630766003345993	0.797031382851209	0.843216885583446	0.628405268068053	0.785472256154236	0.892003959423775	0.53902550045088	0.790176886213827	0.860736089747059	0.884119966394362	0.698343555079065	0.863325893276472	0.545853507320915	0.78886457603614	0.945801951227547	0.894132699023459	0.67229161249781	0.923274874613592	0.935565904438434	0.932085716272467	0.87183475083251	0.89412999511328
CD74	0.913694867780871	1	0.915990311044112	0.864967566463539	0.91922776729593	0.916767770417867	0.855163195522505	0.653227889470521	0.853344836733691	0.761055524815397	0.93001773680956	0.843609041508092	0.775716076834874	0.71526216356516	0.959434422780439	0.832833630087445	0.531880389472515	0.966806659554522	0.776522986297773	0.896767866989931	0.870231328857719	0.934344805299416	0.920233548185409	0.901660038195598	0.94565105805411	0.942612578168277	0.771385425005015	0.92719871779529	0.788184377825197	0.713684138603928	0.892794342286119	0.922154233117039	0.923525717382987	0.845217704542776	0.943644654838896	0.829287242367409	0.849675343778289	0.938780184529967	0.583451587705678	0.911234360203658	0.644776574539811	0.812072195337163	0.766909460288743	0.917626446934746	0.774026016369852	0.92351463311374	0.737320957021784	0.770289081197105	0.619899136749383	0.911330404224351	0.854344075168236	0.885274288095819	0.917279803258599	0.713860347392072	0.584184142240404	0.761558852028737	0.450616728132681	0.808052925551398	0.835031576540631	0.0925346909564489	0.962175958054997	0.867700530035965	0.88048190506134	0.771889417537742	0.905080070051313	0.678726465318609	0.720264607568031	0.764585887889922	0.80068024153046	0.892978171271566	0.874225987804087	0.843886580274839	0.778789846889801	0.868244818442944	0.877082924677884	0.198267049109652	0.703635976460045	0.87406378641577	0.794786582601582	0.776884021613517	0.759690654497163	0.893177599150772	0.929986191641954	0.725958581955264	0.685597784435937	0.913764404677224	0.781888778660318	0.718122168942615	0.796818576057244	0.872513581482576	0.767074820474137	0.619771710069008	0.740429264410675	0.810059197859863	0.90889584927167	0.481972478583694	0.804421726072648	0.890332249069082	0.819735501422761	0.786110650890955	0.876679953204232	0.789616754495279	0.837350596765878	0.828876448003788	0.90504085147852	0.747638367451726	0.614697646331389	0.818261564375272	0.717792554515397	0.7116887951179	0.772174111492588	0.92363762828593	0.512985595843818	0.730677688214795	0.842929342310548	0.781961736177973	0.649086709475763	0.768274959135966	0.541175293597832	0.654324629847951	0.955993979563332	0.805763279424997	0.640480854652451	0.818348663559655	0.918720352550622	0.820539028549179	0.747034687629305	0.913396317585331
TLR1	0.90713946620402	0.915990311044112	1	0.940784479486999	0.804552033057079	0.9677918988636	0.807670797094942	0.680946312285067	0.868483514626755	0.829767412916571	0.8883570752449	0.882426117604844	0.881784464406389	0.864679021224756	0.888497127622631	0.856514476620362	0.561535172537728	0.957376957578518	0.890052861898683	0.901146671071555	0.885657175933581	0.959674647760812	0.837012023538478	0.915858127354122	0.909537886936701	0.930724157500335	0.711843929018817	0.942310021175583	0.86970996764895	0.457576855752551	0.907775975033893	0.948744828526513	0.796189251340467	0.746912674413355	0.884396706076425	0.857980414110507	0.844725379883423	0.878156642149005	0.406849474106278	0.955681568624513	0.633341181595792	0.868760323742137	0.87057424494753	0.802471859034721	0.788768077728883	0.946784757510956	0.874435743914202	0.704023748854713	0.529932395737651	0.953340750246181	0.904099468172025	0.842397521715014	0.759680390146606	0.800487923475813	0.775208148547029	0.73244718949049	0.575406377046575	0.85962533568805	0.747544714414006	0.287247684791677	0.939698729785004	0.899388646532301	0.825058975394393	0.582867205548249	0.818716008247893	0.73536376146687	0.780144000647349	0.82833808935864	0.855003809115276	0.837225557507381	0.773834728430849	0.730406270052733	0.814131098849872	0.801132478662607	0.863643651674244	0.377324846856353	0.758281152141461	0.913805961878739	0.835341806950073	0.897959606056211	0.735250911221596	0.889615023785998	0.931762836366248	0.648744938700394	0.599079272874289	0.888042456139178	0.721715684894532	0.831220048535532	0.743838422968892	0.806114501199432	0.854839215537039	0.659809319653781	0.713312791023784	0.790947038724996	0.832009592085132	0.525583943698293	0.786060696841847	0.781968372928027	0.808144134885743	0.856231743470165	0.910220138485789	0.806310029714994	0.884719742693298	0.848145820942624	0.92043608531748	0.64280457650403	0.598107983459691	0.848013372121668	0.78262182626097	0.617691621300835	0.74699396746595	0.930946131560052	0.512893695367837	0.742868799606327	0.856142954183471	0.830937645845187	0.672443732874355	0.826308248123303	0.521292817958396	0.819287573391243	0.933448830259687	0.89293740752349	0.659140678160273	0.827032417542847	0.925463654378861	0.78434723151599	0.855498198141203	0.933438177532609
ITGB2	0.939834761407243	0.864967566463539	0.940784479486999	1	0.789034609710314	0.97574617394341	0.863134768910508	0.816559847598946	0.914484321852686	0.930196347428051	0.887336618784491	0.88508209936874	0.949916725200729	0.907772045122612	0.867696298871976	0.90435149283684	0.717154616201026	0.943478783336257	0.966372036890433	0.924539999091397	0.932204930528299	0.962564549804429	0.826048068124224	0.959391039443949	0.905790780110231	0.888023047415693	0.814782223709793	0.957265545250819	0.960246926404321	0.477093219462125	0.919062695886988	0.95639040496044	0.795854324856153	0.650282758026103	0.85502517985087	0.915052079774322	0.908301229824678	0.792714449841237	0.31010464782115	0.906318610483295	0.764527629411221	0.870199378142182	0.920329024306591	0.782063674570427	0.815211593317132	0.966105787928973	0.921578902565783	0.650501121715855	0.582425772283455	0.966429277436527	0.893481951452971	0.874196740319986	0.731142763905093	0.887493954274178	0.885257036690129	0.650432978117962	0.730174886140921	0.938437697442367	0.782168335905812	0.474743534895132	0.928340219006378	0.944908239864864	0.821280431887393	0.604897846762808	0.837757037229477	0.8203039898155	0.884268243814571	0.901230775803367	0.906689058627368	0.869576807905399	0.740321244511241	0.720314097651113	0.844747430505368	0.840213373955512	0.874730644451693	0.548161031169774	0.87119568186642	0.915554171330614	0.909077719924604	0.950056576765322	0.811492826251674	0.886581907063775	0.942214325663964	0.705488462891704	0.715151215581519	0.859405147199455	0.74747522246983	0.942512030648788	0.809618382741897	0.758640512368634	0.943890946082246	0.77652082961866	0.768743045804836	0.824716463273291	0.830748914643703	0.579492038146504	0.802740475348746	0.747083940385354	0.882253046728805	0.905879316215123	0.917602282274988	0.871667014359924	0.941181360011397	0.896900470122266	0.950310428838827	0.649499313862407	0.699990742526044	0.86107370084069	0.903874380251852	0.631285596969882	0.804224683853611	0.929747039776077	0.622756570143292	0.741364061627959	0.907321701901975	0.928737968719839	0.767449676819574	0.922227331088898	0.622263474762579	0.896107301393463	0.946767822897461	0.969036339871478	0.762342627636177	0.899492341273168	0.931866830311719	0.889061733583114	0.917802895483056	0.931356870274308
SORL1	0.842941399353948	0.91922776729593	0.804552033057079	0.789034609710314	1	0.839060873107544	0.884834791867757	0.583251846938195	0.83909199939159	0.708500410416062	0.938271866973516	0.812953636378287	0.722766477118041	0.559458753052001	0.936067148158698	0.766264676045309	0.471835139609674	0.906959664700036	0.685742373589293	0.865417481196033	0.850188284787685	0.872386969007872	0.949664394285758	0.851101605935229	0.942670034368539	0.892625800885304	0.724556773896025	0.893488270555767	0.730094978685692	0.743226716747017	0.82933419749794	0.847832413832645	0.952198799187279	0.776598260212006	0.942162281229951	0.820713653258862	0.849630121613719	0.896974632966412	0.629639866374395	0.797479357050551	0.681647753212625	0.773503834245927	0.655899085750034	0.95972540019095	0.797870698361429	0.854963136571561	0.595003120541378	0.852665132006416	0.699207621138325	0.82588504547197	0.735294115780128	0.837087712670781	0.94005624904494	0.662844704275876	0.485032547685844	0.715973413746535	0.385151292354286	0.820047736696658	0.869466088483849	0.00269074002948432	0.91403426633197	0.849173614266803	0.917589161076251	0.777236541562536	0.958731650628892	0.572085818505582	0.682747184739717	0.687002352473559	0.785847071625124	0.932437798587604	0.849520523490215	0.886738998203045	0.765014476286097	0.907914730114188	0.878788516653657	0.0993183508214841	0.67907853206843	0.82068902272115	0.78991508994588	0.683884562706376	0.767581916244085	0.851994971426833	0.859750357613258	0.807680281813148	0.672680065670073	0.898337307241372	0.85534030654358	0.648692761632525	0.773784762002607	0.871511535069415	0.678176849908684	0.635930414489323	0.821632702504679	0.771947164059023	0.935255140505673	0.586936555834729	0.798026547123809	0.942041080471296	0.763387727919917	0.696124936463855	0.817359539172608	0.806519716108354	0.775134134112156	0.774105368801726	0.860712523146258	0.865412973135246	0.683014433971997	0.811967022056706	0.71325691972138	0.823486262751862	0.780258100869364	0.893352340939974	0.589205962554995	0.587689712832008	0.750113533827253	0.750151927744563	0.664668224414601	0.726074757316136	0.626678414495969	0.612844047011871	0.913549187783288	0.738828317534568	0.701567829841842	0.725051686766966	0.870719429756247	0.849490244256899	0.630586384037939	0.855542938614835
ACTR2	0.946210680985932	0.916767770417867	0.9677918988636	0.97574617394341	0.839060873107544	1	0.858962176248311	0.770238929879719	0.921956254833166	0.893498884649316	0.917393127215937	0.903294269250087	0.924592468574805	0.869941245292367	0.906248726511903	0.890163693764711	0.652673388165872	0.97559011194018	0.927364340667341	0.935399695858218	0.938018571514032	0.978819328214368	0.868406427095381	0.961820471707108	0.936591989046669	0.93163510810251	0.789916244297211	0.974145890800824	0.922002787863599	0.523391323686835	0.941118171372687	0.97764625370164	0.842709889927366	0.731280525820301	0.900823786492697	0.901283330306646	0.900484291979939	0.86964804228137	0.384485527500813	0.949083991515301	0.715039528926	0.890422262409554	0.898303317112642	0.837758575152958	0.824680598915314	0.983702377344102	0.889688468652311	0.731746967058984	0.582911045838477	0.975249583644324	0.906197456153021	0.898308874770881	0.793332154873136	0.845499438581043	0.814357767420729	0.700481230243912	0.63613109004069	0.915687241691673	0.802985513074912	0.343820736181056	0.964160419811397	0.947207791880681	0.858895309067807	0.650798627907949	0.867732435650749	0.767878289465107	0.847849561014951	0.877527170100618	0.890124335351031	0.897001831185882	0.800063025119433	0.767916986983233	0.865735968607849	0.859475827444219	0.896528818427221	0.434078852466001	0.816880563816911	0.926260966309018	0.893376898599761	0.927080454295211	0.792649032293552	0.893024880773386	0.955642980694869	0.711915717362454	0.697613542415503	0.906375326980898	0.764332391410249	0.890084441405778	0.798751101268996	0.822576484765175	0.903109070654938	0.737029330879157	0.77033955345784	0.823774310742762	0.8593795645867	0.586109668301569	0.809078142549348	0.808590696922708	0.876474703307803	0.895703613245937	0.92796217346488	0.861563446042516	0.925229339429033	0.876300876934849	0.962254964319636	0.681668877775182	0.676615435730243	0.869358873470086	0.857328015559371	0.655593739166258	0.811884241205891	0.949345376715466	0.587601663646238	0.755202739504513	0.884337939367185	0.896866881593225	0.734505667728019	0.885562528063387	0.596238652261655	0.868223470333201	0.96655053383082	0.937454428746718	0.735308396764847	0.882501009671187	0.954090477177981	0.870185008256554	0.886899374381884	0.956176865046051
PLXNB2	0.825938204607391	0.855163195522505	0.807670797094942	0.863134768910508	0.884834791867757	0.858962176248311	1	0.668230353411396	0.880452076192888	0.848387929538305	0.895154468942327	0.818848812609642	0.854648705496133	0.700351628503531	0.914286512498217	0.791482639032639	0.57196496225784	0.879697792987719	0.82576330297465	0.909956208273773	0.878605559351461	0.866988516210126	0.904557034193911	0.863694980011242	0.904062276425284	0.85143153961388	0.739743360579998	0.899393092488724	0.845093733661052	0.598740703996786	0.802563908076719	0.845872844998731	0.85550134951599	0.732418757964025	0.869790214358645	0.93234830558821	0.934030273452161	0.783212881425411	0.494271017368486	0.776877975384548	0.719255391933367	0.747937589049429	0.79578707755704	0.834278760207246	0.785954930067376	0.900075195710697	0.721603460346824	0.690242259283679	0.814769143375644	0.881316090172587	0.792186623320779	0.791247754677732	0.804076648586771	0.754725179046804	0.689338931138286	0.687302449477839	0.550780194946687	0.921821425403031	0.922360744097044	0.237748644116417	0.89969820680359	0.901749908248217	0.895699210163046	0.642706534283947	0.925893891999157	0.708898266852749	0.766290529737871	0.808950469325424	0.908250517439111	0.928461943045127	0.805240082744306	0.808645408992923	0.765245389160004	0.92528361069548	0.934873535569773	0.343416397492541	0.804134007421409	0.85698747472356	0.87377046644208	0.79089207734557	0.874170949447919	0.89909476575563	0.895155227926892	0.858367493034556	0.716383231817637	0.838191386847423	0.824409994939785	0.817070013901058	0.803203256573046	0.727882675962088	0.786121689266563	0.806005955719676	0.899540798084081	0.797974754474221	0.921218595353836	0.575192716774818	0.788290662766144	0.815843117249155	0.765759817350114	0.779782116802467	0.865381878284903	0.913301416662748	0.856880481613048	0.865035400583324	0.922505190060208	0.82708031280891	0.84828250295814	0.894019417982168	0.836427575674464	0.831096275130216	0.855965849257752	0.922138957751979	0.773765360958729	0.565825644384139	0.865544835357465	0.858477272697505	0.829861565640608	0.859075378078462	0.7927712767312	0.698654538117715	0.910675650303972	0.871830277483732	0.851408292524207	0.764641938283155	0.845841745528653	0.847321678853838	0.744847934876694	0.899755218783671
TREM1	0.829382418067018	0.653227889470521	0.680946312285067	0.816559847598946	0.583251846938195	0.770238929879719	0.668230353411396	1	0.725228185004791	0.84094884259239	0.674830553879706	0.705132071107534	0.780509005751789	0.807491876606033	0.643565834492062	0.786875054757714	0.905322623474976	0.735700788730337	0.85317070779071	0.721747226227665	0.759276686679267	0.742732604027301	0.614059988459311	0.800804980702545	0.6855187219139	0.624315882182467	0.900922174238364	0.727833457769571	0.839440034750479	0.543752855991427	0.687491582821373	0.783407014834765	0.619567901511172	0.402631918730232	0.608047491894618	0.723137123418582	0.766570940323807	0.482260524391634	0.128093925192341	0.673485567991487	0.763443945717851	0.688574213666847	0.835130712247576	0.612767386323573	0.674569788445339	0.768955223765733	0.813011902874809	0.346918630313904	0.487038977483391	0.749334239841629	0.769619716829631	0.782145862147957	0.555951813428279	0.800220712535119	0.782664310017106	0.361670267601828	0.743639084742153	0.777729751032725	0.645396825077142	0.564735725628351	0.687139489429996	0.741312232617032	0.586608050234156	0.641389405910765	0.652161736067231	0.738529263551797	0.88382035304202	0.774378935075009	0.695018280706749	0.692257826363844	0.590542256924725	0.566923207625018	0.73707012385544	0.676509601837628	0.667541082617625	0.687993448830771	0.81213136180519	0.694070183791428	0.766556193698187	0.782212306435452	0.698879892327708	0.637056205574794	0.728164589104113	0.578933212136038	0.821728833530186	0.595961690919786	0.56459954598576	0.834603968363698	0.636711432013204	0.531519617435309	0.890064786152422	0.714647426873225	0.583761872318344	0.665937788306598	0.631511753638493	0.293584784674508	0.70292606545792	0.547836276970354	0.855046452647608	0.745736030967349	0.709541874067924	0.711174221386709	0.769655018813621	0.707880913527564	0.750184045105966	0.460009442039465	0.628534893517238	0.619646115958088	0.837504284775331	0.417399200409323	0.6899358094374	0.678635451874762	0.57395741626569	0.645680446253283	0.775262368183585	0.851412152809153	0.689731269803792	0.789792007491596	0.55941609733964	0.697310850810639	0.749567259498026	0.810236673156001	0.654352432444471	0.884270279450169	0.737385810197617	0.842922290925405	0.80029783213945	0.699296964025167
KCNQ1	0.862528555830019	0.853344836733691	0.868483514626755	0.914484321852686	0.83909199939159	0.921956254833166	0.880452076192888	0.725228185004791	1	0.849860617389697	0.888878085107529	0.836398046873147	0.88831205463878	0.783835850960111	0.890771911710606	0.832917740971163	0.606543003320973	0.912002825719862	0.863943796185678	0.900149170841874	0.886457788685599	0.905953488742247	0.86140228923513	0.892767963478485	0.8999432029169	0.89145093992854	0.750982920798515	0.92921954517006	0.87380463035358	0.544938647044779	0.870244810980549	0.905085041979173	0.823632907412771	0.680254577568748	0.876340046229744	0.906056136122917	0.905381352872365	0.805890083157312	0.36942030236613	0.844116913868072	0.720331690030196	0.812746087691171	0.831604049112364	0.817663941581139	0.767632164775426	0.912683110990931	0.791921068602247	0.729316203516904	0.651433182597825	0.90573331208025	0.841793126523497	0.827064894894139	0.769013079200307	0.785801349691044	0.751711340674137	0.668879482492049	0.587493962352075	0.905370989308843	0.832107447197511	0.29737696963977	0.91314002197314	0.912651654252159	0.877218829008264	0.644092926963197	0.873458657892957	0.699566926858587	0.789432991044611	0.843738378265089	0.877285789182613	0.879482739332951	0.788465148735214	0.747631745425494	0.832825206549442	0.848377902011466	0.879537546215986	0.379463605285245	0.784081467081423	0.889211599999186	0.85166744031031	0.87306780841664	0.802348058587564	0.866465972365852	0.895578624809194	0.773330194035149	0.696003440053593	0.856662048383909	0.79168136559621	0.843587764936132	0.774147233711502	0.768648183226599	0.827901755558759	0.747858320412242	0.796468352265738	0.794785427020353	0.852297872323959	0.635180069577975	0.771165610653663	0.779884427524286	0.825456529589609	0.821914641013578	0.881604592419784	0.859625748879292	0.868360534075924	0.849950158331139	0.925568644787994	0.744058437309949	0.723586189086851	0.848628058042931	0.83696132370256	0.727222663432572	0.795603844403657	0.921370003081437	0.637837165846379	0.599222439586406	0.847422088536022	0.861800358301222	0.759289508084219	0.860535389314505	0.653939237441749	0.818833493946395	0.918260847457617	0.883831707095249	0.761242928573203	0.817142859685756	0.901787917989555	0.848754236240161	0.809235617130456	0.906265012151808
ITGB1	0.876016651081559	0.761055524815397	0.829767412916571	0.930196347428051	0.708500410416062	0.893498884649316	0.848387929538305	0.84094884259239	0.849860617389697	1	0.822878396400836	0.823348656927145	0.90792964205199	0.857638007473503	0.782362642586027	0.886465169471928	0.758835061517709	0.850332569108482	0.951687799256297	0.906168166499276	0.872939634270281	0.862509258570657	0.752521978655391	0.906007393448135	0.821356522426575	0.757147874606573	0.817380454868416	0.890947197570619	0.962047896349084	0.457933991303127	0.797095820480137	0.851325334243781	0.720196784606034	0.54247153955433	0.748144207503606	0.91329429235779	0.897484983503607	0.651581457994845	0.251215516471252	0.776796935258165	0.77314647779899	0.766316674505456	0.898301614321186	0.695662633892199	0.782864244269132	0.911895143094083	0.890898760146745	0.492531676103907	0.699154133214329	0.908166305365749	0.818801038710629	0.831499565573804	0.670766801461674	0.909079072274069	0.89497790568565	0.532898508230261	0.830211375048264	0.938124144140164	0.813686736350195	0.611002641214695	0.834383837419566	0.893115477264482	0.74708605751063	0.543057564052585	0.794869523970141	0.879875856057666	0.920827333573258	0.895197005725805	0.904409512968777	0.846579365407924	0.668463222336973	0.704797871121357	0.787846674670852	0.856127459129128	0.863825417754602	0.680285874285562	0.928418823177627	0.821657171032085	0.896379972779068	0.876827520052697	0.882592339418139	0.821451100426528	0.889285017475889	0.751521032775163	0.725394134253019	0.737488967593487	0.768501215930257	0.971067907373879	0.791401451094239	0.618690497948078	0.942305392895216	0.905617265466032	0.758229744087596	0.827273939069297	0.775195912654814	0.4768565652595	0.791777739771496	0.676632716988871	0.854816482664865	0.876558760955389	0.820032171142175	0.909101006371296	0.944191354654891	0.893586216569259	0.916507004127093	0.618016140928521	0.822934633390961	0.827805264127145	0.955760910572187	0.648500908562712	0.866147303923278	0.849403571133505	0.76379965595884	0.703793554451886	0.927357405385087	0.935040784516496	0.871127059249199	0.968338040136903	0.747918313703238	0.797829199432633	0.863588624518504	0.972952129984092	0.839846160603726	0.865544237383602	0.8297401581161	0.882332389484869	0.884187182505557	0.846038487906194
