""	TLR2	CD74	TLR1	ITGB2	SORL1	ACTR2	PLXNB2	TREM1	KCNQ1	ITGB1	KCNQ3	TLR4	ENG	CD163	VSIR	PILRA	PLAUR	PTPRC	APLP2	CD46	ITGAM	HAVCR2	ADCY7	SIRPA	RHBDF2	SIGLEC10	C5AR1	TGFBR2	LAMP1	CXCR4	TREM2	FPR1	CSF2RA	SELL	TLR7	LRP10	NCSTN	ADORA3	ADGRG5	LILRB1	NRP2	TSPAN15	CD93	CSF3R	ADRB2	NCL	ITGA4	P2RY12	INSR	RPSA	LILRB2	STX4	AXL	RXRA	NRP1	EPHB6	ABCA1	LRP1	PECAM1	GPNMB	CD81	ITGAV	CMKLR1	CD69	TSPAN14	TNFRSF14	ITGA5	ITGB5	ITGA6	SORT1	LILRA1	PLXNA1	FAS	BMPR2	CD47	CD44	IL6R	MERTK	ACVR1B	STAB1	NOTCH2	ERAP1	RACK1	NOTCH1	CCRL2	CD33	DIP2A	CD63	STX3	MILR1	TNFRSF1B	TNFRSF21	LRP8	SCARB1	UNC5B	LILRA4	PLD2	TLR6	JMJD6	TRADD	CD226	PTPRA	MCFD2	AMFR	ATP5F1B	RYR1	APP	CD99L2	IGF2R	CLEC2D	ANTXR1	TNFRSF1A	PTPRZ1	CCR5	CADM1	TFRC	SDC3	SMAP1	EGFR	TMIGD3	CD4	CANX	SLC16A1	PTGER4	C3AR1	ITGAX	CCR1	C1QBP
NCSTN	0.861145406839922	0.849675343778289	0.844725379883423	0.908301229824678	0.849630121613719	0.900484291979939	0.934030273452161	0.766570940323807	0.905381352872365	0.897484983503607	0.882892992039919	0.844874211329471	0.904691572988856	0.789065276053203	0.892698528737216	0.819930036434836	0.64108558757649	0.89757036510986	0.886406292073298	0.934120312791607	0.872515035441931	0.88963454980316	0.870284978104032	0.902188656497582	0.894884778982495	0.855630475542583	0.778576350297225	0.921374556156324	0.899565607113717	0.560674791558309	0.833182122887621	0.887431516804535	0.822228415329314	0.661717016216185	0.866581196038787	0.934517141602696	1	0.765176891903429	0.347985261148542	0.823065350457053	0.74490277129344	0.826550871990857	0.867514685947953	0.817936922804775	0.78493939060715	0.92273144489698	0.810436430976313	0.667056105273451	0.787774477947592	0.908028412293323	0.842224602365769	0.824062259635691	0.780805839812633	0.814832213711806	0.768486434159097	0.624703931110957	0.604802961579873	0.946481286954138	0.915264424535412	0.312491613910195	0.905408492089059	0.932916722856184	0.86639242979746	0.64894589467481	0.899693848537654	0.728358440513322	0.840293953501952	0.856156960979365	0.931655066669885	0.924315889655644	0.788892430761201	0.806632417782116	0.834132137482272	0.91986356263855	0.919103587413216	0.413419578110302	0.824009215674617	0.888186009839545	0.898013749824446	0.865271791364469	0.88504889370944	0.880682797111926	0.901324170572217	0.867979416009473	0.737832205522103	0.83222131512632	0.827470070221807	0.879164018229992	0.79956404714982	0.732720308948633	0.847735371812172	0.852230967017369	0.872673445514639	0.828353709766307	0.898278966605561	0.556015964941388	0.78295273842377	0.793012016256592	0.830230610819591	0.810941130939489	0.872859054128018	0.92849189448118	0.902487679234031	0.891804411871433	0.948832225773851	0.76910371441503	0.854936031921777	0.870139078966731	0.89503308935816	0.779766087828993	0.885649145743973	0.915577440891113	0.783909447471984	0.581721484146211	0.895845449040959	0.911451998965397	0.867311854472673	0.895475029602191	0.79598709298739	0.76484846835209	0.915849058182457	0.91402714206913	0.867523013672826	0.823650462253668	0.877648794813346	0.87534280832258	0.79969180633354	0.904119729197457
ADORA3	0.829625410221321	0.938780184529967	0.878156642149005	0.792714449841237	0.896974632966412	0.86964804228137	0.783212881425411	0.482260524391634	0.805890083157312	0.651581457994845	0.886008052482192	0.800424036532239	0.697744477615096	0.583100108931767	0.924324358512798	0.768141768065959	0.333300816828702	0.921537108083097	0.665373249144562	0.84229071848892	0.826967538457167	0.897286164174829	0.8836636427154	0.845392909360693	0.906747864078605	0.917628831335935	0.605580315380712	0.890193214061351	0.704980032163524	0.600793237391641	0.885541067383164	0.86560345240492	0.898444130537636	0.854354124040314	0.925031862058993	0.760101439475134	0.765176891903429	1	0.573012913501614	0.884503872293702	0.513605180235896	0.792078217759151	0.645056409578147	0.898552819623655	0.727382384194518	0.864196591953135	0.617458108970055	0.881605231623946	0.526136148164547	0.857473031729479	0.760783967161683	0.806565455071653	0.886594807764002	0.623344086574123	0.485106954172367	0.784198143283876	0.332006957704479	0.729118810538118	0.761682837983074	-0.00455732977761458	0.935554473225534	0.814032645209094	0.875056648292209	0.666235330569987	0.85566824895993	0.575259444004006	0.597530929601198	0.677789936260962	0.728240951891314	0.852310967636722	0.832240001072704	0.802385606478846	0.722420423333056	0.806311740997749	0.819546510166825	0.0536008486497915	0.595344391948725	0.821447687609576	0.7377194499589	0.692643885625108	0.663403899525738	0.847462856516126	0.8865766552899	0.660458874010071	0.527772217735969	0.915979289615488	0.742594881363698	0.619238576292503	0.748649964246589	0.912490528138121	0.645775691762389	0.506651448948167	0.705588492315157	0.755661042421866	0.852307786685672	0.60999497934326	0.705422580094113	0.878336264605819	0.705465613286	0.731412418434812	0.826661628369012	0.713402998585307	0.768040434392202	0.744632295906856	0.844253155879965	0.730604917439671	0.51282951494142	0.771007421682571	0.61707336145949	0.686070930113264	0.678723113930688	0.890404532892108	0.402618311678772	0.621813204617867	0.730537594387796	0.656975235481947	0.529727570654154	0.685745849496932	0.438928901505972	0.651771447394747	0.900833242834816	0.719568169414244	0.550494566818179	0.672770456221021	0.867893338474716	0.728338692884362	0.653885092513285	0.863790444419749
ADGRG5	0.414889979114414	0.583451587705678	0.406849474106278	0.31010464782115	0.629639866374395	0.384485527500813	0.494271017368486	0.128093925192341	0.36942030236613	0.251215516471252	0.526028935967385	0.385378505956361	0.232482131014636	0.11180366912289	0.556115700028511	0.332004791331411	0.110240216826866	0.484220879368522	0.218140820996123	0.403597170564889	0.471808369704156	0.430131236199374	0.570286095147163	0.398799399967471	0.51154492438252	0.455224570910267	0.31091580009506	0.429911531118024	0.234418128683092	0.552729409564323	0.397853463224849	0.382833641266178	0.628562527638546	0.599056756405104	0.526961234146819	0.35103984894235	0.347985261148542	0.573012913501614	1	0.361532657013921	0.264281730968664	0.285330779434555	0.202503733828572	0.568669383800968	0.400675583961912	0.42482607762736	0.1844827555469	0.513331070933778	0.387982034415771	0.398258400276644	0.292965836629786	0.408477848219533	0.658135811129325	0.175102956733931	0.0388570268544578	0.500052957264003	-0.015621286814069	0.306548056654781	0.490143541828075	-0.270866185848554	0.498561751813369	0.323129705495058	0.506460202116157	0.457277657341179	0.517094599612972	0.198889251092449	0.225246206377713	0.268036042406815	0.310234933167051	0.503169729058805	0.55736005759649	0.521972660026062	0.202353804052314	0.476825910658331	0.489268012868181	-0.183696686786007	0.269725515991608	0.330287224133347	0.303160045071029	0.166732833789236	0.322562276244752	0.441690612137675	0.467835390211426	0.354417749636697	0.281567073113357	0.530620010344901	0.443502856098638	0.159062525084271	0.373480510986285	0.546442512339214	0.216370432139179	0.176323955781416	0.389498597953146	0.309361631529599	0.569329471467479	0.154584174551732	0.45843751050208	0.62745536200751	0.262097825954208	0.302214301335572	0.366234561871745	0.332961806764028	0.288442844160427	0.356644652645785	0.405112568824404	0.532586185404441	0.275525579619629	0.433685257545701	0.200176314310735	0.484072624264792	0.33091733976739	0.457880375900494	0.212130316084024	0.38898135265431	0.352050252879825	0.240298358297799	0.187788551588041	0.263706332024764	0.241555160775801	0.0711351025587441	0.473954056595763	0.266451949496518	0.256651220590102	0.286125843705511	0.409284744107164	0.383703033806483	0.185697657138738	0.472852466618744
LILRB1	0.891903596598358	0.911234360203658	0.955681568624513	0.906318610483295	0.797479357050551	0.949083991515301	0.776877975384548	0.673485567991487	0.844116913868072	0.776796935258165	0.861302329570662	0.866683583536153	0.853554360972932	0.82415215081425	0.879897333298329	0.824826755752208	0.546767884373775	0.94673604909431	0.838715881575126	0.867381863327256	0.857026708088576	0.942214861718741	0.81952697247787	0.898935144574393	0.898539383460843	0.935781525277226	0.707674860980185	0.918548947817384	0.826801950422069	0.47189690614385	0.91672982853843	0.949926963605628	0.797902059309867	0.776471905508983	0.884547178288297	0.810015198738517	0.823065350457053	0.884503872293702	0.361532657013921	1	0.597627935780459	0.871017907608256	0.847452107067023	0.811890512836895	0.747741973734558	0.92023726334336	0.820371304840263	0.741369876944438	0.497575713010018	0.921646471522201	0.903450768598007	0.8439861611866	0.756903446302837	0.749125383474443	0.708008616125441	0.703142062084008	0.49976878855868	0.820558121289795	0.736150639104578	0.199205611736899	0.931503675899968	0.891929771733486	0.816448951220433	0.606589937769306	0.809018541093824	0.667523114851385	0.739840981906391	0.787783232791204	0.812614577345613	0.821068424950469	0.778596504417583	0.739223978273041	0.815805671489742	0.782224250080649	0.816518350851657	0.306497844129846	0.683257559357278	0.90919072406437	0.805672178262725	0.872147398885602	0.695049835619999	0.856772354197871	0.899446416268365	0.640209633130534	0.615899107835065	0.879351203827734	0.695714266084034	0.781684804813755	0.721578662719567	0.813522264521129	0.810443570222172	0.613229405678387	0.685073127793863	0.780607134441681	0.804563486146587	0.540423656572495	0.751388423431608	0.790112763982227	0.802108931629942	0.822154450609306	0.886090057578093	0.765726438924447	0.841731780506501	0.810193444533002	0.900099238401674	0.618148365327209	0.55547255318659	0.815167935517216	0.743500600822258	0.58453186995147	0.737311265840857	0.908500887542589	0.460176895043058	0.715611680310138	0.80742909696257	0.800998507022749	0.629403964972615	0.773152170316908	0.481232878557953	0.811274310163629	0.917858347482136	0.840817796772588	0.620644946093396	0.795897545285975	0.920066229804267	0.761493330465216	0.822894885075312	0.908974577685466
NRP2	0.80480179095068	0.644776574539811	0.633341181595792	0.764527629411221	0.681647753212625	0.715039528926	0.719255391933367	0.763443945717851	0.720331690030196	0.77314647779899	0.748578837640063	0.716324166571796	0.7098982812668	0.634385316572264	0.661427266010336	0.746026126089276	0.823080436833754	0.716783839778596	0.738805131285817	0.765483671195653	0.725000149751937	0.737305615014648	0.674894136466554	0.723587193604649	0.733317544509156	0.659598505799612	0.860723159236413	0.712659647657876	0.77611120454066	0.581404690771081	0.674196136280997	0.721456902079994	0.682982131323576	0.385870286299503	0.693579302114352	0.731637609607292	0.74490277129344	0.513605180235896	0.264281730968664	0.597627935780459	1	0.625331949431312	0.681200647769978	0.656872340956228	0.754888452493477	0.72728571143938	0.637426591883823	0.493470799013836	0.571711915532163	0.701013163574774	0.648535902595917	0.784225984920337	0.587000061843666	0.756152358499116	0.674510712510188	0.378518660023095	0.726664558393855	0.7842307771157	0.646301850757146	0.450219488619993	0.690728405230422	0.757746237399813	0.649238462128359	0.750072860302378	0.737551076459848	0.70790518274255	0.796858003593793	0.751956092945203	0.71673593982877	0.723996796244613	0.556319476271736	0.623099799924246	0.656722659604902	0.714892953013888	0.68370752222373	0.502949687971004	0.755394913068211	0.6909136397809	0.688073415973546	0.705036242922149	0.709651419418102	0.637307942622347	0.705437463825481	0.647750390119399	0.842504317780294	0.611722819722745	0.640882130962538	0.760248904857749	0.666593588100062	0.589905352258053	0.751593109605726	0.717085012257213	0.647112926775344	0.684448500941471	0.694206983598639	0.378449166002325	0.694113671009804	0.599115929492621	0.856409910305209	0.633293854169626	0.672389101970875	0.737424622399281	0.735449039737265	0.686781489126727	0.739681302757698	0.597504966911552	0.661718504932612	0.640773641274793	0.775278149805732	0.557731451866278	0.707742820647052	0.68889784876304	0.597997031948252	0.610590229012124	0.673103470765879	0.839757965239931	0.695566344475754	0.74870864632386	0.595763145714809	0.657336843939489	0.74280613345785	0.755137359993163	0.68016519715401	0.839387338274724	0.759621704876102	0.87696555110181	0.749468414493213	0.692154661945822
TSPAN15	0.844534677010164	0.812072195337163	0.868760323742137	0.870199378142182	0.773503834245927	0.890422262409554	0.747937589049429	0.688574213666847	0.812746087691171	0.766316674505456	0.840015020286011	0.800179890338829	0.842231845342179	0.773523734394409	0.793805553679345	0.754630575032213	0.558036691246853	0.873920418692729	0.817482686065906	0.813516067635181	0.847576200603238	0.879355084604093	0.784140638722929	0.86521576427847	0.84057533570242	0.828989549935698	0.668915627549665	0.871141766494297	0.817518531576409	0.418771995974725	0.865284200908097	0.886241326744283	0.76705262154226	0.602870734274975	0.836247509945592	0.773758224486086	0.826550871990857	0.792078217759151	0.285330779434555	0.871017907608256	0.625331949431312	1	0.811180415222826	0.762286432984194	0.782569739009232	0.869458436901304	0.804843748973038	0.716217208127454	0.513678569973673	0.858682837208387	0.79203745339271	0.801606698636797	0.710339754347169	0.719815830806212	0.721925347293492	0.589664654870582	0.490209044716964	0.834936270895711	0.707727872571186	0.223293478459987	0.869635280832957	0.860780447127161	0.764171205507788	0.562696741233896	0.795814102698921	0.601120582501064	0.782511114885709	0.770197232877976	0.80161485515222	0.82328694144699	0.723296656999426	0.689873122723141	0.816558304416091	0.772165603423144	0.783445926927682	0.302303408911897	0.70741436976275	0.835282571075956	0.820214572643058	0.842459364519176	0.683524825774523	0.779935632046578	0.836153393530349	0.647626692976689	0.560006109415091	0.811444020745356	0.680313145211242	0.784589673421586	0.660959847000382	0.793197143771724	0.792360108639407	0.65633862054222	0.70881962753373	0.72369465393858	0.791403965964755	0.567098002710691	0.701185485108467	0.771269555429053	0.764681483875055	0.785982995440612	0.82671047478497	0.78041791226949	0.796084077890759	0.782224154417267	0.863189077669546	0.656125334194742	0.610163104451708	0.806050979048989	0.749483747953217	0.577601768078622	0.724813116866033	0.846491664716801	0.547299664877686	0.582571473700616	0.756383806565729	0.805401591959993	0.657996008883122	0.762750769324376	0.56506992398096	0.812912637739734	0.869657123549931	0.81709551356362	0.685637868166804	0.753526752813936	0.843321035683446	0.787975183246087	0.731351158639717	0.867888763402208
CD93	0.845540230628196	0.766909460288743	0.87057424494753	0.920329024306591	0.655899085750034	0.898303317112642	0.79578707755704	0.835130712247576	0.831604049112364	0.898301614321186	0.774318434576578	0.827130734195524	0.929474202113713	0.945586290848111	0.764968655211586	0.798449800431793	0.752092379244173	0.846157029446207	0.957629149867719	0.8549819010348	0.827025700311667	0.854565551541182	0.720809639287217	0.855385994023077	0.798828237661679	0.795315863648945	0.764985249323024	0.859071063666353	0.909204923796386	0.35714629452346	0.777545696766421	0.88096521642323	0.641966126731669	0.58484440961305	0.738680935069915	0.862086759860169	0.867514685947953	0.645056409578147	0.202503733828572	0.847452107067023	0.681200647769978	0.811180415222826	1	0.670355239332088	0.738896761698402	0.892439977682993	0.932381134941607	0.46129729275697	0.613080304386453	0.895211900502578	0.909958946336918	0.765324566861663	0.583785958329277	0.838140186765494	0.891885916222918	0.540203493097504	0.677835881787858	0.898718554415812	0.760023069924612	0.455099439843738	0.819388172788001	0.880030815826498	0.716374165060084	0.488890598612495	0.744775326148809	0.760133617305233	0.878648666606135	0.852630801869495	0.884746313535663	0.77542347625127	0.697416537511387	0.618025227314681	0.809122236510659	0.774338024870679	0.823546068531619	0.628400824161947	0.832533793164799	0.856073107143843	0.856827529241996	0.94164364452026	0.788393110277032	0.829881166700474	0.847669072064633	0.680733343932762	0.682580331600566	0.736285803402018	0.653904272633716	0.916000873385189	0.68129286932859	0.602538403348432	0.918866709498707	0.789025856736359	0.727822963037025	0.755821506670839	0.757284488718206	0.409135642962874	0.743121556557342	0.620482193847402	0.802634419891968	0.834450778063908	0.868890643566696	0.845348555283192	0.860606761307712	0.857320538859975	0.889547272970243	0.562861279563143	0.727800618666421	0.81866255117445	0.882112974996356	0.579432853290909	0.787341232345948	0.858181569541405	0.673853295627621	0.669327871496	0.869884558251106	0.916120864278047	0.796959400935362	0.864825837489792	0.667985238589855	0.808865071243439	0.847383074834302	0.921055222911992	0.785096239939044	0.833720780345565	0.834456279846757	0.785313562573654	0.88002885071471	0.873847550693135
CSF3R	0.860167906891148	0.917626446934746	0.802471859034721	0.782063674570427	0.95972540019095	0.837758575152958	0.834278760207246	0.612767386323573	0.817663941581139	0.695662633892199	0.915342895204872	0.818216505096963	0.687827668280001	0.561784780112691	0.920202019928493	0.783427873374194	0.489011165228433	0.902684342135905	0.679384433130364	0.862093254531457	0.829104977898013	0.870034174435103	0.921986611689725	0.848954872623979	0.933707037169274	0.891625324761743	0.746139310462132	0.880399856521619	0.732997656674215	0.741565321563889	0.822766391337652	0.859859662815008	0.932214802471843	0.775084835110708	0.928152483748947	0.805547663479918	0.817936922804775	0.898552819623655	0.568669383800968	0.811890512836895	0.656872340956228	0.762286432984194	0.670355239332088	1	0.783111065611916	0.843517717276568	0.585195970803297	0.835016472297924	0.647022868762484	0.814420993587966	0.749269407632388	0.855317636427525	0.919761576917072	0.667544164073097	0.465946900938347	0.677097012553733	0.413399224533894	0.793417990441164	0.842174850596155	0.0271798573864419	0.899748983165808	0.839078109953757	0.899228609052682	0.781116482895934	0.939537923729509	0.606423460830283	0.68523796710876	0.666059382714618	0.762237506638501	0.906688055055012	0.862627629029223	0.88109684308679	0.753718915382882	0.888988784665919	0.853713075507157	0.13571905215046	0.678664218371503	0.818469322413097	0.77510268855981	0.68212145851841	0.754628535842597	0.844054610190525	0.851029977596343	0.789951140572553	0.675180937429404	0.875871486329982	0.841582210502941	0.636898788012708	0.77140885867644	0.871473466712861	0.6843693032626	0.613317188457782	0.766678900689479	0.800193627212048	0.896859893607043	0.554024118491151	0.772787870859876	0.92372087023612	0.790081378292627	0.710560769764858	0.820903912749054	0.774280160299077	0.779654918716175	0.760424910423602	0.840196062490839	0.827781469561816	0.637412463280893	0.765905782724413	0.719760739353734	0.791104787823559	0.767183714398753	0.883936520995704	0.539855916250086	0.619007160615821	0.741419429108367	0.750782762511023	0.642141849726333	0.717247579700236	0.573469727235302	0.600648521890658	0.90643986170964	0.72642698256843	0.654113899176633	0.733224123974924	0.871657205052807	0.846307676068501	0.646800865110633	0.822169569791056
ADRB2	0.836899332701128	0.774026016369852	0.788768077728883	0.815211593317132	0.797870698361429	0.824680598915314	0.785954930067376	0.674569788445339	0.767632164775426	0.782864244269132	0.850231515541597	0.813510659352458	0.746576230237267	0.685354598234144	0.782909676756453	0.800783974669532	0.616601218525124	0.832697128211817	0.77551859609304	0.825247247811776	0.838602342163495	0.832575615675474	0.795606865210575	0.806939149104878	0.838607934149831	0.758768741735883	0.739530680297762	0.824812265701716	0.805053104697861	0.5450747251133	0.750518760067749	0.806888966198329	0.778722531327315	0.557235798881992	0.806334073886003	0.797363977120756	0.78493939060715	0.727382384194518	0.400675583961912	0.747741973734558	0.754888452493477	0.782569739009232	0.738896761698402	0.783111065611916	1	0.832886051282026	0.7040480739439	0.627681493027316	0.593863318668931	0.814292137290242	0.718078871709522	0.810729155086124	0.710556820768911	0.757124092345277	0.675290655683706	0.553909262816373	0.624181348296508	0.840349632237208	0.71775072696268	0.317251797528748	0.804524921428022	0.808195417199865	0.757243955008396	0.640572764752433	0.823997320337903	0.734114621222384	0.817940080677111	0.746506135951934	0.782182765593399	0.81919076266495	0.669932656658128	0.730054181174876	0.721049914899425	0.794199473260341	0.803714528767656	0.396237024884944	0.805934639514781	0.766108592315523	0.76968965390435	0.744362837683753	0.742149343259448	0.761751349266068	0.821334372326512	0.67524525367751	0.649240643448329	0.761639834972735	0.734384365027531	0.757331320515517	0.655243508998431	0.744630274280752	0.782036905064158	0.715394699756639	0.723242928777785	0.735068144474654	0.787343670778021	0.469508790525068	0.770291170961471	0.759017327270904	0.795608577642165	0.752206526504045	0.791063506032051	0.814663202301993	0.793045803680543	0.747613029582565	0.818797053684193	0.709517129518808	0.673049919200982	0.790549159540398	0.77444831314332	0.657410388458859	0.746915389670638	0.822882801738088	0.614940734371955	0.6498820578547	0.724154941501779	0.813358011092808	0.693747183638486	0.783399269808764	0.618609116626171	0.681990305516845	0.849259140378867	0.804179623443046	0.710359546210415	0.784040149526908	0.805391561736314	0.841554320775638	0.740906724580831	0.805444474059006
NCL	0.93968167373037	0.92351463311374	0.946784757510956	0.966105787928973	0.854963136571561	0.983702377344102	0.900075195710697	0.768955223765733	0.912683110990931	0.911895143094083	0.92484095567762	0.893445759576882	0.921547761064268	0.845616095084903	0.919233328388976	0.882025582818986	0.652729400276471	0.968812027152026	0.926479636848818	0.949445344194021	0.938740984747942	0.966217232345538	0.883181437994494	0.957660060796768	0.937964156229284	0.914390725937457	0.799604598196787	0.967557241874728	0.924761372696322	0.566417865398261	0.922776369175052	0.955310972261962	0.858009072572918	0.75693971519041	0.902149061599524	0.922114703785355	0.92273144489698	0.864196591953135	0.42482607762736	0.92023726334336	0.72728571143938	0.869458436901304	0.892439977682993	0.843517717276568	0.832886051282026	1	0.878076380327838	0.711450556350835	0.664926621347958	0.984902639585876	0.890290358468522	0.898125082896264	0.817916673625408	0.85129016461927	0.80762292075033	0.71332627184352	0.640032487643399	0.92918937688927	0.852682823274592	0.339544583941884	0.96731401850544	0.947520043929273	0.86215743194259	0.670544753366269	0.888711466710299	0.787687216539279	0.857428272970875	0.882500965809078	0.908300653543791	0.923805875084503	0.80830723564556	0.790226404306205	0.84738224235596	0.899553692703855	0.929060931095345	0.436783220147391	0.838296689256287	0.905370629239375	0.911145316836566	0.903799164222019	0.843351514865963	0.909517696392622	0.973506430104122	0.75947036575544	0.716621679100887	0.900880138568304	0.793191977845866	0.900712249849305	0.82758335237151	0.809578623553176	0.895512020527952	0.783522480625636	0.812524301690908	0.837202176102506	0.888177967770078	0.561873923558876	0.813323049291765	0.81433606889047	0.867521021096248	0.89019153784935	0.925945327111053	0.904072530983902	0.936766592067076	0.902608172539427	0.979962461276724	0.713099135735043	0.747163576117448	0.88974458052864	0.872984070287421	0.702800221603161	0.853368213266542	0.956421143632331	0.666972871901497	0.751691731361638	0.912589267736339	0.906629409623773	0.780955453137006	0.908044821667479	0.675951820108767	0.819247543705114	0.969232191816883	0.949662874156796	0.791666907638413	0.877852329886715	0.933174165731688	0.880158817739832	0.87176742299655	0.966162140595505
ITGA4	0.833017545786	0.737320957021784	0.874435743914202	0.921578902565783	0.595003120541378	0.889688468652311	0.721603460346824	0.813011902874809	0.791921068602247	0.890898760146745	0.74274348627167	0.785835070596113	0.918764878872568	0.966931929259373	0.70410475050843	0.785650042253365	0.709707372154269	0.824050779312915	0.954956215911044	0.796703772841298	0.820005698075732	0.839944410697902	0.663459192152549	0.858167477828355	0.748352424845739	0.733907063383452	0.719567215919288	0.835401767818667	0.88677071152896	0.313958319494167	0.780302790214475	0.850352186692175	0.597728800686112	0.492268755800413	0.6818470157613	0.795166928807704	0.810436430976313	0.617458108970055	0.1844827555469	0.820371304840263	0.637426591883823	0.804843748973038	0.932381134941607	0.585195970803297	0.7040480739439	0.878076380327838	1	0.401200565241271	0.490500287692716	0.885889416447549	0.846545605558753	0.742389355837641	0.56193997299617	0.831561419312858	0.929546461569214	0.531932132287802	0.696697053874086	0.846991481640928	0.644160692660385	0.531745093817522	0.78802918346453	0.817707312253872	0.625690290801905	0.439780351301193	0.653980729161354	0.75746433806355	0.875593239792272	0.858451127482988	0.816737014186228	0.715523352045029	0.613824688585433	0.551950349833491	0.772582786070728	0.701184546387659	0.769753996822988	0.636018400982687	0.819813422796089	0.787935399275517	0.835266970478766	0.929609272003094	0.701597945997149	0.761499484475768	0.829848560896786	0.55266968730897	0.594131932619787	0.699931512301757	0.587650143981153	0.909399979911265	0.666304593223415	0.566886242139522	0.925320356871056	0.722428403311505	0.641340426685603	0.677168137942862	0.690862521574323	0.359090841341123	0.716467671365743	0.573717569587805	0.774011568417662	0.833143254244038	0.822376919546916	0.77829956928849	0.846662341757802	0.815977586723487	0.850656612753219	0.460823813609055	0.626278273985733	0.777134389094789	0.82535189228871	0.483382069332269	0.715165507485204	0.796077548139486	0.583941178404588	0.709601986434282	0.862606922730002	0.858185860212038	0.719964534857632	0.84902617450403	0.567014192111163	0.808813610430677	0.813099727847013	0.91290575256182	0.70627498081403	0.846213754108003	0.792308080905138	0.744676933487188	0.852036194863985	0.848228055297063
P2RY12	0.687896713156542	0.770289081197105	0.704023748854713	0.650501121715855	0.852665132006416	0.731746967058984	0.690242259283679	0.346918630313904	0.729316203516904	0.492531676103907	0.795973296423989	0.67572846031066	0.584008010922481	0.368849654435352	0.815848607156995	0.626468825133882	0.246519181904261	0.786243006386245	0.492751000162757	0.708532030352855	0.731471691200604	0.771933590951622	0.795346723729155	0.708473998921538	0.79959025177098	0.818874531073169	0.486932480794731	0.766908636675539	0.572242650228241	0.514144115351265	0.798469021591294	0.748383780145369	0.836906068833077	0.742870755505665	0.840448728952526	0.639243649699948	0.667056105273451	0.881605231623946	0.513331070933778	0.741369876944438	0.493470799013836	0.716217208127454	0.46129729275697	0.835016472297924	0.627681493027316	0.711450556350835	0.401200565241271	1	0.421969816946705	0.689104020154912	0.584926924164408	0.697439938739211	0.782644421364366	0.480442979493811	0.329816934670399	0.655256807467181	0.198697837328185	0.633088952906067	0.649767982008872	-0.132719451233123	0.819473634751724	0.722432547332497	0.817990529437788	0.623099183244091	0.794555035798002	0.370149461953437	0.457147229707857	0.528857996906479	0.60812258246758	0.782203449103094	0.72484032174551	0.726308747783458	0.671615355096251	0.705174192356815	0.688195468993683	-0.103073594299537	0.444281656857125	0.71363130178239	0.627485596008731	0.557087564489589	0.53441906448203	0.691531255943308	0.730583989660043	0.622300254107758	0.477302505368211	0.831422412357261	0.689235799510661	0.473238303515813	0.654432000472298	0.857588981431581	0.477970925464658	0.395946794710505	0.658054328854742	0.627659849315529	0.745482059600408	0.71198593255637	0.577634922642714	0.826182764188205	0.598519022777167	0.578411309901935	0.695068970826934	0.603061582575261	0.619093373102699	0.587827466890778	0.718805500444239	0.730518431211267	0.435524896316907	0.666020695365621	0.505044525488982	0.626589909848416	0.568705204721161	0.77495138173681	0.32721305582302	0.412283859947913	0.521823760990702	0.536071303038874	0.424877135879897	0.54533033268029	0.371941315885516	0.625537872644203	0.773968516504832	0.563016182160128	0.463410973883106	0.518804326893191	0.764458599685585	0.661195195936177	0.500468460382003	0.730267041155931
