""	PTPRZ1	EGFR	NRCAM	SDC3	ADRA2A	LIFR	SDC4	AQP1	CNTN1	BMPR1B	ROBO1	CD44	PTPRA	SDC2	PTPRF	DDR1	FGFR1	NCAM2	FGFR2	PTPRS	LRP6	NOTCH2	APLP2	LRP1	CD99L2	PTPRD	FZD4	ADCYAP1R1	NOTCH1	ITGA7	NCL	ABCA1	ROBO3	TGFBR3	ITGA2	DAG1	FGFR3	PILRB	PLXNB2	NEO1	NLGN2	NRXN2	CDH2	APLP1	NCSTN	NLGN1	ADAM22	PLXNA4	TMEM67	NRXN1	BMPR2	MYLK	GPR37L1	LRP10	SLC16A1	ADAM23	MFAP3L	INSR	MCFD2	CADM1	ADCY8	ROBO2	RYR1	RXRA	LAMP1	ERBB2	EPHA4	ITGA6	KREMEN1	GPC1	AR	NLGN3	LRRN3	DIP2A	SIRPA	ITGAV	CHL1	TNFRSF21	FGFRL1	AMFR	PLXNA3	PLXNA1	ITGB5	PDGFRB	PLXNA2	APLNR	ITGB1	PLSCR4	GPC4	CD81	LRP4	APP	TYRO3	NPTXR	GPR37	ANTXR1	CNTNAP1	F2R	CD63	RPSA	DCBLD2	ACVR1B	SORT1	ERAP1	TLR4	EDNRB	S1PR3	RYK	LRP8	LGR4	MUSK	SMAD3	BMPR1A	MTTP	TFRC	NRP2	CHRM3	PRTG	SORL1	S1PR1	IGF1R	VANGL2	PTK7	CD47	FZD3	FZD7	ACTR2	ACKR3	FZD6	CD46	C5AR1	VSIR	PLD2	FZD2	FZD1	TSPAN5	STX4	PTPRJ	RACK1	PLXNB1	CANX	CD74	TNFRSF14	TNFRSF1A	AXL	C1QBP	TSPAN14	TREM2
PTPRZ1	1	0.865608389288308	0.984835158909827	0.943059927829953	0.471429475584658	0.980188046046533	0.984841052415128	0.868723412759528	0.989487983323976	0.896400185670275	0.967921401892286	0.971351290012931	0.951112735579548	0.953154059735858	0.88643768233658	0.948788220165245	0.813431771549993	0.77077511779562	0.956838609176059	0.733792329843808	0.828767439975603	0.956501398744702	0.978446169644136	0.912157827148889	0.914120910067671	0.94128889658677	0.868467206445344	0.983503992798107	0.931960497083052	0.963308599344352	0.915277652943563	0.934631393772058	0.886205461232459	0.955022238638109	0.625615095185387	0.951646897642336	0.937751547643889	0.95134974861743	0.842279820674673	0.990664349433861	0.910247725669713	0.98632695102257	0.960566252936927	0.85954486781923	0.930726981365035	0.973579509156781	0.950022194883316	0.973861286503802	0.729070572715477	0.902704861470728	0.935170900393032	0.946089965187247	0.89212529573023	0.891004517062504	0.964447492074479	0.787939267081699	0.614336751079721	0.837252846692579	0.983125812529746	0.956993000898079	0.671999163815906	0.963403146405708	0.942112074074824	0.950910896017302	0.927874895030911	0.777272081008373	0.973558060339491	0.972844247491506	0.482660552838921	0.876700515743793	0.910428113264086	0.915408548260551	0.900959673267151	0.848620737690539	0.859072897134368	0.948022900739503	0.971617662794627	0.798889606999644	0.905750003406217	0.920877649852889	0.880118234396946	0.978525220130584	0.955565718073157	0.897256461580063	0.926068210526052	0.884288382958062	0.728859746031767	0.967953650685122	0.702849328605705	0.816005172982149	0.983159476628147	0.987171726009047	0.922782430119943	0.891143208326556	0.902944848966921	0.879801874669789	0.867365037979855	0.948513701840465	0.846390556677081	0.628171652933714	0.891733506546689	0.892701000748417	0.863791053841044	0.89149474140326	0.704856910840938	0.941426470950442	0.730185731050067	0.936259439908954	0.857375244277049	0.874907079067882	0.225573507065929	0.798166285626444	0.927328741464991	0.937170348796611	0.902412533122431	0.822985660568069	0.930856619015005	0.815326343065319	0.73274391430716	0.848637770783799	0.882496391643315	0.849146684563575	0.801766353377389	0.890564749469818	0.93459069991145	0.951872103286955	0.623385040500137	0.855151632065793	0.907340646128577	0.858780731837875	0.287635197044934	0.711964886326552	0.865534801799647	0.906195886730746	0.813903779659518	0.907138146435416	0.560020875416582	0.570940976469848	0.471738915554818	0.965382371591284	0.99331132836367	0.355690812817185	0.876566688100592	0.819700654084912	0.360647808535769	0.844494389410602	0.424243384612721	0.228077963848372
EGFR	0.865608389288308	1	0.898255006846728	0.976795539853645	0.259182269340202	0.864753679675238	0.909340350243295	0.990840060615476	0.844631979112068	0.707112176252116	0.902313088975159	0.934749842414183	0.962743804410789	0.900066747311564	0.835259158746261	0.936605555708202	0.976836607732438	0.57667650669231	0.877214068271122	0.349164207525731	0.536045830930143	0.789758415494252	0.916285417987589	0.959031032922694	0.970729593877909	0.764189396757868	0.964160545428949	0.875326713245872	0.712384613449139	0.902056704566142	0.773923462384068	0.72636956958171	0.735418739217329	0.937140302088035	0.220113221815794	0.937807844670106	0.900540966221174	0.747094887358277	0.763281817569276	0.851829917839842	0.827523196840062	0.902179572016327	0.8769444957414	0.905502542499342	0.946542664388873	0.87964163827058	0.765855585603757	0.809475074320167	0.409639264742594	0.698354687616435	0.889058576575055	0.789041532823287	0.989279500746884	0.963443741496341	0.792893672705456	0.498047820514303	0.36410217089531	0.600528123909324	0.847127342939254	0.931746007282852	0.288082612621114	0.729833907994645	0.745075778324427	0.753166561234921	0.914457645712181	0.75299083747813	0.874847637073738	0.918436403645015	0.198231800490519	0.865539187768019	0.700468774901452	0.968431972788909	0.9251913106172	0.654470760453827	0.890863374636223	0.947240692668604	0.942608913415979	0.978634431617264	0.957065031993153	0.75639165431921	0.940414937136369	0.876132245050919	0.858169219445595	0.670520731075374	0.974023660316149	0.791788056797232	0.607462356701008	0.843479657494657	0.817297650128953	0.964401125356861	0.914307168760083	0.898754777151502	0.879439231108129	0.817943172358131	0.982301198427256	0.69982322230654	0.897265692287292	0.84398241942491	0.943747547181628	0.756165987746349	0.661960012494816	0.774348307482826	0.826025970146347	0.834873324027826	0.575011836154457	0.887798510680912	0.776119327652546	0.750998107907226	0.975829913060738	0.963456073601512	-0.0541647465299936	0.527876596024316	0.959576170619883	0.943504484613012	0.892910453563844	0.687380199346885	0.898751764513724	0.53134057334199	0.630926424381866	0.844141672742834	0.605469693604425	0.501120330731098	0.719314850507815	0.927339423780765	0.690749809004284	0.827749268146684	0.564609461407014	0.835139397067668	0.831922526562237	0.70591735040314	0.171501502905125	0.709378639865347	0.764899415887475	0.734950475230326	0.874102694114907	0.938923764453176	0.520548767886189	0.645736007311179	0.587555570335083	0.941663146607328	0.877940024242587	0.491315773348267	0.863406365204617	0.92616423787646	0.394088115882775	0.956998660238836	0.422924864191149	0.278301404369263
NRCAM	0.984835158909827	0.898255006846728	1	0.963263394346594	0.421489427945479	0.986749599916877	0.978298619242297	0.910649475788776	0.983101149551441	0.868138644059752	0.985942860999172	0.989174514158651	0.951277608454595	0.983917924826445	0.84581690840638	0.944580985680634	0.843990801719824	0.692002319805004	0.974481042354133	0.657513014786784	0.750283539333041	0.932718578616797	0.984273815609088	0.93802207005732	0.937950538919889	0.910454796562016	0.903287532878334	0.966413431597277	0.900793476090157	0.983873943533446	0.871537397559242	0.911065721593903	0.838374295712464	0.965317230182729	0.534063284641219	0.948027152165192	0.958071862210537	0.923470290630125	0.823902279465562	0.974120564014333	0.926515199261461	0.983574222898276	0.940054173204689	0.854386931430216	0.936254612396217	0.943510538111335	0.917173558082044	0.95261141541231	0.634570861359629	0.924227691720818	0.950465907376691	0.918846282588069	0.920336741764886	0.922440871084722	0.929852985353727	0.697680414224765	0.588488125743744	0.794654686589194	0.965583018407155	0.946976631024865	0.57401023872304	0.922881478339636	0.910907666967347	0.920492291263218	0.942707133280457	0.757788581268448	0.981190484017346	0.983606405477483	0.404747045804726	0.903002393838182	0.878768944101741	0.922061186899885	0.910310975560691	0.802751666728529	0.869148555416097	0.961351926680665	0.980479562105019	0.842537258734171	0.942271774814178	0.880904455134736	0.875569544829911	0.976500447256582	0.957017134959781	0.901404002168458	0.94474781984251	0.857952728116217	0.700911645420299	0.932580823321457	0.717462870591591	0.842782623860125	0.992871959833785	0.986500297349216	0.882271128282205	0.868342915075308	0.926346223806519	0.817560111499993	0.861312207934556	0.936109144695197	0.859436874360634	0.651424221995726	0.858328343277335	0.88223974261491	0.876704822744822	0.896696824586761	0.722282163803182	0.960187793164848	0.683455090415045	0.898631746824045	0.894388349704837	0.909057448688548	0.0937595555290646	0.750778503981412	0.95708995050362	0.956723759391049	0.886700410505887	0.815339240837478	0.921229488573798	0.742899409928102	0.725044845005602	0.840119825312124	0.843159366446664	0.781482980461171	0.784216558693211	0.904189815351027	0.883306379670331	0.953188989580141	0.615804107294179	0.828540513360142	0.87505386070097	0.841047752416632	0.254466373800859	0.740997783259768	0.856612465812077	0.903225360537823	0.836679768766487	0.910592937553512	0.57873941186105	0.595981348030801	0.485331917932281	0.968921101481869	0.978471487767446	0.379559389620777	0.898267559017955	0.853034854575037	0.391331643728382	0.856816843456971	0.433511356840701	0.24353562571451
SDC3	0.943059927829953	0.976795539853645	0.963263394346594	1	0.327555388362065	0.939778855930647	0.967268955971912	0.977612561288675	0.934419058477015	0.790613952941497	0.964357033902896	0.981337337863162	0.984202414179175	0.962186012498013	0.857310152835576	0.964046129809839	0.932993592229218	0.636604619481052	0.935758434284451	0.49940303810917	0.643057501206759	0.863024511962547	0.967466027482667	0.975093526510931	0.985091124421675	0.847690225714042	0.959658774134006	0.941582450173058	0.811406543148352	0.966860496102626	0.835279570437156	0.819811609380593	0.795221667809325	0.968335723585115	0.365252367866741	0.961725279248286	0.94257388939335	0.846935541359135	0.811614779190979	0.930613011445406	0.89454001942393	0.966371743755519	0.921947102253242	0.912401977954796	0.964120016414121	0.935584940543317	0.853919893066835	0.904904414064639	0.519734873765604	0.817619082713573	0.937351815627672	0.878649067606158	0.978057424309548	0.964654356037751	0.876639600919358	0.61683970573811	0.467287510488426	0.688153107003858	0.919946340629532	0.95552778316395	0.427371834362297	0.837187035547594	0.841624738507329	0.843179732080126	0.951831185990049	0.769170566919006	0.943647343963797	0.975195141719745	0.28239173216157	0.893764056162077	0.797161640390283	0.971705865263919	0.943135584860915	0.74009065131662	0.900570706718105	0.977408738442366	0.980689222931258	0.942774221012085	0.972298237705797	0.828434673338555	0.934271593768386	0.943099888000415	0.916736305315197	0.78609565902365	0.981973293543187	0.842597757912002	0.662927735414526	0.908696131027073	0.790875701354075	0.932697637721124	0.971887798511945	0.964375757856722	0.9066735902525	0.861391140971659	0.980236511104193	0.770411215111675	0.897927995620304	0.906656251793261	0.929013224551646	0.729916256750935	0.761368999274109	0.849060592918944	0.869839309599963	0.888713247604584	0.652944892636834	0.931328207574655	0.754170407305348	0.833985310174408	0.961887467739591	0.962301981284835	0.00682730517080278	0.640670924332614	0.98254679701983	0.971961428579132	0.907240439166141	0.760406187521205	0.935842644327917	0.655915057957249	0.688159459510373	0.851270139822007	0.734394952086419	0.64605028451437	0.748908564430775	0.939216832940389	0.794747742261025	0.912603034035181	0.602389751459216	0.848366172359518	0.873086021741121	0.791842321098273	0.209758308085857	0.743663363101881	0.816187051611894	0.832313905472411	0.888721418932025	0.940237947172476	0.565382973845354	0.639468931444482	0.561294014659091	0.973354173749484	0.947215659542517	0.454768556585783	0.89745662442287	0.917595264990607	0.402991219711149	0.932636110342307	0.441958200246506	0.27251988720575
ADRA2A	0.471429475584658	0.259182269340202	0.421489427945479	0.327555388362065	1	0.521527988644662	0.456347854480404	0.263145388775029	0.487409828299406	0.789430993959237	0.351497414735248	0.427253113943384	0.398968647791673	0.341809859560198	0.638579013419373	0.520843626653407	0.250630279466662	0.596565766405426	0.352218514337762	0.48501212792529	0.758619940369144	0.559965745904943	0.398797708644909	0.250038988364186	0.247565663010872	0.640624622611483	0.240574536150049	0.545342715490583	0.632961628135257	0.324927011237858	0.50593962727522	0.582462211663459	0.508841361507591	0.483684338483869	0.58895930897253	0.508927726775975	0.540608641640295	0.548484573644483	0.321513064262779	0.524268889134342	0.617023457062333	0.465171741433755	0.593149263608053	0.269911753799377	0.369613030179676	0.458887280560146	0.678580016255021	0.376368427316606	0.822039405814905	0.351727869354568	0.2782238050478	0.467909715100848	0.365676891094409	0.272854759954097	0.631458610760131	0.587867832064196	0.899608811072697	0.687767817683242	0.494294760186095	0.4620324387417	0.783972688194895	0.596273622731475	0.507135123179561	0.466593705300676	0.248643668609626	0.732623903387637	0.43130839747582	0.349559837467078	0.843764928905783	0.597419046978196	0.715298590714335	0.436930965698788	0.216297330406128	0.366890516164901	0.336251415341613	0.320825281675025	0.414226751902708	0.111379280668017	0.430215264422241	0.662127841932084	0.40334465464157	0.499892614330205	0.508385667877017	0.538914478111967	0.329589151830383	0.603144642242663	0.194459726830645	0.537932897431753	0.469646270161791	0.227017973697834	0.41432946727501	0.386688292309536	0.389879256303618	0.641620720650467	0.337761770497845	0.569816580209045	0.564341851600342	0.671946713663653	0.303305178408236	0.0794509967560485	0.558205317658076	0.180243518774014	0.228362045839076	0.474911225391966	0.119237467827236	0.553283852316407	0.623963359786324	0.545841464431688	0.18638826259062	0.207936342437705	0.670785226918897	0.339674186456966	0.256272145906469	0.414986512452535	0.429468979800678	0.133745034164009	0.369155457474002	0.596349596749338	0.252311749461605	0.436556430158659	0.669908968361599	0.488069907708325	0.786067134329796	0.360371242308324	0.695004209138027	0.372047222846201	0.0168847611860524	0.655137113601181	0.611892731943416	0.383725972281958	-0.0626895809074361	-0.00988651256727615	0.677003144894541	0.385896097812166	0.207681187113435	0.436749270842448	-0.0736129139914761	-0.109604695684093	0.0189551637564529	0.483075003539911	0.455322024250257	-0.253471310302158	0.134744516348657	0.151164376526114	-0.179333702137497	0.369993641414323	-0.205051715122715	-0.264023599597289
LIFR	0.980188046046533	0.864753679675238	0.986749599916877	0.939778855930647	0.521527988644662	1	0.97538228026415	0.88046493948067	0.985071621129288	0.91227705344235	0.974138724764817	0.980702518133466	0.930961894219782	0.961460377366015	0.866632347055231	0.951198705569202	0.799400617969006	0.740178039532895	0.950014387396861	0.697944432906677	0.803265067253774	0.93403127029015	0.963318966353675	0.897230046614108	0.900278494804242	0.948915761584315	0.877582635043809	0.975412376762055	0.923280574697489	0.964203799656253	0.872307291417247	0.925336426022876	0.832380952205126	0.966645460010223	0.569985468955853	0.944727648878225	0.970043152447457	0.950268291206434	0.795574186532815	0.985615761913337	0.947009876132408	0.985467193568967	0.944257691470149	0.821575504443068	0.920277674576128	0.936566843719635	0.945423535455112	0.939006734375009	0.699397657612315	0.913667850715453	0.914277026180623	0.912876395653546	0.899288588786547	0.891232672593909	0.950722788880458	0.741797716883933	0.672203418090615	0.832995816095271	0.960201476983966	0.933630268340066	0.638049137068475	0.943495457150389	0.915901654011355	0.914088866781224	0.90377309745804	0.78276259888895	0.971381353591186	0.965205223991548	0.479468636492887	0.925732511109802	0.927870614651996	0.910336447707076	0.853276143354825	0.779124719178422	0.838814888066371	0.931439125516758	0.970198087100729	0.789354196072205	0.933828777143505	0.902118002481173	0.861649578126326	0.975962323885557	0.958296049582144	0.930046688702575	0.912589020533968	0.903020127535499	0.661315504109919	0.937759032147822	0.705784796801098	0.801336662226132	0.980893676345482	0.970242096065271	0.861151161624106	0.900933572447125	0.896654486016242	0.819377925277811	0.870770430446654	0.96030019122484	0.825944558692389	0.594046381486257	0.899160782125193	0.828859465372327	0.831234125150468	0.879378471335334	0.678210900243816	0.970447015387161	0.711627848903666	0.915180312382764	0.844326868709071	0.850916177982473	0.16156669405792	0.746511481738239	0.927002112810102	0.933268470280542	0.870481017551823	0.762296917252839	0.92168854541225	0.77396132002406	0.696793670496943	0.824405677915676	0.87526596889768	0.810617349457256	0.822371271850886	0.88549505396925	0.920111437056255	0.927101026199164	0.560917301032533	0.865908682875645	0.881396222122429	0.827749785332496	0.208575206170898	0.679350301718199	0.891409897657817	0.912848137898074	0.787742673288663	0.888269024158539	0.502937304370249	0.520011011755224	0.435606456599563	0.960193422670861	0.966879213053335	0.296710252922449	0.845724765733209	0.796755672558775	0.324090513526145	0.834391235582567	0.352927086733822	0.173475080751864
SDC4	0.984841052415128	0.909340350243295	0.978298619242297	0.967268955971912	0.456347854480404	0.97538228026415	1	0.919119003487525	0.978286375175639	0.878822756262946	0.963482647692149	0.985009631458411	0.969378770549353	0.960122575077799	0.907652893215137	0.968987013454086	0.862408189938016	0.770579803820315	0.947186578536579	0.665222955410279	0.783586056499444	0.928090166345964	0.980494221682542	0.931586354773311	0.930360066332057	0.935482361794964	0.923225472917556	0.99057170015048	0.88820764080706	0.962838539997914	0.890465493820403	0.902432786234149	0.849813895773664	0.977847657469517	0.518837227118926	0.976355549056538	0.964701124178113	0.915963373064907	0.813539257228765	0.979665538357652	0.91305934667459	0.984789321092332	0.961801932801378	0.879456937650639	0.943174997969945	0.973579091775525	0.929217068490907	0.946255004947501	0.682771226821457	0.862535029844861	0.919930133482098	0.919742480939165	0.930192451000804	0.923464647636293	0.938795237563711	0.727262116083188	0.586083298722168	0.788855541086746	0.971284186583455	0.96636445458837	0.610034913853266	0.922487532379883	0.9121912528476	0.907573133534977	0.930774600930303	0.814461279190335	0.972595066611317	0.976776974308425	0.462694401848605	0.912986113682232	0.89024601797974	0.951886141213947	0.910663705817267	0.789767161284755	0.877097410823127	0.961299660139874	0.984277843489477	0.844723278357097	0.943946307981656	0.900089320100756	0.919724122302943	0.973744266967499	0.956367415472167	0.874859953571453	0.945098731545328	0.898408214972271	0.683494554110464	0.960452182115453	0.758597107944424	0.863276013768802	0.986508333635298	0.974515825740792	0.917396238239805	0.912417590203516	0.933126694640072	0.842249353434536	0.886900327152137	0.952958885133549	0.885868999131106	0.654755679278521	0.868785132680194	0.848600970795482	0.844057382803472	0.882621443504898	0.650040460636386	0.959170082528757	0.766045744072633	0.905833125784085	0.896039539792698	0.896626885522137	0.164560757470789	0.735002802931363	0.940658949310621	0.965928262182533	0.90657948838285	0.774925521640025	0.935792944378999	0.772183926831528	0.694910498552917	0.879321139025117	0.834893056786415	0.779366607319769	0.81168682432959	0.90956515830906	0.899497668629627	0.92771395301539	0.579084216245492	0.889322541345362	0.900572112979463	0.811808643307191	0.213452010571634	0.691795072177578	0.8710236865462	0.863667058144181	0.827648168734002	0.92728605623019	0.509358635278722	0.562248600186068	0.491357551653508	0.979236617814907	0.976942888499656	0.355439368000573	0.866674126176677	0.845709044316766	0.335733154131688	0.889327090738017	0.384164260696642	0.206624997502568
AQP1	0.868723412759528	0.990840060615476	0.910649475788776	0.977612561288675	0.263145388775029	0.88046493948067	0.919119003487525	1	0.8601306244212	0.711442783231491	0.914482099744199	0.946337394463352	0.954286808673853	0.922805846428203	0.817763171458664	0.927701083809775	0.957449240686877	0.555463696247067	0.883811019186073	0.345760182020286	0.522694557017959	0.785097592723186	0.921305725760547	0.957272473054185	0.963548953252755	0.764894206143569	0.981717408924445	0.88241528777626	0.7083054758937	0.919914643931242	0.74649997031277	0.728140841102369	0.705833308259726	0.945331838107339	0.209822635687932	0.93562442608833	0.918084628309499	0.74316793070936	0.743577800131036	0.854406234774892	0.844696559256083	0.907271070630747	0.871750850830624	0.880509674870137	0.932056531718064	0.87311559288883	0.771038863816852	0.814217457100238	0.399985567943528	0.724862797088401	0.889129760906181	0.776416837867146	0.984593125815935	0.95861327037892	0.782142491772246	0.480466326196138	0.384284865310224	0.580627037803931	0.850210473107419	0.917480388297999	0.286025969202333	0.729186548395813	0.744269933714023	0.744632885510542	0.914044228504662	0.755109718458046	0.891893626062439	0.926239298444636	0.193309098574789	0.883426818285188	0.701636801878305	0.959258747458026	0.92582950426988	0.627361184521895	0.87821424181016	0.944063835001493	0.946254293529386	0.965258413855623	0.967641796783382	0.755203053517597	0.922268837312558	0.880550671337202	0.861145952007232	0.698729579660043	0.965135026003207	0.78427309815287	0.575178542845461	0.83320590091249	0.803785457092283	0.949414098270322	0.924923335069363	0.899822967029353	0.849832350443423	0.819557530855154	0.978608236280642	0.683453852667569	0.872271569746026	0.850696094713156	0.93096240967338	0.732388939751048	0.663405203136667	0.764023891851423	0.81216244896257	0.832673452968606	0.566252099587209	0.902859229602039	0.737076995560047	0.735448961000621	0.971999627791493	0.961259184791549	-0.092887669729289	0.506921305878304	0.961854807650161	0.955179175152706	0.865445590432606	0.677154600868734	0.882526447776902	0.526095195290695	0.610472639345259	0.840089168897163	0.611528669184018	0.501030403845345	0.715494686198159	0.911173001984408	0.689740503667564	0.843491617775917	0.52747154788231	0.822105479150893	0.815803624253611	0.690997346250334	0.119249655068564	0.701773232027383	0.775782640436471	0.730205748319847	0.866279424626051	0.931611553988013	0.496614813366752	0.617020910042719	0.554932082138287	0.938422846906566	0.876263285666757	0.450707231889641	0.857821238348749	0.914668433999691	0.370338675350217	0.941435855579802	0.389135854868333	0.243798677952194
CNTN1	0.989487983323976	0.844631979112068	0.983101149551441	0.934419058477015	0.487409828299406	0.985071621129288	0.978286375175639	0.8601306244212	1	0.897955344087569	0.968639592286505	0.971316833468915	0.929047352587046	0.963208028355074	0.856406325209327	0.931510801243021	0.780349248832323	0.729077091112866	0.946179703318814	0.726870653239832	0.804312457769421	0.926741220514656	0.96376820481133	0.897721465866675	0.900797291165089	0.936066731727703	0.861430736154559	0.978238675267501	0.922951857182683	0.970437431214426	0.873166625349205	0.919819602393951	0.84115513360212	0.945212372743175	0.595000203254003	0.935215580148295	0.94364344701836	0.942072866767577	0.808063431476346	0.984745200421677	0.930008327352675	0.986177494946832	0.941349401716597	0.832284396400269	0.898945403778172	0.953580531703669	0.948238202641802	0.96729552149714	0.713294847417406	0.928928857802321	0.914695244545853	0.939134181868555	0.875282886545226	0.870631731761863	0.953528945174303	0.763066978555426	0.653924166682309	0.815441194315827	0.965146936468131	0.924236018498009	0.671841054493363	0.954458594243384	0.934423833136219	0.92178328296895	0.910335423774238	0.771849317113537	0.977339653934327	0.967916179176235	0.469988252304195	0.888204037157029	0.91763708143388	0.899913569513017	0.881111486723513	0.81236071551806	0.833010909704438	0.930802360930351	0.961263028729973	0.777328485898967	0.909779501579515	0.904385498976084	0.849793045222311	0.968958384990096	0.945440087009301	0.91962916437616	0.903616885763271	0.870742122289083	0.678997404298876	0.942900538524036	0.70042415219399	0.786490059686412	0.981447023810148	0.977303545014618	0.876794415218381	0.881291177126834	0.888322016622612	0.841684631855264	0.844729883950958	0.949623041521188	0.81714522718108	0.595632399900536	0.880027901970762	0.867041942608704	0.841603371977974	0.885588363818347	0.691330942153852	0.942476072993432	0.689268637394041	0.907831159625881	0.838764490634274	0.858343726352943	0.176297120187882	0.774769861465932	0.91387038980683	0.933611553679207	0.857768079357991	0.788111188353722	0.90573852393133	0.82316305238563	0.701839455079186	0.817560657058899	0.895708939536551	0.836758179511886	0.782395741570141	0.871459096743449	0.924792410222675	0.961735010776353	0.578512323091757	0.83519377158643	0.887177999101136	0.846544223679726	0.228957578257668	0.688635313926985	0.870846190941104	0.904351593927215	0.803868507379515	0.878651378377059	0.537285262014132	0.529378171577418	0.436188463267712	0.947365548690351	0.976688631477207	0.305137879849135	0.844887485263486	0.797159692667826	0.332148668986226	0.815028229117564	0.384095612480251	0.186858750018688
BMPR1B	0.896400185670275	0.707112176252116	0.868138644059752	0.790613952941497	0.789430993959237	0.91227705344235	0.878822756262946	0.711442783231491	0.897955344087569	1	0.817320635426302	0.859148653428744	0.830881535321863	0.80341998757753	0.911336012731572	0.895506039613303	0.682533515876572	0.815074879332038	0.821295373548471	0.725781609001388	0.927854125389352	0.922994789091737	0.852610008531395	0.734392979972148	0.731841333912288	0.944776442668943	0.700154798736537	0.924039053567426	0.951138972077137	0.797817478575754	0.866033322928392	0.918188807978624	0.851179632948761	0.874882277583887	0.701406571416513	0.88918815735231	0.904762493366862	0.908947250602817	0.7234556850008	0.916369614684442	0.909264352035443	0.888028369790865	0.937375469035684	0.705327733533483	0.812567388611278	0.873410322107887	0.971849867808282	0.826904315897749	0.890355214397943	0.783990373706195	0.764161891422321	0.862737064235005	0.782608499818931	0.743250738625541	0.952482229494995	0.801022013885112	0.873287279956342	0.915946072289615	0.899479747776045	0.871449006302597	0.830896449629177	0.939683651837596	0.875439111710652	0.869997430199936	0.741492856103802	0.894414933997421	0.854449113560718	0.821757416312796	0.748772899583877	0.880517933546683	0.963840673973177	0.830714926350728	0.702727826903338	0.754439432014156	0.750523905718636	0.789480928305313	0.855540297313234	0.591268044842094	0.823454447509039	0.947891356222763	0.796699677390876	0.898402491797111	0.904327459927923	0.869549306987573	0.789863892956398	0.888087999665829	0.594052704974137	0.917029208750093	0.709966442944551	0.665515509367724	0.865897909545685	0.846410842083276	0.809236096272502	0.914435367891856	0.775178274309373	0.870727419215223	0.863537419388824	0.961126709104924	0.722081688954141	0.479245867001601	0.868236751950344	0.678295910395433	0.692747102193255	0.82577801545093	0.546706438446942	0.912964582435423	0.797412792976428	0.897491626450188	0.670452640504303	0.689241103448191	0.487476938724327	0.701760475215768	0.750491310022603	0.832457414413474	0.820787663732033	0.611193452312334	0.807025235320237	0.828298337901441	0.622844939559378	0.808692160605271	0.915348126477999	0.794504246092746	0.93969020470619	0.782321978985539	0.961693502863216	0.815102662403434	0.435526410667875	0.903195579809148	0.914373790756908	0.770379984475164	0.171906163919798	0.482851016346705	0.928659209764393	0.792432410390778	0.64109159289337	0.825483866816525	0.342085650106914	0.335740740657493	0.346715419909764	0.885902399197402	0.886159069839432	0.127638601508667	0.656773903913032	0.633384342453521	0.167910012357844	0.762472540036913	0.183761074995604	0.0374928772610102
