""	PTPRZ1	EGFR	NRCAM	SDC3	ADRA2A	LIFR	SDC4	AQP1	CNTN1	BMPR1B	ROBO1	CD44	PTPRA	SDC2	PTPRF	DDR1	FGFR1	NCAM2	FGFR2	PTPRS	LRP6	NOTCH2	APLP2	LRP1	CD99L2	PTPRD	FZD4	ADCYAP1R1	NOTCH1	ITGA7	NCL	ABCA1	ROBO3	TGFBR3	ITGA2	DAG1	FGFR3	PILRB	PLXNB2	NEO1	NLGN2	NRXN2	CDH2	APLP1	NCSTN	NLGN1	ADAM22	PLXNA4	TMEM67	NRXN1	BMPR2	MYLK	GPR37L1	LRP10	SLC16A1	ADAM23	MFAP3L	INSR	MCFD2	CADM1	ADCY8	ROBO2	RYR1	RXRA	LAMP1	ERBB2	EPHA4	ITGA6	KREMEN1	GPC1	AR	NLGN3	LRRN3	DIP2A	SIRPA	ITGAV	CHL1	TNFRSF21	FGFRL1	AMFR	PLXNA3	PLXNA1	ITGB5	PDGFRB	PLXNA2	APLNR	ITGB1	PLSCR4	GPC4	CD81	LRP4	APP	TYRO3	NPTXR	GPR37	ANTXR1	CNTNAP1	F2R	CD63	RPSA	DCBLD2	ACVR1B	SORT1	ERAP1	TLR4	EDNRB	S1PR3	RYK	LRP8	LGR4	MUSK	SMAD3	BMPR1A	MTTP	TFRC	NRP2	CHRM3	PRTG	SORL1	S1PR1	IGF1R	VANGL2	PTK7	CD47	FZD3	FZD7	ACTR2	ACKR3	FZD6	CD46	C5AR1	VSIR	PLD2	FZD2	FZD1	TSPAN5	STX4	PTPRJ	RACK1	PLXNB1	CANX	CD74	TNFRSF14	TNFRSF1A	AXL	C1QBP	TSPAN14	TREM2
ABCA1	0.934631393772058	0.72636956958171	0.911065721593903	0.819811609380593	0.582462211663459	0.925336426022876	0.902432786234149	0.728140841102369	0.919819602393951	0.918188807978624	0.859219698367945	0.891530224779552	0.857809409699321	0.862583589837261	0.837556945950928	0.87126535797537	0.702617818730661	0.811487375992092	0.917901429599713	0.80470984442654	0.884593704700917	0.972966970778066	0.923380976608244	0.82628894782413	0.790167890773587	0.937166513904489	0.744960919205662	0.916609013641721	0.961332228345101	0.861325508365831	0.952095103753704	1	0.931533769598346	0.874417880869935	0.697951600836225	0.8760447067742	0.895035006904743	0.961067858116543	0.876426839276548	0.939546978334512	0.872466068789277	0.895539925441038	0.916315056432962	0.794941653572621	0.856554408267015	0.905107389704882	0.938275640222215	0.901324774930566	0.797945976214581	0.875284867650761	0.890636858174205	0.928420626310535	0.76861832339628	0.826728447997174	0.950848591359552	0.803815992729296	0.697673766389086	0.942931318006902	0.96055720602281	0.895278385151282	0.749190466222068	0.943903892203877	0.970731338801263	0.969329935456553	0.871075379561897	0.763993392861956	0.908171983250011	0.898760353766399	0.644839915248035	0.842495184484752	0.929407629423639	0.812686808148389	0.771134973488442	0.897117006585093	0.856803309147399	0.879289851686999	0.874395291640344	0.650640506976831	0.801082309280844	0.927817867366958	0.819791732121332	0.950706304714706	0.947961137563865	0.931918861968074	0.829326462406199	0.835502506408774	0.824040657413483	0.912535232885482	0.655911594695023	0.732540426471011	0.894711336308396	0.913287945213647	0.835060945540264	0.876805934670552	0.789136854131431	0.868499254134816	0.795160335828071	0.909885194752435	0.789407381239372	0.640758449622343	0.904483360759413	0.820661922535279	0.859508217793182	0.86846595637421	0.794174640228607	0.907934901415567	0.679857679702643	0.971242203564519	0.7459158409015	0.74957522364988	0.338151087919747	0.887899370857639	0.825549458324228	0.837073744782183	0.891380176935268	0.847331039219557	0.815238656240404	0.859405395535538	0.836124185701763	0.788210605315428	0.904792589446849	0.873766542261618	0.811068773644947	0.86211529797539	0.933826464536117	0.869339377531913	0.710446882083142	0.817584903370794	0.852523694177392	0.904603901153239	0.471187921315789	0.72395022012088	0.903303258757208	0.911791287952004	0.766313624475768	0.835430365838074	0.612083872996719	0.609253473571987	0.541033808364532	0.896745549284623	0.932376656782107	0.413115790284966	0.834054839727231	0.755548591585593	0.471469311156826	0.759103487842455	0.499707543223023	0.353670537287845
ROBO3	0.886205461232459	0.735418739217329	0.838374295712464	0.795221667809325	0.508841361507591	0.832380952205126	0.849813895773664	0.705833308259726	0.84115513360212	0.851179632948761	0.774680023962384	0.824783441173311	0.86817259510106	0.774843569550091	0.855505841538545	0.855595403915904	0.74685911274321	0.777701658866729	0.870561486492383	0.688054306903569	0.843349121439936	0.945732273025649	0.883496801876293	0.824322583215716	0.802839400458621	0.852716246672483	0.716034753380408	0.861593111314783	0.915315961152884	0.794318972206965	0.977200452580358	0.931533769598346	1	0.821106677824895	0.672431192537682	0.854631057660553	0.809708649951796	0.896784866341625	0.923916886369572	0.881127870783925	0.784079897324031	0.839461884917626	0.911746899659028	0.86737444464368	0.865630456189364	0.915315048066523	0.893747571294638	0.855917431221941	0.773042431638991	0.7378868077614	0.873173579667423	0.924057314261411	0.760248200127554	0.812531524005261	0.91764825160126	0.821879572520352	0.594573956639141	0.894245561907108	0.922823531029731	0.901348364409214	0.683482304510104	0.894497639195923	0.923036023888029	0.936999015932381	0.864125469777707	0.778607212803851	0.828039237329204	0.856918167568264	0.630598213791949	0.762400926448684	0.849214011270112	0.818746541088062	0.798243311348334	0.94082183277605	0.886008881494611	0.857657045474176	0.818866677140071	0.678201520210151	0.743277060365129	0.931014456679715	0.866558980155923	0.895817352123179	0.873256540483646	0.7757358551366	0.837278942248116	0.757911020959893	0.868595898068673	0.912463052119611	0.702922341910853	0.77703907671208	0.828571370069789	0.874642977950016	0.91102845284951	0.859780739627587	0.80743692755141	0.903080395559925	0.822824425642633	0.861022554615331	0.836463024081746	0.726550691129443	0.786411967553072	0.825638792659121	0.877436477306429	0.875110264003253	0.750826340582373	0.82870791164067	0.758538769693022	0.953855253629757	0.763550585126438	0.770848406148891	0.446738798253911	0.851465273843443	0.803455049962567	0.795953968070928	0.930990107495611	0.843574236994237	0.776503979513836	0.846406166160308	0.84979094272154	0.801757499337735	0.821943746474124	0.786322928950353	0.781534684909933	0.877029945557706	0.86888064691323	0.835844800356754	0.769653436605617	0.802813722457725	0.894024420232023	0.898982897134409	0.565360947517224	0.727091279313009	0.855041242842163	0.824386815306136	0.799658992454189	0.868068465267466	0.663780381062452	0.678268324776874	0.636208688379232	0.874700562304703	0.902717730826978	0.51165946671528	0.831897912138076	0.789437223791368	0.505978005733849	0.795286931899997	0.559686638737901	0.43060501733965
TGFBR3	0.955022238638109	0.937140302088035	0.965317230182729	0.968335723585115	0.483684338483869	0.966645460010223	0.977847657469517	0.945331838107339	0.945212372743175	0.874882277583887	0.949400896715575	0.981190587520474	0.967990284256898	0.938040208955378	0.906465629648834	0.978019225391963	0.897606634660847	0.736554867814829	0.935700342147461	0.579634258747351	0.745145056582804	0.913913591834323	0.96577716139292	0.926974973685039	0.92916322610991	0.913917306426405	0.940383930683875	0.970665521917809	0.869387342601302	0.939457506416955	0.860582363339445	0.874417880869935	0.821106677824895	1	0.447557142384943	0.98111310242483	0.974581042948965	0.880045725974793	0.782647477558923	0.948891214981062	0.90967936085202	0.970718174773288	0.955625911088028	0.864610734475795	0.945394041373819	0.94729083742197	0.910694690316424	0.884989251785872	0.638546444614589	0.817401235585576	0.908702656266104	0.866231404590803	0.957913708127534	0.939747373388786	0.909367364129268	0.656558371145952	0.58213679981413	0.780562044719891	0.940763270258975	0.964330793613955	0.538650428379592	0.886290231365316	0.869005290106099	0.8664624015736	0.916725602255838	0.832275033498467	0.944801754814409	0.960279289765077	0.42888398641991	0.944072785326795	0.870584205902308	0.962193520977636	0.896877717085813	0.734094603187763	0.879138500277719	0.949511231279009	0.981446758149947	0.866397809443556	0.960531936893996	0.891700338046971	0.932320837685021	0.955383986771462	0.944671808824257	0.836012093200936	0.948077558203078	0.888841838402921	0.643405313570075	0.934265312095085	0.764077239574292	0.886193783587306	0.972334069509999	0.949677115703206	0.89990847695219	0.929848158705069	0.951181560921141	0.826389591102617	0.902068800398576	0.947726738603739	0.897493382268753	0.660969072588554	0.837483562777148	0.795946699217675	0.81644427047705	0.867229761488679	0.605920367825822	0.973858544601014	0.801659265031973	0.873125996449816	0.907569420810918	0.903128797417689	0.142581208426162	0.657215583934073	0.947580102514903	0.961517227300382	0.908294110180833	0.723096712364276	0.930630778824055	0.701167421351098	0.662631648316103	0.90019122328901	0.765168622938269	0.703400600376298	0.845110448843519	0.91542567807496	0.86231322760828	0.89287769744046	0.537552430663506	0.91294081398268	0.903524004183668	0.766653637593424	0.159167830713505	0.662801098663393	0.883768092284818	0.827743332987879	0.82341121697904	0.950883403915081	0.465404983425305	0.546524471129199	0.489937528025206	0.979637943096281	0.94955674539669	0.34296229066921	0.852396531272654	0.848679806835216	0.311921648760895	0.919425525373419	0.341035399701322	0.178052345606269
ITGA2	0.625615095185387	0.220113221815794	0.534063284641219	0.365252367866741	0.58895930897253	0.569985468955853	0.518837227118926	0.209822635687932	0.595000203254003	0.701406571416513	0.497943302443153	0.451662901516491	0.443007832247147	0.43511454959464	0.554764536911352	0.478376464942125	0.180422862928148	0.649383228205439	0.492560640104373	0.788290390292951	0.861270090459645	0.703986589342202	0.512537030485063	0.328328516103852	0.332017216516748	0.635222104401123	0.205058949486978	0.58011507882876	0.747866469352528	0.469619405601872	0.657851162915348	0.697951600836225	0.672431192537682	0.447557142384943	1	0.464916725945668	0.434810271749459	0.704438687984748	0.533844983653369	0.623840890630235	0.507806873724001	0.53743992015641	0.599734019340514	0.314621563732028	0.451798877857156	0.568709038285047	0.701875702462709	0.644483270285656	0.862714103069884	0.56713698584217	0.487342395695965	0.62252175677325	0.303247176798118	0.286555681313651	0.706008662969411	0.859555173685856	0.624723182751443	0.740438048940538	0.628467712761754	0.519978623048297	0.888817044972457	0.770670553143393	0.662873577760537	0.730165405395237	0.40706052976888	0.452399637421977	0.525426436489546	0.466776714994143	0.660920346393807	0.354753217500277	0.668027457387041	0.353130677534583	0.380707937498173	0.683426163572449	0.348596270278054	0.404952232706404	0.469655397328717	0.126428353802852	0.325374522853955	0.692444632268309	0.334527697590316	0.568675520397861	0.547523603241105	0.60298750965338	0.378217676244163	0.560227277230901	0.519427399949887	0.650332267104729	0.194759051981758	0.184887058509028	0.500500472184316	0.55250228026052	0.561839563237357	0.5042310887948	0.310574442113478	0.756948808847481	0.435599876399744	0.596719150622758	0.270818531427552	0.113052497383808	0.677489747139219	0.592641867997269	0.429445911168111	0.513194369938944	0.445901835604584	0.469057013790707	0.415690725972028	0.689952365397266	0.206898315630079	0.286459312857458	0.711835931543335	0.680179708906017	0.353759506478997	0.40820194466915	0.487983604648713	0.534813248444705	0.505400477878656	0.689722434031411	0.478628592254666	0.419089900886343	0.784937835147062	0.844858343361016	0.582781953905955	0.339826762506573	0.800574999097642	0.557726517358662	0.359046626418454	0.466658447932065	0.595251162307087	0.611978296875873	0.321840056260413	0.300515687058335	0.520082868696479	0.595391122845746	0.260707439896018	0.414591376590368	0.278498827733657	0.140344791041977	0.0592649048811171	0.496406132051006	0.624278518497403	-0.0174355496025657	0.409660938458521	0.216815881463255	0.0808715878343131	0.276188607995907	0.183925603842998	0.00799761944335214
DAG1	0.951646897642336	0.937807844670106	0.948027152165192	0.961725279248286	0.508927726775975	0.944727648878225	0.976355549056538	0.93562442608833	0.935215580148295	0.88918815735231	0.924005498678794	0.970331520048276	0.979290369956176	0.919303781335101	0.955001764582576	0.986521073043176	0.918446097494719	0.772784725647127	0.913202897826404	0.575646269352785	0.77098165582243	0.916180671665856	0.962348463262483	0.927434332814194	0.927839189171729	0.912244499558381	0.924586121896698	0.975510265783803	0.867727729587029	0.917244718919963	0.886547444401126	0.8760447067742	0.854631057660553	0.98111310242483	0.464916725945668	1	0.969058460846341	0.870860133633113	0.804853740112335	0.947587951667487	0.905497197093088	0.96189550746845	0.980797836679387	0.889631906277233	0.954332527595212	0.96084493789079	0.919688582370679	0.883960882992354	0.684226117674297	0.777541694396552	0.893590683267286	0.88085139581154	0.964661066395144	0.937540953757707	0.92595754960773	0.676711159112637	0.607366788298957	0.78643116725545	0.949326122605655	0.985461403740691	0.584274743678443	0.88411549594966	0.873358753495641	0.868608598576362	0.907957633596543	0.885921393498827	0.935754964545173	0.943237919243896	0.487838394412736	0.932674708865199	0.872165137493617	0.981887170998733	0.907524918971068	0.751955762316649	0.899709775898989	0.951157608415904	0.977285297447006	0.87040803501126	0.959003788904045	0.908456994713458	0.958476769910659	0.953191663160764	0.951788493416428	0.809839722983058	0.959737164336526	0.901158543488561	0.659768160294314	0.952387750728787	0.836142381981057	0.905376673402158	0.964465911724229	0.940582907633579	0.927900147239422	0.924637718710754	0.957630492502487	0.847217400073851	0.944790980049556	0.958098590887013	0.922859196662771	0.692647897448668	0.819935557918526	0.788275035858404	0.82099811655213	0.879282994801062	0.595443866583963	0.962439136281431	0.855573259937599	0.879303726104258	0.910079219623852	0.908321044197195	0.216334463398893	0.668417657418483	0.926511963126325	0.969297698273427	0.934864090995944	0.714116536764876	0.922525183314156	0.72132207666189	0.670023596792533	0.920976514499202	0.792237648516993	0.690260224341172	0.865717663677259	0.925958463452332	0.876567502868408	0.882067369284848	0.547957978825276	0.943584446431111	0.933161783194318	0.776025001488077	0.188213380459204	0.652101205688003	0.899139777926752	0.802481382707319	0.829821498948358	0.965626036327747	0.464029788567949	0.550803837931697	0.525741268664222	0.98913780429228	0.952590436117863	0.365356162630973	0.833782361668566	0.861624314108994	0.31427122466266	0.946637773531984	0.347129087611241	0.19102513754055
FGFR3	0.937751547643889	0.900540966221174	0.958071862210537	0.94257388939335	0.540608641640295	0.970043152447457	0.964701124178113	0.918084628309499	0.94364344701836	0.904762493366862	0.930686261649978	0.977776329360179	0.937994291399879	0.942611797111924	0.896038871478984	0.963520460051138	0.865882848204068	0.736319124150423	0.926514138168638	0.59178380868413	0.749351500208781	0.903448569880481	0.9512086573647	0.907752567007259	0.898954063133278	0.925739693210935	0.914981194615901	0.961718524553005	0.875438368959066	0.926786319611004	0.849784247910759	0.895035006904743	0.809708649951796	0.974581042948965	0.434810271749459	0.969058460846341	1	0.889853885645252	0.772479787103623	0.94851803766176	0.944710544463057	0.957089586757215	0.94706398423699	0.841596732147674	0.924514518922073	0.917689056403518	0.914399325123425	0.869364140224499	0.653913755570975	0.841297937323655	0.883706173145662	0.870533226504417	0.935288904229886	0.926126391974841	0.912946466354151	0.643645022811787	0.675767815190395	0.799796990551899	0.934803055827138	0.942113127246182	0.568768812003208	0.876213588432546	0.872673079422605	0.855287540610538	0.891254000074621	0.858008847258183	0.946397256872071	0.943278181964278	0.500164549735081	0.970068694950994	0.899082600856676	0.944653072010293	0.845870050338108	0.716811668558056	0.877792107915403	0.934255361683986	0.964448898804927	0.827770965515355	0.967436366250358	0.885940246773306	0.913572730953483	0.957959434939855	0.960953977882978	0.890681261757468	0.930368399119514	0.895933184247003	0.626802946241671	0.913866769621911	0.807627547742261	0.861134447045463	0.962739679726085	0.930260463856045	0.840079196332991	0.919896569802316	0.924315810647645	0.775283730538849	0.905082114693217	0.958852167530465	0.879847335241475	0.65654184126114	0.842135328062964	0.745109632639378	0.811565581571439	0.871322484910549	0.629171117541724	0.988971032620164	0.768026129191197	0.873892192039818	0.880711194626683	0.866532263442866	0.125481603467326	0.672272421292785	0.920185815668808	0.953488516110922	0.887716242699813	0.697213809031559	0.889857924853375	0.713548089449574	0.672740414830807	0.867856382755097	0.813488888982188	0.690425782000035	0.856505858416659	0.915880259092608	0.866899947308471	0.876341035805108	0.527445667032685	0.914690011915874	0.879810392623685	0.779417642319762	0.164468949680594	0.654105123366677	0.920351396014696	0.841441465796144	0.8070096159725	0.918216002233019	0.457173533070667	0.525355912578681	0.497302969028385	0.968034903140066	0.927831065009826	0.32412645476104	0.817791238341952	0.832562501737143	0.323252668751043	0.894949220857997	0.319152133269914	0.1806765086001
PILRB	0.95134974861743	0.747094887358277	0.923470290630125	0.846935541359135	0.548484573644483	0.950268291206434	0.915963373064907	0.74316793070936	0.942072866767577	0.908947250602817	0.902440428740099	0.90221761714299	0.865627318888959	0.87337591191036	0.837072696446549	0.893543415779291	0.687556686809081	0.811135109883045	0.910399237799757	0.821713199031527	0.884166763791597	0.942575276807291	0.911478525260237	0.822417325514719	0.815558327151825	0.957530144703178	0.757663576992104	0.928729529531972	0.959101598784896	0.893035292972734	0.924893250633686	0.961067858116543	0.896784866341625	0.880045725974793	0.704438687984748	0.870860133633113	0.889853885645252	1	0.838801747461552	0.970238864235487	0.883934037676027	0.932048147521077	0.907759867547776	0.796951430416128	0.871628408108131	0.918176762120141	0.943744428770005	0.936842396855073	0.788412146943108	0.89000504204378	0.878136292330469	0.941235020393284	0.784579425407499	0.809351004106959	0.965573392556739	0.863152779137775	0.686319537199121	0.917928193122734	0.94334421437897	0.890084351436032	0.741142631783392	0.966626239752227	0.952332178785997	0.955979479133357	0.857696997769077	0.719539443693208	0.917390275000684	0.910719733367213	0.575952947774705	0.829864164444955	0.950025551699974	0.82702097059981	0.764390150421198	0.870729021111876	0.805434667077724	0.872511673224084	0.895230147195636	0.669343834812428	0.812596867064018	0.908548339700793	0.808596588183147	0.946163633479942	0.923503102033387	0.934440890672885	0.838755241150916	0.882362743761083	0.751152478072247	0.927585247756935	0.620443353969284	0.70843125527068	0.910913368224545	0.934576923230375	0.855145739428243	0.877454352939205	0.797552539694624	0.845904249915367	0.814720234940208	0.917696006503584	0.754615762625745	0.559350524705768	0.930132061344559	0.832649195778551	0.830380424148701	0.850208971873811	0.734074835355934	0.898513054001928	0.690107702718628	0.970745619559619	0.740051205444085	0.740388244847508	0.311722836841632	0.86384264434678	0.844871608677899	0.829806828642768	0.86341153761804	0.804527586498815	0.881257715516761	0.868702487873023	0.772837061503574	0.745845901120796	0.919230398165779	0.907095642508057	0.787069699757834	0.84855483463637	0.94829047591482	0.878356672090703	0.654709210687004	0.821784486145327	0.854949210620855	0.893552687805108	0.385863764738323	0.683193797673959	0.877953857875909	0.945279209640954	0.728871051029626	0.813401060376014	0.557742100843447	0.544866385048317	0.451495703408021	0.899201875652409	0.940714544209392	0.333337175261381	0.817239514212598	0.724057365235611	0.381030590717942	0.73978151687602	0.431531839848431	0.256098519774879
PLXNB2	0.842279820674673	0.763281817569276	0.823902279465562	0.811614779190979	0.321513064262779	0.795574186532815	0.813539257228765	0.743577800131036	0.808063431476346	0.7234556850008	0.784467266605657	0.820528492362345	0.863029225203836	0.801797144740124	0.739082058001297	0.803593306109385	0.758274517863252	0.59465942922124	0.863235353137868	0.547548321887403	0.674551688366243	0.872870324935692	0.883012705768104	0.889511979088857	0.844796369614222	0.736289080731877	0.74638698377937	0.795965820103421	0.837428306430714	0.826862119482542	0.922363041002943	0.876426839276548	0.923916886369572	0.782647477558923	0.533844983653369	0.804853740112335	0.772479787103623	0.838801747461552	1	0.830680540706944	0.778793495672369	0.809655453024294	0.838463387934782	0.883124281448977	0.86526185545613	0.862923454818319	0.799791529485894	0.855596382721054	0.577380680461633	0.728946075069716	0.927724194432536	0.890005725141553	0.764278736999767	0.844474936195448	0.845323041616316	0.725783034290321	0.427503222989693	0.766856860866256	0.882019092089741	0.858377783765118	0.499976634555234	0.793202820295189	0.903351033877396	0.905495958082231	0.920210406076515	0.669450991576343	0.831829546164523	0.867673817653938	0.396515660134167	0.699260712439125	0.725218926441223	0.792978444663517	0.842502895836282	0.938850427921148	0.933927054997329	0.886633741257827	0.800180868778323	0.757507366762958	0.744784357111925	0.842813217669981	0.830558800579309	0.881614719874933	0.839002925063653	0.720650849705167	0.856577184962748	0.663492195117302	0.925132789164189	0.825472712155846	0.688957623599247	0.835532393895677	0.805864628638768	0.879564317694223	0.857848751882203	0.766937054558633	0.825600250908417	0.807006919930757	0.765948628821931	0.794481446288603	0.878569547638217	0.846067255262053	0.657633835653353	0.885394333474302	0.951406914611012	0.912912134224039	0.871596706267277	0.773081441921807	0.644805681884949	0.879404865136669	0.820184684319699	0.832298442873928	0.207965254242425	0.801512008086855	0.849296350495073	0.799564218927183	0.924341454600947	0.912838089862596	0.742130669049587	0.759265287962929	0.952599822745626	0.686444669791744	0.755669243071205	0.681680813965348	0.643298443203786	0.900840089440765	0.756582237104751	0.855506686834582	0.890424252111484	0.689293295654852	0.811513405825205	0.953742328240179	0.668243566996299	0.897087860736592	0.798087481340444	0.843369288086249	0.89699219904744	0.841441859620126	0.828654870291758	0.853920287561971	0.780379844232882	0.845472749049181	0.88204947067376	0.719825687940923	0.909532885864884	0.888049417798272	0.717775627325413	0.796222936219168	0.750894887746653	0.629270363164504
NEO1	0.990664349433861	0.851829917839842	0.974120564014333	0.930613011445406	0.524268889134342	0.985615761913337	0.979665538357652	0.854406234774892	0.984745200421677	0.916369614684442	0.958038380606993	0.967417452055058	0.939270904171643	0.941997749148661	0.897086174853587	0.954098276904109	0.793452481565769	0.797137713778449	0.941192752504222	0.747444558452357	0.848878386537288	0.948677082163827	0.963291496204039	0.894173739374174	0.897580731742204	0.963133939078387	0.855842208243963	0.98329381454339	0.937710001855737	0.951643677590628	0.916433646692365	0.939546978334512	0.881127870783925	0.948891214981062	0.623840890630235	0.947587951667487	0.94851803766176	0.970238864235487	0.830680540706944	1	0.928499115102974	0.983981786423555	0.959303134863991	0.850402463986354	0.927395651005313	0.964136444813904	0.956943588944591	0.963979387887816	0.753419207681588	0.893636160304394	0.911401882900445	0.946216481860784	0.88432574642794	0.877851792094602	0.976662880825262	0.811127347817438	0.662393237954053	0.856353579985743	0.97516263272044	0.949843831623957	0.694333393804329	0.964023027893082	0.940966075297234	0.942385421195224	0.905450072709771	0.789773927397411	0.969727086405519	0.96015733901817	0.528499038547095	0.894563722228535	0.940389462534021	0.913994435763677	0.860143132130405	0.832847333402098	0.848863062265436	0.935088495676012	0.964545144887352	0.778530690360219	0.907412782342787	0.92061705867311	0.876834886721998	0.978151685048163	0.957227098905413	0.920145750011975	0.914440778750734	0.917478321627496	0.705413661815893	0.964883728360714	0.718788483259458	0.799558501039292	0.972319293129856	0.975717992057916	0.90392361565616	0.904152205300034	0.88817179717727	0.856310430941299	0.884079349655493	0.962612944161567	0.833201148434825	0.604506192981616	0.910668875552974	0.854385263346898	0.845671004895174	0.885713944622342	0.687180813270236	0.949567362545957	0.74553799117998	0.946831081585658	0.835718824417391	0.840446135686212	0.240405300061424	0.799052605826686	0.911424440258592	0.923801382654799	0.897526134399043	0.789325404711908	0.930460230707952	0.828252246099223	0.725827244704133	0.822600074044097	0.903327939224897	0.853530321845941	0.820805512821898	0.89163411967157	0.947340733445483	0.926787360094116	0.60466043280824	0.877253128710403	0.90280753895238	0.857388282486556	0.274785667940218	0.685686640668174	0.888747103743706	0.920721809054777	0.787906834089953	0.889463794116677	0.525222565730566	0.540723261179212	0.458370192468377	0.962119072619276	0.980565539685873	0.324994708895434	0.846970466014083	0.796064720498173	0.336572623302775	0.832849329361497	0.387544509048273	0.202802228939326
NLGN2	0.910247725669713	0.827523196840062	0.926515199261461	0.89454001942393	0.617023457062333	0.947009876132408	0.91305934667459	0.844696559256083	0.930008327352675	0.909264352035443	0.903123048581109	0.935129439741144	0.890485872620553	0.922881269031626	0.836408916632282	0.913067058711107	0.765779578273762	0.623663652175733	0.876581359273876	0.566313107097129	0.749262884699916	0.869807439720123	0.906949171801261	0.865763875336668	0.856899345680952	0.881839725095135	0.817805572943177	0.918854138740774	0.877764965476245	0.910117680680693	0.816852157467678	0.872466068789277	0.784079897324031	0.90967936085202	0.507806873724001	0.905497197093088	0.944710544463057	0.883934037676027	0.778793495672369	0.928499115102974	1	0.927211669512329	0.912607238850108	0.793441466204784	0.871237148476911	0.869035629389119	0.911621845213262	0.876247637089187	0.673465821348688	0.838113629783712	0.858671592659865	0.885143981735788	0.86981696197646	0.83898059054603	0.923820187483583	0.685781110592057	0.740431783168856	0.76998112458078	0.905155257550627	0.878043273658377	0.616318980834762	0.868359832893896	0.869725210361994	0.845722404224575	0.849377827860172	0.835676876072023	0.932352904999232	0.903104875996503	0.515867551813666	0.914443217193064	0.891792212317595	0.884337980289809	0.80374708281535	0.732312243883279	0.835879151758417	0.885673208639808	0.906683339597425	0.759431134053563	0.929090902577586	0.874625769225338	0.821569980777635	0.94401744175486	0.905306400019012	0.872254560873529	0.877921678514885	0.848761300339044	0.608581501960683	0.883677963295	0.787293783554408	0.786347097706326	0.913743936820517	0.912624670748802	0.785963438312375	0.864771449747619	0.873481460084309	0.747370359373743	0.886353594010343	0.960112794278576	0.815939592595055	0.610601216583333	0.77951814924941	0.759985236600036	0.809620096345886	0.924141501530925	0.648192720959624	0.927877690259941	0.704788217288881	0.848573793164492	0.808001826240499	0.827302597239207	0.159707857956038	0.650055377043196	0.869836671050143	0.919491720392254	0.841541574037146	0.683562263016435	0.826845618551467	0.752134635144907	0.689980259837569	0.72865644306013	0.885638549950433	0.683403378647693	0.839997842784922	0.86073604315839	0.873959615956283	0.892301363688388	0.517506866026113	0.837603749164495	0.869633834656399	0.820912347659763	0.196803308777136	0.642434325145108	0.886466895287015	0.855986179136081	0.789867243767578	0.84944284228975	0.504700751357063	0.492096736792829	0.465888586752091	0.924418129693285	0.911758879157631	0.292389466547616	0.773508179154666	0.78190060963949	0.3323743110459	0.815935117671536	0.326081821220646	0.17772176561912
NRXN2	0.98632695102257	0.902179572016327	0.983574222898276	0.966371743755519	0.465171741433755	0.985467193568967	0.984789321092332	0.907271070630747	0.986177494946832	0.888028369790865	0.979577942632427	0.983807829978712	0.959469533587441	0.958168066455743	0.888936219759476	0.967453238338549	0.842493899069502	0.735379902090051	0.944628490803677	0.668946518133626	0.781865240841505	0.919879644881584	0.968326645532798	0.921706921052347	0.935035952500271	0.932078258822492	0.899705294740085	0.982277169529485	0.90970573902842	0.969705746514852	0.875957894115079	0.895539925441038	0.839461884917626	0.970718174773288	0.53743992015641	0.96189550746845	0.957089586757215	0.932048147521077	0.809655453024294	0.983981786423555	0.927211669512329	1	0.95341670466182	0.863614199366058	0.939148137692647	0.963247081743311	0.939277031884812	0.950759156031463	0.680428106597118	0.884221165197013	0.92122993291423	0.921046431065629	0.927785647902062	0.906995455723348	0.947636143461204	0.742979804947058	0.619876822215803	0.799401077886912	0.95677519503058	0.952647397801514	0.613393918765385	0.937215458253775	0.908159199570147	0.904959855035268	0.919728496664683	0.788010304663544	0.966820754559046	0.973586914256065	0.420331360070205	0.904547790096076	0.903722748473605	0.941820554646652	0.898351433010393	0.789636430941725	0.854090016829653	0.948285495273176	0.984818114254776	0.835522592267757	0.940493210117673	0.902957288854783	0.89361049256225	0.968459315663393	0.947880366992674	0.878367126641948	0.94149927253671	0.899806523288207	0.664498835610932	0.952806815460618	0.726134418784755	0.839376647153206	0.990182603860262	0.981822268898238	0.910343191395925	0.900755126801757	0.930507529913584	0.842694767535418	0.892797387721883	0.953156788766484	0.857379386251738	0.626019380663742	0.864709039235711	0.85236325540777	0.838982036760912	0.881673094383194	0.657384506581623	0.952134981840913	0.755026916122872	0.900857423053099	0.877539835388826	0.887044115225752	0.164310746112453	0.724212554186206	0.94699947579041	0.946298874827714	0.890342456105117	0.761654190794316	0.948176544997967	0.776352064560144	0.686337299443821	0.844935537986873	0.84932216521278	0.790441248168692	0.801854284116327	0.902883893367708	0.906920868302387	0.942464109184362	0.570990016446597	0.879227866575096	0.911385147861134	0.826783672851467	0.204715333154568	0.686526163482555	0.877707608828071	0.89328903764047	0.817044104308484	0.91529935856733	0.511786461288609	0.542587962970707	0.461186254693496	0.969411953608306	0.978396161819042	0.329544290374557	0.854163416412116	0.829321120034836	0.321873643282346	0.872993990586206	0.367966991810226	0.181157567088174
