""	CD74	TLR2	PILRA	SORL1	KCNQ3	KCNQ1	TLR4	ITGB1	ENG	STAB1	PLXNB2	APLP2	CD163	SIRPA	FPR1	SDC2	THBD	VSIR	ADCY7	LRP10	PLAUR	CD93	ITGA4	TREM2	ITGB2	TLR1	LRP1	HAVCR2	C5AR1	CD81	PTPRC	LAMP1	TREM1	TGFBR2	ADRB2	ITGA6	LILRB1	TLR7	ACTR2	GPNMB	ITGAV	CD46	TSPAN15	AXL	CXCR4	MERTK	TNFRSF14	ADORA3	RXRA	CD44	NRP1	CSF2RA	NCSTN	CSF3R	ITGB5	NCL	LILRB2	ABCA1	CD63	PLXND1	TNFRSF21	NOTCH2	INSR	ASGR1	RHBDF2	RPSA	SDC3	TSPAN14	ITGA9	ITGA5	CD69	ITGAM	PECAM1	CD33	CADM1	STX4	CD47	CMKLR1	EPHB2	PLD2	GPR84	BMPR2	SORT1	IL6R	NRP2	AMFR	MILR1	FZD2	CCRL2	CD40	ACVR1B	NECTIN2	DIP2A	P2RY12	PLXNA1	ERAP1	UNC5B	SCARB1	NOTCH1	STX3	ST14	TRADD	FPR3	TLR6	CD226	PTPRA	TFRC	MCFD2	RACK1	JMJD6	TNFRSF1B	SMAP1	SLC16A1	CANX	PTPRZ1	TNFRSF1A	IGF2R	ATP5F1B	EGFR	EDNRB	PTGER4	RAMP1	CD9	CD4	C3AR1	ITGAX	LPP	TNFRSF12A	CD82	C1QBP
LILRB1	0.719861898436739	0.826281293500113	0.269247032946802	0.62363002587144	0.834757811655852	0.670919514710612	0.706942308713679	0.755056230393591	0.518928171559845	0.440637324328238	0.583055196820478	0.601914794477858	0.48140890936988	0.693690322509655	0.738792369094814	0.0820338787394089	0.368568129688759	0.610569336704043	0.823899206188037	0.672830359963944	0.660628677897168	0.64737272879858	0.847918116761536	0.622257496512144	0.672027717614571	0.885100542490416	0.451610048286486	0.774807855385933	0.538294134503797	0.550236836124335	0.881427754453647	0.462466533037755	0.540330127758545	0.773072476708385	0.674016134328233	0.719793472497241	1	0.556543163972918	0.874977902562597	-0.0350300460952038	0.600143812325348	0.705262689788603	0.485277926010032	0.597885644149977	0.286829058399596	0.78499430653462	0.426933136460398	0.795769446220586	0.588077058603321	0.368940536632037	0.394139655275728	0.785842158098364	0.472189760032843	0.809677522440608	0.255921801283479	0.80979487392409	0.765962193762746	0.496717398928152	0.427055841545203	0.59732048581512	0.591701764529879	0.475374382381965	0.169608367535919	0.516093767543492	0.871827955191332	0.617963751440348	0.367686553889787	0.729657015885114	0.738156821557237	0.451335592398727	0.756785113985801	0.665149762028065	0.483713797052075	0.665628033187655	0.451556756510177	0.778397698035222	0.635834783617599	0.657231474658822	0.698007622164947	0.672043223221624	0.607599250613552	0.755192077473388	0.692740796689624	0.713884897827154	0.397683932399532	0.629553616149059	0.692488910355149	0.4088758840201	0.438929646770533	0.568027249944557	0.543604928461593	0.581469744148879	0.662064163874541	0.611650061195418	0.30188190542092	0.618301697333349	0.779120731555305	0.409464468126252	0.509631135091582	0.559401783427408	0.500102618184128	0.625126185252965	0.242091501935674	0.769306529303714	0.702746363969501	0.597104085682399	0.410325407193579	0.620790881276983	0.615191237976569	0.637630754439727	0.863048586406343	0.734163797331047	0.602262612242049	0.747758706917277	0.164242278205594	0.738274300013699	0.434811948811356	0.623438154358447	0.143709111869775	0.357388270645402	0.791532124898015	0.25580180775639	0.27909735046406	0.728567932925774	0.719129902511689	0.464303937348676	0.666004613220508	0.391250463784163	0.25469892437778	0.570175741614805
TLR7	0.631789038831152	0.627388591831989	0.620551791379068	0.743133748902123	0.571273651186652	0.656236747007611	0.655596210370368	0.620767224932942	0.53448905222157	0.513996273340467	0.57005311395515	0.60048229876009	0.588178957702638	0.711496283578487	0.643851303069277	0.362765192337305	0.223596528264939	0.349485000097184	0.547733768202486	0.594987099529232	0.594936419537099	0.228212752046276	0.392267970343307	0.686102632384019	0.582009445369756	0.566240969404467	0.611023356844718	0.627679762452376	0.564413620801737	0.688616411320421	0.564064992928896	0.629055086995007	0.407837368003059	0.64746292746212	0.638708194671226	0.542767458597339	0.556543163972918	1	0.58244803340862	0.294537422508491	0.666650505303355	0.636524653367718	0.60312345620594	0.678385209231959	0.608478058615829	0.69919539967536	0.484359539776316	0.685054307864436	0.470334734014738	0.428535774229622	0.43546974771297	0.614528127987344	0.609904543713834	0.679301799838229	0.470958847011939	0.467450799617726	0.524695567987128	0.58394262826969	0.578482050671986	0.741926087811788	0.502047402286991	0.583155596752846	0.0830962778220732	0.306146652708001	0.565919695498815	0.458234388811171	0.527349218816658	0.680296655386846	0.484402451744466	0.371820235164617	0.302929214811698	0.437013375173607	0.716082208075595	0.540740319271324	0.691540844617821	0.509922177569865	0.562152247179083	0.709859330231091	0.540793917795563	0.580586196083569	0.367805297458763	0.482149649752048	0.555935297664795	0.57587581189457	0.467201230305773	0.433978339128191	0.498375372644908	0.340643831086758	0.574268503740681	0.482499751026055	0.4663744880255	0.528252940651426	0.475649815998682	0.208592331326702	0.502187561682018	0.500273407668362	0.49967727541475	0.697406616158659	0.376143970467936	0.596757086273427	0.600954119046131	0.628558594534016	0.625074965440787	0.448667384932723	0.546210270962976	0.506563200914308	0.642999760925969	0.593530764977448	0.460793191172598	0.497276951969726	0.578476455319125	0.536557794223231	0.243592615581657	0.616085907031752	0.01234244584991	0.67806788158285	0.553925205523282	0.467044499843986	0.00309781930558825	0.387092123832026	0.452024110283476	0.293522919068163	0.501667925464594	0.643339895697802	0.713860352667066	0.422197876973957	0.577858441794863	0.236165745242708	0.31137504883011	0.435463259535413
ACTR2	0.689691281930411	0.830429502554615	0.462433880519824	0.694576340056678	0.741758087444508	0.797663074353411	0.670578661799238	0.920757727766177	0.732953602168704	0.630445750805785	0.764317983555692	0.804468817151099	0.633063524297653	0.813137977208892	0.898082247674846	0.30972159139924	0.534125599179866	0.608518880403006	0.803587742959536	0.815281559415562	0.854136670981189	0.70669676611539	0.839983819002771	0.799554312064876	0.852007158407376	0.902186403154655	0.647446721386294	0.912699953577295	0.697431885088551	0.763529107581742	0.921525612761096	0.695758946605541	0.725564441577521	0.843549230595262	0.695299378332175	0.76634582249145	0.874977902562597	0.58244803340862	1	0.214710159418184	0.74685000503432	0.780322936538491	0.618233998834549	0.48747883683933	0.237316724775947	0.79236004013247	0.665578952969654	0.892335258879168	0.794774154427046	0.616990190480823	0.615604123825002	0.720148861380354	0.679860477169842	0.818546384388771	0.434730661643726	0.925064911156302	0.719856636581894	0.652378977558068	0.69218640290161	0.717832901961438	0.684917621778728	0.592632976873266	0.0816121229860699	0.608655604024799	0.868855241258495	0.826074999010954	0.560465260327144	0.826111413004473	0.699383667108707	0.674707067736475	0.736680907700606	0.827287729844828	0.432869311734749	0.817679686134342	0.521745083574111	0.845093736284083	0.79880845344521	0.722047016186909	0.695209542898908	0.771555908254328	0.783869306856035	0.814516827024621	0.793152357730813	0.818053807994389	0.602855894235679	0.655151621791739	0.804075883979643	0.535453607683114	0.612577405129243	0.770735910945223	0.643156977813768	0.759380296168243	0.790239647776558	0.628680983648989	0.538122664467893	0.717483035876549	0.732831984753287	0.577701894888062	0.632672346366648	0.670607389913316	0.711387672761229	0.802083245420935	0.284149935471505	0.804284908787636	0.792440168995337	0.759852018911115	0.587883844801993	0.822565702885246	0.816040083174817	0.839113272186098	0.918252797917116	0.922454637822461	0.670727758294243	0.910679213772975	0.281571587680951	0.901821484188192	0.599748579595996	0.817639909956228	0.261085165282128	0.559059942062204	0.718182539896938	0.476724136147858	0.433370045725826	0.87623135142058	0.855769268853227	0.65128999762845	0.750196060161325	0.572625364920165	0.511634115299846	0.767928600297684
GPNMB	-0.0596122838679238	0.14777434258558	0.802194434197018	0.394885583222594	-0.0657813371498149	0.42742024401341	0.184681653629507	0.477473977130692	0.645372983493263	0.57145564583168	0.512909105418702	0.660189009080931	0.659551740949844	0.501843320727731	0.370593372749317	0.875838509950169	0.586427760197521	-0.289365633845737	0.057807164345115	0.356860260976701	0.608362832892689	0.140023001221067	-0.0362992362523118	0.473414304674838	0.439997143179147	0.155444430594727	0.716134334253031	0.292414073351029	0.691198476166656	0.513843794663259	0.221611015747098	0.724746420675565	0.605508021122106	0.376780015832098	0.308323921610153	0.164245460404701	-0.0350300460952038	0.294537422508491	0.214710159418184	1	0.521294201935509	0.398935592426694	0.521137496147627	-0.0242801459969743	0.251574940946593	0.272948553487659	0.688916358612407	0.186162851653434	0.584329930172367	0.748692701870697	0.700458142944661	-0.0869804835389734	0.508399388673904	0.157901185572366	0.621447710325421	0.0984486564550662	0.069215371859851	0.733984401708176	0.667456029297171	0.521803560446675	0.471988516592315	0.440120335894546	-0.124994312789036	0.168114855052034	-0.0489641679679967	0.204823429982262	0.653784461924127	0.345263920224289	0.00745048321173073	0.588795839935436	-0.229343670014976	0.484014055126637	0.188716693317224	0.224006524201097	0.42678609738244	0.146809318971463	0.329775931509982	0.374067134207718	0.115631019625758	0.308478455393873	0.214300410474507	0.228050021852528	0.333783943134106	0.374491728369801	0.714391208033045	0.259318582859012	0.0736796769058626	0.173345051984597	0.631146306880179	0.398360805306824	0.423414887985303	0.337804180493177	0.253779194293973	-0.20506962312769	0.592326063727325	0.320587941179988	-0.243702264526779	0.704150834228499	0.222015926220385	0.441302458825541	0.532849082833055	0.454043835549398	0.546910790650636	0.00498668970818884	0.396954278290999	0.350814779769606	0.698532273982731	0.440138190783705	0.225080792110227	0.362851615271634	0.232767266152188	0.298361513480582	-0.00581355656555275	0.4723158788526	0.0744214126379869	0.329789312154708	0.676641096750816	0.250674498819928	0.0737704319529941	0.453375045629586	-0.0665455001014979	0.444858195014339	0.611821972073395	0.453922372571981	0.449284314576912	0.674769698878589	0.477811911554528	0.269476497974862	0.681449111935846	0.153547666680968
ITGAV	0.435438143395945	0.738192021928859	0.767864619678258	0.913820964080797	0.576803323512794	0.865258932915825	0.622044257195208	0.878399040805228	0.870006258034461	0.759421005483471	0.852719229457638	0.91980245499586	0.815773485189604	0.868956842145807	0.837529121346195	0.67723684353715	0.511468709282794	0.140905557025193	0.64958178987694	0.75897907233255	0.802049417139459	0.476272165188649	0.469155063014131	0.792602635407798	0.720520005623149	0.664642649161276	0.918725248087379	0.771448310101332	0.844219611791817	0.780630077643457	0.787831430474055	0.907699645002856	0.764583685256499	0.875067397642392	0.756746688037651	0.721601311440802	0.600143812325348	0.666650505303355	0.74685000503432	0.521294201935509	1	0.82289864831832	0.818427653874644	0.371632256719767	0.347860138622958	0.779420301985562	0.6779280043192	0.72144896437884	0.758419480833117	0.65628295079389	0.772897758164778	0.466471648167708	0.819152616999052	0.75679375203615	0.586993516037237	0.653722615487936	0.514980933182655	0.859950945153051	0.79706840306319	0.875526004292757	0.739045188026912	0.765661648107838	0.0417588429396016	0.270231786519193	0.611548725553604	0.545519018932662	0.862282951132364	0.866269429002047	0.525384594719629	0.619505511596336	0.305583820385153	0.750347695720729	0.494575105573242	0.586479712883544	0.546412323757942	0.61803500042396	0.755271645768347	0.781572607848897	0.550331433480656	0.745780202373088	0.567129069691962	0.749102813083957	0.820876190797403	0.78284281933099	0.857819816197444	0.635671628890031	0.595195069114058	0.391352447788651	0.815340168935388	0.68430100198498	0.757483189272118	0.63434229301944	0.799172664011825	0.404076547638379	0.665703700260657	0.742517042272446	0.520905292992235	0.852570952497377	0.698385590557154	0.726839010497243	0.667292352805615	0.779217374729737	0.550888354278275	0.628669392047089	0.817715690519424	0.781062619682036	0.890340408990592	0.796435173401716	0.574956514937038	0.691888001437084	0.784702366479968	0.744255841038799	0.545253763043732	0.866496227804468	0.382787466113782	0.814432907702478	0.845493065284018	0.623982615615273	0.356758914986585	0.755269125193769	0.491573562137819	0.668380736138251	0.536520830105853	0.869221868408364	0.818868021232187	0.801994537291851	0.899679338050929	0.545903067840051	0.702590424932024	0.519882243266993
CD46	0.582118249476623	0.838328434358287	0.607700050466461	0.792236593482434	0.701379632493162	0.777022311220746	0.767369169127667	0.827968634792474	0.706067598793801	0.660345481615421	0.697234740288404	0.835126691108156	0.79680976122995	0.853147479664847	0.717472875399352	0.479079134110834	0.489353945174028	0.196041505401802	0.725041312322335	0.781273099519749	0.750737324425772	0.533690390159804	0.662027518808378	0.655741160804917	0.602745390367301	0.719772159963859	0.786440722202725	0.730606048828604	0.83075803149951	0.644647692674975	0.8361734737601	0.767862231161593	0.636847264324607	0.877018326405394	0.734113374454784	0.758483517834659	0.705262689788603	0.636524653367718	0.780322936538491	0.398935592426694	0.82289864831832	1	0.6211658156251	0.531334326488663	0.465092489808943	0.890427792991987	0.658518868074255	0.687601504642387	0.667365497171304	0.640473270632992	0.640570317328863	0.649830328382628	0.692413230560323	0.815747955775784	0.551651084091023	0.689491660852044	0.672469017437353	0.847060777138994	0.630774731120699	0.823991654976974	0.789526225810638	0.75866297370455	0.238240586039425	0.269702483065785	0.658073459861785	0.46774174410923	0.76089242286175	0.840443799443996	0.656030914123726	0.597038101866909	0.404591448622868	0.647353062795898	0.626310005618031	0.500602310216493	0.67966182212093	0.689682962989079	0.74413476257261	0.790166405020512	0.731202861246185	0.658878521825595	0.485060199760448	0.827943799738289	0.789803660747016	0.786751405588896	0.780291558766499	0.750603475065489	0.55213170789435	0.345943637531615	0.637828704517725	0.534642856392818	0.704399653362661	0.54469707498752	0.794343543113807	0.32978704772847	0.508231713482431	0.721921349868769	0.559031605945468	0.727680205431288	0.723533433385613	0.698156275909494	0.61136891441347	0.670957830865062	0.57157930168625	0.667692069177094	0.766120690731999	0.788045374287583	0.767327045128693	0.719226056965155	0.506552185316839	0.628942681270896	0.784238690089177	0.725124970582507	0.616571894631947	0.868219303755233	0.385296366731935	0.740879214359682	0.789803096016215	0.53860988669125	0.339933012540287	0.683985949101242	0.703146189550352	0.481523386977769	0.550246519565419	0.836750486673073	0.756187225364736	0.669311271380993	0.854576699533389	0.50893551856093	0.550887670511341	0.441536128717837
TSPAN15	0.372840694479777	0.526546301094421	0.763052736305245	0.726758869735132	0.382375780562926	0.767574006136357	0.451511173822932	0.729303844780889	0.822582905586699	0.712215228584253	0.74972269699296	0.786652973471812	0.716899513935401	0.735528797095564	0.808337415910027	0.703990583959436	0.56063813097539	0.213346000009748	0.515684516428093	0.633005344305139	0.721825885158832	0.448552224304671	0.285550923123754	0.765153122828481	0.722992850125454	0.604929305871387	0.795829028820281	0.666734368411567	0.724756395318795	0.750021764996945	0.599146035978913	0.79894524908231	0.707511214119463	0.679549258501874	0.583943792407206	0.52214809077852	0.485277926010032	0.60312345620594	0.618233998834549	0.521137496147627	0.818427653874644	0.6211658156251	1	0.280961358068196	0.322169202517282	0.576677074571693	0.613137050940431	0.626230401228765	0.722481291285903	0.586343230365714	0.722103723450852	0.340655405030138	0.659892079599957	0.542453911214708	0.573754981451038	0.45745174781922	0.45097888238575	0.703187344933555	0.765205105795367	0.747163798622406	0.54432605461319	0.536177172207348	-0.124354535772203	0.339122250638424	0.462499753744784	0.517707572797142	0.714087616180016	0.652779955689153	0.36035462897973	0.612786818375792	0.220882162191628	0.684463563026246	0.404673926816214	0.571954496069007	0.40926397551284	0.486211147915097	0.599504446391516	0.69601005629143	0.409838853472228	0.55468401465986	0.524950372762347	0.541511412265647	0.6077527780426	0.634143009104436	0.71522654956222	0.377709692002105	0.476411124700965	0.390142532537692	0.699229058867439	0.641826838064994	0.612533070524851	0.618199387076425	0.585578829910153	0.284340622615441	0.606820492281477	0.541368302706481	0.32120976391202	0.745935825110071	0.423800656186598	0.601688073226999	0.665835163038756	0.700843565072135	0.521646092194914	0.430842430973497	0.70932681284207	0.570857146333517	0.773041603398092	0.665192747314254	0.527508379156439	0.618856113001432	0.657060970462086	0.625188291533896	0.319829949936625	0.69909726266135	0.138841470896618	0.742499722175825	0.657750266189947	0.569435525494564	0.13368947321428	0.537900122532516	0.264508439804495	0.585815994568123	0.465279385485264	0.774138006012409	0.765049430713877	0.676679094995326	0.684687358246722	0.358509437246816	0.609147246919908	0.46776130922975
AXL	0.835480600347127	0.646391341508697	0.282173803771358	0.513449951650102	0.610827952249252	0.466571111345419	0.730889457861551	0.441653978772861	0.22331811166679	0.247601055212396	0.241666345552205	0.331377201444316	0.318140224843872	0.552272186733866	0.42625360808866	-0.0379826875266088	-0.00867077972148127	0.509126574200305	0.503684812125661	0.504873005568138	0.39731855305322	0.0910663310037854	0.496238846775022	0.494044901905689	0.383032062914765	0.545079820350712	0.295852515479848	0.491282889908038	0.338209400805275	0.496285869125749	0.47865856074807	0.299084265295355	0.123492477047165	0.47320822019791	0.451052949938381	0.445422521417592	0.597885644149977	0.678385209231959	0.48747883683933	-0.0242801459969743	0.371632256719767	0.531334326488663	0.280961358068196	1	0.710291437164066	0.61620207312612	0.332263851322532	0.622791757070333	0.184030253719444	0.173292495401519	0.0329642877202974	0.807435585020883	0.35912521123893	0.618984843694205	0.156796226382505	0.419328234558213	0.588747569651835	0.342849393594442	0.30923818474646	0.498975374973837	0.411470881252285	0.431322994956515	0.230913855678067	0.318608587858419	0.564897295456424	0.345873960548815	0.23418145772561	0.571277231854377	0.549824131429699	0.0832514346146026	0.394972950610494	0.206651654983007	0.768473647018451	0.399201010747248	0.739230009119072	0.498495784129187	0.487310319633167	0.5847007043961	0.596531801118621	0.433624989405384	0.191518957139511	0.43114528787453	0.405718767008146	0.399408583597753	0.160717105179967	0.485636515573019	0.487743284116399	0.364579579312067	0.267889529427426	0.310609826776063	0.274583303748301	0.347893914844081	0.378840752768836	0.134691149778439	0.229365223765727	0.358154599483487	0.542421844183724	0.386939928059884	0.233197624992017	0.501321454235202	0.384698811005167	0.417101727546727	0.532814233938988	0.444220134345227	0.337206903620828	0.367323164751083	0.313307488451481	0.423166955711773	0.363663880318848	0.366328561612656	0.511271536588925	0.418205922428215	0.254666671571315	0.462787672124356	-0.0490809574143349	0.486290345683731	0.317273850343609	0.336055893366075	-0.0578198092229514	0.166404639517339	0.594556755058978	0.0540291151190968	0.490060296475325	0.456068275702279	0.533544194483165	0.185593087942462	0.394596563857802	0.128274994286736	0.0111309870807425	0.335095929408169
CXCR4	0.531207513299815	0.457195804023677	0.498184203525874	0.528570841688013	0.342475720016636	0.397441884883125	0.534803413263733	0.313059929073897	0.221121367416217	0.134148459831254	0.163929000566236	0.317963592702406	0.366545270610086	0.501000449193995	0.249058951526332	0.260741365136033	0.0568770740394402	0.130561603448699	0.253519853562485	0.426883146574269	0.332559896881503	-0.10817207513653	0.100784239018301	0.354873972922655	0.156636886285805	0.313907988010945	0.38031257019851	0.285796747482802	0.424658897033614	0.379665655087352	0.249454799028522	0.32430665858545	0.170182042910256	0.380258395510399	0.394898489736727	0.240530468680691	0.286829058399596	0.608478058615829	0.237316724775947	0.251574940946593	0.347860138622958	0.465092489808943	0.322169202517282	0.710291437164066	1	0.500182162250591	0.318562135363048	0.339867528206944	0.142139403267748	0.266032979468641	0.0260176147078298	0.602288598977528	0.282268306431607	0.493627658654837	0.315673399825367	0.147368938769687	0.341622800420337	0.44058475524256	0.286108164630258	0.432490167800743	0.463666853192963	0.424488307826594	0.335743264667756	0.0530851833710316	0.241481609904667	0.0968538569365148	0.355095024179538	0.453388915992691	0.294520596020262	0.101837262970785	0.131746493304004	0.0957191897074587	0.754188766303109	0.122245763822993	0.665067969621464	0.346726226452668	0.358687646088589	0.452700466450136	0.370628610908995	0.235624950164255	-0.0492652182635274	0.27782486457379	0.331939605782041	0.318685291203287	0.318315889303769	0.372521748382858	0.146582815473798	0.183186237581938	0.368295217727803	0.119963910397813	0.310616871743323	0.165028272442235	0.236209809976553	-0.105521932996702	0.211155527417567	0.189191862620982	0.181077023454313	0.465324353014527	0.206118067042137	0.430542661316372	0.296398303233554	0.312674508909078	0.566260567169943	0.202324174158135	0.268041896085925	0.284032208856159	0.438142689343731	0.282714139506092	0.17685545404918	0.251934742450584	0.278048838922214	0.246344982741063	-0.0100256547591955	0.29427699459746	-0.0548581127148935	0.318966888760378	0.368682662275013	0.136611884046034	-0.0539059169798761	0.161799536922605	0.408817012333693	0.147686128508519	0.593827908052498	0.316402476021807	0.400177491877034	0.256942553105946	0.411692278834836	0.0440697904185454	0.0838504847957583	0.0402988231602325
MERTK	0.637710791122077	0.907711523942858	0.527358214336088	0.804565424847162	0.829071917259523	0.739827365710712	0.809147501460855	0.82250173106498	0.632165150590527	0.562992367423872	0.631836201390347	0.76494832587008	0.714072820032547	0.831593227815091	0.704730121342636	0.357976403306556	0.379493209617286	0.278606332426791	0.738718025367509	0.693326718565863	0.725839921255522	0.50345384232733	0.72727403054442	0.649764820258867	0.584036055479616	0.781244235426256	0.683170562644508	0.759009449162575	0.772994170794832	0.594347057410987	0.878812267925952	0.668519194351052	0.617470009560266	0.892024901010367	0.808141739357059	0.737227668041929	0.78499430653462	0.69919539967536	0.79236004013247	0.272948553487659	0.779420301985562	0.890427792991987	0.576677074571693	0.61620207312612	0.500182162250591	1	0.54111674923185	0.707214283840983	0.612088643426992	0.535227827846867	0.540523185097116	0.755977619349155	0.647773083801863	0.909606238127929	0.465297702183828	0.721493163248576	0.718198640172725	0.777114617037803	0.530461920387842	0.81425326957756	0.800075766494058	0.715273377787633	0.300890061144247	0.281526553787684	0.741778080705894	0.455887784254238	0.61832418139488	0.86327506181082	0.728127676847915	0.517676623729147	0.519795717970267	0.6219152581535	0.687143483750061	0.49764375860962	0.676391624067382	0.762289329917794	0.660047757813798	0.79985010440193	0.725930194998255	0.723769490394247	0.507488067574351	0.82974885445197	0.77217415729239	0.818772287095381	0.657211967044053	0.723041878555029	0.559820633596291	0.308009375982237	0.628252547870339	0.506756932295987	0.635375086693785	0.551580174365037	0.773938985990591	0.416988639493122	0.433020472955856	0.710975207494348	0.664179721350324	0.662274789544365	0.653480315181513	0.683441568566628	0.544274065867552	0.613007825575103	0.519885567391058	0.760765502062047	0.756303277380139	0.697661343852317	0.689764213119038	0.671403410139509	0.481942351924003	0.580909450264717	0.816768402019148	0.677859772800164	0.555429704606521	0.815832472351877	0.267107529282171	0.726977452171016	0.716002462393784	0.513356063377435	0.225787334598482	0.561259728814874	0.833943456202731	0.379321593646035	0.506165133946882	0.783271707144433	0.780055178554172	0.637694111992133	0.840730446961962	0.417188870917279	0.399565375533364	0.429078056918177
TNFRSF14	0.465141728388389	0.5306413300995	0.736122084403344	0.543367218386343	0.32000242315457	0.67466216260636	0.469135697681115	0.774948394899981	0.785964680471983	0.736906048367461	0.713650701302098	0.83019339514238	0.7399596068876	0.739629981259759	0.730614408671908	0.663263429440518	0.665535006301113	0.262506803261657	0.481499688334033	0.69118626167741	0.835153195408096	0.443211636193136	0.431553255753483	0.763212352226478	0.763698859872497	0.564906341057544	0.783978942082295	0.683046278144261	0.758922977380689	0.807145214130833	0.566332019992808	0.818649720482858	0.682620580130303	0.634234256437585	0.465989185381668	0.478620768825147	0.426933136460398	0.484359539776316	0.665578952969654	0.688916358612407	0.6779280043192	0.658518868074255	0.613137050940431	0.332263851322532	0.318562135363048	0.54111674923185	1	0.644926523640939	0.750160916836616	0.819496866724402	0.681139978510874	0.401783069132307	0.656029847873721	0.490035969072718	0.643716930012303	0.553194490552591	0.445870410515688	0.754016858727155	0.837792860528242	0.673546014074454	0.669152100851208	0.561395883793376	-0.0353313046606096	0.522905178746211	0.449362842764245	0.65654853253509	0.694629518471542	0.639948901366461	0.395963590795828	0.75085347819592	0.241614922307775	0.706810644664507	0.400603175194139	0.628396693623439	0.642804011117991	0.515529745895493	0.706434264126721	0.635895628217986	0.408849176301791	0.595049633899853	0.549623761376154	0.564869609510192	0.604790682431642	0.605845792825074	0.751291148301972	0.555977797720863	0.532267523438621	0.474205998421944	0.636257367946577	0.719365792589905	0.556078025330855	0.675511948941994	0.563418196175929	0.171250729780845	0.641983354868481	0.556995632574698	0.234456256377612	0.713303606169911	0.47041311407968	0.655315491954238	0.790867105107	0.733973415255337	0.507392191794711	0.416771504233318	0.611921661521244	0.663050466217882	0.694691202671008	0.755620739356598	0.654290295080956	0.726868001589351	0.612394547136142	0.717260166319868	0.347764803579833	0.791295406532102	0.201366134992764	0.728544096949743	0.718053905057528	0.643644114471301	0.183326758354444	0.570802063410359	0.312558200372747	0.510264055775857	0.676635106653249	0.778829791518354	0.726648141998025	0.688146322710032	0.63469036510883	0.488418631382193	0.689976027310193	0.571231126190657
ADORA3	0.771630632415191	0.766609452215019	0.525362366318833	0.704914755058851	0.67582875827612	0.793977745587972	0.633188443194252	0.84351264692451	0.692332899236775	0.595669227207452	0.732296304060589	0.720772051255167	0.556456540761918	0.780868049517662	0.904477222059021	0.271504705803597	0.381357351478009	0.704547749916644	0.734655808277501	0.805017173865213	0.812573923590162	0.51060754427059	0.699732702767413	0.890024650334343	0.865371256978639	0.823410893166409	0.615790442427472	0.906165976159902	0.603025644488689	0.866454881443543	0.805010594508441	0.682208291483623	0.610501825359289	0.767630621420591	0.642716644994953	0.656233949706243	0.795769446220586	0.685054307864436	0.892335258879168	0.186162851653434	0.72144896437884	0.687601504642387	0.626230401228765	0.622791757070333	0.339867528206944	0.707214283840983	0.644926523640939	1	0.708793836756504	0.485839658387883	0.49986141595915	0.757774771946401	0.646042456814363	0.765706033561103	0.407272065721775	0.815586263765485	0.672043258062462	0.567577803425024	0.723874486514021	0.698542484366536	0.579241642659008	0.538598714565479	0.0140756478174194	0.619404540199596	0.864251224598699	0.834275796410345	0.497187360785561	0.808568704328716	0.590570916430458	0.558355057338469	0.652251293475099	0.702772666040771	0.506359340619315	0.85602113630889	0.582294423310829	0.784720789892444	0.800722589538848	0.758089483877058	0.600260923957141	0.731649149959889	0.729590114236895	0.681987346884744	0.736112593428847	0.70857025772525	0.510816076532948	0.559646412382875	0.843307344426318	0.566786907216133	0.606500413560838	0.82008255036768	0.525849688157197	0.798406279555421	0.677725780211995	0.593758210831706	0.558648375983864	0.650678812143277	0.693877481753798	0.613102774687537	0.515072875323781	0.671587766252672	0.712833743226992	0.826035711778178	0.364737354370973	0.725023649834826	0.720429411771517	0.678072601081877	0.580160183379295	0.819151192480406	0.831021797909012	0.852683439698843	0.843675532001197	0.85543248834818	0.530579408298117	0.827142464989345	0.157192794004779	0.902102357332379	0.535242065645823	0.794822327579849	0.136892787354183	0.466910499012862	0.60325039740345	0.406490948021144	0.484626129936015	0.826324194416347	0.873989900040471	0.567698192496899	0.646764977095525	0.458848272311456	0.4386578004438	0.778711794943379
