""	CD74	TLR2	PILRA	SORL1	KCNQ3	KCNQ1	TLR4	ITGB1	ENG	STAB1	PLXNB2	APLP2	CD163	SIRPA	FPR1	SDC2	THBD	VSIR	ADCY7	LRP10	PLAUR	CD93	ITGA4	TREM2	ITGB2	TLR1	LRP1	HAVCR2	C5AR1	CD81	PTPRC	LAMP1	TREM1	TGFBR2	ADRB2	ITGA6	LILRB1	TLR7	ACTR2	GPNMB	ITGAV	CD46	TSPAN15	AXL	CXCR4	MERTK	TNFRSF14	ADORA3	RXRA	CD44	NRP1	CSF2RA	NCSTN	CSF3R	ITGB5	NCL	LILRB2	ABCA1	CD63	PLXND1	TNFRSF21	NOTCH2	INSR	ASGR1	RHBDF2	RPSA	SDC3	TSPAN14	ITGA9	ITGA5	CD69	ITGAM	PECAM1	CD33	CADM1	STX4	CD47	CMKLR1	EPHB2	PLD2	GPR84	BMPR2	SORT1	IL6R	NRP2	AMFR	MILR1	FZD2	CCRL2	CD40	ACVR1B	NECTIN2	DIP2A	P2RY12	PLXNA1	ERAP1	UNC5B	SCARB1	NOTCH1	STX3	ST14	TRADD	FPR3	TLR6	CD226	PTPRA	TFRC	MCFD2	RACK1	JMJD6	TNFRSF1B	SMAP1	SLC16A1	CANX	PTPRZ1	TNFRSF1A	IGF2R	ATP5F1B	EGFR	EDNRB	PTGER4	RAMP1	CD9	CD4	C3AR1	ITGAX	LPP	TNFRSF12A	CD82	C1QBP
CD74	1	0.71929280769737	0.287740368440773	0.477577488451566	0.641481819391992	0.550957450808422	0.687156690737883	0.57506414551107	0.39071941888844	0.435310103569099	0.432402340174566	0.456809498363662	0.417234134117447	0.633679262380161	0.63206636862059	-0.013653868620684	0.178030428791984	0.720174326077879	0.628573665825287	0.674162676210803	0.519149120100373	0.391578479350344	0.666248155447316	0.625492446385704	0.60753681982672	0.704249618966649	0.354741023468715	0.635912602701956	0.413518856727631	0.644683390734777	0.603475705063078	0.398410744336355	0.284794567935649	0.575974076222006	0.465195414291095	0.559425801416033	0.719861898436739	0.631789038831152	0.689691281930411	-0.0596122838679238	0.435438143395945	0.582118249476623	0.372840694479777	0.835480600347127	0.531207513299815	0.637710791122077	0.465141728388389	0.771630632415191	0.380996175930985	0.310012401289989	0.165844388650578	0.81996592714695	0.460192255376415	0.627098426243644	0.223759444455923	0.601177181737522	0.742683872157036	0.352548220465329	0.459258596769508	0.524396671477233	0.461391709552588	0.440763340949533	0.14563126366758	0.577741911809067	0.714068522578602	0.608687767859862	0.287780644073118	0.618384748742926	0.65127470506732	0.287666264917445	0.531966696735074	0.418572846895339	0.703009457997243	0.635189709434791	0.696343112785677	0.641760530671967	0.65749756233997	0.594330216156982	0.630796895814866	0.533561720024215	0.413136131124726	0.517698290801587	0.48177632859527	0.470064835145719	0.215400120172989	0.553710575240007	0.640967536973047	0.548014500365931	0.268351106353323	0.512522459162411	0.302654919417275	0.59136693752244	0.495243717427341	0.28558473064782	0.310284410156851	0.455271761899502	0.626910667808802	0.3657813067363	0.368374433401923	0.527811263775551	0.580556753153188	0.588040436281741	0.43189406153211	0.547728276037929	0.450004679068023	0.517123751060192	0.301044676214543	0.581810073178645	0.601161660371145	0.551744695715821	0.669961003343946	0.620214945882856	0.383115861627539	0.623830767405538	0.0771307968881723	0.679802045513519	0.339954568417745	0.582948796843129	0.0620864095126613	0.297624939373411	0.598955509665231	0.17066940938944	0.464557629334494	0.617792413363362	0.649799038843176	0.205233892753702	0.438325425710826	0.300018223905331	0.142777431916405	0.584659733504846
TLR2	0.71929280769737	1	0.431894070390863	0.759237198681812	0.796966150575286	0.734032327196505	0.806816259680785	0.810726271324885	0.588528016570699	0.54389762460688	0.631156792855781	0.720096724033104	0.645617241120264	0.816265178947019	0.734331412224756	0.263972986333264	0.385612849389071	0.435749002584955	0.748926380988803	0.735656053086803	0.699703914020843	0.571938364185462	0.773413959975273	0.635783327090842	0.602373029616743	0.814751842291141	0.620652808330475	0.785430136012873	0.724376858573834	0.592675962644024	0.888186344491231	0.610483460024932	0.585573939274152	0.84110941268351	0.714325582914326	0.724154961415247	0.826281293500113	0.627388591831989	0.830429502554615	0.14777434258558	0.738192021928859	0.838328434358287	0.526546301094421	0.646391341508697	0.457195804023677	0.907711523942858	0.5306413300995	0.766609452215019	0.604299811623518	0.502635866430438	0.454834103740497	0.808458199838856	0.60130038832473	0.893366210567776	0.402773688597141	0.746495189351784	0.744773786085367	0.693117496285816	0.496506809478084	0.750161589398831	0.750844755398307	0.661162469355101	0.255083824283983	0.322186835194721	0.819201603130692	0.522997718889717	0.551723524661221	0.856662632186185	0.714837949988213	0.492696293601109	0.594816106419088	0.628713524308436	0.628722488368404	0.556677201640589	0.607096117623386	0.758627253492842	0.679600872311035	0.736020576006566	0.697262407911455	0.704578642567885	0.519814820056794	0.805136683672724	0.746970797806014	0.797369849339287	0.578928577360722	0.708047129624995	0.668641669157512	0.386226921802492	0.568088807040562	0.520350728698591	0.591068825687972	0.559590106579822	0.766139556860721	0.489232419915347	0.355375839606057	0.70319882467993	0.742974587437768	0.55251376034655	0.626195090427755	0.663205429029649	0.539271409196251	0.636952352718705	0.413713772392312	0.800887421278266	0.739126475073803	0.675792230380695	0.584193630366466	0.682049479809511	0.559961516634137	0.648108952727713	0.853077400967035	0.718450518939973	0.597463048446099	0.806977020058077	0.248310873631828	0.749589649578448	0.623817744149019	0.559354106520665	0.209270400405789	0.503619043541703	0.822643455868201	0.345715606463625	0.444456484792535	0.792501856340251	0.748930238118131	0.589099582901379	0.780375523120681	0.409225434126754	0.350774588598564	0.480522384899575
PILRA	0.287740368440773	0.431894070390863	1	0.69665216638367	0.254410134075698	0.706448218213993	0.412843126556134	0.671566014605565	0.807517060562098	0.710775353875285	0.693767274021235	0.805970889411076	0.789332318439631	0.728512505994247	0.662816553214328	0.875958086356747	0.584949043467655	-0.0135974402714664	0.3341998280124	0.609317969024619	0.736444469380796	0.219124305648495	0.0981100065157027	0.745542453038558	0.63093706976924	0.413683056383005	0.876005261376475	0.566912951900942	0.79261747269024	0.766268725738627	0.43612508579554	0.876736062976383	0.659691042724668	0.629854473030821	0.557794844022886	0.343352245835344	0.269247032946802	0.620551791379068	0.462433880519824	0.802194434197018	0.767864619678258	0.607700050466461	0.763052736305245	0.282173803771358	0.498184203525874	0.527358214336088	0.736122084403344	0.525362366318833	0.675433690226074	0.698929811684027	0.718973850518014	0.273294667521504	0.629954378001603	0.45547496465946	0.732226273515999	0.293708248217573	0.330156374259841	0.806227736348498	0.814523086204363	0.746350663930097	0.612815034172428	0.6135635146798	-0.0460474281023537	0.233595069642288	0.260577661649165	0.395572305095765	0.777813766976347	0.622088745965731	0.239101267211168	0.613996762461603	-0.00862918777846117	0.59350963520478	0.498303488282128	0.455489447067413	0.603206215576939	0.382451625836964	0.559477916882581	0.653249240711355	0.333144304244408	0.520212741906169	0.357967235429012	0.412294932087319	0.555318262325456	0.547648452148474	0.778277809944428	0.420763894849799	0.306912011133408	0.315850816796727	0.752983348711883	0.597898983588677	0.569406963532185	0.533313510147117	0.478803397888053	0.0179319676445301	0.654170139606382	0.49283430633675	0.0679023165492191	0.865527956104946	0.36814738063331	0.631845897198535	0.686684209197574	0.692548615783417	0.684159780796821	0.252468917257229	0.608165874200662	0.530500558729615	0.839862394299317	0.638289039574106	0.440188369389927	0.576289095344883	0.491595076164464	0.539731660916293	0.106670107736925	0.650723024972434	0.0788389254304112	0.613322033020213	0.792334699329362	0.436645951646445	0.0813643431012308	0.550224000591769	0.151804600711802	0.544358653434944	0.653367758522339	0.699286944611442	0.684938161676956	0.692349350684823	0.672766090428848	0.317997360122176	0.678996923188981	0.320394369232092
SORL1	0.477577488451566	0.759237198681812	0.69665216638367	1	0.654639106631573	0.815956014152605	0.685110107191236	0.803844758643257	0.710455907154679	0.550142482846594	0.724172189381971	0.789899527084416	0.674769314946127	0.820257763185338	0.741406823341402	0.538995468979847	0.318723874853044	0.170550051140779	0.656532595390679	0.719773158750725	0.703421578574554	0.323268810376489	0.439689631956295	0.721127739664463	0.59618551260616	0.621173217410553	0.804102341830968	0.738612057218798	0.743224926544495	0.690559212728844	0.763188961187712	0.778238725197649	0.651137713090602	0.846483435406598	0.777561279117688	0.678392476480968	0.62363002587144	0.743133748902123	0.694576340056678	0.394885583222594	0.913820964080797	0.792236593482434	0.726758869735132	0.513449951650102	0.528570841688013	0.804565424847162	0.543367218386343	0.704914755058851	0.617476158969854	0.502826636170771	0.579512385302726	0.600382783427627	0.726895530415691	0.839476482238132	0.494099415605228	0.636660866856849	0.476304445888928	0.78894217385461	0.646556289142084	0.805983380387906	0.690930629726478	0.741595513366816	0.133911224772944	0.16445452439307	0.633093741170397	0.46464697479113	0.740998181716717	0.876292317811749	0.551053332167513	0.470372480676515	0.381291959891877	0.627730818420977	0.579310976641899	0.494233472009831	0.534283509411291	0.645157712570253	0.680869332595389	0.75760534064697	0.553280541658171	0.676098420640124	0.46469952323928	0.734485744084776	0.799650317158842	0.777097291156429	0.730051496244645	0.601176115382551	0.587366071568638	0.296301419442841	0.784219080081604	0.574446068113376	0.732051344496022	0.527598963017583	0.76080468701822	0.475268182481931	0.569084861946681	0.650176891825942	0.595261614115083	0.786562529770957	0.646741201048988	0.659818361305392	0.541391784406787	0.6949710473296	0.499232435931336	0.659992271835589	0.768229585062672	0.683698393930925	0.838937668849555	0.697306911529406	0.515115360129469	0.615635561221353	0.756712444277113	0.661718057801465	0.489754773786452	0.763498795870381	0.285508630803789	0.744969054873673	0.768462399187461	0.524469165723265	0.256196792977789	0.614262085234246	0.584606383194501	0.558486788328611	0.518333701014903	0.766839843696474	0.776807937734958	0.736839355343614	0.844162277417214	0.439483218998709	0.528650821031841	0.421701855308342
KCNQ3	0.641481819391992	0.796966150575286	0.254410134075698	0.654639106631573	1	0.570182753460538	0.744626412886353	0.675357286180131	0.414519055354615	0.318468363884262	0.440478798377758	0.521430488188287	0.415811294752523	0.629309108498555	0.595816693127865	0.0453203592225918	0.194330706642858	0.44196204079636	0.801302222927927	0.556601945674382	0.531464183234473	0.441023584116674	0.73731656901881	0.514358368109591	0.484778173569446	0.755484599334357	0.421569018262927	0.691574680456349	0.458228595849983	0.428633249645366	0.81012037049125	0.388366579947636	0.406260505256297	0.758020215048742	0.720864547779298	0.670373772509226	0.834757811655852	0.571273651186652	0.741758087444508	-0.0657813371498149	0.576803323512794	0.701379632493162	0.382375780562926	0.610827952249252	0.342475720016636	0.829071917259523	0.32000242315457	0.67582875827612	0.429035873123194	0.260753976210305	0.292836157343686	0.786645013648068	0.432934347144676	0.82109032292037	0.216218707072512	0.716576795379086	0.671014132754228	0.481319032926174	0.307905789692254	0.577918290516649	0.595408825182308	0.531543454505112	0.328863792166637	0.262094049961936	0.791894375669988	0.431213814643609	0.33992522751955	0.725203535508509	0.748036316479132	0.316911245450474	0.63400370177964	0.47612516855394	0.550247368303928	0.463175666039459	0.483455835354386	0.691458505305667	0.547428025455644	0.662448483699536	0.648735323194359	0.634230188655734	0.4639538333392	0.750105669578682	0.680321240972086	0.689291091276266	0.366285821550047	0.665554355142605	0.56599006230923	0.24180859576074	0.397716481740412	0.431384093035164	0.532553208355384	0.475897380229971	0.692923196049165	0.554284788486326	0.227718795021432	0.571218535030758	0.756194920480667	0.382106209969722	0.49224917392614	0.542756095256774	0.361907605135101	0.44975820984544	0.267158976067731	0.751143559102323	0.654728064748562	0.565540342685757	0.40548584417969	0.52443730191705	0.447873521609653	0.498709517856631	0.776523618024391	0.605504427752958	0.565975966495749	0.652665974779149	0.178882360997576	0.613128145934874	0.477016901801362	0.450150266138215	0.150362293838243	0.344920352146982	0.809295988097448	0.219843519782884	0.270115178780194	0.610981896114716	0.613712446888086	0.398118809195937	0.652828676189107	0.329799696592161	0.169221982156146	0.401751073353302
KCNQ1	0.550957450808422	0.734032327196505	0.706448218213993	0.815956014152605	0.570182753460538	1	0.611347051029816	0.840194979799273	0.800945294574358	0.714139952618859	0.774396624105563	0.8383702738112	0.746331952345311	0.845516408838023	0.857368047785179	0.561922068116381	0.499413485912622	0.3521928180301	0.670222778467358	0.798124976357057	0.809400464352374	0.487668653696433	0.522708318626686	0.810886373914971	0.762541676051842	0.725170473129653	0.791366125939038	0.796469278717776	0.797111247348409	0.800269236998561	0.77293469121594	0.826081822781085	0.705013521340377	0.831525135914666	0.716067091897504	0.684702304747424	0.670919514710612	0.656236747007611	0.797663074353411	0.42742024401341	0.865258932915825	0.777022311220746	0.767574006136357	0.466571111345419	0.397441884883125	0.739827365710712	0.67466216260636	0.793977745587972	0.744163007864155	0.605431481507729	0.680363002928072	0.57140066376335	0.723314388544194	0.729324237970728	0.562293573201138	0.663232454226438	0.617013425846458	0.750992678522308	0.756676368630818	0.802874314940102	0.675966541282758	0.646887861648819	0.00996176308204223	0.381482388629185	0.665316331151016	0.624139878009793	0.728164059303653	0.808688865560082	0.534578447219854	0.589547406593011	0.401918576705128	0.73830033674458	0.498260327638625	0.683765207844711	0.539799694541709	0.649967440018429	0.740846316917364	0.754718560450551	0.597467720049567	0.712209177438308	0.606851957691684	0.682627432985725	0.740246120982257	0.753207469350548	0.72507092964794	0.548917893930991	0.665309694462255	0.466838739545019	0.72733464627401	0.71255143970882	0.704462355061467	0.682963969076581	0.710650945694992	0.419347250139509	0.634505931957583	0.682161750545407	0.525449927727069	0.773490312849598	0.579122351237114	0.722233296332062	0.68841174794404	0.82357487897109	0.519373242248003	0.625196457442602	0.776064156190774	0.688352120611159	0.80241463640788	0.769458801220809	0.647644974464724	0.747057162037704	0.781751096550967	0.781854801280182	0.448902647292527	0.824444628120846	0.217673362343022	0.82051508255826	0.70786476319173	0.647876232806324	0.20271608154727	0.597674778942926	0.5281132018047	0.534257698423795	0.501444085356509	0.863992193807824	0.816570015325116	0.707694433821891	0.803050813219885	0.463940723828519	0.595979156884777	0.566951774906644
TLR4	0.687156690737883	0.806816259680785	0.412843126556134	0.685110107191236	0.744626412886353	0.611347051029816	1	0.677183650818456	0.489479362781011	0.45334210112256	0.478001860699617	0.607502770721701	0.567979512706494	0.707801783554061	0.576328651559788	0.229504861028133	0.262629057513942	0.318444298077003	0.677184414470495	0.594691891556908	0.575588011652404	0.383713628323465	0.645952396495786	0.529787988515696	0.48595802111059	0.664013695334945	0.54513120954346	0.627936263086014	0.600679322211791	0.512928575727544	0.723354357779506	0.520756478245789	0.434692850614942	0.725635888796749	0.678284957622341	0.63518843528021	0.706942308713679	0.655596210370368	0.670578661799238	0.184681653629507	0.622044257195208	0.767369169127667	0.451511173822932	0.730889457861551	0.534803413263733	0.809147501460855	0.469135697681115	0.633188443194252	0.413511455408517	0.438241245777982	0.369387825314519	0.72624487588625	0.539288340927531	0.752802098184722	0.37651771652809	0.587572005930003	0.64194046862922	0.627685084964868	0.422698877453143	0.690416540606357	0.64159944375575	0.6159153172151	0.263621171959663	0.271516173288479	0.639503067458657	0.381906662223731	0.490922481751255	0.729978354937617	0.62862258376193	0.370338054634875	0.414097341195393	0.475829528517042	0.675598114142995	0.43649182807901	0.681456751980891	0.603483541459269	0.587113564326597	0.664704347283268	0.686252815711338	0.606550915681818	0.330544821084877	0.701389453343522	0.606233071856992	0.659792091233206	0.484812486807433	0.679845403415679	0.525775381477234	0.36304951981891	0.472301466381761	0.41302765887905	0.575515866548029	0.419582188323348	0.655351340713406	0.288030074452258	0.297171660183639	0.556897799868699	0.629796284715991	0.536069042706999	0.477034578206511	0.592374459866241	0.485231004664513	0.530966671657458	0.52226020109523	0.634088215672587	0.579674454535244	0.548184894252876	0.522044402772319	0.53042090969674	0.401204631086407	0.478713127747765	0.728500657369936	0.563056284000703	0.443242141233511	0.673434061491046	0.140876034492717	0.600243226123545	0.617355425010829	0.41424164261341	0.113712161644424	0.413689922440378	0.708096642960332	0.234607865902953	0.454468565079722	0.651938796700282	0.639893601158109	0.459123612226468	0.669547303632145	0.297693448223656	0.281331888497246	0.351279854114055
ITGB1	0.57506414551107	0.810726271324885	0.671566014605565	0.803844758643257	0.675357286180131	0.840194979799273	0.677183650818456	1	0.85832342530831	0.712637375325544	0.836889270170969	0.922271859618156	0.747588998306439	0.889887422284373	0.905820470368989	0.553892408681105	0.600440819990089	0.398247694392376	0.726905222557727	0.8097399423735	0.924779595524326	0.613689733767664	0.709175908254137	0.869347279242175	0.862180355073054	0.82265922103706	0.819797540320579	0.914195982121009	0.822211721999954	0.831023911697774	0.899266535179071	0.8470073762525	0.828372807653801	0.882536246693695	0.756064620675324	0.731261640928879	0.755056230393591	0.620767224932942	0.920757727766177	0.477473977130692	0.878399040805228	0.827968634792474	0.729303844780889	0.441653978772861	0.313059929073897	0.82250173106498	0.774948394899981	0.84351264692451	0.846461763631254	0.727076062153016	0.74874749747002	0.632293751595253	0.788323435134055	0.821149766819208	0.551422176066303	0.85104617461347	0.622914820911307	0.821163146007233	0.816629399261213	0.821562191577078	0.780112820775238	0.702571828651737	0.105935694484318	0.509198438858485	0.76715097739928	0.765373575407135	0.713410025010017	0.8833108290243	0.609856166928138	0.736285901685327	0.575089254858481	0.842192483373418	0.476930659502723	0.752006689199358	0.596992743225391	0.806694023512635	0.820732671599351	0.767953489978347	0.61874402820754	0.795807934321851	0.728566727010794	0.833086290130831	0.854958167137169	0.853985099317811	0.783915765860353	0.680261046687185	0.722866091429077	0.466976230426744	0.775250671643409	0.814496409695363	0.726981727729844	0.759603797461692	0.821406437391891	0.518191642168216	0.629252789300321	0.74690623086439	0.610248531401008	0.744852464199362	0.665540263699321	0.736560303626419	0.746362519680564	0.834896066619162	0.404882953591925	0.75357765122494	0.845457857098039	0.798909344959152	0.76877887693367	0.87665060300672	0.769653632388873	0.839916122014686	0.895352548463194	0.893051984993546	0.630863000923584	0.945488590903724	0.320875212348525	0.893921444401308	0.778316903677249	0.786376820864753	0.294479193812563	0.671401513911509	0.641826470665692	0.608199221922527	0.594597231001751	0.907921189868584	0.903821883010224	0.823032611259679	0.866309438040968	0.598897637483354	0.662372060254054	0.698321768026518
ENG	0.39071941888844	0.588528016570699	0.807517060562098	0.710455907154679	0.414519055354615	0.800945294574358	0.489479362781011	0.85832342530831	1	0.875100558608076	0.870057126507961	0.937043176235259	0.84928881143199	0.825313896371309	0.867512486187152	0.772771906366578	0.754795445865299	0.191824859189563	0.556529183606427	0.727330151912351	0.864176158215221	0.624935773938739	0.42865906422406	0.823039476422277	0.835536158977319	0.665461213847612	0.913373528667538	0.741345402591093	0.834292257740443	0.826882258538448	0.686734954592044	0.917407930877743	0.837072386740112	0.778912064273904	0.595731505696146	0.569003838727123	0.518928171559845	0.53448905222157	0.732953602168704	0.645372983493263	0.870006258034461	0.706067598793801	0.822582905586699	0.22331811166679	0.221121367416217	0.632165150590527	0.785964680471983	0.692332899236775	0.856560971129769	0.772238511430058	0.864077220301012	0.333368184934757	0.767751188528565	0.567609874186943	0.702830035460983	0.581355182386187	0.501789323105016	0.803186251170261	0.879135020981218	0.807094280061687	0.673568949635137	0.63898721497999	-0.0540647823789963	0.45522625759792	0.511799224023061	0.61951288287602	0.826977907840078	0.724313434481615	0.461460428776445	0.765764277073128	0.247094905207634	0.835977978397603	0.370230069143772	0.659479771779107	0.502660098642608	0.548163930122305	0.729395422665191	0.681288657226927	0.466164185413713	0.666237245685416	0.627908772053063	0.648997637338119	0.685031009329894	0.694708330828976	0.831652962418997	0.564369310184999	0.531187327581005	0.486024563457005	0.749006154669823	0.780629081355108	0.710665385845149	0.744448306499701	0.671353342378747	0.283108878995774	0.675106692086376	0.684236477655843	0.329057407120824	0.786173448348169	0.551203529102096	0.657041218735678	0.792490270858161	0.76925672216327	0.52847319602712	0.505939677131059	0.768478955185171	0.698556801688856	0.808484117927672	0.765712121917454	0.618227242347585	0.727742783939605	0.736509830165065	0.749264491773394	0.404743450746518	0.852040796528601	0.267265783995998	0.800396364254818	0.807060364669228	0.668245131715729	0.24639955818861	0.699951323340158	0.3180933738279	0.651614368117723	0.534393366577125	0.877517139005912	0.805777398645049	0.77913384284081	0.788974022551242	0.518534450273727	0.784713869301777	0.555655344833112
STAB1	0.435310103569099	0.54389762460688	0.710775353875285	0.550142482846594	0.318468363884262	0.714139952618859	0.45334210112256	0.712637375325544	0.875100558608076	1	0.807955204807141	0.858145248940257	0.906673190428057	0.76317793047063	0.753743246332537	0.68886563739097	0.728205047698537	0.140158341775333	0.475995752634379	0.643913350083042	0.732365653785928	0.644949588321957	0.406723953951922	0.686949016149948	0.748810107204425	0.563171748335872	0.844317520411605	0.600820692169859	0.785531943313075	0.740860196920554	0.567525099302567	0.859521197874136	0.646227192996548	0.671132476955505	0.464361309537622	0.514010220176913	0.440637324328238	0.513996273340467	0.630445750805785	0.57145564583168	0.759421005483471	0.660345481615421	0.712215228584253	0.247601055212396	0.134148459831254	0.562992367423872	0.736906048367461	0.595669227207452	0.751019908949904	0.748954702737189	0.85111278032079	0.236212926561283	0.716489571557263	0.427597079801668	0.728171829797866	0.426357574682341	0.537035871794947	0.719841269011609	0.788642028764266	0.804148173688137	0.562448129348665	0.590336777961978	-0.136954642831079	0.429453187917195	0.416594357444352	0.494184587723327	0.77318301129705	0.574456154501927	0.452611624096361	0.687880801754462	0.0709490385560713	0.745333904009607	0.419312276332552	0.604827455063072	0.562890879074019	0.370280034882251	0.648090940810614	0.637097536942444	0.50965260605111	0.597123313451782	0.490852716348372	0.500707296730631	0.507261993445947	0.56341804564223	0.731273308974356	0.516009775057392	0.450677505609157	0.512761431597023	0.580014285583735	0.629883702120184	0.565675264817219	0.623413500564742	0.55907570021979	0.0630769288075796	0.597096672309571	0.68347630535148	0.266376920726765	0.729248728828533	0.455952446135244	0.61341114493415	0.808528894322942	0.673994664099397	0.64364226704666	0.345725985000604	0.643381865865966	0.604018863429274	0.716845384943307	0.651232047006572	0.456078948545083	0.569822335211547	0.606877122323227	0.617833780740605	0.339768892577243	0.783076027766878	0.175249519519681	0.696264123171868	0.728801143190089	0.536987427294768	0.1632074322474	0.648793400221829	0.210051206108688	0.475145720355496	0.397140406538641	0.836781337809397	0.66629743027341	0.560203348504264	0.660003019363595	0.390256342410411	0.685287926116893	0.478181322650596
