""	CD74	TLR2	TLR1	PLXNB2	SIGLEC10	ITGB1	FPR1	LRP1	SELL	ENG	ACTR2	CSF3R	CSF2RA	PILRA	NCL	CXCR4	SORL1	LRP10	ABCA1	KCNQ3	KCNQ1	TLR4	RXRA	APLP2	CD33	STAB1	RPSA	LAMP1	VSIR	SIRPA	CD63	TLR7	ITGA5	DIP2A	RYR1	NCSTN	BMPR2	PTPRJ	EPHB2	PDE1B	ADRB2	LY96	PTPRA	CD81	ITGB5	NOTCH2	NOTCH1	CMKLR1	RACK1	TREM2	SORT1	INSR	TNFRSF1B	C5AR1	UNC5B	P2RY6	SLC40A1	PLXNA1	AXL	DSCAM	SDC3	MCFD2	PILRB	FPR3	STX4	MILR1	NRP2	STX3	CD226	SMAD3	MERTK	ADORA3	TFRC	LILRA4	SCARB1	CD46	ITGAV	P2RY12	RYK	CD47	TREM1	CD163	IL6R	JMJD6	CD69	ITGA6	HAVCR2	RHBDF2	ADCY7	GPNMB	LILRB1	PECAM1	TNFRSF10D	TSPAN14	PTPRC	APP	TLR6	TNFRSF12A	ERAP1	TMIGD3	PLD2	CADM1	CLEC2D	C3AR1	CD4	TNFRSF1A	AMFR	SLC16A1	ITGAM	ITGAX	CCR1	TNFRSF14	PTGER4	CANX	C1QBP
CD74	1	0.88119777586933	0.709330575008003	0.929626831348123	0.881146852052208	0.900937166191792	0.762803306486426	0.859675306832563	0.755308989538005	0.868896075780772	0.934232626349369	0.79930857343538	0.819802801856174	0.891451321283681	0.943040510356806	0.909968927912363	0.900795980940276	0.944216151782524	0.626003787377448	0.767695881303369	0.924410292036424	0.873172312581094	0.768918278677268	0.622095995448523	0.908594864109748	0.783569766527947	0.909808290274265	0.742834751917111	0.739285111164951	0.917644302301418	0.813480406709342	0.915486254295262	0.910535430383708	0.663419235705671	0.634239963132518	0.884034410161089	0.946094140509878	0.960494437389275	0.839383271283068	0.745301797216748	0.725482844496898	0.780418681005769	0.899191752028003	0.933667728543872	0.806937486122368	0.736855537982162	0.820860207964096	0.839109553188361	0.892799093628383	0.924741022713408	0.946085337534777	0.785739762879784	0.934175251448297	0.645857670560391	0.88294305158251	0.411257869690215	0.578455575738105	0.808344916607228	0.922096674359131	0.596986680762812	0.493001166758594	0.929232332481588	0.72444171621015	0.814534212860267	0.900485601109843	0.899324170808491	0.743084139782738	0.912078409731264	0.764043259317359	0.797374715404621	0.911556695123854	0.96982118357692	0.819577801385436	0.835919520009632	0.790668801540781	0.875845947930066	0.899950476150623	0.527586771240659	0.864745188705806	0.912303610953197	0.791479025518079	0.723962450608229	0.9036570900961	0.754613481328692	0.752208344238851	0.870377413011848	0.955301744284878	0.78675347442306	0.917618431887899	0.615484669178223	0.931356671103324	0.760321633748068	0.612888149712907	0.952038457287478	0.917121838174735	0.801291390907655	0.833028743428632	0.665524343230247	0.899280435130844	0.882472166531451	0.752189906350359	0.798791677599361	0.752364646452711	0.955187695353953	0.941112442952783	0.93037000693802	0.757256838000661	0.78356242126436	0.902443550785973	0.899754144938334	0.851964418236072	0.754099473981323	0.888660300179549	0.948442157566551	0.868254063265308
TLR2	0.88119777586933	1	0.815563384207638	0.82968052481694	0.885165308365508	0.755665764089531	0.816819535131542	0.705380771082455	0.796771148737944	0.76804373600697	0.898376538920788	0.923804422586783	0.923822063775648	0.721749951805382	0.892014538623376	0.789971190881521	0.898322282724764	0.816756461712805	0.468099707377606	0.86750964888367	0.811419764066579	0.758843679581443	0.672323201294228	0.466517623040758	0.830611052680055	0.633278943943234	0.701982107118505	0.568598075504928	0.752179293905579	0.783781324834892	0.602027669362257	0.82690244082084	0.849385068268616	0.848033349791774	0.784654373434424	0.795254990662818	0.897030444853316	0.856516010196754	0.848019753644924	0.783439275784107	0.819284178438197	0.549643367924586	0.811597971426552	0.74367203159127	0.728478043726391	0.559198150739532	0.835578642478795	0.690437798517241	0.667031775196464	0.789571833926567	0.883253871590376	0.745587114074008	0.883929111265915	0.565625968463547	0.824400985540072	0.496395339340478	0.425068159365834	0.65118328628738	0.816885100799195	0.799481651012711	0.349460861196731	0.806306996595673	0.755664542982346	0.644072598122402	0.882663036852844	0.777672269240758	0.613627007265522	0.844462845117596	0.813206746945528	0.883536829674299	0.85730681840655	0.89266865685007	0.775581017376675	0.684963740892506	0.647366192425162	0.824176444100575	0.881678561452346	0.662963659647934	0.841748733581516	0.786391495388043	0.705048722217511	0.538675560641641	0.932710082461062	0.849362895290484	0.725271711183189	0.711627584929007	0.877678003730339	0.890537908095015	0.914579577195038	0.417355274673095	0.919288304996614	0.602620390360674	0.780718132475053	0.898001772861851	0.927721631403442	0.670850806692455	0.920545062067471	0.678295234035252	0.814731823917492	0.750910895103896	0.76910159108475	0.657340863788776	0.757146047128046	0.855040169402926	0.83472537460445	0.855523460672766	0.585280729152486	0.804135361187477	0.847914981132764	0.92122115084	0.743443834202364	0.586853849950913	0.89915546467714	0.841628964172922	0.702346725694209
TLR1	0.709330575008003	0.815563384207638	1	0.606100300072606	0.752004214141977	0.553634373259668	0.838677327183562	0.458977753194041	0.770771594562711	0.573375027828704	0.747293041089	0.830906644495641	0.861263578763059	0.545323737756546	0.762966730829432	0.563305550438319	0.717938655715698	0.623903078771465	0.256092487902212	0.725897168003531	0.627205933055649	0.53745696109991	0.471421253368125	0.284950202236453	0.702676192646281	0.438023844449259	0.509891517822893	0.360587541772224	0.827596568785987	0.524161625658703	0.38373532032039	0.626147186515453	0.651287154900929	0.735096030513624	0.620880110795316	0.57443614210346	0.662604175497327	0.64827826996334	0.736933225375381	0.690669105882852	0.821215175676394	0.344620516262151	0.588290016302973	0.531037459196599	0.617028069432595	0.275741334664719	0.655556747521159	0.423871768836043	0.473989929857956	0.616181231512495	0.65303860062387	0.486798417579099	0.688481604618959	0.407332300999153	0.591631310959774	0.671627778770663	0.24039815623045	0.347882454627312	0.644244984295539	0.721443756264012	0.157662399424309	0.590103680202778	0.524990848342229	0.360763333836884	0.690425099548576	0.594466369413256	0.402620435642356	0.632508711137141	0.75607156251916	0.745196556953711	0.593370352671626	0.733681909817437	0.540690113812603	0.438230808233159	0.370977990709331	0.635644443593243	0.701236941336954	0.779560591595131	0.643420179459853	0.625085140851585	0.53788342131978	0.290374804273618	0.763251926660542	0.867656551585853	0.615762894625448	0.471882289104627	0.697980175851695	0.822179354011189	0.761614099204012	0.150071074633021	0.776234586796609	0.34533754449194	0.771699871634708	0.701180578614159	0.829217750446917	0.399517002339915	0.784142359636495	0.735967059252075	0.571832898461691	0.673985006723376	0.6270277059404	0.335752613039624	0.595705256259886	0.709789738984959	0.693226705068441	0.748999207015513	0.338766841425823	0.644214293867461	0.662725532819056	0.732917519330668	0.593877640897421	0.342283258479019	0.735012131967569	0.622803940840329	0.613614978419966
PLXNB2	0.929626831348123	0.82968052481694	0.606100300072606	1	0.777432569560768	0.882336134524208	0.654180093240382	0.882735665034732	0.628018160573733	0.902067284166583	0.912825438911864	0.76780233277163	0.741699405889293	0.852546592404702	0.879492865131043	0.841617558063996	0.855441633529239	0.884835519484191	0.699733485888031	0.730403552254274	0.884561982508266	0.883124626580212	0.816136066115284	0.688636862735605	0.815452203959015	0.833055165906041	0.834526961009864	0.790413447728079	0.608320540024163	0.909653269122116	0.798036951754061	0.839781111554203	0.877285722199212	0.663899259141757	0.648836672789355	0.876923328495807	0.929128019511876	0.941213247314881	0.798837214334671	0.694349456510634	0.621461498116192	0.76406516510989	0.905366651091496	0.868524568508789	0.84753210350875	0.777714122184909	0.824825042300685	0.860451180996128	0.816303793540428	0.82838005744689	0.928788273484765	0.875156654155773	0.921709277614163	0.713522329526643	0.850456507471202	0.313210385206891	0.656145432444752	0.84334947021749	0.819025906826518	0.568081948688726	0.598821104586423	0.899002199483456	0.776255306299038	0.848534117165605	0.857054852913421	0.823666865523532	0.796248279917021	0.883843563994104	0.663823361855935	0.734926429127143	0.914244437775145	0.892877037311913	0.848515513423396	0.74738121996283	0.846431127631109	0.844940539022685	0.847058774332693	0.423953636228315	0.868126966247519	0.8428753107405	0.810598744026674	0.742297490768966	0.900385902455808	0.681023940347978	0.674648450340859	0.883980624806861	0.89193681976761	0.729320009115958	0.882824837636394	0.667044369602326	0.907790544525329	0.814347872645855	0.5458459700956	0.926189488128364	0.852546422570075	0.848118246441612	0.814722862803158	0.517880566367644	0.910459663453574	0.806467353576287	0.666227658611241	0.846201899252244	0.754872149882554	0.871129471241627	0.914341713809931	0.860664597371135	0.813383302508149	0.747942027361494	0.893479389313005	0.881588347855447	0.865542590783469	0.805763747256866	0.854774003112231	0.923592820025369	0.765647102852082
SIGLEC10	0.881146852052208	0.885165308365508	0.752004214141977	0.777432569560768	1	0.691656753506698	0.821490177201216	0.621577178035731	0.825181198134055	0.654597233123857	0.808042427380821	0.863071970466306	0.894355307849901	0.715087556441821	0.859983732738776	0.870834215116372	0.938813273561526	0.815158674562922	0.311802089447666	0.878064522153419	0.807380700563868	0.670705645086977	0.505507784537124	0.301445794947338	0.872121109549791	0.499777250085354	0.789950858194304	0.441772274586088	0.791796358895857	0.749398734645678	0.578335690757357	0.90496546821084	0.85059113015503	0.725203071380365	0.732877562878303	0.70875743690723	0.866047530234362	0.819971177595467	0.817712631035625	0.70841721176598	0.854947361608529	0.519838896839743	0.7383858144675	0.790745784885822	0.600779134009338	0.464489257013899	0.805712538653322	0.641552928417699	0.763097384438975	0.870492892735723	0.85459838745316	0.658075645972351	0.798387921542588	0.353477242545876	0.861437179549751	0.509515056698662	0.247477609992656	0.603380264589473	0.920033729630522	0.74900411616017	0.149555588867354	0.788609668504363	0.626917069518218	0.560615690908236	0.880318571850745	0.812676757545908	0.472888755671187	0.78224874062506	0.841624801770134	0.881176975907814	0.801659172734785	0.905512318369713	0.628295799237201	0.823116463013326	0.541755071722597	0.725152452654342	0.912000516345057	0.712064530750171	0.807020509246342	0.79090555222507	0.581152485692058	0.444818147823567	0.856702662120482	0.789396081685738	0.815398948312735	0.658428782180811	0.888995050407977	0.892706522740205	0.879590049832548	0.321227095387497	0.843174127637992	0.474347323558125	0.761730427797489	0.851604606122083	0.880025883606741	0.581829029665422	0.855088843220236	0.744740023570882	0.727875882433979	0.756835002709534	0.782017007594659	0.582599319539101	0.734855609373755	0.876684627799379	0.793741990921487	0.832695779984964	0.487104903798171	0.821222477337995	0.763861847459863	0.866246924059882	0.629966427435799	0.462426224923741	0.81583996638077	0.822679512342577	0.817852975073905
ITGB1	0.900937166191792	0.755665764089531	0.553634373259668	0.882336134524208	0.691656753506698	1	0.520376302067304	0.973048620043352	0.523645979300174	0.947368686759528	0.92048168572084	0.62536683764656	0.615415272699694	0.939793863954863	0.911050810267838	0.793413801258664	0.698210343126531	0.9323186251161	0.872198067306503	0.545291273363939	0.85684693743822	0.966306962993926	0.898484987959117	0.87141559610478	0.813586734184267	0.921345956581282	0.884681842576611	0.932542014470665	0.488334119937407	0.951934794393975	0.953078354457949	0.756829413690559	0.827115910087849	0.549672124820997	0.433348658096853	0.936221909326365	0.852034359890426	0.947046120668119	0.744092927741237	0.627815841367728	0.487639647739986	0.942828867164173	0.940728395559546	0.928438629771311	0.879273209645117	0.917334545722017	0.727270963018085	0.928636974471109	0.874108453689708	0.829770325051011	0.86393388532025	0.79415500416257	0.918020675995651	0.855347692259331	0.727038322205812	0.194721801618642	0.839333168743344	0.917879694980184	0.730100723043513	0.387824573446735	0.774976614194572	0.949002364533886	0.673206032921593	0.946784900470357	0.812046969831933	0.890548592155315	0.918298974487474	0.926422306516418	0.597601973657667	0.598657580310086	0.899739544744309	0.863563351234913	0.896910926796991	0.735565170500933	0.926945290232499	0.948914796201254	0.751093444158459	0.268417225812718	0.823601924721964	0.924238430574009	0.890223877201041	0.917020768588143	0.794141815879036	0.635188063772831	0.544670014144444	0.947106253300515	0.892564617047046	0.550138270560016	0.776536714724914	0.856958512424736	0.879936181011783	0.927288485413599	0.42874812806107	0.905739960873123	0.826155765376747	0.917825693283246	0.705709907511358	0.473291499441101	0.905864116500519	0.878603194160392	0.584946965376863	0.908480522998097	0.669675121225966	0.858060415227823	0.920296140793026	0.878595399683696	0.884719936997217	0.626313022923449	0.856206607792104	0.825146009574685	0.93787259852738	0.936424601754951	0.821842210054068	0.931915086252129	0.775079585799977
FPR1	0.762803306486426	0.816819535131542	0.838677327183562	0.654180093240382	0.821490177201216	0.520376302067304	1	0.414131724200283	0.860233819204045	0.565578290029027	0.738995061787049	0.82371686115347	0.894033688483197	0.526228503894416	0.747158165577895	0.622330855907105	0.808230074262207	0.681584566021166	0.135719345868246	0.801869989287001	0.684425333360653	0.483099864655911	0.42230278966224	0.181026149437762	0.771981337848759	0.374380880708589	0.559937511748527	0.301969079194503	0.897829591290451	0.559023854021269	0.385505732880207	0.70973541094786	0.667935404302438	0.722170842484348	0.663749738385371	0.50050031087021	0.714030155704827	0.660922019696107	0.802397599507017	0.791644804798595	0.868915101266385	0.306271563033974	0.568877674369187	0.600349448880028	0.595940658744701	0.213019482704056	0.687341016797151	0.379624881725243	0.527245436363506	0.713256250065081	0.724908159554347	0.488949559671484	0.673894785704894	0.300205788642749	0.704492270802542	0.78205324778265	0.129063041598099	0.334214175207338	0.765368050043962	0.769462609003865	0.0379558023500997	0.616747910294197	0.531814120071581	0.33539496809093	0.695179522433258	0.630500867933727	0.312486002173665	0.631832997907103	0.835521421725393	0.817268002990051	0.559887978361037	0.776335785196231	0.515828472055321	0.582620349234078	0.333993930138101	0.559629480490796	0.763178279104886	0.871287296453172	0.651734164449787	0.618314275865943	0.430000872020245	0.185138090626996	0.801356362655694	0.842057124705997	0.660562527134838	0.446657205549472	0.733438014658557	0.900038264701359	0.809711036507662	0.0728801812145537	0.766566089015331	0.287864047570989	0.753691650575704	0.740487128357441	0.819378162898189	0.398582023040186	0.762450792854922	0.812429921765476	0.589106904322321	0.746575988468499	0.66158045720944	0.322186095331582	0.569589700433689	0.783091972251508	0.748434224707044	0.749661400392018	0.31476348390824	0.687519001731312	0.755170839233747	0.746169734900101	0.569871449770486	0.278409866770584	0.741259914388822	0.668897002516608	0.746966340215648
LRP1	0.859675306832563	0.705380771082455	0.458977753194041	0.882735665034732	0.621577178035731	0.973048620043352	0.414131724200283	1	0.418471804058303	0.936678482154423	0.883114867339095	0.57207539265076	0.542838038032715	0.919480014213387	0.857756450974081	0.775101398017943	0.667020147001448	0.891154801980357	0.918820407175264	0.498606934591686	0.828618689438112	0.971348146724347	0.917172066259963	0.902824889566419	0.745718141970926	0.947591947519352	0.845600920701801	0.957498001484143	0.379296586768661	0.951381470420737	0.9492121129158	0.733299267608164	0.806935974847749	0.519057470034904	0.428053017882419	0.939469853698112	0.837873030221414	0.928671811356463	0.681686950672094	0.568481744762093	0.414969269922819	0.944248392972428	0.935175633791369	0.8978843715488	0.865705733740524	0.96194994253184	0.720369523528701	0.958550589975033	0.839381927394541	0.780367043388962	0.846551122673194	0.824975032397142	0.896591284437332	0.873434932222323	0.702239373886647	0.0997486293245331	0.879612027527831	0.957782296866227	0.683092261003476	0.338784534220125	0.832355984286272	0.924893968466112	0.696330401749936	0.975645220418782	0.783243654712697	0.854355448710427	0.951078796258031	0.903595741058819	0.500211544631484	0.552995930642852	0.908975834531126	0.823812754439837	0.916357830998731	0.70737499195995	0.969932161063899	0.928086284113421	0.715744160014669	0.163173975542568	0.799333184888131	0.873443317425518	0.903521798378317	0.952108782755182	0.766867967370183	0.547914959535898	0.484885376148783	0.963431065249947	0.851756030614	0.483842299656482	0.738126989964102	0.908633222863584	0.840797040978469	0.964439559055213	0.368183949910597	0.877640747369093	0.760321391288533	0.941994940690652	0.675609015984428	0.363087460197353	0.914695092021674	0.806600897802514	0.573855489158098	0.945918951579702	0.650480714069763	0.799974202884874	0.880190280545207	0.821301842480368	0.911753465210261	0.598482581398063	0.818715583866692	0.798019286695899	0.9254652584142	0.963114757447559	0.770187724650131	0.909369056555246	0.683727931740488
SELL	0.755308989538005	0.796771148737944	0.770771594562711	0.628018160573733	0.825181198134055	0.523645979300174	0.860233819204045	0.418471804058303	1	0.525000461928219	0.702145845557475	0.806517748419988	0.854606428552954	0.49439420346286	0.746258236263698	0.646479733424752	0.789465124153089	0.659412552440209	0.130378638192379	0.803780142741017	0.665283901016547	0.466289146415515	0.395932212049156	0.146000377032057	0.747211109305543	0.370002621401072	0.604257754606877	0.261760470496926	0.821755509145912	0.554471745726897	0.366815253699565	0.69638367979129	0.65046119302497	0.714380549560921	0.689454764367769	0.546604100608872	0.723267442166393	0.660869868199744	0.790273860579759	0.696745887828489	0.76113021166185	0.321618852288315	0.600319866031847	0.590629602154317	0.48112035008733	0.242081185960154	0.660720579133762	0.396392297449066	0.571239156793067	0.69851453597974	0.726309138739491	0.477289276336405	0.65672391650407	0.26000974926357	0.712590642593405	0.594574135537247	0.0960628993862556	0.348095420503769	0.775305425589322	0.732834994774676	0.0235548245438477	0.616045033288199	0.539515621771343	0.360849399711929	0.719406819585842	0.595595854128056	0.297878181441553	0.615160781310131	0.796728332295374	0.779929321244818	0.596779853725629	0.756198689969206	0.492609765019684	0.586216495137577	0.327089627051944	0.537120575479478	0.798311002541627	0.780767305661684	0.642884669756328	0.635381599728857	0.403577726012662	0.224970237774963	0.783671079222255	0.747454105373536	0.718993568279668	0.464329604525349	0.716719764337952	0.840417953420608	0.759759957734058	0.0814983402768319	0.722396335720375	0.272213974767613	0.74485282415662	0.705544956444682	0.807477445753753	0.424847190473985	0.755291664054216	0.702688407430871	0.577660053124136	0.666305745643934	0.680384049247616	0.362395800236514	0.636333072440664	0.712187384442119	0.67287952986854	0.700437538776437	0.32074613503946	0.769498774891421	0.691699069334324	0.706539500697341	0.515656243057329	0.28181252123644	0.740295328938938	0.675029420589431	0.72155400895518
ENG	0.868896075780772	0.76804373600697	0.573375027828704	0.902067284166583	0.654597233123857	0.947368686759528	0.565578290029027	0.936678482154423	0.525000461928219	1	0.932818019004053	0.684248819471247	0.653198241556155	0.883374928661676	0.887974071160318	0.733264824179035	0.706596427273461	0.891363467907997	0.850496137954481	0.592630105289079	0.832100165073727	0.937664611731974	0.920450813887689	0.855874177328227	0.77830962880865	0.924316748609946	0.800978658666204	0.907005658512204	0.501677986409096	0.923752155554057	0.884414289367203	0.702822467440694	0.81262470151548	0.628603704154051	0.523588352304699	0.905042588838069	0.855412994029947	0.924680301127215	0.759404212683656	0.684010909849049	0.521745124056479	0.869138519799389	0.922535720875212	0.858651025468829	0.909982575701421	0.862264723921426	0.74496612032004	0.885072852526562	0.783695747587863	0.774363501390071	0.867490698702952	0.825195588379922	0.918258711286056	0.876670481736092	0.720014858230277	0.267435106822542	0.825416892731562	0.877836208271071	0.687719362235145	0.449871787369091	0.779223291392582	0.92305786370564	0.736644235450707	0.91915731921282	0.804771992920445	0.832652219114027	0.916371006008978	0.913001943469374	0.594443778484321	0.619635775729296	0.883666517977825	0.837426278718793	0.915924856712243	0.654560762433228	0.906530304454543	0.915075996657084	0.744188117617723	0.315556989753495	0.816232511272426	0.851044898260638	0.880203104741461	0.843401500630744	0.830354358931472	0.656941287336171	0.524479644341909	0.910837485945002	0.858691784325921	0.607758740441932	0.798143451808355	0.79273466493594	0.892708192309558	0.893379764601145	0.493882166281844	0.913644391660949	0.819298143915809	0.901489448281974	0.739364080797552	0.46251928541806	0.91142851839512	0.857049223036594	0.589774972573453	0.873501121784922	0.696691906820808	0.829852688725108	0.926887534264554	0.855618425173913	0.853905551821174	0.641872186351832	0.896808994802161	0.841165537744606	0.940932308430211	0.914300815718673	0.832954910186881	0.904158152422549	0.719458972329982
