""	CD74	TLR2	TLR1	PLXNB2	SIGLEC10	ITGB1	FPR1	LRP1	SELL	ENG	ACTR2	CSF3R	CSF2RA	PILRA	NCL	CXCR4	SORL1	LRP10	ABCA1	KCNQ3	KCNQ1	TLR4	RXRA	APLP2	CD33	STAB1	RPSA	LAMP1	VSIR	SIRPA	CD63	TLR7	ITGA5	DIP2A	RYR1	NCSTN	BMPR2	PTPRJ	EPHB2	PDE1B	ADRB2	LY96	PTPRA	CD81	ITGB5	NOTCH2	NOTCH1	CMKLR1	RACK1	TREM2	SORT1	INSR	TNFRSF1B	C5AR1	UNC5B	P2RY6	SLC40A1	PLXNA1	AXL	DSCAM	SDC3	MCFD2	PILRB	FPR3	STX4	MILR1	NRP2	STX3	CD226	SMAD3	MERTK	ADORA3	TFRC	LILRA4	SCARB1	CD46	ITGAV	P2RY12	RYK	CD47	TREM1	CD163	IL6R	JMJD6	CD69	ITGA6	HAVCR2	RHBDF2	ADCY7	GPNMB	LILRB1	PECAM1	TNFRSF10D	TSPAN14	PTPRC	APP	TLR6	TNFRSF12A	ERAP1	TMIGD3	PLD2	CADM1	CLEC2D	C3AR1	CD4	TNFRSF1A	AMFR	SLC16A1	ITGAM	ITGAX	CCR1	TNFRSF14	PTGER4	CANX	C1QBP
VSIR	0.739285111164951	0.752179293905579	0.827596568785987	0.608320540024163	0.791796358895857	0.488334119937407	0.897829591290451	0.379296586768661	0.821755509145912	0.501677986409096	0.686891313780478	0.777474808194099	0.860819746415455	0.555891928969546	0.71393130160117	0.625600122630194	0.766699084021922	0.61848724775284	0.12370047614124	0.718121573997778	0.685534250371068	0.45805386352143	0.397379150209778	0.162725432342828	0.735662609867552	0.343630031063566	0.584413594633143	0.275301222822786	1	0.482390966360946	0.335816709282981	0.702192814174901	0.625976443449083	0.6233189836996	0.583773521426448	0.503544373492642	0.668678229460817	0.604607975860661	0.695871992885263	0.659027635243752	0.842933185169392	0.315962911694477	0.517990475633702	0.568577345925373	0.539318111680421	0.189537613919152	0.587924584832268	0.377423925577256	0.567762295740172	0.646442105819259	0.637570299076492	0.443273021332048	0.650017840848599	0.279768054981644	0.649422716804326	0.681236328472539	0.112083291926836	0.296020138271285	0.740021710223829	0.672721972911328	0.0228108018738489	0.573141987588518	0.462226739997137	0.304440001318062	0.672713030909199	0.576122715896178	0.294989174166178	0.571777037381548	0.74008398858266	0.757827504365672	0.544483467220379	0.748509778217691	0.414636756298775	0.506808932995668	0.276464693820739	0.546487432123846	0.681432988286809	0.823340787210354	0.616841073534495	0.592014174771227	0.458383075495552	0.188469934193438	0.694735300248509	0.807758291154992	0.712342864478691	0.39849826525585	0.672056946659118	0.846010680174503	0.795547280696273	0.0458745070048882	0.716078688044596	0.260131729585034	0.716396432686954	0.682719133288167	0.791373730867747	0.321905705135231	0.714248404802673	0.833957824471597	0.537572875226919	0.701991335967883	0.614302155249392	0.261304953063143	0.530407224982224	0.773183265236079	0.691384854062456	0.761842515503805	0.300949539227985	0.602082289867477	0.677956539371992	0.638176171853325	0.527216360009907	0.257026181205351	0.698676714610131	0.580159398494441	0.712683191862157
SIRPA	0.917644302301418	0.783781324834892	0.524161625658703	0.909653269122116	0.749398734645678	0.951934794393975	0.559023854021269	0.951381470420737	0.554471745726897	0.923752155554057	0.906404069688108	0.664610012497979	0.661481539125576	0.923396882861304	0.893239632958075	0.869836546908441	0.784365051549828	0.946356326020722	0.805354715719732	0.637773368563927	0.884402451641966	0.938287028086044	0.845312372133758	0.783539940399722	0.825065560683512	0.873486569717333	0.893966378672312	0.875698612749641	0.482390966360946	1	0.935170004043129	0.822341603059122	0.859941496564039	0.58277936520126	0.531648438750558	0.922398035636119	0.901273402885721	0.954608665652347	0.767435156896462	0.638590263147211	0.560035200039154	0.894917032967578	0.943665002938683	0.955432485731273	0.823395446346545	0.893380183074362	0.792989177885703	0.936425463975372	0.87996936589356	0.899143276377361	0.927374133218346	0.816765408330407	0.907479926618201	0.779257729160881	0.814061496738424	0.196873463094703	0.748913608070055	0.938814714317561	0.807734245885512	0.463270340430872	0.692899311036757	0.953580006254312	0.740576482134505	0.941816092640173	0.871850924719844	0.892885148606847	0.882101121488002	0.949034205097753	0.627612370493029	0.673493898263862	0.929904122370143	0.900797177422846	0.907579684861336	0.84100979092884	0.928836112627395	0.909542413783886	0.828578807600198	0.288125046711877	0.85441779765207	0.895162062815417	0.848779375886788	0.860360761324258	0.842490947866277	0.634903183612413	0.592764899462844	0.944330144821133	0.936617329564757	0.613407390904104	0.810927078659802	0.815744834421108	0.874217302961744	0.88868964083658	0.48075056372123	0.919783705412765	0.80572890148859	0.924919148914674	0.726710885985476	0.523241255537707	0.910805789060842	0.858775692212595	0.678569206327109	0.939810719684611	0.723746932297055	0.886874173688065	0.911568704836782	0.87476488530004	0.841980123245229	0.714854938628476	0.869582285818172	0.880447405620245	0.89675855510136	0.888237677121994	0.840566809437027	0.958693531973906	0.780393977624443
CD63	0.813480406709342	0.602027669362257	0.38373532032039	0.798036951754061	0.578335690757357	0.953078354457949	0.385505732880207	0.9492121129158	0.366815253699565	0.884414289367203	0.814779417101536	0.439077220170649	0.444373501063876	0.919709573612014	0.807576326911484	0.741896286327147	0.576326259020956	0.894953448660471	0.886050044905658	0.38339206124442	0.783624790652008	0.922545350921971	0.836985988248354	0.882753528462537	0.752083343074786	0.880052256740015	0.858495676461598	0.939581448368624	0.335816709282981	0.935170004043129	1	0.695722045577085	0.730243848816073	0.371399591389629	0.255758761948462	0.86973846864458	0.748102097890234	0.87330511618899	0.631728793367176	0.508387010820461	0.368719297674878	0.973317777939016	0.874619336437446	0.931796825944531	0.805306534296081	0.93614770653847	0.637200890497539	0.914979331201918	0.860142071130446	0.812242315948186	0.78111819835033	0.704366422603065	0.808366665907245	0.822168940214973	0.625734099936127	0.0939446948916089	0.853787035218251	0.920405041797611	0.65780736414623	0.208900587940471	0.793106962380589	0.897589596803356	0.555023823238335	0.937990795900845	0.709259460566437	0.853268247910728	0.897071910543509	0.860353742908323	0.469233520509754	0.469947849201506	0.807784699631554	0.781076293296906	0.839395990801036	0.759761743906085	0.922022064788791	0.880222099434516	0.644268547048859	0.116586964889032	0.739699218020983	0.862987319959914	0.832957221431945	0.927577357018544	0.661235435049953	0.499314714203076	0.401784762412861	0.913135547508779	0.833990593989469	0.381359259723551	0.638329082641777	0.918504092353198	0.756309580466071	0.924968900706438	0.272766428341076	0.803531313521588	0.67510022972541	0.90250520247202	0.540342943228474	0.400485921367359	0.826770095212807	0.847189823928907	0.48328958080056	0.906568154413749	0.543445770656593	0.795248632292898	0.853088248751211	0.798958462907407	0.875346827393026	0.509224072157061	0.758686361537139	0.730623847880244	0.889578346893704	0.926685175028905	0.686810177731465	0.880490426682197	0.744395627694289
TLR7	0.915486254295262	0.82690244082084	0.626147186515453	0.839781111554203	0.90496546821084	0.756829413690559	0.70973541094786	0.733299267608164	0.69638367979129	0.702822467440694	0.806110286397298	0.76371205977773	0.79265622117563	0.81571642059328	0.844768133104283	0.937663468677773	0.932343062425058	0.840245844446005	0.449580068491858	0.785698633257395	0.860730240608566	0.752983815160017	0.591811951332917	0.420392298948453	0.861538194979739	0.599525032278736	0.871099846054365	0.569339216458299	0.702192814174901	0.822341603059122	0.695722045577085	1	0.876094155957636	0.618220924591578	0.63416101047388	0.769900401845233	0.896726637915707	0.86056024214716	0.746479974860913	0.638448138169092	0.748527465440042	0.650676372492468	0.777370702537902	0.871037638937645	0.646070805247823	0.613972438505726	0.79214777867894	0.773540404679961	0.86057509588151	0.902765266050188	0.886715266580502	0.720565555693167	0.818976876981067	0.430560329041479	0.86742050058301	0.367744531242115	0.380231055346047	0.730593984359163	0.94673156094547	0.612000296297772	0.281092309429336	0.819671518695087	0.644024785405319	0.678041424039799	0.864956000575366	0.856094395903559	0.576796674271577	0.80797307741111	0.721504329564009	0.807952815592124	0.859981138020955	0.922173908469734	0.685766871285302	0.886864789150894	0.674411488878221	0.754780021167607	0.884455871200249	0.53913121708015	0.824744916621513	0.818464002622315	0.663159717493362	0.587137287237623	0.829536947095271	0.69169847412015	0.786780274439538	0.750242234984	0.907032019450094	0.778726165699896	0.86410974859657	0.490585349087567	0.820323072847893	0.625912178129087	0.617412824977903	0.867839452328609	0.839239839980451	0.661835890403026	0.795191477757054	0.626996046747984	0.798354544510571	0.755508221114509	0.746015073117583	0.7005662943722	0.715411225849152	0.898024374113077	0.812144630054166	0.838619357836584	0.637370767335765	0.757573199024011	0.764074581488904	0.855803316863037	0.681027442676124	0.591107334335949	0.783936652899317	0.848695319955578	0.813265284745931
ITGA5	0.910535430383708	0.849385068268616	0.651287154900929	0.877285722199212	0.85059113015503	0.827115910087849	0.667935404302438	0.806935974847749	0.65046119302497	0.81262470151548	0.862272183928701	0.797088312919396	0.788658149977519	0.82801199133607	0.884954909214707	0.891303052627235	0.890063154989725	0.86914749700075	0.581320698317664	0.787764043741137	0.852972318251315	0.825188165974557	0.707059550632011	0.557648991110778	0.835530333650918	0.724194625095489	0.842109449565408	0.66805475553253	0.625976443449083	0.859941496564039	0.730243848816073	0.876094155957636	1	0.666442003524395	0.694051599961905	0.84280522965573	0.9042248317546	0.896325197608574	0.749046191999916	0.699576927489438	0.69502698891926	0.698947144015193	0.856693854639786	0.850540021101316	0.724004208277543	0.698058155062781	0.861100867267429	0.81629596913591	0.820985746566589	0.847968479029493	0.886365248519179	0.799213375339953	0.866489426657033	0.580515202699321	0.861138135189099	0.302945434407812	0.513086118060818	0.797606874890026	0.864076004962983	0.573764968720547	0.442149106832802	0.853121323828528	0.737246354419017	0.761249393270355	0.877504370056325	0.863556989496389	0.702201097143972	0.866129661124643	0.70849339235537	0.808032575723518	0.899922002002498	0.893797756007754	0.786608147472624	0.792730406190651	0.757246324045661	0.819595338544253	0.884003099588178	0.460681851711181	0.854942830435183	0.848495834870031	0.765276980168437	0.685946200597112	0.864597274489814	0.702486733809776	0.780178819384819	0.827327932009177	0.904407002293975	0.749335905241825	0.860390688447404	0.577677296291746	0.86396520914621	0.717420425070605	0.589685188334565	0.904928060681623	0.867470740163364	0.761949541561102	0.815839979095174	0.562622805604649	0.845295400845852	0.747344679154377	0.784735237359405	0.770584487442483	0.795274528042093	0.873406112753943	0.843308771510487	0.838028788473136	0.693740444300109	0.788382210968345	0.800133603703605	0.879733067603801	0.758811970607375	0.706214790621531	0.841364173294219	0.877590488490301	0.756060974674041
DIP2A	0.663419235705671	0.848033349791774	0.735096030513624	0.663899259141757	0.725203071380365	0.549672124820997	0.722170842484348	0.519057470034904	0.714380549560921	0.628603704154051	0.764749265619266	0.882105513907577	0.860054835024323	0.47654110155756	0.746893921562735	0.582157580524313	0.767342075086481	0.598912419741846	0.324900857925775	0.842718363401849	0.613668158736342	0.57030869068695	0.562771790841573	0.32036558657873	0.623402567095708	0.482857114659873	0.459564556216209	0.381162577237717	0.6233189836996	0.58277936520126	0.371399591389629	0.618220924591578	0.666442003524395	1	0.834534779246482	0.63030619095848	0.744664836782929	0.668350988285461	0.759393480367969	0.694398040394576	0.734250077062866	0.310716871753016	0.665666445364522	0.489092827526825	0.620648965892631	0.373119898398567	0.76568928446741	0.495360126476847	0.411427903839109	0.546044768371875	0.729371415445066	0.65565874423863	0.72656707903587	0.461406498751896	0.650878207389265	0.514111522822741	0.291137522948796	0.466872081652711	0.608272612350743	0.844976537789316	0.24908123580046	0.608459911333051	0.728925479241118	0.452635559393439	0.740835453959352	0.571529286588401	0.463921884313367	0.662065955267487	0.758349845691999	0.782093323776556	0.691188837967792	0.714716658777355	0.683831115281247	0.452849137905618	0.470709849608926	0.65455200250453	0.76281994204141	0.683492302258993	0.730785877367137	0.586562580770877	0.535439596997387	0.336993020644751	0.844555894258873	0.757450903718783	0.598930682137211	0.541776948745439	0.676041700653918	0.858757794673353	0.774468781900242	0.230081004600855	0.790232623784709	0.417969372004614	0.786078322410082	0.755126697426592	0.803969777157707	0.536888345576594	0.857782181875396	0.535201003444383	0.678625249850574	0.567902182023032	0.665088526974999	0.482429243648289	0.71888027599656	0.612142555205537	0.65713407963861	0.657888416544216	0.400219694460887	0.719942721588404	0.733519282885334	0.806579570606779	0.602592462242333	0.413855753875028	0.802854647105895	0.652579860589494	0.486159325699098
RYR1	0.634239963132518	0.784654373434424	0.620880110795316	0.648836672789355	0.732877562878303	0.433348658096853	0.663749738385371	0.428053017882419	0.689454764367769	0.523588352304699	0.647611634877151	0.845532048006074	0.810730657058734	0.40926395831373	0.63899048221358	0.628393051767966	0.809067391987718	0.530678917499285	0.176386702944479	0.890743555155448	0.57515355529391	0.485062058703594	0.422813810400469	0.148770820748992	0.570726779745934	0.361010760627816	0.451059843886092	0.243913176985616	0.583773521426448	0.531648438750558	0.255758761948462	0.63416101047388	0.694051599961905	0.834534779246482	1	0.543773960935595	0.73766564510661	0.601792467794552	0.660952384160876	0.666487289134999	0.707865163893549	0.207142290326891	0.595721775967569	0.448630107062814	0.443342283594354	0.289646925999629	0.707396670509159	0.437421981888298	0.409885507659441	0.527351010635212	0.703991013284986	0.634127367815581	0.646377894221176	0.26920301843024	0.723501330720292	0.412389040567838	0.115432802669205	0.434111634623509	0.651938286049761	0.776157141015853	0.0990019193103055	0.554731949426485	0.766596429524379	0.387331096332396	0.732209589434071	0.491252975604792	0.354864197912239	0.596226543438372	0.701410489669934	0.778849067625774	0.669172089093814	0.655759347830657	0.584482037753702	0.503786542891242	0.391612567510341	0.493079127764615	0.779815804195022	0.60401189039252	0.655036451157277	0.473275373449926	0.431927201939451	0.233131604929405	0.792105378780338	0.633107263827466	0.691844374581512	0.487570220656426	0.616366542324684	0.850208339180601	0.77706920393889	0.121559866708192	0.708279363106086	0.30821404899062	0.756367148133293	0.689830949724726	0.698313759147895	0.464878187306243	0.809562671732559	0.453823135594523	0.629435254725237	0.420198645107895	0.700781746721978	0.45829596540782	0.709778028171774	0.581377479332362	0.555732505773206	0.54287395844186	0.302192267794592	0.780065447642635	0.656322575049839	0.736380228812378	0.433428541659309	0.307924531744116	0.731736815247717	0.596691128257821	0.432847616105645
NCSTN	0.884034410161089	0.795254990662818	0.57443614210346	0.876923328495807	0.70875743690723	0.936221909326365	0.50050031087021	0.939469853698112	0.546604100608872	0.905042588838069	0.898729499568738	0.698057264047335	0.660563132624535	0.894311849034621	0.891233966223593	0.822512665235297	0.745593278919417	0.886682032669063	0.820617226345511	0.623991503889941	0.840946939141941	0.930428435979896	0.861396038322448	0.797313008135198	0.795630062779852	0.879955804317486	0.846129834208539	0.860288438767967	0.503544373492642	0.922398035636119	0.86973846864458	0.769900401845233	0.84280522965573	0.63030619095848	0.543773960935595	1	0.885626805583299	0.921408970721174	0.706535810229654	0.629780718038035	0.528284993603457	0.86701928209373	0.931836169543878	0.874702194021953	0.817914930964777	0.882609723687392	0.779019027817827	0.915131118450377	0.830720265611734	0.795581441542763	0.858131268881135	0.8282507014583	0.909967550185503	0.807665582264697	0.746649321580304	0.15126912679177	0.769625692061098	0.902304472656396	0.734757715127397	0.472535611873744	0.710754873531132	0.908294197691149	0.732927470060652	0.918716656779337	0.837728411236824	0.848305241995362	0.882535913000112	0.914708506789229	0.598918453289913	0.65779236686848	0.932409744553544	0.871399058083247	0.882871444758275	0.716998896444997	0.895110008257757	0.932496718720784	0.788665754517181	0.27918463493187	0.858920276488151	0.881259961419105	0.89398314954012	0.879102412678637	0.813998253749444	0.634731572855634	0.610698088178963	0.921986105678678	0.876130042512036	0.596064432481779	0.799043687988576	0.79905896441515	0.883139009339304	0.8890861821738	0.495626422619943	0.895400700437249	0.827232397441685	0.888705675491123	0.773883234981687	0.462909138936136	0.891232225879834	0.796401874421777	0.657691796198815	0.904787535188209	0.754261818490101	0.819809440941618	0.866453527388566	0.865992496752165	0.844301823115222	0.681829438589226	0.827548436735445	0.847659553075129	0.884010165322105	0.89054460378604	0.844241188959963	0.893892998446795	0.685758639186593
BMPR2	0.946094140509878	0.897030444853316	0.662604175497327	0.929128019511876	0.866047530234362	0.852034359890426	0.714030155704827	0.837873030221414	0.723267442166393	0.855412994029947	0.912801943901368	0.83748249385398	0.828814886251676	0.837959526594533	0.913809554971056	0.897858071415934	0.925774098455441	0.896732462874553	0.600265307542964	0.835127002730487	0.894641818257892	0.84646973595053	0.751483904343067	0.57798063517562	0.85868129003169	0.757308263492298	0.864263436352803	0.69289306781284	0.668678229460817	0.901273402885721	0.748102097890234	0.896726637915707	0.9042248317546	0.744664836782929	0.73766564510661	0.885626805583299	1	0.938104320927593	0.833961430242947	0.750597793204079	0.704736121907423	0.713285116530091	0.902178418776875	0.87199613421994	0.761581782155807	0.714673777251058	0.860400083583271	0.834751889847227	0.839474196713386	0.876322703338014	0.961338773691731	0.833365493904337	0.916211630528936	0.625191073728268	0.9117063843599	0.327702726563052	0.539874386566809	0.812627279856796	0.894953759553696	0.667988684504584	0.477050478040014	0.902423656483687	0.794125326985485	0.800873235336505	0.929741175215275	0.848613872462652	0.734341256824675	0.900675273492936	0.74360830569958	0.84435978694627	0.938927713573983	0.933248110219126	0.829706761754637	0.800683574093788	0.782320655788693	0.849702101040784	0.931505118808518	0.519859935879653	0.899455497286734	0.862641123300071	0.76949906243813	0.686375824748087	0.926926882318508	0.712094108668988	0.766660935277726	0.852048819713637	0.929803400953876	0.806201061391007	0.916650028851077	0.577764831081719	0.920967818208369	0.728875048292163	0.674456063250437	0.936540902280968	0.901958515461946	0.809814203307671	0.877808878821462	0.591612919286733	0.910283958061474	0.800205637527668	0.759306831097489	0.813644453615925	0.808175795887663	0.897892597536982	0.891006748482825	0.876867517981614	0.737450585341185	0.845363498787943	0.879597446197892	0.918399961654787	0.810562894462546	0.72970870292743	0.900177269776099	0.92484258834925	0.793641897816646
PTPRJ	0.960494437389275	0.856516010196754	0.64827826996334	0.941213247314881	0.819971177595467	0.947046120668119	0.660922019696107	0.928671811356463	0.660869868199744	0.924680301127215	0.949619638303682	0.760721165702649	0.747995898787692	0.908270601748269	0.94855719293834	0.867368155442049	0.847845068758416	0.944571409778457	0.747289944559818	0.715744708112978	0.901690356202745	0.926936515313787	0.83770240647821	0.733984474406284	0.861256036318382	0.876046957347285	0.89513374306227	0.828860503014408	0.604607975860661	0.954608665652347	0.87330511618899	0.86056024214716	0.896325197608574	0.668350988285461	0.601792467794552	0.921408970721174	0.938104320927593	1	0.835568465269755	0.69619080059421	0.627165278573053	0.84039935990248	0.939164021090942	0.925104900084039	0.858143722265154	0.82426940110543	0.825147144137893	0.895368440692404	0.873287024551581	0.891073771909525	0.941885133799169	0.831646968432012	0.947598736277259	0.743961057446312	0.8493489728546	0.299073229598785	0.694933849264526	0.875276973812631	0.848144461187689	0.557924682906482	0.625254963734311	0.952992879099935	0.734727127625281	0.888496887946058	0.896228757942673	0.909437191561843	0.833119488255917	0.931335124126339	0.700955616001152	0.74331816610159	0.941733487483767	0.928177705939473	0.885486599532849	0.792548451621363	0.876669912153924	0.918662505251367	0.880033240794423	0.424787533529834	0.868945264363996	0.922257421647775	0.854089015337154	0.81421837036955	0.899372673101791	0.708246240090984	0.677751896070609	0.917331249959203	0.951033999529499	0.712619823895631	0.875108312460271	0.721090840971423	0.926903231227174	0.841274840393243	0.569182677961519	0.952465616575198	0.894071569736716	0.879605111929594	0.814510228429888	0.545394587996828	0.923234876686364	0.86288457135219	0.706085115668427	0.871433169116621	0.746909923201704	0.912577625766202	0.946227174305556	0.901477215882305	0.831589584680072	0.761007803385213	0.890391256862509	0.913868521898304	0.901091105014279	0.845942619829777	0.892498238783688	0.96688437612981	0.816437221159986
EPHB2	0.839383271283068	0.848019753644924	0.736933225375381	0.798837214334671	0.817712631035625	0.744092927741237	0.802397599507017	0.681686950672094	0.790273860579759	0.759404212683656	0.849273613877916	0.797884559409841	0.833586560001282	0.661231350758103	0.860786855422463	0.707605077651041	0.81210182574083	0.825885798659273	0.447719800070969	0.781579634260302	0.78550342835797	0.70087703196429	0.652592977501433	0.462583992991385	0.802136238141289	0.641455605796639	0.711151776727588	0.560068795722065	0.695871992885263	0.767435156896462	0.631728793367176	0.746479974860913	0.749046191999916	0.759393480367969	0.660952384160876	0.706535810229654	0.833961430242947	0.835568465269755	1	0.71145355209143	0.711438591747544	0.562175763194743	0.778172879315188	0.749132826858037	0.75396545959031	0.511372107200709	0.768040640909391	0.625007619051595	0.674358798847171	0.794962668692431	0.857366449327491	0.655080308910687	0.796950257167864	0.549989866506114	0.785629372588822	0.534638247031032	0.416225423237092	0.599261429038633	0.791313183946553	0.696232440048548	0.357870162859576	0.788660669687288	0.656846116785104	0.621637867798273	0.804954820128256	0.743268015315776	0.584735106261878	0.782952821098234	0.763900118824907	0.798801004980806	0.754442312497594	0.830626599895033	0.730561860797055	0.670970533334566	0.60362231133412	0.755717077649984	0.856411921323707	0.689740477007553	0.76869621157986	0.785589071207748	0.6098346129415	0.490949709374955	0.893943324436859	0.775405952509389	0.622550961519575	0.695186882372311	0.833723558185453	0.818135536470462	0.818322343877986	0.388451008673932	0.853389786289987	0.553374465481549	0.66836821613868	0.841842507239296	0.864452141044983	0.688945299480353	0.817048140445395	0.647944490168595	0.783129968990927	0.818674036643964	0.669756381547803	0.607510902632131	0.68281507108163	0.800320288413815	0.85259010788624	0.791456690944362	0.610417882652234	0.780403842281257	0.809459970745896	0.836956097750913	0.762658580711987	0.565313516961805	0.815070975385176	0.849202167404506	0.799557346293172
PDE1B	0.745301797216748	0.783439275784107	0.690669105882852	0.694349456510634	0.70841721176598	0.627815841367728	0.791644804798595	0.568481744762093	0.696745887828489	0.684010909849049	0.766636032450014	0.748917780741536	0.765369010909432	0.575290905756094	0.733128680504943	0.599896132575121	0.718616862620221	0.70181547552577	0.36459647198563	0.722443022957668	0.636969175509525	0.613798064217107	0.561606011530291	0.396755191511299	0.75326947509635	0.519668984263175	0.562863493107242	0.486579233937906	0.659027635243752	0.638590263147211	0.508387010820461	0.638448138169092	0.699576927489438	0.694398040394576	0.666487289134999	0.629780718038035	0.750597793204079	0.69619080059421	0.71145355209143	1	0.704000537237091	0.451139736602799	0.662809973594953	0.625686553528925	0.634750160599609	0.434083524195241	0.695547320277315	0.526221707632947	0.533336842764413	0.662406133949423	0.735881851697402	0.603570795167434	0.722738020979177	0.459729082195578	0.661782361218701	0.594202407595828	0.360109030109977	0.513461407108257	0.668180163526168	0.637306507907737	0.293838568734577	0.671954090945133	0.630922101834945	0.512062721802698	0.682158996965583	0.663205140018703	0.50556933800349	0.703508422118747	0.724148612255498	0.710610157558563	0.636478186148465	0.746349183204762	0.648752593955921	0.551259395019155	0.506745650947861	0.64451125233883	0.72777323845875	0.640894480430684	0.682243233786708	0.636352753744604	0.528979434430312	0.397395343077349	0.785990559363718	0.682550892983142	0.537825354535601	0.579694467764045	0.719802576273695	0.753206284136811	0.757592213644152	0.316567904408912	0.793764642308896	0.48224784763126	0.688083826760183	0.772519218719261	0.762767044092178	0.553774308906273	0.755275155233933	0.589026703929753	0.687446951315175	0.725086272423471	0.6173218818427	0.500659347113214	0.603865767589651	0.714978711628988	0.755312613661676	0.722197159769524	0.44850142198145	0.643322660420415	0.79422336466576	0.748602637645879	0.653574040295877	0.472453273189691	0.711509680375999	0.715179215154892	0.644695351267265
ADRB2	0.725482844496898	0.819284178438197	0.821215175676394	0.621461498116192	0.854947361608529	0.487639647739986	0.868915101266385	0.414969269922819	0.76113021166185	0.521745124056479	0.696448672829482	0.845659877800121	0.901986977063139	0.546009750620229	0.724315686991886	0.704229978819156	0.835917781062406	0.640789682152124	0.141920456951054	0.824815443152815	0.659514885346964	0.492817457783268	0.382022886790002	0.146226369363331	0.753685333449431	0.319823929636566	0.562422745272288	0.275490114316125	0.842933185169392	0.560035200039154	0.368719297674878	0.748527465440042	0.69502698891926	0.734250077062866	0.707865163893549	0.528284993603457	0.704736121907423	0.627165278573053	0.711438591747544	0.704000537237091	1	0.297913282673879	0.559241229570521	0.593530881042344	0.507466821513579	0.243586589188887	0.694285516237429	0.44600404875426	0.529630642557591	0.721160206027959	0.706455708461956	0.520520055658205	0.657600158499046	0.254615263337912	0.696967178650607	0.711978977837874	0.101389974237635	0.382155597197994	0.771649105733245	0.774408691260286	0.0106034041307543	0.607287594415571	0.582876815926446	0.344134645525028	0.749902151968133	0.643479978852273	0.327426700737824	0.624987772137166	0.809999422136865	0.815954313282036	0.614662264646395	0.795762134531676	0.51371244957923	0.631393530246442	0.343855161911812	0.582826613707734	0.763775258350638	0.797775910822587	0.681916610232196	0.587687988310673	0.463164458145244	0.202517544271332	0.7734200178922	0.82746412766383	0.707771294851637	0.450326106374475	0.740881190819594	0.911066050401993	0.813690244474316	0.102382728815516	0.744280314616522	0.28388956957571	0.81259034618218	0.729018998654093	0.786140559203769	0.369938625092149	0.789901050074793	0.821569311485592	0.568886448058624	0.67224375587282	0.714617882767578	0.352947919426608	0.639689739432705	0.770022216834948	0.675334351579239	0.749808730172614	0.257671974865432	0.689028960668532	0.693710847973407	0.769232694773707	0.514921432416505	0.266704220484997	0.705345210192047	0.629199240249561	0.655087939891858
LY96	0.780418681005769	0.549643367924586	0.344620516262151	0.76406516510989	0.519838896839743	0.942828867164173	0.306271563033974	0.944248392972428	0.321618852288315	0.869138519799389	0.782235821068423	0.39250742824539	0.393484290150524	0.922058744995032	0.782033452092718	0.711892555368272	0.523653748424792	0.850989308404655	0.909140753938069	0.31744801573522	0.764384282544753	0.915652638357177	0.851145458106785	0.901773033229687	0.708223386704266	0.888475505602502	0.85818118378125	0.945511920123747	0.315962911694477	0.894917032967578	0.973317777939016	0.650676372492468	0.698947144015193	0.310716871753016	0.207142290326891	0.86701928209373	0.713285116530091	0.84039935990248	0.562175763194743	0.451139736602799	0.297913282673879	1	0.84814795503327	0.895230214602644	0.777273576057681	0.943861792495581	0.573986689638568	0.917735799020078	0.867504391045091	0.751033183201927	0.730172405445235	0.682428194448076	0.786503317374456	0.834228652764601	0.58470397954025	0.00946304036122664	0.877803853398403	0.914231012582168	0.61320724492383	0.141681801180203	0.825493155982604	0.877390162746046	0.521845626633348	0.943855238817933	0.6832015652807	0.813886365518545	0.914710701165416	0.830374548104361	0.384916601740092	0.407701669790015	0.800922988266167	0.743295978327726	0.810783755710027	0.685990130264668	0.910600605525049	0.867143664738684	0.587091525483045	0.0501982055507629	0.692976908734206	0.84413484309364	0.849824962367698	0.946409405337718	0.599997763830451	0.445975385336988	0.403957653178239	0.895793356674658	0.783581711791981	0.316406879950601	0.601514213853281	0.925873096446615	0.720427657729924	0.926779393316481	0.221034481604568	0.773022448260501	0.653105086313093	0.875211652634818	0.505997407323977	0.339152386722894	0.811488882098571	0.809683313461623	0.444890594860865	0.886762872448585	0.515755757514788	0.756834068697589	0.814843969515866	0.77190163847421	0.873687474517804	0.450577637779538	0.71523589134303	0.658239249337713	0.869161140797985	0.941317597074983	0.652943707163276	0.827205698646073	0.69896201861366
