""	CCRL2	CCR1	FPR1	SIGLEC10	SORL1	TNFRSF1A	TNFRSF1B	VSIR	PLXNB2	ADORA3	TMIGD3	CD4	TREM2	CXCR4	IL18BP	TFRC	C3AR1	LAIR1	LILRB1	HAVCR2	CD81	ITGB2	ENG	TLR4	ITGB5	ITGB1	ITGAX	ADRB2	ITGAM	PILRA	SLC1A5	APLP2	C5AR2	LPP	C5AR1	SIRPA	PTPRC	PTGER4	CD33	TREM1	TRPM2	KCNQ1	UNC5B	RIPK1	TLR6	CD180	LRP1	TLR2	KCNQ3	P2RY12	TLR7	CANX	CD9	TLR1	CD47	TNFRSF21	CD46	ABCA1	SMAP1	ITGAV	SORT1	CD69	MRC2	MCFD2	SCARB1	ADCY7	C1QBP	TNFRSF14	PTPRA	NOTCH2
TMIGD3	0.711786202527368	0.842105406965353	0.892175910350283	0.736492947064737	0.772437695814671	0.872191405148215	0.812551577846625	0.879809805524904	0.772952157470663	0.894546039665656	1	0.856807245939223	0.83928114837537	0.618444639292797	0.794462128850014	0.598286455224504	0.883954223713973	0.879168359989023	0.749918671401752	0.875468773138774	0.892516548647013	0.82950549119758	0.755308592168202	0.542980923469539	0.584846252958929	0.786674415705725	0.641948782003509	0.280439124230391	0.678362387206166	0.894196185658513	0.841600792295934	0.787511771612484	0.579982118025341	0.734401478966884	0.672045225057136	0.78040141640426	0.775331108887291	0.615077035355546	0.881539969541068	0.559485920856476	0.658041902964478	0.82540647453806	0.762425290737159	0.71110818356407	0.458829382448817	0.680222783913236	0.783192640876335	0.711495982236324	0.646902356578962	0.810161279019358	0.667563546509052	0.768182551970824	0.432038840101559	0.694806700723666	0.777832852318185	0.384122112868482	0.686550836315212	0.700138759245443	0.832412074748438	0.66136216289475	0.74533237639846	0.60631180904112	0.552232065884548	0.804632967587203	0.661686898216572	0.603501088958304	0.89117047108246	0.795701822376917	0.606143097514523	0.439284746490086
CD4	0.742018419006303	0.832992780385774	0.838386951476348	0.83726989635687	0.852109796836391	0.854242806722772	0.860322635421617	0.865618740303093	0.729727947633134	0.880829604145106	0.856807245939223	1	0.720357939351334	0.561028332847944	0.782127957880611	0.622284056220337	0.830281529813431	0.854220206868728	0.83165576641677	0.882553240944598	0.798678742155919	0.808711511182736	0.742836003917327	0.675090608114338	0.63062647658809	0.750239311142741	0.640920334293189	0.350821637139863	0.72997043940834	0.835370123884725	0.80430332116441	0.800275832850191	0.633675807305322	0.802312287878609	0.699142776112196	0.720853398518144	0.859431923677077	0.657623863450048	0.822181049337189	0.59341245861886	0.773279868996315	0.807473345652271	0.851036883013542	0.712554564185488	0.558868486597607	0.56370837013522	0.834754041835087	0.822327544119053	0.764332166283186	0.841196296108024	0.735862526777257	0.776603310886284	0.309464631904794	0.685428232671198	0.78465086070262	0.509345116292046	0.752621902894893	0.755371749745219	0.818344741482515	0.714164189553908	0.786019490973974	0.610279116408363	0.609586780999344	0.739783712696416	0.719580835351425	0.710189031387108	0.796231939864045	0.771199314630959	0.645911939660584	0.544378593755454
TREM2	0.706620437972382	0.815320518838758	0.839847533657278	0.573448730003619	0.658691953225336	0.763296005383007	0.739643325866163	0.724181014408294	0.706921027964787	0.818409890271982	0.83928114837537	0.720357939351334	1	0.613597682765003	0.786147236496203	0.649059535384884	0.829468455440908	0.846056080225767	0.683199296212848	0.881409539258435	0.972547030877635	0.943544443852811	0.765339686896963	0.438010913456156	0.582684024021356	0.921407028375055	0.805401732179778	0.271826779353765	0.503554657225847	0.828719599644675	0.860367834676237	0.85839627114849	0.566113936013564	0.720567217119117	0.657290083162652	0.917779242811788	0.711779811588079	0.611393763456975	0.829227381443049	0.527099507721329	0.641801510689114	0.656894730321059	0.691886165040761	0.629239569214456	0.350904902026515	0.767680609893245	0.781927983232841	0.658087348052842	0.546156836500437	0.558178804362254	0.637172843417358	0.870562837281789	0.791120503827466	0.567784193109428	0.736273761512608	0.325596013993736	0.758262758408221	0.728117118135045	0.833662147996011	0.725998020815813	0.766345349042394	0.505459848845111	0.634238782859764	0.877255340755577	0.69704403757288	0.425234519696058	0.864756762317247	0.85840060593047	0.639425554728252	0.494599208101921
CXCR4	0.849895229563058	0.693496307698108	0.804531586661513	0.594963702708682	0.457558114905611	0.623929393544453	0.765770664532752	0.628675612674485	0.51774569750831	0.610329353287288	0.618444639292797	0.561028332847944	0.613597682765003	1	0.573685781133333	0.819208957737571	0.764166707976322	0.646570797939519	0.623100906406436	0.685931738566519	0.622470410846151	0.623320043186911	0.543318930741633	0.296454649633955	0.542518380703497	0.578131127550296	0.621164391817431	0.139711777153646	0.370142165372074	0.614620204541897	0.73163058210797	0.647535378777173	0.764426838400028	0.550370527754752	0.871626012502521	0.633566481717352	0.582974756662635	0.827025582321718	0.505795737440239	0.835487435557723	0.646638643327195	0.603961632326799	0.661209317203462	0.582137146588482	0.209025492896821	0.431305393065318	0.619287803452484	0.68768207801838	0.477168042670681	0.348393611551488	0.505382550964437	0.606524311873492	0.432944481226821	0.425455888816682	0.515990983230361	0.408031733959489	0.51661682716731	0.753797955677546	0.629122205991974	0.548124481253067	0.542750617521507	0.87138978634107	0.40057739725478	0.571590873469253	0.529617847417176	0.34408595342836	0.561780386566029	0.577919316686315	0.448975855874902	0.450109700050371
IL18BP	0.696745822725402	0.79952909579256	0.801210722941368	0.681839278973087	0.738693738531506	0.761958307294014	0.790139342620058	0.746906343604274	0.68590537944932	0.781902356380717	0.794462128850014	0.782127957880611	0.786147236496203	0.573685781133333	1	0.6059414047786	0.810553294816824	0.807878405960972	0.72911181012172	0.828868841264969	0.822129632446877	0.803792977359578	0.77688824387935	0.550343283162166	0.596903227194386	0.791942652378369	0.690594580241425	0.266570692044372	0.566836884902976	0.776053848711488	0.76981270325454	0.804602211966197	0.646965516803441	0.763009830328968	0.661710208580688	0.792607368942955	0.764041713081686	0.601784264318154	0.747288782321735	0.556548593480641	0.6863786299725	0.706824906954692	0.743306382164741	0.672832509158118	0.460490910366033	0.612991097824107	0.770063555274277	0.749861971421376	0.623800174677624	0.637020500739825	0.659840858679372	0.797489759196359	0.507711975613576	0.602782477217869	0.73873605486881	0.432469887655711	0.717403282401759	0.732453545994391	0.813897259372313	0.701617911047545	0.772680362574473	0.53455915191325	0.579416470122184	0.74954851334725	0.716417005642468	0.575458167089302	0.782026187148021	0.764815141291732	0.617284791201323	0.56123098738314
TFRC	0.854696208327682	0.715125556079756	0.823831483696928	0.648016507919546	0.600622931883601	0.595061968225602	0.827967179141338	0.510341971871434	0.511323326184148	0.606003654585944	0.598286455224504	0.622284056220337	0.649059535384884	0.819208957737571	0.6059414047786	1	0.794136910636271	0.619055385000374	0.722307503218552	0.775379426502091	0.619346080330888	0.674052021742454	0.586600789629956	0.411722737354837	0.561274495071651	0.670157336602588	0.809577672387684	0.179459567321343	0.416798320471481	0.544503327266961	0.747322388134719	0.775966107897406	0.84435964004297	0.714108922899906	0.927074335916451	0.708911267692468	0.711074086203076	0.861716067646607	0.441761838928769	0.861653256294459	0.726880781703613	0.52885791978861	0.750447680230891	0.678325509335993	0.332607287231384	0.378971382264942	0.713483079389428	0.774900219317013	0.631098550401451	0.428222587810872	0.569652674182897	0.717721826959148	0.530047047109697	0.461705875825015	0.549137917625362	0.399990330751076	0.653169888079428	0.820085501074241	0.663994903545381	0.713321973616296	0.711635066556162	0.839492028004143	0.59876302174186	0.590881542821254	0.633040683596279	0.458212869685581	0.515437976524582	0.563520071971622	0.562772251068387	0.546240328738687
C3AR1	0.851110552659293	0.900220034514996	0.931933409973034	0.746065577451505	0.733231628180407	0.851706508828693	0.906355498302777	0.800545176216623	0.703277143879822	0.813803836765815	0.883954223713973	0.830281529813431	0.829468455440908	0.764166707976322	0.810553294816824	0.794136910636271	1	0.854076268872445	0.803357298340312	0.910091551706081	0.859539537584716	0.8402917009466	0.763381023778705	0.516899863852062	0.62617148022861	0.80128587256243	0.759291315885877	0.183984431243912	0.599704184314353	0.845942684956244	0.894948183932739	0.838586458133771	0.745145569631636	0.762855393468554	0.857334740290793	0.819268211500683	0.809128469297203	0.781360104328669	0.78264798292143	0.749219013193486	0.754743845769268	0.756557219832907	0.815003825209334	0.766678691312011	0.409508321230263	0.649650494759852	0.815445979383308	0.811954706844739	0.639056892284327	0.675519529142839	0.683373293522025	0.809055152111519	0.508112072001199	0.659579044414371	0.75041809054508	0.460994998255492	0.705390132549137	0.856428347031072	0.840678043276129	0.726157547422721	0.767992078731372	0.763044601024683	0.563309440995726	0.786200170001907	0.673233321014544	0.557908723202672	0.817872827085932	0.781332883296028	0.583508699432347	0.532482838813545
LAIR1	0.737888828608026	0.858241666488293	0.871000839680629	0.748482620799995	0.78780680382632	0.834035394695455	0.824597826869372	0.84607953319431	0.759678373239049	0.88800892052038	0.879168359989023	0.854220206868728	0.846056080225767	0.646570797939519	0.807878405960972	0.619055385000374	0.854076268872445	1	0.787521613295254	0.88629610116748	0.889612955857497	0.874998559402373	0.744610463270251	0.559535729915252	0.654347485859195	0.84865268881507	0.691244570481903	0.267120323493494	0.665100169930393	0.861756725114303	0.837178763019903	0.834926268837816	0.60994537975396	0.767823733192457	0.691263653597894	0.819488385915729	0.829026685128364	0.669059887438358	0.861244507375879	0.581291068679588	0.722496976307117	0.771587718458535	0.783674115087027	0.691496590958839	0.506820374793536	0.720448910274448	0.815348522491813	0.774207402186726	0.685719519242815	0.750798814451519	0.742253371111578	0.820587194298109	0.53026964907059	0.719168513216616	0.774856437361527	0.464575323348663	0.765881323369853	0.766322548399801	0.846772039764105	0.731474524509685	0.776609118363077	0.618213688738021	0.634891036460184	0.816168772655203	0.696729585745804	0.635490725788954	0.856795254625647	0.841323206399801	0.663732885016178	0.541071599726676
LILRB1	0.764519455551289	0.780436576305023	0.843655507688069	0.778653653033941	0.76766601518337	0.740663673703905	0.878456092224093	0.706548477345835	0.638713314755735	0.793929792777548	0.749918671401752	0.83165576641677	0.683199296212848	0.623100906406436	0.72911181012172	0.722307503218552	0.803357298340312	0.787521613295254	1	0.841858251820163	0.731125919653166	0.788572942471802	0.757261380339514	0.600795972713428	0.687757980669125	0.778222340223268	0.748381454960873	0.288687238290656	0.638134781374192	0.686091014402073	0.769281570685179	0.828450449445758	0.747424723940116	0.826401285140653	0.78665138324467	0.738977790469007	0.862451682302789	0.744869999455772	0.697001031915912	0.71502320092676	0.797541905853083	0.665610538736254	0.861639968357583	0.748866974713806	0.512404013767753	0.534567854059246	0.752709479000628	0.872956210854779	0.735165313282225	0.676052813057154	0.686221060421711	0.83038271297708	0.453272616506694	0.662347196328069	0.730534418431055	0.488787421067214	0.796660443423037	0.782858920946219	0.774974117518181	0.788675937246136	0.763853090891843	0.674471482149981	0.667585380529094	0.690250825664498	0.709605310305556	0.644520472787422	0.69938387856917	0.722840111143844	0.6596554089517	0.605004287161684
HAVCR2	0.82386074840246	0.886034522879056	0.934390562759777	0.774185209016069	0.825882810713008	0.858078609457881	0.909952258572747	0.801810286578631	0.725850537786747	0.902069531052801	0.875468773138774	0.882553240944598	0.881409539258435	0.685931738566519	0.828868841264969	0.775379426502091	0.910091551706081	0.88629610116748	0.841858251820163	1	0.898967628884534	0.906375323895015	0.805442972533077	0.637165925471216	0.655807011910872	0.882195221504671	0.844959727139013	0.311143659760286	0.656909435538581	0.831919556654651	0.873670803890607	0.908551758737487	0.752691451873101	0.866882570714027	0.80589808292218	0.876489997004303	0.895468117220944	0.777803860814318	0.810632406951321	0.692724239701745	0.820233515001192	0.755619352379411	0.879795742895924	0.78719535664202	0.519722575062924	0.663650464327457	0.884067496648269	0.856099479695116	0.765093503000831	0.725188366390195	0.758861417835911	0.885686138368244	0.578149046808145	0.692295323449275	0.821380685967098	0.457495719707679	0.853341319704278	0.839385924632171	0.871578901053396	0.821983359343437	0.8600591828583	0.698809936721127	0.729844212630353	0.813131558680209	0.776830025611309	0.632809744106461	0.828349125783055	0.840110213390898	0.703152242665099	0.567949658385263
CD81	0.726279971090715	0.848411097626446	0.863329185385908	0.641145964466669	0.695998879656572	0.837211336075698	0.775756871413718	0.827957044616052	0.735831115073912	0.868780225361126	0.892516548647013	0.798678742155919	0.972547030877635	0.622470410846151	0.822129632446877	0.619346080330888	0.859539537584716	0.889612955857497	0.731125919653166	0.898967628884534	1	0.950455280351134	0.802802379448103	0.47063674650119	0.606166484123667	0.91394836143288	0.746293960378478	0.280664188103977	0.569913139795088	0.889901058312716	0.871254351791253	0.858119081711333	0.560125457414839	0.738357340414703	0.657751832090134	0.888544823957571	0.741831669504491	0.607949797392544	0.895809147571955	0.53306314232963	0.670163685499125	0.725050323501564	0.742355282786209	0.649368987619586	0.360618108545555	0.78355542518114	0.808159165837355	0.702817942476705	0.567091288518097	0.631494545756866	0.663909414975549	0.879466396192047	0.700310646555667	0.603589169342693	0.804238781060538	0.406179743145748	0.773102789460857	0.736066864660609	0.889835492914505	0.73221826317945	0.776096345391185	0.514955842730647	0.593309213033697	0.901846666172301	0.71076938141665	0.481899706047179	0.932393498063798	0.896433890686015	0.680392647131317	0.534371717915177
ITGB2	0.744684194482861	0.846372243128398	0.858136937231831	0.67690859615938	0.741068903835287	0.793311322338289	0.819542930198292	0.756690801794791	0.744457770044847	0.851503818250764	0.82950549119758	0.808711511182736	0.943544443852811	0.623320043186911	0.803792977359578	0.674052021742454	0.8402917009466	0.874998559402373	0.788572942471802	0.906375323895015	0.950455280351134	1	0.832098456383824	0.531178520324219	0.673222704346093	0.941449319385145	0.822052565092997	0.248088540540189	0.606580990447584	0.82096691976245	0.873034088823697	0.902874790397919	0.632437068068815	0.8025562236436	0.707614949821244	0.920085814133597	0.806938408163332	0.667362715235252	0.838944193117617	0.59231328748943	0.74075558800827	0.666786267952585	0.773314620834552	0.672403701408582	0.430848653907716	0.753498654522437	0.841397036973634	0.757745917713568	0.660162482066232	0.628385927202657	0.700021194729853	0.928008372947426	0.735556424070604	0.625607838020256	0.778194689778546	0.436257759750937	0.800766227739282	0.78036841521552	0.855132413733724	0.788121446403532	0.814595131910228	0.544384196007945	0.68514109118226	0.876401078635154	0.738490583674387	0.561010126642268	0.861740176206345	0.884536099822892	0.689618724633339	0.568351654857247
ENG	0.666284481044102	0.763316767981684	0.76745475981906	0.639254878450966	0.702123964974496	0.753054790628979	0.772552466830028	0.696508793604415	0.652638780966083	0.771575134593138	0.755308592168202	0.742836003917327	0.765339686896963	0.543318930741633	0.77688824387935	0.586600789629956	0.763381023778705	0.744610463270251	0.757261380339514	0.805442972533077	0.802802379448103	0.832098456383824	1	0.527517951238931	0.623056366018043	0.794553976780525	0.697905093953354	0.202119169181716	0.564055953295233	0.697136123796713	0.74309836775262	0.795992325908402	0.632472260144833	0.760951692201374	0.632138503231945	0.782420458632649	0.731763408620135	0.592097785773803	0.756159610369023	0.510039613527878	0.652989046233373	0.61072000270016	0.723853688646739	0.665531985779803	0.416271142822906	0.652328152719439	0.75582559648626	0.716540351698285	0.596959957248333	0.585535765924726	0.589545361184715	0.816644088421462	0.534951547141553	0.574917719257665	0.718525979579071	0.424286724008937	0.701656300464881	0.714694322580424	0.772524659795363	0.694430714606482	0.73001839047926	0.5016533327672	0.560523893911316	0.771679470659277	0.718069732256067	0.545690806856199	0.772492706967086	0.779131412931947	0.584815167527723	0.537503913504092
TLR4	0.435194035238322	0.554984872391771	0.564893066929985	0.658946362069147	0.767614291431053	0.531774665783399	0.661235730405128	0.52681429405243	0.530974753913498	0.639917369674437	0.542980923469539	0.675090608114338	0.438010913456156	0.296454649633955	0.550343283162166	0.411722737354837	0.516899863852062	0.559535729915252	0.600795972713428	0.637165925471216	0.47063674650119	0.531178520324219	0.527517951238931	1	0.531032734973191	0.549084353836491	0.546682614977569	0.428023613422876	0.695541309349788	0.512298000213063	0.529857856038955	0.614008164107775	0.53115581155472	0.700929067538998	0.463572431237369	0.532117395588491	0.761089802319374	0.455142739844198	0.505890054621936	0.379996929793562	0.656816848423121	0.555982516914423	0.605678744875768	0.653031148289887	0.74168027332962	0.394650644464605	0.674127242117014	0.650815769394051	0.711555437515855	0.690354080819111	0.567279209254204	0.569780165601778	0.202605096169683	0.636707904798774	0.52913495289022	0.360280547422046	0.6417704619709	0.53441060991593	0.545338222974019	0.534640190463929	0.653729402554276	0.393238969475996	0.624242989214599	0.49384805118554	0.549758552649747	0.598537794567281	0.48147673510342	0.500636346436232	0.537521018570173	0.446291861086381
ITGB5	0.60508855730007	0.629194975031132	0.670282975951223	0.594644627822751	0.662914890676514	0.623681699751203	0.682839968846313	0.565169237027355	0.584735347348956	0.645802344851251	0.584846252958929	0.63062647658809	0.582684024021356	0.542518380703497	0.596903227194386	0.561274495071651	0.62617148022861	0.654347485859195	0.687757980669125	0.655807011910872	0.606166484123667	0.673222704346093	0.623056366018043	0.531032734973191	1	0.667022937681713	0.597522520653203	0.250383483572492	0.580449339881703	0.584329262358339	0.654807668770839	0.693205049565261	0.59744835225097	0.701721005783715	0.62984170442157	0.646928985898832	0.682057947793956	0.53363763594341	0.575180060324006	0.531903668427294	0.672223377147279	0.546397558739069	0.644229767875907	0.622193851380465	0.466274624550602	0.491115560777215	0.68574016678602	0.656233907270601	0.577305950557191	0.536956657556108	0.624762700417541	0.672383292995385	0.428389018923461	0.544204404761398	0.544921992597904	0.480627505955104	0.613092593072938	0.657746383448903	0.634693420978342	0.621344325108483	0.6460131272902	0.518868916973097	0.50250176170847	0.602285652045872	0.572660284971851	0.478472946854275	0.560735867902213	0.59050118419839	0.557622500977713	0.525161131103061
ITGB1	0.696407743098781	0.807941562098437	0.836373047515765	0.651743460476779	0.748832776952168	0.727534993165023	0.792581864321467	0.666440161350056	0.69590697615504	0.811420261704227	0.786674415705725	0.750239311142741	0.921407028375055	0.578131127550296	0.791942652378369	0.670157336602588	0.80128587256243	0.84865268881507	0.778222340223268	0.882195221504671	0.91394836143288	0.941449319385145	0.794553976780525	0.549084353836491	0.667022937681713	1	0.857047744902677	0.257151760166734	0.59775394494405	0.770895089979966	0.835571397329328	0.933672908957311	0.649168717576801	0.815333427751224	0.689310896788534	0.923592191288271	0.816672601461545	0.655352847075632	0.78396422687142	0.557529659458869	0.719867627063536	0.627472815651013	0.762653638127935	0.723098291284645	0.472335656643217	0.750438062515645	0.83986823907868	0.744436559431033	0.652810713628938	0.59419131900608	0.667712733727141	0.952829973444864	0.807894737204261	0.63487052308115	0.778681990097198	0.471177734065956	0.851931451145299	0.776106921766004	0.879851660635428	0.854750756127568	0.855126315543296	0.517192638650592	0.735436077208622	0.873844178720521	0.741959910603384	0.549567566761486	0.845447168856229	0.844106903735014	0.777424920034372	0.656452056325165
ITGAX	0.737115142634587	0.719369381191869	0.80579287184776	0.618133119480731	0.702096500678977	0.595575275402535	0.810485159019611	0.498492411991935	0.574246437368419	0.677439093349797	0.641948782003509	0.640920334293189	0.805401732179778	0.621164391817431	0.690594580241425	0.809577672387684	0.759291315885877	0.691244570481903	0.748381454960873	0.844959727139013	0.746293960378478	0.822052565092997	0.697905093953354	0.546682614977569	0.597522520653203	0.857047744902677	1	0.230402415587462	0.474463421829566	0.585278858344314	0.758661976848929	0.891337162380634	0.784307589190654	0.789297758478986	0.796521281810466	0.86042887302109	0.797302882079289	0.744536301059188	0.546166835460682	0.697651201187462	0.744521935755357	0.499473227172197	0.739699206213389	0.72822500681353	0.486474069015822	0.55485860442311	0.76097468655256	0.757186626207995	0.685588353966413	0.479107366684775	0.618036204601465	0.855517330217076	0.766409004792079	0.529184622601353	0.633788581750295	0.341636488613366	0.787044776815448	0.755298298706663	0.726754979970578	0.809456469566943	0.815834107440205	0.646548237582815	0.782744220395751	0.685257085898254	0.668132014335294	0.500507053257312	0.601151047963326	0.667648353698024	0.645338910187607	0.561177417204685
ADRB2	0.242346883254848	0.243578420447733	0.247691424245426	0.337477340985693	0.340787779846506	0.277293945438984	0.255428426147475	0.352785261393908	0.250470545860186	0.363993570678044	0.280439124230391	0.350821637139863	0.271826779353765	0.139711777153646	0.266570692044372	0.179459567321343	0.183984431243912	0.267120323493494	0.288687238290656	0.311143659760286	0.280664188103977	0.248088540540189	0.202119169181716	0.428023613422876	0.250383483572492	0.257151760166734	0.230402415587462	1	0.324388678545159	0.259721352156377	0.226852520775389	0.248340907547909	0.155783098833872	0.345304748607843	0.162594639704612	0.241523853733798	0.333055337510155	0.160296943951756	0.253858197519653	0.125461667311829	0.277405057162337	0.301260172235209	0.290369560097746	0.252186761623062	0.30949163105647	0.0875860037806452	0.281032424530259	0.273926540980059	0.35217128054591	0.343754122920974	0.255429756738413	0.233362500781349	0.100862355268317	0.274027000765537	0.258009024057146	0.0328537478492108	0.367992874547593	0.150566793054043	0.257844043900097	0.189981274082812	0.306192625457706	0.11363449173296	0.295436628969525	0.246925776383045	0.385756204373882	0.189974217734583	0.23188314477617	0.273558750885726	0.259488510006376	0.123685372847924
