G1	G2	Consistency
NefNPC	NefMES	0.0971488214073892
NefNPC	VerPN	0.005241796672288357
NefNPC	VerMES	0.12175330056088743
NefMES	VerPN	0.09032774834316795
NefMES	VerMES	0.02944733350544715
VerPN	VerMES	0.12374175404606114
