""	C1QBP	NRCAM	THY1	LRP1	ITGB1	CD47	CD44	SORT1	CAV1	TNFRSF1A	CD81	CHL1	KLRC2	VLDLR	CADM1	LRP8	CNR1	ITGAV	TNFRSF12A	ITGB8	SDC3	ITGA3	MRC2	PTPRK	MET	CD9	NOTCH1	LRP6	AMFR	FGFR1	FZD6	FZD3	SDC4	CELSR2	RAMP1	CANX	CALCRL	TSPAN5	RYK	NOTCH2	SLC1A5	ITGA5	SORL1	CD68	INSR	F2R	SCARB1	TFRC	CHRM3	LPP	CD46	SMAP1	CD63	CXADR	RAMP2	TNFRSF21	LINGO1	CD82	NGFR	RACK1	TSPAN14	NOTCH3	NRP1	TRADD	MCFD2	PLXNB2	PLXNB1	APLP2	PTPRJ	ABCA1	LIFR	ERBB4	DAG1	MYLK	ATP5F1B	GRM5	CDH11	JMJD6	TNFRSF10B	PLXND1	APLP1	FGFR2	MAG	IGF2R	GPC1	SLC16A1	NT5E	PTPRA	PDGFRA	PLXNA3	CD99L2	F3	NCSTN	TNFRSF14	PLAUR	PILRB	PTPRZ1	ENG	STX4	PLXNA1	TREM1	RPSA	LRP10	DDR1	DDR2	DIP2A	RXRA	CXCR4	EPHB2	GPNMB	NRP2	NCL	LAMP1	STAB1	CD74	ERAP1
NOTCH1	0.787534508203094	0.931916029480503	0.732048021956565	0.636787871936877	0.64479159608998	0.852501914197314	0.584506462038403	0.909127733245202	0.523792735074427	0.699120427744809	0.721151498028119	0.760789473536049	0.707302347291111	0.738065440696851	0.722415145067663	0.963179527377714	0.777277316312706	0.787706741295863	0.498260532742821	0.858914099580616	0.838491706126412	0.717905981984233	0.692609721370898	0.917684513374599	0.508989903732837	0.833578087090935	1	0.938636068613053	0.308515583697206	0.698277695953802	0.913325356881896	0.904743495201122	0.471288906860451	0.883153524654711	0.840455461790089	0.549476484667703	0.770629867884852	0.867856831526346	0.825055560208899	0.721231332580234	0.293525439457574	0.321283275686548	0.724327278405362	0.18005526213444	0.575179647335637	0.674487178848923	0.380943076206473	0.437865888622351	0.770992967806207	0.778218376184158	0.781869832430694	0.659302368192425	0.655651448011422	0.840340606547606	0.68230641997265	0.935824941813798	0.777067718422016	0.84231407320725	0.473584770873153	0.600079176775821	0.928443372434351	0.477196114483483	0.509796516242855	0.452547920735953	0.503361278162458	0.787890149628893	0.859787330459456	0.788938149287387	0.851840700697966	0.70699272355564	0.886351800473727	0.77803102242709	0.920686416004093	0.725608501488384	0.861554186971261	0.739619307882885	0.884583737988174	0.496629388595444	0.329433206870674	0.581258490777204	0.706279162419289	0.00677147989897299	0.158429227466851	0.602135650845055	0.687002213398269	0.573969172416365	0.491778650770548	0.90312271956461	0.786471303774269	0.562280722575832	0.829146857991627	0.288474821280217	0.700173609220454	0.238866018073101	0.30623199895183	0.799404444552285	0.768578154947724	0.602206811747825	0.627386180103362	0.800674772567439	0.135775904132102	0.745773407975318	0.76374440365639	0.829704479755887	0.537924611472058	0.905819873766755	0.757129837725676	0.657813899792381	0.923015583362384	0.248159522143979	0.631101933929858	0.896154887233519	0.745222705741925	-0.0867445749106581	0.226199844108914	0.376395898760379
LRP6	0.653770673777788	0.885931991886071	0.550325407407568	0.62333647359795	0.544036167364026	0.816072588375464	0.413737177113594	0.929967255243373	0.37018197015758	0.54512594683939	0.572242393842288	0.897959600903684	0.827697414237895	0.766040698744581	0.671021758147746	0.939158356957296	0.901306918020095	0.661417052191192	0.310960754859337	0.811010504793877	0.938857045000704	0.529206152032805	0.587755213535455	0.868713198445208	0.340404668447763	0.810755257315307	0.938636068613053	1	0.164801231097484	0.662328769765733	0.847307191288468	0.881765313629969	0.290189969449385	0.951312697148155	0.823951231349243	0.498751167831974	0.657341658930488	0.799944514073127	0.780399973282896	0.586052830627826	0.22233174936305	0.216818109272725	0.804221472208434	0.122660497705029	0.713649296209054	0.586584575300291	0.312977354008326	0.385471316595333	0.9120042893639	0.715801657912831	0.790001739182802	0.66766171896763	0.526747537666518	0.941606043209307	0.800527718812417	0.907030788092915	0.884288202718163	0.764558988889923	0.531634186708375	0.529551014990375	0.914538157595707	0.361581380722111	0.372316149544675	0.297713346943919	0.427261711192927	0.655485927523763	0.898941552630033	0.706047790947802	0.923548006539314	0.631427996349953	0.927639146106932	0.904843998827777	0.937897338054063	0.574241284688096	0.758567673356363	0.866529486216386	0.958959928161267	0.487772413822501	0.260253780477763	0.394950448849434	0.750311241315783	-0.0235831744025954	0.137424157783491	0.536293193762913	0.50932099672566	0.571772596736902	0.333180203403761	0.901143994669573	0.909099003224854	0.531922154126316	0.70629845903881	0.21591028072858	0.614735716819928	0.155891734364967	0.191416930577999	0.723940176415789	0.900223375680243	0.478168279963534	0.554432925739859	0.686032063570607	0.087746439073123	0.644867329134319	0.669903814347612	0.715519984052441	0.441070168323973	0.956301696684332	0.705942341735175	0.59595576966362	0.910127360994529	0.233781226475471	0.442434498205652	0.828247577721578	0.65428733736058	-0.132373119484719	0.185376947368008	0.281781932171173
AMFR	0.548270128611134	0.302006800058776	0.526679268446706	0.315277662834646	0.417227389438027	0.478076996512139	0.516484745304216	0.345098308176418	0.44982325319478	0.642300349972852	0.67515653027982	-0.0211189395181646	-0.0184877554595392	0.321089081941732	0.398283251649903	0.284614349413291	0.0584253496169476	0.478122447358361	0.659089775604938	0.3326686235703	0.0764998754469502	0.472086397670911	0.446199179170726	0.391147545764079	0.44710155029899	0.594149899857959	0.308515583697206	0.164801231097484	1	0.324201435550931	0.370196802847486	0.328132507472201	0.534217474504789	0.213241529758124	0.491641731258277	0.385703510524535	0.37792258030487	0.419106876504714	0.352135058899952	0.49239246019233	0.373064697905279	0.384589166614959	0.253174025081851	0.367433308887633	0.0144186998012504	0.396229484428457	0.428392727292929	0.33330289032954	-0.0385448205039437	0.356347774054925	0.293265413105751	0.275297931192216	0.68016718431997	0.106523230183865	0.086750256991042	0.403946191227051	0.0358510992533111	0.343562110995386	0.31423025995923	0.54131723942085	0.286569440786103	0.495414962533856	0.44059234417728	0.610585356572843	0.389810116981687	0.599959192357676	0.273481733390974	0.448656007382299	0.169419415466513	0.41641372205932	0.240549815657724	-0.0218375731333758	0.313145312068671	0.550606104096612	0.550549245985167	-0.0921879099405317	0.191402204578859	0.374630653810132	0.348948519937041	0.588651538884434	0.463104284603418	0.681297792205531	0.643670774623699	0.369680017513376	0.624602362821441	0.317457982528857	0.451634354992384	0.262263528800833	-0.0302961698023658	0.385639721841966	0.494748403447256	0.358247700728143	0.548940704821542	0.408900983823461	0.440672789242377	0.47827595333267	-0.0719410024273797	0.565885590728485	0.53678058958376	0.47340674475895	0.259190490603203	0.539358191063023	0.560040099552316	0.602720733000261	0.398298999856978	0.191831043606227	0.385570847829757	0.493187423068892	0.276126032466621	0.23478978962714	0.435234316174871	0.344617810929721	0.522148026851359	0.376266026202818	0.222152179014588	0.401303181688968
FGFR1	0.849927856647549	0.708560698529715	0.590846308537743	0.979052667034793	0.94825545688021	0.894051246544474	0.813362399558712	0.609814013593772	0.870167939900999	0.814790023775808	0.823748773527934	0.412435494011709	0.364457230934489	0.900896583505547	0.916686705828634	0.707839270400276	0.451165792950694	0.735747973953425	0.749917827848104	0.659215201892924	0.509000205644749	0.616582000163571	0.872425277280071	0.764849823571819	0.838640337619598	0.638178803804526	0.698277695953802	0.662328769765733	0.324201435550931	1	0.820147365930924	0.851318958831144	0.813757049375941	0.520122453000752	0.471870640807766	0.929312151912383	0.614700736626145	0.856597069678949	0.956490793693473	0.88720336331154	0.842861840178407	0.856486726287501	0.451801117977484	0.765993786077288	0.367602245142296	0.926730483347111	0.864640973547868	0.932542869432399	0.439516525013459	0.947636573293062	0.932956350279969	0.938961216942244	0.850271421731059	0.49450615412101	0.328145047736838	0.614782213812667	0.410140142152999	0.92006243638435	0.647018098297811	0.928810097619258	0.769235466110524	0.868274523610259	0.873569762847387	0.802782855152611	0.905755578285117	0.796391497615796	0.525508538560659	0.942597473483632	0.516585144467672	0.832985924596239	0.747095372101469	0.417076353748761	0.769803883270466	0.583141829151082	0.858523712530635	0.391231400171714	0.64350151204981	0.891096205553178	0.860436260777186	0.671238202113768	0.331257473979254	-0.118899170171161	-0.0793895617116121	0.955450932669223	0.701790841112834	0.959982041374477	0.86454278442026	0.890533305209644	0.477610955742714	0.942742213197101	0.736048871832217	0.845580074076105	0.918917216379134	0.759044565212602	0.81942797431961	0.874461866042537	0.421531270131832	0.811754370598619	0.939753705107465	0.830812985860136	0.754732796285297	0.925796575516973	0.848061121382395	0.58806128531651	0.930880713568517	0.795238967500474	0.928377863121352	0.524068379416241	0.814502747766409	0.418148542811846	0.637008504838391	0.881873239181031	0.912473130393416	-0.0985716544629402	0.153137717405842	0.855982516977337
FZD6	0.889250924989643	0.964547788608862	0.842822644165216	0.750715398615801	0.829934911546319	0.941818661075723	0.78445388915996	0.866296766601439	0.738697323554607	0.860289303912009	0.855401204968684	0.573740697489325	0.507350341531916	0.773147970010122	0.88496493033384	0.929338431188276	0.667734860116975	0.921692628672415	0.704863274091294	0.925192241182672	0.669628685618926	0.846053798834305	0.876454673413588	0.943902554140671	0.720900335377536	0.824644118399434	0.913325356881896	0.847307191288468	0.370196802847486	0.820147365930924	1	0.971311294934485	0.678549205778126	0.770294928100119	0.74003725301384	0.732577304296976	0.889460861881466	0.952750295250177	0.920687931380031	0.886781848875272	0.513924568775674	0.529620641506374	0.670829355524522	0.386350188913573	0.485097913375928	0.849291984367936	0.586190748993684	0.61313671613733	0.598478654497554	0.918705632800038	0.893175404559865	0.752013029746672	0.815966485931451	0.701919341844286	0.476947862941474	0.867121745595373	0.561744058339756	0.89465369675368	0.599198875724979	0.722078347351461	0.936079971194983	0.695704710672556	0.725454364254024	0.662150342756966	0.71571138295799	0.902222148411778	0.701077561276467	0.925772362597107	0.717315510357713	0.894593748016467	0.895204150045638	0.582955770322073	0.911106709006898	0.830434411246343	0.911899282155416	0.541908918522406	0.82588288249619	0.641536592135996	0.543584934170304	0.775545011244353	0.529792189479791	-0.0384635582569398	0.0469459350731378	0.791282363418467	0.84263029921641	0.724605827629382	0.692220995582387	0.943886440100229	0.612180673428102	0.728157472280153	0.909872021378892	0.48186582045611	0.857133673570592	0.466381287614459	0.508143649449815	0.921068017219417	0.591669251305795	0.772333341602542	0.762925015287566	0.929568609688219	0.308460708485434	0.833184344144327	0.908420371125747	0.872990927534629	0.750983771824464	0.877810005443757	0.889696248492303	0.723827437646859	0.867706304374862	0.358395318406923	0.799346953485304	0.949965624148782	0.885470642950127	-0.0778675951722916	0.252634624338197	0.609343173718758
FZD3	0.850948809336424	0.952899241557405	0.782219692534868	0.794530771129633	0.833613063596895	0.953439293706164	0.752033514818282	0.875992479226362	0.721179407788628	0.828089853651004	0.829802399504153	0.615477613316048	0.538321822067449	0.844573846230428	0.911954242976327	0.92931455924286	0.697204751981305	0.899074719450021	0.657071667588678	0.926756426543504	0.709221234827064	0.772966129501705	0.881611840760504	0.943692298037185	0.695550084050261	0.824937887831677	0.904743495201122	0.881765313629969	0.328132507472201	0.851318958831144	0.971311294934485	1	0.643320164920634	0.789920766929507	0.735370609951292	0.75690151219673	0.860543601640444	0.94955013251851	0.935720484012464	0.868403114174167	0.537901023911717	0.545964253474937	0.688635741712147	0.414103316325528	0.536122823434087	0.863504026936636	0.617275720601449	0.64749544364675	0.647645720190365	0.933436962324561	0.920606989984174	0.80111751058828	0.795528778261081	0.733336024709104	0.513916193836468	0.877873608430996	0.60267753853921	0.889995715173198	0.647112669318422	0.736681076220839	0.939927348888844	0.708539217287734	0.724520327302833	0.635757159167562	0.727555469199448	0.879248545724275	0.716405461832088	0.930213466974512	0.753811973784366	0.898530697413844	0.925975730144032	0.625431253844903	0.933782224008756	0.770699037521065	0.889419474140579	0.577958990742088	0.860118108165761	0.679530376914259	0.566449739329219	0.732692128124685	0.541431421543082	-0.0676863320817958	0.0290483398221348	0.81769918180724	0.79547838741518	0.769356111862438	0.671948530026928	0.962022975531255	0.649422676937062	0.772044916267138	0.874234364406489	0.515231626427062	0.86742787653031	0.479127745274574	0.516291521660105	0.918961408442774	0.627548419598602	0.761346767178753	0.781444317575924	0.914159850435134	0.348437460784337	0.828145283586934	0.901378893100323	0.83643710037307	0.762059429363573	0.913565639696556	0.899966959911564	0.712516904036154	0.88523045431068	0.37262351189114	0.746361832350974	0.939583385028577	0.882008000312554	-0.100087241732383	0.23375472921166	0.621690134762346
SDC4	0.847775380831477	0.550096600241676	0.735353368774991	0.772978632963344	0.933136818760862	0.728587071690064	0.955545358893969	0.348699256468772	0.972083710113157	0.909170425629846	0.895774896779826	-0.0649417604850648	-0.0900544620909759	0.605366650004549	0.798556488830401	0.481624474784252	0.0318786089094127	0.773504191234898	0.960843349282766	0.550627836743136	0.0713886749372321	0.777865539730852	0.871942609494033	0.614623184415165	0.981530301930218	0.493547523213521	0.471288906860451	0.290189969449385	0.534217474504789	0.813757049375941	0.678549205778126	0.643320164920634	1	0.16670846219742	0.283266272481376	0.833554024517555	0.655110227884967	0.756697719099891	0.775768468434982	0.915427877287106	0.838332415683975	0.910315975953053	0.158956975060582	0.778697752035703	-0.0152603003880707	0.874817619104566	0.82610996171806	0.842147618969491	-0.0359419026141703	0.83206506088838	0.692863339454423	0.6837418749005	0.898589260801238	0.0711259331491111	-0.0988818113572689	0.407667170151258	-0.0470411640989051	0.775480928657061	0.456413984743532	0.840574499486544	0.535508494881891	0.918056540404147	0.957929101661526	0.937742123911019	0.873302396358128	0.834253965980035	0.170582522220061	0.861004940896595	0.146290378007665	0.805602390861177	0.448867760839717	-0.0568276610002941	0.494116155716715	0.705701763529144	0.773637557529676	-0.0847398821999122	0.283448068765073	0.732037094898519	0.846020647786624	0.872078364157823	0.0736235936703092	0.0067612287037098	-0.0355124902636244	0.878233150835752	0.857409825356937	0.771824325833031	0.980592379234062	0.620428682498197	-0.00278909059833811	0.815738193922411	0.757607821402479	0.850816128398612	0.8762297093028	0.805754711802793	0.899842040756693	0.795490162636263	-0.0568352979461286	0.876488732096097	0.859500856341053	0.827175984944811	0.745264098864131	0.849295283087035	0.821071495335827	0.602156044788727	0.923422452115878	0.446435019592047	0.792682652243672	0.507517885883982	0.527824843950314	0.380042923146157	0.825274260014673	0.723411509573982	0.861210417323655	0.0312206545814228	0.178204007893504	0.883299226819204
CELSR2	0.549919445015588	0.834348669060496	0.491741541094645	0.491422044661113	0.408187141341298	0.740144815378687	0.30134839474798	0.939880159260565	0.221116186517759	0.460788607023055	0.49403437747269	0.905034335799906	0.838317711111135	0.656484064485956	0.5436744190513	0.879773628393683	0.934873857440276	0.588271568851815	0.213587217274998	0.776552251690584	0.931266415425957	0.458113804982401	0.479699611469088	0.80959109298095	0.199346187098314	0.816958051018937	0.883153524654711	0.951312697148155	0.213241529758124	0.520122453000752	0.770294928100119	0.789920766929507	0.16670846219742	1	0.85325912797346	0.364595367666334	0.59492411477955	0.72612581818141	0.653773779496428	0.465037086543082	0.0797200156786782	0.0679497255762907	0.84997876171406	-0.0022062278927348	0.749991546603666	0.450113062056576	0.167818781062995	0.232335426898707	0.902650438187258	0.593127534345421	0.689883143080606	0.529757931013395	0.436757844409286	0.958098240244366	0.817494124075721	0.881295773555299	0.879755119903081	0.643570745767882	0.54709614616537	0.407099126497003	0.865789399081245	0.237001426229847	0.230665214033947	0.183130357274627	0.285660154828524	0.583460506428201	0.903364397242874	0.597169780571221	0.935044432086975	0.537983208948157	0.883308128276421	0.904676888528837	0.900715798525497	0.539666696210618	0.664872938032489	0.865093099759125	0.944269446707053	0.36509350867739	0.1099978072145	0.321020071427421	0.81790755598464	0.130345215499411	0.273446199056489	0.395165301909631	0.443935506009942	0.434063087593248	0.186858096942443	0.806015203747557	0.896198894905745	0.40287555763954	0.635354274922586	0.0759384234582512	0.50687934497653	0.0343866224626202	0.0594247640057614	0.642217127013246	0.901093499014896	0.39758848093129	0.436122438427476	0.588679767587468	-0.0481373567093208	0.522986282119737	0.600089832701628	0.714531765824091	0.293216756173546	0.891360003532166	0.589842974421143	0.561500423561331	0.826902657503461	0.194499583771913	0.356446021699596	0.722819181139518	0.559094663977151	-0.0423243142177722	0.220134943275569	0.142583960645411
RAMP1	0.652985460138729	0.812202209515983	0.651936109520934	0.433766761987788	0.421482665596994	0.725348823089096	0.410723845457362	0.862985864901178	0.30339664791163	0.592594935744698	0.640823002387471	0.741621805778001	0.73463929818696	0.560289955889971	0.524903008603283	0.811290255614673	0.74973813706717	0.664624794646573	0.39159514747586	0.758216093976076	0.806960082587991	0.563715526160018	0.514595975639832	0.785220813886819	0.287817933206768	0.869884844225938	0.840455461790089	0.823951231349243	0.491641731258277	0.471870640807766	0.74003725301384	0.735370609951292	0.283266272481376	0.85325912797346	1	0.339231005100466	0.669911423591874	0.731525807542846	0.603219093478803	0.528769743924882	0.0878856826551751	0.10489690513792	0.706672126479141	0.0189539581692311	0.561034924679145	0.462532828180085	0.186295262591527	0.215229127264348	0.702180159620689	0.544571668570338	0.570222831044974	0.449527385462623	0.580414973914284	0.805163171532698	0.744767873593421	0.873890620757581	0.759462966583366	0.651709603911326	0.405853435806609	0.469938084816754	0.773179998404043	0.30535929722518	0.291024354707199	0.309483844515374	0.292593763096012	0.670951905684803	0.843923329654419	0.601176131115948	0.827003628721286	0.545143729360593	0.793303649751085	0.725879941672017	0.812549143600931	0.637732766564412	0.744489880094599	0.69079100014119	0.802981725407619	0.323934534942674	0.108397178825502	0.466993311086699	0.819996862477155	0.289344489203936	0.409879473227009	0.363687275103246	0.593389897262792	0.359193902896711	0.27344023425966	0.734213337713057	0.733624241219791	0.36426658697959	0.696677426254555	0.088794374225185	0.548704853241126	0.0634006817439357	0.114009737373708	0.647491182242661	0.729745279205637	0.485306839344552	0.470688731890414	0.639926345061694	-0.0520821888069747	0.606346292959367	0.649285223875151	0.825148362004129	0.310890916157604	0.733513001196761	0.562764536469	0.632736206780243	0.747013788396436	0.175969150985954	0.462832787986104	0.695786404554509	0.580735281138653	0.0478497467403137	0.24686836424421	0.154931669338381
CANX	0.831981311677667	0.579161495296841	0.541450268574728	0.936031343296063	0.917442333479481	0.839211238035494	0.790882226581613	0.483746857972733	0.867671399680235	0.81095464469955	0.798092400812213	0.226668959390892	0.176009746995716	0.858262806013452	0.918874997093255	0.576543221539805	0.286104881345493	0.678533265226245	0.806070926911805	0.549935646078007	0.327987847816402	0.591080992890376	0.824067794219166	0.677447796690683	0.840774999401558	0.551700674065245	0.549476484667703	0.498751167831974	0.385703510524535	0.929312151912383	0.732577304296976	0.75690151219673	0.833554024517555	0.364595367666334	0.339231005100466	1	0.550821385679384	0.763186310862688	0.906608564664839	0.850523359035515	0.943690215742195	0.85798174403498	0.361348796045606	0.848897907257997	0.243621297901817	0.861214064737035	0.948231315887873	0.945215562411594	0.260962633163057	0.885031110006776	0.881215812158621	0.945881063035652	0.879951469453939	0.327462013727052	0.153538426715554	0.491200158784891	0.228598146136788	0.799122325566011	0.644936073161488	0.942751610264331	0.64338090888955	0.845050377350011	0.854336557860148	0.889139113456278	0.989626430842864	0.77260512164294	0.371762465269987	0.889176065824477	0.360567187072259	0.824618123088166	0.626804766174134	0.233915580518157	0.65440057470338	0.55930109767507	0.800972170712919	0.203545769882037	0.488509636701459	0.96647149842976	0.952596574410255	0.684096024688061	0.220069578280981	-0.0755123458934749	-0.0698386067602885	0.966647237171185	0.677962829632339	0.959052078035004	0.85384900969821	0.784472352239184	0.283939023922108	0.964070434028234	0.678606454589684	0.826648094098003	0.92255170402228	0.903431814764826	0.848767237778425	0.85010029634173	0.230401330733331	0.794909935757697	0.948984957174783	0.77692711631243	0.76465729755313	0.885246092457961	0.842992350832425	0.528919378078305	0.951087698734016	0.652022574633678	0.913668062271856	0.506379969298451	0.692033598917742	0.474424028057075	0.609255188888183	0.79795943162862	0.913377494997963	-0.0255636364991893	0.157192173185734	0.955048792892692
CALCRL	0.789885685501682	0.914469585061752	0.933968915377948	0.520130314001192	0.735981069547592	0.799045180127809	0.799940889948456	0.739966266734984	0.702983237349514	0.841943984416184	0.822093310123038	0.324159056936471	0.269105467596983	0.527342853657484	0.772324117098182	0.799820097317923	0.454236496999641	0.959737895944654	0.719405387005278	0.936519336296474	0.432642389904583	0.915400499463567	0.851280479737331	0.855132858520726	0.711003509976753	0.726058373239086	0.770629867884852	0.657341658930488	0.37792258030487	0.614700736626145	0.889460861881466	0.860543601640444	0.655110227884967	0.59492411477955	0.669911423591874	0.550821385679384	1	0.873940014684173	0.737353432547189	0.840366903544515	0.353696100421765	0.423831773144044	0.514027756067611	0.2333109065236	0.314834219375168	0.778500632169445	0.427293404196766	0.420137354082294	0.349884373383895	0.79803730007215	0.696730244670107	0.494675859124685	0.742669487766842	0.480788311453081	0.25106930883166	0.761282976330282	0.305165318174279	0.731013026122377	0.456504352256098	0.5235529072814	0.79134490024929	0.641628095304587	0.696095686593517	0.600587046642214	0.578404389730503	0.872889881985529	0.468539651134253	0.813751855149654	0.532365902482071	0.871437560182217	0.745144113195174	0.325253865688045	0.743152303408972	0.886567152639623	0.773539554960691	0.287541160193086	0.638613460581871	0.403367484530507	0.379836499258445	0.861495960453112	0.354467016493461	-0.0285956327028962	0.012615741044143	0.649928385070804	0.899208637192645	0.501832872102613	0.645101730978378	0.753992812107561	0.346797956691911	0.55364009208325	0.894155137819652	0.347120432143106	0.74414619804102	0.336238062536654	0.39845449098847	0.831966915048236	0.346896577810117	0.751225004601585	0.589115566599285	0.901126894575633	0.145233242990154	0.66870311477212	0.839869076735722	0.889482902788609	0.646628207578263	0.659545507635307	0.732439014130772	0.735993713305944	0.640060753092323	0.297938631577759	0.904035569950477	0.793366843643183	0.760521258129591	-0.0486753926976194	0.264709513258162	0.484188946895699
TSPAN5	0.899205128958426	0.927360620529128	0.834345604466322	0.800473376442435	0.884528214226809	0.953156073161946	0.846109711870998	0.837113779803225	0.792396994406489	0.896631280456536	0.901642636027935	0.518864124980036	0.451740263984698	0.793491449457513	0.879583411382317	0.88750300011912	0.614975357525627	0.926437602384758	0.765826848465816	0.897861918160522	0.631471632801512	0.837479287406043	0.901149945050094	0.936873519098239	0.785525814760998	0.845133629257167	0.867856831526346	0.799944514073127	0.419106876504714	0.856597069678949	0.952750295250177	0.94955013251851	0.756697719099891	0.72612581818141	0.731525807542846	0.763186310862688	0.873940014684173	1	0.920688626482228	0.909359649213637	0.5717381559652	0.627282474462051	0.652249916859864	0.478814417368504	0.48392099123233	0.889735252091518	0.621915565685852	0.677961368080607	0.539420648497716	0.935673274688151	0.884108805864313	0.767576253125947	0.856794914604532	0.644130139717002	0.435548646199561	0.838547092223055	0.504754191097784	0.915581484006264	0.65083610730421	0.774463602156097	0.91041332125796	0.751439915519861	0.789989139269485	0.718869675486471	0.747518724764252	0.928252277381324	0.657097012010194	0.953094863381955	0.694474380043262	0.915805919262528	0.888158481834559	0.520467777731491	0.902667030683985	0.842824330835367	0.916974461731656	0.475446882280609	0.795469226569323	0.680580745509061	0.601455107073957	0.808099931932584	0.522661555490151	0.0219391059063872	0.0865689911347836	0.82823758808941	0.865593849381676	0.773030490524854	0.767714332864926	0.92989590851079	0.551216514328029	0.776312528835687	0.920125217239625	0.585120360387236	0.89158677915012	0.522744877371401	0.607317231937624	0.927155376804746	0.526758318246574	0.840555869041382	0.816479907466395	0.936544653204779	0.428344439763204	0.866872188891325	0.934088005383764	0.867261386241102	0.799324628495667	0.856498796476964	0.899637692215067	0.725175899562534	0.854925591107525	0.37599012280533	0.813203560929843	0.939465998341845	0.922513461438363	-0.0433486314298437	0.26729660799078	0.652358361033202
RYK	0.917292079156334	0.835823358388584	0.706470009136577	0.921361464129002	0.922207424410313	0.95330273725549	0.80809259299888	0.7431767705277	0.832313921640893	0.85559073239417	0.858882509197364	0.515391755644991	0.459329901541374	0.90317553579099	0.94629365349271	0.838953750497086	0.558227607932853	0.825964565361568	0.756405302130286	0.778325739507901	0.616266574366365	0.734497837460376	0.882521258618589	0.881808306372801	0.805986115962758	0.74200886427239	0.825055560208899	0.780399973282896	0.352135058899952	0.956490793693473	0.920687931380031	0.935720484012464	0.775768468434982	0.653773779496428	0.603219093478803	0.906608564664839	0.737353432547189	0.920688626482228	1	0.9081627568142	0.749588482654489	0.728975022532729	0.567203756413637	0.635350589190676	0.434686101747185	0.904885075021929	0.791518933983528	0.833003494991133	0.545125885314833	0.966600248452253	0.957143692323028	0.926652885954009	0.872049432703851	0.609464399573293	0.424799628992729	0.754083763540358	0.514609364204074	0.941233201912571	0.637687746844518	0.893623251279381	0.871661872538284	0.795113210910753	0.819529050370857	0.782572195727826	0.880562556286536	0.873053109180676	0.632592170539233	0.965505340257675	0.636506364666048	0.881443143051854	0.837111259267067	0.524910733781289	0.867171481119494	0.708825608452273	0.929548955021337	0.493008725932292	0.747988414118306	0.850787763480609	0.773199260531985	0.724421236160248	0.453215806435862	-0.0928436443235085	-0.0215820388086046	0.925702167649027	0.771081254392351	0.905691506310755	0.808380662668349	0.9545128918805	0.570494900550378	0.89453594840037	0.845153845625367	0.695290755117673	0.930199563583679	0.683807456281915	0.704295769817678	0.934161810935238	0.525250539567316	0.807738716605283	0.910958942900133	0.89805403755884	0.575867399418628	0.933811404673802	0.905239809386591	0.727303372036065	0.887305661030745	0.872141441370755	0.961982538894918	0.632216656309206	0.892061983580125	0.417004535931665	0.715730311485461	0.961402734496297	0.945450068773595	-0.101681788267326	0.194834288974533	0.798050874430606
NOTCH2	0.927289575359987	0.803081327550964	0.860333420515563	0.82571239645725	0.963314427307141	0.894443689228167	0.961024541198653	0.62976498518398	0.945954424733731	0.963116150597168	0.954675868875654	0.225409829582303	0.174210627393874	0.745634881515484	0.924424924638394	0.735348552462511	0.329683805275118	0.927542026373847	0.909956066521925	0.794992257842333	0.356298772289569	0.873102349838333	0.96860331157874	0.819775188408826	0.940226653810732	0.685485978167803	0.721231332580234	0.586052830627826	0.49239246019233	0.88720336331154	0.886781848875272	0.868403114174167	0.915427877287106	0.465037086543082	0.528769743924882	0.850523359035515	0.840366903544515	0.909359649213637	0.9081627568142	1	0.752086319404226	0.806278532685274	0.406877948367371	0.65138012763704	0.197578839752497	0.960047251231787	0.789360739173747	0.803821707747283	0.25404961993926	0.94865407338445	0.846337656734869	0.770084104974838	0.932193418640689	0.371249210190145	0.155966372842109	0.675756866919338	0.234738093006658	0.891923655393109	0.56498547880857	0.846060738161546	0.768767161269002	0.912016470713268	0.940078164143192	0.877136175218086	0.868399410727439	0.941036581068655	0.431972952704768	0.966871248156689	0.437786425783263	0.929763802450541	0.705745036529918	0.237584964232724	0.737703075868535	0.826243565304491	0.897925043350304	0.198708278484831	0.565077388774746	0.736678818316823	0.765416808099817	0.915838055747049	0.29057505337661	-0.0223944154379871	-0.00543016880025525	0.915838804122196	0.933157030385573	0.812826336364233	0.921271852358212	0.824441167440952	0.285782894032036	0.843922586897986	0.890830507799144	0.748521524991877	0.94555971562417	0.704505935385688	0.785186845113926	0.92915271544513	0.241300160364806	0.908142490212586	0.880901535074375	0.959335064263837	0.589103738102856	0.911422784695312	0.933410395004973	0.792294493037722	0.927065471563427	0.686459772125512	0.904987671022324	0.667191667626073	0.724073613847801	0.419198533795844	0.891522790031916	0.885594004001011	0.941221854680767	-0.0117395353066469	0.241127465312914	0.824502591646437
