""	C1QBP	NRCAM	THY1	LRP1	ITGB1	CD47	CD44	SORT1	CAV1	TNFRSF1A	CD81	CHL1	KLRC2	VLDLR	CADM1	LRP8	CNR1	ITGAV	TNFRSF12A	ITGB8	SDC3	ITGA3	MRC2	PTPRK	MET	CD9	NOTCH1	LRP6	AMFR	FGFR1	FZD6	FZD3	SDC4	CELSR2	RAMP1	CANX	CALCRL	TSPAN5	RYK	NOTCH2	SLC1A5	ITGA5	SORL1	CD68	INSR	F2R	SCARB1	TFRC	CHRM3	LPP	CD46	SMAP1	CD63	CXADR	RAMP2	TNFRSF21	LINGO1	CD82	NGFR	RACK1	TSPAN14	NOTCH3	NRP1	TRADD	MCFD2	PLXNB2	PLXNB1	APLP2	PTPRJ	ABCA1	LIFR	ERBB4	DAG1	MYLK	ATP5F1B	GRM5	CDH11	JMJD6	TNFRSF10B	PLXND1	APLP1	FGFR2	MAG	IGF2R	GPC1	SLC16A1	NT5E	PTPRA	PDGFRA	PLXNA3	CD99L2	F3	NCSTN	TNFRSF14	PLAUR	PILRB	PTPRZ1	ENG	STX4	PLXNA1	TREM1	RPSA	LRP10	DDR1	DDR2	DIP2A	RXRA	CXCR4	EPHB2	GPNMB	NRP2	NCL	LAMP1	STAB1	CD74	ERAP1
C1QBP	1	0.809468169061668	0.8412040610183	0.789904925070868	0.886019200944053	0.906281771076331	0.868297663703506	0.671363770831679	0.85798073929871	0.933262752464646	0.93413689532501	0.360216198821875	0.351329916337472	0.750647212673508	0.877330595434851	0.783499231585032	0.390316800154938	0.865819984882341	0.875341797497419	0.741386473902523	0.488424210052628	0.861764373103958	0.858061403246901	0.852616568829616	0.844822788975704	0.767181899425921	0.787534508203094	0.653770673777788	0.548270128611134	0.849927856647549	0.889250924989643	0.850948809336424	0.847775380831477	0.549919445015588	0.652985460138729	0.831981311677667	0.789885685501682	0.899205128958426	0.917292079156334	0.927289575359987	0.689598261289737	0.687132904249944	0.45435705449384	0.570244130369133	0.286485257977	0.856211645867545	0.733774073300131	0.735927643836641	0.366928916528565	0.893477414625026	0.816034628654615	0.797736888188473	0.935337223622009	0.476945443588023	0.34341817288727	0.730326723790962	0.386605914683779	0.91231697120927	0.484037198764125	0.878336500444085	0.790738840844203	0.77423749233255	0.815371906320953	0.848011175830258	0.834518088248461	0.9239994650618	0.55722105999647	0.928926310546926	0.517162583297272	0.851452513610678	0.723598701511479	0.367916190268097	0.767996328214071	0.827743561159552	0.97648394283918	0.338316653333533	0.614920981385716	0.75527731088829	0.706704129753948	0.833311396317034	0.445735962246729	0.0501819498491181	0.0948171082299178	0.842209779395492	0.880085879997994	0.780727200722416	0.836839105652535	0.854515626147667	0.412578957256916	0.791366662714819	0.904760847462331	0.615988623602039	0.910480330766307	0.6472977044783	0.682428984099411	0.907970730399765	0.365873929439225	0.837128299274793	0.878541840497916	0.91515370546282	0.477378362792709	0.956691568212501	0.906282297803127	0.811505325514592	0.846437895444546	0.719521735171988	0.908083946210525	0.67738486410866	0.817551622639854	0.370172863480934	0.821754888691764	0.93728104361068	0.933209766015833	-0.0227617929658449	0.213441859037613	0.755419650115272
NRCAM	0.809468169061668	1	0.843126774524577	0.62741762695013	0.719089792939775	0.882878995287299	0.69566467449107	0.905873230836959	0.612863624097957	0.780269750339119	0.782087389200888	0.646698178509818	0.585889225497366	0.682083835885303	0.791300197208897	0.949021047428186	0.728554282213595	0.910645882209228	0.587027932157568	0.967469674318134	0.733583417606571	0.827484497575409	0.811485999568592	0.941138860545464	0.603280831345533	0.831405622101038	0.931916029480503	0.885931991886071	0.302006800058776	0.708560698529715	0.964547788608862	0.952899241557405	0.550096600241676	0.834348669060496	0.812202209515983	0.579161495296841	0.914469585061752	0.927360620529128	0.835823358388584	0.803081327550964	0.32545134543033	0.369542665204181	0.700126979259588	0.200133426145139	0.53379817667717	0.760372518076383	0.408021723071195	0.448331723351964	0.659901821275472	0.841262907279205	0.813482915222834	0.623746206664145	0.706168402733385	0.758286486551778	0.549236641176639	0.895935120914129	0.624674415689287	0.840046580357289	0.542609652708454	0.57734573043992	0.942576847196241	0.576425631204513	0.609609457807133	0.508220965324495	0.558792103707362	0.851433807959738	0.733412115818446	0.848991562219611	0.781427424210978	0.835897258120691	0.908875520948089	0.645532680313224	0.916704085140671	0.816129871243995	0.846721906966031	0.61377381637726	0.861951579568871	0.479077023763945	0.357618328296376	0.719460325383883	0.574356584568555	-0.041263312389812	0.0572385171297503	0.662435410875974	0.803513862831595	0.583673051065001	0.561933151783275	0.910393152359794	0.669179253396789	0.591236378411844	0.893333971003533	0.3236425668719	0.751672386203145	0.27540727470306	0.34118457380211	0.861168610213488	0.667459778066962	0.69269716921963	0.626795097606311	0.888334108369153	0.134188950071941	0.727458825653171	0.840708719541379	0.896700975089654	0.612481825101231	0.873246967746033	0.799860304741877	0.717909807129675	0.838571957189145	0.28824486233453	0.777635658861201	0.903439119102639	0.788035535982345	-0.0949276510595315	0.259805186742209	0.436711791583344
THY1	0.8412040610183	0.843126774524577	1	0.487989416310499	0.731322587622466	0.752671736826618	0.84595267796832	0.647023461808098	0.750679781943726	0.887909968767699	0.884460858043789	0.200091846685771	0.173589331148346	0.463283010954649	0.730315866893162	0.735162390457591	0.309496953171956	0.953516322438275	0.804899737918125	0.849026701098841	0.333223122361739	0.954785764970856	0.84020460541615	0.784277607394896	0.75799462245774	0.694763103125522	0.732048021956565	0.550325407407568	0.526679268446706	0.590846308537743	0.842822644165216	0.782219692534868	0.735353368774991	0.491741541094645	0.651936109520934	0.541450268574728	0.933968915377948	0.834345604466322	0.706470009136577	0.860333420515563	0.386168279921917	0.468312392648439	0.384448251690855	0.267140175403561	0.144786480677487	0.75116694974504	0.444692147841798	0.429281660186246	0.208047560701081	0.754703230836904	0.605112749946141	0.449253636640451	0.79292721156017	0.357323595607383	0.163485876374324	0.726583407825357	0.225811750031492	0.737683875598379	0.340704170440192	0.565039319640543	0.710176433012104	0.679643621457455	0.719953764562054	0.684912298506691	0.577379376560356	0.901068922820959	0.430926362953025	0.798121186141969	0.435388178375097	0.811657808945961	0.621588904960835	0.211071765256245	0.655582770766445	0.909313096451067	0.807037438783623	0.171886239340922	0.517472144308491	0.383809122843708	0.403136475598806	0.921461634179175	0.353118559068787	0.0718863331481552	0.112805631250416	0.629770669631371	0.95418640101625	0.454781322537061	0.701878625135571	0.681492558624243	0.235906798219101	0.513253425987792	0.89849321333856	0.381559545269695	0.749013867453146	0.368760140855477	0.463446148734684	0.793301260274358	0.217868121258794	0.759207347356163	0.606062516102424	0.894640362925236	0.182306502930291	0.721804800291992	0.824687103527188	0.904002456358202	0.660249042963616	0.553716418468892	0.706918776176873	0.69182074178335	0.591124381743247	0.2584780071676	0.936320750649878	0.77936967889215	0.764437859815546	-0.00335996897767742	0.258177304201709	0.514446128218063
LRP1	0.789904925070868	0.62741762695013	0.487989416310499	1	0.910641195427751	0.859311508661683	0.745551194933513	0.564736360409977	0.822312458712862	0.761076354835163	0.776474527667329	0.407737153841217	0.363077134893923	0.913052742359961	0.888335707361443	0.645150137287675	0.437299711887471	0.651156787336076	0.710039912158338	0.58230986057982	0.49493176888699	0.504610507364645	0.817879830156433	0.709120796803332	0.789851848539669	0.594450323392237	0.636787871936877	0.62333647359795	0.315277662834646	0.979052667034793	0.750715398615801	0.794530771129633	0.772978632963344	0.491422044661113	0.433766761987788	0.936031343296063	0.520130314001192	0.800473376442435	0.921361464129002	0.82571239645725	0.869906044540102	0.85738956519053	0.442220516282049	0.818769995494998	0.358420284567956	0.874695386408751	0.882802862611598	0.95040535431543	0.429102596116542	0.895232339572244	0.9191536988345	0.956349913692015	0.826514727393905	0.481610750949867	0.325419089439113	0.565846953793546	0.409029866680705	0.873275266005899	0.667991637909884	0.935397645683999	0.715246052503239	0.835403349420475	0.831446321497346	0.784243642573899	0.90590310545403	0.738978061632501	0.51310709476521	0.895663816596629	0.499819957967905	0.784292480876733	0.707292648926949	0.411231629912566	0.735002548508638	0.487480798931379	0.80823802362954	0.387562681842029	0.608624294587166	0.927131597047539	0.887168385406537	0.594913067477648	0.329901953049569	-0.0980023666611431	-0.0546414255241769	0.940923785565525	0.617339435924473	0.968673827541555	0.824127489384477	0.854309143860158	0.472990672011198	0.956392982012014	0.66308190953845	0.862302345952366	0.894695388455226	0.803190697476167	0.836968856840969	0.83563163843521	0.413515740431557	0.771773190875324	0.941048968711269	0.758260991750125	0.805509218049686	0.89516016564715	0.804167983275878	0.513506829063518	0.904884502324308	0.76297895664072	0.89160503269943	0.484214321312827	0.78260868673513	0.449328769138524	0.529336298932603	0.818259143589929	0.884650120249469	-0.0475619675406353	0.165159197643501	0.858912493261217
ITGB1	0.886019200944053	0.719089792939775	0.731322587622466	0.910641195427751	1	0.880916949443156	0.943733877492825	0.561976733614046	0.965764564702789	0.916163678627274	0.907673622085839	0.20913160375462	0.153024858376029	0.802094137707342	0.929585303338957	0.669964703743447	0.310697323076891	0.842085514869397	0.88882984720008	0.708961873289399	0.329450085996317	0.766381541171323	0.94834591123075	0.770139477248453	0.953677629364435	0.627142842805958	0.64479159608998	0.544036167364026	0.417227389438027	0.94825545688021	0.829934911546319	0.833613063596895	0.933136818760862	0.408187141341298	0.421482665596994	0.917442333479481	0.735981069547592	0.884528214226809	0.922207424410313	0.963314427307141	0.851638634182859	0.901739766109295	0.382939786543653	0.776777297068676	0.235473949832351	0.973281252411052	0.869314058488542	0.90667682502359	0.247143075034414	0.962004697205236	0.88005122556483	0.845331679457243	0.913558461027362	0.341317040128945	0.131583349604569	0.581947762553721	0.203804222452803	0.890601288124305	0.628384590402881	0.89782589024385	0.731242934407347	0.940598131076852	0.968231004733917	0.893262809232602	0.926957403749994	0.87925954461343	0.381206563899937	0.96746664948445	0.389498719090215	0.912209475639488	0.683849198698701	0.217141486674757	0.707528469881065	0.71998558311193	0.855755431405453	0.183680511363237	0.541180392157295	0.831090288587703	0.866927027183028	0.836797658956215	0.222394253121875	-0.080147932412367	-0.0786790114960333	0.970456985785048	0.844235489114725	0.905235926548806	0.956677490526761	0.822887556854536	0.272131484834717	0.921779865229595	0.814739108205504	0.863176944629327	0.951392200364086	0.794150403473265	0.873301418925599	0.90368420139594	0.222336979836207	0.905248217088795	0.93071532072622	0.900795637207984	0.743358172487619	0.912581517501053	0.904732677788587	0.668536729179666	0.973756365013446	0.687701885898355	0.918720941815672	0.594405555685128	0.717360155214965	0.44473783754849	0.805035757454392	0.859335825948429	0.945256790272575	-0.0371489186267729	0.205997942609525	0.89675020444848
CD47	0.906281771076331	0.882878995287299	0.752671736826618	0.859311508661683	0.880916949443156	1	0.796845220118998	0.848840392438005	0.777737669025069	0.88370406236999	0.888489072018848	0.56006438935156	0.49129664512864	0.882943115462894	0.928373136677606	0.878427060102873	0.641336309839748	0.866473685605252	0.754892342829748	0.842016036893379	0.660506513449229	0.756170793497283	0.876613042103341	0.93382685140498	0.749475278109158	0.872466252072761	0.852501914197314	0.816072588375464	0.478076996512139	0.894051246544474	0.941818661075723	0.953439293706164	0.728587071690064	0.740144815378687	0.725348823089096	0.839211238035494	0.799045180127809	0.953156073161946	0.95330273725549	0.894443689228167	0.652153710460401	0.64385379997044	0.690893970092557	0.554389516212525	0.525576877211121	0.888146889067255	0.726579238310675	0.739587253425627	0.581761696567388	0.936978519607136	0.936636904774393	0.860426423592415	0.891329678542897	0.687354781557188	0.489136099595762	0.841352570760958	0.549179535867769	0.901125403609635	0.711158285975811	0.851705639895789	0.901281517715115	0.758066408507607	0.770662563896542	0.751248096428984	0.811016456577968	0.905607737027297	0.697338761941175	0.952777889960363	0.711272344654242	0.914155022737362	0.896537473243522	0.564042744152781	0.914807836183079	0.7969867643339	0.940105026655077	0.5114224437044	0.817159164871411	0.791757291533113	0.67285234293489	0.754520956118803	0.595410606265871	0.103003281132478	0.175255337487662	0.864851703931923	0.811892447811347	0.850261424577086	0.741909085582995	0.947550902432024	0.594440813254386	0.846647113703947	0.880544983588376	0.612446547663686	0.932323114047783	0.610540928724387	0.635080442335134	0.942039948149579	0.558285258345659	0.830081447801717	0.884099623862237	0.90991835415397	0.468852627716391	0.903832175371158	0.938780923596824	0.83192779977102	0.824880559240131	0.881760268392924	0.933422624661716	0.728153509712374	0.885514024417564	0.433805958030255	0.716891573541483	0.93680815052048	0.949548174821313	0.00851320347866539	0.267339378719068	0.711286133031058
CD44	0.868297663703506	0.69566467449107	0.84595267796832	0.745551194933513	0.943733877492825	0.796845220118998	1	0.498875256950053	0.964877475087731	0.947494341243092	0.932344391896001	0.0353513223461393	-0.0131464188369618	0.620333571674978	0.84078322977907	0.602899322349183	0.171677235409591	0.889973290074264	0.943913130808905	0.707890585602445	0.173392933638636	0.872611697177404	0.93190855032641	0.720337653566031	0.971327691216966	0.598660937865627	0.584506462038403	0.413737177113594	0.516484745304216	0.813362399558712	0.78445388915996	0.752033514818282	0.955545358893969	0.30134839474798	0.410723845457362	0.790882226581613	0.799940889948456	0.846109711870998	0.80809259299888	0.961024541198653	0.742036864591905	0.838432218816421	0.300136026307439	0.681421730002136	0.0842759810548714	0.926824860531863	0.764156643562064	0.776252138908627	0.0667034624127081	0.881755206964683	0.73190424251177	0.656349418197237	0.901422349928438	0.192885097865836	-0.0235646684493835	0.54379170974019	0.0394792819306319	0.806216966832366	0.524954243464658	0.790212116525224	0.64979032463337	0.918587407413662	0.95899916647894	0.893141151733792	0.828647974177	0.902518713428135	0.264692644990373	0.908542313376791	0.281643781159077	0.89284201933137	0.577625528802746	0.0430714727199707	0.606031497671492	0.820025274653413	0.811250511874594	0.00486792156813799	0.415802835929151	0.66067353847624	0.751310874336338	0.937078959141513	0.16013181254755	0.00963508969122097	-0.00978975841823736	0.869790458638925	0.934430720170518	0.741456717997723	0.953543815152191	0.695139503333152	0.0903106721226727	0.780760003125389	0.835369932476648	0.773213377119183	0.888314033268456	0.70749477671808	0.825071729106235	0.85696959388686	0.0476945416724107	0.917031539819371	0.828466407672501	0.903520477703463	0.627403526270269	0.844132093696397	0.885242963169533	0.73370598833123	0.910140560201129	0.537285713549396	0.831838699299024	0.623811732923138	0.582187885613433	0.428726133134678	0.910694669645016	0.7817111059765	0.893012591642675	0.0509182217970488	0.272429744199276	0.817118010603103
SORT1	0.671363770831679	0.905873230836959	0.647023461808098	0.564736360409977	0.561976733614046	0.848840392438005	0.498875256950053	1	0.401735231988754	0.637328701965907	0.651700349451299	0.79288090806674	0.698567186801298	0.707560915326896	0.67241175186816	0.917960118942421	0.885730472435507	0.744195815991114	0.409665292268495	0.870332490591241	0.846487108011328	0.628685410599923	0.632231267741713	0.89902351748761	0.3830357414762	0.902190637855606	0.909127733245202	0.929967255243373	0.345098308176418	0.609814013593772	0.866296766601439	0.875992479226362	0.348699256468772	0.939880159260565	0.862985864901178	0.483746857972733	0.739966266734984	0.837113779803225	0.7431767705277	0.62976498518398	0.209246716657921	0.214391032845318	0.868753849711255	0.122411071621568	0.692502864734616	0.608170591708248	0.308909053380687	0.345102236048824	0.806517747857208	0.711735588759189	0.761698536586531	0.589478403020864	0.59772794170189	0.896026956289381	0.704113570122212	0.934566533282022	0.764365846769998	0.712279733990455	0.642335828795413	0.509940408102952	0.909668333235194	0.404295089722395	0.406932756488041	0.367458773587795	0.425661586406896	0.730070501346382	0.863648368750844	0.723458341772995	0.899287827635286	0.707417099151585	0.940343306879601	0.795198132687645	0.944729652446203	0.722471173173076	0.763804777224281	0.736666663686805	0.94447832639929	0.454998975374572	0.237994735274041	0.518347825898781	0.789938097406305	0.189162201127898	0.316503255246131	0.529931318822252	0.627670397744712	0.531706814865872	0.357475923082845	0.858786337319415	0.787847825119983	0.508257783045354	0.766710045876973	0.203213321207365	0.648673548689467	0.175502380747697	0.210290960926866	0.764941323875093	0.790093476483348	0.569164708352356	0.559570115047718	0.735053010109673	0.0470547526804879	0.625238699433261	0.748947915071855	0.8390777655374	0.448476438461201	0.893188099717414	0.705292809649769	0.679320769760012	0.843275382289848	0.280950368229214	0.534941290011117	0.798200387508463	0.704720122420552	0.0220571163586593	0.290565154485313	0.292798254284955
CAV1	0.85798073929871	0.612863624097957	0.750679781943726	0.822312458712862	0.965764564702789	0.777737669025069	0.964877475087731	0.401735231988754	1	0.908991931666859	0.895041674914905	0.00515828311188816	-0.026971341265826	0.671313596095157	0.87284779816967	0.542882118225463	0.0973323675554999	0.811200974726879	0.938587966064127	0.610386221629699	0.136825268741194	0.777317023869588	0.917199756821771	0.654827130884176	0.987310674993894	0.501976143234812	0.523792735074427	0.37018197015758	0.44982325319478	0.870167939900999	0.738697323554607	0.721179407788628	0.972083710113157	0.221116186517759	0.30339664791163	0.867671399680235	0.702983237349514	0.792396994406489	0.832313921640893	0.945954424733731	0.854687392465078	0.919884733800283	0.195578796765017	0.779960690265513	0.0296383939534729	0.937083810269578	0.865221930120034	0.877448075457148	0.037099768972862	0.883953249265641	0.758256642024343	0.745707779384347	0.902552929526007	0.143256774288532	-0.0495068323269204	0.461451471317341	0.0213393419681621	0.813886855998679	0.484515264119057	0.857967784513585	0.585629153693657	0.951244456365612	0.981569471537922	0.929465968773332	0.904609967126983	0.840258095999949	0.219740225518326	0.900930968369928	0.20262930428167	0.857951055123196	0.518046993352565	0.0169543628448718	0.547374230965994	0.705232958633487	0.796450285885252	-0.00829113385343678	0.350835285260171	0.759933065697169	0.863599297410789	0.871609563532417	0.0791910590620768	-0.0832732438002747	-0.103123191601104	0.92075983352318	0.854749673096799	0.818335378298588	0.986499184786103	0.689354552984201	0.0777117559819336	0.856149674557323	0.769078343961641	0.865700602764487	0.900238730451778	0.80509171295082	0.892157836136103	0.829303986418817	0.02052049233723	0.875908022708955	0.879344375309846	0.857599448699498	0.749037283898427	0.873162600461409	0.83897755326612	0.610159542670836	0.965531577485972	0.514053822958227	0.839331272145467	0.528460901035671	0.57672309599175	0.395160735254898	0.830086200671588	0.768897573155077	0.884433600561924	-0.0326978725384529	0.164169014342182	0.900954618223346
TNFRSF1A	0.933262752464646	0.780269750339119	0.887909968767699	0.761076354835163	0.916163678627274	0.88370406236999	0.947494341243092	0.637328701965907	0.908991931666859	1	0.983372672878245	0.192261757621446	0.149310997886573	0.693222663180274	0.88282031398742	0.709772545616055	0.310025858635459	0.926151384332498	0.945473520596143	0.779830317580254	0.328976447873515	0.886867779270575	0.932063296486714	0.818533787755064	0.907186194086504	0.747751279981426	0.699120427744809	0.54512594683939	0.642300349972852	0.814790023775808	0.860289303912009	0.828089853651004	0.909170425629846	0.460788607023055	0.592594935744698	0.81095464469955	0.841943984416184	0.896631280456536	0.85559073239417	0.963116150597168	0.707198929569374	0.751435627236235	0.439440408028304	0.622724142852343	0.187995042034594	0.899187288176425	0.753201873040005	0.737651236466771	0.213434627273261	0.890185622933852	0.788661024145766	0.709095562488309	0.967137543810301	0.353008467083197	0.163408198019234	0.683857227121523	0.205187597300664	0.837731678069458	0.557632755217835	0.83576221842576	0.739511002841965	0.872408756040183	0.894029497004894	0.893513143094277	0.831143098078093	0.961150294385018	0.434500133011885	0.931974526124701	0.422105880803478	0.913867351856158	0.675537005724321	0.198013872130844	0.713469501813793	0.865858446812209	0.903050380903217	0.147927122702251	0.539872923430893	0.708938900674105	0.717957265914297	0.935553647844996	0.359262361355033	0.131799400448943	0.13947085297862	0.860972058161003	0.960778255498802	0.749931585567042	0.885330500267342	0.773758090833737	0.233875125665149	0.798876626300055	0.89624279192317	0.687513161835476	0.936142511919071	0.692044740154957	0.754259959086427	0.909399169793844	0.19387829382024	0.913002623198239	0.865394697483908	0.943657794028307	0.529498816856999	0.894657805426838	0.948154867059565	0.844335350971184	0.873897969722134	0.631664225211791	0.870367080542012	0.717328936046652	0.682486697607898	0.42969405483567	0.884577661366937	0.842099612873139	0.93640308143235	0.0939199588162797	0.287354211156911	0.785684804405884
