""	CXCR4	CD3D	NCL	GPR171	RPSA	CD3G	CLEC2D	CD2	TIGIT	PTPRC	CD69	PTGER2	CD44	CD247	ITGB1	ITGB2	ITGA4	SLC16A7	SDC4	FAS	ACTR2	SELL	CD47	S1PR4	CD96	LRP10	SORL1	FGFR1	SLC16A1	CXCR3	RACK1	PTPRA	IL2RG	TNFRSF1B	CD63	CCR6	CD74	CD226	TNFRSF14	CD46	TNFRSF25	TRADD	ERAP1	NCR3	TSPAN14	LAMP1	CD6	TGFBR2	KLRD1	LSR	VSIR	DIP2A	CXCR6	ATP5F1B	TSPAN5	PTGER4	APP	IFITM1	SPN	PLAUR	MCFD2	STX4	JMJD6	APLP2	IL2RA	SMAP1	CD82	HAVCR2	SIGIRR	LY96	CANX	C1QBP	ICOS	CD4	CD81	TFRC	HLA.DPB1	LPP	CD68
CD69	0.911089633156883	0.836336417939729	-0.263505653484982	0.764499108479155	0.395283778262022	0.686547352090743	0.601285594856463	0.781815592650363	-0.191685425148971	0.624314205489099	1	0.648238184091073	0.231329048551684	0.604943862070889	-0.354953044712989	-0.114474615336442	-0.124380210831591	-0.0493537628927276	-0.60612705246937	-0.261375361692837	-0.237460121651972	0.615388947549099	-0.0260370818415658	0.428493064692634	0.484357117726264	-0.127298082164048	-0.41057058252618	-0.537864550271718	-0.798462387207767	0.458151519120463	-0.0762254717315635	-0.638726372104618	0.376009085591432	-0.0454207854754729	-0.681155118799562	0.123175797932342	-0.32155564461846	0.629848755357748	0.323949479264682	-0.47289670065318	0.794361115246068	0.153960519593126	0.484362319487748	-0.172378109926945	-0.241964362350728	-0.724969416606926	0.595700292166748	-0.522309660000283	0.754705428471689	0.164265914810723	-0.371226623602819	-0.466003413472409	0.314387775523997	-0.511611980882223	-0.440839446658335	0.147243410848179	-0.819066270932289	-0.18703663669553	0.0914388895466622	-0.51748139813598	-0.430711712661869	-0.623641118530359	-0.438555665487609	-0.722286395317938	-0.115261192618803	-0.484169978421013	-0.638947360513925	-0.519934597845204	0.156105053263334	-0.530085215552781	-0.550765673640146	-0.206656993998082	0.537900259219082	-0.117685721659304	-0.662753274978675	-0.641196968128092	-0.223461743558434	-0.641815166483386	-0.479041039717365
PTGER2	0.583088976440615	0.481880561433107	-0.239811517168103	0.835281236477506	0.514347924796169	0.309026188684393	0.396567771374927	0.370284057452479	-0.621982950313719	0.421390686641471	0.648238184091073	1	0.43218421434578	0.46789217338574	-0.28075058878008	-0.0650103722384493	-0.455635475454834	-0.103193630681144	-0.455028681105778	-0.528336924908797	-0.236117569919322	0.102846897768678	0.0183756543360583	0.226000683972903	0.319620536105687	-0.262093918743669	-0.165067409596341	-0.537784914661974	-0.852766153800709	0.239258298840991	0.110414760912027	-0.66203146016081	-0.034244913382472	-0.268488112630525	-0.496528681566647	-0.225313791130504	-0.262725032601429	0.454417561699741	-0.0527313237551302	-0.386233393517655	0.73436459762049	0.120490706683503	0.892756018844978	-0.530697965211891	-0.398437349798293	-0.504333026077609	0.424069590809034	-0.42358138139608	0.346363416057493	0.71698847281105	-0.414714721705744	-0.577366434393725	-0.15706397072923	-0.463177452886049	-0.520701460812814	0.0918528418515604	-0.730828283821324	-0.316535157341652	0.310273236671293	-0.398340813790813	-0.231964282546338	-0.493623324431709	-0.398259423406755	-0.63668986795104	-0.624090874794819	-0.568772538482776	-0.76297259575498	-0.466257582503229	-0.449187366306681	-0.367358977902317	-0.387287220564338	-0.0496245874664429	0.141339470818495	-0.163220400640445	-0.547604925516284	-0.599095454777204	-0.172153583366646	-0.578404290812468	-0.27436742358691
CD44	0.0724311089977101	0.0227387862082931	0.667570199807997	0.0893173274379846	0.826871856196213	0.102823441578899	0.383205651969976	0.0154136379164207	-0.0551280764386975	0.57810397201249	0.231329048551684	0.43218421434578	1	0.257442292462403	0.606556363526742	0.533613040481664	0.424294180724117	0.386507369264863	0.459359133745112	0.288865598728027	0.647120334299457	-0.353925122880712	0.800000782839596	0.36163427278513	0.216744611342329	0.567860130488772	0.324354489939707	0.384521527691978	-0.239160074072176	0.174865322230048	0.874075938278224	0.113262282407757	-0.0967312430086569	0.477705793887813	0.370242715886998	0.24948398376444	0.655837635833768	0.447394869962271	0.648553404880694	0.232366413303563	0.307521856601152	0.689358545187328	0.416678705147036	-0.681025519962989	0.398688529971235	0.305984190835286	-0.0280732630538302	0.288135060622186	-0.0908087406027757	0.700539104741543	0.517857849857521	0.339433280060363	-0.134863668135991	0.496695624211591	0.309526438990857	0.823983471757356	0.0648688392779644	0.309789215098484	0.670073303347703	0.538850531181095	0.682973791030974	0.33636809732508	0.368759082102101	0.264314476737236	-0.155506347854873	0.326961850359909	-0.0142397607373224	0.379781784752268	-0.108653990375011	0.456054863413571	0.556944489848532	0.782471190904888	-0.29930913684463	0.663503538661628	0.371343091722046	0.274707937962068	0.715671541861522	0.293325334322858	0.585485778349972
CD247	0.754768509767351	0.821833035280245	-0.0194379321310688	0.701525674277318	0.608825393137569	0.807418187892052	0.612043223046375	0.676610573580851	-0.107970412392202	0.694528546235073	0.604943862070889	0.46789217338574	0.257442292462403	1	-0.0978353417713202	-0.170718540693051	-0.0601034917395215	0.562079088193244	-0.305579225995829	-0.293583633426389	0.0490966484826785	0.46432411637778	0.226863046861608	0.64990077226823	0.363513844125879	0.222275732567436	-0.376030616447461	-0.365174985413526	-0.483587733498368	0.88283934378622	0.177080040580408	-0.549635462048266	0.522319949265896	-0.00848198696191786	-0.581932251717577	0.0341881794112073	-0.206286568231996	0.84179695807364	0.0890193635697651	-0.126284218418167	0.848338116205913	0.578978842378857	0.650211408023843	0.128109094941341	0.220105164866465	-0.596129973021157	0.886845659800372	-0.261237267301023	0.599384283735826	0.299798191481287	-0.153470054022486	-0.442631589160626	0.351839427266353	-0.366468147902179	0.0293660447085846	0.313303404841702	-0.528010867739779	0.153251826317035	0.148949120834865	-0.376505179554392	-0.261197572126965	-0.511733919968012	-0.517499124374837	-0.542076816067181	-0.150063734148245	-0.156838722295181	-0.276681423357793	-0.318943790183095	0.17139317217962	-0.627935806809189	-0.438981808137373	0.0983761523547681	0.619851248780094	-0.0635240834621909	-0.494014332793706	-0.474883423008883	-0.105722189815342	-0.339290420180957	-0.464494324528503
ITGB1	-0.395967458773883	-0.326285451253098	0.936871330852089	-0.566732630991937	0.435528640116656	-0.0753605958443761	0.200293925328054	-0.244611837547075	0.457679285718186	0.278972767416137	-0.354953044712989	-0.28075058878008	0.606556363526742	-0.0978353417713202	1	0.661997507799452	0.805486951174833	0.531771720550898	0.876289186555172	0.772307814096547	0.917863412523731	-0.527221581742292	0.85701824449551	0.300739348230194	0.224611845278351	0.797840291590612	0.425870029395074	0.804001963183455	0.485026133676808	-0.0210996817375398	0.815956749747713	0.657970566055071	0.0420910179672145	0.666747953456139	0.748591498615662	0.486347397029425	0.901263226243574	0.0163317436725918	0.601386720854572	0.742891151428209	-0.235346049354216	0.635544774624351	-0.135975710325446	-0.135101055180269	0.726921489901641	0.759746900853246	-0.371868049314975	0.794172884808941	-0.495220153995802	0.327934853300277	0.756402650284508	0.745129792824767	-0.088315106381221	0.893249561364846	0.771760496700374	0.681490639882138	0.707471844672042	0.807950863991028	0.655305924739661	0.782168212498385	0.850868941426846	0.700400906354397	0.628328380944347	0.754411522352725	0.350926482807083	0.850508182913298	0.684404007444443	0.672013881430939	0.316083717444203	0.684324943121852	0.852325602263656	0.872665584120378	-0.408972136919741	0.828689688149676	0.811754620537287	0.726899848702002	0.91292941610851	0.849631205714559	0.683243220547013
ITGB2	-0.132355641328339	-0.107871831847416	0.656202516561914	-0.450075612682911	0.233872940524666	0.0731135547435641	0.25935174053638	0.100854367235472	0.577035040284027	0.485749521734713	-0.114474615336442	-0.0650103722384493	0.533613040481664	-0.170718540693051	0.661997507799452	1	0.736799307180622	0.00582076108767253	0.509688298825441	0.675542164730613	0.779651533931558	-0.174239499301246	0.714417055094429	0.275676563267047	0.436762703166743	0.511747267850642	0.547263374443253	0.512802846257613	0.1667993561207	-0.114911822736962	0.515097897469715	0.525347911716244	0.283972563011587	0.899092781453926	0.505848073259271	0.755483660711492	0.839464159862058	-0.0065277051925739	0.686235157238029	0.517343399311	-0.0387877920903757	0.488983889222865	0.00309199790563931	-0.141069409613963	0.627949062969858	0.591066078180973	-0.506109204901303	0.574839643139682	-0.406272018234815	0.388327226149727	0.726382646139829	0.562687816464752	0.222694981933375	0.640826790803799	0.368868703710818	0.471335459681722	0.366574694638002	0.35801963996691	0.70492750532559	0.65854619309328	0.615754989191232	0.612294391234745	0.664484877786975	0.516979491543261	0.498829151498535	0.574934361378965	0.424692604105729	0.73008640902036	0.352440416181924	0.6821996527468	0.639731722520873	0.599619217099437	-0.221352116223199	0.890286242882464	0.634659521031628	0.592427638677035	0.804735656684291	0.495969322809627	0.668819173628656
ITGA4	-0.136197431172016	-0.070739994036833	0.820858667204696	-0.602801875927659	0.22705124080579	0.18059463820229	0.364621617147082	0.107511117732739	0.810096769089786	0.457623552398743	-0.124380210831591	-0.455635475454834	0.424294180724117	-0.0601034917395215	0.805486951174833	0.736799307180622	1	0.397509717618173	0.678777413528834	0.91784888494188	0.850161324578255	-0.103382536566507	0.754726295870358	0.436621536050296	0.384472417496772	0.789252881348653	0.376907781947674	0.770393857282134	0.479495489345448	0.0504061885755759	0.559223708962835	0.697771014579422	0.381515796774961	0.88973280036826	0.585345593603263	0.781242057549083	0.818002322153445	0.0901781617722898	0.806509920404982	0.63152397501687	-0.18185586265497	0.591406116167233	-0.354407607976448	0.142752456426277	0.809629388952638	0.596391896222735	-0.323491491938411	0.644194499951254	-0.236090902546199	0.0156010436418211	0.783026294678354	0.787411258264039	0.312836064314115	0.804155595465262	0.730110588082064	0.588581710409261	0.591258070685041	0.660031597661204	0.470418148098064	0.68195989919719	0.655321893858441	0.63562716405051	0.647360550133256	0.668603300154475	0.74564204077921	0.856265005139264	0.713464271896388	0.709573297963182	0.67029462358351	0.579563812910512	0.695097412802375	0.656500146994132	-0.0655189383411993	0.864949472606551	0.707884885911019	0.696603601551043	0.803397715174214	0.708780470491212	0.548220530618414
SLC16A7	0.0735026189478312	0.167692115044991	0.605574171614977	0.0273797646570706	0.586879047219625	0.372453553895889	0.345408519417912	0.0503698529704464	0.124828889382544	0.362262999322949	-0.0493537628927276	-0.103193630681144	0.386507369264863	0.562079088193244	0.531771720550898	0.00582076108767253	0.397509717618173	1	0.492281516924032	0.229523965898866	0.553404183558858	-0.176183345475939	0.561822777086402	0.463058348020429	0.110642454039601	0.64799485877572	-0.0125259771395795	0.38554033339219	0.264516650576283	0.540558782050884	0.586137282212814	0.142670851296415	0.155592235664568	0.183280996799945	0.168820438296154	0.00221175156828522	0.310363771585693	0.564848333750442	0.221231203679529	0.406388746457209	0.146395008269161	0.657460067437053	0.189901934574494	0.140705401678632	0.586765716514111	0.117364464898807	0.445528325544891	0.319367474627902	0.175246387935267	0.198583569168518	0.368929773476054	0.228795630886202	0.0746091982315623	0.369389174664181	0.669242105107248	0.596341878862619	0.288455783001694	0.656392889302854	0.202225225842226	0.281709295554709	0.339033194041558	0.119239244067468	-0.029098464877571	0.236323563918286	0.0323439337586904	0.514222903560594	0.398021452870496	0.186198720433084	0.235028504937787	-0.0525044288834247	0.277642811742163	0.599498456643841	0.0986392849645474	0.267395116746244	0.23059811184617	0.205154674090517	0.378449321227274	0.424088749418515	0.0969364980504158
SDC4	-0.676347512593318	-0.604157020222435	0.890411275161919	-0.709852544686064	0.204535699192574	-0.350053793550347	-0.0672299160665774	-0.534365196478576	0.347865777667555	-0.0236730050826494	-0.60612705246937	-0.455028681105778	0.459359133745112	-0.305579225995829	0.876289186555172	0.509688298825441	0.678777413528834	0.492281516924032	1	0.712266513115587	0.796356413026481	-0.735701260746528	0.689662703080478	-0.00805327484660486	-0.0648469105018535	0.627914420075816	0.582184632063196	0.905647271728589	0.695556586829644	-0.258607502776517	0.675600739925308	0.825660350655647	-0.254430625253127	0.528586322227099	0.884892664899781	0.239219032573722	0.812731429444259	-0.195890147952497	0.37754618005957	0.774862855882328	-0.522552342287723	0.470846787885056	-0.317601705684692	-0.138314585825807	0.620748069306175	0.899066588499403	-0.521522865928552	0.786447511273981	-0.601596411153076	0.135968885423873	0.771695271496869	0.844123988321121	-0.255648898773397	0.940326375916475	0.826735096799832	0.541102966579333	0.888550126615404	0.601932032238918	0.387571984322482	0.886746912109222	0.884745973797074	0.829891728683972	0.710360472435494	0.925643370822063	0.255204848022523	0.885761185056189	0.72243866293304	0.757938185650647	0.0647393503696161	0.731922479364172	0.929453488265752	0.776960682924305	-0.615868935868518	0.642911300221491	0.924948525712646	0.862568174977593	0.777178565152054	0.938152727272264	0.761373043540631
FAS	-0.317240091612193	-0.235096831682689	0.748095369132785	-0.733335506958618	0.0418835383660754	0.0232435386215771	0.220419276862178	-0.0248349639670346	0.806206928869901	0.212551556395368	-0.261375361692837	-0.528336924908797	0.288865598728027	-0.293583633426389	0.772307814096547	0.675542164730613	0.91784888494188	0.229523965898866	0.712266513115587	1	0.746964532765652	-0.22536135885871	0.649617082488312	0.291075293779647	0.342567852527025	0.621871517899315	0.321485172323632	0.809554920449461	0.613939080292429	-0.15345925241065	0.446818332401777	0.797365053695712	0.276570478070579	0.779809462795203	0.710346866614655	0.756846394581261	0.747303940417324	-0.187301142225123	0.67255153488008	0.649471846460413	-0.340835926559714	0.394310046123592	-0.477290245217711	0.14083162531108	0.634112825343421	0.694936557082847	-0.537486659360512	0.614395653340914	-0.390814706286199	-0.0488911498257812	0.627893095030979	0.795751741802959	0.224992336336332	0.833261344106948	0.688353857885201	0.371859197836454	0.707056755353415	0.618957178786648	0.370784798797923	0.636331318808366	0.625899448385209	0.637581707652695	0.631733689997084	0.742150020056834	0.773703535127979	0.844802696620382	0.756077109302129	0.634348497937661	0.599389501386118	0.635796793744338	0.739665939304933	0.569483223410023	-0.216101918023963	0.744882100601378	0.72716197188442	0.693017976221802	0.720757537160732	0.734154921134596	0.523813002224861
ACTR2	-0.245118063987436	-0.15865193473945	0.944648411889532	-0.502179001834886	0.527075820811882	0.130188374080045	0.240076698000622	-0.0463768998136945	0.533276001151152	0.457736839096136	-0.237460121651972	-0.236117569919322	0.647120334299457	0.0490966484826785	0.917863412523731	0.779651533931558	0.850161324578255	0.553404183558858	0.796356413026481	0.746964532765652	1	-0.361019723914565	0.940575368987038	0.350291529908735	0.281364229198378	0.787633575708834	0.40402205236345	0.710832851957375	0.392119030252609	0.156588192104327	0.827602911611493	0.585252629682818	0.199950810532176	0.811510640548559	0.65023452093162	0.604369053176419	0.939121728762574	0.213673381241835	0.702579741157373	0.662581207809166	-0.0836834231292555	0.753814557578232	-0.0533247752195742	-0.122666527428449	0.848856504200954	0.659592227510686	-0.287719964510401	0.673419806448936	-0.347501004131275	0.343888150099937	0.834356596002269	0.679664046541052	0.144010960158888	0.837570611379315	0.749027655980452	0.78243686396688	0.581076440037366	0.711549971339458	0.697214892402295	0.769252659752785	0.816732629286258	0.630253993685991	0.584749205202292	0.668361631353467	0.416153880814063	0.805908757413294	0.656178154982667	0.737708837905146	0.390897995036724	0.650824140039241	0.804487365759508	0.917582630400119	-0.290071713032402	0.872423412736777	0.747534959836707	0.668844075115738	0.950037400994662	0.734204306450381	0.705199529985276
SELL	0.772806929284409	0.757055712553365	-0.530114864060692	0.423565705645544	-0.101900382982776	0.679878428888386	0.306047115913276	0.81536055821976	0.268800584036386	0.384780814526942	0.615388947549099	0.102846897768678	-0.353925122880712	0.46432411637778	-0.527221581742292	-0.174239499301246	-0.103382536566507	-0.176183345475939	-0.735701260746528	-0.22536135885871	-0.361019723914565	1	-0.311147969829457	0.368462040738411	0.268182398693271	-0.136207657708604	-0.539716558205481	-0.538727259442191	-0.421289632416079	0.562203451010923	-0.46822373645809	-0.511381551909695	0.662983248163759	0.005221064847019	-0.710065584167069	0.245075169372451	-0.467897356168599	0.449389700105441	0.106991073370198	-0.553636597137468	0.556322228705646	-0.0938039541100935	0.0942512791476762	0.410561997101813	-0.0499311746952876	-0.755065475741199	0.563796579160429	-0.550543167235489	0.68039452055904	-0.271340295325577	-0.377568036360603	-0.511074230209136	0.756527745806056	-0.615256939811383	-0.377882415156547	-0.242661323596806	-0.638636066062236	-0.198069471908788	-0.33714331426324	-0.632284422912901	-0.688850718413525	-0.622288029146424	-0.481918335503874	-0.67372579533084	0.34831332277837	-0.414116573388072	-0.294848523065277	-0.412596420922788	0.545760693341338	-0.569880525930724	-0.697899616708168	-0.494049886236764	0.900057103960655	-0.222025221004767	-0.669377177732693	-0.591674237359887	-0.434328748121011	-0.656182968478192	-0.602424616351104
CD47	-0.0806026243937305	0.00221545175928341	0.900296271545272	-0.279439090671295	0.713770164823263	0.24880565141711	0.375986000667307	0.0821215333062555	0.396768832762366	0.583170895568774	-0.0260370818415658	0.0183756543360583	0.800000782839596	0.226863046861608	0.85701824449551	0.714417055094429	0.754726295870358	0.561822777086402	0.689662703080478	0.649617082488312	0.940575368987038	-0.311147969829457	1	0.473001867115348	0.337693637772907	0.770737745117813	0.285799890258536	0.609533076125276	0.173143360734364	0.290126129192095	0.895925355362726	0.425330747800141	0.213957594203419	0.743119130009799	0.552954430852908	0.58101961975043	0.857221835104696	0.354602722945614	0.730745857859476	0.541604852750945	0.162246299956503	0.850130527681679	0.166481748555499	-0.289201095565407	0.749243733142727	0.515680873502374	-0.150400622871269	0.503809253598839	-0.256870736150935	0.504289614388216	0.689014147015793	0.532939256954608	0.125951423917447	0.744944497567036	0.673910199994019	0.825694358644486	0.401147860884566	0.631420492562565	0.750486164734922	0.633793245717048	0.790885023576342	0.462818692367524	0.439991572223749	0.511050752090943	0.280330947629358	0.693370741860192	0.450740261344666	0.574056134950426	0.284183792222288	0.532517355085025	0.722018750534419	0.943395627049868	-0.234640888807862	0.814992349298873	0.586545028354711	0.479874143217348	0.901664812904091	0.580838670170373	0.605308043216368
S1PR4	0.571722124143622	0.653296787035174	0.265802273995286	0.262761592639847	0.511182817877136	0.717791432062082	0.843526814418379	0.621361639204871	0.396319224649105	0.735165118938971	0.428493064692634	0.226000683972903	0.36163427278513	0.64990077226823	0.300739348230194	0.275676563267047	0.436621536050296	0.463058348020429	-0.00805327484660486	0.291075293779647	0.350291529908735	0.368462040738411	0.473001867115348	1	0.561376883444877	0.626181772151163	-0.258054948139326	0.075798407960002	-0.203533036418898	0.598070161193825	0.356907032218597	-0.120181588674755	0.74576586954779	0.396927929049318	-0.139482953844858	0.554102712281895	0.182551692490359	0.537268066549081	0.445450380394303	0.127038660660345	0.60093694007814	0.578834526524307	0.382792112233158	0.2604409991047	0.387578231320475	-0.213553913133186	0.47098243620597	0.0369449381184308	0.205825033069149	0.30836091417944	0.0907950798971243	-0.0623177593833279	0.360693654284955	0.0850838384948544	0.208271736664758	0.282578933157901	-0.154646789905428	0.419925090773459	0.375493959454477	-0.12386950597584	0.0401294601126762	-0.193002582934093	-0.201973586987446	-0.159207272737802	0.327739149839054	0.242121387057884	0.0669961101051648	-0.0610193858482943	0.523248825340998	-0.204046174583106	-0.0558397295370428	0.306224367179202	0.55578434112115	0.371532070514396	-0.134338046028668	-0.15347272974641	0.271503592490369	-0.0144546231839508	-0.207582878088632
CD96	0.544601312330427	0.583872816367387	0.223159590829054	0.225137453615632	0.20238759399294	0.648359505521361	0.756542411771469	0.693046346733329	0.343824074515479	0.711108344712691	0.484357117726264	0.319620536105687	0.216744611342329	0.363513844125879	0.224611845278351	0.436762703166743	0.384472417496772	0.110642454039601	-0.0648469105018535	0.342567852527025	0.281364229198378	0.268182398693271	0.337693637772907	0.561376883444877	1	0.11222739567288	0.0550104943234965	-0.0367759848522318	-0.196990764517912	0.233878766926377	0.0695288008723823	-0.0295733013833005	0.63123662030253	0.426905166187365	-0.256475986278075	0.56284286220096	0.148387120037084	0.287324092372773	0.369359666662144	0.350189010444048	0.472805738475461	0.384139462131879	0.358013614141612	0.227847079775393	0.258028868999909	-0.10822774312081	0.168049953028163	0.20973474893165	0.217554803751882	0.404050377062608	0.017235006150732	0.0143504315024431	0.331498860513503	-0.00377588961431939	0.0420280303535795	0.169013228616453	-0.202192714290678	0.317930803976628	0.528066149361413	-0.0869831722973797	-0.109625620100424	-0.0600776113035425	0.0344633465459199	-0.179891702373948	0.358998089430194	0.145066855926932	0.0408415589295846	0.011327013524665	0.457592427604116	-0.194879975963472	-0.107568577051984	0.0782956103700966	0.368650879855663	0.362588180665092	-0.0866815668994048	-0.05030511089165	0.190249477290948	0.00828154750443111	-0.233667869630034
LRP10	-0.0758031935088932	-0.0108015268805059	0.763831120197385	-0.352363808014748	0.517781193956941	0.185024012392713	0.416141665167592	0.009825698507199	0.536816589209625	0.462282808668455	-0.127298082164048	-0.262093918743669	0.567860130488772	0.222275732567436	0.797840291590612	0.511747267850642	0.789252881348653	0.64799485877572	0.627914420075816	0.621871517899315	0.787633575708834	-0.136207657708604	0.770737745117813	0.626181772151163	0.11222739567288	1	0.193344759138841	0.681219172016723	0.325408496089475	0.307626181303375	0.74917226817545	0.446935506494294	0.307724198600341	0.658118752371119	0.518206743026468	0.517403073155169	0.723057692589483	0.313102116183699	0.666086139041946	0.463382115109954	0.0116130730748406	0.692329719007832	-0.0723966681145902	0.0294384153097333	0.76331681412179	0.438798057482173	0.00261420256680137	0.536729170992187	-0.220163241488457	0.171935755504189	0.705278686227208	0.569631639307465	0.134005326017822	0.704434266274513	0.70979282479758	0.652746722290635	0.484428275194952	0.710542720953632	0.435911893507576	0.567552460131787	0.672974119728338	0.449034623652929	0.386799907491246	0.532999195389016	0.412226294637488	0.744651994967663	0.551538350295762	0.527140083259434	0.481024160860596	0.438935967476504	0.611659263940412	0.760476271513221	0.0120223225153176	0.750543352795602	0.560940688963861	0.508380372510959	0.754353458639182	0.611810653473241	0.4747664306295
SORL1	-0.460481522874365	-0.506602039065211	0.49383747476418	-0.435851423259383	-0.150032014659013	-0.445445135140613	-0.0318594102922655	-0.39330006305829	0.136840451205817	0.0719583966957253	-0.41057058252618	-0.165067409596341	0.324354489939707	-0.376030616447461	0.425870029395074	0.547263374443253	0.376907781947674	-0.0125259771395795	0.582184632063196	0.321485172323632	0.40402205236345	-0.539716558205481	0.285799890258536	-0.258054948139326	0.0550104943234965	0.193344759138841	1	0.582178990298094	0.358893137593851	-0.537702515956855	0.206804819326674	0.650879808401072	-0.332526478956199	0.480162851585331	0.490523453739445	0.0757000741442978	0.5255839521379	-0.283586333651123	0.188759897667272	0.636127761434583	-0.447454944873456	0.213441461512003	-0.149912661263947	-0.175048144406473	0.376998142377605	0.712885285220984	-0.530559171793408	0.706157867080066	-0.470483657777511	0.196189870616736	0.687508011005714	0.705797110166804	-0.30491318698579	0.550842453777973	0.386584856088697	0.266913433777406	0.521203022690393	0.0378332958960627	0.291833958175213	0.772836644901498	0.564226036985361	0.84354899499447	0.84133486063058	0.656835367976973	0.0720879695909206	0.518781152937552	0.299774465627598	0.786827198155566	-0.216279156742026	0.544297285272343	0.581024584840279	0.277483033281946	-0.465960908975406	0.521585311475185	0.73936086918954	0.807829233720973	0.41076328320235	0.64748168516852	0.62418948188051
FGFR1	-0.590789633227375	-0.561183848714004	0.811873765825154	-0.756100574726669	0.0496896542485281	-0.321084734609441	0.0143786898351555	-0.415799248184457	0.543304541688994	0.00389831568211903	-0.537864550271718	-0.537784914661974	0.384521527691978	-0.365174985413526	0.804001963183455	0.512802846257613	0.770393857282134	0.38554033339219	0.905647271728589	0.809554920449461	0.710832851957375	-0.538727259442191	0.609533076125276	0.075798407960002	-0.0367759848522318	0.681219172016723	0.582178990298094	1	0.73876163033772	-0.287393783162758	0.542707049960172	0.920050928221976	-0.151488966371684	0.596426516205058	0.883185385869497	0.346770586942713	0.738974219608123	-0.216438735834254	0.468257654290918	0.690284090087028	-0.549331913720372	0.380720198576471	-0.434777788674179	-0.0480118330337047	0.620414475862551	0.862340659128586	-0.538652497239507	0.71271399298216	-0.521169842051313	0.0193300023987764	0.739347874190965	0.905116248238087	-0.0899752315399288	0.943743869700728	0.846865427943304	0.422457608764994	0.892943887134607	0.542851254282415	0.207661883791956	0.836661417033927	0.810269574600038	0.833533684501635	0.756159880550396	0.934051842509449	0.46533245301865	0.928911306992686	0.741099172554116	0.759398856900853	0.226340194246173	0.722666427560392	0.891263901024155	0.647093952768446	-0.419757778879285	0.676835315123752	0.898410488922714	0.8644632555172	0.6851135334605	0.899996131661657	0.696386749777577
SLC16A1	-0.725016488281819	-0.607269167502617	0.457892669971513	-0.855478706231379	-0.39954341751646	-0.369549707803919	-0.293993248018506	-0.489728560425984	0.537754155236928	-0.396592524625917	-0.798462387207767	-0.852766153800709	-0.239160074072176	-0.483587733498368	0.485026133676808	0.1667993561207	0.479495489345448	0.264516650576283	0.695556586829644	0.613939080292429	0.392119030252609	-0.421289632416079	0.173143360734364	-0.203533036418898	-0.196990764517912	0.325408496089475	0.358893137593851	0.73876163033772	1	-0.324157721386799	0.0739786819111278	0.824473036784349	-0.0892718642416044	0.285441251884897	0.691684120910306	0.155228474299885	0.377175915125248	-0.490772706710096	-0.015653443888991	0.643333024734449	-0.763874823685095	0.00607843607960568	-0.683504637475671	0.404975837341465	0.45412119371851	0.73005282926111	-0.517297124753033	0.599386938494709	-0.532329083489297	-0.378949810984913	0.464249694139342	0.695273658206424	-0.0491346452664129	0.656968011186791	0.68570988927842	-0.0293962875657773	0.915013533304409	0.425992727392971	-0.134780955877147	0.54058891970245	0.420311536777751	0.630455367401786	0.487117844022141	0.811471040968948	0.501020266302422	0.732652584112589	0.858528022037626	0.565304337209568	0.258873799624988	0.445409767706797	0.597313033423383	0.254479463278725	-0.314079197390787	0.242175909291596	0.709875714349525	0.728689432048875	0.286862531473204	0.782863853900674	0.371588423243552
CXCR3	0.634240596801285	0.718219078384579	0.00532597742199731	0.47350439279083	0.591753684939346	0.785974248917955	0.396302000060051	0.66009179199214	0.119313800862241	0.600117818058788	0.458151519120463	0.239258298840991	0.174865322230048	0.88283934378622	-0.0210996817375398	-0.114911822736962	0.0504061885755759	0.540558782050884	-0.258607502776517	-0.15345925241065	0.156588192104327	0.562203451010923	0.290126129192095	0.598070161193825	0.233878766926377	0.307626181303375	-0.537702515956855	-0.287393783162758	-0.324157721386799	1	0.238364262927701	-0.478957550048203	0.599293361215424	0.0893132687543849	-0.443303672052636	0.181986630205696	-0.0924179168444645	0.827120705708843	0.176792879084097	-0.214428925701917	0.76123482658549	0.554014979336151	0.446770507469783	0.172091588696889	0.377003610883319	-0.536725133811746	0.781325473156477	-0.289998112442549	0.538537138139302	0.191849950797531	-0.082794578526994	-0.403421589286077	0.578372338770233	-0.276926515300559	0.117955624419357	0.350756299946993	-0.410281905265013	0.27590360581579	0.0834291226719279	-0.331747771517075	-0.204509417063928	-0.488488237483829	-0.492711294343983	-0.450765851146773	0.0733506407584591	-0.0841808827577738	-0.0469019722999325	-0.225334516653654	0.39030109956475	-0.455803378322664	-0.329639889624866	0.191792385450091	0.640762725877405	0.0170212041478408	-0.421890192940756	-0.442268215256077	0.00743452084085933	-0.315940496328232	-0.340480999195738
