""	TREM2	SORL1	C3AR1	HAVCR2	ABCA1	TNFRSF1A	VSIR	LILRB1	CD4	AXL	ITGAX	TLR4	ITGB2	PILRA	LILRB2	PLXDC2	CD33	LAIR1	HLA.DPB1	PTPRC	ADRB2	TNFRSF1B	CCR1	ITGB1	CXCR4	MERTK	C5AR1	SORT1	ITGAM	FPR1	LRP1	ITGB5	CD81	GPNMB	TLR1	IL18BP	NRP1	SLC1A5	CD9	ADORA3	LPP	TMIGD3	CD46	ST14	TLR2	TSPAN14	CD63	ENG	P2RY12	CD180	C5AR2	STAB1	PTGER4	C1QBP	TLR6	SCARB1	CD74	RIPK1	TNFRSF14	CD44	MRC2	RHBDF2	CSF2RA	NOTCH4	SIGIRR	HLA.DPA1	TFRC	UNC5B	LILRA4	CD69	RACK1	NRP2	ITGAV	INSR	SIRPA	CD163	CD47	PLAUR	SELL	TRPM2	ALOX5	ADCY7	TLR7	FPR3	ADGRE2	SDC3	CSF3R	CD300LF	TNFRSF12A	SPN	KCNQ1	IL6R	APLP2	CANX	ITGA5	PLD2	TNFRSF13C	ITGAL	SCARF1	PECAM1	NOTCH2	GPR84	CD40	FZD1	RXRA	TNFRSF10D	TREM1	IGF2R	PLD1	KCNQ3	RYK	FGFR1	STX3	ITGA6	SEMA4C	CD82	NCSTN	PLXNB2	TNFRSF10B	TSPAN15	MCFD2	STX4	TRADD	RAMP1	PILRB	JMJD6	ATP5F1B	LAMP1	AMFR	CADM1	SMAP1	NOTCH1	LRP10	PTPRA	SLC16A1	ADGRE5	CCRL2	RPSA	ERAP1	CLEC2D
NRP2	0.78891340660111	0.787611188016672	0.822963262114747	0.889500948996382	0.870936963012476	0.817297610969079	0.743942138997413	0.849453767929458	0.855598348808607	0.866147492813543	0.889939480561138	0.663092951931835	0.840968888726489	0.83822511441261	0.79206847415904	0.895575103919316	0.791044227465233	0.876410273740656	0.649444911107229	0.889338247413804	0.698207077736435	0.835792979432439	0.770913443972849	0.892854581482307	0.693650896434253	0.682746316021691	0.803494983375684	0.877938117048906	0.728536656423995	0.823701991848103	0.90404823434209	0.776971206222228	0.859172995304701	0.784085909380908	0.777733701564494	0.849661463750369	0.717445607021786	0.79734784348883	0.723864528063461	0.739565191285738	0.866167791311393	0.839902399555028	0.878185525532536	0.803511867970876	0.758155342338761	0.869228387922366	0.783194362648053	0.769268991962829	0.785763639384387	0.783065794882439	0.70096436283347	0.70960767794642	0.766019545754363	0.827738896603074	0.639608501932035	0.834035194742653	0.789568416054549	0.755386457389819	0.831872638271588	0.833258055403528	0.818334778941484	0.799115253195975	0.878820983946939	0.380531165324704	0.816877839466528	0.719237101714094	0.822580011431315	0.750131835707068	0.785288186238564	0.658303615400774	0.756145053285516	1	0.895694750681834	0.591503684783708	0.871030459853173	0.587041886208626	0.856654875801703	0.789406948558706	0.755978443330395	0.807675917661065	0.747126562965496	0.697373144838	0.803632905815668	0.873633479167195	0.770410223058159	0.76668283223651	0.81721554568876	0.808547810434131	0.770417589704383	0.76168056240955	0.745462297308984	0.814400522163561	0.914892733533328	0.892330487293436	0.719512122314629	0.838689280262335	0.44778994078365	0.775065543952425	0.569431114293876	0.724578894583908	0.806807102564019	0.662874479392148	0.783156826111214	0.692065748660153	0.782651748764907	0.695757857577752	0.667146014112191	0.89491463948098	0.789018965083754	0.800180265264366	0.731276727378947	0.638482714986692	0.835127170682105	0.711807714245753	0.717734347027297	0.813109404279306	0.857008396266177	0.82644415048712	0.767530752124669	0.547332677549076	0.825482335267052	0.817007418642632	0.779628725936972	0.669300200513397	0.468449763237025	0.767839640578416	0.855230133136441	0.853243849917641	0.812846651052192	0.784699936780003	0.873078061852378	0.694887197559927	0.836142341399733	0.853580148147802	0.677025548441155	0.825729051426674	0.743417854311618	0.818701095662358	0.687835912780919	0.465121083666223
ITGAV	0.814092479628116	0.769440471534387	0.794092123821828	0.900766578142787	0.850614412798331	0.792438996254764	0.675304100152468	0.84581890882365	0.880207669969719	0.86892139350988	0.924514424289175	0.695421038398797	0.876250707373412	0.818845272547673	0.793938829708356	0.913828619203182	0.763561452527882	0.877348775009757	0.583332744475318	0.901923189683691	0.591723748087327	0.871232031688551	0.708288656289028	0.921603029107322	0.631855189020916	0.642723614530934	0.822856264396289	0.888805893956506	0.733667388275976	0.868411272873614	0.929400730706455	0.796160253326219	0.853259898542442	0.749965746733706	0.729900041567861	0.90487678636291	0.709503186226061	0.778170286675286	0.763669606821155	0.64747166804078	0.898588623392537	0.841365058890045	0.870923167579628	0.816141137529198	0.733507470097179	0.871214408531103	0.814683489416062	0.78967369832333	0.783985008326589	0.805373758874324	0.712944525079466	0.730279211835741	0.813743839826526	0.85791880928447	0.614559733245422	0.789319993154944	0.744775610559254	0.829945193785497	0.749724431249416	0.830040317424082	0.897751610385197	0.817368042543104	0.880466443891344	0.457051039599614	0.796880946461153	0.666377474215698	0.856366708117034	0.799917022385117	0.852248561501531	0.679859705967782	0.725453786181164	0.895694750681834	1	0.492534763180021	0.909318675161013	0.500494433485752	0.900030403347852	0.863164635522067	0.867727002968208	0.74189545038827	0.682542811227846	0.680165912897639	0.786561044123856	0.854589408904464	0.850769887977972	0.751266292138255	0.762775977759999	0.785185481323306	0.841168858411829	0.79238290820588	0.680755622984193	0.890289914536709	0.943370546821465	0.921697247713743	0.684297580904983	0.778952582360191	0.343026004307861	0.869261081634195	0.544784941865894	0.675409084425117	0.751759001662996	0.717228940441124	0.804468144355048	0.625522979127185	0.821037590882061	0.715258406578131	0.651198822245469	0.886059981754446	0.808050186369973	0.828881899508754	0.731896385859424	0.649852552346186	0.78294988223384	0.754566562403522	0.660479611795751	0.830000153959784	0.863418944643563	0.79181627867521	0.785712908815752	0.444413668040367	0.877667724371955	0.811456355610423	0.834933985129297	0.798621984262786	0.334350802749338	0.775321666839391	0.903862041112913	0.827052772515527	0.815157028305505	0.889081118374563	0.895006566468917	0.733488114726009	0.849886309818808	0.878507963140411	0.688444744633419	0.903832943155434	0.763799517441131	0.826979050085285	0.688139482334287	0.490734695799418
INSR	0.234745695989731	0.547440499970212	0.379238676173107	0.478964944840181	0.638479946621804	0.561419966994096	0.669974693538956	0.54066005821193	0.515447380058603	0.486981638607832	0.438821293504104	0.612345469925821	0.294501033952233	0.478010787054054	0.435935507734381	0.467852372241723	0.518315138166505	0.506615437603587	0.450406743109984	0.631660126324402	0.496392945924211	0.559132675233758	0.450243310566766	0.459701325193673	0.684342358154414	0.748926306956887	0.51956383196798	0.505064302436907	0.43540365188649	0.372138933695481	0.50682600500044	0.274533146488211	0.379322340687002	0.287426495553945	0.518304242617462	0.435961933926627	0.536743876223918	0.52427202429203	0.136773931186358	0.622701571788989	0.539112738315344	0.465836560722459	0.616141100862638	0.530717078568725	0.662249840148387	0.627718282715905	0.207189083473232	0.330875457702514	0.560916940195284	0.362597469085168	0.436359584368303	0.494138862918131	0.596434184418901	0.416247392156656	0.667420564139577	0.668074825225399	0.516941583908858	0.53111865105971	0.523925819709593	0.436877835769724	0.377785133055648	0.432417141753898	0.581508060209774	0.486032601536011	0.500049992230807	0.467359794979819	0.473044093005387	0.508629780328841	0.274538398148891	0.510260756804196	0.448590660287817	0.591503684783708	0.492534763180021	1	0.385850011662779	0.397459728667693	0.486333989736011	0.439803209326288	0.353494267282589	0.549960458639311	0.497486443084583	0.574750211672345	0.567116495942616	0.561845862459427	0.388541271273391	0.566997723890051	0.742650320580773	0.507777585572908	0.417141395442155	0.344510607325477	0.524820422132046	0.458625421018552	0.532797687263227	0.453753718477035	0.525997084590275	0.49449325664816	0.481583078345983	0.347145032034163	0.355581866184941	0.563008614903133	0.627319887053955	0.512984515188014	0.505646330137015	0.222073637889716	0.561007086139963	0.418558244613245	0.518072828707217	0.409669380321891	0.333747217639146	0.609217693768365	0.631848461677605	0.604521587119821	0.579703302592187	0.162302828190054	0.660685919517577	0.365025004043285	0.509026177481973	0.596055183792561	0.549172558711226	0.561222822380345	0.375598871987399	0.587421698797886	0.479859749606938	0.108776243939325	0.640139217455592	0.605353522093607	0.391741239542131	0.478567513594839	0.434284164043085	0.324519755451822	0.454808533081263	0.429199101608582	0.281530791212865	0.535118147066609	0.493048302606814	0.371596830700967	0.501010036338905	0.414154779799315	0.513553579771427	0.580891158280883
SIRPA	0.923892989761231	0.811402413414139	0.937356962026746	0.960260322100285	0.85584023528943	0.885335767621674	0.709468575357906	0.887317713861799	0.94389752039794	0.945193495945334	0.952178854613318	0.58404541318806	0.941031174340443	0.907157561281804	0.879444225798277	0.973767311491483	0.857532322689481	0.956233877408118	0.676194021979669	0.902335245298975	0.709552156540266	0.911066461190612	0.82177811475653	0.964231678645486	0.637868112345833	0.572991255163016	0.82064813008478	0.935266388367698	0.813391982473728	0.949057863018636	0.927285224637454	0.931644991206853	0.938771178587353	0.813951141727978	0.797907002969519	0.928309016508023	0.724772997458075	0.870835064862956	0.873863183163359	0.72570101616098	0.924449249513616	0.908290324158702	0.853266896440703	0.714048418276228	0.741322919569578	0.877028346901273	0.904797390748225	0.880340539659766	0.794495566113037	0.872666962323013	0.635922910126226	0.739874914751892	0.742318998342092	0.912625616104684	0.553881337450536	0.777627851364038	0.831475557104896	0.817982883103914	0.8351231718185	0.818657966170871	0.930703854115255	0.915641637655258	0.901743483646913	0.306858519723748	0.831812066614516	0.758396662751969	0.816268554900306	0.796282271937619	0.908832656960721	0.66885950521432	0.810645828528217	0.871030459853173	0.909318675161013	0.385850011662779	1	0.592366786936588	0.910567340980576	0.787833804345436	0.865041852327375	0.780405353866864	0.762826921138457	0.75354851136105	0.823508468935779	0.855045891883244	0.846149696587322	0.660678189884214	0.725014210845678	0.839904722783497	0.854504184904713	0.82439531541384	0.759231695754713	0.878010094198558	0.948756810906023	0.970876152402913	0.731959086997888	0.816338076722064	0.413994491847048	0.858517085524659	0.675462172075215	0.691949628735826	0.746824632208478	0.700867974138877	0.805853669122083	0.755358707295064	0.81199523737408	0.739635250671702	0.700353884687181	0.884777377552529	0.884634206136687	0.782521031514235	0.655300352121619	0.554908006434477	0.791437812355944	0.848628574089915	0.624407097205299	0.911327394286643	0.903861072170374	0.779085846643368	0.823975685165604	0.523864478781972	0.937135793722558	0.820494989635071	0.811842874941638	0.790192734203513	0.334965661164418	0.780288585680369	0.938231467789937	0.890793684007173	0.830998249351666	0.882749691966082	0.921760174597891	0.636011141785481	0.924719893904089	0.852593728050909	0.693870054690147	0.852433270458829	0.762642402785781	0.888942788248282	0.710388495808805	0.39275808616524
CD163	0.671969506273841	0.608553398319554	0.679441976669965	0.641662735466115	0.638595267775575	0.665597737458823	0.568265988236183	0.572390103024873	0.622768497730828	0.705738598508365	0.586973619781082	0.43520914291091	0.637485646372005	0.725964789469749	0.615042027263765	0.650189597331301	0.658923063570825	0.645754871789213	0.690634988016812	0.620116408862699	0.625005552328863	0.57114144530277	0.708378943397089	0.644282346487627	0.440102308949171	0.423722707690094	0.475953923108674	0.59257951407067	0.510069125838988	0.480674703117047	0.614096357396991	0.619898504665819	0.724302040883257	0.751989202471286	0.665306654965761	0.514132535047534	0.569621438633989	0.697714137426279	0.617035962130611	0.691555094517201	0.636571553741599	0.690614211332363	0.640586191287295	0.499470545662298	0.506205489488151	0.615389543632634	0.629048471996728	0.574446337268287	0.523866835667358	0.573693091183214	0.325795441493094	0.419463866901755	0.406526396271657	0.655013984665102	0.365285071630647	0.634621014339207	0.697447102033373	0.440486425560864	0.751802725882912	0.738174588421316	0.43752217654396	0.521669163712584	0.632468490365714	0.102933329438186	0.427469500553649	0.717375532291952	0.407740575710232	0.481966435557938	0.555339184212783	0.260414372603272	0.703799115433664	0.587041886208626	0.500494433485752	0.397459728667693	0.592366786936588	1	0.593296082693061	0.326741166294271	0.331331398857041	0.601696303163084	0.761594563648448	0.588450497397341	0.582549126211518	0.697827040054076	0.327588186661434	0.520483683670307	0.562277280616228	0.743331175380886	0.519623914547907	0.516348589878053	0.658323856065913	0.425618219625903	0.617821732592573	0.640935036426956	0.537839434867936	0.538228642844276	0.321789982183533	0.485749733921399	0.51059200792184	0.684205486181506	0.728524789454721	0.333284489074948	0.508796792680357	0.637217963019323	0.562508347085551	0.420013337404156	0.499390400723889	0.658344849313822	0.565592293064419	0.520263698292209	0.44265401239027	0.412219362326474	0.592302832437316	0.541514659710979	0.500540579474112	0.680016903469194	0.669346226993276	0.626128901923363	0.504053651286702	0.512935094361634	0.611056636977362	0.518586871467058	0.620989643805132	0.369699566353241	0.442785044384983	0.450421076403672	0.622459719476875	0.746628774354611	0.68332712884035	0.523907621670877	0.677858850770417	0.285610565063297	0.61971879116997	0.580552297627384	0.40948945461652	0.443631187565604	0.416542551492039	0.691084577995918	0.530251361971456	0.389475874276313
CD47	0.846792997742895	0.803635172455888	0.839038542262964	0.914361333272078	0.827602918767689	0.845466102239132	0.70989406641657	0.877471654574112	0.895431167905515	0.906169170840561	0.898298382026064	0.643183858265591	0.878001216271795	0.87852920586508	0.858650333802699	0.926983938216829	0.827309314960352	0.922474482321232	0.691229352337104	0.906431773267137	0.67596406760864	0.864394303798017	0.825047367827951	0.934332476130084	0.615214474968084	0.603884914095839	0.76994016747557	0.927905783075702	0.791108556490688	0.867630080809818	0.9188158913155	0.829839449599161	0.891457624464002	0.76531669037191	0.802550292577057	0.86773627140654	0.704253989373199	0.826041369592268	0.793068213354493	0.728665189135492	0.924427549190338	0.874520610945732	0.898039585685705	0.691350200396609	0.732445644398347	0.856854760396132	0.836065780031605	0.848125818931881	0.775030768484745	0.783755623090853	0.644528881284031	0.646624883389862	0.717208955962561	0.91030517727483	0.615394003271372	0.781988783931593	0.816307629507683	0.816277460282993	0.829139988560052	0.832034249694948	0.881738037181186	0.832759145359796	0.877881034444784	0.336506329722584	0.807583181067365	0.754794685158963	0.789313206341736	0.766714801634003	0.864934588489058	0.610475851471025	0.81355695966349	0.856654875801703	0.900030403347852	0.486333989736011	0.910567340980576	0.593296082693061	1	0.755335706500142	0.804306432612853	0.763518366806742	0.768105428852587	0.727376448025645	0.804320386768174	0.799603774422321	0.796565562417292	0.68170683219581	0.738533086260738	0.834324226658401	0.848139232027847	0.794230583497375	0.752299669566321	0.813393711168098	0.928759895062311	0.939137720960856	0.703161223533048	0.766409568612396	0.411151193914835	0.844471448588966	0.653892799153419	0.73373352386717	0.771848991518671	0.671618949457929	0.810537701462963	0.684555157372722	0.843862048437563	0.678791576022162	0.640888734595915	0.860196963611556	0.84786282841751	0.79592340162639	0.681240832755458	0.643492997621093	0.800619300523302	0.78730706305495	0.629854909161309	0.867620971986741	0.893485759596823	0.810115851955413	0.739194875077338	0.567618589294579	0.919979276123704	0.779312544882914	0.839930079467218	0.753970028927884	0.404702597881891	0.741765747428947	0.931365598637646	0.851980822134727	0.775309799666418	0.890123999716264	0.914075561164229	0.69164361551644	0.874689311964356	0.87754451461813	0.674510676436764	0.854360166374702	0.689488964795389	0.882361339840133	0.697774821812549	0.455274760447351
PLAUR	0.638640860152016	0.650650293885137	0.716655341398805	0.750579231213222	0.796041285039991	0.698203000679577	0.576373627019525	0.700484949937516	0.785461875732727	0.737331717232133	0.833666283251718	0.630599395543963	0.694897501761446	0.671626539230905	0.705681472729611	0.769474608306417	0.599891377285275	0.719489942519298	0.433733769394928	0.793216635581765	0.536544527071138	0.78188772248651	0.543377871665456	0.748237820738087	0.718274368892412	0.69440780267808	0.889826540555847	0.785805713835626	0.639687591979809	0.818909728557704	0.812937981916921	0.69719254210376	0.670174713515738	0.536967690787104	0.58758283832661	0.834702561256662	0.643308062527763	0.696734124765504	0.588092646225824	0.455732583925664	0.743701790203472	0.674602241086685	0.720931106306805	0.777724306513781	0.734767481689751	0.823507856685439	0.629602562599948	0.601782559121437	0.686534703316551	0.666327006140057	0.825321643999471	0.740269052086817	0.847759528952345	0.652233063022822	0.516887344309232	0.660810063440371	0.627188564085434	0.767713004690678	0.571976845384237	0.632923200343759	0.812121363560192	0.761015952482478	0.789748845975847	0.50704501671239	0.789375149350746	0.522979202324986	0.873850438407485	0.737949093419397	0.735103154788451	0.857028527207926	0.55355172462756	0.789406948558706	0.863164635522067	0.439803209326288	0.787833804345436	0.326741166294271	0.755335706500142	1	0.820053412633865	0.686124906466827	0.513546480519757	0.6353584145241	0.732129314895239	0.766726418420853	0.912032071810068	0.600112426275662	0.713338004058067	0.662976960740985	0.781316794964074	0.60517048584884	0.56402189150837	0.826763174033839	0.830749098204965	0.7747382095045	0.581531093460484	0.647341157243675	0.28107398926757	0.717381321158316	0.475961514336115	0.540757663566079	0.615709673220718	0.850668591249456	0.792460060994679	0.543028773789442	0.768667741121176	0.831430339825433	0.709800341096545	0.719421636376788	0.72205110908422	0.788248717673098	0.713307192500729	0.60536632260998	0.719556698950901	0.598638461344525	0.565569862870111	0.662436119771445	0.715072811148737	0.609822944162623	0.793936753426781	0.38604847494662	0.734498721544507	0.857697569045588	0.63095161481589	0.654909312221854	0.3259233533154	0.835709118343224	0.715128714773829	0.660278433027509	0.663875508460126	0.753694412366506	0.713485029161157	0.705940770154684	0.6999507871975	0.701961741458556	0.773614253736695	0.810413805817752	0.881294730481545	0.630034540431002	0.609176185736069	0.421978832891447
SELL	0.765601178057382	0.652683202601558	0.736438244857317	0.826272130235919	0.735645915962112	0.717048476258845	0.561806649418118	0.832300886762539	0.843313566759309	0.793925565718447	0.858960494350772	0.566510896509972	0.820500585141449	0.739220831715468	0.765151240500064	0.843906996929697	0.718347528329703	0.809821182740087	0.465562444990594	0.799842955659937	0.545475363439526	0.810233681307104	0.593703083320968	0.842275990136621	0.56940146705134	0.538059983982112	0.788095763042331	0.810836627745035	0.646939099726509	0.858668499602035	0.813312183824046	0.791609988920833	0.765975715748628	0.649766429537055	0.611920822783193	0.87646393808992	0.592699860839127	0.679792773615207	0.73804014276912	0.512353444739781	0.811308687070126	0.759818775602859	0.727762119411987	0.668616621619932	0.619565204444455	0.774868161527488	0.776902492283776	0.77140405410543	0.701251594054249	0.722309753823126	0.654190716255609	0.64453582569161	0.726824316980487	0.761039898600335	0.488039757163518	0.646845449608126	0.642357311138559	0.788979345798565	0.675890405490049	0.697207113612956	0.90242914365326	0.790020849863111	0.772528795399711	0.424154374836816	0.737527776324477	0.550284453560975	0.793134049052386	0.727704478998651	0.829454290026476	0.656728680248302	0.621402031884545	0.755978443330395	0.867727002968208	0.353494267282589	0.865041852327375	0.331331398857041	0.804306432612853	0.820053412633865	1	0.638266850376817	0.523984024634039	0.614252646668095	0.688330628886894	0.731547226163608	0.850413565938563	0.585689879481946	0.627997674132671	0.700083788471993	0.751317101388378	0.773146372757298	0.596598667712348	0.838433685542597	0.853409785755038	0.843129525335869	0.551255585301905	0.72151691207874	0.277778743862837	0.859459703692082	0.51783426599952	0.531489582005979	0.597394720904027	0.703579020418322	0.744283452056546	0.602554218135211	0.76565847816271	0.704458541897898	0.540654512673305	0.74847826460347	0.739745855155202	0.712328564903555	0.571983027041876	0.47635883007615	0.67663230156026	0.745682569737608	0.53753494446811	0.743664739749856	0.771944610810172	0.641849067369001	0.761608833467811	0.360947924831814	0.838010482240929	0.746827854622202	0.754257934965627	0.72554066123142	0.232819747270647	0.737430407527624	0.828333616716529	0.707366812152918	0.719971594647567	0.809392462168792	0.792336984253816	0.58591583448432	0.80939960663219	0.754713275314095	0.656689728131008	0.844453458166364	0.729798329497361	0.73417309614551	0.596400157021575	0.401353607428519
TRPM2	0.648939865755111	0.836924742807292	0.791406482898297	0.82543667143574	0.852150675112238	0.84228434074485	0.814182050045273	0.830383430227928	0.825427882855873	0.8207806845609	0.791003496006934	0.654336212980815	0.677875441521191	0.785506780472391	0.732535937952708	0.8144100023137	0.737007706813543	0.825154237041488	0.707646810886849	0.844028266866233	0.837301561730218	0.84245703284834	0.784162183123103	0.789322526432285	0.809254378307691	0.751641113114056	0.816710514355005	0.854828563300571	0.811764685017063	0.792218041072069	0.831302772448873	0.703474439055726	0.748340410818929	0.583168982573597	0.797269901060214	0.752179020332127	0.830934362252204	0.831188846590695	0.546241044266312	0.795779390277964	0.814192747634907	0.766030416134061	0.822585114701272	0.622299218667231	0.851422480630084	0.859668540759812	0.608116277275638	0.657032497885118	0.83746618156619	0.692063648216788	0.658225796312156	0.771350886247773	0.765638342046277	0.750631244856265	0.757016723696409	0.775987223912159	0.822128970568142	0.802300091883836	0.800622062187581	0.662303239864704	0.753314065255618	0.833959487882932	0.853939522673216	0.466884708729093	0.759923153061711	0.757274785104047	0.720719158213354	0.764679895901421	0.683187311435523	0.68855130473414	0.76198584601745	0.807675917661065	0.74189545038827	0.549960458639311	0.780405353866864	0.601696303163084	0.763518366806742	0.686124906466827	0.638266850376817	1	0.839754628988858	0.859765529777198	0.818600668400005	0.752884319715115	0.721041021828156	0.639941224451133	0.853038269033465	0.766744173924477	0.765703113088928	0.659714005895405	0.810373771279502	0.705449304013706	0.823611422635545	0.799662461183515	0.792767900527097	0.772270951043193	0.598650425559974	0.603889018946562	0.732434222434567	0.763203723027058	0.74356791467721	0.765400561755696	0.815670324710711	0.582314340471154	0.813544867217847	0.739511322507031	0.739949361259505	0.711538651512142	0.706245354928297	0.740978382200721	0.68578349121394	0.66902405214252	0.833560743983214	0.575372106335148	0.725211286637367	0.770267464368815	0.816996628957238	0.827281211745499	0.807359513474115	0.700637325153478	0.753821311766579	0.823960847824056	0.699605507622354	0.446135866881411	0.569325959630261	0.848668336137268	0.724601138421752	0.788433307560504	0.698112904516363	0.620929956984381	0.756115298167086	0.593899391166877	0.6983751116466	0.766740093707366	0.802407153646784	0.625657082060952	0.769750263553361	0.747326374409996	0.752213972943123	0.483902806180902
ALOX5	0.721447008319321	0.839756024087228	0.807061371068874	0.818557983034633	0.799663108480369	0.85191947011699	0.802800720034683	0.80332575748851	0.799005365020737	0.851159875247168	0.725315180366601	0.506381826792319	0.739424095222355	0.844821151380567	0.751752390381956	0.819368100873189	0.790610488618604	0.838540999836645	0.806824500048668	0.827557437022487	0.746106113834719	0.794592202977923	0.892165061275113	0.805828934055207	0.670809340189027	0.613005995067878	0.679098201976991	0.799592971851909	0.802830872332489	0.735455380444236	0.805917689065766	0.724246873831577	0.817405196176069	0.699628381290423	0.814487515284008	0.719418214686978	0.79236636344865	0.843426117465057	0.631211312614316	0.881175009502969	0.815303868639435	0.847588794156924	0.809613730965788	0.568954366126038	0.752021213423682	0.787156712132489	0.685735747621427	0.733814871574379	0.786742178676856	0.675044982881796	0.496615433669007	0.665041509552942	0.608465012737085	0.81761219898986	0.65548115378706	0.731790010338822	0.863360707879695	0.677117956461849	0.85016396674077	0.725906437072128	0.683007104017241	0.725169321125137	0.816272094513887	0.243495562591509	0.675476865635626	0.839623822052551	0.566312553697684	0.760207754681284	0.730576820690786	0.46575300594674	0.855965046665286	0.747126562965496	0.682542811227846	0.497486443084583	0.762826921138457	0.761594563648448	0.768105428852587	0.513546480519757	0.523984024634039	0.839754628988858	1	0.815353033418677	0.790711488727484	0.765221361895411	0.549024677548938	0.61473635772526	0.744107285330922	0.77951247665403	0.742449804793892	0.653017544246916	0.802065158935932	0.616982167828115	0.800191828067664	0.802177770675762	0.760390846582569	0.718446259052124	0.585533875933976	0.596071396323858	0.743978541379882	0.814444024837559	0.733314207017798	0.605173601650596	0.783796300788829	0.548954303758293	0.811157855868959	0.542680826474644	0.638319699975617	0.725066486793882	0.7089057193621	0.699137039122088	0.601660305732703	0.549723850280068	0.762214821095624	0.59092679610051	0.672032238074358	0.80618131496925	0.850468173594576	0.850497760971512	0.688976232074724	0.720453101641448	0.763657556468217	0.666580931995964	0.749033635318488	0.47058020075486	0.480348303843749	0.658140654715767	0.774667908841904	0.838742899502226	0.715000499987709	0.61603951517668	0.763715659614394	0.43619227927388	0.727972308188767	0.758817716431198	0.593633371210554	0.579119743243818	0.594857018646647	0.830574602277974	0.736477320993394	0.393350775379724
ADCY7	0.616136266361252	0.830147124725253	0.777336816027325	0.798204048185478	0.849473833825231	0.867402090907496	0.834220917337969	0.801222126362225	0.829878114994905	0.817298620392661	0.723133174319536	0.584004027937223	0.631266713944022	0.792090779789917	0.715212999309092	0.790377710868722	0.76323266985198	0.800434877811025	0.722256661184937	0.837917742454662	0.832067524410969	0.847226192135303	0.778696882656142	0.75466925434931	0.861968260068661	0.780830977598998	0.80698135321173	0.806723523981564	0.790417245856308	0.777189509065014	0.791693345252212	0.680698211891546	0.724313439460221	0.52994682405327	0.799011882528066	0.736829475933871	0.845509578627069	0.875623560234544	0.508423844636198	0.832759083465528	0.791788092548242	0.766080841574928	0.811148180256193	0.56964966360073	0.878947072872555	0.863891101902871	0.559103500372392	0.630251371692095	0.811441490646005	0.686177929055855	0.56823818178191	0.780739635512856	0.778218110124089	0.741494259030301	0.707106023802423	0.780754598944679	0.834436285322787	0.80550366973342	0.781997758897661	0.592301344740953	0.71808893803678	0.826013228037015	0.83879538540286	0.437687974635015	0.735930066807355	0.775158529862946	0.64269382491715	0.7788333284803	0.644322735541896	0.709931631850466	0.769559565494949	0.697373144838	0.680165912897639	0.574750211672345	0.75354851136105	0.588450497397341	0.727376448025645	0.6353584145241	0.614252646668095	0.859765529777198	0.815353033418677	1	0.818785963923923	0.749946850359999	0.685082166005604	0.64851473684554	0.844061782665763	0.778318290307546	0.741214466773996	0.565468975229254	0.795091444987804	0.642943543252853	0.801506303172722	0.774007347749194	0.772255812528731	0.765631338273654	0.644297436234924	0.530546731234816	0.730893965769623	0.75179893681223	0.703711004352276	0.815911105703316	0.841029698881748	0.512487403089776	0.823553167862103	0.730199194336804	0.76309660090316	0.621300184201463	0.662505269836176	0.732273514303854	0.690898004256516	0.669106708215819	0.763757980256149	0.499716923349697	0.72190454618956	0.744492507202061	0.780385734694503	0.766464540366857	0.855342312687829	0.796186869176217	0.73741278617827	0.813110618884734	0.68471405006232	0.374518402518429	0.609949669059286	0.848330374633713	0.696581447375178	0.779662136852785	0.679235226914029	0.581385508856166	0.742077779365661	0.526199628686666	0.644217300456483	0.710339903027627	0.772601203889466	0.52899430404004	0.79864249911777	0.729616284457135	0.796769283506597	0.507626434027924
