""	CD74	PLXNB2	ITGB1	TLR7	TLR1	TLR2	SORL1	CD33	ACTR2	TLR4	ENG	PILRA	LRP10	CD81	KCNQ3	VSIR	LILRB1	CX3CR1	CD163	RXRA	LAMP1	HAVCR2	ITGA6	APLP2	LILRA4	FPR1	ADRB2	CXCR4	TSPAN15	LILRA1	CSF3R	SELL	CSF2RA	ADORA3	LILRB2	EPHB6	NCL	RPSA	NCSTN	ABCA1	KCNQ1	LRP1	ADCY7	RHBDF2	PECAM1	TREM2	BMPR2	ITGA5	SIRPA	AXL	NOTCH2	GPNMB	PDE1B	ASGR1	ITGAM	CD63	SORT1	UNC5B	STX4	INSR	EPHB2	P2RY6	TREM1	MERTK	IL6R	CMKLR1	CD46	CD69	PTPRA	RACK1	ITGB5	ERAP1	ACVR1B	CCRL2	PLXNA1	ITGAV	STAB1	PLXNA3	ROBO3	PTPRJ	NOTCH1	ITGA4	PLD2	KCNN4	CD44	GPR84	TNFRSF14	TSPAN14	TNFRSF11B	NRP2	NRP1	RYR1	DSCAM	SCARB1	SMAD3	DIP2A	CD47	C5AR1	STX3	RYK	P2RY12	TLR6	FPR3	JMJD6	TFRC	RAMP1	MCFD2	CD226	CLEC2D	APP	AMFR	TNFRSF1B	PTPRC	SLC16A1	CADM1	CANX	TNFRSF1A	PLD1	TMIGD3	FAS	ATP5F1B	CD99L2	TRADD	TSPAN17	CD40	SDC3	PILRB	CD4	HLA.DPB1	TNFRSF12A	EGFR	SMAP1	PTPRZ1	PTGER4	C1QBP
CD74	1	0.913701432460181	0.931125570515668	0.952122049014089	0.923475433560714	0.941704746707609	0.934668674220587	0.942935835407661	0.960530220132959	0.922112116512177	0.891195837566232	0.873847565391495	0.958762109386168	0.914342990026859	0.950895301435935	0.959201226525961	0.946892404980142	0.892514693021607	0.894703678480324	0.961662975453235	0.879240716197171	0.876687108073988	0.928118948839883	0.923239818132976	0.822862631257549	0.923957407455898	0.900542194226743	0.72146459222523	0.670789963472748	0.797612236184316	0.9551747356187	0.908180234789978	0.968329414959327	0.942470903499543	0.882671441072193	0.871142080184222	0.921828813151213	0.971303921599673	0.927953783201122	0.899101984923991	0.903369382737433	0.925696847186756	0.946456786423177	0.923832292369544	0.969272471244433	0.879309325347622	0.934115986689984	0.931258265290524	0.92032370071363	0.974373967777289	0.916651762092905	0.786377814661575	0.852733231270063	0.728537415690258	0.927492797234427	0.831188908284044	0.918352566158981	0.926171377245563	0.884852111988731	0.783030961214956	0.914917542731763	0.815048380003857	0.722156217484289	0.864570051293606	0.958138330959935	0.850371658908713	0.954465066726467	0.717034858191725	0.908886131370064	0.968847212935941	0.906844843689589	0.831964415045946	0.800535961397819	0.842473794873998	0.853359527417946	0.900572181037532	0.87760281947647	0.750388389012898	0.671205016272321	0.933806589190394	0.888350575770097	0.519203756496107	0.841591068735284	0.846491165648529	0.883744027051986	0.908568429360727	0.956607114290344	0.922880684016334	0.687275071098073	0.855950381102605	0.816443289513346	0.857526559356277	0.603320380909387	0.926584775053709	0.882487876850069	0.833406038111717	0.92921996659528	0.842727968318512	0.882306978917656	0.926257018544426	0.761454420916124	0.932470290131664	0.809147628820552	0.847003474005598	0.807934559433092	0.813641064980979	0.916658303886082	0.792303574685699	0.832766268187643	0.82812654563652	0.849408075057621	0.923376117202385	0.947167266138758	0.894688965620048	0.953427243741467	0.925411953846231	0.948642202937109	0.856881040147686	0.79207757301553	0.817277928311952	0.941480224598519	0.701691315780011	0.909372544849125	0.848212683864673	0.882927072536856	0.574036128635869	0.684459488707205	0.935078761644023	0.954362759128515	0.873091824517252	0.411105305160949	0.960165439716155	0.251212868310672	0.860473330616956	0.964440475749833
PLXNB2	0.913701432460181	1	0.921058186409825	0.908473049865339	0.890932686131625	0.940560741764024	0.937066773834038	0.908338905606471	0.952215850896049	0.938326845849693	0.914162493028088	0.879535123544975	0.925275720736747	0.886689768597761	0.934663697913003	0.882653709483002	0.959597120617964	0.926285793103435	0.777215704651469	0.933930741660572	0.881633162645007	0.897650255354707	0.885932503283503	0.935734706569453	0.820756402799663	0.94356778890842	0.911489265422201	0.762582839038208	0.765306679853285	0.721313875260576	0.949570912793089	0.92725428386331	0.957947764402626	0.936018763488307	0.86258157024988	0.8798801633785	0.956564811420782	0.918395419898816	0.922556116793424	0.94223350951773	0.91967636526582	0.945033465667158	0.941629448351387	0.953139995770274	0.921795255494254	0.87027031482963	0.9237800540691	0.936494240018206	0.92540802780095	0.928002373405542	0.906863272175764	0.766388787260706	0.906677806636358	0.555431590650907	0.946990267840175	0.809458559043301	0.937442292781627	0.937138308098879	0.94094119427785	0.720699013831444	0.904375983711044	0.842281121283879	0.830000561758489	0.914364768625001	0.943631679263858	0.879686247957258	0.920279624787353	0.830911622023566	0.946841397145108	0.91708070922868	0.932977727999799	0.835133933179771	0.864133761724126	0.870852516786248	0.904608075347541	0.935916119406396	0.881987224938735	0.857468269932664	0.715603392404129	0.93232035394135	0.895462486350915	0.349100988139109	0.882904946417399	0.854127623564399	0.791622901724045	0.90675142011425	0.90342922452872	0.958258407724747	0.787434251787951	0.893115111089638	0.913760775847064	0.884572566066007	0.760320763298308	0.924056797322519	0.880173033282582	0.935967595164785	0.889060373888692	0.912879031264682	0.912865901132835	0.922774621091966	0.848895120718386	0.901506900069274	0.806275929434087	0.896500688547784	0.894326180511248	0.860401469628623	0.917293719031474	0.884221731097879	0.8530157835794	0.872617014283919	0.835604606151822	0.955577316271523	0.948917189529956	0.903471451785114	0.883200024878612	0.934868801465275	0.953528950989922	0.883512525467201	0.831427992799111	0.881466373004621	0.887000264290558	0.793563774490986	0.884363372620171	0.840187117041936	0.872325091067257	0.664188525200901	0.79064752903606	0.930648595117542	0.823048938632625	0.895458931223098	0.525859930266048	0.923004074389867	0.376802848657335	0.902688860279015	0.910452225414629
ITGB1	0.931125570515668	0.921058186409825	1	0.925788696003226	0.901202160164139	0.946428102775435	0.977944266846262	0.931713428981882	0.979567662251877	0.957534910973337	0.969983440206069	0.961495951823984	0.969641138436724	0.978678916443102	0.947628850891336	0.870220542782563	0.946610707987969	0.858742468347743	0.824618966527527	0.961837604588669	0.978798327865064	0.975409848732142	0.955776846832678	0.985010785860817	0.937657044099214	0.952223184479278	0.920652252026288	0.658158628153345	0.790939252652947	0.708166895849663	0.911315842435481	0.875963665747629	0.95942727936726	0.963963905635372	0.845593307219563	0.909323661990327	0.940387072274227	0.962033700419545	0.960872260376469	0.952660005657432	0.967245723459922	0.968947548590826	0.946818150399564	0.929625382716736	0.935639157700292	0.972818827985204	0.967994862006373	0.933764809307027	0.989338511377718	0.973179373389886	0.930359382494831	0.913864955732084	0.855933562007835	0.56241366381535	0.958205273692536	0.94627228625654	0.979100989977663	0.956810383181623	0.952781139132784	0.655330146785	0.930317298673714	0.851044530858166	0.802653987139038	0.941055672300162	0.952014285956563	0.952266175522327	0.972299340858872	0.765080456855295	0.95938226422089	0.956322177422412	0.94485974131531	0.80060711279216	0.896237273762874	0.949014974987226	0.911390096101739	0.976228083172851	0.896302886139615	0.879412838189135	0.676041768054177	0.956440551089859	0.898708709602198	0.29520545897109	0.882417366894624	0.930402180402746	0.806165251060306	0.93092436169146	0.961286282278852	0.944128163502539	0.787986217277099	0.961045679606092	0.908032617212183	0.802893716954498	0.684881950249472	0.953827256625998	0.920979726984907	0.869757206883324	0.972304708085759	0.877074181459331	0.933336592349947	0.917250099761731	0.838368429640212	0.911684970115578	0.930574005471553	0.893732420336584	0.840395960060333	0.928632051194382	0.979158088351494	0.857330004545823	0.830796416176443	0.861948309628568	0.829495541816279	0.936899877455366	0.956278344822556	0.918569391758563	0.931404523543318	0.977400483581193	0.942695766482281	0.942537950615892	0.928420135996602	0.925851239830341	0.969281263865129	0.82405582106289	0.9478584429557	0.867326216179293	0.915525475380843	0.621567722729503	0.689955874325378	0.961170664989824	0.827360399355072	0.950458467288774	0.429785664378058	0.975517286473959	0.273927366065738	0.830957904655107	0.972414641022218
TLR7	0.952122049014089	0.908473049865339	0.925788696003226	1	0.940180067996128	0.943450222655491	0.923623016728652	0.960830058422072	0.954184830939084	0.939277594487204	0.911602695703768	0.872135169523386	0.940392731030106	0.907007053798494	0.912696518366981	0.92704399158677	0.929729360843096	0.884003013488164	0.879498510405028	0.926659516012028	0.873672058623189	0.888734337739015	0.935822832014628	0.933217983136733	0.806604341073173	0.905017201998647	0.907812679316926	0.704429461466681	0.74808811957603	0.788548900108966	0.93235342124274	0.90812557825211	0.953540730745235	0.916005756130131	0.826036707321141	0.867297360702174	0.926633944801931	0.955686246315955	0.899480734175266	0.92634144670742	0.91755107408875	0.924450028597123	0.914615510426321	0.904166669387068	0.946279116316361	0.876194914972143	0.907826057818542	0.934600585945846	0.927528598897155	0.967406041610944	0.917114552154033	0.770840898881468	0.863659879198809	0.729502576387742	0.918599906009853	0.830083767183615	0.907588782437457	0.898774058090933	0.903335902413061	0.738724666440246	0.916370825773452	0.841717852625578	0.736033508559378	0.925011311140225	0.923277367195208	0.855110847292472	0.937375894534967	0.724276627154933	0.902863929714256	0.954277419313654	0.92108475618937	0.877415782884416	0.798149781700565	0.836805197263685	0.83218607910773	0.910918625050059	0.92000434386414	0.759489742754697	0.754280711849736	0.922278725781051	0.855108234386304	0.468118710040225	0.88154580273812	0.832929573449466	0.884646204036466	0.896055389792487	0.90516822031215	0.908620637720236	0.756574821546747	0.844029172489026	0.838737033595896	0.84110430981093	0.615797493557486	0.896859976886113	0.874343443782196	0.840976955765813	0.922973543501172	0.822000029248427	0.894347238655154	0.916590844229362	0.785524036022943	0.919283874147109	0.826959591760152	0.815258251510069	0.801530765453583	0.808226702274924	0.924246633076415	0.795803360225896	0.832412725154806	0.817066470321031	0.891296002853272	0.932769136047143	0.954237420175529	0.902095317729434	0.945172877096801	0.928481574487633	0.934395716015756	0.839520092825538	0.789614858889693	0.833331870605	0.932689043990151	0.741197102786377	0.922357121852757	0.875535795253059	0.884070069009699	0.55182668574187	0.67917687791553	0.901759772533773	0.919419458177299	0.845487662494442	0.397517977152514	0.936342575179668	0.24379913163229	0.864401639568517	0.934231137661005
TLR1	0.923475433560714	0.890932686131625	0.901202160164139	0.940180067996128	1	0.936207105548143	0.914505525986163	0.898725389564876	0.94070257590201	0.909699357525924	0.868922949342609	0.833458667999337	0.898572475270175	0.852681112980812	0.930884254824814	0.90053919594237	0.930755463036349	0.918338378796319	0.842970623728961	0.912770684613838	0.835714334500286	0.857469486069146	0.912925139920531	0.911723163850022	0.740440621712387	0.896444904520615	0.920404632283632	0.690099793233386	0.711289300936203	0.781361949948374	0.931857649945523	0.892518242037922	0.929459042407776	0.89245122350661	0.824127582912774	0.838581238691255	0.929761416266315	0.914215182923533	0.874676374142636	0.901219007004368	0.887367841681851	0.896427883207864	0.910256964902201	0.900658807343323	0.907869934901898	0.828137303888138	0.905739057716643	0.91368294352992	0.888157601236127	0.929562314633631	0.894373096746438	0.699267434892519	0.834753971660998	0.632406548965266	0.89825737122451	0.766498189788177	0.891342607242815	0.897400862514007	0.887929998773251	0.741863117489392	0.897391441191832	0.826348089589048	0.710978391624313	0.912979881097294	0.910140588332025	0.830714416361246	0.922804767212369	0.729070318607352	0.883470905950672	0.907645202552781	0.895236173999159	0.864329597297441	0.79955231245736	0.804757708230621	0.8347024189386	0.89743849999595	0.8540001147254	0.771040564186722	0.711665960598993	0.930878820207537	0.876772787324495	0.463065221014062	0.883013599758289	0.8108185712334	0.821057817421396	0.872960729432363	0.88720533740293	0.895697182861036	0.706763329941263	0.816292960526548	0.838056820052451	0.843107244349405	0.656100515794682	0.86728022047193	0.817406500829638	0.833788793438316	0.873073840347609	0.835912603713198	0.878014776796107	0.909290815341812	0.823199155020526	0.93842899419806	0.748026250699202	0.816289670705903	0.8158516763803	0.801724797574431	0.899119109628593	0.843050443816538	0.837869470628754	0.817732572244221	0.834406118153778	0.921658903375971	0.957580188448871	0.838128779277564	0.89480413147405	0.907998745036622	0.922867517063117	0.835980152701629	0.754558210396844	0.841443185787736	0.884170893982232	0.757215905654775	0.871100470541606	0.855444990328639	0.85147424020541	0.537816775013952	0.686302234956173	0.884460408978878	0.884910092241841	0.805613593855056	0.418401979857884	0.905439561542556	0.262436968390898	0.849341712149872	0.892846934211188
TLR2	0.941704746707609	0.940560741764024	0.946428102775435	0.943450222655491	0.936207105548143	1	0.954188955818291	0.929922003600475	0.976595607652868	0.948474196859305	0.928052715837409	0.889670081353603	0.93870231991096	0.904777286673241	0.954966814009903	0.896345202405129	0.972060210514055	0.905080303205374	0.860611422241058	0.944417591608465	0.900838108401918	0.914475892031914	0.925288942238123	0.96338969163829	0.825112772687039	0.94182212154043	0.916967359931923	0.77900087298571	0.746395451802699	0.753769460826556	0.970726678636869	0.899488139782645	0.968231898590726	0.93835984993997	0.858111294675212	0.920547481978934	0.969892287719793	0.944803401339752	0.937345867713924	0.944131332704542	0.939262205698351	0.953124364738803	0.958208490443536	0.95813906384828	0.947217599748567	0.886697295404973	0.947888987442346	0.952651925492334	0.940323500730383	0.958125798201092	0.952888166321642	0.794192949655746	0.888056920336491	0.612847228373297	0.96426383125212	0.833390017604091	0.941196864608609	0.958632652900031	0.947827160786709	0.739138314471895	0.930764011081852	0.836916727014588	0.817999995283238	0.930092412822552	0.955576492430379	0.896876742716479	0.936728489430751	0.80741102471521	0.952024916504227	0.935609336927601	0.951657808696344	0.867482625606803	0.891250482679801	0.867789237275587	0.892256882640719	0.939788008408044	0.89378232395365	0.846075927592534	0.720895195127098	0.927804841278016	0.91460515153425	0.448464407342171	0.875510793371012	0.860215296654979	0.854978416568331	0.910229602466393	0.933108634690406	0.963629542829671	0.768279140313079	0.895956668595114	0.911544208780036	0.888842600053322	0.689876130899472	0.924494873262248	0.87996955351512	0.917137510816833	0.921977524543109	0.90469201439468	0.933768504763043	0.940168683259766	0.805076937358294	0.953424492171627	0.83282379911811	0.905910309088882	0.895331179502011	0.850095148612923	0.930873122085615	0.876007882035631	0.89270467132057	0.86308079291888	0.858486561933549	0.974680783106358	0.977892527966139	0.904828517098242	0.931266883070692	0.952363360773107	0.963032051830609	0.874476377295355	0.816679076977556	0.864723834374978	0.920630931208091	0.810995734019889	0.896299976855955	0.893100247780079	0.897855817937013	0.622010135116179	0.756581568831683	0.936178632650616	0.882435301359744	0.87607763145365	0.465968932587871	0.955085466056522	0.313607266803388	0.905841564998065	0.933840497369735
SORL1	0.934668674220587	0.937066773834038	0.977944266846262	0.923623016728652	0.914505525986163	0.954188955818291	1	0.930617354631211	0.978444879151449	0.969185054021182	0.955825816648543	0.94937030312895	0.959910580226686	0.95678869718728	0.960743499209138	0.900324536987151	0.965857600604808	0.910494779900131	0.795965676898755	0.967314491499579	0.958242210060442	0.961185702716543	0.926485530862133	0.971784707837488	0.907282587329289	0.96240452733088	0.947330577598966	0.647186301756274	0.799403745297724	0.718806005547928	0.933578874194392	0.911517245609199	0.966435554215318	0.965582626605339	0.858822164529315	0.899395619429992	0.942804353782809	0.949281754217447	0.954756147235307	0.940713256094403	0.954916599442784	0.958500101887411	0.970534618289688	0.954733635656131	0.929929272948608	0.946898689169942	0.963374007597283	0.936649747857772	0.973662584465813	0.961951200414817	0.930211354725935	0.859146371901376	0.873641993408896	0.536167720664852	0.970567312502556	0.896059752199239	0.968889074495097	0.978031040536151	0.937933523923994	0.640168128420249	0.932838736441289	0.867499292777007	0.798192607360796	0.937068195306503	0.967485197729785	0.943157748175696	0.966589690081741	0.757530581442707	0.955197414789381	0.946040336552553	0.954069661285478	0.804931055500474	0.898331290950479	0.919647278572833	0.907061425435333	0.971392620372909	0.907010248140663	0.881306544208368	0.665932192459123	0.962349823143571	0.896486098619623	0.30177817717017	0.883074698855929	0.912813497525432	0.778297826214899	0.928206437785397	0.94419979257552	0.948257587384265	0.791903048926079	0.94780261560792	0.922252666942302	0.820788678834507	0.710931417483996	0.949628937820333	0.914085308401189	0.884910052441258	0.945244620527379	0.877454033287699	0.923827830422548	0.931290296119037	0.881128172128465	0.925073572993212	0.881300391847098	0.88779369165347	0.851682271221631	0.911219122384418	0.951647877510578	0.884570129567658	0.846482982862929	0.851337501545742	0.814360255842871	0.943522858975623	0.968793363083867	0.911944764175324	0.90704633201411	0.963234697874893	0.961783639304256	0.941585435796818	0.910520809799573	0.915882443972825	0.947090118647209	0.82442158080234	0.936552070046747	0.863887129111893	0.931657841536993	0.603820098963612	0.693003918931454	0.967324630625073	0.823021586331238	0.933593183906465	0.426548646822454	0.961282639995655	0.269884406271543	0.827566165242434	0.953192425255823
CD33	0.942935835407661	0.908338905606471	0.931713428981882	0.960830058422072	0.898725389564876	0.929922003600475	0.930617354631211	1	0.947649654841556	0.944206465194974	0.924523001336641	0.922393102990789	0.934678346379714	0.941758358971752	0.894716184686109	0.932978665430957	0.918862468660958	0.875615770900076	0.818091519948258	0.928772091657975	0.911541153097706	0.919664216307933	0.924243644057879	0.925162714928076	0.863618748558419	0.909692609365278	0.911265335789316	0.669969720415571	0.796421804242484	0.760645976013087	0.907306745839772	0.917676573767566	0.955060904419381	0.937711119332328	0.812499444606619	0.881003485066483	0.909652829104336	0.969452646306253	0.928031251251139	0.911932981204919	0.917303110015433	0.918792131695034	0.926434925087913	0.899606326572607	0.934472462121087	0.916186109897944	0.890007140652847	0.917856922573234	0.933199390845489	0.966483123791225	0.892245528248969	0.815755042124034	0.847300828790354	0.660094346269442	0.927734443225041	0.869699010963009	0.906323515866115	0.912260429729609	0.908810982941953	0.694628830231877	0.916473471755697	0.891069175953625	0.750745345445263	0.901512145282949	0.904939982845026	0.894977465959506	0.931895730476254	0.719589113112059	0.9197441702699	0.97198329279307	0.920216966435026	0.842128107229315	0.805237367029297	0.870488818733986	0.846467256902043	0.901328646790029	0.887986390488512	0.781690627228975	0.755906793120395	0.910426897516601	0.845358343257144	0.38599670355928	0.898049664496148	0.864155418263309	0.839101450876952	0.902693277725676	0.920421784350213	0.907739145457796	0.800006518444383	0.879080817110211	0.83151809133438	0.834653291730717	0.635775405813077	0.907655037345717	0.891387951298722	0.850495634044171	0.934765415058602	0.800071777871221	0.888471626168489	0.892997971106188	0.814000917745894	0.888728098902241	0.867890765046095	0.816864043388506	0.781991436781519	0.827575853457627	0.937331505090382	0.802102433399283	0.806987127986288	0.80708728963513	0.885778910234662	0.918491922984589	0.941218857247656	0.919485807327549	0.922810624768733	0.926163595789777	0.94998326349452	0.854908736102461	0.845018078718131	0.838063509346802	0.954556087381156	0.758904282775063	0.937113571503906	0.89287682975079	0.92504210905927	0.550424025460182	0.644840225733685	0.906602410804913	0.894549039407935	0.878560201814893	0.385180891613204	0.952280552055725	0.226261352831946	0.834613664379468	0.950718871702622
ACTR2	0.960530220132959	0.952215850896049	0.979567662251877	0.954184830939084	0.94070257590201	0.976595607652868	0.978444879151449	0.947649654841556	1	0.967229141588773	0.955385927307498	0.92936136693791	0.975487683871402	0.947859239306297	0.968828102487451	0.913370197869628	0.97857154911656	0.919835232726224	0.847758270387361	0.973025200765502	0.941265524623231	0.947324448960057	0.949663419427393	0.985281942017557	0.87831712558105	0.97379495227126	0.947263162017324	0.751830519405559	0.779574964255109	0.762085283017476	0.9596975329607	0.924188068163144	0.986522103735766	0.969358846733179	0.883607920172484	0.923200723457639	0.978974712171266	0.973344963928329	0.955823884123785	0.96395331950703	0.964823114489486	0.973673057710226	0.968247152400934	0.966188324162258	0.956621201177109	0.933220422940711	0.97263221302878	0.964217105106792	0.971959429059395	0.979425666628408	0.952031757513569	0.843463025640511	0.893142834610865	0.605696891463467	0.975043622127158	0.884786731876537	0.971756385799021	0.969352581111762	0.963612799687305	0.726370765132322	0.946556489788613	0.854672917322215	0.822398031101225	0.947839429251479	0.972133072255852	0.927784803959352	0.974665652571209	0.814119683241436	0.969069378618364	0.967947002339532	0.959616581937154	0.857926481573297	0.892048360099956	0.918041595451668	0.917475396726831	0.972664102219061	0.911686942272825	0.867728441613942	0.717106696442452	0.965936554806466	0.920491761918428	0.382243815534743	0.902932458457975	0.904245143511329	0.844858928458328	0.944480669577287	0.958771159018036	0.969171509569419	0.793958573923151	0.934252093831221	0.926422250569893	0.875326918654952	0.714893348717423	0.953354302593066	0.91686875752311	0.909766040134426	0.955823571325183	0.916399166656325	0.944402636997854	0.949326595928848	0.849559365654127	0.947960971471949	0.873619035737866	0.911978349869359	0.893208567513407	0.903653904959863	0.967970666301396	0.885831106426003	0.881554532745532	0.883012898744976	0.853442399540015	0.972925858150475	0.986085962241454	0.925201117167949	0.938664990836268	0.978388660387263	0.973156929179944	0.914608185696777	0.879251060344726	0.911843641812475	0.953820608301648	0.821774787372251	0.942852612161464	0.885190295421509	0.914260840981936	0.634358932874704	0.750028398391657	0.97101349423955	0.88048606183521	0.925387703925248	0.470817017139028	0.978229454915996	0.310942796397914	0.895960397169533	0.968420241986985
TLR4	0.922112116512177	0.938326845849693	0.957534910973337	0.939277594487204	0.909699357525924	0.948474196859305	0.969185054021182	0.944206465194974	0.967229141588773	1	0.938201027409483	0.930234769099445	0.945196923318879	0.936122886464518	0.932959319179938	0.901961822833253	0.957430994693186	0.908850788185033	0.792727265450129	0.946453427204044	0.928375133791216	0.943041637090045	0.91870973986917	0.96164728719968	0.879606022145089	0.951308528463273	0.943864942200678	0.687504168783387	0.801089241950249	0.738176377510875	0.927306987820196	0.912667421469224	0.962565830914311	0.96108033126855	0.853009176363753	0.898610086099477	0.947167033083693	0.939773717237487	0.92999388093001	0.955593947420664	0.947391159119481	0.951415750695053	0.952667080206957	0.941537253988548	0.929164044730852	0.921161925392404	0.933863733252713	0.947088543972953	0.964175059521689	0.95667046961129	0.914114914338462	0.831435474268022	0.88984785159386	0.564416877254538	0.959232406738729	0.866064051843033	0.952117754717399	0.957915102438598	0.940411496433749	0.658675941083815	0.934052699937036	0.873779773925977	0.797818117409701	0.940525050108256	0.945999821330877	0.937190693725358	0.948288829020609	0.773199839824954	0.941264992059412	0.938599111099682	0.94650658593461	0.844680620886793	0.873615480020171	0.889593125276252	0.885269084647697	0.955487965915924	0.917765262084112	0.858706444578984	0.685760012579845	0.945378059822522	0.881331105398876	0.307812881178966	0.880777567201028	0.890450122321049	0.786825926765893	0.918915441167587	0.931859591511051	0.950230284213396	0.79656946450124	0.928923262452406	0.904956012862172	0.845879888400581	0.753328225109225	0.94439337281196	0.884056091998131	0.885274789748172	0.926469954183054	0.867666951440611	0.909709231000626	0.912038727749569	0.860849079542204	0.908273323614228	0.866916530851485	0.87958340601586	0.834571739820726	0.869451908490553	0.947427528742873	0.880272563588715	0.83109944961973	0.837726437370691	0.837497030092288	0.942152758118337	0.961064262371634	0.91480330443504	0.903686268902087	0.945351081292425	0.954527783782937	0.912305081336287	0.876221480457167	0.901919049384155	0.923230702645971	0.802055557678859	0.920589666711159	0.882269370557292	0.934025019849455	0.595337957677648	0.68368444431238	0.949799347195009	0.828272055058785	0.901635550876513	0.416210854136209	0.946189242176149	0.263444187279314	0.855411053978912	0.927864992069338
