""	CD74	PLXNB2	ITGB1	TLR7	TLR1	TLR2	SORL1	CD33	ACTR2	TLR4	ENG	PILRA	LRP10	CD81	KCNQ3	VSIR	LILRB1	CX3CR1	CD163	RXRA	LAMP1	HAVCR2	ITGA6	APLP2	LILRA4	FPR1	ADRB2	CXCR4	TSPAN15	LILRA1	CSF3R	SELL	CSF2RA	ADORA3	LILRB2	EPHB6	NCL	RPSA	NCSTN	ABCA1	KCNQ1	LRP1	ADCY7	RHBDF2	PECAM1	TREM2	BMPR2	ITGA5	SIRPA	AXL	NOTCH2	GPNMB	PDE1B	ASGR1	ITGAM	CD63	SORT1	UNC5B	STX4	INSR	EPHB2	P2RY6	TREM1	MERTK	IL6R	CMKLR1	CD46	CD69	PTPRA	RACK1	ITGB5	ERAP1	ACVR1B	CCRL2	PLXNA1	ITGAV	STAB1	PLXNA3	ROBO3	PTPRJ	NOTCH1	ITGA4	PLD2	KCNN4	CD44	GPR84	TNFRSF14	TSPAN14	TNFRSF11B	NRP2	NRP1	RYR1	DSCAM	SCARB1	SMAD3	DIP2A	CD47	C5AR1	STX3	RYK	P2RY12	TLR6	FPR3	JMJD6	TFRC	RAMP1	MCFD2	CD226	CLEC2D	APP	AMFR	TNFRSF1B	PTPRC	SLC16A1	CADM1	CANX	TNFRSF1A	PLD1	TMIGD3	FAS	ATP5F1B	CD99L2	TRADD	TSPAN17	CD40	SDC3	PILRB	CD4	HLA.DPB1	TNFRSF12A	EGFR	SMAP1	PTPRZ1	PTGER4	C1QBP
SELL	0.908180234789978	0.92725428386331	0.875963665747629	0.90812557825211	0.892518242037922	0.899488139782645	0.911517245609199	0.917676573767566	0.924188068163144	0.912667421469224	0.868668874184483	0.847705942146819	0.900125630126696	0.861848246557046	0.885777546178691	0.928875826957432	0.915631031663083	0.951966332852443	0.708310169856651	0.913180863965338	0.836776619208782	0.866051987108484	0.836131236798892	0.885359450233711	0.77079793556527	0.922825323528494	0.921272758647521	0.702289383513345	0.761655708364421	0.787226873938365	0.904670567771186	1	0.942217525446027	0.921369077618273	0.838919884306712	0.843196503357391	0.913574534432994	0.910137868923412	0.871893953738646	0.880151615194051	0.87542020880591	0.880881372031771	0.907865748288884	0.9236181864263	0.870527402405946	0.844861435099379	0.878756236886556	0.895940049946549	0.884715301223554	0.905352170288518	0.850419385238501	0.680114206546016	0.872408766744185	0.540876698518795	0.92641783634051	0.749322874947542	0.879483695066625	0.903544183513372	0.896162302008689	0.681285576170135	0.874817276636426	0.85308154799876	0.765243324449489	0.871636332181723	0.912732116000721	0.831577987020926	0.893083099543041	0.793903415320747	0.884401409963445	0.914502460547218	0.889338184657613	0.782764264428462	0.773412541757429	0.826501749996571	0.83626349954927	0.883782755731284	0.881042458239836	0.762075843249178	0.711989602685152	0.913426955682089	0.836009919434767	0.321819935947452	0.857945235524778	0.82344884433535	0.726344826980117	0.907790608914532	0.858553447560692	0.911475245838846	0.792931916418502	0.829789635653095	0.86470348640735	0.861382401432522	0.743952435044059	0.862716838653972	0.837823552754326	0.867345640313078	0.864270583357115	0.842903385234535	0.851074557922655	0.895803508108714	0.884928737734421	0.875263286904378	0.746227288022112	0.826434994934496	0.822997860166549	0.81248882024395	0.868912625481562	0.861393046773579	0.797711233099367	0.78722517625326	0.770129538169648	0.894707433493218	0.927047890725058	0.857916634817576	0.837801582374081	0.87735169486787	0.930218310965063	0.850636456752184	0.802747041491194	0.827268671806126	0.866742130512366	0.710822861094971	0.871371883877492	0.820708861095408	0.876959237118893	0.547012795944301	0.687473035476372	0.918599082625183	0.83185284420686	0.838382377885017	0.418572012613805	0.878897482103966	0.265884752013094	0.82935026152428	0.886640525752424
CSF2RA	0.968329414959327	0.957947764402626	0.95942727936726	0.953540730745235	0.929459042407776	0.968231898590726	0.966435554215318	0.955060904419381	0.986522103735766	0.962565830914311	0.935425262592632	0.923883399778643	0.9699938773813	0.939871892309817	0.958859013140282	0.946325758600254	0.974547588699366	0.939046981920459	0.823253898905346	0.971354867029559	0.924505326192034	0.932195845963584	0.930175272160999	0.962858551854145	0.868424276605446	0.972881641885779	0.946040580942684	0.76516895946428	0.780525092416983	0.795822004197471	0.963396868346161	0.942217525446027	1	0.974754637965844	0.898537592268457	0.927687620604292	0.966792204453178	0.972553946289228	0.948315545189848	0.949840105855001	0.951386676339596	0.959156720050588	0.966192300481498	0.968877038689296	0.950263933542773	0.92082180848466	0.955061295933705	0.959124973410851	0.955506666921351	0.978001885267028	0.93334541463361	0.818377408887171	0.892383655744854	0.607542240969841	0.97824148064551	0.858589013371362	0.955483317740838	0.964803418156832	0.953645300503825	0.731262031816495	0.933425015156758	0.857292416566543	0.818735896929076	0.924561269125754	0.966499217762846	0.911629711622816	0.959865450881383	0.814602260086828	0.955191680538185	0.973366936298069	0.946078009415721	0.849353074823317	0.854570746343431	0.902273154791695	0.906911908690835	0.951444380072922	0.907019467372389	0.83686637127525	0.722317496906783	0.957311947219611	0.91000874264018	0.376802322544383	0.884665972848693	0.891541518986535	0.832206475468315	0.939245159697131	0.954877246904409	0.971165192501219	0.798851680010202	0.917938575910556	0.906687830503264	0.892877295293727	0.720910784551176	0.94062982481007	0.916885958233727	0.907339555836628	0.944557324069082	0.907612350809595	0.919882391487515	0.939497554104461	0.858654307902065	0.933801564846264	0.854920534785955	0.90247183944092	0.87734055837753	0.877846191601559	0.948154789238961	0.875346495612607	0.856830770595395	0.859129069707781	0.853383113990404	0.961381920735766	0.974673145707788	0.925992766430331	0.927296400849407	0.957930301106284	0.975431647705297	0.898193483921847	0.865533703526404	0.890028378269365	0.942943280264356	0.786286769857334	0.930525079813763	0.882986555645635	0.919943031878407	0.613980867539788	0.73698468883842	0.970786909992698	0.894735544752511	0.90711038040873	0.452475071614993	0.970437405334185	0.289910576500078	0.893940911204147	0.963380864598494
ADORA3	0.942470903499543	0.936018763488307	0.963963905635372	0.916005756130131	0.89245122350661	0.93835984993997	0.965582626605339	0.937711119332328	0.969358846733179	0.96108033126855	0.944780206249224	0.945754374558754	0.966037032017067	0.95753578108564	0.94209388544533	0.927505304575119	0.953347129209606	0.916378933870554	0.776187987199626	0.965183401647228	0.945326970896281	0.952241499580035	0.913084048223327	0.954320970281439	0.902862507441212	0.975849562053295	0.943175544911048	0.715408347922251	0.800987389548171	0.751728047134302	0.925286099684124	0.921369077618273	0.974754637965844	1	0.876151650261981	0.912741108791664	0.941866310124235	0.95241620314603	0.946979102285936	0.939725259505058	0.946626478082701	0.958564894834772	0.967860159660051	0.959718489945364	0.921869601260399	0.94670712099726	0.953071310119183	0.936460377227051	0.964242746724098	0.963774234503061	0.903032559100813	0.84628760321547	0.882598240664577	0.522032332125093	0.968304344236864	0.886802957461463	0.961298786811758	0.973484367453219	0.948924232083544	0.658475382332698	0.92690423705298	0.87024326843062	0.849495619266391	0.913354777804278	0.957695823022334	0.94296795977273	0.948037850435492	0.824448846591063	0.941485013437456	0.955603237808374	0.928466707370836	0.80077280228959	0.855791465184143	0.929660693790306	0.896299214198921	0.95155603117889	0.91342370179353	0.859514906587436	0.680992609984673	0.957405968187761	0.907209216814771	0.258237498199089	0.881821418524164	0.926555108386901	0.760953871256398	0.948838250227733	0.948794622750115	0.963784451527195	0.806452040979272	0.946195975246533	0.899817806008921	0.851049628276773	0.737764381422627	0.938730564148312	0.899808750304323	0.884352671111348	0.942005461931788	0.896523450148708	0.89301798400013	0.898892390357992	0.873077694940099	0.890397201634729	0.885322435481658	0.922519213560017	0.845956813438656	0.900159552091536	0.951235760572897	0.886022637665576	0.801164862144437	0.838912995761833	0.809633342336948	0.929773262032076	0.944863061794821	0.913981637984407	0.897712763441092	0.945016853729479	0.965100557888378	0.932492145183816	0.905158159707883	0.900570539962998	0.938113184877233	0.778223104107854	0.919331175850286	0.867084449343589	0.936054609970462	0.615378153960854	0.684830365423135	0.981575621428935	0.830864055599052	0.928099960043249	0.426195573475323	0.954379493032957	0.268271033927694	0.847024693687758	0.957770272327927
LILRB2	0.882671441072193	0.86258157024988	0.845593307219563	0.826036707321141	0.824127582912774	0.858111294675212	0.858822164529315	0.812499444606619	0.883607920172484	0.853009176363753	0.792784348423215	0.790153185635933	0.875331063209447	0.804402829429512	0.881255305075164	0.849724302180994	0.906700508845713	0.875349334239199	0.723777742975937	0.884456702817787	0.794075501503372	0.779293388067867	0.806710997955398	0.861520764104204	0.748641257460239	0.892108115112716	0.838678589348332	0.730529815963684	0.60380649503712	0.771393652900821	0.879495818887815	0.838919884306712	0.898537592268457	0.876151650261981	1	0.813147744633114	0.879253428406348	0.850082062680225	0.851625129755719	0.837655252499762	0.847315998138049	0.873663745140217	0.876253362176039	0.892440526220015	0.861395250246305	0.786905816515503	0.886907327104535	0.863700943097674	0.844118614923291	0.863749943374464	0.839691263226657	0.685970385119058	0.844518429437841	0.511489203530411	0.881007550076467	0.705596468526122	0.863433082466386	0.878838548095635	0.841058559333116	0.671421867862042	0.863204987194279	0.690925089221635	0.696035178351677	0.812285244507063	0.885687992000447	0.795312208327507	0.864789828728507	0.748418541143905	0.853837486099484	0.854639601528297	0.835523169986273	0.750779220685697	0.73719997865627	0.777808270771149	0.859935192299066	0.85890782237727	0.78538457624349	0.739620633327553	0.558912192309016	0.872649541128629	0.859971181238311	0.379466236033218	0.750765057115256	0.76942868701244	0.747708498258633	0.836081186284091	0.857290988114323	0.891866389451095	0.654276377265847	0.832568344195763	0.824584059182594	0.860056007944697	0.726487462844015	0.853279136177332	0.809778360471695	0.813781998965707	0.822400558127324	0.862910114916541	0.786325733693385	0.871246046958703	0.750553731896161	0.837626240797458	0.719874610346051	0.834015707269906	0.836264364901805	0.790741877502305	0.840280946544167	0.832249460294408	0.762461297980812	0.80924514175782	0.722182794311275	0.868090154769517	0.859259465444617	0.806412133472085	0.811879837145484	0.852056393861909	0.85859347416245	0.788516211338231	0.748127045754068	0.806039570023617	0.796602686104172	0.658637688252284	0.798882090461972	0.754108046739538	0.795068032667944	0.590014702437665	0.710863200836722	0.905978859332858	0.801913600404083	0.794266985557316	0.478185220012329	0.854396329315677	0.328291947492982	0.821991942056858	0.843541844070936
EPHB6	0.871142080184222	0.8798801633785	0.909323661990327	0.867297360702174	0.838581238691255	0.920547481978934	0.899395619429992	0.881003485066483	0.923200723457639	0.898610086099477	0.880362518210947	0.89586311302891	0.890305262161497	0.896593927619119	0.872455840322098	0.838444634451868	0.903297539100027	0.847913727541769	0.754571457907697	0.891394960392983	0.899508929744673	0.905232326192787	0.886173412747678	0.911594087770777	0.856413089240044	0.914128154577312	0.88652059090131	0.731803429857897	0.74917560388918	0.75885731297716	0.881536971693576	0.843196503357391	0.927687620604292	0.912741108791664	0.813147744633114	1	0.910320737833654	0.901582742366104	0.88220715263764	0.889183146773694	0.906415165924764	0.887245547039855	0.897909415693948	0.900662752632412	0.866391880280156	0.893383529760781	0.887544374179306	0.8831761239166	0.909298442012933	0.911664981979629	0.860801203809688	0.822530905032735	0.839350089473042	0.512832703505003	0.933452253809033	0.844204310365853	0.901434554242257	0.913577887366957	0.91632855319896	0.639444259899268	0.86339563677616	0.785643261454102	0.831042804562052	0.866474325554295	0.888005362589418	0.887213397991274	0.88807940477285	0.801105909703912	0.895573290106542	0.903978690330477	0.882249167043907	0.79928423045957	0.851000376558064	0.881733013042561	0.82556049506187	0.89479198319731	0.844923135072427	0.795209068670958	0.645410099834383	0.88081820011362	0.828886188269716	0.283300147219946	0.810649827228979	0.856685984913291	0.737816711333899	0.876755406678514	0.900427992819441	0.914193141894379	0.787837178412696	0.887239597813499	0.871079914444178	0.822240498098801	0.676031910389917	0.873286606577474	0.852705255928252	0.853216236271778	0.892055819490212	0.86464866790807	0.86309531754973	0.852828626456138	0.802550083105789	0.845552861704561	0.849975575210794	0.878700495676274	0.834920788976542	0.81779115095684	0.894028153898383	0.814437710172822	0.778735705755219	0.7747459457284	0.750495364703646	0.906382756678134	0.910017761026638	0.865102064406465	0.857113396624178	0.903356741422108	0.890510135409164	0.839434892041667	0.851441198962534	0.840237274169932	0.882459158140457	0.75983823877146	0.866116490961076	0.865837741419087	0.859984896405029	0.543211742496963	0.640899679658169	0.912201684543441	0.81012038955926	0.845090222927547	0.347364931978155	0.910325227999665	0.204920059260972	0.817941960993531	0.894764073908905
NCL	0.921828813151213	0.956564811420782	0.940387072274227	0.926633944801931	0.929761416266315	0.969892287719793	0.942804353782809	0.909652829104336	0.978974712171266	0.947167033083693	0.923632990308828	0.876448622952244	0.939062379537403	0.886961271126607	0.951022380662746	0.87729108646963	0.976076599700001	0.928542321474909	0.816908195676106	0.945465682210179	0.887250024711579	0.903843825039791	0.907084567873415	0.969620216218317	0.807942635048337	0.965429844908122	0.930557972378059	0.821442508633095	0.764554999575533	0.749311632784221	0.960221201812944	0.913574534432994	0.966792204453178	0.941866310124235	0.879253428406348	0.910320737833654	1	0.931320220126169	0.92789374927975	0.967718221736595	0.937005115026844	0.964294618580657	0.946546964938918	0.967169934519101	0.928580764103421	0.874068459515452	0.955193019295946	0.962006038422805	0.932944116279952	0.936693737648642	0.944943972484872	0.773367775539709	0.910731136657014	0.554979098801158	0.957479845577475	0.813664233979789	0.95368055155328	0.952589839466926	0.969348005400508	0.750522904992695	0.927385107837517	0.812032542008518	0.857850573462666	0.947068174890342	0.951495801186233	0.8985751593105	0.940950395399881	0.871502431063594	0.964344459107597	0.924649853904313	0.943432739853552	0.876720928302197	0.87703097420044	0.88442073720808	0.924017026030609	0.959207090180311	0.886276602179522	0.874718203984319	0.743421933424993	0.946589078316372	0.931783648257337	0.384236325228711	0.891173216263511	0.865750161327355	0.830509993894045	0.919411378588869	0.918539188452804	0.975121863580631	0.80083352094499	0.907750455451385	0.947381429984356	0.905516066733153	0.770809920005464	0.919197941945369	0.87945485230301	0.944510226498713	0.912785981302762	0.950390321485209	0.932584550556563	0.936814520151702	0.842004543748956	0.934577409634765	0.815283838182099	0.929471980991253	0.937182887780765	0.886138225533686	0.938173840366085	0.915367469692264	0.895043499403932	0.907783973788986	0.833055305060304	0.979542533987821	0.976379080450462	0.908556981628468	0.90113928433573	0.962918663480797	0.956368164322331	0.876983154741836	0.824523521424104	0.900861476363653	0.893505320208357	0.84034696355775	0.89512971873004	0.878614782012478	0.87301335440477	0.688592206876109	0.813734184655336	0.947340958460762	0.846603516046804	0.889781595272712	0.556891699258227	0.938869724920696	0.407846981920491	0.93568922603865	0.920346088642178
RPSA	0.971303921599673	0.918395419898816	0.962033700419545	0.955686246315955	0.914215182923533	0.944803401339752	0.949281754217447	0.969452646306253	0.973344963928329	0.939773717237487	0.941115746486048	0.933249016922917	0.968221523637684	0.960201794817725	0.929858892619318	0.933805515968238	0.936942720497579	0.87296983605064	0.860327676467914	0.959349143006742	0.93445565447725	0.932825859727301	0.943773630821802	0.949446359150603	0.887251662664137	0.933142298965771	0.907769946957022	0.700338206218313	0.776499597143524	0.775262109136095	0.927182486239503	0.910137868923412	0.972553946289228	0.95241620314603	0.850082062680225	0.901582742366104	0.931320220126169	1	0.948933160849073	0.916059671055236	0.940469555463993	0.938467794383735	0.942627695988238	0.916626728716773	0.954028901117401	0.939143432387928	0.93114702294054	0.930218975750154	0.95191516631863	0.983718813432992	0.91713092169205	0.848840392390392	0.844099430193486	0.671840097267433	0.942456731484668	0.902407494614895	0.935295100080203	0.931401932862491	0.924958568922806	0.729622016595826	0.918413778833034	0.865400648157523	0.754933212664027	0.90035048255889	0.941547340595553	0.89670793995185	0.96018413284987	0.734938776072725	0.940267765534099	0.996223115621685	0.929921213452239	0.828215787201626	0.840667376498391	0.898946547418637	0.876598152316463	0.927188463794081	0.888167064120171	0.812047667415679	0.72235087717594	0.93088266507671	0.873180246335554	0.421452221251557	0.889511057033901	0.899457814138056	0.867948980434792	0.932022319595768	0.96227704885353	0.923684113786725	0.77677469750278	0.89676804519466	0.852332150194197	0.83511101750284	0.615147319293649	0.930815095431326	0.917835379898182	0.853929254314385	0.965655801410963	0.835606090240698	0.909854804187649	0.919001761457936	0.805112623323305	0.913315462512869	0.877576505681179	0.848902787258214	0.815424783996923	0.873035591645181	0.957610460876948	0.804631855731571	0.847108685478206	0.839355874752086	0.864475702788092	0.93111954375918	0.956235554060348	0.923467542217369	0.946346379240288	0.951006479553451	0.9525895840651	0.880351802538792	0.872360067899732	0.866115818584559	0.981703485009305	0.769590208123673	0.961027701081159	0.887889144188117	0.917030969615593	0.580644307103017	0.681712564751702	0.941779608625848	0.922426977553596	0.913431230877377	0.413802719435844	0.982206088798879	0.251474774354117	0.848621029133422	0.987657740263649
NCSTN	0.927953783201122	0.922556116793424	0.960872260376469	0.899480734175266	0.874676374142636	0.937345867713924	0.954756147235307	0.928031251251139	0.955823884123785	0.92999388093001	0.945644220623935	0.94273926355755	0.947628218792887	0.951940724069941	0.93185103209511	0.878369857937845	0.943938174645785	0.858461630766998	0.803627754267674	0.941924617898897	0.946713014105274	0.94096700736395	0.920331577827846	0.956896660399973	0.905511762313279	0.938908794976216	0.890406240409142	0.671806332912943	0.746437797899112	0.697431641165934	0.916409100911333	0.871893953738646	0.948315545189848	0.946979102285936	0.851625129755719	0.88220715263764	0.92789374927975	0.948933160849073	1	0.917607908981531	0.931236130029994	0.959242221673472	0.944194886182314	0.925047491115118	0.931230781883707	0.938724627104732	0.951014547277057	0.912465002584468	0.95271466919216	0.950016811258084	0.925688973592311	0.873222002038714	0.855232177907373	0.570205143596277	0.934524363455529	0.907252261236547	0.960474897977826	0.949777503769126	0.928391034394932	0.662050139233963	0.927808224510067	0.831174434824564	0.798988213681185	0.898503208405024	0.93556095071736	0.91866021525865	0.940303278984433	0.745446878819593	0.961666187918772	0.945330371731083	0.936864337228826	0.79497435865195	0.888355609850555	0.910868765630639	0.931391387215215	0.947469607648008	0.863088371928288	0.858019671752409	0.688593628823077	0.929613722299194	0.89962633378913	0.330282870154415	0.861018795219389	0.900728505460866	0.813187366494123	0.904250122886986	0.943518419069612	0.935086192832355	0.771100896902721	0.937989191151365	0.88737921554195	0.818547694837034	0.663849971133217	0.936325197353304	0.91518390116035	0.887791153653103	0.946463372472005	0.865985901402366	0.901922829503281	0.917526645121373	0.813041665327933	0.901742215621481	0.902023169932338	0.88107832684012	0.848827482162738	0.902257764894401	0.954801306190863	0.843872261605363	0.834043184254965	0.878775556328924	0.841830548614962	0.928323977862116	0.934881883620316	0.909428140673162	0.916956376830203	0.960954107731499	0.941028124216672	0.912450102220813	0.890126447203678	0.894241901396195	0.950543559045806	0.800920895246876	0.910234707856041	0.861114315624568	0.89063536232658	0.683030419156178	0.727014323408279	0.943434217451565	0.826455742331246	0.928114247764734	0.508873182360958	0.962560133371907	0.363712168373046	0.852452739151266	0.958599594979938
ABCA1	0.899101984923991	0.94223350951773	0.952660005657432	0.92634144670742	0.901219007004368	0.944131332704542	0.940713256094403	0.911932981204919	0.96395331950703	0.955593947420664	0.938007221197811	0.893592875621307	0.941412530623345	0.909637405998732	0.935687123394947	0.847039016396555	0.948249968570023	0.881384244714176	0.808325733923832	0.932799522123695	0.912752579601542	0.922808612426499	0.926074724381771	0.972531087103746	0.849106956310864	0.945109127600649	0.921336315398779	0.760335291505164	0.78261576186819	0.6951018716577	0.929326409368884	0.880151615194051	0.949840105855001	0.939725259505058	0.837655252499762	0.889183146773694	0.967718221736595	0.916059671055236	0.917607908981531	1	0.945432914265444	0.969560408959851	0.925450328933902	0.942723721306859	0.925236040789143	0.897007809042105	0.941776390857176	0.953438820422138	0.952765164289584	0.937652976240466	0.933229006070817	0.832935727198293	0.885781374819637	0.555658334043685	0.947936998877186	0.8576076558832	0.958114019169148	0.936427187383992	0.965938139881245	0.702714520284176	0.928013640993015	0.819658040759671	0.853057420598736	0.956883923921596	0.935478260771461	0.924166926192049	0.937386163704412	0.840847485116747	0.954354929521494	0.911859263428217	0.942030734032918	0.858939946500293	0.872135882179449	0.908094284868015	0.910344110587664	0.966129935429398	0.899481634072675	0.890306392226645	0.726270892709502	0.939993385155656	0.911668425780789	0.308799709427582	0.897569649511422	0.876383295497631	0.812658497295573	0.900086018339497	0.913206504255498	0.96410624780524	0.803001756300577	0.927437052254559	0.928976884326281	0.858990246207081	0.766621118888504	0.940626493397805	0.878042119081644	0.92149117454981	0.918629157117328	0.924449741241082	0.940458852024318	0.8985391141937	0.828086902456394	0.895860238994487	0.861386952897485	0.909436165300051	0.892031676970222	0.891661115261544	0.951005000720182	0.894454634802449	0.840513646556109	0.885858686958327	0.850582801399428	0.958913008346507	0.949983797169756	0.919095916574618	0.906187559492649	0.964553566082527	0.945004944455155	0.891868951346623	0.848873603417834	0.910164898147664	0.900093147265451	0.841848530303515	0.897656127317224	0.852331897970179	0.87456118785565	0.687337429500278	0.78204665646329	0.930299703010848	0.803679290330691	0.898493545325181	0.526691001839587	0.932417349332998	0.382348029314459	0.900885454422243	0.91612770872761
KCNQ1	0.903369382737433	0.91967636526582	0.967245723459922	0.91755107408875	0.887367841681851	0.939262205698351	0.954916599442784	0.917303110015433	0.964823114489486	0.947391159119481	0.946892125439014	0.941266907483649	0.949659756657806	0.94665365258104	0.932499640724477	0.857440553007064	0.939857566232332	0.867943748493179	0.784424227497931	0.933753988301659	0.946876263545671	0.952936044550031	0.925386269567943	0.969463753064354	0.910319917677476	0.941054837828864	0.908543388745442	0.70395448541276	0.81060339416593	0.707521797570367	0.91001760703631	0.87542020880591	0.951386676339596	0.946626478082701	0.847315998138049	0.906415165924764	0.937005115026844	0.940469555463993	0.931236130029994	0.945432914265444	1	0.949348143532135	0.925592294520827	0.929656332874514	0.911227103876324	0.94214454843552	0.934402117166359	0.938238268547147	0.962297171890015	0.947110234905871	0.912820313200607	0.878015535388661	0.841307150774105	0.514117992772157	0.964198280286405	0.90494407987266	0.955334123014612	0.943422246126418	0.955410353416085	0.641977694521384	0.910154154183445	0.846453434550359	0.826742364828408	0.934472275280648	0.929685776613902	0.933003550216855	0.942798009395922	0.792077737375766	0.943371970310713	0.936282596635883	0.930657756397551	0.790762432778341	0.879140939662704	0.926971813796397	0.901751379828109	0.953861922413735	0.879424441506253	0.87536072912188	0.708493000311276	0.92251200197138	0.877973839627288	0.283323479889874	0.891033955629932	0.910311714694082	0.775960126851197	0.918236744022906	0.933862900534607	0.942990531126079	0.814588050305506	0.946840783888531	0.910536921512403	0.843042527733305	0.723060712092777	0.930668502974125	0.894888263388378	0.886124447375002	0.939544702866612	0.884149443668812	0.929922993740818	0.908013347515379	0.847537385650797	0.893268950531909	0.90314420392384	0.887798781671447	0.858452193775026	0.900554325103463	0.957915545525647	0.871226744004004	0.834120421512123	0.840753220882652	0.830275845569048	0.936587002894826	0.94812605861834	0.902523580809567	0.887752428587476	0.951951561391533	0.937832631082002	0.916318614262261	0.908239699829449	0.91183404783796	0.933057417084646	0.830219760708586	0.927774357357572	0.880621417750155	0.90350700034332	0.600536949641722	0.699760410957445	0.943846809304049	0.811769939256306	0.91401924592763	0.425938783958851	0.949015958935598	0.268154409358156	0.84733489515536	0.939442676271556
LRP1	0.925696847186756	0.945033465667158	0.968947548590826	0.924450028597123	0.896427883207864	0.953124364738803	0.958500101887411	0.918792131695034	0.973673057710226	0.951415750695053	0.955752689038217	0.919498014604572	0.95813336361995	0.935104289521004	0.953125371647949	0.869543953654117	0.96529815130521	0.878371010748113	0.835057785486197	0.957472159931671	0.93353830743618	0.929832709184567	0.927340168919467	0.981642377896528	0.878333060081251	0.956355973383746	0.905202457465052	0.739628872786079	0.765533254762104	0.708907554951428	0.935119282832338	0.880881372031771	0.959156720050588	0.958564894834772	0.873663745140217	0.887245547039855	0.964294618580657	0.938467794383735	0.959242221673472	0.969560408959851	0.949348143532135	1	0.948744659878551	0.953058304628498	0.942950361177785	0.922316014005717	0.975371695737355	0.949533138925352	0.966252472012327	0.955653387293679	0.954573228265888	0.849455506544369	0.89473417571306	0.564788949255855	0.950785549916196	0.884574099430043	0.977190353400195	0.958939118588788	0.958424394839191	0.700561643607678	0.952192946585668	0.821632379639827	0.835692021195424	0.951810103444852	0.952251052416212	0.930114201421221	0.949560374321713	0.809835109791504	0.972371637163059	0.934320368015953	0.956594663948517	0.848773125434962	0.89231048180817	0.912549085730371	0.945539031942241	0.980052997787729	0.908373726893993	0.891410006643217	0.730815378091044	0.954233081635144	0.933013779789637	0.335191172809553	0.894917770418551	0.897342941911821	0.837703947259641	0.918234151596136	0.939238482588578	0.96788066619258	0.794097843726046	0.9503758184953	0.933189167920171	0.861798290382443	0.737275123701144	0.94310819636971	0.909857516557975	0.920979676123627	0.943542457369872	0.91975463635818	0.917321731055922	0.926686333797282	0.813225309196978	0.916851451428404	0.890636434428832	0.915602470881776	0.896401867252163	0.926780790706802	0.968520784005732	0.881507183533719	0.856269590089751	0.921721489192321	0.861958904553495	0.959128055797012	0.949085431066099	0.933250372122193	0.929293674380276	0.98133531997223	0.95006461233569	0.908794715952454	0.872927007886865	0.917623863993652	0.930289597405491	0.843289806355329	0.911597904125658	0.85453355616135	0.894466940356293	0.733383518809053	0.789345347658383	0.956056830926624	0.820766717038157	0.92573340449551	0.571560011121701	0.954784574072048	0.427112098114483	0.8997800629583	0.948248370681216
ADCY7	0.946456786423177	0.941629448351387	0.946818150399564	0.914615510426321	0.910256964902201	0.958208490443536	0.970534618289688	0.926434925087913	0.968247152400934	0.952667080206957	0.924354668948398	0.911346398675824	0.95002297357565	0.922493330692772	0.959877863334154	0.918120213578408	0.971320739105025	0.925746555439804	0.810355610682423	0.964669499619462	0.915868581413795	0.920136754613467	0.908353530113116	0.94695265903825	0.854328214322358	0.957110104551504	0.936176309067479	0.719299925176184	0.765078515550291	0.739409076861703	0.95305552100975	0.907865748288884	0.966192300481498	0.967860159660051	0.876253362176039	0.897909415693948	0.946546964938918	0.942627695988238	0.944194886182314	0.925450328933902	0.925592294520827	0.948744659878551	1	0.966170093295062	0.928289070463597	0.904046241474406	0.954434308305969	0.933075182646779	0.942458568959599	0.953681257272694	0.93179266938867	0.803052883923064	0.88866285812964	0.553393708818221	0.957984564899862	0.843924816793401	0.943614874384562	0.980057520841234	0.923443721864579	0.700582918526396	0.931624472151258	0.858907759537073	0.811904157389702	0.901237271797583	0.969219095260651	0.916519778982019	0.948584823812584	0.788969797025279	0.949446900131705	0.937814897689012	0.937210766004607	0.832802339247226	0.890637019891724	0.885851921231106	0.895938589187078	0.941476689889191	0.899669614879344	0.860106439177176	0.671287621372506	0.948589840143869	0.921533319991728	0.376112926386539	0.878716227359051	0.88394409076646	0.802452826309093	0.921620466943629	0.939858768477201	0.957528647187932	0.761090001363507	0.916184882476826	0.898348896332796	0.86675637458671	0.713038361469092	0.936270267073971	0.906567594237569	0.907322208858029	0.923023137285031	0.889414657614218	0.905884393755788	0.933141323248378	0.846914976698821	0.924051490552963	0.829369319129572	0.907791188163472	0.862392145391867	0.871219707223977	0.929737560067826	0.888265153126739	0.863429506793602	0.86025897475692	0.82385707409688	0.946511583076833	0.964857948245041	0.912436013594144	0.902777234854589	0.942310459597438	0.973103315790927	0.90971759480654	0.855548263928083	0.882364334919663	0.922194957393683	0.798435643065069	0.908980865587919	0.873086044046139	0.920580811698421	0.627691590900081	0.726837268342235	0.960193227537187	0.849871714361185	0.909453923981811	0.465829204303414	0.955505755154497	0.309856197534724	0.868058695067152	0.943376944216809
