""	CD74	APLP2	LRP1	NCL	PLXNB2	SDC3	SDC2	CXCR4	ENG	SORL1	SIRPA	PILRA	LAMP1	TREM1	TSPAN15	NRP1	RPSA	STAB1	ITGA5	CD93	CD44	ITGB2	ITGB1	TLR2	LRP10	TNFRSF21	ITGAM	ITGA4	ASGR1	NCSTN	LILRB3	LILRB2	MERTK	CD163	CD81	TLR1	TLR4	ITGB5	AXL	NRP2	PLAUR	ACTR2	BMPR2	CSF2RA	TGFBR2	VSIR	KCNQ3	KCNN4	CSF3R	THBD	TLR7	CD36	HAVCR2	ADCY7	NECTIN2	PECAM1	CD46	EPHB2	NOTCH2	MCFD2	PLXDC2	PTPRA	ABCA1	FPR3	DIP2A	GPR84	ITGAV	TREM2	CD33	ERAP1	AMFR	ACKR3	GPNMB	CD69	ADORA3	CCR1	STX4	ITGA6	CD63	CD47	CADM1	FPR1	TSPAN14	RHBDF2	RACK1	CLEC2D	PTPRC	PTPRJ	C5AR1	LILRB1	RXRA	IL6R	UNC5B	TMIGD3	TRADD	ST14	TNFRSF14	C3AR1	TFRC	SCARB1	HLA.DPB1	C5AR2	CD4	PTGER4	TNFRSF1A	TNFRSF1B	ITGAX	IGF2R	CD68	TNFRSF12A	SORT1	SMAP1	CD180	JMJD6	CANX	C1QBP	SIGIRR	MRC2	SLC1A5	LPP
ITGA4	0.586372657642334	0.763944149861315	0.510844960053439	0.908657946422	0.791575700377059	0.191187450302593	0.162829233424344	0.77216250146571	0.834541369366969	0.891551458160962	0.824761336937661	0.104188568024068	0.491935672286932	0.586286483295949	0.850522551585098	0.600408129682926	0.903321865125025	0.51959707496944	0.717038055951052	0.781384254031413	0.809142730523233	0.907824760610744	0.800481711568084	0.798595674226402	0.818509024124177	0.658987455070246	0.823242042981996	1	0.887627239193729	0.826651515446083	0.532320396973318	0.763203026326051	0.432974661863279	0.601712946817866	0.787796431879186	0.717300324019865	0.570823202574064	0.42924831470092	0.560138861368726	0.482050189916999	0.799224358663901	0.939579565981078	0.783805736024176	0.647598935514576	0.626491312937536	0.859186187273089	0.642077793293765	0.869261228887513	0.599228008332344	0.820165461891181	0.745806656939393	0.446084516200173	0.887028719080062	0.855624198278852	0.929702971666388	0.416748796868689	0.78949411604363	0.644223685550905	0.602297159589736	0.812801404585895	0.847668156656729	0.886812346093621	-0.00722808564776547	0.650669382481518	0.712652627584654	0.890638234342296	0.708897083704296	0.75917257944449	0.896295692079905	0.79146933798105	0.649964871413222	0.542130498646606	0.0788021364165719	0.884896359676964	0.549193834947391	0.647422492236533	0.782580815295332	0.797440426715942	0.8132391710663	0.918467410751355	0.440901060069991	0.813133174835038	0.669878256338994	0.689089143044315	0.916467743018908	0.659189428540305	0.93547319640493	0.75716082973538	0.216914977945261	0.791736206384148	0.825910001450693	0.754550929790969	0.632963633860606	0.350241833672114	0.834334066601112	0.8120105798382	0.439350651913527	0.816930185282559	0.601494134748224	0.739640535506193	0.486536989858792	0.437328525637242	0.752092320396969	0.771806715653392	0.889888911148296	0.655555597033096	0.122920025694215	0.353409158684175	0.358282840263922	0.78334679551777	0.763480379090442	0.789195191916947	0.818487531915826	0.742167395863076	0.873188633509246	0.882755432209714	0.885409043815759	0.776191793023154	0.900457565181795	0.749312122320598
ASGR1	0.364761341686732	0.695088735278566	0.412170855201818	0.910732283592934	0.742209655751446	0.0618509112513817	0.169331274173387	0.641877828840284	0.771136158356644	0.750606426434709	0.706395401887667	-0.0499953590717824	0.457547289758428	0.663733682715418	0.785899448281964	0.517836616479105	0.930090708783618	0.396573124200142	0.793699828375914	0.662954695076564	0.815688454906818	0.820122200931713	0.687277131449894	0.664603061600815	0.691004536701283	0.65529650011708	0.748556422400912	0.887627239193729	1	0.731940579431249	0.455111464111916	0.66033458831617	0.28101686969745	0.525390883330595	0.682876997014895	0.51834764414671	0.443973525952299	0.367863211998192	0.319830932037214	0.50377220287611	0.73162645968169	0.889533151890774	0.62093895466453	0.424065055475685	0.495227402338675	0.715414710442968	0.460018400349337	0.893500196976689	0.392710753881673	0.884483786471066	0.592954675784264	0.623757463510599	0.776174693395302	0.728708255361733	0.829439812414151	0.176747311116635	0.672522571984404	0.571657658817001	0.579438593337856	0.820982963007793	0.650324406252433	0.781116966370637	0.031229738893733	0.566112550038725	0.621046071784001	0.790591918687332	0.52232563859727	0.58250779644514	0.850433500042851	0.689430943302518	0.589044329272135	0.580894927999864	0.132413471861625	0.7432372405205	0.355778282333999	0.638636966578107	0.66743347193422	0.6091914122848	0.767886807319628	0.881569446333644	0.205581905053137	0.62547292238987	0.522348799468661	0.470799106638908	0.901806965823139	0.474671770180512	0.836093581484573	0.649267322942782	0.0931435597645144	0.619516483225348	0.834283497367906	0.796419490976815	0.397575763748641	0.262064336552539	0.743952055442934	0.808898145417066	0.394678667156218	0.660597249418545	0.480973605346375	0.616691211684506	0.274062909771849	0.45821933612502	0.653131575261893	0.574023113149086	0.795326965521754	0.518629193857858	0.11365532317664	0.372096541431193	0.305323301406601	0.803645756466724	0.639799532303419	0.757799064857674	0.852718875574012	0.721757905883454	0.854310246076373	0.903193213376187	0.814013529326861	0.596143627861271	0.880892717175607	0.639493233674096
NCSTN	0.588085863274703	0.882116236305418	0.736850381165948	0.748082213878114	0.851434325872184	0.471419257083152	0.382446841938971	0.625703063085485	0.853166691068557	0.789588556105711	0.870958763562987	0.30597271293748	0.703384028564002	0.603884518449087	0.85909086024649	0.770417053718052	0.736070412205422	0.700401477221437	0.732425576022884	0.806868854277047	0.782915965920258	0.861915325689246	0.878231749868524	0.821982082959485	0.779758168715342	0.74568459843069	0.840966359935484	0.826651515446083	0.731940579431249	1	0.627505642998019	0.74186151727935	0.658581589843899	0.781043347997852	0.890017143945289	0.710711131143751	0.731683360926769	0.681875470542077	0.510810805156273	0.667234718259473	0.835630984456754	0.879751087770215	0.798762092434425	0.649622129915979	0.759364247412396	0.731984397463775	0.719426710306388	0.71485470748247	0.659859291975503	0.722782460340206	0.731585954678744	0.529966460964453	0.827982085183869	0.827417924580714	0.872512411785099	0.543888149496465	0.813506399375274	0.756969419550817	0.685236948775822	0.832298633066246	0.826009729784991	0.833923071835799	0.279775044114345	0.793298152596905	0.768512673001754	0.772692832344137	0.797454281349306	0.806946210947617	0.843843686092263	0.797008724392519	0.753376604487909	0.604379397867779	0.342918728372602	0.673948518084828	0.688407645143424	0.786414876564783	0.837174003573288	0.781762815308282	0.874556968039828	0.854824683442877	0.601032394369118	0.748202223528219	0.781333628423572	0.772214819754562	0.793368581134184	0.711032155331793	0.820092908297462	0.800712387132803	0.45306341756207	0.816975670684905	0.783231928488309	0.718051030194743	0.713999834998352	0.601059694680454	0.823461025932143	0.84094390768073	0.633925713617738	0.825068993682989	0.671237015516157	0.801673671844855	0.479186222809133	0.522646127740285	0.861815783489994	0.69811437332367	0.885024544008944	0.736415858743692	0.367752894368629	0.570262604845353	0.598375915739107	0.730781821397006	0.701157338500477	0.806915897407246	0.738088945391334	0.672766191972986	0.877985276081986	0.713181946825947	0.817331734153907	0.788678204089924	0.760430426325475	0.817158601625653
LILRB3	0.615605721541114	0.710133679268758	0.714463342848037	0.392096858520522	0.581131340515465	0.496329224867303	0.641052284250772	0.653158913210396	0.605454472746454	0.585375227929996	0.690487449810668	0.612404288898395	0.730107132884003	0.548176865978172	0.59142868943095	0.58131626753157	0.475332379450706	0.488079282255317	0.514258333303476	0.502524056297353	0.704003987709285	0.689123308018308	0.730454744750849	0.708914433116572	0.749628817536686	0.660302976546557	0.695631378554546	0.532320396973318	0.455111464111916	0.627505642998019	1	0.627906093672236	0.586070756967543	0.653645664421159	0.666321760314855	0.656363257906061	0.746194125238947	0.582491788840159	0.587423360700171	0.659836146593288	0.740072716842211	0.544481991549624	0.647233311235537	0.702101659709491	0.713634889783539	0.624074388111662	0.630546710515941	0.38166301180212	0.697845574033311	0.467327139914396	0.544136060132573	0.383392162563683	0.702378695346	0.616530801657346	0.64652543723361	0.632913469839212	0.713635591488525	0.596910995669956	0.67467283964646	0.639609253169957	0.67534726679355	0.582751999481709	0.515941688912874	0.678530873394514	0.599333935734381	0.59249863113871	0.64852307038946	0.68494722657786	0.637328192033435	0.526208043748867	0.671722812340107	0.457601064311461	0.590184124205279	0.487392795563399	0.60087678016057	0.673812628807383	0.732959821332835	0.534520121085521	0.726908310980544	0.56901573683273	0.648989532997449	0.642584104042031	0.755985937061876	0.689972371478859	0.614663959738385	0.636405667430456	0.653247719042143	0.567899126453214	0.709950398565968	0.641867010111321	0.587853571062509	0.536829581216316	0.563525659215961	0.579838303511563	0.748548292934827	0.573229871682106	0.762684809995119	0.694188786406127	0.71358463882454	0.641834836747607	0.57494321040991	0.50940943053978	0.652189582170146	0.645603749811336	0.651592080391196	0.783507582665208	0.609900634365753	0.587738111822404	0.778647874709352	0.45500995278167	0.563047391862862	0.742485086720194	0.474624176082178	0.572572899767839	0.634440311764425	0.380934911648498	0.659119614572194	0.509686425022369	0.416730962741709	0.707785543488654
LILRB2	0.770539719672037	0.758471896853764	0.643856075338494	0.698802824657657	0.679223745675373	0.492495451400643	0.246796172000275	0.64988589830331	0.800868509965659	0.804122573445076	0.810233351772036	0.480212506401339	0.609230736733041	0.328444992409611	0.805608399699326	0.652179023538267	0.669940380752719	0.637209743470924	0.532007813284292	0.728822713956304	0.653019589230916	0.743082931767443	0.7611277020557	0.836282419701859	0.79826716614329	0.669049701611619	0.707644320783792	0.763203026326051	0.66033458831617	0.74186151727935	0.627906093672236	1	0.646972339610655	0.745508072551197	0.800820600407386	0.768920158797234	0.708214118578417	0.505005724607467	0.660104821360613	0.499834919471658	0.704282915259375	0.786374665266345	0.759417054426586	0.726700537123571	0.747317931162636	0.797696370944205	0.653913191902999	0.640458954530353	0.713417033700651	0.648547342008443	0.838140342862024	0.374074638979927	0.756486007899802	0.823642146213009	0.798449913446173	0.635170235359881	0.76460399055821	0.700336339234099	0.559545439406488	0.707726820033647	0.836792700948499	0.736424240579374	0.0433448507802164	0.778463571947401	0.623983071419419	0.807975161914608	0.799559479993247	0.794433759646216	0.803558623421295	0.755244613949699	0.595239436835667	0.348933530506032	0.107984158689734	0.630546913478257	0.719458388953765	0.613962127699899	0.792078932293083	0.739742336374992	0.759301791545847	0.803112988156099	0.572496278566046	0.826012706543324	0.71682294021728	0.730020248154681	0.74490964956747	0.632630495646141	0.785938733519019	0.72524250361196	0.531031460838085	0.833674769058705	0.599987543277896	0.617658740375067	0.711508781840069	0.515243115772034	0.801566518682605	0.733198204005173	0.515546369752913	0.838883380065389	0.727654215736895	0.724127497003754	0.706159714606899	0.314216782287825	0.717828826326519	0.721660774046897	0.853481581888741	0.681717249634477	0.194974064987804	0.363055502918237	0.57332901817192	0.567558973766701	0.581011509127343	0.72935776635018	0.551582332219066	0.563842741375031	0.766892479304559	0.685590441559129	0.742303299693429	0.708464743234711	0.716718464375211	0.744497858522869
MERTK	0.598505839671498	0.779928279436286	0.883902595488911	0.285995856004924	0.636579760021167	0.87352881428173	0.461552148033737	0.275357240374181	0.740161293539202	0.504615023687807	0.769313206078447	0.583075466159259	0.705616802024524	0.312058218824342	0.695326683433197	0.854631791753604	0.23310157365514	0.916632055134507	0.395917346742598	0.780573845892802	0.422999606018727	0.538913698935361	0.75834330166686	0.765946653302304	0.580940591037638	0.650921198710594	0.632557154428819	0.432974661863279	0.28101686969745	0.658581589843899	0.586070756967543	0.646972339610655	1	0.888432264206669	0.832946209650913	0.641098158669537	0.804326469245555	0.832140490014255	0.482925171759121	0.620190429866319	0.638367596201294	0.570651518825783	0.672045428665272	0.629500033707845	0.852582987143055	0.422050556449382	0.694179557484786	0.262758540885532	0.726624289704185	0.359347898389507	0.681971213464308	0.334420137077656	0.562638615139428	0.656155852032438	0.55674666363181	0.76529916117848	0.640670065723367	0.745804275700527	0.471524617659503	0.549695998453169	0.709350842380335	0.539562546405288	0.387027462764595	0.860739046170588	0.584599748951711	0.500906738699992	0.783246175034784	0.758687569578891	0.52917758724358	0.657699529646996	0.593090743441299	0.436827986201279	0.365349380388616	0.242666276531556	0.840246398219458	0.662691306503901	0.736185303177186	0.664211296903461	0.66130600024368	0.502444063443631	0.744488150972548	0.590434001130527	0.815394221341852	0.764276404544523	0.365223134571208	0.612845073265697	0.440676970055839	0.763315871769455	0.715072099180494	0.730011827323713	0.457373928644835	0.336955615288607	0.806726439921101	0.801961171631395	0.587386348339254	0.650109199163815	0.585623817432388	0.677724951345185	0.685880048133176	0.714549120623822	0.510386477652776	0.38773442631772	0.805393807993799	0.550638889577527	0.652719575111356	0.63293146959043	0.476729704108198	0.573684667196646	0.72260702741097	0.374889170879896	0.37770477159336	0.540052073185909	0.241871348182515	0.292571464307685	0.563133355108879	0.234324317917903	0.44769794864402	0.688803259458596	0.320758082955675	0.74020281123754
CD163	0.593195670798965	0.916286620596335	0.918417964346676	0.511159079033274	0.775215578250365	0.805938013555995	0.530818787057372	0.399076423793919	0.875199899611368	0.617873879889897	0.874048505398855	0.53315901807836	0.855010414509296	0.532491406756777	0.840813024345646	0.930685176318215	0.46475840426771	0.902463631196099	0.614710386595158	0.825137230063442	0.612870570585172	0.718572692431625	0.87137743626705	0.833811397522308	0.68512133927687	0.789617734126001	0.776213210492842	0.601712946817866	0.525390883330595	0.781043347997852	0.653645664421159	0.745508072551197	0.888432264206669	1	0.931365745118984	0.69485093572515	0.832134534883017	0.883563583686813	0.462809483104195	0.725233847415819	0.798160199114548	0.744563156231998	0.735578409614222	0.619400379302054	0.893447024808981	0.536787613793752	0.70280428165936	0.501386395768552	0.697776276116872	0.591131407906578	0.734379637833156	0.572792058757831	0.721409738187486	0.770906485867537	0.730229146319078	0.657697988903807	0.747056863254553	0.838673577188724	0.586809634950441	0.748573651481207	0.754136456483221	0.661934413466041	0.410026935441211	0.922077861971034	0.690480134748953	0.633231745544474	0.801476188600282	0.832949997941246	0.71709879498235	0.757830366674779	0.687492112792415	0.551251402290156	0.467557616311245	0.359128647510139	0.821269282031636	0.824802016274368	0.843717755795743	0.694574494888391	0.855255968128545	0.703178429403794	0.64638496622515	0.674030476714754	0.833193016646595	0.772883091778662	0.565887295034483	0.608790324571799	0.616022156961292	0.827683934896533	0.650156165083687	0.798337023087703	0.648718295689258	0.544358202283292	0.755860399136174	0.848571542273258	0.740539487324423	0.838032106565031	0.656437673802448	0.779676713893201	0.705566337001178	0.782770810802397	0.488863449182421	0.466921328100616	0.895245817858442	0.562559259097206	0.797087133403483	0.709230601512814	0.514649251687836	0.664255068714161	0.802535822576726	0.604877072115563	0.489534826417281	0.702630260234826	0.487590730230609	0.501570147299948	0.761844527777703	0.46793718282578	0.601706679514887	0.720812507112386	0.521550135016881	0.814607002388765
CD81	0.640404747189983	0.956362190617208	0.874765377966478	0.688475106189277	0.877583044325376	0.6763289145319	0.472179349665883	0.560320508223867	0.942908895684944	0.771416694222664	0.95354464567217	0.423357194250988	0.80012661326854	0.623337218491705	0.921821419013237	0.911284711303832	0.653777022608733	0.873932313564382	0.707372348234664	0.905366769981523	0.744485970071615	0.856240734606946	0.950146694020501	0.910130776766443	0.79975050187959	0.824937782216502	0.878112611514177	0.787796431879186	0.682876997014895	0.890017143945289	0.666321760314855	0.800820600407386	0.832946209650913	0.931365745118984	1	0.756281800642339	0.831777844360255	0.828736768900966	0.545816130996128	0.726249371600274	0.889570997355952	0.885341024717064	0.840439935716067	0.693690595437966	0.887400661364681	0.688903575118138	0.782014594127458	0.671158625029815	0.735442014222486	0.712629941702238	0.799278908150131	0.557274681272072	0.838726392010528	0.866989214695858	0.873133707963959	0.655645068269315	0.830785106759757	0.851393274212275	0.661725902854826	0.843023001184865	0.868055930818016	0.824049576981043	0.329915343620794	0.920770634735111	0.778124978970513	0.776479175913352	0.865342539251718	0.894382597368758	0.836677735021858	0.846634711500946	0.774344040212118	0.638531564810739	0.392837712553556	0.583112611271102	0.818889670563781	0.843770577868015	0.908666709472822	0.809450131225931	0.919798762515814	0.843275806200423	0.681889668395701	0.774519024485497	0.878523001551751	0.835197244801254	0.736970882432598	0.7105593739576	0.778855432668002	0.900499925176632	0.573612516878264	0.872626241052241	0.779693779218262	0.660685973959804	0.806887484128136	0.771024584495306	0.831974844217794	0.906326189948541	0.664785173993529	0.864601863565608	0.760055957087924	0.85863587616259	0.520366579683422	0.53175638221862	0.950766081362193	0.70349039024344	0.905980650150152	0.769918692053147	0.443706684658781	0.624740716373786	0.719624934777641	0.734054175323785	0.657003642786215	0.800886537564515	0.659582581057017	0.631514246680042	0.872746647725949	0.642796926321581	0.766202969999085	0.836479340325446	0.697824351240658	0.884793724306981
TLR1	0.876311949869853	0.744495227149588	0.647831206872603	0.531302166660942	0.604610085167424	0.489531236670979	0.344200511923433	0.72775667742123	0.697328968939886	0.797988298837203	0.777492913203889	0.615092083946866	0.636538430380505	0.333027107662092	0.733969744453766	0.630603760178347	0.525293339159764	0.587531863777173	0.387477187262876	0.677585033009793	0.57496002617792	0.791467999782639	0.772508662605477	0.798331624462408	0.816095758165796	0.554117547142229	0.667965405957683	0.717300324019865	0.51834764414671	0.710711131143751	0.656363257906061	0.768920158797234	0.641098158669537	0.69485093572515	0.756281800642339	1	0.722191660520546	0.515404848181615	0.837459382621716	0.445283295930612	0.734210609340691	0.68275856682908	0.758425014507932	0.853798254135306	0.768737492506037	0.856715748907194	0.753474367062331	0.488804822745244	0.807733549130995	0.452039076167313	0.802788826344552	0.180676661620749	0.818151647488256	0.769868269731515	0.773781991980408	0.755097689241925	0.798738815941022	0.647249508020768	0.526597878763493	0.618692655974802	0.877004445276788	0.679558913762104	0.115559337263568	0.696887266589753	0.590071211293678	0.746494884805893	0.8125791834011	0.896443290508806	0.742093367036341	0.673234376833183	0.541856094192792	0.303989853487205	0.211721186560757	0.67014401127913	0.837635696748829	0.603481157276666	0.76910108778929	0.774504305348822	0.757602784623	0.703819561524246	0.733315221743617	0.910430806914642	0.768041171273593	0.839285930129088	0.644738178550476	0.651981890002363	0.785819710455179	0.676377458133713	0.602272076810577	0.883383637524093	0.521353708406667	0.463742620725481	0.80719534237532	0.605956691188821	0.815335617300654	0.616729187801021	0.587251154530827	0.886220938805665	0.70824793764207	0.725798113518295	0.810045191710739	0.266440510154571	0.701142963859966	0.811280078321873	0.807475266691235	0.772017591105031	0.26738157637578	0.33677450220285	0.655041439969677	0.47839783684789	0.622647208986023	0.692818114660463	0.477071407392687	0.530632912284303	0.678548323853403	0.50796144515179	0.692359394489213	0.725423614551383	0.585945575154148	0.70675723359286
TLR4	0.678629511978	0.852740306015178	0.870389135814458	0.4523670267766	0.73439602276415	0.720408861827206	0.577351059198975	0.549920994433526	0.733727055516236	0.673054629317029	0.815895403005754	0.653719741792187	0.809744459906056	0.454037402964646	0.700839621467095	0.771018225274007	0.459377648127173	0.743439516330594	0.546062118437588	0.694100846884221	0.68430931496228	0.694128173714034	0.835584266480305	0.799277610617168	0.767678727834104	0.724698064004461	0.747240824146328	0.570823202574064	0.443973525952299	0.731683360926769	0.746194125238947	0.708214118578417	0.804326469245555	0.832134534883017	0.831777844360255	0.722191660520546	1	0.753100988514267	0.605658567141306	0.759733292455437	0.764380408421124	0.656185493777925	0.787925426402421	0.731729952448884	0.863929574271587	0.613123538586263	0.744106632345909	0.391414995520778	0.78806377825612	0.500414579334373	0.697238180355541	0.42627924663945	0.708209094568174	0.726954456407533	0.696585126996098	0.757039925227084	0.780696991293529	0.773871571474137	0.720453469679913	0.718376420991089	0.780737802816406	0.688908335486411	0.516066696386937	0.825246418557646	0.7213607425981	0.623438867599098	0.855080125717446	0.770704206914829	0.679211292795669	0.679255615668844	0.758761898164338	0.47759145346953	0.526648724759395	0.456421484065531	0.753070016535374	0.745470148364344	0.84099613858536	0.684685784857911	0.776938676188359	0.653751412136439	0.757729960761324	0.671109485470167	0.852379390079489	0.792868877774754	0.599719171125521	0.762515201918911	0.659134813458029	0.760303337686489	0.792646324620426	0.769113566589008	0.608152685992554	0.575599074675085	0.740132868314506	0.726712221283074	0.746229455532501	0.686428230718685	0.762619137043057	0.767450122621523	0.804300161729901	0.746871069279379	0.604482034695557	0.505152759889089	0.81814946710489	0.657242144797736	0.766722652627311	0.817133634166529	0.598274190529984	0.651746011718275	0.804302791207222	0.479188695723227	0.612423958617081	0.749364153462381	0.471004382481944	0.542056637820925	0.720079750584343	0.412521900312924	0.666157987622085	0.668256590175971	0.462469014754799	0.836454763940531
ITGB5	0.362837267750362	0.838495737459807	0.888098123452969	0.321267070764011	0.714934873948444	0.793501061928446	0.614179615849912	0.228336576693646	0.739228018009467	0.416055550097102	0.757179284191429	0.427779785661343	0.814759405048935	0.592100443913755	0.689561520149553	0.882825707818562	0.299697837489378	0.854455805507141	0.581343252420924	0.72188960384922	0.532281748723857	0.601814769761976	0.795888490094075	0.690632619622041	0.537782448920296	0.707806784869523	0.700860079041559	0.42924831470092	0.367863211998192	0.681875470542077	0.582491788840159	0.505005724607467	0.832140490014255	0.883563583686813	0.828736768900966	0.515404848181615	0.753100988514267	1	0.281743225060107	0.747849623349684	0.725205788773629	0.597955683823605	0.597954503831368	0.461621411704282	0.773894137343383	0.318884326773634	0.628929119441399	0.350164829183418	0.571096925029806	0.456003477906542	0.508927380222552	0.5462228446995	0.577520732806058	0.590557600279917	0.58172076923993	0.54118716195878	0.601264006852541	0.738420060993882	0.510999157851878	0.637039199198889	0.579914694697993	0.521624738719518	0.587721652322365	0.824655546109208	0.611963925398143	0.434561532855444	0.655881536103808	0.685155147909681	0.543009371398405	0.616905075774084	0.665105593099638	0.604642392989521	0.615519760466967	0.194605534232363	0.709877200118174	0.793803014557611	0.723025735069787	0.553186881880742	0.744590085147882	0.521457177438675	0.610434546084988	0.455933468943725	0.761255419084093	0.672153937091457	0.400742435799827	0.523249272554271	0.432084516655138	0.739610747827215	0.603314543036242	0.629000133800099	0.597243222127858	0.440999285262125	0.638427053772694	0.851307116980146	0.57965038802472	0.731845556771886	0.660504352045277	0.596971907515174	0.569550764058207	0.686318183351817	0.251391257581986	0.521704812452803	0.837034517577596	0.412458941346636	0.624742037101778	0.624553302346287	0.629750095242957	0.730901784609441	0.767844321036232	0.519867949882427	0.393029886543767	0.593253580726482	0.408988386591228	0.402782045716912	0.628306059501841	0.270403189604799	0.455020501832591	0.618772832269009	0.326672044615225	0.728271520332752
AXL	0.91243696423984	0.501443377694529	0.462114683683296	0.351272148356717	0.361174400927214	0.36014960353612	0.230016816452504	0.748596327526069	0.467637732099865	0.709008526992318	0.584056498219347	0.661285589751003	0.429847810249725	0.123973815554254	0.515172667917879	0.377138621956806	0.366556078359078	0.379425562163489	0.139079006472476	0.466560391162175	0.401418590236446	0.62218541296436	0.577585754865082	0.660734222505671	0.750602083563366	0.333266495187216	0.476018513252328	0.560138861368726	0.319830932037214	0.510810805156273	0.587423360700171	0.660104821360613	0.482925171759121	0.462809483104195	0.545816130996128	0.837459382621716	0.605658567141306	0.281743225060107	1	0.228221369958644	0.542323773056148	0.45675650780322	0.650304776791883	0.86404196755507	0.615147259565293	0.811883474947368	0.670609395351389	0.28220744695211	0.790533653282799	0.230507041991658	0.703357093787365	-0.0791700112991064	0.684644786229442	0.614612315334058	0.605568738308503	0.770803035346978	0.642741535164471	0.422415858751628	0.390819666720661	0.400377128984326	0.776633183093053	0.530559569502465	-0.0169250399769067	0.494960758086852	0.414323881204478	0.650023123378199	0.693527444708343	0.770518846108582	0.568707576123688	0.476736235218398	0.414700413744217	0.0746731347977116	0.0712258150148477	0.650587462875443	0.732700499558749	0.343106125350804	0.612550677766178	0.64685755073056	0.538683452462313	0.522696006723265	0.702229630939414	0.853975053478836	0.634268856085274	0.742177959010717	0.500499801102058	0.592113306085348	0.682458702078375	0.455492042337005	0.578095509909432	0.752033926869337	0.294633205825242	0.265523643172428	0.727570229474356	0.422748674462944	0.674784099609275	0.352745012377202	0.462648411691033	0.782952661607205	0.679720540042102	0.550427325167639	0.895155104828886	0.104933749624051	0.477481263993594	0.788202728838961	0.62657881068442	0.665730894014394	0.163115687925311	0.0977637243985112	0.511499711549461	0.26491655664665	0.57128073098422	0.540240898801535	0.287186370213906	0.418831229553603	0.451832700063033	0.343303152036532	0.566757605108313	0.546225471234228	0.42273415309163	0.542793816568171
NRP2	0.304128699093924	0.824679510659055	0.793891030776244	0.466404267805683	0.781063085828066	0.521029157077558	0.679166848259629	0.390455489355577	0.662145372103708	0.502068706051645	0.692775064834359	0.402791620070919	0.807693625933713	0.689922231111504	0.633823036634818	0.727390013071872	0.51935760989735	0.59866090646623	0.753194046493302	0.574545815785367	0.797345536228071	0.64322938451127	0.784037397785167	0.636520350240135	0.620165794470837	0.736373074384383	0.747520634158796	0.482050189916999	0.50377220287611	0.667234718259473	0.659836146593288	0.499834919471658	0.620190429866319	0.725233847415819	0.726249371600274	0.445283295930612	0.759733292455437	0.747849623349684	0.228221369958644	1	0.754541785110292	0.62207530713848	0.647010943754416	0.431238678727301	0.701606639062227	0.392138020460507	0.563042542626908	0.43940402983541	0.509037023453828	0.587623971106874	0.446918642226788	0.698402038051066	0.587806382623785	0.568354766651309	0.603043937354797	0.405053941903554	0.669047188486378	0.70178616599537	0.784347620793405	0.785501882672037	0.527560661168193	0.62639955229396	0.759814815766172	0.704588229662947	0.72477964635671	0.450209833594105	0.621797302149226	0.523666909707519	0.635075301666606	0.579245358761207	0.802794233460304	0.684336800660655	0.750558284876246	0.301504255092042	0.457491158466433	0.818486357462589	0.730191287666271	0.472772370470949	0.744383907871421	0.593089147413953	0.53101087608123	0.371695735365515	0.725774122944637	0.5726048157999	0.61330502070317	0.62689477078369	0.55912809544655	0.700116947624873	0.636107722745745	0.515520428112449	0.728254356300038	0.711067413242415	0.447610930886274	0.653165323665783	0.628303982708614	0.729345326353055	0.829090140598264	0.539383874451525	0.620451582187228	0.6575913712276	0.221125020041525	0.692312140206053	0.773618504000372	0.402856726995583	0.662558138304246	0.724032674760937	0.738714197470321	0.844348576859466	0.740748265772984	0.588197811006373	0.526822319263484	0.791322322294151	0.587271705048808	0.622080508815191	0.752345024922255	0.426852380122433	0.645083846398113	0.51776467848077	0.439395695641137	0.782536034809894
