""	PARD3	TNFRSF1A	EGFR	ERBB2	F2R	CD9	CD63	LRP6	LDLR	INSR	SDC4	PTPRA	TNFRSF12A	ITGB8	CAV1	LPP	NRCAM	AR	PODXL	SMAP1	SIRPA	ABCA1	CANX	EDNRB	DDR1	CNR1	THY1	ADORA1	IGF1R	PILRB	CD99L2	CADM1	NOTCH1	ATP5F1B	APLP2	ITGB1	RAMP1	ITGA3	MET	CHRM3	MCFD2	PVR	NECTIN2	AMFR	ITGAV	CD47	ACKR3	FAS	CD44	ADGRE5	TNFRSF10B	NOTCH2	TFRC	CD81	TSPAN5	TLR4	RIPK1	PDGFRB	SDC2	DPP4	SORT1	RAMP2	PLXNB1	TSPAN12	DDR2	LIFR	MTTP	SMAD3	ITGA5	PLXNB2	TYRO3	CALCRL	NOTCH3	GPC1	RXRA	SLC16A7	GPR37L1	TNFRSF19	TSPAN17	LRP8	SORL1	GPR37	ERAP1	SLC16A1	LRP1	CNTNAP1	AXL	MCAM	NT5E	SCARB1	NCSTN	LRP4	ITGA7	APLP1	PTPRZ1	IL17RC	NRP2	FGFR1	TREM1	SDC3	LAMP1	TRADD	TNFRSF21	CD46	ITGA6	ITGA2	RACK1	NRP1	LRP10	TSPAN14	NCL	CXCR4	RPSA	C1QBP	PLAUR	GPNMB	STAB1	CD163	CD68	CD74
TLR4	0.638199334159131	0.703731941161691	0.611753518169551	0.678543000815747	0.628312355790765	0.466402472495195	0.660601290018426	0.636307441625469	0.807327054958666	0.640011629362736	0.321286482422771	0.749668151360413	0.575798501662256	0.756316615019289	0.161079637378447	0.774205185785964	0.677393643827041	0.731436436593259	0.628177667894515	0.623632667326985	0.78276084378027	0.710384666053106	0.698048819004033	0.521544720368202	0.739016914950489	0.685474753973355	0.613869114674432	0.742915437823549	0.701042572569064	0.744342314082247	0.730161847997742	0.563716797796706	0.652721770483894	0.581902089699518	0.707221969260203	0.520726211189411	0.539949934937223	0.634937326701236	0.589837474159404	0.675405327619256	0.672991940052319	0.688436742286692	0.661993283666198	0.70773642664684	0.763339855404485	0.645750339000415	0.481663819416836	0.509947445540521	0.681652866284769	0.637387357462757	0.600241586603655	0.646989759907075	0.617967601260634	0.806327708378277	0.572689756199218	1	0.727531160658382	0.470255926651843	0.669220974090058	0.536539057121839	0.737326699545617	0.493019637157704	0.695715272806267	0.306282140123796	0.496195445886205	0.679832024093665	0.679816835541752	0.615883623342072	0.369887303611081	0.746144712603041	0.612265868419482	0.771112814887142	0.411287634228999	0.760372756711552	0.726169351934269	0.632762458401568	0.569776032243343	0.541418626071489	0.536434932614043	0.616404276781675	0.753914625903436	0.674145135003893	0.634421233873818	0.432312776819449	0.770069850670408	0.744917873962754	0.584047513716507	0.643178238191358	0.299329334680895	0.607821923233572	0.780724338163911	0.640161974423658	0.739369689831782	0.770704353062381	0.725314748969044	0.672628742198766	0.692572212273017	0.698170844388354	0.175238200587756	0.379241850602901	0.724881632783964	0.670399887955672	0.625291656249488	0.722662730253799	0.405860969428526	0.483045390687467	0.54093802200219	0.461299778095786	0.735770656752861	0.737367164458563	0.631390390350712	0.40148043105938	0.494885559529395	0.596535742719778	0.45389186047467	0.353652749257297	0.584161617751678	0.46641371975438	0.599511560704428	0.429715348571
RIPK1	0.791128052131963	0.851524067282295	0.811721946916807	0.69585386084866	0.788769289701585	0.679484793573042	0.856208510969561	0.731060464320407	0.802334982468068	0.725072097947009	0.537401850628756	0.855991772517198	0.802453291632855	0.837007192205286	0.314618105015278	0.868952257534054	0.825811832529237	0.803924128364584	0.729178520276006	0.802070103534217	0.824387090317192	0.847961592058642	0.86394507810448	0.527424000441556	0.734371849534118	0.706798596670935	0.745966580033992	0.806405829658218	0.760720583903944	0.849957020947696	0.794461717518075	0.637139169937141	0.687320120577159	0.775372731607805	0.855402035608502	0.702211180249762	0.64064357225059	0.753189306752468	0.744678207661556	0.75193421777078	0.85704640232779	0.846563235082877	0.822958943543426	0.782999159090073	0.902256677505262	0.845104453813616	0.488656462401583	0.694120210911113	0.756084014881674	0.798144093248258	0.727800467585114	0.794983928701102	0.666328424595853	0.845502519793041	0.749182598025789	0.727531160658382	1	0.528326314686985	0.76697333764012	0.671075675589789	0.827321708721568	0.680096936338686	0.635120253392114	0.3464910984336	0.607652365824026	0.617162784682072	0.729812713144542	0.681808469768489	0.521326257348278	0.830479239255405	0.679365344849514	0.799359767000168	0.519027980690578	0.851772005879537	0.84770087981103	0.827121448056495	0.528741207933484	0.546386775718587	0.789847775243313	0.81049477139079	0.756007297499412	0.734018821854287	0.801888851143901	0.597711959043693	0.813006170170249	0.76102895102763	0.718104594464088	0.679886283211208	0.509786796851906	0.698972663673913	0.883678938568152	0.614661710927537	0.78801669893447	0.877422462609582	0.756133352955635	0.824789822023995	0.807241032276666	0.838752119711227	0.311972722540351	0.436472292186252	0.857222453688983	0.791574783486674	0.742044900841649	0.873398811682618	0.343661607157326	0.671622868005451	0.757154980036918	0.611419146045441	0.887902386342503	0.760024400902286	0.824443121547526	0.598699845005883	0.708656973487933	0.810391023747259	0.518520850558888	0.225460043043656	0.388405533393552	0.208446572053063	0.61181351404302	0.269339483284723
PDGFRB	0.374466542654389	0.441917360424049	0.534214681836923	0.464101944177237	0.76750703211419	0.188638562141923	0.526212013739414	0.272136931197307	0.454117353732439	0.49397817234613	0.575896285633975	0.395617645879597	0.665574572293241	0.362525235075988	0.620648530606989	0.615133789232858	0.457849333611378	0.429503109272013	0.210545419144413	0.469649886337568	0.451514208057305	0.582028364495725	0.523891795608264	0.12418764972607	0.261958400039655	0.177070215199774	0.642722188001277	0.343736815495324	0.576083121180392	0.493312498891113	0.489646910233628	0.165868866820826	0.235451011646503	0.470761091634849	0.499118706074194	0.88920743497269	0.156668047234653	0.504025788364007	0.433142893944149	0.249738528952778	0.64058010090645	0.576687436304476	0.755165351640261	0.463561241577979	0.498194199360271	0.602970402386263	0.118873230790553	0.744752463308147	0.643129794047044	0.613222738611078	0.628427686611557	0.723445493061976	0.578638566099797	0.636162669607134	0.603904034223052	0.470255926651843	0.528326314686985	1	0.822081745390995	0.620093062765216	0.365599035944716	0.314448071887182	0.378248513997507	3.78693155270378e-05	0.894971995536588	0.226484752783998	0.254410132843677	0.551632341925318	0.822133133223418	0.640432885547607	0.238276910209461	0.471436330235922	0.915628023117916	0.596924131797341	0.510105265128142	0.516105522879309	0.127262384307347	0.292008591627909	0.543967845206299	0.637138213439102	0.252663041780968	0.309893924262997	0.624394831383868	0.485948945543973	0.557454846340007	0.419722488184259	0.7202111413097	0.495894539233045	0.675805404084033	0.595755076520923	0.49607051173153	0.22053534040136	0.326630553736555	0.531074762835774	0.208605236170336	0.455379965431157	0.576077843443722	0.450662856303097	0.552288822992557	0.0629362399592622	0.563639027431887	0.5863772069622	0.344035438310174	0.541749543682851	-0.0333942611544112	0.682821413607309	0.645882224013116	0.612799793870073	0.559210990127606	0.439564085305748	0.679445945957227	0.560373212400646	0.67068623839613	0.632204604593837	0.732732613055046	0.397025501806856	0.319207851063995	0.154290311922797	0.611316089570815	0.164801390723022
SDC2	0.647021678438496	0.747679745759476	0.767534508082707	0.642526172794451	0.875217592233594	0.51840602215559	0.807417705356197	0.536665680191807	0.71200082236507	0.698662727552308	0.612026781731053	0.702600510248886	0.859104064267769	0.643819417407196	0.567136854984671	0.833543914912126	0.715751555605159	0.71289460039159	0.499627134275427	0.754193148713438	0.675611331455855	0.782398236834945	0.778247500046575	0.468764452103635	0.574921253117769	0.478430686578315	0.717302290418086	0.630950981691857	0.740797076667337	0.693196960845986	0.727722036843556	0.529522990560028	0.47657718554919	0.745292671621394	0.801222121365691	0.897562444344894	0.518894503030892	0.698309016679481	0.587789184267028	0.495936033182502	0.82883828212241	0.792983390758484	0.891849308168484	0.718257516623856	0.775539372828733	0.836547103296958	0.370234287194869	0.853575722359046	0.850626105229421	0.836088481544972	0.765559840689112	0.847823819542747	0.700833724158748	0.842984033125413	0.823537337791797	0.669220974090058	0.76697333764012	0.822081745390995	1	0.789458424344015	0.643782073094639	0.649392876574097	0.627952424013385	0.295051979205835	0.841335753778825	0.490692429895523	0.584501853719473	0.714498682727291	0.769716957436223	0.799701181306828	0.496395833668683	0.705429272891206	0.819231639067332	0.787448155593453	0.698008564541315	0.71193345257339	0.354948179550353	0.53566216739392	0.779322809822887	0.778216896784866	0.539339609856804	0.499827294454844	0.75804981497559	0.614448322105069	0.77804024104453	0.604436133256253	0.840537075748194	0.645491288317294	0.71757969936121	0.704003513269674	0.73390312068531	0.532834178881247	0.578768384065628	0.807093991798899	0.503344290967866	0.718225573587772	0.820879117998056	0.748364120318255	0.549701057685201	0.338871688147357	0.848983820545765	0.799086777709523	0.602846922907483	0.776114950106681	0.227365684439924	0.770924439544882	0.799356608804197	0.683489965815534	0.821606216769724	0.637834191323886	0.863456873892745	0.619043842176983	0.806844216804232	0.84322406138034	0.742646648032204	0.35701031886714	0.384997563252585	0.188103081250651	0.678307840206684	0.247209896715055
DPP4	0.622970665526823	0.725928420607723	0.714910474853503	0.464403643168085	0.792646552151014	0.584568544632266	0.796359208510207	0.464059500844488	0.657747256568095	0.672219485878645	0.694551182733791	0.667982390396755	0.832791896128139	0.619150705832055	0.591898915703703	0.781996879896548	0.706724176317185	0.63204157629585	0.511321460033195	0.75914496149171	0.646661030183787	0.749822979973812	0.77273387054027	0.350053322336317	0.50042324826603	0.429855281818536	0.621094835072616	0.543708542697186	0.716909466225644	0.646178524079948	0.684151381144072	0.547452033315463	0.442450509920403	0.759323261664742	0.792745718381671	0.804457296468748	0.524309508372546	0.683883537979841	0.612784414799992	0.509427248602607	0.790953308489108	0.742139160864767	0.829465865048001	0.682150453317112	0.728997624339058	0.819110846665941	0.35473172953311	0.762665439014051	0.827262556893694	0.838796914789443	0.750419381018873	0.824346820703013	0.750306762410314	0.699921032593106	0.773555997505653	0.536539057121839	0.671075675589789	0.620093062765216	0.789458424344015	1	0.600497318783522	0.650264362831774	0.465987660917153	0.305345832400826	0.737408247982654	0.361282805844539	0.61307148870329	0.597751069067762	0.663641360098537	0.693108537887412	0.484118622248528	0.607421106196705	0.622898969180245	0.734839136694405	0.67565456415701	0.696960205767177	0.181392648401727	0.455952004974104	0.783653687930802	0.722420829325831	0.531439678713624	0.454291160485255	0.762422970446558	0.681385406074931	0.696256048481304	0.562312136270259	0.831271635058682	0.52632848502778	0.759651142297388	0.659394693257243	0.686180440342048	0.454894778650695	0.519977376058786	0.752288316884101	0.425592504913554	0.691617715245351	0.819515723620229	0.710590213634531	0.628956137422138	0.363681458168942	0.785048296118412	0.803907994802624	0.5979767560193	0.757189810512246	0.18034958923466	0.643766921456889	0.840876832855618	0.702844221136016	0.771148647563561	0.629868860244501	0.793486818398629	0.684963133162919	0.810103365268488	0.784074668989114	0.74689926330869	0.38715120008382	0.426369045454505	0.223982546326561	0.729395044655511	0.331585146870263
SORT1	0.85500374061695	0.924620411750364	0.758721083817293	0.705346299348167	0.698739171085268	0.75464861499644	0.874339617446389	0.797422750311876	0.882647852308684	0.630251634231136	0.340642699598583	0.957307060515409	0.693586156969733	0.93286805763154	0.036004233099132	0.812152748466439	0.802502336400073	0.866358672689026	0.904389875651755	0.787575361098249	0.898158245884809	0.768581989275006	0.8182053935283	0.678059576647053	0.900568039054227	0.882409374456207	0.741779182804051	0.90219457974115	0.680129210853776	0.881329090123991	0.86636168921108	0.825064942480112	0.86742691464414	0.849071823448117	0.879029926122563	0.526755166125706	0.835974811126549	0.708724934640213	0.685432222305316	0.848839198767132	0.79989057172414	0.797778080027249	0.751214535334684	0.803832986441925	0.908541393157013	0.821578607038581	0.697888639184545	0.488662965081655	0.637217681166654	0.771705945203198	0.553689906113863	0.727590297458946	0.516716941021012	0.843482203626347	0.760961146929902	0.737326699545617	0.827321708721568	0.365599035944716	0.643782073094639	0.600497318783522	1	0.766565257206148	0.706030214448209	0.553829955861346	0.433573067376342	0.711568617218307	0.878387573631237	0.579018667808864	0.276523602170434	0.747172755290599	0.867481212201237	0.81895669590675	0.304870970441353	0.865278205899271	0.827496724632989	0.809315423168402	0.715086370186256	0.692774203062582	0.781743043909975	0.696191405026561	0.891358073984635	0.812588020390525	0.715874216620505	0.436009629678037	0.806672351829998	0.853814964037774	0.628182419054134	0.773484219239083	0.281806734316638	0.552417604880038	0.896886523710847	0.769821452099732	0.92056918476671	0.883576866041509	0.930104998682222	0.875354661892021	0.758710908764715	0.850805626932687	0.0531996628635166	0.660553138963148	0.868888099321529	0.725515611708917	0.898355327110646	0.801410077378568	0.574104707880827	0.42257779857392	0.673684480335361	0.457343237028781	0.882294863336947	0.853996890985638	0.791653199547281	0.377107742335358	0.653276913635704	0.800794487871178	0.274524357332851	0.00423731893786979	0.334524671948203	0.145133840431531	0.44535188927477	0.221795923603801
RAMP2	0.758801270686296	0.870069423161091	0.682570488327824	0.539054411761716	0.650355693074676	0.762701697579644	0.869660879676851	0.668070035675517	0.701784349102009	0.514205587951616	0.266463723825073	0.818446094879572	0.720332619597803	0.724054774039284	0.119873879218648	0.655204770386149	0.627406701895019	0.724253227598919	0.72190087716269	0.806584675099984	0.622774380554063	0.583804941798671	0.7026121700885	0.739561210737356	0.722181166425058	0.706491682389223	0.540772386133902	0.66907109785817	0.537335232559946	0.616708007631859	0.719193579950421	0.848281630771586	0.651116823858684	0.906636335327641	0.882280888444881	0.537132721493073	0.89986371086757	0.53734087164167	0.422223519763257	0.569367134750576	0.754619240703428	0.714620076365269	0.699016329099408	0.66040725834992	0.783213481589233	0.824668758507447	0.663432966954577	0.579244159668741	0.680937237926979	0.773635810504248	0.535605559057793	0.606063949146921	0.496659668716506	0.698312195196718	0.838602545175726	0.493019637157704	0.680096936338686	0.314448071887182	0.649392876574097	0.650264362831774	0.766565257206148	1	0.556050789229024	0.711585181493548	0.438411902860322	0.457566108061695	0.780054925378835	0.479333706169688	0.302629182204215	0.565177660245994	0.679631091478565	0.630632067321626	0.333842468239262	0.662629095611768	0.560155314988772	0.613015136654036	0.522217715504253	0.650664612217364	0.831825930836222	0.556746655096964	0.652378090410569	0.437098775824431	0.578714378635685	0.383996753812018	0.59437514849526	0.547764359481375	0.684064495105348	0.633424688944885	0.372909306690642	0.438899150166742	0.681106147717293	0.698592086318678	0.681889242606176	0.766173342281703	0.676366235645835	0.799730444293113	0.775507244850359	0.772302516873169	0.12729778124656	0.701063767302153	0.863944497332865	0.71480735417062	0.816184699459592	0.621703397016673	0.565793098068947	0.38595252024855	0.741215267979826	0.428460652089835	0.793869840165638	0.727269789884285	0.834652744665967	0.326059973018294	0.798555895398273	0.86388974654449	0.343478883126469	0.0481533592812281	0.271838640190289	0.0936700184617705	0.418189789972064	0.29387566362024
PLXNB1	0.62114148738992	0.704110945990706	0.644379433246568	0.701909209819981	0.543609858761988	0.383472825201127	0.624094058574116	0.740973259016355	0.758648430605153	0.588582525356644	0.170925453526767	0.741215467010135	0.507100574355766	0.7201794504748	0.022231783340571	0.666365974618523	0.658753971352024	0.770000727132115	0.599697533298385	0.521567445928189	0.652324042246239	0.592999036040279	0.57784313221994	0.615080859237	0.788317718038732	0.699791573182447	0.496211835846317	0.732303082380438	0.572371366943599	0.701901610731396	0.738314038777303	0.650510690888909	0.715924493478863	0.570477485848428	0.701860274990911	0.41704355893597	0.657709816536041	0.588474315404609	0.418867136920437	0.64529137763199	0.546425828410815	0.712610936318666	0.55569246449504	0.664642888517495	0.66686808679192	0.549603758637034	0.578050236192149	0.431191946329967	0.591352635833647	0.595713890787888	0.563724339284382	0.587157819822742	0.407321130491759	0.795457720336053	0.57733334700622	0.695715272806267	0.635120253392114	0.378248513997507	0.627952424013385	0.465987660917153	0.706030214448209	0.556050789229024	1	0.505709679683832	0.375575461741831	0.666338164905555	0.637125628948399	0.645974690837286	0.282131812050332	0.704509239494943	0.645408923547308	0.689736259165065	0.400708971390652	0.691607508832547	0.580485918081435	0.530584613555087	0.627410490722555	0.743278362907956	0.564323052752663	0.562375796996563	0.638136286965034	0.576031365042384	0.511558936183833	0.274796934929726	0.749207153614518	0.671371240928957	0.479463899754025	0.648635725943098	0.223210001662387	0.478100792940028	0.660024029498592	0.674687839043255	0.762874621950024	0.70949081974498	0.748272027204672	0.60731671204544	0.73017664921954	0.72594050746013	0.0164418100834467	0.603396546077107	0.67174449477095	0.57647218463594	0.656570236940029	0.606994631215036	0.595298433717461	0.374847558653197	0.402225283622059	0.347459489998423	0.656017405847523	0.654631233399464	0.625822682726533	0.152984166934047	0.403292562057868	0.566923611269741	0.258102723000393	0.024436021507695	0.329455987125247	0.143187921639999	0.290241106791683	0.19672359543465
TSPAN12	0.458442522469806	0.556701558426099	0.387761049012618	0.418720653231764	0.294152164139373	0.43714970738987	0.465802975259735	0.595572407568484	0.442339537065218	0.186362749989159	-0.221393195036349	0.564828481787421	0.222953678642653	0.457878815029463	-0.27332285280397	0.243362166149015	0.223691734555924	0.560748622455719	0.462222768516246	0.478364952409119	0.314712592458169	0.130070804287311	0.285332174248211	0.815168687995489	0.641837610234881	0.598162320255103	0.141048680882286	0.398435667105137	0.286501470336631	0.333175847783589	0.414784802386523	0.829331317944674	0.627625349803911	0.625427521663062	0.588459283992934	0.0808716122700321	0.829761161269954	0.12945772324025	-0.0591527514816682	0.343190592621506	0.338486910240192	0.387027160296407	0.29881036705651	0.357376115530353	0.419383349946891	0.410128831553887	0.779292730701887	0.149896828641835	0.265196256268988	0.41339035513109	0.186388190587815	0.233093065242825	0.139599926913142	0.377635096184201	0.609099075818023	0.306282140123796	0.3464910984336	3.78693155270378e-05	0.295051979205835	0.305345832400826	0.553829955861346	0.711585181493548	0.505709679683832	1	0.0375921360506177	0.375853289453738	0.538106270040497	0.236290473209399	-0.0995723723130461	0.177292705941681	0.550448982942603	0.276296052356518	0.0690820420785268	0.301004936941338	0.184357471272991	0.171315971740008	0.549724358214568	0.683280707609632	0.466462248288227	0.150080317238255	0.414126758300847	0.102926345003014	0.168070547426865	0.00208281220467245	0.261860165751235	0.293056942119226	0.376446881393029	0.501160291370839	-0.064870046501986	0.110230900934289	0.324894653205761	0.660800692281004	0.447388479670514	0.431691879182908	0.557424564383782	0.430875902519553	0.501962766203971	0.525313340692553	-0.273438733519627	0.831324597496818	0.522595800195651	0.332180017152161	0.646247447741769	0.225505243907677	0.804343580183918	-0.0433411799759624	0.293606690500274	-0.000522370630812723	0.40089030275671	0.53964488070243	0.516009460701575	-0.103787534283792	0.395305318675296	0.481950965405261	-0.0467783499680933	-0.108037035417098	0.138076644917585	0.0264497487705314	-0.00284866999013808	0.228648582111874
DDR2	0.456819037252904	0.554154219575089	0.636650103417087	0.442371381463672	0.820898254762231	0.377147816444382	0.645044498240236	0.335982198730279	0.538127734698648	0.612828155813544	0.686957748552472	0.490187556490281	0.787086471320024	0.467118988572129	0.711455642293741	0.719519596516946	0.580204456033429	0.510160080953124	0.305612302659314	0.637492839926563	0.538284376121171	0.704340416735182	0.664847305398465	0.194770500306249	0.317800763743202	0.233636437080682	0.636191220697978	0.402427571437116	0.668785177380458	0.561379028143164	0.557805276341428	0.269027686623156	0.255947353932619	0.584041046167361	0.634735439055659	0.947616941202361	0.228378518846443	0.599416175676115	0.546282998980486	0.344987815988056	0.762473715162544	0.665580591159756	0.853961541260881	0.547634257028313	0.623797113411611	0.739733612950551	0.163427838757034	0.866149507748119	0.784255832450393	0.712363114644425	0.7456550569258	0.78733524819439	0.682942409943618	0.681535869920014	0.715648788983131	0.496195445886205	0.607652365824026	0.894971995536588	0.841335753778825	0.737408247982654	0.433573067376342	0.438411902860322	0.375575461741831	0.0375921360506177	1	0.249922570355481	0.381120594431038	0.601568203878467	0.86693496965642	0.700421279670291	0.30585728435819	0.56653211171	0.841292041114451	0.667490495463827	0.593933704780383	0.630801790729122	0.120880274454662	0.282554325925258	0.649839373028723	0.713902106350222	0.328377048459177	0.38137129748127	0.717741667077895	0.654401499972281	0.638536052985852	0.450797692335553	0.805885189241044	0.41866915794565	0.784235780914432	0.707265958279408	0.587755806584683	0.301909754616268	0.378832286073098	0.630052261228592	0.257209879608732	0.578515271578888	0.668295257101266	0.560565382014167	0.644501974924802	0.06649584891524	0.6828721824469	0.728638420537977	0.421292712765203	0.645210088614625	-0.0483874269341219	0.734061047849203	0.786575325677795	0.722655949953787	0.674275201912383	0.528422637932609	0.765150454027059	0.701825670959893	0.78721322687758	0.716476370849161	0.810302043520165	0.487398350861746	0.350757260037369	0.183803360410346	0.74249222970666	0.204493607216046
LIFR	0.5760682423137	0.648594790601342	0.536951132926927	0.718498139830454	0.466068846748638	0.414037565080388	0.522690869886483	0.650486618231572	0.709861426893865	0.503343168666775	0.179863089536648	0.699023784985093	0.376839342647254	0.689262007187556	-0.0483794773940468	0.626569664378983	0.611076432584234	0.661616234101447	0.644223986900984	0.470872291472825	0.730523561096498	0.55970254809799	0.543124802591003	0.647830321097387	0.781612383877724	0.720554491155421	0.408014653538869	0.738660388481957	0.507925770301508	0.686742515449556	0.686099991835959	0.605235684356453	0.74041165113711	0.454287838265987	0.607367448946843	0.278864811975093	0.568319686962561	0.577181954616547	0.426311287619144	0.59261911588695	0.4838371814544	0.571417232938878	0.492050521056116	0.629615999615281	0.66318979227856	0.495095491717685	0.508681238157513	0.281332046358832	0.499610076988024	0.502519612180692	0.348897923325601	0.500008940093637	0.35000885857577	0.730808346371894	0.487916823062257	0.679832024093665	0.617162784682072	0.226484752783998	0.490692429895523	0.361282805844539	0.711568617218307	0.457566108061695	0.666338164905555	0.375853289453738	0.249922570355481	1	0.676893404088858	0.53506105615452	0.169487582220059	0.63243538047384	0.687870656430782	0.673114455716172	0.208065473246673	0.68504575419315	0.647309535478684	0.555769981178762	0.598145148839731	0.617049049425599	0.430041976683382	0.486721804459686	0.737268295748087	0.611158934971557	0.424914828369376	0.275692968547651	0.695182331764985	0.717259803443233	0.428655240903085	0.57923417612182	0.107847912019964	0.45654585566032	0.670201694073229	0.666338006832979	0.719017600407546	0.666423827419196	0.753528513698531	0.634046239162434	0.527589740823192	0.615996290561839	-0.0188045764461321	0.501819509691486	0.593634665688837	0.486270221937283	0.597581029233407	0.553356182743197	0.588064996231984	0.307575484913346	0.310004479367541	0.244369797109371	0.632198306636328	0.560969083538047	0.465872135966411	0.153576522405064	0.285373182732756	0.439530002721425	0.164838482047273	-0.0374736283711421	0.281695746985443	0.140266962862715	0.245987429055199	0.141110342753397
MTTP	0.828527936000718	0.904938787599923	0.712731812321453	0.649786018831952	0.626241633826122	0.800290810603935	0.844678722141722	0.74646111082267	0.852162782093709	0.641606190760434	0.318166778068421	0.908021878545096	0.648773187452992	0.88300441018968	0.0733193834458678	0.787200533178086	0.804553097418254	0.768645627144525	0.872493800467253	0.776212769501247	0.81055684360642	0.73554187330912	0.798342177335774	0.691798567574112	0.829770045456954	0.820292268099005	0.653978456174742	0.845502325618015	0.688601450649672	0.757754123189284	0.843703106209062	0.841582912324442	0.76855140206594	0.805698064391541	0.857836913459735	0.449788346264044	0.825106452751987	0.688697289976214	0.631050139591605	0.808753368911445	0.759871199819296	0.75606204370528	0.685071933584312	0.784220362056331	0.878073570542325	0.790777960954208	0.603455747255112	0.46504041808717	0.680824290078984	0.718080375895854	0.55153066124869	0.636841092973739	0.514517611390944	0.773262108042654	0.731119867507358	0.679816835541752	0.729812713144542	0.254410132843677	0.584501853719473	0.61307148870329	0.878387573631237	0.780054925378835	0.637125628948399	0.538106270040497	0.381120594431038	0.676893404088858	1	0.529927102786243	0.195972869883238	0.674133065122984	0.754626502328617	0.810951134735836	0.23160873443065	0.802773898215771	0.750175103980205	0.753747099567699	0.588702964335278	0.675985943338191	0.725666886005784	0.636515188565011	0.869337793171549	0.716619487524763	0.666998108937814	0.484850270861802	0.756798675097273	0.775381881805742	0.600094373034536	0.69044941338009	0.286532101174862	0.575920056141896	0.820957178753855	0.766929480817614	0.847552705732878	0.822193299404885	0.847387821588381	0.856800214778396	0.724600556338063	0.828164816428535	0.0475897067338238	0.618724082589094	0.848858747112739	0.76097111526352	0.825955245800869	0.765820422417991	0.552100589457152	0.321101496689475	0.660005581156204	0.472661311627407	0.850426551603634	0.754914094785935	0.726330492286262	0.340367209118733	0.635877580759882	0.752000483269349	0.227593851087107	0.0260183434197191	0.30544509824052	0.12572855423347	0.435753706899829	0.248927670579161
SMAD3	0.597440797987654	0.662689769426866	0.689531974774199	0.672614511749351	0.678702800335827	0.413810341296663	0.639851948102144	0.581202918077639	0.692637456479162	0.746302386640324	0.514633349230637	0.653375383331119	0.671849410351296	0.610388881155261	0.462412995641	0.745961548695889	0.708179756585542	0.670313020798263	0.455131534590913	0.620672205523318	0.60783613619083	0.717032210234806	0.682937868118048	0.399175490802081	0.584962440652685	0.496884922012851	0.489395985322072	0.577618556195185	0.64163357807383	0.697733728641453	0.673464377614444	0.484688135305296	0.504288341885901	0.551315916513002	0.69522527554983	0.647989814163299	0.438731159837703	0.708062512482424	0.551892872577592	0.568227846012496	0.642699823391667	0.753787551948528	0.728225687466344	0.672245075198767	0.663996985631204	0.631036111352349	0.36919159828234	0.669182285828783	0.751095793362812	0.683382784248856	0.711453605429047	0.731340781427574	0.620659773486664	0.760171502544781	0.64205059954388	0.615883623342072	0.681808469768489	0.551632341925318	0.714498682727291	0.597751069067762	0.579018667808864	0.479333706169688	0.645974690837286	0.236290473209399	0.601568203878467	0.53506105615452	0.529927102786243	1	0.625433181068117	0.756522763812918	0.519264427899197	0.642533121825827	0.581533180936053	0.737731019154503	0.645463521356061	0.619246845153453	0.356752106567811	0.518879879373315	0.580005492705086	0.689115094866618	0.528594674918168	0.493966497052023	0.648297522149437	0.604261078103247	0.77152875458663	0.599877415884506	0.641139673009633	0.438127383071078	0.582080043980946	0.694138896605502	0.686302476364765	0.514150331875247	0.614626065220058	0.740894399542954	0.511282955155929	0.606835453181172	0.756651487381912	0.734291947329557	0.40386494768446	0.341580330217785	0.674876645100572	0.65961365377871	0.539343353183405	0.692317274830663	0.264176831095106	0.665416878266432	0.606341707920938	0.596584469704861	0.706258204069141	0.5960907035964	0.684383078776196	0.507099063114958	0.554783070178822	0.624423265765091	0.575997460380599	0.243645843066645	0.323281337680676	0.134559959149269	0.519597247863383	0.186535246081604
