""	PTPRZ1	NRXN1	NLGN1	EGFR	NLGN3	RPSA	NRCAM	GFRA1	NLGN2	NCAM2	ROBO1	NOTCH1	CHL1	APLP1	CDH2	GPC1	TNFRSF21	NOTCH2	NRXN2	LRP6	SDC3	NOTCH4	RTN4R	RGMB	NRXN3	BMPR2	PDGFRA	PTPRD	EPHB1	APLP2	PTPRS	PTPRA	NECTIN1	ERBB3	LRP1	FGFR1	NCL	TSPAN15	CDH10	CADM1	FLRT3	DAG1	THY1	UNC5A	CNTN1	NEO1	NPR2	PTPRK	VLDLR	DCC	PLXNA3	LINGO1	ADCYAP1R1	TRPC3	TSHR	INSR	ADCY9	PLXNA1	LDLR	NCSTN	LRP4	PLXNB2	LRRTM2	ITGB1	S1PR2	SLC16A7	DSCAM	GPR19	ADAM23	EPHB2	CD47	ITGAV	SLC16A1	IGF1R	ATP1A3	EPHB3	ATP5F1B	LIFR	RTN4RL2	LRP8	MOG	ACVR1B	ACTR2	ADAM22	DDR1	CD46	LRRC4C	SMAP1	ANTXR1	MCFD2	GPC2	TFRC	LRRC4	PTPRG	F2R	PLXNB1	BMPR1A	ACVR1	RYK	TYRO3	ASGR1	TRADD	SCARB1	PLXNA2	ITGA6	GPR37L1	AMFR	FLOT1	KCNQ3	ERAP1	LAMP1	CD9	TMED5	CHRNA4	SIRPA	JMJD6	TSPAN17	TSPAN5	NRP2	KLRC2	ABCA1	STX4	SORT1	CD82	CANX	CD99L2	TSPAN14	PILRB	CD81
PTPRS	0.955441249994981	0.926507909290494	0.929550128059583	0.888333842685714	0.832199254541315	0.780886239652583	0.941094336216252	0.920096784116418	0.834856910635474	0.942814819326636	0.94053057552579	0.888607258177285	0.920531978506595	0.750271496153834	0.917229163457501	0.819227438788679	0.824285874805382	0.848388052970542	0.863245556586363	0.942633767558776	0.852208899762745	0.770857869353249	0.732734891143222	0.920505889920534	0.871094359621184	0.93561124796519	0.910007638977835	0.836506972840559	0.845710963393962	0.940198673547453	1	0.903870625206479	0.86391083738284	0.843327958378707	0.88798121172761	0.8782226365231	0.949076710508895	0.792722020888851	0.821302374440353	0.860811962106822	0.895163863980388	0.888609124023565	0.81199726898591	0.757406443965014	0.940040197001825	0.898318471008408	0.808865969006761	0.905043058147099	0.876150060732124	0.839414522265947	0.860907897413384	0.80776476076621	0.814630698903142	0.889057121559623	0.918290165494198	0.917106223529103	0.863051838056125	0.876055357413595	0.871002004996111	0.832268600869428	0.927960989481138	0.812733250656643	0.934230297432255	0.915983174432272	0.824638496008171	0.927079188121163	0.885560689362342	0.86671102414181	0.926264100086814	0.79165675619441	0.939206881759219	0.929655476788254	0.894806777036348	0.931476242052759	0.805686256976268	0.799538007500138	0.778214039709715	0.800701334166528	0.804054275404465	0.930553029401446	0.718308333074821	0.87861167082713	0.896690286441999	0.954821243987473	0.802965984907741	0.941880699427721	0.906601125115466	0.846788156594178	0.882046884059536	0.890059897639126	0.823063325304377	0.846505310613896	0.904152631167966	0.939094423296722	0.878728981976886	0.846335292327357	0.879327783986832	0.839317740758781	0.902403765072126	0.824465396578066	0.736219677716014	0.761755118908927	0.839775536682391	0.850695682229879	0.877254211794402	0.791890577840764	0.887029985392256	0.849768986794393	0.872643418937214	0.892676044174133	0.845134162806422	0.649482579111338	0.859357598306415	0.791626477622291	0.818558390860768	0.887454257238085	0.737193753308562	0.878919450715241	0.699809179609394	0.856904239402939	0.630293370431175	0.850466473029826	0.84110178287692	0.758348896452933	0.93138355464948	0.850081067349295	0.723806541454303	0.891729079376229	0.793836554986737
PTPRA	0.963694300401059	0.936331592752362	0.981237273827247	0.920504915678473	0.964257950781185	0.94366289247532	0.974021788697053	0.972821967349049	0.971419748791769	0.941477018684136	0.977173754932313	0.979359135066507	0.938368034904635	0.922704759461131	0.979923609638753	0.95210492587652	0.957916361830859	0.892354001209929	0.976599324819072	0.969644317272424	0.972699099762919	0.856615296457467	0.908866074483383	0.981906527252119	0.901386209364906	0.969890790027493	0.915087275589289	0.789419579658365	0.96886514472484	0.975151725611523	0.903870625206479	1	0.970889204254793	0.945678520370278	0.977693721590287	0.941822344758084	0.95116127436625	0.899517497374336	0.825415112105541	0.971377927895272	0.947809298788805	0.977280214663419	0.958319080272117	0.876713310939943	0.967602387381263	0.951355958598789	0.873992173547437	0.957355917205615	0.933177698808963	0.854456525099499	0.943462086530263	0.941640886014091	0.905554976442577	0.914872203234732	0.905425121848632	0.957839643004199	0.909485233002501	0.936341648142607	0.955873498833532	0.946026461162482	0.96535513009831	0.907484904192037	0.914347667433585	0.970792321707542	0.92111350908999	0.936008823840365	0.976535403006916	0.91850842416861	0.945540805907521	0.91325783347535	0.966408680330371	0.972466027635908	0.944897505791678	0.967640011010021	0.948866884683099	0.928126181679877	0.944811182404012	0.80613810895821	0.911841771921384	0.959601437829559	0.821374870942925	0.957266150343053	0.982834821439252	0.957782493634519	0.95939707903914	0.94485750690365	0.946539736532615	0.973360142520198	0.954644252643187	0.971906323480179	0.942883869554309	0.86542454698794	0.978238721869605	0.938274553355912	0.968589010419242	0.961242089528947	0.940375350476672	0.877517729335627	0.964477812203138	0.955860569481628	0.849507385317164	0.907913809624633	0.956120109585471	0.885721537514001	0.919489577270384	0.925210834644374	0.952015048017453	0.942021660001986	0.904071226174256	0.923469702561527	0.965632117898676	0.750816849790107	0.875520451825897	0.929608768240988	0.922898714864056	0.938105305520446	0.888730088093251	0.974406071999582	0.680787057979826	0.917855567647214	0.624634526099188	0.948380535196869	0.846547598658562	0.876523309515042	0.984086512777787	0.952958616792609	0.785313519966934	0.941927032307204	0.95138846477237
NECTIN1	0.930889834045592	0.903643149961781	0.961365936715521	0.904999606756308	0.974413616430035	0.949990045637792	0.951811581285394	0.960050087253386	0.97156075544961	0.903376623974769	0.957738192818349	0.974894801166363	0.905624173325766	0.938263237385382	0.968781908136197	0.947720637198592	0.962150602984542	0.877038885900991	0.976806917370421	0.945898650955467	0.971554561651095	0.838790150670066	0.918808780672005	0.968884503818647	0.876925829714126	0.948946918722941	0.88606797886036	0.761991481712645	0.969356702981308	0.942603657565175	0.86391083738284	0.970889204254793	1	0.947532346793596	0.971635359864785	0.926456214349193	0.910919611035404	0.889779905865577	0.800793406683664	0.96721546998878	0.928720430509015	0.964032995516501	0.958347765024129	0.886442788954289	0.939401099667712	0.939551576504839	0.869657759492904	0.936199648597374	0.910902882733253	0.819690608731049	0.948237901768533	0.950393677034122	0.888879251896496	0.897966657330277	0.878995124087804	0.948734704139684	0.875331688803977	0.945779517069865	0.943218170286062	0.937396003281935	0.94258106025783	0.909304342615299	0.883160373367674	0.945480770560852	0.92007676222138	0.906338933772404	0.967702500273239	0.902985466834635	0.91737402818719	0.92271309405728	0.939224048410552	0.948340963321809	0.931696434551869	0.952268392951293	0.949912626149326	0.929873938776565	0.953844857049246	0.758366070993444	0.907660966433749	0.940233941783261	0.821693433820722	0.939117727249748	0.965150471011047	0.927829333337315	0.960596400114168	0.910044136359881	0.91980163852455	0.963767729333127	0.945269220318255	0.949886868674352	0.939262789910011	0.837704015647214	0.964101036205545	0.907507288324528	0.951112433957078	0.969680965278894	0.917963250787871	0.86308406307204	0.948287403190489	0.948142853265443	0.83470224358721	0.90765106854969	0.958168219444096	0.868841312700518	0.890441032837878	0.928166814329041	0.944844822406681	0.92949535311047	0.872557838669163	0.909632036278254	0.957694678325305	0.719941229874279	0.855454612267508	0.946589441493184	0.89314165887163	0.91221261284449	0.905288682705583	0.964620939803137	0.62750167539143	0.90434078717085	0.580559145689912	0.936672600607827	0.813552393662632	0.8871263662025	0.959907061077914	0.939380783254152	0.779285000991966	0.927476999830493	0.952507604741427
ERBB3	0.904837742848235	0.871345122582088	0.936826612427824	0.884383062126408	0.94510770551682	0.898085818752851	0.925571858060522	0.944520412892872	0.947712437768808	0.892801493581725	0.931932368193796	0.942717184397024	0.874036134398084	0.918285571035329	0.934397762444725	0.902645043449177	0.946441332760413	0.884030860245848	0.944068338303097	0.932860886652577	0.956389311347267	0.796219751099862	0.880384660310472	0.94706074870998	0.866827555691426	0.922606723120019	0.857334548020938	0.760777849187521	0.963552013327505	0.920962492865866	0.843327958378707	0.945678520370278	0.947532346793596	1	0.946667639853461	0.898469966969542	0.894675893363543	0.875298330139261	0.758840801649511	0.957467490260713	0.897582632956791	0.939079576576876	0.915890695104453	0.877346808479599	0.912639089886753	0.912417557202476	0.816038383291075	0.936231240791484	0.914893316630992	0.795287576864325	0.92694558244773	0.909647225740292	0.870173945976651	0.870943244164978	0.841145032674099	0.921048609258511	0.871472794404393	0.915504767355068	0.932664756579278	0.903562795285825	0.923053453071835	0.897749270490845	0.863906668450488	0.918639605542819	0.90339795305349	0.877066730113135	0.945365886099693	0.87206938576816	0.911384789988954	0.90930610223929	0.915502916825073	0.929517327117434	0.908276080238731	0.948159900689193	0.920746093983575	0.881030395870383	0.910210191788539	0.758549250966586	0.841161150436259	0.932435151898054	0.827785200372809	0.923700370211411	0.936289038196378	0.911127500431853	0.928380093309191	0.896217693016464	0.885901455905684	0.919534233146637	0.920674117132804	0.908778827288146	0.903588103001423	0.829857576308123	0.933275128715213	0.893525631659984	0.918559263404093	0.957090445354644	0.892485286244355	0.814162283625762	0.927982435258573	0.92273631988652	0.812297938191437	0.874949201972004	0.934105987998189	0.855382469454851	0.885759142572854	0.889632182392029	0.926781010373056	0.90273647262565	0.848732699737273	0.913524599530591	0.93876802110239	0.708412675277805	0.846542970037105	0.91458435333351	0.874968444751985	0.866574097026744	0.863466331886338	0.937778256230945	0.592626544030599	0.857971807462375	0.583995936969536	0.887080505944326	0.82186365806752	0.845025721088835	0.936998340428133	0.903074393886653	0.761328354022936	0.887863461853478	0.909103349768266
LRP1	0.953120101056446	0.942827763132333	0.97530373181995	0.929833361303508	0.967952957153916	0.945964504909153	0.966650705436725	0.965831917677363	0.972602469202795	0.931046468656574	0.96881182778653	0.986923632268075	0.934593315893589	0.920904226062819	0.970275850989611	0.951392061888214	0.948696400500606	0.902572612483999	0.985839159494483	0.965613404258846	0.97603937207063	0.857151919077628	0.911352548421682	0.975047254893718	0.897722383085986	0.962629917000491	0.927902470529475	0.800003896507127	0.964777473055227	0.954157633801102	0.88798121172761	0.977693721590287	0.971635359864785	0.946667639853461	1	0.960198091843633	0.918793539678238	0.877816689982906	0.839017849408092	0.962104046560431	0.946291332809048	0.976907490409474	0.953823300792993	0.892063119219452	0.958951311732444	0.93654429683228	0.876974991391003	0.946970060648598	0.926875504465925	0.857959847368849	0.956479664380887	0.961774221458834	0.900882391707594	0.912066345514735	0.882646042131708	0.961448469017598	0.888006741879784	0.94815516989575	0.959241805460422	0.954798170941829	0.968380779049103	0.920987102624688	0.904901840212745	0.96129982690634	0.925325570979493	0.913770266295396	0.980579905287756	0.905771961857727	0.922965008749712	0.913094357244087	0.952102629434992	0.963675985697043	0.943245474902083	0.961524710435007	0.95043149664711	0.936539194721773	0.949342011602642	0.794334139398591	0.913634824237271	0.952854801226014	0.798681017644468	0.957831223686542	0.97400617070117	0.949196706504257	0.9588863398339	0.92719412052238	0.948046992053131	0.971444930345444	0.95263241164822	0.965845052236138	0.932926090421947	0.866205909875544	0.976432353528707	0.932406407771387	0.963076612061198	0.969773104430318	0.947327956900036	0.873775833566715	0.959354180477525	0.956312822221289	0.869101434297745	0.897574630278078	0.944563116843054	0.880812917608266	0.892693366332554	0.919849067367253	0.939765970899887	0.93369306548644	0.895469899689736	0.91812312094544	0.958304092050964	0.730373499421484	0.86751971301197	0.931695025144951	0.90874503027517	0.938640068524824	0.904258161340169	0.973154447218428	0.674344337966181	0.929803011355313	0.637051906958761	0.947792559493304	0.830287892089891	0.904510507247179	0.968591756394933	0.944584344230846	0.807432160836734	0.946851314000511	0.954413461451907
FGFR1	0.946508707606124	0.959869451573752	0.955133376268461	0.943549727730227	0.911628062867413	0.893508584211767	0.952604758155467	0.946263836451451	0.918237006160412	0.925240934959328	0.951272875384498	0.951927335864927	0.933387145658257	0.8372534922716	0.941666969142838	0.895790181122295	0.889663942744401	0.909613739100688	0.940637894979773	0.945077662927004	0.935044222919209	0.831961619637838	0.839934277172371	0.951632174813393	0.888530877292157	0.945101240003135	0.94956317698335	0.824852060416341	0.912627026651703	0.935706491156231	0.8782226365231	0.941822344758084	0.926456214349193	0.898469966969542	0.960198091843633	1	0.899001114563748	0.811824834370943	0.868769684438023	0.910608620386622	0.93967214540472	0.938602568383304	0.902083208147477	0.854862945960641	0.950973390647083	0.902678528835522	0.847894424261843	0.917339131473094	0.885088058478998	0.86561505806197	0.931430357437974	0.938396062839218	0.875860932995149	0.894075518116039	0.884203708683623	0.93663161663607	0.871075118717894	0.914534003797583	0.948884620491141	0.904927385429805	0.955418058927476	0.890970751746976	0.910937191622051	0.931055056152859	0.91248960887101	0.903112642223894	0.9448351131621	0.892732003648301	0.900785374457954	0.86244204530168	0.931840806270831	0.948382818645495	0.926027103867116	0.94046702484405	0.885999735133888	0.896305776447757	0.886906519573194	0.82265496075686	0.879331630245097	0.933690191624385	0.71674464804888	0.926989510981466	0.941315798341459	0.94196843587604	0.894428425129202	0.933910806345482	0.956252159147336	0.933117130925462	0.929990141704032	0.940441870126177	0.903072621015282	0.874590883885539	0.944547031043679	0.924362573619358	0.924115556265584	0.917678547052581	0.938094642210817	0.850250555032048	0.943510116444015	0.907124728825242	0.84920663366008	0.824833448890797	0.890052953590381	0.842999044405563	0.873638873230985	0.860251982764224	0.901018712404744	0.896457061883715	0.90144447619559	0.875438872166562	0.900134820277018	0.684065539244477	0.849196534997235	0.870417391484073	0.860099172243912	0.93191346077057	0.846734737638999	0.926689973765335	0.680113112452077	0.938781255807913	0.639660926875214	0.925350207102342	0.809116056250501	0.863127143219109	0.938059279629984	0.91035255401455	0.774728938923914	0.926760332927255	0.898997965524037
NCL	0.980781577088189	0.932991895509198	0.958072212268491	0.905408545965533	0.889884958948213	0.84712952306286	0.964630103922021	0.962860290307966	0.893538014837785	0.966212880784596	0.972237203583889	0.921769531652038	0.942885391266064	0.825096023479202	0.956774565285018	0.881352586287662	0.89194260032836	0.87363204657996	0.901145698298666	0.959564943217039	0.909574635155782	0.827622890547593	0.79672307662207	0.959057672898219	0.89421138630047	0.965261418522077	0.922690530137516	0.825836319174777	0.904175002609351	0.981377707302954	0.949076710508895	0.95116127436625	0.910919611035404	0.894675893363543	0.918793539678238	0.899001114563748	1	0.853480354344257	0.817456321506647	0.9190406929734	0.925757465475273	0.927171205573315	0.873037625917144	0.806674413700689	0.968492104426384	0.934234503484346	0.847291303775	0.954742790428793	0.910286148161574	0.843950938473993	0.886437832181587	0.861205250888181	0.842741548295414	0.894626153638098	0.930053254584386	0.940966256497799	0.899558122275428	0.900494917352684	0.916407663346112	0.882102995849895	0.9459546957444	0.859769617146528	0.938556954815748	0.958668921133922	0.857801068001228	0.955330579016859	0.922983312619053	0.897798975215998	0.96174818705151	0.843904635516373	0.963448528486621	0.963337160062252	0.916693695301083	0.958171306439615	0.863898258049141	0.851604263504538	0.844609445794207	0.810044642926955	0.850227593139177	0.949328936843793	0.763648370799103	0.916369474688136	0.951806901891961	0.965962631584937	0.861438223120523	0.962810885247507	0.919221580948238	0.898573875903862	0.933526112944839	0.933990233713098	0.877912517886017	0.881027468722845	0.940103855255032	0.956149359180855	0.92305145468415	0.889815741270889	0.898952302924651	0.869177946406104	0.937181196787415	0.87608627670466	0.776262719389009	0.836329350215461	0.893750848089875	0.86738599576235	0.919155886496567	0.847706839065953	0.931925460204212	0.905957853705271	0.903223520176472	0.922327664929913	0.905906192874036	0.723866315463476	0.902806318084804	0.851645364731748	0.869271465687282	0.914078034221299	0.789760103264257	0.918968121205818	0.683551387400713	0.872860929877213	0.644037655539254	0.899836280234637	0.866930286031068	0.79845831719033	0.975642210644998	0.903662612638405	0.764531118566889	0.899501029053389	0.861637749980203
TSPAN15	0.845019785057352	0.784903813934546	0.881562014566058	0.756778567873878	0.908878425843918	0.879755299909435	0.86007595645782	0.873295653759026	0.904395575344255	0.809201411158489	0.873557927126327	0.877786552825237	0.793770885200691	0.916824021005655	0.89218236684142	0.881286379428871	0.932251244028257	0.743256216607387	0.885175718107884	0.873818319286198	0.897373642040772	0.729305894802842	0.875743543846769	0.887126620426685	0.774907154569262	0.856961322630339	0.750054735263764	0.636514469852398	0.924908053004238	0.8830593245711	0.792722020888851	0.899517497374336	0.889779905865577	0.875298330139261	0.877816689982906	0.811824834370943	0.853480354344257	1	0.660513090619032	0.93187089119958	0.808675975919324	0.909654538230968	0.908574110489111	0.821931302963613	0.857891572939306	0.880019078788295	0.795488255733884	0.869631956296463	0.868739603521641	0.737858525803811	0.878733649865745	0.836909462611308	0.783447349363531	0.820650230238388	0.79906497614048	0.862548684827111	0.828226239158074	0.845520485587594	0.876969428754028	0.87272570324272	0.854285626143811	0.832982729504247	0.778922499543785	0.884854023990544	0.812437595787103	0.831868130289125	0.90388977538188	0.808605664325191	0.875099086625383	0.876553590752553	0.878012226772922	0.866396524982728	0.85312884619963	0.866244280436756	0.882584064422547	0.842816444237198	0.895047835699721	0.62622658457132	0.821403729303923	0.865185841515667	0.832541871450575	0.876593899996134	0.896660268693108	0.843158175952136	0.910843566360625	0.842829771980193	0.813153391454847	0.889545422864706	0.846228744322978	0.876447851217041	0.862393687480483	0.772410226657563	0.877181740928619	0.814435236719756	0.889527295078174	0.892755190420399	0.82427654594767	0.812758134184669	0.888037960755372	0.888523420036647	0.743440630043527	0.871411956331686	0.934245288230185	0.840548580120602	0.847971111949819	0.896780180867767	0.882565421180981	0.872993764410128	0.768883768321865	0.842696244366379	0.914382667494856	0.718395596235232	0.821224368335184	0.881295913439061	0.826377671942653	0.820929876098285	0.836729682788716	0.891631676766868	0.540358777667883	0.791342992238922	0.513021833355742	0.857754436769114	0.791763505410765	0.782171205433484	0.905349732423012	0.876103486346487	0.709536831200164	0.830512136257656	0.887219508065622
CDH10	0.860701127502777	0.912648606470665	0.848759175889066	0.907263227876959	0.765131544242995	0.744676275929415	0.865639937579755	0.835883101298439	0.766576244092885	0.871793224442938	0.85023785140746	0.819813372109138	0.895248384941396	0.67671233502793	0.833304849184323	0.756094744590501	0.714294285370006	0.829741484606212	0.81454390158521	0.83889604499891	0.810203834403239	0.727559258941044	0.677991341546555	0.821683738386117	0.811305118751318	0.844055296542179	0.912204603037013	0.869060072532393	0.757432143647343	0.833159366506168	0.821302374440353	0.825415112105541	0.800793406683664	0.758840801649511	0.839017849408092	0.868769684438023	0.817456321506647	0.660513090619032	1	0.760063522613499	0.882914015323296	0.799691842909248	0.73790028627311	0.725919027849537	0.851494966076339	0.785759346932953	0.736552518536598	0.800903290330034	0.763895898987638	0.81212134001707	0.786244773991373	0.815070872776491	0.818355001165011	0.812868443431341	0.796381521424113	0.836936436633175	0.759832519772613	0.796789105048728	0.802882536324897	0.777877187157081	0.865324501577939	0.779625911467663	0.88216492234393	0.821271628032514	0.792268252582998	0.830240815961197	0.800509394523418	0.826539937504097	0.791609515031487	0.714377062425946	0.839447118364029	0.851690130475459	0.795924073609666	0.83814068237984	0.748310704097802	0.756823748967849	0.732768419401015	0.8553767098206	0.744701218534682	0.841943648749632	0.59356534475113	0.804127792293397	0.807982920493553	0.865114904937327	0.731116621758721	0.849603325271071	0.879386738157578	0.804234892752225	0.841104870246348	0.840910094950271	0.775890537229466	0.773930632671245	0.810293905691092	0.86676456115292	0.788315542596986	0.765586018112581	0.839373076047497	0.759657227989228	0.81907509099625	0.753185558024854	0.744281366888034	0.650368415468829	0.731625681159803	0.734322963536459	0.750742967386585	0.702973840705514	0.79662598583357	0.768293949579524	0.832488995518033	0.817822008240217	0.756975708614783	0.605142774759437	0.768752007404469	0.725034319503455	0.753527041629073	0.822508307020244	0.692608182346671	0.818430991570825	0.690360266898771	0.873801968391561	0.629925354104691	0.799330159066365	0.750705465014908	0.773062593939635	0.825781314305672	0.7710504204226	0.70060228020706	0.82275401945492	0.761141424445193
CADM1	0.931272043531582	0.892225388530627	0.962541139391534	0.881191944880482	0.973348958420544	0.940917748494753	0.94720815300552	0.960396095749032	0.976751340395843	0.905279871689729	0.954396361859491	0.964010376981917	0.894928614189693	0.955304568499229	0.965673400641178	0.948121495923153	0.985481550904676	0.860681464069356	0.967168358360069	0.948952192639781	0.972032161583215	0.811820275868772	0.924241898651482	0.964089157475074	0.858288461291453	0.944867245642097	0.866512578599008	0.739381523915427	0.987529698280765	0.951447978452357	0.860811962106822	0.971377927895272	0.96721546998878	0.957467490260713	0.962104046560431	0.910608620386622	0.9190406929734	0.93187089119958	0.760063522613499	1	0.913102721194584	0.972419599402213	0.962212544086652	0.887377596039884	0.937566480731944	0.938195367747715	0.870311290924576	0.940412965837455	0.942044299162152	0.824644696611535	0.943817074282483	0.929471630669615	0.873934862735003	0.891885619951047	0.869347484409373	0.944629807631154	0.898311228136916	0.93332601636182	0.957756426697634	0.933617554706256	0.942089349138696	0.901576661405988	0.867674806398719	0.948134768933011	0.90361103344174	0.907165636972675	0.97253844014819	0.894099773242654	0.933933244527617	0.929679991710968	0.942331041478424	0.944931091627359	0.929606491053717	0.951258367289945	0.946673623647829	0.92065519750708	0.953267629932045	0.732613714425441	0.906827968008393	0.937734049791013	0.849874556296286	0.943439714953879	0.968897243399761	0.92585990882548	0.966477605586618	0.915112138076972	0.911585434962239	0.958887929521409	0.926453466200734	0.944924054947899	0.930153349447173	0.836317846975502	0.960140635716917	0.902424482165981	0.959404377515733	0.965487704431929	0.907271502839807	0.856330909280483	0.954697978348506	0.949122105678713	0.822755729468463	0.919143807462437	0.972709297084417	0.875249155145699	0.906282818617784	0.939565018000838	0.935586186317651	0.931248408262282	0.863140651621543	0.906381137955652	0.967428618244571	0.743266801213989	0.858468352503745	0.940833542735093	0.890683378464819	0.9004503143163	0.907878439790883	0.965483431381083	0.604332122175462	0.886463139272983	0.563468384221993	0.92438203426143	0.817570174353772	0.867320089006519	0.969197002292557	0.944252497449134	0.756875816055423	0.912341723449014	0.946824717483391
FLRT3	0.950549994616407	0.954011078724714	0.955153752658325	0.953781767632057	0.906779836639724	0.884783368131252	0.960575179427401	0.948386443871509	0.910082707761943	0.948365459845941	0.955250197071726	0.937748563980043	0.950001333884924	0.837202496933313	0.952530108813657	0.89095489553814	0.886974636134039	0.901028375286208	0.938065704046455	0.947862521992296	0.928868123520691	0.838333135209148	0.826031761381465	0.944999272371412	0.889734327690134	0.952293536980674	0.940814354657056	0.851228067960063	0.909704169915254	0.945042608174188	0.895163863980388	0.947809298788805	0.928720430509015	0.897582632956791	0.946291332809048	0.93967214540472	0.925757465475273	0.808675975919324	0.882914015323296	0.913102721194584	1	0.933107979957184	0.890312342599472	0.850172021535077	0.948037598298593	0.905844177136899	0.851981331252264	0.923656350617158	0.878786383241691	0.869396086297984	0.908500516239039	0.925141659756691	0.896499045979819	0.910029502444907	0.900238891406558	0.937896833009651	0.873619234872752	0.913903405193321	0.927248208482922	0.9025513480698	0.95354521025046	0.877773841600662	0.934818925668271	0.940443249479475	0.898672774710581	0.921367956066555	0.931500132103389	0.909761492228817	0.908628085761926	0.85651451819929	0.944520125810794	0.950421490841913	0.91578725965419	0.948140478250998	0.890715085124402	0.886713452846633	0.87727593036168	0.843496536153526	0.868039849116592	0.938618286525064	0.744813198660783	0.923817951021617	0.939070542693716	0.94710348005312	0.885393251762312	0.93409817867624	0.951882601407647	0.924248330645373	0.934215633204561	0.941579587618721	0.895744764656337	0.861418944277636	0.942593446888566	0.931464959442518	0.92133418146842	0.906499677571348	0.927372868621222	0.854945289667382	0.93802818850635	0.894162719265272	0.825171775195889	0.821650073523744	0.883383188998166	0.835406947539714	0.87458973131967	0.83907285971022	0.90314609354634	0.904347376167754	0.907906395226172	0.908267919747573	0.895345989291513	0.697167873500706	0.849213485034625	0.870140005640004	0.871038534896865	0.922103141762012	0.829530214552504	0.936151618659778	0.705287907547228	0.935088257030572	0.641809569405736	0.916772253218461	0.8257169883348	0.860853317867229	0.945243673675537	0.894309246643622	0.792068022574051	0.915993122900107	0.890098360418304
DAG1	0.948342058395209	0.920768326017068	0.973379111019236	0.901442057981753	0.974936646425033	0.949491619973016	0.958251827927065	0.959736066929066	0.976001302569264	0.920560717100376	0.964153860880023	0.976922726140966	0.918436375153589	0.9338733805119	0.971603564946871	0.95346701384236	0.96751773572222	0.878865085300522	0.977028752672898	0.958878233677985	0.969820790556287	0.84357577233098	0.920611381887852	0.974159609792486	0.877869570852329	0.956955263180516	0.900214513290695	0.764463565912153	0.970822469278154	0.958992659022149	0.888609124023565	0.977280214663419	0.964032995516501	0.939079576576876	0.976907490409474	0.938602568383304	0.927171205573315	0.909654538230968	0.799691842909248	0.972419599402213	0.933107979957184	1	0.964065481664506	0.895432043998394	0.956206715810995	0.945261614736441	0.872442400151809	0.939360603251085	0.935372902345616	0.8426316957736	0.948719941182207	0.940468684176497	0.89281324957324	0.913862830054005	0.884262345490936	0.952375503241037	0.907254278673048	0.941444343304253	0.960488882311989	0.940930902775612	0.955341537653146	0.898479515510504	0.885075943693995	0.955795514627579	0.920216163004479	0.910142238441079	0.975860666456094	0.906144043014905	0.931450825885908	0.91692062871282	0.94899309479367	0.956247453963496	0.947482340620643	0.954759407956268	0.950531760378884	0.936773168981119	0.953883806964498	0.770120997173988	0.911950786083002	0.944456636245852	0.812453002298445	0.952709651990594	0.969491820225845	0.939756633847467	0.967578551348163	0.92317344944976	0.935493542639388	0.96958154046281	0.938260216329899	0.963251055865076	0.931447612039863	0.850427673178247	0.972312643690233	0.915416938583821	0.964394481821881	0.967125152818456	0.922077592441901	0.880560478979482	0.956646486430997	0.957503445866037	0.848597134744287	0.907578758091024	0.964425521677281	0.88414861060631	0.907084534781755	0.939826970730376	0.937277598767379	0.940679530780396	0.873288263963371	0.904497004738698	0.962469376760688	0.727777210285627	0.863640770691918	0.93643704693164	0.896053025007156	0.920839689624388	0.909623815345903	0.969698893379339	0.641459530390926	0.912615902736432	0.582494490132208	0.946392083400314	0.81734701015408	0.883997271038934	0.971580204859107	0.946850524538324	0.774072274449155	0.927166186827876	0.953851442039657
