""	SIGLEC10	CCR1	CCRL2	SDC4	APLP2	ITGB2	LILRB1	LILRB2	CD40	TNFRSF1A	FPR1	TFRC	CD4	IGF2R	LTBR	ITGAM	CANX	PILRA	CD163	C5AR1	ITGB1	CD81	SIRPA	PLXNB2	HAVCR2	CD9	ENG	PDE1B	KCNQ3	KCNQ1	TLR2	HFE	ITGB5	TLR4	CD68	TREM2	AXL	ITGA5	GPNMB	CD72	TREM1	ADRB2	ITGAL	THBD	TNFRSF14	LRP1	CD99L2	SMAP1	CD300LF	ERAP1	SIGLEC1	CD47	ADGRE2	CD74	CR1	TLR7	TLR6	PLD1	ITGA4	LILRA4	SELL	SDC2	P2RY12	UNC5B	NOTCH2	TNFRSF10B	PLD2	ADCY7	CD33	SCARB1	SORL1	RIPK1	TLR1	IL6R	CD93	TSPAN15	RXRA	PTGER4	ASGR1	ABCA1	LPP	ITGAV	RYR1	CXADR	INSR	C5AR2	CD226	CXCR4	ITGAX	C3AR1	NRP1	TSPAN14	AMFR	NOTCH1	CADM1	MCFD2	PTPRC	RACK1	CD44	FAS	PTPRA	PILRB	TSPAN17	SORT1	ADGRE5	EDNRB	C1QBP	SDC3	CD63	CD46	NCL	TNFRSF12A	TNFRSF1B	SLC16A1	CD69	PTPRZ1
SIGLEC10	1	0.668251853358254	0.521464374638904	-0.330136715619751	0.555928905553061	0.741183391173245	0.881218624673281	-0.169803575441905	0.816348698774688	0.63639961285648	0.971933603660748	0.875726013791354	0.851611175357939	0.225594210028212	0.520628635423021	0.82209098043492	0.490797000164177	0.628376911514786	0.901038330639995	0.654640834570452	0.767874157034597	0.521007883032134	0.599902661918934	0.749320087293386	0.90433044959515	-0.201867851221063	0.885622572623678	0.791901922553365	0.910870006015401	0.929341861584826	0.854545568852874	0.558247587850033	0.605841053933584	0.109008441481939	0.0835240182445537	0.685009001459242	0.210644964833082	0.348823454955459	-0.142001273079381	-0.280102806592337	0.692707722878117	0.898305400082148	0.80664271200174	0.538630689004156	-0.0323652967700235	0.45947723573258	0.48834161627735	0.283031380752327	0.158045971808479	0.449793778806406	-0.416405789627296	0.289346534265835	0.90051116909124	0.260207209945196	-0.0902456724711647	0.720215033893303	0.736736294439523	0.74723891579642	-0.464149257021244	0.0205214538749605	0.602739053875575	0.416559878408785	0.949034678372908	0.841086010232972	-0.0912951648511452	0.909046399377621	0.675640175855374	0.807228074891036	0.677326396181477	0.205473057424012	0.859002807530668	0.750503343036998	0.840687414569341	0.565707159844475	0.341418736290811	0.891968826072318	0.545779674280369	0.519469319502901	-0.511364485910715	0.127994816218656	0.512400602591127	0.956071747452099	0.885505818336119	0.847852284594313	-0.426738554961766	0.881223882837186	0.899075006485761	-0.217946774939095	0.608541147488134	0.771195335922349	0.652903817454026	0.633064124965382	0.21969999371431	0.181108101941407	-0.133690890423878	0.523047398522945	0.919628375750795	0.625688198598812	-0.441211656528415	0.866443528005301	0.512270743978343	0.542902077224118	0.372429864410545	0.772720886180658	0.63999315195639	0.30197520692433	0.55356640027598	-0.131708060371174	0.302468513629938	0.312543369122352	0.539910856342406	0.572055897165901	0.91660913384986	0.47683405238019	0.888923192462746	0.0696002656356184
CCR1	0.668251853358254	1	0.852669746083838	0.31396419962767	0.876527878360903	0.916435316206381	0.827329999557863	0.0706184293822493	0.781947197533741	0.835782866930146	0.6844319108332	0.645478070853305	0.882099833191539	0.774819861105755	0.796106634635298	0.846886569336049	0.845680342381055	0.824040029033606	0.852241145849462	0.779472170436348	0.893671876205234	0.826110111667715	0.911464628443628	0.855170790848819	0.861524306510065	0.346010243939627	0.847997491488207	0.703970311310128	0.720759016188336	0.756335748165346	0.579108999120972	0.657818813219526	0.853322886004797	0.650015356316762	0.669789281201828	0.891096809266547	0.7041601559166	0.737347796101221	0.473732226011251	0.164507298632944	0.529959765974074	0.757393371097495	0.698381529609183	0.0889441752217798	0.566570803872468	0.858587727754413	0.770550159635404	0.648007777045751	0.611398871609887	0.767347652593058	0.220344137130127	0.69283030299298	0.591018010882114	0.500372614989273	0.461183965036614	0.813069978580093	0.749508671385946	0.822825950207374	-0.171539453075522	0.463446842659092	0.353197214431587	0.686647231049746	0.536696229695613	0.755998221865179	0.440128169536059	0.666212064521044	0.816231201428277	0.852247474417525	0.853300764695322	0.718266360898469	0.863105614800567	0.807578201794022	0.763412513394468	0.851058924571082	-0.137128718781491	0.761074413426756	0.760371167304984	0.660820449347351	-0.0170296746843699	0.672141424569306	0.841164358666072	0.74574724550135	0.600643459055258	0.611950647663686	-0.0503084065315337	0.593914531030276	0.51268918002932	-0.209869439839179	0.894698017385661	0.862993135696063	0.833457297060201	0.890747198493658	0.616158168897734	0.358218488010476	0.413870469091535	0.824910956379399	0.762693871724146	0.775217547029096	0.080664168496157	0.708599104494995	0.740620653721086	0.66458797400612	0.731397761392044	0.808435895013162	0.704224651694727	0.587229169952468	0.763955940583822	0.460154616791266	0.760163148904331	0.702810223803507	0.799228221617863	0.703950684731859	0.581698948899213	0.620792301622402	0.464390869225954	0.0520969786918718
CCRL2	0.521464374638904	0.852669746083838	1	0.412909128468309	0.906173008834	0.902172128420714	0.736554326842177	0.13956929155973	0.747564779622484	0.834989763349495	0.549404753768627	0.542046385276587	0.807166163561244	0.835553203343638	0.815537018557681	0.77807377205042	0.86594258725703	0.849873774219299	0.750841010286671	0.760825668554795	0.867419194207122	0.889684636628895	0.898875768277349	0.814815543457521	0.775394363039327	0.534626516855937	0.771767758526224	0.609868776680974	0.613585476547458	0.629912041930936	0.519689421847273	0.626312890641086	0.8376104530491	0.747582425683547	0.783222695162656	0.903135155058788	0.781948329657283	0.763957430212682	0.627060088837839	0.356356827995666	0.487275054517348	0.696368216640081	0.62905889253551	0.0108572227164443	0.693364241843361	0.888075005841613	0.766343714813306	0.744490370656563	0.714302211378631	0.734219807683383	0.355876505008363	0.755662898949784	0.49578520482007	0.608589745072469	0.515554268943393	0.767337817444895	0.668466170906913	0.783874957599695	-0.0273070418073022	0.648559695308586	0.293058502666077	0.771415474125469	0.372450143189164	0.675544667689272	0.600905245091861	0.571585633837383	0.766222640654466	0.781762054985777	0.866790880724734	0.807599013803452	0.785099080701344	0.800596623819205	0.670701811879182	0.842540342425308	-0.246673408765715	0.661330930715887	0.81111615604307	0.672830060735246	0.144697288196038	0.753081530000112	0.851895797641745	0.625149606588474	0.434883120116234	0.5093971136087	0.103825509808185	0.45343717681895	0.346681349713743	-0.106823381900053	0.895592134218226	0.837153582388461	0.761985000726326	0.895202829205782	0.632547479337153	0.41266245961523	0.569979552843595	0.866676575097046	0.67863443856914	0.800854116997595	0.245658034584724	0.602086697856734	0.76107980103205	0.641075378028801	0.774931335600783	0.802140875354836	0.649059150617232	0.588667932866817	0.784280274861309	0.578417135272606	0.859058035794388	0.782072414273258	0.81696551154433	0.687814437682103	0.443991841621878	0.606437009252378	0.293558826631252	0.0913127415280725
SDC4	-0.330136715619751	0.31396419962767	0.412909128468309	1	0.424473861782723	0.204914891675186	-0.0206298345412614	0.462247745483075	-0.111189610296989	0.265884632213221	-0.341855115137516	-0.234995511566637	0.0658788089124269	0.679716527121016	0.364726894502557	0.00439308432799632	0.501730619846237	0.281191828806881	-0.0422648889741488	0.217130604402555	0.106744137963971	0.37273863482589	0.344697544164848	0.161281112701738	-0.0416469614832533	0.713573097954856	-0.0573841961813744	-0.163794355740392	-0.243533235588684	-0.231086772410868	-0.273203477824156	0.141092322982719	0.315473170376356	0.71561221081485	0.718173594723362	0.186544485210315	0.582078012415983	0.537931045116534	0.788017141625228	0.606798332170122	-0.146239880975442	-0.168179194858443	-0.195439424390467	-0.41613991624969	0.754444656171854	0.516911561106298	0.355432763711394	0.51696047383131	0.599768673463833	0.437641227674963	0.807762688965637	0.55347802405281	-0.241669179893613	0.344228185016671	0.739455849733324	0.0807185643310008	0.0322667789696589	0.133527037199678	0.354776037128225	0.567395157145976	-0.165119899202691	0.400910366441426	-0.464970014273137	-0.126164272157656	0.699953611246405	-0.187660417339657	0.14862794762514	0.104725516386077	0.230574040351967	0.678235881907142	-0.0277474654764554	0.107729744931323	-0.0697175734154221	0.313682343333725	-0.477667594195856	-0.236164285881427	0.347770789742464	0.257378708945232	0.661581014305555	0.724781643246218	0.382641534530815	-0.252702757173388	-0.415378078816385	-0.237655866323756	0.495932433375903	-0.295528656403954	-0.42785655985486	0.101826737471922	0.32074228586969	0.134016380069269	0.187613774820638	0.358988046661691	0.587944549376408	0.331769709167336	0.648524988722874	0.401919596654744	-0.123064292038184	0.216729455653695	0.760972040813146	-0.205065632755499	0.344770291765389	0.231039848187239	0.456895425933929	0.0755719632475262	0.128136201163439	0.461901105439046	0.314270101921943	0.796336283984224	0.54191135449538	0.509477452001592	0.394419127007678	0.211918345840862	-0.310905989918632	0.20113743906765	-0.505278280521528	0.124204650456189
APLP2	0.555928905553061	0.876527878360903	0.906173008834	0.424473861782723	1	0.931741223508201	0.739915680664372	0.151761490431282	0.757703292504226	0.895111217152667	0.561389841056032	0.58916339198652	0.856366044412919	0.896685088289062	0.875240557045805	0.802540274997263	0.948879429788225	0.912958765138441	0.803019065022516	0.809698396354356	0.878342691043173	0.954656644476627	0.934420324403516	0.890304297369036	0.810323197856742	0.633410108404769	0.791319879926706	0.627617142222195	0.61694927730741	0.635841590343042	0.545343236541492	0.66495330262908	0.88539248944195	0.789178767299359	0.846006585775287	0.904678928222977	0.840060175666923	0.726568230202038	0.709804612307067	0.454880822076996	0.431588669190792	0.690810257560207	0.609367760988315	-0.0198574060922574	0.732347468582836	0.971366953591327	0.881484105826429	0.844696655438474	0.775421767905951	0.778248623345756	0.433653056832441	0.865184590718301	0.552017599289087	0.685549609278107	0.584874160898433	0.770812539088061	0.698419471374879	0.808790640559749	-0.0126643066183784	0.688373275676489	0.354321724530474	0.875281671095303	0.403359452341067	0.664544114054879	0.690991272755649	0.615754082980374	0.760595551644704	0.838986406680293	0.90481188726288	0.876958273390045	0.789848427674287	0.85024163601664	0.743970274227137	0.826365214868533	-0.257799372188698	0.645264088903203	0.847531016508424	0.7460240813325	0.189205613716727	0.82662340372887	0.879842430623322	0.636553546553526	0.443703633418123	0.546070808587496	0.159669390225688	0.5228935195473	0.401784163937894	-0.0921556450880159	0.920844227822842	0.894386263895434	0.806114525642912	0.945636329876947	0.725278383580354	0.464935502946249	0.619296678330652	0.955717834797481	0.739705276176916	0.856997960095348	0.296405704537566	0.613905968443542	0.844716179128178	0.753778103801886	0.852407413715744	0.841079511223347	0.70498038800895	0.720234160356339	0.849588542730514	0.651853353656566	0.927382257453534	0.875561609032751	0.893188256678605	0.768521414660788	0.483176221315168	0.670647765244689	0.330289061076729	0.180410301997276
ITGB2	0.741183391173245	0.916435316206381	0.902172128420714	0.204914891675186	0.931741223508201	1	0.869639540868588	0.0172003628353073	0.891383771410947	0.879497642989756	0.768340500201277	0.704157849185068	0.943772680046724	0.773021206393143	0.8162825325422	0.912315037657646	0.866988332118758	0.911286296967703	0.913789957000361	0.818929833780811	0.969329516363726	0.918434261979082	0.947364295040824	0.923380104952381	0.933230965336273	0.386260891356962	0.928093126460637	0.758918405466171	0.785571005928183	0.839009526516581	0.668205445725392	0.67559619127264	0.874027644505328	0.634920842929842	0.680800569891266	0.974989012658778	0.714820066732208	0.693156099365178	0.486837630643697	0.214085229906629	0.614466282845723	0.839537046302985	0.810105889741438	0.14580775646797	0.545686734053495	0.885867515377784	0.812602649000382	0.709273472367566	0.635693674872868	0.731031534445849	0.164927549210693	0.727982282015074	0.674949573281527	0.584644065027839	0.393137675622837	0.851872330957438	0.776601617680613	0.878355316254183	-0.175477175321855	0.544646514487513	0.416290174909017	0.753630659163262	0.610515219414579	0.804779448294145	0.4736426105116	0.755978530928452	0.841104880556888	0.904397796208328	0.943042286417244	0.727991404500825	0.928182267984495	0.890452648554847	0.842186874236761	0.863139017946274	-0.0954058673257938	0.835951571903771	0.799740375027887	0.681023021242248	-0.045873852424505	0.645149280050091	0.847769992447597	0.816350312306785	0.640819485422257	0.67967500905703	-0.0791689483957621	0.671391787158529	0.569899759854241	-0.183385271856045	0.949235037816871	0.953605886978824	0.827906945033183	0.936840939725369	0.601299121237161	0.3569002487195	0.417926139336579	0.900988251728884	0.854885421880367	0.86185582186878	0.0446383798808702	0.797234933682673	0.780956477290044	0.721361539920963	0.781838367771414	0.906034638053496	0.752691299800753	0.578565101853846	0.819574645580164	0.415092620778051	0.825788570072199	0.750795105915231	0.832485005127522	0.765105128768839	0.650000310095782	0.643569042744548	0.554541545278103	0.0731619229741281
LILRB1	0.881218624673281	0.827329999557863	0.736554326842177	-0.0206298345412614	0.739915680664372	0.869639540868588	1	0.0477123029826805	0.824384856780308	0.781188923760996	0.873170985567944	0.809550085130223	0.914449370875085	0.522660918221018	0.681804571512571	0.906045795562125	0.704717359505394	0.748779945926362	0.923068741269281	0.792854831957095	0.883103714748844	0.684754734793944	0.803784555470815	0.858331107150829	0.922979648824343	0.0513736494530944	0.91983342844969	0.830262172897676	0.882078400823425	0.889290436739642	0.796006712425077	0.678305675253139	0.769183122784669	0.418986261727535	0.370865560481557	0.819477782240337	0.491979023442577	0.604858031161768	0.145934869981704	-0.0769987741258631	0.690449233592522	0.882252756209619	0.817962748222946	0.36878275418589	0.278760191537243	0.681320879808606	0.648585364513203	0.491892944225323	0.382735648676031	0.65225691463071	-0.100733138027054	0.497996154967663	0.824776347508004	0.42533887057477	0.169756728088906	0.843704441274556	0.849804035764053	0.827595869164151	-0.250576812044823	0.230511446323752	0.527212061985144	0.572693844701106	0.756890929773038	0.866183760275999	0.195033560767724	0.825502841557493	0.812470730522208	0.915451986127779	0.804381099955958	0.470265080019957	0.913785423553057	0.828541160251517	0.87512392462424	0.801805338872267	0.1732467760721	0.858293890398695	0.699703542992416	0.661344530967695	-0.273507990387128	0.427782102927016	0.741496072208695	0.899652577153755	0.769857044687661	0.759182098417087	-0.21058118126518	0.779329774585956	0.739218216085096	-0.170218200467416	0.789713733319705	0.867452328881254	0.79877282075075	0.820956575545282	0.435089228609547	0.29409816810624	0.169519342102868	0.685929198390985	0.916302949491251	0.717600733668618	-0.174760170682669	0.828897800181271	0.653880818584225	0.641976223170832	0.564248970269227	0.829925652966218	0.738685109839015	0.444567743652451	0.671694049302259	0.178311741724057	0.525467596959316	0.523555307547012	0.712205886310361	0.622181935241686	0.804393455185875	0.56003771327237	0.71607380251244	0.0492519463844044
LILRB2	-0.169803575441905	0.0706184293822493	0.13956929155973	0.462247745483075	0.151761490431282	0.0172003628353073	0.0477123029826805	1	-0.190242513868284	0.141483682664409	-0.176805221028742	-0.125347635015096	0.00585367567887995	0.26117053098587	0.272533133973696	-0.0162202387103906	0.251205138900651	0.190050815091739	-0.0735009054749005	0.329704093080942	-0.0576021654942752	0.10794768971063	0.0892886381548186	0.0104347062871714	-0.114257395555509	0.366935704354844	-0.0960471355088116	-0.145588680336747	-0.199829148493178	-0.183719101409078	0.0836445328048724	0.109727168823466	0.071763217677665	0.472521732066548	0.315212888626181	-0.0480251189652905	0.281290225800489	0.421000130728826	0.324476051610817	0.419637540502242	-0.00305485170338016	-0.124008250461887	-0.193256211876886	0.176573315374498	0.454085079489541	0.178313612293683	0.113162464253657	0.341574582918967	0.414475771552443	0.314164327437899	0.484083976955781	0.245633696068359	0.0239515245724188	0.44082761091192	0.440926463531477	0.102549220548146	0.0976343060505599	-0.0454329842528226	0.566458359090177	0.2282182403211	0.146638023008553	0.199675502511153	-0.342823439274382	-0.159209623353509	0.435400266408944	-0.131798690062374	0.00922306448818954	0.0851080303598604	0.132157042037011	0.280409692272912	-0.127058934504503	0.053461740562319	0.0182743175319401	0.238291510815712	0.250495273636638	-0.263554241391056	0.272383702460544	0.237992696044746	0.632024233217832	0.308099287437065	0.182151364723947	-0.230045413931987	-0.347060508418532	-0.263538547328244	0.447430351224524	-0.186769066991386	-0.250506146950198	0.559223927712559	0.00216440332612713	0.0591698032115062	-0.0171308403644434	0.167852172644161	0.397520948688609	0.113213945195088	0.387174568706677	0.159086803070139	0.00223615524442169	0.157783178936698	0.675830209368097	-0.209601741500952	0.113131164183634	0.084911585828852	0.196669031884662	-0.05388610757349	0.0297762219700138	0.237700232040024	0.121234402470531	0.370151741272221	0.172521090476581	0.301212049415526	0.217139970649177	-0.0782045903437498	-0.00150155030723307	-0.00298255189993188	-0.268044298794967	-0.0414327265153647
CD40	0.816348698774688	0.781947197533741	0.747564779622484	-0.111189610296989	0.757703292504226	0.891383771410947	0.824384856780308	-0.190242513868284	1	0.784153015315967	0.858131594936796	0.717193818979471	0.886790634404176	0.509099235349652	0.683440254962674	0.861621468568269	0.671179409455114	0.81578849026933	0.86690102413915	0.708577209389921	0.903923913996258	0.798260266519429	0.792412989628061	0.825866125367999	0.912838178141759	0.161224867298245	0.88989169752628	0.780086354589987	0.829014201333646	0.878931344881099	0.725862553879396	0.568785011551221	0.731371465102421	0.354449685495501	0.438067034098005	0.904922868473874	0.496818998206295	0.454940698175859	0.231296827027297	0.0429934907302185	0.62330541232653	0.867331296658093	0.833331215962207	0.233444211614829	0.279288037245651	0.691523222724307	0.654983976815801	0.540721603086534	0.420690004269659	0.519401272885999	-0.112253545160229	0.559980417311615	0.717383456344934	0.476960729527715	0.0853413646320526	0.78233645070184	0.724654831696019	0.80175841223141	-0.28585712092426	0.346299074929712	0.462281002500088	0.597339600478444	0.74049422531256	0.811304856649668	0.236943172933236	0.77120341004326	0.770295271901667	0.847389668006315	0.84696895837952	0.479690261379744	0.887700464906373	0.850569444442109	0.837235374721085	0.685254964247534	0.00211637642678881	0.903184169421545	0.655909456731747	0.572730290465325	-0.2738794220142	0.381617742131037	0.694080652228043	0.870239026688141	0.759084847801829	0.735132292256181	-0.221731391328102	0.699887915715576	0.702352470351715	-0.203170596493934	0.806347994349977	0.877993946139512	0.700144757758259	0.784012724595334	0.373034792535353	0.269785957660539	0.198784214088142	0.749652668560732	0.85659834074424	0.803866908099932	-0.21441331830114	0.850258674064433	0.674672963913988	0.605247702705758	0.621373255598081	0.836350767972025	0.703142422989729	0.429745295567479	0.724947484891145	0.155424584318232	0.653977367329562	0.592024484107233	0.694544908281107	0.696530685344659	0.703284204577444	0.581946870944523	0.689462365218353	0.0697198739327839
TNFRSF1A	0.63639961285648	0.835782866930146	0.834989763349495	0.265884632213221	0.895111217152667	0.879497642989756	0.781188923760996	0.141483682664409	0.784153015315967	1	0.652404970045634	0.614363678857025	0.885124484950785	0.737608055280941	0.926181826839726	0.803357026270167	0.914482262768275	0.887003778399597	0.807051747313858	0.814640635482899	0.847319847631414	0.906049803905397	0.897677434594576	0.90596211224335	0.8259963980856	0.493315415494211	0.814639752392274	0.6711631350105	0.677368424821754	0.682238263300929	0.683893635921614	0.773577218833342	0.869447367278631	0.718368453329315	0.727300697688156	0.871154065740386	0.785606618221404	0.643678228539181	0.53542981357226	0.366272286396933	0.371637048521896	0.775570538879194	0.589414090557671	0.0964310925904149	0.641309774484818	0.892190641487012	0.840118530467425	0.838832676833974	0.644004767964254	0.724094915700161	0.323922444920272	0.805192901316729	0.631439182204866	0.747431108463344	0.411005302067128	0.836701954938141	0.727746607769753	0.819567248155294	0.0575219099008307	0.513992934093657	0.449036901444441	0.806375338018011	0.494370228451062	0.749730481565129	0.585519386640306	0.677175910277027	0.806936746196059	0.867962497157826	0.884424354511778	0.75473691530889	0.774824660246419	0.896700284981934	0.818566055314539	0.805684107842177	-0.177689148570712	0.695245198867543	0.843962855405977	0.808567835718389	0.126101751355514	0.727774107530961	0.852281144209812	0.698800673864213	0.517703175565519	0.605386603935539	0.176438712298334	0.561862282902658	0.485979395527325	-0.0316625945773481	0.805985576950148	0.884028595713463	0.821622287214445	0.900141210008754	0.708751171696099	0.511869348240818	0.59414574351417	0.897962388221131	0.792214329960402	0.909673158007104	0.215188417535838	0.649488625052929	0.85547660076715	0.720796345831718	0.796272511671852	0.830421092389508	0.678160825544448	0.716095742849701	0.865019393031844	0.585411543976022	0.818353880250274	0.813454593142057	0.898472124200467	0.768619203934281	0.596894637833224	0.719105901727549	0.438805468556423	0.208567227832121
