""	GPR171	NCL	CD69	CD2	LRP10	TNFRSF14	CLEC2D	ITGB1	F2R	CXCR3	CXCR4	S1PR4	SORL1	RPSA	SLC16A7	CCR5	PTPRA	PTPRC	NOTCH2	PDCD1	CD3D	PTGER2	SELL	CD44	DIP2A	ADCY7	LAG3	SLC16A1	FAS	LAMP1	ITGA6	SIRPG	NOTCH1	TIGIT	LDLR	CD47	CD3G	CD6	ITGA4	TFRC	CRTAM	VSIR	JAML	ACTR2	SMAD3	CD247	KLRD1	CD74	TRADD	CCR4	PILRB	PTGER4	HLA.DPB1	CD46	CD8B	CD8A	RACK1	KLRB1	JMJD6	CD81	CD4	HAVCR2	TNFRSF1B	TSPAN5	APLP2	SIGIRR	IL2RA	STX4	IL2RG	CD63	SPN	ITGAL	TSPAN14	ITGB2	C1QBP	SMAP1	IL6R	TNFRSF1A	CANX	CD82	PTPRJ	LPP
CXCR4	0.763656301227303	0.713564331452846	0.908465782729447	0.755082785872908	0.719512377760971	0.881377652156426	0.792604367865944	0.625297859152046	0.289466393555255	0.544774757943481	1	0.789919984116854	0.802186349327646	0.77769810489825	0.75647139220466	0.387243470854147	0.743288335354899	0.810858324281313	0.617797281465283	0.54250374881309	0.845982808220402	0.736763057041004	0.766214781840992	0.814950323408079	0.526008295374467	0.631151010811946	0.309737741323481	0.511194092877714	0.678405497790824	0.617375182809607	0.353176119684004	0.507185057949878	0.598252181285278	0.401082118877846	0.711050101420857	0.846108112214003	0.881582972182614	0.773275861244895	0.612237491147919	0.537772555950208	0.315659997468689	0.773403518061364	0.677344866487529	0.680518731155398	0.703051119818023	0.758668665514751	0.138587020895194	0.456151456766447	0.743642492392367	0.631995387823484	0.474895166691623	0.842833095465869	0.418482713947387	0.70820972133944	0.305531806745549	0.284653294245014	0.819534344886681	0.654957226183121	0.69468129213702	0.583675991338132	0.598111062241484	0.281374349020689	0.536486739906023	0.76889517358796	0.331808400052209	0.840846906039653	0.431271154361191	0.682697079721849	0.748948594189308	0.395278756876062	0.699160923122548	0.575942086000613	0.757956610318252	0.725374495443251	0.645355812815492	0.78328523300113	0.589088273504673	0.417110195143187	0.535802294526254	0.701795077025107	0.461829222222764	0.544653406038693
S1PR4	0.681316087466012	0.766563766514288	0.775414277174539	0.88552759047799	0.866500961977465	0.885576089846663	0.797541436004995	0.764765210281351	0.187134676633961	0.643161389836417	0.789919984116854	1	0.720533293615815	0.747124755262566	0.696915366187768	0.42883116302959	0.814424617792334	0.785373585709071	0.785812757051987	0.664412355418136	0.917477251158776	0.586192093913322	0.692175445448154	0.804042052301679	0.528695415505544	0.608084177159228	0.515698431260915	0.716665799691493	0.857315897538849	0.7253163550229	0.45281743457713	0.727838805695634	0.647080449632801	0.604202004520686	0.788818629082881	0.864986350348334	0.903661476033494	0.849791182060022	0.757684059144013	0.747065100987564	0.0283893835875162	0.87684813948874	0.73064226864717	0.823734496862282	0.735624250067805	0.871673091425349	-0.0900302201657788	0.589219765503095	0.833088332070033	0.727055657713207	0.363304090042843	0.668844662597503	0.497777290185446	0.749051080294825	-0.0035911415130322	0.0118451954520349	0.822245322261179	0.750739674209569	0.543400035512167	0.599511174831382	0.83130968290135	0.515843676459335	0.79664097775051	0.801080438154884	0.476343272216119	0.875532258182468	0.737191929529843	0.726967685143143	0.889490452517798	0.527796563216442	0.80935537194425	0.554893912705843	0.825088389911616	0.796117916458166	0.750854965961909	0.864288759206053	0.772998226312223	0.547189535159661	0.673219414879808	0.862913528285002	0.60763107495004	0.655448141219885
SORL1	0.812256557494306	0.779542521162534	0.826894379641915	0.653204552276391	0.756273606822548	0.813131635929004	0.778369576708177	0.749884588112893	0.142265791847165	0.307997417423409	0.802186349327646	0.720533293615815	1	0.828228664379732	0.770608145015701	0.232102952732802	0.796393688908212	0.728771005820891	0.736846468318012	0.417175236124463	0.727755828855208	0.774411983205346	0.844852515363971	0.864455582444459	0.507165222650059	0.654020138941311	0.231609101037909	0.579029848773841	0.691027249804505	0.721441806640313	0.542636727972529	0.417786381144911	0.65515839697113	0.289250585880833	0.772269670704577	0.849547328131214	0.782463930369497	0.788669226098796	0.586455964687782	0.663158921583977	0.0745055820284804	0.840940962911322	0.655277751577813	0.757047971862941	0.807949625731177	0.629205098166147	-0.0810474036250046	0.578972969423224	0.755375282839323	0.720830917397488	0.448473266300765	0.844523502749352	0.496095389817848	0.809649941527567	-0.00921339827261543	0.000848098233304556	0.852791272891423	0.682044082920791	0.495946829320926	0.590557426846445	0.728242095716935	0.395644455652227	0.533245751462053	0.687473519575603	0.541889076759794	0.765959029272109	0.47392389865829	0.739739205101095	0.698423090218111	0.569746132697466	0.715742616328547	0.460400916711162	0.836892545009581	0.734140914546521	0.732634521876318	0.813340891390232	0.726941131044119	0.544248630132733	0.690197927742551	0.734556453821026	0.499536820751912	0.703585868188448
RPSA	0.869777435908046	0.720333663088392	0.894586976975992	0.614434181199127	0.717774769281006	0.813005862492192	0.641834289330833	0.721295354401964	-0.0838806463534053	0.219997442407393	0.77769810489825	0.747124755262566	0.828228664379732	1	0.650723538673347	0.0321960502239018	0.683048119379293	0.564433600822	0.650309528312996	0.367364792420603	0.762353485592326	0.858154275923136	0.920636410508613	0.718332001628832	0.225659087009272	0.449900504112325	0.141762307458347	0.472674294254689	0.71174984488866	0.595586206057712	0.511003994184653	0.389038318776364	0.532835156798777	0.160183562511669	0.709261988812903	0.816710240772744	0.783193690248706	0.790882987531147	0.403091620821058	0.53058373484434	-0.139396980329946	0.852756544320578	0.493336925602139	0.668381044873658	0.742963083017142	0.610488581586175	-0.248333397923644	0.453094019129267	0.899750922797691	0.828036026996253	0.176908915766166	0.893981827818511	0.361731278285386	0.653728185255472	-0.193373636176113	-0.203379766591945	0.98466314377578	0.842037631741598	0.331076537964897	0.474499837946364	0.673889677549366	0.22091510003056	0.464016157049639	0.584655463876889	0.387404678117542	0.758247593672382	0.438218221839561	0.619559129896146	0.674899224756827	0.476587381673498	0.616875368299238	0.22557828234228	0.718895383575679	0.618256557068766	0.832339178935289	0.822545657487902	0.655344925137053	0.467706009690549	0.60911756144279	0.751546193957804	0.273576243075355	0.555161513976627
SLC16A7	0.600257928821888	0.832023789281219	0.692707279670347	0.723226823135598	0.75404114714205	0.765572525554618	0.773583998362888	0.756400250598848	0.433569861066127	0.468173557683004	0.75647139220466	0.696915366187768	0.770608145015701	0.650723538673347	1	0.496167475141116	0.809207308609103	0.812808963695998	0.693266607497364	0.523172980474135	0.727545664287347	0.537385071038092	0.651420421350577	0.846122070758415	0.646751540927909	0.715443183353343	0.40280826266413	0.639085911690857	0.641322508877084	0.733383670540152	0.581956337563579	0.507592795299405	0.777690368013202	0.380314674192947	0.758797099396662	0.801541556322898	0.762869574026971	0.749477595959869	0.719267881162442	0.673895477033477	0.271041783732068	0.72589120815395	0.72819361183514	0.781982959100079	0.782624562773906	0.679484100497502	0.0768687962081535	0.617635160050194	0.60600224948069	0.57722361584664	0.640023102112917	0.674099993013136	0.556886881115979	0.797662143446324	0.23462189061572	0.251460195939308	0.723032028130386	0.491849964498888	0.651921842317578	0.710559522145533	0.682291302701645	0.472807205478157	0.597374993248202	0.748289581484104	0.576361966803301	0.767032668018869	0.503207507934385	0.756720696592277	0.698155474180625	0.586381562850439	0.777726739071265	0.6650735544742	0.790659769375969	0.76877615950867	0.715445797059881	0.75459984326786	0.670005949241005	0.602784212173019	0.740147984879844	0.675914433008998	0.60230222287318	0.726946195837127
CCR5	0.0477620158070896	0.456827318585818	0.139161127418902	0.621649744812897	0.479895747894429	0.404004041005025	0.505800138706484	0.352986653512954	0.729587742058294	0.745581725943248	0.387243470854147	0.42883116302959	0.232102952732802	0.0321960502239018	0.496167475141116	1	0.539824633721213	0.638760156015821	0.470398847115932	0.613601009295087	0.490633924107822	-0.0937150056628814	0.0328918054161862	0.490959157894092	0.702793282889948	0.614719075659555	0.713118410294893	0.532814497287725	0.403662789467155	0.51502153621127	0.206761256558007	0.608221610087476	0.545960938454382	0.562183283821029	0.4186333994126	0.432663678867439	0.459180583741756	0.43611340671737	0.724023354849098	0.567080294181631	0.549573128829719	0.289382232302305	0.63470804793201	0.532084387538964	0.349756923024599	0.575189095198026	0.393568490673223	0.517062832289483	0.136196173181366	0.0282316393980129	0.697146552008249	0.0265826272849512	0.519325828144404	0.515532480094883	0.588406997663154	0.64685060273756	0.157315962222125	0.0456041261220897	0.666011378205234	0.607547975923575	0.44931557522545	0.575599540523316	0.578044131732928	0.624188206891482	0.410028417467984	0.525691594644876	0.506449353682758	0.528437812891784	0.550824964752288	0.387575912685824	0.590764501814177	0.831876249475092	0.444839615766089	0.644999099363056	0.268737139580113	0.380873540444601	0.387471699370046	0.434430158340845	0.449490960321021	0.43363680414967	0.709569534975435	0.46241933990066
PTPRA	0.614732864661074	0.907619078616943	0.685986257055935	0.830863852166156	0.889048890715626	0.848884193346353	0.865076825008737	0.873352680042307	0.40331938813475	0.569336899224001	0.743288335354899	0.814424617792334	0.796393688908212	0.683048119379293	0.809207308609103	0.539824633721213	1	0.86760958381157	0.840857031453161	0.593626355918603	0.813886059384479	0.546899144411689	0.678083745115055	0.894039283992327	0.714468833901986	0.73151539406215	0.516694789404384	0.817714086908166	0.81545863550102	0.854992706207094	0.65959985990636	0.687315061423605	0.83218070677303	0.565268326635571	0.88125131500581	0.903195982614893	0.840126682319026	0.825980944982508	0.852215869516018	0.843308753104203	0.148055773442401	0.842117294426527	0.820709302676271	0.913126124920306	0.822590280127912	0.789875370923493	-0.00125118799612862	0.75428702476252	0.693830732923583	0.690776112504151	0.637135387649473	0.648588248380504	0.669053904685656	0.882922791971824	0.0849565195036436	0.13722465046175	0.770479368230846	0.578978247838234	0.636172888310632	0.760173343044532	0.852685122710251	0.632181210626484	0.792159492744605	0.866230599315292	0.715423542717387	0.859626670401276	0.718116517996294	0.851361153615762	0.835468584058008	0.726255825838239	0.846422159557235	0.677845853083794	0.910880132108573	0.861230532468691	0.791852408016669	0.86408910997029	0.850433524393254	0.726098641445301	0.843045867645505	0.823955736910064	0.74966617317164	0.863239009355668
PTPRC	0.534811017144949	0.827180886031563	0.699707857396781	0.879276573718597	0.832725265337302	0.840797845344762	0.922661391181081	0.696353232411944	0.509990097802357	0.658665398944011	0.810858324281313	0.785373585709071	0.728771005820891	0.564433600822	0.812808963695998	0.638760156015821	0.86760958381157	1	0.739827775196975	0.6134155152887	0.846213273275771	0.460754027630763	0.587368611196363	0.89491048056	0.807659956604299	0.762911923105148	0.572414193978117	0.725380871731634	0.790789390234545	0.748601025182128	0.43281292915825	0.696815723273805	0.73649036109667	0.65787964522568	0.81624588660892	0.863557189974527	0.875323739211763	0.774725033626622	0.879057952130592	0.766016784271813	0.379685635456404	0.734269500822007	0.806376386928463	0.829232836834407	0.729923074085654	0.840485274163549	0.129280810873395	0.60477059391198	0.603325645080497	0.625509449006553	0.656291572952898	0.624018229735244	0.54955980728773	0.827608907080661	0.313418359324074	0.334647978217856	0.661329143185528	0.465142017015464	0.736379197384864	0.663650391325125	0.751949709464733	0.528957630994011	0.784930728866208	0.886351942879684	0.511971814018581	0.820114227817217	0.684866310522205	0.773065914482114	0.837333049000751	0.515084621815156	0.820565203405878	0.801713217559854	0.824138621047359	0.828591600833253	0.620808015742513	0.767545544648895	0.756028162112556	0.514222022532588	0.673307861743047	0.734498162213015	0.738632336901278	0.711100196172549
NOTCH2	0.642601040762042	0.777291898385128	0.604275996818111	0.812436958497962	0.857193128292695	0.77290590965658	0.751617202229463	0.801002817926376	0.201909100252758	0.542179547073014	0.617797281465283	0.785812757051987	0.736846468318012	0.650309528312996	0.693266607497364	0.470398847115932	0.840857031453161	0.739827775196975	1	0.64427210648779	0.779613675127944	0.530743528651932	0.587802854155418	0.791705979381331	0.562979118919101	0.665394257728742	0.577236580061139	0.749468710980639	0.813531084691533	0.832620114029429	0.536283091224249	0.690397777479846	0.733874938154846	0.534628916035739	0.77737704754274	0.804753042423463	0.762970610640118	0.823903482060115	0.771809187403292	0.895434814919164	-0.00624259826953296	0.83554868890274	0.769130011515606	0.859642797804518	0.765706216816104	0.778300820998286	-0.0700439211520358	0.697379016872068	0.737950271134138	0.654608003699369	0.46195354980399	0.572098625773737	0.599023807237596	0.804737376808406	-0.0771342165843642	-0.0292401482869586	0.719699147462415	0.67383990801152	0.492329299359518	0.65145658128066	0.910198224797566	0.686888246452161	0.785796859002233	0.783457673956754	0.662035238704617	0.801572261077051	0.797117301271304	0.767958615887566	0.850978752668663	0.689991911168558	0.826908084254729	0.560423863297213	0.839797297324237	0.819830712356223	0.727804390998107	0.854147990042566	0.840346164861322	0.646670732913415	0.777528818165293	0.888009801243102	0.68903483024103	0.777905213769733
PDCD1	0.455537658706356	0.495949809636918	0.413129060840018	0.784277006493597	0.669132830522101	0.607704631832413	0.58487367503043	0.476474835886094	0.313922101755101	0.772393883913879	0.54250374881309	0.664412355418136	0.417175236124463	0.367364792420603	0.523172980474135	0.613601009295087	0.593626355918603	0.6134155152887	0.64427210648779	1	0.729325510977782	0.207680445327728	0.284247553045651	0.535105068025428	0.470373142746736	0.541519598493434	0.714266724261194	0.528801561330362	0.591508859828524	0.600948297706114	0.197011329367803	0.715191792840986	0.546921857054894	0.558334828841878	0.508523625416528	0.576607317150774	0.65190546606339	0.721498718092455	0.673366878397341	0.655184314032843	0.1410735629086	0.611313955655305	0.644290874914643	0.599936853253802	0.511626865498263	0.786602627431308	0.193673758032899	0.460791683642915	0.549491655539188	0.342688545738523	0.426181025490147	0.306217787484285	0.399458168068719	0.545025053593691	0.20613353071659	0.235532814010757	0.451661927464058	0.515986073048667	0.529080649964845	0.520341486416376	0.656438412994952	0.588464665065008	0.642240051054078	0.718172684102929	0.329143098787348	0.715522535391987	0.64503134104613	0.561596103812729	0.785716820613997	0.395458209765053	0.740772479516884	0.623758839755012	0.580436828584695	0.701718370595828	0.470159033084882	0.625690866531039	0.546935032062747	0.427215108439822	0.486068062002066	0.73691379467249	0.599938351515299	0.444361504536268
CD3D	0.729316804183634	0.74149134153812	0.822860232893138	0.947135607765857	0.890750278942572	0.924755932785168	0.841407243144593	0.696044270134184	0.202965555561932	0.683926850124433	0.845982808220402	0.917477251158776	0.727755828855208	0.762353485592326	0.727545664287347	0.490633924107822	0.813886059384479	0.846213273275771	0.779613675127944	0.729325510977782	1	0.591963458034087	0.694681895259848	0.802100801818259	0.542741156893229	0.615966918616025	0.582368388239798	0.665570372500506	0.880218940773667	0.711841721370978	0.35024925737198	0.77915155999429	0.634683393541921	0.642533795314234	0.77708147733401	0.875993172857343	0.963716802254104	0.891505671753579	0.765657250095288	0.756188383183563	0.105892374886708	0.862443162850235	0.702495171906454	0.789743398202571	0.711051231639245	0.9379652561223	-0.0420420188381734	0.507063211713229	0.86218915557602	0.749765394548037	0.37372646618867	0.719231439359883	0.422456392587477	0.73961861372045	0.0820964402231738	0.0804891386128045	0.827454348207461	0.768633124333277	0.57852567826298	0.560880624513654	0.835143379442735	0.467033431981421	0.810796880629364	0.853110110616454	0.384287460934985	0.915039390692543	0.774871432627189	0.697354712287574	0.951360080761664	0.452175693254996	0.829852375436791	0.6213468979707	0.80670632213529	0.808752852196903	0.702126392896299	0.878769648478315	0.756438725274292	0.458608647510693	0.611410086550728	0.891420524970909	0.595306798256033	0.597997094956008
PTGER2	0.845781905035749	0.531640364984169	0.833213783818904	0.428261827972589	0.540922057935978	0.690048370034036	0.529041276098703	0.550828093285389	-0.17168362351954	0.0909151648236043	0.736763057041004	0.586192093913322	0.774411983205346	0.858154275923136	0.537385071038092	-0.0937150056628814	0.546899144411689	0.460754027630763	0.530743528651932	0.207680445327728	0.591963458034087	1	0.835018206065961	0.625466038896789	0.131576835114647	0.349572156133924	-0.0379641398604458	0.272728039607885	0.529828457250707	0.43764435329007	0.353964790168345	0.173665928345479	0.380118850509859	0.0425179436607142	0.574511405813002	0.667666935234034	0.641311707859763	0.623419441532934	0.250913164935453	0.359536771330156	-0.131344274633599	0.709172551146977	0.374588497313623	0.487905896239952	0.607115375022011	0.452167899289088	-0.182102698984843	0.292065379008012	0.768478793962156	0.685204957979826	0.118593818773342	0.867637617797217	0.235995039572873	0.518179631579776	-0.16000359682381	-0.180440544102242	0.823359293421581	0.722081502250861	0.240570582491608	0.311144019177197	0.496532295507749	0.113624725910545	0.268882484088925	0.441365648883899	0.249073309935299	0.599482592666842	0.254187789560934	0.461884155251561	0.50195296356383	0.311275333841603	0.470991694925179	0.118352203266481	0.595133747340794	0.451351152867997	0.618466647293131	0.680552036145874	0.511659878761243	0.294756719763754	0.422742233310687	0.578118178870085	0.141695629592495	0.422988989281604
SELL	0.796070778335558	0.696199118483218	0.843148458470532	0.566401552693942	0.687835390546593	0.774062225845828	0.664651028823289	0.681636055370516	-0.046842061867195	0.18278740358643	0.766214781840992	0.692175445448154	0.844852515363971	0.920636410508613	0.651420421350577	0.0328918054161862	0.678083745115055	0.587368611196363	0.587802854155418	0.284247553045651	0.694681895259848	0.835018206065961	1	0.734835929402821	0.277945600781043	0.453341008339023	0.0712227357051017	0.454926249561775	0.675146497313156	0.542793171601655	0.497491415372743	0.347782980574479	0.528733338282875	0.209098785951409	0.731589031895374	0.78417996113776	0.748848404105303	0.710902073884218	0.385333004878335	0.492740794546101	-0.127599477848253	0.803330452743854	0.49661993535879	0.635221232422161	0.69632198476295	0.563653836039144	-0.274686606351083	0.436939362448619	0.800926886606998	0.797409519546532	0.242568507768522	0.845592616908671	0.348387013582353	0.647022932203348	-0.165662428490468	-0.173670444712092	0.912895706440681	0.704729030215951	0.303646867967189	0.426208526665814	0.62413979419558	0.188714176537278	0.457588984376094	0.55856065858337	0.380605063677066	0.70271926605729	0.398922048104744	0.578732345794701	0.610032939255695	0.42678682405989	0.580444801311165	0.250829344423528	0.69601170992012	0.561181056796399	0.751084823977837	0.762591411398338	0.665500117028987	0.427364730037503	0.570445000698441	0.663734502278053	0.283101116384158	0.556338089756309
CD44	0.64018601964916	0.905876189100391	0.759262488952557	0.790892212661253	0.852627938997607	0.863788360331965	0.864388079089618	0.833691094308272	0.39820925382608	0.525409222155643	0.814950323408079	0.804042052301679	0.864455582444459	0.718332001628832	0.846122070758415	0.490959157894092	0.894039283992327	0.89491048056	0.791705979381331	0.535105068025428	0.802100801818259	0.625466038896789	0.734835929402821	1	0.714130668361262	0.808449919827081	0.436689938717275	0.755777216277256	0.773652470974037	0.841847736892211	0.605940989392665	0.595700029776505	0.798858764900681	0.496229439956394	0.873861689377962	0.918990949292153	0.835099998645555	0.804670834652843	0.785589164302594	0.797534052088412	0.232260311566866	0.850279093529864	0.822019065168591	0.914024235980411	0.840763580267277	0.754329702646427	0.0159472839301031	0.747535521621759	0.697555012175944	0.687008396995543	0.635952920816813	0.72433660941422	0.673484724642008	0.880092169881044	0.152371900298651	0.179256693675802	0.797545815983584	0.563271862797902	0.668178929031752	0.753467987833212	0.801277625102722	0.593305846480563	0.731895160275125	0.825327883698162	0.687809762214607	0.829904565483464	0.612739845938629	0.884993282196965	0.800740574010798	0.690073282658049	0.826012210039238	0.694228644748326	0.90693197556659	0.881218187434202	0.781770945040204	0.839312663866341	0.831721453630606	0.686742617971198	0.819956222039363	0.785599678320689	0.731637046048439	0.81640315466759
DIP2A	0.191910387319949	0.684696169837737	0.355951681211665	0.659019595461457	0.631889150525476	0.572634620295541	0.747907022488277	0.575400827280865	0.687294934008921	0.586783105146738	0.526008295374467	0.528695415505544	0.507165222650059	0.225659087009272	0.646751540927909	0.702793282889948	0.714468833901986	0.807659956604299	0.562979118919101	0.470373142746736	0.542741156893229	0.131576835114647	0.277945600781043	0.714130668361262	1	0.735257571366765	0.536539773347149	0.704286741066643	0.540991314365322	0.6418883523814	0.462775452264132	0.558111018587535	0.705975632663539	0.585389599008076	0.678493894507478	0.647625633267797	0.578942232422983	0.515655919559617	0.781544606505874	0.640984697196854	0.48439910364211	0.47656310773576	0.739342180542952	0.704471248518279	0.564245124904918	0.599382767857727	0.268204276922455	0.615707547695492	0.262594871911758	0.328182209175215	0.788388889233295	0.284310645714146	0.581289388060932	0.735126380621501	0.417295462638579	0.476934143989473	0.345348092896316	0.130916435336464	0.70768224179442	0.66097378445193	0.561789843605118	0.528141808192075	0.644421617498468	0.721376219438907	0.574250575574737	0.609441861030959	0.509967666911116	0.678821625092551	0.60492797966471	0.534449610801305	0.645890442828905	0.811589259703115	0.688534678853548	0.711125998113277	0.428257467871216	0.506126009548861	0.595497208661892	0.548700116543856	0.618599343944473	0.488890822251515	0.777679857915244	0.699191155875104
ADCY7	0.397683114636682	0.725171760167776	0.507223230253355	0.66211123054795	0.673916492002428	0.652089078397194	0.688818933056141	0.658572662521298	0.578148244365843	0.532070304389463	0.631151010811946	0.608084177159228	0.654020138941311	0.449900504112325	0.715443183353343	0.614719075659555	0.73151539406215	0.762911923105148	0.665394257728742	0.541519598493434	0.615966918616025	0.349572156133924	0.453341008339023	0.808449919827081	0.735257571366765	1	0.529635563124634	0.648721190598018	0.566275761765372	0.74656361166821	0.509904029670984	0.545395028315946	0.739687175022341	0.436465193422211	0.685919612407937	0.735439743340827	0.614522317364542	0.648134375295423	0.703843356356659	0.691046806225025	0.423089285959532	0.632017090242425	0.770691627009474	0.777757719475797	0.673349889773898	0.63249919564604	0.261615550427573	0.720560706347847	0.442554810152986	0.389897785870207	0.753107392286478	0.447414894065697	0.677585979646318	0.737612949996235	0.355669628059401	0.405376189462319	0.542840670679143	0.323610779779594	0.681401592071709	0.763491814782989	0.638562990146591	0.588100420004913	0.615754186734627	0.724872014127175	0.641152759971377	0.71152373197672	0.490976614368394	0.801844204931101	0.667470383174598	0.641949024593243	0.7241299558209	0.780826460829451	0.745536920473532	0.811116601109874	0.611211749101402	0.62222700039108	0.644632327818359	0.650575804328187	0.726094848506538	0.605823904829139	0.752580805412436	0.724795545618792
LAG3	0.195767910347766	0.428766708446835	0.159634614114437	0.709988266674122	0.578149271214698	0.415781180581806	0.494310948617207	0.381994362167296	0.471766932499012	0.695021702388705	0.309737741323481	0.515698431260915	0.231609101037909	0.141762307458347	0.40280826266413	0.713118410294893	0.516694789404384	0.572414193978117	0.577236580061139	0.714266724261194	0.582368388239798	-0.0379641398604458	0.0712227357051017	0.436689938717275	0.536539773347149	0.529635563124634	1	0.526228033069594	0.542546128854713	0.544733297250869	0.189139277504329	0.715410748806501	0.500122540244911	0.555300208313014	0.405304625450061	0.462279254926177	0.492542675988926	0.542175477094012	0.684130772417031	0.673477346196043	0.279787187627226	0.394339524868226	0.555444191728516	0.550779672741444	0.330746022059343	0.68473443606566	0.239969265069755	0.470787807400519	0.305273770313795	0.152952665022627	0.46914770224153	0.0568285072555242	0.419412463989118	0.456232952334085	0.301809634554872	0.342787117572274	0.244664303025791	0.234626011813391	0.501483753739061	0.523577334345799	0.58314325337591	0.640706783396409	0.653299662761743	0.641160956250327	0.364753628380499	0.55798818002055	0.702855933394585	0.486046572723772	0.685167503782767	0.392937724490136	0.646127859111459	0.675878661752488	0.455444921065996	0.64531079348653	0.363349974012153	0.477563936258173	0.47039440250643	0.418723292363857	0.458979297860504	0.58236971476633	0.642524256919693	0.411583365337099
SLC16A1	0.349860584831879	0.826869455072792	0.446763804652577	0.740904584440817	0.810953417915636	0.687297303905702	0.717559923169498	0.833138981356941	0.439652292710403	0.558531156820122	0.511194092877714	0.716665799691493	0.579029848773841	0.472674294254689	0.639085911690857	0.532814497287725	0.817714086908166	0.725380871731634	0.749468710980639	0.528801561330362	0.665570372500506	0.272728039607885	0.454926249561775	0.755777216277256	0.704286741066643	0.648721190598018	0.526228033069594	1	0.746673362891658	0.818955539771373	0.679254347686884	0.722536426070156	0.781969615628933	0.660160388455895	0.782410782536919	0.766889160353821	0.662454565161254	0.642074445815418	0.814163953160036	0.821711960262707	0.112575711051789	0.710264880198584	0.747872563201951	0.867044583517372	0.706287596442087	0.69136212173611	-0.0473822286218329	0.774856663295769	0.553484397834615	0.545878004086344	0.576489931803047	0.397351502664162	0.690960940662673	0.780114688419864	0.0221195820778763	0.0685502586816629	0.580983414421576	0.392503068204205	0.546474726654879	0.735220076962832	0.792773280642497	0.68301088161484	0.809978940528608	0.736742446569759	0.793365147530472	0.708231824173932	0.725903923341194	0.786860627632454	0.72889274083635	0.782129366148553	0.727659078506456	0.622289150628734	0.819830957806575	0.77582287235466	0.703836357054978	0.735331843786822	0.803321949922797	0.756391407466762	0.833949562595944	0.704692809540866	0.768767311738812	0.856714224331636
FAS	0.626276393138704	0.749314741521381	0.72087126193634	0.88873988278062	0.898367669516706	0.862920024938499	0.826853227929323	0.716075834899792	0.106610669217948	0.54779549893964	0.678405497790824	0.857315897538849	0.691027249804505	0.71174984488866	0.641322508877084	0.403662789467155	0.81545863550102	0.790789390234545	0.813531084691533	0.591508859828524	0.880218940773667	0.529828457250707	0.675146497313156	0.773652470974037	0.540991314365322	0.566275761765372	0.542546128854713	0.746673362891658	1	0.696416161996115	0.412478688006967	0.758404452620848	0.623721882377755	0.688905193888174	0.805999003895652	0.833678628160045	0.851433997705595	0.82369510500155	0.758324928334884	0.829608458325511	-0.0568069640423052	0.847522212632439	0.663951174888025	0.812654685910418	0.711856258389303	0.860138137319997	-0.211865823987181	0.547575715862591	0.812352421075148	0.805842522685199	0.324991125115428	0.616032605696795	0.434443788060715	0.725099797949093	-0.149619563599692	-0.120289994201349	0.779651795877746	0.69975381508111	0.429055266707495	0.486340990159899	0.890774977520316	0.490439721627191	0.878892862531705	0.787591615961403	0.46589795598091	0.824582999669871	0.866746687501757	0.680026447661676	0.902219989207547	0.494821842780291	0.781265200131816	0.520567449619371	0.799332651918383	0.742316771663659	0.705693388539123	0.826006350190055	0.858715392596429	0.474227902402519	0.646318830014207	0.868838530015706	0.603055906968716	0.654762414698305
LAMP1	0.50393424057102	0.876488759439067	0.540202905176117	0.742110225483487	0.825118352352636	0.747931343594944	0.701692716791987	0.88397678557769	0.427896598314673	0.564167826004751	0.617375182809607	0.7253163550229	0.721441806640313	0.595586206057712	0.733383670540152	0.51502153621127	0.854992706207094	0.748601025182128	0.832620114029429	0.600948297706114	0.711841721370978	0.43764435329007	0.542793171601655	0.841847736892211	0.6418883523814	0.74656361166821	0.544733297250869	0.818955539771373	0.696416161996115	1	0.718553428242221	0.669806269835615	0.84990608201036	0.499264238834822	0.787957101165412	0.830093555438017	0.712794551819528	0.742528607357333	0.781163458110648	0.868041016013955	0.162642198794829	0.789974076170165	0.805662580174865	0.930958647104428	0.777313538180406	0.705525480174375	0.0722644625924903	0.863422095893517	0.618133019130299	0.535297102209004	0.619046570486961	0.529933802109037	0.78424705278257	0.828026894232349	0.10981413179472	0.149987012107921	0.686752174250822	0.484079794380926	0.641512958724996	0.877585667855726	0.82011906350742	0.774927714575153	0.741364697991296	0.788353224586101	0.863462665276601	0.784970312291278	0.658187982082519	0.886081968682029	0.757289051639308	0.8808176014889	0.808239385771868	0.638823098829363	0.872132108916803	0.895310568524231	0.808644923000524	0.81131291508573	0.799856190399285	0.859627745523182	0.920793308202678	0.789720383573528	0.798197409202797	0.876814863672548
