""	CD74	TLR2	SIGLEC10	TNFRSF1B	VSIR	ABCA1	HLA.DPB1	TREM1	C5AR1	TLR1	FPR1	LRP10	TFRC	ITGB5	HAVCR2	ADCY7	CXCR4	NRP1	CD163	TNFRSF10D	TLR4	SORL1	ACTR2	PLXNB2	PLAUR	SDC2	KCNQ1	LAMP1	NOTCH4	MERTK	ENG	STAB1	ITGB1	SIRPA	ADRB2	SORT1	AXL	CD4	TREM2	P2RY12	ADORA3	TNFRSF14	NCSTN	GPNMB	LILRB3	APLP2	CD9	TMED5	PLSCR1	PLXND1	NRP2	RHBDF2	RPSA	FGFR1	PLXNA1	KCNQ3	CD33	TSPAN14	TLR7	CD93	PECAM1	INSR	LRP1	UNC5B	FLOT1	ITGA9	MILR1	PLXNA2	CX3CR1	NECTIN2	ACVR1B	IL6R	ITGAV	RXRA	TRADD	CD40	SDC3	TNFRSF13C	SCARF1	PTPRG	NCL	ERAP1	JMJD6	STX3	BMPR2	PTPRA	MCFD2	SCARB1	CD46	CD47	ATP5F1B	TNFRSF1A	STX4	TNFRSF21	PTPRZ1	NOTCH1	SLC16A1	CADM1	LILRB1	DDR1	CD82	RGMB	SMAP1	PILRA	CANX	CCR1	THY1	PTGER4	CD81
PLAUR	0.552360692954445	0.907505318505528	0.776634925216385	0.894335673388726	0.714849360308145	0.902265484984057	0.377822477002085	0.897566117975845	0.966208064834142	0.774750395640347	0.852827884982573	0.662618541198345	0.886132861434806	0.664532194343476	0.807111633834312	0.625241464261927	0.91289121131824	0.241888475718009	0.455717659164818	0.717869600634749	0.675703462270672	0.786202271838839	0.783754410025027	0.71366089567898	1	0.864042398533421	0.594840452362576	0.681129305774333	0.64358190165493	0.887239060076057	0.813192372939081	0.622411468688637	0.684945101181718	0.720966953319295	0.820802348593525	0.871712508586471	0.763054459060019	0.708381621044417	0.711367549217957	0.847904340698273	0.640879700298244	0.758957203232453	0.577962275358019	0.351504136852257	0.551891620115995	0.809736766247639	0.583999211241973	0.840101083342345	0.859664711017043	0.916898851983245	0.940239722609708	0.86800768163655	0.495751556553694	0.764692200501096	0.542261536714612	0.613642435346524	0.558242921221706	0.85943997136443	0.674465350534223	0.70827876550791	0.559738860852706	0.566007724795226	0.629978671333929	0.72722109225644	0.738219245035729	0.410006120314362	0.43475348609718	0.867117659244696	0.611196736397423	0.708383831119267	0.684942695336303	0.918171282219839	0.720082469906561	0.797440326638298	0.551680978665918	0.83501684229712	0.54441279838082	0.586198655026041	0.8102924832043	0.521346402314848	0.762326084500644	0.635563284746272	0.895723046882955	0.761555679742833	0.533972878495863	0.42282662501459	0.586849803874026	0.615669242603165	0.609645595829982	0.580859156021512	0.618489852922906	0.61685527481978	0.880807919293956	0.561935084339095	0.0386144954045695	0.363509437313506	0.589297162902464	0.121925698368586	0.711682291378969	0.0539073543191111	0.472703266415325	0.0552848839470269	0.537492032290755	0.777393558468272	0.654399867969253	0.680291948251827	-0.00863467372869467	0.895075825750466	0.680754014194376
SDC2	0.662386301639547	0.888745907817788	0.875637590239907	0.895014578510432	0.811401913705184	0.869126187082782	0.499984113773589	0.766448565080908	0.909935824229819	0.790761905942912	0.875241694005461	0.791471414280559	0.827074546775663	0.788632145012179	0.881169802722573	0.713000112706049	0.882180938891676	0.348751731665594	0.506032457854313	0.583088801912863	0.728841578419833	0.849594551189302	0.867363789042246	0.767855448344993	0.864042398533421	1	0.762151131215292	0.823394032913942	0.727638202191065	0.859115992093964	0.913546413126612	0.74301388780649	0.762357676546529	0.827469214076762	0.763544557956646	0.80600360782633	0.857614794836658	0.807646595051133	0.837634737286339	0.885940766911097	0.781409145743067	0.810139432024502	0.681900460404125	0.424709636669413	0.697029228008837	0.840435530559152	0.700773831012348	0.891903802144944	0.870918613835442	0.867346052651547	0.881617415296101	0.848292450305726	0.648281611461631	0.810414669400573	0.52305569427796	0.682347506480232	0.731704504659851	0.914793368938207	0.734184531141261	0.804202204102417	0.681332558965348	0.61924003758032	0.732206132674873	0.831682076690672	0.819481260518453	0.427815356251326	0.629053150391387	0.833606101013856	0.67184014753892	0.804035940506503	0.695485253779241	0.916119275466743	0.736132875370454	0.841876355166335	0.68453925497368	0.861861086219671	0.598973585217938	0.680430042952196	0.80172101843825	0.480255979025049	0.745947504682639	0.61975998562141	0.870313871867186	0.759287338832158	0.601503934080444	0.46901255240953	0.763691022222476	0.695864912781418	0.642902246849177	0.644373848477782	0.736208432605839	0.715764576783362	0.82513262052859	0.573959790777765	0.0265115869294519	0.326335820914946	0.617221405398493	0.151542038653493	0.827485922450549	0.0469485974951753	0.58784061500246	0.028223977783906	0.619249931985789	0.878335071790493	0.732349013915213	0.718368183958363	-0.00449700308832205	0.860455554509107	0.80428554746724
KCNQ1	0.62663554897434	0.712097864181704	0.81578682034377	0.792372084035019	0.864843703922898	0.677968608656343	0.481445813369567	0.553438867116268	0.701778981079114	0.660957319798564	0.802286379251641	0.786374922674675	0.532260918541069	0.776812623886387	0.756986463744732	0.686565210626895	0.777751666728779	0.358009067512265	0.414005620595524	0.418190406751517	0.656842078416533	0.762096615256585	0.691351433856921	0.596897504398025	0.594840452362576	0.762151131215292	1	0.745515486110088	0.57055275498179	0.771087531534487	0.778811388770884	0.789432357563777	0.609401142515119	0.743053495075147	0.632106410173013	0.723704342901718	0.787840149068716	0.728012212992989	0.732346600196063	0.73548968931996	0.868968170409572	0.719248923244699	0.642501990707782	0.307674968075399	0.635649951036064	0.656567741730332	0.564566698564471	0.791953235369171	0.717432587978897	0.653958301507932	0.716341479671067	0.775384888344798	0.592344410498065	0.58313319881941	0.340120142912997	0.506513286690255	0.745150639395537	0.783790423688054	0.790002318016818	0.739688179995849	0.730129196209871	0.488338354557563	0.667924053697766	0.726657260366984	0.76318104420777	0.44189465780486	0.60472085580975	0.703549042138279	0.552352489154953	0.759615454246842	0.620953102862424	0.719090021711501	0.584912130106247	0.7017201721925	0.55712618899887	0.715462261494426	0.570768269468089	0.734658297424382	0.752276967782751	0.333500871339611	0.514564457579381	0.427625792818951	0.716956100052339	0.686667882316451	0.487409167308351	0.438348547260187	0.710157345377025	0.610684600706395	0.481611893919601	0.49217357654103	0.65813976442324	0.758521457098714	0.558001091211414	0.39499196658823	-0.0545209873689612	0.166376660993966	0.490592484774877	0.0340675857657862	0.842796262852902	-0.0382980836269594	0.60384422554235	-0.0612244605199832	0.456746566397165	0.766312228575208	0.635652629435913	0.780377537664444	-0.0691205438637795	0.666089839740786	0.712246341107661
LAMP1	0.856037837883487	0.82198446836763	0.922136410724473	0.764147798891878	0.845784296975913	0.858401869259427	0.742898753251579	0.484644217977666	0.712313938308218	0.86527948670574	0.768512866270077	0.91823536836156	0.743573736234643	0.920953794990125	0.913488261263204	0.777081055875	0.777870155297093	0.612992873977727	0.711209765120665	0.44687052016041	0.813295789925223	0.83275837865004	0.951014093940284	0.859054572908959	0.681129305774333	0.823394032913942	0.745515486110088	1	0.839326016989585	0.784615790953579	0.894184624863474	0.78030787249573	0.934075724703192	0.9530130545976	0.742610656776351	0.754496342672432	0.919183498447632	0.899519489820003	0.936458949300331	0.79916637268524	0.864961648745727	0.884559612722972	0.928824478189159	0.690611243038205	0.827659368335309	0.920061334405305	0.880073270834942	0.908630416483977	0.872430198046407	0.738745994604244	0.756421280796406	0.742118125222882	0.884471213602222	0.829895474434416	0.564008348209172	0.79090170270287	0.876674010545525	0.923105770461622	0.798153604748816	0.815794389698275	0.880331680604846	0.752835570350268	0.932044440966654	0.840312728720901	0.865288875109143	0.610927913527847	0.855600069693993	0.69106227533247	0.648753742109842	0.842665671028427	0.831383937893298	0.816326162584113	0.855585795707601	0.868062042276327	0.870929172235128	0.768148781395106	0.807443237596299	0.760096557075243	0.715140423379758	0.58394600305543	0.776735474173885	0.694801370515309	0.767242316362255	0.760008114371755	0.785036532578747	0.647315349078348	0.913993598782037	0.890908449051896	0.842975800227303	0.802675378783341	0.916304861920652	0.883605113619028	0.761509598888689	0.68619860595246	0.218928723529621	0.431945586550737	0.634772922218453	0.411403317322375	0.944350396485072	0.211817221550304	0.851351308874089	0.232520802015645	0.81037613731411	0.924129210410932	0.915823552800408	0.67673457511496	0.203721881120864	0.836258651841205	0.964860284990597
NOTCH4	0.748538029304008	0.761596523296138	0.779984950827278	0.643509041245644	0.733337629844209	0.736568754157157	0.641831293144026	0.427019605396814	0.650197547157212	0.798569254357603	0.662240514975256	0.82292739329469	0.675168623634971	0.781490321294518	0.808840754560625	0.766712619471639	0.648939064366687	0.613739742827351	0.599810964877504	0.431402108989102	0.668139083713363	0.77787443594404	0.845714050916321	0.829227844036672	0.64358190165493	0.727638202191065	0.57055275498179	0.839326016989585	1	0.670014319165407	0.798190584413255	0.676681526418225	0.865618658968263	0.797259628986241	0.607355594240064	0.616490572248848	0.840560228438961	0.83058092154017	0.818005793090587	0.716535685113759	0.738599361282738	0.757229748905551	0.823793662028218	0.510559736282716	0.619423343838203	0.798176839700928	0.729558466656906	0.762093470076104	0.758233415296812	0.690321691272589	0.671533623544599	0.657957487205828	0.792036400066507	0.732940826917238	0.432915217512928	0.775298226428383	0.767038182853602	0.781806158036965	0.646661068323917	0.76497587944417	0.727830987990205	0.606249409323798	0.817553972497969	0.682275982776295	0.78399331841729	0.593965848653255	0.736929339435765	0.611121780681122	0.71354893205364	0.715887881221332	0.673345456588655	0.713752138147546	0.800343849473146	0.815426441528537	0.721887995415915	0.697725302601082	0.697890029450112	0.65779975948954	0.614981006291942	0.488702233857216	0.718976677992145	0.613308019048702	0.665876622084807	0.685978204175649	0.694241057429646	0.581430558926863	0.843520437910851	0.788738640313481	0.711025551799659	0.715529888480757	0.786737980498342	0.768324841383408	0.674958470854324	0.661178773901053	0.229609712798993	0.420730106356684	0.526315891823188	0.393691226190514	0.797139011188356	0.200387656793787	0.724419719006303	0.245289825993802	0.715835098396943	0.818701195298432	0.814918839807289	0.450454477665975	0.213251737673998	0.727729529866514	0.840193294841433
MERTK	0.674819390846424	0.942821587114919	0.902733439506227	0.95117840268396	0.898882460259247	0.92993199963266	0.491336556972865	0.829897021590972	0.910961877713658	0.853327925682394	0.917764881154378	0.789645343079755	0.808388105616146	0.791537567081385	0.889092087547945	0.767764989815148	0.937690631266186	0.480723847008022	0.506372265735056	0.761666823564669	0.839928894755717	0.881609485725517	0.831566161983193	0.786161685035885	0.887239060076057	0.859115992093964	0.771087531534487	0.784615790953579	0.670014319165407	1	0.889505735543963	0.826461367357286	0.739472276623306	0.839566378672957	0.931136644349559	0.948009952670337	0.864802281941993	0.849544559740414	0.775786359751287	0.888854499698145	0.832076011721688	0.834565567200545	0.664864941686074	0.389532996603584	0.612028041566866	0.843896122344749	0.61159605832855	0.877945695174201	0.911918074045552	0.946326124217082	0.935552002702999	0.924908286286537	0.58118046692911	0.718364920679878	0.565797112302541	0.687904006567805	0.705033024949281	0.890013863796661	0.817434548837379	0.85835249372488	0.723417837987377	0.638261464586966	0.717004813978853	0.810730925134466	0.824980755084971	0.620521368815221	0.570087679086407	0.870203389623704	0.634171191288112	0.739624209769195	0.751599391922779	0.904523504174845	0.735801586930409	0.860547846541029	0.610046777509206	0.805467549154786	0.637256826180417	0.801927936670976	0.913831834726661	0.554913802928016	0.726279940671285	0.65914173096516	0.875261186505032	0.886282021112945	0.595621749208453	0.487822792408789	0.670552455839224	0.664359279897903	0.648178622882971	0.633012763183698	0.701238253663054	0.818320022114287	0.847462305417401	0.518569842228813	-0.00438205705832697	0.300773611023563	0.578941689509061	0.104915851145856	0.832193318457405	0.0133822835205703	0.639019856715343	0.0218502415946537	0.561658747834823	0.834186802408413	0.728152355093469	0.856193167163837	-0.0582898857897566	0.898627822021045	0.7692054489794
ENG	0.741991261304566	0.911440593277711	0.919780940155538	0.870623984408948	0.863484370911438	0.914817494350484	0.582226551687847	0.681896951565016	0.856653499040176	0.86663353304394	0.851174742731386	0.844027861182874	0.808049572528371	0.869332283043908	0.925583809506519	0.764311937075128	0.8542778967609	0.501222373325384	0.570792464634093	0.589805665505855	0.838714240957252	0.882836159176445	0.907263134284076	0.845957611237099	0.813192372939081	0.913546413126612	0.778811388770884	0.894184624863474	0.798190584413255	0.889505735543963	1	0.82614780377116	0.843749341009666	0.914830573049228	0.793135083483522	0.82317481173506	0.916667712756458	0.879761160572236	0.862357261443936	0.907156228505802	0.86762392702418	0.850786580755792	0.773717754727372	0.485019499924365	0.709346479418369	0.872980019588516	0.732973660386412	0.912795743798156	0.885706464697342	0.867657786553705	0.874905392530157	0.816770539497871	0.709916768924616	0.83400575176721	0.526417125061594	0.757061108906194	0.786256184849021	0.910586477850684	0.789807750151224	0.852363615532774	0.788180983513346	0.686957411328568	0.80330281229254	0.841004677539251	0.817662459342565	0.50911158467949	0.69406624574417	0.801706032075967	0.687077492916312	0.823551171578257	0.732710179134597	0.890676569954746	0.785796693406894	0.853849308196932	0.717206663704136	0.838199915455012	0.645208452399603	0.754055868088399	0.838936432314342	0.502012506271327	0.763113866678141	0.682855369669849	0.806229027722975	0.798457906824317	0.667064741537192	0.513125127768613	0.801311688626132	0.772000820093167	0.731549981614737	0.715050392444099	0.77361631218988	0.836624978135557	0.829166943903159	0.586699278961485	0.0584571525152271	0.338343437721084	0.646283825252752	0.213125540694156	0.894991646153918	0.0617130390614042	0.686280556042676	0.0704455571382939	0.673304495691871	0.89726054784171	0.798744736041311	0.696331712743609	0.0234540192506232	0.878334761230707	0.852838174481265
STAB1	0.573115185472443	0.827121875400042	0.876415384209127	0.838220641535994	0.904999772729294	0.749621750113431	0.391125247372297	0.588362784759964	0.712681727107482	0.767174374338536	0.844743716140866	0.796040946364839	0.525887562945371	0.813250959246415	0.817760670040515	0.882424290616842	0.703861241933562	0.68085228759698	0.324537790405918	0.575360834641701	0.711265731250522	0.846499173138193	0.745803086583729	0.743824796302805	0.622411468688637	0.74301388780649	0.789432357563777	0.78030787249573	0.676681526418225	0.826461367357286	0.82614780377116	1	0.655361202759958	0.807896350625895	0.741850531400663	0.773392137137078	0.834362121663268	0.822620341028293	0.754845215166561	0.859500718871817	0.899174160425967	0.643053799526462	0.631216453760539	0.206414468773173	0.44783260941169	0.705951853723931	0.489871418391954	0.775415519197445	0.739855249708632	0.765423710528213	0.731550520447626	0.83730813518477	0.582274063019283	0.583213615088855	0.380375883069874	0.705872900771371	0.776701453592772	0.733431824783158	0.863752124442984	0.928850297389401	0.678956972347239	0.467425320803217	0.686834059068549	0.849328457318085	0.864651532364719	0.728903747975107	0.592912227820604	0.794407080851021	0.799890011971888	0.628324480979381	0.64481399706225	0.742005159565608	0.720974871226066	0.768626201497273	0.600882010420901	0.722932547981898	0.546784857651579	0.779845131393648	0.838897006184992	0.501821808519179	0.551499812544743	0.518661107235548	0.720111194846962	0.753375042884207	0.572061555034519	0.435856343086415	0.692811430735796	0.621195622603669	0.521290043647864	0.541805907630876	0.667673709822655	0.884915664087233	0.616751380475897	0.453150890434709	-0.024189304742688	0.213154271440262	0.497650574465228	0.0743135878346993	0.818212480282282	-0.00230972308811	0.659589843937618	-0.00601315075136445	0.428558587100418	0.736385343127045	0.664793381147855	0.756680696714922	-0.0551821584650148	0.670570824417583	0.715360784491265
ITGB1	0.879659349877436	0.772681827096231	0.861550455655468	0.686367132119495	0.753178467515422	0.843665017660177	0.792468764536089	0.445603033914307	0.657082002979203	0.842840137390684	0.692069645154459	0.864004960790025	0.793101229244169	0.866336372597783	0.893527403169444	0.710973257567776	0.719824215327704	0.632199348688784	0.77528493464648	0.481464863231135	0.829094012020015	0.775784119109292	0.952772779096173	0.902307039200923	0.684945101181718	0.762357676546529	0.609401142515119	0.934075724703192	0.865618658968263	0.739472276623306	0.843749341009666	0.655361202759958	1	0.927699767015543	0.736985596395135	0.698438707808498	0.887731509431986	0.89317826193311	0.931728305444044	0.735529106963775	0.756877765904049	0.9022487453606	0.91642358094558	0.758900914381517	0.806935252618664	0.919544133023399	0.926472789930638	0.880144384445126	0.88340977315275	0.715667914529958	0.7102736722649	0.687335801697214	0.88433507195956	0.825163030436827	0.536464645961374	0.838382074305281	0.85386019021782	0.873549366734399	0.686481707505534	0.747196884494666	0.840187896977675	0.76863055137051	0.900372651651939	0.756064457188356	0.811471958856707	0.583496336481597	0.834160630102339	0.617007404717695	0.58164533476492	0.76675491635377	0.785903923488018	0.794230519101346	0.837372611215731	0.857020363518766	0.875779881194126	0.711088354154861	0.807826590452363	0.71307483704766	0.653708054660074	0.593217199463522	0.811327672287227	0.768826409381791	0.690005267362532	0.714313991824947	0.80505303348763	0.672917196918587	0.886600026356974	0.879055053011652	0.897028116960976	0.846406282456276	0.898339859649819	0.817018119750527	0.800283051904854	0.711201256070708	0.279279675458369	0.474757223009204	0.593843346173473	0.482844240870179	0.871312189423441	0.252315307133359	0.85221587646347	0.299174940365095	0.86394269954159	0.918275765640803	0.933348218854623	0.592908046765075	0.250980404616527	0.830724608475057	0.962184108672159
SIRPA	0.853265708472103	0.86840987462185	0.944816928420944	0.817056840926797	0.86710829127542	0.903507021946269	0.724438309097337	0.540506925025765	0.740332661701039	0.914649143837125	0.813353787338155	0.906177783162359	0.763157924001835	0.936542770276698	0.935309983632833	0.808014547439284	0.791067317011667	0.670813419998976	0.705861939203232	0.551011460104374	0.883113607283765	0.853050439630571	0.954328318573917	0.90428000059712	0.720966953319295	0.827469214076762	0.743053495075147	0.9530130545976	0.797259628986241	0.839566378672957	0.914830573049228	0.807896350625895	0.927699767015543	1	0.821881540850368	0.791315804612196	0.920908398289302	0.914638597540545	0.941623408335505	0.850976678504646	0.887322296336463	0.911902158557452	0.88424354563049	0.657665100735769	0.786127651782812	0.908715647346814	0.859697994224283	0.920995511374524	0.885051791567033	0.778901746317132	0.787687217640678	0.781972433960091	0.820796852442404	0.795523510872642	0.537321472732214	0.848429662350338	0.870381465181704	0.902995937195153	0.786186785955405	0.844666142264763	0.890323668834094	0.763097583985356	0.879094457074774	0.831132686765156	0.855225706006376	0.62169101275001	0.830551026735661	0.725095590279031	0.645314614437849	0.830173072949132	0.812487024990773	0.833256965836155	0.834313326174607	0.877037847932306	0.848239746644483	0.769854379058191	0.773452478877849	0.786425496113266	0.753053172512195	0.598338815231804	0.773445924171455	0.753580208541651	0.739926652089069	0.797093283627549	0.771039136780884	0.605809875118486	0.870816785939734	0.858235997153375	0.829508317854505	0.794921325453689	0.871583284247357	0.901210588733017	0.811144690569375	0.62869777003332	0.143558719956181	0.381206054288944	0.622143461272404	0.333828178289495	0.936587109862326	0.14148028026113	0.869088758938169	0.157880825702591	0.768057864695989	0.92209646742197	0.898826023060012	0.731872653339409	0.11641010223293	0.860602694795349	0.951476996635804
ADRB2	0.683659022894341	0.881929389354661	0.846670242582814	0.868349746295665	0.793453069198967	0.886532097086472	0.531636898779138	0.72864676348682	0.795808877414657	0.823476475656875	0.811796997940832	0.750607712958047	0.770363502518569	0.753435927143435	0.848469711333057	0.737012276193754	0.844104374408264	0.546673357288069	0.555406131876529	0.754165246187123	0.842453786115918	0.782294863799657	0.810952072726898	0.750634663267656	0.820802348593525	0.763544557956646	0.632106410173013	0.742610656776351	0.607355594240064	0.931136644349559	0.793135083483522	0.741850531400663	0.736985596395135	0.821881540850368	1	0.865759651389105	0.771762066009842	0.793787250822211	0.762736828899161	0.812878519933264	0.737068085410491	0.819556734689344	0.643393550009706	0.482150122027026	0.583609107661282	0.815171718842038	0.6419214412676	0.809593894330126	0.855177107550575	0.887667407168158	0.85540275236628	0.844277481272097	0.566485867853393	0.677824426295625	0.525602394577087	0.710342940460363	0.644355033365496	0.819486321631606	0.725531935492461	0.801755504027399	0.714113054139004	0.645120469873662	0.673343497969615	0.770265187771726	0.761219934362246	0.646428367262727	0.589250933718283	0.777940522890789	0.522428909230395	0.6579942259822	0.772511568485013	0.82080429903068	0.711797010805345	0.818966038999571	0.622583601323299	0.73583175793394	0.656668019528962	0.725639934559487	0.827767561247158	0.59378426414578	0.69915372273833	0.674110318528409	0.773578359427705	0.83145341229261	0.621211513532629	0.475623754460438	0.621587968845903	0.650690510334928	0.674849620086766	0.658136466425146	0.68701967120385	0.795730072567369	0.836883989986795	0.499242370988575	0.0302617376108317	0.298961335678541	0.553149012705654	0.158032840216281	0.774309233315863	0.0475363057055182	0.710046382187202	0.0663498044027878	0.595793137933459	0.784356984647679	0.709780567271077	0.820082168415284	-0.0301559018101914	0.87045033655954	0.76091834341338
SORT1	0.584643696379542	0.897731566810291	0.870890166806053	0.917303071331292	0.860822524138991	0.890075229138425	0.392286161125467	0.843642203688075	0.896100367239457	0.828578627117194	0.899124676952932	0.729298164092731	0.788860531209315	0.728902739788287	0.826640199684878	0.701158824971062	0.914132911249943	0.421005087751109	0.430076243256689	0.751749733569157	0.755528000838487	0.874987604579318	0.785736108595699	0.773422416379805	0.871712508586471	0.80600360782633	0.723704342901718	0.754496342672432	0.616490572248848	0.948009952670337	0.82317481173506	0.773392137137078	0.698438707808498	0.791315804612196	0.865759651389105	1	0.833467442741429	0.797469556288467	0.732186975794653	0.819893460593401	0.801348634835416	0.771932563579269	0.658308646724732	0.343369470067874	0.574418247232494	0.836237805421563	0.573432259397625	0.861128425479367	0.87568320789103	0.898915040258387	0.911264517960034	0.908961492579828	0.557084684114305	0.698642944250665	0.6307826527566	0.641919421028487	0.671478238699615	0.857319215784603	0.798659044454555	0.79026491757667	0.64603939098437	0.634994116423449	0.712503775604138	0.800465457528132	0.825286665283068	0.62266056119043	0.505244135663425	0.868576748907241	0.62707674134911	0.70379586858493	0.752443143830711	0.874791143709162	0.74181327988694	0.827515464083154	0.63129854647143	0.724269480626717	0.629120283382083	0.776405467614464	0.870684619958227	0.629639820712953	0.721262227591381	0.640850582602345	0.895025260507059	0.876230210950504	0.585146163624889	0.521074639649801	0.637752230710034	0.638691985947583	0.643292401014433	0.601443886786431	0.689252170585538	0.759657902169477	0.807057580804312	0.540753296004867	0.0601260045715223	0.353877163629799	0.575444992608281	0.140230469796342	0.783702548550886	0.0903701797094944	0.571783787448654	0.0884956119015405	0.520415686852068	0.77727690654345	0.715078112086975	0.828511323351113	0.0114492295316924	0.852942785927533	0.721378106844824
AXL	0.820917365023512	0.871943129268756	0.965503624548792	0.844075621234741	0.933888475218229	0.878899497561626	0.675426808327672	0.614511753016453	0.800194662948802	0.87099346599576	0.864210225080978	0.923189076187215	0.742507825372947	0.924560508321646	0.935972670242594	0.810882442444866	0.831629351717458	0.618320799529684	0.617461571467581	0.558236001578539	0.822514287902139	0.941857849158162	0.908402188182593	0.869787305455361	0.763054459060019	0.857614794836658	0.787840149068716	0.919183498447632	0.840560228438961	0.864802281941993	0.916667712756458	0.834362121663268	0.887731509431986	0.920908398289302	0.771762066009842	0.833467442741429	1	0.967959621502049	0.926538408755753	0.86606464150385	0.908287741237791	0.86307158765414	0.832670764319533	0.543411315852455	0.722267451945572	0.866989791542785	0.78051375913842	0.927996565688191	0.918456178236342	0.829882905855299	0.809848605768006	0.841340218092721	0.749933308218346	0.729805969061577	0.450396482306982	0.764881885769831	0.916578126694491	0.918799954192583	0.833720354702334	0.890104418454492	0.825170888513444	0.614487076588801	0.841158251399454	0.821025625232016	0.913491613989077	0.682910149967704	0.79369785995978	0.757085492867941	0.758046923431502	0.771730961296774	0.699145374731742	0.86207895445527	0.773494111196727	0.893000332114097	0.780678646146387	0.790930705670908	0.664938718833084	0.867505400154115	0.799137741830059	0.486778218122576	0.692038922776117	0.66254588311912	0.79605524114948	0.831337116475015	0.638970508235631	0.511631424717809	0.818188610136448	0.755436756542196	0.709159271224631	0.663117238320501	0.798737413390251	0.90348731002637	0.765688274145924	0.541949147722759	0.00558813572674245	0.260748500794453	0.487351089985015	0.170935567033108	0.936965325717423	-6.96320813815907e-05	0.773036674848993	0.0287490141700867	0.65011360319487	0.952615521678176	0.836000780462911	0.744164518596689	-0.0214448553302092	0.835817103281262	0.914595641743893
CD4	0.846200801096515	0.83904153271818	0.952529497341767	0.800595803405255	0.911563818312076	0.868218365118034	0.714271631608522	0.560768001730883	0.732587318097509	0.864283846162903	0.822191470317046	0.919318429937817	0.719708282839113	0.899557962032256	0.928420376673786	0.810592351511304	0.786796320327337	0.698596832141199	0.646880091480554	0.577338390068698	0.859176418388852	0.917997144460453	0.909400711576703	0.868766361298279	0.708381621044417	0.807646595051133	0.728012212992989	0.899519489820003	0.83058092154017	0.849544559740414	0.879761160572236	0.822620341028293	0.89317826193311	0.914638597540545	0.793787250822211	0.797469556288467	0.967959621502049	1	0.915608048365151	0.837464974152488	0.891159011390112	0.855194981690805	0.828558547972894	0.577100158969255	0.708032897697406	0.854789095092907	0.782416461920425	0.895397069622446	0.906289948475312	0.811073641295303	0.756984938801385	0.811651616310832	0.753649051541063	0.692576625521505	0.475998531062256	0.784605388541105	0.918451808013763	0.886534922720121	0.821774113279506	0.899227868501846	0.836720988086858	0.629080093240711	0.826637049125077	0.799982504228164	0.885404260255989	0.730247839306376	0.820870257094041	0.690401921834192	0.715834743182655	0.714785011721915	0.696148282071128	0.814683479663546	0.756741192562218	0.866423193162614	0.788183258893214	0.754226636534785	0.675539133651256	0.861829703452391	0.77784757606537	0.476420063464715	0.67582412242284	0.69887397610838	0.743515536815612	0.837412504681543	0.638778113187444	0.501039500183714	0.803019380275866	0.730432218955042	0.713093357243562	0.674951367156637	0.79626481665979	0.921563813750929	0.765761733914956	0.513389886393778	0.00696029323252339	0.249161865579093	0.449607289199969	0.192502122285121	0.902955252093362	0.00558902571018778	0.802560910060839	0.0387983285325096	0.670402379831466	0.934975291078232	0.835113765632127	0.748852541679541	-0.0231766759834813	0.835100189720912	0.915786914019882
TREM2	0.846833307132796	0.824043107941223	0.931248168299293	0.781454794031286	0.847971280387803	0.847821901746129	0.733246296678017	0.518806686978699	0.722835359849896	0.863964938620475	0.801708682052132	0.927327065297306	0.743297370730027	0.91967263792782	0.930526558901597	0.80363406267115	0.767065056948478	0.628082525926395	0.675301093512954	0.502837521482094	0.805728076227635	0.84399760445349	0.936296751622496	0.852860247575534	0.711367549217957	0.837634737286339	0.732346600196063	0.936458949300331	0.818005793090587	0.775786359751287	0.862357261443936	0.754845215166561	0.931728305444044	0.941623408335505	0.762736828899161	0.732186975794653	0.926538408755753	0.915608048365151	1	0.815858235862704	0.855446498095441	0.89250757325326	0.865199100670919	0.673053067913295	0.788810031801435	0.857391146637582	0.899121576969391	0.92548476145779	0.88771163678563	0.742390938760174	0.746832717085709	0.793251515124181	0.78899014605275	0.758898629909894	0.417093408802649	0.797393283841004	0.92071701304328	0.90597947108129	0.780309733353214	0.816518005348909	0.854791169498066	0.625910900678149	0.822503461704483	0.824575372215664	0.898023643203616	0.627270423107652	0.873616158052113	0.673543094969786	0.683195206862592	0.784981763530482	0.750974943816524	0.828056119197588	0.77743878222869	0.868045664756332	0.860758093534951	0.780068344459152	0.706514719894846	0.73749987981736	0.710147511942358	0.506808916295826	0.68942904036029	0.675296343302851	0.728482462431588	0.736226512890321	0.686117787263378	0.520228792838451	0.853490078983398	0.808878617737244	0.754249304895789	0.707029012730329	0.83792375572848	0.88562764887991	0.778753766774678	0.560304279714626	0.043759574380495	0.27882468059772	0.526364275853054	0.241395720070418	0.9281198401733	0.0441989852061016	0.849193703915879	0.0583796920315028	0.722448827093283	0.956547164355416	0.847453276336789	0.691700156213194	0.025754684260096	0.839803999070296	0.958353430983963
