""	TREM2	SORL1	CCR1	C3AR1	CD4	ITGB2	LRP1	TMIGD3	LAIR1	PLXDC2	PTPRC	ITGAX	CD81	CD33	ABCA1	CD74	TFRC	PLAUR	PTGER4	RHBDF2	CD47	LILRB1	CD68	AXL	HAVCR2	ADRB2	TLR4	ITGAM	IL6R	SLC1A5	HLA.DPB1	C1QBP	CD163	ADORA3	C5AR1	SORT1	TNFRSF1A	CXCR4	FPR1	VSIR	TNFRSF1B	ITGB1	CANX	TLR2	P2RY12	TSPAN14	MERTK	TREM1	ITGAV	ADCY7	CD46	LPP	ADGRE2	LILRA4	PILRA	CD69	INSR	ENG	STAB1	TNFRSF13C	GPNMB	KCNQ3	CD9	TLR7	APLP2	RACK1	SMAP1	SIRPA	CD63	PTPRA
AXL	0.91226729061884	0.859432151068666	0.805470279196563	0.789454987271404	0.854357879596174	0.829103546149758	0.850030304507804	0.91149676613634	0.850447767320963	0.918230007275239	0.835084948177747	0.832385595155733	0.860370178126465	0.816267270266351	0.690724769835247	0.956185578566587	0.821279342993628	0.769032462974382	0.791736118042175	0.815639551126163	0.548824230973476	0.812384547110665	0.776944018572499	1	0.817033389430009	0.211416477632279	0.584353354815602	0.750125942294871	0.690670018349112	0.763500876930484	0.930548204419764	0.799657105464363	0.755010633472272	0.754267843577872	0.780730571530885	0.80370584454177	0.844000811215957	0.382678180766895	0.845938235665185	0.738972769860918	0.740010150553556	0.803908753268305	0.793757635142513	0.621547672410927	0.252147904532956	0.854307302431707	0.830088386080125	0.726111663648523	0.852428387423108	0.729127176206319	0.702580020335753	0.816178964293308	0.829739342044461	0.796822302544692	0.855558046225586	0.868992423123289	0.399199095668578	0.639504045259347	0.778262093457003	-0.00503601895432336	0.530160356421061	0.745677215356628	0.822428110541988	0.804563035069173	0.728053000565261	0.909660054091625	0.666531425326963	0.804671097124526	0.761980430298753	0.61984370012226
HAVCR2	0.844357883100586	0.817564872827495	0.836749441971109	0.834576901177307	0.874466094583829	0.850515594414044	0.885822881062687	0.827438074469266	0.859822297564422	0.898600895127336	0.832055011282144	0.851343827936612	0.855975597408318	0.635924611317959	0.795303052142037	0.860345076047777	0.848275851959087	0.792375496138374	0.829239654224167	0.822481564192981	0.627208864821638	0.792472122766783	0.799771355702455	0.817033389430009	1	0.393074251085427	0.729509718739223	0.829262541386339	0.814474501632385	0.64153574951826	0.77083843535498	0.749226319206509	0.806242244359784	0.817419572178592	0.806390069961651	0.669201227629948	0.863271245242534	0.461689429124157	0.865682924089168	0.717478778345011	0.811179641103929	0.86261336188699	0.812586613981194	0.758096008082925	0.213124940061703	0.856895133138279	0.885958956462474	0.735033692466569	0.864154036626397	0.721780460926742	0.751452173461651	0.809804515820885	0.745048356004325	0.718678192865015	0.825703096718448	0.783691548309809	0.402796234145309	0.763260484516796	0.814558633468618	0.00526657337021747	0.64492234236869	0.757324805896768	0.769808546958076	0.692152057231495	0.816491231732422	0.755208425860006	0.682854995649427	0.83931351119446	0.806016512021801	0.728047568012661
ADRB2	0.172180766035842	0.418151766405127	0.285747067478437	0.440974748950528	0.297553524484985	0.250349976069903	0.245726483353707	0.189012665287173	0.305697393751731	0.291182127762389	0.366751106706934	0.342166924085055	0.2134853852055	0.0890767778858848	0.240313013921009	0.262837042072088	0.204096148407825	0.0659420710599822	0.237297850521648	0.396953644621148	0.213256802472715	0.303233857100661	0.158841170030862	0.211416477632279	0.393074251085427	1	0.449024687990963	0.320078447522138	0.336918911699342	0.237564672651366	0.209258226776943	0.0887237324011246	0.179371072881398	0.464892946711379	0.123836254460963	0.311414670043517	0.329188924288812	0.46923935789936	0.225804813519744	0.508029190980624	0.262650465710651	0.250358155926417	0.174350888480909	0.490442692483476	0.416794530362346	0.233978869167755	0.273925834705949	0.102861990307574	0.197152444694625	0.334585646378613	0.286035855467089	0.290133033849332	0.0722712318262008	0.382405694715564	0.29763956842271	0.0792582577506819	0.201384934701794	0.204652704675916	0.1818998172366	0.34249610957233	0.151541136515853	0.361510735263866	0.0852730786344923	0.319967865317354	0.20373417583619	0.164432328260831	0.259152800959563	0.206124489300878	0.148835782167004	0.301878533764109
TLR4	0.583042675474061	0.612452806702137	0.622688447270647	0.695965215755736	0.657983237189588	0.601710451785501	0.664430885563646	0.571069706441276	0.635744120578659	0.670372523967204	0.585784815473316	0.622996172291733	0.627473432684598	0.490861776233706	0.567729095150108	0.611734133358366	0.682432971476231	0.596792649433657	0.609740621110869	0.661188249412104	0.524246522215282	0.560793114621947	0.590271944790241	0.584353354815602	0.729509718739223	0.449024687990963	1	0.645336437245221	0.617827030692392	0.397592748039371	0.477148437654506	0.53193909848665	0.611255997629073	0.668273341451038	0.59198073416163	0.532998200504146	0.6749046711401	0.363583588947077	0.597601152257605	0.597977748247456	0.632546972199869	0.608180794410494	0.620568008520694	0.6895488935962	0.184563309006467	0.622634246643722	0.630084573142765	0.470941328649998	0.657102953096706	0.58400484808418	0.567017325618781	0.613147909562023	0.486029570383008	0.519814997714087	0.641536287298104	0.527706348086315	0.322128288222293	0.517336542103212	0.617567309770008	0.0512534926338233	0.476873952420863	0.638928962925462	0.50967539253384	0.548003577661512	0.643459082309313	0.497942845614394	0.523001109843868	0.61922050082524	0.590517782266152	0.58417273241886
ITGAM	0.779331756065114	0.758489749262052	0.788213943680917	0.768554639928318	0.851283766975908	0.834585887348545	0.857638506443945	0.80252283254893	0.827876343168028	0.832311595156868	0.755379157896767	0.769902825494112	0.83338454919571	0.640818984691963	0.796241164795151	0.790696713262035	0.732622149042053	0.734578899916752	0.763467982498625	0.756800835710986	0.659719343654701	0.782085771825288	0.777420412190065	0.750125942294871	0.829262541386339	0.320078447522138	0.645336437245221	1	0.750160602159404	0.617365111396425	0.726390982659136	0.715764716172796	0.798142981135326	0.77458980968107	0.774921752513727	0.650267100693843	0.822062566724334	0.433158517112126	0.815695761182007	0.643692805087757	0.79804834860494	0.814207347462959	0.767931806323268	0.659504785213504	0.2199002198236	0.764696498340773	0.806986229677976	0.66279586194151	0.795452477394649	0.704031795703643	0.720130959113482	0.776523807742333	0.63129752133535	0.634773785702193	0.750743968648766	0.685352377748613	0.431905672418013	0.762053645546736	0.808237884445024	0.103870624501947	0.68828849113198	0.755610479504315	0.699620139935611	0.661638998686528	0.816832708009903	0.764536979968924	0.662229919289589	0.823694482402254	0.77075843825339	0.674251459058961
IL6R	0.725304705820285	0.774863547928322	0.748536478962163	0.774581258716027	0.7533717478499	0.72710387851341	0.788904046380781	0.704450630727207	0.767683771454872	0.799647582765312	0.735258310057846	0.790879678992158	0.752635267558	0.491278948597609	0.724096719091035	0.748595767908347	0.730932950100113	0.718845791601343	0.760671030665581	0.769300236221872	0.597197529940301	0.768458176158315	0.689605846468125	0.690670018349112	0.814474501632385	0.336918911699342	0.617827030692392	0.750160602159404	1	0.612985747109653	0.679053956233485	0.623507877183384	0.71828312839098	0.696336026620356	0.759980261667471	0.602269631205591	0.724416768683931	0.523998523831332	0.805851500451769	0.606312462354811	0.765991292953895	0.732816251604051	0.700309855053553	0.679867573953077	0.211335665133164	0.782713946342704	0.793698446623948	0.713823824953288	0.74518794515051	0.679269052152828	0.627183118860291	0.692579519564027	0.663418108996114	0.625494027758989	0.723468409084738	0.69412791700804	0.412340457891892	0.673099925641428	0.719663304438723	0.0428457704424251	0.58978213520283	0.717224712562168	0.730775956342976	0.639305973997555	0.727864246263303	0.636914746167714	0.563496048505853	0.739971283452769	0.69766180119953	0.674823076980701
SLC1A5	0.633565050474202	0.775311646131518	0.606216411983391	0.691747342414024	0.657741879511298	0.591424723245549	0.663992790975435	0.64780751273627	0.663830509949097	0.727804843179344	0.803419765152039	0.684035759043812	0.625540055070731	0.617922045906598	0.542256363357594	0.769508464372587	0.58610517866431	0.628283243652279	0.677489854917067	0.757610318754056	0.502852157120563	0.683890464616444	0.4887196719348	0.763500876930484	0.64153574951826	0.237564672651366	0.397592748039371	0.617365111396425	0.612985747109653	1	0.810544465112508	0.625122173475379	0.518477298119366	0.575202497966651	0.674749380561678	0.704773024124288	0.670026831162111	0.562097790421913	0.70561793490565	0.693247144287798	0.601530277688541	0.600573872031226	0.527041195178567	0.546050659150107	0.364684505815599	0.773660208974031	0.68969086924688	0.738802153306488	0.631747144317078	0.659677372187965	0.578326319104081	0.676770825021312	0.72947462603455	0.678272111573889	0.731787858420167	0.748960151993356	0.544733506609729	0.490703389949456	0.531831534292981	0.22492069506433	0.317491080577767	0.594020968349963	0.621540933171479	0.754592132229432	0.524639131427275	0.720848651348345	0.576531397026711	0.606946631097592	0.477354072019563	0.496247939909522
HLA-DPB1	0.863779719323605	0.865201611071664	0.734652975637546	0.768463440897083	0.812715144042547	0.782235428235089	0.809080799661732	0.876994603797642	0.811514553532701	0.859705276439609	0.869530529039742	0.776262435886151	0.788650205341993	0.823977186354667	0.652667700763073	0.952267995048731	0.739170958549709	0.735656360868719	0.749789908680701	0.794803113840104	0.559475231017948	0.783531391355632	0.699421862515664	0.930548204419764	0.77083843535498	0.209258226776943	0.477148437654506	0.726390982659136	0.679053956233485	0.810544465112508	1	0.795012949038272	0.685554931424629	0.69397940446285	0.746223535583961	0.816383927996141	0.813443255758445	0.398506787692978	0.829062695523089	0.753551232559616	0.703504128545228	0.760639850323995	0.715017110507409	0.592322126440051	0.264540607473582	0.834165871276717	0.793168259584056	0.741801431494487	0.784202707198911	0.722078694657252	0.688368843203075	0.786530946631313	0.825779496049287	0.770369420115941	0.838750209950337	0.859430807969413	0.441420257368957	0.613668836903724	0.71344468776321	0.105412342551347	0.448005821007032	0.716915225175475	0.765685791182048	0.805397210869512	0.673877764510918	0.927851252518518	0.641038444339083	0.75374911676522	0.684999801431813	0.598714631300647
C1QBP	0.840999640079326	0.683605459236587	0.787017436744588	0.682050922106813	0.817879432217664	0.82741137081441	0.850883951548929	0.855719983566629	0.801498349858224	0.813744103127155	0.711149746438871	0.739161304745605	0.848945717028308	0.667261896832208	0.778128026341752	0.817171535193957	0.759285757753393	0.739145651678286	0.750466705682734	0.64641864021493	0.727759938021049	0.737401928965514	0.805881879339513	0.799657105464363	0.749226319206509	0.0887237324011246	0.53193909848665	0.715764716172796	0.623507877183384	0.625122173475379	0.795012949038272	1	0.78989272968558	0.67114422532416	0.760600136775706	0.699696259185432	0.790286292705574	0.242569778940476	0.806985294086745	0.552831475858228	0.777005534529057	0.859108123498321	0.85649585918644	0.554586975517003	0.0485525473439329	0.731581614560754	0.779990641275138	0.68477370538545	0.842646294500496	0.677048096817999	0.685087204041793	0.797973401429369	0.710147237328657	0.615268812085452	0.756202984613898	0.761657800565838	0.443378103651628	0.747633840337728	0.791611500619764	-0.0761532141959985	0.65328646634908	0.683423632638228	0.835403850532023	0.700854973001996	0.824050828048893	0.872622296703566	0.722190784107294	0.78839654244544	0.827637661958195	0.683241803818525
CD163	0.864598724677503	0.636815194794986	0.91414083710108	0.690971493633753	0.905002391870953	0.925205702634061	0.922751086487263	0.887896314539848	0.8684034625438	0.853127899332558	0.633051929407775	0.780810788754021	0.946712461215598	0.592819634177562	0.920389009134147	0.770593690940847	0.87170379872753	0.834773139585088	0.820048402084238	0.625625266508055	0.618044808282828	0.765185207178836	0.953936798531292	0.755010633472272	0.806242244359784	0.179371072881398	0.611255997629073	0.798142981135326	0.71828312839098	0.518477298119366	0.685554931424629	0.78989272968558	1	0.790890017259071	0.847690012309055	0.603000076880366	0.849227704395286	0.278339122261329	0.811450389731762	0.48864913630326	0.898011729881023	0.897196395146647	0.925464124757785	0.565893821612234	0.0300401237884984	0.716293672548849	0.857706127307692	0.652686458307362	0.88883564019461	0.730437810345235	0.692817076334681	0.766552086388333	0.65193839681964	0.61052951833087	0.765332125043976	0.705515149037751	0.284825675483211	0.864804077584835	0.936137504285901	-0.187054372142758	0.891425534950073	0.74070145401623	0.789105584758734	0.587434876958405	0.943717520634805	0.805686574119081	0.63107354584679	0.9063514207058	0.91774077874543	0.670354833474317
ADORA3	0.799584903148004	0.757037776255223	0.840357105949434	0.786266809718628	0.814641549463236	0.825428415345415	0.807536022461007	0.813787337763924	0.837448722410871	0.834523401933334	0.675469854247602	0.742757047372636	0.836161000410149	0.575435654260756	0.744733459256021	0.782963930837192	0.752156657780361	0.623837384200004	0.728895899572066	0.70791524373211	0.546222538515833	0.757392531773137	0.800014523973078	0.754267843577872	0.817419572178592	0.464892946711379	0.668273341451038	0.77458980968107	0.696336026620356	0.575202497966651	0.69397940446285	0.67114422532416	0.790890017259071	1	0.681037164852563	0.67123901740159	0.806570592912515	0.410892962547155	0.715701855932678	0.688160620404033	0.779211094597528	0.78392579558192	0.780467854286702	0.640665695736298	0.298452305299712	0.715813285815878	0.791422373229705	0.494112792129037	0.779436608744598	0.692129875819051	0.665570877452471	0.774972304303117	0.510803016262126	0.743499827666568	0.751847888225963	0.601994294363804	0.324452885720135	0.711838175414418	0.763146683058762	0.0258227050881735	0.688751776754587	0.733952175321017	0.656068893669245	0.669592339193419	0.775756698187756	0.728297243701464	0.627128798342097	0.800378467732646	0.761531551501906	0.625842761604861
C5AR1	0.806207934220684	0.709062794022874	0.833650662390677	0.74448438992448	0.880426641859654	0.828129386544266	0.870456873619935	0.805580243767983	0.845982343634715	0.853425059689576	0.774497186131836	0.809189538958867	0.863480402440673	0.648062559715886	0.860705400176976	0.819609095530235	0.859405285655517	0.920161867821288	0.873242291947621	0.760497971763103	0.687938061227016	0.771406184140524	0.820906292226216	0.780730571530885	0.806390069961651	0.123836254460963	0.59198073416163	0.774921752513727	0.759980261667471	0.674749380561678	0.746223535583961	0.760600136775706	0.847690012309055	0.681037164852563	1	0.676542669618583	0.844428527536635	0.450422731684247	0.876824300010662	0.586536761724859	0.866963995536493	0.832730175825972	0.807460555480319	0.629084920058839	0.119945142786339	0.831644397056584	0.859609664897506	0.862419745350785	0.875827751435386	0.735660481193822	0.705297456155083	0.778410067597928	0.776611357015335	0.597366666580778	0.782681860299473	0.856494173050249	0.429698149150924	0.782829852848712	0.827757458800699	0.00889224881760956	0.722299788183093	0.740321199674268	0.761653884198773	0.68601393095152	0.856197257941626	0.783495201772972	0.590549669650756	0.84936375777137	0.792768143689593	0.596400792650291
SORT1	0.720745228581071	0.798582384594026	0.699807994373627	0.703171550387078	0.729149320959359	0.683407502509999	0.731568844021269	0.732331841798446	0.730036303475657	0.777389691352229	0.783994195471983	0.731531037840781	0.710542473896133	0.718622700565515	0.599789519130475	0.821284130755314	0.684623840994186	0.636246810077175	0.696695599699445	0.775763437644234	0.566497011945075	0.737530036643114	0.609623839414443	0.80370584454177	0.669201227629948	0.311414670043517	0.532998200504146	0.650267100693843	0.602269631205591	0.704773024124288	0.816383927996141	0.699696259185432	0.603000076880366	0.67123901740159	0.676542669618583	1	0.753296265796437	0.465191726984596	0.729211496940454	0.764289445766424	0.664090176997731	0.669371248118253	0.652001522577645	0.618852962348894	0.29242139686475	0.742149478349565	0.721411180121611	0.637668688745482	0.710896569921263	0.720889866843374	0.675643808563731	0.760679303885169	0.6596490045938	0.687066954172179	0.78735072447107	0.737971319904167	0.480106784762026	0.548697450711302	0.654491524878277	0.186621457247267	0.424687511224655	0.724495461524414	0.679451723828149	0.7858250194577	0.632530505891927	0.794232690889047	0.588442529570479	0.682130007163682	0.585508232486657	0.587895966517421
TNFRSF1A	0.86919475222191	0.782299166832202	0.847700472685922	0.781097030707825	0.903835295270808	0.890306459963555	0.886433204631307	0.876391579937607	0.875611785975336	0.888747739110327	0.810575665022575	0.827747785642463	0.879231753437247	0.73384100043395	0.819706560281104	0.887282329572461	0.846565747903755	0.822685322938377	0.819463441305088	0.796956020814743	0.678882355352517	0.780297308325406	0.848248977757066	0.844000811215957	0.863271245242534	0.329188924288812	0.6749046711401	0.822062566724334	0.724416768683931	0.670026831162111	0.813443255758445	0.790286292705574	0.849227704395286	0.806570592912515	0.844428527536635	0.753296265796437	1	0.407360440498269	0.863745443790411	0.702484522177374	0.856987696482856	0.86797047301806	0.831637088822798	0.67877964374177	0.233102324193094	0.792819291252815	0.859985583413083	0.715279214890854	0.881038861556578	0.790620722021303	0.746711736176273	0.828709495680555	0.721209102670761	0.682244182733311	0.826627155450075	0.798537570510206	0.389133186763942	0.788209656120627	0.852784740091745	0.0338680590388422	0.697324233864465	0.787277025025671	0.764533078425924	0.732645631452234	0.853607685213854	0.8471552302163	0.693533791018368	0.848317393599501	0.837840214266179	0.681079374956252
CXCR4	0.255648800467338	0.587388168267111	0.396935350647253	0.527708975961002	0.376416091708525	0.308245253945943	0.397971986640113	0.254462967889897	0.43811574040339	0.454003071006527	0.578656805145761	0.543315317815062	0.323203649233637	0.206522654656828	0.367335268935259	0.400113630455304	0.351755764206625	0.333586258487245	0.462267320124259	0.621623837258072	0.348604324298055	0.441767335000872	0.201839849629111	0.382678180766895	0.461689429124157	0.46923935789936	0.363583588947077	0.433158517112126	0.523998523831332	0.562097790421913	0.398506787692978	0.242569778940476	0.278339122261329	0.410892962547155	0.450422731684247	0.465191726984596	0.407360440498269	1	0.452920055610045	0.549011760987534	0.433039928227471	0.331744269441994	0.240435826561355	0.543557788612317	0.357877909313493	0.536189163261347	0.483788811737658	0.482723987381642	0.341157092061544	0.520567465141825	0.396030224456037	0.436426335031067	0.388102267512542	0.378045173382652	0.448210518361199	0.408364321527618	0.498766501384968	0.261578471384172	0.24103329157944	0.497722148601148	0.182810769610178	0.429312928310153	0.28736848589535	0.494541377803256	0.307990382727537	0.292192590582688	0.282845005719139	0.365732815515935	0.191060093415626	0.297755599286975
FPR1	0.880465887719129	0.78578914715651	0.855403516447296	0.799094746917285	0.878336144905568	0.887193658020277	0.871486062088391	0.857976749552299	0.874346267951518	0.896729759280457	0.830344193618111	0.867937456649308	0.871712261962119	0.679651294138566	0.81342956701801	0.889649909982978	0.831795712613523	0.858116804063192	0.881862762409208	0.799591732807974	0.685653125787628	0.843174291279854	0.811928094889857	0.845938235665185	0.865682924089168	0.225804813519744	0.597601152257605	0.815695761182007	0.805851500451769	0.70561793490565	0.829062695523089	0.806985294086745	0.811450389731762	0.715701855932678	0.876824300010662	0.729211496940454	0.863745443790411	0.452920055610045	1	0.664905714309429	0.849497507388109	0.865199888829794	0.825823519617105	0.661453730413797	0.194525398652946	0.838910009828401	0.876750562426216	0.819831010198721	0.892930606064713	0.773290029954699	0.708518262907172	0.804653276480093	0.780980417833311	0.665123915468767	0.798548149003064	0.846645492628406	0.423779054621139	0.817898174023153	0.847808862673813	-0.00519734301275997	0.675352530049103	0.809545617286674	0.823058263284074	0.75573226659451	0.845544847121437	0.815898574087163	0.634330794120224	0.836798223499227	0.839214660539169	0.674537146942541
VSIR	0.618780944806855	0.80588708049716	0.601064666214434	0.758534804670988	0.66460077769731	0.589627066853566	0.639308899113943	0.635252626232043	0.666430935524042	0.732508974717874	0.818485156572869	0.643460737968317	0.599482132534874	0.667709300028409	0.478750904323705	0.791639351427439	0.629799542108945	0.567691803042321	0.636398089112901	0.831956125262623	0.492687885807285	0.650817994568716	0.480498729560105	0.738972769860918	0.717478778345011	0.508029190980624	0.597977748247456	0.643692805087757	0.606312462354811	0.693247144287798	0.753551232559616	0.552831475858228	0.48864913630326	0.688160620404033	0.586536761724859	0.764289445766424	0.702484522177374	0.549011760987534	0.664905714309429	1	0.581619675116044	0.572667450864351	0.513779237495432	0.760803916232773	0.48366246283799	0.751620449600738	0.684830166159168	0.614800511576626	0.616191657746595	0.665504314512811	0.616864959059048	0.691030279222607	0.631767378629011	0.708641478213821	0.782082790948723	0.672469450131958	0.501672331085648	0.436307933535324	0.534361284678157	0.322628241931015	0.265914275887723	0.702807042829914	0.500261277872721	0.73717346672205	0.517336683254571	0.6556655367896	0.522354052922419	0.600007822827274	0.461924170563357	0.515029779070567
TNFRSF1B	0.820719425490036	0.700091328825652	0.884435620556677	0.743049158948722	0.869539297411315	0.879590876055855	0.886463215751642	0.830136119853387	0.87102763957017	0.855680675427004	0.715556320087086	0.825082684474395	0.894472240870367	0.592459464436032	0.901818058814871	0.779896625675203	0.840420996906092	0.819752426676812	0.856722983102876	0.71102945310234	0.692868653360559	0.805509860547926	0.880576531538294	0.740010150553556	0.811179641103929	0.262650465710651	0.632546972199869	0.79804834860494	0.765991292953895	0.601530277688541	0.703504128545228	0.777005534529057	0.898011729881023	0.779211094597528	0.866963995536493	0.664090176997731	0.856987696482856	0.433039928227471	0.849497507388109	0.581619675116044	1	0.876832765836354	0.864013260959681	0.627166399503828	0.144976257634563	0.734332046200592	0.859531081072881	0.713727717411579	0.863002729379002	0.756141883118897	0.725299363610459	0.778134455426717	0.636986960360163	0.617777748080497	0.772336697917105	0.72347464821668	0.424837369923198	0.863432881092693	0.887972109106111	0.00753153976975901	0.834948501609412	0.785495266906886	0.778820621615963	0.646801048522713	0.901354910458085	0.774176723177828	0.601599008556857	0.86557358470329	0.855987847009833	0.668923890330088
ITGB1	0.872617103137124	0.713173828813618	0.87836569607631	0.737407927118091	0.897275276163244	0.914708648717172	0.928895449091796	0.877593022587731	0.870979151659939	0.884716744317488	0.737763887687818	0.837221052788297	0.918969079689857	0.623574286402932	0.893592176325254	0.82577575578795	0.849463273067867	0.812010288135543	0.843023124999438	0.687515017153361	0.742568480828092	0.795271897576018	0.894015494265945	0.803908753268305	0.86261336188699	0.250358155926417	0.608180794410494	0.814207347462959	0.732816251604051	0.600573872031226	0.760639850323995	0.859108123498321	0.897196395146647	0.78392579558192	0.832730175825972	0.669371248118253	0.86797047301806	0.331744269441994	0.865199888829794	0.572667450864351	0.876832765836354	1	0.919563168906171	0.628284185082638	0.064940335307516	0.761561346893182	0.863936875055634	0.72381599649706	0.910428167204365	0.726715263429766	0.722882020236176	0.840846240894663	0.711593024734605	0.658912228152898	0.765398860002491	0.75961687554803	0.397327702867766	0.858884433506063	0.889678089904826	-0.0689699720433429	0.79494835994951	0.747140443866281	0.861678766307617	0.65235602019814	0.908464629765918	0.843982063535604	0.717045972253812	0.896435394359924	0.902838553998207	0.751125674545601
CANX	0.893412144658468	0.670835089609346	0.909398949234066	0.716408998575839	0.877101136431847	0.918689809383561	0.914267914627027	0.90018612668082	0.865741047914641	0.874669675042829	0.63602779036266	0.803852392910697	0.945971304654083	0.604626226842096	0.873047081500954	0.807591679787512	0.877082159272939	0.80412425070985	0.828647683528429	0.636708192313762	0.687955196797845	0.782959384072259	0.932630651690722	0.793757635142513	0.812586613981194	0.174350888480909	0.620568008520694	0.767931806323268	0.700309855053553	0.527041195178567	0.715017110507409	0.85649585918644	0.925464124757785	0.780467854286702	0.807460555480319	0.652001522577645	0.831637088822798	0.240435826561355	0.825823519617105	0.513779237495432	0.864013260959681	0.919563168906171	1	0.56190757949679	0.0358483184391458	0.726769735002135	0.843985528967761	0.652424119932407	0.929194050563794	0.741397021613774	0.688586748965829	0.818498996527796	0.662578761838744	0.645649904580408	0.753999206236956	0.735598044197558	0.284301530659346	0.825350960771401	0.907808522585489	-0.202742504997696	0.820168432517226	0.763778434334107	0.867427836806313	0.633751605017324	0.934265027446002	0.838248439389116	0.687909929861687	0.885824186419005	0.940743330880916	0.749103834066466
TLR2	0.561559331382064	0.731404950572445	0.605339647010847	0.709067828352484	0.682686832493243	0.585255845516879	0.681449964613588	0.565014205023789	0.650944186279327	0.703311759230024	0.759439529734221	0.657609170973957	0.609547122703642	0.532765925817673	0.562230772098389	0.679995401138867	0.658147073741991	0.593892324474925	0.620190072427343	0.771712197097811	0.56192057074993	0.600012354430202	0.513870527099868	0.621547672410927	0.758096008082925	0.490442692483476	0.6895488935962	0.659504785213504	0.679867573953077	0.546050659150107	0.592322126440051	0.554586975517003	0.565893821612234	0.640665695736298	0.629084920058839	0.618852962348894	0.67877964374177	0.543557788612317	0.661453730413797	0.760803916232773	0.627166399503828	0.628284185082638	0.56190757949679	1	0.32142988664751	0.734227892833967	0.694127358524616	0.612416143452288	0.628356256737735	0.654142515389978	0.637091831401123	0.68404890591717	0.618558994941606	0.578844846307709	0.697016494795583	0.624797364131719	0.51264815144621	0.519529566925594	0.570403372680521	0.254777861567316	0.383604887596738	0.629543607907575	0.510831392018888	0.626379304574244	0.597866234980777	0.546034311477733	0.553827234979544	0.619346030028852	0.516906706785828	0.550033607652885
P2RY12	0.160405159538921	0.344515900647463	0.135999935535238	0.396419600014845	0.174304905940836	0.152575376154402	0.0951781845497409	0.142634248147993	0.203185176676014	0.212171845485759	0.326405050801335	0.234544791400008	0.127954861777051	0.218767121688267	0.0495027590405443	0.284059871529803	0.0804457328328988	0.0589346517897392	0.130145722572327	0.401943440397378	0.139776361211063	0.230089448195943	0.0372153773546818	0.252147904532956	0.213124940061703	0.416794530362346	0.184563309006467	0.2199002198236	0.211335665133164	0.364684505815599	0.264540607473582	0.0485525473439329	0.0300401237884984	0.298452305299712	0.119945142786339	0.29242139686475	0.233102324193094	0.357877909313493	0.194525398652946	0.48366246283799	0.144976257634563	0.064940335307516	0.0358483184391458	0.32142988664751	1	0.255610692971029	0.185540868607639	0.155236186609548	0.0830208268472076	0.264200189187662	0.201692900402345	0.183210310162739	0.109493730268264	0.358514275047996	0.246838260535318	0.149164912832307	0.255583254699881	0.070525310489178	0.0625275335994503	0.34849203998223	-0.0347184203454462	0.275117270556221	0.0424546200228951	0.300509877088397	0.0469307689159416	0.155897688148557	0.0887701158480126	0.099845065084656	0.018713912961617	0.0964321271705165
TSPAN14	0.784985327019296	0.841877555606348	0.775021098854277	0.81174461104212	0.809886995927842	0.732945495616478	0.837674862364121	0.786704306266287	0.789879128287877	0.879211220096179	0.87332560590028	0.814064640277587	0.798484768345838	0.692349091705827	0.68361801265192	0.876515358306912	0.838315650306897	0.801399555530758	0.803907375522707	0.882652439667237	0.616162225696206	0.751264157596348	0.673942386686309	0.854307302431707	0.856895133138279	0.233978869167755	0.622634246643722	0.764696498340773	0.782713946342704	0.773660208974031	0.834165871276717	0.731581614560754	0.716293672548849	0.715813285815878	0.831644397056584	0.742149478349565	0.792819291252815	0.536189163261347	0.838910009828401	0.751620449600738	0.734332046200592	0.761561346893182	0.726769735002135	0.734227892833967	0.255610692971029	1	0.873741707320118	0.81549075352261	0.834105657202727	0.742347786610225	0.71744492395558	0.792155052359579	0.845992874356947	0.710956564139923	0.860876052717365	0.858893255848753	0.504790253181451	0.597314323955031	0.712739906180508	0.100665437446501	0.464661704204778	0.713138768646263	0.741084027231146	0.764586818248063	0.72499638067653	0.773406703166875	0.666394845209968	0.765976064491208	0.666783862045634	0.650370150442716
MERTK	0.859471234810443	0.802490945317491	0.892316958660669	0.803378201712119	0.876205940200193	0.866417939217813	0.911748004839198	0.856384711033591	0.873639552471034	0.911617496800638	0.805809184483324	0.861996216134932	0.894246950201653	0.645441424259107	0.835734813644523	0.864398456044557	0.87282995326403	0.823551823593318	0.845328959091359	0.812135745235869	0.627388109920703	0.813338591626728	0.83531118998279	0.830088386080125	0.885958956462474	0.273925834705949	0.630084573142765	0.806986229677976	0.793698446623948	0.68969086924688	0.793168259584056	0.779990641275138	0.857706127307692	0.791422373229705	0.859609664897506	0.721411180121611	0.859985583413083	0.483788811737658	0.876750562426216	0.684830166159168	0.859531081072881	0.863936875055634	0.843985528967761	0.694127358524616	0.185540868607639	0.873741707320118	1	0.757609655894977	0.887162254533908	0.760749268146863	0.761377461742614	0.825585601519928	0.766043784267255	0.678860693629774	0.83796902726875	0.800054134951429	0.406892365642929	0.769771306117085	0.864727893576291	0.00230752102827716	0.698774681001466	0.78414219976529	0.805972996714427	0.711243000857714	0.860931442386735	0.804854365189404	0.662010105052896	0.85740816454613	0.826185690071645	0.688994332726746
