""	TREM2	SORL1	CCR1	C3AR1	CD4	ITGB2	LRP1	TMIGD3	LAIR1	PLXDC2	PTPRC	ITGAX	CD81	CD33	ABCA1	CD74	TFRC	PLAUR	PTGER4	RHBDF2	CD47	LILRB1	CD68	AXL	HAVCR2	ADRB2	TLR4	ITGAM	IL6R	SLC1A5	HLA.DPB1	C1QBP	CD163	ADORA3	C5AR1	SORT1	TNFRSF1A	CXCR4	FPR1	VSIR	TNFRSF1B	ITGB1	CANX	TLR2	P2RY12	TSPAN14	MERTK	TREM1	ITGAV	ADCY7	CD46	LPP	ADGRE2	LILRA4	PILRA	CD69	INSR	ENG	STAB1	TNFRSF13C	GPNMB	KCNQ3	CD9	TLR7	APLP2	RACK1	SMAP1	SIRPA	CD63	PTPRA
PTPRC	0.741337807188026	0.878117707610634	0.704652322219988	0.793197091855582	0.791214192904396	0.705082280133652	0.790858753470467	0.741958085730607	0.761977728947598	0.839450773411698	1	0.804117550191468	0.722189552705692	0.72655686082574	0.653159622755151	0.877675387267512	0.741051787025213	0.746290436505384	0.757968282596596	0.894121478206977	0.615957602527573	0.74987405355134	0.603801041536196	0.835084948177747	0.832055011282144	0.366751106706934	0.585784815473316	0.755379157896767	0.735258310057846	0.803419765152039	0.869530529039742	0.711149746438871	0.633051929407775	0.675469854247602	0.774497186131836	0.783994195471983	0.810575665022575	0.578656805145761	0.830344193618111	0.818485156572869	0.715556320087086	0.737763887687818	0.63602779036266	0.759439529734221	0.326405050801335	0.87332560590028	0.805809184483324	0.795553096724216	0.763198692254494	0.751001453123461	0.716102823737011	0.783654357082503	0.823457873799776	0.704629005980162	0.842359452902227	0.83102370523674	0.552213145391576	0.604001619533659	0.660154578432681	0.261805043651669	0.399024364505158	0.730473205967544	0.676743322501819	0.805145097739703	0.65435349812492	0.775997406070799	0.638845829742802	0.704429394011801	0.598261004882529	0.61741785799017
ITGAX	0.837493392801933	0.835887171584838	0.828402721254522	0.804103566575424	0.846745250448662	0.827872320182133	0.874083156996793	0.808099385369273	0.859491754915304	0.899656611726598	0.804117550191468	1	0.85860372899611	0.602745430743463	0.803701364391358	0.837122575116608	0.797842292603506	0.754336551855478	0.803243245764035	0.803354632192505	0.642723194175679	0.826734691076348	0.784503471507932	0.832385595155733	0.851343827936612	0.342166924085055	0.622996172291733	0.769902825494112	0.790879678992158	0.684035759043812	0.776262435886151	0.739161304745605	0.780810788754021	0.742757047372636	0.809189538958867	0.731531037840781	0.827747785642463	0.543315317815062	0.867937456649308	0.643460737968317	0.825082684474395	0.837221052788297	0.803852392910697	0.657609170973957	0.234544791400008	0.814064640277587	0.861996216134932	0.72987597367793	0.838629160126262	0.770651835956795	0.711738533099131	0.813923544446954	0.74281096983916	0.713858877085762	0.776467823455762	0.74695787937936	0.451831978586211	0.756863956846167	0.800434035708878	0.0747951284734995	0.668464897185585	0.756955873247492	0.838550137356059	0.731482734276138	0.803916920670795	0.780112582986093	0.638927091084313	0.814827673712273	0.790166255489324	0.658714832798814
CD81	0.937887485223063	0.765697516276878	0.943860823116628	0.781072180949448	0.939073128461348	0.951311918337593	0.945276539840064	0.942950148684972	0.917748288722611	0.936043320227393	0.722189552705692	0.85860372899611	1	0.683726710318031	0.898817617304362	0.871333762653798	0.886805647341195	0.823565799804722	0.857245697308881	0.718752469268874	0.660690152835235	0.842985023208685	0.954941555826958	0.860370178126465	0.855975597408318	0.2134853852055	0.627473432684598	0.83338454919571	0.752635267558	0.625540055070731	0.788650205341993	0.848945717028308	0.946712461215598	0.836161000410149	0.863480402440673	0.710542473896133	0.879231753437247	0.323203649233637	0.871712261962119	0.599482132534874	0.894472240870367	0.918969079689857	0.945971304654083	0.609547122703642	0.127954861777051	0.798484768345838	0.894246950201653	0.699537607610543	0.92676764940443	0.757607173486877	0.73561660275007	0.854806438502344	0.710738023153991	0.743615171603481	0.824492641102896	0.785998408409474	0.358108837517652	0.856912485471643	0.938920739191007	-0.143525582587997	0.834773442496049	0.797265439973179	0.870654177705582	0.694214140961733	0.937038888406332	0.880428445733689	0.697452092565092	0.931064065866424	0.930270345565574	0.697004408616983
CD33	0.759054130060846	0.688025389454492	0.60239673743006	0.633647199960417	0.707632900094143	0.664605019730496	0.674690740899726	0.7633950613545	0.658500422296213	0.736561825153976	0.72655686082574	0.602745430743463	0.683726710318031	1	0.521536350713391	0.825097786559539	0.673329401259368	0.692499340514034	0.610635156404086	0.68081751451537	0.463769884589063	0.609552000421911	0.638128692386164	0.816267270266351	0.635924611317959	0.0890767778858848	0.490861776233706	0.640818984691963	0.491278948597609	0.617922045906598	0.823977186354667	0.667261896832208	0.592819634177562	0.575435654260756	0.648062559715886	0.718622700565515	0.73384100043395	0.206522654656828	0.679651294138566	0.667709300028409	0.592459464436032	0.623574286402932	0.604626226842096	0.532765925817673	0.218767121688267	0.692349091705827	0.645441424259107	0.612013738060446	0.665200249300887	0.582683189777355	0.596261674068642	0.698301595472095	0.713899448514928	0.655639232240873	0.716939728122768	0.773091639202348	0.360264677666236	0.505273799553805	0.660494345047435	0.0187359232834291	0.386907778522565	0.625582109152247	0.642234348863026	0.656603099002514	0.589121350728051	0.796263162122304	0.558838058595671	0.665565601203739	0.60334291550785	0.447228078415258
ABCA1	0.79795456409126	0.62616211692622	0.884427371667929	0.70016395966651	0.877192600944314	0.88618038920014	0.892732304343729	0.82257878480934	0.862260046967942	0.809135811502082	0.653159622755151	0.803701364391358	0.898817617304362	0.521536350713391	1	0.714546326234714	0.783823153562001	0.792424121589604	0.830228710737645	0.625848442492649	0.711823065623996	0.7919087215423	0.900490635206912	0.690724769835247	0.795303052142037	0.240313013921009	0.567729095150108	0.796241164795151	0.724096719091035	0.542256363357594	0.652667700763073	0.778128026341752	0.920389009134147	0.744733459256021	0.860705400176976	0.599789519130475	0.819706560281104	0.367335268935259	0.81342956701801	0.478750904323705	0.901818058814871	0.893592176325254	0.873047081500954	0.562230772098389	0.0495027590405443	0.68361801265192	0.835734813644523	0.701232448574497	0.834248144090613	0.696943061731709	0.671504728956581	0.760056866338313	0.614161059456314	0.580631248027838	0.719760567456843	0.681436811547402	0.389589637007928	0.904713800509905	0.888963580415952	-0.0720490692545891	0.90209427194823	0.718730782196482	0.772992153497167	0.583338117693445	0.928045614685396	0.772325622142278	0.610446657574932	0.879460148807861	0.865501056596048	0.662710278540985
CD74	0.931436439286413	0.887041543243423	0.818371308894993	0.842578143191069	0.885332038476449	0.867263041895689	0.870162252487166	0.920227711231956	0.879151577763787	0.937310024775444	0.877675387267512	0.837122575116608	0.871333762653798	0.825097786559539	0.714546326234714	1	0.842991344330578	0.821496370352834	0.821495931897579	0.850237199331387	0.613582553007982	0.827268913044004	0.800758486249094	0.956185578566587	0.860345076047777	0.262837042072088	0.611734133358366	0.790696713262035	0.748595767908347	0.769508464372587	0.952267995048731	0.817171535193957	0.770593690940847	0.782963930837192	0.819609095530235	0.821284130755314	0.887282329572461	0.400113630455304	0.889649909982978	0.791639351427439	0.779896625675203	0.82577575578795	0.807591679787512	0.679995401138867	0.284059871529803	0.876515358306912	0.864398456044557	0.765034903499618	0.880546679209428	0.779858563145466	0.725114733604135	0.834562042058969	0.830127163491423	0.79366589754492	0.875545783130606	0.893462395690033	0.405761771894266	0.693811886602372	0.806745517296305	0.0373769542304931	0.548970799519236	0.797150437309269	0.810785201455084	0.804619126529274	0.771894965080139	0.909838181659965	0.688074781338329	0.819242440280976	0.799317113621155	0.6414136361947
TFRC	0.843700255306236	0.724772468706346	0.874167124580078	0.734988681591441	0.855558529672206	0.829787611341443	0.89689282661193	0.848925502111709	0.824012194478792	0.899015282756836	0.741051787025213	0.797842292603506	0.886805647341195	0.673329401259368	0.783823153562001	0.842991344330578	1	0.885769056245137	0.834316457316472	0.766356528382127	0.611874365945799	0.725344650582721	0.844591461876448	0.821279342993628	0.848275851959087	0.204096148407825	0.682432971476231	0.732622149042053	0.730932950100113	0.58610517866431	0.739170958549709	0.759285757753393	0.87170379872753	0.752156657780361	0.859405285655517	0.684623840994186	0.846565747903755	0.351755764206625	0.831795712613523	0.629799542108945	0.840420996906092	0.849463273067867	0.877082159272939	0.658147073741991	0.0804457328328988	0.838315650306897	0.87282995326403	0.735016476823882	0.935727325366454	0.754377469843536	0.690039670007097	0.784830327377224	0.773014342931835	0.65412065544547	0.822854846758211	0.830056249768735	0.340782749347266	0.702440140117483	0.844853744265534	-0.117382233987597	0.665971170765744	0.747848548333201	0.770506167332092	0.676179300946516	0.843305494205037	0.773019483935487	0.656300007376687	0.840273770060355	0.829288181577565	0.709318028571798
PLAUR	0.799760447816983	0.65084297455118	0.78474004400115	0.694828719874464	0.85237987348985	0.809585260705072	0.843408091508275	0.792719734822627	0.79198105581256	0.83329497344863	0.746290436505384	0.754336551855478	0.823565799804722	0.692499340514034	0.792424121589604	0.821496370352834	0.885769056245137	1	0.849361941162709	0.725410077470245	0.628889375620716	0.715909546291709	0.806390641293756	0.769032462974382	0.792375496138374	0.0659420710599822	0.596792649433657	0.734578899916752	0.718845791601343	0.628283243652279	0.735656360868719	0.739145651678286	0.834773139585088	0.623837384200004	0.920161867821288	0.636246810077175	0.822685322938377	0.333586258487245	0.858116804063192	0.567691803042321	0.819752426676812	0.812010288135543	0.80412425070985	0.593892324474925	0.0589346517897392	0.801399555530758	0.823551823593318	0.845050960249768	0.890529572235968	0.711252008920515	0.640415569280917	0.718847198178798	0.80998720808146	0.555833565176396	0.767733568974839	0.869808406271023	0.379548412546347	0.743578456491261	0.832900110689876	-0.0865820445698388	0.661674723059696	0.729752753044116	0.736016392836626	0.632661035539715	0.834052490596916	0.751210533892141	0.578393544653719	0.809204229383509	0.802141464829566	0.613114422175262
PTGER4	0.812702006409046	0.733154546401584	0.869681429196385	0.772826612510154	0.854034703356081	0.843131799155262	0.842522390643484	0.815109919442146	0.851890885307837	0.86333133858365	0.757968282596596	0.803243245764035	0.857245697308881	0.610635156404086	0.830228710737645	0.821495931897579	0.834316457316472	0.849361941162709	1	0.763896385537534	0.634654121524962	0.814872371579524	0.800294445308205	0.791736118042175	0.829239654224167	0.237297850521648	0.609740621110869	0.763467982498625	0.760671030665581	0.677489854917067	0.749789908680701	0.750466705682734	0.820048402084238	0.728895899572066	0.873242291947621	0.696695599699445	0.819463441305088	0.462267320124259	0.881862762409208	0.636398089112901	0.856722983102876	0.843023124999438	0.828647683528429	0.620190072427343	0.130145722572327	0.803907375522707	0.845328959091359	0.816919297671506	0.882709834747683	0.746851146760072	0.665868483930213	0.76928687679586	0.715236864566239	0.63458265203648	0.795534407854253	0.828866361944102	0.397460567786524	0.783503242635783	0.821867336015908	-0.0417673187601323	0.696597859912372	0.790995689364854	0.758011193726015	0.713700120339564	0.8385811725747	0.777988235602927	0.562648550573528	0.843249121531793	0.791520436216189	0.683682406471136
RHBDF2	0.719627931985019	0.864864793468055	0.715737819082992	0.834478829837859	0.763437997649854	0.680730019939784	0.771230353451301	0.709590749104705	0.748481289068053	0.829372458256755	0.894121478206977	0.803354632192505	0.718752469268874	0.68081751451537	0.625848442492649	0.850237199331387	0.766356528382127	0.725410077470245	0.763896385537534	1	0.602997678827467	0.728837873112866	0.594325250253457	0.815639551126163	0.822481564192981	0.396953644621148	0.661188249412104	0.756800835710986	0.769300236221872	0.757610318754056	0.794803113840104	0.64641864021493	0.625625266508055	0.70791524373211	0.760497971763103	0.775763437644234	0.796956020814743	0.621623837258072	0.799591732807974	0.831956125262623	0.71102945310234	0.687515017153361	0.636708192313762	0.771712197097811	0.401943440397378	0.882652439667237	0.812135745235869	0.754545746411526	0.76113111703364	0.74741789639689	0.704169455512966	0.762295900999761	0.771969502332035	0.711217240730732	0.829393488996065	0.789913250268426	0.508788395549975	0.551806869681371	0.652221305896165	0.215069370936593	0.397233838952559	0.745810602342609	0.649864881154745	0.776400413080734	0.657032392160843	0.706286348110381	0.595351624514162	0.699594771278685	0.583535131502715	0.636941957008441
CD47	0.602673267509604	0.55324477002863	0.618731079032211	0.624391094965842	0.651368680390016	0.639567716876791	0.699817777196651	0.598512635779142	0.659089004667576	0.631228161136964	0.615957602527573	0.642723194175679	0.660690152835235	0.463769884589063	0.711823065623996	0.613582553007982	0.611874365945799	0.628889375620716	0.634654121524962	0.602997678827467	1	0.60514583333467	0.618719051157161	0.548824230973476	0.627208864821638	0.213256802472715	0.524246522215282	0.659719343654701	0.597197529940301	0.502852157120563	0.559475231017948	0.727759938021049	0.618044808282828	0.546222538515833	0.687938061227016	0.566497011945075	0.678882355352517	0.348604324298055	0.685653125787628	0.492687885807285	0.692868653360559	0.742568480828092	0.687955196797845	0.56192057074993	0.139776361211063	0.616162225696206	0.627388109920703	0.632576810489999	0.692346748027136	0.596502278749436	0.578421762929869	0.705015884298994	0.52279727115185	0.42785464727683	0.565880504418601	0.595466724618147	0.517286681969974	0.653136603874418	0.614237506076807	0.115427588683384	0.568720332039571	0.626168078283715	0.663756398478064	0.551570873108307	0.724403365965768	0.621981691897866	0.594526745352864	0.643864275179478	0.665647988504029	0.645809946869859
LILRB1	0.831939424998902	0.795423239236408	0.830459693835838	0.783128289777871	0.840257919089663	0.841286380648603	0.823541166250636	0.8190534448792	0.863890481830998	0.858030089364614	0.74987405355134	0.826734691076348	0.842985023208685	0.609552000421911	0.7919087215423	0.827268913044004	0.725344650582721	0.715909546291709	0.814872371579524	0.728837873112866	0.60514583333467	1	0.779918395716333	0.812384547110665	0.792472122766783	0.303233857100661	0.560793114621947	0.782085771825288	0.768458176158315	0.683890464616444	0.783531391355632	0.737401928965514	0.765185207178836	0.757392531773137	0.771406184140524	0.737530036643114	0.780297308325406	0.441767335000872	0.843174291279854	0.650817994568716	0.805509860547926	0.795271897576018	0.782959384072259	0.600012354430202	0.230089448195943	0.751264157596348	0.813338591626728	0.694058844887415	0.800436146979323	0.689138250857811	0.649142310698549	0.78272460778678	0.662732322001903	0.735942051321751	0.758839992790891	0.753451180818518	0.424630590313076	0.763061948551542	0.788359209313485	0.0105212370221348	0.676727061991319	0.768482795740523	0.783789070231267	0.700435506193341	0.77394530427105	0.789528446650704	0.597654772435167	0.805949013551575	0.77443174494293	0.617839028572669
CD68	0.922923083430459	0.637841616145607	0.905637961379741	0.713667006506239	0.898739396684485	0.948760803121516	0.895778678590481	0.922906968104425	0.884574160917641	0.871509545139335	0.603801041536196	0.784503471507932	0.954941555826958	0.638128692386164	0.900490635206912	0.800758486249094	0.844591461876448	0.806390641293756	0.800294445308205	0.594325250253457	0.618719051157161	0.779918395716333	1	0.776944018572499	0.799771355702455	0.158841170030862	0.590271944790241	0.777420412190065	0.689605846468125	0.4887196719348	0.699421862515664	0.805881879339513	0.953936798531292	0.800014523973078	0.820906292226216	0.609623839414443	0.848248977757066	0.201839849629111	0.811928094889857	0.480498729560105	0.880576531538294	0.894015494265945	0.932630651690722	0.513870527099868	0.0372153773546818	0.673942386686309	0.83531118998279	0.616454440888319	0.884258672935455	0.686519452533194	0.675836158554887	0.77301669570516	0.612221955032488	0.649281746661229	0.736305785633578	0.708247824186498	0.237136355839906	0.877709800356815	0.94291443830549	-0.233800254301481	0.90894511885422	0.73929692056714	0.831327258252965	0.572959734426751	0.934316911328507	0.822329435599543	0.635749902701234	0.901240303683094	0.968160101972421	0.635670452517697
