""	CCRL2	CCR1	C5AR1	TNFRSF1A	TREM1	THBD	TLR4	SIRPA	CD53	CD163	TLR2	PILRA	ITGAM	CSF3R	CD44	NECTIN2	APLP2	FPR1	SDC2	SIGLEC10	CD40	FFAR2	LILRB1	CD86	LILRB2	IL3RA	CSF1R	ACTR2	SCARF1	LILRA1	CD9	FLT1	SDC4	LAMP1	PECAM1	CANX	VSIR	INSR	KCNJ15	STX3	LRP1	KCNN4	TMIGD3	ABCA1	IGF2R	RXRA	PLXNB2	TNFRSF21	ITGA5	HAVCR2	TNFRSF10D	TRAF3	GPNMB	LPP	SORL1	ITGB8	IL6R	ENG	STAB1	NRP1	ITGAV	TLR6	SORT1	NOTCH2	TNFRSF10B	IGF1R	ACVRL1	TNFRSF10A	HLA.DPA1	TNFRSF14	BMPR2	RIPK1	ITGB1	MCFD2	CD300LF	ERAP1	CD47	ITGB2	TNFRSF1B	TLR1	LRP8	CLEC12A	STX4	ATP5F1B	CSF2RA	SELL	CD81	PTPRA	NOTCH1	CXCR4	SMAP1	NCSTN	ADCY7	CD74	CR1	ADGRE2	CD4	AMFR	JMJD6	TSPAN14	CD63	CCR5	RHBDF2	TFRC	PTPRC	SLC16A1	CD226	RACK1	ADGRE5	TRADD	SDC3	CD69	ITGAL	IL2RG	CD82	S1PR4	CD36	SPN	CD68	PTGER4	IL2RA
SORT1	0.25095428760978	0.972353701606994	0.887844629311131	0.886722038372398	0.976631035111825	0.97687123674695	0.825688139758168	0.984196421852474	0.951887676509714	0.855688455131734	0.904434643483085	0.973642716625944	0.994504158432789	-0.0462060934110471	0.963470300167533	0.980166142842694	0.937666931698707	0.783232578561067	0.987248996438049	0.951071562616497	0.977354635842213	0.221886224914283	0.938876495244789	0.972006584166978	0.838674327645369	0.960138711231557	0.998325702251742	0.966605098489678	0.981625198420109	0.774453712911166	0.963048617499302	0.990650258451548	0.964165060720819	0.954508771336002	0.776814886299746	0.986471323797636	0.941304678023567	0.993554446182949	-0.549791368605386	0.809409622867614	0.97491942435992	0.987743608186775	0.864554770110204	0.96394815097319	0.975372207526417	0.912069816903268	0.991067016434679	0.973350043881019	0.976661095422855	0.945723254864775	0.901056138197077	0.9487076751263	0.970119295407625	0.989654461869283	0.710986814456304	0.930021668674006	0.87168174659955	0.980547355991449	0.668718209119223	0.985474178957873	0.947464683491122	0.897853310473849	1	0.966447809915508	0.959331550301833	0.918174793080692	0.958531820765329	0.967488779964661	0.93779279840447	0.802059524588634	0.954663639276072	0.895740099096223	0.95704618662227	0.975475612434291	0.918884473829002	0.957234836408924	0.950604579368344	0.98937045589028	0.931726274553903	0.947790116129539	0.988366539862954	0.981152231142067	0.966383474700637	0.989875891984671	0.941603168378646	0.354014195425568	0.990561279451741	0.964855735519913	0.825140204392547	0.525527237175842	0.94658545941008	0.980767343370024	0.927189463278333	0.963478829685153	0.652417909629465	0.943426197507833	0.978616164415047	0.966715492484246	0.918299121844586	0.952873523311638	0.961800327623599	0.960729205185959	0.974978400835126	0.973879134564692	0.824751779772231	0.979274309375537	0.974732902346467	0.967066205976261	0.908906331590306	0.787205136180462	0.950121017702215	0.257394453149249	0.972806644130379	0.932679266725654	0.969339057975784	0.947569975648931	0.986596521481115	0.989901207077831	0.971323704170467	0.882926578451608	0.800589907885514
NOTCH2	0.295080692366338	0.955023403862426	0.895998959061912	0.896451506511279	0.96956691026867	0.96744081226976	0.832859402530326	0.975343812444293	0.963532292473366	0.877361282116958	0.911890899572918	0.96890352849195	0.978613057759624	-0.0776285337468338	0.972463359267306	0.992271215938833	0.944994894133304	0.820809522733743	0.973294619227545	0.977879516316724	0.964092285885324	0.179354132178225	0.945172986815997	0.98388669031699	0.855597141221981	0.974214475235416	0.972222302487248	0.978487082760333	0.96567741107416	0.795099173213786	0.951963208651054	0.976749433429847	0.983567591460658	0.982563115216512	0.827374177976015	0.984385675455351	0.95631981779074	0.967189471200875	-0.582473952738708	0.763559920379888	0.974437182689861	0.982681952007102	0.890017006766113	0.977120181842207	0.979959379975865	0.92113867685637	0.982583195997804	0.97399880063157	0.961120963345872	0.975443009371947	0.878733875584862	0.970795886610541	0.958252674425414	0.983378639608239	0.754275454342903	0.927010253422942	0.905658790719681	0.981640047460673	0.698428117585932	0.957444645522143	0.958148400266478	0.88047729496158	0.966447809915508	1	0.975525141104108	0.919437871702983	0.964996685934382	0.969713715549446	0.975883306493562	0.873161822284432	0.982354981602038	0.936458762975318	0.976102992035679	0.989549159834171	0.93532120201101	0.98884182924409	0.985575509257081	0.98286469622066	0.974705397699175	0.940625953219963	0.978946905078034	0.966829691070459	0.975651731550208	0.973977288807337	0.988039086672038	0.432872397830686	0.982710946614839	0.985388291788342	0.891412807660402	0.65413979894293	0.990381085587017	0.983124183952149	0.972309188672433	0.988307090382472	0.694208201426132	0.944844651698914	0.988276447062481	0.988228932752421	0.959770117417225	0.979916026357593	0.976365442058136	0.969826202952099	0.984744036328575	0.994226320360988	0.898897780947715	0.986504177307225	0.982008560334381	0.984939484791845	0.938515834952913	0.888753003918061	0.95948230287363	0.359832462162196	0.983317081435961	0.980706834836515	0.990427104446565	0.975328517422119	0.952993074634711	0.987485050800253	0.972500479231346	0.956350783810593	0.889067094717193
TNFRSF10B	0.329137532513656	0.973535267899897	0.937748042692542	0.946597673765392	0.969550427901448	0.975045793159653	0.897039258580652	0.976952526055492	0.983575542602376	0.932794585586821	0.957997634363407	0.960496074293148	0.974452146517456	0.0331535810353275	0.983636633651331	0.978019494996451	0.961533621245074	0.903219412103389	0.960532157781643	0.983754175769443	0.933156237705336	0.26913478431168	0.977232602155778	0.974154059679421	0.921988270683792	0.977553061465747	0.969849345080158	0.987035704931191	0.972107362504374	0.84074451115682	0.932807871886938	0.973355722770516	0.978516438708649	0.981442908441905	0.876029221127897	0.977199582754377	0.981644259242302	0.965219398051414	-0.489668577372063	0.775855470797913	0.978303840962038	0.96528617595391	0.904918221901219	0.983465397874929	0.959892357441115	0.954599300069231	0.969253566710406	0.953269255558873	0.970192304017607	0.980310678895214	0.916252784942419	0.973059042980192	0.935875800562387	0.981476613564052	0.741911411669706	0.920686179297945	0.938343569296001	0.988298351730176	0.76186264772109	0.940901071623441	0.974625128898058	0.866257187163636	0.959331550301833	0.975525141104108	1	0.911364188587485	0.987755612169263	0.977423744969408	0.960885075692772	0.818627998980036	0.975710403831413	0.964122693874881	0.97871699667111	0.973501189151915	0.965904028796827	0.960394840450593	0.990337076496475	0.970496971483536	0.971121145789176	0.975586077796946	0.971911625902527	0.966346337461305	0.983705678520268	0.959693263527871	0.976612880593792	0.51717216820529	0.974324676239442	0.991800721327929	0.896671249006249	0.610824234715934	0.982869102256185	0.983735667937199	0.968518170605289	0.971417165894022	0.766055536658637	0.972333280061047	0.962974983525798	0.979500057652835	0.97688549930523	0.985847877534886	0.983008818705686	0.93520834684582	0.981602299304058	0.974525868476801	0.910926125496867	0.97285946748861	0.950356408586047	0.976943959579885	0.96219104075577	0.851576037438299	0.973898012642986	0.312877083799251	0.961714015614464	0.941412352396611	0.978947247553736	0.953579462205058	0.970284106734029	0.97547825486982	0.968466043739906	0.929593161517328	0.849568556685801
IGF1R	0.247601197976838	0.897148988583336	0.873472277758127	0.87471020182045	0.958885914971771	0.937913047549291	0.817521613947065	0.947867607567625	0.918293699607395	0.834406207637854	0.901503940050124	0.967708316549481	0.933333201477802	0.0588133664686663	0.939850981559374	0.926037777573381	0.936245387685398	0.764650773372233	0.952665960217071	0.931070671424881	0.888847236748243	0.211063060441462	0.897877448624982	0.941234707758665	0.800475062591711	0.947514126463648	0.922896955420445	0.926351941108777	0.925461582548282	0.754733146512203	0.950802941952896	0.928186344293708	0.908511653239179	0.951276940115329	0.835138268408675	0.94313625251035	0.913380251183654	0.908427494917634	-0.449423227754305	0.866660006319627	0.961774173284389	0.939488502088665	0.951834145279921	0.951788843539225	0.95949576831895	0.88847878169578	0.929879160300828	0.936164679328338	0.930831935496065	0.93183251337798	0.809569099721018	0.905636938375178	0.950197515145389	0.911053389330018	0.838937201816183	0.917211262408765	0.834203827823413	0.940799137349829	0.67652058153468	0.92964670855219	0.94451309056775	0.857535008080764	0.918174793080692	0.919437871702983	0.911364188587485	1	0.918218529524818	0.90907384344172	0.861760337732442	0.785810870303346	0.946303815495353	0.868325865015807	0.928007470441474	0.935908401895761	0.92206199927017	0.91969189133764	0.912064450384958	0.92866434526377	0.90307085792105	0.913310733656778	0.914308257198509	0.945354555847299	0.895811374808367	0.926824858025357	0.919345520493398	0.332809308157783	0.936376810769994	0.907926082169894	0.799039544151869	0.489730961226781	0.909959601095312	0.930414593446721	0.902852039532572	0.895808419924521	0.714876267566688	0.902875251078851	0.929388156603063	0.949866471069404	0.873251360091521	0.925136616637138	0.948594433011424	0.911290988047345	0.953096477117383	0.929674887414455	0.770889022992836	0.919192510289627	0.896161425927474	0.930845734124507	0.858784380831277	0.743094196657561	0.917931071479731	0.16185250709387	0.897192050578491	0.876583717578584	0.926952935732136	0.881051702018979	0.897505624789119	0.908985550750218	0.966851805765775	0.826991974140108	0.695504012534744
ACVRL1	0.341919218032852	0.977245810183088	0.950747988185227	0.950194919038481	0.973741221987305	0.983721831861373	0.899377902818654	0.978814352589055	0.979046853073594	0.937955217226392	0.963912335220145	0.959708496595621	0.974975794985517	0.0321627718775575	0.983655513627718	0.967625986898286	0.967536378577002	0.890759790073161	0.969763832805031	0.974974882131457	0.91205866032247	0.296290828314376	0.980141659519579	0.973012654034804	0.926378219677133	0.980470568552167	0.965431986781015	0.981973172526435	0.961639924315591	0.866629341725282	0.930984905282498	0.979124475960661	0.970067742229177	0.98278955004054	0.885446745903106	0.972860752681753	0.971633077202199	0.968934410933733	-0.500695838998154	0.789175623338014	0.980954682331924	0.955176999838886	0.913885337066559	0.985578488254081	0.961524819264708	0.960905315372269	0.960650146966977	0.950878730893749	0.967807604488976	0.977998814968302	0.914358081357283	0.960448686834234	0.93409253448319	0.970618780137166	0.742700981505283	0.945364105523921	0.931217057819278	0.98911009929691	0.783407872571492	0.934339190163999	0.972610663232041	0.836401547774805	0.958531820765329	0.964996685934382	0.987755612169263	0.918218529524818	1	0.975364839725025	0.936871483891142	0.788863671467736	0.966276798566418	0.944054231281791	0.980765239041379	0.965376844694664	0.959265364744704	0.958774682245197	0.975342257222602	0.959998504382257	0.948813709678065	0.966423295730127	0.968705131235174	0.96618596070982	0.981185674011951	0.947760771441861	0.964657596843613	0.468158655439153	0.967935991911062	0.978647043039057	0.877736172734027	0.547789180276793	0.968858814238216	0.984658815036773	0.953955037947232	0.951546480323689	0.798488151493688	0.977869800184315	0.948147340762727	0.976446231235905	0.963376016582347	0.979699831184735	0.984879163613096	0.915524654309871	0.972577088494521	0.961277888605802	0.870224651449167	0.955945955476836	0.932554003876184	0.96142629948593	0.952604477412796	0.80807322765395	0.990038574223244	0.221458743506028	0.945326779676021	0.915375399925486	0.98070508426369	0.929498937234827	0.969838242705748	0.965775977695291	0.968689402818503	0.897746317299575	0.803716288567039
TNFRSF10A	0.364018478282789	0.989512616307646	0.957556959463761	0.953932537318185	0.970474189113422	0.988583910054635	0.910319575284736	0.983427099642288	0.986625241713319	0.94134660886937	0.963161707841084	0.951530140311429	0.976840837561092	0.0259129909368964	0.991845812110737	0.978540200993581	0.979541457376898	0.879310979828366	0.966171496045455	0.979159365036563	0.924136688783537	0.288034760420224	0.985137063917604	0.983101921053529	0.926150110736208	0.962835961014784	0.972226493365993	0.992854384048302	0.967162989981236	0.8796768319788	0.919430784427684	0.984693318340007	0.982243372748904	0.975108933146167	0.884214976255107	0.971813720839894	0.983280660611358	0.980573112089611	-0.553362363374705	0.783273862654289	0.980347002398476	0.960340247411553	0.918473559437351	0.98344906850275	0.970550386691045	0.97161342873329	0.96581383901133	0.941444257188359	0.98925127888627	0.982940975589497	0.947970317939155	0.983456812463741	0.926838066350807	0.976815321078302	0.759645765173811	0.944659420514072	0.947149161633013	0.98865884771708	0.803195618528316	0.93379077286496	0.982210693151111	0.850544639859737	0.967488779964661	0.969713715549446	0.977423744969408	0.90907384344172	0.975364839725025	1	0.938564723795401	0.801517873195402	0.96195297166137	0.943071585178075	0.988820596102294	0.97277580199954	0.964164772114605	0.95043391841456	0.979161456642867	0.962754950233592	0.960688578919545	0.966994164935435	0.959943244060896	0.976797600157432	0.988646045789913	0.954023786651916	0.959946780419326	0.51763278620009	0.975613955906649	0.982523436432692	0.918702864463407	0.586830058707948	0.965914743666668	0.989280543845723	0.973081370393919	0.953092141355777	0.764590823473148	0.985704630382065	0.956775129708671	0.974641882047768	0.976423546822047	0.985244498868432	0.976607659197352	0.920235460602887	0.969207014804193	0.974054916093365	0.900466832812616	0.962711483269151	0.944250748521497	0.967262444563261	0.958327275279472	0.824876345009583	0.979989973279306	0.275966410143095	0.961850457068784	0.928073660923487	0.981757273742878	0.943877817037575	0.97432216664459	0.972023717139265	0.961034065116819	0.913189236926165	0.833960829733277
HLA-DPA1	0.208950623473788	0.919636353441449	0.841085714618923	0.852222578537002	0.924634940706655	0.923342422813057	0.794388852729792	0.934982080010483	0.929527323706854	0.844892574826243	0.866797073031855	0.933742648809331	0.953958137034646	-0.120621724433588	0.933690780915439	0.975567166257721	0.894627751289474	0.815240315740235	0.930472097488652	0.96223303343826	0.949153197317135	0.129515169786173	0.914519200548621	0.949955939343335	0.831636318105722	0.950113673536834	0.946754820072226	0.950263166728845	0.930815715783265	0.745099821514316	0.912792440392918	0.94376944204967	0.953467852596681	0.946491855315776	0.781962528645749	0.953927989233809	0.926336269904097	0.937852373845045	-0.578561916089078	0.706885622308942	0.935256447813151	0.956284334843199	0.822670694900235	0.937677281452135	0.934826802897225	0.873510454227449	0.965006805604491	0.957572075770561	0.921346054635531	0.94362849716069	0.840494272789847	0.938535832098139	0.924375154898899	0.96776540685367	0.693158253940692	0.861769990714196	0.866944232443899	0.952086463916897	0.644992368392477	0.928903097376276	0.915841871938671	0.863634050606285	0.93779279840447	0.975883306493562	0.960885075692772	0.861760337732442	0.936871483891142	0.938564723795401	1	0.831549166968772	0.959892356229351	0.928530591803331	0.940105481873546	0.955789225414051	0.900744836280473	0.972029271787149	0.971616994837148	0.966174156038093	0.944216916006713	0.914800001781377	0.964103494063649	0.922427463818377	0.953594812222034	0.954805631267089	0.976242138146284	0.457318913049632	0.953281211243384	0.972008825781926	0.848642447211236	0.673614325895255	0.972025918236679	0.960659189033744	0.95419686038331	0.994277597633184	0.649837791839741	0.910216407315854	0.971516175149856	0.957184996351349	0.946447931206612	0.946207081448295	0.937363064442037	0.954359649505978	0.958278556390902	0.972916658086463	0.902439230690792	0.972730209161803	0.974807335207225	0.971549784223773	0.915443406199175	0.916584111087921	0.925754567112043	0.41082264494814	0.970993035587503	0.973458445115134	0.961486978647794	0.966328964567365	0.919129093927824	0.973324047925066	0.932968219118106	0.955182185575506	0.907656483387348
TNFRSF14	0.488521916788894	0.770289022263062	0.706855151947241	0.694349975001958	0.837719619868243	0.787533890603256	0.633528977519718	0.830587180102151	0.792771805089666	0.671660597031855	0.728358780837882	0.837728451032967	0.819396123948805	-0.224777033639802	0.812967671752233	0.838203447228895	0.761267173158465	0.619058412728803	0.818666409325421	0.811971881668476	0.841897032391222	0.00836223033186971	0.750826035359472	0.816902250507669	0.638533608184205	0.822130457681521	0.815967315496179	0.806443731287553	0.818373471346152	0.549769815527867	0.866297747823642	0.799321072158167	0.823996132021767	0.854753202373209	0.622701371769338	0.858555637793744	0.775666723793837	0.786201633767275	-0.516199417429389	0.606984862123868	0.81958764628723	0.850683253613734	0.74536246727578	0.830715824932815	0.820902451848835	0.746319241580433	0.840624240478167	0.84813749189732	0.788626605025866	0.82827531737613	0.666478247651137	0.799271164463971	0.847781295245842	0.827036297812023	0.621227715824036	0.751152356472065	0.750305180448374	0.814551889409727	0.463110305766664	0.836500573284729	0.801360044593723	0.799925447634537	0.802059524588634	0.873161822284432	0.818627998980036	0.785810870303346	0.788863671467736	0.801517873195402	0.831549166968772	1	0.868786075655129	0.763767216018757	0.796890613629409	0.875483638586956	0.760211654707297	0.85340759778642	0.832472060245792	0.846749773294366	0.844289247420293	0.778986175369263	0.835743255675845	0.815191899875359	0.80406509177957	0.841882334785195	0.86247090927127	0.257570922259975	0.836143085604797	0.822227477429888	0.789926668689301	0.695063396695955	0.867595844831221	0.808768862724122	0.809977267354051	0.850133631623517	0.45744817844546	0.747244266811807	0.860213554322096	0.842383202431664	0.7942824448482	0.828280698661193	0.850006162552903	0.879785817338311	0.854720700950945	0.86606724324248	0.744592299214323	0.8577297376239	0.853834295651096	0.84988193239586	0.739518052137196	0.813467335884159	0.765740254717804	0.451775773825916	0.847554439313966	0.886717713166764	0.828884320575399	0.852694959334576	0.775781277096873	0.839267817911754	0.844483397527314	0.872814870781526	0.778864413062542
BMPR2	0.279196384407018	0.940856238902891	0.893818158071255	0.901089030778697	0.978386271439426	0.964723769938057	0.842170065277954	0.974811346920793	0.960190730251529	0.880526017058468	0.921024748011967	0.984093450163311	0.975265083372072	-0.049205672001988	0.975278398090121	0.978571709551536	0.951361208065699	0.827127997188364	0.972977223903164	0.979290836011102	0.943748869055377	0.161459959659274	0.944831260115412	0.977397327819241	0.855440858623731	0.984714615197822	0.965349815314564	0.974618858120826	0.956787383789761	0.780605345623655	0.964772685982168	0.967218893237361	0.965739097122847	0.990547040265998	0.843318340057895	0.985850447731254	0.955796713911556	0.951454820556115	-0.556287300152807	0.764583360843557	0.98389069123758	0.980545622706292	0.92237683380832	0.983436012194222	0.971777442043905	0.922123260234282	0.978598586753178	0.980524180482811	0.957278666860791	0.981767512554406	0.857000974329126	0.953607125861933	0.972231940932449	0.970178571056035	0.780233364851025	0.923578231402937	0.884303313461285	0.981701133554757	0.690146957971117	0.96089790995049	0.970716992653699	0.860300613543863	0.954663639276072	0.982354981602038	0.975710403831413	0.946303815495353	0.966276798566418	0.96195297166137	0.959892356229351	0.868786075655129	1	0.938068627335898	0.969371097338848	0.986961976044319	0.953964532426259	0.981911231904549	0.982928882568018	0.980994372621532	0.962879290110304	0.945947433074924	0.974055420778479	0.971057192310002	0.9576894107153	0.973072829045219	0.983910718321479	0.42633674379221	0.980204768251403	0.976699789851039	0.871914409915735	0.628815871962645	0.986239605556291	0.979078490016561	0.966213993793002	0.976452682978989	0.703268734951339	0.941613477782546	0.983356423865978	0.990967862373648	0.948193252616896	0.978206645125787	0.986813443257199	0.970258243189998	0.994368689694062	0.98936874099814	0.879233959179759	0.984614285393099	0.965345409511866	0.989854892484624	0.919231418682591	0.869269165180454	0.957379856775151	0.336191756333057	0.973465540698278	0.958751179910282	0.977673007123295	0.964004070438699	0.940353594791237	0.974397723339113	0.98801817334729	0.934923397485992	0.834755264910397
RIPK1	0.26567989798187	0.9351241196149	0.927439746140876	0.94035378648346	0.90560947148222	0.934194930184382	0.882241058685839	0.919446509062284	0.95183261691985	0.939749988972568	0.933233163650011	0.895291922544262	0.911564674788628	0.0129236022441918	0.952054056818781	0.938831116832947	0.944729165842248	0.907665314175693	0.901309820974216	0.956713628900494	0.871173059713951	0.19684416288598	0.958430112457824	0.942615735797341	0.930497371101584	0.921505663993501	0.908508776036607	0.961727379022405	0.911105025769017	0.86899611078092	0.858445763268819	0.919261899859653	0.954557234567123	0.941294945162136	0.910775836838098	0.917171603645531	0.973399812287444	0.913106674831992	-0.48048271173003	0.717088524569708	0.936378141540084	0.907864461696457	0.891164519271531	0.942705240827459	0.925072373533395	0.937448920086232	0.908066364445096	0.88182858690167	0.934679949320149	0.956219048013008	0.916528999687073	0.964190479664502	0.8627915478252	0.931655182970941	0.783884979766079	0.881698844581288	0.934542542910025	0.947892623143796	0.81471594512076	0.864892378806556	0.954872823680519	0.802368203544704	0.895740099096223	0.936458762975318	0.964122693874881	0.868325865015807	0.944054231281791	0.943071585178075	0.928530591803331	0.763767216018757	0.938068627335898	1	0.962057171748879	0.925621057227726	0.949819467057798	0.918027432861799	0.974239708893224	0.910757662036687	0.965287367652071	0.937508790248947	0.905986854131714	0.920426474259856	0.95581095859897	0.898896983510526	0.935593494000593	0.651342885680188	0.926805663056364	0.972471066726964	0.928701431296904	0.678011954792233	0.95411611685588	0.945434195923127	0.971782961770037	0.92643103049009	0.786789408196151	0.947374937435434	0.914259999836381	0.943715451402153	0.975312021946979	0.967242211652445	0.937438818895702	0.876369914073811	0.936228306455901	0.93389814297501	0.948252110502063	0.925095098637259	0.895726969146087	0.950312208885343	0.951517566681895	0.886566899866815	0.937224130846283	0.354659986333957	0.92645065167289	0.901612212058533	0.945908853118779	0.941000015298808	0.922975617332424	0.92257445306583	0.914898447249045	0.924873175044049	0.869219898727388
ITGB1	0.316263251869949	0.981004287334098	0.960978205731726	0.959097964680419	0.969503966680163	0.990939019044005	0.901277266041565	0.978008057103698	0.987221556007472	0.945136686109439	0.964146763542018	0.954410917826253	0.969659630558796	0.0137683107446462	0.993987054665465	0.97873206652304	0.988447254786173	0.878884452479877	0.970633053741453	0.981935031512102	0.919165175801981	0.267858698080973	0.98560785975099	0.992488671348448	0.927489799296116	0.969068119398863	0.962124946615278	0.995927533003798	0.960135343269406	0.894598364367922	0.920474506855894	0.9825263125576	0.99030738045067	0.984228251022784	0.910089808536265	0.969378864631407	0.988057898058435	0.971339114253717	-0.562773727819055	0.78622222771215	0.983959865965451	0.960211307037165	0.936436476989552	0.988346851742486	0.980359359451111	0.973168050975716	0.959384113731377	0.940394788335322	0.98365154845424	0.991407370096306	0.938562871050784	0.988886573791932	0.929457501616508	0.969926378439333	0.793508840982007	0.962489550825817	0.947386209896552	0.989699963229446	0.817360901362137	0.927007311510473	0.987682072982125	0.835467235143947	0.95704618662227	0.976102992035679	0.97871699667111	0.928007470441474	0.980765239041379	0.988820596102294	0.940105481873546	0.796890613629409	0.969371097338848	0.962057171748879	1	0.975509021443952	0.972014093162304	0.963761398840361	0.987152784472475	0.957886053046942	0.976831157676917	0.957801847837377	0.954811421565737	0.977463680752732	0.987502152538998	0.948558168722848	0.969689924613207	0.533581159997556	0.97571138726088	0.987590813704942	0.930434636393625	0.606537120577177	0.976420538048545	0.988676872224515	0.985223859854969	0.953302657429273	0.788899626900907	0.984952967031071	0.958438625492086	0.986299874695655	0.980453422106278	0.994971977353577	0.98194082321656	0.92221739848957	0.973719190255933	0.97549995583174	0.914279299289578	0.960073439060508	0.940228395543831	0.974333475563899	0.968403952394922	0.849722198712053	0.985427957681363	0.27923931460664	0.961443653932118	0.934044090845354	0.990984737856113	0.953172868370321	0.965723164922563	0.966938071422199	0.967943370263221	0.92458225769928	0.84750572863257
MCFD2	0.323585986142834	0.960763579010812	0.90462744737183	0.904363637888628	0.987476638653094	0.978134810460789	0.840402623249376	0.986301187545105	0.966295378598726	0.87626080583853	0.92109820631061	0.983664462338768	0.984696836665333	-0.0618583863684611	0.980233694930494	0.987257158706618	0.957124818689941	0.808771629037004	0.985698175087006	0.970419419348412	0.967307316179751	0.192595803638683	0.948409295602378	0.987415041767535	0.851895790194702	0.9759381269213	0.981949793277159	0.980950841095638	0.976074819076253	0.791435232141095	0.967922022872717	0.983226367760632	0.981917031764761	0.986841898532147	0.82332505414279	0.994368025644097	0.956406017097583	0.9717237186588	-0.597477174544066	0.773262928484168	0.986156863696176	0.991825037804523	0.912717812520064	0.985064941116831	0.979753185312847	0.931960342570431	0.98699518353222	0.978283422256859	0.97333857443466	0.980434453182092	0.885033930224308	0.966481274354935	0.977087247760331	0.981348123375792	0.736028972695353	0.943101060570723	0.895592098206698	0.986082842296001	0.694875843086334	0.974624486222664	0.970738992420704	0.874542966156766	0.975475612434291	0.989549159834171	0.973501189151915	0.935908401895761	0.965376844694664	0.97277580199954	0.955789225414051	0.875483638586956	0.986961976044319	0.925621057227726	0.975509021443952	1	0.949450932343759	0.977838181546308	0.978807052186556	0.988035956466431	0.970834985126675	0.945933747153749	0.981311159817126	0.986778564331884	0.968862856399894	0.985043071748768	0.97998108596999	0.402142955790517	0.992788632693588	0.978564844804794	0.885439101208487	0.603621501208392	0.985877129005102	0.983297613074607	0.960408141622508	0.976852456951783	0.679135180110017	0.947546748990075	0.988860752074114	0.991147233989427	0.947064858692788	0.981594358840396	0.988506565953786	0.975510372501668	0.992509950555794	0.992763651968796	0.872018737172056	0.987930603159748	0.97457261002734	0.988641908099705	0.92526420864603	0.850723471541754	0.957864410298134	0.324642106104694	0.978755828636329	0.963078817285328	0.983693523616287	0.967917350744627	0.965084211449482	0.985820128524272	0.989602052117239	0.930590265805202	0.841936481149493
CD300LF	0.349626413876105	0.958089116035337	0.963726736590462	0.977536582700603	0.957070954572296	0.967564424887554	0.945688782085673	0.959748261864156	0.98091372028864	0.957699658574747	0.979055861656924	0.940620630912497	0.938647563783793	0.164137051038194	0.982106334990544	0.942595815290758	0.986789966393194	0.920959919158061	0.935110958514444	0.970746851379934	0.87240156738796	0.32656142753319	0.982062303504723	0.96374963529872	0.944547799950849	0.951479185329305	0.930928978889062	0.979620220791125	0.947128339154766	0.893579912371798	0.892358976163196	0.948988285992801	0.960637510317505	0.968689533840538	0.937519032928311	0.943562244302011	0.984247233365739	0.931999882011045	-0.476545928151578	0.771954042090717	0.971093701476155	0.931225792924312	0.958739216229612	0.97903123411369	0.940258969876114	0.97892529354586	0.927887813487331	0.906472819021373	0.970457071515506	0.980008226266501	0.929766711760615	0.966273610527925	0.905411474098805	0.934375990506516	0.771431128846799	0.930856729345879	0.941227918223893	0.966516568731232	0.837636204536268	0.895849125501716	0.988174817948138	0.791658538809726	0.918884473829002	0.93532120201101	0.965904028796827	0.92206199927017	0.959265364744704	0.964164772114605	0.900744836280473	0.760211654707297	0.953964532426259	0.949819467057798	0.972014093162304	0.949450932343759	1	0.915784725399788	0.967251072747903	0.927209662404016	0.958064316221846	0.968375729580223	0.916714868861483	0.965574111041357	0.953471834525484	0.918238391514667	0.950161290913774	0.581145765531527	0.946108665636615	0.957602883467514	0.911350546533444	0.527304885086775	0.949710216940455	0.958828108908564	0.964715434718249	0.917042724693234	0.82871066820708	0.976869040086712	0.921498234800977	0.96385541787421	0.965211312560185	0.978863384246329	0.971771385742449	0.883734415558673	0.956480587378925	0.942261218920632	0.897850062526308	0.926495834395787	0.886887979319309	0.947853808676877	0.949997187447381	0.787477064961952	0.959485281205445	0.223349322402082	0.914031778661839	0.881051832479328	0.951415086036891	0.901849527565523	0.940167587410322	0.926027340041602	0.956138847604329	0.873542164508042	0.778954129242036
