""	THY1	LRP6	LRP4	EGFR	GPR37	CHL1	GPR37L1	SORT1	AR	ITGB8	FZD3	EDNRB	ITGAV	AQP1	RAMP1	CD47	SDC1	ITGA2	LRP8	NRCAM	MYLK	LRP1	PTPRK	CALCRL	IL17RC	ADCY1	TNFRSF11B	SMAD3	INSR	CD9	C1QBP	TSPAN5	SLC16A1	SDC2	TNFRSF1A	NOTCH1	CCR10	FGFR1	ADORA1	MRC2	EPHA7	CANX	VASN	FZD7	ITGA3	FGFR2	LPP	TNFRSF19	ABCA1	SORL1	TSPAN12	LIFR	CD44	CD82	MUC1	FZD6	NOTCH3	ATP5F1B	ACKR3	RAMP2	PTK7	CD63	SLC16A7	TFRC	CADM1	AMFR	SCARB1	PTPRA	ITGB1	PILRB	CELSR2	TNFRSF21	ADGRV1	SLC1A5	FZD5	CCR1	SDC3	SDC4	RXRA	KCND2	NOTCH2	TLR4	CD46	NRP2	APLP1	PLXNB1	CD99L2	TSPAN10	NRP1	RYK	HMMR	APLP2	ANTXR1	KCNJ10	TNFRSF12A	IGF2R	GPC1	CD81	CXADR	NCSTN	JMJD6	LAIR1	ITGA4	TNFRSF10B	PLXNB2	SMAP1	TNFRSF14	RACK1	TRADD	MERTK	ITGB2	MCFD2	PLAUR	HAVCR2	ADORA3	RHBDF2	HLA.DPB1	TSPAN14	C3AR1	CD68	CD163	SIRPA	CD4	PLXDC2	ADGRE2	TREM2	CD74	CXCR4	GPNMB	ENG	LAMP1	ERAP1	PTPRC	LRP10	STAB1	RPSA	CLEC2D	TREM1
MYLK	0.825189533118401	0.476698610021095	0.00146216630006806	0.0955413410250664	0.0542485323466816	0.162294263958682	0.156721889246384	0.323951852831334	0.113382883508665	0.176368107067641	0.124565285144967	0.335649688853006	0.453204976395555	0.102301843201212	0.181353947624918	0.555605772191709	0.0417905662304992	0.225196512423019	0.199479999476346	0.146761966500304	1	0.440061449547183	0.0927620305934683	0.129324410831187	0.527835764910799	0.174191414211111	0.473509199559429	0.173131689605132	0.0221212170392403	0.446845341720735	0.83918932043447	0.211053175044765	0.411791618329188	0.940446856618946	0.637706626338525	0.593450785000082	0.460597490899405	-0.0361197493117962	0.140783902895957	0.501010991682284	-0.0378710112992944	0.649079862202861	0.306289995839692	0.0915117028942035	0.371750448547711	-0.0645684278017876	0.490456815614609	0.161719719723079	0.451715000537064	0.64608277918003	0.102064469631218	0.112854476966465	0.636387999981039	0.307354416663298	0.216515200329992	0.269034542652303	0.660099236980111	0.762549841160823	0.630819557422269	0.112988431383315	0.713504692492963	0.554025162819748	0.409212544904456	0.580459065861751	0.60486426898932	0.699242285183785	0.632701520011868	0.532852530803341	0.810822999767243	0.430274973593704	0.309528418798292	0.319190628823951	0.0837458906837518	0.812045023480507	0.295950031348442	0.680742408976714	0.587435467564605	0.733042989787531	0.633352762415357	0.0344251576726172	0.535479885101593	0.671140513111998	0.626928245462505	0.371988966508136	0.0776684457379691	0.271581638156162	0.733754460587732	0.324924010138957	0.717202637311881	0.4182137832697	0.902432272374282	0.671655064624617	0.824253363757015	-0.0604696683698478	0.698058537065664	0.57137945550917	0.310891146515143	0.715075461231495	0.526715400452305	0.722071759140983	0.66359629533194	0.768948980746624	0.848417723865567	0.651744502481621	0.765563691942632	0.77061766830998	0.613580004098779	0.783602176571238	0.662942261646809	0.677122221825473	0.813907466891388	0.688022628438602	0.746219249749341	0.790350140256156	0.851426204207501	0.745011512035092	0.775204411479098	0.571155765121419	0.777224841253398	0.687214902257898	0.731133441908898	0.801697145590098	0.792285471185699	0.760386646825089	0.672686022771114	0.811436535446644	0.81052539648975	0.714423201602638	0.42611637118815	0.793024487148816	0.708677586685458	0.652697859818517	0.780688600207764	0.673539805912463	0.729357168071323	0.852158766279206	0.541691213260709	0.703212671803992
LRP1	0.782264504532144	0.840148431582258	0.640438073012719	0.883651369375202	0.759182424873313	0.82293080767913	0.909514145217529	0.97759447584099	0.845747276890093	0.879057654806106	0.874086224905291	0.823604150857833	0.984946323180798	0.821205992360536	0.854081613493597	0.975225538947457	0.657571093363394	0.834195275992381	0.922437191908143	0.882410964747216	0.440061449547183	1	0.630248538398374	0.749598893940188	0.575591508574026	0.87379967341018	0.840802579472172	0.894809336650659	0.569587878788912	0.986387678117964	0.718169004872311	0.837093585370985	0.971671066064593	0.39603329774145	0.959681771708343	0.898264799945287	0.829811764189354	0.676200536179222	0.76906061939175	0.951953058504957	0.650504767611352	0.960205200633291	-0.297935404726472	0.792929521189728	0.487860401383995	0.427645207126669	0.942847167945271	0.795993295997707	0.929403988579378	0.838069287016507	0.790421544617278	0.894555908276071	0.960459968736976	0.958055807689708	0.912136444631504	0.901604540092957	0.720860027551551	0.884530645927004	0.722882721752325	0.682183188566358	0.686991247666783	0.978567393326569	0.920233246746408	0.809035559087158	0.95733725200462	0.794204209634365	0.856683114422354	0.984013254999245	0.817058550255423	0.978812121908356	0.947658072283429	0.896468707593852	0.858349661441938	0.848286087450825	0.862313441584219	0.740944163112571	0.948065107432536	0.839929077101529	0.872343341194116	0.749636778995307	0.919451713135907	0.847014450637004	0.921110512317779	0.961431780817154	0.744830180386707	0.751503791982743	0.834206621025547	0.149458140052931	0.852195804230987	0.944723265700246	0.468176187133579	0.91231119937518	0.563924271341277	0.693570765217211	0.873196070228208	0.923117018635671	0.835445958962954	0.84104893130106	0.979409976531454	0.819887562154874	0.81000306147124	0.685005677113555	0.496529316485545	0.88883478116495	0.789436217516331	0.792093854309974	0.750794053233203	0.804603182282161	0.914676254260574	0.768967141692712	0.649061875205039	0.874903655225148	0.792546211123984	0.732958925077723	0.616723993561486	0.864698463444297	0.700900582130479	0.942313409537841	0.715456940971835	0.799231619900755	0.782027905210143	0.777663986214683	0.641709650276606	0.694023989734172	0.784794138163197	0.691862301207549	0.694779690768096	0.866975560268263	0.810437984093143	0.775480451647571	0.923659566862927	0.906735400559526	0.675732919023577	0.848677412213343	0.723370218157228	0.731518605372152	0.937233941475308	0.788011839448934
PTPRK	0.578942298163351	0.382512346511494	0.175664327181483	0.739804976069279	0.895792928154338	0.879727645373432	0.586569652936033	0.705213049385485	0.865969234482961	0.811782817377961	0.798006964407159	0.824384822649673	0.627937162565217	0.849440000952013	0.865510154280097	0.618589612753735	0.969026570629781	0.714246723066133	0.579233807075121	0.811975674961153	0.0927620305934683	0.630248538398374	1	0.847080140564492	0.568477735184029	0.477860192072544	0.248970559613966	0.490099944592677	0.833382070086086	0.672828505276009	0.102473383807436	0.852168444076583	0.647041355779497	-0.0550826258482498	0.492787873727774	0.737533313748783	0.651530064265643	0.846180494925656	0.868594416258129	0.4161087278813	0.89961002944444	0.597512260691913	-0.368609885306501	0.930376391330042	-0.239440905112098	0.538163723584095	0.355370347516177	0.390555785635589	0.399067894087957	0.144720069326456	0.883331099278047	0.529863553959982	0.483208310337215	0.62449371337163	0.760604920046617	0.678153233572704	0.59353989435771	0.361865110570352	0.353423643274597	0.904096053572406	0.1609833873846	0.647792944848336	0.428818644793146	0.115127380040353	0.461676112152752	0.195159319924334	0.200802188757813	0.621361155288693	0.291891461862075	0.614508217879403	0.635607137335262	0.353622795186049	0.695698461301516	0.39935515361786	0.2686578821227	0.00924508085221764	0.565249482980036	0.523921482122526	0.271408115927805	0.864566618615329	0.343685600276504	0.182196989524776	0.437263765240623	0.477890421950642	0.882416032548114	0.881040718751837	0.242850448318529	0.107737306185022	0.326489669856793	0.468990600545721	-0.132986708750849	0.319528636322438	-0.0702305252707926	0.667731457220145	0.289711518430575	0.505880844324924	0.872283213364247	0.190946948581263	0.545547756396792	0.198460607752579	0.305557818839818	-0.0384451119086228	-0.142143678356912	0.389235077509724	0.167503605429287	0.149481144555062	0.0161592664446326	0.16561198878662	0.436749865985534	0.0652348553859021	-0.0264128807971692	0.315394963391725	0.128840921931015	0.0947638543773219	-0.0326255923290573	0.285195449849835	-0.00933225371738279	0.365710238542937	0.0462983657140685	0.104652513791964	0.147369412924333	0.169523923051885	-0.0524205438904459	-0.00370368178255255	0.0885523343669686	0.0203231348420729	0.0238782663315511	0.300430252353722	0.172986473506126	0.150210519998304	0.434921360801453	0.332260074721208	-0.0226262275066083	0.199259120012813	0.0527785859793777	0.123797013823795	0.479182386178773	0.113958561831612
CALCRL	0.570357999778563	0.636164199782556	0.316219513130722	0.853620569415376	0.896749076526167	0.96744266290575	0.803936150630022	0.835414225965228	0.914026268939446	0.926132731110475	0.916991259425894	0.930875950122675	0.773539147613227	0.978232917661641	0.875371171717402	0.73944934893152	0.869509980295536	0.904183140109839	0.774172307787666	0.924956675188823	0.129324410831187	0.749598893940188	0.847080140564492	1	0.530306428354488	0.702276945860353	0.516123956499975	0.738136043898861	0.83733534601827	0.768409733076125	0.258800471051645	0.895476024453826	0.776411851069742	-0.0550468879498903	0.61841966584143	0.754177206441479	0.704005322774225	0.78436067839047	0.823327061153613	0.574868507460232	0.869469798076977	0.708843035140377	-0.133969276837161	0.91158881558186	0.186537614005809	0.444546663705023	0.566080231638851	0.613247734651943	0.563882312607945	0.362845878733477	0.925114850248894	0.738035632467398	0.631334992611563	0.808876253838315	0.849779140510653	0.80180773531135	0.495289696337981	0.508652899532852	0.376699142180513	0.895259750673127	0.264273094796876	0.742304707613796	0.696122491098072	0.329652955613381	0.593576202032301	0.339719468284984	0.368383063292288	0.768265884750777	0.38609403339507	0.737933512701774	0.750931065618653	0.651457682208215	0.809569603996182	0.479174701942839	0.531108877393492	0.227390535384517	0.63829576944033	0.624800163361735	0.443519206711825	0.915368686473794	0.522449076301944	0.354827438532036	0.622693484499108	0.671688703962291	0.798103568035306	0.82381027886947	0.42141454951138	0.0544805516548812	0.438862878946695	0.682244788605553	-0.0080613355563662	0.505073911199774	0.101106172833909	0.752450837595459	0.417188609398889	0.573098898211181	0.822631490704792	0.367590632136419	0.674801173301339	0.3771145431198	0.382629572138413	0.149946513908282	-0.0175649448038963	0.51282526557045	0.349584409669875	0.353577895083333	0.230253535459504	0.347798885153555	0.527781076174713	0.258326087740709	0.108364965677703	0.430053281560436	0.289400608047484	0.230190079695938	0.11375318312584	0.438777860422152	0.177758800314086	0.560487908324084	0.175735169020591	0.291717083436409	0.302319744442529	0.27870941001873	0.0998789968694847	0.148196856508173	0.266791179566944	0.162121750537623	0.169428243960889	0.432512200046493	0.331751505322596	0.292723186708116	0.567225527806716	0.482455398097945	0.128420565779725	0.435572520350599	0.222813514722428	0.263755317155115	0.615440235779432	0.278749659403865
IL17RC	0.799189986612242	0.632707312467702	-0.0135720534789804	0.351890581032743	0.336068082960103	0.509380735485897	0.413938415711365	0.532969862963068	0.432913668033265	0.54571146472426	0.403111155496116	0.523910481692424	0.497982777034441	0.516583022284378	0.460346433296433	0.534879434465911	0.454715430388706	0.441867079788564	0.303550547278922	0.43895241222783	0.527835764910799	0.575591508574026	0.568477735184029	0.530306428354488	1	0.426095888023034	0.443662762364286	0.329594852098264	0.435982702665189	0.550283752338908	0.386090034504018	0.653907441154468	0.492308792456572	0.437450168745712	0.638324382898181	0.692416335193004	0.517652754348784	0.256482004343725	0.642887542299037	0.502566458228651	0.285637864655517	0.672795957243018	-0.120000433963526	0.555837454251984	0.0378160052525059	0.164313585986426	0.428831154611301	0.47456585712517	0.486640258942148	0.395421126215804	0.414819742805786	0.324598334526884	0.560021957096216	0.41492889028843	0.44051054370249	0.700930498223434	0.82800070325042	0.572303052544805	0.574681416588674	0.404622600113187	0.675539307126358	0.598793465491971	0.440135369360416	0.488489575718666	0.497381373919359	0.49188757305737	0.519527045689612	0.619092668253587	0.607968937584332	0.569823849840152	0.423419870580049	0.339699945107023	0.314363392341528	0.564916623609425	0.327540713246972	0.370922096490105	0.70004496955748	0.598856267020521	0.428605209664528	0.312980377829255	0.548374028886043	0.447092067438953	0.612733835482217	0.38571204583919	0.526265826746202	0.746517818426786	0.41542709355629	0.12232004602709	0.611725115745496	0.415087886125346	0.464685797825926	0.506374693041613	0.339515060716669	0.129913123139252	0.473626157868493	0.687611499825075	0.534288266127349	0.473978068018762	0.549169304046895	0.515902397977266	0.731017752043092	0.385760043929859	0.331707841548669	0.388848992750679	0.509509261949038	0.415409233917516	0.374278650655597	0.451547037267604	0.678547528842619	0.453849379653746	0.347801366136482	0.485277620870033	0.406551768821656	0.453322474142168	0.390756348508087	0.543662763341786	0.383199547458733	0.529622533049347	0.417956536298967	0.369306243895505	0.528452271268034	0.47401132084947	0.401496217159755	0.414126439968268	0.459956827818335	0.40551961699623	0.408882510972086	0.480017451777563	0.299543073483534	0.521537753416991	0.552840783319423	0.561619367082809	0.401706808312273	0.498935557166621	0.485585281392569	0.429221555044252	0.422590818974363	0.374612251703067
ADCY1	0.544801634068888	0.886851010954035	0.732620733997134	0.871110604533236	0.667078467556704	0.741920269245183	0.965528677001697	0.912332569130949	0.760749132996906	0.862894302199405	0.843445274216258	0.627401717343412	0.873187135295223	0.797079367851703	0.74042789705469	0.806789123383634	0.548894637995339	0.795077921290121	0.916924255716708	0.838754418235356	0.174191414211111	0.87379967341018	0.477860192072544	0.702276945860353	0.426095888023034	1	0.68588162259834	0.950832180118698	0.413050649444066	0.844569941953756	0.508256134473589	0.80389177153039	0.875440063840373	0.120836151927074	0.813189011241213	0.649157807910619	0.7283545986932	0.54594959915401	0.662141299059382	0.891067885418386	0.529930833100323	0.759567348585086	-0.346970142700964	0.717229914422705	0.594350943211492	0.454121670661502	0.868213088564196	0.951727147090112	0.865635882005684	0.740464865907715	0.710565653428354	0.957176993382785	0.783068711476957	0.896758397782022	0.885253283609976	0.900517460351564	0.55003397239389	0.709144067546451	0.420105462614227	0.560311066680892	0.619682733699074	0.823411348527909	0.932945135832614	0.760016441864456	0.806131578086393	0.638199081249646	0.748792170230738	0.871664348661949	0.585847773347837	0.911133519201328	0.886843660883773	0.885611478759695	0.870688022108536	0.597558627068511	0.917202042670051	0.619939447659638	0.785881185330923	0.587560903670496	0.706024171408186	0.675494988039688	0.85590493776625	0.699189869773548	0.753217736885674	0.902163215344744	0.704814150022903	0.689848378643735	0.641632599423889	-0.00191215745719237	0.611027853768143	0.87443724146986	0.266310556763194	0.762684572020197	0.333492810812674	0.712985382103673	0.704648535910645	0.782590178417416	0.657231111717752	0.688195630227596	0.797496029309718	0.653706706307027	0.6914447500334	0.52155454439872	0.265139931110578	0.691062777582882	0.605471658774148	0.590578650442722	0.610644172979372	0.622151161063143	0.759345069615858	0.630140603880386	0.430328426998843	0.723319806651708	0.60458160358403	0.520174784655902	0.396727493789467	0.666982541078383	0.528477906220591	0.835422733042775	0.521946219907634	0.639839360075314	0.598053392807595	0.548449032789978	0.463017809941816	0.514772310796841	0.665774152036916	0.493674931983171	0.502544225899701	0.647466444712155	0.722754433161819	0.575898737848949	0.711801463195631	0.772861482232975	0.492216013906133	0.738941140245286	0.591005065184311	0.509785056562181	0.758134158644683	0.618025037659509
TNFRSF11B	0.612813965335437	0.749028610301619	0.517566616797519	0.622065472631247	0.422188150015466	0.538602928025588	0.711981552513947	0.754061796110953	0.552932213297927	0.596011832707606	0.590378874546854	0.64091758587999	0.811030872990983	0.552832237784034	0.535361746490497	0.81486725106551	0.26889852490456	0.587574724787922	0.744493729936797	0.601042368132448	0.473509199559429	0.840802579472172	0.248970559613966	0.516123956499975	0.443662762364286	0.68588162259834	1	0.756784467315609	0.381941757189199	0.810289347383549	0.785174497395301	0.519405544350069	0.765131425562238	0.49258780384935	0.861426855695637	0.719700100177078	0.614897918296663	0.349672280749332	0.460013622408698	0.843393283271082	0.339360731216526	0.842549865961724	-0.0552468213675927	0.449309576223667	0.650826660561907	0.113423399563334	0.896992180034062	0.669202444244486	0.84624563834078	0.878876484181811	0.479099577604939	0.706227427931811	0.883406508893119	0.797959948721673	0.611735495506712	0.699538633280368	0.488840432032297	0.84647722259547	0.77885354139632	0.38421895350841	0.690256928294739	0.803757246164897	0.822602389658019	0.861852815938228	0.854169993084243	0.836863345544199	0.879751509398299	0.818263523591469	0.825775415579105	0.775004498471615	0.716391233040338	0.876009829957162	0.592546650243691	0.787961417890182	0.786627353421298	0.849210757541381	0.824783036092841	0.76151491365453	0.881493233262151	0.434025735977771	0.864751868898284	0.892445241028902	0.911986419247789	0.85250107542446	0.328232767028796	0.395977884818152	0.84257562136032	0.208506955724922	0.897658774107672	0.888122800754231	0.632740229311597	0.901956642569653	0.745412147135432	0.440251263832537	0.854299170047179	0.825177929457971	0.500042180275078	0.883160169549211	0.882580063108539	0.884059008029917	0.776817781422924	0.822059653848108	0.676459741577056	0.804801705313732	0.869080870070256	0.874514699688571	0.879456860784987	0.861639858986076	0.827154840178736	0.854890309396833	0.771400704312073	0.817070703276825	0.859598642175071	0.819811286757406	0.759196571617046	0.886733225023114	0.836510873136439	0.91674778629135	0.804169689562261	0.883815790648121	0.86042685661451	0.811378242231675	0.77968404628057	0.815945409413914	0.867307638305906	0.800361854981559	0.801345947857653	0.873049894795598	0.832940929198624	0.845624993384274	0.87866634502449	0.88448519996976	0.793729808989239	0.904259699287842	0.819391847670399	0.790168499950128	0.865531023820337	0.855028519636348
SMAD3	0.517845303556043	0.807390989028914	0.761031124808797	0.930954495131779	0.727639095727131	0.790863562108096	0.980725664451089	0.930962871299714	0.828606737787079	0.882855851360528	0.891955493256089	0.714719737185349	0.916258856716378	0.823330318502558	0.793003680733387	0.856589438050008	0.568061004032085	0.829472473237606	0.978403481895481	0.885344658557848	0.173131689605132	0.894809336650659	0.490099944592677	0.738136043898861	0.329594852098264	0.950832180118698	0.756784467315609	1	0.490647269691373	0.880064779355945	0.559233773801677	0.802634377607672	0.918000978353112	0.104980789836975	0.80988592316012	0.678574036881167	0.776795259525483	0.657272995450397	0.656223691621322	0.880549293583818	0.626178991710156	0.782639848250976	-0.31700500069619	0.736243848136576	0.609158389648446	0.417242369421423	0.895861616785772	0.888416981456217	0.859500874140446	0.753510665182626	0.779687344286825	0.985416297738804	0.813157732234273	0.957576674209815	0.896397470324804	0.870755571259773	0.461473403102489	0.742896349033729	0.452138773722873	0.653003339119643	0.573481050717251	0.85356185562519	0.918693305754133	0.727369919149487	0.832641668076697	0.600806731069982	0.7427214701182	0.879740483745259	0.587130081976833	0.901497491864456	0.924731898466307	0.939089267132977	0.91601852933793	0.630634371574843	0.9114959781432	0.622393751824454	0.762705317286703	0.646835600525288	0.751871867670041	0.751133157932179	0.846600769965797	0.711261464388376	0.773641091104119	0.952002192995258	0.691649590602908	0.607385836200064	0.698405711252364	0.11960240132206	0.626069850244498	0.927502668239342	0.256910880288982	0.78594308754477	0.355455871933458	0.818887862467588	0.739472568787373	0.739849147550349	0.719542480778842	0.695332859335269	0.850024362646591	0.657109564317418	0.626281135530686	0.534668990103213	0.269529904285584	0.766728914931912	0.609847588738308	0.640135467982847	0.638368767526992	0.658042258201486	0.728892280143025	0.626977317939701	0.455733752655957	0.755970816814573	0.631628480253181	0.532722388706881	0.408627230635665	0.675401932825096	0.546984731420186	0.841873294591676	0.534004420941816	0.678798129501856	0.578710665212385	0.567481539451037	0.452314061174675	0.508708535367736	0.641073754039747	0.508079498201472	0.506211960273255	0.681200418448248	0.740878854024142	0.568558608519989	0.751969928097143	0.779224525481042	0.499189594683285	0.751823459453236	0.551661409757734	0.547727976805715	0.839904526997885	0.641572250990586
INSR	0.428744693683465	0.288627871856518	0.133031708474352	0.678711607490662	0.807174040629657	0.787927955449235	0.550346157406297	0.634160418593756	0.826460510509191	0.686701684708661	0.723918744662884	0.864498395970582	0.583585532953018	0.825435416269214	0.736186250907239	0.560722878678798	0.8273436920482	0.621533332528401	0.571432627859862	0.73108851805112	0.0221212170392403	0.569587878788912	0.833382070086086	0.83733534601827	0.435982702665189	0.413050649444066	0.381941757189199	0.490647269691373	1	0.625072325733428	0.140350603828449	0.671346151311805	0.591041183066901	-0.0694346357782221	0.422862652582663	0.696871927376093	0.633905326380685	0.826370060516444	0.666442299907927	0.345616734592837	0.895810482514915	0.549588811336817	-0.309938193282117	0.798383294742344	-0.152205785989381	0.365010109971202	0.333066784320197	0.372302698130874	0.358936944670141	0.141959772268647	0.779282212796792	0.520556810466469	0.459138709937795	0.606959820207893	0.689029315596411	0.582272407164627	0.436608754751484	0.324165367069222	0.42569954419495	0.872878988479782	0.041733237028246	0.562945826738195	0.418304877262127	0.135530350732472	0.41103582650502	0.188653820843309	0.161768365108178	0.554959139976584	0.29626844029466	0.549521151697038	0.59284845740492	0.35776400428008	0.630795151036518	0.329566510269602	0.308518187306258	0.0719750810563034	0.461642946177414	0.49066102532798	0.255750704953179	0.798407187447289	0.269783353096451	0.190656092491627	0.485308186152754	0.476488269499533	0.696859236100189	0.705570056158565	0.250150531413594	0.274109824571061	0.354000457648182	0.478670015184827	-0.142413250989528	0.299017898683475	0.0148909978911975	0.681770208111308	0.279694223646787	0.425271205506266	0.772536464189502	0.181487068200942	0.521413412173566	0.241032925981313	0.265182313860704	0.0068929519284375	-0.0851136547854104	0.378418834850583	0.154121190728065	0.162592816529204	0.100512687010275	0.172621711821578	0.370377575538193	0.0413280673807974	0.00177534851111337	0.276267235295056	0.146769814684679	0.154783026086429	0.0144617315820054	0.301864000262022	0.0200450072622933	0.351095148716111	0.0787907721490937	0.147785390508797	0.161467386539836	0.169147581457087	-0.0470977106381099	0.0178430453988607	0.0893395007822119	0.0447822178201844	0.0426966704576176	0.293809741625448	0.218182602597745	0.141338887665078	0.399209253442068	0.28160185861171	0.0180222558776776	0.205672006328916	0.0405944300224199	0.134231468936112	0.459465471765458	0.127364452076922
CD9	0.787251108205908	0.796566618565844	0.612872109137411	0.89047937533257	0.786085296748286	0.844373501115377	0.894353151229266	0.970427016127396	0.873052947001651	0.879106058890193	0.882432754321008	0.854178579380769	0.983998346394324	0.836388917999469	0.869654081994903	0.979081433156509	0.689676037851249	0.818445124293476	0.922584940434054	0.889759799099212	0.446845341720735	0.986387678117964	0.672828505276009	0.768409733076125	0.550283752338908	0.844569941953756	0.810289347383549	0.880064779355945	0.625072325733428	1	0.718638244286336	0.836112280622403	0.978772190353484	0.39938997673651	0.944655116462445	0.916344613269372	0.863402788610259	0.7048662427093	0.764042070800365	0.923913776264065	0.697242142169557	0.955334714046658	-0.315141286655606	0.809400856583869	0.438631720282964	0.41865476269066	0.920981500568759	0.764240810778828	0.920502907806904	0.810670437502313	0.813275937864601	0.876882603155638	0.951445645092806	0.964643064819443	0.918446810069516	0.887580426137335	0.715341210577375	0.87714098126752	0.733401249191062	0.730319410445807	0.660727418938666	0.982313825279655	0.89324378774507	0.766425774642613	0.953145943221483	0.784247679734359	0.822069395000597	0.974993634154021	0.805449243708181	0.960339014755234	0.93888007069672	0.867926953351828	0.867876450649346	0.846953341719956	0.822569308005298	0.706981955315796	0.929465044980775	0.870629086852782	0.861068832331835	0.7771139582041	0.883477722373188	0.820320220971814	0.916468563985367	0.949022123723716	0.758314538898358	0.760764642465808	0.825876313472971	0.204243038504542	0.841957028786032	0.946726972240412	0.444764257623699	0.894672424133126	0.559645198472384	0.746879117050464	0.868174720217165	0.9129033277237	0.856504614058932	0.81082399741035	0.968699394819336	0.808478611987887	0.776794110983198	0.652607321352464	0.477827755078551	0.878093324683733	0.760369410969418	0.774630570913816	0.712599989472118	0.791925054459161	0.892477003606761	0.715489548735613	0.632500385182917	0.86650864903599	0.772055184117464	0.716012880947841	0.594910926291669	0.843832853723474	0.673679128441489	0.915233990159532	0.70101625015845	0.782212180901378	0.747047823299045	0.755008480839413	0.611587747644828	0.661841625468292	0.739002159254196	0.668228005621185	0.671398252292199	0.85549417741544	0.807721425172889	0.743669442903399	0.916868675615664	0.883126216801941	0.648534206343982	0.825284781110684	0.677586929354261	0.725223177640535	0.934385363364016	0.775298409406479
C1QBP	0.775923037409385	0.646368174820396	0.398368169473902	0.420134745750017	0.24305419239289	0.328570224880521	0.501926232779882	0.603210727408143	0.358416198906291	0.387396644796751	0.389411557162201	0.48179835877333	0.735022702580269	0.302690954255606	0.384908794930624	0.792753243302473	0.116247359112289	0.413312251307811	0.579013149208636	0.397951544870667	0.83918932043447	0.718169004872311	0.102473383807436	0.258800471051645	0.386090034504018	0.508256134473589	0.785174497395301	0.559233773801677	0.140350603828449	0.718638244286336	1	0.34559813051157	0.69451010814554	0.855479969661435	0.850163436207374	0.706163528601514	0.647314871789285	0.190056199526177	0.235442129052008	0.802544742724064	0.140631883219658	0.82188283188404	0.0459056876271358	0.239517851197168	0.637722422928468	0.0191331886505925	0.824467607230006	0.468856647334618	0.766806002995539	0.925941254751778	0.286474109978475	0.504783235931938	0.872827873837688	0.642624512746761	0.48653176922672	0.486909143996782	0.613170768934583	0.939820066337777	0.771028507981484	0.235578638943762	0.794970368245569	0.773202017422254	0.710550031838767	0.853033291963032	0.8717815236129	0.894798002073883	0.887567658550418	0.755564258301855	0.944357172412225	0.695296456376181	0.628339758186847	0.681423121056376	0.400467307162833	0.932463889056934	0.682532428264985	0.928351285763177	0.774421488378119	0.850646543418479	0.904796966595976	0.244227771273395	0.798236119036665	0.930127176284201	0.848821951445656	0.734188794772021	0.212365471008469	0.296147007917432	0.954423800313288	0.332315498034173	0.897435038537088	0.757492171464088	0.897407311863737	0.920835920706963	0.936667944468812	0.273713442101228	0.946316652737865	0.764630352171393	0.459431179503272	0.94077693833934	0.800137972013248	0.941265879770122	0.810706539280523	0.96010719974167	0.924115826421156	0.899299235909827	0.92936597638559	0.967238446984269	0.892892137334521	0.980084097083136	0.848441466486501	0.895754394373364	0.971851523201603	0.91957672147775	0.970689878871365	0.968282468072701	0.961507194286482	0.940035562649006	0.963074830946955	0.853336165956378	0.969093249659263	0.956233792071796	0.910520434065628	0.968458208643911	0.939814007814056	0.943477718854571	0.902599919242179	0.974380586270337	0.968846259992533	0.936360401948616	0.789496106894481	0.950402128798207	0.914186664673994	0.890519246491888	0.958685454007037	0.91667595017651	0.901664915131215	0.995987994051047	0.823888580447295	0.953408875444453
