""	TREM2	CD68	ITGB2	CD93	HLA.DPB1	PLAUR	CD44	CD4	SORL1	CD33	CD81	C3AR1	LRP1	ABCA1	SCARB1	PTGER4	TLR1	C1QBP	HAVCR2	TNFRSF1A	TLR4	ITGA4	TNFRSF1B	LAIR1	FPR1	ITGB1	TLR2	NRP1	ITGAM	PLXDC2	ITGAX	CD163	ITGAL	C5AR1	AXL	ENG	CCR1	LILRB1	TFRC	PTPRC	CD40	ADORA3	CD180	SLC1A5	CD46	RHBDF2	RXRA	UNC5B	MRC2	LILRB2	ADCY7	TMIGD3	ITGA6	SDC3	TNFRSF14	MERTK	GPNMB	STAB1	VSIR	CD74	ADRB2	KCNQ3	APLP2	ITGB5	SIGIRR	TLR7	CD69	SIRPA	CD47	LPP	ITGAV	PILRA	ASGR1	TREM1	FPR3	TSPAN14	ADGRE2	SORT1	TSPAN15	PLD2	CANX	THBD	CD63	SMAP1	GPR84	RACK1	MCFD2	IL6R	AMFR	PECAM1	CLEC12A	ST14	PLXNB2	SIGLEC5	ALOX5	ITGA5	FZD1	TRPM2	IGF2R	P2RY6	KCNN4	SPN	TNFRSF12A	TNFRSF10B	CD9	NOTCH2	CXCR4	NCSTN	CD72	ATP5F1B	TRADD	NRP2	TSPAN17	JMJD6	STX4	CCRL2	CADM1	IL2RG	LAMP1	CD82	ADGRE5	SIGLEC10	ERAP1	PTPRA	NCL	SLC16A1	PILRB	CLEC2D	LRP10	RPSA
CD69	0.646288483407609	0.561270955337091	0.588724547533895	0.527612416627662	0.751577263811211	0.639572841909187	0.228427456024438	0.796493909610533	0.730499584540168	0.651151511636394	0.796647961400136	0.624967087092779	0.725316617159568	0.158628209297473	0.635585244836369	0.921238787816302	0.647398111933843	0.514059493297853	0.616245046238554	0.73161314767114	0.768813390248293	0.66790249429258	0.711013338217545	0.742087667228297	0.609299284512542	0.65892122785904	0.688836777078092	0.563999033434785	0.636267509068164	0.825788292439083	0.260268540470188	0.703799557433668	0.783548067845654	0.698111491115625	0.777695183281332	0.608152369026998	0.640358870563728	0.796500759214562	0.897424860341587	0.744884424322702	0.638571456047421	0.72975005407476	0.213839752779171	0.613161540923589	0.611334873756509	0.765103782936769	0.354601849464341	0.786385601758027	0.684845231720118	0.660317576670178	0.787685321654905	0.531548962279321	0.728463481946301	0.786550790191843	0.332639813712957	0.828433560383361	-0.0669786507929429	0.708343488188233	0.73092246291439	0.762975953912416	0.869003879730844	0.727530093838099	0.537868055208469	0.708487983262189	0.606660699305373	0.808727050748386	1	0.713768312344663	0.579753667266793	0.778035570156178	0.798222278060167	0.429502133494588	-0.0186769393628655	-0.0112639159071773	0.635712817686964	0.809753540131057	0.898063544266426	0.702973294922548	0.625955066194095	0.721641570758269	0.5988436293126	0.713776768212403	0.466746457275883	0.583122165152646	0.753922153789316	0.735058266191642	0.671328091989232	0.449682166760578	0.515440528760795	0.823593422755402	0.589434028638292	0.578955459060452	0.705090326457426	0.460607942168327	0.5770258560136	0.22702189760102	0.848576751505812	0.711720557609006	0.290269080312113	0.435385126178331	0.336478047675684	0.493544206124348	0.321555404603288	0.734714663046313	0.269182301356242	0.59155862805075	0.457694209600901	0.542740827495256	0.597823026462689	0.475793771453464	0.702703390236908	0.408458873138746	0.72624494572075	0.756738305750595	0.80228336664956	0.69412206427311	0.628657839910963	0.480766569075806	0.501839284811913	0.45739305871504	0.800953610716599	0.789381241474744	0.57325334689088	0.75037011469083	0.62226262816973	0.584665533349813	0.80807986444056	0.633954503979791	0.78217258664539	0.640918546075755
SIRPA	0.833243962810307	0.82548140764037	0.88713149678672	0.796042331581632	0.625595319331107	0.898530884735956	0.464177375350695	0.921784644780406	0.889734140626892	0.832212327507297	0.884854963074728	0.799288688197588	0.87052295233868	0.353320016001533	0.850647806759862	0.734400348443577	0.850280218001725	0.840789200650545	0.880415046585987	0.895310030220195	0.755326203772583	0.914454441777653	0.820788525933579	0.887270082832701	0.793718783338046	0.910203902610824	0.856559107446187	0.893315094598931	0.91306846486973	0.897409607039161	0.402832471889657	0.885114718786749	0.837035236810768	0.652489794436772	0.7788966525214	0.89108745324758	0.874128645705054	0.852998313042091	0.595580260731651	0.925177367528571	0.820059971121484	0.840553314096856	0.679811665110873	0.851268334905653	0.850832764162125	0.871869053930532	0.66084147958565	0.789775528411663	0.69847246617199	0.703322473811196	0.818986795911176	0.882011955439713	0.822561612914815	0.718263237008079	0.484430036581864	0.796356571344449	0.24089802787678	0.841875203300898	0.775436663284553	0.712655699441156	0.688278412208735	0.774758049658484	0.886472253206322	0.851381608818318	0.857811562438406	0.756807550357557	0.713768312344663	1	0.877173212946316	0.915110623517051	0.876410021694899	0.521696909547357	0.312293234616965	0.418914138321953	0.788680557228457	0.830584533779159	0.802243045758475	0.824928149648455	0.884863144388655	0.785726152305033	0.914521671724371	0.778990286638567	0.848539129449447	0.82009264091009	0.871651436635703	0.930677350057885	0.900217544174548	0.695204727700894	0.645437130133282	0.722549045548778	0.460688103353504	0.852284969570162	0.897066198767583	0.794394495821818	0.857644927103913	0.638748592996792	0.743081008644415	0.8687054906857	0.583178203480958	0.812615215991556	0.732214102078017	0.75182872123583	0.754239433488843	0.769872416001293	0.566870211695536	0.619877025360871	0.427278178354781	0.858883096561794	0.639352909668956	0.835717903809942	0.866883330550393	0.602737849916898	0.868914549745814	0.817252304020812	0.84374981557678	0.835075592529057	0.795957383789439	0.632772288885538	0.824234868358593	0.811808080330063	0.744746340959037	0.715129342383282	0.81506731155778	0.877469657316844	0.884303679235391	0.790536828223791	0.74137841939751	0.808680010268673	0.887075043616469	0.931081421437667
CD47	0.890056144306274	0.761330663191661	0.946344034803791	0.800445893224962	0.629959762981508	0.810437443445052	0.376947174090421	0.877572869811039	0.874926704965857	0.920426855839217	0.820849670036602	0.873647002419219	0.770566443516154	0.203968793278686	0.79252250723041	0.546026766375017	0.856874436344939	0.953586170745426	0.890576029535385	0.896900597132263	0.632953293760236	0.936243564198035	0.690626481968526	0.917348224590365	0.903546688284379	0.908606431233759	0.843332833151523	0.889941303872688	0.885590213195599	0.840385991289555	0.173734437732329	0.899234140930653	0.793550849567082	0.435809750371494	0.734473636907651	0.924400751848208	0.856416121081698	0.823514348988345	0.389323573817622	0.906906798496431	0.803422255242304	0.870585942422246	0.676001436747755	0.934756113873715	0.869585972270214	0.853652845042338	0.572785703560609	0.709617945242336	0.658408585702531	0.697137744157279	0.784226852013001	0.869795342540403	0.823764470830896	0.64087711851526	0.350669122056974	0.695594112455208	0.124706836611331	0.829523585076329	0.806315973290726	0.745067172564357	0.598291897270965	0.674473979688787	0.927931401332238	0.744019519638188	0.809859372243276	0.704190288364215	0.579753667266793	0.877173212946316	1	0.844731498439291	0.828322424404478	0.432167542019621	0.371257892617161	0.397901654200553	0.809435096867525	0.746474896112357	0.679650172162257	0.77937481653273	0.901966575793121	0.73667617140757	0.930936404712857	0.745780784891228	0.900957009711809	0.744205273881404	0.864297396409558	0.866747765792847	0.864486769271509	0.597596515178796	0.576661566090787	0.641163402884612	0.520129279438536	0.85326890477843	0.861918993686684	0.890040247285015	0.92487302702644	0.676749852925887	0.559301430907174	0.838226678690211	0.494688082863772	0.921983082922048	0.842098020538285	0.748268672352454	0.766764734029054	0.755551438659938	0.515737769515391	0.542229897521977	0.356940271766066	0.912479945614317	0.53617286987186	0.960521040507196	0.850810031061587	0.425076252016905	0.874729614062654	0.759518320968947	0.765251387706059	0.748906323489673	0.746493847121769	0.572439066146076	0.860354004871947	0.833015812201625	0.63790375596821	0.713764519892887	0.903647260478856	0.803677839778013	0.948414048005085	0.881477031970059	0.689879454581929	0.713713704788505	0.837451944676593	0.921252905612987
LPP	0.86483793844522	0.744531918863396	0.86337123654935	0.781000146723619	0.700937060164204	0.822976431799451	0.285648687676765	0.946362072906283	0.914365537063262	0.849758613591536	0.924119503165386	0.819938493763408	0.87985105937748	0.227271162210169	0.818260629931695	0.767799993321328	0.836055140128118	0.80264023636521	0.848519699203883	0.908523295815005	0.761190124290108	0.88882977562253	0.767719330203934	0.922264761712206	0.823557556373994	0.873521694895604	0.8649957027791	0.864066090071817	0.867777366531382	0.930387187346405	0.280323596255579	0.911346954957155	0.882279936525156	0.614430815002958	0.839337583970426	0.884063489587569	0.842861036676725	0.910956911398746	0.677560209889365	0.920120157529279	0.785827021277972	0.894618739913541	0.510429748814896	0.820856421847483	0.83061738453912	0.897869560135898	0.552733666945562	0.869829708982741	0.764805220185725	0.746797400334239	0.869487238261672	0.827716409935324	0.851868093807672	0.801577738159476	0.354781775435134	0.852762938457307	0.0549600275999092	0.897191969603213	0.823919979133262	0.788602669944795	0.766398840967963	0.80847444099394	0.84623664966669	0.857391969303184	0.788508460182683	0.825133322328653	0.778035570156178	0.915110623517051	0.844731498439291	1	0.913847634260847	0.457431339983341	0.19600191850756	0.241091791906312	0.779950264920853	0.833872025328992	0.864991646589736	0.809235402128805	0.882813447884447	0.815778422384502	0.851695104724356	0.782771951451412	0.782229709248562	0.724270013889843	0.900899349046302	0.872167721079625	0.85515896342145	0.572144107048478	0.584525229040136	0.78390262554862	0.564701006120579	0.815309566741738	0.879126146449647	0.76268724121377	0.83893494099483	0.508663890828887	0.777714192580769	0.86778757412931	0.490264822186163	0.761194539354046	0.658103920680694	0.688239609431986	0.650599089251102	0.770226396637448	0.4452257590175	0.56945942773218	0.336018447764933	0.818445824801587	0.591500406026382	0.784750442941703	0.839235161681334	0.47191755462637	0.888783499156446	0.791279428392594	0.858195807418401	0.783714201981294	0.75129978666039	0.54141668093107	0.775893373249956	0.736954261859431	0.777139486942952	0.807939891511017	0.808272587780897	0.84854143961088	0.847270667808429	0.794679775690045	0.800824933342638	0.763553654485699	0.894985935279601	0.856358485356913
ITGAV	0.865633926610052	0.73072193878058	0.823678235745443	0.755002897452938	0.778902569143364	0.742648768215502	0.201595295548064	0.950195507026143	0.915258561238335	0.838367985135373	0.942613066809256	0.810903399668666	0.865710653690177	0.145258494674852	0.843740095100522	0.784173262637346	0.825170565426151	0.757614483635016	0.814483115117923	0.904040860820801	0.762772769284834	0.863656190497638	0.721188055104441	0.930690896031599	0.819556529810051	0.838713469783878	0.842620800813243	0.816317865919626	0.815428874511927	0.946113745455881	0.198056688580641	0.903498154248221	0.902917659308382	0.606944597520186	0.887847713413906	0.850870949406275	0.822294741262787	0.930276126294263	0.703660327635182	0.898282736218341	0.755737237247383	0.918605002979921	0.399052944594529	0.807882300003825	0.82036935449155	0.918459032384979	0.454829298938296	0.912685633736599	0.769111206182153	0.773379701483561	0.899765146185697	0.794039917771448	0.892388021816558	0.869044996767516	0.297140233382522	0.890475885053655	-0.0523045525243836	0.911729294400405	0.84986704568983	0.838665035085195	0.765673196258068	0.807718933513861	0.797200033603046	0.870871623871877	0.71444851673351	0.868704646825455	0.798222278060167	0.876410021694899	0.828322424404478	0.913847634260847	1	0.437142029119354	0.083689428647737	0.0699381216985999	0.792839893023919	0.835016834658649	0.903084697297194	0.821423948355892	0.877124482548206	0.799381295322374	0.819228948804601	0.754643549919829	0.727828033398129	0.696783983438979	0.894379929968172	0.854715002113296	0.856248636498267	0.495474290887583	0.526793967894839	0.856974916826681	0.599229231206453	0.783693844057527	0.831565278664078	0.718903345686937	0.791762176419705	0.418308845784693	0.773613764566304	0.890510188524004	0.404240802767979	0.743489505758745	0.569802480906563	0.640506397216069	0.546404985926432	0.766032861039928	0.315884705484892	0.561873477692848	0.27549052975916	0.81092922113584	0.57489589852905	0.745188680421642	0.83388671091962	0.432092240582599	0.869648246775751	0.762842533787763	0.851856588223864	0.736027775833265	0.723293619151738	0.506637911434914	0.746469379497813	0.682126362282598	0.786486754478622	0.877846204886175	0.803903309161372	0.894211149094523	0.805334883472937	0.755674293577951	0.843698160167989	0.777268202086454	0.902605282219432	0.815180243026707
PILRA	0.50866167605322	0.806500522119462	0.549114775589264	0.116475381784077	0.545268513287079	0.671496263943416	0.452587148429224	0.467552720299357	0.572821400795232	0.42011285439533	0.449092613587106	0.584665492216808	0.55381353072004	0.766865689418746	0.536903419821947	0.562101880887606	0.695802182239027	0.287906433316672	0.647594583163425	0.575443415238197	0.677790035547064	0.369371941986018	0.812247016774963	0.459083527602578	0.41915386741075	0.662643210762317	0.534656979805616	0.472056990432096	0.52587666202099	0.588570014381978	0.63272355171359	0.461711063393738	0.464488083720022	0.798366672486206	0.570753909805843	0.421583353466249	0.654676444848578	0.449893924804178	0.385703463046611	0.606533761086795	0.65794900077888	0.486067598329638	0.543928324922749	0.435607140214873	0.667659237271889	0.498505446689973	0.495053680131488	0.352738740876336	0.313649805608469	0.328227449633324	0.44091513371269	0.475569449767736	0.375173286671734	0.430254213862728	0.858038865215322	0.535265218401887	0.65844976154369	0.261928147108959	0.584220078001451	0.564241145460172	0.412762881446991	0.65092382171128	0.527829449149669	0.452021292721307	0.597445387478729	0.534502819422816	0.429502133494588	0.521696909547357	0.432167542019621	0.457431339983341	0.437142029119354	1	-0.129692905312839	0.222266447704332	0.468487997821086	0.692504020560195	0.427670792221809	0.67472353369757	0.435343836561283	0.606421139001383	0.58459198289311	0.251361420135379	0.607647327082347	0.769326353444676	0.437574605177126	0.630542846929592	0.557408735589191	0.701183806051449	0.705357308070416	0.586955621560708	0.214188475939854	0.273800987767257	0.448131228808309	0.328382375849911	0.390931608377213	0.28865414956042	0.530415121874268	0.307376246161404	0.600514541111947	0.386743693829051	0.238053129389783	0.140398210504576	0.40864480355796	0.377609407917708	0.717143564610333	0.624273396037469	0.654898349510654	0.448462766411454	0.775689791644117	0.378148945442478	0.693117423610044	0.730770885152573	0.401136869634128	0.64138429331492	0.625283022347355	0.724964611861602	0.736893528054294	0.685915135962674	0.716497578460852	0.551287205210895	0.416963860366273	0.428172321036204	0.378070167293393	0.533354601329728	0.348984561048377	0.238494006906227	0.46434855853431	0.569486576654274	0.5813038177187	0.502547625695167
ASGR1	0.126136465529349	0.164415723190917	0.272020926772319	0.514256098492	-0.102090701194697	0.288050169103629	0.577167595086744	0.190620424740157	0.104589212612768	0.257273206580901	0.105529193516196	0.0902721551294498	0.193527186096914	-0.0218511771982898	0.161859916551615	-0.0307637470473483	0.0687792845033178	0.481761997138564	0.154942206674437	0.145513140718568	0.0323146622237733	0.37972066480308	0.0658659323626558	0.160994989331853	0.170196330308572	0.197965651662027	0.221761411744534	0.279752314676562	0.395337638927	0.0906425150234691	0.0999637907833481	0.184620810586935	0.113794895189661	-0.0588051146240166	-0.0967829435717793	0.268616926290466	0.143845235640873	0.101829263167514	-0.0904997729617648	0.157130834416768	0.138923102399837	0.0822319140004324	0.443850891470482	0.30270999558239	0.144281383840912	0.0611998051154325	0.358455146928787	-0.0351349348596899	-0.025939908146242	0.254903588725408	0.138858843909704	0.260146856495555	0.120381521675137	-0.148330589736806	0.0515360096043977	0.0102395350025201	0.139993716976647	0.184976685149737	0.014958157469862	-0.0629556693889532	-0.000121565108457414	-0.0549943033963429	0.290067620119377	0.11038277290823	0.357145233236128	-0.0574761785947089	-0.0186769393628655	0.312293234616965	0.371257892617161	0.19600191850756	0.083689428647737	-0.129692905312839	1	0.724444945415718	0.389836691072389	0.0534367572831595	0.0168723016382394	0.128444307727469	0.214871083157454	-0.0237837346719942	0.319221563553211	0.454998850912429	0.326508501396606	0.212996516495256	0.202372300296978	0.315878371477883	0.25217439081991	0.284539226137764	0.192435515722977	-0.088126653635648	0.0735951693598425	0.48940890362905	0.329857371526224	0.376907744784154	0.386022416001649	0.631339032425755	-0.0243167318953082	0.247244042093727	0.254964904715189	0.335276592726346	0.509677448587913	0.505379251655536	0.396546920346194	0.212564433385828	0.255553681590734	0.128431339552533	0.221835190802669	0.264024947282922	-0.00663410564881798	0.411858207881572	0.132385448772499	0.103399348044926	0.212103031422872	0.207216563745416	0.0531634678118081	0.172183862801886	0.0705122825363458	0.113707757851433	0.203728789990087	0.334873333695681	0.169853637287171	-0.0670332512464191	0.333193146306375	0.158408157568196	0.429305329531623	0.361843349470131	-0.00587415749637559	0.0931065885225476	0.13847530719036	0.439896079978838
TREM1	0.204118624504804	0.371211762735761	0.413849349124699	0.432168548020566	-0.156888475246295	0.569453902397317	0.680125600606673	0.218182747586906	0.195639462605913	0.25649253745158	0.146608334183781	0.229451512669909	0.275218618376859	0.438240423611223	0.181786412690685	0.0236289256635962	0.256141104468683	0.437910077975535	0.369702680125811	0.206373122288772	0.0934958070545047	0.375724111170187	0.365976906513058	0.176398932685707	0.234672889591262	0.404370022973176	0.268679742293296	0.402535734233111	0.473818849809599	0.133652208201495	0.472240889938578	0.228788137553024	0.153421297200461	0.223383437503171	-0.0577711594887599	0.359211093805031	0.294797090424432	0.0628594602588981	-0.0993572760024858	0.286636393893729	0.31503544462627	0.0808247669550076	0.771130910752487	0.329558428787454	0.329880797922849	0.102809788783821	0.545513481955648	-0.0923202585390304	-0.0234923251095437	0.0323804798142301	0.0423408039655922	0.456785239604734	0.0499235709399793	-0.140218629327473	0.377042445149289	-0.0118868396701619	0.596210444430635	0.111217753888778	0.0274564745907474	-0.0607721968012238	-0.0544353149745227	0.101314598403738	0.463223696773384	0.182130431503595	0.517707597220746	-0.0680213826573584	-0.0112639159071773	0.418914138321953	0.397901654200553	0.241091791906312	0.0699381216985999	0.222266447704332	0.724444945415718	1	0.310592351816875	0.164774757162282	0.00316860229474037	0.25805887457406	0.262527791379904	0.156751128735339	0.477400386181352	0.3600187106668	0.508960767577611	0.467021906511594	0.225219322276827	0.396468868072325	0.354496123094855	0.497959197188266	0.395428765868313	-0.112906607654228	-0.148740098307456	0.46864491684096	0.374604594292364	0.434280087037322	0.402656380106143	0.783596222264258	0.103391976648968	0.210552049668911	0.530428737526746	0.37625002301557	0.613812212944602	0.452482306694613	0.680799030902479	0.268310083190751	0.679866433743525	0.227164761823463	0.445654728522007	0.355041491284743	0.214086942755922	0.465358230204433	0.244373108358532	0.424310076836058	0.210903650559136	0.340355625862829	0.211049921598109	0.397374511886398	0.367068192387927	0.362464542327206	0.395751953417923	0.582360414116586	0.103280303574532	-0.169052909142427	0.309715877991315	0.202146041881044	0.437029906292387	0.374991123421054	-0.043545183543351	0.247822177338252	0.186313907137009	0.492663457281098
FPR3	0.782410309898899	0.712778868110651	0.803323486417772	0.731683880096942	0.729193624353515	0.720338899259097	0.426955258953458	0.827487116849119	0.808590726976815	0.828167064319034	0.777441807396195	0.769897787222041	0.756069150426335	0.146905387508697	0.722953422925602	0.645673437532974	0.763141789722316	0.779715894910297	0.740305420536801	0.819870770174623	0.696524559683876	0.811428027898863	0.658182702740134	0.821443061238161	0.765782555630892	0.779825324150565	0.834967273911836	0.728026564755245	0.828473446083249	0.822304167308733	0.200513879956835	0.822374514548173	0.756945389019748	0.523248900129241	0.740471568208832	0.780998141685145	0.768447168702931	0.811548568916175	0.529655505895611	0.81153283592481	0.732215566501824	0.802778447607286	0.469587975672959	0.775044895063303	0.765106523343558	0.768867943051054	0.505353309826688	0.682162946280016	0.570835504812921	0.804929924389771	0.801375063154621	0.673239070537177	0.745365459641229	0.647090449654186	0.366745124046721	0.748736943117816	0.0627568187169189	0.762878315815858	0.808215767612918	0.776733240413098	0.6564045690887	0.679960316834634	0.76427914962117	0.687149194456698	0.752897514361705	0.739517929514408	0.635712817686964	0.788680557228457	0.809435096867525	0.779950264920853	0.792839893023919	0.468487997821086	0.389836691072389	0.310592351816875	1	0.749922749584902	0.729549600860068	0.720571534888594	0.756380080996442	0.701937927801507	0.773399415408075	0.774791294632339	0.736095787553242	0.674769338552384	0.790072512285979	0.823961795597514	0.736044077353483	0.545709414770265	0.527060929171495	0.747774196399021	0.65686288532641	0.771730331652352	0.766031117797891	0.672511225542065	0.81476718179885	0.579138088127896	0.607286467415363	0.767243916650098	0.444606474855051	0.710969831965404	0.622010604872512	0.603950700774093	0.50593199984688	0.702597704017556	0.429514778728076	0.561160484401889	0.491361344484477	0.74471424664945	0.607964106835429	0.751655381941368	0.794812784941445	0.361587941068852	0.768969084873556	0.758257754739937	0.715601565649009	0.696819027658508	0.64369708356646	0.516874069530569	0.745357806745675	0.65789006281794	0.722646940160914	0.754269312704767	0.797649678125794	0.751605703604211	0.793248146247609	0.694862888267745	0.736081164369557	0.618522439034824	0.819705944888567	0.806401570887439
TSPAN14	0.812620229760992	0.845142812983404	0.77906193945173	0.589571299173748	0.755725416547337	0.811712745026185	0.362562393680036	0.86740947550526	0.876447085860839	0.755953364189422	0.870001124184942	0.789944126323548	0.873557481143048	0.425086618207524	0.781156994870906	0.825116996615775	0.849198458032515	0.656402597585196	0.829055617936784	0.863308022949513	0.857143671961827	0.753385526039387	0.855787232454909	0.836438019865167	0.736274169543819	0.867490592157369	0.817398233291217	0.769853939840858	0.784391907054821	0.906328424868152	0.450214070006412	0.838912969522004	0.83633702499954	0.789198650612757	0.837849301439809	0.762829204455585	0.836044937418263	0.843504435143448	0.728023902570909	0.875795429325043	0.808566607487655	0.836251421945319	0.489774516164833	0.745902702235257	0.823474391977027	0.841013670286287	0.550140245030847	0.786125397703317	0.696831900166791	0.702355878859597	0.835119893287604	0.728126874476373	0.786193892265943	0.818991501687188	0.574637027693523	0.889293651663711	0.247824964221063	0.763745937153985	0.809562408458788	0.809791662234793	0.770376157634637	0.815067206279317	0.771944536169456	0.803638278056428	0.779291052638891	0.832513203612967	0.809753540131057	0.830584533779159	0.746474896112357	0.833872025328992	0.835016834658649	0.692504020560195	0.0534367572831595	0.164774757162282	0.749922749584902	1	0.839445238699756	0.837293633340588	0.777495834635243	0.796802393181477	0.813272025230156	0.694572679044748	0.753926167023784	0.78790008515458	0.807144900540498	0.848236149360929	0.827962619582921	0.663312093505158	0.699717125692318	0.834885965099664	0.534077337975862	0.682776801948929	0.795619422710617	0.665683409106572	0.705267032632387	0.443248096026528	0.799656360322125	0.76233323865192	0.563375318579928	0.660940684356232	0.526654124377739	0.518015566994314	0.550062150087563	0.739504776925717	0.564276130151061	0.68437145418925	0.505091377645114	0.740099754271885	0.742057183886289	0.664491779046688	0.868973021848465	0.628235953125907	0.803561429366401	0.804415421062382	0.907399177000021	0.8687849276073	0.81433100446837	0.647202843520788	0.80866515243767	0.684358119322987	0.78383400798402	0.78301606148345	0.704958463577878	0.847885334873182	0.719575807005761	0.657317352496687	0.79507289995402	0.732345746971983	0.866065259268521	0.769856625025501
ADGRE2	0.76228745117457	0.635845167071446	0.693444067421378	0.676358133513664	0.791613845709197	0.687615610388926	0.178794778198392	0.885203628671064	0.849713148387375	0.73627045284027	0.894131458960043	0.702365412256096	0.845001694014866	0.120394745833236	0.741237734320998	0.880714511982827	0.72144543294421	0.617315934473739	0.69289276272526	0.829842928205849	0.821743471154911	0.759692022489383	0.723854829774174	0.842824075727934	0.699806471919668	0.738162939154485	0.776596430662362	0.692101925891592	0.741364256127086	0.915423010443333	0.22579159407256	0.820636739521563	0.866923269857916	0.685972275346703	0.87566003233397	0.743568118384483	0.724302213001272	0.893554686363376	0.861611378470158	0.815654971818213	0.673702024292893	0.843453755275305	0.271570121109131	0.681494788788013	0.695061226222628	0.873563176156944	0.422556248710906	0.894014747707687	0.780381223526445	0.764485434090234	0.873230315863043	0.65407538796959	0.81995605227585	0.861236169809797	0.297737572222844	0.908962566040566	-0.107834354995261	0.839355148269476	0.811798123159921	0.819712416558281	0.854525340473897	0.803623576666605	0.650070768730979	0.798123494553765	0.647851966848156	0.874886083808727	0.898063544266426	0.802243045758475	0.679650172162257	0.864991646589736	0.903084697297194	0.427670792221809	0.0168723016382394	0.00316860229474037	0.729549600860068	0.839445238699756	1	0.778015191368825	0.755540641038187	0.795579370062965	0.681357446773463	0.757501152502747	0.563510843596633	0.6075935037417	0.825152749555791	0.796708519808022	0.749216018562891	0.451328091784449	0.494796680366044	0.884549283660812	0.635129045719069	0.675629949266867	0.784799421508632	0.573051868296235	0.676932976243703	0.304420058747188	0.861007910626581	0.825925509975828	0.318488137965706	0.575658750244272	0.446983383932564	0.534264107931758	0.402464299237596	0.747256269976463	0.268277834634668	0.559098451368495	0.346900915740239	0.656457473890228	0.584330808144025	0.572492591040443	0.754833958705804	0.392015062403197	0.812940482055522	0.774346082918872	0.854597904175275	0.702735388413947	0.65192536248921	0.443648901895763	0.595359817709021	0.538434594837548	0.815548906326493	0.871804056277216	0.672070285594631	0.816657918783197	0.692033398495008	0.626248228336863	0.867049932032605	0.707114869789019	0.868912122151199	0.710854176272303
SORT1	0.757758107656843	0.825306596088719	0.791631971944029	0.623672460103233	0.669663649289065	0.805673967592303	0.440243715305298	0.833557566815793	0.867935673161528	0.740403559027709	0.805901281731495	0.746819993966653	0.852231534113101	0.480290077008052	0.787497824267533	0.746517517982921	0.829868961710961	0.682215831197464	0.808635478296553	0.863068330931264	0.8180538035708	0.787745393423331	0.860995642504185	0.812144722771474	0.703889600743922	0.854325830343727	0.798497586486917	0.793552252344346	0.802739953361267	0.87402476771642	0.445797572061438	0.794280971701022	0.826441518675182	0.753014985280954	0.769354416739376	0.756096398297677	0.844614644132863	0.792513488626115	0.61065597716813	0.861177018779027	0.770921939362424	0.803101144802386	0.606226970270503	0.738818932196872	0.813321370347345	0.835714313403745	0.645801657708361	0.728157680127132	0.612500239246476	0.659174299660481	0.785206981068291	0.753960434070491	0.784141250396213	0.699071781240272	0.597860526148515	0.80302136136553	0.291949411111072	0.723145565102403	0.774924890100803	0.729218291541987	0.676700383892227	0.788856491526184	0.788325846141862	0.80353107702587	0.776258796587745	0.741006813972949	0.702973294922548	0.824928149648455	0.77937481653273	0.809235402128805	0.821423948355892	0.67472353369757	0.128444307727469	0.25805887457406	0.720571534888594	0.837293633340588	0.778015191368825	1	0.752260030615176	0.757708810541268	0.844758576909032	0.656799441331419	0.769704831297986	0.832412813310935	0.76234544680499	0.880230555612341	0.860872298220279	0.719324069434449	0.717777131339045	0.766907215502738	0.434298477198537	0.723734879174366	0.812392821941918	0.678417685408585	0.723921242333907	0.506387549158495	0.733652022358541	0.726219161751297	0.620435482303636	0.685031622883563	0.551743067405112	0.57058198049549	0.627718985474133	0.69901928319596	0.559390663420105	0.69376710201998	0.469460450408367	0.75334207766437	0.654429683076534	0.702292485691562	0.849844483552965	0.656726649035482	0.801582059320417	0.801987882176089	0.803192853245547	0.772745313600387	0.81305751383998	0.666165706038132	0.796753343303631	0.750590666995049	0.706792833966582	0.712091438097461	0.72476591167025	0.850964625107692	0.736644933112559	0.666075129606815	0.762630498979466	0.815970385461359	0.859979000045519	0.826640827399626
