""	CXCR4	NCL	CD2	RPSA	CD44	CD69	PTGER2	LAG3	CLEC2D	CD3D	GPR171	LRP10	SLC16A7	APLP2	CD46	TIGIT	ITGA1	CXCR3	PILRB	SORL1	ITGB1	ITGA4	LAMP1	IL2RG	CD47	TNFRSF14	PTPRA	CD96	CD74	ENG	JAML	CD3G	ADCY7	S1PR4	TSPAN14	TRADD	PTPRC	NRP1	PILRA	RACK1	ACTR2	KLRB1	MCFD2	ABCA1	TFRC	CCR5	F2R	ITGB2	SPN	CD6	STX4	IFITM1	SLC16A1	VSIR	LY96	KLRC1	CD247	PECAM1	KLRD1	C5AR1	CD8A	CD8B	CSF3R	PLAUR	CSF2RA	CCR1	JMJD6	KLRK1	TNFRSF1B	CADM1	CD63	PTGER4	GPNMB	HAVCR2	CD81	TREM1	CD163	SMAP1	SIGIRR	ITGAX	ATP5F1B	PLXDC2	TREM2	C3AR1	TNFRSF1A	HLA.DPB1	C1QBP	SLC1A5	CD4	CANX	CD68
GPR171	0.802933553055224	0.193357429882841	0.90131745197982	0.382599638112068	-0.16494773031406	0.931842478401385	0.932869854978181	0.774580079159883	0.935754290282098	0.90586759582985	1	-0.15731721972524	0.861014879905674	-0.648820781824662	-0.290469025492849	0.814360520918225	0.902209498710664	0.846426743792426	0.838567772508807	-0.388964070024056	-0.209642554715046	-0.288504058098077	-0.330341574739534	0.912341859530903	0.530486223217953	0.312356650239013	0.474993788303292	0.91247130161326	-0.462385284365801	-0.490588293932815	0.586354809758594	0.918354661082164	-0.251897522162609	0.969074166666298	0.41261884073683	0.459481540293659	0.788320606329612	-0.729874871913064	-0.692276177958112	-0.0610031709945873	-0.191113848128933	0.893439220959705	-0.382925966860753	-0.822123148176326	-0.278067761871324	0.800234890894622	0.845625136176949	-0.451522140350977	0.882048190380474	0.890772353072974	-0.279891449897383	0.890986232375756	0.499210434046371	-0.311684967838891	-0.74956341896714	0.738688006153772	0.938554562490172	-0.406283919295156	0.692000401964691	-0.723134430959092	0.830067627773403	0.808966824343902	-0.626344732436935	-0.677588456401433	-0.574041337570134	-0.629106313757337	0.529175097889757	0.926921743409472	-0.205895307682958	-0.739938779780924	-0.573624421146709	0.408301149989246	-0.772508083878288	-0.553573640739103	-0.585639992649104	-0.746008671773736	-0.705240984769538	-0.42863514364333	0.571767659333446	-0.760718526724988	0.218940922302856	-0.638126104691019	-0.450235729589565	-0.671932600590251	-0.515664619160425	-0.444777391021775	0.213147175793478	0.385193468368353	-0.537534050007115	-0.588636852187868	-0.700886643858144
LRP10	0.0696646286761234	0.797667785605794	-0.148009138479409	0.646104507727485	0.622760928071938	0.0127880239312329	-0.164668311046331	-0.133846541742342	-0.0121489939503798	-0.134659640147137	-0.15731721972524	1	-0.063031415257952	0.684689367276778	0.678949007379776	-0.0816339683163941	-0.109419256866316	-0.133232796661972	0.153547260544604	0.744726364530346	0.856717403591408	0.848980335075009	0.735595027178771	-0.0992261957776143	0.53569536294466	0.443782682396441	0.464181088618409	-0.161618928349722	0.812314944985527	0.76115244490316	0.0981477081472442	-0.168959595732811	0.830942888755303	-0.146142105148553	0.430842282498269	0.407364796296629	0.25905869906323	0.619634569958779	0.48685810331046	0.763326138712409	0.822653023264461	-0.154304833667514	0.471279297681117	0.226070730405035	0.631353646550315	0.116934633069237	-0.19402032633888	0.795848184445421	-0.0180987276586973	-0.142029474189181	0.806339074818992	-0.152512474357783	0.45826882647748	0.817573673794347	0.488211757551681	-0.0869706817079191	-0.168435625069575	0.752585886977094	-0.177692101234663	0.482790689542996	-0.119302541762902	-0.112064474538026	0.707116871905185	0.659438555255161	0.745655379802101	0.605646987672139	0.420284893569655	-0.140444413863698	0.677066964524015	0.553581632983785	0.704188644099199	0.635312399836587	0.201353186868351	0.775077291650741	0.735710215432401	0.509396433592213	0.644282930604332	0.542300977293467	0.437839500460526	0.481154826339061	0.694390426508813	0.714433978676001	0.823321630701617	0.670424021232887	0.741420449795408	0.805704661159648	0.68724415742467	0.506808507337745	0.724034671176188	0.699071937757069	0.551849864733312
SLC16A7	0.789016545886588	0.246573810471767	0.931396563620165	0.369825152316582	-0.13854352139534	0.915156373159826	0.921160041275987	0.878566622967031	0.75348010095791	0.93736148908591	0.861014879905674	-0.063031415257952	1	-0.633018868014536	-0.183537883747251	0.898141429823963	0.944509485675275	0.905545003393408	0.848910272224749	-0.381183011456336	-0.136779490061586	-0.264927145879213	-0.264630681698091	0.926895151635014	0.608969851617931	0.198361594249986	0.51661297759774	0.938105621522693	-0.439383523461924	-0.45466187181752	0.63774356035371	0.91329976637316	-0.235768215947579	0.795925149191059	0.427837469575764	0.357140446444004	0.82874403113589	-0.705288177678206	-0.671242719229245	-0.0647459037746568	-0.165337663960777	0.781893980631915	-0.368427595182522	-0.807372565076702	-0.260113158595692	0.798557144230744	0.799692910718504	-0.387840751907398	0.915719252889188	0.903252852849371	-0.299011035858458	0.910110688396301	0.359779926966578	-0.281609549216485	-0.720178389194106	0.827257812133405	0.934946671531688	-0.314313671088282	0.630149747052458	-0.70154077485511	0.918849914850133	0.904216549030023	-0.598028974061216	-0.640803727927123	-0.550107057220543	-0.570724712238245	0.515367624421898	0.925007659809961	-0.198810191874476	-0.713421175940525	-0.526955124082251	0.374299394487426	-0.743693003982996	-0.487004928458987	-0.54357290321422	-0.716244820587919	-0.691010436862321	-0.410132745759867	0.501136899268371	-0.766386233242031	0.266217700072607	-0.608811867082589	-0.42086782668365	-0.635551679341932	-0.45493905940386	-0.421880705556118	0.253497919028059	0.485386621396165	-0.52070596776758	-0.570187326390464	-0.670258226590615
APLP2	-0.342966319561535	0.4968425357732	-0.645908431305441	0.335454437175206	0.667216813513315	-0.551060679835658	-0.737434353995602	-0.613960546023123	-0.478993154821867	-0.663324723677139	-0.648820781824662	0.684689367276778	-0.633018868014536	1	0.683680776811022	-0.657834639818566	-0.685986898853587	-0.600259431991728	-0.400800015553274	0.87491758792169	0.804416979712613	0.761757697325218	0.862073787651404	-0.588855456806999	0.128088389129377	0.338862649837929	0.123568513812974	-0.666305615542979	0.911752438877263	0.921342920800597	-0.147941412335802	-0.664705334303986	0.782484976876395	-0.591756777060326	0.238138200919561	0.0944661614240843	-0.284167481930882	0.958061517212422	0.860113258952157	0.687520890580217	0.815358474535978	-0.698050573158985	0.775522411815792	0.759012138480254	0.763908489289745	-0.330600313424727	-0.548123121927914	0.925949062063964	-0.58256394856515	-0.584772107618167	0.827356601882876	-0.628770576712125	0.200424185190007	0.826146388000637	0.901031988112355	-0.682315752492845	-0.728641215752582	0.812936170258903	-0.720011913947577	0.878521999691715	-0.638275204420004	-0.641812078938242	0.934886651730348	0.977164675909399	0.951754785417963	0.91342531629527	0.125650728149781	-0.693802030979801	0.778327145188644	0.9449056741658	0.966294572709043	0.27785293418947	0.731304761896212	0.927440340740347	0.946355378268181	0.934568128767856	0.952433840771907	0.77357988310658	0.057945535188671	0.878755582934166	0.475865294431712	0.954458633924814	0.90945067339407	0.965733723977401	0.922300316802815	0.901616207801229	0.4604241052444	0.181518373095011	0.94700321292011	0.954685771255478	0.932487932235575
CD46	0.0104889088721587	0.590427006754697	-0.260309735643543	0.501947912455817	0.77071880169636	-0.185931011234509	-0.323012260100169	-0.258712816993518	-0.112283527648954	-0.2731230181829	-0.290469025492849	0.678949007379776	-0.183537883747251	0.683680776811022	1	-0.278867361625041	-0.282661168621741	-0.237580278679415	0.0820862511650552	0.636540201213653	0.707099652408973	0.520699100322445	0.690955073774885	-0.186685235006158	0.361702048983089	0.453942592349244	0.310690880571732	-0.264466121600468	0.622122510245931	0.580662831297123	0.212681147524859	-0.298141830204148	0.582846062480967	-0.310750634785388	0.315942233529166	0.265654125007062	0.0642948561102029	0.619580706512897	0.717707690042078	0.736261413574873	0.62456725071353	-0.324227653229714	0.70560061431324	0.540285884359415	0.557816951072797	-0.0174363761188523	-0.260536266289188	0.728417119729009	-0.186407044937571	-0.214380847600701	0.611796927172183	-0.26767574494701	0.400206178783015	0.717658550019672	0.70242418235019	-0.270739572349841	-0.324805592125619	0.573186740955218	-0.461383528523679	0.685979046773711	-0.26114860675961	-0.27015451778331	0.674617724601273	0.64385298884218	0.664223929637011	0.739871226815169	0.4235715935561	-0.311293672827287	0.724889344830775	0.65121201576452	0.709401653720328	0.356539746000795	0.541354853919794	0.713871074226543	0.556495352929359	0.554227565597564	0.581582818900832	0.748269934860323	0.322743588199369	0.557352898330823	0.546554697343989	0.659866633241848	0.573073026985695	0.67456424138699	0.736195494669575	0.659582930485	0.504838279709053	0.350449815251358	0.605087387804563	0.775874673869838	0.669196910060349
TIGIT	0.803083867976704	0.184910041912089	0.936785107384624	0.256063933423197	-0.175511323119833	0.889027509374741	0.902906006434657	0.928124410604014	0.691358616830444	0.953363212522245	0.814360520918225	-0.0816339683163941	0.898141429823963	-0.657834639818566	-0.278867361625041	1	0.934403104867859	0.916044941672633	0.777806777597043	-0.374820712113647	-0.155394978497548	-0.252612803531876	-0.337783003288419	0.912780097795944	0.563776179563803	0.044967214044523	0.527549829801589	0.928614642524795	-0.445999097680563	-0.462942152711119	0.497049359704148	0.917984087040577	-0.276156235291362	0.78869037442324	0.30017995998885	0.291282362780944	0.848650607531338	-0.714964728423081	-0.693470080454005	-0.169353658142646	-0.205834916104658	0.73064765615739	-0.485953894044334	-0.839156888872276	-0.276622637179332	0.807087497091187	0.830778502077961	-0.435420836133802	0.920873389741229	0.897949808935931	-0.27717202706118	0.918027819542231	0.291863922526948	-0.328612785704712	-0.778256509539604	0.821936028430153	0.937688333570874	-0.249924740668698	0.759873857215643	-0.707413967266155	0.95245096733217	0.966619762398192	-0.619564747156991	-0.660375938959706	-0.573819237569737	-0.559478176235975	0.419746892205316	0.928941940262235	-0.232979790719912	-0.730519408844253	-0.568739925963393	0.427411309972121	-0.784853478945603	-0.477423050639136	-0.564792487982935	-0.733144680386105	-0.703441646754944	-0.449500645986248	0.542919691877972	-0.747545937516105	0.191674526677229	-0.623746227824201	-0.435044977751512	-0.673305496386896	-0.466914692843141	-0.419507933435539	0.163540766292814	0.446329031668665	-0.55639692558945	-0.619703413412646	-0.704172713122969
ITGA1	0.805345209318134	0.176106088599886	0.946683069720686	0.280297316679348	-0.200969887355763	0.92955054514369	0.945232496887754	0.879819121267376	0.776590984895701	0.956651048479648	0.902209498710664	-0.109419256866316	0.944509485675275	-0.685986898853587	-0.282661168621741	0.934403104867859	1	0.911777788101987	0.835165693323082	-0.409784989531203	-0.173063753115183	-0.306328984747824	-0.341347030209772	0.932428286214908	0.546463330296458	0.129060707364756	0.487006152856506	0.951922210390255	-0.485739342915906	-0.496850875570856	0.549664069744793	0.929887729652097	-0.278814080410465	0.846234442438318	0.380848491104733	0.325149076334173	0.828032814244208	-0.735052275033692	-0.707663703672676	-0.160557143052754	-0.218990169064583	0.825136262116268	-0.449035827050274	-0.850174730148762	-0.276728584379651	0.813427487260831	0.824783323639193	-0.476479746301297	0.916364057822643	0.921160726417215	-0.28685300563601	0.922885306545623	0.367513307580084	-0.353220264742026	-0.794299199422075	0.867883004395337	0.960336192685637	-0.336081382630584	0.719428000304541	-0.724711197882621	0.928810329844194	0.928017318638269	-0.637092939833122	-0.695995759307746	-0.597671285048492	-0.60500384970486	0.471192066342323	0.954980685091959	-0.251481711590745	-0.762330136484479	-0.598295076712281	0.406826280124602	-0.795435306189959	-0.528822649877365	-0.587273526105855	-0.769470988669652	-0.719142014140599	-0.475836170035222	0.519595310326112	-0.757256319843791	0.186466732765627	-0.652577956500948	-0.470559835361904	-0.699903648437326	-0.501530883999065	-0.466318432218365	0.1403026478286	0.407570288363073	-0.572340934552922	-0.633367155313604	-0.730521450439931
CXCR3	0.899230731447856	0.211753906270784	0.985920472568515	0.311053033085388	-0.0758531628183552	0.92019169574721	0.84421619258507	0.943592627797371	0.75075763435423	0.980000092879312	0.846426743792426	-0.133232796661972	0.905545003393408	-0.600259431991728	-0.237580278679415	0.916044941672633	0.911777788101987	1	0.822492972109043	-0.321234444946082	-0.105988810141494	-0.297441841301197	-0.2495134064862	0.966821321965832	0.598472839979782	0.192678330646954	0.63630049933603	0.955641771598301	-0.432564857275564	-0.418871176011097	0.72039148952563	0.971713873371848	-0.237004565136185	0.823998093146679	0.477667310320359	0.254813054109544	0.869778774677956	-0.651087226391987	-0.631755281277307	-0.120510586325236	-0.123579974957348	0.635689113697544	-0.299256655134787	-0.76205827754502	-0.179053476583302	0.903176225682544	0.930629611913333	-0.363116584836815	0.954291711865623	0.979337150202347	-0.248450902168771	0.990062824891649	0.372335337542778	-0.310870277506545	-0.706852586127057	0.675005550296753	0.908891884359018	-0.256562635935643	0.566143396549073	-0.65084081656933	0.983844039352775	0.972909052360989	-0.572957565600122	-0.608668799243454	-0.543502054151933	-0.473487917125574	0.542662146584949	0.922777897723532	-0.0854753651565398	-0.683506403292243	-0.495834511015461	0.475392168208705	-0.706829712619104	-0.475301060756729	-0.514560249564624	-0.675635350542154	-0.661515893757889	-0.393799020503729	0.598161837600856	-0.718011278905629	0.300236977263828	-0.595257033336018	-0.41047663199991	-0.597491448107197	-0.401351051819407	-0.407487558994169	0.25054984408154	0.547688168110403	-0.482937449843663	-0.542081086468835	-0.637733043443713
PILRB	0.859429441671884	0.43802240942758	0.852011412774588	0.565996755844857	0.153346090615007	0.883246733161489	0.823549023978535	0.785071045188092	0.847734567539257	0.853816913561724	0.838567772508807	0.153547260544604	0.848910272224749	-0.400800015553274	0.0820862511650552	0.777806777597043	0.835165693323082	0.822492972109043	1	-0.103439881464938	0.124065338506857	-0.0604909957840892	-0.0631667950620498	0.877558726010591	0.73842509690744	0.446177418090081	0.692104174437552	0.863155481628603	-0.199363819711051	-0.245704005123978	0.712015601711186	0.861795258296761	-0.00838416885853565	0.797015568509954	0.582659205802781	0.574385024072798	0.888763303904248	-0.478363553851087	-0.412962311692927	0.206743133636812	0.0685205925755527	0.729695990034387	-0.143207466693525	-0.649752677538473	-0.0225565462946134	0.814549936373549	0.803224676285035	-0.11984415034087	0.882752063711125	0.846460769837352	0.00933287717791874	0.839972383939623	0.576917525038393	-0.00752990804894451	-0.493363306614449	0.674933223893722	0.848699558452942	-0.0668387482899716	0.575566099094881	-0.445225932367278	0.815655448971099	0.797979948508791	-0.33796886355257	-0.426520446677537	-0.299525887877447	-0.330255666885877	0.762102524598737	0.858549488231886	0.0975274680091668	-0.48979578072155	-0.280176055309513	0.590939581755347	-0.588125626449889	-0.239813188972985	-0.338192542781613	-0.552369320716066	-0.46363809693409	-0.179557651767966	0.764015750756155	-0.539922278816831	0.459913866185964	-0.364607850414463	-0.194430066359739	-0.393945475743595	-0.174508426740557	-0.170869728392303	0.438680160160648	0.627844415783294	-0.291069502249091	-0.283829077174737	-0.450529157461624
SORL1	-0.0146439964774464	0.71181235997284	-0.357259977726967	0.527132575489965	0.685966436266874	-0.232387355272869	-0.484296947036709	-0.347111027686319	-0.208055247641053	-0.376042904887225	-0.388964070024056	0.744726364530346	-0.381183011456336	0.87491758792169	0.636540201213653	-0.374820712113647	-0.409784989531203	-0.321234444946082	-0.103439881464938	1	0.910509238083532	0.852402076005069	0.778952133907163	-0.296124708573359	0.415392023231543	0.422587328225239	0.410889649939981	-0.392062787497239	0.940851716838925	0.931099415665843	0.0415137451010969	-0.37154320248413	0.866225881641439	-0.299852516736297	0.465364105857394	0.285116435725759	0.0643145525471965	0.825242756237252	0.699075295744452	0.7480979823121	0.915468669893054	-0.502033611375211	0.69509496897856	0.467860137510485	0.851692719067605	-0.0355212541987275	-0.240555356498212	0.922622523892032	-0.274622858757284	-0.294450282380251	0.895836927601779	-0.338316445451581	0.482878896723914	0.896322411035573	0.681470879124007	-0.505261783904925	-0.455441818327326	0.90278732523706	-0.529697518042858	0.727576600912918	-0.365654520138468	-0.361898968261517	0.896578358066272	0.868438973705791	0.925914864944763	0.809454998909302	0.362485388161097	-0.41226514497998	0.897338794423815	0.779833385967629	0.862682144316666	0.55482130322972	0.443511766896301	0.918652399051398	0.897498841237362	0.753284926040378	0.851598898565131	0.721868917481382	0.342561090858893	0.72295331628145	0.66402023499756	0.925036663491565	0.924802720011684	0.857479498297521	0.928995323890731	0.934224173519212	0.64152120134753	0.415423737185174	0.922180178435818	0.867441776129657	0.718118717605293
ITGB1	0.187139789672275	0.844648651286814	-0.14092061795003	0.681850476848295	0.756480996885324	-0.0178384849949456	-0.27252413578663	-0.125304662600637	-0.0627086541003875	-0.15757171965673	-0.209642554715046	0.856717403591408	-0.136779490061586	0.804416979712613	0.707099652408973	-0.155394978497548	-0.173063753115183	-0.105988810141494	0.124065338506857	0.910509238083532	1	0.837548323300211	0.86577691290839	-0.0729648816598541	0.621201182316059	0.528802223017218	0.587816856677233	-0.165674378174513	0.888537819749899	0.883167262228623	0.215639857707838	-0.174666504868935	0.870186692344593	-0.153767575200063	0.597204899185901	0.379982317709076	0.288831305693617	0.728520514325332	0.621003130292502	0.81568234828487	0.945599388325342	-0.327445207474998	0.689727854460182	0.347261754508265	0.810421677261021	0.181288942295509	-0.0800631951735029	0.905251359768777	-0.0645979477990395	-0.0820464188318205	0.914847940176092	-0.130980444782298	0.569269206732978	0.883051428688202	0.585367035905056	-0.263402263223146	-0.240995710660022	0.879352130085717	-0.391355684579768	0.631521195064373	-0.146392335360515	-0.142091196861169	0.803792273762872	0.790999043329113	0.842914612416165	0.775109127342892	0.564334974748154	-0.195983934798587	0.892092359392115	0.692156396190503	0.84605802556296	0.722459676848585	0.350309244354901	0.885504959290303	0.828698456901133	0.654725488498614	0.740073874990626	0.7117329318582	0.518410721880527	0.603114504956555	0.812500176971277	0.816484055494774	0.889240137995949	0.774407477141501	0.897075251793838	0.892057955226169	0.766824141680007	0.582528363080646	0.847262085766388	0.822903410828739	0.678097303275459
ITGA4	-0.0673363927362555	0.79059363256723	-0.313534210817981	0.609429304264817	0.509917437579874	-0.141272784738612	-0.321744876739529	-0.285374641141219	-0.149078339385684	-0.307756955642299	-0.288504058098077	0.848980335075009	-0.264927145879213	0.761757697325218	0.520699100322445	-0.252612803531876	-0.306328984747824	-0.297441841301197	-0.0604909957840892	0.852402076005069	0.837548323300211	1	0.693121852874235	-0.246945356797455	0.464361222462924	0.326697804935005	0.381559746715314	-0.324697075167368	0.909948534531534	0.881101416062976	-0.0410715844211481	-0.327991875982908	0.902373036002956	-0.210862389555983	0.329944543691085	0.305515522093351	0.120256421877619	0.692504141755051	0.475585947272984	0.74357259481409	0.884404095350903	-0.295153346965367	0.458556894105385	0.249551241787358	0.631489265393354	-0.0306599344777663	-0.274166857056265	0.839978971800177	-0.199017837027614	-0.276091901217888	0.802889608829245	-0.300557039349056	0.429628980697571	0.869782179016539	0.516957793488148	-0.289756143080597	-0.331472251006396	0.779125820322035	-0.287189289021127	0.491826682271277	-0.311748951828267	-0.302323148615651	0.774666596704751	0.754259379538339	0.832615774721693	0.621670238523562	0.269084026607075	-0.310118165746693	0.682919070245822	0.628404244574249	0.761651332517087	0.554028145161447	0.212761369045503	0.841245845515288	0.836490497686981	0.615640927504564	0.753673769088135	0.584965239054861	0.314057651754388	0.518952790931379	0.697495732038418	0.828611973320217	0.917671094795347	0.751161439183857	0.782574839603589	0.881296894951814	0.736969277991767	0.385173157833816	0.844859781443207	0.745888862919792	0.560414449235768
LAMP1	0.00938088753376205	0.651350440100159	-0.292066368106619	0.580004827737328	0.784129499076493	-0.202412296378172	-0.405838274378464	-0.281956328049203	-0.207600012122024	-0.312720823396833	-0.330341574739534	0.735595027178771	-0.264630681698091	0.862073787651404	0.690955073774885	-0.337783003288419	-0.341347030209772	-0.2495134064862	-0.0631667950620498	0.778952133907163	0.86577691290839	0.693121852874235	1	-0.228862574905553	0.444950743538398	0.559112311695649	0.414067938480275	-0.309047037724788	0.802355309926076	0.82809176140738	0.138239236326664	-0.317015311300701	0.757529353879206	-0.301728091698748	0.477265392759671	0.286560022082772	0.0604921378503476	0.771814689460736	0.729754068961861	0.775107343707199	0.84996134204691	-0.421555200198016	0.719375087484951	0.5392142890177	0.714722116686104	-0.0280822150963588	-0.240610518976619	0.881712007085202	-0.243031817297893	-0.234729265537121	0.843267657568832	-0.281493851895624	0.370902776718429	0.79365568988536	0.728556496267443	-0.386624528848812	-0.386283819416996	0.763617453105977	-0.520219703264913	0.718608203635446	-0.289960373085201	-0.304689486201422	0.759751883313714	0.847167051089581	0.814988811902613	0.788171584644109	0.460037646386968	-0.342439451146106	0.794314190065752	0.787145493255725	0.910057238760828	0.490448842712492	0.579165619415688	0.842399565718407	0.824699484048013	0.793191140929153	0.756542183483275	0.740877083915706	0.342476986943598	0.674573539979787	0.669190928074297	0.763358715425702	0.820533941355239	0.800950788902711	0.84777199323506	0.807206612262034	0.637809211701581	0.462686226383471	0.838667944628261	0.839652300283905	0.841048997851838
IL2RG	0.922026446559149	0.288358996529154	0.987387573048726	0.416701078089393	-0.0502438418254858	0.9564514014606	0.908779902799487	0.933683434137372	0.826650994837011	0.981216603884261	0.912341859530903	-0.0992261957776143	0.926895151635014	-0.588855456806999	-0.186685235006158	0.912780097795944	0.932428286214908	0.966821321965832	0.877558726010591	-0.296124708573359	-0.0729648816598541	-0.246945356797455	-0.228862574905553	1	0.665736770543568	0.271560960552901	0.656242503880238	0.983631175031491	-0.404370247500324	-0.407062822944205	0.720461513158165	0.974228076518391	-0.203021481954922	0.890177762056972	0.497811293611407	0.386739731544284	0.909932059941878	-0.666765803219073	-0.627787631992514	-0.0303281902351417	-0.0956403210191663	0.744037843264597	-0.296284283434673	-0.790306926391745	-0.18090006802384	0.908735856023583	0.939405758504612	-0.344381560631576	0.952986665251862	0.986798407438592	-0.228337728440102	0.982104823796326	0.482685169498	-0.252797732549091	-0.703243928861403	0.745613260748749	0.954599757991494	-0.260971124433391	0.618113563415117	-0.65728835572239	0.947239914718282	0.936432543231463	-0.567875267557422	-0.606317275426392	-0.522214455223822	-0.492567701256123	0.617611493914343	0.953632910227675	-0.0647661323696706	-0.678410160588539	-0.47780975349378	0.515130862605894	-0.725887064685623	-0.447436488506288	-0.519003000103905	-0.688242560925179	-0.667144357833624	-0.343606890978827	0.649836959678401	-0.734483879539807	0.353936358284093	-0.582168486000313	-0.391334150709359	-0.597812690401923	-0.394858523233195	-0.376465414659998	0.318908664325418	0.556306690699743	-0.474635663619795	-0.519603555411656	-0.636740242696809
CD47	0.773364834308948	0.847069321170968	0.605184543164186	0.838818255898376	0.460517727492568	0.682551685624887	0.496140454661825	0.580140308750293	0.563319174570728	0.592607672016688	0.530486223217953	0.53569536294466	0.608969851617931	0.128088389129377	0.361702048983089	0.563776179563803	0.546463330296458	0.598472839979782	0.73842509690744	0.415392023231543	0.621201182316059	0.464361222462924	0.444950743538398	0.665736770543568	1	0.560439216869428	0.872132326524768	0.596377005953306	0.341634587365758	0.330876811493172	0.660512853698992	0.57796385303628	0.471660755222985	0.54799999435548	0.7557531065962	0.599178937559769	0.869471108068148	-0.00290361106076454	-0.0683842103505416	0.589473517898735	0.607722992592537	0.357533856077965	0.199522204832026	-0.374343577279552	0.376786782025837	0.742246870893679	0.606020672725374	0.396496472081833	0.647603603634796	0.638322631312509	0.454563038125389	0.5983340319763	0.753148581643208	0.464772143345777	-0.118824218562375	0.375314784436121	0.53722893882044	0.41455883764382	0.200969117183934	-0.0731950072109842	0.571528105996884	0.556124583742273	0.131260121570229	0.105386209523412	0.225882088314132	0.134256643535157	0.852255306817554	0.555461576750019	0.539411986712768	-0.00797280851567473	0.245203391063311	0.83263844215686	-0.314799856836153	0.296591414015091	0.200821412794636	-0.0420848072386105	0.0261818306440225	0.249327754840743	0.833186984989924	-0.155513182015383	0.851961326977066	0.157626357455051	0.349870262921305	0.0933467031471261	0.321093682314149	0.360643337923273	0.831712385366284	0.829572101354743	0.262290927292011	0.192027595482229	-0.0176854531388024
TNFRSF14	0.43315054294355	0.587300229562988	0.19722648437856	0.731554445151023	0.6563183021635	0.332722023897987	0.16494393842612	0.0590210898517511	0.498636609737918	0.188139850315062	0.312356650239013	0.443782682396441	0.198361594249986	0.338862649837929	0.453942592349244	0.044967214044523	0.129060707364756	0.192678330646954	0.446177418090081	0.422587328225239	0.528802223017218	0.326697804935005	0.559112311695649	0.271560960552901	0.560439216869428	1	0.540946174319305	0.183772515729135	0.376840678573709	0.303313322093114	0.500147890069138	0.224058387691253	0.41288486318347	0.345858649154488	0.655439377371347	0.639754900922744	0.411908253034204	0.181144621422655	0.298975784275346	0.728042052340688	0.524991995222985	0.193733400702841	0.515755799110267	0.116523396758889	0.452279814026307	0.368262731583688	0.240771237707464	0.491929436359533	0.243687883973515	0.234306613235831	0.523721112056492	0.211682153483706	0.658218857800536	0.519248086107511	0.290161678761854	-0.0128860537017307	0.164250218623148	0.378167903345017	-0.0511910426452908	0.299700992944909	0.123125434067555	0.0851238820932895	0.295306727292588	0.331972174698302	0.378644359853307	0.303197569217708	0.745211860120714	0.184392797466809	0.623321586566866	0.277545420284963	0.424606986719221	0.59833135178469	0.190037143660895	0.334494867310567	0.260119683060771	0.239638527661128	0.173467434257763	0.465533495924586	0.617740178296148	0.172607691436098	0.603057159098015	0.26491338907418	0.35941289902217	0.296335594287207	0.414769743319221	0.420843779439254	0.609342807499971	0.544008614065785	0.33573561797719	0.398143243749077	0.351125985732435
PTPRA	0.824976022344675	0.768364307571191	0.609847795444042	0.762230332718058	0.564242158440774	0.645732899443028	0.412612394780125	0.617672108442121	0.508590436708467	0.590410273071603	0.474993788303292	0.464181088618409	0.51661297759774	0.123568513812974	0.310690880571732	0.527549829801589	0.487006152856506	0.63630049933603	0.692104174437552	0.410889649939981	0.587816856677233	0.381559746715314	0.414067938480275	0.656242503880238	0.872132326524768	0.540946174319305	1	0.57252977236928	0.333528914287312	0.300023438792726	0.706537099656082	0.599444604419646	0.438245031787101	0.499057524228388	0.761068114125604	0.488248326468739	0.85078046072818	0.0230529884477352	0.016953860228621	0.547653982156732	0.568833684127334	0.22865787417177	0.247925798380087	-0.311768330788249	0.42821974512554	0.749245022887326	0.652210107619182	0.391891229623202	0.646388976548476	0.64786176852322	0.452831384939305	0.620960255254288	0.709450116728871	0.451125763561419	-0.0575128996474505	0.261988300237724	0.490116912314732	0.445303094947619	0.168661311949641	-0.00553997572388276	0.600475098180618	0.590480531253777	0.165934704525988	0.124037242449975	0.215746849783414	0.159431584974301	0.841225224424515	0.537738831703961	0.605513893177788	-0.00243595764524048	0.260551239774573	0.844485933750439	-0.252026331951447	0.283854286685953	0.177434135585694	-0.0455141599807698	0.00890583571405231	0.258581645970442	0.856864551758486	-0.135717261204482	0.807337989921659	0.142052992488141	0.325066650456971	0.129979495363559	0.357091147098171	0.377501855619132	0.764817272311147	0.903491934681097	0.217114011069089	0.20993273422106	0.0348650760082174
