""	PARD3	EGFR	F2R	ITGB8	KLRC2	PLXNB1	SMAP1	CD9	THY1	KCND2	CD44	IGF2R	TNFRSF21	ITGAV	SMAD3	IL1RAPL1	FZD3	ANTXR1	ADGRV1	KCNJ10	LRP6	LRP1	NOTCH1	CANX	PTPRA	IGF1R	C1QBP	CD81	S1PR1	CD47	ADCYAP1R1	PTPRS	CELSR2	PTPRK	VANGL2	LRP5	TGFBR3	AR	SDC2	ADCY8	GPR37L1	TSHR	INSR	LRP4	RYK	EDNRB	ASGR1	CACNA1C	LRP8	CD99L2	MCFD2	LINGO1	APLP2	NOTCH2	SLC16A1	ITGB1	SEMA4C	PLXNB2	CD46	PILRB	SLC16A7	S1PR2	LPP	TFRC	ABCA1	SCARB1	SORT1	TLR4	SORL1	SIRPA
CANX	0.921476019333274	0.785466124717	0.933885923844237	0.828701605209875	0.624458899841748	0.940653053520479	0.971981120193893	0.551850208891059	0.673824607323106	0.85932026820415	0.508677869811707	0.906337622861265	0.879875079448311	0.894284620832385	0.809430205405197	0.782707256728513	0.919138660222694	0.963135993542536	0.438154534766286	0.960296383472089	0.934046191005131	0.931686952534893	0.927164241868984	1	0.961825337140577	0.887973362286664	0.80528310284785	0.895548667291977	0.485640343763214	0.914748193461916	0.548131678696471	0.724574720246719	0.940097997481662	0.798014689971944	0.861359761444337	0.809580639080381	0.49245104983977	0.911636610147011	0.475000447149087	0.414043459664449	0.929545131733377	0.689006834238017	0.907218054882686	0.938455073824134	0.867494068688999	0.473265199429716	0.707226468851072	0.727056261999493	0.761744682761066	0.94730496529978	0.974113514494028	0.735417459660417	0.974276482048648	0.933416023000024	0.8816204304392	0.881047436578426	0.821316958013155	0.910191597232619	0.698550522879974	0.905573199547704	0.87885231905689	0.716574026684877	0.814555482534586	0.782252228125462	0.703960317468972	0.883014540630487	0.889844839527031	0.487815509510631	0.617903870732478	0.616970452887234
PTPRA	0.897205961652655	0.635005091294305	0.939948496275948	0.859246433062958	0.451452543764037	0.891230075232758	0.933987270913214	0.698514080922641	0.501671959922949	0.76644935642027	0.682425840503693	0.80129654514797	0.75981976261812	0.958848205052808	0.671998167359627	0.697837275290261	0.940147238886912	0.893436222944359	0.613189897636148	0.942994207132365	0.866530792876188	0.834825382360073	0.828931314147923	0.961825337140577	1	0.77224406053159	0.676926846223275	0.876292265975161	0.660324652810873	0.943739855088844	0.708584828005723	0.57513261058331	0.952087453319242	0.67029214930988	0.798583304425617	0.679730086081043	0.647221060360151	0.837929695484758	0.647028876533806	0.586824859122951	0.888092531217841	0.549222223018193	0.817152670901895	0.880381089176765	0.734138356285098	0.654078253194711	0.542774615247241	0.577460964825752	0.628656390051709	0.886899822094394	0.959098776427644	0.581442747366368	0.950350339020272	0.838359838254907	0.75761100034088	0.754219516252321	0.695193566020173	0.857734121983628	0.56624817716599	0.852735566230966	0.798185395405332	0.551758369760459	0.891513080223564	0.706308061997011	0.820992688469874	0.812877351878257	0.912954946497638	0.644928605086381	0.771602119313318	0.758115309127435
IGF1R	0.854748767181559	0.941419182341185	0.782625838629928	0.706947502134026	0.818608777453055	0.845562376780123	0.864919139364552	0.17626282229402	0.830512088337019	0.921820650651853	0.135186669169324	0.953807770168958	0.90634635157087	0.649691378975995	0.934745847139276	0.865050087084706	0.779204234493632	0.933019022015593	0.0616759791882573	0.864227913551795	0.94340764535294	0.944339253214411	0.941540241383929	0.887973362286664	0.77224406053159	1	0.845536847775475	0.716219515748476	0.117665616467224	0.729601597571369	0.167586017816973	0.906074977813891	0.755427700593376	0.930574274823272	0.890538342795174	0.90938183438436	0.170846347680533	0.876125852016732	0.0866387018416469	0.0565434894195066	0.822840105436877	0.843951099513119	0.940107198880976	0.915669231944781	0.957619265494581	0.0782904619860661	0.828332741491122	0.885389613690719	0.908454697604038	0.87435956984333	0.841042034668617	0.866419761141776	0.870724016622364	0.941968720690522	0.950146489536308	0.963521835544115	0.858797015159026	0.826624332021807	0.877448194832282	0.839421038491226	0.912746015685033	0.88244979806635	0.572366770535989	0.808042016494281	0.423781416600203	0.819644541298766	0.722603966479228	0.108187448394469	0.250343838041238	0.258644614705711
C1QBP	0.641579197387735	0.841624624785048	0.658664128791927	0.416998129005684	0.877589875356861	0.86941568363554	0.852067594507222	0.227237022596407	0.934694193446605	0.787592060800965	0.0497427775993097	0.863187516003037	0.954252773436019	0.520708171011918	0.884071236229124	0.613690975704497	0.5836222778922	0.863393780594154	-0.0135120508516648	0.720367909647492	0.748729925807441	0.895221228344588	0.917498651364214	0.80528310284785	0.676926846223275	0.845536847775475	1	0.847029635007614	0.00688011189234376	0.611456204113009	0.16455513731591	0.785371491572521	0.661700439430038	0.796638877379464	0.665283914496788	0.885839952785587	-0.0154747837339233	0.797886607514031	0.0447869485434359	-0.0722884361199069	0.873776489291126	0.858207087789863	0.864033984049576	0.80096989096052	0.876843787132903	0.0157187832944446	0.911343541189287	0.802626059826841	0.808566561703981	0.852940895262035	0.766423458129219	0.917582376936649	0.741363229221746	0.865168081774457	0.913424178644806	0.896235145730178	0.847707312462574	0.829622019710464	0.655959296635727	0.75878647912407	0.754911886568082	0.858017990514575	0.386457811847408	0.646730282362047	0.209453310503533	0.910028358835036	0.544342096662574	0.0988244967113021	0.141945538717601	0.230800448363083
CD81	0.732967649041089	0.641042860782032	0.810740268199993	0.584430589350798	0.577607732339112	0.932660081107986	0.935989324715922	0.673012824013568	0.671670023825282	0.719404355438971	0.503900733904923	0.771500564175142	0.8470289987738	0.801795884149662	0.714847676280027	0.542888347869439	0.741952444584684	0.853718711349883	0.44294615165177	0.826997462171274	0.726162074091215	0.846564449273528	0.858397392588598	0.895548667291977	0.876292265975161	0.716219515748476	0.847029635007614	1	0.4574330856332	0.820651614517171	0.618222018388337	0.548251454160094	0.861603431880607	0.620496936867458	0.630896882967078	0.715377145989139	0.397710309829116	0.785113097866807	0.521390635975319	0.360470656958194	0.943564459341989	0.623303979452841	0.783838791483042	0.808831623773328	0.724673226873447	0.497340220770438	0.688200543935965	0.589909962728846	0.629523078254903	0.884127696398636	0.886337763813806	0.708370068233546	0.846127189927161	0.810228216370415	0.775746076582773	0.760375691974077	0.745165090344336	0.87747622058315	0.454059674560877	0.80230790740955	0.707575399945084	0.616490159668764	0.709047141002012	0.611675327715599	0.56490532441744	0.9241349677625	0.74751409906341	0.554691080706206	0.585272616434012	0.667773631407957
S1PR1	0.471352507148225	-0.0898555045206026	0.607532648411431	0.614681761924564	-0.293654588170772	0.3721836324748	0.430648632918981	0.851236857724816	-0.237012895184181	0.138191010861572	0.908603767597717	0.180807806282338	0.0937001497130171	0.755086777621437	-0.0363515538769156	0.164698965055439	0.616319982009613	0.316020129778485	0.936081126911534	0.502092654624651	0.320455679754259	0.2080386357931	0.195078271582518	0.485640343763214	0.660324652810873	0.117665616467224	0.00688011189234376	0.4574330856332	1	0.627907502805662	0.890291457581952	-0.137310205512858	0.607975360658126	-0.00354010580667088	0.288381054795066	0.0135670005841219	0.889216435521165	0.323351933375333	0.910169052368663	0.923420875570734	0.382109920055298	-0.115208555145596	0.193277599024857	0.345495452514419	0.0557950799889288	0.954509486949216	-0.154918491901104	-0.111185737382327	-0.043565545640117	0.360183406436031	0.539134625646473	-0.140833472728532	0.48836780963891	0.233248071698328	0.0772055416354073	0.0762273352445576	0.0593426902825399	0.373917335753232	-0.062032807505345	0.366161076628228	0.237793814886955	-0.160712275006576	0.792645148055833	0.245888132998579	0.877183006728299	0.259511375460904	0.630410345131532	0.877924132068715	0.947513173719446	0.868921426430319
CD47	0.885274229151082	0.62559862755184	0.883786285528406	0.839925473282642	0.409578747962409	0.829967463696452	0.883835873634993	0.672836161817648	0.458060742482909	0.739548007401285	0.634907671853482	0.767753321742381	0.726285871227803	0.934638351141354	0.640243212226552	0.720198258425839	0.886413097243663	0.835682269454611	0.578618577612855	0.917436674455952	0.837058681266227	0.792074831530336	0.774585517954762	0.914748193461916	0.943739855088844	0.729601597571369	0.611456204113009	0.820651614517171	0.627907502805662	1	0.657888494548328	0.581922874882333	0.942419737579208	0.662576832311694	0.786298504838263	0.647501289237714	0.62538723108329	0.795738828016178	0.61256400258086	0.527489113219358	0.834432145583008	0.499801093226702	0.793291627442036	0.84167152798766	0.713451974655609	0.618717290560244	0.49840147499999	0.55728775248373	0.612265688665535	0.835650206148223	0.899049774931877	0.540278374397468	0.932808629709352	0.802575476521868	0.720678611314527	0.727956166076983	0.682201305886899	0.779725273082919	0.587526669608862	0.840767446835682	0.793919566095032	0.524339036517647	0.868188698123394	0.7306917766099	0.787430023679777	0.770365966565508	0.941232588481441	0.639629599783631	0.740457957846346	0.74077383881034
ADCYAP1R1	0.462464262349087	-0.0140224308042745	0.587107583368827	0.505746660856333	-0.138347085187549	0.488122105804835	0.55051522740694	0.959709049986614	-0.102799327186047	0.262113759623144	0.912373523345433	0.229642645091847	0.220578753533535	0.788659590342905	0.0748168030593622	0.142930448712926	0.598925913039518	0.411890758427946	0.902967219380066	0.551484249807566	0.329227577219951	0.314759896184092	0.312134147626951	0.548131678696471	0.708584828005723	0.167586017816973	0.16455513731591	0.618222018388337	0.890291457581952	0.657888494548328	1	-0.0603643250838948	0.662121461930173	0.0232863072960631	0.260463234128589	0.0892540356472174	0.769686198310107	0.29578882660533	0.943551195080449	0.823390864512265	0.545485726280126	-0.0373083983667457	0.240758077866146	0.364749307860777	0.107974644297323	0.952999079635063	-0.0480293389572995	-0.0294524348810798	0.0561566417822616	0.441101422284951	0.591953573610756	0.0145360025034307	0.531837817305774	0.265817856037784	0.175846598880158	0.132365103051158	0.132985503229654	0.441424506184739	-0.0696121971525872	0.37461617968548	0.279612746572785	-0.0542072502203842	0.776748021513378	0.204584539993955	0.785895050754571	0.426545532258444	0.592904644829809	0.937783299924286	0.912720038144723	0.953201719683432
PTPRS	0.708727607548717	0.94678167174964	0.575865211135785	0.534153469569284	0.885307130032062	0.69172670975823	0.705261943284446	-0.0387935963536395	0.844555303714622	0.857654313404047	-0.121229003047825	0.871143090613834	0.848164516354523	0.439030770468372	0.907102466755166	0.826940019343226	0.585353106861308	0.815735251550632	-0.170651123554492	0.723103610522625	0.833058425531741	0.849644450530667	0.840139429784173	0.724574720246719	0.57513261058331	0.906074977813891	0.785371491572521	0.548251454160094	-0.137310205512858	0.581922874882333	-0.0603643250838948	1	0.600012297633279	0.93413941889207	0.811226323828713	0.865434447227744	-0.0715824941744332	0.730242785738354	-0.152162289341035	-0.211951169294596	0.688592326269639	0.853817718536847	0.873145003550318	0.786159399619949	0.909638381464111	-0.167707538095478	0.795520037282592	0.88754725361508	0.900409505595255	0.725363473139297	0.65247251300533	0.862978337718661	0.719400503115839	0.839837123539046	0.895410409677073	0.901239566226368	0.805888478269514	0.664778560935706	0.900036446787578	0.704367318637479	0.830785170318901	0.880170964713655	0.337673591661219	0.730895342801746	0.178719152770742	0.713166129811471	0.569722657117844	-0.102012014901188	-0.00385979843278922	0.0389205790852911
CELSR2	0.886898234055814	0.66911649838062	0.901295200681754	0.827568059079507	0.464939480989406	0.875420376866092	0.914469131512972	0.662794523695799	0.518900392152831	0.78320225229698	0.616147500328893	0.799122769075564	0.771401875798547	0.925741080270356	0.692645833430995	0.726177262523975	0.895139012180913	0.859314252298019	0.571577138709322	0.939624232636036	0.84770633056995	0.842563001127673	0.82097328333504	0.940097997481662	0.952087453319242	0.755427700593376	0.661700439430038	0.861603431880607	0.607975360658126	0.942419737579208	0.662121461930173	0.600012297633279	1	0.693199232761194	0.79951185277797	0.677042380300497	0.594773601883049	0.808798954373062	0.596303712574594	0.508586231813605	0.871537859417538	0.543981890357863	0.811452571022024	0.861185927579219	0.726092555405932	0.598712641064598	0.551066362836732	0.598336700982999	0.660200250885304	0.868544662174575	0.915535573405244	0.603240636746956	0.93178684999668	0.835569959527316	0.760019892965728	0.762963788543403	0.705933621544887	0.829077201558896	0.582599066941977	0.854141013253826	0.811718672997947	0.558851820643241	0.853766923595805	0.703222857839251	0.765949170963046	0.80855914257932	0.926463735058762	0.610758453425646	0.718859416292553	0.728300283712495
PTPRK	0.780782446799978	0.950354717434515	0.678855259531882	0.642909574985609	0.832434052568323	0.763498533590509	0.769896058700435	0.0408647411576848	0.847390329672629	0.875874336111577	-0.00438534389781816	0.910612934669464	0.873201907493158	0.539570611879373	0.922720386836123	0.863834380603574	0.693367802084586	0.855025380137686	-0.0566817964209411	0.801373551042543	0.891348829834577	0.886450362313291	0.879522986372521	0.798014689971944	0.67029214930988	0.930574274823272	0.796638877379464	0.620496936867458	-0.00354010580667088	0.662576832311694	0.0232863072960631	0.93413941889207	0.693199232761194	1	0.849301909369956	0.88438130999684	0.0560703374041072	0.815764099522398	-0.0575642775955523	-0.0783468857432254	0.728001415766161	0.854230931341589	0.902197331829758	0.861447226395102	0.921024774385463	-0.0585864858016491	0.809534077165305	0.876011265934413	0.901971456901559	0.782358035771884	0.732856385797997	0.85911576399062	0.788891249130979	0.901334413672041	0.904774071557589	0.942630073148269	0.839152930436528	0.723948569647861	0.898954590870719	0.794542556607725	0.863873233568578	0.858054507026049	0.453079140447281	0.769076310692673	0.314012407254446	0.752365404652413	0.678295027207873	-0.0211054054729349	0.125508581392951	0.12297438211824
VANGL2	0.902108780125302	0.829983148745271	0.805741800175438	0.829894276278129	0.621525550209858	0.77118121551884	0.805804288580607	0.242289230104705	0.623433145599906	0.818214019610448	0.290204734349043	0.87759474053906	0.786369360438761	0.730233070744918	0.805303904145797	0.863182207927249	0.836377974888452	0.855335622728675	0.209977419233078	0.87337883189832	0.925729188607661	0.845406017217941	0.829944070211336	0.861359761444337	0.798583304425617	0.890538342795174	0.665283914496788	0.630896882967078	0.288381054795066	0.786298504838263	0.260463234128589	0.811226323828713	0.79951185277797	0.849301909369956	1	0.772879588117422	0.37199167211698	0.853031719105587	0.226136174989721	0.235854487229005	0.719546114601347	0.693674949360511	0.87206635846602	0.884103169895807	0.87004654010422	0.242488193978844	0.644692711808679	0.739999662171177	0.775476234481546	0.802529081437384	0.834724379076403	0.682744893640968	0.880303566753534	0.891704379748338	0.841587573293112	0.870917367001494	0.769632623059281	0.749451155115373	0.825943109559426	0.8205270728471	0.889001479854672	0.721536761089953	0.69138578945094	0.793819423438844	0.59009118769445	0.696920906238196	0.793691908611576	0.204913725689245	0.40585595671477	0.355063535942695
LRP5	0.737128478153906	0.897918250850517	0.694044833275628	0.575879464887464	0.861293590412788	0.803533502915871	0.817344999371212	0.119489437746691	0.881035667523691	0.849199401258242	0.0307104388157572	0.885354153784533	0.896177668142315	0.547418233285943	0.90022214458419	0.762295319354396	0.667083410978112	0.863311475632042	-0.0489049453373903	0.748982119954019	0.837890176112796	0.89214537375863	0.904643206930854	0.809580639080381	0.679730086081043	0.90938183438436	0.885839952785587	0.715377145989139	0.0135670005841219	0.647501289237714	0.0892540356472174	0.865434447227744	0.677042380300497	0.88438130999684	0.772879588117422	1	0.0516457753578555	0.808280440394683	-0.0118043450745889	-0.0518117913733413	0.792417468044319	0.820786746866499	0.898871186611899	0.832275374948412	0.914260573620447	-0.0165240660120574	0.850091340054672	0.844043932280338	0.851512375494475	0.827226864977071	0.753289797001182	0.887126737396198	0.781001301637267	0.882203474737572	0.909002834877052	0.90518510824311	0.853459171832275	0.779061195715859	0.803084363275094	0.751958254755218	0.813808249487503	0.871719489567495	0.437350164811258	0.719418888954035	0.290156340484527	0.792904795613239	0.621742070862633	0.0293068992116045	0.149425019071336	0.169763045930212
TGFBR3	0.546941109153054	-0.0468414447628433	0.659073501011158	0.726552028215506	-0.279124987365332	0.372211059491564	0.414652490894261	0.708870320527332	-0.228405459472785	0.153931983151621	0.899724955029605	0.20775863119009	0.0834187968501438	0.760258280676163	-0.011411642702983	0.237059757268278	0.672803819152792	0.32598309834405	0.803441339735425	0.484934606641679	0.383177664456456	0.217735963736055	0.185738474046056	0.49245104983977	0.647221060360151	0.170846347680533	-0.0154747837339233	0.397710309829116	0.889216435521165	0.62538723108329	0.769686198310107	-0.0715824941744332	0.594773601883049	0.0560703374041072	0.37199167211698	0.0516457753578555	1	0.402262744054896	0.844392013215556	0.902652094562655	0.327966214676618	-0.117340157575421	0.227984276018531	0.368600423988781	0.113422287392997	0.8833846978575	-0.145802089971563	-0.0480788446829175	-0.0335354998852224	0.357102624154773	0.546023372106299	-0.13714250713792	0.529342711669959	0.27053137558657	0.0911684062800995	0.117491632567008	0.108754909540054	0.381442291116301	0.0519643079084829	0.386741359572401	0.251346009847688	-0.122979625283019	0.823748472072555	0.320026244974483	0.911986732143011	0.219604963197014	0.650546434148236	0.76085647701547	0.912864847217514	0.769149113258107
AR	0.870698777744959	0.793200338477686	0.869544266056326	0.783362036163771	0.614297933415264	0.893856760674168	0.861259077426821	0.308940497300167	0.708473461236612	0.747109112773422	0.337875610509596	0.902085254753694	0.855214932339988	0.744470826284292	0.788186675134994	0.755789502773799	0.835839575412425	0.89282401573608	0.246788184419623	0.855359726820799	0.901547366440217	0.865130137788812	0.873573464203177	0.911636610147011	0.837929695484758	0.876125852016732	0.797886607514031	0.785113097866807	0.323351933375333	0.795738828016178	0.29578882660533	0.730242785738354	0.808798954373062	0.815764099522398	0.853031719105587	0.808280440394683	0.402262744054896	1	0.279193010238514	0.296893872178355	0.796381547227868	0.746106512013078	0.887292436985778	0.910914539201979	0.897307684093287	0.277365979234194	0.746819638176037	0.716265097353357	0.730606877110797	0.878001259977499	0.889168223176015	0.704502932196986	0.888784939274874	0.943294110031384	0.867780613644944	0.900723164168672	0.831550731445529	0.869257192079694	0.724057104515962	0.910954929029318	0.823271479424466	0.746073074534007	0.687126137547212	0.80335862198906	0.589745058262515	0.814679080463671	0.806397396629189	0.265068437101273	0.454907572079358	0.387796313196012
SDC2	0.426883421332627	-0.108657736700474	0.570714046232196	0.534393045119164	-0.273934216671861	0.407306180196354	0.450177156806748	0.90518681993933	-0.224001171876986	0.135549390846322	0.935239910364754	0.149110883899854	0.104543703912398	0.749538305596749	-0.0320724405111589	0.090860621829711	0.571207983487378	0.316130494961445	0.902287793517564	0.4776812744996	0.271483587129893	0.210548556382918	0.203848370457386	0.475000447149087	0.647028876533806	0.0866387018416469	0.0447869485434359	0.521390635975319	0.910169052368663	0.61256400258086	0.943551195080449	-0.152162289341035	0.596303712574594	-0.0575642775955523	0.226136174989721	-0.0118043450745889	0.844392013215556	0.279193010238514	1	0.868235294495499	0.426586440554329	-0.122736448815471	0.164591691733124	0.310365726485862	0.0357535569234554	0.963528321666379	-0.1440142383317	-0.12660437543085	-0.0596749551566857	0.349734413146184	0.529610249566046	-0.120109418443136	0.472140541551075	0.206684426754958	0.0706869280338619	0.0532221725815662	0.049118882402678	0.394392211174055	-0.125032979857371	0.333180033131558	0.194256341883825	-0.16374426419697	0.778111884816601	0.202366387683863	0.817423353303368	0.311166691578016	0.580155482021477	0.913574575557223	0.926759002482123	0.916977507165709
ADCY8	0.423604031649598	-0.173894137252316	0.571091867497159	0.607906922384731	-0.365772877530088	0.3079620641332	0.344515812768028	0.751930463561537	-0.304591383061628	0.0486257554559719	0.901999372341533	0.1070773051692	-0.00412242792916105	0.697950284184197	-0.117590457033287	0.0829189923732614	0.596801599439901	0.24817857659097	0.884933910408346	0.409903283212431	0.270956824261932	0.125751471570763	0.111108227249825	0.414043459664449	0.586824859122951	0.0565434894195066	-0.0722884361199069	0.360470656958194	0.923420875570734	0.527489113219358	0.823390864512265	-0.211951169294596	0.508586231813605	-0.0783468857432254	0.235854487229005	-0.0518117913733413	0.902652094562655	0.296893872178355	0.868235294495499	1	0.282939911415973	-0.183091855682797	0.111333979403843	0.266598402917328	-0.00364630189875245	0.915667849654938	-0.21082715724449	-0.163445603175929	-0.151637547343258	0.297180586760085	0.472992886939024	-0.227600682455416	0.423526071535462	0.167076020742835	-0.00952375082380807	0.0013911971829793	0.000816507260067944	0.323117995084946	-0.12167538734505	0.303113350373918	0.152707707798913	-0.22653141208318	0.731348526440282	0.15351874436751	0.869639366948696	0.160478581245796	0.543600672331636	0.799602229016407	0.922054472870984	0.78423599762673
GPR37L1	0.78599487692807	0.757798386105018	0.831907196585434	0.631637911689254	0.699243196132343	0.939262580613383	0.955925405849262	0.574271171994808	0.743378062890185	0.840373279652241	0.415168146144688	0.851348006924346	0.89621982087298	0.80445980347113	0.820066411128799	0.653836164480067	0.787401117619105	0.916299161867695	0.367885253716239	0.894325887723885	0.811435053465587	0.923003684577806	0.919610412675215	0.929545131733377	0.888092531217841	0.822840105436877	0.873776489291126	0.943564459341989	0.382109920055298	0.834432145583008	0.545485726280126	0.688592326269639	0.871537859417538	0.728001415766161	0.719546114601347	0.792417468044319	0.327966214676618	0.796381547227868	0.426586440554329	0.282939911415973	1	0.733551666779789	0.859648121183164	0.870222906117842	0.801794243792355	0.404580184257074	0.75612628439493	0.714793155154338	0.749219405298075	0.923504721563108	0.90084695093886	0.808202997243587	0.877600805882815	0.86914563850519	0.857602748443273	0.833881175064676	0.775476496305663	0.898385138965985	0.578451233121037	0.819287276295005	0.798095371289955	0.724112918680979	0.682161049028472	0.664715144119325	0.536525559642208	0.931890423658858	0.759766764240616	0.46606846248149	0.507567189678892	0.597385781498037
TSHR	0.589052725104995	0.871522634283356	0.570820719493859	0.398465710599451	0.863880263382209	0.746793292941895	0.6935157991013	-0.00519336302759898	0.885373771784194	0.730596147148196	-0.12922113483039	0.850297284064585	0.852608013342538	0.3801208365522	0.894518151629414	0.643904806974103	0.52795614726282	0.77982803517297	-0.135503283980232	0.679016091396965	0.728740208638128	0.811961151209149	0.837127612004029	0.689006834238017	0.549222223018193	0.843951099513119	0.858207087789863	0.623303979452841	-0.115208555145596	0.499801093226702	-0.0373083983667457	0.853817718536847	0.543981890357863	0.854230931341589	0.693674949360511	0.820786746866499	-0.117340157575421	0.746106512013078	-0.122736448815471	-0.183091855682797	0.733551666779789	1	0.81238750433835	0.777300919518482	0.838681374123118	-0.155703616497122	0.839630125208837	0.815321320798774	0.846867243960002	0.708331060415098	0.627375579452125	0.86670994861843	0.630770209378059	0.8407918098017	0.861071037648951	0.886525797282281	0.725737199581085	0.720978644364267	0.710682920699154	0.698254702525401	0.732936580330198	0.855425200652406	0.275158977326407	0.634404051652604	0.1265342478189	0.77254274216135	0.475189449117806	-0.0887085628403136	-0.0180224533087702	0.0372562161621411
INSR	0.855290778257526	0.900650123415294	0.808926270256119	0.719257944530278	0.791049473240694	0.8752224958567	0.894432651762518	0.275267927066212	0.81828919626479	0.884168338804297	0.198956227148459	0.939986539103919	0.923113644010616	0.703693140306598	0.900226415081074	0.834701394069009	0.782424874023947	0.924918866272742	0.129367118667848	0.879980000907695	0.921992518166715	0.937405282583899	0.929235980531742	0.907218054882686	0.817152670901895	0.940107198880976	0.864033984049576	0.783838791483042	0.193277599024857	0.793291627442036	0.240758077866146	0.873145003550318	0.811452571022024	0.902197331829758	0.87206635846602	0.898871186611899	0.227984276018531	0.887292436985778	0.164591691733124	0.111333979403843	0.859648121183164	0.81238750433835	1	0.915284235251604	0.936728514158495	0.159850596120985	0.807351027025916	0.847807228585269	0.859309126656079	0.907688440978364	0.867024256983927	0.850645415619374	0.900706133604291	0.93897998912301	0.934476071980979	0.944102003384209	0.875057425332727	0.845811387162308	0.841248073715628	0.854385900759641	0.895024331321438	0.828581434238069	0.60784745484562	0.818213628323363	0.47978500508076	0.856953491527456	0.788826818407804	0.193078631507334	0.338921091796735	0.346166103597439
LRP4	0.901585374149291	0.860152425445087	0.883153798626578	0.790879448943718	0.668911887018124	0.891716896344478	0.907946465123952	0.384488950109986	0.729271976290138	0.862466813004808	0.34060474319159	0.922317722959603	0.878733264408875	0.785925962662126	0.866119850790604	0.825485638017404	0.850962615850684	0.927882173268481	0.294308525851467	0.9250097802569	0.931270454454305	0.923418972300679	0.915466472433375	0.938455073824134	0.880381089176765	0.915669231944781	0.80096989096052	0.808831623773328	0.345495452514419	0.84167152798766	0.364749307860777	0.786159399619949	0.861185927579219	0.861447226395102	0.884103169895807	0.832275374948412	0.368600423988781	0.910914539201979	0.310365726485862	0.266598402917328	0.870222906117842	0.777300919518482	0.915284235251604	1	0.894901334440198	0.307997914435168	0.748124057819208	0.776006356206956	0.816547059971348	0.908736260469581	0.91008276456578	0.772889225514405	0.925855903993771	0.954186827441185	0.889773093449119	0.916043679516707	0.822178271936687	0.885522642192464	0.759566326302935	0.897711859186202	0.879482257802104	0.753300070058416	0.712422419872118	0.791112775644284	0.590717610018698	0.851686092955607	0.828113438890823	0.320910200971151	0.461235581883043	0.451707665992621
RYK	0.823587547459703	0.940228823252664	0.748217833223897	0.658182590872284	0.833040582902234	0.847305500041649	0.844567008576633	0.132617348595755	0.86036807208046	0.876452280121115	0.085283982063261	0.93925394043941	0.928202094906565	0.602361449523503	0.911469835685132	0.833347657651156	0.723604683249896	0.91699627995485	0.0016826863885925	0.81898694226343	0.916630344194686	0.9277314127843	0.933119465704449	0.867494068688999	0.734138356285098	0.957619265494581	0.876843787132903	0.724673226873447	0.0557950799889288	0.713451974655609	0.107974644297323	0.909638381464111	0.726092555405932	0.921024774385463	0.87004654010422	0.914260573620447	0.113422287392997	0.897307684093287	0.0357535569234554	-0.00364630189875245	0.801794243792355	0.838681374123118	0.936728514158495	0.894901334440198	1	0.0209139633383657	0.86004446912946	0.85817401449709	0.88467145275952	0.866625840983988	0.818905945837206	0.86429632464629	0.848674214583748	0.94527246792426	0.955085308548412	0.967512320512932	0.903187095410668	0.823578658651377	0.864200073990585	0.849971790699651	0.886006571385803	0.890763475809166	0.510280091839154	0.804580796043837	0.360458110866854	0.827426735977634	0.696435711903329	0.0584849454187758	0.199257722690771	0.20845391813825
EDNRB	0.444058640546413	-0.125113789077628	0.577928138309717	0.554716902670561	-0.300044724644235	0.383321747588475	0.443788785095054	0.925774713650137	-0.254462766423231	0.131835707012256	0.941427101301636	0.141088826593652	0.0898084068292718	0.765523071094062	-0.0556085495682847	0.10850537989725	0.580951132055849	0.307081914420975	0.94044833730986	0.479164960870501	0.276910889565877	0.192134520613863	0.187435422813186	0.473265199429716	0.654078253194711	0.0782904619860661	0.0157187832944446	0.497340220770438	0.954509486949216	0.618717290560244	0.952999079635063	-0.167707538095478	0.598712641064598	-0.0585864858016491	0.242488193978844	-0.0165240660120574	0.8833846978575	0.277365979234194	0.963528321666379	0.915667849654938	0.404580184257074	-0.155703616497122	0.159850596120985	0.307997914435168	0.0209139633383657	1	-0.180817016615264	-0.142869087637004	-0.0712831209313269	0.344060340018527	0.532373642193454	-0.14398136531383	0.477183452693917	0.198691522095727	0.0506466992640776	0.0409104992347239	0.0442259575068008	0.361505922186288	-0.117187795016025	0.325806812738597	0.193900512561591	-0.179711900123568	0.796191032306761	0.187077314400303	0.849568711380324	0.287809451564095	0.588776452754088	0.937391886924944	0.955556688214993	0.922746031246609
