G1	G2	Consistency
MES	AC	0.04246553756214855
MES	OPC	0.029833340326070934
MES	NPC	0.030238871686403213
AC	OPC	0.0036392270821365424
AC	NPC	0.008826377284252118
OPC	NPC	0.0043151046854821296
