""	EGFR	ERBB3	NECTIN1	KLRC2	PARD3	CANX	APLP2	THY1	CXADR	ITGB8	F2R	SMAP1	TFRC	KCNJ10	LDLR	NOTCH1	LRP6	PLXNB1	CD99L2	NOTCH4	ITGB1	TNFRSF21	IGF2R	KCND2	PTPRS	TRPC3	ADCYAP1R1	IGF1R	TSHR	CELSR2	PLXNB2	PTPRA	NRCAM	LRP4	SEMA4C	VLDLR	CHRNA4	LRP8	INSR	GPR37L1	SLC16A7	LRP1	ITGAV	CD81	RTN4R	PILRB	SCARB1	GFRA1	NLGN3	NCAM2	GPC1	NLGN2	NLGN1	LINGO1	ROBO1	SLC16A1	APLP1	MCFD2	PTPRZ1	SIRPA	CD9	CDH10	TSPAN15	FGFR1	NOTCH2	LPP	NCSTN	SDC3	C1QBP	RPSA	NCL	SORT1	ABCA1	SORL1	CD74
F2R	0.743294952126128	0.916796246005138	0.928367822066056	0.905576887956459	0.924074312605209	0.972332604166741	0.970229435536094	0.903424639327691	0.92270874951786	0.929989113081392	1	0.947369836629986	0.906440432668886	0.960444187586909	0.908999650580478	0.950316532375254	0.954542831203909	0.927514746379572	0.920826220631585	0.749937231993404	0.964766914140698	0.90608744522959	0.93020706734812	0.81351389557081	0.919620271921803	0.914334931018012	0.825693463342921	0.946246983105043	0.659970788880765	0.928339918466315	0.907807859793847	0.964044871060451	0.965520105653611	0.9033211655653	0.914232968829473	0.882554387118486	0.891248972721061	0.93802800788067	0.937069261940426	0.8925751820425	0.894778604177745	0.943496262167826	0.947480193331232	0.939533642283786	0.896955479851931	0.896261437245484	0.895705658564543	0.9559538913322	0.945290817306145	0.901152093555658	0.923601004663168	0.937576978138323	0.963776199905286	0.923314301727112	0.968296539929551	0.942373905915028	0.902642751413061	0.946630000143303	0.965575525300608	0.867739355042169	0.796912188472096	0.801300089778014	0.883273902078376	0.920344347057347	0.833627554943379	0.865196605043243	0.920066475504881	0.925619739512731	0.916594497937131	0.923862839417934	0.956320810553806	0.761539858243402	0.625365383486592	0.26351464981716	0.149269527055352
SMAP1	0.726361282020706	0.92819050925806	0.946913229402393	0.938981658557276	0.934750998804435	0.968828414864102	0.95466184628403	0.942094020147147	0.951310819314331	0.918777462652493	0.947369836629986	1	0.8845907595726	0.962160197094716	0.918506029983499	0.963017646521535	0.93331109517185	0.936530795659662	0.934251662747951	0.765823818337708	0.941668659838223	0.93521957947442	0.918289690233623	0.832715584860869	0.86992809293214	0.901152583609837	0.842818772151541	0.931947994420514	0.646254265967216	0.913737536257014	0.940840028962836	0.961000352270131	0.947649504560572	0.90022372138218	0.923374337212893	0.891335550074364	0.941258913008052	0.920897114249742	0.928639624758933	0.926202487771215	0.869254004147187	0.963605361739871	0.93258605230832	0.969482759973061	0.912547021684889	0.898160902874427	0.896453002969753	0.957925156110681	0.964407340701489	0.888692464715977	0.952549730688679	0.952948102682004	0.946501647653121	0.957264813874223	0.969301751434461	0.953670641060163	0.908349039963762	0.95110443637141	0.953165959719309	0.88142151409315	0.828186370529849	0.818351258172919	0.891726196674983	0.934647899413384	0.842398751310991	0.823671403462317	0.947043299247628	0.950017526601846	0.954722689040847	0.97226746703255	0.938720005270991	0.714162873914995	0.57764912558486	0.222379902583144	0.145705307227365
TFRC	0.785184472070319	0.841206550118879	0.889442446509082	0.85907141505424	0.896307383153151	0.924632530800203	0.926079473920327	0.799100611244831	0.844872292115027	0.925211904762715	0.906440432668886	0.8845907595726	1	0.896188561191118	0.846294226052279	0.888623109176114	0.909987028585305	0.844974832502278	0.872522802303181	0.741795893995874	0.907761266421496	0.80970043071094	0.880244540625936	0.828517299006717	0.881859847941393	0.873092794736523	0.81388825713346	0.916329681788413	0.68322405129291	0.901386157583094	0.872008295993842	0.923839290843266	0.926082291682126	0.902029797798918	0.842276297032104	0.798154580459767	0.821573486726661	0.898919498020947	0.906031960923799	0.807453020962661	0.885381134389091	0.905682177779666	0.927560052542021	0.874817753661553	0.796760988326655	0.868982313596193	0.7999527435317	0.911244005333441	0.867259290961566	0.894739712054507	0.839763784015431	0.850387384353461	0.92938086628976	0.877500687554723	0.912328925060712	0.8790587640798	0.810161264624485	0.913515455873275	0.920090913134139	0.857318432666929	0.803451615398857	0.811094163485707	0.8236580160015	0.910584102238318	0.871176312665591	0.889851603046163	0.883318369997548	0.907115267353294	0.819180184562307	0.837065558850667	0.925917590992766	0.78223289497465	0.727476338582914	0.432340777868346	0.312220116753708
KCNJ10	0.728024637264051	0.957988532688875	0.959470179046341	0.91623224604035	0.925161103840698	0.982187291652721	0.974463499537213	0.931267333832905	0.949867882720973	0.937372238255652	0.960444187586909	0.962160197094716	0.896188561191118	1	0.939060480728228	0.979353706944351	0.964946333712111	0.962621365599366	0.943109148806614	0.73993700176017	0.9670645238041	0.945222679748851	0.943777613822785	0.833205805215799	0.89785628602505	0.929139658118752	0.829829674178235	0.962154271127269	0.672504750102433	0.939903699613009	0.922230516284396	0.966331793410412	0.966371911051743	0.920446214626693	0.919226557752124	0.915445225192044	0.93283384552993	0.943193072294155	0.951168427385225	0.939178076906513	0.897321781568178	0.973638990197479	0.939721998375198	0.95558649756968	0.925842644884326	0.904328139738282	0.931152150622081	0.957386805509015	0.978899483396617	0.89542866917719	0.948776488908602	0.962351466113935	0.960504674273958	0.935550190335336	0.985533491650742	0.959789019625443	0.930111758849681	0.955788971890918	0.971443794831186	0.87089539346135	0.841973461082957	0.809846453072633	0.914415432696451	0.941779877883826	0.850935400315531	0.843306599793849	0.928145040170925	0.951703281926802	0.935205525523885	0.945879730928586	0.957030199206043	0.75562977119872	0.580906935067443	0.233392396247559	0.139324525939565
LDLR	0.605288280489181	0.934173751726492	0.919324467838229	0.846105766627637	0.859383788354029	0.926378070247811	0.916480121812604	0.92437832949426	0.926698910903922	0.862547697084639	0.908999650580478	0.918506029983499	0.846294226052279	0.939060480728228	1	0.931983823694154	0.932858265624207	0.935595006141715	0.874639778482282	0.699431294250329	0.914448283897414	0.937183140203153	0.88858520594872	0.758651840819935	0.816451226974232	0.887129882174027	0.742350927816561	0.890096530660447	0.650297799677763	0.877954048044781	0.846146057878698	0.898376967196567	0.890251547950004	0.854390889021683	0.877031448285157	0.895560813036597	0.920401628149277	0.881573266745142	0.890058951349479	0.92076582472322	0.835707608262939	0.926965524234197	0.856662435342487	0.899684730622411	0.927091274548329	0.839807865692355	0.944141589149614	0.898148120258785	0.952833269244521	0.800601611256077	0.925842838852027	0.936008983385264	0.890559251448677	0.86850218604849	0.931036494592316	0.930265717878201	0.910094853342486	0.898854505498593	0.910040558599014	0.798800317231368	0.781314507462028	0.721737823861312	0.893545535408322	0.886154160951307	0.778391869471478	0.759943411348913	0.853857558600977	0.909314797023124	0.900449173658762	0.911620028401782	0.877923162181853	0.651115041489732	0.473204202837172	0.163978187142038	0.116310090854607
NOTCH1	0.700745467782685	0.953675911243533	0.947199609574774	0.912677715018816	0.91703144614731	0.972254274477681	0.962308317314063	0.930498031051247	0.945505498202991	0.9276842885932	0.950316532375254	0.963017646521535	0.888623109176114	0.979353706944351	0.931983823694154	1	0.954765546629438	0.962546579095805	0.925208712707523	0.726544278082585	0.954472578331942	0.944685063432306	0.947538849569482	0.822946443619219	0.894716134619337	0.934521894924655	0.81264459938522	0.947527815713816	0.630588111627706	0.928989731142324	0.928662741611324	0.955845100868781	0.959583890939172	0.906091349202315	0.9214897006865	0.898683788266085	0.925746818092278	0.934931742068437	0.941314937327772	0.926130069874245	0.875616946684708	0.970275405988532	0.936892106134453	0.945707974004294	0.918604528811081	0.900146296704244	0.916812101557022	0.953607296619338	0.972155931235769	0.87843595952003	0.955857143481873	0.963038660112366	0.954573495181118	0.93987402004699	0.982738860913962	0.960120204251263	0.909833125895938	0.946012122736381	0.967394268101849	0.870608561314703	0.801239371680765	0.805507803727405	0.894082762626509	0.938586454751917	0.849871783771975	0.825010805649009	0.922539592461232	0.944310258423375	0.93256132746359	0.94800231311862	0.947092403394462	0.732674304034186	0.560951545119956	0.215712602302852	0.145186505063093
LRP6	0.757534096763654	0.928961470169156	0.926007708166936	0.891584963805741	0.91498903675948	0.971847602309527	0.977273921568246	0.875193440756842	0.921030018190016	0.959717531135816	0.954542831203909	0.93331109517185	0.909987028585305	0.964946333712111	0.932858265624207	0.954765546629438	1	0.924419319095902	0.903598227238455	0.71940066147053	0.958202449271817	0.893808525857035	0.941892039218389	0.855471023707448	0.919564545731088	0.937101853330344	0.814042473200595	0.958308660110393	0.709282714184404	0.920359206261882	0.897905218029785	0.966099424966406	0.969698774972678	0.931680200212046	0.906991030676033	0.882830338832662	0.878824085583188	0.945627745285141	0.941989361500619	0.882289548098022	0.931227427199069	0.951157651012631	0.950415793690662	0.908580765031862	0.885746998673523	0.902305641162686	0.895274365619224	0.956712642849758	0.939822956128955	0.913414569207907	0.90541334824261	0.922346003657038	0.970659288771357	0.902724661678255	0.974078788414429	0.942550149568538	0.870254684214225	0.94210192090847	0.978605844211044	0.855366839305756	0.810276596389808	0.841117567036149	0.884722989710003	0.944970244850622	0.86283385307439	0.880526155686398	0.890747227470898	0.937089101042285	0.86942398882399	0.887237131601754	0.963500287888844	0.763533025874623	0.617017375755082	0.285418405123801	0.150814603238385
PLXNB1	0.650393477962488	0.956731780806981	0.937806683057704	0.862946097219916	0.900213501536936	0.944244865693585	0.932218983497861	0.930844130276947	0.931099619817767	0.874857593696395	0.927514746379572	0.936530795659662	0.844974832502278	0.962621365599366	0.935595006141715	0.962546579095805	0.924419319095902	1	0.914407152412304	0.715657405743637	0.938622247472235	0.95491923236995	0.927681535952951	0.766824534861509	0.844505422248495	0.908472073897453	0.786950528294626	0.927393291539633	0.613295811871375	0.901276577262324	0.891816609437941	0.918196024454264	0.92496865557559	0.876435260317671	0.890978464820585	0.922781960775368	0.950936479238809	0.92020196719185	0.927775557745529	0.937955949161896	0.836368223167332	0.952466266409092	0.894188132295489	0.932793914803423	0.941687672137237	0.895817296914953	0.941944696194747	0.919539581510041	0.963088445318909	0.831326604418846	0.944971069241596	0.956268768892652	0.916903280738316	0.901586715383077	0.955438791220909	0.946953551151388	0.928269954613342	0.916563435478917	0.918793130194347	0.834178274156246	0.784977499414101	0.745245138496702	0.893043404371923	0.900477674214392	0.806469542296789	0.788413168594457	0.902714603699392	0.923939190464434	0.931150316761146	0.936536707101693	0.895490480253677	0.707847750516298	0.516898572311301	0.201623368128738	0.135175507723503
CD99L2	0.752206399092688	0.898882358519072	0.92202742246237	0.908504612679114	0.913316346808334	0.940290841534472	0.925441716399777	0.880026405111883	0.900420018807825	0.904500791448665	0.920826220631585	0.934251662747951	0.872522802303181	0.943109148806614	0.874639778482282	0.925208712707523	0.903598227238455	0.914407152412304	1	0.725988099569782	0.918959751290091	0.887413277229563	0.903252611179581	0.808426941810695	0.868992413614241	0.887321528280902	0.828430935784723	0.931354406595286	0.65564039019506	0.901685641573457	0.887111640403637	0.935697065083062	0.928053903323203	0.887712831187285	0.879470049178993	0.879999651476174	0.897790877444898	0.913576418392092	0.915096366145004	0.889677947628123	0.863955574061094	0.937254157405491	0.910045490321021	0.929886954326608	0.876300649800532	0.889063839791394	0.873143315155042	0.916543816448862	0.928780377991399	0.886230902991356	0.89247923212091	0.916422704257195	0.924131534704437	0.911937593670699	0.939053297486779	0.915641782160831	0.882864606926459	0.931249926242825	0.923101863316624	0.84155075895012	0.817892194178233	0.80472004590527	0.862891250258085	0.908968907923533	0.839969908155695	0.821708546822988	0.919173526650767	0.915420338568737	0.90773301394036	0.918904342575251	0.914715561729463	0.747351062381348	0.610487396834346	0.251250859338526	0.141181218991852
NOTCH4	0.603741725176014	0.702184574046315	0.727262152977171	0.767253012489424	0.722778587663799	0.755962064167545	0.753414344262978	0.732678173421383	0.741796716733319	0.707126368365085	0.749937231993404	0.765823818337708	0.741795893995874	0.73993700176017	0.699431294250329	0.726544278082585	0.71940066147053	0.715657405743637	0.725988099569782	1	0.759141415628408	0.708385117440575	0.706310464779395	0.65651627006117	0.666992553341831	0.684385197809152	0.669660690263854	0.741545611084113	0.54608438444427	0.732058027528596	0.716105007479679	0.767304609479056	0.760988503242293	0.700478354994695	0.706216997236567	0.699523481371828	0.720606789987168	0.760320720977221	0.750474299281541	0.718086249397551	0.710949436539987	0.752483713588378	0.731131724714318	0.786462088803307	0.713700408597855	0.695633576824014	0.684005794547686	0.735175011266409	0.7471314124381	0.708472690524116	0.749819786184949	0.738323642411274	0.736512920296564	0.75307152598224	0.748577961002826	0.756261720809059	0.717106396892557	0.764841454666452	0.746782136060677	0.749892673673897	0.684433947923447	0.707575056562348	0.716668726780469	0.711929435395789	0.657325223616397	0.664130865701985	0.773722886753609	0.738617539079472	0.747649835165364	0.761837962335829	0.72758462842961	0.568705304158988	0.528613069085476	0.297081097183218	0.209505879814139
ITGB1	0.721116041031785	0.930442538418536	0.924877943830543	0.882839688498242	0.923453068920795	0.973420885918428	0.976451820626619	0.907651340111151	0.918107943876379	0.927118222929495	0.964766914140698	0.941668659838223	0.907761266421496	0.9670645238041	0.914448283897414	0.954472578331942	0.958202449271817	0.938622247472235	0.918959751290091	0.759141415628408	1	0.913042505714907	0.943890813649694	0.804691823935562	0.909922052381221	0.916922829962589	0.802112118336997	0.947521624621093	0.64875811379547	0.939868775746585	0.904438624502698	0.962934838171572	0.962570887651693	0.894654631000116	0.918161616926482	0.905820776084488	0.895958754603401	0.948944838443446	0.945270986595718	0.899987971885154	0.892718443612032	0.938837099350364	0.9513315767962	0.938191094461243	0.901300673090752	0.899047548135456	0.920211882037285	0.943272137764903	0.950028386538282	0.888447298229512	0.918715990102839	0.938432467134719	0.957442394526261	0.901233254957178	0.970417225074997	0.957889152714079	0.924832971092795	0.947058520690593	0.961018506945386	0.874112109646238	0.819528343193198	0.794777087679772	0.903675547336647	0.909026674841157	0.824045116184191	0.863547776692604	0.917783054657168	0.927615991774746	0.913649728932053	0.916833850784552	0.960387087198628	0.7765279611289	0.634337180404947	0.316916860087752	0.218995998394084
TNFRSF21	0.529019226047173	0.949591155328284	0.935998991759328	0.862046243804309	0.853511467084634	0.920519217359861	0.897056910121282	0.978802619427393	0.959205903505364	0.820460706761435	0.90608744522959	0.93521957947442	0.80970043071094	0.945222679748851	0.937183140203153	0.944685063432306	0.893808525857035	0.95491923236995	0.887413277229563	0.708385117440575	0.913042505714907	1	0.886277973799951	0.688441250845199	0.774406531311327	0.856246868428816	0.720644378695096	0.866583686690553	0.528449313769859	0.880475459559475	0.884122002411826	0.882745499975189	0.88135854957093	0.812439585134418	0.871892724894376	0.886403708251884	0.950133474257986	0.856515529516906	0.880385483183512	0.963391598344362	0.765964007388493	0.92592852663805	0.845115181178045	0.926481202062218	0.949693289811352	0.829327148660902	0.949969593095469	0.894868424391768	0.973682248324307	0.753124233140733	0.961204081978005	0.973622648857755	0.872552906762407	0.893795412581543	0.932731101830309	0.93371561160321	0.945698923629835	0.88100300390058	0.899784549046395	0.779011565179453	0.743163493735067	0.680163311435247	0.897417593411319	0.856802114106708	0.734158791484635	0.695921886447797	0.876972695314293	0.895365035208124	0.962054944253617	0.961028965472084	0.867199101755779	0.606493387405925	0.393468860417972	0.0701489041032739	0.0898479470307264
IGF2R	0.737121208690243	0.918607912277812	0.895414997885444	0.861116773647247	0.898105012903543	0.951391586287853	0.952189475590672	0.858406286008904	0.886851171424439	0.934881986009226	0.93020706734812	0.918289690233623	0.880244540625936	0.943777613822785	0.88858520594872	0.947538849569482	0.941892039218389	0.927681535952951	0.903252611179581	0.706310464779395	0.943890813649694	0.886277973799951	1	0.794381285472539	0.906715306319964	0.90949984211971	0.806066154079896	0.938850733507538	0.639184720108976	0.90853275591919	0.875489395830626	0.943230065058081	0.943275848013949	0.896603114838532	0.86753075815907	0.865587285654484	0.86102421108414	0.939866190264558	0.93881259560531	0.854231681029899	0.881302540567459	0.921349137277337	0.92732793340654	0.894476802179676	0.864620207576556	0.905228877506319	0.871946343943909	0.927952624072341	0.922253843821414	0.891113183185273	0.881638417320395	0.903030789557368	0.942768176994713	0.891140807031082	0.953210738404186	0.937261443608193	0.862474982380534	0.931168440076535	0.944115834043757	0.827676419139498	0.779537489074671	0.806303877588909	0.870118466121344	0.905897306983412	0.837826404662561	0.84533602872209	0.894263220619494	0.910217627125556	0.864650450647314	0.879893842981517	0.939539646805602	0.754532554052561	0.648668878733667	0.291720909435617	0.174930901228276
KCND2	0.890135709615587	0.755623332536206	0.800375459757593	0.839010379282385	0.85511354250179	0.860500621038812	0.864783740796433	0.688840638459582	0.765496185811135	0.908444404715901	0.81351389557081	0.832715584860869	0.828517299006717	0.833205805215799	0.758651840819935	0.822946443619219	0.855471023707448	0.766824534861509	0.808426941810695	0.65651627006117	0.804691823935562	0.688441250845199	0.794381285472539	1	0.842179205942949	0.836212540021044	0.885173911699544	0.87063912241183	0.818945371312055	0.801878644793482	0.839402116569563	0.883514890051058	0.871919064876947	0.919410031179294	0.798048283728153	0.742224408473375	0.751373455257811	0.850080302742384	0.844498355446194	0.726011427852635	0.88164430972785	0.872936510941472	0.86600060693719	0.827258379158119	0.708547874441258	0.827233400975564	0.66774551585502	0.866446185926502	0.78747202624141	0.926129494129174	0.767711464059592	0.748450513363308	0.882087749842406	0.851212410848423	0.843203306935975	0.78543716754771	0.680300075377858	0.857435292440218	0.860215053502436	0.837589008465101	0.814622799418385	0.866617841327231	0.7522297190505	0.900558244202901	0.891885133831913	0.862907711846184	0.838552947519023	0.877026363618471	0.718659269159117	0.763560761806683	0.856033941137603	0.762919616217871	0.695692109536629	0.40891780436507	0.160658070318158
PTPRS	0.827240243266173	0.834480222150603	0.846503032810156	0.842013073823964	0.887797711219256	0.924248733997416	0.935176788511514	0.760536045625244	0.813480748940669	0.940382361656783	0.919620271921803	0.86992809293214	0.881859847941393	0.89785628602505	0.816451226974232	0.894716134619337	0.919564545731088	0.844505422248495	0.868992413614241	0.666992553341831	0.909922052381221	0.774406531311327	0.906715306319964	0.842179205942949	1	0.893728392607559	0.8157807880673	0.92807666167409	0.682545146379597	0.882664495615011	0.841623932817338	0.934553011585405	0.941525360832527	0.905947218115473	0.848158707329979	0.816456759540376	0.77911340850327	0.928625955615156	0.898784793248379	0.77295917374371	0.908886550829706	0.879007451421607	0.93221401245561	0.849160505805574	0.782413950135626	0.874373405086988	0.777584975806047	0.908996889943171	0.844466030972876	0.926772370667736	0.813691267047159	0.831388062125925	0.944125255939758	0.862163402946725	0.913112958349082	0.874166263289846	0.788746696782414	0.903069907770614	0.928451739057928	0.842908324131971	0.774234472844425	0.821155289652242	0.799960647480558	0.887755474093848	0.86322840544368	0.889372267721921	0.859516328534966	0.879451768725819	0.784883086867558	0.80356860589086	0.931878812048405	0.821303417092637	0.721104756270989	0.388903690432114	0.183149898457232
TRPC3	0.746804864526091	0.895885038004296	0.899409274523618	0.866873099960644	0.886960245063729	0.936493946584084	0.936577137778639	0.839651585384853	0.875091616854254	0.920562099784067	0.914334931018012	0.901152583609837	0.873092794736523	0.929139658118752	0.887129882174027	0.934521894924655	0.937101853330344	0.908472073897453	0.887321528280902	0.684385197809152	0.916922829962589	0.856246868428816	0.90949984211971	0.836212540021044	0.893728392607559	1	0.807946641447185	0.932804547891352	0.686949097963562	0.892357419548623	0.875046403182815	0.927222239999011	0.930681326435105	0.901015972939651	0.866732470820004	0.860686056731582	0.857437103102392	0.914497472114377	0.908033260347435	0.847451867051833	0.885953761047646	0.92211716896923	0.917711586637637	0.889418183592596	0.860454671631713	0.888560044856401	0.860106920394453	0.929764456452053	0.904340330470234	0.886051051859927	0.886624656197396	0.886187409462775	0.929461080786015	0.889079878396337	0.936792144122121	0.902706456915721	0.845055607964114	0.925683497910322	0.9315108212388	0.835863556722484	0.793192232172127	0.803717573425699	0.848826130948899	0.909255871793737	0.82289841209284	0.833991033604279	0.877212334598758	0.909346880052056	0.850274409136474	0.867480891797037	0.924874314983465	0.765821230947402	0.587618449537102	0.286837024787501	0.148775794934025
ADCYAP1R1	0.876309049219791	0.746858684899494	0.815755199523964	0.831270533500926	0.869199106531069	0.864945153244087	0.858001891135056	0.718677025962574	0.762009777787582	0.88677551008112	0.825693463342921	0.842818772151541	0.81388825713346	0.829829674178235	0.742350927816561	0.81264459938522	0.814042473200595	0.786950528294626	0.828430935784723	0.669660690263854	0.802112118336997	0.720644378695096	0.806066154079896	0.885173911699544	0.8157807880673	0.807946641447185	1	0.860188448924542	0.809485289501935	0.809177182192877	0.834251844647324	0.875230627754677	0.851142929596139	0.903098392624819	0.791468852093737	0.763673213713617	0.783263066505519	0.841383006758755	0.841384831596328	0.742782814627658	0.829819110518854	0.874734697541211	0.857109064809537	0.862157844078767	0.741514600807486	0.836241656738791	0.685023947222801	0.871417815513484	0.800581940163753	0.904343154578538	0.786202028004012	0.755942695826169	0.858395333051605	0.87162330787753	0.827651916425671	0.788391435822426	0.722177180655598	0.855980958424214	0.833094444745706	0.840012852860629	0.837774499808957	0.801205214428672	0.796317065952322	0.866148831628559	0.840668087855781	0.839789726564171	0.87196903672535	0.886079857311581	0.751439588201722	0.790601262704777	0.838884175066405	0.754858345820745	0.731294687647943	0.403221717218483	0.167950089919939
IGF1R	0.82644018947313	0.912014346895173	0.923885119180506	0.90041916427605	0.920387301555452	0.966946665728505	0.972765432070423	0.846794218643398	0.890099658169285	0.96295345094417	0.946246983105043	0.931947994420514	0.916329681788413	0.962154271127269	0.890096530660447	0.947527815713816	0.958308660110393	0.927393291539633	0.931354406595286	0.741545611084113	0.947521624621093	0.866583686690553	0.938850733507538	0.87063912241183	0.92807666167409	0.932804547891352	0.860188448924542	1	0.722422468130773	0.931214265071325	0.905721737661223	0.969841725185162	0.971441152052354	0.939543359373057	0.895559260423126	0.886961927935784	0.883794472748821	0.963347456288135	0.964356488703095	0.865125804013118	0.937226236718337	0.951615983884562	0.950838834538112	0.919896990134634	0.86089914195157	0.930160114288015	0.871409318035313	0.956731696171908	0.921540126815932	0.943659596162002	0.886941822518635	0.897166327256964	0.966458806145309	0.912120728613614	0.966378559565848	0.931405403550541	0.863412948654037	0.957420123278996	0.961453656632077	0.882124387960189	0.835600100216119	0.854951373992588	0.869088643885435	0.945097627149415	0.876648815967392	0.907540481761402	0.922381838946452	0.936351187652751	0.86348334617778	0.886972452033365	0.961738369800602	0.812018293844763	0.694200096735886	0.336793564074767	0.172823495616216
TSHR	0.781441382161994	0.590358487971947	0.663686402757068	0.637899714573593	0.691733998626748	0.708548729362612	0.718992961411525	0.526579222954823	0.585732203033592	0.748450012622702	0.659970788880765	0.646254265967216	0.68322405129291	0.672504750102433	0.650297799677763	0.630588111627706	0.709282714184404	0.613295811871375	0.65564039019506	0.54608438444427	0.64875811379547	0.528449313769859	0.639184720108976	0.818945371312055	0.682545146379597	0.686949097963562	0.809485289501935	0.722422468130773	1	0.646708328824629	0.645796982994949	0.724838001271148	0.69376981018364	0.786909427073993	0.634751585961944	0.631913660359417	0.616873205211562	0.703292939009727	0.710864298240995	0.595545698868293	0.749444021648268	0.711565136070572	0.689726612245682	0.672765095740007	0.606036785405719	0.704020168746541	0.562605228641004	0.692474845252737	0.626941503517719	0.77898295506633	0.597322704799445	0.574448065068121	0.703605533857098	0.661626544201348	0.661594670315986	0.632377373093046	0.550596792202197	0.703936686560987	0.676696875034555	0.698305690335008	0.740374313749233	0.69965306419504	0.660451388418764	0.728742121788879	0.717882874769725	0.761211295888816	0.663741337427347	0.731679713010213	0.537512209405024	0.581180071396021	0.681546701865758	0.661054529441741	0.65494250183842	0.456612824771792	0.137526457496161
CELSR2	0.714756321527508	0.903940657495495	0.913371501289857	0.882010182055073	0.896474733684048	0.949777732405731	0.946450004690215	0.875418645748016	0.908568458282068	0.915425792993143	0.928339918466315	0.913737536257014	0.901386157583094	0.939903699613009	0.877954048044781	0.928989731142324	0.920359206261882	0.901276577262324	0.901685641573457	0.732058027528596	0.939868775746585	0.880475459559475	0.90853275591919	0.801878644793482	0.882664495615011	0.892357419548623	0.809177182192877	0.931214265071325	0.646708328824629	1	0.881192593059098	0.933029617449389	0.933956117989007	0.884471887415147	0.867326350821008	0.871349525484559	0.872282017824034	0.911822331406493	0.921846611424593	0.874146800628002	0.859205364187455	0.92254440367304	0.934195317922606	0.913388248085626	0.862708305582076	0.874707932642878	0.874772813501465	0.922582784387487	0.919853284249331	0.867051703066598	0.899315629263598	0.909746252555587	0.920974436695455	0.909265449080887	0.944429151884823	0.924626065757687	0.907856255585725	0.929533776030061	0.942266889880141	0.846711166101064	0.824435916824801	0.792737947098537	0.871464714925481	0.8953243455385	0.820372889615256	0.832238220219614	0.897845371522397	0.919454150508118	0.883541997129936	0.896161787382651	0.937613983151939	0.786673813742462	0.627032939142944	0.280642569581526	0.155247535671935
PLXNB2	0.732597973401175	0.878124152925682	0.914119555601971	0.886288089610983	0.904130393422236	0.930020723528936	0.922354061328031	0.884417710799508	0.903358875931369	0.894681821201395	0.907807859793847	0.940840028962836	0.872008295993842	0.922230516284396	0.846146057878698	0.928662741611324	0.897905218029785	0.891816609437941	0.887111640403637	0.716105007479679	0.904438624502698	0.884122002411826	0.875489395830626	0.839402116569563	0.841623932817338	0.875046403182815	0.834251844647324	0.905721737661223	0.645796982994949	0.881192593059098	1	0.925268854630457	0.919437092151641	0.897418314307191	0.889006091316299	0.839177348294558	0.89583989869845	0.882241908895044	0.906675349208445	0.876803025309511	0.851484438178872	0.934567354929705	0.914280499885911	0.935375134463497	0.865821863910174	0.87350827288893	0.828226352649601	0.926042475974523	0.911635240823619	0.872834121503105	0.916919596647369	0.901511176950685	0.918087182006204	0.922639260259175	0.929477583212489	0.911372632250722	0.857736406771924	0.908233818226684	0.919602011037065	0.872826099110865	0.809690060682392	0.792836644452535	0.851402483935607	0.904952373194957	0.828205885828893	0.832890723159192	0.924504758885879	0.918188119801909	0.901036593101203	0.915007214820796	0.904873452781557	0.734135966723801	0.612671831837601	0.292986158574029	0.207782026553396
PTPRA	0.826283744365953	0.911769413156767	0.930254148183535	0.925786977969275	0.94802920286648	0.986024734661927	0.98686086727458	0.878761621229083	0.91299520694104	0.971611637166431	0.964044871060451	0.961000352270131	0.923839290843266	0.966331793410412	0.898376967196567	0.955845100868781	0.966099424966406	0.918196024454264	0.935697065083062	0.767304609479056	0.962934838171572	0.882745499975189	0.943230065058081	0.883514890051058	0.934553011585405	0.927222239999011	0.875230627754677	0.969841725185162	0.724838001271148	0.933029617449389	0.925268854630457	1	0.981749978637734	0.950961285551393	0.917125042447035	0.880185981418167	0.892260711141899	0.956708232703732	0.954270977838332	0.881277824738596	0.941037239646532	0.961636356652621	0.969154958150901	0.949491829246703	0.878794569129834	0.923077622177756	0.867484428464301	0.971126354181122	0.94138593556073	0.954935397052955	0.911539722910291	0.918145584005986	0.98382650480631	0.944186483130006	0.976793121182096	0.94280524732231	0.874296008876483	0.968019173113372	0.978087171293646	0.901709165142124	0.845757517597819	0.868740069543064	0.898166909144936	0.953687594162083	0.895516773183553	0.903169394745275	0.942822632082194	0.954342012062344	0.895854394277535	0.916870463328938	0.978623506439456	0.784737676098771	0.682132742987908	0.323018008954811	0.163274819296789
