""	CD74	ENG	SORL1	ADCY7	TLR1	ITGB1	PTPRC	TLR2	VSIR	CX3CR1	KCNQ3	HAVCR2	ACTR2	PDE1B	TREM2	CD163	TNFRSF1B	TLR7	KCNQ1	ADRB2	C5AR1	SIRPA	TLR4	ITGAM	PLXNB2	TREM1	LAMP1	TNFRSF10D	CD69	CD93	APLP2	RPSA	STAB1	PLAUR	FPR1	CD33	P2RY12	NRP1	HLA.DPB1	TSPAN15	ADORA3	AXL	LRP10	GPNMB	PTPRJ	PILRA	CXCR4	CD46	TNFRSF14	CD63	PLXNA1	IL6R	CD44	SORT1	NRP2	LILRB1	RHBDF2	LILRB2	P2RY6	FAS	RYR1	PECAM1	LILRA1	TSPAN14	FLT1	STX4	MILR1	PLXNA3	ITGB5	LILRB3	NCL	ABCA1	LRP1	CD81	NCSTN	PLD2	UNC5B	CD226	ITGA6	RXRA	LILRA4	BMPR2	SMAD3	ACVR1B	FPR3	ITGA5	ITGAV	CADM1	FZD2	NOTCH2	DIP2A	RAMP1	STX3	CD47	NOTCH1	TLR6	FZD1	JMJD6	PLD1	ERAP1	CD40	PTPRA	SCARB1	MCFD2	AMFR	TFRC	TNFRSF1A	CLEC2D	APP	SDC3	CD151	RACK1	RYK	SLC16A1	ATP5F1B	TNFRSF12A	SMAP1	PILRB	CANX	EGFR	PTGER4	PTPRZ1	CD4	LPP	EDNRB
CD69	0.868062965221198	0.8084295606616	0.846193015588505	0.9171946578109	0.745741837126502	0.783661955470504	0.844544984110467	0.749174798635606	0.651422903091752	0.780493423728973	0.875394843839461	0.825093574078578	0.84291701271191	0.769274215654675	0.814244336189525	0.22788864748553	0.74479928735997	0.859150784283584	0.843725053878944	0.851653865566288	0.750145476482012	0.824112996889771	0.75581883268642	0.806541589638299	0.644193730358314	0.635332812916208	0.681830461480811	0.761574017057553	1	0.0317214240221186	0.704498567876466	0.745598623744315	0.832261127922526	0.547789663656928	0.833953922121806	0.70830896698306	0.602923973911313	0.751299934473221	0.719962680030304	0.576358894760635	0.861306563158903	0.873744580331042	0.844116072495974	0.388436155859438	0.893339877554231	0.74279637805069	0.717228229912262	0.530657658440763	0.561968006857612	0.604510481083203	0.763816694648144	0.851543150104228	0.0670901221950804	0.916279228937323	0.453225527645354	0.934011352791925	0.932410141023212	0.393554436095199	0.807220510164538	0.747328399115058	0.89828096111535	0.831330628144051	0.45670754822474	0.944200033930259	0.252687216341244	0.902093204952121	0.756999621624646	0.716918895685176	0.712590378485661	0.415815207253907	0.835266963098788	0.569196812213987	0.803617571816951	0.847499219285578	0.567829315062049	0.447502367416785	0.826923223472493	0.877911894706566	0.702979474412437	0.723771068232292	0.738058181711263	0.743473731529946	0.762585958683822	0.734094281026568	0.388347453054937	0.535336628371161	0.68633964346758	0.587959128497261	0.495760508321116	0.477849792756018	0.67436485433263	0.797060982834596	0.475457788719935	0.742679547661053	0.60926003156455	0.596324010830814	0.684297269678554	0.879192763155808	0.713041496655103	0.670273716631654	0.655806762459961	0.570215378576106	0.751903032421092	0.631999452983945	0.552621409622874	0.802844414235872	0.816855976542567	0.698025986067619	0.116142554533165	0.162197377804103	0.426170626179277	0.776893798138698	0.420055054725979	0.345600084976533	0.734146693934662	0.42152444476514	0.736601784510105	0.27599025725929	0.724589890247188	-0.0297935386874301	0.846029198270086	0.0253247338333332	0.959259589868101	0.761122263515192	0.190956620466742
CD93	-0.0361688469753043	-0.128300925638318	-0.00755070623915008	0.0569970735801145	-0.098124985703961	-0.170243053577924	0.0795079036776042	0.01320530216623	0.116082453423703	0.0331987176789472	-0.0157151123753001	-0.18040067385603	0.0865121852911637	0.294500706480652	-0.234460659116035	0.278324403988571	0.327106998497872	-0.0136444270006787	-0.034763703068719	0.0594326263351473	0.28526767614578	-0.149057640916196	0.0789194713772797	-0.0215351388229056	-0.140252662053562	-0.0828964847107807	-0.0819627937392244	-0.0340850629762332	0.0317214240221186	1	-0.00298346562357262	-0.1403884649849	-0.0134875698414824	-0.124188959813828	-0.109110128161146	-0.0668207823342817	-0.0134347035170039	-0.111440091155799	-0.0380528617901031	-0.151455975094526	-0.105745013115642	-0.191184272355491	-0.158275148106845	-0.222870580490473	0.0116301511245786	-0.191054017821995	0.448282061926061	0.0389001240837522	-0.0238633656163903	-0.268205014315211	-0.113770370000324	-0.0486201919986409	0.201867306351354	-0.060032078629593	-0.167769207264729	-0.0259848589127662	-0.0246640220484014	0.504766597245095	-0.186909965610931	-0.21689652264569	0.0900608454114353	0.196558461819886	0.359250479511306	-0.0163819664165986	-0.212411077598715	0.0154349372269247	-0.188929765201951	0.0816885116719725	-0.236391660241914	0.210864431004175	-0.0154249086719862	-0.146297072834189	-0.0447976726157904	-0.198925556705734	-0.0730967002698563	-0.23064677739819	-0.0760294950658324	-0.0518456938443525	-0.062039891639876	0.277631933727998	-0.158135665861846	-0.00948567511895838	0.251108022298648	-0.133946955241082	-0.218227137881695	-0.0420819381066289	-0.115445958568884	-0.191901469971871	-0.0447240718197687	0.171395960667322	0.0842075785541111	-0.233674806744274	-0.0258720712135992	-0.15401682969566	-0.0610335446520794	0.0230155441579239	-0.0624319171267508	0.0112581887608792	-0.175759806664152	0.0397837583537687	-0.223829234545567	-0.0258747356696384	-0.125516190121683	-0.150661250817219	0.201194078014696	-0.0388205029344922	-0.0337925853651541	0.169442990690304	-0.030568659690299	-0.060212829341903	-0.0247558660796785	-0.100239022825536	0.0297103688921226	-0.0779593217502279	-0.072941196739037	-0.239358110832645	-0.0149852998937059	0.119602853279697	-0.132081420213473	-0.0385552643051211	-0.0417070375468425	-0.0167051483917026	0.0270999092363296	-0.00858545029936544	-0.0655906993643307
APLP2	0.544707359396762	0.871159409221847	0.53907381247562	0.753199836917781	0.713295299751644	0.915240661093958	0.793282955550249	0.585180932469237	0.305989780869546	0.324766051937248	0.700372480200204	0.870953438644828	0.911420014307826	0.482112869982608	0.81319461717042	0.634478443282595	0.79232382325474	0.680519347642242	0.549801644380207	0.440567419157274	0.850970253149454	0.924925184124618	0.854825468520712	0.875657314718943	0.859273691582267	0.859195183770968	0.911898665219885	0.825106849748535	0.704498567876466	-0.00298346562357262	1	0.840112139690005	0.798776904034169	0.888288471051502	0.842572507756695	0.633434274908646	0.217129498178947	0.929778018667707	0.424204267115717	0.541319372173489	0.633368752759289	0.776305262667062	0.858836748168596	0.830205588907107	0.776263219843101	0.691175459921573	0.572257149075847	0.654996600238709	0.840699785419186	0.892446433538129	0.887780822429768	0.829180080233859	0.641785766581078	0.791896452113907	0.867220229203783	0.733863487793811	0.703701466300138	0.60638852518696	0.587743888825267	0.850604890291222	0.582693115473816	0.793881146800853	0.357212271703074	0.782129710695975	0.714230293520829	0.770298671864821	0.510134610154198	0.522212272686836	0.823659740033678	0.828244334217535	0.868655030485698	0.935811009787274	0.922651440218186	0.82591422345644	0.782788697159844	0.773384139890995	0.743600753800062	0.764429910585743	0.894541732720915	0.777996174316026	0.638104637516509	0.72717343643808	0.685749772555846	0.742026120050784	0.703930346930054	0.89880577722265	0.823315874778883	0.901943927859362	0.111362148975284	0.858551254508724	0.596095360008367	0.834239673180086	0.808750642757332	0.864061624609739	0.787178478073537	0.323654146727281	0.548853356074855	0.755486797902572	0.860101725321853	0.86640660265965	0.60309447772642	0.736818672919924	0.860097350558084	0.916092593084791	0.611864493120916	0.851230038765054	0.864219646625416	0.554931672748984	0.318509506709471	0.383468642322673	0.759868227423015	0.830824110991904	0.715115363686152	0.500344574344311	0.836500612596275	0.846568927850958	0.876571114017408	0.243763390834777	0.950469317836408	0.181160215024889	0.89360584364209	0.226979346607043	0.715664092377632	0.717113718582167	0.446691531361778
RPSA	0.751108365637166	0.879762000593308	0.628304947232792	0.766774418114585	0.805957166347526	0.892005643682352	0.843695613443265	0.614224256005156	0.580700131562961	0.527799529862672	0.655302459094082	0.924053335826911	0.907417386589454	0.485354189017424	0.953139981399213	0.432842755255123	0.76492615891235	0.743800888891033	0.642182551954158	0.568142077607064	0.778352642538875	0.88598066565722	0.739838166473005	0.921095717164722	0.844902261709069	0.826649187875985	0.920893930288959	0.737954011474498	0.745598623744315	-0.1403884649849	0.840112139690005	1	0.902717941384075	0.810300638712511	0.944452459210994	0.780532250553673	0.451992845956718	0.794475762131337	0.709888654803167	0.712021866711559	0.799428879276426	0.917353343509864	0.870101125020802	0.707093694731429	0.748324578636608	0.874982147944197	0.506874755212479	0.468924753770921	0.819251798089456	0.902587460264502	0.775927632721901	0.832100008859638	0.442228144364567	0.804844668090448	0.642367754492311	0.764595532987907	0.723757910571757	0.581289666949418	0.767508666074151	0.807224675990381	0.574785576358557	0.67739406993919	0.55628887245364	0.810408950657005	0.515753427677336	0.741481090724764	0.701768663291764	0.387808504133636	0.845704995962812	0.635873203290022	0.797075457435711	0.721479521383864	0.751878698726897	0.956708959634788	0.717406547388702	0.790063346960692	0.779840880401432	0.730604154017319	0.717060790921349	0.762685932749381	0.846835844065477	0.543185063254857	0.466238050076576	0.63877517894003	0.593414907524258	0.739181392571495	0.642904604058215	0.700223804579892	0.357019284069205	0.544723625303883	0.381474251245659	0.836216208548322	0.618745490628442	0.788176513416077	0.543998119452503	0.441322836332288	0.609147532338646	0.80952601403129	0.824835883979068	0.701787748455404	0.827747531963414	0.511545120901605	0.710782546557694	0.756605075370836	0.418190355941199	0.801478204887672	0.900500224854882	0.448690759090845	0.0324914064244313	0.0823572032959762	0.552654606072179	0.97320720815392	0.560690813383467	0.305614501950202	0.832762347999488	0.740530307700218	0.784532436519673	0.0649069240113575	0.780554176796488	-0.0905092451280713	0.816309869758532	-0.0785832415778045	0.804207115715052	0.601226362799107	0.164406556614852
STAB1	0.816370934356968	0.922028471522918	0.722228968228083	0.835213380158244	0.787657915637715	0.853830186317037	0.878758521876405	0.653141564922687	0.622605648333658	0.637235986939818	0.751754540347313	0.931866310599469	0.908830404726879	0.587983655437219	0.915982647972152	0.380438934683105	0.786510706436735	0.857175978776477	0.644471685339972	0.668951645439332	0.826901851679387	0.868715237923319	0.729832370209156	0.901728043619674	0.797310233322144	0.808848491240506	0.878361202197138	0.789243407224682	0.832261127922526	-0.0134875698414824	0.798776904034169	0.902717941384075	1	0.769039941070921	0.933234677115347	0.751214707442524	0.548681194665195	0.802716456116225	0.714649039397189	0.702403004382945	0.868827159875753	0.924787061208132	0.818937466636676	0.628111853155611	0.773854383678478	0.832341763610802	0.56706594869524	0.466036428950712	0.769219259477292	0.813448421446924	0.817565687231327	0.858930992610893	0.331473872371615	0.849632521477697	0.620510212979812	0.837605432850159	0.769250170325018	0.504308724693668	0.824721614049288	0.791737699852384	0.697328361311264	0.711348602956061	0.591688759456832	0.844064574411934	0.473029805069417	0.829884039241722	0.720666742545577	0.489752517661404	0.847113770715525	0.594794582970835	0.809556564396078	0.690289145250749	0.776299766041935	0.941098891532699	0.704382821217848	0.722185928820108	0.86583781677234	0.786468080195455	0.720423623838447	0.720511655776099	0.86359954729141	0.627507680780954	0.572371131559552	0.575821663426719	0.609553892293002	0.687791977232046	0.61426015498893	0.645032591998966	0.314761127326906	0.519614992727319	0.424562886506886	0.77651285690333	0.652161720619959	0.753599007751543	0.527918985640796	0.548136466594663	0.739245406121489	0.923435493713363	0.830114517649937	0.719704936301652	0.810807890993643	0.491679876759133	0.727483594564298	0.698952698335026	0.476127598008584	0.810016500435412	0.869382836568601	0.48801303131026	-0.024890027136853	0.0418872474272832	0.480652048732898	0.887995650522018	0.454900699911255	0.188376654329902	0.780448851463922	0.671733793146916	0.776001225412913	0.130875873086401	0.748395945724981	-0.168731105241494	0.846392031237718	-0.121800255950458	0.864085219774036	0.644750572404526	0.0979328153339471
PLAUR	0.396963173529693	0.892343250036019	0.322832618930303	0.606404022246628	0.629068416849345	0.847686700537539	0.673774633192565	0.396939971049942	0.189833148911014	0.12687272423323	0.485382659365471	0.838707543159536	0.804965265257816	0.262905231025747	0.788312293811256	0.696672116759192	0.652028210421359	0.530255405042863	0.421711246889883	0.235916962810648	0.816685663424981	0.830737291132745	0.668796138351861	0.828923221943981	0.826671074312634	0.955384822302157	0.862484689915345	0.732974452381132	0.547789663656928	-0.124188959813828	0.888288471051502	0.810300638712511	0.769039941070921	1	0.821455176750954	0.521518753487018	0.0509696853142771	0.84300106235104	0.296388883867268	0.540377442444006	0.517903130606549	0.699864377992288	0.698303565303406	0.929320984487396	0.578147698254384	0.643339402920904	0.396123204656388	0.386127433738374	0.903599638528847	0.928981808684785	0.76548895428918	0.743661185871366	0.76188696178973	0.608930733111358	0.840094337797734	0.595234004559489	0.557050175222808	0.589801647943936	0.5773994963509	0.802627609097843	0.386033995318084	0.597836389567173	0.287590207706649	0.618854963059765	0.841579001126693	0.618905703269466	0.370387061237131	0.188895591682701	0.822277021061081	0.853171275133151	0.677371580321598	0.86216019058003	0.725818788105348	0.760775153531921	0.640392187260594	0.885285744401566	0.717921422099402	0.590077476211103	0.687789096950184	0.655620978194762	0.589873411453818	0.489456185372699	0.424565729810915	0.545847016949937	0.765196289024795	0.867027319469247	0.586260767205749	0.749278982610014	-0.0473904137173599	0.723150079875779	0.282699183626038	0.701648512027426	0.790886909912091	0.690268470133269	0.611427973622276	0.115693514393225	0.536049911974272	0.677428618608417	0.858794741647895	0.748902661931205	0.62413280941029	0.451540402825965	0.672718958200494	0.764468989299461	0.324408964517365	0.831799203924842	0.737439522324066	0.246679315696344	0.0561327742398726	0.117064341664135	0.593991832176091	0.731210680412355	0.564103784402603	0.237319058892814	0.640484338550866	0.913975091754602	0.70831694144735	-0.0287737817976876	0.80308984476466	-0.0710047727937757	0.81776563513384	-0.045132907290666	0.575870694184841	0.419871317234304	0.182064060345123
FPR1	0.794749119032913	0.94706972378428	0.71484022139162	0.866433172251481	0.875652694858151	0.907492244045337	0.901996529998266	0.715894278105823	0.582692194892067	0.607320681498887	0.782838735836838	0.975657184653059	0.948309017473434	0.621023251510304	0.968127128280893	0.404231057748068	0.780824043566323	0.832528757299492	0.718866244912712	0.648966804689919	0.818354181381622	0.921772295994381	0.79396942504759	0.97701848617163	0.855233093397448	0.862792016423306	0.891682843967172	0.825199044893525	0.833953922121806	-0.109110128161146	0.842572507756695	0.944452459210994	0.933234677115347	0.821455176750954	1	0.828018343880391	0.504859746653137	0.819495225655208	0.688603291919005	0.697209415381769	0.835819765363972	0.948627196246625	0.886599854214188	0.681868294836618	0.834670368901608	0.870036545160031	0.518272700975012	0.469903323556311	0.810708441530434	0.872231482527525	0.839767538566147	0.933194532543575	0.385627422765262	0.886114939029983	0.625765344121156	0.890599602251247	0.830628784614757	0.572956887334296	0.826106729231557	0.852773483146348	0.709496120147946	0.78231696950047	0.582977772218222	0.875931006785643	0.546442897108299	0.827699529953782	0.739717243512143	0.457023478393995	0.888869723071741	0.63376150752558	0.819377428050499	0.721393938856289	0.786569042672328	0.957806151097303	0.689969738083476	0.784242005780749	0.872438279847539	0.842361447205255	0.718612578359884	0.789135329018859	0.818822872699836	0.643403211697977	0.601070496376733	0.683926866140096	0.653115099466236	0.727632500869621	0.648955265855626	0.665380362909966	0.379259329561102	0.536288655778642	0.460424952098628	0.835642864442179	0.68065884541563	0.777045554231212	0.587880121040372	0.518192235405242	0.656253984400475	0.861930845334722	0.89150185445835	0.7327076823591	0.855135353224153	0.518002660664743	0.7405814302603	0.722876643335225	0.436145470550192	0.894981446169538	0.932126782488724	0.530443924958963	-0.0234203082279481	0.0373663719750151	0.489784188451099	0.908577803965355	0.519484182417723	0.252486998138041	0.773912087210913	0.705889857616455	0.758267922958662	0.0870575889640053	0.777034186207267	-0.169643259790925	0.90562717903252	-0.130115650883488	0.890942068687958	0.62781665138797	0.100184368260602
CD33	0.840588494248876	0.679414616696769	0.804632634322386	0.761006057061068	0.909369809338498	0.718183299580944	0.866887699374937	0.828963841329183	0.729726955274668	0.739632561642929	0.719541129519118	0.784188398766029	0.800802439051692	0.704439831327109	0.833344676864104	0.261423004483377	0.669724636649912	0.786931367305435	0.705040800184099	0.732685029461105	0.538831265683965	0.744869034761049	0.700472240102739	0.796095028135561	0.695960352098059	0.54576233496067	0.717002765633585	0.664979846327818	0.70830896698306	-0.0668207823342817	0.633434274908646	0.780532250553673	0.751214707442524	0.521518753487018	0.828018343880391	1	0.724770260244888	0.625121635085514	0.789353090329645	0.667448671433045	0.795137523885352	0.86611236808402	0.792623181962276	0.393150782560745	0.773141913643015	0.878990493933734	0.388071310572585	0.564281077737995	0.55779424211072	0.619277260670162	0.615605736608228	0.838949157029921	0.137427052234803	0.802604611294919	0.378354489140902	0.819017315506573	0.800044847169906	0.4536708828314	0.764415804293773	0.694168000346419	0.609043002201198	0.695054876559013	0.693626699018456	0.753266731854713	0.223709658599964	0.61315698094385	0.870581533522583	0.379816566464429	0.685286575674152	0.371184946194854	0.622631566514132	0.490094165054792	0.603833103436515	0.826594617538402	0.574828653299755	0.53819320978703	0.624573566940959	0.751867823880149	0.547586752113426	0.595961950309107	0.729684335423872	0.477273548185669	0.509756205339419	0.585608274239709	0.473624614017067	0.518369012440019	0.485978241983045	0.46235662973729	0.59477533095265	0.310019965106082	0.427403379035761	0.62940630753452	0.429029746943849	0.651353002034825	0.338627366123132	0.764369911908005	0.500767223421215	0.679123771393401	0.76736251827506	0.638514285464418	0.815751671702861	0.375499932011393	0.565330902938781	0.52497135504469	0.376169522659757	0.609810319676537	0.813343050816344	0.64496677572214	-0.0806081200805048	-0.0585026064020359	0.263868247639168	0.790985594647598	0.392585360433819	0.173677279706012	0.605464012611437	0.376475037635369	0.581888473558022	0.0968413086716194	0.543104241353531	-0.208234803000263	0.720079128153955	-0.189329102209132	0.799221759590754	0.566028070010185	0.0165355926842324
P2RY12	0.866342267245876	0.382759213562759	0.865959417621357	0.576741332023193	0.668800224324453	0.291471320350175	0.679986248365904	0.714094018656739	0.884942396411805	0.930206118057382	0.646203015145386	0.489827448915824	0.469571659807702	0.621720963992177	0.513146662452687	-0.180709391898203	0.425342984450473	0.755570538817952	0.545997259286433	0.870746831262933	0.242933444244073	0.390446551870823	0.386803332688624	0.442765216780603	0.356935031196054	0.126344412475136	0.378151806202344	0.401445826854292	0.602923973911313	-0.0134347035170039	0.217129498178947	0.451992845956718	0.548681194665195	0.0509696853142771	0.504859746653137	0.724770260244888	1	0.297898908590451	0.869957056108933	0.575914511249336	0.758966116282779	0.650403098928346	0.519166137874421	-0.123285995256875	0.532677608040582	0.702826665244294	0.328040391327662	0.448265625857035	0.115691352572828	0.1522071400034	0.333268113560019	0.536013729766156	-0.397588641444422	0.627742245197053	0.0356499019469943	0.64766837984909	0.608218547860558	0.0645608632926073	0.63819725607375	0.331744030339744	0.596813625908438	0.424833599149254	0.646453598727566	0.553806523381477	-0.24808405423788	0.501626883446245	0.830446252552057	0.472897659298901	0.377466051925381	-0.105874118754587	0.437646898750817	0.103832260241733	0.368354045114142	0.593780792880771	0.340946238812372	0.119220220306588	0.506609290741071	0.589290749879128	0.288846115897885	0.263311018088092	0.688342586688635	0.378112853205722	0.373157260901219	0.194226562995358	0.102619819358015	0.0898911258555116	0.252365583048646	0.0941360210443448	0.707718705367208	-0.0498948355337762	0.358958575644088	0.339474628002818	0.109372124746338	0.363399833788688	0.0130773709087071	0.902015929423407	0.542011416529146	0.615154052259863	0.326932010067667	0.237898136871824	0.6923310456004	0.220359122754144	0.308775653607355	0.199059409953023	0.383214706919402	0.224566739262226	0.5375093011807	0.540338711932425	-0.101645408994604	-0.13259065466859	0.00580913899669663	0.554300495272594	0.192196054905464	-0.0214140363226187	0.43570210854499	-0.0392075556191287	0.363276735857802	0.305199425080802	0.209426395082446	-0.20302140537265	0.394025905771276	-0.173305215864364	0.669188868512761	0.570757327556381	-0.087294572274311
NRP1	0.599054203716663	0.878724745244215	0.62340635358157	0.748893835574011	0.711285681979061	0.878982489599417	0.773738623762972	0.604535218766621	0.353649359716898	0.413228460295277	0.740341630183631	0.85287854492678	0.854357922312475	0.505077214562753	0.798720107757215	0.587599843327421	0.679989103437659	0.70876935567971	0.548137459865204	0.512384750333889	0.751692455510248	0.910242951813034	0.779358631711269	0.832525933543072	0.833069791056242	0.80411233379083	0.865468189661877	0.832531749697689	0.751299934473221	-0.111440091155799	0.929778018667707	0.794475762131337	0.802716456116225	0.84300106235104	0.819495225655208	0.625121635085514	0.297898908590451	1	0.459718502460551	0.60540608581451	0.681687215509868	0.795018862701574	0.856756919173105	0.764290333680544	0.789442519840002	0.71742671160434	0.489866735142393	0.658551876273488	0.731662753005994	0.825994169790702	0.878681532231224	0.813328563551278	0.477510912916199	0.807166372991313	0.843499373035366	0.754519729638455	0.754984728358311	0.442658176076245	0.659741034500678	0.854046190778186	0.637745546962655	0.751833254963535	0.276205326882481	0.788929368389762	0.667309807733514	0.768564693629424	0.565206054413141	0.574306598936343	0.808078613763015	0.71431442650485	0.856228952129454	0.907615270612451	0.937203912138335	0.831104468417412	0.718108767731715	0.697643208382901	0.768338921473188	0.772855790529614	0.867157005195025	0.656357317620465	0.640038992925329	0.738939118529417	0.684254133591292	0.698664355660238	0.671136362636069	0.862864476941923	0.819493384146127	0.854691194733577	0.217380299732407	0.765711919164131	0.640922928290814	0.806053209456147	0.76076093623751	0.851989800436201	0.757862254862891	0.408028583031556	0.594086739071208	0.768115328182483	0.841921343026625	0.816556963778356	0.611668093283437	0.713854938039452	0.877782762358748	0.884579413623415	0.595006929419121	0.832752662676579	0.798941762662195	0.547869054642703	0.336344076872242	0.354638786332078	0.704602439517294	0.793038679580383	0.66965005153314	0.487753885885492	0.819568038018758	0.788037665916181	0.853318435750257	0.278202405970919	0.9297740236988	0.181308857049708	0.86108210148556	0.224617728868988	0.741109391220149	0.750893406007526	0.407131885084188
HLA-DPB1	0.950387626965147	0.560762909789611	0.866446574215635	0.712702760238497	0.755979309106405	0.53706429617824	0.801633876529228	0.745532129459639	0.943788067582416	0.886922680777265	0.642443402035819	0.669457218481117	0.655353126395199	0.618239603505284	0.727077719714765	0.0502422850836903	0.643838549010311	0.803187663016418	0.709772294187602	0.86369741383478	0.482546358223684	0.604420114348548	0.555376655730926	0.642727204601718	0.508787673836836	0.36057229536822	0.613013931740709	0.481660777871344	0.719962680030304	-0.0380528617901031	0.424204267115717	0.709888654803167	0.714649039397189	0.296388883867268	0.688603291919005	0.789353090329645	0.869957056108933	0.459718502460551	1	0.718665257469598	0.878245126587792	0.820764139595488	0.688844883446818	0.1467858283018	0.650973080341383	0.860857335570857	0.530803669479165	0.484735925847632	0.406929873900345	0.421961465211472	0.477034372439963	0.641644770131057	-0.162329626836152	0.712999309430047	0.197367646932171	0.711596071151154	0.72655475463231	0.296119177840257	0.726673734609391	0.501509036370762	0.623023400518445	0.553340038381978	0.635947844538189	0.715978843889364	-0.0839902987362838	0.614559079956202	0.857541835552858	0.425377093563133	0.554067239046632	0.143787139835747	0.57723566082895	0.294718734190145	0.485931218856022	0.785552506170786	0.458205879704188	0.324834397840113	0.593756479431011	0.654097244418877	0.422741734299571	0.489766618174076	0.866430932775569	0.360495842895944	0.391691355070405	0.389899984008942	0.182529209354158	0.316708756540664	0.351326694467408	0.28832829028369	0.725730774453126	0.118430869672654	0.369554717007919	0.521960964403223	0.223248730330791	0.498630438723069	0.128496930089134	0.794912744351011	0.601443653721366	0.718417727719766	0.483239955138295	0.352213276675557	0.779928955959795	0.268461265509152	0.431000076335193	0.377131846484542	0.366368769846464	0.406751095217267	0.708515153068755	0.524189470068511	-0.152798846427081	-0.141216851090259	0.128360469139929	0.790265572361549	0.294026280589302	0.051427896365545	0.598929734736472	0.175301270130382	0.499969823684036	0.179859242413356	0.383923373093466	-0.263593653676745	0.541999940607699	-0.242964025919305	0.78878821874624	0.595554216947406	-0.059008459145978
TSPAN15	0.715488879995457	0.655434056387249	0.647318816153837	0.633813975613048	0.750886512694459	0.60313320110734	0.742277109690573	0.648483871420469	0.657581975312266	0.560904658262352	0.523391866137584	0.711641007956713	0.645343733620315	0.383971035102141	0.729560864145155	0.311504156451883	0.529357438984069	0.636836422502047	0.533634746294572	0.589301003610086	0.495686924288015	0.640377300255125	0.542128006873474	0.668070049839151	0.631233456937658	0.571781928972988	0.677751601759839	0.484148698672276	0.576358894760635	-0.151455975094526	0.541319372173489	0.712021866711559	0.702403004382945	0.540377442444006	0.697209415381769	0.667448671433045	0.575914511249336	0.60540608581451	0.718665257469598	1	0.714403619852015	0.730082501630762	0.654601887922898	0.456367525194366	0.525388462479492	0.820706352454185	0.335245364599085	0.498964625268679	0.588588365617472	0.599845628452176	0.508442174637682	0.666135971982193	0.185883521114884	0.615150743945119	0.468187715364774	0.619665621032276	0.594718166629245	0.319329771834026	0.672109351500516	0.618595349015839	0.358890177784666	0.449034653058441	0.535440173754043	0.58603975588862	0.246239393765462	0.487626858824201	0.638878574762096	0.260916428404704	0.643489282850685	0.422415410215562	0.553872167407047	0.475991616844318	0.524382788432373	0.754622799694781	0.472565688400505	0.550836803407531	0.587517437035208	0.581142983422374	0.476525493968387	0.519365781614316	0.749166342312857	0.287789249193627	0.340960537938062	0.32610991784344	0.470256714774189	0.527249526570901	0.342288439300843	0.447150688209693	0.385980050963836	0.305730349227737	0.276754409402547	0.483629935065025	0.504132823414244	0.504968460622549	0.198317270105942	0.593078754125833	0.631185505209722	0.665802352318267	0.612013698046616	0.508838552151465	0.708210050659629	0.212479457432131	0.528215956319248	0.475372485601921	0.327763451469142	0.539343347897894	0.629436570177049	0.386957561986721	-0.133398198604744	-0.143358422793045	0.195273562781123	0.70513562673238	0.382006351408917	0.0101455576877655	0.514485487844375	0.458222714127013	0.471353555898078	0.034444312789686	0.491228042077145	-0.261036728338649	0.598187706201534	-0.259740755809517	0.595602110378352	0.454214038313529	-0.0990962000679938
ADORA3	0.935468697628844	0.77289185159331	0.887101356164071	0.824777788127502	0.827294402422221	0.766053773353244	0.874882232153699	0.74729846593232	0.794341116546829	0.829461225694473	0.794444695940482	0.8511412412282	0.800327391188121	0.693982090510999	0.862959266840534	0.182383209582748	0.713843146514415	0.887120832285263	0.727709244685721	0.83254410598725	0.648367436087066	0.78991117120115	0.675044680876238	0.795266949312446	0.630097877131603	0.56254779385075	0.762699733603948	0.73111367551208	0.861306563158903	-0.105745013115642	0.633368752759289	0.799428879276426	0.868827159875753	0.517903130606549	0.835819765363972	0.795137523885352	0.758966116282779	0.681687215509868	0.878245126587792	0.714403619852015	1	0.930307737320276	0.797408360047026	0.407064595023893	0.845126508850664	0.859537677403225	0.55926430017964	0.55003740063494	0.573739052790061	0.641116232146832	0.720144818917495	0.781551415564378	-0.0125700362353842	0.842258765250275	0.42362009060476	0.837805446196669	0.835621881867331	0.287675675960662	0.827323354989707	0.674859655478818	0.754343716073149	0.723903427962956	0.52338479685725	0.893563980175052	0.172865971624916	0.815163905926307	0.823580106095409	0.546489964010136	0.726961689116713	0.354774935501439	0.728253668573774	0.547273054474088	0.695128412360536	0.904229766666357	0.643160830742819	0.459145158543247	0.755168517315104	0.82536516125283	0.664523722860128	0.587587660624019	0.898799357670347	0.55655809262743	0.553600375035576	0.566715278937412	0.398319352163082	0.501143967514963	0.563223933160882	0.522886531582775	0.557753410313007	0.317413284385903	0.502856362388782	0.716377995654213	0.497980333025663	0.655267411036375	0.387999725015174	0.735423426514002	0.680366329831906	0.853458809599916	0.664136447191455	0.528439694685179	0.804819586540489	0.457038021091004	0.650051726143223	0.573600362296381	0.405187201077437	0.632418579888767	0.826530980509055	0.554208344940623	-0.0724277356572268	-0.00981039817969784	0.304303963336551	0.835458657898674	0.337463192710111	0.147280652563853	0.725810099360095	0.403338915327598	0.640400071770463	0.125746515906081	0.637987609212463	-0.202574612058833	0.753011509103628	-0.162534436965797	0.877334512353061	0.705452973318455	0.0496126683746193
