""	TNFRSF1A	CCR1	SIGLEC10	C5AR1	LILRB1	LILRB2	KCNN4	KCNQ3	IGF2R	CD9	NECTIN2	TREM1	CD163	TLR2	HAVCR2	THBD	CD4	PILRA	FPR1	APLP2	TLR4	SIRPA	SMAP1	TREM2	CD81	TFRC	PLXNB2	CANX	ACKR3	CD74	ENG	CD44	ITGB2	ITGAM	GPNMB	CXADR	CADM1	AXL	PTPRC	NRP1	ATP5F1B	ITGB5	ADGRE2	RXRA	TNFRSF14	TSPAN14	ITGB1	CXCR4	LPP	TSPAN15	PTPRA	RACK1	TLR7	UNC5B	NCSTN	PLAUR	IL6R	SDC3	CD68	TLR1	ASGR1	ADCY7	ITGA5	ITGA4	CD180	SDC2	ITGA6	HLA.DPB1	RHBDF2	FPR3	CD93	SCARB1	CD33	GPR84	PTGER4	SORL1	STAB1	LRP1	ABCA1	ADGRE5	NOTCH2	MCFD2	AMFR	ERAP1	ITGAV	C3AR1	SIGIRR	CD69	SLC1A5	TNFRSF1B	MRC2	LAMP1	C5AR2	C1QBP	ITGAX	CD63	CD47	CD46	SORT1	CLEC2D
NECTIN2	0.910016816053716	0.859453088034297	0.771851119258022	0.63724377861328	0.896363677862638	0.857795065702647	0.76712131792409	0.796036492940908	0.439078936879588	0.788876139288956	1	0.606934848057086	0.802961218529011	0.855919733460635	0.913043978553368	0.767609992986552	0.866131550947668	0.632820294690783	0.880936639086821	0.896186067401281	0.707051812472056	0.893948332367053	0.824019645317797	0.913389625291266	0.812822499176083	0.646813377148017	0.77690135513705	0.918202001824562	0.314988487543914	0.799779781241985	0.885332655452589	0.775226741602782	0.941714253921564	0.829616231787174	0.237536344834203	0.792631811924257	0.794492371400707	0.797621173825781	0.928520836653544	0.769391557280715	0.898988817391939	0.60839722580356	0.873130810356453	0.671168653672652	0.724113557991228	0.763522021633689	0.923274357826631	0.550604009016782	0.833074829601969	0.873558320331516	0.882435204189348	0.911615335799147	0.784264302427245	0.904310890871483	0.832588071566518	0.899196269174215	0.79472956681884	0.463904141584655	0.798300651758675	0.876669266172453	0.67430359879597	0.861203431107002	0.620421357195821	0.902728590049618	0.693469587789507	0.479136574744828	0.842438678129962	0.701903994068906	0.909382410890272	0.66846931564204	0.816588292816252	0.692069683861974	0.920261537790314	0.864663591728082	0.755339832974433	0.911436358266096	0.654903952671734	0.704126239979073	0.312974556671147	0.784067440001253	0.633500233928446	0.87806059922761	0.671737132874989	0.756705267544787	0.874194589744657	0.860802495883082	0.880611321097151	0.812057749985978	0.856283456840289	0.856283144975062	0.831212177596248	0.844880612262766	0.374243133686191	0.876125943161122	0.54408476838299	0.892967711583466	0.921874942460659	0.85404461407299	0.849233382675523	0.72941852465139
TREM1	0.524196261429718	0.68127555558111	0.230282100614696	0.421447712476784	0.455388929119344	0.434056052804443	0.619451993257103	0.523963884089618	0.632788210637727	0.730742000544172	0.606934848057086	1	0.588034295046105	0.450250435270537	0.528980563508696	0.595030496956233	0.681527290589122	0.392624211800382	0.432069794845362	0.729402535456248	0.496155462107775	0.629295228134859	0.655073755872134	0.539165917080973	0.690565491180679	0.355858752575698	0.630215030508888	0.695859459808164	0.46926654307418	0.22999411463259	0.718239539539373	0.690296857193865	0.675014890510514	0.767554741395829	0.745627117001238	0.672984713464105	0.5674944500133	0.2577066790642	0.478115441089358	0.778849866118373	0.523327861358076	0.680080698063648	0.522715077288091	0.804520502619288	0.585343537415709	0.62689836401916	0.700426350748727	0.12253300453022	0.594254582498391	0.600597877604462	0.609218098004881	0.573015735652811	0.422230287042906	0.516403171670127	0.651737630380349	0.74787068369437	0.680323293086921	0.449140095560068	0.657311409209162	0.429596190660509	0.576868054472825	0.492561962741688	0.746716315064246	0.511085213952128	0.647801560311854	0.578492727832171	0.537588093559471	0.111980270616202	0.503934864607241	0.527499909487012	0.586529534747188	0.573179486256499	0.529693235228396	0.4962940439259	0.358485186895901	0.522774917943834	0.579314915287488	0.664907209753004	0.693302753968992	0.700981171595509	0.458158421089492	0.680859634518239	0.665786153542828	0.446916553885987	0.487753286656335	0.42089077138782	0.623544453696086	0.342989729959951	0.470160888964856	0.5695594003521	0.562109264835992	0.695677209414397	0.451549312034424	0.531611291531821	0.659073940349155	0.72582875980223	0.574560219706147	0.5510856595799	0.479543102998804	0.600998066633961
CD163	0.880539058620079	0.836306663291745	0.760221213147474	0.783018180704378	0.863661410480993	0.795751618727651	0.569262974758725	0.75319505919586	0.661498822202464	0.754318471685168	0.802961218529011	0.588034295046105	1	0.864815037683597	0.831292705180753	0.829986176848848	0.909420619768403	0.70537924793058	0.74733832493582	0.927259014237383	0.837490269883709	0.891656190295277	0.67850715400385	0.86606617635709	0.944696242974169	0.809558556191711	0.810085774119726	0.841165667432177	0.519277351297809	0.744206762177683	0.906178843087372	0.688474197364077	0.790941411421213	0.797442914106559	0.301484654011131	0.808025080608439	0.796710743681346	0.742527414303046	0.776533762147274	0.869107265448154	0.664520204107336	0.827823210941453	0.872904052139043	0.698037042659524	0.719268423506067	0.890215588319398	0.899650429071513	0.478210839982488	0.881099297068822	0.858406475209761	0.832557795091193	0.72191347517282	0.837361993360947	0.846114817439512	0.851578499920084	0.872162519203462	0.707591026512037	0.797592758291416	0.854952859747357	0.788010015324943	0.462661100892442	0.865605149912837	0.590977118282497	0.714373847439154	0.441717022724164	0.651769885618367	0.84976744417402	0.654912970664386	0.873230563751542	0.877151135060613	0.808746324589533	0.785281239670091	0.776336555788924	0.806828106379074	0.770720946258809	0.86436356960198	0.858241781484901	0.906248736976748	0.497456061527114	0.744024525816948	0.663377075099015	0.789369217781442	0.76191180094686	0.816186953470667	0.900677594288438	0.784558430432449	0.732357828419912	0.71603812034287	0.665716472687566	0.832563858234968	0.784639151930696	0.891903060857536	0.5246805401465	0.632771559360227	0.694897219149629	0.833594553627479	0.800802215060447	0.843429175732986	0.756514660624312	0.778694902789848
TLR2	0.893626841331849	0.801863680354524	0.813815525466887	0.730377532062116	0.897861142112926	0.862877369647299	0.616166931471482	0.817128778193906	0.468917943881359	0.735501315246041	0.855919733460635	0.450250435270537	0.864815037683597	1	0.878084121381136	0.748249755256611	0.831310635177748	0.688043222212891	0.839448893957988	0.849516589088195	0.785887431916698	0.874252709498876	0.736428622176499	0.885298273694763	0.824789719288658	0.725262872239497	0.761337032453751	0.840588789296237	0.414432924358308	0.858544014259366	0.842201713232207	0.72465029750817	0.842087136104179	0.743175838850377	0.145004906727028	0.707991985996942	0.827303661235134	0.857785085427746	0.895398835186165	0.705196799232528	0.776021846674229	0.631477294255598	0.902701859514784	0.592994584099077	0.716233984020481	0.823270427022645	0.885296958029697	0.650321333352763	0.875990463787385	0.841377664603656	0.84757356412584	0.825951126276458	0.86103349293171	0.886301296962133	0.802972133572061	0.836802162521839	0.711192095710596	0.563943914246156	0.775736676929021	0.866408579819161	0.54936872463514	0.865912295408823	0.496469825694115	0.824213812928674	0.513554991933141	0.472042099985607	0.839010368375296	0.796239636508267	0.903892546684715	0.749179575109024	0.791429034718616	0.724637176311989	0.838031210072112	0.860223683285063	0.812793738564858	0.912158100414507	0.680732891326089	0.75032100479577	0.2736208326505	0.688048547960939	0.680888574522939	0.799105457490739	0.692090932343831	0.791679351664044	0.896803147123885	0.852353059146724	0.806392739388652	0.81336778506306	0.768359717324416	0.858202196042118	0.813788784358603	0.803045579439138	0.420996366222969	0.744002345228944	0.56107275007558	0.801266265089977	0.858482245357349	0.838396060455101	0.819275206632774	0.757025636426473
HAVCR2	0.953798289185988	0.8621361627504	0.875803875118906	0.738262143545339	0.916238303951758	0.872441731222124	0.667023334081391	0.785350607017086	0.457805030344829	0.842103331375627	0.913043978553368	0.528980563508696	0.831292705180753	0.878084121381136	1	0.708878087073649	0.823175300310555	0.799389564487276	0.918839980633417	0.889782300452386	0.752357299629064	0.858858016932425	0.837376361146113	0.950586604403013	0.791830440722579	0.704696020218374	0.713735666589476	0.902361747572358	0.255710152721366	0.903341990859584	0.830364710203925	0.742022250329066	0.926936700352799	0.753759562998932	0.270674619983152	0.827048468864162	0.828115147578588	0.895119071220553	0.949319426160782	0.703895894388056	0.854936313668486	0.578665497217602	0.862461084101492	0.589384177071771	0.792171449006463	0.767453996619652	0.922003182348255	0.679868501958583	0.844400431848024	0.853709069458586	0.877521659285199	0.89873905509351	0.831175060412112	0.878796411545837	0.841556666413112	0.89469279007056	0.745145075519483	0.462362103698483	0.868567228877899	0.921114882284764	0.566560890071604	0.859121189340399	0.529222213385787	0.846007879468772	0.648045958657342	0.519726359986364	0.811632365907662	0.830649418259348	0.937616655933338	0.645514037976831	0.734662404353566	0.689442178296999	0.919491370798649	0.874658631147377	0.799303884405759	0.936081566251402	0.592799559702924	0.712445667254205	0.30760006822058	0.759809425635672	0.686213085590156	0.861336330350082	0.690305226290618	0.748915639939469	0.883731733301675	0.935101667965395	0.877350400714317	0.830307407460871	0.851959594964267	0.913525226742033	0.781368636575193	0.890525029337456	0.348151388069255	0.804804109195809	0.580446081569998	0.898129519512666	0.909913217785601	0.906417893659513	0.84316740671233	0.721289252583946
THBD	0.792666605000686	0.827143213743741	0.600123082159276	0.642471814211767	0.795163250850827	0.708619830062407	0.613050394567408	0.724551924724394	0.519719759120538	0.583138837099181	0.767609992986552	0.595030496956233	0.829986176848848	0.748249755256611	0.708878087073649	1	0.890131578067049	0.479075047775502	0.665600360674284	0.846814719558271	0.731886666784487	0.844883152735325	0.65517089678987	0.736531052857792	0.857539222917222	0.710392864003589	0.825659375800014	0.82511564992872	0.571205829296341	0.592323218594169	0.858429819443426	0.727515789495585	0.75634718065897	0.827690113883193	0.253524181416489	0.692436954737137	0.723699152134105	0.595094242944758	0.717437148097968	0.816436201549896	0.688314572378594	0.748036043935971	0.800021280406584	0.754952185095142	0.644684960324806	0.779651023275791	0.810242394342775	0.365868219949677	0.789175177319389	0.808368627210102	0.789827432997915	0.722858757754716	0.730864313679622	0.805416069996336	0.803354908593824	0.808133296189806	0.752450429202587	0.652739260635162	0.699176713938882	0.696632014189476	0.519318926023937	0.806489135452867	0.684341168442804	0.7244716108387	0.55803539323267	0.502383487440986	0.782356581314278	0.487311922787607	0.780968107501901	0.785599572167033	0.830637135816884	0.733462895929766	0.719357196708788	0.761419431639364	0.740925208185803	0.760812220571092	0.807916823129096	0.76879244997456	0.468487571119553	0.711370664318144	0.627230321517759	0.782071566086289	0.682200149171348	0.76296997314778	0.831464910661686	0.657824380776475	0.697492239952196	0.691682893855802	0.644970973591743	0.729232316174583	0.771048854159907	0.723690016597098	0.544059456748519	0.684202250310922	0.51316173387786	0.74723930663314	0.774819567817827	0.750753426104546	0.721077304886852	0.710357064126991
CD4	0.872136520822043	0.895245824728747	0.669523082929617	0.700949322090961	0.871136820426623	0.803127591807461	0.688738241634605	0.822575715516655	0.607651159496926	0.701491657844209	0.866131550947668	0.681527290589122	0.909420619768403	0.831310635177748	0.823175300310555	0.890131578067049	1	0.560626654777986	0.734102229820727	0.942718025153053	0.799033712381237	0.936256727201185	0.761456447498042	0.830407647606783	0.958124133322152	0.75433997935095	0.899750767543833	0.92186028423739	0.552566186823052	0.670359258020084	0.945736033871511	0.808956769990233	0.844703448487726	0.918202560994687	0.324832240846185	0.756222662267533	0.808222265392703	0.667596517291962	0.806047723668518	0.90064118262793	0.767542318485631	0.824604524710513	0.875442002161103	0.822232025534694	0.738459114424729	0.862841145231536	0.915181032201368	0.408740302729113	0.881246273505198	0.900994176008999	0.882847539116148	0.825201438001078	0.810381335887094	0.891825821587491	0.87765605952333	0.895533337815903	0.819805766678442	0.72112169960761	0.809248962146341	0.779112619042497	0.627269477046279	0.89290550964675	0.763445811794291	0.829868930464024	0.637234961977019	0.57953775347441	0.891259741699926	0.559969093968392	0.859119166488943	0.863480055515351	0.910953469287176	0.813095273866889	0.803153951169731	0.812929895915728	0.781045451899001	0.865729226223743	0.890626079019016	0.866614117467486	0.511381268120873	0.83297990800622	0.680016670971334	0.862588131358033	0.784055107104729	0.852724051426976	0.901016746817852	0.72832704096339	0.818553487041858	0.749284111027422	0.716706361381261	0.822728215135824	0.862564545298251	0.84100884332749	0.566270684158041	0.763033078157415	0.624753534612032	0.856093824693731	0.858480434398313	0.823318851316343	0.801238376454862	0.813338632055253
PILRA	0.783655490606544	0.64844443238606	0.817410923372246	0.845082596698027	0.707839641832234	0.667690499048954	0.294080513062135	0.599882190863275	0.46598898715793	0.798264878068745	0.632820294690783	0.392624211800382	0.70537924793058	0.688043222212891	0.799389564487276	0.479075047775502	0.560626654777986	1	0.691018979694899	0.690194607019405	0.735293880805972	0.610245201316502	0.656120884318508	0.764913338875845	0.58786863981429	0.721568844733412	0.440260118971785	0.628340722542274	0.22065512068186	0.807445097523239	0.576828144568826	0.546040448766106	0.666141609421782	0.478926346040623	0.387634966542574	0.782697559018252	0.706102963419929	0.81606662506686	0.723712435942799	0.519425118563214	0.482816454028665	0.466306843214739	0.700927442371226	0.374585294357609	0.72429398064713	0.696982939314997	0.722234208484318	0.702949779054904	0.683284139870931	0.603828518734949	0.672627211527128	0.627261473875464	0.726469582097289	0.603385541766422	0.615692451110929	0.716959316598372	0.500979458452897	0.442070336974097	0.828991338512018	0.732926396026617	0.188728513577147	0.652680521134185	0.26274945777153	0.464253932661775	0.340549064965868	0.61529262778598	0.576504477025913	0.800398356706089	0.763755008656705	0.462085953434061	0.398842603842634	0.532010871693501	0.682866768110639	0.689850417578123	0.691509943801393	0.755333342091272	0.371188490752936	0.65339423822219	0.38258355673198	0.542601621170771	0.622579491993291	0.613194316577258	0.617373057965091	0.518731118658591	0.682883656430766	0.773987751891724	0.671063566557525	0.667192872215095	0.560486790941038	0.838731752846815	0.492837704044245	0.798197873847502	0.330740385122278	0.416223925299669	0.650572958270965	0.66886371460414	0.615641741224351	0.760868406800912	0.625892777217668	0.59854998773212
FPR1	0.890385600291985	0.780136074690919	0.860290081703979	0.554167975133901	0.893306470421605	0.855294966737517	0.725903940483444	0.698433217505654	0.280488556628287	0.761512206573467	0.880936639086821	0.432069794845362	0.74733832493582	0.839448893957988	0.918839980633417	0.665600360674284	0.734102229820727	0.691018979694899	1	0.808603412212811	0.593347806088389	0.774394548974892	0.739500707326052	0.953356421797339	0.699826975230313	0.571762183348252	0.607140686509615	0.835946749435952	0.124758241818881	0.910689188309214	0.781933307688152	0.605633199105397	0.92506535732255	0.679977435151504	0.0655860324258261	0.758573400346303	0.741626257199804	0.87242288522752	0.937092224621646	0.620103724621486	0.897729804439211	0.430099385362603	0.779539172276566	0.47987940372356	0.629945988170244	0.632837781572389	0.838543161847207	0.658393523607938	0.763158948490816	0.834429174557304	0.791482697233457	0.853334456824694	0.758439148124257	0.845499623549975	0.793305070196267	0.821306767896974	0.632230379853771	0.302159181788114	0.751399197289318	0.910055629426163	0.577250802375454	0.805314790283956	0.423683560400926	0.869129496260306	0.584972467187648	0.342733732371255	0.753422699780353	0.833738860361827	0.895174329684062	0.552829695624646	0.722705622905219	0.570527381036618	0.928909285335242	0.857191629181056	0.719229534704079	0.876077495415639	0.497752699447312	0.541404227363073	0.0652702642822661	0.650030934777116	0.540958906941872	0.79891571590922	0.517403100036003	0.682120527886003	0.815712575210401	0.958335585258242	0.80611714624528	0.789224517933302	0.9007954604173	0.804287763608177	0.708070896004944	0.804501440519309	0.183239250690184	0.85661248331871	0.381553076625344	0.857782627106358	0.903583568639103	0.829282704955673	0.75801069177559	0.568384953520841
APLP2	0.918750865792262	0.926699498705145	0.728660593510911	0.741667707270327	0.881623865038081	0.831459884376884	0.70564183689999	0.793319622086142	0.659021250187409	0.837133408408907	0.896186067401281	0.729402535456248	0.927259014237383	0.849516589088195	0.889782300452386	0.846814719558271	0.942718025153053	0.690194607019405	0.808603412212811	1	0.828565600190107	0.930794979723502	0.836488182589995	0.900679806197751	0.941854667856158	0.736569158487849	0.835060788403195	0.950712196549216	0.484645210617237	0.736603379734906	0.944543784315653	0.826549823832079	0.903626892928907	0.884844967637809	0.442846960033173	0.849450445014397	0.857590719065069	0.7382281534468	0.855274344211336	0.906627640489997	0.813387621128778	0.819057526607986	0.874153081277961	0.788628294330302	0.810824598769431	0.871509106814588	0.962726510416818	0.496221590809856	0.892595028835119	0.917367522759845	0.900190920366198	0.862532840258568	0.819893597154941	0.881518452656886	0.904063336044523	0.953351511204971	0.835314694451688	0.679217978211241	0.918722911884191	0.837143612912426	0.628333727192931	0.877487863658051	0.734607675463792	0.820246689516685	0.67148803897098	0.664266194378168	0.885937398098052	0.632677429959555	0.899396267045902	0.822716642023507	0.840421747164192	0.825675781640076	0.859460825802653	0.838905333355504	0.769894715429808	0.891556860049416	0.805549539558829	0.865006111402714	0.546398078629317	0.851125594649457	0.713202057210897	0.912876372096544	0.7999112185113	0.816130488701254	0.910092142675866	0.820741708914035	0.858673377005209	0.754570765915877	0.780258163067504	0.869234908809304	0.83057323758743	0.943593915875839	0.519180486664822	0.791722649889638	0.692206112305859	0.947022495041236	0.90493549657126	0.891246988836969	0.815922037647565	0.815441337974204
TLR4	0.816290653290413	0.760307763671846	0.706827861724389	0.897129934879841	0.776218998618469	0.745147720348027	0.34552468587707	0.777041141981401	0.634736932035622	0.69108287032889	0.707051812472056	0.496155462107775	0.837490269883709	0.785887431916698	0.752357299629064	0.731886666784487	0.799033712381237	0.735293880805972	0.593347806088389	0.828565600190107	1	0.819507612323978	0.72322726144312	0.705669784414289	0.81198917026379	0.838571156381546	0.737074289921571	0.763192157088399	0.605369243952718	0.706694014689958	0.733301811586866	0.791271837714496	0.65441620511786	0.695155563595484	0.409310846182853	0.671905171595943	0.842876262760347	0.73320668332371	0.721776300351916	0.712254057052437	0.528196103533597	0.784881938872553	0.828251771259575	0.645974612242467	0.809986397588974	0.883797964006269	0.816424197342257	0.615103514190485	0.836029665915154	0.737564591601602	0.811308818604771	0.712308167133409	0.850817065443937	0.749948045718169	0.720658219778383	0.785906384677857	0.72382948599896	0.746339229066983	0.835584109879221	0.716452797144294	0.351824574633831	0.800274031466979	0.553098728080298	0.587198755780251	0.448028135636264	0.707947853825132	0.807526626931224	0.674546445271034	0.785304264694142	0.760672292602601	0.649884609570857	0.824823633182633	0.654063764303085	0.715447255129832	0.844069827484162	0.800457404023012	0.68672802950115	0.866665755616476	0.607122410898239	0.728900855920056	0.781504549457678	0.733346059727652	0.795055440659861	0.762155309774737	0.84412626953027	0.655503154971035	0.753300211383841	0.752648216781137	0.546159702394418	0.820868239319163	0.707144963801095	0.7881968037514	0.644290332416799	0.506468298193033	0.693604980784826	0.696691714043203	0.70405619477136	0.809079314379523	0.759941025372524	0.811666466164938
SIRPA	0.898534582157013	0.870540807779616	0.711934238030122	0.708316538992144	0.886132547325737	0.855261355199828	0.69727054907507	0.816779078800993	0.590234465386609	0.741341491967696	0.893948332367053	0.629295228134859	0.891656190295277	0.874252709498876	0.858858016932425	0.844883152735325	0.936256727201185	0.610245201316502	0.774394548974892	0.930794979723502	0.819507612323978	1	0.801780729841656	0.853638480980561	0.915373819219335	0.748967104914194	0.887198802914357	0.926772096829123	0.536368456504586	0.732725381786996	0.922783104309407	0.839745077086132	0.871520831901217	0.879558021823871	0.296706447234419	0.752886146930209	0.851751089052558	0.737072493765027	0.856364556322339	0.854686876383165	0.80781597206158	0.792448042526868	0.898503678330701	0.764337564323887	0.764946392825952	0.862063408111675	0.934871791674454	0.500375403866036	0.901840662278732	0.902079876271139	0.901675950505761	0.874398394991174	0.847627727963168	0.898635643959163	0.85468307024254	0.9068924488025	0.839318333694908	0.675750898406253	0.823824051959913	0.821117630970398	0.663186991737758	0.914678869814847	0.718152335303596	0.857841735884758	0.644344231691945	0.562011964157055	0.906663368674677	0.639441037209526	0.88728287930987	0.830021394737396	0.89240937915713	0.809950189850181	0.846502631895177	0.848786978645691	0.807815441471352	0.896578328584648	0.817956128823937	0.842659929180537	0.462653179661398	0.824358469851692	0.712685549715123	0.882098156153824	0.757661407690458	0.857629170988969	0.921035334038881	0.772053778454251	0.857587804702114	0.791561157173394	0.768045260828858	0.84595765099128	0.871005621860333	0.844956323200216	0.511455807830589	0.796349310883955	0.592433074945301	0.866406520790323	0.883656308519801	0.847274748858862	0.827148108861916	0.814702866331764
SMAP1	0.832058250410936	0.843961539973789	0.626583086650116	0.66068707973273	0.764913226364676	0.761961656459357	0.659020539834898	0.758611523720265	0.499361276012948	0.79745299302568	0.824019645317797	0.655073755872134	0.67850715400385	0.736428622176499	0.837376361146113	0.65517089678987	0.761456447498042	0.656120884318508	0.739500707326052	0.836488182589995	0.72322726144312	0.801780729841656	1	0.77484724685146	0.712759562031997	0.584330599826216	0.69896281458166	0.893777923405438	0.364283299417513	0.681507122953734	0.758486469416855	0.889052823004492	0.855523186637432	0.792931190981715	0.49926459922758	0.714518156357511	0.82726419008185	0.711340741751962	0.841316858970232	0.685698824077123	0.809310200267471	0.602148355027067	0.74343677346172	0.688944008264295	0.815267890019118	0.723108343572868	0.860376436708485	0.590981656919619	0.769128273898494	0.781086265890404	0.834490214335128	0.913345661112924	0.731553795115518	0.773664318835637	0.771907047611309	0.864283933507301	0.833878180722638	0.372074370291097	0.830537378295647	0.784418188463664	0.685035593275795	0.743003887524881	0.680257788630255	0.784998970645812	0.799605021979981	0.517432035554912	0.755374277359977	0.620411986307603	0.799232526959225	0.571886549881656	0.69166731345363	0.694975748330294	0.806468834850236	0.756925132259369	0.712442516052599	0.798951561219224	0.517832409724913	0.665541290819892	0.466974848845347	0.794704366686773	0.754838160248454	0.867232939038443	0.736770136005684	0.697375443949558	0.77732911084834	0.746971456574953	0.892211952473782	0.732258473677829	0.782965920552532	0.821138757359417	0.740352018666115	0.79970102485709	0.444393718740818	0.790072055247386	0.568004034589477	0.858330695933928	0.854283620250068	0.829993560579684	0.794268261552269	0.730579131871776
TREM2	0.937375540713254	0.840133504467211	0.877697236149995	0.671123006368426	0.932489047060994	0.868910906850948	0.727373622473625	0.756154984435731	0.429003900245153	0.834044003734239	0.913389625291266	0.539165917080973	0.86606617635709	0.885298273694763	0.950586604403013	0.736531052857792	0.830407647606783	0.764913338875845	0.953356421797339	0.900679806197751	0.705669784414289	0.853638480980561	0.77484724685146	1	0.825945480163692	0.68713297039879	0.703173146661378	0.88847864033249	0.245449307753821	0.900013886040113	0.876022451204071	0.659795834858167	0.943469385134112	0.759425437567368	0.184583405399513	0.862552904887986	0.786710396331972	0.886963635055885	0.936649901533427	0.749371599274648	0.868121298747687	0.587599326390793	0.865529532493704	0.576301096821019	0.710450554691824	0.759408725215115	0.921912061693623	0.606723370498098	0.844714789007231	0.90041450447193	0.847211521628377	0.864807419663915	0.818148653298168	0.892291402326736	0.859875003476407	0.904334871071508	0.687276882290002	0.479490237645399	0.857791252514476	0.915773423990124	0.572118076902554	0.866720881046541	0.501603768631835	0.859381319972043	0.564553138278107	0.497148421937745	0.818643482714456	0.812170386046695	0.94533157347791	0.677820153915907	0.777664285790939	0.672471407490901	0.938708868602653	0.893218024750399	0.765225502402469	0.929472327700543	0.641150814395528	0.699419078195991	0.232590306867077	0.726245568707778	0.609479223237626	0.849237069317329	0.643324739493493	0.744658968390294	0.886539241509871	0.952654235271764	0.82954409778016	0.80671427187915	0.861906792311654	0.878398172048668	0.771305214939815	0.906237475980766	0.289334179412243	0.826864041275174	0.556440567177395	0.917426076490189	0.920015979678897	0.873990746539109	0.79794997846632	0.681150210355443
CD81	0.842992033849344	0.858391221847035	0.663517002194807	0.715078515558366	0.838536864844984	0.771403757233007	0.639644496734619	0.774754112062912	0.660778308033645	0.724284732110714	0.812822499176083	0.690565491180679	0.944696242974169	0.824789719288658	0.791830440722579	0.857539222917222	0.958124133322152	0.58786863981429	0.699826975230313	0.941854667856158	0.81198917026379	0.915373819219335	0.712759562031997	0.825945480163692	1	0.764946499108121	0.881035910838313	0.880586295120424	0.576147887070977	0.647594749927742	0.940922100284567	0.757885091387055	0.79817257858643	0.883612610466388	0.35920291389085	0.778013287407176	0.776464739620066	0.641825772821213	0.747892103223807	0.92095955843186	0.695811974229207	0.87218067535641	0.857569053904524	0.803517919930792	0.717867515782158	0.885101270328198	0.908637368711699	0.369300081667723	0.885280652397172	0.883144635024827	0.855584932565174	0.748562961724551	0.810943640710908	0.856786862364364	0.870273637575644	0.893337471123899	0.765256128870808	0.798244815956682	0.835926137469194	0.732105245153679	0.555353415802859	0.871238849477937	0.725186208380096	0.756316183789051	0.535036002831243	0.638098304857648	0.865265934856429	0.537584426758731	0.834603550784295	0.890062996453993	0.880773976677615	0.829294302177639	0.757674871674251	0.783008231093415	0.743745843674759	0.843132541952361	0.913356091217764	0.907494254428384	0.554312093844719	0.799869802809807	0.673250513497034	0.826923964444388	0.786899540044018	0.830383223524757	0.888852437189117	0.704861057717225	0.76141397170874	0.690608175051749	0.656970529739323	0.802344548087586	0.823168822439212	0.876261220822177	0.570048075853627	0.684715800568004	0.685060699565951	0.854231050383727	0.81222761389657	0.803033347002948	0.757264671231431	0.810292438259787
TFRC	0.785648718341978	0.688773426035758	0.740476362597111	0.867230023999365	0.774668388039754	0.696151816885414	0.284165715193976	0.708020147275663	0.544833817933254	0.557610674559791	0.646813377148017	0.355858752575698	0.809558556191711	0.725262872239497	0.704696020218374	0.710392864003589	0.75433997935095	0.721568844733412	0.571762183348252	0.736569158487849	0.838571156381546	0.748967104914194	0.584330599826216	0.68713297039879	0.764946499108121	1	0.680568980425632	0.661771834868984	0.557418648303643	0.7045045194316	0.690758434805197	0.621674449854945	0.586785839414041	0.617978966285368	0.205601484851217	0.663112310637608	0.697840007795408	0.728385516828068	0.670816392705735	0.659587648486978	0.448051464733402	0.665083679562638	0.807900553143233	0.522011170073757	0.656388906677369	0.803365996301484	0.731722600145655	0.560247653077384	0.778840256225898	0.690362419998303	0.72933545888599	0.608127134643739	0.823153891656527	0.709451016840759	0.656580815848742	0.714363062207373	0.560723561516488	0.729242630325267	0.726602259210398	0.669285556317145	0.22653535983724	0.77639675920448	0.430766815739645	0.522065713286476	0.292840038090562	0.596635116133672	0.734432308809867	0.669873040784982	0.770962369112505	0.748281516193374	0.625076144203119	0.691941022688589	0.622315607059744	0.718549929938325	0.854687156330805	0.752870556753626	0.672475548408967	0.798902619997031	0.461766239556397	0.601986528501447	0.647134175284342	0.628262497966593	0.680642769014881	0.72654937813811	0.822987476206728	0.636750150965189	0.646293050304601	0.769986169926613	0.479996218185963	0.802545530352406	0.662448025769746	0.707276745620052	0.587956330085108	0.430029545760266	0.599735028002493	0.582422376676691	0.618317210218613	0.732896832966961	0.696790137300938	0.711681574230286
