""	C3AR1	ITGAX	CD4	ITGB2	PLXDC2	ABCA1	CD33	HAVCR2	TREM2	SORT1	MERTK	PILRA	TNFRSF1A	TNFRSF1B	SORL1	PTPRC	CXCR4	GPNMB	ITGB1	LAIR1	CCR1	TLR4	LILRB1	AXL	CD93	PTGER4	VSIR	IL18BP	C5AR1	ITGAM	CD81	CD69	NRP1	TLR1	SLC1A5	TLR6	TFRC	HLA.DPB1	CD74	STAB1	P2RY12	LRP1	ADRB2	CD180	RIPK1	LPP	FPR1	TMIGD3	TSPAN14	ADORA3	ITGB5	ITGAV	CD46	MRC2	CD9	TLR2	C1QBP	CD47	CSF2RA	ENG	SCARB1	APLP2	LILRA4	ALOX5	IL6R	CANX	CD63	CSF3R	NOTCH2	TNFRSF14	SDC3	TLR7	RACK1	UNC5B	TRPM2	ADCY7	PLXDC1	NOTCH4	SEMA4C	RHBDF2	GPR84	PLAUR	INSR	SIGIRR	ST14	FPR3	ADGRE2	CD300LF	SPN	SIRPA	SELL	KCNQ1	TNFRSF13C	RXRA	NRP2	ITGAL	IGF2R	PLXNB2	KCNQ3	LAMP1	CD40	PECAM1	STX3	CD82	STX4	RYK	TRADD	FGFR1	PLD1	MCFD2	NCSTN	RAMP1	JMJD6	CADM1	LRP10	NOTCH1	ATP5F1B	SMAP1	CCRL2	PTPRA	RPSA	PTPRZ1
SLC1A5	0.905343365001047	0.789340251785765	0.939731229374645	0.861071574057377	0.910909518480613	0.862850245032593	0.905648465763986	0.91889077828237	0.826729380023981	0.885605238535513	0.699874765361156	0.892713549138443	0.867101402235941	0.92192124828193	0.905843229089937	0.871249721492216	0.706094677470993	0.68212855738827	0.914183609139469	0.917431192311067	0.828694500827903	0.714945821868395	0.876009657364608	0.926128582553431	0.567381543592424	0.620298439140825	0.86053113970089	0.829010292830769	0.69139163558417	0.791036092442274	0.910016329445592	0.63904570234539	0.738563681550633	0.770370029952276	1	0.481365688892027	0.642071241177274	0.797245977487349	0.89071235507595	0.845753760239572	0.803980397800407	0.861948619064489	0.705478916875448	0.78583619420231	0.720118786945409	0.846394189133797	0.896872764378976	0.89976045250742	0.876190373828019	0.86738207683936	0.865978443788792	0.767848209966923	0.81715069859998	0.772616550069465	0.645458375621266	0.794960337574576	0.885877553083141	0.7646318705077	0.865024752827427	0.815711390276069	0.778295954980963	0.859027973778397	0.667609777986398	0.815626072395536	0.857017854883186	0.872614790803619	0.770253330119759	0.837778786497178	0.703763273332756	0.854754682105705	0.59364012938208	0.846273494366056	0.899707376737341	0.809488343311438	0.843215573741079	0.772381300360371	0.367129639519815	0.735847912239655	0.550440733172176	0.907706080546	0.592034913264845	0.577415940204828	0.460502588450645	0.835480998921212	0.847037077288187	0.843499215202466	0.699995305963465	0.758938667999947	0.740042807479168	0.864593737344201	0.582256545951741	0.805113367609035	0.642592522651952	0.766549028614304	0.581490506386794	0.768312524788496	0.7809259307582	0.831000894831679	0.737870257695669	0.906139851467366	0.714281798028502	0.881546793857962	0.754602737278876	0.866893591182205	0.771801265138324	0.63092258238966	0.834148459744849	0.454921630351706	0.736016620163006	0.878220806690547	0.848008275309055	0.552972210934711	0.667659826938464	0.534495533243691	0.843692948961577	0.390331514405529	0.858066677029701	0.80787473626344	0.735071866046433	0.777865366075973	0.879104084241652	0.000172810916347383
TLR6	0.436271942678559	0.461634358795318	0.566992680577075	0.27240634402456	0.508784760882853	0.597996036058931	0.500592854716664	0.432778527674954	0.225028793427524	0.523658135371396	0.679271976462616	0.346741236578392	0.481133869097147	0.57659935223767	0.645895896320446	0.624550355910056	0.44407941235219	0.11442903439245	0.467422721899621	0.459678884607654	0.517543781585986	0.446323967523346	0.460963487137327	0.42421039490921	0.613384943076258	0.276559095278856	0.562445521521504	0.394451019413521	0.377414263122296	0.479896222895751	0.348944953879384	0.32197505496245	0.590697509166273	0.634472676287198	0.481365688892027	1	0.342419290010602	0.307729103379503	0.429635430210229	0.585385940092229	0.635224118195236	0.482843647397681	0.4306274998232	0.398872835631342	0.289050424210745	0.533047288084037	0.440532783481136	0.349113512146071	0.581706559190628	0.684047916723352	0.328489042643914	0.600191798720981	0.545255370759266	0.47033879718588	0.0770231779036925	0.723402879960458	0.294812047141983	0.219835508416787	0.488952656655224	0.323347379384412	0.508428372842197	0.484122835517278	0.0558220534034797	0.473687403288099	0.50596321614406	0.430346595006456	0.140045072446792	0.621320821154824	0.355406083137017	0.358147259002848	0.59614921091208	0.605686561969785	0.342634033972308	0.628021868250462	0.600044110268575	0.72014569527396	0.477113677474245	0.471528210533058	0.466748377319284	0.628072354279947	0.376588257749252	0.247370519272536	0.368132601115426	0.366027509501776	0.469602404714028	0.438188768376111	0.434464485150401	0.221048451359874	0.376721188114968	0.348749510486027	0.311546465394672	0.480108007314822	0.369038873089236	0.415603927629503	0.540850534546281	0.477129222851974	0.422147199753438	0.590947761817352	0.708578500178062	0.424887518366101	0.251751926057134	0.563170379455167	0.511370157526785	0.380424217499741	0.444767503098278	0.41868600774864	0.330323051239042	0.35077325300157	0.313470108803935	0.483470908486266	0.397609664556437	0.103484909257292	0.352976472794744	0.132292404990824	0.29496872107435	0.260826171760678	0.293998745480904	0.376389997212028	0.29582995788121	0.421822614609279	0.278120913912644	-0.0319186357144484
TFRC	0.700722203305745	0.746438704986533	0.726564808758511	0.652245916079499	0.737889846728271	0.79980767089198	0.633400374741101	0.695798217176628	0.607426259314315	0.743308620713167	0.733633338014996	0.712080931911259	0.554856150581399	0.725795106899319	0.65842366753456	0.736126916871977	0.846865209705884	0.60564096816303	0.721043453628469	0.72605504212176	0.613716503187276	0.797957249607021	0.707534209537925	0.676829620648241	0.450514285317883	0.848647355537311	0.595093572024208	0.697844560793838	0.917556042483785	0.69165597708782	0.680827640649914	0.845422140313178	0.614143038386759	0.482453422949911	0.642071241177274	0.342419290010602	1	0.614929994374803	0.741664908643329	0.480604354233476	0.445420275076535	0.783862720417984	0.796451898576002	0.627607393585438	0.780334763832653	0.789410605177215	0.710678628087236	0.659823483329454	0.779420489887008	0.665074877428559	0.568126798621467	0.686862270579349	0.699024693186763	0.568665371697544	0.517627687784185	0.702400784461546	0.672591514539643	0.701504758152174	0.799221826292845	0.714626048604192	0.738022696381343	0.82123542970948	0.513935919557765	0.606004052214717	0.753434700332948	0.733818103240056	0.600903791966705	0.76622082493933	0.764995884233776	0.669896007624618	0.539647738812769	0.577329036670612	0.675651592959381	0.45687224133395	0.740196261859254	0.533637482263542	0.229688361243462	0.7596911827679	0.482538048374381	0.637012498649656	0.857780752429937	0.77848779863884	0.661961145565649	0.721497426847757	0.573820474627538	0.767774122642366	0.811955638576739	0.481847889825525	0.647276296166106	0.676325524824008	0.2865329950868	0.546485260628615	0.491918855810801	0.588817244492933	0.785199551374228	0.748071837103982	0.698597365667628	0.676767638886825	0.485551191875085	0.661331445956686	0.797583078187878	0.715573210181147	0.729780599554118	0.613431800603259	0.856395507136789	0.768113155285295	0.790371816968036	0.754573957706351	0.663509604153933	0.769503530281508	0.741645703264018	0.556819106859956	0.866553320689505	0.614178280112611	0.620295417498556	0.661015107043725	0.667171341295249	0.780543754075073	0.867082467276832	0.702335035570521	0.690975489823846	0.237458547178333
HLA-DPB1	0.760817119511385	0.611868285467341	0.800263484392504	0.685673779883273	0.729897027564914	0.793386909045966	0.806328614394517	0.812673395029551	0.598950163420739	0.755892186453644	0.706046964532995	0.897069925639423	0.849481565113592	0.828086329216331	0.827423406438401	0.748560372594543	0.78703758187255	0.547071921278407	0.792178115520751	0.835053576021514	0.793427522396928	0.607228339296234	0.693920047068588	0.856845983796752	0.556175120153772	0.540350777308214	0.888776556687756	0.703660747903899	0.639200233981662	0.812658033330285	0.766080300620109	0.544168474356237	0.597823581950047	0.617719594580661	0.797245977487349	0.307729103379503	0.614929994374803	1	0.96030003024964	0.647106359127201	0.732504537212953	0.813394397626441	0.726228452022767	0.635696649609745	0.70716036046531	0.7063289859443	0.709618168674596	0.760591962193188	0.811250719127532	0.773373488532175	0.665041579391525	0.624154186499197	0.76541775572241	0.514969250077384	0.405358296454841	0.730477951153926	0.845892770187283	0.645960828283065	0.830691940531513	0.683404596968047	0.647530227285814	0.77463452980206	0.499113967198358	0.699684383554196	0.698112801315586	0.720787485822596	0.574086216472781	0.753549943135199	0.655253769367226	0.845683074628291	0.492353840993363	0.787341777830935	0.941545586398601	0.624576600325525	0.64827135084382	0.500560380964322	0.550526363652321	0.684979564308943	0.585609366058254	0.666765669116592	0.490246676970895	0.467411916947515	0.500196988760947	0.757293436019587	0.78153631802501	0.804380833441637	0.638238344016205	0.785100752221768	0.571890510893352	0.609863812912953	0.717164379722699	0.802121648747413	0.796333881115906	0.777380072992887	0.498282609487223	0.710316381179993	0.526602107371929	0.736168969689539	0.571972335910303	0.772326137089601	0.672313336542205	0.790037903590141	0.786583291632601	0.752346240396707	0.655117090618212	0.597234812212016	0.7430233077471	0.352884992632436	0.470952725444908	0.678346229583359	0.766894019452048	0.329666327443395	0.597977221002466	0.434527786011809	0.702497092104449	0.385854343631541	0.731899513035222	0.741273488798343	0.602026066066614	0.649196547659134	0.891216570754808	-0.0516026799294587
CD74	0.878270231706538	0.762089423867343	0.91094506423825	0.794144805089242	0.867076948994938	0.900790229411497	0.884712875316464	0.902029838084579	0.72651765876434	0.873765612454929	0.802146885654483	0.944828276556324	0.895257834221567	0.925511732364087	0.915601837592026	0.871122954843896	0.859196870048737	0.639478889075097	0.895866951117307	0.92202482155133	0.869392416694683	0.745476725081491	0.831016108475151	0.928333938467901	0.597356724517585	0.666367195074541	0.926352676609158	0.80767786097123	0.767349509773009	0.869683674466027	0.864908701470233	0.68306040150537	0.701870319836106	0.709785041183307	0.89071235507595	0.429635430210229	0.741664908643329	0.96030003024964	1	0.740680386493372	0.782088928532505	0.904216350851747	0.809943975171908	0.741701128372084	0.791713127575733	0.837841053354595	0.849480530201456	0.848849721951497	0.914217502808133	0.875123351527195	0.770371280283094	0.742144922422849	0.849058186579266	0.666124872310384	0.530470712650901	0.834698409522544	0.897273477852932	0.738431958916664	0.936634178743051	0.800065887498785	0.768373671446103	0.886616747938032	0.586065013095728	0.786901674852442	0.82321306831924	0.839663539014548	0.682517524929533	0.86111426616473	0.758620579584255	0.895600480888128	0.586779669868508	0.850407105139358	0.969327455131568	0.708588783758257	0.776289127905356	0.645863627404175	0.505574677974708	0.785497359749188	0.63179256865724	0.806664274979789	0.63591310758316	0.583622301156762	0.575827874812322	0.843697771120479	0.828034834674599	0.884783733421125	0.754716739092482	0.785139032638402	0.696346251514662	0.756503126385583	0.693866992392934	0.845878458341737	0.78694000867757	0.799625263202274	0.631917442367616	0.81684909666362	0.676558590397927	0.820394375560326	0.689806271559077	0.868409951916106	0.772044833983591	0.881374275312034	0.828621773462084	0.832731601380787	0.782655798659435	0.685976762825092	0.845392962267591	0.48425123669993	0.628321412624923	0.816995825796959	0.8602465661455	0.469418713829555	0.720281867007739	0.533844435466577	0.796798592272705	0.469570510410971	0.818682574832621	0.841560776912673	0.739233298549018	0.760374614420013	0.930657850664274	-0.000350363969024387
STAB1	0.744798968047481	0.585961793411207	0.866850209644753	0.706608969517959	0.770178638365341	0.728356086890746	0.826296426564066	0.759545330266638	0.648416205396867	0.746047391844554	0.571024851422381	0.705877768683862	0.811780532894838	0.810602891994975	0.826531181583884	0.724333829519863	0.542463774456892	0.443337344608288	0.725043635366975	0.765222831418809	0.758224847161654	0.563124854699921	0.782578058347137	0.791545443120104	0.70020537295769	0.499032406510202	0.787717290849112	0.619074239362577	0.584417544457247	0.700929762081784	0.760002807384926	0.499825986598647	0.775677909995168	0.711390757894911	0.845753760239572	0.585385940092229	0.480604354233476	0.647106359127201	0.740680386493372	1	0.832153034998416	0.71771493632149	0.527718317040232	0.578022896321854	0.557676818006266	0.678405359865188	0.745046250827866	0.845196630697635	0.785837542230391	0.810880617411041	0.746462931314316	0.752104055891745	0.667649969186765	0.645976009812628	0.426292187616504	0.720771733085101	0.73379373339448	0.567478553079485	0.692466242653759	0.665902379983171	0.628707087318807	0.703465263774852	0.473647777525051	0.748591953615594	0.755031250284885	0.725914195883483	0.569402544778298	0.716846084428105	0.532692226599518	0.709637901119032	0.559126052293393	0.804982144484309	0.747551215227865	0.817371864318148	0.76788580384066	0.762384613960584	0.405247115203729	0.578052109110777	0.601585468875044	0.88130318362923	0.490732480535757	0.559910217954116	0.320703510564646	0.713519642047904	0.791924431585809	0.735073678846817	0.605174296811456	0.612317424086344	0.479270039908284	0.71085056834051	0.53937684713337	0.742890955062694	0.515264586357115	0.693331404174421	0.490584803782194	0.626324389949019	0.661246178576621	0.82609236388598	0.690603817845313	0.737185628259543	0.620117948182983	0.804848211743683	0.673749168127835	0.689865426454934	0.661735184500437	0.432986124069202	0.65423266821376	0.403275033588939	0.528618747426409	0.752650404013243	0.698770463166924	0.365258016463438	0.580508803741155	0.334078172642295	0.68622429301743	0.259589886085036	0.680404129650392	0.614943651601837	0.583922651235359	0.622224826916279	0.711574034123656	-0.0982423993472541
P2RY12	0.709530822126848	0.594572614707801	0.817399367188372	0.637352240082384	0.739160909725066	0.780391596076323	0.848332328270224	0.768055856730356	0.551863325304661	0.765749576301539	0.710230996019485	0.752517606412393	0.843284228044933	0.838239167237858	0.88503565051288	0.785269413087908	0.587003209700884	0.441124039997286	0.749769857581129	0.774404653752216	0.755059768882804	0.556448190601732	0.679760186829049	0.809257047284847	0.747244500108755	0.419701685043562	0.874317776559679	0.631474307794278	0.496764748451092	0.737352785724685	0.72697027637882	0.418445670485224	0.771170819155363	0.796551223762228	0.803980397800407	0.635224118195236	0.445420275076535	0.732504537212953	0.782088928532505	0.832153034998416	1	0.748110132299942	0.619982164967784	0.630353807890771	0.600739498896299	0.68438751410411	0.659370498639314	0.778555314533801	0.782853006846097	0.879803874688225	0.662197956834821	0.785165016998215	0.751928874905851	0.582418606754294	0.310253706269201	0.81821006840277	0.729717471789533	0.569040911164785	0.728830049506229	0.594009110356532	0.672630084487031	0.738089826817203	0.403801624644518	0.700531461483949	0.689873267251549	0.70209694020067	0.49629770569055	0.773895889105906	0.586848223014825	0.770144439140664	0.606263867545081	0.841935557176599	0.784355376182955	0.794985272676935	0.716315555495011	0.782558209229913	0.533181519462958	0.585982436851985	0.676975918008311	0.833508844292644	0.425419532834947	0.39388510734887	0.326544030870655	0.655917140261032	0.790726585015597	0.753458923970198	0.566948241230443	0.679990336586771	0.528192987404416	0.591249252446861	0.631788847900669	0.776868109305972	0.659263914262898	0.817348799118255	0.495870542207848	0.667575971816013	0.537493005737611	0.840736068442544	0.71637865378417	0.789467098378972	0.550185751126624	0.844177572692516	0.748038192901805	0.688356324294541	0.601898895920174	0.509872908031557	0.614201646304604	0.308332244909778	0.451615155947866	0.68195647176494	0.742842303794618	0.260908324055879	0.485247063286979	0.323624159793519	0.621991274890001	0.272913427702712	0.68703346205505	0.660903462011788	0.476553994576138	0.631683176537589	0.725261211817526	-0.0966415424499376
LRP1	0.858604807404818	0.821953224748471	0.879463834465154	0.795689984303112	0.883976412700494	0.921128240919855	0.831225016303446	0.873214604155226	0.722807672914454	0.911634301386906	0.804255763952028	0.886962498794122	0.820971426678392	0.917242695126073	0.909335438129281	0.886853834457691	0.807301263219344	0.663759062058157	0.901708243924818	0.920052755697636	0.819579498413121	0.785641239569153	0.8267925952312	0.879743505644222	0.611333789718467	0.69817165653537	0.843253695353358	0.824486219975882	0.770544372960024	0.860904975956356	0.86530388849034	0.701374150557827	0.731639683595165	0.737108952176685	0.861948619064489	0.482843647397681	0.783862720417984	0.813394397626441	0.904216350851747	0.71771493632149	0.748110132299942	1	0.770817014042317	0.711518650937505	0.748549350044541	0.867321367266243	0.809824248672561	0.827783389129198	0.927043776570991	0.876400225921741	0.755690152752488	0.861033783446608	0.910849484372882	0.732124162198692	0.565421511531016	0.818228140135746	0.89242211521599	0.815034003311994	0.909418221793626	0.809264534091255	0.848359074235397	0.936523867009343	0.578104152552035	0.745241383291068	0.864331544716989	0.908224503837202	0.705669668532528	0.855497619686494	0.846754423673534	0.840521109275464	0.754850667194224	0.797667065661738	0.899408197994286	0.737857872690338	0.809339804651554	0.729496128756931	0.516446431971463	0.802036068050778	0.709502455443866	0.82210496886679	0.645805069988764	0.604279673368865	0.673820796577614	0.833690565576727	0.797290468340576	0.868756381693704	0.781810018407157	0.732881609232121	0.747411533648911	0.78285213398079	0.594010147068009	0.763472941063205	0.682205689293429	0.810756061754954	0.652573923326721	0.857623885737497	0.7860566602193	0.858483226949659	0.763093681097051	0.893572605968692	0.743101542438495	0.902641353581592	0.79800576827055	0.856139044477519	0.805110608534501	0.815641720358734	0.862850250505913	0.655141617750098	0.695641311544563	0.861514220458544	0.892126741213721	0.630684845521376	0.752434283969361	0.720023127989621	0.778164002129055	0.676685797468226	0.86270178295246	0.914059636904515	0.758565981392486	0.898027720821483	0.906973438236264	0.28569650300513
ADRB2	0.719896853411137	0.725647823541428	0.744042893396938	0.611397208036514	0.721214177915784	0.871612231283453	0.691006977274098	0.744000877743278	0.543491657507717	0.720656153769268	0.866474923121335	0.740932816922236	0.636727391197098	0.756952569210411	0.719413551352061	0.800232884887996	0.903441472866179	0.53724650082373	0.766341844468534	0.749451617436649	0.681743587755789	0.759159680496817	0.695164139663185	0.730697424920808	0.549747594876769	0.78561757611602	0.748636593435757	0.719906590799861	0.811162942346518	0.792058839503823	0.678304406541089	0.809740606806579	0.568654405772228	0.603114494973124	0.705478916875448	0.4306274998232	0.796451898576002	0.726228452022767	0.809943975171908	0.527718317040232	0.619982164967784	0.770817014042317	1	0.707545268251222	0.793690833319786	0.768656957379895	0.725526429372861	0.648953143214465	0.817542676134985	0.730121364634283	0.544593806354373	0.60954573498562	0.714547125802715	0.587530135850058	0.418902723642	0.813487396216259	0.67504518482657	0.589661550205482	0.82736479417029	0.649719950250499	0.760050586476707	0.780177676712563	0.498883737663133	0.711383951028427	0.707100972553146	0.683800295407522	0.541095049074694	0.838828321625012	0.702978239663347	0.737980144383918	0.569421519466555	0.722152327352296	0.754087190814143	0.479513008647601	0.68139837807541	0.621021677439173	0.366277682386699	0.758720188795697	0.515415654387381	0.654865319925255	0.801784793942823	0.640375180391077	0.568419194852504	0.682908009136234	0.636070495837986	0.7496687190728	0.715647481114324	0.632840975506014	0.672774281759635	0.618973585623109	0.435041921431077	0.765880009849757	0.656281994776505	0.620447856232499	0.825888166195968	0.659433795460064	0.624303162716896	0.692577490030414	0.545579860445057	0.69616832640236	0.736471163673182	0.728400811519803	0.73526637821558	0.619142859634152	0.812715531328486	0.668605186198648	0.731296347407541	0.544413618018419	0.628816540269145	0.699899163848296	0.761101520199229	0.358920802898514	0.745090949583688	0.446765000035288	0.615322771502744	0.483083970429962	0.621586867489225	0.743669141613882	0.779839085091039	0.631191132622761	0.700190297094891	0.01730208504241
CD180	0.818214946375547	0.842856544522268	0.764952767007251	0.818684851858406	0.836172596335681	0.766357251044808	0.700057076990953	0.859572369192652	0.794343606720371	0.782743393460531	0.657804279798776	0.774207258674189	0.677959357916891	0.777685365780874	0.74620116595552	0.796784660064547	0.634182613206245	0.718195311052802	0.858495617744282	0.806068203993092	0.724799828484443	0.702774145178699	0.764802213759434	0.813820470490924	0.331754474849006	0.649028677159512	0.669747678962137	0.798436647617913	0.622613185467045	0.63078934839339	0.828247643447039	0.603559442233237	0.547482019078062	0.745288756278502	0.78583619420231	0.398872835631342	0.627607393585438	0.635696649609745	0.741701128372084	0.578022896321854	0.630353807890771	0.711518650937505	0.707545268251222	1	0.6708039863182	0.805292858473423	0.828365226220316	0.724343792896288	0.75165714422466	0.733895416679623	0.772658978243074	0.638870158119619	0.720629676584413	0.776049649955178	0.714634537077527	0.718439681635139	0.748655882675798	0.754308308151411	0.778611165571542	0.81523128175574	0.756212184232725	0.78570898725198	0.762677091027386	0.707784381188565	0.731418830373487	0.803124114480632	0.777847720552987	0.773145448956186	0.675676384523161	0.736448734079249	0.466969617208799	0.680430068522212	0.74172434266921	0.615936845929734	0.708033065859058	0.686347852832578	0.16639481550134	0.730418010637222	0.398306667087749	0.752249898147987	0.625439017566542	0.44078186383631	0.430868003769039	0.729812765349254	0.721371817026561	0.694965098392046	0.649978055427253	0.628223323204644	0.772281747652017	0.79885807515394	0.4070090676829	0.66146344369591	0.468117489930655	0.607636611474565	0.565720483487362	0.72504065305111	0.73645075490098	0.615011046073282	0.653442093483378	0.813590605278748	0.659312926166208	0.732390681627936	0.587881109763763	0.753921881835639	0.714114523769219	0.583283090631897	0.748251235292984	0.378675240889154	0.783883983143224	0.789959157232503	0.77993770530336	0.600806304732355	0.552194455158775	0.573535616657764	0.813091868500088	0.339090122763645	0.800043042340128	0.779266443057449	0.676211045194533	0.688612390529951	0.747000365062355	0.0449944903242586
RIPK1	0.786523310284518	0.761642532435743	0.763307358290461	0.751194274318238	0.774236787316244	0.784606791983117	0.734905786805356	0.787389271878914	0.721343605177529	0.776514308972755	0.65682631672705	0.817476910046376	0.71020928361559	0.748825269633205	0.692486339889444	0.777483869641406	0.761368474510937	0.720855748273979	0.795871511694525	0.742659682265827	0.710652948427432	0.646762446657451	0.748652040176685	0.76989647583087	0.46177455834898	0.720384374592172	0.663680494204761	0.745149579426513	0.815333273051844	0.728976108043527	0.78282484836311	0.697776996142504	0.641620761609232	0.573228194665705	0.720118786945409	0.289050424210745	0.780334763832653	0.70716036046531	0.791713127575733	0.557676818006266	0.600739498896299	0.748549350044541	0.793690833319786	0.6708039863182	1	0.802242902055158	0.771912845274683	0.76288899412632	0.796427230935193	0.718378851248718	0.697936780186526	0.654802161793594	0.699079372397443	0.614313175599874	0.591759520585275	0.68485803472298	0.761774659481802	0.724400585000673	0.805393897869162	0.72463737565409	0.744647910562153	0.842855596811799	0.599163503677797	0.678670105481451	0.780720624953919	0.770491950604259	0.708690928287236	0.739742983206258	0.688963980679215	0.762132141642733	0.468035340154923	0.672939229834568	0.769988834104569	0.509069321536415	0.693478710722394	0.540027708602872	0.217696620650376	0.660027468540765	0.482526732489649	0.678369999372589	0.68219345176785	0.718205721046001	0.454655557936214	0.699778525774628	0.672729445915065	0.780861931833323	0.752357512536806	0.598150408067182	0.680059009822729	0.716801976898835	0.436513781921105	0.624648089680479	0.510898482480563	0.655235996235138	0.641326051699728	0.727568903638992	0.710305882406539	0.654555097498114	0.491114746188994	0.753443949245582	0.829228752663059	0.740624983336556	0.721157354248801	0.725624868482302	0.780419298346564	0.646772399103629	0.818659518015135	0.541756368951273	0.680526419147471	0.792875616215746	0.746540556915116	0.505509128059466	0.701105884017429	0.56762708246203	0.736175722675861	0.488455067625103	0.75361979351097	0.776720651458735	0.793480711468724	0.688841181590094	0.76868619955819	0.0785538547232959
LPP	0.878891018215062	0.917337962814323	0.90249946034318	0.837720993084589	0.932577281564141	0.880517038381892	0.787072783279808	0.859551870263829	0.801421683671768	0.914251191246898	0.787701570930204	0.840170476135634	0.794872000883443	0.884094893495864	0.85366293746867	0.945163036541436	0.762509375881212	0.746042334820543	0.924786908290477	0.891262765443868	0.801652801589296	0.762829975225213	0.89255675911498	0.85991210596132	0.490394507385611	0.747062649450038	0.73641157319551	0.864172366157396	0.792894474926144	0.755101139145147	0.869591591103618	0.69672955931197	0.694046132984187	0.75643733646368	0.846394189133797	0.533047288084037	0.789410605177215	0.7063289859443	0.837841053354595	0.678405359865188	0.68438751410411	0.867321367266243	0.768656957379895	0.805292858473423	0.802242902055158	1	0.869828911508042	0.769739427004531	0.894522788337471	0.863678126762784	0.817045941304842	0.787581874084099	0.875023759448938	0.817386923878205	0.706020498135696	0.817601592769035	0.815429321668278	0.839151703143796	0.891234076253519	0.852268087746336	0.862698892427323	0.928997072272467	0.67961724575387	0.764533600821617	0.884046045266303	0.922216491451226	0.77528751073875	0.8778104248872	0.821737847180817	0.800548976541271	0.64032618171486	0.7773322444743	0.797126763235711	0.722448174037681	0.878722634477298	0.760441472594743	0.347482361042004	0.860032312853659	0.629637459909131	0.823537195338893	0.68151882459226	0.635167740250862	0.65457906002469	0.797934469973813	0.778260690514144	0.823047021871737	0.819270495286528	0.654637907867814	0.843687558298154	0.859315781838763	0.449942385201377	0.655918310321633	0.495843225751463	0.702894976514602	0.682064638558501	0.813187620855573	0.872944683623243	0.774164314434045	0.728452072976999	0.858819144881136	0.760268272014919	0.863773399021169	0.749332674153625	0.823146836471011	0.843800502357536	0.774700507369903	0.848009708152665	0.596423918286705	0.829820566861354	0.912522737270101	0.847733382035847	0.6698552214136	0.729308552524667	0.704279597932434	0.822213566545295	0.590061829635852	0.858764327003745	0.895361452595416	0.807850103419523	0.840012317711939	0.821867614055172	0.221452559180055
FPR1	0.951570691340716	0.869650379394783	0.90216636219326	0.880913164884393	0.944834789967902	0.843663053703443	0.850483007124444	0.908755569108326	0.894315384278902	0.88141419030282	0.69232906910582	0.858638073152777	0.815864297891325	0.892615872195952	0.841157803785289	0.86255173111855	0.73919033683798	0.732495441444873	0.909054627466437	0.868019152117818	0.839024139042535	0.769227854980376	0.896786842243479	0.884438033002272	0.428742929759047	0.670576426869437	0.768941384826591	0.834118577425595	0.748371642883604	0.714443630376007	0.896717578066489	0.711499877787248	0.663660000562596	0.741748234242041	0.896872764378976	0.440532783481136	0.710678628087236	0.709618168674596	0.849480530201456	0.745046250827866	0.659370498639314	0.809824248672561	0.725526429372861	0.828365226220316	0.771912845274683	0.869828911508042	1	0.837069109979032	0.851944653763741	0.825617010009756	0.866486692723871	0.706594794407101	0.778863472948687	0.826259069347366	0.745612524022052	0.757629724672844	0.827432667513991	0.762716529435923	0.903593670013077	0.875762063557393	0.781368873883557	0.857534620950381	0.723673945184584	0.796168156687186	0.85228164907995	0.871797311686916	0.811027681310169	0.805648879832443	0.710137005884534	0.782995716722451	0.508049372955651	0.772646042346991	0.828135338695174	0.712421921824951	0.798341836590783	0.714209259708758	0.201838471468284	0.760203376713417	0.469359800389032	0.876336011223773	0.666813031802676	0.581364658520607	0.482239856295982	0.779013634014694	0.753617539379345	0.783063374346534	0.744514593107644	0.654193992099242	0.783586817987346	0.924139713620656	0.533885044778338	0.73509840091814	0.568408436263343	0.627233376434962	0.608127299688671	0.786214831615861	0.791727272400846	0.717942158998961	0.725549633145809	0.858771544850301	0.74908146624883	0.803122337864296	0.634328649504056	0.833689400127673	0.77851607016594	0.602602990904659	0.8621660606919	0.489355867307779	0.818039596054499	0.886705528128918	0.803735371831916	0.638437215207595	0.686650659567927	0.55491278989579	0.879111947586539	0.383422428804079	0.831462758986249	0.791137503684382	0.776706422030799	0.744089242391231	0.824344273687981	0.00196136656728766
