""	CD44	IFITM1	CD3D	CD3G	LAG3	CXCR3	CD69	CD2	PTPRC	CD8A	CD8B	KLRD1	CD226	IL2RG	KLRK1	CD27	CD247	KLRC1	CD6	CD96	CXCR4	SIGIRR	CCR5	ITGAL	CD47	S1PR4	DPP4	JAML	TNFRSF14	CD46	ITGA4	C1QBP	ITGB1	PTGER4	CD82	ITGB2	SELL	TIGIT	ADGRE5	TNFRSF25	ICOS	TSPAN14	SPN	FAS	TRADD	SORL1	CD5	KLRB1	ATP5F1B	RACK1	SIRPG	SLC16A7	SLC1A5	CLEC2D	ADCY7	LPP	TSPAN5	CCR1	TNFRSF1B	HLA.DPB1	HAVCR2	PDCD1	CD4	LAIR1	VSIR	JMJD6	CD81	TNFRSF1A	SMAP1	CD74	PILRB	PLAUR	CD68	CD63	CANX	CD9	GPNMB	PTGER2	PTPRA	TREM2	STX4	LAMP1	NCL	APLP2	RPSA	LRP10
CD8B	-0.0827921566400854	0.914258903063111	0.904001895143726	0.873491424758489	0.780644247970771	0.754319816237648	0.753150109270499	0.799189578628726	0.668289787379719	0.884140211291719	1	0.643823988026412	0.711690946957813	0.767526329262777	0.862832304848402	0.827542224892778	0.815917389232304	0.467559004521386	0.684102861178256	0.827984554410634	0.756363904240963	0.536443638561903	0.594689057157047	0.505729390061523	0.427296458742476	0.624930539480726	0.394341057612624	0.697022707903506	-0.213815419865173	0.143487612452741	0.150211890981141	0.0118676713460167	-0.0777815543573468	0.172423667541991	0.47017611429107	-0.346248554559678	0.418400930624073	0.666262971051913	0.778216979996174	0.398150916464483	0.731160263848809	0.110272149992248	0.445250031512825	0.375980050887692	0.299599378759767	-0.676698301502114	0.749518125407105	0.461011508742664	0.0171331751852255	-0.138454019321908	0.86816372120223	0.677240644278149	-0.0277916401305089	0.754060868271512	-0.462522977770534	-0.257319771614775	0.636834479543435	-0.359332121080236	-0.554825835012346	-0.485867230201757	-0.555527987679307	0.62668796050099	-0.568744941140156	-0.451344321669519	-0.330311412879991	0.0681031398186155	-0.66891032861977	-0.521072061791967	-0.318947118384786	-0.49746532829361	0.455227796502627	-0.733293503368137	-0.69458866174067	-0.564873467544692	-0.512628149314161	-0.71406506617192	-0.68155629578909	0.573850048078388	-0.130546352058367	-0.504842141676683	-0.456181345438362	-0.544675681576048	0.0552730474294639	-0.672452793204517	0.217716561833347	-0.0680669277972042
KLRD1	-0.128181027834683	0.581992191379576	0.672996800035972	0.618381540597901	0.687221233484898	0.7012633651401	0.373064366117892	0.751272515984358	0.56468825822371	0.741755736978127	0.643823988026412	1	0.631765804431204	0.59299283845779	0.810657071808019	0.722920446233149	0.753721254407762	0.828655552619591	0.574499557168297	0.768934416045997	0.531685235087446	0.429276555676566	0.411218396701592	0.211684452586127	0.176830044136257	0.188942212900724	0.212390583532137	0.398702298680025	-0.188327440031273	-0.204082596364147	-0.0262882123401283	-0.104665664552534	-0.252947173561055	-0.0954984732422296	0.589265386447422	-0.374176157048421	0.0685424206590918	0.707322937538039	0.731823253699757	0.21541745975361	0.674210496089344	0.223041503055648	0.423794068867963	0.0680046030510069	0.0853825038888698	-0.65929393654312	0.666803052797707	0.53948081537772	-0.165289804312447	-0.31142988069012	0.541549997589024	0.484554976012811	-0.144750864917317	0.611633871699158	-0.371356649637729	-0.304971280800334	0.577026206013134	-0.330342665581888	-0.499715906660233	-0.494840941659921	-0.466917550611592	0.659997107535273	-0.552202025520857	-0.46388921231995	-0.424011662759817	-0.0515604867162781	-0.590454758164056	-0.498106076868628	-0.463709528799012	-0.49235475118573	0.6360936691009	-0.680340329404002	-0.623548440687721	-0.478859471952295	-0.567795940250979	-0.541492420923459	-0.576748432260549	0.498595682664994	-0.0254919940289605	-0.48385382548494	-0.4853361986679	-0.515344687328926	-0.0206659356215606	-0.641643592479772	-0.0485827461095108	-0.233365144668422
CD226	-0.0210009972757131	0.726537459133929	0.771942890194981	0.75349744352328	0.620567812822507	0.749424231339287	0.513966259351204	0.796577431922951	0.660206833000603	0.663137881175184	0.711690946957813	0.631765804431204	1	0.661248930042557	0.645149328028069	0.775811251323152	0.674939570007571	0.567578849728094	0.67240111599771	0.69446823927736	0.528157967028505	0.455564157903976	0.461643931027066	0.273184356292777	0.529710518189415	0.40237727474022	0.481170170115938	0.529578369380733	-0.0693182269472254	-0.0833822582142565	0.221241892498498	0.0747892686260081	0.0147974073535973	0.00880934785766568	0.439451525092377	-0.218271313127632	0.305350799835816	0.631843438848701	0.700940723388659	0.478498589706017	0.788075672177189	0.260111399253438	0.498472341750005	0.289313829642502	0.405201901231961	-0.493460348839099	0.619819360659008	0.430371977437009	0.0179249824197852	-0.0549550061449334	0.650193212615347	0.421185815402244	-0.0205063698907611	0.647386506366546	-0.269162190695673	-0.151288215055515	0.636347160071377	-0.272146967234573	-0.381481470950419	-0.312729133881044	-0.386728157180802	0.626431873944694	-0.315219475100285	-0.229004891392721	-0.152014751374215	0.0517911002133319	-0.448798184686063	-0.37574314014015	-0.271815963710651	-0.299425490111757	0.488573306769126	-0.561338003593497	-0.546519734071522	-0.409319079288315	-0.389329867924108	-0.625020154786104	-0.643104432242431	0.622897368477246	0.0652402183042351	-0.275165464802868	-0.229947706997178	-0.462353939871895	0.113708863129825	-0.497469477392384	0.222160058917858	0.0440928579789211
IL2RG	0.291741558596765	0.897342869527948	0.92536477934728	0.906166355900646	0.705747953644079	0.899286275609742	0.660450009348519	0.855988064105029	0.812265674729584	0.800913825099121	0.767526329262777	0.59299283845779	0.661248930042557	1	0.848499593721095	0.851002302215996	0.87509168907297	0.620480373578714	0.94924518287635	0.912349463080536	0.891576499587609	0.779770035936765	0.630949950558936	0.688693778487989	0.647976700827993	0.514039800438429	0.365930324470638	0.799534748079972	0.088374055405406	0.188059952335748	0.368381661765172	0.376520981010507	0.198855659216878	0.435222991465037	0.780461511074814	-0.0398481116684548	0.313634669340377	0.846795670793925	0.846164631074233	0.243914058849007	0.839968640960593	0.52984522403599	0.79662190775816	0.341381801585034	0.466214770399508	-0.477022870492673	0.900922114886277	0.354605348738529	0.358989754464006	0.140519717669562	0.901163815947621	0.830422309547348	0.347906476952292	0.731127442353343	-0.335954703099235	-0.0784809273457481	0.825290918211053	-0.0798762073989981	-0.202398084460327	-0.178848961948299	-0.250683236728686	0.599694888160984	-0.24970801208858	-0.172836542366545	-0.0199513977447716	0.236616111691447	-0.439878453794406	-0.18146625052228	-0.0131941708033022	-0.21081499628375	0.671374139446102	-0.476485630784794	-0.456420652890894	-0.219176446832079	-0.19314171859553	-0.427790554606007	-0.532363816872567	0.627602945967287	0.226447870858069	-0.253110581164438	-0.238531073370627	-0.165732301960774	0.457095768612073	-0.395091290218194	0.45053942595072	0.248083926649815
KLRK1	0.000582099317981108	0.85845765248284	0.902301928895048	0.860724202311135	0.897292624289564	0.851417871392833	0.577438252084751	0.871652508853845	0.777371587830365	0.94860705682577	0.862832304848402	0.810657071808019	0.645149328028069	0.848499593721095	1	0.876003421612968	0.939094866038603	0.708470816095592	0.786739566436039	0.96161631943297	0.831181754801721	0.591219389218082	0.737201705074553	0.525846447176964	0.395272779932369	0.344174474798378	0.168383668949945	0.6596233254867	-0.180095855112053	0.112205494820126	0.135120663190914	0.116384235448622	-0.105125800926327	0.168695247671129	0.727539932820738	-0.202944554045377	0.124936356474127	0.837054904150942	0.86098594402207	0.124795454890716	0.863011919090852	0.278084474752081	0.59565933486182	0.109561066950237	0.118978277155308	-0.667619414173761	0.868493605828034	0.390487210978359	0.128014898689197	-0.168881318781994	0.889037910434789	0.817386958052391	0.121391315802617	0.719673813881647	-0.359767106377557	-0.255149589544408	0.680861871293066	-0.145776463868296	-0.430029298855803	-0.365796899810401	-0.377422183201536	0.717554860481384	-0.473944808889217	-0.359973403082632	-0.267731580930837	0.238886061484688	-0.552197434335554	-0.371062076607384	-0.266363898523269	-0.389858105094068	0.606914540272681	-0.640367026271042	-0.590703801040156	-0.386535462328849	-0.403615454690221	-0.555893056189087	-0.596298086614727	0.435125598187951	0.101001913484936	-0.40984671998628	-0.424397464267436	-0.399025113383728	0.220377543385436	-0.575912617432237	0.141230507576175	-0.07084281674441
CD27	0.0580220011802477	0.862380804620842	0.9535703435682	0.949313040689516	0.877122611639394	0.92737490091416	0.500732352816229	0.984727111481763	0.799304461060264	0.932031258698733	0.827542224892778	0.722920446233149	0.775811251323152	0.851002302215996	0.876003421612968	1	0.880270612920067	0.599457911721903	0.869608386974767	0.935063006355441	0.782017296405749	0.589108968120043	0.683897094009601	0.43665333893026	0.451701304989664	0.323073671382146	0.277031665064823	0.663232400917132	-0.0525601127930514	-0.0713314576547825	0.101814297835579	0.0617206146123915	-0.178321583965184	0.142105726912423	0.646110615040947	-0.270117969741763	0.153874486857993	0.88600840326111	0.857241566051289	0.22280998166966	0.870773995923916	0.310831336781383	0.633870818559489	0.199684395132152	0.275632307782055	-0.693892147287562	0.894754131944439	0.304255242641951	0.0529781219979652	-0.221575885763853	0.850885263736519	0.744824315814765	0.0221595571607082	0.684158003559154	-0.358340269712142	-0.283724005059402	0.741473327773645	-0.25920360848252	-0.448440082515893	-0.418974895916356	-0.455937984006797	0.847642912953609	-0.476501042695041	-0.382253025410793	-0.295200588972026	0.178725493893576	-0.578873896418105	-0.446081101249325	-0.346767439446315	-0.43676080848307	0.689803370913837	-0.689899040834973	-0.650632618143352	-0.477701217956429	-0.462300865338815	-0.637621239061649	-0.647276996088748	0.552237296297355	0.0529304802826131	-0.446359295018562	-0.447854283678489	-0.473528663999576	0.129566670388993	-0.621990331049777	0.0988001665109397	-0.050645573014867
CD247	0.147690134335453	0.856624070244995	0.91649219134849	0.879560657132919	0.825942641143214	0.841311068817539	0.638963236609566	0.871524319504044	0.785560860332449	0.88283961484935	0.815917389232304	0.753721254407762	0.674939570007571	0.87509168907297	0.939094866038603	0.880270612920067	1	0.742609352338744	0.82585692313019	0.952421852539248	0.826510968048012	0.699770390273265	0.597303670219599	0.600730486281008	0.515454285571527	0.433648459354866	0.288569624453683	0.693147542314114	-0.11181806485661	0.116617682026162	0.245892005196785	0.210893714398633	0.00208237643523586	0.230744058178751	0.753064283977807	-0.167805774485172	0.278178452672434	0.858292142920849	0.846503975610846	0.260361092571867	0.846726645838949	0.373845221270126	0.711602030449978	0.241166999550863	0.298564328342927	-0.618881561015697	0.861785909047286	0.488496988802281	0.172083753528869	-0.0431333449949652	0.895472365873411	0.814305089486453	0.159871489401791	0.822101298942068	-0.34331641995634	-0.227558620840311	0.737737776931567	-0.204340247690093	-0.376557147211573	-0.331465201390775	-0.36700561476517	0.71492870286099	-0.432651991750619	-0.322633770151933	-0.215103009757128	0.0786887283002922	-0.548399393522644	-0.324876228296003	-0.185928213921299	-0.364055702369998	0.623695043609404	-0.608540177924916	-0.587101690088668	-0.362744530958962	-0.391158339711188	-0.522834736136694	-0.612636338718055	0.573618971221821	0.20431227745072	-0.386340835873716	-0.387921840976487	-0.348278755171401	0.290007105772561	-0.543477890056023	0.278189163955601	0.0349414410185321
KLRC1	0.0642730309941225	0.515321719750125	0.593068618419405	0.535790911080356	0.512920622473986	0.612140387415622	0.380761857298503	0.622520717959087	0.459238863272151	0.555924683329594	0.467559004521386	0.828655552619591	0.567578849728094	0.620480373578714	0.708470816095592	0.599457911721903	0.742609352338744	1	0.586777483336717	0.734364452483875	0.420293265681547	0.517703184652016	0.258934796223684	0.33477917924452	0.286860027538161	0.261673970572242	0.205235557498721	0.454759013824593	-0.097068476558636	-0.0879787519684511	0.0863575206969894	0.095145155647136	0.0422714369698205	-0.0130803710440075	0.697686552251095	-0.248125557428379	0.216231707703509	0.597706643037929	0.619188083121277	0.256567133618282	0.639498197012801	0.465458447403391	0.563564820550609	0.0453886864707446	0.235637658540033	-0.460655208175681	0.5339185734036	0.694339452338819	-0.0132100941954184	-0.0455059232520166	0.561874139591204	0.430401618595208	-0.0182720423139329	0.64120944067961	-0.375954768408881	-0.217048100015794	0.634862122271922	-0.235491480716306	-0.284327417746302	-0.355017595800485	-0.32141517237603	0.470385892503114	-0.385873638898377	-0.344436695397021	-0.263960041494363	-0.122644354067624	-0.441580418749605	-0.297924151784641	-0.208208204148924	-0.36738328236597	0.573645310715994	-0.492551914888984	-0.479496751984217	-0.27114711232796	-0.383724728494028	-0.255609655812248	-0.44056806969356	0.558106686568829	0.241956756481016	-0.372413534121581	-0.351788735113737	-0.291547674645035	0.173514148053807	-0.465378034879583	0.194028390488791	-0.028208211212663
CD6	0.32453014858523	0.842736311029541	0.900625363245348	0.910906161026109	0.684097575659085	0.937453473917105	0.556139693216645	0.881984600388557	0.79891600263286	0.772047013503774	0.684102861178256	0.574499557168297	0.67240111599771	0.94924518287635	0.786739566436039	0.869608386974767	0.82585692313019	0.586777483336717	1	0.874357515133765	0.845646394606682	0.74356260712025	0.58720071962288	0.646370293406005	0.627031639763764	0.424988522566962	0.402245153825984	0.781992204589877	0.117391216975792	0.0477316426049257	0.357553446132022	0.361454218320752	0.101063115662955	0.412799554134836	0.786308139715841	-0.0490524978996102	0.248453778806716	0.850308390288857	0.861695918242501	0.23013223057023	0.842671934086517	0.532997940599267	0.807252723254683	0.291814562859651	0.461196809695309	-0.463846177574376	0.909409436744129	0.294183677490606	0.335464849644878	0.103196205620496	0.828785071684582	0.802987739160334	0.312945327941227	0.679397616611221	-0.282908969431814	-0.0015140539601099	0.821760809057042	-0.0912429361104285	-0.215116435055671	-0.173765035261895	-0.256821898128945	0.647674014579084	-0.203214662715791	-0.152745227787273	-0.0347404318856249	0.249893949932003	-0.4105895817969	-0.185420878260312	-0.0617611107382188	-0.201980212433484	0.734324717837452	-0.470056789160722	-0.473528158691173	-0.232652251041415	-0.201997324783577	-0.426144690735151	-0.555348732922359	0.628839680221229	0.231763473692006	-0.240695009080416	-0.255211009699045	-0.192371669195797	0.427589635369378	-0.3896404703499	0.392033510418475	0.243652138660121
CD96	0.101519667655163	0.875711925244683	0.948212008356926	0.908152500032799	0.87014685374172	0.900134744978085	0.581520075323283	0.928497015005104	0.826302842634135	0.930776496001748	0.827984554410634	0.768934416045997	0.69446823927736	0.912349463080536	0.96161631943297	0.935063006355441	0.952421852539248	0.734364452483875	0.874357515133765	1	0.84255439779348	0.681681922761779	0.694207089570512	0.542245440218784	0.496289737790033	0.366554655282333	0.230328158089001	0.722417990395655	-0.0899940794783044	0.086992339319042	0.196282121346343	0.194395700266358	-0.0313339673636603	0.230166414117162	0.787064601529816	-0.16266616948332	0.172228450473719	0.895329653339738	0.854272448372558	0.18513498445271	0.896131348310661	0.41406733002437	0.706305794905646	0.187934617381519	0.245550980568226	-0.632404615973263	0.901108515734335	0.393020494730954	0.18444578044754	-0.108275993669883	0.919127799775554	0.826797721589254	0.17064812520723	0.759272668598899	-0.332187972284771	-0.234541517281133	0.778418239050311	-0.158663304008167	-0.373822147108025	-0.332531805374744	-0.353948775902985	0.777533335424954	-0.417511398465631	-0.313216035203857	-0.211638312113575	0.196147362098787	-0.52314389164782	-0.329637157415066	-0.21439580621635	-0.356278525367042	0.687364669909013	-0.616589546114178	-0.585567476730583	-0.352216970857167	-0.366715646652463	-0.529910118777335	-0.60791252503094	0.528847941092695	0.159039800359554	-0.377058716054849	-0.381897730604835	-0.34575204660253	0.290152456989562	-0.539953364906984	0.216290412208431	0.0232633458704506
CXCR4	0.377971244538132	0.825903126727917	0.859098678361681	0.829475704849353	0.730465229715502	0.827973038858249	0.651556099162794	0.798126781584212	0.870710804986912	0.818627402320288	0.756363904240963	0.531685235087446	0.528157967028505	0.891576499587609	0.831181754801721	0.782017296405749	0.826510968048012	0.420293265681547	0.845646394606682	0.84255439779348	1	0.798609020505426	0.675669367844983	0.643642527163935	0.60364961392731	0.408058413126436	0.309676983194615	0.770325863920605	0.132613093949588	0.315112656574675	0.435088551415139	0.403390169185588	0.138680170958389	0.534708523564982	0.748886446810462	0.118169730347667	0.174314831655699	0.820617136372074	0.78909213178873	0.1038352025453	0.770535360980112	0.42627506744568	0.717670507782287	0.353893657586747	0.329978348318636	-0.414558552953791	0.880758860946883	0.176878033124352	0.426540641671461	0.167794379246732	0.834768945681025	0.872983843836163	0.463922708690295	0.67296228149592	-0.146337139910042	0.0156917704221058	0.669467404109876	0.062548859410015	-0.101357421031375	-0.0265396700385759	-0.0975538461921164	0.656856251138046	-0.179055445561708	-0.0528931950185866	0.0959409709065326	0.361611351317111	-0.390449619543874	-0.076858616668999	0.0916878668846185	-0.0730687448604389	0.609246847075352	-0.346200796932036	-0.309095485770503	-0.123491599712242	-0.0852468248721369	-0.42322591002224	-0.425359263781815	0.455756294872261	0.179646248944403	-0.13841064395228	-0.13684461128481	-0.0614624556643057	0.495872467746233	-0.284307711054372	0.411598940362913	0.275371134635572
SIGIRR	0.65403082214356	0.64540870156425	0.711631528368264	0.652825607728417	0.396149826687862	0.644411786862583	0.714082912365434	0.604115323621331	0.724339111409854	0.543853615398646	0.536443638561903	0.429276555676566	0.455564157903976	0.779770035936765	0.591219389218082	0.589108968120043	0.699770390273265	0.517703184652016	0.74356260712025	0.681681922761779	0.798609020505426	1	0.249245375785242	0.672083469862616	0.699307627100081	0.566677812814474	0.504003089137281	0.838036350764705	0.385437237446949	0.394611672071262	0.638558714210131	0.556899154020687	0.45581206839746	0.666911440036895	0.798563719764538	0.21886971405751	0.448688118441365	0.620830484071482	0.614383365603782	0.383468908871775	0.571436015247906	0.727608111027277	0.815081444599735	0.521821423315464	0.641054120939413	-0.143073879131879	0.672510336994776	0.469457855002207	0.452899601384816	0.492621186779539	0.70391815451312	0.659081272214518	0.487318422384887	0.758142178756573	-0.0419877263252567	0.201922301330536	0.680551978667047	0.0166962708440813	0.146057638281017	0.100221849525477	0.0110165130321723	0.510740347354785	-0.0384573287700124	0.0540480458644577	0.264614596621251	0.0646800820739766	-0.293214479051861	0.0872844666672846	0.333777054888261	0.0435303434254278	0.615448311447172	-0.140194984903913	-0.144070671128609	0.0418625446748269	0.0415253011426468	-0.164796736975088	-0.280224573194114	0.685803413603262	0.322810050770587	-0.033297377375195	0.0756722883081407	0.159524113134493	0.598811797661315	-0.104891780579489	0.700836512908334	0.541470606310217
CCR5	-0.0589398168060016	0.645271515347602	0.644021548337791	0.647205476271261	0.83624815637926	0.673652554029555	0.17486998798049	0.685568838348683	0.697468138000959	0.785132460499067	0.594689057157047	0.411218396701592	0.461643931027066	0.630949950558936	0.737201705074553	0.683897094009601	0.597303670219599	0.258934796223684	0.58720071962288	0.694207089570512	0.675669367844983	0.249245375785242	1	0.271354998219663	0.26047519955818	-0.0742247793543707	-0.241270558350214	0.371639455694067	-0.0819262062716581	0.183775085900896	0.0276771934734914	0.142135409461598	-0.133929597914543	0.102440520671359	0.473466895024594	0.0861048397686921	-0.330830923876029	0.636524001094009	0.603403031753408	-0.35721912998648	0.733631950852072	0.0741159088985511	0.343164819058758	-0.216914508223182	-0.175209073047856	-0.426453209748482	0.694593365496416	-0.220771741741209	0.279839163400763	-0.222179984449099	0.681881464053456	0.678493487033633	0.261254726498426	0.192015464303907	-0.101077199800885	-0.209745206624763	0.368888007730945	0.290343135551733	-0.15260231734227	-0.0477946654086439	-0.0119847100765096	0.581205759852386	-0.166948710169248	-0.047752346741678	-0.0123527831037092	0.699014812198285	-0.179316240234272	-0.0797148667228593	-0.141666193883203	-0.0610107833971151	0.378117789105846	-0.284385398272063	-0.207041941512765	-0.0618345093262833	-0.0281500735207054	-0.321857662678544	-0.265876474545484	-0.0968226622909755	0.174749899561637	-0.0716119406795276	-0.186548552110261	-0.142309569728772	0.262515481864493	-0.217237435160945	-0.0802712944127829	-0.0719205773432579
ITGAL	0.482553343206466	0.695377009952475	0.607118274556067	0.581945335588373	0.299732677361547	0.511813483843929	0.744275331148817	0.413105440082614	0.549463538893502	0.445531377499618	0.505729390061523	0.211684452586127	0.273184356292777	0.688693778487989	0.525846447176964	0.43665333893026	0.600730486281008	0.33477917924452	0.646370293406005	0.542245440218784	0.643642527163935	0.672083469862616	0.271354998219663	1	0.692698359808657	0.598554381144659	0.344942413527321	0.752441840979853	-0.00249402380463054	0.37300388781884	0.678331110367582	0.651639382266806	0.466851471426983	0.66451926853943	0.638916781479247	0.235580194914802	0.517263274989784	0.405562097554642	0.627857948161262	0.313230866783355	0.392683899852991	0.47879851165269	0.725851636995333	0.412382910761718	0.615628693691699	-0.07783824635667	0.506093085873023	0.453847501677399	0.551480641012638	0.533372730042686	0.671117786289582	0.715277791154497	0.5077072191295	0.637329385305945	-0.086829041808022	0.312698072979239	0.526962808234772	0.0425334883820867	-0.00360067102233965	0.144189067335108	-0.0439736323618744	0.172967873730642	0.0965410085364092	0.133696415895383	0.268453143445183	0.148474346351295	-0.106963306024407	0.152675748345145	0.231528435609203	0.102679312016317	0.444635615843845	-0.12524190704249	-0.215309825534176	0.0255147219721059	0.0612637862895253	-0.194838847094064	-0.438037615206959	0.549333901283311	0.322096961980145	0.0625416201174332	0.0610970666313525	0.0782180406286922	0.626815015953003	-0.0472309362288898	0.737471166111197	0.557435561795584
CD47	0.541542492089043	0.595425928624772	0.582819192192386	0.514059940395419	0.226403655906578	0.521435814501939	0.673122994286823	0.470390821126793	0.728944423471708	0.354240753793765	0.427296458742476	0.176830044136257	0.529710518189415	0.647976700827993	0.395272779932369	0.451701304989664	0.515454285571527	0.286860027538161	0.627031639763764	0.496289737790033	0.60364961392731	0.699307627100081	0.26047519955818	0.692698359808657	1	0.479386248931558	0.51788099352656	0.701711046158454	0.138340422130383	0.480044426536712	0.826711366710052	0.801641057150164	0.662574487434631	0.621272577568628	0.624502329837161	0.472415150431557	0.4447806610102	0.459861489815238	0.498725040029464	0.367541992804018	0.498787123269681	0.597298918982873	0.798276787314488	0.624207852384468	0.696343425229371	0.144591662743729	0.450107293436111	0.311487367455276	0.762784639705891	0.647576880599485	0.586306174686184	0.612053301238642	0.69214331273918	0.608651066104368	0.161074877416445	0.497695110440349	0.705530549948163	0.192509156707285	0.160214211156792	0.366245443972124	0.204021515553206	0.341785391863244	0.327162059411608	0.435490069456889	0.535732881216019	0.248959699668242	0.0585158171006742	0.351886573111084	0.424835978485714	0.372707234158846	0.566254288926013	0.038220180814069	-0.063916356372819	0.267848074767043	0.317352249014506	-0.0952284301384047	-0.412034065553652	0.541269369266482	0.467332000228182	0.350924320491603	0.343944248131386	0.239833756937818	0.794006074315267	0.181409577429495	0.811727577685764	0.712695786115042
S1PR4	0.200845364826305	0.603813822451405	0.531286228821444	0.524382558313116	0.106964104011143	0.341824342810032	0.840903383582947	0.284994425747901	0.234484735457611	0.302584496775366	0.624930539480726	0.188942212900724	0.40237727474022	0.514039800438429	0.344174474798378	0.323073671382146	0.433648459354866	0.261673970572242	0.424988522566962	0.366554655282333	0.408058413126436	0.566677812814474	-0.0742247793543707	0.598554381144659	0.479386248931558	1	0.712106570102602	0.698743979084233	0.00756411880632727	0.233982726457831	0.388870041341385	0.196173765743503	0.352920796886606	0.395448123960796	0.220286723083097	-0.25078970678464	0.925023934915981	0.191845372907519	0.415230542047973	0.748568953522044	0.217995748217675	0.230061277697932	0.394651610737919	0.686960549469909	0.703045074330315	-0.253421445697132	0.337288666940346	0.680817970629706	0.0811928668749481	0.358014956803273	0.545710235346627	0.282293805466897	0.00583396094789677	0.696189585703821	-0.405380669872664	0.0635272888275218	0.469354492961959	-0.500904901707713	-0.299041720418966	-0.287949010240121	-0.461574655038203	0.0380476188429768	-0.302666651291456	-0.274334089900918	-0.105738874035566	-0.351404100668326	-0.489407322369778	-0.309389715348964	0.0195223090927936	-0.316237626110441	0.129534120857178	-0.40290415066312	-0.459676744223731	-0.38689013275719	-0.304933675376033	-0.408085589626918	-0.482632202343118	0.776316849595111	-0.125848195330841	-0.333577558944922	-0.190676173820489	-0.267336004105815	0.142105803510222	-0.390267889164626	0.63500901218963	0.308522771263139
DPP4	0.260384150485515	0.379032877230274	0.391114992556779	0.389673583854994	-0.0205536808372073	0.353084102564135	0.596198510074374	0.274955634259721	0.23941302748493	0.121406787886996	0.394341057612624	0.212390583532137	0.481170170115938	0.365930324470638	0.168383668949945	0.277031665064823	0.288569624453683	0.205235557498721	0.402245153825984	0.230328158089001	0.309676983194615	0.504003089137281	-0.241270558350214	0.344942413527321	0.51788099352656	0.712106570102602	1	0.540648774097177	0.15793305706753	0.0342213455717498	0.402933025885941	0.165753273095771	0.258001481609171	0.238059075634185	0.196734073651614	-0.169278352979832	0.700681834893814	0.185200385787389	0.393619729683402	0.760644268404761	0.238058030531966	0.236324833327779	0.346964098579966	0.658626458988966	0.642667855219773	-0.128831610140705	0.2892316557856	0.543463374613303	0.0697332535642852	0.335873913078267	0.262905468384552	0.1246022296296	0.026710851380829	0.66655383407296	-0.261469712571501	0.2706133565771	0.467165171825441	-0.445800354741159	-0.213480901617829	-0.191059610334105	-0.338178663994508	0.17483661217659	-0.158050764930866	-0.137387480425825	-0.00832557878703883	-0.31358973386683	-0.407539069983783	-0.224870446593773	0.050752569308238	-0.186078640575618	0.244629742820756	-0.302591944697192	-0.365013558855524	-0.292186157910937	-0.220753035751814	-0.312493543502203	-0.41317194880664	0.780879704820093	-0.0295666974657063	-0.207224076446401	-0.0620902109787148	-0.213940710989787	0.113075857160768	-0.274538899926012	0.521348404072764	0.28997591859597
JAML	0.496668527176535	0.77176957934288	0.793391970719929	0.766721957195153	0.463531107804328	0.715503485428588	0.762008294736251	0.64519044799487	0.679899717598683	0.64919261565122	0.697022707903506	0.398702298680025	0.529578369380733	0.799534748079972	0.6596233254867	0.663232400917132	0.693147542314114	0.454759013824593	0.781992204589877	0.722417990395655	0.770325863920605	0.838036350764705	0.371639455694067	0.752441840979853	0.701711046158454	0.698743979084233	0.540648774097177	1	0.193024649183424	0.345214572593615	0.563278978709437	0.508465972859827	0.354906593230594	0.577224538413167	0.712730494256214	0.0747741300404146	0.55902338626401	0.575983094179636	0.702093175051396	0.421084702209865	0.612297418577356	0.571531567601016	0.761380012581194	0.436860204277033	0.597598363111967	-0.273645323826349	0.678401848397436	0.484432228631999	0.418637043538809	0.413684841926908	0.81822176561584	0.69739558199727	0.369937481731403	0.75569326026585	-0.185803818577365	0.189819008163856	0.704083236514483	-0.120275269424902	-0.0961463217105	-0.0413779073432581	-0.190119574602494	0.499586288425716	-0.146591608193192	-0.0645893384320857	0.12919662163054	0.167036109706316	-0.387394770746667	-0.0760410802221928	0.157247880714146	-0.0954013426863571	0.531542069713156	-0.298052041128816	-0.346428370764881	-0.133711375056023	-0.0694864427230757	-0.317486031652403	-0.461829486402066	0.680727515018447	0.167582133391301	-0.153181759144545	-0.105332112119489	-0.0613994309555021	0.513829194372759	-0.250987924321437	0.672094434970313	0.451133744738811
