""	SDC4	EGFR	PARD3	F2R	DPP4	PVR	TNFRSF1A	NRCAM	TSPAN5	ITGB8	THY1	SMAP1	GPC1	LRP6	TYRO3	NOTCH4	CANX	IGF2R	NOTCH1	NRP2	APLP2	CAV1	PTPRA	CXADR	PLXNB1	NECTIN2	ADCYAP1R1	NOTCH3	AQP1	PLXNB2	S1PR3	CNR1	ITGA3	ADGRE5	HMMR	PDE1C	EDNRB	LINGO1	MCAM	IGF1R	APLP1	ITGB1	NOTCH2	VLDLR	FAS	TSPAN17	LIFR	LRP4	TNFRSF19	EPHB2	FGFR1	ITGAV	RXRA	SLC16A1	PTPRS	PTPRZ1	ACKR3	CD99L2	LPP	SDC3	TFRC	ABCA1	LRP5	CADM1	SIRPA	AMFR	LRP1	CD81	NRP1	GPR37L1	CD63	TNFRSF21	MCFD2	NCSTN	TRAF2	PILRB	LRP8	LAMP1	SORT1	NCL	CD44	LRP10	RPSA	C1QBP	SCARB1	TSPAN14	SORL1	CD74
THY1	0.333646139379751	0.844676605899968	0.704945667927151	0.677969477573143	0.848998944327625	0.814773613717023	0.605383542108278	0.50233002765575	0.904255222319084	0.758919251877117	1	0.866822176282939	0.722895447553952	0.66818085872227	0.712832251558522	0.567370317214998	0.766141621016005	0.591462093035928	0.793199566920977	0.564715087331272	0.801374522222312	0.0394370999125439	0.75648195302284	0.840532184739878	0.560967041314095	0.6993560425408	0.283709084583961	0.545907672471603	0.125323103034034	0.685072295068802	0.440528075069884	0.690886609558573	0.541814836795249	0.810473987839913	0.652423511101143	0.569276859929143	0.434707387668291	0.848085247205176	0.752756103483348	0.264699005299876	0.688977510122757	0.7988565310612	0.643912295190706	0.406936467518668	0.507253589860912	0.842150823431843	0.325761842980453	0.661802736295954	0.812191724495114	0.827667506992835	0.578943840947493	0.537201958027926	0.756906401501782	0.699605077051786	0.816237620707343	0.611746348153706	0.726146141147484	0.752193139015039	0.571382016024616	0.624635760056342	0.793464715990259	0.23045989935863	0.777742129015743	0.761275690771122	0.492375204175169	0.73598925783593	0.720879411639625	0.799907937290232	0.102109925960957	0.699269050890814	0.916798540777387	0.631639215746354	0.855509021469447	0.823804366463783	0.789586014516625	0.482483815126126	0.753909741299762	0.792692229942514	0.72390672266247	0.908577573132534	0.153028426417057	0.585655618628325	0.934403889949656	0.952528640872076	0.585807727041356	0.694972595129069	0.522745442871651	0.581117781221733
SMAP1	0.451355213565131	0.881691120554311	0.824098744953006	0.864775381196416	0.831432324750768	0.818980963619985	0.773086633098744	0.76317450989414	0.869683158764041	0.835564878598141	0.866822176282939	1	0.816889769644667	0.803665901294435	0.8270484836744	0.685470212088642	0.905674765923487	0.77036360265727	0.859565458694921	0.752387546143029	0.906734597138263	0.231511787253971	0.929323936101181	0.820918947491251	0.732170703326274	0.793975396428943	0.564090868312031	0.784240620427387	0.342074158299532	0.823562787195259	0.562480247768495	0.858411791863514	0.677525034234086	0.71933515838273	0.600199756827377	0.703169772813365	0.687991118991012	0.679515434369516	0.713565519266147	0.506046883634466	0.806084144765282	0.83046893101788	0.836816000744689	0.655607026599679	0.569589007368278	0.855898254002883	0.612341013078354	0.726643830690984	0.866776689421565	0.833253624843909	0.665305534514031	0.772802687105601	0.886375994006655	0.820840741667123	0.819483366371462	0.802780980624054	0.816439141186141	0.871795933534897	0.76324914311322	0.824625247643984	0.838084139926218	0.531750224404569	0.787137436665383	0.911027037582969	0.748783771599468	0.883173572748682	0.86570689504441	0.89448506028839	0.242193057069927	0.786996765982448	0.830122948238453	0.826912973575055	0.927591623377138	0.905260730907967	0.745502670311807	0.586576091098972	0.724009948570521	0.910511301399651	0.884535543179352	0.881569960015735	0.41340171815776	0.771525026119281	0.853993675366953	0.82494032356282	0.672041727380402	0.780236340371469	0.74172902221553	0.651044546387605
GPC1	0.69166213724566	0.798393001986633	0.716606099576014	0.814069118907563	0.755537713678342	0.766678584237303	0.919110401896768	0.82171349572069	0.70150172166298	0.6665130529539	0.722895447553952	0.816889769644667	1	0.615019955618886	0.71388550189597	0.677578514058347	0.894260729456147	0.801459097874149	0.739323947465803	0.897055521542948	0.91048305355214	0.52132424691379	0.804499662695864	0.743437865418731	0.706599686012865	0.874383966373999	0.537911581236017	0.840754610928275	0.407184019749832	0.924068857938196	0.671065266628938	0.809679280471928	0.892759470720933	0.646000055461246	0.474864136886715	0.709568644020715	0.598107538712123	0.451349152655448	0.582318251522505	0.604192804718078	0.924999035926389	0.845116929612924	0.803061463591026	0.814411627614922	0.54803790718439	0.819859601845741	0.589072561268905	0.490380309776552	0.744397716120182	0.822506289896147	0.666117298308715	0.78312166748362	0.860453208709883	0.791111727814726	0.680611747047423	0.660132122935006	0.653940961821445	0.816722970099802	0.779705782761664	0.75728698870764	0.76824286338973	0.695399857025952	0.647338407497865	0.813376359587957	0.742369597950542	0.881407624727267	0.785492728582633	0.87450419477937	0.53527050861454	0.666435864326953	0.814642982745261	0.806889492499288	0.910960714666351	0.905299988417628	0.63641848079804	0.528376547581285	0.587045896224312	0.918940116473108	0.824211372343962	0.699747356092238	0.628030816576811	0.867699420369265	0.739314924705488	0.714995875001884	0.777357402544793	0.703107723049233	0.821006532823722	0.751161991840589
LRP6	0.259320484996439	0.84350163187168	0.766303109146392	0.799334217981043	0.754792922846589	0.780913047370554	0.515575526531872	0.77729212822353	0.723607615929756	0.943493876108839	0.66818085872227	0.803665901294435	0.615019955618886	1	0.819205141049364	0.618824900259998	0.830787381499644	0.810824849126873	0.898380674473115	0.705430475205728	0.826708322632981	0.0336619831139196	0.901424253072941	0.722731331804866	0.730637244618791	0.582416486982116	0.546477796998147	0.663004350329586	0.319210997233576	0.737963208572249	0.442588700011703	0.869683826591725	0.582192117104881	0.587696080269463	0.536028839960766	0.753268145289325	0.710740339691128	0.619788392884161	0.79015420168691	0.631278941899818	0.59495245214284	0.740358884681923	0.847047286863392	0.587922379655993	0.480769864379267	0.692324922195999	0.675913451102451	0.860018591664922	0.854383197944924	0.712654179598472	0.598649076298057	0.81338239042472	0.744436873577645	0.709068359786546	0.802670380694648	0.911554300745785	0.751821294691897	0.824293041519707	0.841796605743792	0.778763379658727	0.817519511449089	0.5487345198663	0.816581251835294	0.8146717467846	0.71377557955047	0.756882862481335	0.894059781599667	0.612377843291711	0.214162721185721	0.71964882896494	0.545775306629815	0.754349217783966	0.787393440307303	0.744051157332471	0.610736859188815	0.685602609924487	0.714872287877516	0.750708772166296	0.854348760195775	0.793169053432459	0.322142648247853	0.648216065530162	0.559943309313921	0.572872736240883	0.551918797190741	0.776722172171021	0.745868627326773	0.519751946153576
TYRO3	0.211519569941036	0.768743047892105	0.673746942438528	0.893481624297878	0.668792055608314	0.722406200635705	0.716064007002505	0.780585518385519	0.643213006880551	0.832258791764967	0.712832251558522	0.8270484836744	0.71388550189597	0.819205141049364	1	0.657627459066349	0.800596095465018	0.736194069248851	0.83440880090923	0.735145158289332	0.802300595121285	0.0669650615989931	0.904499501431525	0.636351976274046	0.866048708516193	0.749055672884498	0.72583163010465	0.742114671633508	0.55597690035821	0.747695545711616	0.344454353831737	0.796093701138631	0.582830210497848	0.540783794829298	0.38684740475341	0.683456135777109	0.815716502269315	0.579864145819392	0.761286809809919	0.529430740661693	0.733744242842103	0.65736473645416	0.857100956520853	0.645909518748977	0.274987789783748	0.78266410205696	0.770892280158448	0.735079975326083	0.752097465570695	0.726652484494875	0.419491364486516	0.869045543397479	0.766867097968436	0.589568309711922	0.739996937356277	0.870290778947592	0.841724869414313	0.852917836053731	0.702171551261431	0.911800580670949	0.703964611715706	0.59071869045825	0.741840517946212	0.882719782130886	0.831824307903707	0.80831152928797	0.88907254431278	0.812470164579317	0.120575843422317	0.902532087213127	0.576692680648857	0.891404224301503	0.794552111921448	0.806950772806584	0.498028488792007	0.496433367750536	0.572348677360315	0.85405641370951	0.876181253114255	0.683651980982044	0.515097251413065	0.800852650512789	0.606086565304197	0.591462384915827	0.492718610857694	0.677677747150669	0.794014672484445	0.560957416893527
NOTCH4	0.327250868924923	0.655489730912115	0.650737229657296	0.721913118196716	0.578374454978707	0.617905333535253	0.677799836725425	0.651272552055264	0.559309918008055	0.61167375143454	0.567370317214998	0.685470212088642	0.677578514058347	0.618824900259998	0.657627459066349	1	0.687928173081159	0.701940371094691	0.680118261380969	0.687291930993194	0.713747059632819	0.184586675221039	0.723550146148586	0.546236662466961	0.675844083107533	0.724506841462976	0.566705906244119	0.627218620301559	0.412347686162365	0.712550027144166	0.397842589635718	0.661924588211212	0.611202524804649	0.49003735340824	0.447658431143693	0.554694859731918	0.628793412691632	0.36343705766778	0.691435387792727	0.490275960295237	0.709990738820958	0.680275471186811	0.692525827937185	0.625673416921978	0.320409849695891	0.629730305917022	0.601656204044827	0.509778311553083	0.621682220969045	0.642597786326348	0.391476959953368	0.696436387093508	0.667270717479445	0.56182158263967	0.662052755577649	0.650369288250258	0.627461860523479	0.713070049706966	0.634056891024154	0.710292166270356	0.631767175941579	0.540194441493495	0.551345849977546	0.710202362960091	0.67491908667355	0.717466464923738	0.700414410097179	0.713999022154505	0.401967339666321	0.653520113725119	0.551364140745227	0.698116004234471	0.705667147052261	0.735062660532332	0.564804559719936	0.566907372352848	0.484132099285111	0.742624170183009	0.744119316432748	0.559058006221055	0.442615935886521	0.686463932261883	0.540914973506347	0.52365959999533	0.549380740054688	0.674455562045675	0.679410344370274	0.610095255879253
CANX	0.614396629770937	0.908862602929213	0.825764269468382	0.882598006461052	0.835344358932393	0.854403773699189	0.80800963941248	0.898695973035968	0.801474895756824	0.87150572415695	0.766141621016005	0.905674765923487	0.894260729456147	0.830787381499644	0.800596095465018	0.687928173081159	1	0.896007714989421	0.877607796542219	0.914082321567672	0.979835691319817	0.423328866203683	0.932242200378531	0.816730052412736	0.750761567198619	0.787220672450793	0.592252517439424	0.855250204736325	0.410814131130836	0.927299282455037	0.696179085636714	0.945595310390289	0.818144121065354	0.680004395628327	0.553383406853315	0.809507835393942	0.700450422520765	0.589723974044095	0.715361133315852	0.717030301650748	0.8299217281024	0.895459395001244	0.913365492237112	0.81265423455817	0.639489649462893	0.832715089201276	0.677082572765256	0.740888723455788	0.877517488629838	0.838853336232151	0.785092796869246	0.864068651876724	0.91394889007605	0.903885026970919	0.795106920186858	0.837985122380838	0.758388838506832	0.900505053896258	0.908542203345201	0.830376354044234	0.906371634680452	0.733114165330984	0.787656445917029	0.90481737348596	0.793187152809896	0.920760631875375	0.920476381614034	0.827723701382725	0.487553963856989	0.715678281459763	0.775920552493993	0.840119967095435	0.948670366377287	0.917377389649127	0.687203914114098	0.638398214445102	0.716718960068506	0.923773084730984	0.904126437298459	0.844682210311654	0.546015008467431	0.828673968280113	0.752010142538801	0.722512689370051	0.800224423586499	0.815050213843852	0.866418587529194	0.736216040802889
IGF2R	0.529416465403213	0.822198186578052	0.790934806069952	0.801879458409341	0.743512121660261	0.753212887242292	0.71208904231352	0.865206893898088	0.669356793517011	0.815319726001887	0.591462093035928	0.77036360265727	0.801459097874149	0.810824849126873	0.736194069248851	0.701940371094691	0.896007714989421	1	0.847575203652004	0.866602322811218	0.894596658058027	0.334487192345545	0.850147159393579	0.700059520242643	0.727551015267158	0.703161837526077	0.572730519242187	0.778945470895323	0.380632490626678	0.8972772740111	0.614036359494541	0.88466095324434	0.773263116417825	0.57028759857396	0.510956972466396	0.758694829317918	0.663891768103161	0.444504288548424	0.705072076185706	0.74049628687955	0.762226641947904	0.838957828895373	0.893656560607002	0.775973479644141	0.584666414811884	0.723492273893984	0.683414762043171	0.692420279395221	0.805280664559326	0.76136351812521	0.686598368038002	0.846536468030208	0.836689202598073	0.792841147188961	0.724426674115802	0.79444348128083	0.683457933730744	0.837923906037563	0.887574409242158	0.766447110587074	0.790667006902583	0.739300524153537	0.724713330001041	0.803634149778458	0.761281626939855	0.842973917132341	0.871424759980196	0.68966004507205	0.526671692083504	0.633158345192048	0.614166111419548	0.764337653001846	0.829140498396224	0.823906939168425	0.606893788443946	0.73120050452379	0.656992536842897	0.833442772811423	0.875140428239979	0.700020045146358	0.549858416130715	0.775673514003526	0.565512166798836	0.54937032711756	0.695228451087096	0.780828507837998	0.852074253908095	0.715989577910309
NOTCH1	0.335283813951147	0.887517615174145	0.835205832049779	0.816603235980287	0.844015738192787	0.848316393227423	0.626730388677359	0.743945135445166	0.836775934928875	0.936050226906324	0.793199566920977	0.859565458694921	0.739323947465803	0.898380674473115	0.83440880090923	0.680118261380969	0.877607796542219	0.847575203652004	1	0.734607349991795	0.905404831212604	0.0602587171565368	0.902065472406501	0.782454650048218	0.758924311425114	0.688968727067727	0.511692673014507	0.682877299615951	0.30521126081289	0.839051768318217	0.471786748782318	0.85678357706588	0.650888463325155	0.708320988336323	0.668387799140838	0.710724946477657	0.662169246526691	0.724214649563758	0.852076883016379	0.551401913793295	0.724518845758344	0.845483029199706	0.889009433772568	0.5983597198723	0.532047239325971	0.794635703161935	0.608359328206739	0.843041736846891	0.896020276335686	0.838014820475841	0.624411873118197	0.797024152917864	0.848937465884893	0.758704508192991	0.87763641449315	0.840023237113185	0.798571370476292	0.887241190691711	0.803139731808447	0.793653263007265	0.834988485244577	0.507602835280137	0.855088621782031	0.865640984023211	0.69990078494116	0.826957486753683	0.907588227359324	0.731646081939089	0.225993988990596	0.742875343477669	0.719792559277031	0.768428774470453	0.86063177969505	0.860541516331514	0.747441743332233	0.724741703183219	0.781253234750458	0.842161172588486	0.907726627693742	0.864691910371811	0.339374430131469	0.70168449125618	0.72165641522216	0.722759389847607	0.609514403483268	0.869991293320459	0.760958999272235	0.64459405600894
NRP2	0.639841927927991	0.783382251114816	0.683502520572612	0.855698377197387	0.66893809258727	0.724476482794055	0.832066349959157	0.925041586215268	0.583159937429513	0.714806218915898	0.564715087331272	0.752387546143029	0.897055521542948	0.705430475205728	0.735145158289332	0.687291930993194	0.914082321567672	0.866602322811218	0.734607349991795	1	0.895105231646795	0.560525025273626	0.834424995194812	0.678436715342814	0.753778813190561	0.791202217376238	0.664307258368635	0.858976476867989	0.559868453488215	0.911821868989231	0.694769659506821	0.878486647015617	0.879990579456757	0.529121840972316	0.362392599427451	0.758933644188935	0.710410672588648	0.339333538010031	0.591278067617313	0.784078312855281	0.843246095825865	0.784319414727709	0.866066200358551	0.902185776767777	0.529903230371494	0.724355306062564	0.731453019869463	0.551347766063839	0.712503667896876	0.742254003342325	0.692672384416084	0.881083246073921	0.827828113635522	0.782139676095938	0.648546257117496	0.749547041534951	0.638178892297036	0.802776528711341	0.8834204483397	0.800029017317866	0.777786731102906	0.873481876288119	0.610008626391031	0.819853315993082	0.817217677985344	0.869936090038062	0.828132712217288	0.759472566439311	0.599805997827828	0.649336991054122	0.623994913933263	0.826591788196894	0.858117977089777	0.830356000675092	0.496260754408733	0.564168402905642	0.529221584852477	0.873497904821848	0.822244115551157	0.621451108465278	0.697134810418524	0.859810645152366	0.565385758655806	0.530138616437672	0.7835942531791	0.683468071627656	0.91505895181665	0.721517806896564
APLP2	0.601307215498385	0.920112660572498	0.839676104711877	0.867498487754078	0.87392308124234	0.869756639940913	0.801605633773153	0.863743479893509	0.835032013911104	0.879067538150625	0.801374522222312	0.906734597138263	0.91048305355214	0.826708322632981	0.802300595121285	0.713747059632819	0.979835691319817	0.894596658058027	0.905404831212604	0.895105231646795	1	0.371944671326065	0.923838053200519	0.84062239346037	0.743886621228247	0.80545916074743	0.537478061599554	0.831454062223032	0.349864765537257	0.939648586811113	0.669394512033352	0.924934385269042	0.829003724577007	0.721945243316463	0.612580698834835	0.79171092995111	0.659904554327595	0.633686474846847	0.752696811543143	0.666270006122926	0.856808915904625	0.928935434369303	0.907711103799716	0.769062860887935	0.642087278735315	0.856313025287317	0.626735412093156	0.738774522323525	0.884897389365012	0.870287495642723	0.765297266021899	0.845722397778869	0.915611544883726	0.890393657640208	0.830502352758601	0.822325309286142	0.758704463249179	0.909104884397661	0.888383775547984	0.813070381594032	0.901796848062027	0.668932393222537	0.798798048960741	0.898035950009762	0.756125934269271	0.916626402013893	0.920182830763629	0.832249692260147	0.465095047231477	0.717885011255188	0.817322814051459	0.82232528188468	0.959939574294974	0.936583896350391	0.740762872116844	0.665525004429569	0.744591521904619	0.935644688832797	0.910654814257705	0.863818212554046	0.499755408862675	0.81715678802836	0.782780298731405	0.763940442299437	0.783788581588455	0.839914627734829	0.848030534146273	0.745147681451476
CAV1	0.794218463064439	0.217269941523509	0.214083636889557	0.275805224021654	0.162701428414469	0.214648534724036	0.541466056331072	0.489129814257009	0.0718020032974092	0.0401189775082892	0.0394370999125439	0.231511787253971	0.52132424691379	0.0336619831139196	0.0669650615989931	0.184586675221039	0.423328866203683	0.334487192345545	0.0602587171565368	0.560525025273626	0.371944671326065	1	0.209090004252583	0.241862744206988	0.166465614500808	0.399516227652908	0.225236983136854	0.56426474667455	0.269490034223133	0.444906547573075	0.672383917121072	0.348517632721517	0.605826920939693	0.122119630836239	-0.0442265779607781	0.284672116399836	0.156852063120034	-0.140343575495706	-0.089779861610308	0.530035006845442	0.438667769046549	0.319152862266034	0.282524887864935	0.590877148193126	0.423548884610016	0.225126169617967	0.226608931045626	-0.0638782252456347	0.157549596997951	0.174031026086118	0.567176436290859	0.315979794690722	0.375998138471711	0.502466479604889	0.0400755984687544	0.112479068659456	0.0420707444947983	0.196290875684131	0.429014551252664	0.205469596491417	0.305632048499505	0.658936798610377	0.0116847001329711	0.260122855582205	0.324677038209764	0.404159407404992	0.232921256223766	0.322430533068512	0.727208929783245	0.024232718794016	0.243688915769074	0.270150099075698	0.351356839267142	0.325136610117839	0.0562225425646275	0.0839644081999569	-0.0194207616814261	0.329396981002347	0.192526481121969	0.0807377341389143	0.587170808694725	0.467292555686742	0.180967911028786	0.0833335798508855	0.588604790097523	0.135642829883599	0.412664740981636	0.38532743993759
PTPRA	0.39215995737364	0.870031690997638	0.803885959456926	0.941453301117925	0.78718336344057	0.809263679202185	0.772617337663831	0.886327806499993	0.765321878143623	0.910428769413585	0.75648195302284	0.929323936101181	0.804499662695864	0.901424253072941	0.904499501431525	0.723550146148586	0.932242200378531	0.850147159393579	0.902065472406501	0.834424995194812	0.923838053200519	0.209090004252583	1	0.745779685974717	0.837192033319587	0.776015024523919	0.704211922021253	0.840209831745191	0.473088137675	0.843926947064701	0.528627660424087	0.930622196283011	0.702176075624117	0.606346938096456	0.50712838031846	0.789525341524798	0.831793425055814	0.606483511652117	0.763999828064804	0.649000230711098	0.791617651425887	0.795702501599253	0.927850095123113	0.745770561700773	0.472447270912456	0.823110628684087	0.784955011036749	0.799336192071093	0.864891872905171	0.803465236412509	0.610892804100929	0.912442986653144	0.87214339169076	0.778788669961323	0.817511960273012	0.941010641226766	0.83304604339066	0.922745713878243	0.846661277726011	0.926319129697271	0.846629740896364	0.66884717973341	0.801325561058018	0.93993625616632	0.863807301444168	0.898053623877679	0.954099331285431	0.847695764223154	0.278016402742032	0.852851113055603	0.679472561359388	0.914964215413951	0.907944427310297	0.892330252424699	0.629872017221944	0.604676543625316	0.679871260919853	0.919694125386681	0.948213031740819	0.812244598772349	0.509912234614393	0.830584911433123	0.692497199654184	0.667830115180548	0.654265056247023	0.797539297561959	0.853132930168368	0.635887317078593
CXADR	0.546888271465493	0.90765757011769	0.777321151873549	0.616921966966018	0.831511776413826	0.831020924230385	0.588726323638947	0.628738534126591	0.832991536434165	0.801247125609696	0.840532184739878	0.820918947491251	0.743437865418731	0.722731331804866	0.636351976274046	0.546236662466961	0.816730052412736	0.700059520242643	0.782454650048218	0.678436715342814	0.84062239346037	0.241862744206988	0.745779685974717	1	0.480345933994424	0.653392183414833	0.196921837620216	0.601949156596445	0.0497997218488854	0.761918740431612	0.583577643016417	0.761221967484297	0.682087676767664	0.87891086186933	0.640539497642861	0.695762701896967	0.346071113789983	0.769863333028541	0.656239716014482	0.515996972543837	0.643806510911723	0.857421099157197	0.687583591960838	0.5322192043044	0.641552967420881	0.802598733245982	0.296105517946643	0.672594333885018	0.815076194350437	0.766573196112933	0.753045620215301	0.564155511718012	0.770341227469189	0.807084656463912	0.796419614285226	0.638984860299947	0.636546837866377	0.709535249838402	0.755621001844661	0.54362066557184	0.836410724576429	0.385138857557012	0.762885128134515	0.720827290410856	0.438801148613205	0.732130529182025	0.743784751996673	0.664245749034993	0.378368390180018	0.531631164884011	0.83510996951746	0.552102211778443	0.865007267156968	0.766038207624919	0.782116572193675	0.605954019490754	0.739524890057611	0.736933780743943	0.699366294905761	0.863845265289903	0.205485204663761	0.588300643171942	0.795939158233912	0.815301536035372	0.699662318107452	0.710900607664262	0.553057090387629	0.578111935996677
PLXNB1	0.215096040542486	0.670834523005486	0.611127081453016	0.889346345261586	0.548100415488523	0.632018069290977	0.737976965667662	0.778543770213368	0.510108617607444	0.709551188718947	0.560967041314095	0.732170703326274	0.706599686012865	0.730637244618791	0.866048708516193	0.675844083107533	0.750761567198619	0.727551015267158	0.758924311425114	0.753778813190561	0.743886621228247	0.166465614500808	0.837192033319587	0.480345933994424	1	0.777320321498259	0.826846871813882	0.748003362259113	0.663898025238486	0.750314614814553	0.327477730540379	0.750222677154831	0.646482021945502	0.391911437322469	0.337767600208545	0.590476562239894	0.874043031276738	0.36450554832137	0.6586202422913	0.51505403482293	0.792020648805262	0.584758965030172	0.846858480106848	0.719208923665584	0.246823036208474	0.683564314984085	0.847773516445037	0.600773525542494	0.636047883550781	0.638858520962548	0.336295409176279	0.892905694211596	0.731482239406457	0.494831684384831	0.664550874058883	0.800320993227018	0.776436535783653	0.810337517816841	0.673387906173042	0.904460059678853	0.606991624951096	0.680962760372545	0.618346480155355	0.851924125397122	0.87099220087468	0.778400821941553	0.810494205478138	0.788918636997197	0.165748529040826	0.855875409155096	0.476462653874206	0.89763918036595	0.735567608151532	0.769190708494145	0.402673326824414	0.536020342099208	0.446178743141338	0.819198252732367	0.842660259952737	0.54150318325702	0.61644163146989	0.835535459866676	0.489274943618275	0.45815889515473	0.495842483309679	0.625866296669429	0.852086317317562	0.60906072207881
NECTIN2	0.472971302236914	0.71883820445414	0.619374334005291	0.818369956473634	0.654185986845118	0.674405159941903	0.893147801496718	0.74298293361612	0.595309594126461	0.601762081513459	0.6993560425408	0.793975396428943	0.874383966373999	0.582416486982116	0.749055672884498	0.724506841462976	0.787220672450793	0.703161837526077	0.688968727067727	0.791202217376238	0.80545916074743	0.399516227652908	0.776015024523919	0.653392183414833	0.777320321498259	1	0.636905775430916	0.786502562493003	0.499851521326966	0.820147668048296	0.476911302997058	0.731664630472787	0.783104413775495	0.577248921400644	0.404365104071349	0.545930183405552	0.685358364405665	0.425287080334653	0.598216656529533	0.474011943265058	0.918791806656887	0.725154366332916	0.767039442170334	0.75172665811613	0.428608699116766	0.780384686539479	0.658200047464281	0.440800060789857	0.640861043756722	0.716595535991178	0.476593949660645	0.789724413426794	0.785646541675975	0.612320295984928	0.683316702713199	0.645068288956026	0.705153341542384	0.772469604780433	0.655826435903137	0.793984374384087	0.650969567045558	0.644788796589419	0.566643574984628	0.819687012158644	0.777779130556843	0.829522884551327	0.748178657928071	0.905931886927157	0.380024252833762	0.761713776934342	0.723342129410205	0.828959085160404	0.83916867561529	0.86985613051821	0.538070327110261	0.455218916971304	0.429582626724996	0.893285686108816	0.806690573751246	0.592572156101165	0.646269804201488	0.905189822229838	0.693879595622111	0.655057288206499	0.654077099990625	0.608912813597175	0.789539836008335	0.722658133257956
ADCYAP1R1	0.13900870983604	0.42671915555317	0.399953012481614	0.826771107776128	0.265130105527387	0.382852465237683	0.668888313737546	0.718908143309037	0.250260142595888	0.472498305147955	0.283709084583961	0.564090868312031	0.537911581236017	0.546477796998147	0.72583163010465	0.566705906244119	0.592252517439424	0.572730519242187	0.511692673014507	0.664307258368635	0.537478061599554	0.225236983136854	0.704211922021253	0.196921837620216	0.826846871813882	0.636905775430916	1	0.676306993927851	0.871445753974478	0.560226296226541	0.262300652929412	0.603435943074667	0.470824299801129	0.0852081363152957	0.0731341327569545	0.417502429649403	0.951041634498988	0.068464158625107	0.405684098441577	0.458508757088476	0.636323569790387	0.311361728476845	0.716447705316694	0.731017829996668	0.0526400812559011	0.464294334045189	0.946747102302759	0.388842860960929	0.420067758638143	0.46689795851052	0.173731656140337	0.836271627307761	0.586852611895378	0.345234172993969	0.407271723429222	0.674346058861959	0.646055724908691	0.657780222581476	0.511095819941184	0.871877167379649	0.367052220808064	0.755307217469135	0.378569851020292	0.728067041082674	0.905191555415895	0.648748587725989	0.624658262402516	0.674486670431616	0.159546604054972	0.761171353475656	0.2211868622786	0.852105389579404	0.526929203684589	0.584732012651338	0.115841487708106	0.288210438175073	0.213393097058761	0.676381433364419	0.713499699969801	0.265391561424589	0.681407442235398	0.752133163189452	0.26273166307402	0.185984019941965	0.390915750036156	0.428433106413868	0.808084599859008	0.434835066000464
NOTCH3	0.625344926852044	0.695669347217777	0.665223201044498	0.854545880280748	0.613552427301093	0.672526020618769	0.864061354290837	0.905989247289649	0.536376873568343	0.667045340764962	0.545907672471603	0.784240620427387	0.840754610928275	0.663004350329586	0.742114671633508	0.627218620301559	0.855250204736325	0.778945470895323	0.682877299615951	0.858976476867989	0.831454062223032	0.56426474667455	0.840209831745191	0.601949156596445	0.748003362259113	0.786502562493003	0.676306993927851	1	0.480998862631512	0.824743414503912	0.657582712453858	0.830835531389863	0.803837973012296	0.451325513549091	0.278654228068456	0.731727001104451	0.7309661906143	0.335652126527006	0.517321901635181	0.719804130539071	0.810539824811579	0.68415111464151	0.821173118611443	0.827257355895132	0.442433565203615	0.709188937246318	0.743055842454474	0.525744415874736	0.684055446147615	0.6380023115547	0.63611853669879	0.853804594365669	0.805720580469778	0.756057378768001	0.599166071187657	0.781548879140196	0.649546246193925	0.781553159365683	0.799300138986863	0.835874696365208	0.712605650342083	0.808640173932982	0.589715047250774	0.823757967021572	0.829694979600941	0.845250734391808	0.83277180978749	0.789470680024478	0.483584953873683	0.710379198171201	0.560068707922737	0.853590602907723	0.807564097355182	0.812258244717252	0.433156447479417	0.446972871998961	0.420003816689257	0.840101295567273	0.810046534616823	0.572304765490014	0.693316911966699	0.863397550938004	0.535480300710277	0.474649323510867	0.700904968298876	0.616416151884916	0.826590253386439	0.608266236977106
AQP1	0.0975930195864858	0.238685527377431	0.227080881761267	0.641709727015722	0.106769080262054	0.225323457573747	0.546733858891521	0.522889189665243	0.109275469777369	0.242390961815137	0.125323103034034	0.342074158299532	0.407184019749832	0.319210997233576	0.55597690035821	0.412347686162365	0.410814131130836	0.380632490626678	0.30521126081289	0.559868453488215	0.349864765537257	0.269490034223133	0.473088137675	0.0497997218488854	0.663898025238486	0.499851521326966	0.871445753974478	0.480998862631512	1	0.412170084421248	0.195509670012915	0.384510605918961	0.338449986755027	-0.0213381126048938	-0.0066053392609489	0.266019326566424	0.763868588810216	-0.06508020978874	0.25707861763673	0.35789244609945	0.499969247414087	0.144913411296713	0.526281533574658	0.608313505951419	-0.00493440822116391	0.273471051350953	0.760419278653228	0.172423728631501	0.236822095791837	0.357290985241721	0.0815156507559338	0.640539550804437	0.41937703502224	0.196216089616831	0.210558258673053	0.404491146559711	0.460108127565699	0.448255184754332	0.336051351789824	0.678259764144282	0.195672007937185	0.697465730060793	0.198096476228043	0.533069861625506	0.729328676844652	0.500610808006616	0.39483641561664	0.510581632966119	0.134166134018033	0.539116689291831	0.113898243257197	0.678360401797305	0.364694705890811	0.417942466658893	-0.0150681335119608	0.164407464461033	0.115269699401444	0.502167533972127	0.511287927557033	0.0990516265445817	0.680014869162713	0.592833782386965	0.149727474279642	0.0826533269687903	0.244453292515716	0.266072386256557	0.678190702911497	0.317306343137901
