""	SDC4	EGFR	PARD3	F2R	DPP4	PVR	TNFRSF1A	NRCAM	TSPAN5	ITGB8	THY1	SMAP1	GPC1	LRP6	TYRO3	NOTCH4	CANX	IGF2R	NOTCH1	NRP2	APLP2	CAV1	PTPRA	CXADR	PLXNB1	NECTIN2	ADCYAP1R1	NOTCH3	AQP1	PLXNB2	S1PR3	CNR1	ITGA3	ADGRE5	HMMR	PDE1C	EDNRB	LINGO1	MCAM	IGF1R	APLP1	ITGB1	NOTCH2	VLDLR	FAS	TSPAN17	LIFR	LRP4	TNFRSF19	EPHB2	FGFR1	ITGAV	RXRA	SLC16A1	PTPRS	PTPRZ1	ACKR3	CD99L2	LPP	SDC3	TFRC	ABCA1	LRP5	CADM1	SIRPA	AMFR	LRP1	CD81	NRP1	GPR37L1	CD63	TNFRSF21	MCFD2	NCSTN	TRAF2	PILRB	LRP8	LAMP1	SORT1	NCL	CD44	LRP10	RPSA	C1QBP	SCARB1	TSPAN14	SORL1	CD74
PLXNB2	0.644347109649592	0.854292520216065	0.79069945673654	0.826172610951115	0.783122405961863	0.80417652243491	0.831984731690894	0.854252867842957	0.728763846857553	0.771027646361563	0.685072295068802	0.823562787195259	0.924068857938196	0.737963208572249	0.747695545711616	0.712550027144166	0.927299282455037	0.8972772740111	0.839051768318217	0.911821868989231	0.939648586811113	0.444906547573075	0.843926947064701	0.761918740431612	0.750314614814553	0.820147668048296	0.560226296226541	0.824743414503912	0.412170084421248	1	0.683838878693176	0.867344314209162	0.884018058413885	0.66103013707671	0.56295477286739	0.745665432205911	0.628009775913278	0.484891698098156	0.673825776555188	0.687595531643471	0.893625761832801	0.878754197815283	0.894021363593402	0.813975413832248	0.638263471520309	0.79209666346485	0.630884223052412	0.624590972516773	0.795813161717831	0.831553404591575	0.726251612254818	0.839405944945466	0.88270679607625	0.829059450470991	0.748954763016661	0.725345501224839	0.710783306262846	0.864214668881531	0.865616679113785	0.773899631639243	0.797078980974017	0.742220659130372	0.714242695407813	0.846231810334124	0.754076800870542	0.889751516719979	0.854965051828733	0.801189695234731	0.529527652608719	0.650776897397642	0.75057709997786	0.792428475168141	0.901413882742192	0.902617838620018	0.686173408563169	0.692881124511211	0.653495433431887	0.905498886600094	0.874911366182896	0.734059880204308	0.605585831970272	0.842172403888692	0.695138057784098	0.669355790013729	0.769596275336245	0.789329752853653	0.868540602531023	0.772601324203867
S1PR3	0.792526854301549	0.602571283174614	0.524563539987339	0.524436967132144	0.548302858045544	0.599669411718946	0.551607143933242	0.629488558891406	0.526551357170086	0.468750716463034	0.440528075069884	0.562480247768495	0.671065266628938	0.442588700011703	0.344454353831737	0.397842589635718	0.696179085636714	0.614036359494541	0.471786748782318	0.694769659506821	0.669394512033352	0.672383917121072	0.528627660424087	0.583577643016417	0.327477730540379	0.476911302997058	0.262300652929412	0.657582712453858	0.195509670012915	0.683838878693176	1	0.635270425100652	0.709022980001103	0.455288268461423	0.326231407936683	0.586228661373586	0.302412690769677	0.295163897313039	0.347600122033339	0.622571663803393	0.551099599028598	0.633233170474733	0.525812805445609	0.615569367341771	0.619480935486649	0.509413879169422	0.32809547519566	0.340851354284088	0.605687472319619	0.553475604245337	0.84713471273701	0.473689316799913	0.6541492172265	0.807604959872641	0.419297902362044	0.414019481546997	0.34138222120013	0.512718643097433	0.696050678750186	0.423197023434702	0.666087548950836	0.628375788806929	0.449435953573422	0.523920861651287	0.424270834652229	0.644181453442539	0.517182397694232	0.466294392883539	0.646452747810172	0.259570033899112	0.552283974615787	0.449663666655355	0.644993149706273	0.571923008880881	0.443158788251412	0.412055464032307	0.466783073702683	0.553294368474649	0.51327924278137	0.536004861812302	0.376489724208342	0.49674103266213	0.506249700059606	0.465388686635927	0.765307616860384	0.475413020915761	0.569444734826222	0.435044208004259
CNR1	0.512520838264271	0.858960139171822	0.771993589529045	0.869810418197629	0.796240078530354	0.802250523766764	0.726635335368818	0.905701957745804	0.735309469680735	0.882892483292201	0.690886609558573	0.858411791863514	0.809679280471928	0.869683826591725	0.796093701138631	0.661924588211212	0.945595310390289	0.88466095324434	0.85678357706588	0.878486647015617	0.924934385269042	0.348517632721517	0.930622196283011	0.761221967484297	0.750222677154831	0.731664630472787	0.603435943074667	0.830835531389863	0.384510605918961	0.867344314209162	0.635270425100652	1	0.769751864678543	0.571222331517391	0.458861951350616	0.81464485235722	0.725704476565398	0.54936358004384	0.719282075111065	0.744335413497968	0.755249266082871	0.829245205838812	0.900636771449022	0.786440022564034	0.59912157228426	0.774769634329752	0.72218466654313	0.764413999667003	0.849147281141199	0.753198059605691	0.731456310624571	0.871445537449508	0.850865181874925	0.82530525410568	0.769779754999098	0.891755944331457	0.728061668622577	0.870528923432463	0.915070736956411	0.82448439245474	0.884494381644382	0.730020541837524	0.769023768832518	0.859365859202543	0.804725545144676	0.864836604968112	0.928846100129358	0.756230472365272	0.442931756077692	0.713005054450143	0.666593377932984	0.827447401856625	0.885961752905118	0.855856043402674	0.59912580062442	0.636185809270271	0.675841374893018	0.868777089037069	0.887799426954422	0.790207542871132	0.515455564782129	0.802721723154141	0.64702097228795	0.627343191616848	0.750699045263199	0.772386329516867	0.852437550758083	0.665247225559112
ITGA3	0.722785615301345	0.729249037496497	0.650420010506934	0.721631021399187	0.62907020293417	0.689686088574907	0.794341401390658	0.817039521591782	0.545845948110788	0.607455610454887	0.541814836795249	0.677525034234086	0.892759470720933	0.582192117104881	0.582830210497848	0.611202524804649	0.818144121065354	0.773263116417825	0.650888463325155	0.879990579456757	0.829003724577007	0.605826920939693	0.702176075624117	0.682087676767664	0.646482021945502	0.783104413775495	0.470824299801129	0.803837973012296	0.338449986755027	0.884018058413885	0.709022980001103	0.769751864678543	1	0.593190030197007	0.418804707870481	0.673227613570674	0.52176012744118	0.309592019728393	0.482451948896773	0.669575039327206	0.829376527512011	0.750240741315193	0.755893999215295	0.798597556722257	0.549883466368304	0.699607213610027	0.554556274417373	0.424744009681899	0.637968951987876	0.673738217867657	0.677455403535674	0.750624443758845	0.757379243396312	0.731154704689709	0.628520252677664	0.611254940531753	0.529504600137628	0.706142704214557	0.813489181076718	0.657406963378243	0.703066765735491	0.741045949786642	0.530396270881016	0.716141611458319	0.653072633924767	0.78960911554125	0.716160640807964	0.689152698335445	0.625236139082113	0.53541816546475	0.636756959515081	0.690846259288816	0.805888242592912	0.774116401590253	0.533452120807045	0.597845740475758	0.441049610106408	0.776519191278171	0.708301433631797	0.566545671761962	0.600136335270475	0.789003012117163	0.548245430355244	0.525615675035847	0.790678189513803	0.581677159181926	0.799922590661943	0.700681480032942
ADGRE5	0.441185464459161	0.806634208776923	0.72019446735422	0.490237261783343	0.74043715785999	0.712649786603147	0.490970098393109	0.445105050838197	0.768530580992622	0.682770817913418	0.810473987839913	0.71933515838273	0.646000055461246	0.587696080269463	0.540783794829298	0.49003735340824	0.680004395628327	0.57028759857396	0.708320988336323	0.529121840972316	0.721945243316463	0.122119630836239	0.606346938096456	0.87891086186933	0.391911437322469	0.577248921400644	0.0852081363152957	0.451325513549091	-0.0213381126048938	0.66103013707671	0.455288268461423	0.571222331517391	0.593190030197007	1	0.689560430777682	0.530802032273669	0.221765428005839	0.745475772957989	0.59409830152381	0.320306238563541	0.571901045643028	0.759668725155691	0.557700133678647	0.373721818329822	0.547347515351942	0.737152222777306	0.150218611227474	0.574343714526637	0.70553435724716	0.727443269600052	0.615477614036677	0.419394251192413	0.667083894415203	0.67170864019387	0.738027247619883	0.474207224345759	0.567279248400905	0.593999286612781	0.585224169281222	0.430007929974841	0.699758715505198	0.219758903016502	0.675248014064393	0.623815870199109	0.302444296522196	0.639166560081795	0.600168736088264	0.5879366006222	0.263572287265352	0.465432602234442	0.801331255090026	0.426818852991801	0.765014692171062	0.676298119324853	0.781235619426398	0.562980829359842	0.643680106561243	0.631118327617123	0.588996330573656	0.781578199908121	0.082706810431826	0.470142220052142	0.76584693012476	0.799137716926107	0.588174623902763	0.619159915243431	0.423470665683537	0.548894226335487
HMMR	0.268544543340303	0.640988206038958	0.697681845836296	0.391960632194687	0.696410727175664	0.557274680247212	0.32636503180065	0.292547567171933	0.788606473950776	0.581288380163843	0.652423511101143	0.600199756827377	0.474864136886715	0.536028839960766	0.38684740475341	0.447658431143693	0.553383406853315	0.510956972466396	0.668387799140838	0.362392599427451	0.612580698834835	-0.0442265779607781	0.50712838031846	0.640539497642861	0.337767600208545	0.404365104071349	0.0731341327569545	0.278654228068456	-0.0066053392609489	0.56295477286739	0.326231407936683	0.458861951350616	0.418804707870481	0.689560430777682	1	0.389259962345766	0.204726565349258	0.60126318106775	0.594375593135334	0.191070005090499	0.472704852946934	0.657435221871559	0.531061754947924	0.241314312754491	0.572067665206194	0.571787104426932	0.122433465181761	0.512282996437216	0.670206569306441	0.661015597917484	0.515103118033169	0.325871073193605	0.590356653024233	0.579569242453804	0.694447355318863	0.348908272985301	0.511233296740679	0.578607316096912	0.446614803847667	0.352236918356449	0.535187831479223	0.111207313334123	0.583987256231385	0.513728750733182	0.245023327427335	0.536756392901572	0.46752690592455	0.442142727299992	0.0917533614974456	0.291818190103338	0.683508072900567	0.328823855052231	0.611016259731345	0.603276703990499	0.822577068506928	0.730640866473863	0.668732133214364	0.515389302836813	0.570298807574152	0.729259981841272	0.00178240299088023	0.300652764531581	0.681856741403951	0.696579668013163	0.368497762387681	0.638710233376579	0.361137522041618	0.444865723540994
PDE1C	0.514897130977332	0.758231666273421	0.698007786874046	0.708830693047677	0.689907510643008	0.728808792342279	0.634414589938678	0.817001598652045	0.616451704165201	0.778566263515262	0.569276859929143	0.703169772813365	0.709568644020715	0.753268145289325	0.683456135777109	0.554694859731918	0.809507835393942	0.758694829317918	0.710724946477657	0.758933644188935	0.79171092995111	0.284672116399836	0.789525341524798	0.695762701896967	0.590476562239894	0.545930183405552	0.417502429649403	0.731727001104451	0.266019326566424	0.745665432205911	0.586228661373586	0.81464485235722	0.673227613570674	0.530802032273669	0.389259962345766	1	0.519299929432037	0.456803973719011	0.582792214681194	0.753217861536691	0.587186640903155	0.717266646726817	0.756875795246391	0.659104685826149	0.463834685678729	0.67627774043973	0.546004902750426	0.670448080139703	0.75236356283646	0.625448046530434	0.653434764657039	0.712300234520699	0.715721851441154	0.740435032402308	0.621900031118953	0.780847402562419	0.597165315363905	0.701709538147219	0.842760874770649	0.667821406011577	0.779277095746863	0.625101109266413	0.71937113306152	0.709839655608277	0.627369451417076	0.732056310153993	0.797895201613702	0.589411677727935	0.457300483015275	0.544062909210334	0.540790711794189	0.672864280529652	0.755437694368042	0.700294554920111	0.506307919378397	0.58667622293727	0.628785682150196	0.705847261937411	0.742316142223161	0.678472940387248	0.452625798719861	0.647766904545536	0.475550831850276	0.496940700951805	0.632190307040613	0.655935893265756	0.687022775729511	0.511308731076997
EDNRB	0.142967565917343	0.565103792309127	0.51139268306402	0.904206419923987	0.418660679238555	0.505714887565383	0.680791421106021	0.784072615538729	0.409015388968907	0.641174411151554	0.434707387668291	0.687991118991012	0.598107538712123	0.710740339691128	0.815716502269315	0.628793412691632	0.700450422520765	0.663891768103161	0.662169246526691	0.710410672588648	0.659904554327595	0.156852063120034	0.831793425055814	0.346071113789983	0.874043031276738	0.685358364405665	0.951041634498988	0.7309661906143	0.763868588810216	0.628009775913278	0.302412690769677	0.725704476565398	0.52176012744118	0.221765428005839	0.204726565349258	0.519299929432037	1	0.245385570127872	0.556347706146323	0.508125890652433	0.675299543856018	0.442319612737864	0.798396530630192	0.723040695256024	0.144793877260681	0.573842945363333	0.963182908908726	0.548000705291839	0.569906450661078	0.573430533585596	0.266204594718479	0.903381846977084	0.67658376087742	0.457203561167778	0.564030894491283	0.814999615210845	0.728768586665912	0.769629307920239	0.612586232926438	0.939445643577561	0.529503824362986	0.721437212383693	0.517149696988175	0.816943688796664	0.93367250052228	0.719741097000142	0.756500782352652	0.730210372478512	0.134433738889987	0.852814783941034	0.338989735770379	0.909388301668534	0.641843216335909	0.684167202547471	0.261739856379332	0.379376855698896	0.350146042426831	0.760953740102158	0.810724538803921	0.438960359999604	0.601874595378177	0.78137659417317	0.387701208213139	0.325787049694427	0.451329714068542	0.538781138437535	0.849952157619605	0.48521033171463
LINGO1	0.178345786063597	0.725036951108788	0.595856548954002	0.470170466498568	0.757206306099216	0.711343275640426	0.310041999001106	0.322071900315875	0.798056844809893	0.736807411931998	0.848085247205176	0.679515434369516	0.451349152655448	0.619788392884161	0.579864145819392	0.36343705766778	0.589723974044095	0.444504288548424	0.724214649563758	0.339333538010031	0.633686474846847	-0.140343575495706	0.606483511652117	0.769863333028541	0.36450554832137	0.425287080334653	0.068464158625107	0.335652126527006	-0.06508020978874	0.484891698098156	0.295163897313039	0.54936358004384	0.309592019728393	0.745475772957989	0.60126318106775	0.456803973719011	0.245385570127872	1	0.678908379200697	0.193459152191055	0.395124887376521	0.645422978188095	0.50821611535792	0.160991414797467	0.428316173744396	0.686778211181979	0.14435471685651	0.719959172173982	0.724376337338971	0.653734299668	0.518562627887003	0.356550893085898	0.578625189409386	0.581414702947002	0.745211043891937	0.531982922468113	0.597362801055139	0.596668957588881	0.444357916442743	0.442428844850437	0.692552533896437	0.0328905342534201	0.713902527478266	0.593260407196219	0.256855328018683	0.524115252537815	0.611518234798582	0.52797841806357	-0.0380805815766783	0.518433816971811	0.727650405783955	0.40149380906131	0.659237351107988	0.621161962362378	0.707024524861576	0.41172440541973	0.713230733665369	0.553146644099437	0.555938878230679	0.823597107794352	-0.101602745111529	0.331705125383244	0.763529907815434	0.791297183744734	0.402768726485326	0.63156808789729	0.304244557618745	0.35897127767699
MCAM	0.143734994067997	0.748196961762066	0.667213605672766	0.700513515159321	0.735209197771841	0.74999313339655	0.463080884600227	0.569725055745198	0.746145771351712	0.822282267829541	0.752756103483348	0.713565519266147	0.582318251522505	0.79015420168691	0.761286809809919	0.691435387792727	0.715361133315852	0.705072076185706	0.852076883016379	0.591278067617313	0.752696811543143	-0.089779861610308	0.763999828064804	0.656239716014482	0.6586202422913	0.598216656529533	0.405684098441577	0.517321901635181	0.25707861763673	0.673825776555188	0.347600122033339	0.719282075111065	0.482451948896773	0.59409830152381	0.594375593135334	0.582792214681194	0.556347706146323	0.678908379200697	1	0.441493227233491	0.603817288664979	0.760406144845662	0.731733005947328	0.412837016350828	0.419599905577123	0.675047616962438	0.491056839779699	0.760869303278155	0.777836709526887	0.731634153515898	0.480591497767385	0.660859531665564	0.674112954500595	0.592748931173789	0.799253634659547	0.72621783917653	0.715384945276674	0.783822022989774	0.633036741706069	0.676074394364159	0.747931119666375	0.351026865642799	0.753829893522656	0.710709193535857	0.567934387794519	0.68814080512899	0.785133040938898	0.617728534130686	0.145789917167252	0.689061178187962	0.622322074444655	0.645477213128146	0.724344295469671	0.740875881227662	0.628058416844718	0.590898440511161	0.716911509927502	0.708029947242807	0.775152107844863	0.770652453137914	0.220016768039386	0.570678727274199	0.645007814603774	0.675602613572605	0.454401996228	0.741758086976285	0.611847370026629	0.513740668728407
IGF1R	0.565022275280466	0.587341025520519	0.549886313235937	0.599382471004795	0.48170441514232	0.565018498902581	0.552372930806144	0.840837116044112	0.338041348182078	0.625237840405919	0.264699005299876	0.506046883634466	0.604192804718078	0.631278941899818	0.529430740661693	0.490275960295237	0.717030301650748	0.74049628687955	0.551401913793295	0.784078312855281	0.666270006122926	0.530035006845442	0.649000230711098	0.515996972543837	0.51505403482293	0.474011943265058	0.458508757088476	0.719804130539071	0.35789244609945	0.687595531643471	0.622571663803393	0.744335413497968	0.669575039327206	0.320306238563541	0.191070005090499	0.753217861536691	0.508125890652433	0.193459152191055	0.441493227233491	1	0.498520978841485	0.594160276504368	0.700375068433383	0.731963256961337	0.447184011523305	0.460998365786026	0.598100788385326	0.545261173794075	0.57480399010949	0.429094448875137	0.666446505715813	0.711544169366836	0.603933345655369	0.668291892262643	0.437277137978931	0.675852694714505	0.448028399498143	0.56346096914	0.828647354137212	0.572773849017814	0.640846448235175	0.814084395191082	0.495626156912004	0.575307055979597	0.608837426575116	0.632595794024239	0.700928973667092	0.415741904017483	0.656136912086622	0.367523724606816	0.290913360003586	0.571533163821675	0.603874881009752	0.545636627774712	0.278588008621102	0.496762036912397	0.387902214954919	0.573366070673692	0.62914653759521	0.421639900784542	0.60246769959884	0.64536850044865	0.223978709820901	0.206166854842907	0.599654960539765	0.536324940592222	0.69745598160738	0.475532635599044
APLP1	0.530436130974788	0.740024010958026	0.679363924979431	0.831958197874858	0.693904949527167	0.703341673263256	0.897204722091452	0.760003013456374	0.653036068287658	0.619652573506874	0.688977510122757	0.806084144765282	0.924999035926389	0.59495245214284	0.733744242842103	0.709990738820958	0.8299217281024	0.762226641947904	0.724518845758344	0.843246095825865	0.856808915904625	0.438667769046549	0.791617651425887	0.643806510911723	0.792020648805262	0.918791806656887	0.636323569790387	0.810539824811579	0.499969247414087	0.893625761832801	0.551099599028598	0.755249266082871	0.829376527512011	0.571901045643028	0.472704852946934	0.587186640903155	0.675299543856018	0.395124887376521	0.603817288664979	0.498520978841485	1	0.773985016173872	0.805883886857793	0.77501905032397	0.511094469298969	0.763161521330848	0.640159569893018	0.467264686953385	0.667150731418118	0.784783371730159	0.542794621103168	0.806180185999752	0.828506112681132	0.675189683326967	0.677567813035542	0.640424371810251	0.695818287937211	0.817820792367666	0.700604553790054	0.791252693694471	0.677117888807882	0.66742041842891	0.595101677232901	0.828041138139903	0.779162442542109	0.863988084560135	0.759160164293388	0.900374243249816	0.377164500647656	0.737676786306042	0.752586071598846	0.835303064514667	0.862108027642897	0.903435148042259	0.594618819479565	0.526361732224424	0.518989416531884	0.917620785987258	0.831035436989756	0.631089079087197	0.644621289304792	0.889565344220651	0.714532167887432	0.671471940816067	0.675581497997996	0.658557680429808	0.827296863098024	0.74943143339064
ITGB1	0.602070938488191	0.890582337751106	0.805946669357635	0.694003511851213	0.895351786672851	0.852434827297525	0.694172193120516	0.725078968333259	0.848339568973438	0.809256772483721	0.7988565310612	0.83046893101788	0.845116929612924	0.740358884681923	0.65736473645416	0.680275471186811	0.895459395001244	0.838957828895373	0.845483029199706	0.784319414727709	0.928935434369303	0.319152862266034	0.795702501599253	0.857421099157197	0.584758965030172	0.725154366332916	0.311361728476845	0.68415111464151	0.144913411296713	0.878754197815283	0.633233170474733	0.829245205838812	0.750240741315193	0.759668725155691	0.657435221871559	0.717266646726817	0.442319612737864	0.645422978188095	0.760406144845662	0.594160276504368	0.773985016173872	1	0.785161552820754	0.644097075657656	0.719581097622761	0.796057010621791	0.420597494244754	0.684949349896544	0.85086666495594	0.82875534064881	0.754392587387365	0.686427566508351	0.845999291404634	0.855591437815746	0.776092886792987	0.674971787203219	0.646141395286767	0.813073340707	0.827881598365956	0.622826681798919	0.86624449517072	0.515067176009351	0.775411897440201	0.754628553045767	0.575549995717936	0.813936542920696	0.80921451652161	0.73080729488011	0.520647814751429	0.544755432213872	0.853513129487352	0.653627513515244	0.905215992580464	0.862215230830879	0.790598857411025	0.678565224139617	0.792237005046399	0.841952645201745	0.809002382794196	0.869990265199982	0.398668503453777	0.701885161341119	0.794570035771632	0.805586479342898	0.731694010937161	0.837438581495912	0.692987850897299	0.735411819350316
NOTCH2	0.431044990876081	0.820109206883611	0.780666727311454	0.903680976416158	0.736847655315644	0.760305305114868	0.76706393437307	0.897250088067394	0.681168553826475	0.865232486435974	0.643912295190706	0.836816000744689	0.803061463591026	0.847047286863392	0.857100956520853	0.692525827937185	0.913365492237112	0.893656560607002	0.889009433772568	0.866066200358551	0.907711103799716	0.282524887864935	0.927850095123113	0.687583591960838	0.846858480106848	0.767039442170334	0.716447705316694	0.821173118611443	0.526281533574658	0.894021363593402	0.525812805445609	0.900636771449022	0.755893999215295	0.557700133678647	0.531061754947924	0.756875795246391	0.798396530630192	0.50821611535792	0.731733005947328	0.700375068433383	0.805883886857793	0.785161552820754	1	0.789142572719028	0.495376463089692	0.78805097003892	0.79398747955216	0.752022859454311	0.806293861786289	0.770971800728542	0.611343294127732	0.926530466283441	0.868657823685655	0.739827612219309	0.776742215544212	0.872259940376846	0.807601927426307	0.901704050430662	0.854447416266949	0.890174194923194	0.777001407628658	0.753854981414991	0.758756580315331	0.908475638811595	0.856545891334771	0.883208643588075	0.921801141214206	0.785905459427586	0.36483971195271	0.769234294611912	0.607888543405923	0.872133096024592	0.855417459159998	0.870958889569193	0.573195786359603	0.681903883724365	0.633544774867522	0.891609501612108	0.936568226044218	0.715268051614018	0.609651832065355	0.851423111595972	0.595637607758204	0.560559457845406	0.649986378660317	0.795850542674884	0.898155297813566	0.694882563136862
VLDLR	0.608427328037718	0.661094655715855	0.58712095396446	0.77267137242481	0.532185995347032	0.590183571633349	0.828870127883809	0.896400016008026	0.409497071113928	0.573305062202732	0.406936467518668	0.655607026599679	0.814411627614922	0.587922379655993	0.645909518748977	0.625673416921978	0.81265423455817	0.775973479644141	0.5983597198723	0.902185776767777	0.769062860887935	0.590877148193126	0.745770561700773	0.5322192043044	0.719208923665584	0.75172665811613	0.731017829996668	0.827257355895132	0.608313505951419	0.813975413832248	0.615569367341771	0.786440022564034	0.798597556722257	0.373721818329822	0.241314312754491	0.659104685826149	0.723040695256024	0.160991414797467	0.412837016350828	0.731963256961337	0.77501905032397	0.644097075657656	0.789142572719028	1	0.416073426032793	0.624370954948912	0.772263649576847	0.413131216234904	0.572565096482447	0.589050448254935	0.565161272152387	0.845652942257793	0.75397626483146	0.66704995373747	0.505977096296186	0.670101294713123	0.572348827946057	0.719760080191319	0.797334997754521	0.758976647580521	0.605683951338923	0.89793579991611	0.486387069244021	0.744829391116344	0.827568684902165	0.776726431112691	0.721827300656659	0.710450900861319	0.617524991743804	0.579396522751686	0.486347750587637	0.800100572536242	0.748832539455526	0.726153843858357	0.361278842550383	0.493703073300973	0.362205883230819	0.796160763232543	0.753803153746881	0.450218096594132	0.777075343990484	0.864954675892982	0.425967420096382	0.366276464383628	0.729186403243806	0.572129057846821	0.864657089342079	0.657586649366328
FAS	0.578666392173569	0.599532922352255	0.600720293833541	0.3718810434408	0.679632404676871	0.558646138819269	0.392414906693052	0.442055420158482	0.668218320945195	0.497627591509811	0.507253589860912	0.569589007368278	0.54803790718439	0.480769864379267	0.274987789783748	0.320409849695891	0.639489649462893	0.584666414811884	0.532047239325971	0.529903230371494	0.642087278735315	0.423548884610016	0.472447270912456	0.641552967420881	0.246823036208474	0.428608699116766	0.0526400812559011	0.442433565203615	-0.00493440822116391	0.638263471520309	0.619480935486649	0.59912157228426	0.549883466368304	0.547347515351942	0.572067665206194	0.463834685678729	0.144793877260681	0.428316173744396	0.419599905577123	0.447184011523305	0.511094469298969	0.719581097622761	0.495376463089692	0.416073426032793	1	0.455215672906529	0.128920395370786	0.439141908434596	0.611728974369122	0.559106455151705	0.777835655523471	0.375177892026665	0.600147155755467	0.745523425158286	0.517469997101197	0.336287968012728	0.34588198987854	0.470146733856112	0.614924410281597	0.262224802338848	0.638104384212148	0.387515532172173	0.493644851017306	0.440795456249769	0.28275020604445	0.569194517211002	0.493453655004894	0.405793092587526	0.421415819333945	0.153049790362641	0.652157846996212	0.308624794782394	0.622038634929521	0.590528881649934	0.643695747207753	0.560981182302229	0.608369594520814	0.521427488773422	0.499654735484223	0.652787835464686	0.244137802590355	0.399918896590479	0.622100208917325	0.605993278761162	0.571955815378838	0.553174674262739	0.424340277518463	0.476417129291554
TSPAN17	0.47448336356327	0.83463268638173	0.712336109403076	0.773174699788124	0.798239922168363	0.765745104720867	0.763235335302524	0.709350072326908	0.772480629354725	0.76120418043054	0.842150823431843	0.855898254002883	0.819859601845741	0.692324922195999	0.78266410205696	0.629730305917022	0.832715089201276	0.723492273893984	0.794635703161935	0.724355306062564	0.856313025287317	0.225126169617967	0.823110628684087	0.802598733245982	0.683564314984085	0.780384686539479	0.464294334045189	0.709188937246318	0.273471051350953	0.79209666346485	0.509413879169422	0.774769634329752	0.699607213610027	0.737152222777306	0.571787104426932	0.67627774043973	0.573842945363333	0.686778211181979	0.675047616962438	0.460998365786026	0.763161521330848	0.796057010621791	0.78805097003892	0.624370954948912	0.455215672906529	1	0.536501237532055	0.628787550057611	0.792781415203894	0.790141930885008	0.590058603191632	0.70332413624977	0.820172070258739	0.713645735206457	0.769807175413691	0.70047762252536	0.730322481413247	0.805338614999433	0.683801361277216	0.744301890327163	0.765979758136677	0.49140196470775	0.718049070135108	0.825526898369015	0.670440934242116	0.813694508824679	0.789989506189433	0.844344277481932	0.302462077706023	0.731694977732535	0.81488750481189	0.746569279473164	0.879899842364654	0.85017470038407	0.670919098447042	0.552579080136663	0.632806635178503	0.864273381683905	0.804925435956957	0.787606247824526	0.414158150877024	0.757779257965652	0.795403801041974	0.785200530333252	0.664597137243128	0.691268530097142	0.685362518466744	0.663757116914249
LIFR	0.200447096557347	0.513240707812597	0.467250678331106	0.863023523979972	0.373023800368865	0.468137865337362	0.682483995251188	0.826890695801889	0.310055093272769	0.598587734359229	0.325761842980453	0.612341013078354	0.589072561268905	0.675913451102451	0.770892280158448	0.601656204044827	0.677082572765256	0.683414762043171	0.608359328206739	0.731453019869463	0.626735412093156	0.226608931045626	0.784955011036749	0.296105517946643	0.847773516445037	0.658200047464281	0.946747102302759	0.743055842454474	0.760419278653228	0.630884223052412	0.32809547519566	0.72218466654313	0.554556274417373	0.150218611227474	0.122433465181761	0.546004902750426	0.963182908908726	0.14435471685651	0.491056839779699	0.598100788385326	0.640159569893018	0.420597494244754	0.79398747955216	0.772263649576847	0.128920395370786	0.536501237532055	1	0.498089497162172	0.524787675333118	0.502279806114158	0.270619977293046	0.909408227216489	0.645284697324455	0.43188392826819	0.482331106032468	0.791428354258142	0.675246842415081	0.724429037966935	0.642291743957155	0.902752175916937	0.482072123120644	0.802966175056017	0.469616607389894	0.76856049194459	0.932674778139207	0.694812351964754	0.730329133107828	0.669887831884514	0.250792581246578	0.769350679803743	0.25915645319406	0.881054173339631	0.596597661755996	0.634475062871855	0.176147407199862	0.399262038524818	0.288153430035257	0.72712595570592	0.788159169785814	0.351422585054735	0.700548238594787	0.79835577473404	0.27823669604575	0.218280189384108	0.449948076927021	0.506355330673802	0.856152102538548	0.466990879156405
LRP4	0.175139488416084	0.781786225836985	0.707935894023644	0.664671277267312	0.729297388330506	0.73441221234543	0.382467328818837	0.626178156298347	0.706089136625515	0.915004248499813	0.661802736295954	0.726643830690984	0.490380309776552	0.860018591664922	0.735079975326083	0.509778311553083	0.740888723455788	0.692420279395221	0.843041736846891	0.551347766063839	0.738774522323525	-0.0638782252456347	0.799336192071093	0.672594333885018	0.600773525542494	0.440800060789857	0.388842860960929	0.525744415874736	0.172423728631501	0.624590972516773	0.340851354284088	0.764413999667003	0.424744009681899	0.574343714526637	0.512282996437216	0.670448080139703	0.548000705291839	0.719959172173982	0.760869303278155	0.545261173794075	0.467264686953385	0.684949349896544	0.752022859454311	0.413131216234904	0.439141908434596	0.628787550057611	0.498089497162172	1	0.796975972263664	0.629650982485755	0.544040050868167	0.660963960233881	0.651779252494286	0.648354903433805	0.752482338049263	0.829722929970879	0.695207443796469	0.740572372250226	0.719390445434054	0.658235140696022	0.783754079676486	0.369890868172125	0.808436629876632	0.726887282975347	0.537443036365862	0.641119474441884	0.825117338529396	0.526823932903843	0.122008429042153	0.626661788573808	0.514094780033009	0.605447949984053	0.68869943441438	0.667382308074553	0.591581930906113	0.579914849327165	0.720995380694598	0.630216328954045	0.737381357213792	0.786465722686877	0.141143549518185	0.502140774059307	0.542107077718441	0.561017535675157	0.480610650846698	0.741334145618409	0.581285746738222	0.452462599637823
