""	CD3D	CD3G	IFITM1	CD8A	CD2	KLRK1	CD8B	CXCR3	LAG3	CD69	KLRD1	S1PR4	CXCR4	CD96	CD44	PTPRC	CCR5	CD247	CD27	TIGIT	IL2RG	KLRC1	SIGIRR	CD46	F2R	PTGER4	CD6	TNFRSF14	CD47	TSPAN14	SPN	ABCA1	C1QBP	SORL1	TRADD	KLRB1	ITGB1	ADGRE5	TNFRSF1B	SLC16A7	JAML	TFRC	ITGAX	RACK1	SLC1A5	CCR1	ADCY7	CD82	ITGB2	SMAP1	PILRB	C5AR1	ITGA4	PECAM1	VSIR	HAVCR2	HLA.DPB1	CD68	CD4	LAIR1	C3AR1	CD81	CD9	NRP1	CD163	GPNMB	JMJD6	PTGER2	PLXDC2	TNFRSF1A	CLEC2D	PLAUR	CANX	ENG	ATP5F1B	CD74	CD63	MCFD2	TREM2	PTPRA	APLP2	PILRA	TREM1	SLC16A1	CADM1	RPSA	LAMP1	LRP10
KLRD1	0.681964179630949	0.666139832461922	0.609235321872459	0.632218569218432	0.633799932386972	0.775123117897789	0.659649479868362	0.566143396549073	0.633053165293577	0.649459995453004	1	0.67780579805002	0.452916166685655	0.677430533405644	-0.343693640765652	0.521739423813177	0.400627462068111	0.791888805617007	0.743466717187024	0.759873857215643	0.618113563415117	0.82526375321191	0.319893524899297	-0.461383528523679	0.533346144628775	0.149493937516786	0.558443463992033	-0.0511910426452908	0.200969117183934	-0.103573835947079	0.632301126097015	-0.784226837939762	-0.111103994284182	-0.529697518042858	0.306804951083394	0.842589948007827	-0.391355684579768	0.751049523593596	-0.525669697924781	0.630149747052458	0.0553508021502274	-0.495327967494953	-0.712706118870131	-0.269087216601878	0.080907641992939	-0.727467488185164	-0.394376030562391	-0.159230477918666	-0.576778570623952	-0.544958025003179	0.575566099094881	-0.709277941724809	-0.287189289021127	-0.390849337937921	-0.411560605031857	-0.559191998539431	-0.502820875296085	-0.704259243006237	-0.661537933437717	-0.501958199781495	-0.739821185895543	-0.65051887610544	-0.692254905279869	-0.752532914361232	-0.719924892250344	-0.729149585227495	0.141227924160216	0.836251187653493	-0.679443099936271	-0.614222166806292	0.603504181590953	-0.705073816423769	-0.691829800727316	-0.60846259388037	-0.158937167637754	-0.525385019039868	-0.661408104125143	-0.7135348567801	-0.517743774256241	0.168661311949641	-0.720011913947577	-0.684557776051048	-0.749587360304942	0.0681680861932576	-0.740792531942904	0.0657292378484056	-0.520219703264913	-0.177692101234663
S1PR4	0.877447619988686	0.895699215667608	0.871863261197529	0.78929507929419	0.873874030113544	0.890209236996711	0.771515652906304	0.823998093146679	0.730414478957381	0.920239004333393	0.67780579805002	1	0.807286143243225	0.870291160012526	-0.147380042260088	0.79095579025037	0.804222600560807	0.900820941552652	0.903999833724659	0.78869037442324	0.890177762056972	0.648913779670898	0.616882371224584	-0.310750634785388	0.861583664968599	0.457950350913471	0.866872346129203	0.345858649154488	0.54799999435548	0.413825421621425	0.857690675104523	-0.808550692161124	0.253353794227222	-0.299852516736297	0.494262486190887	0.843990029424678	-0.153767575200063	0.918651180241008	-0.13856776416275	0.795925149191059	0.548024252004191	-0.221309897037569	-0.713609684013143	-0.0277330972423407	0.379806442904672	-0.581773874261434	-0.198990720739457	0.348853319233189	-0.400470043714262	-0.390101777395896	0.797015568509954	-0.690829040433616	-0.210862389555983	-0.343323856514932	-0.262883303319733	-0.503066371265448	-0.382020932202158	-0.666856701323775	-0.471513130735303	-0.271118715689088	-0.622965952719874	-0.520922193837032	-0.683352162039918	-0.676965703712801	-0.644611009546701	-0.767974653172675	0.5320761929048	0.894612182375756	-0.578255514635244	-0.46194540880975	0.935002761060223	-0.617172991999264	-0.543454529441313	-0.415997466827699	0.257386631667967	-0.395534051237729	-0.525214778135275	-0.356064401761973	-0.380009944472473	0.499057524228388	-0.591756777060326	-0.661816830696685	-0.696110298526695	0.548546975566211	-0.696214389992024	0.406374369809619	-0.301728091698748	-0.146142105148553
CXCR4	0.882225044082262	0.892801629622556	0.903609847891698	0.865239481515241	0.901012985651978	0.844912594129753	0.849912035158616	0.899230731447856	0.851338627331036	0.892803313980994	0.452916166685655	0.807286143243225	1	0.876128598712663	0.260639581025067	0.945090017675644	0.894329835750575	0.815798019965907	0.852604985748236	0.803083867976704	0.922026446559149	0.552483614138338	0.829744316942565	0.0104889088721587	0.905555453072284	0.697180780461512	0.920043985474903	0.43315054294355	0.773364834308948	0.656451048241062	0.884234710632353	-0.600641955804453	0.472680915260413	-0.0146439964774464	0.474949816953518	0.565115903660886	0.187139789672275	0.871142178846277	0.237045590821943	0.789016545886588	0.791960088488822	0.0692469116702744	-0.508032661670896	0.215814621811062	0.730574719295497	-0.237754955982338	0.00172879971848577	0.583498797473906	-0.0712951667287206	-0.0483703924187961	0.859429441671884	-0.382611990383958	-0.0673363927362555	0.00772375597458597	0.0229939826029551	-0.173728823270066	-0.0930243011906218	-0.384644817900244	-0.239021538519622	-0.0192375659358223	-0.354699509545745	-0.306837000625227	-0.396622381077899	-0.4401832624146	-0.454011566414207	-0.52060906437497	0.797765581922622	0.746998144975116	-0.328445611751554	-0.0954929632924795	0.764794507247786	-0.347305778658345	-0.238591249597787	-0.18255293791702	0.5287055310281	-0.143928973440398	-0.213173231258373	-0.0508607716935756	-0.161147204515636	0.824976022344675	-0.342966319561535	-0.364351821289715	-0.451784336802942	0.62151450492092	-0.413210257926012	0.573536386702218	0.00938088753376205	0.0696646286761234
CD96	0.980963585491592	0.972130963638146	0.971729790051448	0.951619223203427	0.984296939131933	0.977039179756612	0.941874084228159	0.955641771598301	0.945266417408161	0.936488857125062	0.677430533405644	0.870291160012526	0.876128598712663	1	-0.140865456319968	0.864107977954	0.861640928551544	0.974958989778866	0.973688736144743	0.928614642524795	0.983631175031491	0.812107413543757	0.580571536238863	-0.264466121600468	0.915797815146249	0.436115735018634	0.972190604562419	0.183772515729135	0.596377005953306	0.419640895749423	0.945482717039453	-0.827845751092169	0.23125212956546	-0.392062787497239	0.325014557821938	0.788793593412153	-0.165674378174513	0.94110687456837	-0.177994729272713	0.938105621522693	0.661088189248917	-0.254747973912042	-0.783025626352676	-0.129623966615576	0.498492839849932	-0.571003587451944	-0.278036744297318	0.244883078259215	-0.430801661880644	-0.434779429206214	0.863155481628603	-0.726904291495871	-0.324697075167368	-0.334364904094792	-0.343807265655705	-0.522253012099891	-0.463421573038917	-0.703158287326454	-0.549467422501458	-0.3572608828841	-0.671203682396197	-0.584698080048766	-0.730104659454007	-0.727041375192095	-0.728402665987891	-0.766104342086326	0.544712414734269	0.932479440783414	-0.654688067818591	-0.485181525683411	0.797151440625241	-0.681724685382576	-0.601540441881926	-0.485638054419213	0.263865046175029	-0.48573967324232	-0.559077538581497	-0.381159481329789	-0.465839615407958	0.57252977236928	-0.666305615542979	-0.698051169350241	-0.747505592656249	0.372494961223243	-0.747326010063653	0.330129585296309	-0.309047037724788	-0.161618928349722
CD44	-0.135711383390107	-0.121460589247343	-0.105178866172459	-0.10682543824125	-0.116518197740733	-0.156518528998664	-0.124805820474612	-0.0758531628183552	-0.116506336979249	-0.0459159484033321	-0.343693640765652	-0.147380042260088	0.260639581025067	-0.140865456319968	1	0.228639831959006	0.0847090884188396	-0.20998535625596	-0.181288379912588	-0.175511323119833	-0.0502438418254858	-0.273306728157195	0.557707836800758	0.77071880169636	-0.066174434607845	0.539878160156302	-0.0690475687680248	0.6563183021635	0.460517727492568	0.47720985583151	-0.057884393184314	0.467028651332965	0.597022444526956	0.685966436266874	0.408893701892783	-0.279640279476474	0.756480996885324	-0.0549070712079817	0.814124204800936	-0.13854352139534	0.328520142455412	0.617888805513978	0.498098722826979	0.865485823337524	0.586974038056609	0.672559581030572	0.569381812000963	0.736318103306126	0.789146918503277	0.859291293081027	0.153346090615007	0.695619716487158	0.509917437579874	0.675725910334322	0.800326181947035	0.725018122979683	0.725425453572201	0.723677818051385	0.596527054825356	0.641362845212558	0.630330078694878	0.529399831196113	0.72377913473607	0.533853853135207	0.4840029149377	0.562016874144146	0.641294234128257	-0.241189431215591	0.60822590878192	0.796485496883241	-0.0169277806287077	0.684473846726085	0.776253964119426	0.563542286835422	0.645223152144681	0.649347212717349	0.770809543697669	0.715369897150653	0.591043603922209	0.564242158440774	0.667216813513315	0.722824184774888	0.613177040164887	0.440891102504482	0.666264759040278	0.676667640283617	0.784129499076493	0.622760928071938
PTPRC	0.880314652740391	0.866957781397202	0.875431066951638	0.859487320415895	0.883220282404708	0.847518970687387	0.856283410467721	0.869778774677956	0.847538000862301	0.910986131121856	0.521739423813177	0.79095579025037	0.945090017675644	0.864107977954	0.228639831959006	1	0.902398256602851	0.832444598189978	0.866220090780918	0.848650607531338	0.909932059941878	0.636405084415391	0.840276411795763	0.0642948561102029	0.849278917751144	0.764171413070499	0.884731846211564	0.411908253034204	0.869471108068148	0.659295834129795	0.900796426458941	-0.66365915527539	0.581516658880207	0.0643145525471965	0.552914008304931	0.60950991425873	0.288831305693617	0.902153616422691	0.244038519270704	0.82874403113589	0.721334253690108	0.115649013331895	-0.490323638967437	0.284303145065044	0.760212802768652	-0.217915981387127	0.136693729342799	0.469698180498552	0.00543014828203277	-0.070184005719488	0.888763303904248	-0.406271519673936	0.120256421877619	0.106795217085416	0.121880896679111	-0.0815312124381717	0.0045614558306481	-0.387901939317654	-0.15308181597035	0.094634837894974	-0.293670485978152	-0.199805870852607	-0.377894755796441	-0.390189017745401	-0.37221580906854	-0.604482826633845	0.776923801744303	0.782273001779795	-0.239515651948757	-0.044828843841891	0.757453599686639	-0.297734273824941	-0.204610295007804	-0.0664504981689829	0.615203886638407	-0.0282823831004679	-0.165088774317075	-0.0990367342854155	-0.030045997368637	0.85078046072818	-0.284167481930882	-0.391009807501861	-0.440725295416114	0.664269548032393	-0.40243476355374	0.655944337660047	0.0604921378503476	0.25905869906323
CCR5	0.885272626340251	0.868317907886512	0.901910422715044	0.857137282185972	0.892728899327101	0.804871906971468	0.852199259823529	0.903176225682544	0.832232434751506	0.898145988212852	0.400627462068111	0.804222600560807	0.894329835750575	0.861640928551544	0.0847090884188396	0.902398256602851	1	0.797512157705678	0.855774564930796	0.807087497091187	0.908735856023583	0.543592277874382	0.697637076779167	-0.0174363761188523	0.872239398421053	0.712207270482533	0.918033158696248	0.368262731583688	0.742246870893679	0.648289729977958	0.880651199234122	-0.652874587977719	0.464399336612261	-0.0355212541987275	0.351452461824252	0.551013739330788	0.181288942295509	0.860258890997025	0.188475510763718	0.798557144230744	0.722618395480724	0.10798397001066	-0.505156836814873	0.112340405877353	0.615823520713231	-0.233305456991362	0.0697797755912201	0.421211353343398	-0.115591285391346	-0.209035572673953	0.814549936373549	-0.457747551619491	-0.0306599344777663	-0.0314975175235485	-0.0624056465511116	-0.22706648175481	-0.126707081333991	-0.445911252158341	-0.208469359732762	0.010105101153273	-0.349868841507284	-0.249849600665679	-0.486281120813184	-0.401758187426624	-0.404332907203824	-0.619322983265584	0.653456294565273	0.73384199364143	-0.323492273607186	-0.150350426472374	0.78177691440655	-0.372447294707582	-0.290743234124181	-0.13104923409437	0.528918086568449	-0.145355121438714	-0.258730944521668	-0.053706442139329	-0.122176450261015	0.749245022887326	-0.330600313424727	-0.450129991568281	-0.478053621532804	0.621594990452633	-0.483841816151154	0.493279602009748	-0.0280822150963588	0.116934633069237
CD247	0.967421703982504	0.958785841313077	0.939470327546079	0.922540233673103	0.957367847447807	0.986040356607212	0.919240803268418	0.908891884359018	0.901212875130107	0.940565049438534	0.791888805617007	0.900820941552652	0.815798019965907	0.974958989778866	-0.20998535625596	0.832444598189978	0.797512157705678	1	0.983125341930992	0.937688333570874	0.954599757991494	0.864891108731173	0.544223955308932	-0.324805592125619	0.871304777275061	0.376635793442259	0.925224418214496	0.164250218623148	0.53722893882044	0.329215926523687	0.932703506889901	-0.880827772719819	0.163619120012052	-0.455441818327326	0.383008690449136	0.878193657981375	-0.240995710660022	0.958038942260297	-0.282663957662505	0.934946671531688	0.554558028254134	-0.349497258663394	-0.825616041257298	-0.153840286016689	0.412511570159123	-0.667651966720614	-0.328152012323539	0.169481827481929	-0.503839557247742	-0.488025766894407	0.848699558452942	-0.780304715793481	-0.331472251006396	-0.391873301771499	-0.375041025831122	-0.577363574334318	-0.504906555937309	-0.760503347714284	-0.619112093716766	-0.420626668827962	-0.740266409618722	-0.64664422731647	-0.772717469624374	-0.795450765091763	-0.778283108217916	-0.81888844272896	0.479956864246006	0.980955969488737	-0.705337187570383	-0.560334657657924	0.829522096110186	-0.738682529135473	-0.670344830777481	-0.551301417326646	0.171011659817159	-0.527701169992155	-0.631458307950652	-0.493980199594509	-0.513049776122287	0.490116912314732	-0.728641215752582	-0.749536031309126	-0.806126639793853	0.352015697551153	-0.798718107262373	0.305534971697426	-0.386283819416996	-0.168435625069575
CD27	0.988223862124962	0.976843209934908	0.967048503657397	0.951624740443173	0.977823379143725	0.970078332375865	0.950156735857907	0.944006038056707	0.916927023131908	0.959283735431969	0.743466717187024	0.903999833724659	0.852604985748236	0.973688736144743	-0.181288379912588	0.866220090780918	0.855774564930796	0.983125341930992	1	0.955613777591807	0.968851899524681	0.808040398032649	0.584082462844193	-0.29996160539608	0.906534590290092	0.444710211113291	0.952488245814302	0.184449568636111	0.577325446957336	0.389181369036949	0.960470636820626	-0.865963146963221	0.190964494659977	-0.397332583317313	0.380952783836275	0.816585916264393	-0.187233969095336	0.967658189188157	-0.215882387384151	0.92548526760641	0.585881447218595	-0.290941031066931	-0.787392884922499	-0.138719084419464	0.445044646316024	-0.608320680234838	-0.284044607643891	0.201944748776768	-0.464641471993114	-0.46076293051136	0.85157465309467	-0.742473302589181	-0.298786154889802	-0.33755166970502	-0.348728582354885	-0.543667264678556	-0.458703076693461	-0.736450124613974	-0.570787852155022	-0.364312746717091	-0.702052846417804	-0.601804735049963	-0.75148433204191	-0.75439464379631	-0.737501295613316	-0.810302544799961	0.500985943273873	0.955012669432744	-0.663709179946764	-0.511195288303373	0.835917498945128	-0.700365769058269	-0.638215725515997	-0.50154728258149	0.208729831867591	-0.483134219303948	-0.598207828078463	-0.453733446021111	-0.468584722296751	0.537917889614214	-0.687628929097349	-0.723956690220131	-0.771830821489055	0.393117489280694	-0.764856768240949	0.313310579784817	-0.350824792534273	-0.141249887040926
TIGIT	0.953363212522245	0.917984087040577	0.918027819542231	0.95245096733217	0.936785107384624	0.928941940262235	0.966619762398192	0.916044941672633	0.928124410604014	0.889027509374741	0.759873857215643	0.78869037442324	0.803083867976704	0.928614642524795	-0.175511323119833	0.848650607531338	0.807087497091187	0.937688333570874	0.955613777591807	1	0.912780097795944	0.821936028430153	0.542919691877972	-0.278867361625041	0.830778502077961	0.427411309972121	0.897949808935931	0.044967214044523	0.563776179563803	0.30017995998885	0.920873389741229	-0.839156888872276	0.163540766292814	-0.374820712113647	0.291282362780944	0.73064765615739	-0.155394978497548	0.909361728257912	-0.232979790719912	0.898141429823963	0.497049359704148	-0.276622637179332	-0.747545937516105	-0.169353658142646	0.446329031668665	-0.559478176235975	-0.276156235291362	0.0736682150657535	-0.435420836133802	-0.449500645986248	0.777806777597043	-0.707413967266155	-0.252612803531876	-0.249924740668698	-0.328612785704712	-0.477423050639136	-0.419507933435539	-0.704172713122969	-0.55639692558945	-0.346288849433844	-0.673305496386896	-0.564792487982935	-0.714035334585869	-0.714964728423081	-0.703441646754944	-0.784853478945603	0.419746892205316	0.902906006434657	-0.623746227824201	-0.466914692843141	0.691358616830444	-0.660375938959706	-0.619703413412646	-0.462942152711119	0.191674526677229	-0.445999097680563	-0.568739925963393	-0.485953894044334	-0.435044977751512	0.527549829801589	-0.657834639818566	-0.693470080454005	-0.733144680386105	0.291863922526948	-0.730519408844253	0.256063933423197	-0.337783003288419	-0.0816339683163941
IL2RG	0.981216603884261	0.974228076518391	0.982104823796326	0.947239914718282	0.987387573048726	0.953632910227675	0.936432543231463	0.966821321965832	0.933683434137372	0.9564514014606	0.618113563415117	0.890177762056972	0.922026446559149	0.983631175031491	-0.0502438418254858	0.909932059941878	0.908735856023583	0.954599757991494	0.968851899524681	0.912780097795944	1	0.745613260748749	0.649836959678401	-0.186685235006158	0.939405758504612	0.515130862605894	0.986798407438592	0.271560960552901	0.665736770543568	0.497811293611407	0.952986665251862	-0.790306926391745	0.318908664325418	-0.296124708573359	0.386739731544284	0.744037843264597	-0.0729648816598541	0.954275129447841	-0.0647661323696706	0.926895151635014	0.720461513158165	-0.18090006802384	-0.734483879539807	-0.0303281902351417	0.556306690699743	-0.492567701256123	-0.203021481954922	0.34837234185729	-0.344381560631576	-0.343606890978827	0.877558726010591	-0.65728835572239	-0.246945356797455	-0.260971124433391	-0.252797732549091	-0.447436488506288	-0.376465414659998	-0.636740242696809	-0.474635663619795	-0.267351079497131	-0.597812690401923	-0.519003000103905	-0.65944285335005	-0.666765803219073	-0.667144357833624	-0.725887064685623	0.617611493914343	0.908779902799487	-0.582168486000313	-0.394858523233195	0.826650994837011	-0.606317275426392	-0.519603555411656	-0.407062822944205	0.353936358284093	-0.404370247500324	-0.47780975349378	-0.296284283434673	-0.391334150709359	0.656242503880238	-0.588855456806999	-0.627787631992514	-0.688242560925179	0.482685169498	-0.678410160588539	0.416701078089393	-0.228862574905553	-0.0992261957776143
KLRC1	0.771738453820421	0.719011901027874	0.700811626443818	0.733015747767644	0.745028568071798	0.848959182632101	0.746992034981261	0.675005550296753	0.74153189471567	0.73677910526231	0.82526375321191	0.648913779670898	0.552483614138338	0.812107413543757	-0.273306728157195	0.636405084415391	0.543592277874382	0.864891108731173	0.808040398032649	0.821936028430153	0.745613260748749	1	0.317331458998081	-0.270739572349841	0.561515753452116	0.222369800837668	0.692158814935791	-0.0128860537017307	0.375314784436121	0.0854472828262951	0.705670431632002	-0.785242466318945	0.0283950163646333	-0.505261783904925	0.245267713818445	0.864026785321075	-0.263402263223146	0.790896227432651	-0.427309008257659	0.827257812133405	0.274188295459806	-0.407278714866821	-0.735138592048999	-0.187615039507955	0.233238965543924	-0.642356668314687	-0.32488103674946	-0.0719923553170528	-0.507194955714468	-0.469128872872425	0.674933223893722	-0.708850284886185	-0.289756143080597	-0.386804382678907	-0.357152900095147	-0.498487472745581	-0.483036082461016	-0.689385029817893	-0.612165636020715	-0.453859507284615	-0.699649531437174	-0.609304689556589	-0.683178391774454	-0.731196802132733	-0.718880700709346	-0.721692802142741	0.279676795142322	0.895885079774635	-0.650247775136617	-0.545026494570905	0.574499500410974	-0.683780072805368	-0.635158003433824	-0.549523492888486	0.0377222413796664	-0.503729804761468	-0.596387379634914	-0.558032660312559	-0.491921251557782	0.261988300237724	-0.682315752492845	-0.678496392924565	-0.731609083420372	0.148960774205496	-0.729417189230607	0.190451095832431	-0.386624528848812	-0.0869706817079191
SIGIRR	0.595680601389038	0.619371577569674	0.603264781013854	0.575974439850124	0.60722743501284	0.594913261564864	0.558468688568495	0.598161837600856	0.551428918954233	0.672808272270383	0.319893524899297	0.616882371224584	0.829744316942565	0.580571536238863	0.557707836800758	0.840276411795763	0.697637076779167	0.544223955308932	0.584082462844193	0.542919691877972	0.649836959678401	0.317331458998081	1	0.322743588199369	0.669120278913468	0.811028179355719	0.624733467174968	0.617740178296148	0.833186984989924	0.685738709644837	0.65667625978852	-0.319488163989933	0.663824410659676	0.342561090858893	0.703621388082952	0.387705080313903	0.518410721880527	0.684113980712694	0.523578577890433	0.501136899268371	0.647733892204542	0.317356968854036	-0.136253788564921	0.558444617234036	0.789658086213385	0.110245112156442	0.32073615540589	0.69347587550557	0.319906658868097	0.269187021880504	0.764015750756155	-0.0326865424135828	0.314057651754388	0.3465141367789	0.407983767216875	0.225808709347454	0.301081181942878	-0.0147782646736196	0.142473307035434	0.346579188581464	0.0379374434542072	0.0616467524618192	0.000751559598819821	-0.0633378011117827	-0.0635366611550336	-0.251351835975254	0.882365055426036	0.493926528288262	0.0765283648554911	0.26833697315935	0.635575068040543	0.0329171560154164	0.169443665267495	0.174562033257179	0.700334253434073	0.254189744959711	0.178438504800405	0.200592377207492	0.231475354894048	0.856864551758486	0.057945535188671	-0.0200076368607005	-0.0973900494553332	0.706023933935066	-0.0274203150309253	0.763312146036861	0.342476986943598	0.437839500460526
CD46	-0.2731230181829	-0.298141830204148	-0.26767574494701	-0.26114860675961	-0.260309735643543	-0.311293672827287	-0.27015451778331	-0.237580278679415	-0.258712816993518	-0.185931011234509	-0.461383528523679	-0.310750634785388	0.0104889088721587	-0.264466121600468	0.77071880169636	0.0642948561102029	-0.0174363761188523	-0.324805592125619	-0.29996160539608	-0.278867361625041	-0.186685235006158	-0.270739572349841	0.322743588199369	1	-0.260536266289188	0.356539746000795	-0.214380847600701	0.453942592349244	0.361702048983089	0.315942233529166	-0.186407044937571	0.540285884359415	0.504838279709053	0.636540201213653	0.265654125007062	-0.324227653229714	0.707099652408973	-0.207873446213096	0.724889344830775	-0.183537883747251	0.212681147524859	0.557816951072797	0.557352898330823	0.736261413574873	0.350449815251358	0.739871226815169	0.582846062480967	0.47605681309748	0.728417119729009	0.748269934860323	0.0820862511650552	0.685979046773711	0.520699100322445	0.573186740955218	0.717658550019672	0.713871074226543	0.659582930485	0.669196910060349	0.605087387804563	0.596466503552765	0.67456424138699	0.556495352929359	0.712171123858493	0.619580706512897	0.581582818900832	0.541354853919794	0.4235715935561	-0.323012260100169	0.659866633241848	0.736195494669575	-0.112283527648954	0.64385298884218	0.775874673869838	0.580662831297123	0.546554697343989	0.622122510245931	0.709401653720328	0.70560061431324	0.573073026985695	0.310690880571732	0.683680776811022	0.717707690042078	0.554227565597564	0.400206178783015	0.65121201576452	0.501947912455817	0.690955073774885	0.678949007379776
F2R	0.924507082129394	0.949536177557269	0.947556569517776	0.898299729780176	0.941724367894735	0.886508956803922	0.885346031138925	0.930629611913333	0.894409153131039	0.886330999583592	0.533346144628775	0.861583664968599	0.905555453072284	0.915797815146249	-0.066174434607845	0.849278917751144	0.872239398421053	0.871304777275061	0.906534590290092	0.830778502077961	0.939405758504612	0.561515753452116	0.669120278913468	-0.260536266289188	1	0.486034953673725	0.952654180734064	0.240771237707464	0.606020672725374	0.517633010614159	0.905056352831959	-0.727480499129852	0.269114555282775	-0.240555356498212	0.376773874491907	0.607214389019191	-0.0800631951735029	0.878468423294904	-0.013936100204171	0.799692910718504	0.697712808847287	-0.144759536473498	-0.66176348635928	-0.100116293764284	0.538688619522577	-0.438936974632778	-0.227096829887916	0.364559722400755	-0.328618923127168	-0.35167918807679	0.803224676285035	-0.611113652221465	-0.274166857056265	-0.217922623695689	-0.278894870447024	-0.439442355446816	-0.357064522654431	-0.604986617606644	-0.425885077763478	-0.235537740159147	-0.545924962583525	-0.47467608087189	-0.631553369735605	-0.60336210133673	-0.60304886737771	-0.681372855909805	0.59049905925659	0.796603041958198	-0.535668325698057	-0.373628140757657	0.782260116351727	-0.568893541954552	-0.494771105826529	-0.365558811168677	0.303461772133463	-0.379115573774878	-0.455115404688539	-0.263068540262552	-0.364536267528813	0.652210107619182	-0.548123121927914	-0.595305366724566	-0.636766410990294	0.43970754079657	-0.623933520223529	0.320003146794335	-0.240610518976619	-0.19402032633888
PTGER4	0.458543711647538	0.446237317613491	0.478887948844822	0.431026826529138	0.460469178088082	0.413999688765211	0.440322069890014	0.475392168208705	0.445768702769177	0.588233045936427	0.149493937516786	0.457950350913471	0.697180780461512	0.436115735018634	0.539878160156302	0.764171413070499	0.712207270482533	0.376635793442259	0.444710211113291	0.427411309972121	0.515130862605894	0.222369800837668	0.811028179355719	0.356539746000795	0.486034953673725	1	0.503527878857441	0.59833135178469	0.83263844215686	0.756312846409068	0.521584768553383	-0.237759458966717	0.768674831778183	0.55482130322972	0.504251464507091	0.223742957429786	0.722459676848585	0.548314777524402	0.648709482787932	0.374299394487426	0.524659803180738	0.575431827290881	0.0385734399216386	0.618392909933781	0.747217417512203	0.277025586829822	0.635221845618848	0.596775479058103	0.482375370334114	0.313137649889293	0.590939581755347	0.0944427009373746	0.554028145161447	0.552309089329876	0.551325909453206	0.425455537145873	0.526523590204653	0.123343493417961	0.392192375772938	0.592287315484533	0.235300642205456	0.34174450274489	0.112079618281696	0.17016465437593	0.186347515834595	-0.211325260976472	0.745916126017281	0.334849446994375	0.305404990205111	0.454692924734792	0.504668598124343	0.248861424860649	0.313241304250237	0.451595145698336	0.815024491056115	0.50356247663263	0.344061094035142	0.330063832363575	0.498010734187758	0.844485933750439	0.27785293418947	0.0811545284741583	0.0911474642038107	0.767669059580266	0.114057881407094	0.769022893078421	0.490448842712492	0.635312399836587
CD6	0.974676299368792	0.971512734125377	0.987449687803636	0.953583872448763	0.985865837791906	0.931974339767451	0.941191782505506	0.979337150202347	0.93575452616579	0.938670925506901	0.558443463992033	0.866872346129203	0.920043985474903	0.972190604562419	-0.0690475687680248	0.884731846211564	0.918033158696248	0.925224418214496	0.952488245814302	0.897949808935931	0.986798407438592	0.692158814935791	0.624733467174968	-0.214380847600701	0.952654180734064	0.503527878857441	1	0.234306613235831	0.638322631312509	0.51569647774032	0.942790667773876	-0.770095549052157	0.291604061624331	-0.294450282380251	0.310957303029101	0.68406203862155	-0.0820464188318205	0.92400088174028	-0.0582080304380863	0.903252852849371	0.730623350258251	-0.168512756551948	-0.718650645705957	-0.0775558297347608	0.547316186620952	-0.472647152727693	-0.214414075566788	0.345913955408002	-0.353220365760358	-0.359024022915179	0.846460769837352	-0.649846813591021	-0.276091901217888	-0.265101543477791	-0.285815403635696	-0.462654766121292	-0.390942277692949	-0.636594940909153	-0.466110090143064	-0.26706737940226	-0.593049756572498	-0.508877587997764	-0.669568178739348	-0.648472796043805	-0.655904429239687	-0.713503831743414	0.592859902063254	0.866900713059686	-0.580877811266864	-0.394713315831689	0.798860631384477	-0.601762040713452	-0.520785271323358	-0.400223752098922	0.338234719863408	-0.41664100410683	-0.481351226483365	-0.272409332669271	-0.397620063551556	0.64786176852322	-0.584772107618167	-0.629218836784185	-0.671381560885438	0.451218721069424	-0.674441903725442	0.366331005056192	-0.234729265537121	-0.142029474189181
TNFRSF14	0.188139850315062	0.224058387691253	0.211682153483706	0.123125434067555	0.19722648437856	0.184392797466809	0.0851238820932895	0.192678330646954	0.0590210898517511	0.332722023897987	-0.0511910426452908	0.345858649154488	0.43315054294355	0.183772515729135	0.6563183021635	0.411908253034204	0.368262731583688	0.164250218623148	0.184449568636111	0.044967214044523	0.271560960552901	-0.0128860537017307	0.617740178296148	0.453942592349244	0.240771237707464	0.59833135178469	0.234306613235831	1	0.560439216869428	0.655439377371347	0.243687883973515	0.116523396758889	0.609342807499971	0.422587328225239	0.639754900922744	0.193733400702841	0.528802223017218	0.317461803845329	0.623321586566866	0.198361594249986	0.500147890069138	0.452279814026307	0.172607691436098	0.728042052340688	0.544008614065785	0.303197569217708	0.41288486318347	0.803478250385851	0.491929436359533	0.465533495924586	0.446177418090081	0.299700992944909	0.326697804935005	0.378167903345017	0.519248086107511	0.334494867310567	0.420843779439254	0.351125985732435	0.33573561797719	0.426971501851232	0.296335594287207	0.260119683060771	0.318134738078996	0.181144621422655	0.173467434257763	0.190037143660895	0.745211860120714	0.16494393842612	0.26491338907418	0.414769743319221	0.498636609737918	0.331972174698302	0.398143243749077	0.303313322093114	0.603057159098015	0.376840678573709	0.424606986719221	0.515755799110267	0.35941289902217	0.540946174319305	0.338862649837929	0.298975784275346	0.239638527661128	0.658218857800536	0.277545420284963	0.731554445151023	0.559112311695649	0.443782682396441
