""	CD3D	CD3G	IFITM1	CD8A	CD2	KLRK1	CD8B	CXCR3	LAG3	CD69	KLRD1	S1PR4	CXCR4	CD96	CD44	PTPRC	CCR5	CD247	CD27	TIGIT	IL2RG	KLRC1	SIGIRR	CD46	F2R	PTGER4	CD6	TNFRSF14	CD47	TSPAN14	SPN	ABCA1	C1QBP	SORL1	TRADD	KLRB1	ITGB1	ADGRE5	TNFRSF1B	SLC16A7	JAML	TFRC	ITGAX	RACK1	SLC1A5	CCR1	ADCY7	CD82	ITGB2	SMAP1	PILRB	C5AR1	ITGA4	PECAM1	VSIR	HAVCR2	HLA.DPB1	CD68	CD4	LAIR1	C3AR1	CD81	CD9	NRP1	CD163	GPNMB	JMJD6	PTGER2	PLXDC2	TNFRSF1A	CLEC2D	PLAUR	CANX	ENG	ATP5F1B	CD74	CD63	MCFD2	TREM2	PTPRA	APLP2	PILRA	TREM1	SLC16A1	CADM1	RPSA	LAMP1	LRP10
CD47	0.592607672016688	0.57796385303628	0.5983340319763	0.571528105996884	0.605184543164186	0.555461576750019	0.556124583742273	0.598472839979782	0.580140308750293	0.682551685624887	0.200969117183934	0.54799999435548	0.773364834308948	0.596377005953306	0.460517727492568	0.869471108068148	0.742246870893679	0.53722893882044	0.577325446957336	0.563776179563803	0.665736770543568	0.375314784436121	0.833186984989924	0.361702048983089	0.606020672725374	0.83263844215686	0.638322631312509	0.560439216869428	1	0.7557531065962	0.647603603634796	-0.374343577279552	0.831712385366284	0.415392023231543	0.599178937559769	0.357533856077965	0.621201182316059	0.656866778719677	0.539411986712768	0.608969851617931	0.660512853698992	0.376786782025837	-0.155513182015383	0.589473517898735	0.829572101354743	0.134256643535157	0.471660755222985	0.584194722685558	0.396496472081833	0.249327754840743	0.73842509690744	-0.0731950072109842	0.464361222462924	0.41455883764382	0.464772143345777	0.296591414015091	0.360643337923273	-0.0176854531388024	0.262290927292011	0.460738277263476	0.0933467031471261	0.200821412794636	0.00834603684408224	-0.00290361106076454	0.0261818306440225	-0.314799856836153	0.852255306817554	0.496140454661825	0.157626357455051	0.321093682314149	0.563319174570728	0.105386209523412	0.192027595482229	0.330876811493172	0.851961326977066	0.341634587365758	0.245203391063311	0.199522204832026	0.349870262921305	0.872132326524768	0.128088389129377	-0.0683842103505416	-0.0420848072386105	0.753148581643208	-0.00797280851567473	0.838818255898376	0.444950743538398	0.53569536294466
TSPAN14	0.433750838418436	0.460406285729667	0.471375056970124	0.420374313641927	0.461995116194384	0.367824478159717	0.393385223936664	0.477667310320359	0.382767459129522	0.535896762638406	-0.103573835947079	0.413825421621425	0.656451048241062	0.419640895749423	0.47720985583151	0.659295834129795	0.648289729977958	0.329215926523687	0.389181369036949	0.30017995998885	0.497811293611407	0.0854472828262951	0.685738709644837	0.315942233529166	0.517633010614159	0.756312846409068	0.51569647774032	0.655439377371347	0.7557531065962	1	0.500027078477441	-0.120047924885973	0.671492158708863	0.465364105857394	0.53896450124745	0.151993155825391	0.597204899185901	0.451573433260262	0.646666234600069	0.427837469575764	0.721613274967927	0.573592249337692	0.0350250436105381	0.537270909372099	0.776993261724751	0.244982000722795	0.447700853366512	0.702994629053747	0.431188022150257	0.266407842958496	0.582659205802781	0.0917333499792165	0.329944543691085	0.437271554929677	0.439627920718172	0.2722914924414	0.397821994164983	0.108602476294451	0.336047233199994	0.477995496400403	0.234994417402967	0.289625161182049	0.0999298140213243	0.144531970615801	0.156863113734963	-0.120481565124374	0.757764330001845	0.26859606152988	0.246220126989401	0.373897506055468	0.492125968335811	0.207383634733155	0.262896455482752	0.385790875881518	0.719088641409353	0.386402177126157	0.296305925729178	0.458955706481485	0.384223753652666	0.761068114125604	0.238138200919561	0.0513369884839723	0.0745107017438285	0.683488283679336	0.129799405970244	0.667563470090253	0.477265392759671	0.430842282498269
SPN	0.971476013966803	0.972701612376897	0.965998454755348	0.959236673693823	0.967931542738584	0.934982995032633	0.949322976670523	0.954291711865623	0.911916512705402	0.956482417239717	0.632301126097015	0.857690675104523	0.884234710632353	0.945482717039453	-0.057884393184314	0.900796426458941	0.880651199234122	0.932703506889901	0.960470636820626	0.920873389741229	0.952986665251862	0.705670431632002	0.65667625978852	-0.186407044937571	0.905056352831959	0.521584768553383	0.942790667773876	0.243687883973515	0.647603603634796	0.500027078477441	1	-0.812910391312754	0.311491630112213	-0.274622858757284	0.406723824945485	0.718634125040325	-0.0645979477990395	0.931084142542781	-0.0743233224962625	0.915719252889188	0.688427269136468	-0.171903583044224	-0.721899062397338	-0.0312852702126582	0.584171032119394	-0.498338900736251	-0.149957564418109	0.260908866238869	-0.323832151081367	-0.378474920740325	0.882752063711125	-0.663655934178875	-0.199017837027614	-0.224160408629215	-0.223959928076697	-0.430294052740781	-0.335161986199199	-0.649061144476599	-0.452820327125098	-0.230637872426257	-0.572687274151204	-0.482362744664328	-0.664262099107814	-0.645224938675046	-0.627777726343842	-0.770566467968612	0.568969096594083	0.885682526908775	-0.543130394052304	-0.382629702661355	0.826270187805034	-0.596896051637394	-0.51258444700753	-0.378942782476349	0.334328242921324	-0.356845906081847	-0.483689783347874	-0.340195616593382	-0.343901622354496	0.646388976548476	-0.58256394856515	-0.637284459449846	-0.699303914127224	0.445005615322052	-0.680030402709482	0.401729628917479	-0.243031817297893	-0.0180987276586973
ABCA1	-0.835105962278526	-0.824888992231815	-0.801340096945734	-0.790117356977836	-0.814912710230305	-0.861840027425249	-0.797487381871042	-0.76205827754502	-0.770329643116496	-0.824565004845902	-0.784226837939762	-0.808550692161124	-0.600641955804453	-0.827845751092169	0.467028651332965	-0.66365915527539	-0.652874587977719	-0.880827772719819	-0.865963146963221	-0.839156888872276	-0.790306926391745	-0.785242466318945	-0.319488163989933	0.540285884359415	-0.727480499129852	-0.237759458966717	-0.770095549052157	0.116523396758889	-0.374343577279552	-0.120047924885973	-0.812910391312754	1	-0.0656955694346906	0.467860137510485	-0.190879969250889	-0.816039222483132	0.347261754508265	-0.823048447609322	0.452756192866253	-0.807372565076702	-0.278753241564486	0.446689213638213	0.856565935126525	0.317194014053503	-0.222365381489187	0.782424734546909	0.27681352865974	0.144351271197871	0.587441283368528	0.645203204931395	-0.649752677538473	0.881177942358809	0.249551241787358	0.442155112990789	0.434851751027648	0.607967125705653	0.513835697852348	0.863330717561006	0.598245439095857	0.403196072286418	0.764715112925053	0.59427397726874	0.850260508472495	0.780611247220484	0.721949655777542	0.957102749572904	-0.196293571929392	-0.884249785885311	0.674235515704065	0.632173324750415	-0.685380011302472	0.762226127008144	0.748237844216527	0.515809778528206	-0.0420859922111587	0.501416055383674	0.707070936280575	0.701432622547092	0.471051545835146	-0.311768330788249	0.759012138480254	0.850581872158445	0.818235210325503	-0.219233481217516	0.857560802105166	-0.14961937737111	0.5392142890177	0.226070730405035
C1QBP	0.213655911118978	0.215470447009701	0.255121421000388	0.195964076714065	0.233906795959499	0.196253371376672	0.174258240457948	0.25054984408154	0.225511245734422	0.351356094853303	-0.111103994284182	0.253353794227222	0.472680915260413	0.23125212956546	0.597022444526956	0.581516658880207	0.464399336612261	0.163619120012052	0.190964494659977	0.163540766292814	0.318908664325418	0.0283950163646333	0.663824410659676	0.504838279709053	0.269114555282775	0.768674831778183	0.291604061624331	0.609342807499971	0.831712385366284	0.671492158708863	0.311491630112213	-0.0656955694346906	1	0.64152120134753	0.472905007527584	0.0641606274950165	0.766824141680007	0.310454403117453	0.70700338314211	0.253497919028059	0.55944468020076	0.52073535166181	0.0896116371751373	0.802286638745695	0.776467685063801	0.390411797825931	0.722118943574573	0.572267615524499	0.695925090515823	0.496090665834783	0.438680160160648	0.171410052422699	0.736969277991767	0.561185974400221	0.736843997839783	0.567572481076577	0.632802288546287	0.294788645221311	0.575938869293711	0.725755201479759	0.454676591130799	0.511646732460022	0.313508707281011	0.320479990990351	0.348487199304096	-0.0443621085142631	0.715805451353925	0.128009542115568	0.482075361613404	0.576926637154006	0.310937638386067	0.444392761438372	0.519436829768249	0.624998191124807	0.962985043678659	0.634726990788916	0.565104314906883	0.472445623885889	0.651389075630163	0.764817272311147	0.4604241052444	0.191551292690809	0.287807345572858	0.671285679141039	0.305879056735821	0.909518583316397	0.637809211701581	0.68724415742467
SORL1	-0.376042904887225	-0.37154320248413	-0.338316445451581	-0.365654520138468	-0.357259977726967	-0.41226514497998	-0.361898968261517	-0.321234444946082	-0.347111027686319	-0.232387355272869	-0.529697518042858	-0.299852516736297	-0.0146439964774464	-0.392062787497239	0.685966436266874	0.0643145525471965	-0.0355212541987275	-0.455441818327326	-0.397332583317313	-0.374820712113647	-0.296124708573359	-0.505261783904925	0.342561090858893	0.636540201213653	-0.240555356498212	0.55482130322972	-0.294450282380251	0.422587328225239	0.415392023231543	0.465364105857394	-0.274622858757284	0.467860137510485	0.64152120134753	1	0.285116435725759	-0.502033611375211	0.910509238083532	-0.290040835654156	0.897338794423815	-0.381183011456336	0.0415137451010969	0.851692719067605	0.72295331628145	0.7480979823121	0.415423737185174	0.809454998909302	0.866225881641439	0.449704708977797	0.922622523892032	0.721868917481382	-0.103439881464938	0.727576600912918	0.852402076005069	0.90278732523706	0.896322411035573	0.918652399051398	0.934224173519212	0.718118717605293	0.922180178435818	0.948356770868868	0.857479498297521	0.897498841237362	0.775425564677451	0.825242756237252	0.851598898565131	0.443511766896301	0.362485388161097	-0.484296947036709	0.925036663491565	0.928995323890731	-0.208055247641053	0.868438973705791	0.867441776129657	0.931099415665843	0.66402023499756	0.940851716838925	0.862682144316666	0.69509496897856	0.924802720011684	0.410889649939981	0.87491758792169	0.699075295744452	0.753284926040378	0.482878896723914	0.779833385967629	0.527132575489965	0.778952133907163	0.744726364530346
TRADD	0.333798636556494	0.365199397794036	0.302229879902597	0.262637310250489	0.325822217001539	0.37612430910887	0.245812441167227	0.254813054109544	0.226397550987307	0.460236231933529	0.306804951083394	0.494262486190887	0.474949816953518	0.325014557821938	0.408893701892783	0.552914008304931	0.351452461824252	0.383008690449136	0.380952783836275	0.291282362780944	0.386739731544284	0.245267713818445	0.703621388082952	0.265654125007062	0.376773874491907	0.504251464507091	0.310957303029101	0.639754900922744	0.599178937559769	0.53896450124745	0.406723824945485	-0.190879969250889	0.472905007527584	0.285116435725759	1	0.424336423563474	0.379982317709076	0.478955661525222	0.352915532365376	0.357140446444004	0.349967303969701	0.263308305820281	-0.0475868002037284	0.56273072654773	0.45970208710557	0.0364270337348917	0.232334848492888	0.549269861698589	0.272961422382907	0.258149727649855	0.574385024072798	-0.00228985677624513	0.305515522093351	0.262576306435854	0.398441056586021	0.181489473883083	0.27802877447003	0.0480966663012182	0.12433958350088	0.283952744888534	0.0661949990789833	0.0744082461674455	0.0711060273216675	-0.0474584499686019	-0.00229006372767461	-0.152478947646563	0.669168486908378	0.406587012082838	0.10630040595356	0.17425966379165	0.583387076313942	0.0877467274022357	0.162327013302525	0.145591557434946	0.428644383461801	0.250042814506776	0.157839977519734	0.176067759558139	0.235962206294698	0.488248326468739	0.0944661614240843	0.0285703583524409	-0.0514104664747131	0.62077002866051	0.0370906895626131	0.659691964655657	0.286560022082772	0.407364796296629
KLRB1	0.757086270465433	0.751540266326782	0.695818527148851	0.658301318658539	0.72925588015154	0.85148584623807	0.652099022577238	0.635689113697544	0.619350534845761	0.790272942571661	0.842589948007827	0.843990029424678	0.565115903660886	0.788793593412153	-0.279640279476474	0.60950991425873	0.551013739330788	0.878193657981375	0.816585916264393	0.73064765615739	0.744037843264597	0.864026785321075	0.387705080313903	-0.324227653229714	0.607214389019191	0.223742957429786	0.68406203862155	0.193733400702841	0.357533856077965	0.151993155825391	0.718634125040325	-0.816039222483132	0.0641606274950165	-0.502033611375211	0.424336423563474	1	-0.327445207474998	0.832984917629143	-0.41549005676954	0.781893980631915	0.30316300327362	-0.430218575887732	-0.764455895790584	-0.11113531246033	0.181972858344869	-0.740722189916163	-0.311615108233828	0.0885296148849683	-0.538112982589345	-0.472007186072227	0.729695990034387	-0.743610368481282	-0.295153346965367	-0.489560100315588	-0.347602223770934	-0.580889149005864	-0.499720705556674	-0.718712274891835	-0.614524875315636	-0.457294788305967	-0.728407133912502	-0.641444136761755	-0.711732410419958	-0.773738283449862	-0.732722876304534	-0.757461670070254	0.344589473365978	0.933004438900848	-0.672634454290537	-0.604766342453458	0.813241492077275	-0.714393019945917	-0.645818731569528	-0.575667979580153	0.031192394246722	-0.513425885242136	-0.633577976389108	-0.548246660658823	-0.505326159751956	0.22865787417177	-0.698050573158985	-0.706309396671449	-0.765132188101968	0.312582510783871	-0.756889154988931	0.286523544829438	-0.421555200198016	-0.154304833667514
ITGB1	-0.15757171965673	-0.174666504868935	-0.130980444782298	-0.146392335360515	-0.14092061795003	-0.195983934798587	-0.142091196861169	-0.105988810141494	-0.125304662600637	-0.0178384849949456	-0.391355684579768	-0.153767575200063	0.187139789672275	-0.165674378174513	0.756480996885324	0.288831305693617	0.181288942295509	-0.240995710660022	-0.187233969095336	-0.155394978497548	-0.0729648816598541	-0.263402263223146	0.518410721880527	0.707099652408973	-0.0800631951735029	0.722459676848585	-0.0820464188318205	0.528802223017218	0.621201182316059	0.597204899185901	-0.0645979477990395	0.347261754508265	0.766824141680007	0.910509238083532	0.379982317709076	-0.327445207474998	1	-0.0643021877972495	0.892092359392115	-0.136779490061586	0.215639857707838	0.810421677261021	0.603114504956555	0.81568234828487	0.582528363080646	0.775109127342892	0.870186692344593	0.532431694333385	0.905251359768777	0.7117329318582	0.124065338506857	0.631521195064373	0.837548323300211	0.879352130085717	0.883051428688202	0.885504959290303	0.892057955226169	0.678097303275459	0.847262085766388	0.934837896955533	0.774407477141501	0.828698456901133	0.68300305594643	0.728520514325332	0.740073874990626	0.350309244354901	0.564334974748154	-0.27252413578663	0.816484055494774	0.897075251793838	-0.0627086541003875	0.790999043329113	0.822903410828739	0.883167262228623	0.812500176971277	0.888537819749899	0.84605802556296	0.689727854460182	0.889240137995949	0.587816856677233	0.804416979712613	0.621003130292502	0.654725488498614	0.569269206732978	0.692156396190503	0.681850476848295	0.86577691290839	0.856717403591408
ADGRE5	0.957942190724318	0.949136293768083	0.932041654570368	0.908816640440019	0.944072984067163	0.956029149418456	0.903041593930888	0.909331067353578	0.873721597922917	0.964581575367454	0.751049523593596	0.918651180241008	0.871142178846277	0.94110687456837	-0.0549070712079817	0.902153616422691	0.860258890997025	0.958038942260297	0.967658189188157	0.909361728257912	0.954275129447841	0.790896227432651	0.684113980712694	-0.207873446213096	0.878468423294904	0.548314777524402	0.92400088174028	0.317461803845329	0.656866778719677	0.451573433260262	0.931084142542781	-0.823048447609322	0.310454403117453	-0.290040835654156	0.478955661525222	0.832984917629143	-0.0643021877972495	1	-0.110790915175084	0.899072316300108	0.600633187965957	-0.197497127603785	-0.720198682742978	0.0178354778848182	0.519842231288842	-0.534519680213104	-0.152195829539436	0.313202912146767	-0.337461390789342	-0.360627016035276	0.882423839455889	-0.655569134898113	-0.163270546208363	-0.233558674981804	-0.207825965829781	-0.427791324762287	-0.326837233137903	-0.627364711001266	-0.461270693045196	-0.239872755514056	-0.601504432329321	-0.498178436133093	-0.645188816254981	-0.660543007821249	-0.646337230581845	-0.757058617520884	0.600114066213824	0.945642709670038	-0.564821520036151	-0.397047377761558	0.866454271541274	-0.593061011441039	-0.518863177398078	-0.398255215638041	0.320029402561076	-0.356324631989049	-0.473540667694902	-0.372500062154646	-0.342840671967238	0.624552683301619	-0.573894652539857	-0.635664751765986	-0.683786921421391	0.505096485599234	-0.670612640255088	0.452332566571524	-0.218908137219185	-0.00716881694892528
TNFRSF1B	-0.167134213100797	-0.152537975052032	-0.112849564917138	-0.156173306882999	-0.133039704628312	-0.23299574977225	-0.170342851270278	-0.0854753651565398	-0.144692975504881	-0.0500129238555901	-0.525669697924781	-0.13856776416275	0.237045590821943	-0.177994729272713	0.814124204800936	0.244038519270704	0.188475510763718	-0.282663957662505	-0.215882387384151	-0.232979790719912	-0.0647661323696706	-0.427309008257659	0.523578577890433	0.724889344830775	-0.013936100204171	0.648709482787932	-0.0582080304380863	0.623321586566866	0.539411986712768	0.646666234600069	-0.0743233224962625	0.452756192866253	0.70700338314211	0.897338794423815	0.352915532365376	-0.41549005676954	0.892092359392115	-0.110790915175084	1	-0.198810191874476	0.367437507915601	0.855118759207533	0.613925366029846	0.787399190954322	0.595489134500324	0.80262469076604	0.760923646109356	0.687303228469656	0.878687326566854	0.74654859363354	0.0975274680091668	0.690817710599908	0.682919070245822	0.81021159688823	0.833598735351883	0.811677529946256	0.838966354199154	0.677918085904827	0.797833453804411	0.847159789088807	0.779179317649851	0.741947450220049	0.706560117705437	0.710024209725324	0.686445796666015	0.450162432140751	0.58749529747646	-0.343498873078443	0.784844956654885	0.87158365310664	-0.0230762184492604	0.768025156042769	0.821193386056646	0.800573908603765	0.752747424811799	0.816886764131234	0.807763044209016	0.804446715344082	0.786621250496225	0.605513893177788	0.778327145188644	0.668881708746154	0.641321551900965	0.592829583901248	0.698758928804252	0.617174188663089	0.794314190065752	0.677066964524015
SLC16A7	0.93736148908591	0.91329976637316	0.910110688396301	0.918849914850133	0.931396563620165	0.925007659809961	0.904216549030023	0.905545003393408	0.878566622967031	0.915156373159826	0.630149747052458	0.795925149191059	0.789016545886588	0.938105621522693	-0.13854352139534	0.82874403113589	0.798557144230744	0.934946671531688	0.92548526760641	0.898141429823963	0.926895151635014	0.827257812133405	0.501136899268371	-0.183537883747251	0.799692910718504	0.374299394487426	0.903252852849371	0.198361594249986	0.608969851617931	0.427837469575764	0.915719252889188	-0.807372565076702	0.253497919028059	-0.381183011456336	0.357140446444004	0.781893980631915	-0.136779490061586	0.899072316300108	-0.198810191874476	1	0.63774356035371	-0.260113158595692	-0.766386233242031	-0.0647459037746568	0.485386621396165	-0.570724712238245	-0.235768215947579	0.183963212042539	-0.387840751907398	-0.410132745759867	0.848910272224749	-0.70154077485511	-0.264927145879213	-0.314313671088282	-0.281609549216485	-0.487004928458987	-0.421880705556118	-0.670258226590615	-0.52070596776758	-0.329364207770346	-0.635551679341932	-0.54357290321422	-0.683111615924246	-0.705288177678206	-0.691010436862321	-0.743693003982996	0.515367624421898	0.921160041275987	-0.608811867082589	-0.45493905940386	0.75348010095791	-0.640803727927123	-0.570187326390464	-0.45466187181752	0.266217700072607	-0.439383523461924	-0.526955124082251	-0.368427595182522	-0.42086782668365	0.51661297759774	-0.633018868014536	-0.671242719229245	-0.716244820587919	0.359779926966578	-0.713421175940525	0.369825152316582	-0.264630681698091	-0.063031415257952
JAML	0.650499290653554	0.676556709939148	0.707275404159752	0.658211285710147	0.691648580555514	0.586417256382045	0.613393171995201	0.72039148952563	0.635580863219153	0.655663140711664	0.0553508021502274	0.548024252004191	0.791960088488822	0.661088189248917	0.328520142455412	0.721334253690108	0.722618395480724	0.554558028254134	0.585881447218595	0.497049359704148	0.720461513158165	0.274188295459806	0.647733892204542	0.212681147524859	0.697712808847287	0.524659803180738	0.730623350258251	0.500147890069138	0.660512853698992	0.721613274967927	0.688427269136468	-0.278753241564486	0.55944468020076	0.0415137451010969	0.349967303969701	0.30316300327362	0.215639857707838	0.600633187965957	0.367437507915601	0.63774356035371	1	0.163225800363206	-0.346946435310196	0.308781282918776	0.715320757608136	-0.023386376021962	0.0506168015116178	0.641932464320572	0.108850067600716	0.0921892132388977	0.712015601711186	-0.215549021796212	-0.0410715844211481	0.00164971677322485	0.118154360653527	-0.0798262544057345	-0.022102885648597	-0.189405965844944	-0.073365618739311	0.0527101174392239	-0.104680034452751	-0.156951702725935	-0.193953018531535	-0.24252490765231	-0.264790688223434	-0.252780023612275	0.727958060174447	0.466616527858266	-0.157332200011037	0.0194141440209379	0.592023071341873	-0.178109433411481	-0.0361241326850772	-0.0576879093081008	0.590504046193825	-0.0497644932831858	-0.0331094202184547	0.254768003728786	-0.0624981425621643	0.706537099656082	-0.147941412335802	-0.214876254783608	-0.274228396842901	0.503697698846425	-0.195649794604664	0.558715670909875	0.138239236326664	0.0981477081472442
TFRC	-0.244141363969603	-0.247392470681131	-0.212791214779305	-0.230903581282365	-0.224517750110762	-0.294734082682198	-0.227389247170232	-0.179053476583302	-0.211246411411546	-0.133988298477417	-0.495327967494953	-0.221309897037569	0.0692469116702744	-0.254747973912042	0.617888805513978	0.115649013331895	0.10798397001066	-0.349497258663394	-0.290941031066931	-0.276622637179332	-0.18090006802384	-0.407278714866821	0.317356968854036	0.557816951072797	-0.144759536473498	0.575431827290881	-0.168512756551948	0.452279814026307	0.376786782025837	0.573592249337692	-0.171903583044224	0.446689213638213	0.52073535166181	0.851692719067605	0.263308305820281	-0.430218575887732	0.810421677261021	-0.197497127603785	0.855118759207533	-0.260113158595692	0.163225800363206	1	0.667584104103573	0.610191137452401	0.419766030404652	0.753153536684091	0.762761645456748	0.449028221478414	0.785702468855001	0.549718493409321	-0.0225565462946134	0.652790451691705	0.631489265393354	0.817466198493825	0.733902876112998	0.760801952444965	0.805369850741024	0.634533320031231	0.768971510783257	0.807705012707081	0.754767290074298	0.773262761845244	0.639722830542618	0.737789138363691	0.726328190652309	0.3937826594379	0.360934033089919	-0.388294461577376	0.777377004777614	0.790696011379457	-0.117586825613167	0.737419252835104	0.731954620210682	0.799724382585078	0.580206304564916	0.807322928557543	0.724070878355351	0.75712386430667	0.799476071925996	0.42821974512554	0.763908489289745	0.610961831390189	0.607460315791266	0.47781418751374	0.627598652829882	0.416884691586675	0.714722116686104	0.631353646550315
ITGAX	-0.771156273201316	-0.769024874175584	-0.750662520189441	-0.740855898042528	-0.759358043087951	-0.798059579543058	-0.732403915305205	-0.718011278905629	-0.724947912179671	-0.697437697551712	-0.712706118870131	-0.713609684013143	-0.508032661670896	-0.783025626352676	0.498098722826979	-0.490323638967437	-0.505156836814873	-0.825616041257298	-0.787392884922499	-0.747545937516105	-0.734483879539807	-0.735138592048999	-0.136253788564921	0.557352898330823	-0.66176348635928	0.0385734399216386	-0.718650645705957	0.172607691436098	-0.155513182015383	0.0350250436105381	-0.721899062397338	0.856565935126525	0.0896116371751373	0.72295331628145	-0.0475868002037284	-0.764455895790584	0.603114504956555	-0.720198682742978	0.613925366029846	-0.766386233242031	-0.346946435310196	0.667584104103573	1	0.404190502169249	-0.103618674986661	0.862284231593927	0.557592787602496	0.141215860086237	0.726338450494017	0.621953751139839	-0.539922278816831	0.912944821663411	0.518952790931379	0.67930023351695	0.5994319752857	0.798447371104357	0.721153639836565	0.872404746009368	0.805300605633631	0.659465753971849	0.867166226246614	0.811737799055556	0.885504452677271	0.911930611925514	0.897482963977496	0.818427402188609	-0.0801581045939267	-0.830379211065112	0.855699801116121	0.775974975846172	-0.595434959083581	0.862399128370411	0.824560263484284	0.75476124579493	0.131301788874848	0.732883867441748	0.795182061219222	0.657037239694325	0.716389746569645	-0.135717261204482	0.878755582934166	0.858103302983423	0.869595888782046	0.00499504151087847	0.897077138680963	-0.0171127411000745	0.674573539979787	0.481154826339061
RACK1	-0.133123007311737	-0.126773454246015	-0.116162929891919	-0.15630611940016	-0.12504286859122	-0.129150452730994	-0.176520772294519	-0.120510586325236	-0.166232755818059	0.0403942474519641	-0.269087216601878	-0.0277330972423407	0.215814621811062	-0.129623966615576	0.865485823337524	0.284303145065044	0.112340405877353	-0.153840286016689	-0.138719084419464	-0.169353658142646	-0.0303281902351417	-0.187615039507955	0.558444617234036	0.736261413574873	-0.100116293764284	0.618392909933781	-0.0775558297347608	0.728042052340688	0.589473517898735	0.537270909372099	-0.0312852702126582	0.317194014053503	0.802286638745695	0.7480979823121	0.56273072654773	-0.11113531246033	0.81568234828487	0.0178354778848182	0.787399190954322	-0.0647459037746568	0.308781282918776	0.610191137452401	0.404190502169249	1	0.596021648161731	0.589089819950461	0.730452285119458	0.67674673855831	0.83936116558102	0.828036398624768	0.206743133636812	0.569006183769353	0.74357259481409	0.67381302022594	0.918609077785135	0.748067697076587	0.811127572880198	0.636124327190324	0.672154034209826	0.765847454514031	0.649516791141335	0.607731153070726	0.670311956502316	0.517067934213354	0.525344262447101	0.374667977022195	0.644664511060244	-0.142211974842736	0.672342851507037	0.785487640038308	0.108913749902606	0.691415192546001	0.779048262751362	0.665683453146717	0.781726399920591	0.765304070720265	0.778900914031161	0.668649639159837	0.726656128114705	0.547653982156732	0.687520890580217	0.588169694982171	0.57188635746763	0.596303257190206	0.627763778237236	0.869360830919618	0.775107343707199	0.763326138712409
SLC1A5	0.500539318404968	0.514656958430026	0.523643727095808	0.531874791783747	0.525363939282438	0.469703316335903	0.504239653501194	0.547688168110403	0.526172658209022	0.545329057425329	0.080907641992939	0.379806442904672	0.730574719295497	0.498492839849932	0.586974038056609	0.760212802768652	0.615823520713231	0.412511570159123	0.445044646316024	0.446329031668665	0.556306690699743	0.233238965543924	0.789658086213385	0.350449815251358	0.538688619522577	0.747217417512203	0.547316186620952	0.544008614065785	0.829572101354743	0.776993261724751	0.584171032119394	-0.222365381489187	0.776467685063801	0.415423737185174	0.45970208710557	0.181972858344869	0.582528363080646	0.519842231288842	0.595489134500324	0.485386621396165	0.715320757608136	0.419766030404652	-0.103618674986661	0.596021648161731	1	0.17929148543927	0.43537785130651	0.593703116362166	0.467997026489793	0.311761382738872	0.627844415783294	0.0438336224637593	0.385173157833816	0.46739031781812	0.512450427922166	0.320254810884338	0.418039046980059	0.0998474880459374	0.258908703962691	0.452487776165305	0.197043838978075	0.230288378937368	0.104914355753858	0.0681510870223255	0.0529666994892584	-0.175172326694062	0.801605422679727	0.335576770454526	0.196676506581399	0.397695943109414	0.397145339068597	0.179346831662834	0.263827445264845	0.332300771182163	0.804547316605402	0.376453997433149	0.321958047424465	0.277060321978012	0.36340496099014	0.903491934681097	0.181518373095011	0.0451525261533857	0.0324525296144864	0.574263643261531	0.0882342649339914	0.774983172298102	0.462686226383471	0.506808507337745
CCR1	-0.567184756735273	-0.578629612356176	-0.51946068391923	-0.51757810805784	-0.539847005970067	-0.62621200797457	-0.51624667463457	-0.473487917125574	-0.487909333959382	-0.505665192178954	-0.727467488185164	-0.581773874261434	-0.237754955982338	-0.571003587451944	0.672559581030572	-0.217915981387127	-0.233305456991362	-0.667651966720614	-0.608320680234838	-0.559478176235975	-0.492567701256123	-0.642356668314687	0.110245112156442	0.739871226815169	-0.438936974632778	0.277025586829822	-0.472647152727693	0.303197569217708	0.134256643535157	0.244982000722795	-0.498338900736251	0.782424734546909	0.390411797825931	0.809454998909302	0.0364270337348917	-0.740722189916163	0.775109127342892	-0.534519680213104	0.80262469076604	-0.570724712238245	-0.023386376021962	0.753153536684091	0.862284231593927	0.589089819950461	0.17929148543927	1	0.649002688656328	0.353559612703198	0.860148628999463	0.754168902668777	-0.330255666885877	0.866186951626247	0.621670238523562	0.7803099072947	0.72142823240205	0.870433967748513	0.795815288522995	0.87191086201206	0.854797184491216	0.780698019787527	0.908714682389006	0.836348323091885	0.868349646865709	0.898213912324654	0.871303273460244	0.748757521702137	0.163064826024872	-0.709681844387742	0.879404600592353	0.879370582195675	-0.465831583299386	0.893464247813586	0.912956327486938	0.819505695282744	0.449448429714815	0.79520896352763	0.887288945138585	0.838890620922948	0.782603945696611	0.159431584974301	0.91342531629527	0.841287016015764	0.844405664421597	0.168585981141074	0.891444537604938	0.237540518708713	0.788171584644109	0.605646987672139
