""	EGFR	PARD3	KLRC2	CANX	NECTIN1	APLP2	TFRC	ERBB3	THY1	PLXNB1	ITGB8	F2R	KCNJ10	CADM1	NRCAM	NOTCH1	NOTCH4	SMAP1	LDLR	TSPAN5	PTPRZ1	CD99L2	TSHR	KCND2	TRPC3	ADCYAP1R1	LRP8	UNC5A	INSR	PLXNB2	ADCY9	IGF1R	PTPRA	ASGR1	LINGO1	GFRA1	LRP6	TSPAN15	NCAM2	S1PR2	VLDLR	ROBO1	AMFR	TSPAN17	SLC16A7	LRP1	PILRB	ITGAV	DCC	RTN4R	PTPRS	CHRNA4	CD9	SDC3	CDH10	GPR37L1	FGFR1	MCFD2	CD81	KCNQ3	NOTCH2	LRP4	ITGB1	SLC16A1	ERAP1	LPP	SIRPA	NCL	SCARB1	SORT1	C1QBP	ABCA1	TSPAN14
LRP1	0.929833361303508	0.949955230285116	0.929803011355313	0.968591756394933	0.971635359864785	0.954157633801102	0.866205909875544	0.946667639853461	0.953823300792993	0.969773104430318	0.957486627105638	0.963076612061198	0.973272982408657	0.962104046560431	0.966650705436725	0.986923632268075	0.857151919077628	0.971444930345444	0.959241805460422	0.973154447218428	0.953120101056446	0.944584344230846	0.882646042131708	0.886993211429296	0.912066345514735	0.900882391707594	0.952854801226014	0.892063119219452	0.961448469017598	0.920987102624688	0.888006741879784	0.961524710435007	0.977693721590287	0.869101434297745	0.961774221458834	0.965831917677363	0.965613404258846	0.877816689982906	0.931046468656574	0.925325570979493	0.926875504465925	0.96881182778653	0.939765970899887	0.904258161340169	0.913770266295396	1	0.946851314000511	0.963675985697043	0.857959847368849	0.911352548421682	0.88798121172761	0.931695025144951	0.730373499421484	0.97603937207063	0.839017849408092	0.919849067367253	0.960198091843633	0.965845052236138	0.954413461451907	0.895469899689736	0.902572612483999	0.968380779049103	0.96129982690634	0.943245474902083	0.91812312094544	0.914726799563545	0.90874503027517	0.918793539678238	0.944563116843054	0.830287892089891	0.928950365912993	0.637051906958761	0.807432160836734
PILRB	0.895822604406901	0.923349091912306	0.895954568354873	0.938152988065	0.927476999830493	0.927826410498139	0.846963148704525	0.887863461853478	0.899381937267592	0.909972137235116	0.931345352640381	0.929230958221232	0.938186283257511	0.912341723449014	0.942102478251708	0.945349015255326	0.814270607171198	0.919497645261151	0.923253359858269	0.928917032672403	0.930928149232292	0.903385602302807	0.877205094473411	0.865843904260416	0.887323892765448	0.870540251197324	0.934313443177377	0.829125894774681	0.933631981463818	0.868071148923326	0.872554247067424	0.931286681386926	0.941927032307204	0.82258881329799	0.90628997611151	0.929559127682438	0.942319303430282	0.830512136257656	0.915710598708484	0.879781492574878	0.895323644650079	0.942424586034376	0.900841983889693	0.83379509437756	0.893137868097868	0.946851314000511	1	0.935321118635187	0.831993792703794	0.849182757869327	0.891729079376229	0.874261766770449	0.702819823610111	0.918456233275339	0.82275401945492	0.873090610636931	0.926760332927255	0.935536362558451	0.892199933650559	0.881915377177087	0.866300771818017	0.944034083141506	0.93571639412844	0.900326877352712	0.89252679539092	0.91127381009765	0.879820437450087	0.899501029053389	0.902529682372508	0.820350804731004	0.874187976010504	0.632348023579843	0.757241722228937
ITGAV	0.938147156508629	0.955735325663401	0.918082116724236	0.978921010914051	0.948340963321809	0.975491715112896	0.885163225891486	0.929517327117434	0.912582215184894	0.936185062401822	0.977748572631836	0.944896517215549	0.968413103279229	0.944931091627359	0.975467593310407	0.958627625399131	0.843263471871534	0.93693182851546	0.951135823482331	0.9527960301552	0.980306332343904	0.923101143594937	0.921870733927949	0.89539211905771	0.913152348450971	0.898778594977092	0.965751166240792	0.855300569702149	0.961829759467936	0.898916758460097	0.905596680730361	0.972498810446373	0.972466027635908	0.813359178754167	0.919762326884048	0.97884410568224	0.976873162416945	0.866396524982728	0.963280670970343	0.900279368410445	0.917296169793001	0.981679440007566	0.939590526920639	0.834419317649768	0.946497901209804	0.963675985697043	0.935321118635187	1	0.871526509152022	0.84431740100398	0.929655476788254	0.888712433146889	0.737763762508697	0.951194689798444	0.851690130475459	0.880649341664413	0.948382818645495	0.957866979737761	0.903851615792934	0.9126136092805	0.911542837585905	0.972753001435471	0.967417655701973	0.928489897068811	0.931898226107648	0.933401428402464	0.897880279327629	0.963337160062252	0.923906048336647	0.86400532011208	0.878409290651405	0.656755986273818	0.787536021863531
DCC	0.886839911265382	0.84195873282577	0.853489306493263	0.861254567205298	0.819690608731049	0.853988451406208	0.791821550432819	0.795287576864325	0.785731023033062	0.805678458992788	0.894653339730723	0.836042677236758	0.847659686449339	0.824644696611535	0.879422970594948	0.836238242284528	0.712090571645167	0.818232353193556	0.860560217313983	0.84199743986245	0.877880485614122	0.810429039687249	0.843549148550584	0.822263424195573	0.811494802800034	0.810850587947618	0.845087863914688	0.741144286058219	0.853221927498904	0.77666177089895	0.786614245709909	0.869104830480897	0.854456525099499	0.786292228942932	0.822256458181338	0.871236745640992	0.878538802987521	0.737858525803811	0.892172704787831	0.758192353078744	0.802058183163041	0.868856110178108	0.805508829398204	0.726465151349511	0.866835974985121	0.857959847368849	0.831993792703794	0.871526509152022	1	0.712016113571622	0.839414522265947	0.745886972195909	0.623239446830329	0.830826975004517	0.81212134001707	0.741790506177044	0.86561505806197	0.841571647364664	0.776556179279844	0.849675126991205	0.786292371509214	0.883472637233595	0.84481229742146	0.828017761381279	0.831370975167185	0.866081869462535	0.799737241952815	0.843950938473993	0.781693100629647	0.782544139681126	0.753727236944324	0.584762897636292	0.669261409000611
RTN4R	0.774189728795652	0.856821311045891	0.841693082168727	0.87652226366393	0.918808780672005	0.847222103219822	0.71430878390775	0.880384660310472	0.961993018799967	0.921891825909538	0.822926998144922	0.910397914609759	0.903843063386642	0.924241898651482	0.845472202587705	0.916831879904406	0.778529066393285	0.944561186322249	0.872875804581794	0.927175103431584	0.822091503966935	0.9047855417187	0.750654412558453	0.769107600230681	0.814201175994328	0.798092019829293	0.825774583894525	0.864095940433496	0.855842859061035	0.855448149639514	0.810132935944045	0.837066960195457	0.908866074483383	0.82492883699169	0.911415346967706	0.860721957534241	0.838962057505461	0.875743543846769	0.775199981355924	0.863932523718756	0.864998157968646	0.85587325557615	0.861665863317895	0.921621160074376	0.784820053918167	0.911352548421682	0.849182757869327	0.84431740100398	0.712016113571622	1	0.732734891143222	0.940815414171987	0.68162625851057	0.920022781388768	0.677991341546555	0.93443798607238	0.839934277172371	0.885862183674161	0.959803659485412	0.763819334806858	0.773008436879053	0.849255019130766	0.864428837838639	0.86072261757393	0.79877467926028	0.758204730908394	0.838233938155212	0.79672307662207	0.927220583730827	0.689867302391746	0.965255674968588	0.469212763640091	0.716580871043405
PTPRS	0.888333842685714	0.909827120350717	0.856904239402939	0.93138355464948	0.86391083738284	0.940198673547453	0.846505310613896	0.843327958378707	0.81199726898591	0.846335292327357	0.945869715451544	0.878728981976886	0.909350642143867	0.860811962106822	0.941094336216252	0.888607258177285	0.770857869353249	0.846788156594178	0.871002004996111	0.878919450715241	0.955441249994981	0.850081067349295	0.918290165494198	0.843893043685675	0.889057121559623	0.814630698903142	0.930553029401446	0.757406443965014	0.917106223529103	0.812733250656643	0.863051838056125	0.931476242052759	0.903870625206479	0.736219677716014	0.80776476076621	0.920096784116418	0.942633767558776	0.792722020888851	0.942814819326636	0.824638496008171	0.876150060732124	0.94053057552579	0.887029985392256	0.737193753308562	0.927079188121163	0.88798121172761	0.891729079376229	0.929655476788254	0.839414522265947	0.732734891143222	1	0.791626477622291	0.649482579111338	0.852208899762745	0.821302374440353	0.791890577840764	0.8782226365231	0.890059897639126	0.793836554986737	0.872643418937214	0.848388052970542	0.927960989481138	0.915983174432272	0.894806777036348	0.892676044174133	0.918349747620584	0.818558390860768	0.949076710508895	0.839775536682391	0.84110178287692	0.776050098031347	0.630293370431175	0.723806541454303
CHRNA4	0.827289719584063	0.88652426621967	0.855665122973692	0.911649430358738	0.946589441493184	0.890540402344526	0.766839089435401	0.91458435333351	0.9552161436073	0.93932737618818	0.87298014237356	0.922143935689163	0.930626277528057	0.940833542735093	0.889690321215617	0.933923242404073	0.798598432304456	0.943806220096197	0.905382776458692	0.932873366389768	0.873007476230674	0.916565823037415	0.814369411968574	0.797439933302384	0.8582473592717	0.829614817146123	0.873058874345551	0.861249325265186	0.889603522341306	0.88040915125059	0.840326621114082	0.890018945426415	0.929608768240988	0.825925201212805	0.923043861618876	0.90197449739314	0.884701368571878	0.881295913439061	0.832964550002943	0.881030855836866	0.880970083743011	0.901435925651429	0.899437786435029	0.902525441068374	0.839099924374422	0.931695025144951	0.874261766770449	0.888712433146889	0.745886972195909	0.940815414171987	0.791626477622291	1	0.6833069682133	0.945248551824956	0.725034319503455	0.920837657654512	0.870417391484073	0.912555432579338	0.945188035921032	0.812637429230956	0.826190537880985	0.886192311858264	0.896565905642314	0.893806307963997	0.849911932440423	0.806024292887921	0.855909431656531	0.851645364731748	0.939675639546292	0.729627441387417	0.952288540603872	0.509398271867583	0.743928275120637
CD9	0.667202667712537	0.726352758862426	0.641776942504781	0.755670618664787	0.719941229874279	0.746303060509197	0.782993302102511	0.708412675277805	0.694098545389204	0.707102155002323	0.711725249575291	0.715497396855067	0.74043593243452	0.743266801213989	0.704421161564496	0.722891958322615	0.68059893026173	0.712658327668228	0.70015706347484	0.749855796313434	0.69241059386857	0.718393500564457	0.630538174388081	0.628037800282842	0.639527165682131	0.747385201752233	0.703618446687	0.663096767698275	0.743229868139647	0.753571744243427	0.690977145244503	0.708149449910505	0.750816849790107	0.632533768138274	0.683130338121285	0.71271032045828	0.7058264996548	0.718395596235232	0.708593908908102	0.669863570113041	0.724878155750159	0.712589905719083	0.754129239864554	0.676602384119197	0.721880509955354	0.730373499421484	0.702819823610111	0.737763762508697	0.623239446830329	0.68162625851057	0.649482579111338	0.6833069682133	1	0.737637999738115	0.605142774759437	0.70477408951091	0.684065539244477	0.760759579202615	0.785799219663217	0.67979270071649	0.677712563977095	0.703583636798201	0.779921946524407	0.678979460724893	0.746193765611117	0.74446964387227	0.834452412882836	0.723866315463476	0.733673358245824	0.816972594319879	0.698353973027296	0.758438621299877	0.778732213815763
SDC3	0.911857740644449	0.932163022847823	0.912174538635166	0.960098339708371	0.971554561651095	0.943901946469647	0.837996798780704	0.956389311347267	0.957611529374085	0.97081417723976	0.939824257115262	0.956977853651511	0.966863101884536	0.972032161583215	0.947347109784931	0.971209551135322	0.828411620413473	0.965428005480271	0.952205142906706	0.967452272592752	0.930295270430388	0.94035005536402	0.866519290676959	0.877363525044379	0.892693817003587	0.906964425510437	0.934622071537707	0.892693361608952	0.941340896115126	0.913339301096054	0.872137677338179	0.951984099977082	0.972699099762919	0.853218745472926	0.953996030820351	0.962359431476193	0.943884265254188	0.897373642040772	0.908409714222568	0.926311005326893	0.920467136799035	0.953694118438793	0.937031616152647	0.906482438177746	0.897919316623371	0.97603937207063	0.918456233275339	0.951194689798444	0.830826975004517	0.920022781388768	0.852208899762745	0.945248551824956	0.737637999738115	1	0.810203834403239	0.934683716398493	0.935044222919209	0.95289590238933	0.958376541200741	0.870560193373267	0.893729540119564	0.951754495426912	0.942972926441332	0.923789507260676	0.901871583520512	0.887028646746898	0.903319174853906	0.909574635155782	0.95526236913763	0.814370192558717	0.936775660663197	0.596869292972673	0.779723052781539
CDH10	0.907263227876959	0.833910938766206	0.873801968391561	0.825781314305672	0.800793406683664	0.833159366506168	0.773930632671245	0.758840801649511	0.73790028627311	0.765586018112581	0.864113934937794	0.788315542596986	0.811880600766925	0.760063522613499	0.865639937579755	0.819813372109138	0.727559258941044	0.804234892752225	0.802882536324897	0.818430991570825	0.860701127502777	0.7710504204226	0.796381521424113	0.860952501504472	0.812868443431341	0.818355001165011	0.841943648749632	0.725919027849537	0.836936436633175	0.779625911467663	0.759832519772613	0.83814068237984	0.825415112105541	0.744281366888034	0.815070872776491	0.835883101298439	0.83889604499891	0.660513090619032	0.871793224442938	0.792268252582998	0.763895898987638	0.85023785140746	0.79662598583357	0.692608182346671	0.830240815961197	0.839017849408092	0.82275401945492	0.851690130475459	0.81212134001707	0.677991341546555	0.821302374440353	0.725034319503455	0.605142774759437	0.810203834403239	1	0.702973840705514	0.868769684438023	0.840910094950271	0.761141424445193	0.832488995518033	0.829741484606212	0.865324501577939	0.821271628032514	0.795924073609666	0.817822008240217	0.83771239292247	0.753527041629073	0.817456321506647	0.731625681159803	0.750705465014908	0.70725945379312	0.629925354104691	0.70060228020706
GPR37L1	0.800096824188138	0.889142766975658	0.859148315481906	0.910602313316318	0.928166814329041	0.892081272232637	0.755131600807306	0.889632182392029	0.95702596608938	0.930567541428446	0.865078697829872	0.920600931352044	0.926409491237882	0.939565018000838	0.879890124164649	0.926385197895808	0.783737495777475	0.941078653733552	0.889560641229668	0.92448539828484	0.864762327189858	0.912145161254147	0.790791468208005	0.790775345828905	0.829337839832682	0.819339543935931	0.863972647680646	0.859242447003262	0.885566894130669	0.854215999123066	0.832633879489528	0.874038690784474	0.925210834644374	0.804829139710341	0.89047090639882	0.895410352744118	0.877151964488375	0.896780180867767	0.823121188825155	0.885962850108653	0.898187079614244	0.894915332468025	0.893222271745793	0.925859301738914	0.832448484046783	0.919849067367253	0.873090610636931	0.880649341664413	0.741790506177044	0.93443798607238	0.791890577840764	0.920837657654512	0.70477408951091	0.934683716398493	0.702973840705514	1	0.860251982764224	0.914466403287356	0.943995561939247	0.773562688875366	0.799343094591387	0.88698104500927	0.894103936062239	0.896484411731925	0.819312678475778	0.810787527945289	0.837747137566239	0.847706839065953	0.946634213171336	0.737997772818309	0.952419548294192	0.476737607792201	0.699968480277761
FGFR1	0.943549727730227	0.922472561756615	0.938781255807913	0.938059279629984	0.926456214349193	0.935706491156231	0.874590883885539	0.898469966969542	0.902083208147477	0.917678547052581	0.947417113205175	0.924115556265584	0.933541875955148	0.910608620386622	0.952604758155467	0.951927335864927	0.831961619637838	0.933117130925462	0.948884620491141	0.926689973765335	0.946508707606124	0.91035255401455	0.884203708683623	0.906322274481105	0.894075518116039	0.875860932995149	0.933690191624385	0.854862945960641	0.93663161663607	0.890970751746976	0.871075118717894	0.94046702484405	0.941822344758084	0.84920663366008	0.938396062839218	0.946263836451451	0.945077662927004	0.811824834370943	0.925240934959328	0.91248960887101	0.885088058478998	0.951272875384498	0.901018712404744	0.846734737638999	0.903112642223894	0.960198091843633	0.926760332927255	0.948382818645495	0.86561505806197	0.839934277172371	0.8782226365231	0.870417391484073	0.684065539244477	0.935044222919209	0.868769684438023	0.860251982764224	1	0.940441870126177	0.898997965524037	0.90144447619559	0.909613739100688	0.955418058927476	0.931055056152859	0.926027103867116	0.875438872166562	0.918413293974482	0.860099172243912	0.899001114563748	0.890052953590381	0.809116056250501	0.866205614960847	0.639660926875214	0.774728938923914
MCFD2	0.909090796194482	0.951684514281171	0.922271617168275	0.965112906289817	0.949886868674352	0.961768999506985	0.871312855693174	0.908778827288146	0.94197845440095	0.939989815790934	0.950584423704493	0.949976454402031	0.969800665458351	0.944924054947899	0.962075969846541	0.963432285344338	0.865387836889407	0.956738934525916	0.945923070805921	0.959750302964751	0.951121436473317	0.932294965193296	0.888324331357785	0.868687797947708	0.911551713001965	0.888663854584567	0.93897270639433	0.86633484377131	0.953610526150938	0.903289968888143	0.894323513762811	0.943503428007205	0.971906323480179	0.844424428787538	0.929080644606199	0.95044319671501	0.957418063531149	0.876447851217041	0.929144032365024	0.911732829916618	0.920175630624812	0.961721838801292	0.936098470804338	0.888994582677011	0.919212734129932	0.965845052236138	0.935536362558451	0.957866979737761	0.841571647364664	0.885862183674161	0.890059897639126	0.912555432579338	0.760759579202615	0.95289590238933	0.840910094950271	0.914466403287356	0.940441870126177	1	0.942182933196807	0.889381527560095	0.892702923233558	0.956823065829615	0.964425650472547	0.935809789236538	0.901395660795379	0.92014184988956	0.909073115650662	0.933990233713098	0.934502468699809	0.841862293464512	0.923153706408022	0.646324271172811	0.798144235134018
CD81	0.851398938891975	0.910604109060174	0.895646117831436	0.925570484156305	0.952507604741427	0.905938859469981	0.810800676066137	0.909103349768266	0.97154024477096	0.946423188585896	0.881420712457152	0.936884757188753	0.945752454355338	0.946824717483391	0.900008431626185	0.952277244166068	0.843104739599529	0.971257570531503	0.906589369785398	0.961013364081216	0.877873777613413	0.936012522603091	0.807161194022911	0.829880933471861	0.857381636352202	0.875562887556318	0.874998916119754	0.88968335753779	0.90947829771588	0.902627016562278	0.852636875072583	0.889733914125995	0.95138846477237	0.860221918638521	0.947233715731047	0.908852658851723	0.889048097976983	0.887219508065622	0.847653359522889	0.906530600726138	0.897428839523547	0.907740280235949	0.916149761025882	0.932167496776999	0.853447596846164	0.954413461451907	0.892199933650559	0.903851615792934	0.776556179279844	0.959803659485412	0.793836554986737	0.945188035921032	0.785799219663217	0.958376541200741	0.761141424445193	0.943995561939247	0.898997965524037	0.942182933196807	1	0.828946272918719	0.844710760598884	0.902649451483086	0.925256125715618	0.904729845791097	0.863708977474006	0.840846261458661	0.911459942926454	0.861637749980203	0.94238266897665	0.773922619253857	0.97060307016544	0.606468586464818	0.809395705893884
KCNQ3	0.905854021887274	0.890030033025957	0.864687052033648	0.907427632721764	0.872557838669163	0.911328399864449	0.857479632011577	0.848732699737273	0.833007365030305	0.845030867829303	0.926403168823993	0.878443491608767	0.901734463031772	0.863140651621543	0.920066024653809	0.893629982660578	0.799507998079562	0.869947942837187	0.88198436887549	0.883992501800797	0.924110983772515	0.859073496544764	0.886594526114954	0.861753711916478	0.861254700639738	0.826327617096698	0.896197536548885	0.765110855242105	0.895046331681784	0.834784304091863	0.841254758002921	0.911846927899722	0.904071226174256	0.779349071097512	0.869130077681094	0.910377111112351	0.912973055143587	0.768883768321865	0.919534586860584	0.833209551493187	0.849872697506846	0.917113759597564	0.857371597687831	0.744527790543483	0.90405025010904	0.895469899689736	0.881915377177087	0.9126136092805	0.849675126991205	0.763819334806858	0.872643418937214	0.812637429230956	0.67979270071649	0.870560193373267	0.832488995518033	0.773562688875366	0.90144447619559	0.889381527560095	0.828946272918719	1	0.84308877933596	0.905232263082734	0.903842011374245	0.84764290259612	0.871769253309616	0.899549753479609	0.844796691126306	0.903223520176472	0.821895840540888	0.798558564306099	0.79433386834186	0.653778644046139	0.767628866987358
NOTCH2	0.927555648132902	0.858599625876712	0.87942734486242	0.889601637021649	0.877038885900991	0.892465817343834	0.860649421246755	0.884030860245848	0.827207940616139	0.880739977516114	0.899226578067058	0.849522206622818	0.874600896297617	0.860681464069356	0.909323804396635	0.889944382449061	0.799000281665362	0.863119628425609	0.882892183108995	0.881737975453247	0.898033901619107	0.840638078619058	0.840261337227719	0.852882817290354	0.844406977156191	0.869808807407956	0.895031232395004	0.8323676140254	0.902384034086641	0.873136660085112	0.825900360752953	0.906036831145508	0.892354001209929	0.802585039480918	0.875990266339125	0.903448254300758	0.890602462501952	0.743256216607387	0.895183294896812	0.892868661255483	0.842048850873141	0.903873248260041	0.870631674984051	0.795308296714687	0.866087658248679	0.902572612483999	0.866300771818017	0.911542837585905	0.786292371509214	0.773008436879053	0.848388052970542	0.826190537880985	0.677712563977095	0.893729540119564	0.829741484606212	0.799343094591387	0.909613739100688	0.892702923233558	0.844710760598884	0.84308877933596	1	0.908951580373336	0.885901368842251	0.872970376430855	0.855605166991602	0.88074284357594	0.832256393954325	0.87363204657996	0.835842133591442	0.800953292783266	0.797351650210725	0.674752026972572	0.770282691465901
LRP4	0.947774092391646	0.94726621325433	0.936964110007217	0.970933047086717	0.94258106025783	0.96786434597085	0.86750589075678	0.923053453071835	0.911750798120821	0.936825918504567	0.975749334005254	0.947883414581753	0.964273361230999	0.942089349138696	0.979492937469177	0.96196564997464	0.821619455440188	0.937195162291901	0.950945361632853	0.954255793083657	0.973698497005747	0.924890526602353	0.912802866677072	0.906656330187358	0.917828081418532	0.893549607369007	0.962069992111384	0.865720849371568	0.961527913833158	0.897178289423841	0.890492839906663	0.967485559228161	0.96535513009831	0.83685660537559	0.924922379824122	0.972294470605309	0.972722489960281	0.854285626143811	0.960155827938514	0.905346820640599	0.926712050628694	0.977385258110948	0.928691749913705	0.85265754345293	0.935215081308672	0.968380779049103	0.944034083141506	0.972753001435471	0.883472637233595	0.849255019130766	0.927960989481138	0.886192311858264	0.703583636798201	0.951754495426912	0.865324501577939	0.88698104500927	0.955418058927476	0.956823065829615	0.902649451483086	0.905232263082734	0.908951580373336	1	0.957423595086695	0.933486178644636	0.913849588655752	0.942690097263307	0.887877159911093	0.9459546957444	0.922482591172952	0.849798483431238	0.880567037142329	0.627126456854853	0.772800834772404
ITGB1	0.906470005723057	0.955179935244646	0.904980818219449	0.980516092215409	0.945480770560852	0.977362964007191	0.901642677631019	0.918639605542819	0.926622003479286	0.933918639763495	0.962903839213736	0.948273664709654	0.968928309357563	0.948134768933011	0.967777560015294	0.958623628584063	0.860923803102118	0.944777680086112	0.940183916314132	0.950601860232062	0.963460908881686	0.928002105607265	0.907083180599267	0.872638201256657	0.908580445720718	0.874589832005692	0.956650840388464	0.865561945265161	0.954868660858957	0.910620555103348	0.909694262981861	0.957538747439067	0.970792321707542	0.825731130197694	0.912737514147062	0.960539035289659	0.964335793983848	0.884854023990544	0.943260481084932	0.90161590138586	0.924435281458838	0.970526793470603	0.945861483905953	0.862091216810754	0.943310872002144	0.96129982690634	0.93571639412844	0.967417655701973	0.84481229742146	0.864428837838639	0.915983174432272	0.896565905642314	0.779921946524407	0.942972926441332	0.821271628032514	0.894103936062239	0.931055056152859	0.964425650472547	0.925256125715618	0.903842011374245	0.885901368842251	0.957423595086695	1	0.936413095082609	0.927940415082087	0.935370969611255	0.906563206199362	0.958668921133922	0.93241603725621	0.874628938067033	0.897966055920671	0.694881813395003	0.824070850201031
SLC16A1	0.884114601250753	0.925454934433221	0.89616170434753	0.946720175974424	0.931696434551869	0.942311716128502	0.846705000400502	0.908276080238731	0.921240004560756	0.925216761874419	0.931134105660032	0.921698107687388	0.941271488487011	0.929606491053717	0.942863490472887	0.942846503470897	0.817742146375271	0.928975561206139	0.927431270205186	0.929832801482967	0.933746243764804	0.915347794624091	0.874023706656713	0.854509451734366	0.901534444742826	0.844080350590305	0.924150187839469	0.854930652930123	0.921193297869062	0.879696735165165	0.891108825498193	0.931191374438584	0.944897505791678	0.819109989951915	0.896130349184783	0.932916353654437	0.93995017218862	0.85312884619963	0.900932813167433	0.903450080849451	0.902930054370704	0.94624502099628	0.920810852883312	0.87415845604261	0.905341792756031	0.943245474902083	0.900326877352712	0.928489897068811	0.828017761381279	0.86072261757393	0.894806777036348	0.893806307963997	0.678979460724893	0.923789507260676	0.795924073609666	0.896484411731925	0.926027103867116	0.935809789236538	0.904729845791097	0.84764290259612	0.872970376430855	0.933486178644636	0.936413095082609	1	0.877953463403078	0.889433111473445	0.849821282949683	0.916693695301083	0.916375745154293	0.806652569998613	0.896962172458224	0.592837305148548	0.766142792656884
ERAP1	0.895577622975564	0.889702808755559	0.852222794059296	0.934449041328751	0.909632036278254	0.924559030687148	0.867074147630406	0.913524599530591	0.85044364179191	0.89006831202425	0.931577853444238	0.890507246621435	0.914410078426967	0.906381137955652	0.92317330835031	0.906920599569343	0.793125141393614	0.878274697903619	0.894241981333382	0.908005952966132	0.921880901057673	0.867011317321109	0.863541834682642	0.822522547705658	0.87645902232023	0.864702778635347	0.926237331869385	0.821563106116429	0.917251272748032	0.869970506484354	0.86067239684734	0.929377530707482	0.923469702561527	0.784378941233843	0.86294572195568	0.928932703809433	0.930219316670607	0.842696244366379	0.922185077007164	0.838130314121337	0.891360983692154	0.931637870905256	0.918280670625904	0.787508348627319	0.898569937090695	0.91812312094544	0.89252679539092	0.931898226107648	0.831370975167185	0.79877467926028	0.892676044174133	0.849911932440423	0.746193765611117	0.901871583520512	0.817822008240217	0.819312678475778	0.875438872166562	0.901395660795379	0.863708977474006	0.871769253309616	0.855605166991602	0.913849588655752	0.927940415082087	0.877953463403078	1	0.883809083594109	0.872287618514319	0.922327664929913	0.872831966083877	0.850601228208634	0.82602929851006	0.67130297565212	0.798745907370057
LPP	0.91730045925033	0.913878894386195	0.885571997297676	0.937062988103127	0.879029578941711	0.942469899662145	0.902396167369432	0.855493425653708	0.831051239416585	0.86923833905708	0.95196715398768	0.895459300622746	0.912980629136108	0.884238525745479	0.945407850220766	0.907789741692163	0.776848552200669	0.868107992088388	0.909946474210268	0.892951005481546	0.941854284911085	0.867830834611936	0.908972628182998	0.85841710509669	0.878616606397445	0.862899899444738	0.931133947715334	0.799704730581418	0.936325078414932	0.862662714878135	0.869894794991505	0.937198690635747	0.912773898079512	0.779203584051379	0.85670238018001	0.927467640020588	0.941442278561987	0.795192250217089	0.942994217540953	0.854464157420287	0.886883163400821	0.938464454281483	0.878893758210316	0.777105524483807	0.915987847775655	0.914726799563545	0.91127381009765	0.933401428402464	0.866081869462535	0.758204730908394	0.918349747620584	0.806024292887921	0.74446964387227	0.887028646746898	0.83771239292247	0.810787527945289	0.918413293974482	0.92014184988956	0.840846261458661	0.899549753479609	0.88074284357594	0.942690097263307	0.935370969611255	0.889433111473445	0.883809083594109	1	0.869942663718812	0.920957776147975	0.859840549930702	0.864119767749158	0.79536555692931	0.727333713905424	0.794215941402038
SIRPA	0.847331850941842	0.885309070473632	0.820308814564609	0.905353925674122	0.89314165887163	0.892918071212663	0.83994305825062	0.874968444751985	0.867614459288547	0.882224876254374	0.885256159194549	0.891942535330135	0.912484732296512	0.890683378464819	0.889705372017654	0.90320079240944	0.817234980858263	0.886904777532435	0.871160812340133	0.912328538333247	0.872043120511874	0.8746071786221	0.820188226494991	0.808163265477685	0.825486120410267	0.893623125643002	0.875386473624532	0.80218915488482	0.893077003689928	0.873372298050392	0.833335255618814	0.883797855333638	0.922898714864056	0.816606238963091	0.868142592523318	0.889746945053542	0.888727128159521	0.826377671942653	0.864408651588752	0.828293715819714	0.859490657231746	0.888082459817023	0.883266308163589	0.815935916525419	0.865649756239471	0.90874503027517	0.879820437450087	0.897880279327629	0.799737241952815	0.838233938155212	0.818558390860768	0.855909431656531	0.834452412882836	0.903319174853906	0.753527041629073	0.837747137566239	0.860099172243912	0.909073115650662	0.911459942926454	0.844796691126306	0.832256393954325	0.887877159911093	0.906563206199362	0.849821282949683	0.872287618514319	0.869942663718812	1	0.869271465687282	0.878300463245724	0.843801432133427	0.857588432492567	0.725006973859353	0.812874323680203
NCL	0.905408545965533	0.938956141130137	0.872860929877213	0.975642210644998	0.910919611035404	0.981377707302954	0.881027468722845	0.894675893363543	0.873037625917144	0.889815741270889	0.971253569077529	0.92305145468415	0.953710415931335	0.9190406929734	0.964630103922021	0.921769531652038	0.827622890547593	0.898573875903862	0.916407663346112	0.918968121205818	0.980781577088189	0.903662612638405	0.930053254584386	0.878081239683231	0.894626153638098	0.842741548295414	0.949328936843793	0.806674413700689	0.940966256497799	0.859769617146528	0.899558122275428	0.958171306439615	0.95116127436625	0.776262719389009	0.861205250888181	0.962860290307966	0.959564943217039	0.853480354344257	0.966212880784596	0.857801068001228	0.910286148161574	0.972237203583889	0.931925460204212	0.789760103264257	0.955330579016859	0.918793539678238	0.899501029053389	0.963337160062252	0.843950938473993	0.79672307662207	0.949076710508895	0.851645364731748	0.723866315463476	0.909574635155782	0.817456321506647	0.847706839065953	0.899001114563748	0.933990233713098	0.861637749980203	0.903223520176472	0.87363204657996	0.9459546957444	0.958668921133922	0.916693695301083	0.922327664929913	0.920957776147975	0.869271465687282	1	0.893750848089875	0.866930286031068	0.842872727913091	0.644037655539254	0.764531118566889
