""	CD3D	PTPRC	IL2RA	IL2RG	ITGA4	TNFRSF1B	CD3G	CCR6	IFITM1	CD69	TRADD	CD27	SIGIRR	ICOS	CXCR3	CD2	ITGB1	LSR	CD47	SPN	CD247	CXCR4	CD4	FAS	KLRD1	S1PR4	ITGB2	CD226	CD44	CTLA4	CD28	CD46	CD82	CXCR6	C1QBP	SELL	CD5	CD6	ADGRE5	TNFRSF25	TIGIT	TNFRSF14	CD96	RPSA	ACTR2	TNFRSF9	VSIR	PTGER4	RACK1	SDC4	SORL1	SMAP1	HLA.DPB1	NCR3	FGFR1	PTGER2	TSPAN14	HAVCR2	TSPAN5	CD68	CLEC2D	PLAUR	JMJD6	CD74	ERAP1	SLC16A7	TFRC	HLA.DPA1	CD81	CANX	SLC16A1	PTPRA	LPP	LRP10	CD63	MCFD2	NCL	APLP2	LAMP1
TRADD	0.273788507477409	0.747328569498756	0.167283905909815	0.371165238778928	0.591406116167233	0.630619899816015	0.43717768670167	0.4811952330624	0.547211264849031	0.153960519593126	1	-0.00417706631290039	0.250476556270837	0.0368263632128	0.554014979336151	0.291536349142606	0.635544774624351	0.438927165132349	0.850130527681679	0.633435464000568	0.578978842378857	0.16934233666602	0.642079986212587	0.394310046123592	-0.0438526405239949	0.578834526524307	0.488983889222865	0.55990002094049	0.689358545187328	-0.102558071981764	0.0224088677364164	0.497636052883333	0.294267788940447	0.195318743327531	0.749272993852251	-0.0938039541100935	0.708251407586953	0.219729091197355	0.504766955060672	0.429826537338797	0.296771950862211	0.566853705791659	0.384139462131879	0.7248977884817	0.753814557578232	0.0284287880995931	0.56243926906563	0.778910470317706	0.73163122738735	0.470846787885056	0.213441461512003	0.564762165976433	0.648539580703285	-0.113924785807862	0.380720198576471	0.120490706683503	0.750283942671105	0.439445740993248	0.641471241186285	0.299570162483962	0.526399182610315	0.422029489930182	0.264804907275932	0.600249790805872	0.31739828636919	0.657460067437053	0.307215836234629	0.617187517162398	0.350096980087057	0.403780792961923	0.00607843607960568	0.203174416406583	0.421766992843359	0.692329719007832	0.202001338093035	0.57093612426039	0.717619939430817	0.260477638769174	0.235977933790891
CD27	0.499947078327271	0.309496119062228	0.767404962894536	0.821947224294428	0.302590638379218	0.32936924584142	0.597196482499643	0.547496552203694	0.182580999176243	0.157562034673087	-0.00417706631290039	1	0.834903443888057	0.760647557974302	0.387902120844603	0.664011912188439	-0.116082895516029	-0.312588383483345	-0.0856715787131444	-0.172032186391617	0.213820846939385	0.420602886575662	0.0886741070697407	0.26043771236593	0.302074523337266	0.419730445885401	0.151388338114466	0.151771573465109	-0.450113686266454	0.905240301146173	0.869938394556366	-0.0101836489392696	0.297637730986345	0.818886865734236	-0.287638611117453	0.760850570493409	-0.284769080466435	0.211304076925445	-0.0787957523813414	0.190649699451818	0.727516250255848	0.155699392347002	0.439524511798669	-0.307484835139324	0.00608153747738	0.901552378382719	-0.0650328713970091	-0.263924265257947	-0.380798066516887	-0.304459683258747	-0.279601074301029	0.0937450478104716	-0.145273002504865	0.753578099733042	-0.101301962477835	-0.330862191014326	0.323474329928909	-0.0206487537873595	0.0435095372865016	-0.385385417570655	0.290287750760055	-0.298361301259484	-0.165146799379603	-0.1312610565478	-0.181339965310731	-0.0267350395054153	-0.129820441174043	-0.146226391252108	-0.21366096163018	-0.328453909541672	0.142359224958098	0.00419540040936749	-0.151762324296974	0.104233936737628	-0.312222404087919	-0.438614961389239	-0.179304115874871	-0.198103476678531	-0.275848043482567
SIGIRR	0.37646816371287	0.421187813605106	0.865304683984034	0.751679184310174	0.67029462358351	0.567661511747297	0.558138205338659	0.718590938791032	0.576151487514491	0.156105053263334	0.250476556270837	0.834903443888057	1	0.530368744565477	0.39030109956475	0.53923828939379	0.316083717444203	-0.280816723153573	0.284183792222288	0.0744242519915408	0.17139317217962	0.304817248861394	0.433475007625288	0.599389501386118	0.224756305062088	0.523248825340998	0.352440416181924	0.246753109281165	-0.108653990375011	0.783575462191972	0.709870755716556	0.182873362532722	0.51606853027441	0.74152722250261	0.12606783851272	0.545760693341338	-0.182438024397724	0.0997777513068505	0.0535832871866395	0.0950694606169103	0.844879174291998	0.557508638258646	0.457592427604116	-0.00678917242687836	0.390897995036724	0.819962358380544	0.261393264297315	0.161774523625109	0.0524133188876713	0.0647393503696161	-0.216279156742026	0.402605539334851	0.291372260857483	0.561879495040627	0.226340194246173	-0.449187366306681	0.562048233978761	0.183954333075908	0.334169084239077	-0.0582995518637598	0.367360738315639	0.0429020715342117	0.0799872479175712	0.272107688133301	-0.322314873283444	0.235028504937787	0.129024780045776	0.274899688480338	0.0973563922036796	0.0459437601645471	0.258873799624988	0.211980455757666	0.168388312388245	0.481024160860596	0.0029148959431669	-0.0480744585422389	0.246626504481638	0.0884152260103341	-0.0196568349393033
ICOS	0.791615867598675	0.477732213043195	0.299516438187163	0.693597806844025	-0.0655189383411993	-0.0244011167176905	0.753016894238196	0.157331178208458	-0.0394620814444291	0.537900259219082	0.0368263632128	0.760647557974302	0.530368744565477	1	0.640762725877405	0.810215886977337	-0.408972136919741	-0.123725952008506	-0.234640888807862	-0.305151630310335	0.619851248780094	0.78934975792393	-0.207012376447765	-0.216101918023963	0.662928134697288	0.55578434112115	-0.221352116223199	0.55271592577579	-0.29930913684463	0.544510230185211	0.770885727016737	-0.366509749652997	-0.200263005613676	0.668175728267585	-0.418269792139611	0.900057103960655	0.0117075176833342	0.724823458885882	0.348542385415254	0.585035957218893	0.257120053187622	0.0208992229522018	0.368650879855663	-0.0268684837838905	-0.290071713032402	0.618566469233286	-0.353106814812667	-0.208680880239652	-0.385753452232335	-0.615868935868518	-0.465960908975406	-0.273971843928432	-0.429495080660128	0.521502713750837	-0.419757778879285	0.141339470818495	0.0592755400149644	-0.387988552028636	-0.209319150678064	-0.676602457797149	0.50803840701578	-0.603087327707211	-0.503851663862754	-0.473229155113713	0.240735034747897	0.0986392849645474	-0.536379192790603	-0.465312709854011	-0.626995979390397	-0.67480013282815	-0.314079197390787	-0.45745188820902	-0.525926910064802	0.0120223225153176	-0.701315704475252	-0.659846702213028	-0.414920365905656	-0.622416225271376	-0.714938608915971
CXCR3	0.718219078384579	0.600117818058788	0.0733506407584591	0.599293361215424	0.0504061885755759	0.0893132687543849	0.785974248917955	0.181986630205696	0.27590360581579	0.458151519120463	0.554014979336151	0.387902120844603	0.39030109956475	0.640762725877405	1	0.66009179199214	-0.0210996817375398	0.191849950797531	0.290126129192095	0.0834291226719279	0.88283934378622	0.634240596801285	0.0170212041478408	-0.15345925241065	0.538537138139302	0.598070161193825	-0.114911822736962	0.827120705708843	0.174865322230048	0.126571289301414	0.365797513423675	-0.214428925701917	-0.0469019722999325	0.578372338770233	0.191792385450091	0.562203451010923	0.509958566734302	0.781325473156477	0.60138598308582	0.76123482658549	0.119313800862241	0.176792879084097	0.233878766926377	0.591753684939346	0.156588192104327	0.331245114188587	-0.082794578526994	0.350756299946993	0.238364262927701	-0.258607502776517	-0.537702515956855	-0.0841808827577738	0.00743452084085933	0.172091588696889	-0.287393783162758	0.239258298840991	0.377003610883319	-0.225334516653654	0.117955624419357	-0.340480999195738	0.396302000060051	-0.331747771517075	-0.492711294343983	-0.0924179168444645	0.446770507469783	0.540558782050884	-0.442268215256077	-0.0516990215696579	-0.421890192940756	-0.329639889624866	-0.324157721386799	-0.478957550048203	-0.315940496328232	0.307626181303375	-0.443303672052636	-0.204509417063928	0.00532597742199731	-0.450765851146773	-0.536725133811746
CD2	0.930683033847004	0.747074201151407	0.33037492870752	0.799686149384144	0.107511117732739	0.239760555342811	0.919441615963864	0.451674741751404	0.0177798786028576	0.781815592650363	0.291536349142606	0.664011912188439	0.53923828939379	0.810215886977337	0.66009179199214	1	-0.244611837547075	0.119902328115837	0.0821215333062555	0.0998293416094832	0.676610573580851	0.900626258061847	0.0305003942919189	-0.0248349639670346	0.658156710959488	0.621361639204871	0.100854367235472	0.626065994021947	0.0154136379164207	0.515104802280854	0.792598279681484	-0.235893281730734	-0.24723537592951	0.713879404099168	-0.186081691939882	0.81536055821976	0.345518032114107	0.584021896332055	0.63168220149951	0.79761899807419	0.283888796791093	0.312182188640374	0.693046346733329	0.230399863830866	-0.0463768998136945	0.432190764068279	-0.243460750130853	0.041397393856467	-0.166325099729439	-0.534365196478576	-0.39330006305829	-0.224001901846256	-0.166857910806196	0.288962947363268	-0.415799248184457	0.370284057452479	0.133117990214629	-0.303904793224521	-0.198100319916507	-0.532639068031845	0.669953180270112	-0.496594450625193	-0.401989886101939	-0.231666907824556	0.410626511445818	0.0503698529704464	-0.511437274092271	-0.203314155109147	-0.559493539648979	-0.529830487772951	-0.489728560425984	-0.437765186899265	-0.49978527819099	0.009825698507199	-0.64619239453579	-0.482463582368482	-0.190860399682191	-0.606451260314079	-0.632270470565274
ITGB1	-0.326285451253098	0.278972767416137	0.350926482807083	0.0420910179672145	0.805486951174833	0.666747953456139	-0.0753605958443761	0.486347397029425	0.807950863991028	-0.354953044712989	0.635544774624351	-0.116082895516029	0.316083717444203	-0.408972136919741	-0.0210996817375398	-0.244611837547075	1	0.327934853300277	0.85701824449551	0.655305924739661	-0.0978353417713202	-0.395967458773883	0.828689688149676	0.772307814096547	-0.495220153995802	0.300739348230194	0.661997507799452	0.0163317436725918	0.606556363526742	-0.0973465255948293	-0.16220978021404	0.742891151428209	0.684404007444443	-0.088315106381221	0.872665584120378	-0.527221581742292	0.245896336164476	-0.371868049314975	-0.0115875451515829	-0.235346049354216	0.457679285718186	0.601386720854572	0.224611845278351	0.435528640116656	0.917863412523731	-0.000531143162035748	0.756402650284508	0.681490639882138	0.815956749747713	0.876289186555172	0.425870029395074	0.850508182913298	0.91292941610851	-0.135101055180269	0.804001963183455	-0.28075058878008	0.726921489901641	0.672013881430939	0.771760496700374	0.683243220547013	0.200293925328054	0.782168212498385	0.628328380944347	0.901263226243574	-0.135975710325446	0.531771720550898	0.726899848702002	0.91360752894656	0.811754620537287	0.852325602263656	0.485026133676808	0.657970566055071	0.849631205714559	0.797840291590612	0.748591498615662	0.850868941426846	0.936871330852089	0.754411522352725	0.759746900853246
LSR	0.119969976582663	0.474439403767256	-0.337505804010087	-0.0242030720316231	0.0156010436418211	0.161252944061711	0.152740479591724	0.0520270265548256	0.130412270609001	0.164265914810723	0.438927165132349	-0.312588383483345	-0.280816723153573	-0.123725952008506	0.191849950797531	0.119902328115837	0.327934853300277	1	0.504289614388216	0.643571103908855	0.299798191481287	0.174359657217994	0.366599188228365	-0.0488911498257812	-0.0873829120169837	0.30836091417944	0.388327226149727	0.360501751912728	0.700539104741543	-0.432102655378942	-0.0580690257146633	0.127684433985711	-0.162895680798134	-0.133083362790088	0.467295507703476	-0.271340295325577	0.707543601048803	0.0883072371338602	0.430014575610353	0.455109780904302	-0.242124406604233	0.146077804299342	0.404050377062608	0.643872505863818	0.343888150099937	-0.461798506822735	0.0978333535542115	0.414926764669431	0.558905597894562	0.135968885423873	0.196189870616736	0.0076149995959746	0.36868255216803	-0.512426593301047	0.0193300023987764	0.71698847281105	0.154495577792591	0.10179620495279	6.56887974143423e-05	0.232419209043724	0.340650787576432	0.160591786665739	0.0717836243301974	0.307155162492802	0.771153142546042	0.198583569168518	-0.0454209790489015	0.350498802674644	0.0464171638828205	0.199031708563923	-0.378949810984913	-0.162825120082913	-0.0025715438055326	0.171935755504189	0.057241319021356	0.293138814183162	0.303643682141979	-0.0684374806005337	0.0763280695833556
CD47	0.00221545175928341	0.583170895568774	0.280330947629358	0.213957594203419	0.754726295870358	0.743119130009799	0.24880565141711	0.58101961975043	0.631420492562565	-0.0260370818415658	0.850130527681679	-0.0856715787131444	0.284183792222288	-0.234640888807862	0.290126129192095	0.0821215333062555	0.85701824449551	0.504289614388216	1	0.750486164734922	0.226863046861608	-0.0806026243937305	0.814992349298873	0.649617082488312	-0.256870736150935	0.473001867115348	0.714417055094429	0.354602722945614	0.800000782839596	-0.106256604574835	-0.0263127170847777	0.541604852750945	0.450740261344666	0.125951423917447	0.943395627049868	-0.311147969829457	0.580201942496022	-0.150400622871269	0.340501967298775	0.162246299956503	0.396768832762366	0.730745857859476	0.337693637772907	0.713770164823263	0.940575368987038	-0.0356779070005864	0.689014147015793	0.825694358644486	0.895925355362726	0.689662703080478	0.285799890258536	0.693370741860192	0.901664812904091	-0.289201095565407	0.609533076125276	0.0183756543360583	0.749243733142727	0.574056134950426	0.673910199994019	0.605308043216368	0.375986000667307	0.633793245717048	0.439991572223749	0.857221835104696	0.166481748555499	0.561822777086402	0.479874143217348	0.887072031604586	0.586545028354711	0.722018750534419	0.173143360734364	0.425330747800141	0.580838670170373	0.770737745117813	0.552954430852908	0.790885023576342	0.900296271545272	0.511050752090943	0.515680873502374
SPN	0.0838473797489717	0.549172297571667	0.00458770125785166	0.230359415406523	0.470418148098064	0.550723870731233	0.17836327031431	0.514118899023888	0.434424632416823	0.0914388895466622	0.633435464000568	-0.172032186391617	0.0744242519915408	-0.305151630310335	0.0834291226719279	0.0998293416094832	0.655305924739661	0.643571103908855	0.750486164734922	1	0.148949120834865	0.021847671846031	0.672978268916074	0.370784798797923	-0.335868799787157	0.375493959454477	0.70492750532559	0.155003462182327	0.670073303347703	-0.19842529374215	-0.100753329227591	0.496222818452699	0.153756749434149	-0.148379740360052	0.679834787479764	-0.33714331426324	0.668715187831811	-0.192132883443623	0.267638018867039	0.251448028988683	0.114807577418004	0.50168131707813	0.528066149361413	0.60108561896928	0.697214892402295	-0.344354028204694	0.457526537318254	0.602340560719043	0.684748638108053	0.387571984322482	0.291833958175213	0.328264719717592	0.743549965994364	-0.302201401077702	0.207661883791956	0.310273236671293	0.42136534175077	0.361078185978794	0.22863387702539	0.413907066934424	0.422718619732945	0.399139196423379	0.328060398379892	0.697127146259535	0.358012368858399	0.202225225842226	0.290160223014035	0.734067089277874	0.377668690603212	0.449790977118886	-0.134780955877147	0.130622361653702	0.353818163825133	0.435911893507576	0.265550633533541	0.569588267647262	0.6359662126276	0.225493558623357	0.366509275311742
CD247	0.821833035280245	0.694528546235073	-0.150063734148245	0.522319949265896	-0.0601034917395215	-0.00848198696191786	0.807418187892052	0.0341881794112073	0.153251826317035	0.604943862070889	0.578978842378857	0.213820846939385	0.17139317217962	0.619851248780094	0.88283934378622	0.676610573580851	-0.0978353417713202	0.299798191481287	0.226863046861608	0.148949120834865	1	0.754768509767351	-0.0635240834621909	-0.293583633426389	0.599384283735826	0.64990077226823	-0.170718540693051	0.84179695807364	0.257442292462403	-0.082081873102552	0.298647156993868	-0.126284218418167	-0.276681423357793	0.351839427266353	0.0983761523547681	0.46432411637778	0.657160803138697	0.886845659800372	0.743605163305481	0.848338116205913	-0.107970412392202	0.0890193635697651	0.363513844125879	0.608825393137569	0.0490966484826785	0.0981665907993478	-0.153470054022486	0.313303404841702	0.177080040580408	-0.305579225995829	-0.376030616447461	-0.156838722295181	-0.105722189815342	0.128109094941341	-0.365174985413526	0.46789217338574	0.220105164866465	-0.318943790183095	0.0293660447085846	-0.464494324528503	0.612043223046375	-0.376505179554392	-0.517499124374837	-0.206286568231996	0.650211408023843	0.562079088193244	-0.474883423008883	-0.163684865500589	-0.494014332793706	-0.438981808137373	-0.483587733498368	-0.549635462048266	-0.339290420180957	0.222275732567436	-0.581932251717577	-0.261197572126965	-0.0194379321310688	-0.542076816067181	-0.596129973021157
CXCR4	0.956284180353084	0.684609258964541	-0.0146613165954125	0.589504524037907	-0.136197431172016	-0.0423910468203388	0.843886675410978	0.135228809433512	-0.111292005938907	0.911089633156883	0.16934233666602	0.420602886575662	0.304817248861394	0.78934975792393	0.634240596801285	0.900626258061847	-0.395967458773883	0.174359657217994	-0.0806026243937305	0.021847671846031	0.754768509767351	1	-0.150580981974127	-0.317240091612193	0.820671716049089	0.571722124143622	-0.132355641328339	0.722458871786643	0.0724311089977101	0.225818364555054	0.62138586931024	-0.439883086346712	-0.530129544144543	0.492476119318905	-0.278876759862452	0.772806929284409	0.398571634322014	0.767119340831883	0.753099111480066	0.852715545894949	-0.0643167242871218	0.190252002904439	0.544601312330427	0.330395767308345	-0.245118063987436	0.17397198275126	-0.39093997219305	0.0362329187950094	-0.172364913792728	-0.676347512593318	-0.460481522874365	-0.461773647805311	-0.311997263410102	0.119238711388627	-0.590789633227375	0.583088976440615	-0.112457907715789	-0.520097578214046	-0.397181973934371	-0.620550201332857	0.664498943904009	-0.612895035462844	-0.556835591695849	-0.404771194575151	0.563156530151876	0.0735026189478312	-0.686477626995447	-0.364888494324626	-0.736377378008297	-0.684003967309488	-0.725016488281819	-0.683387451539876	-0.670685491243613	-0.0758031935088932	-0.801585376347554	-0.58365185347599	-0.331908293640488	-0.794582959883694	-0.817252547578689
CD4	-0.146635496909197	0.52443385491514	0.504058587898035	0.241961802797501	0.864949472606551	0.901651918874515	0.0437282997834201	0.715682186698462	0.575527399852619	-0.117685721659304	0.642079986212587	0.0886741070697407	0.433475007625288	-0.207012376447765	0.0170212041478408	0.0305003942919189	0.828689688149676	0.366599188228365	0.814992349298873	0.672978268916074	-0.0635240834621909	-0.150580981974127	1	0.744882100601378	-0.358971084747449	0.371532070514396	0.890286242882464	0.128420047188594	0.663503538661628	0.183843430025225	0.0969782599423974	0.5801357543272	0.559361027601321	0.199135545008979	0.733563857913852	-0.222025221004767	0.249990786827486	-0.377343710677369	0.0648879578762606	-0.0571457838452616	0.607273397640974	0.783739443088394	0.362588180665092	0.387135382564268	0.872423412736777	0.141481965204179	0.838655773052077	0.684733106898236	0.704828046745457	0.642911300221491	0.521585311475185	0.726048131467248	0.899386514434263	-0.165130468415352	0.676835315123752	-0.163220400640445	0.783873613569225	0.783930626770197	0.57902620654348	0.7306063023239	0.296322230638478	0.776421579733939	0.741091436477966	0.914866407935719	-0.0810462890140344	0.267395116746244	0.691593530807267	0.896522486442999	0.729102928621597	0.738747029596163	0.242175909291596	0.566607006901231	0.63872308013717	0.750543352795602	0.5832560096772	0.748118835782526	0.793488334279722	0.615475341497826	0.631253846737584
FAS	-0.235096831682689	0.212551556395368	0.773703535127979	0.276570478070579	0.91784888494188	0.779809462795203	0.0232435386215771	0.756846394581261	0.618957178786648	-0.261375361692837	0.394310046123592	0.26043771236593	0.599389501386118	-0.216101918023963	-0.15345925241065	-0.0248349639670346	0.772307814096547	-0.0488911498257812	0.649617082488312	0.370784798797923	-0.293583633426389	-0.317240091612193	0.744882100601378	1	-0.390814706286199	0.291075293779647	0.675542164730613	-0.187301142225123	0.288865598728027	0.408665524024755	0.176200654082751	0.649471846460413	0.756077109302129	0.224992336336332	0.569483223410023	-0.22536135885871	-0.0806708554179555	-0.537486659360512	-0.152534198303428	-0.340835926559714	0.806206928869901	0.67255153488008	0.342567852527025	0.0418835383660754	0.746964532765652	0.372071661698924	0.627893095030979	0.371859197836454	0.446818332401777	0.712266513115587	0.321485172323632	0.844802696620382	0.720757537160732	0.14083162531108	0.809554920449461	-0.528336924908797	0.634112825343421	0.634348497937661	0.688353857885201	0.523813002224861	0.220419276862178	0.636331318808366	0.631733689997084	0.747303940417324	-0.477290245217711	0.229523965898866	0.693017976221802	0.745632414658943	0.72716197188442	0.739665939304933	0.613939080292429	0.797365053695712	0.734154921134596	0.621871517899315	0.710346866614655	0.625899448385209	0.748095369132785	0.742150020056834	0.694936557082847
KLRD1	0.731265809404933	0.369849203924846	-0.0873600041984309	0.267768228207738	-0.236090902546199	-0.25661534732205	0.657527516676247	-0.191308026646387	-0.158103524028864	0.754705428471689	-0.0438526405239949	0.302074523337266	0.224756305062088	0.662928134697288	0.538537138139302	0.658156710959488	-0.495220153995802	-0.0873829120169837	-0.256870736150935	-0.335868799787157	0.599384283735826	0.820671716049089	-0.358971084747449	-0.390814706286199	1	0.205825033069149	-0.406272018234815	0.696914453845846	-0.0908087406027757	0.115737922823617	0.520344282271678	-0.54979838510264	-0.45186196805212	0.480633681796117	-0.343388452996403	0.68039452055904	0.0595032113690615	0.749009906480142	0.666423201863033	0.556406016680971	-0.174608325432316	0.0605001778154932	0.217554803751882	0.195330678572462	-0.347501004131275	0.250454949616565	-0.401011924884884	0.028412035341112	-0.264448594002397	-0.601596411153076	-0.470483657777511	-0.4714656592471	-0.44275774271632	0.100715139935272	-0.521169842051313	0.346363416057493	-0.181408298659697	-0.525046039045478	-0.314366997722096	-0.562627006274661	0.301214419615161	-0.547829311410944	-0.558531139693309	-0.519363098475406	0.311752481392683	0.175246387935267	-0.635386811736176	-0.500559729144303	-0.698681323432574	-0.653257717740542	-0.532329083489297	-0.60972226783386	-0.633100297900848	-0.220163241488457	-0.730599719616	-0.623602129263085	-0.360605522240223	-0.703417003050153	-0.800518001736519
S1PR4	0.653296787035174	0.735165118938971	0.327739149839054	0.74576586954779	0.436621536050296	0.396927929049318	0.717791432062082	0.554102712281895	0.419925090773459	0.428493064692634	0.578834526524307	0.419730445885401	0.523248825340998	0.55578434112115	0.598070161193825	0.621361639204871	0.300739348230194	0.30836091417944	0.473001867115348	0.375493959454477	0.64990077226823	0.571722124143622	0.371532070514396	0.291075293779647	0.205825033069149	1	0.275676563267047	0.537268066549081	0.36163427278513	0.265872581362389	0.43988460136338	0.127038660660345	0.0669961101051648	0.360693654284955	0.306224367179202	0.368462040738411	0.524772229814268	0.47098243620597	0.463005990599311	0.60093694007814	0.396319224649105	0.445450380394303	0.561376883444877	0.511182817877136	0.350291529908735	0.247385663606282	0.0907950798971243	0.282578933157901	0.356907032218597	-0.00805327484660486	-0.258054948139326	0.242121387057884	0.271503592490369	0.2604409991047	0.075798407960002	0.226000683972903	0.387578231320475	-0.0610193858482943	0.208271736664758	-0.207582878088632	0.843526814418379	-0.12386950597584	-0.201973586987446	0.182551692490359	0.382792112233158	0.463058348020429	-0.15347272974641	0.244570267708846	-0.134338046028668	-0.0558397295370428	-0.203533036418898	-0.120181588674755	-0.0144546231839508	0.626181772151163	-0.139482953844858	0.0401294601126762	0.265802273995286	-0.159207272737802	-0.213553913133186
ITGB2	-0.107871831847416	0.485749521734713	0.498829151498535	0.283972563011587	0.736799307180622	0.899092781453926	0.0731135547435641	0.755483660711492	0.35801963996691	-0.114474615336442	0.488983889222865	0.151388338114466	0.352440416181924	-0.221352116223199	-0.114911822736962	0.100854367235472	0.661997507799452	0.388327226149727	0.714417055094429	0.70492750532559	-0.170718540693051	-0.132355641328339	0.890286242882464	0.675542164730613	-0.406272018234815	0.275676563267047	1	-0.0065277051925739	0.533613040481664	0.265750576276167	0.218050819149552	0.517343399311	0.424692604105729	0.222694981933375	0.599619217099437	-0.174239499301246	0.232656090276045	-0.506109204901303	-0.0307773167956174	-0.0387877920903757	0.577035040284027	0.686235157238029	0.436762703166743	0.233872940524666	0.779651533931558	0.106741403191129	0.726382646139829	0.471335459681722	0.515097897469715	0.509688298825441	0.547263374443253	0.574934361378965	0.804735656684291	-0.141069409613963	0.512802846257613	-0.0650103722384493	0.627949062969858	0.73008640902036	0.368868703710818	0.668819173628656	0.25935174053638	0.65854619309328	0.664484877786975	0.839464159862058	0.00309199790563931	0.00582076108767253	0.592427638677035	0.824407674440142	0.634659521031628	0.639731722520873	0.1667993561207	0.525347911716244	0.495969322809627	0.511747267850642	0.505848073259271	0.615754989191232	0.656202516561914	0.516979491543261	0.591066078180973
CD226	0.686278505868225	0.741260562662958	-0.0925087023288875	0.347875262676541	0.0901781617722898	0.133934936052312	0.73560706310976	0.0479443117582523	0.207664618760238	0.629848755357748	0.55990002094049	0.151771573465109	0.246753109281165	0.55271592577579	0.827120705708843	0.626065994021947	0.0163317436725918	0.360501751912728	0.354602722945614	0.155003462182327	0.84179695807364	0.722458871786643	0.128420047188594	-0.187301142225123	0.696914453845846	0.537268066549081	-0.0065277051925739	1	0.447394869962271	-0.0982093892912745	0.361222333412896	-0.256927452403827	-0.22044911380806	0.453133026605518	0.275415899422005	0.449389700105441	0.541701163071662	0.780154333800368	0.82321623455781	0.747086136147623	-0.0591354047226581	0.372036369236542	0.287324092372773	0.730225879905219	0.213673381241835	0.128689097959194	0.047297726307572	0.57053189492907	0.363200325888167	-0.195890147952497	-0.283586333651123	-0.107363599040388	0.112784910721159	-0.131644380271305	-0.216438735834254	0.454417561699741	0.321853817966437	-0.14378522152418	0.062224595899135	-0.165023970995472	0.512896864549392	-0.156170934364045	-0.314977833888347	0.00632715744854312	0.572432455724123	0.564848333750442	-0.369103935704964	0.0401426285977037	-0.35741838070633	-0.238692871029664	-0.490772706710096	-0.467013199100918	-0.309777769360348	0.313102116183699	-0.432427071730647	-0.102079584744476	0.13705147769545	-0.436495665937081	-0.511513944758239
CD44	0.0227387862082931	0.57810397201249	-0.155506347854873	-0.0967312430086569	0.424294180724117	0.477705793887813	0.102823441578899	0.24948398376444	0.309789215098484	0.231329048551684	0.689358545187328	-0.450113686266454	-0.108653990375011	-0.29930913684463	0.174865322230048	0.0154136379164207	0.606556363526742	0.700539104741543	0.800000782839596	0.670073303347703	0.257442292462403	0.0724311089977101	0.663503538661628	0.288865598728027	-0.0908087406027757	0.36163427278513	0.533613040481664	0.447394869962271	1	-0.442114953902476	-0.23979438793032	0.232366413303563	-0.0142397607373224	-0.134863668135991	0.782471190904888	-0.353925122880712	0.714590540213676	-0.0280732630538302	0.559189647843296	0.307521856601152	-0.0551280764386975	0.648553404880694	0.216744611342329	0.826871856196213	0.647120334299457	-0.440295161980268	0.517857849857521	0.823983471757356	0.874075938278224	0.459359133745112	0.324354489939707	0.326961850359909	0.715671541861522	-0.681025519962989	0.384521527691978	0.43218421434578	0.398688529971235	0.379781784752268	0.309526438990857	0.585485778349972	0.383205651969976	0.538850531181095	0.368759082102101	0.655837635833768	0.416678705147036	0.386507369264863	0.274707937962068	0.687197433298991	0.371343091722046	0.556944489848532	-0.239160074072176	0.113262282407757	0.293325334322858	0.567860130488772	0.370242715886998	0.682973791030974	0.667570199807997	0.264314476737236	0.305984190835286
CTLA4	0.282037787419667	0.167866204580301	0.870213387978505	0.702818381778588	0.388323937532444	0.440497920428308	0.351796566608393	0.665507510282612	0.0555858144743658	0.0755269324415888	-0.102558071981764	0.905240301146173	0.783575462191972	0.544510230185211	0.126571289301414	0.515104802280854	-0.0973465255948293	-0.432102655378942	-0.106256604574835	-0.19842529374215	-0.082081873102552	0.225818364555054	0.183843430025225	0.408665524024755	0.115737922823617	0.265872581362389	0.265750576276167	-0.0982093892912745	-0.442114953902476	1	0.745836287624625	-0.0168418509235128	0.343110935697905	0.756885768711645	-0.296812411698532	0.662569406037494	-0.427099109230233	-0.0996005840998433	-0.240621491571217	-4.69862109848145e-05	0.814755496640833	0.250342471559542	0.326703243439492	-0.452540695080709	0.00488917502166386	0.848201460298712	0.0383836877055117	-0.295305222220109	-0.400660017260797	-0.220931620873525	-0.149752256568909	0.156572033544393	-0.0687722055473884	0.645648927058121	0.0310223536658508	-0.45457869986582	0.274759669528208	0.12721307062381	0.0318519338910033	-0.187075262401783	0.134680975716694	-0.147143216038539	0.0657277541204196	-0.019353730413841	-0.421451384386434	-0.273739396273591	0.0313714136949086	-0.0503901680773986	-0.0478520354355646	-0.161659754589193	0.211198565328187	0.188310326741623	-0.073399124053125	0.0719123409076412	-0.112303796816919	-0.28920736003754	-0.162647758090195	-0.0180923400960719	-0.0941855775035778
