""	CD69	LAG3	CXCR6	ITGAL	SIGIRR	ITGA4	PTPRC	IL2RG	CD2	CTLA4	CD6	CD3D	CD47	IL2RA	RIPK1	ITGB2	ADRB2	CCR4	CD28	CD4	TNFRSF1B	ITGB1	CCR5	ITGA6	SELL	SPN	CD82	PTGER4	CD96	CD3G	MCAM	CD27	S1PR4	TSPAN5	F2R	CD44	CXCR3	CD8A	CD7	CXCR4	IFITM1	SORL1	SLC1A5	RPSA	C1QBP	CCR6	NOTCH1	CD226	CD46	DPP4	TIGIT	PTPRJ	ADGRE5	ICOS	CLEC2D	PDCD1	CD63	TGFBR3	TNFRSF14	TSPAN14	RACK1	TNFRSF25	SDC4	HAVCR2	JMJD6	CD247	IL6R	IGF2R	SMAD3	SIRPG	TFRC	NCR3	PTGDR	SLC16A1	CD5	SMAP1	LRP10	NOTCH2	SLC16A7	TRADD	TNFRSF1A	ADCY7	CRTAM	LPP	PTGER2	KLRD1	CD8B	RYK	CAP1	CD81	ACTR2	FAS	PILRB	HLA.DPB1	VSIR	STX4	CD74	PTPRA	CANX	IFNAR1	ERAP1	ATP5F1B	KLRB1	LAMP1	MCFD2	APLP2	NCL
ICOS	0.761982083816795	0.561724559930803	0.716124022796836	0.642166557805493	0.753147879295924	0.815302574863021	0.776431511477686	0.728414889781758	0.80735833577655	0.818113484608787	0.729743972695352	0.813572033678413	0.736686325891944	0.785533123363073	0.540876993291698	0.629034873375342	-0.101795492943952	0.825212560592021	0.855050734320889	0.816705581610325	0.873914226796674	0.749751572802942	0.0460286389973231	0.378004916909556	0.529383102504414	0.685131044260462	0.738390349110312	0.626526414614636	0.69218781684664	0.876369209434272	0.703126092600798	0.616062800280695	0.858219891299799	0.645956983016213	-0.225904906897878	0.808671380054702	0.658493969983476	-0.368026565560573	0.841526965317942	0.601785873213705	0.498084594037137	0.605335173281272	0.742218386141837	0.707868388961601	0.696906893556212	0.81900890622715	0.527967517516204	0.684730823098828	0.75629363767647	0.606777544999481	0.844896682300766	0.732716260778194	0.685240130784118	1	0.801999402792753	0.642549878547531	0.318690937130356	0.00600987459938711	0.835905735690426	0.791886169516357	0.69927927742637	0.836531762334819	0.69116505850532	0.529816903987836	0.57938155880246	0.79594494607458	0.846298484158819	0.423310022032646	0.5658553429229	0.831219929713331	0.790997618805363	0.726916701758909	-0.380042061861739	0.753659868585413	0.828615451264484	0.703293018373561	0.843926495997494	0.666791919746072	0.658912159296501	0.797953715698286	0.377760464080674	0.499822441784406	-0.165429334521316	0.614886847139868	0.444598521395196	0.0764687367495766	-0.33758159973821	0.360895177681112	0.769781327429305	0.207879612349284	0.800563117490484	0.828996116364716	-0.320697816851261	0.277086040861085	0.746479941104108	0.578411677368561	0.387403595513841	0.763976877747834	0.630474724750746	0.653097229588217	0.410923557002139	0.670090163342689	0.652153631030782	0.695537190052926	0.642557149214836	0.214253263663391	0.764120845107367
CLEC2D	0.7427875776659	0.447673363005724	0.514403599602579	0.759828170436256	0.705618943372092	0.780085814631834	0.869385470173411	0.595442774101098	0.70061758003731	0.600593673936103	0.568960559309822	0.748792125504866	0.753469417600219	0.614104417490299	0.719108845568053	0.57675847628246	0.288449796191871	0.772830115156151	0.735842403506483	0.670832305798246	0.745507362285456	0.686049720234322	0.134892016597057	0.414091148950779	0.582715895437489	0.525964859450653	0.588338905772304	0.664878010775235	0.606248167306813	0.862847315420034	0.488034060379808	0.742397177963719	0.806664097387231	0.555120840469678	0.105789580605832	0.835196435471024	0.510438548688304	-0.00746819972289528	0.671015933874143	0.698113525489872	0.621193180724773	0.690499482986461	0.637143199558932	0.715149822475585	0.775404962573767	0.736216242768776	0.430680939636662	0.498196630633949	0.71670807821446	0.442714457292817	0.759699645817896	0.680854755579986	0.600858699038083	0.801999402792753	1	0.483853377333596	0.304614342090549	0.0479461579409524	0.824308130001049	0.733258882949155	0.723786205175491	0.67470370934535	0.551053783011595	0.419850459237245	0.750508124633005	0.694322369299194	0.706463314681933	0.530608177235158	0.552738702074847	0.646789666282494	0.632433626233256	0.575601219673153	-0.212615247310875	0.691548045606068	0.768221038189909	0.648669325217193	0.757522203110902	0.609780714621382	0.756871897864095	0.650982375076937	0.278192592488369	0.539627944312995	0.144594519942859	0.571630386956393	0.560686142155781	0.113337683191776	0.068336371625935	0.417814080824877	0.681983100349965	0.359202433714707	0.748313342271202	0.769034749247503	-0.0364949318616466	0.363863568983399	0.689866018500024	0.614683733936433	0.44181404538662	0.812361356829556	0.614568211213835	0.65738081506262	0.501720398766246	0.642187317495461	0.440713497820063	0.628300942582984	0.567254755326044	0.229138793798585	0.83748396369526
PDCD1	0.503096224761685	0.848489633215127	0.938860590152769	0.659660197993736	0.841826058357597	0.685568692556924	0.691678382332802	0.916461468976253	0.883188173161984	0.851548165155878	0.930360007955635	0.885442632853476	0.444632989648392	0.762628962913715	0.420500700915663	0.838597262443054	-0.113002658488496	0.32853313904894	0.751252781702784	0.726325288976446	0.637249887124959	0.532832375183931	0.196697650312685	-0.132856298983898	0.0150967973098453	0.846922436977416	0.8644098459294	0.578062891137103	0.876655173904691	0.773180582492752	0.801734837419464	0.29863166145881	0.704399869552688	0.764834693299782	0.0487752683585747	0.540545330240199	0.854244553110891	-0.199337244925065	0.861509788667741	0.362055962156057	0.407091083694919	0.300107476972259	0.715591359030214	0.436530732748891	0.441645474939717	0.374148888737738	0.552751904962867	0.873265013733446	0.607814639726562	0.57219366401873	0.442427103936861	0.604751461269345	0.816622548698135	0.642549878547531	0.483853377333596	1	0.34570245535025	-0.0605453654529236	0.571142764606218	0.633362373941422	0.420731627896274	0.711738336645249	0.761391366202461	0.82242732542599	0.629296450244899	0.88928682672162	0.50815990293964	0.350716870664307	0.400823955347568	0.842066970502431	0.772833736331019	0.784558073191346	-0.328277352049988	0.526034523830585	0.672219043837502	0.692616824487899	0.624420707371431	0.610965904883797	0.515962958527891	0.740163821428075	0.405956618644009	0.359144081363939	-0.13115800469634	0.415988105438901	0.102749181777083	0.607901034782303	-0.251789738320493	0.118313732596362	0.790032679041426	0.27464669781969	0.664353532792565	0.501852876214486	-0.397734986157252	0.116997740410556	0.44378970401917	0.492164539876505	0.226049282427336	0.395222404213946	0.533047553798196	0.489590828550081	0.22090811922174	0.633294161382356	0.802457019614123	0.642037157865946	0.530299549925183	0.0960985239757503	0.530983879864932
CD63	0.255381900355254	0.352939961743664	0.381855278046867	0.338885012940343	0.435354201976163	0.408637254187724	0.420100033864351	0.474685717487448	0.428095687815186	0.446326456094766	0.376661785177504	0.37755398231327	0.719658291652026	0.505788802036573	0.624929590776228	0.532533434174708	0.117074238621169	0.366546492660823	0.50002226212921	0.58578397956045	0.500038947232689	0.694688814108668	0.110424505868603	0.167868665594493	0.154637281880814	0.509218505414974	0.471400451889083	0.379939484681004	0.332966780595142	0.362588071174168	0.50876828094105	0.233456029355777	0.400224051690311	0.719640167167798	-0.051188817171457	0.612505300217473	0.389177228704775	-0.25065292689307	0.438124892653469	0.145643742682688	0.172127723706183	0.417030262236415	0.597066772130145	0.456431561369923	0.656768434631988	0.449766245652642	0.48212222977967	0.482487854958137	0.722300054190277	0.2961087385437	0.330003154910945	0.575545103191665	0.522009806492026	0.318690937130356	0.304614342090549	0.34570245535025	1	0.821259812734221	0.469294185075101	0.596526369160504	0.564740895857218	0.409234492732181	0.597108167375974	0.510351177274505	0.429576542497192	0.42187680981545	0.511896959550579	0.666647490243634	0.619538413956273	0.395109198622216	0.562386029226328	0.346353489457807	0.399732302096641	0.742000191020147	0.353095286900573	0.656519590111685	0.709614403738066	0.765344580704944	0.363655370966496	0.490628006368242	0.910398000761682	0.506410266294456	-0.189026422270398	0.858076340369766	0.0920182158817328	0.0766741908552104	-0.239269735935033	0.84993720098541	0.619663513703484	0.908397290584914	0.683561504619699	0.498535024377768	0.181428723478626	0.620089034412551	0.464561490922956	0.730600854483283	0.695077623120377	0.645863902846616	0.873966391999119	0.805105798142865	0.478941242704695	0.792196632627296	0.356160296391787	0.819320332434425	0.851546135683409	0.935319155447858	0.66058684752507
TGFBR3	0.00609222346665464	-0.057021699104303	-0.0650411321079677	0.0158843493357105	-0.011831918367225	0.0549674097138228	0.0433064556091891	-0.00872996693186472	-0.030306977646449	-0.00684185414250444	-0.0514396830634066	-0.0465955011008565	0.456625243467112	0.0516016435414824	0.392678078390482	0.0435039832059309	0.197751770988903	0.114534165551419	0.0453382999540972	0.12332887497398	0.0933752707393629	0.372413988418444	-0.0114304605005378	0.086452304186045	0.0751429060076476	0.0378230666349833	0.000522398924749422	0.0743925223592443	-0.106951209975849	-0.01531759745589	0.138915835682933	0.041286700455163	-0.00155999416830517	0.420629914486384	-0.0420442906459253	0.263665038354626	-0.0545505015839417	-0.078209824052086	-0.0181235295784479	-0.0102829289627938	-0.0192280667747133	0.152922022559609	0.107524614402551	0.15936048562716	0.326930259146574	0.136864073519936	0.175546866867859	0.0112382827149861	0.368079885840685	-0.0487765562876738	0.0591833582837836	0.183404444556813	0.0563804795972208	0.00600987459938711	0.0479461579409524	-0.0605453654529236	0.821259812734221	1	0.147823466195237	0.204414305044072	0.274857192369906	0.0321179815822862	0.138238632236857	0.0591469360003145	0.163886218652276	-0.0318576703152726	0.168633314230165	0.610382885957172	0.476558053960228	-0.0335765060456561	0.1367098299673	-0.0690561325152994	0.717066257808369	0.437868949525	-0.0325984500303287	0.269736387676811	0.361651353534904	0.428492773323023	0.130715278501098	0.0688850548881623	0.643792536707887	0.110929869124848	-0.00743388548901546	0.627125479791242	0.0341884842105129	-0.124645317959309	-0.0601157696228397	0.789117720190346	0.135625710896599	0.80517752788703	0.249089179890009	0.160875581690317	0.442971526354271	0.328869832613516	0.189811283263955	0.368168010855484	0.361735292843862	0.396459938108837	0.537986084883935	0.476866855534168	0.323149038991598	0.399687023131843	-0.0459936002985953	0.468137423381165	0.540423149711811	0.932795283575235	0.328185751461603
TNFRSF14	0.799650931119426	0.55388247700769	0.62494652284055	0.662380898323638	0.771674577986655	0.749945820371173	0.824650217212773	0.710846321143833	0.772216300956558	0.709555322903279	0.674946324578424	0.795040256540951	0.86635595014386	0.724647380902062	0.672130642536211	0.662412962883756	0.0163796084463462	0.822034166956137	0.828640025389485	0.801998025352015	0.798726337866589	0.814918993654854	0.0347033077748491	0.45886375473914	0.632586441715211	0.689177254434119	0.667920988806395	0.782897142108464	0.621693311813862	0.862908474958221	0.582584836331134	0.62491065906618	0.888014232180325	0.659743994875235	-0.100543808163949	0.871296571316626	0.586637620098854	-0.215336606593466	0.75546884081354	0.706715500458591	0.682426342137729	0.724665345044249	0.73321573321261	0.831572899013588	0.841733079060021	0.843030459321056	0.582567466144988	0.613102305743714	0.819435378303198	0.621766069428864	0.748642940299476	0.718544755188043	0.672036142915681	0.835905735690426	0.824308130001049	0.571142764606218	0.469294185075101	0.147823466195237	1	0.866028510285765	0.852283867315782	0.794468839120222	0.651296855536796	0.528101636312085	0.707792655667538	0.76805146351139	0.78298242682695	0.394794345756377	0.609126155585004	0.705627060510829	0.706288194917979	0.63987834174377	-0.265122186302133	0.785599904343235	0.770963159179356	0.768437247606084	0.841667496862245	0.686836722935167	0.714748868481434	0.833228580238287	0.489668236425504	0.641884683486191	-0.073975723020051	0.657946284451445	0.533500447465423	0.0847783190860375	-0.173111228859967	0.520957235388029	0.800580124232623	0.449490185826234	0.839576571259662	0.821638375483736	-0.184462999458931	0.440538399961856	0.78615336761306	0.669923356097624	0.541632945167042	0.790827067963268	0.727281817533634	0.757291243274087	0.45376217133687	0.812720953394942	0.635494917441194	0.751617191043568	0.723529445002827	0.341916340187138	0.838883381788604
TSPAN14	0.713444521526268	0.605635358489395	0.696081761653662	0.639341138783348	0.765265590854397	0.800830173704366	0.832849989943176	0.77924894227955	0.797202868436386	0.790974806014846	0.735519172155453	0.782816571528333	0.855746568618364	0.81959921030168	0.79564040400851	0.749076636480426	-0.0262127281587929	0.779220828698818	0.88444592960131	0.892796949742852	0.861220184048199	0.89080602336993	0.0524579289987747	0.444257095092662	0.532665062590922	0.838880835728689	0.769410606175446	0.755858339118232	0.67356011842054	0.82382645660331	0.689878192327768	0.51944669968225	0.841561898160938	0.726055430643388	-0.154730474183282	0.896111517724322	0.636890137249767	-0.374221388580464	0.8033514422506	0.560214425358652	0.505382419030378	0.773067357763529	0.863091764779544	0.764557096389592	0.83109133495826	0.843041246287091	0.64316140465506	0.736211729914114	0.888724900183489	0.633739939040392	0.734637131521739	0.825706866495302	0.776906970954348	0.791886169516357	0.733258882949155	0.633362373941422	0.596526369160504	0.204414305044072	0.866028510285765	1	0.792482846603861	0.834471935034033	0.792845926040901	0.66403989752109	0.682053659740836	0.79593015731507	0.842808785065505	0.509572310003681	0.72934397446499	0.731037903694148	0.864267088811053	0.681433119718607	-0.199250933952856	0.848580808503896	0.734623009650079	0.821432355110441	0.893298509969019	0.811436264054433	0.71504461230563	0.833845034851936	0.629799885367165	0.687570769182364	-0.231281731769904	0.792582694843712	0.417125195864704	0.118864910193495	-0.357707869360895	0.57497603506915	0.872848709981541	0.495148618543271	0.910670641828999	0.84873028969071	-0.244410707688817	0.536969193309248	0.78148174293167	0.811160059206546	0.657847555271287	0.797318567231262	0.83806792830732	0.829412742455499	0.591678435422536	0.863362219939252	0.694910768234592	0.881879281170912	0.859897385907129	0.458798227107308	0.881679655940604
RACK1	0.876606235609143	0.277350868988662	0.428920613379018	0.484402246780894	0.695125990859243	0.580423333424674	0.632536506455506	0.562983194823197	0.588067656176975	0.542260745891077	0.602040449193884	0.653278625201415	0.896706330279934	0.536889246230758	0.62215668795305	0.526473189691844	0.0964858345051965	0.759809138217972	0.700105334641661	0.721629689575774	0.645392440785382	0.899942440991487	-0.22689506875186	0.651743764150951	0.795201713480355	0.605825262871543	0.532037640753656	0.834384508982012	0.490901078985884	0.771896347940906	0.596415660785888	0.493262482351053	0.795097579816858	0.553672534817118	-0.258608985376178	0.808141302680128	0.414459216787031	-0.373720254014284	0.577399708178717	0.785003832276134	0.752450741792218	0.839605911104146	0.66782521515804	0.982488165036924	0.936698972064462	0.845932920069724	0.404828012088806	0.548147513103776	0.82831224916176	0.710249380847253	0.556071070532962	0.543170358168785	0.523076322838655	0.69927927742637	0.723786205175491	0.420731627896274	0.564740895857218	0.274857192369906	0.852283867315782	0.792482846603861	1	0.791648862623051	0.55315308896475	0.35229015071286	0.548700379288478	0.620439955442225	0.737665329636165	0.319013647545032	0.715600009985581	0.557248715040581	0.559759512608002	0.663909499906882	-0.28636926145002	0.705356727231735	0.725961385941592	0.827021205840501	0.83418534743139	0.602314898252524	0.55164893908835	0.836106966309494	0.527619644812761	0.700807547194044	-0.263152180838278	0.662468685860902	0.683324679070531	-0.0383041115501283	-0.214716716703363	0.660084826819346	0.705118702107442	0.510057094156418	0.79243177967521	0.718067076181979	-0.224982080684101	0.56101411201112	0.901814349318392	0.735213314408521	0.63070971827359	0.789466223796462	0.76895189334828	0.797840766954083	0.344347938067479	0.852852330538387	0.675246630157821	0.739177386763351	0.743261613648905	0.443549087431969	0.837649807305379
TNFRSF25	0.847182045779887	0.566437507962098	0.7619674156496	0.571800024611683	0.813536087172695	0.729266013862884	0.693375286072999	0.806701725271083	0.799129047628043	0.82167078923446	0.870694245998585	0.819291201986991	0.741250277832963	0.775452310143395	0.52581069563736	0.676400968809093	-0.126850057785785	0.765038616987626	0.853420779844663	0.862154654689391	0.742314792019527	0.844934879835293	-0.146125715893366	0.435713447482164	0.576164443821749	0.834818596223019	0.801967975577846	0.732505255057158	0.773740667534193	0.856996492496347	0.855463581428472	0.353714581609893	0.862580816479127	0.687792574218255	-0.378856035406888	0.757105644471695	0.681416793829362	-0.571367570101041	0.832793079333009	0.609186108784512	0.53165534075865	0.727121756394957	0.76621510195858	0.82942965204508	0.742056787683762	0.81340807825651	0.430254386597812	0.825263712303479	0.840775504907188	0.781482205607971	0.579879567197036	0.65340592473992	0.730668962892509	0.836531762334819	0.67470370934535	0.711738336645249	0.409234492732181	0.0321179815822862	0.794468839120222	0.834471935034033	0.791648862623051	1	0.705776527012201	0.615892053666081	0.512818457703379	0.833031645629617	0.79357623854033	0.299707127486247	0.685068576941707	0.823226856881691	0.791488938076685	0.817224752721418	-0.468068553300998	0.677794347949155	0.828938739402061	0.860986574044648	0.830969786769628	0.678617452912166	0.562530340078156	0.937035075591296	0.419833699573299	0.594480161366006	-0.47473609955173	0.562812058199932	0.513942898337226	0.132035608017198	-0.497224159582003	0.428792120516539	0.802130150424938	0.229620379671539	0.803968452383239	0.733663736092984	-0.493805525407036	0.244192117844953	0.772790841283452	0.672687786488959	0.377071304058022	0.65881902645829	0.696271152630703	0.71178496680225	0.254016425645259	0.738632639974256	0.888366571640491	0.740725084540326	0.691539123373096	0.224155950281806	0.723587211692407
SDC4	0.45719450674491	0.774594359154756	0.810256369859825	0.604014229430535	0.780944607574718	0.724812121032626	0.749160277686439	0.87917444367984	0.859294744319448	0.860347531573222	0.776558465655057	0.767863987701744	0.66321142841949	0.905479448958419	0.63491171216079	0.916918695951965	-0.101387269849118	0.547764150350256	0.903775203760003	0.917274176732407	0.86096214840256	0.734849664387123	0.221960596920793	0.122836300943377	0.162310610908285	0.887648791356177	0.915281805974497	0.576681496847901	0.760947409364488	0.698292187899395	0.722377021688545	0.400999389768895	0.732089629704079	0.784970183263325	-0.079684584224552	0.770260411116134	0.799028049078722	-0.34955288419493	0.882239327578251	0.241607221709581	0.226854396434688	0.464290465126662	0.894112615712307	0.523875999809487	0.679506833393153	0.627893549596506	0.724927128215442	0.898540319101807	0.795584902906917	0.51032708183542	0.621737614895677	0.831279033485232	0.924766254994103	0.69116505850532	0.551053783011595	0.761391366202461	0.597108167375974	0.138238632236857	0.651296855536796	0.792845926040901	0.55315308896475	0.705776527012201	1	0.835178462347165	0.624666734843727	0.808339534360016	0.716579205246914	0.515846885475294	0.512109176443016	0.799240045967304	0.919830948444666	0.740323786000181	-0.181735103103117	0.801623365585691	0.653229166247643	0.752797820646143	0.818120958576089	0.829872888831887	0.572234711521589	0.754312919211688	0.684947952032117	0.603498296169659	-0.254185376136987	0.707616214045534	0.080731013325012	0.311305361157602	-0.400332744908789	0.423943018020271	0.913249777719831	0.461264972863238	0.881174510320933	0.748352824808983	-0.24805451265542	0.54834226307276	0.539615679389685	0.754453744966813	0.659714917506412	0.623488442215347	0.816924992779656	0.754161076742714	0.526040471449717	0.800237878254641	0.653846787350599	0.837737089958973	0.79556994924209	0.398013032054695	0.770646016375371
HAVCR2	0.318455303383842	0.877387400152464	0.864986382690865	0.643384270993382	0.743835578961414	0.667585186255467	0.692846950204014	0.894395855348119	0.827357763459588	0.847957423696335	0.778467189357663	0.740236610111394	0.471633647029004	0.870691580624572	0.495914327285299	0.907740463917048	-0.0970865975368057	0.351386752909802	0.777874073192978	0.790447536851039	0.689055939223653	0.539423845601744	0.326390740006011	-0.1171236648849	-0.0569792312525342	0.84142219185682	0.883815018747842	0.439648663079914	0.775228355064877	0.629220428006551	0.676609610530084	0.256110045059174	0.655356556396849	0.764253211916912	0.091342779405262	0.601504145090018	0.841560003637148	-0.215731585569347	0.840181761890906	0.118236874805714	0.150680695620173	0.345753860474761	0.773729362703177	0.338456558610243	0.469191442713013	0.405093669757494	0.598127118038501	0.859549576809768	0.659089042044827	0.455773730874426	0.443079451857199	0.765831881562138	0.900713607907379	0.529816903987836	0.419850459237245	0.82242732542599	0.510351177274505	0.0591469360003145	0.528101636312085	0.66403989752109	0.35229015071286	0.615892053666081	0.835178462347165	1	0.597165383263064	0.829028721592617	0.563879254628066	0.459325416280093	0.403634094663459	0.787183563807455	0.856482205147722	0.626726310398569	-0.13703309068332	0.619574711063526	0.592121595700654	0.650944538895065	0.651269979125489	0.745977805547543	0.476393087167101	0.682202669525922	0.549998524152427	0.448434769934114	-0.147191014801261	0.5572277758868	-0.0194612458868659	0.519426629250154	-0.286523318138007	0.227363094122587	0.847579712658318	0.399373071914943	0.735863179575797	0.551258350479985	-0.232225829256391	0.331865999059255	0.339158567070034	0.608748080900623	0.440966664021194	0.434981598795632	0.651664000164976	0.611221485583593	0.3865292014335	0.679730597596696	0.606652070330657	0.739184780221217	0.633312080974977	0.285636450717968	0.582527930647561
JMJD6	0.535864342241014	0.593113911058637	0.579712821703831	0.779699545154425	0.689670323283039	0.656312127655054	0.840225298903682	0.659724126995848	0.716317399792341	0.552847223211914	0.584893119444226	0.740487365313512	0.653617278083274	0.591097939688291	0.737952439772891	0.716984971442862	0.355265695600259	0.469101753302315	0.67413264333973	0.602804724193059	0.657773985820334	0.592363956320297	0.242817152465665	0.0775646683694671	0.241572061256496	0.61757555604078	0.603293070610991	0.667037487362673	0.625862022992628	0.758073608008935	0.450757235219617	0.647041256946541	0.634254154929292	0.689628390696873	0.32555091109081	0.749951903104036	0.55633360569664	0.221960036799247	0.632419820131974	0.589225896600977	0.564743696194339	0.494656688603322	0.63658522652617	0.50757628751672	0.675484938454246	0.486792368860369	0.602335312111682	0.544430915190608	0.623052672667519	0.318673869006293	0.584854141947516	0.7028505551283	0.703029329762238	0.57938155880246	0.750508124633005	0.629296450244899	0.429576542497192	0.163886218652276	0.707792655667538	0.682053659740836	0.548700379288478	0.512818457703379	0.624666734843727	0.597165383263064	1	0.668099175175251	0.482985596362848	0.594278293046384	0.441856497618513	0.570306078196458	0.661079123727163	0.563805768918793	0.0195416625040579	0.652053377841787	0.578310636392178	0.591132730723407	0.647030028818996	0.636700464101754	0.695513410701565	0.563808117164831	0.425312248477623	0.448112717577809	0.33587368770086	0.566774730124777	0.224952724091288	0.40858968063868	0.17207074637313	0.377594855309662	0.722973673277986	0.562830314053313	0.703341417763467	0.619209041441714	0.107650789207909	0.414235127412469	0.505549189549487	0.631279429302358	0.488481905580037	0.613675530902262	0.624310798044331	0.593650007188888	0.547952261714952	0.682442983508387	0.419524043318103	0.657357561173689	0.551868071058236	0.326955446146485	0.774113510709679
CD247	0.65629048743957	0.843316800986459	0.93377570246328	0.793763029850531	0.920926785221946	0.824347314852798	0.852738283955325	0.959534827325779	0.963061794173	0.917260783589232	0.913977833910659	0.951302594804664	0.675940655841115	0.889216663979443	0.550091983963482	0.895039482220952	-0.0594000571694618	0.604947927198893	0.90063121544125	0.874103405046375	0.799174425756773	0.697302127780793	0.209660166257939	0.147454172798295	0.265023953893996	0.878833523622016	0.915501747582025	0.644779503012588	0.902533100574676	0.900374081339773	0.802766746898069	0.469395413427131	0.883160380820956	0.773210456375204	0.00581074297864849	0.732775897234587	0.906988478198375	-0.244148680739022	0.956718641017325	0.467399999651522	0.512064932645257	0.526587916128836	0.845563704977311	0.638388518944464	0.650006064526103	0.628711654226881	0.539507476596228	0.892366870340614	0.802043904613836	0.663733377269052	0.633065059113806	0.76152642953182	0.897400295478335	0.79594494607458	0.694322369299194	0.88928682672162	0.42187680981545	-0.0318576703152726	0.76805146351139	0.79593015731507	0.620439955442225	0.833031645629617	0.808339534360016	0.829028721592617	0.668099175175251	1	0.693043655346742	0.393380404198141	0.531973519082671	0.930704555430249	0.844140127688187	0.830907232544108	-0.356082557424914	0.678311638859751	0.840110084729107	0.789420006761604	0.796105949776522	0.735578629516327	0.644665376301356	0.865627072235777	0.472641037415731	0.565423617849329	-0.173681417426539	0.572849761363016	0.277582851851965	0.503977436190169	-0.241263134601017	0.255877640384234	0.908055450433151	0.344102654947327	0.832294320734927	0.713471130989692	-0.372373993341664	0.250290901936619	0.603820010300533	0.636573740022486	0.37728574728879	0.640547481498447	0.676908999354476	0.673224344468578	0.38264051756822	0.764073027166125	0.806314243971149	0.771338487582631	0.654623720301914	0.178268493654759	0.713450453282436
IL6R	0.68106951944043	0.507772132131547	0.615049553979401	0.511504044588677	0.649522489468879	0.740909255093365	0.694475171269369	0.666673780098204	0.693398580992513	0.7888677901828	0.629786662045847	0.664422127131181	0.798263539067555	0.78474565827648	0.59332364032056	0.61098441292722	-0.141692180550117	0.83943886413742	0.821268644986953	0.858128174602084	0.87033228398988	0.829920146950249	0.0470887273272235	0.43227779342142	0.573450947270519	0.692376611514747	0.693758653754808	0.594588533049921	0.57829113043448	0.735279100145484	0.645969447179118	0.495502962193807	0.817136767101725	0.624163298881686	-0.329344280656598	0.865681084516548	0.552023708775217	-0.520025125808403	0.75889797423689	0.482396070034094	0.383918711944875	0.718052020088197	0.798955668540025	0.712566413431526	0.749046683177763	0.838058697459235	0.524920974485399	0.649542567697853	0.810548128811881	0.617859356624471	0.775674324569773	0.773150633296021	0.646984462001087	0.846298484158819	0.706463314681933	0.50815990293964	0.511896959550579	0.168633314230165	0.78298242682695	0.842808785065505	0.737665329636165	0.79357623854033	0.716579205246914	0.563879254628066	0.482985596362848	0.693043655346742	1	0.476877945342494	0.635068380800921	0.726554430122682	0.812184722135453	0.632345485838584	-0.257011328742602	0.828532979493735	0.711363292820595	0.787209964999582	0.863314299359333	0.758317514673246	0.593507258501665	0.772485657643233	0.542127143842124	0.584339303268635	-0.310941356132723	0.720591912157649	0.450163705018099	-0.0955659329359478	-0.449718762372445	0.543987508264477	0.78809069104715	0.327563823478193	0.84444378125976	0.863490328639177	-0.269641715281558	0.498327026071977	0.777152575944712	0.737158062351904	0.605178026812141	0.7946506782722	0.764637214251128	0.763646768508438	0.499425055219806	0.755630109030077	0.587472950940906	0.805457685138073	0.778550586579676	0.4193521132715	0.800695918754318
IGF2R	0.205641601778019	0.373560433880163	0.360420432434026	0.506470479847928	0.356946837450682	0.542287327984288	0.561475813098614	0.398307627689243	0.432695469882738	0.427355121126366	0.315122314241887	0.395236292966362	0.549418497424482	0.475001310241073	0.661356066114836	0.457811198578616	0.32273147290131	0.354085981194532	0.471583835591104	0.462009056010993	0.536510473560646	0.499549026000182	0.258974990210552	-0.00676467608896693	0.049988631121068	0.38753244751788	0.456507819549238	0.270291072475705	0.336616997600919	0.423075797419895	0.345645492075166	0.383341648987748	0.368699095380016	0.662199755469242	0.170273054294309	0.608658754838733	0.365489246354371	0.00794601325133074	0.441152300688181	0.157624426549754	0.0865188544783659	0.335857852551865	0.471115339703499	0.228869093303495	0.481562446609861	0.315097115724731	0.476577715268166	0.362962042890126	0.564782787487454	0.0122252817694302	0.492141950135156	0.656194212776463	0.485886718945786	0.423310022032646	0.530608177235158	0.350716870664307	0.666647490243634	0.610382885957172	0.394794345756377	0.509572310003681	0.319013647545032	0.299707127486247	0.515846885475294	0.459325416280093	0.594278293046384	0.393380404198141	0.476877945342494	1	0.509659868027713	0.403035515938663	0.589551843849227	0.237987449227072	0.499283834365713	0.651032562170038	0.334410022371966	0.480691931029378	0.60893526036372	0.700732994987782	0.61179434136767	0.298823511913764	0.577476293952937	0.254551524572958	0.223775746631554	0.731728455982327	0.102481018042086	0.180556218772473	-0.0429619001115601	0.606471341566264	0.494005740419327	0.67102022596358	0.561636530497925	0.490076114194403	0.346166779336341	0.361307486707609	0.317205513308356	0.559785471407292	0.424171599530167	0.630669898435065	0.649883580474696	0.588951306806699	0.578971866578069	0.514769184076592	0.132913577681275	0.648653354296572	0.640906217108248	0.701523604838689	0.657056456430428
