""	GPR37L1	LRP1	ERBB4	ITGB8	LRP6	SDC3	EGFR	ERBB3	ITGAV	GPC1	RAMP1	RAMP2	LINGO1	INSR	CHRM3	ACKR3	NRCAM	CD63	CHL1	THY1	CAV1	TNFRSF1A	PDE1C	VANGL2	LRP8	PTPRZ1	MRC2	CXADR	ACKR1	CALCRL	BAMBI	TSPAN17	SDC2	EPHB2	ITGB1	CD47	MCAM	LRP4	PDGFRA	PTPRK	ITGB5	PLXNB1	ADGRG1	ADCYAP1R1	CD9	TYRO3	CNR1	IL1RAPL1	ATP5F1B	DAG1	C1QBP	DCC	CD36	CDH11	APLP1	KLRC2	TSPAN15	NOTCH4	NOTCH3	RIPK1	TGFBR3	GRM5	ABCA1	GRIN2D	IGF1R	RECK	TNFRSF12A	IGF2R	ERBB2	CD68	SCARB1	RPSA	APLP2	CD46	DDR1	LAIR1	SMAP1	PTPRJ	CCR6	PRTG	TNFRSF13C	PLPP6	FGFR1	CACNA1C	KCNQ5	GPNMB	NOTCH2	FZD5	JMJD6	CELSR3	NT5E	ANTXR1	FZD3	FZD1	PTK7	PODXL	PTPRS	CELSR2	KCND2	DCBLD2	CD81	HMMR	GLRA2	EPHB3	ACTR2	CAP1	RACK1	TNFRSF21	RYR1	PLXNB2	LTBR	DDR2	CANX	KLRK1	IFNAR1	SLC16A7	MCFD2	SORT1	PTPRA	CXCR3	RYK	LPP	NCSTN	PLXNA3	TNFRSF10B	TRAF2	GPC2	KCNN4	PLXNA1	CD99L2	NOTCH1	CADM1	TSPAN5	TFRC	AMFR	ITGB2	RXRA	NCL	CXCR4	PILRB	ADCY7	STX4	ERAP1	CD74	CD247	LAMP1	CD2	HLA.DPB1	CD163
CALCRL	0.960040805540755	0.987897112138972	0.901352216501296	0.990046385397791	0.985753699974078	0.974430404579079	0.994862159058557	0.987683304657469	0.988537386334133	0.990862097694433	0.786177525182112	0.951325392270218	0.985631863727499	0.99473191619519	0.936660709047914	0.791939244439355	0.993706463068646	0.933371934393629	0.950152381859863	0.66984205117796	0.526341229504843	0.866968107333698	0.0296507131071833	0.967918167090262	0.991522785262477	0.98888408993794	0.995089510882646	0.977991843809139	0.42412831653519	1	0.931122380073076	0.859144136821996	0.991551302763464	0.985749172125579	0.833731543727863	0.966864256541524	0.969839976176777	0.785075374980059	0.991046396298018	0.924996549658711	0.687434969352435	0.986077955567879	0.957502048609667	0.847503425731341	0.862704368856027	0.934891771423305	0.888502971274621	0.946354782410187	0.863589578190779	0.985663464511373	0.754095613374149	0.904037331040781	0.427819100738549	0.989025331887348	0.952867396376016	0.80351401526888	0.527941283052228	0.667451374244752	0.941613903897808	0.879453085409308	0.992058286049931	0.578443679379257	0.990496048277304	0.987645115870475	0.989189133535737	0.946059531828625	0.739242267822271	0.971634108722214	0.986628560634193	0.405394206281769	0.907829020666315	0.683770597247129	0.969773401776301	0.966814265201261	0.980118280755296	0.13478365866135	0.953543590669652	0.287495019396141	0.283892987271627	0.974924550244374	0.246394237452976	0.949150738755639	0.987808082584284	0.954469072083175	0.39306723577247	0.928043801969988	0.903548774011291	0.930460628250833	0.649999077746256	0.393360683002719	0.984303182264316	0.966910193740025	0.995594229200831	0.984469200439612	0.989884871593943	0.948257239547971	0.98645036896338	0.971906833518026	0.944171811870542	0.991496224166671	0.919108599146792	0.241867232828507	0.910857108852378	0.975743121946882	0.74005873718693	0.578793092484052	0.747476640413502	0.797233108033934	0.458207095170307	0.961733358332003	0.966926385760039	0.971490774972151	0.883249967443486	-0.157621551687229	0.93651482649484	0.395422247700189	0.911308804525198	0.994448590043929	0.931544829365506	0.209866429618243	0.984939930886359	0.96225736822447	0.945735470989448	0.967337851440572	0.795169592824793	0.522950779145839	0.993107127766701	0.19488033928634	0.764902314782237	0.993490687446439	0.715389141131854	0.946223538322734	0.974367135641402	0.619426230277835	0.912209635654377	0.247156016966553	0.917454949036667	0.813459382424511	-0.0677137930236411	0.922473837980511	0.375047551606995	0.847590191811674	0.845510529067367	0.377537444421674	0.0570712083561873	0.911711414829021	0.0796459597836732	0.283746656719402	0.404405092215204
BAMBI	0.988393793891585	0.961613161834799	0.751088588989782	0.894201238741439	0.976451403929807	0.976581934259787	0.957782696237229	0.940572588527678	0.970300391494715	0.963185522746764	0.896988614541518	0.964780717807611	0.903397962716808	0.951971967776138	0.954362339255331	0.902408238256756	0.907143532625016	0.967281460093723	0.812362188521095	0.83675135227447	0.710361205466274	0.953719841223781	-0.0644734221396648	0.970123207182159	0.946502408796685	0.913260018057588	0.956345893922944	0.980010889220817	0.645739801196516	0.931122380073076	1	0.970621132289581	0.960477803353267	0.893664363389308	0.946111262429475	0.992094848431596	0.978395216534656	0.906402393447678	0.919637871990854	0.978895353818254	0.807987218646998	0.960091438009877	0.827763793143009	0.945297953068335	0.939169221787147	0.982739459324836	0.72272300300326	0.815229126025541	0.959530860545951	0.975625730094442	0.909842229009523	0.753574169574976	0.498684208235523	0.968456324643095	0.967315745214194	0.810970925022684	0.768688959961825	0.79166928051128	0.971909528640198	0.984581492655344	0.964344287869832	0.768206872516191	0.969959768573834	0.899113222472387	0.966868346230926	0.983293356432286	0.867401431497544	0.982392724527366	0.972471876556916	0.626240650326625	0.974068641773713	0.865738605416967	0.972705438651152	0.991814745106958	0.96552418288443	0.445458312290555	0.996565101691415	0.607536615833624	0.576667328173101	0.926020932802722	0.49068888784758	0.993183133344698	0.968015059831195	0.988959216050098	0.680570426923182	0.955170869164084	0.983902336272895	0.998287670604203	0.878872128021053	0.688554553657798	0.97204842346307	0.969286316092789	0.941204945147713	0.967839853952371	0.960816901794938	0.886421440050919	0.882724377393672	0.962766118343259	0.789061004022053	0.962667524705785	0.971348941038955	0.470944743463982	0.756899566802225	0.983429800152884	0.912336386835321	0.807686901429529	0.902043034545722	0.919541339926153	0.702465593412367	0.97355267706217	0.98029165084378	0.968261744550558	0.961537802540967	0.115002514262726	0.977034376380943	0.690158365789313	0.974766017033816	0.957376001044899	0.999115728983033	0.542565091895343	0.977251424576285	0.993092841572658	0.970358434139493	0.99033215534883	0.90087582697376	0.780825529572563	0.955165245569576	0.500363121238027	0.893305435236576	0.945550485205333	0.907254481262931	0.987683816495637	0.987351926634444	0.856285373716432	0.983976740988862	0.546635341818026	0.968608680412926	0.958950897628007	0.275894917795775	0.97485259894265	0.648547223129537	0.962468266987578	0.980783865130302	0.615983572405014	0.403736595902638	0.984898377602938	0.43187717259965	0.534422246756894	0.619057704070881
TSPAN17	0.961578343020765	0.919710779269752	0.603118897628248	0.799401026144182	0.919699650449736	0.940456753222761	0.899527611279133	0.850733168619676	0.923809647042218	0.905972556925822	0.963968175971319	0.959215647431682	0.813136074191661	0.883505376366684	0.94477088999684	0.964131861404118	0.817414343621966	0.972348418747881	0.683172693992875	0.935301603218395	0.85161566599802	0.989732190335876	-0.159676131661803	0.892120325759871	0.870153534950569	0.816106683131308	0.898348159583577	0.935081208569796	0.792464680150917	0.859144136821996	0.970621132289581	1	0.914501122148858	0.795064102969331	0.987365981289547	0.951482356173429	0.951327514211416	0.965265356882247	0.826229723931531	0.978731107945031	0.903279750124446	0.906588645890131	0.712951099338352	0.987864709654161	0.975936497079614	0.980669946597485	0.572277604047426	0.682300922276308	0.993104562154199	0.931072047470004	0.975334986047424	0.607135263908253	0.613338039951051	0.922710659858412	0.883317321729432	0.664439935984451	0.87003903353463	0.874489158454123	0.969308355771804	0.992471091253331	0.913696315711375	0.886569939035738	0.918570217918803	0.808441337460493	0.922038734018224	0.974772588043576	0.957134487272418	0.917989287779528	0.927668678387251	0.774456047147098	0.986708132510329	0.946678673447916	0.947900550148826	0.947533416027947	0.926944170398771	0.591992288563993	0.954623032234998	0.694397138505118	0.715497251378957	0.828638714100963	0.664202276283339	0.968463481193702	0.925373504993859	0.969040577757791	0.790172538515009	0.959279676312696	0.991820230987046	0.960044185825922	0.88732891557078	0.784934181485968	0.933567777506592	0.951117055583435	0.870027271640896	0.931034582822814	0.915319879971209	0.835563395181329	0.778476471867331	0.880762166362201	0.658236173879877	0.915108862541766	0.97991428013298	0.660087044300878	0.614218289406184	0.94490282399163	0.971863739530327	0.905349180443909	0.970894304720916	0.979624524439767	0.829089972095041	0.955834849835353	0.958700841326064	0.943983634914741	0.985781190533297	0.0661373718369797	0.969450730351784	0.706006600340615	0.986239006259125	0.88977957968621	0.973293734983825	0.60223369040869	0.933300939569516	0.961543123193822	0.964654006360876	0.947252948013099	0.957682208876833	0.863187479536336	0.891059188728963	0.626160934892893	0.959722637196063	0.883037201057049	0.962696913587152	0.975396120073988	0.944992746323543	0.899864457993863	0.986561615444079	0.687543879823871	0.982364922835666	0.985837824458511	0.323271451677923	0.901931676301158	0.786152257290781	0.994388803915515	0.96544321471372	0.770691503961581	0.471835591360837	0.986842035305477	0.529645758934923	0.705710413905917	0.763419553715731
SDC2	0.983087052707125	0.998435434794992	0.851383055124969	0.968994705454263	0.994197096573458	0.990266901308605	0.997737234336891	0.977099706407846	0.99906416201797	0.994196723261474	0.850998972477615	0.980343885571329	0.969710241620461	0.992792891999163	0.965401574273617	0.856037177154373	0.975452848586128	0.969129680833645	0.907026846884733	0.751322126245262	0.619974096255215	0.920445489336423	-0.0308439929700937	0.970478868524253	0.987242698971046	0.971138838650686	0.997718513143623	0.990514327039395	0.524726102764772	0.991551302763464	0.960477803353267	0.914501122148858	1	0.965468952798678	0.89248240571301	0.986317153273324	0.990531476330834	0.848718487677304	0.975526687261243	0.96012390712961	0.764243724081446	0.992319548227418	0.923646476271324	0.903689093139621	0.913364714562381	0.969722122080478	0.834669955110583	0.905628322157253	0.917267649345409	0.997608243231097	0.825097384954406	0.854477574095562	0.481888191596636	0.999399668607365	0.954543434835171	0.778347538988369	0.61788391024888	0.731493332953596	0.973563069579627	0.926914511629325	0.999376127743879	0.668441458538595	0.998468406409826	0.971928572445229	0.999584434263894	0.976969383774514	0.811267420179168	0.979609509717439	0.998397376387542	0.506230122050086	0.951109591535192	0.763434642291232	0.990845807660759	0.984907954661889	0.994293131995222	0.24636932762856	0.975738649149006	0.380568731366704	0.390505135002494	0.963455009358811	0.356725956941078	0.978598334760862	0.998887558321658	0.981312434564231	0.492442492059053	0.961231562682338	0.946969025699678	0.956561467197682	0.71313761120695	0.488545178850252	0.998066165410694	0.989448524803084	0.992431759371162	0.997503712184966	0.998974676231978	0.946432884209597	0.960044474538969	0.971497437151496	0.899006478087343	0.998465269186868	0.958563410529053	0.350436249820633	0.862336596643556	0.992496702270553	0.811886649027455	0.668538757757277	0.820438385785742	0.863531478065981	0.5569054910866	0.985695376795334	0.989989881859892	0.991942099497034	0.931626538842175	-0.130619251177808	0.968759215471579	0.463692122305061	0.952987235808433	0.99446024424471	0.961989961141848	0.294020086091791	0.997208594779894	0.985071650629212	0.976618961650436	0.985597269642017	0.855077143098454	0.611090796939745	0.993788566671114	0.294670027476791	0.8316208143616	0.99345068823638	0.789063320408654	0.97749243913158	0.991579572946302	0.693378839436799	0.954341952120235	0.354057218438385	0.957415994852922	0.871708943890523	0.0102013666934143	0.934292096934927	0.478591354317505	0.903123737008307	0.888979440226267	0.481778199386304	0.144046344658435	0.951829325788901	0.177078233734841	0.391574403216136	0.501570567368533
EPHB2	0.917057622258729	0.954642560214514	0.958582284245383	0.990675504621346	0.966338718447537	0.933555653746077	0.977453544189296	0.989751866328649	0.960855572078011	0.974214865026295	0.686377634372088	0.896240844139648	0.996570012897193	0.98468177707711	0.89699632765224	0.697591323684862	0.990395001134058	0.872044957411074	0.962584882627927	0.558363834637838	0.400734786587028	0.790098926047441	0.00074109188561152	0.966286794459941	0.990146283972081	0.997822382897331	0.974273642891051	0.944019494524827	0.289683510256019	0.985749172125579	0.893664363389308	0.795064102969331	0.965468952798678	1	0.749736287612488	0.938745152752415	0.926048919452459	0.686762618608104	0.996983958298538	0.863121868591725	0.575943413985143	0.968853630529049	0.985406089148668	0.766614919226317	0.778283121143578	0.880458593328108	0.949014346096249	0.98405362583847	0.787960965781021	0.955403737735571	0.660342326506613	0.959761231481795	0.286769348271839	0.963195995594892	0.953718687057189	0.858309217783512	0.412835042213632	0.537641758841792	0.882761973171005	0.818438570243534	0.968510928043835	0.456668556347302	0.966034387028939	0.998542446467405	0.96312029563616	0.899105316471451	0.646713157383713	0.950772712997211	0.961072085084311	0.272492980159021	0.844084908306673	0.579418830783558	0.924577102519063	0.941457829536526	0.945357517225688	0.0159308975981873	0.924352919367676	0.191404942718293	0.159028200930396	0.990259019788778	0.105328232654805	0.912532524789392	0.955912596764247	0.909773610918856	0.283518550114923	0.861665838258487	0.840944938844501	0.900540727014816	0.5961037725419	0.291184643632759	0.953213133045071	0.918069428654617	0.988811731371916	0.948358028907782	0.959980648435206	0.924582200231178	0.993444335303663	0.973801076492761	0.969062927335215	0.961439731662906	0.853273496282362	0.107753197283954	0.964236712702784	0.946918245994743	0.651236776417089	0.472230473547624	0.65096997129562	0.706667134125748	0.334929530554108	0.911975193529057	0.926289972920751	0.927013405551119	0.80835607554443	-0.125333355220271	0.890180446237174	0.343323216873835	0.845173246647832	0.982605594081643	0.894337653040422	0.142137530034157	0.956122805641757	0.925453829738898	0.88824884195242	0.934079444153005	0.692904782964403	0.421603287953014	0.982595137660325	0.0701149249976056	0.663788545198907	0.98373123955055	0.630018941563078	0.896067345796078	0.947186558586985	0.540007806611294	0.853673182267856	0.121058746840501	0.852089690837171	0.73974111407292	-0.10965846636145	0.917551174351588	0.258463495544748	0.771918022508133	0.801748443009135	0.244680908421974	-0.0101671595022028	0.849250697658862	-0.0052555675443974	0.147781186697836	0.269388589502873
ITGB1	0.944358636080071	0.905635625505352	0.535234996193134	0.767275902965967	0.889960070900459	0.927499581720541	0.870105802763641	0.808383674734571	0.902929568930668	0.871632739407055	0.98843713760352	0.957677767645844	0.766000350687021	0.848180072745591	0.922649364922101	0.98355118267059	0.785612081924961	0.97310258604932	0.656968470742134	0.96269851853787	0.886942653510667	0.99547781616989	-0.0958970377680729	0.846839511155871	0.829037495598025	0.772441363743885	0.873477690516532	0.915276151880213	0.84305351350595	0.833731543727863	0.946111262429475	0.987365981289547	0.89248240571301	0.749736287612488	1	0.923655203527926	0.939925083162405	0.988517344361665	0.784525926605263	0.974174109231744	0.949351354769712	0.873109294142026	0.664485688828803	0.993363751818373	0.990320870756204	0.969258081577262	0.504520797077957	0.626820710845395	0.996244443382607	0.910270071438575	0.987291033804623	0.540708662004485	0.696693352813489	0.898916400960387	0.835836461697408	0.583518834502372	0.899195200557051	0.932297809418211	0.966951750289985	0.983951479536715	0.889026509348971	0.924006257768483	0.894030520573325	0.766450805667612	0.898543744856751	0.956978904742616	0.957625933787203	0.890212843080305	0.902153191839653	0.823715867091866	0.9836423953698	0.9720723376814	0.939911897503823	0.917185882891822	0.912513339027717	0.639488535660302	0.928043428592686	0.714624402401504	0.758561284911746	0.778726877908551	0.730779925155698	0.947877165643488	0.907761416520127	0.951984824789347	0.817047083144395	0.965337071432183	0.986680237851939	0.928543603732626	0.871107390861243	0.803900589133029	0.911890124897944	0.944704324357353	0.837456599939293	0.915159025018964	0.898522300453213	0.821651122536486	0.742323311979361	0.83423934499547	0.621202320589262	0.895788490286169	0.983216508287	0.699716969667218	0.549126981597163	0.917025733116143	0.978681999462224	0.925286853923457	0.989604977496403	0.994647024637562	0.869013230929572	0.948000798560368	0.939363089100637	0.936021781784306	0.993172652433405	0.0167381900447325	0.950382523769374	0.692448241830264	0.985742476399082	0.857484990623008	0.946689382032628	0.603545422954614	0.909366170659562	0.939935731710095	0.964674532031573	0.928074265243638	0.988833598846029	0.882879736735273	0.854733322037723	0.675054809829001	0.983693493284919	0.848099151927221	0.968725716811652	0.964604127774953	0.918110922257259	0.900185335736306	0.982774938211784	0.73295011327924	0.979604709106912	0.984040167742877	0.325971124567787	0.856394403296197	0.808655537345903	0.995116880544035	0.941756063187	0.815693014173691	0.484473623802055	0.984145974200807	0.546578490017335	0.751098718385751	0.814787907566695
CD47	0.992828903637458	0.984543265136622	0.813338107209028	0.936431630645242	0.994286588472954	0.98834416229787	0.985367952954171	0.96904217476569	0.991536407888287	0.98768972337034	0.874499030263053	0.975987490739041	0.946649644813161	0.98099328832525	0.968577250394301	0.880558763054322	0.946441284161802	0.972053991722837	0.861520413848983	0.795896794480844	0.664372533912363	0.941726659899427	-0.0731808256648838	0.984375101409379	0.977280090806144	0.951537357998452	0.983172759652105	0.991516365296149	0.583097434476386	0.966864256541524	0.992094848431596	0.951482356173429	0.986317153273324	0.938745152752415	0.923655203527926	1	0.989374929879597	0.877983452457992	0.956609443441206	0.974434993967328	0.78356291904071	0.985420066382106	0.885562084806237	0.928950307743617	0.927456484834692	0.982863022747379	0.789999803801874	0.870002545589873	0.944367337314529	0.993494187130506	0.872836441579348	0.816286392125836	0.481497827741569	0.991122724799455	0.976370880204885	0.819214757100355	0.698109800733177	0.754506362843384	0.976186526104908	0.965158855624775	0.988663562872435	0.718342630172322	0.991765811580803	0.944540304831042	0.990297545879539	0.988702168613173	0.843240347921786	0.99052350264741	0.993265595887721	0.564552360513794	0.968693148770935	0.81917855516223	0.985765567115446	0.999739905497268	0.984791254427147	0.351225691173289	0.997297582351321	0.506158556461688	0.487111926092701	0.957849152515026	0.420823760081024	0.995239751738764	0.989004554770772	0.99268762869563	0.595016057935038	0.959569821019741	0.97232595387718	0.990655021011043	0.814040802739374	0.598514896752266	0.991914368236582	0.983270631404005	0.974622533167384	0.98769684618033	0.984757815265533	0.923974475344506	0.927116140906008	0.980925860152531	0.846970279152362	0.985827840231187	0.969007250185502	0.407580005385818	0.82078961083259	0.997165633261345	0.870040055088997	0.745227510747152	0.86581915141675	0.895013090344411	0.633846464851103	0.983835026971071	0.992216310096165	0.983726841811134	0.950542329900568	0.0194694766178168	0.981436426647394	0.596798219292791	0.968759496679635	0.984363337572692	0.992515035929062	0.438635874380012	0.994956440210009	0.998438913669138	0.976866204835999	0.996216140905248	0.87690223111976	0.705670450473952	0.983701767720044	0.399411852912737	0.86348934442068	0.978697909948552	0.858733227908906	0.989335264252169	0.999076292705773	0.787810359284283	0.976328930804071	0.454190788426377	0.966865488594312	0.924174240509466	0.163098784214098	0.972357458621667	0.570094369256623	0.93978097299367	0.950764648520032	0.548606606474093	0.29150723732622	0.974702626090018	0.319194615323472	0.462231632412431	0.556797947199541
MCAM	0.996834015325674	0.994129598677681	0.782003181231314	0.939941621791375	0.988226432120063	0.99867823823665	0.983914069700903	0.954997431984036	0.993280884594539	0.97963721471294	0.906693406471863	0.991923730782349	0.933962745958483	0.975270041619962	0.973246477430501	0.912005817293743	0.949209365304043	0.988206632116878	0.866745775502914	0.823231899391334	0.700212735353631	0.957824310569102	0.000801687268008652	0.958148993627702	0.964105260801999	0.939153852096697	0.986743720944849	0.995801317062808	0.624228308224933	0.969839976176777	0.978395216534656	0.951327514211416	0.990531476330834	0.926048919452459	0.939925083162405	0.989374929879597	1	0.909804649617102	0.94592722436778	0.988101065028173	0.821795135160567	0.981233112851346	0.865503152232363	0.947354872312049	0.956210820312968	0.990784466922566	0.760547879310637	0.850483112861842	0.955620846094205	0.995786791655235	0.887660746146641	0.784171415309241	0.53748445920629	0.992128061502295	0.943944739006282	0.745038332857881	0.712594457775038	0.808192072709493	0.994151493658966	0.96411140383318	0.99047609688626	0.753221541185256	0.991296758096996	0.933406193137667	0.991668605379942	0.988684072933816	0.862226023616352	0.980308298907197	0.992554759755129	0.606642857366924	0.980115626370667	0.834853769754474	0.999256635856274	0.987062672948214	0.99608516040631	0.365295916403034	0.985321344670036	0.489488578713854	0.504131976565682	0.931588041999008	0.459325246493234	0.990480897053942	0.995470318530438	0.995918959195935	0.596768780148646	0.986455009236984	0.978733118823304	0.971993552226434	0.778124042399074	0.592579539162763	0.995281852154953	0.997427010533012	0.969996707535616	0.997022327051756	0.993240387762735	0.916754636466611	0.925385582832727	0.955188450316647	0.849282566703694	0.993051388054368	0.984574543068261	0.449069499230529	0.793481633270567	0.992955417706475	0.876786457087708	0.753582181450676	0.882389732540452	0.917066629184218	0.650517548155086	0.998537715350759	0.996534207505302	0.998469117413392	0.969116090508841	-0.0806510478878779	0.984898646842053	0.548247381536078	0.98275385419214	0.978969944482997	0.979689866544209	0.385966225914678	0.994406832411828	0.993946652067359	0.994574051486019	0.993175602758115	0.912553606297611	0.704510782178227	0.976332251277869	0.419243317616689	0.894846981341759	0.971275382225211	0.853138062425421	0.99530444164489	0.992562085051492	0.773931979939093	0.982014296679128	0.46904206223199	0.984267966166234	0.925451185890418	0.0988561233167725	0.932841471075134	0.57919553541644	0.948133457726724	0.923552835687926	0.582595223544151	0.242467309624194	0.982577305010168	0.285411817437162	0.495352657315014	0.60509473426751
LRP4	0.915704671942816	0.865710270144941	0.454972848344318	0.72157466882814	0.844013049085846	0.898944660200843	0.823909458977065	0.754230187668345	0.858719257713438	0.81971793842637	0.995466919099573	0.926145627234091	0.708715951899805	0.799872109609359	0.898924428114568	0.995204916806071	0.740130103345133	0.946609205409534	0.604392671561256	0.977499796508143	0.916405797810683	0.980568631049356	-0.0274401117630889	0.787496960673676	0.772516329014558	0.714424766595446	0.831613649920716	0.882176338152401	0.889478440780302	0.785075374980059	0.906402393447678	0.965265356882247	0.848718487677304	0.686762618608104	0.988517344361665	0.877983452457992	0.909804649617102	1	0.728335497985122	0.958149325167917	0.94744098983843	0.831318777855805	0.584728350379432	0.987993230173001	0.989153534209109	0.945719555105247	0.423961837219292	0.557404803812447	0.979097722542915	0.870023892385683	0.989800284588984	0.457564369745426	0.718282310521087	0.855016527286047	0.773408376253518	0.496347402158239	0.923637727438013	0.961945325530363	0.946813669148938	0.962411814907065	0.845658101539976	0.954732682214458	0.85014709715524	0.702453303661255	0.854201582666473	0.921972522460911	0.960744265362682	0.843525069523142	0.858868220594102	0.876845751158524	0.964903557702317	0.974041802598664	0.909012304824556	0.870969694632177	0.881478359170429	0.69407443288197	0.885101189149708	0.737255183279156	0.80116798758048	0.708444756647264	0.771333429469948	0.907775979142679	0.86800584067519	0.922741373477401	0.84464246304924	0.954900048114439	0.964283817757631	0.887601597501385	0.848682223506445	0.827575650000119	0.872739526684393	0.913268137757015	0.782959290812904	0.8799890152565	0.858571238786269	0.748412343684045	0.690085166110196	0.773377466461397	0.566749329717355	0.85762418132272	0.959795075066989	0.758874425856546	0.47089917425565	0.876895833608341	0.980194390073458	0.939605187860369	0.987730994715902	0.994322348925273	0.889626574456234	0.923375733073948	0.906125261460155	0.904860100327362	0.981043715406932	-0.0147286328673938	0.926792819821758	0.682911523799419	0.967122876176142	0.808104158066623	0.909658728031579	0.592078642236232	0.867550887678268	0.901214697979294	0.940393877714749	0.887143247984732	0.996126680857371	0.89998320346615	0.804920796240526	0.732915698091736	0.998176946954979	0.793848790824743	0.956037487205408	0.935256475754673	0.874448959202552	0.903779043014582	0.955754964347847	0.774979935186599	0.963193000245763	0.974506877465978	0.309780134029442	0.792383315501352	0.842573650226234	0.9830996218998	0.903001836822726	0.860920767267075	0.478545010480361	0.961422869608289	0.55947418886901	0.800420685682335	0.876687129262726
PDGFRA	0.94046630337473	0.96697353898022	0.94133432696259	0.993816416679523	0.980163772567582	0.954087135021542	0.986651145738421	0.997457955865488	0.973166515187787	0.983340896859179	0.723573963671741	0.914147124675182	0.995793650280004	0.992997342423988	0.915306078081129	0.735981203429747	0.995079803841828	0.893613726661893	0.96061536788815	0.601865180581475	0.444145836843179	0.819886138799756	0.0289503969469451	0.978776861680829	0.995532214021431	0.999776596194952	0.984975530102777	0.963882945248375	0.342640764068892	0.991046396298018	0.919637871990854	0.826229723931531	0.975526687261243	0.996983958298538	0.784525926605263	0.956609443441206	0.94592722436778	0.728335497985122	1	0.892279576112118	0.6070524346913	0.980009881117302	0.971436452082595	0.800305502417895	0.811475937831414	0.905555964582418	0.92876394496456	0.974446898182009	0.818873645633094	0.970359201718704	0.70271031970466	0.941644514770769	0.314173197258966	0.974799042255449	0.967891656304433	0.864066101385262	0.469534888088359	0.584494491502347	0.906814051447234	0.851935245806958	0.979679242953428	0.505161917703139	0.978480329349034	0.994764258061889	0.974181962573128	0.919211652556819	0.680709140685176	0.969324000589712	0.9736739304937	0.326173411833149	0.871840395101848	0.623694442014265	0.943027267257049	0.959326894458546	0.961517714716901	0.0779312028933211	0.946147502301767	0.256206768135083	0.220457056237213	0.991651528243228	0.153539527489209	0.933288549339973	0.969341493721676	0.93290201038352	0.343909250609753	0.887653927793202	0.870870993100218	0.926341215714173	0.645140096733617	0.353264712656708	0.967112015431396	0.935685207614283	0.993152327438677	0.963290018366378	0.971941120481299	0.92062991474164	0.994088865922163	0.984122331449272	0.961618707011996	0.97458465052972	0.878736253192354	0.156144191131371	0.946782957622502	0.963435806834301	0.695940466178089	0.523792460400692	0.691397278502561	0.743395157508666	0.38641820416498	0.933120688708444	0.944573145968656	0.944147957052473	0.839471356351146	-0.0876824112651854	0.913449505569228	0.401790936867337	0.873404043477551	0.991593525790016	0.920177321019246	0.198061754688508	0.970719332052859	0.946042529072873	0.910344558375202	0.954276290742348	0.731783690736316	0.479511107800392	0.990506625792348	0.139224956003098	0.706079637103485	0.988127785239745	0.67360491527583	0.919602057741431	0.963840511386027	0.595504025753748	0.880840548300594	0.182700061882116	0.878678571527184	0.781329552909909	-0.0599483792026874	0.93591463372073	0.314932866792574	0.80760210913128	0.836146872752311	0.297883301118973	0.0456267765148638	0.879014013746147	0.055172447699344	0.200707561542068	0.325816128840209
