""	GPR37L1	LRP1	ERBB4	ITGB8	LRP6	SDC3	EGFR	ERBB3	ITGAV	GPC1	RAMP1	RAMP2	LINGO1	INSR	CHRM3	ACKR3	NRCAM	CD63	CHL1	THY1	CAV1	TNFRSF1A	PDE1C	VANGL2	LRP8	PTPRZ1	MRC2	CXADR	ACKR1	CALCRL	BAMBI	TSPAN17	SDC2	EPHB2	ITGB1	CD47	MCAM	LRP4	PDGFRA	PTPRK	ITGB5	PLXNB1	ADGRG1	ADCYAP1R1	CD9	TYRO3	CNR1	IL1RAPL1	ATP5F1B	DAG1	C1QBP	DCC	CD36	CDH11	APLP1	KLRC2	TSPAN15	NOTCH4	NOTCH3	RIPK1	TGFBR3	GRM5	ABCA1	GRIN2D	IGF1R	RECK	TNFRSF12A	IGF2R	ERBB2	CD68	SCARB1	RPSA	APLP2	CD46	DDR1	LAIR1	SMAP1	PTPRJ	CCR6	PRTG	TNFRSF13C	PLPP6	FGFR1	CACNA1C	KCNQ5	GPNMB	NOTCH2	FZD5	JMJD6	CELSR3	NT5E	ANTXR1	FZD3	FZD1	PTK7	PODXL	PTPRS	CELSR2	KCND2	DCBLD2	CD81	HMMR	GLRA2	EPHB3	ACTR2	CAP1	RACK1	TNFRSF21	RYR1	PLXNB2	LTBR	DDR2	CANX	KLRK1	IFNAR1	SLC16A7	MCFD2	SORT1	PTPRA	CXCR3	RYK	LPP	NCSTN	PLXNA3	TNFRSF10B	TRAF2	GPC2	KCNN4	PLXNA1	CD99L2	NOTCH1	CADM1	TSPAN5	TFRC	AMFR	ITGB2	RXRA	NCL	CXCR4	PILRB	ADCY7	STX4	ERAP1	CD74	CD247	LAMP1	CD2	HLA.DPB1	CD163
GPR37L1	1	0.985203097501243	0.772326344311564	0.929640476758955	0.987237470217738	0.996694941644153	0.979012132221301	0.954019311454293	0.987707543948124	0.977249825039211	0.909695354713244	0.98413187672241	0.928557155015592	0.972010450718207	0.976764545789733	0.917466631310002	0.940359899379042	0.983423677274608	0.849842871719025	0.833971972171533	0.711528743368896	0.960200890609512	-0.011985891510239	0.963906372807305	0.96099332534349	0.933732502313344	0.980616487100961	0.995706039317993	0.639512211816246	0.960040805540755	0.988393793891585	0.961578343020765	0.983087052707125	0.917057622258729	0.944358636080071	0.992828903637458	0.996834015325674	0.915704671942816	0.94046630337473	0.992060761998127	0.812906667273266	0.980817866756705	0.8510432374495	0.953670012083735	0.957203632170098	0.994120106264348	0.748507178809384	0.840477152553539	0.960669725471676	0.992478996765254	0.901303026245376	0.773712875213746	0.529382007960158	0.987139366915748	0.952721195113257	0.765472165614053	0.737792215185761	0.809279366788921	0.991743615377737	0.975428870536623	0.985038937082961	0.766127719281304	0.987593146860851	0.922493709744965	0.986141557721625	0.991371027867833	0.873006265110457	0.982658740656846	0.989252709257703	0.624229132571414	0.983426328683958	0.847018336407181	0.993226700291386	0.991620739526693	0.990616101310176	0.399088525027924	0.99124800761641	0.532494144931028	0.533508635831774	0.92893066767447	0.47008195102209	0.992350830515224	0.989177472188835	0.999244287773047	0.630308016191125	0.98279709151504	0.984202798351102	0.984579769480415	0.812660522409374	0.629915336983399	0.991672587515729	0.991018990429638	0.961396332069367	0.991540954630135	0.984824595183115	0.901069294206805	0.915123733777136	0.959273669140699	0.83161884812315	0.987238213439696	0.98239523200746	0.468746643009465	0.78221733819128	0.994718327844919	0.895575804154292	0.777400387508447	0.89182733534726	0.922949068899157	0.670562146771257	0.995679946624643	0.996380999254544	0.991124886358053	0.971196781062164	-0.0221710118161539	0.990742975925375	0.596303453578615	0.984688512947525	0.974810448063847	0.990422717201415	0.434362227357882	0.992445689735584	0.997366205219821	0.989615787293945	0.993761263867563	0.913647113291886	0.73613597398078	0.973444999069164	0.454209755504091	0.9027270545138	0.965569759352184	0.872957238067559	0.996466525639237	0.993740295865055	0.807896470315636	0.984501910011263	0.499463087526245	0.984887305826693	0.942234657869761	0.144997146992311	0.94636498600943	0.611476527818097	0.958422468378777	0.944239785474516	0.602241644939628	0.287652989054838	0.986868718741422	0.33154394507612	0.517151597521488	0.623297747303097
LRP1	0.985203097501243	1	0.83106724712753	0.963281743901604	0.991513014429539	0.993370881817732	0.993529175542895	0.969443665377611	0.998402326575016	0.988833023578614	0.866608961904153	0.986353686812643	0.957535051128869	0.986651286260348	0.961859071117109	0.869921192250374	0.970077256555623	0.976136342770312	0.903752460086673	0.768664851375735	0.638272936181245	0.92988996132979	-9.70408130388794e-05	0.963145574923802	0.979075681489644	0.961795610511636	0.995445689688407	0.991887313954638	0.549512514335056	0.987897112138972	0.961613161834799	0.919710779269752	0.998435434794992	0.954642560214514	0.905635625505352	0.984543265136622	0.994129598677681	0.865710270144941	0.96697353898022	0.966638025831207	0.78660478804546	0.986077046207432	0.90943475272007	0.913127300195761	0.925818990769026	0.973244884816063	0.813610738878161	0.890854236854836	0.926120472794024	0.997359716820944	0.838460605189145	0.834328985032406	0.506088502727771	0.997463836228255	0.947279373426982	0.759882664149603	0.638932595751247	0.759141005602691	0.980115377082272	0.933346484531642	0.997231437663251	0.689059202375057	0.996402194481681	0.961878238151936	0.997601065899499	0.977343980579356	0.818710246784321	0.97950486337109	0.996044093446676	0.529446809500065	0.957297391973484	0.781686523000634	0.995387505448898	0.982312788757209	0.995805822168272	0.270639289192288	0.975743985100596	0.401045317923836	0.416004945914868	0.952932155342062	0.385392100752576	0.980358579949564	0.999409918514839	0.983167248133139	0.512909175731817	0.9699153322246	0.954134866978461	0.95553695492957	0.721656280229457	0.50809656305255	0.996857327080738	0.993747020403116	0.987211320177826	0.99842113269577	0.999646332637147	0.943318176753416	0.952837678685204	0.963408343893839	0.890866616401129	0.998142742251349	0.967329076009285	0.369531959916305	0.842626724076348	0.989850191755748	0.823853969906233	0.685456107160111	0.835940266013694	0.876735401767751	0.579097562025672	0.989870740728191	0.990017884353683	0.996188652363349	0.941957726683008	-0.133011483663971	0.96835740016405	0.475118852839658	0.960732802506838	0.989804340883822	0.961985530974612	0.307619582989201	0.995747112016638	0.985369829047457	0.983697424659344	0.987853691513476	0.873864948699005	0.629106109352002	0.987126992888771	0.323704042540579	0.847915365287039	0.986163978268553	0.801536411805797	0.981652569892835	0.989933267318778	0.706403873122745	0.961432014644036	0.380023184561083	0.9641049715041	0.881832506401733	0.0257890701164431	0.928300491424314	0.495810554702816	0.912204127182935	0.891820934699766	0.50453600137074	0.162632802846084	0.959748851834147	0.196557276497598	0.414069493974462	0.526019656661881
ERBB4	0.772326344311564	0.83106724712753	1	0.934680073568236	0.859527947752873	0.79713274256823	0.877934617512319	0.925263256483533	0.843211818229466	0.876431168614697	0.45227725564206	0.733816046517874	0.946829184725209	0.897855801516125	0.750532765089341	0.468391481803305	0.927450653346689	0.697325860563184	0.945839949308203	0.304482679148013	0.131300830727912	0.585870265402946	0.0280201479878506	0.886246930558887	0.915280442619547	0.947912530844516	0.871108270075823	0.818248370572361	0.0102281135509032	0.901352216501296	0.751088588989782	0.603118897628248	0.851383055124969	0.958582284245383	0.535234996193134	0.813338107209028	0.782003181231314	0.454972848344318	0.94133432696259	0.688733800943789	0.325815236669505	0.866299784122015	0.976141884546463	0.556496620133217	0.568679113009853	0.713478165635988	0.998854484966001	0.991523986749572	0.585411812223101	0.833714461399027	0.429069502168492	0.999377450691298	0.0543949215795829	0.847537038911442	0.878779046250578	0.88016397574087	0.157618830036428	0.283420240463849	0.713351129994601	0.635771657597657	0.858065900516206	0.189500313960422	0.854241735397892	0.948605356782954	0.847242158756824	0.744056105196034	0.41791894648444	0.844431273977178	0.844366370231302	-0.00492322649943599	0.660422945346243	0.334152794973585	0.778630117155041	0.820300266492234	0.815958978789781	-0.237498531131895	0.795610463526832	-0.0283637733807101	-0.105259105421099	0.94195995148676	-0.175868568593068	0.768552197353308	0.833238448151061	0.759773249460973	0.0341972901887012	0.683572077142274	0.659162068025926	0.76907081316039	0.423123342383152	0.0542690648320994	0.828814633383816	0.767503325639724	0.906534912346425	0.819418788485324	0.841030927862367	0.830981624386998	0.950575662033102	0.900129721892872	0.967178141269157	0.844723132594085	0.671114865407142	-0.164317556364112	0.99931241192375	0.822562422028346	0.425120316635659	0.222092720107063	0.415493298307359	0.479599376179888	0.0683067002579972	0.758781020342128	0.783698633009024	0.782266583251513	0.609667372157517	-0.105684971578557	0.733712328683278	0.187185089923717	0.660738974890871	0.891832106464875	0.750585086926209	-0.0300997991518364	0.835884335697268	0.787712746670982	0.721080073328493	0.804132634522528	0.46079787022827	0.182435678788334	0.892797886768114	-0.180653868715034	0.427457395011189	0.8957500302872	0.408739994978962	0.736414767261484	0.82413149595059	0.330768823751564	0.676423161349067	-0.141463578115936	0.669731354242448	0.537685151087486	-0.227263819401548	0.828751194991713	-0.000200378767681586	0.568279177198927	0.645102829111694	-0.0326305816266732	-0.173280334967734	0.67041863410848	-0.200151112433352	-0.128291982615875	-0.00678670514051071
ITGB8	0.929640476758955	0.963281743901604	0.934680073568236	1	0.967785893885034	0.950312410000013	0.978977482388488	0.987448321450069	0.964320031979031	0.969861632430334	0.7152664969891	0.906789187435636	0.988445573350294	0.98470410453971	0.903671367266485	0.72917974195602	0.999254793534955	0.884234628457295	0.975960383116646	0.583905071548381	0.426671683075673	0.804236798470729	0.109778804726179	0.955223281400409	0.982857301512316	0.993232175073238	0.981186324533497	0.957285548525226	0.329172909579336	0.990046385397791	0.894201238741439	0.799401026144182	0.968994705454263	0.990675504621346	0.767275902965967	0.936431630645242	0.939941621791375	0.72157466882814	0.993816416679523	0.883344645808265	0.59545762886125	0.970111610694011	0.96315389427549	0.786234524755403	0.806642213359104	0.892412835409046	0.924806152060338	0.972311975519516	0.799782512826388	0.961769193588271	0.680949381881239	0.933603913362721	0.319638579371135	0.965628808117622	0.940502384582679	0.820918127762472	0.441982128430258	0.590581071586632	0.901433744918916	0.828757603981148	0.972468047497557	0.490621097067187	0.969460848340138	0.987405167036058	0.965080051580384	0.900846202346632	0.65926401830662	0.954534239437904	0.963053798620323	0.314618222345715	0.857981885798426	0.598305599586682	0.938507296744826	0.938543982385324	0.959346007706547	0.0473035273992796	0.924928744698894	0.209897536832918	0.190235354386269	0.972855386886233	0.13256671104748	0.913683528529266	0.963573473896504	0.91986360573354	0.306283304011095	0.888547692563507	0.853312702519446	0.899517950193051	0.595302315569044	0.312330543757862	0.958431742114245	0.930247397124134	0.98551035977569	0.958872641952997	0.968459676102639	0.9044669795792	0.998182954848398	0.962027300024964	0.976545856227869	0.971080088774423	0.867886371843813	0.13934831400364	0.942063515318943	0.948896056001266	0.669375790020575	0.491559643321421	0.669223895474306	0.728086864264692	0.355058737115878	0.928757183822416	0.932982661835167	0.940617992624519	0.828402092636493	-0.16043018246104	0.899209168309103	0.344079908038583	0.861445751105072	0.98270690598169	0.895258881185507	0.128627441870272	0.959893299168747	0.928837749430775	0.904838258287026	0.940089796769969	0.727623173857862	0.443669838207488	0.979826514476542	0.116258877202369	0.697964372851179	0.976843821010854	0.636520287168496	0.906306737166418	0.947579038460453	0.557147933855554	0.863353612339279	0.150589303972691	0.869579155019249	0.756418672943297	-0.132512947438193	0.899684700219835	0.278993023285753	0.787083853965606	0.796732057961966	0.277901947082237	-0.0214014357855544	0.863713827221429	-0.00510180106405233	0.178196482465978	0.320863834104446
LRP6	0.987237470217738	0.991513014429539	0.859527947752873	0.967785893885034	1	0.990381531350476	0.996205472772386	0.987307093604588	0.996601006765993	0.994713970385934	0.838607314650804	0.968439341459456	0.970642505543285	0.994725820560477	0.960668117811962	0.84748043875629	0.974454083585784	0.958843295523306	0.907348069054739	0.743170179217958	0.601454524426652	0.91331081496155	-0.0150478087312835	0.988889991950696	0.991620843521588	0.976258614295466	0.99568944956267	0.99487197112033	0.515555995581742	0.985753699974078	0.976451403929807	0.919699650449736	0.994197096573458	0.966338718447537	0.889960070900459	0.994286588472954	0.988226432120063	0.844013049085846	0.980163772567582	0.960184946706779	0.738945723039051	0.993017288880839	0.91863736700144	0.898607765336798	0.903989974036882	0.968808700488395	0.839748916359888	0.91173113837187	0.913614787965865	0.997216696636634	0.827543057752974	0.860939563939722	0.430182400610296	0.99657140202348	0.978802165112063	0.830568997353991	0.631680486504872	0.714875647678988	0.967212314943473	0.937797921931872	0.996972324365138	0.660261050608464	0.99798408209744	0.969630146657689	0.995754560730711	0.974612073745108	0.798906080937884	0.993863483487957	0.997346476384682	0.497491916577131	0.948503655176198	0.764792112803464	0.985420743216953	0.99469234684117	0.990767021144043	0.266523407101539	0.989759814960951	0.426250283916494	0.40668224308484	0.975323620642453	0.34064355966256	0.985481914378374	0.994625877170011	0.984111868860993	0.518018067061932	0.951254757655575	0.95031507069191	0.977095535793668	0.76161643625654	0.522908513092103	0.994822959900696	0.980427986793099	0.991177432123495	0.992045155674468	0.993350441930152	0.926510416206301	0.960230898975509	0.988507953518402	0.897368116302349	0.994233130663739	0.952031766571384	0.332576130531843	0.866954502694847	0.995679331774401	0.822029171170143	0.679898273655538	0.819327813330786	0.857742380914059	0.5588193002551	0.980500215776185	0.98735290672901	0.984606189178136	0.927078654335692	-0.0303179375597145	0.969132731873886	0.532018811005713	0.94985248069998	0.99695918916942	0.976924685110819	0.352530225541364	0.997421412824779	0.990751027216005	0.968801526091065	0.993603830132998	0.844325093077519	0.637574280044049	0.995106020740047	0.32249669015754	0.825859850979223	0.990144666021308	0.804161339579214	0.978033148000513	0.997224417400774	0.730826875577294	0.956426094789362	0.370832307974824	0.950925570356631	0.887366491567935	0.081033463220878	0.963653028330497	0.490844302042015	0.906854555606461	0.917762719627701	0.475125031687154	0.204672460415683	0.955007634987382	0.228955827543192	0.383177645233575	0.494041351528855
SDC3	0.996694941644153	0.993370881817732	0.79713274256823	0.950312410000013	0.990381531350476	1	0.986347079051922	0.963199064393703	0.993013120894286	0.981142330353686	0.892948819953126	0.984813824326843	0.941559684475221	0.979845095489007	0.970872351320012	0.900715611822169	0.958764626621263	0.980099346980024	0.882329989873691	0.804980461451084	0.676412076235705	0.946075062510267	0.0350716178888547	0.962803377158785	0.968498051733284	0.947818208348002	0.989810199306747	0.998390323460352	0.602306422454153	0.974430404579079	0.976581934259787	0.940456753222761	0.990266901308605	0.933555653746077	0.927499581720541	0.98834416229787	0.99867823823665	0.898944660200843	0.954087135021542	0.984820547518698	0.797145272918593	0.984311965106358	0.872599005362759	0.936977756647088	0.947321988909187	0.986236890587175	0.776027556413587	0.864373070002518	0.944244629396679	0.996302350815916	0.874308689620889	0.798234131860632	0.516730603241909	0.992001209358379	0.949467936147724	0.760273656027313	0.696809960319013	0.795674682072604	0.989638369673899	0.957895211083893	0.991570406195702	0.734094341210388	0.992611647773421	0.938459249634905	0.991202909291165	0.983198210710865	0.844878228781186	0.984018350466852	0.992555646843401	0.58629455733239	0.972958780612803	0.817026281419621	0.99678213037469	0.986898000588104	0.996864777336984	0.34573373344967	0.985059493371622	0.477324800200685	0.483765340986259	0.937265089381555	0.428820184014721	0.986373576795872	0.995332643894004	0.99409135305866	0.580053560520854	0.982450252841056	0.971869358485655	0.972282644124613	0.772751371760972	0.578400483943643	0.994833545562619	0.993542196851632	0.972751927942426	0.996851093833835	0.993363213488285	0.910412284235635	0.936554187249297	0.960254342898836	0.864999517582075	0.994713495766914	0.976464907470622	0.422665655225059	0.807769062220641	0.992940087414375	0.864960982625276	0.736305038571464	0.866373513345792	0.903269781271669	0.627448438181342	0.996527787742892	0.994074645499167	0.995710630798009	0.960431960770686	-0.0731829338117871	0.982134259303348	0.545122907225484	0.975738833471936	0.982679664642737	0.97795448362536	0.372630547731652	0.994748342635615	0.992480062890211	0.989271372184795	0.993025915850754	0.900642991968261	0.691523654956989	0.979640282374861	0.405618650268206	0.883353829691872	0.972940904129978	0.838646132799967	0.991142763969541	0.992139799600218	0.766971633168617	0.974573536339476	0.448187099311016	0.977464218827366	0.918093635353127	0.0854047098616048	0.935643825311594	0.558891221707742	0.938793987569835	0.919432274778301	0.559404383020279	0.227155755305878	0.97677550222851	0.268540480009191	0.470047149605647	0.587824331051919
EGFR	0.979012132221301	0.993529175542895	0.877934617512319	0.978977482388488	0.996205472772386	0.986347079051922	1	0.988207260188461	0.996713037677747	0.996718839989732	0.823947217756579	0.966380333419875	0.98230341280414	0.99856492879364	0.962027236073268	0.832444799602585	0.984434922463113	0.953713060953999	0.920605984483589	0.719824479315908	0.58155008979574	0.900402577427877	-0.0233370340721205	0.979772021051814	0.994935831752848	0.983331232371586	0.999045449642551	0.989388956861504	0.484901307131162	0.994862159058557	0.957782696237229	0.899527611279133	0.997737234336891	0.977453544189296	0.870105802763641	0.985367952954171	0.983914069700903	0.823909458977065	0.986651145738421	0.949604732119876	0.723496573396176	0.996487321587896	0.937711751107047	0.884540860518284	0.892854543504936	0.960296085895526	0.861711789068383	0.926614855557647	0.898409262144836	0.995648252666439	0.801798687221797	0.879957855834729	0.43943314071453	0.997870249052974	0.965411428057318	0.809839495202246	0.588842976174365	0.696521549880913	0.961490262448213	0.915926006827635	0.999002207718132	0.63382158871398	0.998495499526625	0.981143398463658	0.997698142443813	0.969057425329968	0.785986242566742	0.982371750574901	0.997415945121919	0.46860650580014	0.937631023642064	0.733668059551352	0.982404012810055	0.985445701740941	0.990800407664454	0.213911015498066	0.975030675238335	0.360194713273166	0.355453975792625	0.975527809285311	0.307748588224682	0.972631339350359	0.995411842640686	0.975900678972027	0.465127900183927	0.947459739795524	0.933935986673453	0.957589203699552	0.707204870358786	0.465027087102895	0.995486266781056	0.979509834670198	0.996210843325802	0.993331296962699	0.99553399440618	0.940050052116239	0.972094777782184	0.981534097529702	0.915713995969329	0.996856209241202	0.942378074675372	0.308824320605209	0.887224328931739	0.991970338455741	0.791863938533312	0.64094018779532	0.793552615984451	0.839157440721277	0.520281296339024	0.977529438588221	0.984671309676809	0.983238033156489	0.913797904663567	-0.108521248769061	0.963529813589156	0.460583932745828	0.938465144935049	0.998784423009969	0.959789132370179	0.2806773491818	0.995959264289367	0.981805185841903	0.963711342177782	0.982687927551744	0.827744306096087	0.588547721665332	0.998834132500107	0.264056897166348	0.806532268387058	0.997249625391434	0.76798149006445	0.968539850191123	0.990680282465454	0.680579768715369	0.941175612915356	0.318556745747145	0.943061006391106	0.857567651073493	-0.00105938635844541	0.942967546416495	0.447911412945205	0.88648898074219	0.885171682562491	0.442563510500199	0.126785906308348	0.939223138202992	0.155540528648565	0.350476528911409	0.465363994690634
ERBB3	0.954019311454293	0.969443665377611	0.925263256483533	0.987448321450069	0.987307093604588	0.963199064393703	0.988207260188461	1	0.977364446937678	0.986985326888016	0.745723289040046	0.9213904227825	0.99002489699374	0.994424013016871	0.923347827217395	0.758556539658206	0.990436576912177	0.904196569690483	0.949274263312787	0.632531729540229	0.47452066404253	0.838754061927124	0.031336391809454	0.989441346732339	0.996325493103609	0.996646678771898	0.986588197770404	0.97385560905897	0.380253358004383	0.987683304657469	0.940572588527678	0.850733168619676	0.977099706407846	0.989751866328649	0.808383674734571	0.96904217476569	0.954997431984036	0.754230187668345	0.997457955865488	0.909250788309737	0.62562702325773	0.983400512108915	0.956546601236164	0.821714235827406	0.82962973613593	0.920434985017574	0.909525519758127	0.962268427607557	0.839892646916819	0.976612368030403	0.734128569612061	0.925155654375933	0.323382980354523	0.978442014508653	0.981689538795789	0.879988824389985	0.515842406103004	0.610824294758592	0.918409891183328	0.877229982317884	0.982542839273993	0.538895875077717	0.982908012401738	0.986832446860957	0.977315805093352	0.931671679776874	0.704764271838977	0.981913001785796	0.978577761115701	0.363404994082726	0.888672196528454	0.658098492208645	0.950397972367673	0.972068627879588	0.966326598088856	0.130806459766931	0.962522802112968	0.318393862185936	0.272679757695443	0.992332157641069	0.190531734858808	0.947801689114174	0.973379570147043	0.946651262720282	0.397321364661885	0.898397652429978	0.891373547534815	0.947921362903923	0.694715838954575	0.410119268085792	0.972189318115605	0.942294346578693	0.991386176515237	0.967854500783907	0.974150066717342	0.913737327350377	0.986807690066082	0.992641134857427	0.94590998137475	0.977752944721173	0.893105530016965	0.191866701912448	0.929566500959714	0.972664199260469	0.73100371468158	0.56675652005717	0.721337737488564	0.767674701809556	0.429028837802523	0.942216792760197	0.953762501550142	0.950069071800828	0.858147194610831	-0.0282939458708991	0.926860912715894	0.464446396641986	0.890330485326412	0.993819070739012	0.940579194337129	0.262253726967757	0.977355203723469	0.959390717160569	0.920382278512083	0.967073944620075	0.754460492660756	0.529767045401819	0.992185154705253	0.196997295935511	0.732567279302184	0.986856588109838	0.711767807096174	0.933633818840034	0.974031510970344	0.64535788602904	0.898969978286536	0.235918842083413	0.893313558611658	0.81403819772286	0.00454985994586371	0.955802373960548	0.363887693482757	0.833279479933851	0.868811809210381	0.338032506034162	0.110874907170146	0.89872905713784	0.120583752974389	0.242043155017716	0.363440812628732
ITGAV	0.987707543948124	0.998402326575016	0.843211818229466	0.964320031979031	0.996601006765993	0.993013120894286	0.996713037677747	0.977364446937678	1	0.993997886739583	0.858926646722536	0.982365848820777	0.964954093190939	0.991653176356719	0.965743539168187	0.863761436899524	0.971432090484594	0.972653803834677	0.901963515902536	0.763097346809502	0.62956056543672	0.927457344678052	-0.0268881607514515	0.97565174186162	0.986374996053843	0.968522143915965	0.996809190296168	0.993705000063451	0.539742196681551	0.988537386334133	0.970300391494715	0.923809647042218	0.99906416201797	0.960855572078011	0.902929568930668	0.991536407888287	0.993280884594539	0.858719257713438	0.973166515187787	0.965952155423411	0.77295801456607	0.991536758661244	0.916302431613381	0.911033256817942	0.91943941844612	0.974450046590705	0.824802839723061	0.899137551464328	0.925563182425186	0.999267838135679	0.837906660157499	0.846355428657323	0.48539126531316	0.999605272076848	0.96192361689464	0.789519374324269	0.639050074512107	0.742482099451567	0.976955073702785	0.938250366399551	0.999116896024921	0.681518048349129	0.99925558467034	0.967220054786051	0.999502530548413	0.980743016266827	0.816463666266678	0.985843179084088	0.999115559068611	0.520542301877283	0.957258021122309	0.779447714350155	0.992997743364529	0.990264492685124	0.995001533582825	0.272598038965689	0.983503671017453	0.413145922556908	0.415254559587228	0.964089167433869	0.373748823456606	0.985039507650614	0.999390081295523	0.985950889845018	0.51847007774307	0.963994254284119	0.95548306133621	0.966556030053775	0.740060836563912	0.516465137769052	0.998574142932401	0.990940486272698	0.990613264391639	0.997766596229945	0.998692748751407	0.944011959727649	0.955261097424664	0.975568178279558	0.890710364673362	0.998127005544871	0.964273202746785	0.36015090363591	0.853282750924353	0.994971754239047	0.826999391305277	0.68780377550373	0.833596890292485	0.872950486313601	0.576912788653675	0.987962431366332	0.991939391581181	0.993235157111102	0.938966703920585	-0.0933814233596273	0.972256699493782	0.498584598882693	0.959239335376568	0.994331653173598	0.970882441082416	0.330640998907099	0.998814401608109	0.990409060795234	0.980016661823002	0.991639396689739	0.864287696137465	0.635833022511094	0.992699541531905	0.322879185883914	0.841615829805069	0.991151776010451	0.807670427895379	0.982846810576232	0.995431597094358	0.718169832156243	0.962608448253319	0.379762952589331	0.961488627366213	0.886526698315706	0.0504400500935024	0.945600218343903	0.498901765604458	0.913663576345248	0.905961033675876	0.497556464390461	0.182813726077344	0.960376763861741	0.212883868343785	0.407086534347424	0.515487408044443
GPC1	0.977249825039211	0.988833023578614	0.876431168614697	0.969861632430334	0.994713970385934	0.981142330353686	0.996718839989732	0.986985326888016	0.993997886739583	1	0.820813005586361	0.963922958264202	0.97762511392085	0.995677861551368	0.953403294661998	0.824775944758333	0.977466577061603	0.951307975726524	0.912647486291595	0.723228489837825	0.587860041459967	0.900515346581648	-0.0496915002056951	0.984339574097928	0.993850452845617	0.980570658189642	0.993725030351175	0.986676322678315	0.484717075615461	0.990862097694433	0.963185522746764	0.905972556925822	0.994196723261474	0.974214865026295	0.871632739407055	0.98768972337034	0.97963721471294	0.81971793842637	0.983340896859179	0.947141534400426	0.723580327529287	0.991871148602178	0.939217177155964	0.883296842302899	0.887545026437067	0.958796524688946	0.859006610257191	0.922777822202257	0.900878983866553	0.992920807312547	0.805740962863933	0.879935777301201	0.446137767292678	0.994989559478901	0.973134359682952	0.826095885633476	0.598196670262265	0.694860634985469	0.956605571775491	0.917997529692429	0.995363437291835	0.633565281900174	0.995812432696112	0.977084669453056	0.994947118354775	0.971605385564378	0.795014807513255	0.98423442101684	0.994840169142197	0.464167949747004	0.934700820518079	0.740522176497478	0.977242235691748	0.987801679199376	0.981642700361904	0.213090779825337	0.976934618016045	0.376960697815592	0.364142099458807	0.977575859330217	0.313731400868253	0.97285268131613	0.991675052868584	0.974558073466185	0.474941832602466	0.937990400194135	0.93524698800663	0.962969554782393	0.722563975854855	0.478870258443275	0.992253479843921	0.975928941116912	0.992473936429363	0.98892065340866	0.990038286041649	0.949654874072819	0.965939487451581	0.985164493258166	0.904750541029752	0.992783105747893	0.940958181551661	0.316206157149319	0.884654953226041	0.991401842451572	0.79625683313753	0.650120909317887	0.797621093483862	0.8374750009778	0.531439338174603	0.971855146349474	0.983148243247235	0.977397382068219	0.910499918425459	-0.0734524699314171	0.95944696041721	0.482669388803126	0.936958997190578	0.995788284317561	0.96394173097243	0.312687770899767	0.994726344820897	0.982849575897711	0.958278842702366	0.982554972796161	0.824380157393071	0.597066715953137	0.996844623233283	0.27015354157185	0.802063840416558	0.995535799343915	0.77978925326337	0.967069481278352	0.990488345422587	0.690001813798503	0.939933651338643	0.329363948824552	0.941055218413973	0.86143924158103	0.0323020334213099	0.954326125812656	0.461540554991669	0.888921376108993	0.897020501836114	0.447122211935115	0.158108580146735	0.939625950890413	0.18297783569359	0.360128508060955	0.458292726840226
