""	THY1	C1QBP	LRP1	LRP6	CD47	SDC3	ITGB1	KLRC2	LRP8	CD9	CAV1	NOTCH1	INSR	AR	ERBB3	LPP	SMAP1	CD46	ITGB8	CD81	TNFRSF12A	ITGAV	SORT1	MRC2	TNFRSF1A	ABCA1	CANX	FZD3	RAMP2	F3	MCAM	ANTXR1	TYRO3	CD82	RYK	APLP2	NRCAM	PDGFRA	FGFR1	VANGL2	CADM1	CD63	RACK1	PLXNB1	ITGA3	ADGRE5	TSPAN5	TSPAN12	NOTCH2	TSPAN17	CHL1	GRIN2B	LINGO1	GPC1	ACKR3	NCSTN	CD99L2	PTPRA	EPHB2	SLC16A1	MCFD2	AMFR	TFRC	LIFR	RXRA	JMJD6	GPC2	PTPRZ1	LAMP1	TSPAN14	NCL	HLA.DPB1	CD74
SORT1	0.891800122583604	0.886185050388356	0.950704266020518	0.92516697996161	0.926822565197361	0.946932810501949	0.9476633775051	0.868007987984118	0.873986287721419	0.89810758319327	0.890577131468748	0.935794054927852	0.848276119006204	0.896003082977714	0.89527340056074	0.953926201474498	0.870063377766845	0.867385555812094	0.924703710777971	0.944972324032218	0.821505441671949	0.936591012507589	1	0.839855718082976	0.892506169232534	0.785875578398598	0.950915113467128	0.941361895293008	0.930423216526525	0.828268944848924	0.83908823477214	0.924206003298642	0.93375094054024	0.805818608378109	0.895266763985903	0.944257124260595	0.92616906363924	0.918924135579121	0.90101697881888	0.909046685221321	0.886597708514248	0.934356667514265	0.910110177922622	0.898131927974702	0.870125857477097	0.887998798447046	0.903229785210603	0.899129886202055	0.891385086619294	0.841170032009148	0.896147896545723	0.877616222433279	0.907002190277938	0.927955774135766	0.848734430383694	0.881827988659725	0.895058136095656	0.926337836585442	0.905714296095705	0.881152379896368	0.913940569839959	0.898543859253896	0.863815495999527	0.855928327749281	0.875765674420972	0.813807181149208	0.829871188224464	0.956207545191451	0.9369692078478	0.86162093724227	0.878313575042956	0.495658182079426	0.23818819270236
MRC2	0.703209675389291	0.685295044472834	0.856415020024261	0.779375357938151	0.816835668979247	0.879601356090869	0.856673327974115	0.723368419798868	0.721685376242042	0.789330014684168	0.751520963628544	0.769627849809396	0.809547511373952	0.745552177541071	0.769228360186111	0.852228538280456	0.681759608736953	0.803603728202902	0.884738113598982	0.842558119620233	0.79938776783052	0.894681008540846	0.839855718082976	1	0.837566555010021	0.858840413089352	0.840554290699772	0.835472063411523	0.797225619433163	0.761692354396966	0.662802970631828	0.784131251992749	0.853156832093734	0.621786423045717	0.752666005191159	0.867676930722048	0.888335527236214	0.794487720145776	0.751559847848495	0.79690015783848	0.716176827001367	0.853145457329929	0.738940549748381	0.782404528959077	0.866710896362587	0.798090409641785	0.812599617644125	0.769652736609064	0.821808438547215	0.716323798091577	0.904927127600067	0.837578085420138	0.799296727363688	0.889841966683831	0.724335256797241	0.827242701456293	0.793138529538693	0.900789951245387	0.762492001078197	0.729231277764415	0.802467605687745	0.789093823865339	0.733871372740792	0.739175953874481	0.777829725534022	0.626684829769939	0.681187031992389	0.86637147344646	0.855900270610354	0.816891427951563	0.673623631928752	0.488444807124944	0.324612684708124
TNFRSF1A	0.857027579911503	0.846500270783237	0.907075708135961	0.84128618639394	0.92258152094394	0.920311766241301	0.91587071099287	0.842647340759052	0.848455729777798	0.910163522244036	0.876243785313017	0.863743217958348	0.74980049392156	0.831312307067979	0.879752819595456	0.919659911633984	0.838651563563402	0.817486426198085	0.907859698963921	0.912435636782779	0.868005339891426	0.917297322991929	0.892506169232534	0.837566555010021	1	0.763975877965041	0.918034805126879	0.882046410387742	0.887787421022256	0.833664790729387	0.818168990442058	0.86709378695801	0.894756306250579	0.754852244438955	0.871834798441724	0.901165828059607	0.904652437810628	0.891137346475538	0.880744372497335	0.842883024278388	0.824688156533975	0.94743822079292	0.889166526248313	0.852301117274446	0.87471096515697	0.894253951407753	0.852488368536828	0.847463976112509	0.848974066778613	0.851297904344916	0.882251288150935	0.864119701334762	0.878202174683518	0.909850172625997	0.775495452908937	0.832619039441451	0.864930980855889	0.906410533050881	0.83410614008015	0.83023674927003	0.872398628173744	0.862831537023727	0.836487695232977	0.844798274576458	0.868575916656029	0.764190154160444	0.779794774290132	0.908591711392399	0.919166232179876	0.853589045062083	0.797736067011469	0.507489263878903	0.282181459574354
ABCA1	0.618486002232172	0.613872664217859	0.811890442307396	0.725478623367034	0.731576297566123	0.825741907296405	0.798767350579591	0.688431393180164	0.679165123911623	0.711237793661939	0.688386846072085	0.729240041786052	0.767610228274473	0.694037418898424	0.722864909205546	0.788401015954999	0.61784440402585	0.748321182752881	0.839038076118622	0.804680881779502	0.712056696098676	0.871640112030234	0.785875578398598	0.858840413089352	0.763975877965041	1	0.78835484923364	0.767154324801409	0.729429022907345	0.740647651724997	0.590911199235015	0.752482290894557	0.801656284445442	0.558371866858355	0.723757326413307	0.792036872155413	0.838733114585905	0.702500166023363	0.697016322962109	0.755918226924965	0.676240539017591	0.77445284250636	0.691741368176641	0.732261006591046	0.810843016649223	0.736931369543444	0.797370416224055	0.699867648711387	0.761005028247817	0.647744165038296	0.849080780806134	0.786471887031053	0.76243008575532	0.821485397382226	0.628299452638813	0.767049757426274	0.716025577165294	0.840597028488627	0.713317183157792	0.672989851789144	0.754485362497846	0.752430612457304	0.729677760795571	0.679174013076597	0.740964931518716	0.595015507395606	0.606023550513876	0.795489256809834	0.78698017409558	0.809675556391648	0.606167397905493	0.517952049137302	0.385564226639976
CANX	0.927326210550705	0.932646536490836	0.963605394249701	0.948922863570274	0.957241770180428	0.968480778490793	0.963303325671758	0.899008418056777	0.90394711733865	0.947156719407139	0.919187607190166	0.956851132085698	0.827772358387974	0.930047848934835	0.94456709205992	0.971320861397923	0.916896420517442	0.895062319699153	0.943966933689465	0.966008783276056	0.84023368131702	0.954829420779439	0.950915113467128	0.840554290699772	0.918034805126879	0.78835484923364	1	0.954095853387249	0.947173660467217	0.876742518537695	0.889168788512603	0.948885293501532	0.94690397118482	0.836998554205991	0.939031484384779	0.961731333839932	0.942221609441116	0.958116089777419	0.937151368807296	0.935290644618319	0.930760770429755	0.967236244418302	0.958204396062392	0.928378110310945	0.880920263626947	0.913732214128957	0.922352912753029	0.940978098991478	0.91903456038695	0.882553322909424	0.899816818844406	0.896483823164489	0.945777061386078	0.942886599816564	0.868917885044818	0.884256417495464	0.921518643345671	0.944794805487873	0.93864357125776	0.926094689779595	0.950977230625629	0.934666883455739	0.88318171888767	0.904255356167302	0.919344665608199	0.832908912386018	0.88114176081099	0.971852194634883	0.96762791118323	0.856361547434457	0.917664841376481	0.47406330595744	0.202404659508835
FZD3	0.905660661809673	0.90212351442418	0.946388662192085	0.945655974966249	0.925535736758707	0.949460414149568	0.939813732584791	0.878000056063949	0.877460382577402	0.906867685242077	0.899972917805174	0.936883742496602	0.850340721580935	0.906985546763869	0.925671855968809	0.957483497653781	0.893203011906706	0.876593822329936	0.929550498343911	0.940119018891223	0.817483298850572	0.939682300704259	0.941361895293008	0.835472063411523	0.882046410387742	0.767154324801409	0.954095853387249	1	0.931905545410374	0.841428990087378	0.85688309679835	0.924777315028431	0.927646751213564	0.815477318851525	0.905664071166272	0.935303579701488	0.924362998083055	0.9268225176737	0.902933171766254	0.923237576904137	0.905770660111272	0.933518522681513	0.927267099305355	0.899734822263098	0.855962536960195	0.898084928209489	0.900646508584482	0.903352577337746	0.900566044560372	0.840964319541143	0.884226132152269	0.876169166109696	0.926419749417844	0.918171520110883	0.858890534235399	0.860811671574463	0.912459848579103	0.921941462202918	0.9185001614519	0.910622105171859	0.928156539700663	0.910549061443914	0.850550211001114	0.851770521097433	0.891651366939767	0.799251324273499	0.858191528658135	0.961466999052773	0.938044193879702	0.839667867969109	0.897159070428445	0.463775718815455	0.187082684988212
RAMP2	0.907782108071708	0.921595566866316	0.933955083723553	0.919875109270863	0.933133891687275	0.94264027186528	0.919497299736809	0.872158866704651	0.871477338163528	0.903123841853688	0.91008151815253	0.929754946114632	0.812218926899871	0.896812810477658	0.927291908529565	0.946483401007918	0.907765232738859	0.846145714248033	0.923607260897893	0.940556324370423	0.843343222569957	0.916614487155314	0.930423216526525	0.797225619433163	0.887787421022256	0.729429022907345	0.947173660467217	0.931905545410374	1	0.829889797081298	0.879821758904173	0.928305769510439	0.919835111933617	0.834636179608318	0.906505297675871	0.92752276014988	0.921779873145766	0.914542435939285	0.911179882863345	0.907673571094058	0.894375776284294	0.944228963103677	0.938449843954866	0.902201222284347	0.847913584651636	0.893107573050377	0.887361665836026	0.899383798481553	0.885985251961448	0.857867482295269	0.866289025591861	0.863705217685641	0.927095428509308	0.92420005069092	0.849651678776558	0.845308875501434	0.893521958436326	0.908136493839226	0.91222523138356	0.880414387791797	0.906799595092987	0.926108289619421	0.831325946463755	0.855297085198814	0.893090080577051	0.790229671405155	0.838095904394867	0.942338095927536	0.934969948713183	0.824010116351926	0.887828024968769	0.434267216660418	0.150312048914996
F3	0.787672417356431	0.785827203662869	0.846278695631266	0.798952953358426	0.847783921513939	0.883817816561343	0.851799530176612	0.812242015123193	0.773266027512167	0.838729567782174	0.828582031791522	0.855566246086005	0.682197658843687	0.806493617605599	0.845900814603517	0.874484356623041	0.767367079407511	0.767094732532468	0.854513429094167	0.87346880047976	0.795604675886784	0.855187073870893	0.828268944848924	0.761692354396966	0.833664790729387	0.740647651724997	0.876742518537695	0.841428990087378	0.829889797081298	1	0.768352388658849	0.856009098935523	0.841761094886049	0.722302145087164	0.821974153872137	0.837292463978736	0.855832917873195	0.827950210289856	0.824431445914445	0.845073974254387	0.790259310072588	0.88081578452606	0.823336089140302	0.797429634284361	0.805780342226868	0.808094506885541	0.802295430702323	0.811903952134206	0.804994805602366	0.776097930144674	0.863847846997313	0.837979515649481	0.850295880349849	0.862087021766475	0.756541082856491	0.782660744655273	0.806330568849446	0.850072827989185	0.802089202234691	0.769077076963295	0.846029757206468	0.816359213879802	0.758121255212542	0.817644559681396	0.81494668176238	0.71505848034702	0.749600123877834	0.871350999719958	0.85773576072903	0.743808997324565	0.751681588374332	0.36926861032651	0.140455824519034
MCAM	0.924831240529475	0.919497316877556	0.839075055896177	0.878173544573043	0.877640152017897	0.83665418636746	0.856891439224694	0.853811149912782	0.873084324115044	0.851453334402589	0.839796677469589	0.910401722721729	0.704450249132773	0.868602560674638	0.881528720705959	0.873886111104838	0.922529168848869	0.789752741850217	0.81167103215453	0.866391454969944	0.724826315336916	0.819927242362712	0.83908823477214	0.662802970631828	0.818168990442058	0.590911199235015	0.889168788512603	0.85688309679835	0.879821758904173	0.768352388658849	1	0.865158894528846	0.839864988028415	0.8244826180615	0.893215910928751	0.851090749724284	0.810342927683658	0.896655416999385	0.891619520519513	0.850009060798971	0.893554388569823	0.863794141321267	0.919257527897037	0.823301971923249	0.724510968595178	0.828995604112103	0.81204959135097	0.86789290949917	0.834993946586858	0.831890748339624	0.730368273982203	0.750391562158906	0.880319699177347	0.805056008380062	0.819548007509169	0.756491142456105	0.843716521295803	0.807471537752292	0.888404476460513	0.866297265130432	0.858769985770291	0.876691933502338	0.808450295985183	0.825865632352951	0.83327056760368	0.809426408954977	0.848461130850698	0.858293492137351	0.867891685424623	0.759687128743565	0.897041709081815	0.423285381986144	0.125504234133452
ANTXR1	0.889838628176432	0.906981714018616	0.934316298313946	0.91790904390259	0.919594571610702	0.946320204212757	0.912311948622435	0.869210028761682	0.867005944888944	0.90641508833075	0.905224836925364	0.947104920142083	0.789701628388769	0.904577559936329	0.929309044606213	0.935681091693239	0.888927021920242	0.841092088749167	0.915363335252422	0.952781824847559	0.793048400629588	0.922017210522449	0.924206003298642	0.784131251992749	0.86709378695801	0.752482290894557	0.948885293501532	0.924777315028431	0.928305769510439	0.856009098935523	0.865158894528846	1	0.917486515181625	0.820922392267059	0.893320734635348	0.904954556829644	0.914856804988353	0.91614860785355	0.90991350619308	0.925277583837796	0.903329133643049	0.929501543078863	0.928419044013383	0.904753361760013	0.838491614522026	0.872684921867117	0.878586226884083	0.892616070270479	0.882161487539484	0.868231121832329	0.877539056939389	0.843850415782861	0.93001768606198	0.903556695031034	0.820309709638204	0.852872637259503	0.882868617215171	0.889782678951424	0.909836258259251	0.878166646619304	0.914426281787143	0.921029657205948	0.845865512076052	0.877411157685899	0.886932349079236	0.789864847209565	0.850099291282803	0.932032314786876	0.926797330169282	0.819986914552134	0.864364725050891	0.44458852728225	0.165530452974434
TYRO3	0.883921826355355	0.880322392996386	0.943909371189291	0.923448138021378	0.91241443733326	0.943171216135745	0.937862142259398	0.884632043717089	0.873958290981734	0.890191732600978	0.885511758514231	0.927312408357152	0.855875632024669	0.895658134064572	0.903090341427134	0.946917700739569	0.864998747446397	0.868104872882509	0.945040402216852	0.930771042881775	0.831168986341413	0.934171173342106	0.93375094054024	0.853156832093734	0.894756306250579	0.801656284445442	0.94690397118482	0.927646751213564	0.919835111933617	0.841761094886049	0.839864988028415	0.917486515181625	1	0.782133697328127	0.89841442775161	0.937031939992893	0.93198700294432	0.906063988184074	0.907210212972472	0.914640056059369	0.872954113810649	0.922722122222324	0.908718155282908	0.902327563642776	0.877929311628163	0.887371928457241	0.919731859312352	0.907760185367696	0.903565438164569	0.83480727515398	0.896783402237085	0.871707940339121	0.918875637738811	0.93550591986465	0.842221022414232	0.880221136736317	0.905752354470131	0.93401055762539	0.90324239230943	0.881540413780543	0.919224924413921	0.902837833341861	0.833833927605458	0.817745705719709	0.872907891083568	0.792021458622056	0.836318407724522	0.957909990471189	0.929501389642388	0.852051637266941	0.869245639112812	0.447131772997092	0.185739536898445
CD82	0.883665015804952	0.884431250166217	0.820297938590894	0.855317881404514	0.848198929276057	0.807777702673134	0.787385094140881	0.834626893035733	0.82040431729371	0.81757450892716	0.796560025304591	0.852629588187363	0.685561215820167	0.835158512616078	0.863504414810968	0.821359256893423	0.863424436727826	0.733813721152765	0.765693570590389	0.841491218499727	0.627632253084449	0.758132280695756	0.805818608378109	0.621786423045717	0.754852244438955	0.558371866858355	0.836998554205991	0.815477318851525	0.834636179608318	0.722302145087164	0.8244826180615	0.820922392267059	0.782133697328127	1	0.8319257824884	0.785198573375187	0.776404425743695	0.870659053062359	0.866395766219955	0.802328097379775	0.884674056836882	0.807695116168292	0.861470485584542	0.831156739128026	0.683779435197012	0.777189710423591	0.755196067269316	0.83736290209636	0.800564189827999	0.78393812447565	0.714317033238804	0.692186625805945	0.820280449529506	0.746911369686018	0.785985994395661	0.737189425514645	0.807169756471061	0.763129030761968	0.821404155175643	0.814292482195038	0.801822481317685	0.804363426717046	0.7571439536689	0.80615949031943	0.783750586810806	0.782667536884994	0.799769425332192	0.819726490766084	0.830789650127543	0.688433517757107	0.848114267966141	0.401811866853068	0.120333108812874
RYK	0.913981827640876	0.913819900110415	0.901223084966422	0.915629991797984	0.921380097684516	0.906008666323823	0.915080276085726	0.899874647136571	0.919734084275344	0.892331036822617	0.860481445649363	0.934054338676731	0.782068045949024	0.900448500013577	0.908031968903959	0.926147741232569	0.917687194482049	0.836870512375919	0.892566175225857	0.926179722686601	0.766645805668853	0.899080960317441	0.895266763985903	0.752666005191159	0.871834798441724	0.723757326413307	0.939031484384779	0.905664071166272	0.906505297675871	0.821974153872137	0.893215910928751	0.893320734635348	0.89841442775161	0.8319257824884	1	0.913814327513728	0.890811129151597	0.926040738837368	0.925962217679409	0.898938847830781	0.929032140805919	0.908680361559645	0.934049855734468	0.892139245425623	0.808238562161339	0.864778989431206	0.883758656496708	0.910390753071097	0.8838842461684	0.833428339178326	0.817952008536314	0.836220154719988	0.922940612257367	0.875218798576483	0.863685433536491	0.831026945443346	0.888039903575955	0.88907742737217	0.916600869017414	0.903581681222679	0.918665476447299	0.906553901643498	0.845072140825867	0.869101289723663	0.886426041854647	0.847569099743095	0.861870007283943	0.91315593493866	0.916371150635003	0.834371566943938	0.90071986120954	0.476226231806172	0.192818220300646
APLP2	0.889180888485838	0.870626644115978	0.94095582209615	0.922277455082523	0.941964284897108	0.951365250722326	0.962935507620717	0.866036414213418	0.88757591324877	0.902617930420165	0.863470327711194	0.919043733186861	0.855009868952927	0.898862446620793	0.885938060912056	0.958148064275485	0.87302213587551	0.879364498224771	0.943381159781674	0.927964878721328	0.858753895078491	0.944601695067033	0.944257124260595	0.867676930722048	0.901165828059607	0.792036872155413	0.961731333839932	0.935303579701488	0.92752276014988	0.837292463978736	0.851090749724284	0.904954556829644	0.937031939992893	0.785198573375187	0.913814327513728	1	0.931881313860953	0.932820081769873	0.902593516391699	0.899166183753144	0.884038751624015	0.950531918662158	0.896052473330446	0.900101663859594	0.894285420162939	0.882008305372551	0.920124427103208	0.932119718586104	0.893495063272149	0.838801618156383	0.900961138958985	0.901496765305962	0.91636150395439	0.951463642787637	0.875792334325947	0.892912993138188	0.888926325622745	0.955568593470311	0.906070112196882	0.888915513733444	0.926109491631893	0.915026433081781	0.83648900375118	0.855296628989448	0.878933191584151	0.808285395502072	0.841505069935371	0.965803263342743	0.95631969582298	0.855513903742562	0.88788589755963	0.467900113838464	0.212461780599492
NRCAM	0.8452465607995	0.843205306145047	0.942154802334633	0.89561293460507	0.920644255559415	0.964946481884511	0.934965511487582	0.86101352822804	0.852968423249293	0.898003380732285	0.865309981843251	0.907522354120389	0.825407736512752	0.868751779001619	0.902867068135659	0.938686111427795	0.847506831830906	0.865913233268983	0.951787241486181	0.93950415122164	0.836470977934202	0.943617556343981	0.92616906363924	0.888335527236214	0.904652437810628	0.838733114585905	0.942221609441116	0.924362998083055	0.921779873145766	0.855832917873195	0.810342927683658	0.914856804988353	0.93198700294432	0.776404425743695	0.890811129151597	0.931881313860953	1	0.907766396272401	0.897383586826445	0.913885784519378	0.877300418496063	0.939397631637459	0.884337354286789	0.901281847599327	0.901020613856993	0.895361096409856	0.897363737048342	0.87789395141071	0.895440958262044	0.836157393760388	0.933233978293031	0.890101194221775	0.92300798225087	0.946612800864912	0.819498742173626	0.881478022099817	0.890716168906363	0.94234233477807	0.894144322680016	0.856668296785899	0.901500095448316	0.903224253070223	0.809001246450187	0.84792933201344	0.883161122300577	0.748872897578586	0.81142625245888	0.945013518180215	0.939221786709834	0.85811597212761	0.811213460244187	0.438463843208977	0.196436301191803
PDGFRA	0.952926464735396	0.929357506571935	0.928958059351296	0.932381359731999	0.952284076270892	0.926111579663201	0.92522392904158	0.908186570356664	0.908523359683234	0.915520071692371	0.861977155321391	0.94609709187964	0.786870564100329	0.908292965045832	0.933522236536926	0.931341838197704	0.927349516830704	0.854260375225286	0.901951723944577	0.932130032103537	0.760403941256998	0.902839689123386	0.918924135579121	0.794487720145776	0.891137346475538	0.702500166023363	0.958116089777419	0.9268225176737	0.914542435939285	0.827950210289856	0.896655416999385	0.91614860785355	0.906063988184074	0.870659053062359	0.926040738837368	0.932820081769873	0.907766396272401	1	0.933251883358514	0.898246788027405	0.940719251905254	0.930640572358996	0.935504211837848	0.910892794449742	0.813506694878526	0.890191518054986	0.875920049606026	0.941644681327866	0.901158919490457	0.872696825150137	0.858612196627983	0.842762089315146	0.922374809979934	0.880351706895305	0.873019686668336	0.841175422326705	0.911277382150486	0.907454825366049	0.919828000182514	0.906100491175991	0.924514647413934	0.909356537103958	0.839514824034807	0.891083818403712	0.875968269625054	0.847441724605251	0.881682208072472	0.945124903424965	0.941656198969001	0.823323805675154	0.920914227708718	0.452388009322177	0.169950368799052
FGFR1	0.931438144232383	0.929773819648261	0.908459490150246	0.911546367796517	0.919706442929884	0.907218207702536	0.913057970612117	0.902572872145664	0.904022648309744	0.908873824350102	0.891045136008306	0.944316342417619	0.756785452917211	0.908801338182466	0.904040281250691	0.922933343138966	0.926945254542008	0.835630976976864	0.880166623547828	0.922479944189036	0.784928502419646	0.874577954471076	0.90101697881888	0.751559847848495	0.880744372497335	0.697016322962109	0.937151368807296	0.902933171766254	0.911179882863345	0.824431445914445	0.891619520519513	0.90991350619308	0.907210212972472	0.866395766219955	0.925962217679409	0.902593516391699	0.897383586826445	0.933251883358514	1	0.906374476945182	0.924917521981722	0.914693565584034	0.942989927638994	0.901827145925825	0.816565411526497	0.882719413805231	0.880569048865243	0.916912467830944	0.861333738240492	0.872103126608618	0.817893164450027	0.813688015554705	0.916824132625653	0.878115373697037	0.854441160197631	0.839585731273631	0.902008654681658	0.881181778426979	0.907179989900474	0.89469172094627	0.902360913453294	0.889388304295847	0.829192033847189	0.873938252739686	0.864449814017319	0.844867164469302	0.857796406591229	0.917814446098836	0.929813134582828	0.825161824452718	0.901211529968387	0.437161832045336	0.143498658431607
VANGL2	0.869638074697941	0.883469778251684	0.920219288884203	0.917324810791448	0.89269317558164	0.926017743101098	0.905534242132197	0.859545246088455	0.875784059711087	0.87722950071388	0.862880426232212	0.935569516107028	0.816003647873751	0.912194234108655	0.901843691162523	0.924238032618122	0.875858015213565	0.867673078708902	0.902539995996917	0.92965059441521	0.756860512700948	0.898373402723798	0.909046685221321	0.79690015783848	0.842883024278388	0.755918226924965	0.935290644618319	0.923237576904137	0.907673571094058	0.845073974254387	0.850009060798971	0.925277583837796	0.914640056059369	0.802328097379775	0.898938847830781	0.899166183753144	0.913885784519378	0.898246788027405	0.906374476945182	1	0.905445190473582	0.899701471569982	0.903992064654462	0.896221431008082	0.834439775762286	0.860256330804399	0.874398575590422	0.894607611265718	0.879140623448592	0.819418041168031	0.857323817292687	0.832830459605894	0.917669008942991	0.897071903321179	0.838329394586387	0.855938566811122	0.881443160298246	0.890464747831035	0.923806964053605	0.879950559109888	0.910195606606197	0.892357983449186	0.825650797406791	0.833496313312711	0.874656178479334	0.80911180552334	0.847828421106865	0.925825564723216	0.914269203314055	0.833328920486971	0.868910294267556	0.440378981000795	0.160926798681155
CADM1	0.932084037168476	0.931724763486848	0.907241065787619	0.939052608889217	0.903312933060086	0.889639240086913	0.894459463808554	0.891588555951014	0.909429839913454	0.882255217180066	0.838380109669146	0.94211408897841	0.774443547027717	0.903213939410441	0.923296674552876	0.896336915435312	0.930945169752412	0.851870616903062	0.860325852251149	0.915720455887602	0.688787691292203	0.866443655812548	0.886597708514248	0.716176827001367	0.824688156533975	0.676240539017591	0.930760770429755	0.905770660111272	0.894375776284294	0.790259310072588	0.893554388569823	0.903329133643049	0.872954113810649	0.884674056836882	0.929032140805919	0.884038751624015	0.877300418496063	0.940719251905254	0.924917521981722	0.905445190473582	1	0.880745797696716	0.928681407206987	0.912166614859245	0.761011033520653	0.856648385462732	0.861218036435527	0.905974243701809	0.898625989206991	0.832338702976035	0.791474322613806	0.796948680249118	0.910402153688263	0.829447418659777	0.854126114382954	0.822754730823545	0.882478841313064	0.863541720532865	0.934405225775087	0.901041344001135	0.896305464749049	0.890837422006469	0.837458347923379	0.863880291932657	0.872501827915878	0.845905617479049	0.891618594258318	0.903882354529468	0.915583545994496	0.789401086942118	0.921830625668134	0.445638605017776	0.1558599239939
CD63	0.898114092942893	0.904572677552048	0.937143114784812	0.898194084878896	0.967460221822423	0.965907579277737	0.954208461672156	0.874708261633863	0.867205187405867	0.941094523349946	0.916606437210772	0.918894242632765	0.790616578961792	0.893310169089441	0.916061021956313	0.968243449478646	0.884751695362441	0.857364427923188	0.940348300177921	0.953383907936403	0.905864998542141	0.946414699667054	0.934356667514265	0.853145457329929	0.94743822079292	0.77445284250636	0.967236244418302	0.933518522681513	0.944228963103677	0.88081578452606	0.863794141321267	0.929501543078863	0.922722122222324	0.807695116168292	0.908680361559645	0.950531918662158	0.939397631637459	0.930640572358996	0.914693565584034	0.899701471569982	0.880745797696716	1	0.932613683443509	0.90189440904754	0.914377822284891	0.918182653437409	0.894265641428573	0.907125466464677	0.882739757927229	0.893079422505707	0.914125748035506	0.912897611639802	0.922376772150917	0.957046108899771	0.836682308565312	0.870114132519511	0.910454816783	0.93944252096162	0.892392118025311	0.870684078707402	0.92167217946436	0.913192218695495	0.85167068060974	0.910004694347542	0.894614036346072	0.788458024692873	0.833412389806948	0.946844893640013	0.968627202020155	0.848235916802711	0.862338742886982	0.461452542500869	0.203008110720596
RACK1	0.954073293623267	0.977236188373889	0.926769654502033	0.931036266721246	0.934627002598491	0.919034182775842	0.920514102537527	0.904902713825625	0.90960571804297	0.94320159910282	0.943979568101966	0.946873286951732	0.767449391182331	0.910745675623245	0.932834053182978	0.944085437922507	0.95955304693534	0.844872790242304	0.883932315770987	0.939470466855329	0.796746661965166	0.901491465090799	0.910110177922622	0.738940549748381	0.889166526248313	0.691741368176641	0.958204396062392	0.927267099305355	0.938449843954866	0.823336089140302	0.919257527897037	0.928419044013383	0.908718155282908	0.861470485584542	0.934049855734468	0.896052473330446	0.884337354286789	0.935504211837848	0.942989927638994	0.903992064654462	0.928681407206987	0.932613683443509	1	0.901836119828621	0.801226581129905	0.890178628616601	0.88631148741854	0.910599977081888	0.889487480671472	0.8825671087983	0.80856872430642	0.814712081003947	0.922188412946145	0.877876118129951	0.845782245233959	0.816106508543354	0.911398133308003	0.881853611982061	0.927543565939678	0.93530849240533	0.928695256636523	0.922506657612891	0.875393979031173	0.875287378978018	0.917598779301504	0.831216960481227	0.873010688683979	0.920643526446822	0.931988680091682	0.825608602478186	0.940882767410859	0.493662544854846	0.189400161966981
PLXNB1	0.88448137813428	0.897280524093948	0.925018500884699	0.917725296120501	0.902910635451028	0.911090988930942	0.905196950431604	0.846711238699639	0.901091544932962	0.875454223748499	0.837819766367741	0.904258859577671	0.805029395063917	0.882637339429438	0.907452158969023	0.913022710534386	0.881047954670603	0.839251124966457	0.903777915572465	0.920867366054351	0.753506621332187	0.890118858670804	0.898131927974702	0.782404528959077	0.852301117274446	0.732261006591046	0.928378110310945	0.899734822263098	0.902201222284347	0.797429634284361	0.823301971923249	0.904753361760013	0.902327563642776	0.831156739128026	0.892139245425623	0.900101663859594	0.901281847599327	0.910892794449742	0.901827145925825	0.896221431008082	0.912166614859245	0.90189440904754	0.901836119828621	1	0.830130365868554	0.873938274395713	0.88518276297726	0.89169678178898	0.88865612990915	0.831629990478149	0.843784202516816	0.852526041170794	0.903506935786013	0.875917778712676	0.850376128213564	0.836031417042791	0.876441275943862	0.892779863192657	0.910828853466315	0.858660366001241	0.894115047086191	0.884061158549812	0.83376147341163	0.8475252894422	0.88083002228872	0.791483547019558	0.882017372062348	0.923628148634973	0.917455284932477	0.805888419820727	0.878183725717991	0.453120797544608	0.197356625249701
ITGA3	0.750632598270399	0.750625473145147	0.873610271635511	0.811329973635244	0.861789871085651	0.912338983871474	0.895635141237675	0.77051079598764	0.766023781726407	0.834097175307008	0.811577388283516	0.803720327851265	0.807393856613011	0.811055041583534	0.809548682848881	0.898491645889386	0.737798532923064	0.806530728598436	0.906502449009165	0.865196610389517	0.876858566632151	0.886662259423737	0.870125857477097	0.866710896362587	0.87471096515697	0.810843016649223	0.880920263626947	0.855962536960195	0.847913584651636	0.805780342226868	0.724510968595178	0.838491614522026	0.877929311628163	0.683779435197012	0.808238562161339	0.894285420162939	0.901020613856993	0.813506694878526	0.816565411526497	0.834439775762286	0.761011033520653	0.914377822284891	0.801226581129905	0.830130365868554	1	0.842188057014376	0.849014654677802	0.823870820765539	0.810360447401106	0.798823914610336	0.897044608866773	0.885536142330131	0.823107433966673	0.934424806015417	0.73483901859075	0.855986637127208	0.837333085345028	0.905328428637998	0.798654223638556	0.763816085773938	0.831775082948579	0.81386498458589	0.775641477567617	0.812336648877862	0.802225014679904	0.673063714261628	0.721895528824945	0.886086848800254	0.889048517318054	0.798835044816292	0.733847405420741	0.402415624220832	0.201892916920083
