""	CD3D	CD3G	IFITM1	CD44	CD69	CD8A	CD8B	CD2	ITGA4	PTPRC	PTGER4	CD247	CCR5	CD27	ITGB2	CXCR4	CXCR6	S1PR4	ITGAL	SIGIRR	ITGB1	CXCR3	CD47	CD6	HLA.DPB1	CD46	TNFRSF1B	SORL1	C1QBP	CD81	IL2RG	CD96	TSPAN5	CD68	ADGRE5	TNFRSF1A	TSPAN14	KLRB1	RACK1	SPN	PTGDR	TRADD	JAML	CLEC2D	VSIR	TNFRSF14	CD74	ATP5F1B	CANX	PTPRA	SMAP1	STX4	RPSA	CD63	APLP2	LAMP1	NCL	PTPRZ1
C1QBP	0.0188547578157449	0.0164756650476718	-0.0261533164330003	0.0330062515900525	0.16633329694133	-0.209214448752178	-0.101774731690765	0.062449746748951	0.114579044218991	0.168455489825827	0.22829071343476	0.0120613663416916	-0.147697797808755	-0.141961476430727	0.361701125741936	0.211223574975139	-0.0456839777472058	-0.0692420985387186	0.00507961057369864	0.212602198345691	0.395894695976006	0.0218685980315534	0.514530182111836	0.158796016483885	0.724694406152837	0.437667350968682	0.454372624862908	0.498514040534815	1	0.636091240131041	0.152768352144447	0.113644333948013	0.468881825472779	0.378152233334949	0.174213620377364	0.545799474602899	0.264640096822424	0.253405146961586	0.729580746600957	0.194300811441134	-0.133555063021	0.354761058439863	0.249610508064117	0.157795322130812	0.49565846384288	0.0719643992417318	0.614521052697684	0.81991438372515	0.664619157477415	0.604987060483251	0.725078272931005	0.392762142391266	0.659302543195883	0.856729977249958	0.623995937439515	0.613053087353569	0.908915307456213	0.312980251603548
CD81	0.0142819830205835	0.021211741258995	0.0294473976802942	0.0902331888609105	0.102952082812729	-0.111147307670848	-0.0681416552665233	0.017149965512402	0.147100203665864	0.245299687171506	0.23280155493152	0.0341432089899745	0.0198223672329327	-0.0335592043568253	0.850329477485326	0.225566385756095	-0.0555868603321429	0.0318132861822439	0.0592503060985286	0.237044643336044	0.670927468039995	0.0487687566865999	0.429358055953238	0.1182384839387	0.846102716628515	0.528354112989109	0.594691586468446	0.93705998489706	0.636091240131041	1	0.0614767814671506	0.0491246957800199	0.312889223613638	0.927059035528169	0.16775217922641	0.842367666953604	0.525507265085899	0.116607644966942	0.556488933025978	0.176752620480039	-0.0589300186263968	0.261247036272454	0.192417257266155	0.120866133544402	0.783881471225686	0.220057801054208	0.943215240462229	0.671854293567249	0.722736270408099	0.506935460729859	0.643325388952758	0.699122591187274	0.486337891311907	0.826687102396671	0.925686451323552	0.866762189375982	0.682426494587975	0.221756018050589
IL2RG	0.939881827892051	0.873288364679396	0.703571009334627	0.873716359690204	0.991134606614576	0.639417035330364	0.800964201629934	0.980482004651943	0.804366164489072	0.937953901777317	0.957095144062233	0.831871519840081	0.718239753686301	0.665417900352174	0.424417182820324	0.935150087155974	0.819097284935453	0.596250951578889	0.731150026830119	0.861032108228784	0.62277954391713	0.528600934893471	0.706159479021695	0.820830452084376	0.187723515190214	0.65206498533423	0.687840551839806	0.159592629248883	0.152768352144447	0.0614767814671506	1	0.979104258481522	0.747727668728743	-0.0312359119372699	0.872574719607064	0.276721056949486	0.724626807949033	0.782780851584929	0.587765454020162	0.961151182375176	0.744530310721672	0.758035873854418	0.887359272256339	0.839906352318676	0.511969295535676	0.687274433057252	0.137820115666166	-0.180196399544688	-0.186244750502325	-0.222650694621909	0.377402420645069	0.294962899289954	0.628097000606825	-0.206313523796974	0.00171935387863076	0.42307376367354	0.238039475654036	-0.41713352595444
CD96	0.970579353800379	0.921738931079946	0.786474607851372	0.924487116890619	0.984724002700853	0.625145150811052	0.771053478963842	0.977162522816113	0.879077541085323	0.955254516621346	0.944387956367583	0.880579558346092	0.770969610939529	0.718656469969004	0.428230368466536	0.961369497882518	0.793384855931077	0.695977363586302	0.742767797116188	0.902576217656859	0.664157376587924	0.570041874436121	0.709570885237414	0.891665482085904	0.19681540342222	0.632373429392351	0.699826389774554	0.152191488900155	0.113644333948013	0.0491246957800199	0.979104258481522	1	0.748820645300524	-0.0357674895583849	0.901105642027105	0.29072191584907	0.770583651438734	0.822543451308836	0.611460368932604	0.955044757057977	0.773486020840884	0.801203268727864	0.910034363988529	0.895960802816231	0.538053068840665	0.752217197774572	0.143579947967438	-0.181243571175534	-0.181936360881234	-0.227616111219132	0.401529054419058	0.339227173350323	0.664187743508949	-0.226528336104277	-0.00769249131599516	0.388802588662506	0.183472583288639	-0.438892818844264
TSPAN5	0.764866282857886	0.756648609052058	0.659125819413795	0.760848914844902	0.745936458603867	0.534119608324167	0.646775493127044	0.745768245379901	0.742264584848792	0.806604695378699	0.726664304654662	0.697781878947777	0.497781833951767	0.637572380794317	0.473737718887696	0.788226518064476	0.576262414743661	0.601165512846873	0.685196836863407	0.698332490558261	0.708305013094173	0.388347327001764	0.920779885603047	0.667938104142272	0.485133938685248	0.717965063571517	0.596739160447782	0.298275476053031	0.468881825472779	0.312889223613638	0.747727668728743	0.748820645300524	1	0.0794011696015027	0.868263131609438	0.433020698251793	0.729694108236951	0.599143675148042	0.706843945939379	0.778077237659293	0.669778872539926	0.690647058056963	0.835424236804029	0.704124870188711	0.53103826851693	0.634904098069126	0.365563413498099	0.310760914497408	0.247546494867202	0.263601361814427	0.739386840784283	0.353257192849472	0.727348119013349	0.194360214925715	0.262229507463815	0.534690902985501	0.545650633256308	-0.0294740377762986
CD68	-0.0600434664428132	-0.0674844205416639	0.00965659514911488	0.031812675797502	0.0150158134018159	-0.141201446315123	-0.146062675409697	-0.0772308426984832	0.0541658499021397	0.153342519508216	0.144291242591136	0.0179351012870224	0.0172146301590518	-0.0846764299206926	0.830984209285563	0.144346921932112	-0.109474416936936	0.0152973524367727	-0.0585940006586973	0.170205080059324	0.610171812924268	0.0733174054312191	0.205220879926926	0.0639618302511789	0.731680591216947	0.365788983360352	0.543988747712806	0.929785569454738	0.378152233334949	0.927059035528169	-0.0312359119372699	-0.0357674895583849	0.0794011696015027	1	0.0173246888439008	0.787690999113748	0.426586519873605	0.0597184699597247	0.401527495758525	0.0734588822020269	-0.152132273678255	0.181581461950282	0.0729670576291401	0.0612986122754279	0.762824397122639	0.182114013392099	0.897554667139559	0.453394417218099	0.55979732876808	0.283716179461101	0.392657159181579	0.62744227371093	0.342015954185209	0.655453188399887	0.858397429975804	0.747378873317441	0.441028950163279	0.0769055234511713
ADGRE5	0.919153617873862	0.90267822908633	0.758433473318965	0.913495537674149	0.876042105700493	0.626963333982054	0.777899194432032	0.907145105363692	0.920635998074947	0.936074687351961	0.833183126525581	0.819095243690845	0.738967053453469	0.797981867034196	0.489616407392706	0.907246266275698	0.68730128726438	0.734826887216705	0.823071684545586	0.82681889027605	0.705203599527157	0.464235066808836	0.831943286758956	0.79738191967394	0.330782269390823	0.722454795758048	0.608110302291203	0.219359003037397	0.174213620377364	0.16775217922641	0.872574719607064	0.901105642027105	0.868263131609438	0.0173246888439008	1	0.302880939730754	0.844187076245867	0.662476777728512	0.574447537187252	0.916163773445357	0.865846701656386	0.720843505561601	0.87944928025139	0.78981835383408	0.524533735537101	0.768477985356518	0.245851067459261	0.00859407459580571	-0.0411818901586235	-0.075410853853086	0.56072876809013	0.413813997918897	0.632057523139503	-0.101904186774855	0.0714924214173975	0.441572761973039	0.223508807674733	-0.326497370545969
TNFRSF1A	0.254462851636038	0.226459061072918	0.337934253005943	0.359574226738273	0.32154601667181	0.0361694986218929	0.0368666297815858	0.224477465658798	0.380641883149781	0.407415342235188	0.400459618037712	0.368859107184104	0.318406330718789	0.157273855524975	0.784070276484802	0.474178759615292	0.146655319745266	0.320250007876252	0.0964261434152955	0.515153102939217	0.833033632167527	0.446552776190293	0.460628874210258	0.426444535379498	0.759293024252335	0.55078281377374	0.731860664750696	0.798000627302443	0.545799474602899	0.842367666953604	0.276721056949486	0.29072191584907	0.433020698251793	0.787690999113748	0.302880939730754	1	0.610373600846817	0.365558193518823	0.707047284286187	0.332835970801644	-0.000362686367075948	0.431072622816777	0.378145527770358	0.396014738768883	0.832802461755197	0.405454951807195	0.831365382223904	0.552430708347671	0.595812254049513	0.437519518087743	0.620194188628322	0.624580876535733	0.659845153042982	0.664336578575625	0.854125107795806	0.753120096139671	0.639037452688097	0.200486418481197
TSPAN14	0.759803713208708	0.767710743858879	0.632102176750111	0.772214676388754	0.76135908647643	0.381079540482008	0.519225396068581	0.737897743615797	0.824968590218267	0.873087380298028	0.808094711538992	0.661264974603741	0.6190246619546	0.577794988576748	0.799121154995663	0.824464454447156	0.474658431959983	0.585349767387569	0.643696938669343	0.764363056446532	0.854472683016491	0.352655079757257	0.774083104418491	0.759378165166255	0.548959203571103	0.765764899612646	0.764562413877726	0.593260658300276	0.264640096822424	0.525507265085899	0.724626807949033	0.770583651438734	0.729694108236951	0.426586519873605	0.844187076245867	0.610373600846817	1	0.672830273692452	0.643641122609766	0.815086622599853	0.644907086549462	0.759345863899555	0.799713128949935	0.785743233999095	0.801832911973488	0.708078870361991	0.570568624406582	0.131826193666055	0.27686535963995	0.138393889210552	0.700285071218778	0.689633712992292	0.680184768638459	0.179730276386662	0.463601721690154	0.728066426846754	0.382549371466954	-0.157756259894343
KLRB1	0.744019202241686	0.702861509568592	0.639901000344451	0.680206594629041	0.817439177319038	0.164574855003592	0.316606487047422	0.710337436922835	0.698811785289653	0.745639260701368	0.78851288125328	0.729271035726303	0.442353826192908	0.364215128633452	0.347166332148523	0.789145507483751	0.399369235196233	0.486547443639889	0.337991815681247	0.727333716768087	0.627721449084759	0.403001929578347	0.547235869774916	0.911473816977371	0.260480873659421	0.411934751654659	0.707734874379059	0.203607674322413	0.253405146961586	0.116607644966942	0.782780851584929	0.822543451308836	0.599143675148042	0.0597184699597247	0.662476777728512	0.365558193518823	0.672830273692452	1	0.748165571921724	0.752403364036855	0.365631402048099	0.952274333349631	0.759088545210752	0.936352028359071	0.624378306989914	0.550164664320303	0.216112260026379	-0.0925948451194837	0.0950237309295064	-0.024311678502676	0.477718368437449	0.256065775457087	0.80382217523727	-0.0108108401933544	0.168231422407023	0.415207385503521	0.356507632252307	-0.24479884402568
RACK1	0.552350644689618	0.531833942390797	0.575225758105175	0.584119238067143	0.625728934048529	0.116152645104263	0.199272239166661	0.51177598826707	0.636429757213294	0.634098806734898	0.62189349616792	0.619289895401426	0.350626107988809	0.329384882455819	0.561495926087554	0.72529673812388	0.306401254269761	0.49218571163909	0.293311974361632	0.720296168080273	0.808274052831875	0.508885960186411	0.685743999412752	0.744615319142713	0.759114291286735	0.562087443616967	0.834485913301833	0.534554037966082	0.729580746600957	0.556488933025978	0.587765454020162	0.611460368932604	0.706843945939379	0.401527495758525	0.574447537187252	0.707047284286187	0.643641122609766	0.748165571921724	1	0.601923420547103	0.198747183821192	0.809533452870419	0.696820378154815	0.715525645655761	0.803262173278405	0.581383356546147	0.663069298807803	0.541950122524382	0.462564667047329	0.314727276163182	0.760025869465538	0.469124994046822	0.987790793076053	0.529623429705802	0.551805412609894	0.638727774703115	0.745246113949825	-0.0390672219832171
SPN	0.915089756378561	0.855644979013886	0.669303201211513	0.871824156836538	0.968345562117037	0.567067278236748	0.761255264971185	0.950211325061923	0.839159104798832	0.951458823787459	0.963144099403717	0.797496162313422	0.727909193097069	0.65447408126887	0.522974819007008	0.93298740774265	0.729569145402537	0.582626765524544	0.745040956467948	0.871683409269704	0.680204553056911	0.457571957149306	0.767689835438407	0.807894922410397	0.303255129745782	0.746133575969096	0.692739759151399	0.278129443561606	0.194300811441134	0.176752620480039	0.961151182375176	0.955044757057977	0.778077237659293	0.0734588822020269	0.916163773445357	0.332835970801644	0.815086622599853	0.752403364036855	0.601923420547103	1	0.763512978791342	0.777302961656892	0.876931278093359	0.827176248763719	0.601572781867465	0.689498590386244	0.253721681102667	-0.119646584670867	-0.0951194968219355	-0.185444710602304	0.462568961693293	0.416959470673492	0.649706737833189	-0.116842651742101	0.106402322543127	0.497291447672202	0.261473461577045	-0.376031616889455
PTGDR	0.842808000649118	0.856215050316547	0.678321901980846	0.810416720591986	0.727244449706695	0.823538667566294	0.912255536874646	0.840541336974795	0.764736720789268	0.822513603048748	0.685727621537441	0.668341554157328	0.691098800505788	0.861907325651277	0.349018715260721	0.72084467656203	0.795029117468914	0.686208224858662	0.945012181680287	0.634898666426079	0.438725936143383	0.331356784082822	0.66946291298239	0.54196428356481	0.0342899523773596	0.57893176035759	0.374549435707552	0.0446786914150504	-0.133555063021	-0.0589300186263968	0.744530310721672	0.773486020840884	0.669778872539926	-0.152132273678255	0.865846701656386	-0.000362686367075948	0.644907086549462	0.365631402048099	0.198747183821192	0.763512978791342	1	0.405241198165616	0.748953503042409	0.542815513969792	0.234754065897253	0.72688861971473	-0.00357334668124221	-0.229251264354646	-0.33042874267213	-0.279491598708903	0.242449936476352	0.339647971728586	0.248780597047466	-0.3965996363419	-0.21138189777085	0.210956064504579	-0.126047140361082	-0.460882385147954
TRADD	0.740524462741762	0.718580404349939	0.66388738772535	0.704552492554662	0.793033436789982	0.176369010132486	0.319739911397477	0.691583861274905	0.73359054867399	0.773049470066349	0.79282887586379	0.729812768926135	0.430124898897124	0.400377453618385	0.477279446203729	0.806099562192465	0.347000936449851	0.50742320218135	0.387510957829945	0.737811439364542	0.715323718242264	0.378906062846793	0.664771191220022	0.891886437179102	0.443263377048495	0.494923863955928	0.727950752159573	0.341961078740869	0.354761058439863	0.261247036272454	0.758035873854418	0.801203268727864	0.690647058056963	0.181581461950282	0.720843505561601	0.431072622816777	0.759345863899555	0.952274333349631	0.809533452870419	0.777302961656892	0.405241198165616	1	0.799862722067035	0.939159543942466	0.724004616465038	0.57542412334475	0.381421636795448	0.0576494254288931	0.20971619809769	0.061386558113945	0.622536169175402	0.338335576418703	0.867418306652288	0.118913709403193	0.280343392450149	0.521580868139782	0.446447762857941	-0.219247253001816
JAML	0.92840248242055	0.936126824038851	0.820548984990396	0.881868979546027	0.898072127857549	0.650714633042262	0.733180778299216	0.897921967513499	0.871588933379029	0.949533406789386	0.878258604252893	0.823545134973867	0.623183338976408	0.748878652047687	0.549841433026369	0.919928019150499	0.745777131302058	0.71948223810466	0.79611649793207	0.839070732307674	0.735262358624655	0.516036813242045	0.79523375284778	0.837184518031582	0.409092589748489	0.65630038886598	0.779959699982874	0.316722756833051	0.249610508064117	0.192417257266155	0.887359272256339	0.910034363988529	0.835424236804029	0.0729670576291401	0.87944928025139	0.378145527770358	0.799713128949935	0.759088545210752	0.696820378154815	0.876931278093359	0.748953503042409	0.799862722067035	1	0.867242449176236	0.630209620852573	0.826337753973174	0.336641340786281	0.0512909569332506	-0.0044804090489813	-0.0381470960354643	0.576666377760408	0.437783417082484	0.729222352845302	-0.0621296860793667	0.13454300016231	0.480191841337422	0.320576162913928	-0.356789497336312
CLEC2D	0.869314426341092	0.847790375212289	0.800589074498383	0.837243925916829	0.869905464709743	0.386202863016526	0.482792364770909	0.81232752154698	0.835305302932558	0.853622021149845	0.842537843260619	0.854727861184423	0.63039629529941	0.571308079205241	0.443069024409428	0.890485065390887	0.523022632737927	0.664125373282639	0.508780085739065	0.83166607728772	0.721730412786365	0.541930801253021	0.640064783940865	0.957382200427806	0.297091525507625	0.489533583883369	0.709976129717283	0.217892494951754	0.157795322130812	0.120866133544402	0.839906352318676	0.895960802816231	0.704124870188711	0.0612986122754279	0.78981835383408	0.396014738768883	0.785743233999095	0.936352028359071	0.715525645655761	0.827176248763719	0.542815513969792	0.939159543942466	0.867242449176236	1	0.636717233118425	0.676359528023683	0.247541632981286	-0.0839549212809127	0.0261902846620717	-0.058822884634125	0.532125167027102	0.29996820769519	0.785617857510859	-0.088122916966504	0.12830179656759	0.407157776947447	0.284071266398617	-0.308514886736901
VSIR	0.490271785937702	0.476326907092272	0.47482341107691	0.535401740675837	0.571120944024275	0.106996404414077	0.197440531964768	0.456556559785891	0.578975264269182	0.661707794346979	0.652985036265072	0.514035024298435	0.367220484716799	0.284223560035356	0.890433862869982	0.671346667111864	0.258349804595136	0.40714630969235	0.322390884627602	0.664903791778789	0.895229706653458	0.35711908647742	0.613192428776431	0.631766555584697	0.8076910425028	0.662756830747457	0.894673471701169	0.863660400043841	0.49565846384288	0.783881471225686	0.511969295535676	0.538053068840665	0.53103826851693	0.762824397122639	0.524533735537101	0.832802461755197	0.801832911973488	0.624378306989914	0.803262173278405	0.601572781867465	0.234754065897253	0.724004616465038	0.630209620852573	0.636717233118425	1	0.588840987234395	0.865741616478427	0.358168923683687	0.466890885289843	0.199981280322838	0.658191719360234	0.723963183631379	0.791681789215174	0.49438587851328	0.747799798169586	0.826892903299272	0.564027776489355	-0.110091791504438
TNFRSF14	0.838817730601313	0.878232332260218	0.883732462667311	0.864557644976858	0.714738562184489	0.68400464146703	0.669881342210549	0.753664989092935	0.880766430624085	0.836811745000851	0.646900943717067	0.811283997884945	0.710291852585788	0.888277993497771	0.559269193924089	0.823358490709687	0.70767179266882	0.883577608990006	0.810769482680644	0.791179601447761	0.765903829036837	0.647756383717947	0.653582165430796	0.762671552419953	0.405325144197919	0.594979099074389	0.764208526153112	0.35474662585897	0.0719643992417318	0.220057801054208	0.687274433057252	0.752217197774572	0.634904098069126	0.182114013392099	0.768477985356518	0.405454951807195	0.708078870361991	0.550164664320303	0.581383356546147	0.689498590386244	0.72688861971473	0.57542412334475	0.826337753973174	0.676359528023683	0.588840987234395	1	0.376490854329121	0.0576425694340078	-0.0627341567393428	-0.133068273570421	0.37486878884018	0.564809652111879	0.600559319430127	-0.118288090791119	0.128988897398138	0.331459486935027	0.0822184849035641	-0.420416738820571
CD74	0.128573600339815	0.149699375170798	0.202964403113864	0.215001804130434	0.186265821715896	-0.0394505123419163	-0.0260135271118903	0.0968633389598778	0.293363774666112	0.340419460665229	0.293217818374129	0.18334100124879	0.0986588708122618	0.0966518885730046	0.866876310013805	0.345353559581355	0.00338354811858715	0.196317448490163	0.141699413029486	0.363411457484632	0.745250235160175	0.192191414460965	0.477307553173683	0.2579706581066	0.950651821881976	0.548988618097001	0.700931560039557	0.9419599637786	0.614521052697684	0.943215240462229	0.137820115666166	0.143579947967438	0.365563413498099	0.897554667139559	0.245851067459261	0.831365382223904	0.570568624406582	0.216112260026379	0.663069298807803	0.253721681102667	-0.00357334668124221	0.381421636795448	0.336641340786281	0.247541632981286	0.865741616478427	0.376490854329121	1	0.666041182165998	0.647499998612103	0.398990325522648	0.667128933239471	0.694717733405121	0.610428288424673	0.749377157286455	0.871341343610443	0.808022649357909	0.64064671166172	0.091309061723818
ATP5F1B	-0.180383155868278	-0.130480893489522	-0.0225942758969254	-0.0831361079387534	-0.165493162869026	-0.189763782456985	-0.237779217753985	-0.207176641923073	0.0260990613019195	-0.0562981055175625	-0.121941007468203	-0.097129926754773	-0.176577502698566	-0.078357851429585	0.339980470995342	0.00267342712646082	-0.210455750357161	0.0181156700306755	-0.0802508230779447	0.0459549443806228	0.353668241345477	0.0854137647136522	0.320054502674204	-0.0436473586988638	0.766274090337323	0.229352321284218	0.266850623537234	0.478642174921766	0.81991438372515	0.671854293567249	-0.180196399544688	-0.181243571175534	0.310760914497408	0.453394417218099	0.00859407459580571	0.552430708347671	0.131826193666055	-0.0925948451194837	0.541950122524382	-0.119646584670867	-0.229251264354646	0.0576494254288931	0.0512909569332506	-0.0839549212809127	0.358168923683687	0.0576425694340078	0.666041182165998	1	0.715888534539156	0.672269181029273	0.67252552980903	0.325480652617929	0.464089657067158	0.885301852392522	0.628718396026111	0.454079685172273	0.751944626583757	0.392023173779856
CANX	-0.230955280335383	-0.182702569372278	-0.173295663218955	-0.181792393621785	-0.147156219507563	-0.444931668560274	-0.405577081219783	-0.252296042398863	-0.0813644397051452	-0.0585065281856405	-0.0469800505640726	-0.217791599496001	-0.349838579056846	-0.3087950008981	0.428510438877216	-0.0698697333296065	-0.394328461186197	-0.203991265512962	-0.217095223110452	-0.076532970117625	0.376581340830964	-0.226214997164052	0.331088207451249	-0.0106960101910665	0.637894055638841	0.303386189125021	0.309185273131071	0.606786174330136	0.664619157477415	0.722736270408099	-0.186244750502325	-0.181936360881234	0.247546494867202	0.55979732876808	-0.0411818901586235	0.595812254049513	0.27686535963995	0.0950237309295064	0.462564667047329	-0.0951194968219355	-0.33042874267213	0.20971619809769	-0.0044804090489813	0.0261902846620717	0.466890885289843	-0.0627341567393428	0.647499998612103	0.715888534539156	1	0.896533969675996	0.638230153634921	0.410050426614094	0.403653825282379	0.849421243709124	0.847106772319046	0.632135939794887	0.784769602890533	0.727048083754202
PTPRA	-0.243367424845963	-0.178653157524324	-0.185717961457198	-0.217565669942449	-0.206687451046686	-0.323496096836567	-0.326710794549213	-0.258139316683221	-0.142388876963567	-0.131291416045314	-0.133377201880904	-0.265910770023656	-0.373257741686327	-0.260725453109703	0.213653250197286	-0.152928910415539	-0.323445343955035	-0.213481740413856	-0.173057701419093	-0.173890795479383	0.211678480874035	-0.240245499913743	0.313071238601914	-0.10413003058937	0.424730260467216	0.217009742701055	0.124159245581446	0.35954940453874	0.604987060483251	0.506935460729859	-0.222650694621909	-0.227616111219132	0.263601361814427	0.283716179461101	-0.075410853853086	0.437519518087743	0.138393889210552	-0.024311678502676	0.314727276163182	-0.185444710602304	-0.279491598708903	0.061386558113945	-0.0381470960354643	-0.058822884634125	0.199981280322838	-0.133068273570421	0.398990325522648	0.672269181029273	0.896533969675996	1	0.574016239480873	0.24801076382043	0.256354002046509	0.728359860967479	0.654299721279679	0.451992894000958	0.714360467399778	0.824711015673133
SMAP1	0.380926024138006	0.430894532515566	0.359345298345635	0.395045841484422	0.40366726657927	0.0420363673256427	0.132839631454142	0.350240456094704	0.51637534418267	0.512736091531816	0.470837143382733	0.328295884936424	0.17506910278096	0.246358029207455	0.605659819593163	0.502087427968477	0.0836561476382925	0.283053761570269	0.319218453650522	0.453772171109708	0.666824831436163	0.140734140725015	0.745715282484486	0.498077680539066	0.753509168788803	0.57730504606904	0.573843716350981	0.54955452862947	0.725078272931005	0.643325388952758	0.377402420645069	0.401529054419058	0.739386840784283	0.392657159181579	0.56072876809013	0.620194188628322	0.700285071218778	0.477718368437449	0.760025869465538	0.462568961693293	0.242449936476352	0.622536169175402	0.576666377760408	0.532125167027102	0.658191719360234	0.37486878884018	0.667128933239471	0.67252552980903	0.638230153634921	0.574016239480873	1	0.518953316567615	0.755137170052655	0.650591532773813	0.592385099060893	0.7097065074957	0.783273625990385	0.192579281450082
STX4	0.330529269985131	0.388683531790389	0.274334833141713	0.363994646608037	0.34311787125445	0.141307010659101	0.218394190170948	0.322405340099175	0.460026383870164	0.511084904369651	0.445587548759799	0.210196950135248	0.290093833435383	0.302716161586753	0.799601399966948	0.421356479304146	0.224063873307532	0.291355088721163	0.464128092660909	0.42037299063185	0.655813159974188	0.0996959732588304	0.544479278301914	0.354540729393093	0.608048248236181	0.679171259689467	0.693884484712822	0.778791273249675	0.392762142391266	0.699122591187274	0.294962899289954	0.339227173350323	0.353257192849472	0.62744227371093	0.413813997918897	0.624580876535733	0.689633712992292	0.256065775457087	0.469124994046822	0.416959470673492	0.339647971728586	0.338335576418703	0.437783417082484	0.29996820769519	0.723963183631379	0.564809652111879	0.694717733405121	0.325480652617929	0.410050426614094	0.24801076382043	0.518953316567615	1	0.430710952211191	0.427932890999969	0.625111575734837	0.689264756328667	0.354412347172326	-0.0242395453173473
RPSA	0.609210934856117	0.587654737897555	0.632976161696096	0.642606289044533	0.666998303754911	0.127659886118081	0.218601227794854	0.556375884622994	0.698518437012123	0.67120186210419	0.654267000649717	0.683865701857214	0.407969680560141	0.374187506625625	0.531102014990094	0.767976601539307	0.304869727456646	0.544949940426964	0.312402811347373	0.757191451717399	0.811541899246508	0.531924593562343	0.693723452266755	0.811513789210953	0.716768582049831	0.545975018379457	0.810394006467839	0.476246159591465	0.659302543195883	0.486337891311907	0.628097000606825	0.664187743508949	0.727348119013349	0.342015954185209	0.632057523139503	0.659845153042982	0.680184768638459	0.80382217523727	0.987790793076053	0.649706737833189	0.248780597047466	0.867418306652288	0.729222352845302	0.785617857510859	0.791681789215174	0.600559319430127	0.610428288424673	0.464089657067158	0.403653825282379	0.256354002046509	0.755137170052655	0.430710952211191	1	0.445793301581346	0.483828978760933	0.588902271748881	0.681703520214114	-0.0879967241638317
CD63	-0.296776660347384	-0.280682916480672	-0.235644055287694	-0.226376846418533	-0.174680693772231	-0.437841976876311	-0.401374019608511	-0.28407300050643	-0.122629231855852	-0.104778621058834	-0.0672711007449428	-0.240194911621127	-0.307363833505292	-0.352559333255651	0.453771721759959	-0.070171512903713	-0.361372174145784	-0.234720466113331	-0.267295682797132	-0.0334152457623543	0.359855301797197	-0.119742956924476	0.266263268604045	-0.0873309057567852	0.759604978321393	0.275510610462507	0.313603544982569	0.657596736030163	0.856729977249958	0.826687102396671	-0.206313523796974	-0.226528336104277	0.194360214925715	0.655453188399887	-0.101904186774855	0.664336578575625	0.179730276386662	-0.0108108401933544	0.529623429705802	-0.116842651742101	-0.3965996363419	0.118913709403193	-0.0621296860793667	-0.088122916966504	0.49438587851328	-0.118288090791119	0.749377157286455	0.885301852392522	0.849421243709124	0.728359860967479	0.650591532773813	0.427932890999969	0.445793301581346	1	0.832356505623684	0.645418857431976	0.826352312590637	0.496634694409231
APLP2	-0.0693919780681495	-0.0694976581937814	-0.0400796830141554	0.00917735276955662	0.0489115111067723	-0.266367420335667	-0.217876961808565	-0.0697685263489689	0.0698298107711231	0.156062757655682	0.175542762772692	-0.02369435572133	-0.091911128303662	-0.173728521192624	0.741577701335434	0.152709846136233	-0.166427782093887	-0.0501548453729976	-0.0901930680157677	0.167342099852044	0.627820308356853	0.0051800694385264	0.377949323216709	0.113127426435126	0.784936149802134	0.499809917974635	0.574229391499763	0.885371626732309	0.623995937439515	0.925686451323552	0.00171935387863076	-0.00769249131599516	0.262229507463815	0.858397429975804	0.0714924214173975	0.854125107795806	0.463601721690154	0.168231422407023	0.551805412609894	0.106402322543127	-0.21138189777085	0.280343392450149	0.13454300016231	0.12830179656759	0.747799798169586	0.128988897398138	0.871341343610443	0.628718396026111	0.847106772319046	0.654299721279679	0.592385099060893	0.625111575734837	0.483828978760933	0.832356505623684	1	0.82503870258089	0.718519425619896	0.470650431193382
LAMP1	0.316225878626781	0.303233742487055	0.152811588856777	0.308696780973747	0.452906035634069	0.0669373443149507	0.21430630005582	0.36534740794099	0.336097427759574	0.539668011715355	0.576485323803955	0.213704263787794	0.140983879779638	0.0896517925786533	0.872234582778695	0.474987871536377	0.219058475734129	0.0887736756202106	0.29739896811149	0.423897480696377	0.722013887693006	0.03491910910168	0.647792101079979	0.344580543046327	0.725956372239668	0.707307269676519	0.736912294322481	0.858760477749947	0.613053087353569	0.866762189375982	0.42307376367354	0.388802588662506	0.534690902985501	0.747378873317441	0.441572761973039	0.753120096139671	0.728066426846754	0.415207385503521	0.638727774703115	0.497291447672202	0.210956064504579	0.521580868139782	0.480191841337422	0.407157776947447	0.826892903299272	0.331459486935027	0.808022649357909	0.454079685172273	0.632135939794887	0.451992894000958	0.7097065074957	0.689264756328667	0.588902271748881	0.645418857431976	0.82503870258089	1	0.7229507667651	0.144570441987637
