G1	G2	Consistency
VerMES	VerCL	0.075737846279547
VerMES	VerNL	0.0512761865218688
VerMES	VerPN	0.1295843682252822
VerCL	VerNL	0.019165076110818857
VerCL	VerPN	0.04042549318722649
VerNL	VerPN	0.023529074643651865
