""	EGFR	SDC1	TNFRSF1A	ERBB2	NRCAM	PVR	CHRM3	CD9	F2R	NECTIN2	ADGRV1	LRP6	SDC4	TNFRSF12A	INSR	CADM1	LDLR	PTPRA	DPP4	APLP2	MET	NOTCH1	TSPAN12	PODXL	CANX	ITGB8	TSPAN5	SIRPA	AMFR	AR	KCND2	ATP5F1B	CD99L2	MCFD2	NOTCH2	CD63	SMAP1	EDNRB	LPP	CD44	IGF2R	CNR1	CAV1	PLXNB1	TNFRSF21	PILRB	ADORA1	SORT1	MRC2	LRP1	TNFRSF10B	CXADR	RACK1	PLXNB2	IGF1R	ITGA3	CELSR2	CD47	TSPAN17	MTTP	SDC2	TNFRSF19	SLC16A1	CD81	MCAM	GPR37	ITGAV	GPR37L1	RXRA	SDC3	SLC16A7	ADGRE5	ITGA5	LRP4	AXL	TREM1	ABCA1	TFRC	HMMR	ITGB1	TSPAN14	SCARB1	TRADD	ITGA6	C1QBP	SORL1	CD82	CXCR4	CD74	HLA.DPB1
AMFR	0.212892159501051	0.725198898762536	0.844012079534497	0.703189342440589	0.845176299289217	0.749981993444448	0.53924719123492	0.623641113221778	0.713661992539604	0.812519607465914	0.442465970318715	0.702231546507729	0.757455480703063	0.69563120323605	0.673582279376783	0.485425851355695	0.746847004394322	0.787397105337327	0.736918149625801	0.76468864858402	0.767090118706273	0.618655420442748	-0.0177718606568911	0.792187693525311	0.873148389798211	0.594196648744129	0.485921146604937	0.776367585185759	1	0.574988931681779	-0.250419779547495	0.479073015202704	0.753932523036066	0.811908611332964	0.660067101150017	0.774925448718465	0.644117685603407	0.0972378214619908	0.849208351984362	0.83157160018875	0.762038326943136	0.742904020340427	0.600875381711612	0.526329274133713	0.647160809716311	0.532398017162076	0.765483244906874	0.669342594929535	0.839015348046146	0.829637090786783	0.765705153755266	0.613196707056227	0.72803581140553	0.792289665715797	0.698602681667766	0.830253679286522	0.740798333306708	0.748828040925835	0.624344774229307	0.521451060415596	0.689968980347533	0.656551365334695	0.714586689230345	0.865715535254192	0.340901323495093	0.724338872787846	0.840749103661246	-0.0795284530831415	0.740102080822004	0.477414207074941	0.834731241208512	0.764217659688046	0.625600789382372	0.2245251054107	0.684718577579606	0.452018000669016	0.863929479307759	0.631945573293103	0.101002572815558	0.708087103765418	0.535873818884941	0.735087734772858	0.81109776031914	0.207752566616066	0.668772999415906	0.687015432478632	0.569286389969483	0.242944771752239	0.293066782138957	0.259316254343329
AR	0.540530755065375	0.441008582072008	0.715353775811636	0.49006196385708	0.588641009066327	0.585927960875167	0.667807339187848	0.720560521886265	0.607777649887648	0.727876029161085	0.390307054123336	0.654535669900749	0.434712041399183	0.720277725667536	0.556240314295687	0.705766964280425	0.549365826984668	0.745263412030238	0.485712304079605	0.799739704068582	0.379820400565379	0.649957824648733	0.425450654147732	0.546465864020687	0.734383970986484	0.76685096240342	0.68713361978114	0.492933447695269	0.574988931681779	1	0.186186174256321	0.701400554631765	0.671660423654967	0.758839156860262	0.636464592607905	0.741889735171347	0.734260561795498	0.581675609112823	0.637529040302893	0.645139906801047	0.526574927737577	0.513012136538559	0.294358719189355	0.497230406523883	0.747129720207796	0.453503346574331	0.547073050496415	0.616989694337808	0.562274150466083	0.566282887667842	0.606079141308705	0.671860630169738	0.729512671938122	0.484126781122566	0.626655834938107	0.525959381422601	0.595588106720199	0.755401755847821	0.698107863853742	0.684052192094555	0.671929173004414	0.744081302000272	0.508555857397975	0.675405465346398	0.378827242210178	0.408916693097463	0.753366199131763	0.153286376221742	0.606660177953175	0.658597510609485	0.675352287835958	0.75025005636439	0.283859281199642	0.330707849076482	0.625162275230627	0.218987965424879	0.555642009713314	0.411667961017288	0.23078208771535	0.53725474535201	0.624633658867858	0.459099510095054	0.70989402379423	0.540779341398505	0.752880377505088	0.493919223457038	0.473551676507985	0.215101997700059	0.242473183990075	0.243292609696152
KCND2	0.695129035142026	-0.305523711402636	-0.19572248151267	-0.234531889645933	-0.40978306578253	-0.29403065105328	0.0613137576220009	0.32794484881983	-0.115194913098952	-0.154080111238125	-0.141303085110015	-0.0380653437803319	-0.439859199890175	-0.114108058107439	-0.203263988548439	0.499534778811588	-0.375049984566211	0.0868775835738046	-0.302588027345597	0.156973134482518	-0.520592211143869	0.199009594963805	0.841013568264804	-0.306151397773213	-0.0704175546727437	0.321347290771812	0.442213842164697	-0.295298726451647	-0.250419779547495	0.186186174256321	1	0.433560681087817	-0.128871593903445	-0.0453278173408803	0.212839375161373	-0.0500136449893998	0.327474024133292	0.694054273234038	-0.347134388820415	-0.372186973950164	-0.428298686803127	-0.27859720953672	-0.410782409722636	-0.0230345909344267	0.107630297265093	-0.116132264097694	-0.279184406213938	0.0475576154619108	-0.398456619780607	-0.356832958047595	-0.304718812320703	0.0752127481175337	-0.00283141016821463	-0.437489979289606	0.00927619160833882	-0.396842852854136	-0.0374696859083442	0.0504948287656332	0.0396627787596736	0.180916319992849	-0.0422132466820418	0.260934629677309	-0.243885144696625	-0.289060814542405	-0.0278286630698404	-0.34837533673315	-0.0747743222121581	0.645288925898778	-0.182933446019491	0.456857755420643	-0.317686885774686	-0.0571247691944821	-0.449817093459606	0.25293280510899	-0.123449593084461	-0.375290019931195	-0.406384822927557	-0.41356946796522	0.648091646820536	-0.319184188313392	0.0434761798762459	-0.418347805594179	-0.157488802156593	0.329031830071474	0.129083408835419	-0.296290042876989	-0.0929387251540614	-0.218220089897203	-0.225345057643942	-0.161457461860023
ATP5F1B	0.610641400668549	0.344722050858145	0.665633626304615	0.307967941067954	0.409123339864594	0.483474248626725	0.708704571765863	0.932203870509237	0.537087296497746	0.70674864458793	0.122101771551822	0.587041300436433	0.275070475623375	0.758868056592463	0.386743032670313	0.890590660230678	0.404674487912514	0.72767741358633	0.369438960442151	0.866475280995073	0.192174298997239	0.63924341127104	0.731795613146612	0.432467509982184	0.723724573999744	0.770946929117613	0.897574617915162	0.296006708298359	0.479073015202704	0.701400554631765	0.433560681087817	1	0.55130208349249	0.761811156883358	0.739006001760889	0.800857184067155	0.895799934483094	0.643041550492805	0.49609289196462	0.52812232248698	0.319593645170144	0.386566623668051	0.221755732867653	0.275522604407418	0.662138549989334	0.338650233430262	0.363730122494902	0.57353481264126	0.312509863933639	0.306756525435579	0.491209139575028	0.740719246852888	0.823016082900985	0.280616511870864	0.653551932525652	0.46543385530473	0.444402157720629	0.838816742402739	0.775415773092208	0.661198646768078	0.650749042957545	0.761389196828203	0.461234289504046	0.482626568606467	0.443396316555451	0.246312738807675	0.678785783816974	0.223961244320791	0.429455731903702	0.731185197125416	0.45746938674653	0.725184882919846	0.189413912587568	0.205770964521893	0.504520866501846	0.078888238630749	0.422782796775598	0.304382908857982	0.522425894030493	0.452324305483821	0.658132232778727	0.343437626669216	0.631666683262318	0.357555549455422	0.902959460487239	0.353648135408056	0.428242404313108	0.150640825715646	0.240601437313731	0.243698934145365
CD99L2	0.31102993713975	0.805094259469916	0.834575050016632	0.806245957519965	0.827468838922495	0.825070980324478	0.524471830927951	0.60846343925475	0.726864098664213	0.779051115910157	0.666892829865604	0.794588724527957	0.519225205956181	0.670225229698593	0.787731734226225	0.592824955094643	0.823790203731107	0.866488071313746	0.680427868804748	0.807234740693085	0.683981563691649	0.74533284027362	0.116747077640504	0.790734963631776	0.864657476908331	0.759585076858014	0.570624922800266	0.778180438732805	0.753932523036066	0.671660423654967	-0.128871593903445	0.55130208349249	1	0.769151164499705	0.679320396324226	0.807219151536559	0.673176685272685	0.371789963295273	0.820775437711449	0.756858465674642	0.790752220334304	0.844587695138173	0.391903041098322	0.701474720074706	0.726296395247999	0.688526023563187	0.818338581878516	0.802014540241649	0.835325135088898	0.842309659392	0.680273398622118	0.769279324046258	0.694245871158168	0.762109012798878	0.719628965533634	0.699281429478757	0.738094160093462	0.724698517503861	0.702913832533031	0.435005116938431	0.7362311792896	0.731983642266916	0.624245424779905	0.893134391346659	0.47751778805654	0.722165046803623	0.856137110590009	0.134989589822279	0.868199563990075	0.616171895929395	0.803022566946677	0.797922617283569	0.416762878636689	0.279937325125234	0.688482615920541	0.182184706712627	0.790315980640092	0.661887809736728	0.0628692626251142	0.646214794282998	0.709822786074107	0.698556450618104	0.778920548136298	0.453785780502521	0.680213856010852	0.783857017069273	0.425267311683999	0.238591858595547	0.317932299792345	0.233966407633562
MCFD2	0.400153843668636	0.643610751492469	0.908362925354158	0.593460892121649	0.775037545623969	0.764203568568853	0.715145041052722	0.831833977386972	0.760145642399127	0.936432652928401	0.316520204398712	0.767625963231458	0.696148057244843	0.864261695537319	0.697096730176569	0.678232412129759	0.715372437624189	0.843844590584726	0.677873442431605	0.911112840032871	0.621854777599403	0.650934357238037	0.266712976340205	0.722688022753	0.925916205788354	0.737767172272543	0.757007958981845	0.618049461124933	0.811908611332964	0.758839156860262	-0.0453278173408803	0.761811156883358	0.769151164499705	1	0.766154930757509	0.900418989823526	0.853523434981657	0.358235804508156	0.859945133147502	0.857551301607477	0.698145037567704	0.633730695851082	0.596456095774861	0.424554604044247	0.79638967273759	0.506524316977759	0.673736851989323	0.71794357170583	0.713535238327542	0.694427103794795	0.785505503822289	0.764736465605016	0.921114276939425	0.67881330579077	0.812443509550586	0.773605975866742	0.669056682346534	0.928539289782124	0.842607958449459	0.672936970550359	0.839376661341117	0.774202138420676	0.733341502109567	0.827769028023904	0.537741102219615	0.581806927244646	0.899389902525349	-0.0643242594357135	0.711524862932237	0.553842155912032	0.803332908414869	0.893796312557976	0.58026309393446	0.199092374902108	0.770563973512208	0.42332264886126	0.797118277319399	0.640623711369731	0.184212903031041	0.793250559513013	0.712221302398436	0.678524642530336	0.900108617333645	0.318095522692903	0.905202290569264	0.641519459530272	0.662017730279988	0.376638582375867	0.421385482028551	0.418845350253013
NOTCH2	0.644769054878703	0.510467140622107	0.661964951484043	0.48413804554541	0.577234459763165	0.561145369753327	0.533458964965859	0.719683337191895	0.780689456117769	0.749210581042413	0.31755488255122	0.704616003682044	0.480891990882161	0.634894569458014	0.617458639629824	0.72086362750929	0.529542545929607	0.786481795865356	0.451342772598833	0.82280219558299	0.437815606684161	0.678485438709118	0.399890188092604	0.491699384167805	0.808719585660875	0.702369499852748	0.767511139377428	0.523571622542687	0.660067101150017	0.636464592607905	0.212839375161373	0.739006001760889	0.679320396324226	0.766154930757509	1	0.688950688636721	0.796888991484997	0.393651951034391	0.638239128899476	0.614971050689199	0.55830980639773	0.495330321728107	0.434197065425048	0.529900089329995	0.54756143998568	0.584631020175359	0.444253598201815	0.671383138779186	0.549966297059095	0.584378664805796	0.630476317169605	0.569202112670826	0.746409527843395	0.494786005665693	0.776676243873684	0.54581389872739	0.612919967732719	0.809603950111797	0.555550871169674	0.440697386425162	0.710209722133114	0.696109894022994	0.612279439962493	0.688405406426494	0.477284562667272	0.377415750191341	0.78220924426538	0.243259421739219	0.676138659449036	0.568505697761307	0.599875808926061	0.731724142313335	0.420295476540618	0.298133233067503	0.597148560410816	0.305806728360354	0.596614281668078	0.552352896022514	0.546014866026787	0.624979325201345	0.617330024314149	0.54706688201139	0.683931272059881	0.340028568449923	0.71034626342066	0.51533018792606	0.636264718002267	0.276712629054121	0.326069746069299	0.313063131444999
CD63	0.318863777306825	0.698932071688102	0.934730099307995	0.654685411937824	0.795662089142957	0.77489861170122	0.758040727912247	0.867257425223051	0.679587629814404	0.874839471014543	0.404446203350341	0.731669233279123	0.587969923332427	0.910450970175284	0.63014426421926	0.707527189299997	0.760878242298817	0.859265809539838	0.725381534544024	0.923350045532352	0.630421454882959	0.708113625743546	0.299285456123936	0.817044452432164	0.921471048627204	0.779059763371693	0.715391878548391	0.630949807845386	0.774925448718465	0.741889735171347	-0.0500136449893998	0.800857184067155	0.807219151536559	0.900418989823526	0.688950688636721	1	0.835285248203097	0.40725472565418	0.831080562055394	0.843262187804527	0.667335058212933	0.758877090068358	0.455778506816381	0.43006933279383	0.774569249845365	0.46078689123958	0.743591791431557	0.721511522852081	0.71287800604105	0.675478489577626	0.767956300230441	0.880063941100772	0.923309196927335	0.702447888297676	0.733533073909372	0.790349789583974	0.674625774304107	0.908518529679841	0.896217714941951	0.674006506550031	0.771043747660216	0.761987866282955	0.671732085238672	0.803204330697052	0.453710544864008	0.672307267502983	0.888949293264577	-0.0621062613639792	0.694661633672165	0.616204157886868	0.805848990796469	0.885597733206783	0.463959549851082	0.18467178263497	0.719322085541618	0.259522306492272	0.814942520349659	0.580997074923732	0.0928087948442741	0.687790237395524	0.750876279123684	0.642637333655477	0.873753374995109	0.33660654188301	0.931478149607851	0.672390707878429	0.475608737469855	0.265741945819075	0.377423104616241	0.323701236642084
SMAP1	0.61218059277967	0.493791846572977	0.787892625663095	0.451473096966082	0.569006495733216	0.580284954809479	0.752616580015989	0.920593936902265	0.614827665987069	0.78490668895122	0.276118790126893	0.67043523665123	0.416148376258788	0.787415916230052	0.568422012283475	0.858575423860196	0.529992084462023	0.84304885314961	0.457085426246771	0.926614956055361	0.346551318946032	0.72278699124187	0.607580840460591	0.593451063773194	0.839116242292821	0.807480004681194	0.892241096992517	0.461673421775562	0.644117685603407	0.734260561795498	0.327474024133292	0.895799934483094	0.673176685272685	0.853523434981657	0.796888991484997	0.835285248203097	1	0.614188894952753	0.655717592544826	0.658692036458184	0.46445705009827	0.51822823354692	0.351946229685744	0.423764258810509	0.752369128923238	0.423543411369349	0.508675079156955	0.707881692164579	0.503030288653613	0.49367736731662	0.614949610954205	0.766897940038597	0.847258940776373	0.438844849204427	0.744895344883482	0.591569022365267	0.564105321711474	0.869506679067839	0.789555440767666	0.677495606921204	0.711827264185143	0.793565781595356	0.589274935776716	0.63937899010819	0.456227949418407	0.386469761318454	0.800801218552719	0.197390821034004	0.581364253617825	0.720229398730059	0.612782623118864	0.784373830660672	0.293228662316615	0.342785903484759	0.63363100530373	0.176499144081088	0.56933093389086	0.454208196072694	0.435072968378084	0.533118614133588	0.711603766148887	0.487441283232686	0.760555968047475	0.45872871190419	0.882329348901159	0.506708156272904	0.469076788119773	0.246606226993162	0.299477171101583	0.291516295132898
EDNRB	0.645228307564266	0.0674208135370607	0.312217137478027	0.124388725472588	0.0264893528908524	0.107367584046666	0.439627767731415	0.590510416325942	0.165084800092128	0.239458714663327	0.310982170755396	0.355885419085302	-0.241622164692496	0.348643862134002	0.21249889467135	0.782345963143364	0.116382775976541	0.514702661715454	-0.0536449330191454	0.53918228983579	-0.2464830855847	0.538950475846452	0.819329290402839	0.174629186009962	0.327459508964206	0.729544475685137	0.710834443556804	0.0736155913289718	0.0972378214619908	0.581675609112823	0.694054273234038	0.643041550492805	0.371789963295273	0.358235804508156	0.393651951034391	0.40725472565418	0.614188894952753	1	0.0855833154544543	0.103546667263107	-0.0747443201849179	0.168192551284017	-0.305905779964122	0.373627751429489	0.582795357464918	0.136517134172451	0.156857646876362	0.468062374207057	0.0642827028468094	0.0833834385194188	0.0543687421403616	0.458806752065744	0.334410008529961	-0.0602603867069133	0.284665949378242	-0.0343434631814595	0.219219397844493	0.413129266474656	0.450229859494527	0.547993914347062	0.345476501453784	0.593034301840007	-0.0491712153121991	0.210297800792115	0.193945065250782	-0.00716827072513729	0.387839742276582	0.60339652741515	0.218378158286518	0.700423108499706	0.141585885225047	0.327802362536769	-0.335860991671858	0.535789572036357	0.242451154606129	-0.365466334511777	-0.0027298059253804	-0.069486666149187	0.359495680162884	-0.0277078258762164	0.419346871189832	-0.0931367077503157	0.254703862742681	0.733538458769374	0.503366901437437	0.128910221204837	-0.0265372833097734	-0.146566066582698	-0.0334394615155999	-0.0529933862376447
LPP	0.179505153710493	0.809551314807457	0.895815084237103	0.781012923430055	0.934364774883248	0.865726692679398	0.60113829822643	0.61798519090287	0.786390138171091	0.907280279540514	0.468282567628023	0.74415599548119	0.794185542087943	0.780388048044523	0.793082751931072	0.419123057885053	0.848714888144694	0.803188707612	0.802627265591955	0.793403263526306	0.852085203626657	0.641694679625899	-0.093744450486947	0.855657949063319	0.905598778728147	0.573907770862176	0.462714760637227	0.774055889781362	0.849208351984362	0.637529040302893	-0.347134388820415	0.49609289196462	0.820775437711449	0.859945133147502	0.638239128899476	0.831080562055394	0.655717592544826	0.0855833154544543	1	0.916615422980133	0.905164478320064	0.780602869165629	0.723570265912961	0.535169307667627	0.654343127413598	0.581657699538615	0.800070220395282	0.689948770368036	0.888647194171243	0.858246926002869	0.858416912614143	0.716415936724363	0.803982243994333	0.872467397894566	0.804914087672668	0.888688673277944	0.737645262258308	0.798520878268153	0.725814695867918	0.475990934559642	0.781518107545718	0.601669900358548	0.84201298448724	0.903159721807517	0.556520347838203	0.754930454521319	0.876516876193238	-0.215871552722067	0.816194199903288	0.395056738494456	0.927581916567564	0.863275285088114	0.717902913690287	0.138030933016851	0.800232576640739	0.517641314512959	0.928208084774711	0.776522543570251	-0.0715706745241373	0.856807455961626	0.673499167625837	0.874782760596815	0.880892508905567	0.222433298848232	0.709194719267834	0.74272151773567	0.630732841108411	0.412601139965765	0.396445354381441	0.34399002441617
CD44	0.118097874983031	0.706043070157502	0.928616765375054	0.656989301468656	0.880286206738155	0.808439794897936	0.675371438823987	0.662638072282229	0.678293216663784	0.890296905184749	0.348190161724465	0.695925699759968	0.804941374958374	0.892135644436051	0.655331669048918	0.468293610249453	0.829370187358266	0.742939830156127	0.681384848617869	0.807317550781604	0.735237538873693	0.519289151001708	-0.0522647458275508	0.775420893736236	0.885742573066718	0.536927753899183	0.484800551161919	0.681589489162404	0.83157160018875	0.645139906801047	-0.372186973950164	0.52812232248698	0.756858465674642	0.857551301607477	0.614971050689199	0.843262187804527	0.658692036458184	0.103546667263107	0.916615422980133	1	0.815445705773806	0.686014402902973	0.669935500649651	0.442666683602779	0.629582332884684	0.453769549599624	0.69714527684103	0.589024959388705	0.825117446863395	0.77723679021169	0.886604696246393	0.67239077667896	0.846808784584452	0.76305998637105	0.715179079734963	0.916218624138009	0.623583976051753	0.838665479524971	0.739277110533549	0.583240480380026	0.709336864447296	0.572010874007547	0.799092632260879	0.864210258700999	0.397105495563115	0.613040133474043	0.869219256925102	-0.339817856955874	0.710318430597212	0.332328264040479	0.89629029525144	0.848565048125834	0.658583182035947	0.129594064053809	0.695649168087345	0.56983119189043	0.896871904221736	0.786151236498818	-0.110721953706199	0.779931685956743	0.599065759305511	0.790129170410461	0.892119587689775	0.184287135680393	0.764888847101522	0.67779812055725	0.646932395930108	0.43199223387788	0.462495298117434	0.412583251706655
IGF2R	0.109962925453656	0.826047104751814	0.763966248511695	0.779064930161662	0.916311428476439	0.871932754979292	0.425826041394519	0.409684741825706	0.762839418161305	0.790164216174663	0.506761598457096	0.708543349719473	0.749746997776185	0.595318757806314	0.745043614172509	0.262227585015181	0.847633635855415	0.699729325248743	0.783798918935335	0.651164068652763	0.887614504099085	0.566882858139138	-0.256634417242491	0.74687161056133	0.796864460660253	0.455147276585049	0.285572840540903	0.817252690090642	0.762038326943136	0.526574927737577	-0.428298686803127	0.319593645170144	0.790752220334304	0.698145037567704	0.55830980639773	0.667335058212933	0.46445705009827	-0.0747443201849179	0.905164478320064	0.815445705773806	1	0.77805259405614	0.638529906165386	0.567588599333407	0.513869700139891	0.694848705535937	0.797639476100717	0.634566361263698	0.891649777676693	0.883780061187442	0.775027856388917	0.617608796359379	0.62418714560524	0.879649216804381	0.713485749028486	0.789133381205189	0.741565459955655	0.629895631883591	0.556253808417568	0.259624458623825	0.652838259818471	0.501349836014131	0.778242114204439	0.852463097683177	0.47721172682736	0.762709929615681	0.757765973865591	-0.207730326509911	0.850718992493521	0.307054568198535	0.850682808571999	0.768260385548432	0.684574659688082	0.0316461412863552	0.668044144432011	0.48251965087863	0.885692549268196	0.776540206695368	-0.0722548439006092	0.795451458735042	0.585832956209898	0.884277105650717	0.723355065529512	0.101612369039433	0.512135360596712	0.749719843342817	0.598951653832105	0.412564719286757	0.362704113342073	0.289390280537139
CNR1	0.118431475303213	0.90950722387902	0.79589165425617	0.847628677655292	0.878271107988887	0.815397046681795	0.469972517676724	0.489354607893706	0.603715127016861	0.659486989048165	0.764841774395857	0.721485933126039	0.449670205871947	0.559972830764668	0.735944901608764	0.434600822094158	0.878524890349685	0.811754518861966	0.765906742181774	0.683411276545202	0.773294228549332	0.749902798819879	-0.070029766164912	0.887184943278312	0.779492463211792	0.632101313045763	0.352844355529832	0.828202504374361	0.742904020340427	0.513012136538559	-0.27859720953672	0.386566623668051	0.844587695138173	0.633730695851082	0.495330321728107	0.758877090068358	0.51822823354692	0.168192551284017	0.780602869165629	0.686014402902973	0.77805259405614	1	0.272423939328995	0.616221753953419	0.609825151190255	0.69769443314679	0.92066453929432	0.812183975265164	0.868968354810606	0.84677350687772	0.635901031659233	0.773998726966147	0.539265231589134	0.820939491042008	0.555575269592633	0.682587395682758	0.75467980817387	0.56839072647329	0.618949128711998	0.312914155349769	0.559771736194338	0.643657638991857	0.521825426874658	0.81581450549547	0.354995192094335	0.887137729729945	0.746497538082004	0.0523409775702473	0.830005513738409	0.508687412703473	0.758145471464747	0.703159196058724	0.312708230281903	0.283693452786337	0.576308218080609	0.0312462028621987	0.828402433879464	0.537921649856709	-0.040094795918433	0.525275119742634	0.646929339527792	0.693487045709662	0.642537206607807	0.326144660530592	0.550211649222108	0.829318533066494	0.187466574316937	0.127429405234107	0.237655813326772	0.109501508200791
CAV1	-0.0108670900361821	0.397540723056834	0.511799024577153	0.392053696353694	0.571438656147181	0.496702509970498	0.322590080490882	0.350727949974449	0.544425294618342	0.643965307413608	-0.0969742577097362	0.320742836633857	0.859178103272043	0.522343163952171	0.453166915453421	0.0418703673455197	0.401458761563172	0.3086928972365	0.541544736656833	0.414728356751055	0.648242860413522	0.152509990178499	-0.276933616914813	0.424235666378065	0.581213443424762	0.078551065118509	0.211882069269967	0.371058879192057	0.600875381711612	0.294358719189355	-0.410782409722636	0.221755732867653	0.391903041098322	0.596456095774861	0.434197065425048	0.455778506816381	0.351946229685744	-0.305905779964122	0.723570265912961	0.669935500649651	0.638529906165386	0.272423939328995	1	0.141146483730745	0.24786929697235	0.154651925078234	0.340154144818206	0.157293732496861	0.486703621463683	0.483761897795231	0.644803067320958	0.249020549335953	0.629643225259808	0.586121774761573	0.622612955382756	0.727676565443365	0.32783239759836	0.54900533323587	0.409677829221901	0.229265056906614	0.552840172497316	0.162765027316575	0.844916393417743	0.531884066518094	0.409899010818644	0.345214985200857	0.49838401548041	-0.496937650907443	0.415408171978568	-0.028819884000274	0.621788112467303	0.512479693674506	0.917812416653929	-0.285554065862577	0.589669723515918	0.86145068418293	0.634461218146577	0.667359059467791	-0.106156406717143	0.75900185682377	0.307193673747904	0.669379658108222	0.692729331553803	-0.173222991546224	0.419761625035476	0.31464957154615	0.740859647623988	0.504833764153361	0.368320294173395	0.434999550172621
PLXNB1	0.350164967105879	0.542091024845368	0.496380277634701	0.559720499996217	0.569258521984953	0.477548850415607	0.326158161502198	0.2962182739546	0.511754200092767	0.483582959810129	0.708796872147888	0.579554481595186	0.227747745847921	0.340463186133445	0.623032573516293	0.45081082348114	0.540195573960922	0.662929967206046	0.342751233851997	0.544769674821058	0.395574403547408	0.671098050540206	0.0984765112145434	0.521977558363922	0.565648234489262	0.587275640628913	0.392806873007628	0.592407089939817	0.526329274133713	0.497230406523883	-0.0230345909344267	0.275522604407418	0.701474720074706	0.424554604044247	0.529900089329995	0.43006933279383	0.423764258810509	0.373627751429489	0.535169307667627	0.442666683602779	0.567588599333407	0.616221753953419	0.141146483730745	1	0.490987428589949	0.598161048205025	0.599398709005409	0.668241192021987	0.645791540283759	0.687245547043602	0.413260498504353	0.379572839096385	0.311193793610678	0.507484351981781	0.513606427171403	0.375928301624987	0.587922679060006	0.424908773907284	0.301840353514243	0.274237786978804	0.494209351266753	0.487190533376581	0.363601447007945	0.690595488758859	0.340742448215697	0.459792314347173	0.614661844968668	0.373468531015801	0.724039858059787	0.550079964618047	0.572465008838924	0.499721233571782	0.160098605493186	0.496219775846861	0.442878727968448	0.0193383164951847	0.484024338995723	0.42931600318722	0.142266929053466	0.368110498354856	0.456641918051042	0.467965330216047	0.440438677791769	0.570921652653627	0.302091173664552	0.542590804375661	0.192800563147311	0.0597875402132284	0.0926753223975724	0.00858883665232194
TNFRSF21	0.376582634260228	0.567593452351361	0.77218522219175	0.531311908428141	0.613497013044905	0.639014943740473	0.623517136858574	0.691763887687933	0.616265612950239	0.728782919766221	0.467063703588225	0.65297544209435	0.388842416887733	0.665266767172856	0.599352468757313	0.669076980938699	0.590223019245602	0.777095229399365	0.541680787713475	0.791390388020433	0.393781682885105	0.660459862355802	0.378786412969337	0.645373215268126	0.74037627875056	0.761007409686691	0.708381033465481	0.533821703941978	0.647160809716311	0.747129720207796	0.107630297265093	0.662138549989334	0.726296395247999	0.79638967273759	0.54756143998568	0.774569249845365	0.752369128923238	0.582795357464918	0.654343127413598	0.629582332884684	0.513869700139891	0.609825151190255	0.24786929697235	0.490987428589949	1	0.463994207213857	0.680546329292897	0.719591691604918	0.628047879753501	0.601128358030891	0.566558910269376	0.729486842836265	0.692267719021579	0.53049922917373	0.583889583537606	0.509875021364313	0.619945584410881	0.724992197532772	0.756293802219944	0.649860622526984	0.756256517094132	0.784829011838986	0.438720957048527	0.707269440199225	0.429169038645967	0.528738506824787	0.755566995608629	0.172067727312205	0.6295155538915	0.683299817997149	0.643991464723926	0.731710440886466	0.261912044133553	0.36636104133903	0.672582751430885	0.0808084659950093	0.576922687172176	0.372546589452378	0.112692487205035	0.574198340544748	0.67767041044892	0.482196869377825	0.672980909411345	0.53779263779973	0.764517672837137	0.562827562673608	0.353097413576412	0.135125865274293	0.232055979051797	0.212364108788661
PILRB	0.357636821861776	0.695672764143619	0.523760086792754	0.606507395118681	0.684326880956684	0.688470025528408	0.268701067681788	0.314688872200427	0.661932332995523	0.576547607590716	0.69075127503267	0.740329665705532	0.317940095697234	0.305193429548232	0.714657025339633	0.383053238543578	0.675354346876361	0.700764065643012	0.554768179278276	0.550662816485306	0.596638631666517	0.635871778484203	-0.00115538608802037	0.552836160956153	0.607214273261541	0.591870397267658	0.348086774179509	0.728345723482458	0.532398017162076	0.453503346574331	-0.116132264097694	0.338650233430262	0.688526023563187	0.506524316977759	0.584631020175359	0.46078689123958	0.423543411369349	0.136517134172451	0.581657699538615	0.453769549599624	0.694848705535937	0.69769443314679	0.154651925078234	0.598161048205025	0.463994207213857	1	0.660507510104303	0.757684453964405	0.673571089839296	0.724190671523323	0.486825733745982	0.558502833198397	0.345805752836102	0.629936117856223	0.535247718763372	0.389743239090179	0.723993799993441	0.4429976925461	0.313785843418548	0.102958347063594	0.502945906420299	0.620530693185592	0.398040121874577	0.661756362728232	0.462425887881336	0.642650751675857	0.591895577348309	0.291011459422322	0.770124862571855	0.481354330992795	0.54012452419482	0.605226437688913	0.20567078052687	0.346502696234834	0.439106195909986	0.0113234716166679	0.610556450371737	0.436284740331318	0.297953358001739	0.476711819743472	0.556084351629211	0.620862338433031	0.387389580617501	0.279547052342578	0.342997541481999	0.693429002591416	0.306234491295025	0.136997513007954	0.189586478606004	0.10464830746371
