""	CD3D	IFITM1	CD69	CD8A	CD3G	CD44	CD2	PTPRC	KLRD1	CXCR4	KLRK1	ITGA4	CD8B	CD247	CD27	CXCR6	PTGER4	IL2RG	S1PR4	ITGB2	ITGB1	CD46	CD7	CD47	TNFRSF14	CD96	TNFRSF1B	C1QBP	SORL1	CD6	CD81	F2R	ABCA1	TFRC	TIGIT	EGFR	SPN	ADGRE5	JMJD6	PILRB	PDCD1	RACK1	HLA.DPB1	CLEC2D	ITGB8	VSIR	MCFD2	CD74	ATP5F1B	PTPRA	CANX	SMAP1	RPSA	CD63	APLP2	NCL	PTPRZ1
CD46	0.223268145158729	0.274297540819915	0.291315290650521	0.214473864059407	0.276144910592809	0.506495369851618	0.249622783593031	0.287483050205602	0.150465421395452	0.252770620195615	0.252736269557759	0.287115948871548	0.286679793385663	0.202280402027412	0.151976847098233	0.216911890858377	0.248687641700596	0.276014996277906	0.219258636730412	0.237304530433126	0.463022793883788	1	0.202865779761396	0.711550698582132	0.141525036468434	0.256985944106737	0.191729421848693	0.161216492698233	0.483131459951307	0.205965698876247	0.443011596110684	0.722956459445644	0.524018015069907	0.642541701696983	0.297165591502884	0.663633396205881	0.304691824129733	0.441280404200484	0.570963559007414	0.365835074776804	0.257249718469151	0.271381349811851	0.206084224957599	0.342840090950163	0.563914581711168	0.225090098277547	0.503366588542359	0.189969774820097	0.197684621036686	0.629444099872268	0.470142487523987	0.530040685042197	0.272860976134968	0.273298187179248	0.590824908824098	0.56006297785952	0.582682721804751
CD7	0.844108736066811	0.792488694011263	0.912970387978545	0.865910918252251	0.845120950765253	0.880747218595923	0.907455573941628	0.911789545399608	0.758578897094563	0.930677861140686	0.85496131728323	0.929147347470653	0.780322783270188	0.992295791129169	0.905276563206854	0.895013547753075	0.958146199165893	0.796477190282465	0.741220574356003	0.922294534956298	0.72897500986555	0.202865779761396	1	0.696116853302046	0.598683473343261	0.903305246403062	0.882895681534473	-0.189180731034818	0.428800141042045	0.856167974787332	0.0612086211289577	0.466334119107846	-0.548952098191116	0.143119197105986	0.880640173328148	-0.431998718342702	0.925723854720094	0.91391882863871	0.463483654850677	0.0195648220253025	0.810869267206719	0.141788094221859	0.484496099827702	0.919437380327353	-0.517478270596024	0.721213111400015	0.0488691880499394	0.299587859892024	-0.342029695922888	-0.122390399817552	-0.329116012379471	0.315078592920954	0.557471719881647	-0.260171998751062	-0.22150100888555	0.304038912350446	-0.493030444864158
CD47	0.706834246480302	0.733452632897191	0.76609243275575	0.658691619360545	0.755133991721742	0.87209729767098	0.75112128292889	0.754681480681334	0.441592937582699	0.744028681104499	0.609518096977584	0.730413795267134	0.734509984703491	0.704250674561223	0.641094608850012	0.708676375487422	0.699538938707497	0.738132008279357	0.674856882962939	0.676584231282181	0.784734973605642	0.711550698582132	0.696116853302046	1	0.489148828695282	0.731736827079033	0.607695095121801	0.167150069375928	0.383375308499749	0.699303170656285	0.506141778583763	0.795342618303973	0.0387463636554195	0.604743611839794	0.76356835733951	0.153370172931228	0.754970217736059	0.835834505066769	0.834515505105983	0.127885060839918	0.700424474720172	0.463321801592347	0.4225805080711	0.788770880628419	0.0736532475023169	0.571538304974265	0.562533892281222	0.261283388632301	0.09504410987659	0.46989185956353	0.287255968437016	0.736226975375826	0.695745056797688	0.190415085272476	0.380728840844704	0.708320212279514	0.141973633659552
TNFRSF14	0.863651462221253	0.765934109777966	0.68977693268966	0.786823817824447	0.779672112041286	0.679262871966134	0.787145054811349	0.729212525869399	0.0835044926173462	0.773544915061052	0.301780022253308	0.589169829516005	0.783486120400733	0.618876688516561	0.832741525990522	0.788942825215775	0.577593443216158	0.807705791638742	0.82403974409822	0.692322340067125	0.809395882938169	0.141525036468434	0.598683473343261	0.489148828695282	1	0.718849116203622	0.76386612273333	0.0266830111651211	0.195475594614053	0.840430469527172	0.166418051673262	0.107990895288033	-0.449502812803971	0.409399668426907	0.701090211554932	-0.369107785580602	0.613122645319402	0.397966285662293	0.519867046128864	-0.305250703399788	0.737484527432103	0.214330929478287	0.534735624179451	0.707714394646782	-0.463995411261963	0.688990564267071	0.241827967151791	0.404924223088587	-0.187052742574498	-0.126316248128267	-0.202210854706958	0.119582193244569	0.686877460792005	-0.188031961094769	-0.0752213305867584	0.252366289046659	-0.414297151997242
CD96	0.950061833776486	0.857462639202312	0.986902700092195	0.959785109592276	0.96766740986741	0.92605934551523	0.97533140369673	0.980177566651773	0.640215151074526	0.980472245985123	0.819861450524588	0.94046280426078	0.937868371857267	0.921706572701793	0.911522564400258	0.963730705243155	0.943898224313178	0.932226497816754	0.785882551964323	0.873271246658443	0.824067859630761	0.256985944106737	0.903305246403062	0.731736827079033	0.718849116203622	1	0.851497355074316	-0.203202823029995	0.285223952770201	0.915945987585406	0.068178721598571	0.459792711756076	-0.564484164895325	0.266644648436438	0.94666131863242	-0.449514435520873	0.935324625192555	0.797339355744354	0.63738563048416	-0.073382225130978	0.963713505701799	0.149039152679425	0.460219015111729	0.957904192414779	-0.537827871552476	0.701750016844837	0.0849277265537736	0.29178538062704	-0.342569825233847	-0.157695947866833	-0.294570162202	0.322518068789121	0.624966025668356	-0.281563068037882	-0.20032959661374	0.3368795248314	-0.493160977634727
TNFRSF1B	0.849732836953051	0.767511777022221	0.855624263432111	0.872066333993174	0.813329711916165	0.791501630515143	0.865545650744115	0.881399807211738	0.569530606534318	0.900272988492537	0.692246670596512	0.836849119558102	0.774199843730515	0.887445184712738	0.906178012378026	0.878821464540297	0.8750712819019	0.789633978023402	0.752227450276589	0.961513854958835	0.817883303542845	0.191729421848693	0.882895681534473	0.607695095121801	0.76386612273333	0.851497355074316	1	-0.101909843729128	0.573438547645217	0.870862401382778	0.166274144470071	0.332849376311853	-0.557489984223227	0.301614524117836	0.807429338471513	-0.440854534689762	0.867581034107194	0.766602956772902	0.453403473200993	-0.201499909248756	0.787631850935211	0.151093076486878	0.674091469061861	0.858609697593197	-0.523504634136933	0.875665305368605	0.104183925066531	0.57991239749932	-0.281948962640462	-0.150224510673665	-0.284654028163237	0.220583081131677	0.588632579071953	-0.238599204283717	-0.131396097379232	0.29737968865712	-0.505201208986127
C1QBP	-0.134429224511438	-0.122356782359647	-0.205285468430926	-0.181871042054239	-0.171122665398596	-0.124739365100321	-0.170992647079625	-0.210848570633973	-0.245454847617947	-0.180763279527214	-0.309982935338247	-0.265706395874262	-0.157961885261064	-0.172443038224564	-0.114893595300912	-0.138485438040276	-0.227523917462106	-0.154310343215303	-0.0807168677712772	-0.115802639421013	0.058383549990836	0.161216492698233	-0.189180731034818	0.167150069375928	0.0266830111651211	-0.203202823029995	-0.101909843729128	1	-0.0892965459060629	-0.0830500463709803	0.867550473802387	0.298567893104072	0.302108797399376	0.61134080918399	-0.226887893035822	0.41059253462171	-0.255616359081768	-0.0224007831175886	0.262971238019193	-0.375267658992249	-0.199640676430763	0.826832709641125	0.0338049109950205	-0.210415658168709	0.440636547477216	-0.0467566522444312	0.786067456236222	0.0153484910019613	0.94694085364336	0.750593456961993	0.786968734170904	0.579658604029951	0.464403728019454	0.942819937906679	0.750729484096213	0.697800855277053	0.462380206735398
SORL1	0.199000839036346	0.20992186176605	0.314074200899199	0.276450965819991	0.211412676680495	0.386666545381209	0.26596200173286	0.340075473417358	0.429374235688773	0.319138095072645	0.360110714217439	0.342043587466619	0.182228745235941	0.427813873039342	0.30062335700833	0.293803017131948	0.432519491657825	0.167747423261692	0.175805658476886	0.57851552004525	0.428550817749446	0.483131459951307	0.428800141042045	0.383375308499749	0.195475594614053	0.285223952770201	0.573438547645217	-0.0892965459060629	1	0.286987291058455	0.187206503375217	0.316820916085326	0.110090337216614	0.330604071112625	0.232847509293654	0.174024274347976	0.418820869736987	0.517629779043668	0.103979016552153	0.162237865631362	0.176876197854153	-0.0394924274629855	0.516895307253014	0.347246825141086	0.0573108294515349	0.574069268821626	0.0403867445923016	0.618183937377152	-0.123334794564023	0.143246334829062	-0.0196127905407733	0.0718062736392197	0.0634690021880447	-0.0782597524490268	0.184325961616821	0.162259687131119	0.0691513846697831
CD6	0.955874882712769	0.903170383906204	0.919672967610357	0.867222390591224	0.953846574896256	0.866811095438086	0.964736308042107	0.923428980860442	0.415366792058137	0.941330444765599	0.584491932130387	0.821765311733309	0.918792803273468	0.888268607514284	0.914296039568758	0.979096736508834	0.821898936333455	0.929255246764424	0.902732980497185	0.876947751834691	0.895323629571202	0.205965698876247	0.856167974787332	0.699303170656285	0.840430469527172	0.915945987585406	0.870862401382778	-0.0830500463709803	0.286987291058455	1	0.141650897125491	0.315263107783703	-0.543167753332833	0.329460351764012	0.876646807317358	-0.446189533347813	0.86640717595355	0.716270534024269	0.646784954218279	-0.177186901565162	0.848135892709821	0.235508065549782	0.589644509935393	0.885154834833999	-0.530340827553763	0.787994819088155	0.197076618205485	0.402107466186097	-0.289495265551627	-0.139069947452547	-0.257897376397608	0.281781949065998	0.735032487985273	-0.235545507036227	-0.113243682145072	0.298577667291833	-0.485999370017043
CD81	0.0957991947567864	0.152356661661497	0.0908818872063635	0.0691997160170467	0.096287846883069	0.177146395069587	0.0884102004622403	0.094264422452033	-0.0455907116514349	0.0969312463647928	-0.0515940114270591	0.00891393243787584	0.123320648461383	0.0766739126707279	0.0824725023990781	0.0919774266878726	0.05682609425843	0.111607745406351	0.141480301864583	0.190178363861395	0.368255442705168	0.443011596110684	0.0612086211289577	0.506141778583763	0.166418051673262	0.068178721598571	0.166274144470071	0.867550473802387	0.187206503375217	0.141650897125491	1	0.547757510397946	0.297478443664771	0.77620765922744	0.0573856490736227	0.438073516010553	0.0451742562741162	0.289680856225978	0.554351632868123	-0.310509708291162	0.072131977244262	0.828245713004277	0.332243058022385	0.0752429789524546	0.452234907568925	0.278310388061942	0.872657156221275	0.305108651759321	0.845337508372853	0.836527747545636	0.829922406084324	0.79777175448609	0.597346847679951	0.86104590163083	0.853059805053168	0.877157266325015	0.504762840389169
F2R	0.354719321253603	0.274019969314912	0.462525745595869	0.410668439618966	0.38770737547094	0.594577602320595	0.40474838030155	0.422331847909259	0.544200831800814	0.42329728322555	0.583569557093812	0.527478254329375	0.341347129622699	0.465947249742276	0.377361105850456	0.397958203030703	0.531272789890284	0.333700781406503	0.187788861304214	0.375878570693852	0.421219696256613	0.722956459445644	0.466334119107846	0.795342618303973	0.107990895288033	0.459792711756076	0.332849376311853	0.298567893104072	0.316820916085326	0.315263107783703	0.547757510397946	1	0.195900625667941	0.60125711903571	0.431681625093721	0.426156996087532	0.466843220309418	0.713448167882726	0.530635461895838	0.223674348126292	0.44337118577543	0.390469352505244	0.0347868279197255	0.500476599502427	0.388525367873415	0.1638824953287	0.500903256092334	-0.0601450254626944	0.333705450825728	0.662819770925339	0.445539319558462	0.770706509583866	0.349363606791748	0.409264000153356	0.511276446254017	0.776646252124889	0.403216137586732
ABCA1	-0.566804963322595	-0.450758689287391	-0.530078416933018	-0.583782061879596	-0.526424027197849	-0.300313499089472	-0.56100598860318	-0.536864913669283	-0.355744161990489	-0.565793036769158	-0.446901711646015	-0.525433585855436	-0.491992035508052	-0.551731993719926	-0.604932759921835	-0.570399796194078	-0.5444603747235	-0.501259744706034	-0.45065076392499	-0.505560922580463	-0.290635472830423	0.524018015069907	-0.548952098191116	0.0387463636554195	-0.449502812803971	-0.564484164895325	-0.557489984223227	0.302108797399376	0.110090337216614	-0.543167753332833	0.297478443664771	0.195900625667941	1	0.327588218134913	-0.512473089840989	0.81415732699312	-0.505659000521859	-0.282135685563459	-0.0318240225995927	0.500155684186086	-0.539386120036776	0.136030842104852	-0.230461091994621	-0.445899773311289	0.820015947273614	-0.399569188414382	0.366868708410593	-0.123039923403743	0.430488735305591	0.638120800870373	0.627028669200788	0.175480350125857	-0.254657282635931	0.440900141578665	0.611893792036725	0.176444823347791	0.83791548245962
TFRC	0.295189997247259	0.263421290882277	0.255918080920725	0.276814840009128	0.289572058183682	0.360650322573752	0.263784263183324	0.259709403753955	0.000705781596924691	0.256888833091627	0.0338207837250296	0.140774614887118	0.310186034976391	0.185578756751008	0.251756661012365	0.304598116382809	0.182016249486813	0.294683945675986	0.255148294421396	0.270776611974665	0.59072138383601	0.642541701696983	0.143119197105986	0.604743611839794	0.409399668426907	0.266644648436438	0.301614524117836	0.61134080918399	0.330604071112625	0.329460351764012	0.77620765922744	0.60125711903571	0.327588218134913	1	0.190079762960729	0.477376539715292	0.172568284058568	0.32083627230982	0.612030711601149	-0.208565299769912	0.263277610437694	0.546493859087857	0.263388622511453	0.251893055878289	0.424973425441027	0.324660682550368	0.770259816209526	0.273120721819977	0.563440838871793	0.718807412144585	0.658353303624899	0.577069165131618	0.504914931587559	0.554164261187315	0.784132430562084	0.74304493815779	0.475095950079839
TIGIT	0.94841282250562	0.922084192059019	0.960145837879938	0.922182375511059	0.959705753586938	0.934326733895656	0.96725222677805	0.969928864620159	0.516672940813376	0.968048168563926	0.792758757947671	0.94874551783855	0.939004837403434	0.871184978623269	0.889172629094408	0.899892253045057	0.885246360528363	0.956572395794403	0.873754902886044	0.836482334248133	0.797304993578275	0.297165591502884	0.880640173328148	0.76356835733951	0.701090211554932	0.94666131863242	0.807429338471513	-0.226887893035822	0.232847509293654	0.876646807317358	0.0573856490736227	0.431681625093721	-0.512473089840989	0.190079762960729	1	-0.416113137764864	0.952619955362314	0.791583198622785	0.674794141460397	-0.0504893505342126	0.937767053440242	0.181921285255834	0.484052214276271	0.963583117523227	-0.50487859616546	0.700215309900494	0.136209796630066	0.287426758094861	-0.367621032339327	-0.139275698808401	-0.281067074474505	0.36287980977353	0.681206519151887	-0.27629207959573	-0.228280042630482	0.32141889083565	-0.459066725899487
EGFR	-0.455142591416048	-0.381442344119099	-0.434756282552211	-0.462315023029942	-0.429306422312396	-0.207890107460768	-0.451696010130518	-0.441639492307157	-0.268714695932773	-0.45802087887022	-0.342681707202827	-0.415009080136578	-0.409921514141978	-0.438155777007228	-0.473618360335155	-0.458616074936234	-0.423116350470557	-0.416039538501489	-0.383031838328554	-0.418491056829165	-0.154930654241347	0.663633396205881	-0.431998718342702	0.153370172931228	-0.369107785580602	-0.449514435520873	-0.440854534689762	0.41059253462171	0.174024274347976	-0.446189533347813	0.438073516010553	0.426156996087532	0.81415732699312	0.477376539715292	-0.416113137764864	1	-0.419435031711841	-0.122294699006816	0.0710833898016177	0.26360135633943	-0.430436224841548	0.155996340104646	-0.244697517313285	-0.382516450082213	0.959373334317786	-0.35269603683747	0.459446621471255	-0.15491931083494	0.545860450009417	0.793331891529423	0.676949775285949	0.308876004639614	-0.183492766732936	0.545732277090926	0.739127082551445	0.353478455207608	0.958213772621669
SPN	0.892011690523195	0.849848075658403	0.954778584188425	0.885327973267263	0.917002590576119	0.914971115597906	0.942033428813012	0.955629523671624	0.64134935618972	0.949137783938306	0.849648523047133	0.969231348704049	0.869167203043307	0.923523914743348	0.874994956288761	0.903936571876446	0.935790603151492	0.88047273508966	0.795529446224106	0.892133943348392	0.76432685979112	0.304691824129733	0.925723854720094	0.754970217736059	0.613122645319402	0.935324625192555	0.867581034107194	-0.255616359081768	0.418820869736987	0.86640717595355	0.0451742562741162	0.466843220309418	-0.505659000521859	0.172568284058568	0.952619955362314	-0.419435031711841	1	0.871318794582114	0.590377755057806	-0.0113454175760892	0.87679317482959	0.14040242809524	0.500570353320287	0.952866559281893	-0.498939416895554	0.726463520132658	0.0645963254599994	0.345239523000821	-0.39159936018585	-0.151538690438235	-0.303039706011309	0.34730128047884	0.597751572695327	-0.288547919334913	-0.224619845265709	0.29753585231353	-0.469810559353463
ADGRE5	0.697997590967199	0.689779128500942	0.827842435415956	0.734454956712867	0.733591645400186	0.846102332224896	0.788488951481737	0.815396194479526	0.774904058619361	0.815478891977221	0.845752807260955	0.864472722834818	0.668938443119567	0.90401652994927	0.751389811749823	0.767787088440129	0.890342401571574	0.678262460194963	0.612953067742281	0.829376509776778	0.681384572956489	0.441280404200484	0.91391882863871	0.835834505066769	0.397966285662293	0.797339355744354	0.766602956772902	-0.0224007831175886	0.517629779043668	0.716270534024269	0.289680856225978	0.713448167882726	-0.282135685563459	0.32083627230982	0.791583198622785	-0.122294699006816	0.871318794582114	1	0.551787822132256	0.102316871218567	0.700936994743253	0.265061447710747	0.413356316060505	0.840281350590271	-0.190443510831882	0.63184853107045	0.246800459507983	0.259243843807591	-0.112931091746068	0.202471346349091	-0.0386351988685183	0.550974409152523	0.536247854638862	-0.00566650804394416	0.0694880481065366	0.511824440071556	-0.158219222243436
JMJD6	0.655289270150064	0.770997075151202	0.678493098638162	0.569278133185692	0.730581296043403	0.717479054929649	0.666433792113917	0.678612398358724	0.134624191475892	0.641057284840657	0.339964535936624	0.5195941121927	0.775490573462018	0.489457208392198	0.474173569301094	0.613808320035701	0.489855936663145	0.760854713795927	0.703649496878528	0.510539671754285	0.78978468998623	0.570963559007414	0.463483654850677	0.834515505105983	0.519867046128864	0.63738563048416	0.453403473200993	0.262971238019193	0.103979016552153	0.646784954218279	0.554351632868123	0.530635461895838	-0.0318240225995927	0.612030711601149	0.674794141460397	0.0710833898016177	0.590377755057806	0.551787822132256	1	-0.152853141603602	0.659599567370576	0.566239665045791	0.472583405074499	0.623288687431981	0.0319291402961179	0.568544266425549	0.656082499754457	0.343249240986917	0.191125642147998	0.392739548651225	0.394094165936778	0.690107119928614	0.798567676388682	0.24877155558809	0.430978933556714	0.672625344499883	0.103875866915655
PILRB	-0.174718705923725	-0.149887618364561	-0.0475667781117671	-0.13678370964333	-0.120029695130691	0.128568168126099	-0.109067377031534	-0.0765676789704819	0.2565018486288	-0.0921412502876029	0.168220077624163	0.0443895668255093	-0.14066976528973	0.00515202943777046	-0.157104227857756	-0.120452799066285	0.0298956436909783	-0.153069996443477	-0.202503044620844	-0.0978187838647547	-0.171213518741738	0.365835074776804	0.0195648220253025	0.127885060839918	-0.305250703399788	-0.073382225130978	-0.201499909248756	-0.375267658992249	0.162237865631362	-0.177186901565162	-0.310509708291162	0.223674348126292	0.500155684186086	-0.208565299769912	-0.0504893505342126	0.26360135633943	-0.0113454175760892	0.102316871218567	-0.152853141603602	1	-0.0962207634841178	-0.315697761813855	-0.182047518314685	0.0601721749660527	0.267261377199269	-0.234904559501271	-0.215077748566593	-0.211605441811329	-0.284428829140426	0.0505435467429453	-0.118500816830961	-0.0789188916427019	-0.365534846673495	-0.240999252321036	-0.082303755889946	-0.158566956808479	0.240528544594737
PDCD1	0.939424765032912	0.834785684957496	0.949786563039268	0.971642120343906	0.941311813255055	0.894554613791853	0.934143908329259	0.947905006183914	0.555248160473019	0.948858881365904	0.787399235492189	0.907135031445327	0.939005333422496	0.820774103015734	0.880248806919206	0.903051279941355	0.891293395777041	0.931356062727945	0.759393006587134	0.788721481011687	0.781684203540634	0.257249718469151	0.810869267206719	0.700424474720172	0.737484527432103	0.963713505701799	0.787631850935211	-0.199640676430763	0.176876197854153	0.848135892709821	0.072131977244262	0.44337118577543	-0.539386120036776	0.263277610437694	0.937767053440242	-0.430436224841548	0.87679317482959	0.700936994743253	0.659599567370576	-0.0962207634841178	1	0.152552990099399	0.407674341603606	0.9377165904899	-0.515918721998161	0.635773651826904	0.106530005722124	0.24586594727945	-0.313669745063508	-0.150454230705928	-0.255192585451711	0.329745776982992	0.620537850759232	-0.262975726980459	-0.200704752742938	0.359727065195509	-0.463485841329871
RACK1	0.211140655417495	0.261685292147139	0.179109643080638	0.136330551570533	0.206473298073144	0.250026389170105	0.198243972653221	0.168046233663826	-0.0583680913851126	0.184002415856847	0.0084877371635111	0.113166209277324	0.216552373677158	0.149853924005843	0.177152279631816	0.184616995805984	0.105128472805004	0.222430275669362	0.272314730017531	0.189904768788873	0.321867568755293	0.271381349811851	0.141788094221859	0.463321801592347	0.214330929478287	0.149039152679425	0.151093076486878	0.826832709641125	-0.0394924274629855	0.235508065549782	0.828245713004277	0.390469352505244	0.136030842104852	0.546493859087857	0.181921285255834	0.155996340104646	0.14040242809524	0.265061447710747	0.566239665045791	-0.315697761813855	0.152552990099399	1	0.255423632385532	0.164293942553963	0.147863409334443	0.220337982462174	0.777426981671957	0.139484479558375	0.742598547056426	0.613205284011192	0.702783682387344	0.769007567028745	0.782619313531298	0.815687497253506	0.609561470381216	0.798617476282071	0.199885251860317
HLA-DPB1	0.497154968713813	0.628766680570876	0.519726675353183	0.435295755384	0.517335932738327	0.490518745332568	0.521502703221792	0.568189215974513	0.124850698685841	0.542700687952198	0.210160980606872	0.397520901780104	0.56132461626292	0.497476961752732	0.45444281282803	0.494086179786988	0.439395038490559	0.53728111066843	0.620845478697159	0.746912047591016	0.709437380666299	0.206084224957599	0.484496099827702	0.4225805080711	0.534735624179451	0.460219015111729	0.674091469061861	0.0338049109950205	0.516895307253014	0.589644509935393	0.332243058022385	0.0347868279197255	-0.230461091994621	0.263388622511453	0.484052214276271	-0.244697517313285	0.500570353320287	0.413356316060505	0.472583405074499	-0.182047518314685	0.407674341603606	0.255423632385532	1	0.47977577884441	-0.295636324361886	0.912905499404454	0.276804161375469	0.937503018738798	-0.0850529523440933	-0.0320753788418772	-0.0408655012177111	0.219435888975627	0.552522390059197	-0.0783946267913941	0.0903876139804718	0.218700093982069	-0.26122810203525
CLEC2D	0.933859578553713	0.867161905721479	0.970734209483512	0.942573411270557	0.936787608172167	0.960702703535403	0.959000443756331	0.969652301195722	0.631394311220511	0.97581279255537	0.839086164439633	0.964599434868257	0.907009908882305	0.918392995818814	0.916423023316465	0.928084685031924	0.938090580522831	0.91759081044375	0.811690845872183	0.877455008550107	0.807597562872426	0.342840090950163	0.919437380327353	0.788770880628419	0.707714394646782	0.957904192414779	0.858609697593197	-0.210415658168709	0.347246825141086	0.885154834833999	0.0752429789524546	0.500476599502427	-0.445899773311289	0.251893055878289	0.963583117523227	-0.382516450082213	0.952866559281893	0.840281350590271	0.623288687431981	0.0601721749660527	0.9377165904899	0.164293942553963	0.47977577884441	1	-0.474552857778052	0.706623641915475	0.130364541869541	0.295605637364014	-0.35224025362853	-0.0924727358432907	-0.268795931666141	0.362241944020194	0.630347499458008	-0.271231592052668	-0.1851871198835	0.360206243953159	-0.431007470327947
ITGB8	-0.547574092293849	-0.461799367056509	-0.518892375339816	-0.553190748738018	-0.515610726194565	-0.324197120408409	-0.542255354217811	-0.527591366862044	-0.312428488403564	-0.548521902568785	-0.41056284249447	-0.500535736316069	-0.493102426017944	-0.521641080412049	-0.567024058705274	-0.543359911373734	-0.507297033165352	-0.500507636457007	-0.46309525362688	-0.509081396629074	-0.254255810663387	0.563914581711168	-0.517478270596024	0.0736532475023169	-0.463995411261963	-0.537827871552476	-0.523504634136933	0.440636547477216	0.0573108294515349	-0.530340827553763	0.452234907568925	0.388525367873415	0.820015947273614	0.424973425441027	-0.50487859616546	0.959373334317786	-0.498939416895554	-0.190443510831882	0.0319291402961179	0.267261377199269	-0.515918721998161	0.147863409334443	-0.295636324361886	-0.474552857778052	1	-0.423924355584704	0.451862165310108	-0.190783681894563	0.588130890834785	0.790087986088953	0.713979868409787	0.321743488354227	-0.240836680136874	0.578052423239196	0.753044994760255	0.337214269290866	0.977855962693044
VSIR	0.717411367938832	0.807220880955151	0.746937464282558	0.689236894861723	0.730061167572212	0.685192909822082	0.747000454959681	0.792312083045176	0.33624467804122	0.774501064214233	0.448528275980702	0.631224240768054	0.746466270844202	0.729652168979676	0.691155544427007	0.731633439408646	0.678577585817557	0.744348126505818	0.780604406163685	0.903310054856035	0.856323681203387	0.225090098277547	0.721213111400015	0.571538304974265	0.688990564267071	0.701750016844837	0.875665305368605	-0.0467566522444312	0.574069268821626	0.787994819088155	0.278310388061942	0.1638824953287	-0.399569188414382	0.324660682550368	0.700215309900494	-0.35269603683747	0.726463520132658	0.63184853107045	0.568544266425549	-0.234904559501271	0.635773651826904	0.220337982462174	0.912905499404454	0.706623641915475	-0.423924355584704	1	0.233877489751938	0.843657050920326	-0.207236461704923	-0.0920484503896893	-0.150497327723588	0.224069567892877	0.638004332600503	-0.173514006405658	0.0104485913469179	0.257652316893033	-0.382563913424253
MCFD2	0.167426014975707	0.272851692728386	0.122078878252757	0.0765540171823879	0.171913829597248	0.245138072472366	0.14686549721515	0.126225432789028	-0.176665286293205	0.128866712491902	-0.105953768904201	0.0234854288030486	0.209730564217574	0.0620792821335915	0.0963427762688586	0.125902441033543	0.00768778760150243	0.214442201946517	0.285512369839043	0.129124206353432	0.411206547211985	0.503366588542359	0.0488691880499394	0.562533892281222	0.241827967151791	0.0849277265537736	0.104183925066531	0.786067456236222	0.0403867445923016	0.197076618205485	0.872657156221275	0.500903256092334	0.366868708410593	0.770259816209526	0.136209796630066	0.459446621471255	0.0645963254599994	0.246800459507983	0.656082499754457	-0.215077748566593	0.106530005722124	0.777426981671957	0.276804161375469	0.130364541869541	0.451862165310108	0.233877489751938	1	0.197075261230396	0.726026333319945	0.815980663581398	0.793368490943472	0.756400350994872	0.635074220974386	0.750749978133425	0.805006391444821	0.81030843566774	0.502324578677005
CD74	0.301642832299224	0.441986087526309	0.344427265172864	0.285275079548825	0.329341144720444	0.298630827081235	0.324302515576554	0.404795474616085	0.0550975013210722	0.360687614955889	0.0826035609541554	0.216815649511864	0.389101982768206	0.315665251829944	0.264571339203379	0.312966126739581	0.289264545591861	0.355506896853177	0.422177583871768	0.617627275159457	0.581821146505596	0.189969774820097	0.299587859892024	0.261283388632301	0.404924223088587	0.29178538062704	0.57991239749932	0.0153484910019613	0.618183937377152	0.402107466186097	0.305108651759321	-0.0601450254626944	-0.123039923403743	0.273120721819977	0.287426758094861	-0.15491931083494	0.345239523000821	0.259243843807591	0.343249240986917	-0.211605441811329	0.24586594727945	0.139484479558375	0.937503018738798	0.295605637364014	-0.190783681894563	0.843657050920326	0.197075261230396	1	-0.064750390294289	-0.0470160656723154	-0.000455574675971691	0.0757184753653234	0.360678130514552	-0.0768409922909004	0.142315090351557	0.119031570768008	-0.167567318763693
ATP5F1B	-0.317167253883338	-0.295603257855595	-0.344094960977143	-0.325666264280389	-0.33157472680547	-0.247088381805951	-0.342682848069986	-0.357797306588326	-0.252575727589702	-0.342705954684395	-0.353345521703446	-0.383144449280243	-0.305507697424807	-0.328381489050673	-0.305504862415731	-0.322111339205022	-0.337242457812343	-0.318683763410715	-0.284358839530352	-0.275862483831918	-0.0940492616344672	0.197684621036686	-0.342029695922888	0.09504410987659	-0.187052742574498	-0.342569825233847	-0.281948962640462	0.94694085364336	-0.123334794564023	-0.289495265551627	0.845337508372853	0.333705450825728	0.430488735305591	0.563440838871793	-0.367621032339327	0.545860450009417	-0.39159936018585	-0.112931091746068	0.191125642147998	-0.284428829140426	-0.313669745063508	0.742598547056426	-0.0850529523440933	-0.35224025362853	0.588130890834785	-0.207236461704923	0.726026333319945	-0.064750390294289	1	0.815644946911424	0.873545734256313	0.591690309338359	0.280839033878737	0.967579810553499	0.801490952145896	0.683318665762012	0.602813473262152
