""	CD93	CCR1	PLAUR	VSIR	ITGB2	CD68	C3AR1	ADRB2	CD4	HLA.DPB1	TREM2	ITGAX	LAIR1	PLXDC2	CD33	TLR4	HAVCR2	TFRC	CD81	RHBDF2	FPR1	CD74	ITGAM	TNFRSF1B	NRP1	TLR1	C5AR1	CD163	ITGAV	ITGB1	TRPM2	IL6R	CD44	LILRB2	LILRB1	LRP1	PTPRC	ABCA1	ALOX5	SIGIRR	SORL1	MERTK	TLR2	IL2RA	TMIGD3	PTGER4	SLC1A5	C1QBP	ADGRE2	ITGA5	HLA.DPA1	CD47	SCARB1	ST14	CCRL2	ENG	MRC2	AXL	CD40	TNFRSF14	ITGA4	PTPRJ	SDC2	GPR84	ADORA3	ADCY7	TNFRSF1A	ACTR2	NRP2	TNFRSF21	GPNMB	STAB1	ITGB5	SORT1	SDC3	CXCR4	SDC4	CD46	CANX	CSF3R	UNC5B	ITGA6	CD69	TRADD	ADGRE5	PLXND1	PECAM1	CSF2RA	CD63	SIRPA	TNFRSF10B	IGF2R	CD82	TSPAN14	CD72	PLXNB2	FPR3	TLR7	FLT1	PILRA	KCNQ3	NOTCH2	THBD	JMJD6	TREM1	NCSTN	CD9	RAMP1	TNFRSF12A	APLP2	LPP	RACK1	RXRA	CADM1	SMAP1	MCFD2	RPSA	LRP10	LAMP1	PTPRA	NCL	PTPRZ1
ITGB1	0.566336086393461	0.642886229540764	0.278530343751616	0.162048081249758	0.74922595715884	0.713295714566341	0.413112475747665	0.194207348004688	0.726983676084258	0.143970070627787	0.758888518682392	0.080467448593853	0.645969466805083	0.560356833194731	0.648886461737931	0.407141665903791	0.366350644822461	0.470211662285571	0.811885301549209	0.261991371765084	0.570946354221791	0.433708592134908	0.59753423614099	0.447950297953876	0.700460491371267	0.288872328455347	0.48655676206346	0.574336477364679	0.760264126068717	1	0.648950374594956	0.606084048515307	0.712241767923694	0.36596472538336	0.517593260246676	0.771399071026787	0.610519122207294	0.703822150002984	0.545967266088952	0.619830645855879	0.39730907501518	0.590543548893839	0.444198240932444	0.368330171359399	0.410892140060813	0.526989558666596	0.480185645423432	0.732399503533804	0.347621977572022	0.658321366122928	0.232816232525217	0.796139613940069	0.555660427488614	0.693635526855646	0.352683159737932	0.756232711727515	0.586727005748997	0.652753606350207	0.695033331318094	0.544108776566746	0.517316042541285	0.640072921489206	0.589181638515916	0.50970778318022	0.645556679194335	0.454564483638447	0.81141476338787	0.735663523018382	0.508283547808496	0.46936679089042	0.59845754278933	0.604370697453059	0.68129405157653	0.591035955078805	0.713464422542118	-0.161155322856729	0.578239119483695	0.701369777927629	0.764147633448986	0.183410566517213	0.635400349517314	0.699886228428419	0.307437406807265	0.770342957069502	0.602963642922853	0.464838828969466	0.329276818772506	0.0426734099255074	0.856854441592421	0.768510024188236	0.57218007044099	0.576520029895974	0.777029714382708	0.644707555693444	-0.0554186869711249	0.707009738482168	0.390657522433129	0.459932473532036	-0.02205327684792	0.452196456143806	0.443385268643204	0.438704995495835	0.514253400641614	0.137648822445087	0.206840891577312	0.696621294886225	0.651600510947521	0.607128055908316	0.626388856116923	0.845617879009135	0.740005325653335	0.675431739513979	0.690009701015199	0.431232790953571	0.644079636152598	0.79546754853046	0.740243381201439	0.813445683179906	0.754857440024053	0.61229304544635	0.804717871346471	0.311355696894093
TRPM2	0.808866824839605	0.810462047954957	0.0510704277873042	0.170047692589629	0.849829071352267	0.875171485266977	0.57428252004669	-0.0184810756680006	0.872064024971229	0.192658550901624	0.664986864135722	-0.0528575638826653	0.885121772057675	0.424586698639116	0.806014832800223	0.482050288721494	0.248680804090553	0.291627461110142	0.816448704157938	0.137884904874182	0.599271024767169	0.541950071384724	0.820726142657774	0.388014222575488	0.872924706500086	0.369310045235888	0.488171248270743	0.850199829244358	0.590296754706735	0.648950374594956	1	0.42238325810091	0.696287789319496	0.642080527104183	0.689018204744196	0.783841384792085	0.657118928844984	0.499253986029124	0.825006769894877	0.389472740946005	0.143521562290259	0.663291695717742	0.675994229730247	0.677431084711557	0.259506303754134	0.38971562178398	0.551784946133892	0.719623762264103	0.305766260074036	0.523973267704222	0.315113991002044	0.809953460247442	0.349806457232548	0.733939720628514	0.161103778555113	0.85826442626275	0.262956371289127	0.521232015695825	0.642911113758294	0.583020228412911	0.665843823683616	0.755391867805497	0.241057253519692	0.453339923893303	0.881429982778586	0.709278431280142	0.751776652809648	0.771877360793169	0.404445462170041	0.264930142860644	0.549132810089604	0.864677906722598	0.879768710195712	0.387618825639572	0.549852843700899	-0.249045075401741	0.260748376590972	0.688346569585194	0.806715348371986	0.0171213046316977	0.644131220564133	0.537920115410364	0.184399243448966	0.726228560047529	0.457648526039953	0.498123120431408	0.149177079811835	-0.101022919875308	0.709534901594622	0.721248081692448	0.388536033413849	0.60128159825741	0.522091791520022	0.545326554082669	0.101591679412359	0.755012777672869	0.651031552729106	0.263481865615655	-0.19183400059872	0.261629000042962	0.460915666753327	0.245529844792966	0.638840480035271	-0.0253228820363082	0.00717042270769701	0.657024989237118	0.281378368092035	0.203138407757759	0.202064296694345	0.783643636381179	0.515202460244711	0.531949966841866	0.709107287958213	0.27147862907755	0.696559540157822	0.638067814785353	0.669984022999079	0.685776874197508	0.835073187469845	0.288603862993948	0.694310046821404	0.0610041297767742
IL6R	0.178015084723914	0.576555835938927	0.700319379685081	0.218446774908905	0.503515881788116	0.469489544281148	0.593216783073013	0.56497595583309	0.469729051448144	-0.209355361915321	0.67973521224655	0.537395231632137	0.393649060446382	0.690244258640638	0.37807881274186	0.17236691601684	0.775213066163142	0.714803048609589	0.555952085440882	0.490361847145611	0.67986332802662	0.170250598858348	0.309367778788527	0.279775293105309	0.423328021459596	0.354610648084245	0.432174735772894	0.246325692478511	0.82090861239265	0.606084048515307	0.42238325810091	1	0.368729017975448	-0.0325890971122201	0.465344655221321	0.510237160942506	0.475280609678755	0.671164351924044	0.241640536727573	0.251888011165387	0.676549676652773	0.500114036449334	0.485980551302009	-0.0407592363269217	0.703911691977744	0.716779453434128	0.492347322680154	0.22995084341681	0.230900964363271	0.620115515718269	-0.113591041818842	0.406504213457977	0.57802330877747	0.529445643482811	0.707760308574003	0.47053198109689	0.382498646284445	0.69601079519674	0.705814151814089	0.0740845497220292	0.0625254137144363	0.523032241006512	0.265318974109672	0.743133453036436	0.325504923804105	0.214061329368264	0.411288643187906	0.338015787948608	0.810472040335133	0.00188551057096433	0.410844305142905	0.296689629197284	0.373563873659355	0.498929970366224	0.358176054535905	-0.250307161022678	0.438727046803922	0.346828710528745	0.299334840201378	0.641078686714601	0.245213951873367	0.567003362248468	0.417906886317491	0.321689606771719	0.366735603462429	0.0974618239851639	0.264354546658105	0.289207171052555	0.44546096447872	0.520981956555079	0.591026844882509	0.272477772109995	0.456972259254249	0.762666054556909	-0.347867223241154	0.424101707288726	0.0478366611500729	0.513997774397716	0.497466012143941	0.542620427609759	0.430372684170965	-0.0280725713283237	0.126828638067905	0.475623451020223	0.159575721569899	0.423867939183736	0.300722878076224	0.622024160128238	0.492997271741058	0.590378050614571	0.358987276679765	0.191829863472529	0.44714698905314	0.0307764612056237	0.167161830824942	0.331465223287502	0.229796526968409	0.512960613603374	0.433950934402412	0.294965775966334	0.316399099832971	0.102470405060508
CD44	0.877415731605186	0.671059768093694	0.091194607639347	0.0438877848823891	0.817935744471239	0.838231188511316	0.223690697929578	-0.146174786041045	0.774597401933457	0.344888028479541	0.552100516650508	-0.336371146488727	0.76773297212444	0.256635290926714	0.763760363322511	0.517322157957166	-0.041599462977148	0.109061442394859	0.770070455156471	-0.103722971230092	0.400220995046757	0.561857724475803	0.814975378734633	0.346604830210412	0.83631965186444	0.144554653691508	0.594101241495653	0.881133934564623	0.46088744388823	0.712241767923694	0.696287789319496	0.368729017975448	1	0.760554391996307	0.570352067240512	0.800995567205087	0.457676604819985	0.609589692845699	0.786537751711141	0.51353313950661	-0.0740008664877244	0.651568609180144	0.424107906307691	0.754250120075129	0.0143957041959223	0.214385990763738	0.323371867046173	0.710976956182942	0.295645509235644	0.533059994923491	0.401700072176248	0.812310602978753	0.396325314844509	0.760908269761499	0.125498349232442	0.83736096587876	0.321602772431059	0.379428421802232	0.452627329191987	0.752174294913965	0.770324715940185	0.594674418486568	0.459775709177605	0.406291234102472	0.751244198956772	0.53901261830505	0.734449408075165	0.832538243491591	0.166058542688985	0.607604634447353	0.59124772308116	0.873218504586166	0.823729836298935	0.235130788637286	0.625327519204548	-0.288583971563057	0.563764236714265	0.68916948147492	0.87996966318466	-0.242529157123244	0.630006772816086	0.416855423337351	-0.0834427203595472	0.738417289354851	0.382666538240222	0.708255655711818	0.258719091444322	-0.333892203883049	0.780685226506357	0.761088312006464	0.350319909847088	0.775702805241982	0.633872030457947	0.302253247142814	0.33094872192293	0.669807997824415	0.767736505145335	0.293343900227555	-0.360254253123198	0.331551110290973	0.340424404860917	0.540223679044755	0.899023537496465	-0.194057426022511	0.225473370715399	0.583181173813529	0.426796915407584	0.127365392423049	0.284349249192126	0.846149668459901	0.570076492590947	0.689983841039925	0.599425839020146	0.470505395967217	0.807287503977099	0.765889131575893	0.74045889341269	0.643682800254921	0.837719461174116	0.381361525967549	0.775895155509771	0.123059470360195
LILRB2	0.840997030449936	0.508875087661006	-0.285386689924344	0.0807845905430082	0.649606945563671	0.669093517638265	0.097370330793705	-0.437420906246852	0.659276190147704	0.448555928487149	0.358470593229366	-0.575458335338638	0.662931156072955	0.0511765129593933	0.693496236810387	0.550954076653453	-0.333649933666805	-0.130672459679429	0.602159813130206	-0.213113047759053	0.201341518618114	0.557208936859448	0.724002662292683	0.272202970270906	0.678408605043547	0.114133584554056	0.449823318441696	0.873747960826829	0.123897215101009	0.36596472538336	0.642080527104183	-0.0325890971122201	0.760554391996307	1	0.470057348606051	0.573212241551392	0.289667470601108	0.263886613987219	0.738625348159829	0.33784630980067	-0.342488885903374	0.582668288213117	0.285110451128264	0.849130727830113	-0.245811744699572	-0.0419424854228238	0.0634592213841617	0.530908729394663	0.278381624589947	0.176652623346345	0.501457049246311	0.57932752878443	0.143663044128001	0.568486250131109	-0.238178194718994	0.717750548433685	0.0654420876262169	0.108609674294638	0.0831680381758174	0.661903696522295	0.763769630295783	0.45179903163987	0.140363624500026	0.105706609888489	0.731226394440169	0.54555035852977	0.570995277706748	0.699936071509925	-0.21407806408987	0.511993870241836	0.387490076620481	0.836530756250301	0.708122834261176	-0.0159538343556539	0.371160033179743	-0.210050288751913	0.210179351914038	0.522683282572866	0.71176465329757	-0.481481568173426	0.615679090558336	0.157951404994221	-0.271763552057718	0.560713792564957	0.166828974098731	0.74045175629642	0.120594419228808	-0.43744209750792	0.498069512166311	0.551833928384594	-0.0338383566880656	0.626934784723338	0.272805732382042	0.0364642704685569	0.502821650131584	0.536267018816021	0.830225433981511	0.134338810520013	-0.643503670593903	0.0643454610036769	0.248782330789846	0.432775169619593	0.818387325509979	-0.372836800949936	0.0509887568982874	0.440444365160558	0.123987029040705	-0.223533040544846	-0.105556860364098	0.59072987081662	0.295615387944358	0.54995219150997	0.386866446580763	0.435391672851864	0.652398102280888	0.477159007057543	0.59575652613478	0.357721225913304	0.678074219248659	0.100181152904106	0.543265635422731	-0.0585672385249359
LILRB1	0.603526737337297	0.678498032120039	0.302224330236386	0.439360017031477	0.730598680248403	0.647506386381558	0.539273693118415	0.0821893693650395	0.774754243647365	0.294443516892943	0.623664654959383	0.0495930070329484	0.729631656988283	0.517654947007964	0.718432724154875	0.515106037557243	0.370719926966865	0.364060721567278	0.671204482257546	0.288854767922703	0.706085762377412	0.627462983416322	0.608438018429731	0.494721884357381	0.635951584235514	0.507184339717218	0.546476586437272	0.628996870848768	0.614387243586749	0.517593260246676	0.689018204744196	0.465344655221321	0.570352067240512	0.470057348606051	1	0.560349013399199	0.683971578569952	0.369070723402558	0.638956093558892	0.406423094052948	0.27690465008819	0.555407913596065	0.538160501160714	0.490918709279162	0.22410604058843	0.572951489196064	0.54311409178919	0.491301810017013	0.397948748738206	0.319251953387694	0.407926089790131	0.581855844775636	0.379255669239194	0.553122607534279	0.264641146016809	0.658377401197917	0.248837769310326	0.532387314640433	0.622991474007484	0.505359788062287	0.614788192067053	0.630748131512707	0.0405830253349611	0.565645169996604	0.693655113911241	0.611585367224727	0.549073649541984	0.670030457640665	0.40426627158517	0.179745350555033	0.254245013647874	0.649224570909782	0.698245062079196	0.214984289748044	0.375562465113269	-0.110195856870539	0.181763514998255	0.514705261937128	0.581201571572704	0.13766556171769	0.629266408377361	0.542592524414984	0.331470350394861	0.487758083250932	0.211217305879249	0.447328432269934	0.293942217233277	0.0447226993866936	0.487817254206339	0.491243823612792	0.413656817888571	0.36765212400155	0.302679021681924	0.51939553894654	0.027789546884701	0.495511887003866	0.447987118842957	0.522487199435991	0.0367432608157082	0.321098263114945	0.526119478592442	0.244804680842709	0.445625632884497	0.26499762010274	-0.0580043771334441	0.494951714545834	0.110403096659185	0.0495045502820126	0.0903285744112608	0.622751949949127	0.368532101463137	0.554849752138832	0.401665976734874	0.309188522329898	0.492106746624425	0.431823806213764	0.606534543174854	0.651546803734646	0.57316078162648	0.208381938235419	0.556274863161218	-0.051817978550159
LRP1	0.765240106155039	0.7405696456505	0.138914298931344	0.0411609424465445	0.77568627185361	0.838576986844189	0.446624925559828	0.0249389424441556	0.791221861037121	0.140936424167403	0.638640620685903	-0.0816136539540824	0.777402854144963	0.388781245148396	0.748065414152412	0.453473849763324	0.204679809201703	0.311993457557514	0.88196521501233	0.0682383406280443	0.522551726466852	0.45648562550609	0.767947825890635	0.282514756650706	0.854739351698724	0.226538411872872	0.498174454659241	0.795994530867413	0.680787366757038	0.771399071026787	0.783841384792085	0.510237160942506	0.800995567205087	0.573212241551392	0.560349013399199	1	0.520235809567289	0.733840991022046	0.700725097621256	0.446520530292214	0.18616560039553	0.653188637117816	0.546151109771221	0.610515891998195	0.268407741792166	0.338063190689714	0.460054453482942	0.769316480144526	0.268532527030619	0.65553301119992	0.243525625439003	0.845616685455354	0.518537542596001	0.718682051113549	0.244427946414766	0.840108245158191	0.600468986196625	0.554385627426275	0.595628239179073	0.598073324455906	0.591586422904225	0.727517756302444	0.519686316631954	0.438275950933497	0.799884503748879	0.558721369839689	0.867010429792689	0.764895782130218	0.463208381422755	0.583428981243074	0.62790246484485	0.815185562177903	0.848276704461003	0.618069383153397	0.850730851793552	-0.307022470553735	0.496589782159772	0.850116726956519	0.869785883842041	-0.00282682489780817	0.570557553900426	0.639021274131933	0.0626646939786866	0.775251719347488	0.564515454675705	0.504347196383594	0.283180574766563	-0.172944391034723	0.917236328025198	0.837172797368271	0.437361977233133	0.732690455736423	0.692298673958084	0.515979511340869	0.114563163690672	0.811134311501832	0.612102197802809	0.329424268599576	-0.159487217482393	0.343084127836041	0.428792757682755	0.402013732225057	0.665470306415672	-0.0158271107084244	0.144400752544317	0.798867686931624	0.638810108134841	0.479024501530223	0.527725482733359	0.905932879363604	0.777669813742119	0.562299698720889	0.781412805255587	0.486434569826092	0.800360436767969	0.816847401981272	0.654119743826475	0.774813549860473	0.89660367067695	0.656129747854978	0.797529283809917	0.478731642742318
PTPRC	0.496601455382675	0.527380860485508	0.286060107757114	0.581895895674995	0.693730857905278	0.528637344260263	0.524757453679907	0.0732988524803676	0.734083087735134	0.357855238400686	0.619945456643376	0.124730833220975	0.710797387400355	0.668721904140103	0.666005574792387	0.465270810455288	0.436098098897958	0.570305577678752	0.6679154588494	0.489896068958028	0.708991271318495	0.664945909539752	0.482143414240945	0.707384344423373	0.52319662138679	0.500137306739547	0.531167457793139	0.490663539755687	0.61936092210066	0.610519122207294	0.657118928844984	0.475280609678755	0.457676604819985	0.289667470601108	0.683971578569952	0.520235809567289	1	0.365444514780606	0.562781563131309	0.455487114929084	0.465722052994566	0.461201864627375	0.618514083913962	0.440346463203999	0.239287074530823	0.629347172571845	0.556312367311956	0.640435875216566	0.53205030376495	0.448199814706303	0.459087471779848	0.662328271348055	0.369155155497886	0.462075374702754	0.202354715478866	0.572096774709757	0.410345236569296	0.665143760521258	0.694166243752922	0.538377393664209	0.601104357929929	0.548919874352575	0.106101007541417	0.52154016557565	0.615602192484031	0.579376305060506	0.599136720306967	0.683638125423071	0.440968394945143	0.197739364776493	0.158599339566933	0.501639002535845	0.607608023365369	0.408349726687797	0.459737223024747	0.264328647440248	0.0819319200304365	0.650589250320364	0.554722735501407	0.314938393829942	0.647804626245986	0.658709673422287	0.664915292793176	0.592687879743724	0.479480735994731	0.33377585562103	0.301201158045885	0.391461694899976	0.489013833086079	0.489596035583876	0.522109932686711	0.268212998463367	0.357630282923702	0.696011584522667	0.0476605382371923	0.589068714048192	0.228811570968616	0.530936433644652	0.00661423979359311	0.360105670827598	0.693526671612342	0.33002817757851	0.326620274226493	0.379258936072771	-0.133009637643951	0.52249026087366	0.299665441357034	0.252995734938466	0.243761991684234	0.54131516580973	0.546274666638692	0.647555092239216	0.465920744983137	0.400866931428364	0.528265724918795	0.531364927563586	0.724269718099248	0.739362224089358	0.490214968105626	0.395852654009384	0.686575173997415	0.102982724479136
ABCA1	0.39216300355729	0.542372522767978	0.585192083509557	0.0976177394154802	0.571024864753023	0.635294520225261	0.453247796311654	0.35302172188173	0.554685126072428	0.0917536599604824	0.692641193178566	0.212734161125651	0.483687233165819	0.601667122910593	0.461487717330162	0.376720964222803	0.451625216357299	0.503171186498666	0.676316623922236	0.252469116869104	0.544285808640247	0.369256078586634	0.394738759967405	0.251060775981246	0.575738819718361	0.0890780001852574	0.569626898855678	0.473521814840692	0.710249430357966	0.703822150002984	0.499253986029124	0.671164351924044	0.609589692845699	0.263886613987219	0.369070723402558	0.733840991022046	0.365444514780606	1	0.339033910139485	0.463347452462093	0.462803019039966	0.675013761171869	0.429976899093636	0.274655016639523	0.517250407740322	0.514144475842643	0.451659769339577	0.3863793141132	0.33247257017074	0.652686743866457	0.167693174506517	0.55332894763995	0.680895499269006	0.564742318418231	0.582793020070737	0.546019893030509	0.448391357072732	0.642482435363617	0.63039837736635	0.37399285117932	0.180459141224011	0.555071502131892	0.448153068307406	0.571515041538708	0.510846505231938	0.363687932312503	0.555759463229931	0.387623676904201	0.634047128692627	0.318271464753014	0.655660935877412	0.498612985609837	0.511876856492354	0.582415900394072	0.564732709571474	-0.294555785374777	0.715275973593186	0.541905004122376	0.503146625422293	0.381336214512301	0.349606873763841	0.527902024509581	0.0855685477877773	0.572773265676414	0.302304352202775	0.328346977784755	0.524531678954332	0.152897724524395	0.685735813670163	0.757828258701775	0.535434551689543	0.455549592885458	0.57116363734636	0.523579778408822	0.049049956681396	0.554262803753626	0.25489453794222	0.433344184508558	0.168515679434175	0.709293462710579	0.290996296849835	0.267148105285831	0.422989470033014	0.151101751087348	0.155001455160777	0.572801559008993	0.525248726852761	0.595359015777097	0.521245334781894	0.716694521702287	0.493776774720194	0.397152678713923	0.579255658749017	0.301294491443197	0.458364423100715	0.504627670972722	0.342834445866968	0.576247579999885	0.63375400129409	0.413071431136352	0.469141036648141	0.257412987017349
ALOX5	0.878440833280915	0.716121196523495	-0.101148885472354	0.0855273789658676	0.824280612030091	0.825984771899612	0.439324325390476	-0.152507328348445	0.785701762167011	0.26643953410632	0.467974724060685	-0.277281476700931	0.85005089544665	0.166536123163514	0.796731499220885	0.467656376218143	0.000249767752219247	0.0275375960179118	0.687117382039339	-0.0755794357567794	0.433814371273469	0.524016342569617	0.86162297637664	0.323247160793593	0.849932515997758	0.305602185661034	0.435501347816472	0.884193648127278	0.354160003805467	0.545967266088952	0.825006769894877	0.241640536727573	0.786537751711141	0.738625348159829	0.638956093558892	0.700725097621256	0.562781563131309	0.339033910139485	1	0.442832812174049	-0.14034822180059	0.590649248831904	0.574851201508764	0.766839718553318	0.0175891966997199	0.182741886696528	0.377890287542708	0.720886751290721	0.17380822549701	0.455733073917932	0.361860617879015	0.806704887707723	0.244979919016244	0.729287236031733	0.00208975917903414	0.809179258820177	0.148778856777054	0.30735254401052	0.467214072763022	0.642132082675936	0.769924683249913	0.627585130016604	0.262699424663347	0.332665739474063	0.823177874436844	0.667815062894332	0.683042219304577	0.816091948075973	0.160892942050287	0.394814845705302	0.487856754759406	0.876407944890925	0.858408102833299	0.169803819911779	0.477713082171468	-0.177843702280133	0.264099991296535	0.640056394333184	0.823575805652797	-0.251644155911215	0.593912727622908	0.330328408967204	0.0242361157322261	0.693020477671668	0.416630409226324	0.610127359724801	0.0674891198796906	-0.318535236517082	0.665388900738367	0.604251495792564	0.268747961718159	0.689251770890385	0.507436725083684	0.338903324813626	0.251984178825158	0.695787452687359	0.786822474724492	0.148156993985233	-0.347246076664818	0.12366594534704	0.344817488900818	0.319278961703553	0.779435690524828	-0.125684015537247	0.108990847568642	0.59534519458789	0.172352329255005	-0.0261134263879841	0.0928895232962344	0.737085189630099	0.495447980588	0.563442773539505	0.627603316837268	0.282431952545366	0.750627253759241	0.655762389214547	0.704844722268665	0.59751040810085	0.805644771890495	0.212013859703593	0.732863793100617	-0.0118153009941414
SIGIRR	0.426725075553793	0.282382748070919	0.204966886342131	0.353752618582992	0.560574107711432	0.429597161283451	0.213831338479062	0.0308261391002437	0.575755976905457	0.432331183326132	0.482577991552914	-0.188946712283916	0.418390078216106	0.374006235141508	0.538494392521545	0.51401522870419	0.103550053415113	0.162388397398009	0.540280420870102	0.11125875902645	0.347521303394446	0.555020669510596	0.340586353354414	0.46180997413651	0.412529159114105	0.158402233046354	0.465484823398519	0.410379103559865	0.411950710920471	0.619830645855879	0.389472740946005	0.251888011165387	0.51353313950661	0.33784630980067	0.406423094052948	0.446520530292214	0.455487114929084	0.463347452462093	0.442832812174049	1	0.156318794484067	0.448893872313473	0.207790536244562	0.344801301970027	0.10640905168932	0.391027076640056	0.204055557497661	0.457647786771265	0.308095101204062	0.294475981073988	0.486636383244987	0.488983892069594	0.466612702697788	0.410843930661281	0.19938742118834	0.450946828897832	0.27537698224692	0.426468239871337	0.402888824241145	0.58793364528757	0.489993828617081	0.308817183038872	0.295181330491935	0.181291731507762	0.432552126326385	0.525181188403082	0.469835906759592	0.542008420891332	0.202486695329444	0.419146240397215	0.302773902285503	0.412704101019228	0.415077796247799	0.259159721285265	0.420130961425784	0.0672414808364121	0.354036562526448	0.403372408058993	0.503515960066123	0.0323690362624872	0.574504773051894	0.498876800093648	0.243738004047435	0.509779747664516	0.203527518254932	0.597939973467361	0.483588437387953	0.08176252289406	0.513324666901473	0.505087508789459	0.380543076497002	0.379972662230557	0.448585442980531	0.348519835191961	0.269401795327625	0.446801461894236	0.336190519829684	0.416157778414805	-0.0973104986644491	0.386380162173951	0.300427200034231	0.403551623640957	0.419741154845806	-0.0856143225213427	0.00696306109824592	0.416361109997828	0.376444880392639	0.177979983519355	0.202788572142632	0.49719316125819	0.484976280002755	0.710347525770571	0.426872423144755	0.48380004063629	0.496789875982343	0.488156623351706	0.650230258561562	0.604622324917586	0.465269867639914	0.338219320933286	0.529726243447827	0.0996580543481682
SORL1	-0.187514143494149	0.198824181511008	0.661894703875701	0.512783070561262	0.203721115752825	0.0664016439370894	0.523043037636144	0.549910117256185	0.218024040195659	-0.0882624641798711	0.602376514684674	0.647344935551129	0.152362988784522	0.821810526554194	0.0839450574277173	0.141839475070669	0.768301819538503	0.85226607599776	0.342753711396542	0.793459046062359	0.624201314476768	0.17261962542952	-0.104253432156137	0.418419600505793	-0.00969676629311966	0.396865226703174	0.371621934853846	-0.134350489019892	0.673091587075132	0.39730907501518	0.143521562290259	0.676549676652773	-0.0740008664877244	-0.342488885903374	0.27690465008819	0.18616560039553	0.465722052994566	0.462803019039966	-0.14034822180059	0.156318794484067	1	0.284038159277298	0.372179494668671	-0.310628112516328	0.630175838366664	0.710562124633068	0.406794595559641	-0.017591349148171	0.433914497456193	0.368601246679777	-0.0177416917305936	0.0747149514717092	0.39331028249298	0.144954973427005	0.558723937056183	0.115094627352945	0.381329721170507	0.684159782948274	0.55999208314974	-0.0782956919298807	-0.184251766069355	0.311507939772373	-0.015538001120786	0.504686008822242	0.0816060364249248	0.116490622895516	0.204196356461462	0.036531984905677	0.677127221900825	-0.151677228554379	0.0907823519589057	-0.0906613437895844	0.0392371699101457	0.573385389507385	0.215229748876019	0.108078859236057	0.139846841767708	0.192311356852241	-0.0484141503679056	0.821106399647465	0.18716290964962	0.577314781057554	0.59072226345862	0.0497513967465186	0.221000771636666	-0.121866791061935	0.368027980793858	0.733936913777909	0.140780813515693	0.274054631147302	0.495489192844325	-0.190242975055706	0.168593617066415	0.687237138298374	-0.335462024580101	0.208467999970467	-0.388737067852858	0.605257120725284	0.520571073138932	0.576711312102011	0.471547328558065	-0.0562269897412954	-0.285535409253028	0.624794850332197	-0.115763003303391	0.22178398345161	0.280785051552877	0.644332856632973	0.362445495974364	0.204955342986788	0.202874907652664	0.0795662117595194	0.20002795966774	0.0709009250713256	-0.145812677512338	0.0500322370996112	0.0222136516986496	0.374394078086359	0.0435149579477889	0.282386401255327	0.0654903855541608	0.157726006102109
MERTK	0.58680741423486	0.719017599404071	0.282347804965929	0.232338238946108	0.707671667335807	0.725737627225928	0.517544436473508	0.20048898338651	0.723303990681535	0.138544290106217	0.730860380839681	0.00128465095785778	0.63965498920062	0.571246456089154	0.652380973990153	0.474455883881452	0.313622574420355	0.415215094679974	0.735866073828811	0.263895559437365	0.602052551383363	0.468262839852104	0.58185389198712	0.311854996709582	0.675639330567722	0.33928960269351	0.64244287611607	0.71828816971848	0.585819526094387	0.590543548893839	0.663291695717742	0.500114036449334	0.651568609180144	0.582668288213117	0.555407913596065	0.653188637117816	0.461201864627375	0.675013761171869	0.590649248831904	0.448893872313473	0.284038159277298	1	0.482150039512742	0.467346145980508	0.446201807717377	0.478467492720672	0.326665941629259	0.357413250529728	0.32905925032638	0.476241708927957	0.247694914890188	0.546588663809221	0.60437543820895	0.661139953852228	0.359843753173761	0.757721371247706	0.171297679142103	0.509580396263785	0.506226986136627	0.423315956018299	0.426522019445652	0.714757968874851	0.175923582745809	0.483626932325489	0.711515547202741	0.547986666982035	0.581319670321511	0.590704762962889	0.39481340565245	0.290803960383408	0.636804365850277	0.724723834391596	0.677155958074403	0.336696155399153	0.423451846906941	-0.282036308616221	0.485754919023502	0.501887002726866	0.576530683454428	0.198502001635906	0.514164951022646	0.398562254604491	0.0545303159186339	0.53902633598673	0.235984039427285	0.614307725006027	0.385194265818045	-0.00910633327055047	0.561130272747557	0.767138197765657	0.343174816470321	0.469729218063046	0.386819923051888	0.543306031543065	0.0878762305937296	0.591827176243479	0.555019397114388	0.513593685957562	-0.139963546844336	0.556496040503675	0.306440923743162	0.242412464029224	0.543091496241788	0.0847540580402138	-0.0083917804382289	0.571965239027813	0.180955353113494	0.297361142672707	0.114517661489474	0.738631625588796	0.316979527154679	0.41614624688619	0.573361292782415	0.244097613013622	0.443481583056805	0.429188625263607	0.425079882338046	0.52463806458658	0.738394921439722	0.169881209786952	0.435038408087028	-0.065595087328944
