""	CD93	CCR1	PLAUR	VSIR	ITGB2	CD68	C3AR1	ADRB2	CD4	HLA.DPB1	TREM2	ITGAX	LAIR1	PLXDC2	CD33	TLR4	HAVCR2	TFRC	CD81	RHBDF2	FPR1	CD74	ITGAM	TNFRSF1B	NRP1	TLR1	C5AR1	CD163	ITGAV	ITGB1	TRPM2	IL6R	CD44	LILRB2	LILRB1	LRP1	PTPRC	ABCA1	ALOX5	SIGIRR	SORL1	MERTK	TLR2	IL2RA	TMIGD3	PTGER4	SLC1A5	C1QBP	ADGRE2	ITGA5	HLA.DPA1	CD47	SCARB1	ST14	CCRL2	ENG	MRC2	AXL	CD40	TNFRSF14	ITGA4	PTPRJ	SDC2	GPR84	ADORA3	ADCY7	TNFRSF1A	ACTR2	NRP2	TNFRSF21	GPNMB	STAB1	ITGB5	SORT1	SDC3	CXCR4	SDC4	CD46	CANX	CSF3R	UNC5B	ITGA6	CD69	TRADD	ADGRE5	PLXND1	PECAM1	CSF2RA	CD63	SIRPA	TNFRSF10B	IGF2R	CD82	TSPAN14	CD72	PLXNB2	FPR3	TLR7	FLT1	PILRA	KCNQ3	NOTCH2	THBD	JMJD6	TREM1	NCSTN	CD9	RAMP1	TNFRSF12A	APLP2	LPP	RACK1	RXRA	CADM1	SMAP1	MCFD2	RPSA	LRP10	LAMP1	PTPRA	NCL	PTPRZ1
CD93	1	0.66047777725607	-0.160582400322182	0.0932820898311579	0.817785303115031	0.815903885150613	0.278149760748065	-0.355090344611182	0.831181307496857	0.39610547289324	0.469681894149243	-0.461999232673841	0.881940229883814	0.171966771537112	0.802747408653092	0.528854889114592	-0.161159821215921	0.0156221148891823	0.770890644701073	-0.105376861573657	0.379988802330864	0.606961799781044	0.875731128239578	0.373707875203825	0.851115178452538	0.217613704821275	0.547678534758185	0.955097738000843	0.344289293443385	0.566336086393461	0.808866824839605	0.178015084723914	0.877415731605186	0.840997030449936	0.603526737337297	0.765240106155039	0.496601455382675	0.39216300355729	0.878440833280915	0.426725075553793	-0.187514143494149	0.58680741423486	0.51468277822832	0.889654488139677	-0.135694256619888	0.114745137929161	0.338222304203602	0.755765317824632	0.334330562324983	0.421133715696105	0.462747740539432	0.813612121778345	0.201551472096456	0.719310808229686	-0.118494858598421	0.869113968824938	0.241484031329644	0.283005004181203	0.377751691437487	0.784330223478988	0.852706996544223	0.606566966643286	0.267585109246449	0.228631998300776	0.83818781918217	0.647621379175955	0.74138602573897	0.872113874485039	0.0385706603345842	0.580838196132608	0.429837245587698	0.937883514967118	0.90322805179366	0.194411138369369	0.58352695121935	-0.231993733616099	0.26137300860326	0.715198209589937	0.892833831854546	-0.38761344526392	0.652560319454642	0.393499484087655	-0.0599582246874848	0.709035578401816	0.390456092292221	0.713794317372432	0.160328280160133	-0.366930325603168	0.697814707175529	0.652697709966123	0.195651306703208	0.736047493377911	0.481056845011385	0.255860124540107	0.419929564191438	0.73222579930478	0.820727128171945	0.190441255547886	-0.521162563089665	0.0847799781826846	0.357625379234484	0.459128955077794	0.888505081885365	-0.298804150731629	0.0704981450077571	0.556076846528549	0.299116147941454	-0.0640389803313592	0.0875470382987029	0.749187833477198	0.530521771523951	0.660144785744621	0.589392357665735	0.444245099628181	0.817423169921879	0.733349439590397	0.751801280514632	0.612700096603497	0.809957800829606	0.32072152514294	0.749167442306073	0.0798572098764962
CCR1	0.66047777725607	1	0.179329165197046	-0.00479548622888103	0.811520377019853	0.873112961127513	0.646401839880457	0.26667370276301	0.746416156234053	-0.168208351101533	0.628011194332127	0.169132597881734	0.752699392332368	0.365540921214133	0.696550419593628	0.277779865202865	0.402430375624505	0.332107205307693	0.734391558003735	0.111367141203436	0.6325846662315	0.259248458028823	0.806491811267629	0.11663582878378	0.874401990717576	0.42217004900381	0.398780101662777	0.751531116915945	0.641233206008188	0.642886229540764	0.810462047954957	0.576555835938927	0.671059768093694	0.508875087661006	0.678498032120039	0.7405696456505	0.527380860485508	0.542372522767978	0.716121196523495	0.282382748070919	0.198824181511008	0.719017599404071	0.653251103427229	0.424135518392406	0.503534090294349	0.451315234995469	0.493023892927187	0.561360871545812	0.0914689355734983	0.545102203086055	-0.0313101830488643	0.741476742878194	0.456067675867072	0.802003512286131	0.381255638910954	0.833074718790219	0.249005810648549	0.463404160656449	0.6768682421298	0.31830289941224	0.476731538116693	0.80661873866493	0.349501057298607	0.621184793345618	0.748258406580916	0.442075606207604	0.675435175288746	0.696039857223215	0.562652792279403	0.187713025010878	0.660672948392596	0.781842096422576	0.831786248939921	0.388994398889981	0.521418283461975	-0.452212426823778	0.426103664757996	0.567108416455104	0.733441342925477	0.0992628378214098	0.47525356765943	0.436989585140419	0.120710121803356	0.611358577849679	0.475279457498719	0.39936746444107	0.0612879080765286	-0.248095496318452	0.708983489908708	0.715273296064934	0.46656640860035	0.613549967341928	0.612369507460449	0.578937608759541	-0.212751464228006	0.58912719107138	0.66823230576629	0.329964013395647	0.0290207364740712	0.287444888530046	0.267278199643238	0.15281371145954	0.555961877283135	0.143332593556565	0.192080056161827	0.629087951458531	0.202479491129004	0.341056854089207	0.297275518122768	0.842508478569505	0.409177661041975	0.285610029427289	0.638080699782243	0.0185231807107092	0.546223546032187	0.615108119209239	0.474645618173044	0.611245976448503	0.860454363594241	0.24826061223924	0.585856749635862	0.0352125252739942
PLAUR	-0.160582400322182	0.179329165197046	1	0.278932974366982	0.161988135797792	0.105636523692314	0.389542826094532	0.602716722798177	0.14580183255836	-0.0127005181834825	0.463520983166498	0.568703213507567	0.0559756011280133	0.650883487714681	0.03805332653595	0.117650704602319	0.718938498681403	0.620092305554468	0.188981144320943	0.439911867365465	0.573654615769783	0.205506196035734	-0.129142847324035	0.257672362522029	0.0135676197702814	0.154587391432309	0.442282013642807	-0.105821887755959	0.593097519949385	0.278530343751616	0.0510704277873042	0.700319379685081	0.091194607639347	-0.285386689924344	0.302224330236386	0.138914298931344	0.286060107757114	0.585192083509557	-0.101148885472354	0.204966886342131	0.661894703875701	0.282347804965929	0.223953429674972	-0.254404968468332	0.606165394450076	0.711726152236454	0.326256159169608	-0.13996223875793	0.291667816633388	0.409163457085801	0.0235685036027046	0.0266277287986067	0.481693579765458	0.167872005524729	0.835111090267833	0.0224218607096379	0.160404631170328	0.539885852893676	0.573974161424683	-0.0717207539880003	-0.238431481509519	0.161672026066751	0.0389571716065801	0.695200929985886	-0.044848549827149	0.039609926155758	-0.0362416448686735	-0.0858853865685065	0.700838036307682	-0.218676266326074	0.129917563937532	-0.0847781354047426	-0.0274651214130904	0.269496052153944	0.0352501112204357	-0.0947928055930279	0.401379506300463	-0.00626919650156563	-0.125199201234236	0.768628722100325	-0.00147684087501353	0.349044812090614	0.390240241857349	0.0471106356970183	-0.0462128438808581	-0.0712868359308301	0.46151641763932	0.525729958320227	0.0895632100159667	0.23180049604897	0.458778055939181	-0.106680554461134	0.1145672864212	0.507737536908612	-0.187466317715288	-0.00111979292131236	-0.297815757764548	0.53438510363213	0.687394893170403	0.668541820521334	0.261068362905003	-0.121679492890127	-0.109783946017996	0.485099989753158	0.0119869337456556	0.0741666550088491	0.0872721254815865	0.406529215864652	0.256128714676021	0.226334856702707	0.0266118981901658	0.0908978716526537	0.112713402877932	-0.0498098475770379	-0.129246082462834	-0.0465234211313065	-0.0483563705899331	0.238639566720594	0.0112220751278773	0.0232462956783315	-0.0330567359634772	-0.0705333003192872
VSIR	0.0932820898311579	-0.00479548622888103	0.278932974366982	1	0.290300419739114	-0.00540509383680285	0.270175534390005	-0.0611739082065587	0.355855923974502	0.570045020306282	0.443331973376755	-0.0593498107931774	0.316068074968735	0.67481758270964	0.285869865840029	0.524891922285041	0.303717032926178	0.523346404812988	0.328269342594933	0.635099356592518	0.513951213725632	0.674741584835887	-0.0428090437233498	0.760626076926133	-0.0563790629701947	0.456081460863709	0.474653953726518	0.0770107722838677	0.320850733282588	0.162048081249758	0.170047692589629	0.218446774908905	0.0438877848823891	0.0807845905430082	0.439360017031477	0.0411609424465445	0.581895895674995	0.0976177394154802	0.0855273789658676	0.353752618582992	0.512783070561262	0.232338238946108	0.255197690776971	0.167595691147525	-0.0265850928836305	0.499720197490278	0.22383768704368	0.0837223744093246	0.69923724180216	-0.0940180870340625	0.606760983342096	0.0502290255391499	0.272493401603702	0.0495338579063134	0.000599528782164593	0.125043600337818	0.191819497360996	0.537013322600217	0.238342297850161	0.354356579058128	0.320045241153153	0.0782963389496171	-0.36221935795002	0.187307040383975	0.216096920969614	0.324982879602467	0.18812752277358	0.27345942282708	0.0505950962881384	0.0504007589614	-0.302962801590756	0.0889922431743163	0.0875963210788452	0.136068175389918	0.0432352228817264	0.511700718059817	-0.242329177616964	0.203742759976928	0.0310274353467443	0.341032411601735	0.495758027829907	0.434523819447524	0.559816949956528	0.00995478274573565	-0.0700550160699501	0.286546828442186	0.392512066093786	0.620341228011888	-0.0459874295400955	0.103405690987028	0.221400917599523	-0.178556561947973	-0.205884052523853	0.408472751119347	0.228196416575733	0.197936848280109	-0.147681338333485	0.613794930772251	-0.0569554632499613	0.397284897905883	0.610114361468328	0.248776785186078	-0.0319742298515302	0.414399398121638	-0.382409909215418	0.104215069950891	0.0481152282702111	-0.0487794869268411	-0.115976301634651	0.0340097036316988	0.133591078060817	0.484804151772883	-0.0536892111542325	0.468930564851148	0.0321442352590771	0.0147188141425209	0.353807884855497	0.339093524435453	-0.0541829916058687	0.125349489499091	0.151063400919934	-0.0528704123833071
ITGB2	0.817785303115031	0.811520377019853	0.161988135797792	0.290300419739114	1	0.892527235669584	0.588842191361618	0.0636172850442864	0.86528155382495	0.252844645674104	0.740993078649575	-0.118708642930536	0.901377146309506	0.487851252011803	0.828661349770199	0.548113297961581	0.286211068141752	0.305676270571773	0.840776599168103	0.159714491490087	0.678292809420911	0.605962377192609	0.849028371930692	0.448943252306791	0.870401009109905	0.426810130767985	0.570494359086794	0.84660411925988	0.598883946991208	0.74922595715884	0.849829071352267	0.503515881788116	0.817935744471239	0.649606945563671	0.730598680248403	0.77568627185361	0.693730857905278	0.571024864753023	0.824280612030091	0.560574107711432	0.203721115752825	0.707671667335807	0.672669405555538	0.65204492662538	0.277269157694121	0.456260684133186	0.519118082348299	0.72157388671966	0.355391746536086	0.532166771701964	0.378963684336153	0.859302355909281	0.446066722947152	0.847262897230349	0.25039533702157	0.871254006400036	0.302241213473263	0.608491397149528	0.667781754168044	0.656274410436111	0.708453936198205	0.717626610031404	0.323078008364747	0.509242039590391	0.838506275993659	0.636268120317184	0.753920730565179	0.850029915285821	0.385803109777633	0.36665114483586	0.561053659338401	0.8524963084031	0.868979928926364	0.370936195795872	0.578873594128182	-0.176104524771099	0.406958317834765	0.678856580757453	0.832018047549332	-0.00133919240642473	0.70263216412963	0.558722213605389	0.207952782660202	0.713268313902789	0.457984573666165	0.633682827526705	0.250382817599151	-0.110334639789487	0.766634511062678	0.775063186775271	0.472369479653995	0.653066736123122	0.618484232834019	0.587654380025672	0.158770526162414	0.735545408501284	0.691001582759024	0.440732596817914	-0.188357481578508	0.385986425893104	0.474595433036253	0.377886854554339	0.718529081903812	0.0556744478376863	0.14190577760473	0.646215356911246	0.33532170189175	0.22266027201236	0.263628516247804	0.854701542033961	0.53467659948082	0.639593037114735	0.654823293782763	0.330914922895397	0.7194377602696	0.719337542570222	0.753940289270734	0.719946853042188	0.856433421911786	0.332546331645709	0.758539772307694	0.0324761772044554
CD68	0.815903885150613	0.873112961127513	0.105636523692314	-0.00540509383680285	0.892527235669584	1	0.557326580833119	0.102253689033656	0.807480809640633	0.116444783723125	0.677358327912892	-0.0642088744105804	0.851150262221718	0.330730205570708	0.794942568314538	0.463474436514535	0.241569642995525	0.196547188057254	0.785818574303036	-0.00955336777266419	0.554039487699549	0.455936833359312	0.893585864108715	0.194418173909372	0.950757030140094	0.25935644648042	0.470935112251107	0.888174203541239	0.549315732809984	0.713295714566341	0.875171485266977	0.469489544281148	0.838231188511316	0.669093517638265	0.647506386381558	0.838576986844189	0.528637344260263	0.635294520225261	0.825984771899612	0.429597161283451	0.0664016439370894	0.725737627225928	0.624388628038948	0.670644841163347	0.326359304944498	0.30768813334665	0.522683088573671	0.693832036393837	0.163267295901105	0.57663161996633	0.241295520237261	0.860258325039331	0.421711428493678	0.834266672188332	0.282430880848886	0.870469458395033	0.221726877014877	0.503575737040933	0.617232941539314	0.578435496092655	0.612100639589245	0.775944108495234	0.414525636206612	0.528094619416646	0.888283897910573	0.621213021656518	0.728224437539423	0.752282713610388	0.411568088433933	0.323279124205331	0.776852175046087	0.892521527348431	0.892238296885352	0.363727322498248	0.571236347143446	-0.363048525344808	0.534399720813114	0.681362375164089	0.851860962970316	-0.0500769002350718	0.554665108989012	0.399011663171309	-0.000679151522594991	0.776687294032702	0.440066503562891	0.537420389019031	0.141716606487631	-0.262542737580424	0.816339355347571	0.83545133823925	0.439078457817752	0.730056580149447	0.667767276616146	0.472781099136895	0.105833815293151	0.707445429739498	0.765929720294316	0.227973042681173	-0.172491892701329	0.382605693924794	0.312741666100347	0.291708828825354	0.738758321797413	-0.0444196438077286	0.214333233052229	0.6627574374435	0.312907960690986	0.261178240375305	0.286960030978259	0.878746076997564	0.495344076750263	0.494366345209726	0.722248553767408	0.20289440102447	0.756802677980977	0.706571731876442	0.625196818598724	0.634953053084629	0.940550959184965	0.257490182530562	0.711505480746826	0.0335285504814909
C3AR1	0.278149760748065	0.646401839880457	0.389542826094532	0.270175534390005	0.588842191361618	0.557326580833119	1	0.536663604410769	0.498284437275057	-0.165712214074646	0.613542208888875	0.417293717437596	0.581552983580182	0.541010087802214	0.407563942760798	0.269593449790271	0.695614617752128	0.459012601087654	0.47211578816234	0.459771175107319	0.751745775137505	0.232305992620736	0.441335370032734	0.146218305218628	0.534300368496428	0.511121573159434	0.308344216130328	0.358765733552718	0.577627087640316	0.413112475747665	0.57428252004669	0.593216783073013	0.223690697929578	0.097370330793705	0.539273693118415	0.446624925559828	0.524757453679907	0.453247796311654	0.439324325390476	0.213831338479062	0.523043037636144	0.517544436473508	0.694771314441087	0.100284874970221	0.656114180060317	0.596258750241062	0.633708529666416	0.26563855689949	0.176359270116549	0.451521316600504	-0.0105944058600172	0.447763400479531	0.42963459727016	0.522082476283322	0.535464913937296	0.450267797124855	0.128193302208105	0.593313644100918	0.66916267179108	0.0820144000507341	0.072845280544399	0.602946351840707	0.0366743531801346	0.545782442644815	0.535040495458942	0.433379390514589	0.329167062649492	0.282972971751467	0.674783738745848	-0.159725740572836	0.436578842503671	0.394632337881057	0.485485844370767	0.482548330022183	0.259066607999533	-0.0730885071858058	0.209425035676316	0.344305994762746	0.311432306686815	0.480084670583467	0.198504501756965	0.36410323622588	0.370087764129202	0.365685308305511	0.257080525107228	0.0673862081718473	0.135054637471509	0.245866657112542	0.409499471833086	0.462641545400952	0.487128279021472	0.225452114386892	0.331871699442862	0.632938918749341	-0.237812020866343	0.417082325155062	0.190657299682787	0.36395090684988	0.323645036807782	0.414588691276369	0.301156889247224	-0.18022619789147	0.129468279356504	0.452013164572711	0.0373393595983148	0.411385478897538	0.0521362408653392	0.366354130206003	0.215738470210359	0.499912716961216	0.224622245487408	0.0801103228260384	0.467934546658485	-0.163869424503436	0.198057652995127	0.268095982738708	0.182363090462657	0.40925341764723	0.487475615723128	0.07711183635682	0.277671922712572	-0.0766681913237363
ADRB2	-0.355090344611182	0.26667370276301	0.602716722798177	-0.0611739082065587	0.0636172850442864	0.102253689033656	0.536663604410769	1	-0.0503826926473193	-0.519769869341275	0.307345011848823	0.695214584081262	-0.10669965174832	0.333802471401235	-0.101634331407321	-0.155245882444843	0.787934960303142	0.350243850866851	-0.015759246695721	0.26727718333943	0.414471548445183	-0.26514551757261	-0.0856327697629535	-0.214107772308105	0.0604169390405858	0.196262890450601	-0.104362837462951	-0.236516390011936	0.420309601892413	0.194207348004688	-0.0184810756680006	0.56497595583309	-0.146174786041045	-0.437420906246852	0.0821893693650395	0.0249389424441556	0.0732988524803676	0.35302172188173	-0.152507328348445	0.0308261391002437	0.549910117256185	0.20048898338651	0.191037709691515	-0.509994683167387	0.83387908851114	0.502996516620685	0.317043167820328	-0.19930080921171	-0.233652643430269	0.307501202915174	-0.416349630811373	-0.0260153210752465	0.4487741389369	0.113334587264593	0.808646563797937	-0.0418521069465314	-0.0320741027100425	0.353166945806781	0.477098108744631	-0.448089244528905	-0.4822015874247	0.222684899730029	0.157424214590535	0.500784689140707	-0.0694281648412547	-0.0918363561233697	-0.125765416124827	-0.233192499555264	0.699630670639182	-0.395161990634011	0.353360269680071	-0.193461812082175	-0.119426773407081	0.304075804119723	-0.0444188982778693	-0.135810898831405	0.397515361059843	-0.160345426923621	-0.184418094040487	0.714451069348795	-0.240800155551133	0.0702119259244154	0.30722800449901	0.0177592169422134	-0.0163792033098219	-0.330486706488424	0.0242955143276994	0.267727071144869	0.0937326302519232	0.131789405523601	0.398552042844745	-0.11056380255477	0.196774612897419	0.410124275596842	-0.596414002438075	-0.121471532270172	-0.250153644107539	0.212469924125938	0.737573159675282	0.459844386095063	-0.0705259422621325	-0.41777252014027	-0.336029884935093	0.490441870445885	0.170488433007883	0.0805325591911881	-0.0515884421324983	0.489779254444879	0.315924963155744	0.169810001164303	-0.0677681105033461	-0.299851740571181	0.169199841746477	-0.443927211800801	-0.286094724979792	-0.119346461358591	-0.269215220656065	0.0189583774212823	0.0548949095314059	-0.0667176920243308	-0.134224958895372	-0.107695995152669
CD4	0.831181307496857	0.746416156234053	0.14580183255836	0.355855923974502	0.86528155382495	0.807480809640633	0.498284437275057	-0.0503826926473193	1	0.349991121870484	0.728770738499409	-0.149116829065643	0.883308836567805	0.543111722476894	0.85842805122149	0.594157448393393	0.241618292336812	0.372472641989702	0.907999421266527	0.232687648243201	0.654933073519145	0.693644919585284	0.779057493908941	0.557607604354964	0.816206232353662	0.458240960729382	0.626684105974246	0.842484469208926	0.672848470180841	0.726983676084258	0.872064024971229	0.469729051448144	0.774597401933457	0.659276190147704	0.774754243647365	0.791221861037121	0.734083087735134	0.554685126072428	0.785701762167011	0.575755976905457	0.218024040195659	0.723303990681535	0.561224180078647	0.684497174965514	0.206084197301298	0.5195884549791	0.516656983235758	0.726436713450888	0.444818861111107	0.500862861899081	0.460910817084336	0.792634948479897	0.483102380509977	0.720529379376068	0.176667711152517	0.89720837805062	0.392765419027779	0.566300352084299	0.635677992935468	0.694342311682172	0.773987515067404	0.71795195841426	0.198517840623293	0.438838576299703	0.864102923726492	0.728188097379742	0.793253072158626	0.875228274558002	0.379830575820023	0.445125226366528	0.436592951280546	0.86648250259253	0.869589619270791	0.39844720791115	0.63422551882948	-0.184449740073702	0.273708898917879	0.738836634291118	0.827666611577414	0.0086616699943403	0.780013132229521	0.654171268336161	0.292636111772536	0.719787451105183	0.400046866025456	0.659498829434444	0.352942538840681	-0.0289083234193676	0.713314413336935	0.728412305170352	0.428756502278807	0.575012538269713	0.489916219926878	0.571014014531314	0.179709550960389	0.782389427260424	0.621226000750029	0.491222427257026	-0.215575288598293	0.324790351605545	0.571015726236061	0.363925106804571	0.660524685196253	-0.00689424593890352	-0.0911884446442044	0.673801707754307	0.350587340486943	0.189908912949712	0.205195573781309	0.809077366139016	0.583181000484449	0.72439509313829	0.635831843063615	0.483681560259167	0.710702191081812	0.699365840348856	0.80282201124483	0.786308830302963	0.794446802894971	0.405373015425677	0.744045018542393	0.10351443422583
HLA-DPB1	0.39610547289324	-0.168208351101533	-0.0127005181834825	0.570045020306282	0.252844645674104	0.116444783723125	-0.165712214074646	-0.519769869341275	0.349991121870484	1	0.261534413997901	-0.593136105013456	0.335958776475549	0.253227325473647	0.343989044193741	0.623774783725772	-0.289584277912637	-0.00549694225498658	0.300902998058084	0.0357464992397971	0.110276735197299	0.870349715406354	0.110756523386293	0.633586945675435	0.0760081451688587	-0.0464810322350881	0.474503015071478	0.334543053897404	-0.00437051613594336	0.143970070627787	0.192658550901624	-0.209355361915321	0.344888028479541	0.448555928487149	0.294443516892943	0.140936424167403	0.357855238400686	0.0917536599604824	0.26643953410632	0.432331183326132	-0.0882624641798711	0.138544290106217	-0.019015803952795	0.627200018672387	-0.526449753848389	0.0542892714703612	0.0658527224536519	0.286358166601895	0.653233978677668	-0.17500852243795	0.975353371109493	0.184119603774347	0.0601131512531436	0.027223157562629	-0.292795498760396	0.164393945774463	0.0902481498936279	0.24287583235268	-0.00407685098576288	0.715926069277646	0.586923427349002	-0.0679887047799822	-0.214432066593075	-0.0659428499406027	0.312714488341764	0.424745734278483	0.180153584106872	0.341133747865524	-0.37306185673386	0.366438458583597	-0.177201406463623	0.311142011084234	0.189169067468979	-0.134439308956309	0.0879796443745055	0.430873222110483	-0.0592623432124412	0.28271154583574	0.218504780928991	-0.221220616935696	0.516258976024056	0.192154234801609	0.103543040685713	0.262348641916204	-0.180213285015332	0.526933963767092	0.413923043008329	0.229442338718723	0.0797607215975497	0.170290046991825	-0.0257607313510648	0.077761433398566	-0.184758576360753	-0.0699976532809596	0.753728857670982	0.271824506045943	0.175486066428355	0.268795918144558	-0.501550405638835	0.263692766551451	0.395062527658588	0.494725449360265	0.358018615339267	-0.191979714015695	-0.380818088459027	0.120013128942752	0.115728465844331	-0.388905422912059	-0.213200848467809	0.0451661540675605	0.185305050146964	0.735160259859619	-0.028301595477453	0.698666040643207	0.35469863334122	0.153186102795304	0.539068645712067	0.283792564122845	0.0698287063379185	0.0747313941429496	0.322348710951281	-0.0584454848391091
