""	CD69	CD44	PTPRC	PTGER4	CD3D	ITGA4	S1PR1	CXCR4	CXCR3	IFITM1	CD3G	ITGB1	C1QBP	ITGB2	CD8A	KLRD1	CD8B	KLRK1	CD2	CD247	KLRC1	SIGIRR	CD47	CCR6	CD46	S1PR4	CD226	SORL1	KLRF1	CD27	CXCR6	CD96	DPP4	TNFRSF1B	IL2RG	TREM2	ADGRE5	KLRB1	CD68	RACK1	HLA.DPB1	TNFRSF14	SPN	TIGIT	CD74	CD81	TNFRSF1A	CD82	LPP	TSPAN14	CD6	HAVCR2	FGFR1	TNFRSF25	NCR3	TRADD	VSIR	PTGER2	SLC16A7	GPR171	TMIGD3	CAV1	PDCD1	ATP5F1B	CLEC2D	RHBDF2	PTPRA	SMAP1	CD9	STX4	CANX	CD63	RPSA	MCFD2	LAMP1	APLP2	RAMP1	NCL	PTPRZ1
CD3G	0.845857399604593	0.960097555032301	0.929421478911665	0.796469114440051	0.920070968988499	0.744402538724429	0.77285762819374	0.902572099471099	0.875545661856189	0.667582066314295	1	-0.320089703247346	-0.272612721124062	0.500580572914406	0.690163435252243	0.578947444451633	0.743446179716012	0.376386467411577	0.94998770359104	0.891919487487747	0.209387553672648	0.879411214559561	-0.463367748550211	0.881102316137517	-0.24275033038244	0.915131842579088	0.904676340665802	0.235153981116369	0.184251132146483	0.715595555316948	0.749839718025016	0.794479517799042	0.833933413618411	0.448458477934809	0.878972578110125	-0.0632900684229252	0.730280792740893	0.905907103618924	-0.123037367994569	-0.271934820268905	0.398857631364375	0.878195251944842	0.442671295635414	0.895388229000272	0.260676820841037	-0.671298877626207	-0.587427032707651	0.350743186762084	-0.463722095928111	0.609513461462474	0.849847266293978	-0.124400225443671	-0.339155767865068	0.737967813346654	0.395498062968531	0.820021459035616	0.588760143802284	0.92346761496116	0.750775940863793	0.834268612230795	-0.0345659197369365	-0.634798225160072	0.921795360376288	-0.393897803514915	0.538030386180043	0.368938130744741	-0.240339688530299	-0.406126338275951	-0.654583621815704	-0.304793030424628	-0.641803727984603	-0.611375457217684	0.463440206148077	-0.629254787250412	-0.556601231190293	-0.728436745387238	-0.612741821816186	-0.381933126361534	-0.632812870732977
ITGB1	-0.533597135037832	-0.36459726138481	-0.408117961432674	-0.557041581460503	-0.522362994686789	-0.566330567804005	-0.502987568842143	-0.391673346202397	-0.36935643121186	-0.0690841527853576	-0.320089703247346	1	0.929811251377205	-0.250614378183468	-0.233855463702281	0.155141031126005	-0.24145353625101	0.307970762521143	-0.373360253965769	0.0074545524954191	0.53563236746029	-0.138388133078838	0.919256202053765	-0.391485620264741	0.573234150078182	-0.506399147282349	-0.339793808177421	0.301875006286187	0.450058097125308	-0.620181927717566	-0.310738299526488	-0.504235866804213	-0.24194069919715	-0.323044006770325	-0.375910333865112	0.124949265793783	-0.467564188687245	-0.305695714644167	0.200131535625888	0.791244894644286	0.0870924590584662	-0.290051389182035	-0.429260991512986	-0.171859133576258	-0.0124808885959898	0.859372015982237	0.857453155281664	0.418666325871418	0.831835694328282	-0.0627357561596045	-0.378687719963657	0.339346678225414	0.723354036671256	-0.365077868053384	0.0404496298776065	-0.352964007231671	-0.138899837191507	-0.305047353534702	0.100344954936388	-0.426206846587151	0.100219958080799	0.812275025428	-0.278361365662064	0.921789163396444	-0.516109916998752	-0.171928459949493	0.808515593577478	0.910840895122682	0.787689220242657	0.857292677548545	0.801041740732301	0.912871330987156	0.318426438201354	0.827214776081285	0.886164138894269	0.796499600942739	0.829743152676935	0.940546312657179	0.79731266578488
C1QBP	-0.381153113515325	-0.286738082248226	-0.344055623676758	-0.409428454714302	-0.39885519529291	-0.397766556008874	-0.35342996563461	-0.306748508581381	-0.313672298607931	0.101135257820129	-0.272612721124062	0.929811251377205	1	-0.251674844998874	-0.21041712574273	0.11965097897863	-0.251218520628351	0.307394317554617	-0.272381102301874	0.0187243695156492	0.622203983352195	-0.0960698105176726	0.927745465256596	-0.277123350524754	0.503977315315034	-0.414943232758762	-0.265674848313663	0.122601546511101	0.454827234062528	-0.439462768270732	-0.328871793947219	-0.337947948383042	-0.17380806724299	-0.418895791670187	-0.250875321199365	-0.0379914113776991	-0.266963505739191	-0.219952969481367	0.00450027032096894	0.804380843446636	-0.0124685125085687	-0.223472411879148	-0.202788110862305	-0.112738639303706	-0.0995917590891467	0.764720256407747	0.753543179922062	0.523416582704917	0.701634145665012	0.00437274931759587	-0.283302876463265	0.190317426128326	0.574638962196496	-0.22246401517601	0.14954389338164	-0.215910554237958	-0.179146204872799	-0.206202791543774	0.13598266284874	-0.287151037705901	-0.0350130080880417	0.796315552365813	-0.250017347186118	0.958459114458546	-0.336165768706898	-0.188729830371906	0.742674747220238	0.909043707560555	0.730780892102023	0.705458579245543	0.6992585698287	0.853500002958042	0.490105761058706	0.807951368790795	0.788133483779223	0.6485225447867	0.824183591118659	0.950923251790122	0.769814362458846
ITGB2	0.533219540580736	0.639095846566279	0.734466930255113	0.514013098057814	0.521523730580772	0.674178644092939	0.567481002517195	0.67096480830917	0.325759993091407	0.573038851106824	0.500580572914406	-0.250614378183468	-0.251674844998874	1	0.383317738697282	0.518797887975501	0.45860649052611	0.366123556355419	0.635099595151706	0.563513135893876	0.234744742397891	0.746071767600732	-0.502794681733626	0.547599568337514	-0.244121078486917	0.530689753764401	0.598681324374988	0.529552190109898	0.440290212829789	0.468761575369074	0.558654309526324	0.56024816108525	0.555330795194258	0.634321623828802	0.568456951022869	0.696765510077997	0.487087704110824	0.549887126381726	0.626007484239875	-0.231755891850901	0.838273991425153	0.557551316853912	0.465935756643676	0.546628810616198	0.904792241716778	-0.300454094862304	-0.335890446920207	0.331991473371507	-0.453569424504579	0.754419467015466	0.46239489430516	0.598824978607843	-0.591578150606132	0.411757122466648	0.546737505740023	0.463046699184539	0.935369729466508	0.532189168255586	0.236402497679066	0.631245480884288	0.734369696558876	-0.600232756214827	0.614648381984264	-0.285817480481767	0.264253089086638	0.865803870840127	-0.426892973834137	-0.461655159311337	-0.562621154046106	-0.231734236581735	-0.520856275588115	-0.314058396386987	0.317910776906666	-0.341981297786513	-0.202711210431538	-0.415509960452692	-0.579304121704957	-0.401533932563946	-0.636742233336895
CD8A	0.451986221378771	0.661533334067866	0.683660405837772	0.536858543368837	0.621102582061892	0.598098834901519	0.414627353357459	0.720763435659675	0.762556891462333	0.353323473416511	0.690163435252243	-0.233855463702281	-0.21041712574273	0.383317738697282	1	0.777654944338316	0.955348113324107	0.735984502750243	0.700600216204721	0.736575098548564	0.294760726369081	0.62312923535395	-0.384494264561564	0.557183267767791	-0.351806601393705	0.653061944387768	0.413421728775107	0.475105696973252	0.263608902271964	0.419985969090313	0.728044094984703	0.599192181234814	0.244427179030783	0.310128221953897	0.4052425916527	0.0326209905310214	0.509169583765798	0.376272561199571	0.0273969653451028	-0.249988214231256	0.453119959411928	0.575676596876203	0.228271162997897	0.402810032692949	0.249151498469873	-0.454113194166667	-0.267008127381191	0.329187495161723	-0.248337932666665	0.714270556035805	0.252405666697475	0.134730432528963	-0.281203752011626	0.327570494969714	0.437341660667836	0.28709584899889	0.439590542334726	0.754989291041083	0.398114380217764	0.500825743615237	0.0925320937281991	-0.402401440870654	0.796610537626884	-0.1928173385837	0.533893645351331	0.119944790179339	-0.14508478707352	-0.264716013306078	-0.428993535044692	-0.155961995278214	-0.467248979212174	-0.407483839206104	0.0502236295774365	-0.400271707573722	-0.311019083441395	-0.476374599676102	-0.423334212283446	-0.22363374847031	-0.439774030796823
KLRD1	0.219372952249664	0.556473631628788	0.585524121869474	0.200550017028994	0.361545345807063	0.365849224520681	0.22701319770427	0.564789715510771	0.500750089749069	0.363279855393959	0.578947444451633	0.155141031126005	0.11965097897863	0.518797887975501	0.777654944338316	1	0.821695666883425	0.913797466211044	0.587603075558865	0.84101106939167	0.576975626144408	0.678713699663572	-0.0641355776947269	0.425978812594177	-0.0712327476993858	0.41207196526986	0.371082186149717	0.698416352987313	0.696685741985564	0.0788809231784233	0.637123688134782	0.32370397357433	0.296255509702228	0.163194402847125	0.300231110976766	0.34290416238018	0.206388462260581	0.366095659074964	0.31161667632869	0.0352491192126138	0.681776880868527	0.453549298721318	-0.0183369354233206	0.439120567683042	0.495977433192386	-0.0667679017998488	0.0742130411252888	0.471988978155113	0.100411446734722	0.787789751550242	0.19855109080108	0.463277431089929	-0.0391466695694201	0.102559262774447	0.373073832956836	0.164090125064881	0.589178485602903	0.626064271418425	0.331779561226927	0.361667175650138	0.422716805191026	-0.166616779119182	0.770861980668371	0.104384903664043	0.0697540925143746	0.220416194539314	0.0959712412329491	0.00706320959187823	-0.168480376131051	0.214440605142771	-0.190474178412103	-0.0472089956528571	0.20425761644081	-0.134386002570568	0.0345634575978494	-0.148074465012326	-0.168710236577363	0.087249339798363	-0.200246745701596
CD8B	0.460334946575105	0.715957491606769	0.742631617647161	0.503350381648735	0.632960620201548	0.588172038745076	0.40959391399977	0.720217610692396	0.793210727816161	0.370294826809003	0.743446179716012	-0.24145353625101	-0.251218520628351	0.45860649052611	0.955348113324107	0.821695666883425	1	0.711934738673357	0.720718601246256	0.78269303163947	0.21356983810285	0.6578032869016	-0.422086150359124	0.569945587496914	-0.411290605743826	0.702229504864647	0.482941290228099	0.50385428296947	0.33892681125885	0.383305343767089	0.841403146504474	0.564402202905515	0.353010077237414	0.429294876566475	0.448982963245122	0.144914210744948	0.444607937752478	0.446393377688065	0.119539379214141	-0.293199843838604	0.499140987251735	0.580294664214774	0.142772068928463	0.459144635318542	0.326880085104602	-0.450422120401897	-0.284659271955539	0.365506742249182	-0.29168581777069	0.687247515952471	0.327440286203323	0.210467502928565	-0.275927416471401	0.303503753926656	0.329011681255401	0.348386346392281	0.496711164954592	0.74703754662837	0.408184063193802	0.494591021795396	0.207516948630546	-0.46656046505513	0.847809048157196	-0.251869325790851	0.410922176619962	0.1887096732347	-0.222030375994398	-0.321049036453858	-0.47098582241537	-0.155466727843865	-0.513030440670929	-0.432084056629436	0.037593482628135	-0.469974916723429	-0.317730063842494	-0.496656643265882	-0.479991050107918	-0.283030013288909	-0.493200068911314
KLRK1	0.0364659713323552	0.350558190777685	0.393356580406274	0.0832264891350211	0.184493176075759	0.257320578928387	0.0702818379371489	0.393895926226849	0.366649142038401	0.24843403661654	0.376386467411577	0.307970762521143	0.307394317554617	0.366123556355419	0.735984502750243	0.913797466211044	0.711934738673357	1	0.423966053737047	0.693062710345197	0.658939545158481	0.516983183925189	0.127993911889005	0.224306410753983	-0.0330319835227891	0.23714043799908	0.130275971293421	0.63044067112595	0.682519336715255	-0.0327022453014702	0.476404655869559	0.208620546910747	0.0794200009537227	0.00382294790375054	0.111148693207631	0.269028550061437	0.138119913027562	0.141540063928682	0.262701225381237	0.169675396838371	0.561794034327095	0.269863565493033	-0.0333632850293596	0.252377177511641	0.36911200662106	0.114623418339636	0.251060204841317	0.489516999887492	0.233519622930889	0.722848350998853	-0.0270603364096092	0.472312002382016	0.0324582736093568	-0.0168292500603494	0.398862952566987	-0.0276196486817548	0.430666561974443	0.479846070081489	0.216524348298966	0.184288404954038	0.341864420572607	0.0411941791344164	0.602468782179532	0.294272082789425	0.0432971477214158	0.0922991998422898	0.251683720155239	0.217730332095183	0.0113067598437006	0.300319424386791	-0.0147246520634807	0.123005761483412	0.177771084588338	0.0931680258350269	0.190479356150465	0.0160071427617281	0.0628089562090267	0.26832083371577	0.0303428677328149
CD2	0.898726727710847	0.970004307665861	0.962688812612762	0.877758291640147	0.949518042789725	0.882466482546552	0.866394681220211	0.950736223548961	0.831447206537627	0.769770057505136	0.94998770359104	-0.373360253965769	-0.272381102301874	0.635099595151706	0.700600216204721	0.587603075558865	0.720718601246256	0.423966053737047	1	0.866867837033177	0.326888995411932	0.915570526548337	-0.510380977978243	0.91794160442941	-0.254286976576173	0.916586293486091	0.886559242194057	0.209727447354135	0.279056354184452	0.813386384312343	0.712001534783226	0.907101749601373	0.82860898427141	0.437540647402748	0.922179770608515	-0.0068386914220874	0.848772771361212	0.894398428965882	-0.0777734657767186	-0.272350688336571	0.460971121103022	0.895797801759577	0.631184759272129	0.883744256885807	0.366342789821387	-0.696500859168237	-0.626832851773538	0.353746505563328	-0.558890992639333	0.744955958654739	0.836539059829016	-0.0572656981847434	-0.515594951480179	0.795392314409668	0.562365795352372	0.822774847185213	0.670341460788004	0.945354645084104	0.679920619920199	0.916476136948573	0.0486203027031741	-0.667006858014099	0.914679497847468	-0.380598696682569	0.649127139269788	0.457995765778597	-0.34129323811809	-0.458091227706157	-0.70284594307569	-0.407506521512248	-0.703253240296549	-0.621502862574142	0.535199192483393	-0.607753776722886	-0.570440360826994	-0.782865244352687	-0.662172562246272	-0.411678736870606	-0.704763077738756
CD247	0.615108004526173	0.851724684375167	0.842873459352385	0.561964233279922	0.710108749082106	0.593416538471967	0.572274978187108	0.813593383609037	0.747768009228008	0.624030030640865	0.891919487487747	0.0074545524954191	0.0187243695156492	0.563513135893876	0.736575098548564	0.84101106939167	0.78269303163947	0.693062710345197	0.866867837033177	1	0.50189829229657	0.915961747828595	-0.199464548424729	0.756916569772092	-0.0762711613753681	0.725331503956059	0.768619410441488	0.510702579726452	0.496471255795938	0.443323200518282	0.719585771930968	0.612096621717777	0.701229062941491	0.297807097330737	0.708139939374352	0.142656140538096	0.528187644421965	0.772477678851879	0.0929902342201187	-0.0406126458754431	0.611937110756991	0.769969618532363	0.250144456656659	0.827612296810945	0.426184449562562	-0.363860360627715	-0.249906393569357	0.500830352068892	-0.145584238707473	0.774560276224266	0.65213449890347	0.173140243930249	-0.15525551464144	0.53273092180289	0.467867587309946	0.60534855711334	0.688990905589935	0.866522931991092	0.704379488458869	0.702969702008932	0.188649240823525	-0.401110665625717	0.933313169010678	-0.0935899978049717	0.305237071491904	0.360237700765611	0.0235918540737388	-0.141078887684344	-0.41343551873549	0.0057230344819446	-0.412366838587787	-0.308596654789193	0.499591577737497	-0.36071639820536	-0.237985758966919	-0.45453061800359	-0.363243045822342	-0.0901762946162054	-0.400746046775412
KLRC1	0.0691213299621338	0.203650643370998	0.191349531438272	0.108208438468201	0.105399437261973	0.172768205778828	0.1570902421644	0.227925725604733	0.129024215584146	0.469528474827842	0.209387553672648	0.53563236746029	0.622203983352195	0.234744742397891	0.294760726369081	0.576975626144408	0.21356983810285	0.658939545158481	0.326888995411932	0.50189829229657	1	0.439841409460382	0.414631718108555	0.227803367108163	0.351881855006474	0.0645200295967673	0.119721094875401	0.307246740414741	0.737926724803209	0.0335696450433906	-0.00684010858417058	0.230019701748009	0.180490194210111	-0.191994195342044	0.202156844780672	0.0868053924046002	0.235594103901519	0.173283466270642	0.0819704846457221	0.456569840616157	0.340093864715363	0.240541256102158	0.277236961671023	0.299091712487349	0.239010322590818	0.277835470224984	0.31202218169113	0.466026815575965	0.312438562624239	0.656608002166222	0.0736499220195213	0.29864759039267	0.135173337382973	0.14416707625743	0.593759682341033	0.0772952205704092	0.311517752179578	0.339038277564654	0.28304648070875	0.202042643127634	0.136719474777914	0.293942718377341	0.304434126834794	0.597056248971876	0.0726616083122011	0.133744390905109	0.34559016310393	0.439652284446227	0.205688350567354	0.375054723380224	0.193975012099589	0.399466844188642	0.587200614656407	0.333628046136836	0.368441402181839	0.161431505777024	0.272344017645379	0.571928251468257	0.203958246940473
SIGIRR	0.761781036320708	0.910767820556438	0.918499759931867	0.725242278421703	0.803104000218174	0.724886894521229	0.720597605215867	0.897307584515052	0.686873764124607	0.735392451544305	0.879411214559561	-0.138388133078838	-0.0960698105176726	0.746071767600732	0.62312923535395	0.678713699663572	0.6578032869016	0.516983183925189	0.915570526548337	0.915961747828595	0.439841409460382	1	-0.365138522217456	0.815809040753841	-0.0915553694185325	0.782977606783434	0.866577691981406	0.46994712758391	0.387663389461993	0.620237579707966	0.657618697712202	0.751505635632017	0.802860281145843	0.470240978371554	0.827869015744419	0.222021061274849	0.678636490216908	0.865707203155668	0.198922132286592	-0.0906749545275146	0.689807385025233	0.874199540807546	0.495384504205891	0.882051745857823	0.567942693784386	-0.478173776807889	-0.409456740897482	0.431041758343679	-0.344003067566298	0.807099207794422	0.762014822636142	0.188891008868162	-0.372549507348677	0.685875247749039	0.60139695104461	0.733388002126108	0.828677629280504	0.87076710607157	0.731082438106179	0.840948673759752	0.257129927073689	-0.553633637147064	0.872025662706532	-0.211128835465126	0.431693365492467	0.599231307143654	-0.153392480978649	-0.298092302364967	-0.545750195843008	-0.114730565045218	-0.529165432445739	-0.402043141097128	0.595546476326736	-0.41075691653365	-0.328901909724407	-0.570449064842979	-0.523991575252034	-0.253953260162018	-0.579904964982799
CD47	-0.579321388459587	-0.515581036187302	-0.58610674370318	-0.627831465202171	-0.600572448740367	-0.63517393624013	-0.553329070770455	-0.533613825514834	-0.480048217895225	-0.177426436498496	-0.463367748550211	0.919256202053765	0.927745465256596	-0.502794681733626	-0.384494264561564	-0.0641355776947269	-0.422086150359124	0.127993911889005	-0.510380977978243	-0.199464548424729	0.414631718108555	-0.365138522217456	1	-0.467672427377805	0.618180298610028	-0.628164630121263	-0.460863956606154	0.00849102376983572	0.288185510191084	-0.632141882293782	-0.486641119602297	-0.571696451345746	-0.361554218945045	-0.565314145113065	-0.461682772350937	-0.143274040216193	-0.500072257856524	-0.404692553022131	-0.0945283916205363	0.819988709497216	-0.205121261684808	-0.422824534630184	-0.441773317076751	-0.303341041344101	-0.293567988015106	0.831224814810247	0.824115499622581	0.284455061198698	0.83467072238597	-0.289244427045709	-0.432489021256945	0.0549913015119823	0.741958826505446	-0.376073779595181	-0.107068059478402	-0.395169952528672	-0.427818650533224	-0.415137969442439	-0.00117164605001452	-0.497404692230355	-0.160579355922227	0.919388944330533	-0.461948792174438	0.91342517309708	-0.482196504537321	-0.417196896362724	0.838482812605132	0.953566752138841	0.871244156672069	0.732922273842338	0.8603001594494	0.886154583094708	0.28375506205416	0.86759692710866	0.810766093675269	0.789498522626346	0.917982215963633	0.955332983153621	0.891106299444699
CCR6	0.92021278955079	0.911258372986469	0.854008498551018	0.841182183527526	0.921106411628589	0.85163823190807	0.907349166361805	0.910553218577929	0.732195618151874	0.715015281077223	0.881102316137517	-0.391485620264741	-0.277123350524754	0.547599568337514	0.557183267767791	0.425978812594177	0.569945587496914	0.224306410753983	0.91794160442941	0.756916569772092	0.227803367108163	0.815809040753841	-0.467672427377805	1	-0.142109872583933	0.818739519054014	0.894874388175513	0.117998337931891	0.120592058390194	0.838204634711877	0.534107003762887	0.850818148467581	0.793281628298629	0.332905494084069	0.901688786913357	-0.0785750903521112	0.842696897472716	0.88150021584472	-0.149984800316519	-0.230508878449436	0.389490456297677	0.899145407156759	0.615773410921587	0.870827810606917	0.307985172422797	-0.708312585624064	-0.658142260404195	0.300386518240556	-0.523848747518053	0.628187577787797	0.843784642289852	-0.179042693081916	-0.491630148285326	0.88033402404082	0.588301307262146	0.852250369064767	0.593860762121401	0.911876813828265	0.680871699713092	0.940674642868907	-0.0357341432638243	-0.618363031282378	0.815351145912389	-0.386093163120096	0.696267715560732	0.410371086392898	-0.271771828400934	-0.448816331913129	-0.656620900510501	-0.447006978542019	-0.663097562519265	-0.631888707889783	0.566455085589082	-0.550499494602365	-0.585839920439662	-0.774842365784607	-0.63152311211433	-0.410714584675461	-0.685775675727547
CD46	-0.275159078969809	-0.267878515359227	-0.355724735319756	-0.368025884089851	-0.320326614437464	-0.421088362427164	-0.236322726446892	-0.207351996965156	-0.395840566879467	-0.165750732712304	-0.24275033038244	0.573234150078182	0.503977315315034	-0.244121078486917	-0.351806601393705	-0.0712327476993858	-0.411290605743826	-0.0330319835227891	-0.254286976576173	-0.0762711613753681	0.351881855006474	-0.0915553694185325	0.618180298610028	-0.142109872583933	1	-0.495598114314128	-0.172748931274047	0.172587893943861	0.145378846965742	-0.351604629517619	-0.509809088924095	-0.297751927798554	-0.123291991740687	-0.401008658141945	-0.191226331570841	-0.126055685122905	-0.269611346810579	-0.0972268864699481	0.00312477971622633	0.763990143435918	0.0547256738495899	-0.0257606378823327	-0.236184594718954	-0.0201454357846465	-0.081949275957778	0.484201005641312	0.492690019404422	-0.155414933757116	0.695691219761386	-0.17840419871225	-0.106669499827764	-0.0821423760998991	0.634444721127482	0.0257105813837749	0.0999772062694881	-0.149919334049878	-0.130830082218463	-0.127090501395168	0.221668007520768	-0.120420014493052	-0.143600895164329	0.591306705700533	-0.311668423406848	0.502211736324756	-0.208705302029729	-0.197092171379433	0.737831536168215	0.624518827322409	0.628173963114181	0.605914221457118	0.74460560948317	0.543810859553543	0.357097285047603	0.667978390062068	0.478862479150453	0.581513538920153	0.477240136834318	0.583390575907697	0.460671119085362
S1PR4	0.893421644646057	0.928392733708535	0.935321388879227	0.89465575366493	0.941818349835246	0.825068313884338	0.802726895460963	0.86553122194514	0.898027220113764	0.725283108711656	0.915131842579088	-0.506399147282349	-0.414943232758762	0.530689753764401	0.653061944387768	0.41207196526986	0.702229504864647	0.23714043799908	0.916586293486091	0.725331503956059	0.0645200295967673	0.782977606783434	-0.628164630121263	0.818739519054014	-0.495598114314128	1	0.869444852509913	0.0513678103233176	0.109263275295325	0.817195404084761	0.784173480382468	0.87216960104715	0.780141058700283	0.578352835075664	0.878220500890923	-0.0621920434297089	0.818058131721384	0.8323528976519	-0.141203416533384	-0.437502103363747	0.290108830059234	0.796888791925507	0.586967422791262	0.758875483205605	0.241286784750407	-0.773710194792718	-0.720322717749551	0.356983085595964	-0.722533859463433	0.5685110306681	0.796956200363241	-0.137617092626619	-0.544326347803954	0.72858130504889	0.346034249325889	0.842822055718437	0.54729819016024	0.851637511021677	0.607718093126424	0.818365754491126	-0.0148628580469335	-0.75192336162082	0.846314626890552	-0.513826483694335	0.639685560992454	0.403262872577178	-0.520137398040657	-0.566264444078536	-0.78433967774895	-0.553516737050218	-0.792458156824053	-0.719145003961978	0.355942118877421	-0.739948894275503	-0.647836578134819	-0.84760878611128	-0.734997336302755	-0.540703225576053	-0.749274162798718
CD226	0.910700744502738	0.931975340418678	0.901129567768855	0.799649065542571	0.88727996782161	0.730586584590816	0.824729596686779	0.866414664976689	0.719307772765676	0.760381410313736	0.904676340665802	-0.339793808177421	-0.265674848313663	0.598681324374988	0.413421728775107	0.371082186149717	0.482941290228099	0.130275971293421	0.886559242194057	0.768619410441488	0.119721094875401	0.866577691981406	-0.460863956606154	0.894874388175513	-0.172748931274047	0.869444852509913	1	0.141208930940896	0.135308772456945	0.751522665521756	0.627047413534394	0.77270424445648	0.911446227277841	0.47546615173366	0.936423034777361	0.0226865430858638	0.738996233958741	0.972154631157255	-0.0586796137175898	-0.211761349408512	0.425608999633846	0.870508212161304	0.516643233323252	0.914389688563196	0.365465421483903	-0.652670792252998	-0.631041245608831	0.366009193933317	-0.531617189034284	0.52939451179806	0.931093603096013	-0.122301379568797	-0.413795246821407	0.820663176082662	0.381152929639775	0.933698910231561	0.663071128970178	0.844319702042833	0.74416592557481	0.904139726391047	0.0499504885741131	-0.657319168376199	0.800584348403348	-0.414061725199296	0.493889574694848	0.519762096487478	-0.290632378462822	-0.432761210224457	-0.65703581760914	-0.375940737232096	-0.634014436612084	-0.591876440586693	0.591542688889013	-0.583075519453367	-0.536978106740822	-0.724205406436791	-0.633238876570984	-0.420871016308829	-0.669008196746029
SORL1	-0.066365193969952	0.253792131130709	0.292978204499921	-0.0520891610775484	0.0350480278047244	0.034092316163308	-0.0602538333382651	0.319171661824043	0.155191818278907	-0.0025960542450926	0.235153981116369	0.301875006286187	0.122601546511101	0.529552190109898	0.475105696973252	0.698416352987313	0.50385428296947	0.63044067112595	0.209727447354135	0.510702579726452	0.307246740414741	0.46994712758391	0.00849102376983572	0.117998337931891	0.172587893943861	0.0513678103233176	0.141208930940896	1	0.41374760449728	-0.192946414858785	0.357219640238544	-0.00964482250915222	0.00786315719748209	0.35736083609005	-0.0112636295956779	0.675252449985673	-0.109999619282592	0.0866297314997893	0.733926527852313	0.210105330454477	0.877894128253529	0.278507322890402	-0.266633306476717	0.197559961938985	0.719341095413055	0.23844592624819	0.349677446800472	0.232914398417725	0.339603780057127	0.551036284806273	-0.0645841664263919	0.716797782139975	0.122263848952801	-0.0595191621033159	0.324509668266016	-0.0858760562303226	0.653640932751546	0.29046302616143	0.23991771762974	0.116535963796497	0.643904555415117	-0.0103405123365567	0.402180946687352	0.16887313858189	-0.110987269195002	0.439363942390609	0.291516497102992	0.130758443853407	0.0846132164025358	0.506342946686718	0.126052401178117	0.209305984687125	0.0357531934473399	0.160956204136184	0.359601927828924	0.227039578554504	-0.0109132388510937	0.13117495282355	-0.0548625141307648
KLRF1	-0.0279929634829305	0.226276172574489	0.26847461434787	-0.0570321048923965	0.0209732781108678	0.127837328120662	0.0150265748861682	0.165226401855539	0.147432542788141	0.444238226162871	0.184251132146483	0.450058097125308	0.454827234062528	0.440290212829789	0.263608902271964	0.696685741985564	0.33892681125885	0.682519336715255	0.279056354184452	0.496471255795938	0.737926724803209	0.387663389461993	0.288185510191084	0.120592058390194	0.145378846965742	0.109263275295325	0.135308772456945	0.41374760449728	1	-0.143130686835818	0.330789043868076	0.0984997496213854	0.213158720730463	0.0611986443590491	0.148046984114827	0.430392416647466	0.02549806374313	0.14141578394634	0.364928971787177	0.360945440291878	0.473529607681883	0.0817697835862533	-0.000808458476554071	0.192476477146505	0.462408945305809	0.324406520291141	0.34241697213468	0.541695892166098	0.204103618517414	0.584746612440749	0.0327051941310098	0.578988566120851	0.116207425196185	-0.0545751691558767	0.264142108905942	0.0719269481881034	0.426509669161966	0.257484426822076	0.0961768343351557	0.103360020452633	0.540945390304674	0.186959635289525	0.38623499911463	0.446375022475032	-0.205764051761012	0.212783708597314	0.122271314492777	0.316101265613089	0.157853499331127	0.299172874240321	0.152083629953199	0.367650453753847	0.376116320360042	0.209180578847948	0.394206965375828	0.191048046560133	0.104030158256101	0.414513330158587	0.0537262097974315
CD27	0.942437673551749	0.785511461431748	0.759746486486165	0.960135035018465	0.914517693456827	0.923045536408582	0.942238184101621	0.809735979102853	0.636447122712601	0.675424336859526	0.715595555316948	-0.620181927717566	-0.439462768270732	0.468761575369074	0.419985969090313	0.0788809231784233	0.383305343767089	-0.0327022453014702	0.813386384312343	0.443323200518282	0.0335696450433906	0.620237579707966	-0.632141882293782	0.838204634711877	-0.351604629517619	0.817195404084761	0.751522665521756	-0.192946414858785	-0.143130686835818	1	0.405270809526205	0.926711517313099	0.691911409665454	0.397021361870967	0.861856834416993	-0.200595450079216	0.961487232748178	0.749750794840409	-0.269378346174093	-0.40397111668846	0.138822514073819	0.777050349295255	0.870226553357337	0.69235919615306	0.162135420100706	-0.817818098698881	-0.826519415787729	0.128398888789143	-0.795540822666112	0.470694271644877	0.773356341433058	-0.326546629321096	-0.726069305928258	0.876198679627423	0.558507581420515	0.818042250185734	0.428947773081767	0.742635435784521	0.470965623306898	0.871807701353687	-0.172078404734042	-0.708089547902123	0.590920532184459	-0.517197774806849	0.863011966238528	0.433163337688078	-0.553196798588071	-0.608611447549146	-0.769274881066129	-0.70623464835873	-0.782845103250105	-0.740483579833395	0.45986323081211	-0.633658131740489	-0.731648964788441	-0.883176286103458	-0.715725958677793	-0.582360751712371	-0.757724525490706
