""	EGFR	CHRM3	ERBB3	ITGB8	ADGRV1	CD9	KLRC2	F2R	NRCAM	THY1	NOTCH4	CANX	LRP6	SDC2	TNFRSF1A	CD99L2	SMAP1	ITGB1	TSPAN5	INSR	NECTIN2	PODXL	APLP2	TFRC	TNFRSF12A	LDLR	PLXNB2	CD81	PTPRA	LPP	IGF2R	ITGA5	KCNJ10	CADM1	NOTCH1	RACK1	AR	KCND2	PLXNB1	ADCY1	ITGA3	ADORA1	NOTCH2	CNR1	EDNRB	MCAM	IGF1R	LRP1	TNFRSF19	LINGO1	NGFR	ITGAV	AMFR	SLC16A1	RIPK1	LIFR	TSPAN17	LRP8	SIRPA	PILRB	MCFD2	S1PR2	GPR37L1	LRP4	ERAP1	GPR37	SORT1	TNFRSF10B	ADGRE5	TLR4	SLC16A7	GPNMB	RXRA	SCARB1	ABCA1	CD63	CD44	C1QBP	NRP1	LAMP1	AXL	SORL1	CD74
NOTCH4	0.741781868010247	0.734656290618272	0.770560870604931	0.795922764420764	0.717253094387992	0.755183282315378	0.629067093120324	0.846535612816445	0.831627267318737	0.803100019515823	1	0.819701598496926	0.768966794292752	0.770901663140134	0.783300460140447	0.79658308557887	0.78207832402277	0.831150792086366	0.782128618095629	0.834688470657258	0.824193337635848	0.83796575339625	0.828985057375098	0.783731164086522	0.470462553019462	0.700246394261142	0.747289767552685	0.845312053295111	0.816209197494763	0.787561150441118	0.80333625182289	0.721879882410495	0.774567009048635	0.760272534334496	0.838156609256596	0.709709215722302	0.783168385511878	0.815590990502438	0.758703186273197	0.781800021179709	0.772191331671169	0.823445913665689	0.780766669420711	0.752653740444665	0.789754660984305	0.844320962324233	0.648196016312525	0.77636590939764	0.751426741143933	0.749361456882157	0.820947262171938	0.829385726186188	0.816424811723468	0.586521489806713	0.766333220063387	0.832033682409968	0.752704134200916	0.728538693111274	0.808896744132026	0.743303193984149	0.808384439432383	0.742722782070319	0.804466507379982	0.775146738491172	0.747281671264436	0.828302006538924	0.853677005887081	0.764003037648183	0.66000895546281	0.713085202745386	0.676034059681103	0.375823474533564	0.783016716619564	0.664419035981453	0.663016609206879	0.78397171967616	0.280443224901564	0.784097638557722	0.606525428287293	0.841451641774471	0.71280062326724	0.598953018369674	0.346453236277625
CANX	0.940130094089268	0.946623252359892	0.767192659450772	0.953861678053991	0.736483814071896	0.935794526753908	0.758114030927416	0.936208332797033	0.963573134769856	0.931400448216608	0.819701598496926	1	0.927548971779201	0.922637118716133	0.92500656105889	0.954237052596995	0.935950078500523	0.958906016266051	0.946970373323479	0.735920309319072	0.93326103701972	0.727816248427051	0.988460237167739	0.958428784735001	0.698608486525369	0.926853701275025	0.940374068954131	0.945212106637934	0.95221995951443	0.952289644825987	0.925139041749759	0.846465781656346	0.825956985585375	0.962356920848055	0.927615065425448	0.904685707027227	0.899116034668524	0.889678343122045	0.782913003454325	0.881461998807138	0.925991036726777	0.874167619530406	0.956389112341641	0.839257597006122	0.848212110439621	0.755293407300813	0.840441314809045	0.901502334588918	0.93994585505651	0.839733395211578	0.813861001666596	0.953313564274388	0.956326341268879	0.860745614543207	0.935587761762172	0.942867260334635	0.850540370833461	0.889063005966917	0.836745725405659	0.869272235046862	0.974263960579266	0.807439741323176	0.810524773585236	0.905659817023217	0.881964930672593	0.920834275948688	0.96305523163342	0.916991156606812	0.832219296085824	0.864382776384695	0.801117165876719	0.557655779636254	0.912417175170583	0.874350027737646	0.810031306151815	0.953010167364747	0.51836855235627	0.93397028370754	0.796225123626378	0.975526636123813	0.878723591007502	0.689816306349003	0.376454620505693
LRP6	0.915331898958385	0.964915454441134	0.816524666667366	0.976961332747456	0.669450831798423	0.823223647841666	0.841299634885577	0.868930433439244	0.926351190935374	0.885344005511425	0.768966794292752	0.927548971779201	1	0.7796397421764	0.84155617501349	0.903812703508732	0.866688448224786	0.891418103995231	0.848480245660767	0.78145098799465	0.891672400002318	0.712236155713324	0.916749719072438	0.920077275668496	0.592423714210011	0.907050230338037	0.877382102365076	0.862271201975245	0.940458614842885	0.964551620555186	0.913583325310004	0.771971241655458	0.864453166767979	0.887877952588367	0.939181996304775	0.754227566231616	0.924536347723104	0.910091889812445	0.844710055769368	0.916769838846927	0.891617346758573	0.861858118444277	0.940459063123223	0.803102480935068	0.769521695450771	0.774340918301857	0.869718501672913	0.946191897859387	0.892771688795027	0.882651726353746	0.704333916497243	0.921544334613111	0.891184505981309	0.730806419475565	0.899873188563801	0.932537814392146	0.809897486306528	0.910586115229774	0.780860177977945	0.927490450259021	0.923241547425728	0.839520304306293	0.83683452900332	0.946546207390681	0.902270495522388	0.900778248291171	0.916836864094972	0.857652483474047	0.879360887311832	0.888631918601043	0.882094292327652	0.482253794762336	0.915675080865359	0.748901041697385	0.743978681670858	0.835182936002859	0.391390771491727	0.81626816731279	0.694999478620833	0.915435770253999	0.786870549591568	0.706097877535712	0.444399020315835
SDC2	0.819051774445642	0.818151523581338	0.70026841334723	0.814183634345404	0.83915768981713	0.904760476942079	0.552271538427088	0.892287810712693	0.911420369414041	0.81251423137315	0.770901663140134	0.922637118716133	0.7796397421764	1	0.912075105881795	0.878721053986961	0.847741245887614	0.851424848980097	0.892126672408806	0.602726914163998	0.835250050775126	0.632494244633434	0.915212425111762	0.858650178974335	0.686165648219648	0.830781031145765	0.873908399628343	0.90712377802324	0.861687345805292	0.838659760356143	0.832546780602741	0.742312871841743	0.76359438401327	0.893338019448377	0.838370384588946	0.869001133247842	0.810876198395694	0.778657638164552	0.715699323402344	0.726087044138267	0.852243228605594	0.84679078931426	0.85804569716668	0.844761883902718	0.912845709734571	0.617418895117524	0.724189669244758	0.753449844804281	0.852874996651995	0.655300020873069	0.869910366087946	0.919208894871501	0.908135809903749	0.823256531723962	0.848845483694907	0.884123978712283	0.728451256813812	0.758251390644682	0.868846951719807	0.729308080408897	0.896508299758969	0.7010832075332	0.732792406494268	0.754713425969533	0.74595610511318	0.845792012593233	0.896304051729305	0.819654720157353	0.650387181570527	0.764600362785515	0.601347565115904	0.504152067418597	0.837756847768499	0.875453939561807	0.819870241146522	0.898251313485623	0.524555901879713	0.879504418608011	0.742719554716836	0.911708271627259	0.912233204604021	0.669830374057543	0.305664202502675
TNFRSF1A	0.834194366252031	0.863892961476895	0.746740671936328	0.858687860798671	0.735672664765847	0.939002672534991	0.658403233957074	0.904539204123743	0.937809468282058	0.843257900402266	0.783300460140447	0.92500656105889	0.84155617501349	0.912075105881795	1	0.880865116845432	0.8839963818496	0.863686298693882	0.851346244810304	0.700263749271334	0.902117954110686	0.66637751132675	0.919546428976845	0.89350672106379	0.734545141665116	0.802033028836271	0.891803687804194	0.922573492717791	0.884825711834806	0.893572695009766	0.88175731111696	0.80930294739156	0.765841549413914	0.906025176607634	0.857946566524104	0.859275374851166	0.872761683786283	0.77991076319585	0.750050873577838	0.784870027919162	0.907831963512285	0.84996700982066	0.923126583027772	0.886576155267831	0.85252087000209	0.679368581586347	0.819582635033935	0.833885735807303	0.881161339179705	0.751961920510264	0.765532124596613	0.904593347415106	0.935367519120985	0.858380982547519	0.895914272758583	0.887348949578593	0.759239542230703	0.753980700812352	0.840759352229988	0.784565804517141	0.940188965815119	0.781593655060369	0.766787214438319	0.815708586251376	0.836361894486578	0.868472779747158	0.892219570422859	0.833634853960169	0.79684802794882	0.805261898551747	0.709720473330421	0.60779359400722	0.865925762934913	0.890701218269863	0.89194982457628	0.892429601334925	0.615147962616868	0.845971612509028	0.7733435615393	0.912978318165946	0.897137832605952	0.646583221231827	0.31324013915042
CD99L2	0.904555751765539	0.914549080503646	0.780260862078365	0.937256543457031	0.747063288358448	0.881599017485227	0.73187505855821	0.900342832885213	0.942702463383329	0.900941428164416	0.79658308557887	0.954237052596995	0.903812703508732	0.878721053986961	0.880865116845432	1	0.886952785592925	0.906175428915854	0.897975787875325	0.739041100264434	0.901240822644428	0.701907240860251	0.947369302472761	0.899218302761545	0.609252514351548	0.886437026322831	0.910146715812329	0.910041531863213	0.92821261033826	0.917385935908021	0.910040339975277	0.786774108399662	0.836768882423711	0.916771075179063	0.920769446857322	0.82917777250936	0.877636572811747	0.868336797760335	0.804310333831479	0.875606139137923	0.894311889526613	0.867897176883328	0.930073976805039	0.830148192346487	0.84131224904742	0.747747362769042	0.809966627921656	0.891189324954933	0.905303487912589	0.837610757778341	0.812836875272126	0.936306671865811	0.917014935138434	0.789062979902083	0.892065562940785	0.936118788842169	0.789014448871449	0.871440387563757	0.844916118924826	0.854721723763037	0.930953771574607	0.796541239714808	0.826323836756162	0.889672768157492	0.86086059474879	0.895427551527558	0.930225738962533	0.852842744725352	0.794529821512036	0.848724929182411	0.778970218738226	0.493449848199224	0.89737448890292	0.816139912460646	0.776485050756305	0.893217760564379	0.434899495457919	0.874677887001324	0.736715211857319	0.937508731210958	0.842995898684295	0.67660696151826	0.36635852272905
SMAP1	0.895399485931436	0.903219586231698	0.757909805734176	0.896598049212904	0.639979129038448	0.943247474619109	0.826707159725484	0.842516156718705	0.896548504578294	0.959682585286844	0.78207832402277	0.935950078500523	0.866688448224786	0.847741245887614	0.8839963818496	0.886952785592925	1	0.897438663810196	0.936255763373525	0.703855187921728	0.932377761572397	0.679652488859104	0.928417986684629	0.897957502060447	0.662442621144169	0.852310121670268	0.834736009735981	0.945590298548001	0.92072925650531	0.885393440936547	0.818388933837125	0.769721306770884	0.789873543937818	0.901095913880192	0.862040612886878	0.880897386944842	0.832102349952591	0.872961825687231	0.693467065406937	0.88297439985279	0.888131507407361	0.840926787576943	0.895129040678227	0.73300973763221	0.779010400417136	0.719461963391619	0.730295401759992	0.885688663758842	0.867676780670092	0.877941781403501	0.756680175807253	0.877671883866093	0.906966903082497	0.791057361326667	0.868126827945714	0.882345853911243	0.870126753598365	0.832856204329195	0.753682225767188	0.813859276323104	0.931720704078907	0.827606814699685	0.823392645905947	0.888520771971325	0.846622013499101	0.890086607704196	0.887182780073738	0.810843742436372	0.839136466782206	0.782219921755686	0.820518364497533	0.502694764361988	0.802291080616296	0.783004500772299	0.689607373436149	0.946072552669503	0.420401454670934	0.933121176446222	0.700116186627878	0.928208367202605	0.779069752947947	0.536783127269596	0.247359820895394
ITGB1	0.921239079264181	0.900268117662886	0.678744902214339	0.917645833115417	0.620210658085198	0.874181783881311	0.717433160255319	0.921060616651924	0.894317650642262	0.898097284429602	0.831150792086366	0.958906016266051	0.891418103995231	0.851424848980097	0.863686298693882	0.906175428915854	0.897438663810196	1	0.928736124963071	0.769927464055282	0.913387213326872	0.775762775758391	0.963961711442722	0.94296257639865	0.710874168200267	0.906445760230933	0.932414356059369	0.877329246747173	0.884005483412455	0.91872564716174	0.896317764114708	0.897060926921544	0.723224241492758	0.948576471559381	0.877878079532724	0.908881729453262	0.846911174853261	0.837872903740379	0.716292010168813	0.840967370267111	0.884928176026908	0.780811244019671	0.903045773308413	0.761323486092953	0.738022664586963	0.806393213373115	0.811142565091182	0.840087114160174	0.918696445132107	0.806932751015301	0.734290684202627	0.872579064219522	0.920504247541277	0.860354923042384	0.906010342536673	0.870232251406046	0.866480609765498	0.881373852623704	0.750750658301401	0.858163728440143	0.931992928440969	0.738278018313377	0.712926122616436	0.852110722790715	0.854143395068421	0.867647724288922	0.943754519907786	0.923034686935558	0.829056181522717	0.849830554461821	0.7684246052017	0.605465829424292	0.868439678125648	0.856720775780724	0.74514154459361	0.932706677677045	0.557588025443261	0.918184098833735	0.860106172284698	0.930783888063265	0.828759087549231	0.68481619846915	0.433149441757123
TSPAN5	0.919550106504124	0.885323816684497	0.678291167199769	0.888356898838129	0.657899669074878	0.919046337048488	0.727150480721967	0.876262329032812	0.883013494318217	0.932618489924017	0.782128618095629	0.946970373323479	0.848480245660767	0.892126672408806	0.851346244810304	0.897975787875325	0.936255763373525	0.928736124963071	1	0.632721120979226	0.874997897380714	0.653284684839141	0.949898255064023	0.904839002127385	0.666776712277826	0.914673485598807	0.877105940732487	0.914548008769066	0.889084182061286	0.877228428478646	0.813433180421752	0.763154638191309	0.741236579846802	0.944963530667084	0.856172157932272	0.918428103966876	0.809734912595455	0.851598100135381	0.674930784263973	0.84562876829519	0.891182776633202	0.820209339046476	0.875889662643562	0.729434753775027	0.789284498160258	0.687822455021187	0.69374568548715	0.827948196403557	0.897352405838723	0.806620271507676	0.792912786986563	0.886471109710167	0.898731144706919	0.834571236203368	0.858723344818683	0.876675784261691	0.871201073097854	0.881920653833586	0.752537978854509	0.809229366485872	0.916156966856662	0.742851222878844	0.75554159683855	0.849950486914099	0.799790533599013	0.858262557024275	0.913327663450942	0.844518347630393	0.76894529655204	0.789850847824552	0.74856456958503	0.446862679722052	0.809260980873216	0.81627109749244	0.663513369758457	0.962607941232721	0.429604829466686	0.966206036536949	0.762258657032101	0.926930600106173	0.818043002034871	0.599762103352395	0.282238044629181
INSR	0.656503341889691	0.733244603655596	0.772957670083726	0.783084348612082	0.608795761473021	0.639318449553279	0.66594764801758	0.797124745423628	0.779006003127271	0.702810631611904	0.834688470657258	0.735920309319072	0.78145098799465	0.602726914163998	0.700263749271334	0.739041100264434	0.703855187921728	0.769927464055282	0.632721120979226	1	0.777036022786068	0.898025813067899	0.733451032593779	0.718692752853546	0.355528701069329	0.628436986253801	0.687112637468172	0.719206408748662	0.76946218415014	0.769173886539693	0.804981368157792	0.726658140726916	0.756450444377382	0.67447736550483	0.823091226023846	0.541646525030051	0.798195591945668	0.766633482751213	0.811001825180077	0.765935837673318	0.740257793571614	0.743970205898066	0.747418433560585	0.717279280848328	0.666902448678277	0.90266757910897	0.751504830789512	0.799405388309832	0.708700791502195	0.767959421112546	0.672237822429831	0.746002422541048	0.743457577452929	0.500038752966233	0.706221868499136	0.784862233317107	0.656933819199376	0.717176996875839	0.725970524106598	0.778360394740738	0.736518576567814	0.744569904950727	0.766753984912326	0.778881534286155	0.776553913740684	0.804489040696696	0.789755041548845	0.717789113374456	0.676598296908628	0.724403586518531	0.731211698299855	0.41343764474246	0.747324284765477	0.581463633526361	0.688116421715214	0.61668274689166	0.265512247948748	0.607853847102413	0.562870969267915	0.759567628259741	0.60277044147587	0.591921626883174	0.386415844286084
NECTIN2	0.87764261388095	0.907930492708963	0.776067611422963	0.908099298919139	0.661933700619832	0.91772424606626	0.791418805058581	0.884639209741618	0.918054785858799	0.931553442462208	0.824193337635848	0.93326103701972	0.891672400002318	0.835250050775126	0.902117954110686	0.901240822644428	0.932377761572397	0.913387213326872	0.874997897380714	0.777036022786068	1	0.765204524891547	0.940084707206345	0.904459897156317	0.691710360212111	0.831067536163403	0.885713479352993	0.926515338578099	0.912276590492248	0.890719373371739	0.878802221893493	0.85712460533695	0.796399180565235	0.893286936970561	0.87976189362677	0.859890088768876	0.870468182430401	0.857059512759366	0.739305509360476	0.869288947906203	0.868487395124222	0.834408520257574	0.927338400661915	0.805933547472825	0.781813504041289	0.790047317124648	0.78604528545517	0.890342540330234	0.893478193581677	0.866418629312305	0.735176875766873	0.887753833485394	0.934947294482461	0.799887050953796	0.872683266693607	0.88506191243278	0.836178319994698	0.800243007034229	0.781332912315675	0.828347690043803	0.939802208926388	0.829993456413327	0.809766365267338	0.879218724741825	0.883664988543669	0.889260850302311	0.902057514665006	0.859162054710743	0.860347504991321	0.795461000781342	0.793796281520622	0.546812839566037	0.849670716248106	0.796317330130938	0.745327075286613	0.919441176467465	0.483180953591581	0.889597821750843	0.747247840739511	0.928767955994261	0.789935125659154	0.569845024280316	0.301519011234747
PODXL	0.624428023332524	0.666673095927218	0.724432342132908	0.724907488440079	0.626339731094702	0.640210458215721	0.571589931241106	0.816453675014264	0.743375835606004	0.676054828780994	0.83796575339625	0.727816248427051	0.712236155713324	0.632494244633434	0.66637751132675	0.701907240860251	0.679652488859104	0.775762775758391	0.653284684839141	0.898025813067899	0.765204524891547	1	0.729312841110954	0.67089216130682	0.397512471198451	0.634397092376002	0.686815577808919	0.718605355060241	0.730566914246539	0.714426482648247	0.740466078543901	0.727970784338911	0.703847722654445	0.674269894246692	0.77591435660483	0.588015069521942	0.733901795313778	0.730371935073272	0.729155586259956	0.709233121461829	0.705845889149601	0.707736054706455	0.698780528732248	0.681076935817931	0.674029811793984	0.919174701072958	0.62022614553668	0.717377642811822	0.708961914133638	0.677716617056359	0.709949085447652	0.730679760474188	0.75470828713726	0.509054174708964	0.656769405372272	0.736775988895975	0.698794772671357	0.670698187580542	0.720615421376977	0.719674558317008	0.70853041915664	0.694291719856753	0.706143659286565	0.702990491458367	0.72901735564711	0.772220318042253	0.786216180508048	0.705278258148856	0.607576550174766	0.663834509085032	0.588050147799334	0.343883076568307	0.677944405828783	0.571509389980386	0.619165014704073	0.650956124986827	0.269621763379005	0.642201657709343	0.558374033036179	0.75608650681513	0.604781318381101	0.546700804049717	0.337477709640589
APLP2	0.930198746247056	0.936377358820837	0.752036149733049	0.946644894258632	0.722923413138821	0.92801367404601	0.747395805340306	0.936504690737712	0.955889561156997	0.928656695324729	0.828985057375098	0.988460237167739	0.916749719072438	0.915212425111762	0.919546428976845	0.947369302472761	0.928417986684629	0.963961711442722	0.949898255064023	0.733451032593779	0.940084707206345	0.729312841110954	1	0.957826381672639	0.693148847406275	0.920207931376428	0.941320027845693	0.94262676643677	0.940187807813908	0.942642221905887	0.917089920836563	0.851894565285583	0.812870130757619	0.961993522466948	0.920157068699432	0.90957207831316	0.890360147736519	0.882938762542252	0.773643699112054	0.869541461622709	0.916800537763683	0.862995633068686	0.951874452683647	0.828471130854931	0.838889168885918	0.756886346084732	0.827187731884978	0.890409261869546	0.937295701596008	0.837695854691031	0.800511479896646	0.942461361130725	0.950788068703921	0.860205919519736	0.930460777266252	0.933323007247258	0.843354341184789	0.870915760265923	0.82349462263845	0.855881068853747	0.972848381692106	0.789096462057015	0.794652409716921	0.895403053558167	0.875246814897924	0.917352544602821	0.959844636458742	0.913254644689293	0.829852326245576	0.8594505382672	0.793652680860499	0.576719192934825	0.910583937284329	0.865813039417258	0.800456303828408	0.955483262241195	0.526171471461726	0.93669388095779	0.806283395166956	0.970340615498884	0.875157167189163	0.690394544094927	0.388137497890149
TFRC	0.929152525952619	0.930522747003503	0.71728714303772	0.935172072084533	0.649174924975435	0.891307389908522	0.75632970243892	0.888919735418754	0.91648089042749	0.899874351828637	0.783731164086522	0.958428784735001	0.920077275668496	0.858650178974335	0.89350672106379	0.899218302761545	0.897957502060447	0.94296257639865	0.904839002127385	0.718692752853546	0.904459897156317	0.67089216130682	0.957826381672639	1	0.709605379957412	0.899030812396771	0.921047613819186	0.888199397620552	0.907001695138734	0.93961810807075	0.911255871635721	0.851191761711053	0.768992037714482	0.939849797549388	0.888499113620599	0.878979679146466	0.873111073239208	0.84654388854337	0.757670837748758	0.853000322471269	0.896114369974558	0.822045396415932	0.930443343573413	0.794157681960009	0.771499791607597	0.706065891312804	0.84844089450224	0.867411458180588	0.910376089290767	0.812328675298402	0.717515309119777	0.899504759931337	0.916916266558158	0.859666770619853	0.934807125575825	0.8983012317298	0.829133166808602	0.869159411727563	0.766308954039453	0.854802522974596	0.950293768570145	0.759704687969399	0.743724383236521	0.878937554564841	0.849398057751281	0.871377394869234	0.92252870713449	0.897929643475722	0.842374909951068	0.861097594634924	0.796596053844312	0.583673797181045	0.885513850040512	0.865172165141946	0.774634433911401	0.916986597575676	0.545378770911584	0.896339497110033	0.821678898447733	0.923587588057682	0.844889095050149	0.688014629326546	0.419108955337146
TNFRSF12A	0.676707806788265	0.661142717327567	0.3256792225844	0.593626603414822	0.327678024833948	0.704054865322923	0.43429495025643	0.63205631322017	0.611386979055892	0.620985988039511	0.470462553019462	0.698608486525369	0.592423714210011	0.686165648219648	0.734545141665116	0.609252514351548	0.662442621144169	0.710874168200267	0.666776712277826	0.355528701069329	0.691710360212111	0.397512471198451	0.693148847406275	0.709605379957412	1	0.659455650104936	0.760958887579516	0.602370934018114	0.561373905183695	0.639640905917145	0.599378145728566	0.74998143242735	0.346328102034933	0.724714246698666	0.51367439249698	0.838079767064221	0.576936539156983	0.458235978225511	0.328733364030456	0.498401764174449	0.649672904535037	0.434254560127705	0.648815014089682	0.53200605128467	0.430817677821872	0.418660728604862	0.596547583269003	0.488407701709344	0.660778994543724	0.453431842277228	0.37915405033835	0.559357169006059	0.724716707117107	0.844124771760068	0.73791937776625	0.518360213209708	0.617876268307012	0.539511562715411	0.406261694868042	0.536282240657637	0.722958250070455	0.467334572811578	0.327245855780453	0.504001149594272	0.622510582620822	0.536313180422152	0.635953273103537	0.654087475501436	0.709322385903891	0.50192384835022	0.438628939859588	0.584570520273149	0.594585386363914	0.797804178361149	0.590114424229591	0.77064128986076	0.802719547218596	0.730445663326898	0.786630712015495	0.638884843799326	0.684236351468616	0.361943587542783	0.195404645038962
LDLR	0.917045462475608	0.913206267757307	0.688623875433868	0.905707341424472	0.648949560542004	0.828400033985247	0.72201100627886	0.865967038058044	0.878040722150632	0.856103292146811	0.700246394261142	0.926853701275025	0.907050230338037	0.830781031145765	0.802033028836271	0.886437026322831	0.852310121670268	0.906445760230933	0.914673485598807	0.628436986253801	0.831067536163403	0.634397092376002	0.920207931376428	0.899030812396771	0.659455650104936	1	0.900781407546	0.825483804329549	0.872110566437755	0.90955826972377	0.842475677399491	0.765406567355821	0.755721015577422	0.93430364863656	0.868940922713769	0.832537921645487	0.824637383751129	0.836106537885236	0.716829967091483	0.818811349595234	0.85750468846564	0.77595394783789	0.887923615978927	0.729241691717997	0.745754496665146	0.683451822545682	0.783074604515192	0.835512123102007	0.90540501559357	0.761175518969326	0.70349014092123	0.882408411432187	0.867584412089951	0.814641361580887	0.875795593608025	0.884123267255234	0.800651417526261	0.928635337922758	0.725640689096466	0.882591457156575	0.886923611848061	0.712706386900965	0.708764417558646	0.855282080358416	0.824377745370408	0.840725037964302	0.913794591972442	0.861159167959997	0.805066149057972	0.830945286005613	0.752603756468054	0.450747107853557	0.877655653447113	0.805302058343467	0.681103185348883	0.875437824911993	0.469020915740025	0.866622248696551	0.764524894812073	0.900547748160433	0.828152675361379	0.69322618402724	0.415187403696612
PLXNB2	0.894021514263143	0.891642928290007	0.67536571863337	0.887778478179381	0.669491731268016	0.859482829012237	0.633989475899744	0.915295397153759	0.907451520659509	0.827642314110248	0.747289767552685	0.940374068954131	0.877382102365076	0.873908399628343	0.891803687804194	0.910146715812329	0.834736009735981	0.932414356059369	0.877105940732487	0.687112637468172	0.885713479352993	0.686815577808919	0.941320027845693	0.921047613819186	0.760958887579516	0.900781407546	1	0.831052482338316	0.845619247153209	0.900527415457195	0.908754760857844	0.863458715233815	0.708025003782574	0.942137322753762	0.862515862258643	0.87687802998027	0.850738828757256	0.769492865222735	0.732762715810716	0.78640679772201	0.876241232556794	0.761339061496787	0.914173264969439	0.819776806297103	0.757950227237797	0.709001586658876	0.839412374100675	0.804043690668996	0.930022659010416	0.730843658739694	0.715537272946253	0.880443817461316	0.919308323458871	0.900190840954431	0.9013736496448	0.866600733066349	0.777995913297242	0.849890700356663	0.77413770428804	0.843233114343153	0.920742448600388	0.704649414550556	0.668014568074485	0.811611276002028	0.858770102821811	0.849851776044027	0.926569181871241	0.915985669247222	0.798685197827994	0.818931142274265	0.693775376524792	0.598607930735469	0.898190627768269	0.902940932512995	0.809196658359944	0.887163406684575	0.655026080349196	0.857774585540412	0.872473929912384	0.90065118839896	0.878632361170569	0.708732207770378	0.418440263326782
CD81	0.861388445037439	0.881221698532946	0.832541136099796	0.90044039715121	0.773963823804797	0.95216291379017	0.776463498171644	0.887433682380864	0.942661409899107	0.935852052719012	0.845312053295111	0.945212106637934	0.862271201975245	0.90712377802324	0.922573492717791	0.910041531863213	0.945590298548001	0.877329246747173	0.914548008769066	0.719206408748662	0.926515338578099	0.718605355060241	0.94262676643677	0.888199397620552	0.602370934018114	0.825483804329549	0.831052482338316	1	0.955702758330816	0.894942014108833	0.849391842574769	0.755645575424866	0.872016289345114	0.891332010879297	0.906606967375806	0.851734321532515	0.870705350674062	0.901492039607409	0.77963402691756	0.883621530193232	0.902377339128196	0.922977803105764	0.915536696815758	0.825023667002862	0.896836548703925	0.736393869513407	0.734895871069636	0.906294569075559	0.868046745827947	0.861700361431862	0.855225537083354	0.94226891984442	0.935494484703722	0.742451269484622	0.860455380424237	0.929605539152244	0.833571258076612	0.791985115976092	0.870934046397011	0.799745976593343	0.946874626599617	0.868403074708129	0.893492226253297	0.892015143726817	0.838493826240109	0.913661072710146	0.908228733196151	0.816979643600561	0.792024621552798	0.816042977638048	0.778832306578994	0.489130177042082	0.845683229745395	0.781571059873327	0.763160118855246	0.933568335897144	0.371222643399542	0.912518679905597	0.639829662309611	0.963379363370069	0.834704905434611	0.610661389749035	0.29833865737959
PTPRA	0.894135535127575	0.943217758684152	0.87009993510344	0.963764940422941	0.774083073886892	0.899313651615768	0.834968330778309	0.888823526692615	0.961728615713596	0.925080746056072	0.816209197494763	0.95221995951443	0.940458614842885	0.861687345805292	0.884825711834806	0.92821261033826	0.92072925650531	0.884005483412455	0.889084182061286	0.76946218415014	0.912276590492248	0.730566914246539	0.940187807813908	0.907001695138734	0.561373905183695	0.872110566437755	0.845619247153209	0.955702758330816	1	0.950063494687332	0.896514074085658	0.746035187333467	0.927728682497197	0.888472172418066	0.945137135669432	0.795375690867223	0.920661343664081	0.942932949741074	0.85274331712559	0.933112769872438	0.910148605436705	0.932696275232871	0.944510922094451	0.840766008376618	0.875447735627512	0.774237371856481	0.821714141700837	0.964617198011989	0.880605066693002	0.903141619659124	0.817385189064331	0.963603534571936	0.928566174343489	0.71439914127864	0.891103356185141	0.963513523241156	0.819679393619057	0.849216116825064	0.862768320670299	0.859892473012286	0.952029272283574	0.88464603263025	0.914189957110851	0.946101336768569	0.877448375891299	0.930457441364813	0.923197323618616	0.842279071005927	0.828318405210834	0.871489717581515	0.861450207699025	0.465054580789131	0.898883072021883	0.754496023870808	0.777380946970657	0.88531186575871	0.33284076294996	0.871437967725197	0.627785822174746	0.956404813779906	0.811074072792394	0.667791791314807	0.369577888373962
LPP	0.923243157106615	0.947003965558541	0.808650967378221	0.969164812565383	0.692828462307145	0.864585845687086	0.787902468042848	0.901031966333344	0.943925330259228	0.87831819034148	0.787561150441118	0.952289644825987	0.964551620555186	0.838659760356143	0.893572695009766	0.917385935908021	0.885393440936547	0.91872564716174	0.877228428478646	0.769173886539693	0.890719373371739	0.714426482648247	0.942642221905887	0.93961810807075	0.639640905917145	0.90955826972377	0.900527415457195	0.894942014108833	0.950063494687332	1	0.930049651211393	0.803886508997297	0.844674470053356	0.924751147630488	0.939207711068007	0.810767263548185	0.917025259780088	0.895837001368237	0.833709665280168	0.901840645387313	0.929452917440973	0.862334276113329	0.953950833006472	0.820699196674984	0.800578825226962	0.766478833373497	0.880206682721988	0.929283720988898	0.907583033404654	0.859439218610951	0.744925888813386	0.93455598556157	0.917669088389684	0.789113283759805	0.927239308660685	0.940134619468346	0.824057401257876	0.895873862906402	0.81896007295682	0.920582296521146	0.944291725153521	0.822444291319463	0.821007943690996	0.919712248272535	0.889093055866407	0.911537071952376	0.94182293807902	0.873462395697301	0.856473691173634	0.907831999453248	0.851881109794836	0.548698517599436	0.924326041677051	0.816169143599722	0.812474135762376	0.869236268425185	0.477305024910189	0.842348617164236	0.745370231404211	0.930042387122254	0.840895250160763	0.74150051288024	0.463724314550416
