""	CD68	CCR1	CD93	ITGB2	PLAUR	TLR4	LAIR1	TREM2	TLR1	CD33	HAVCR2	ITGAM	CD44	VSIR	CR1	PTPRC	CD4	ADRB2	FPR1	C5AR1	CD163	TLR2	PTPRJ	ITGB1	IL2RA	CD74	TRPM2	LRP1	NRP1	TMIGD3	TFRC	ITGB5	HLA.DPB1	LILRB2	LILRB1	PLXDC2	C3AR1	ST14	ITGA4	SIGIRR	TNFRSF1B	STAB1	ADGRE2	SDC2	ALOX5	ADORA3	CD69	C1QBP	ITGA5	PTGER4	GPNMB	GPR84	ABCA1	ENG	CD81	IGF2R	CD47	SCARB1	MERTK	CD226	CD40	SDC4	MRC2	IL6R	TNFRSF1A	SORL1	SLC1A5	SIGLEC10	CD82	THBD	CAP1	RHBDF2	TNFRSF14	ADCY7	ITGAV	TNFRSF21	ITGAX	CCRL2	UNC5B	CD63	C5AR2	PLXND1	SDC3	CD46	PECAM1	SORT1	ITGA6	TRADD	FPR3	ADGRE5	CXCR4	PLXNB2	CANX	TSPAN14	SIRPA	LY96	CD72	KCNQ3	AXL	RACK1	RYK	APLP2	SCARF1	ASGR1	PILRA	ADGRG1	FPR2	JMJD6	TREM1	NOTCH2	RXRA	LPP	NRP2	ERAP1	NCSTN	CD9	CMKLR1	F3	EDNRB	SMAP1	TNFRSF10B	CADM1	MCFD2	RPSA	TNFRSF12A	LAMP1	LRP10	PTPRA	SLC16A1	NCL	PTPRZ1
CD68	1	0.82142479890513	0.335671859229208	0.565915349300445	0.370334472446667	0.453070418897805	0.437986677189431	0.38269248555062	0.188160489231627	0.412937825171217	0.581750396578445	0.636790047547607	0.733855865228725	0.222191665146994	0.382439970859767	0.345973588977717	0.628704037856359	0.559497437347638	0.282940743492383	0.281661153061264	0.471678182807421	0.491499272181441	0.533992088017772	0.456331809250305	0.550701176180044	-0.0568185738784052	0.432383905605014	0.591882635585966	0.627566583198766	0.654996231028449	0.111989328219197	0.639084169084676	-0.111576840545492	0.282825683158719	0.523501828594341	0.119570631834629	0.506555737270479	0.392030471510459	0.239908293000526	0.580291272021992	0.159226212718701	0.326694616262043	0.30414869817164	0.376710019895254	0.592488088226665	0.465215440685826	-0.148207992722457	0.36844956578277	0.454821517326403	0.371036729371122	0.755232604541762	0.506439857320936	0.65122324124899	0.386813411339391	0.617592145381717	0.639585586331782	0.523538921366654	0.607628141476198	0.346833992483897	0.259961638112155	0.450187567114569	0.167545129313807	0.0460540948864293	0.626373366415788	0.439992499274465	0.262450805794815	0.502485309651897	0.301436736767858	0.560466777180795	0.584070539963001	0.544965168706002	0.0700049529677198	0.749428864016748	0.207156074647871	0.422032308027872	0.517428342436388	0.40619619143928	0.363533818209468	0.202313513115275	0.56823244440402	0.405211501542793	0.354657549557702	0.119535745029037	0.608979725865734	0.0730305580632402	0.33806821893294	0.135875132991051	0.307329195865559	0.541446260252002	0.310442115704005	0.0172458842041332	0.408109346122084	0.740734733063165	0.68942905606583	0.597538237411749	0.59596924255374	0.338343988130561	0.149122635711498	0.1712740798069	0.534349143370671	0.649636889867542	0.805576419157476	0.365927760382998	0.210405078292268	0.657990827607005	0.0294674194383574	0.0420753737236294	0.591267153547726	0.455384274174695	0.592129848378162	0.708475047982823	0.275452659536873	0.648292792618815	0.31043237387846	0.263188082081556	0.237829494841042	0.591990840565797	0.00305852609978311	0.433587628505049	0.608520214229841	0.497707116368155	0.10910242203041	0.553624454340072	0.466145152589661	0.142759381892799	0.887853349656173	0.601474308757506	0.142023780293049	0.222241992128419	0.440174779079297	-0.0634500319148276
CCR1	0.82142479890513	1	0.616872317226317	0.714600794974376	0.486142572722861	0.611194845109281	0.65110472578431	0.582249443124046	0.436111744873101	0.639235343775989	0.582716712846643	0.811811938986213	0.829758561784701	0.242357949298796	0.470928582601543	0.448401565490071	0.781873834937947	0.666329784733146	0.453099825929324	0.504092629618605	0.751543108624848	0.707919374215333	0.6741968022049	0.38146522720887	0.650257483443547	-0.0519333303525263	0.606917708131191	0.724419110912537	0.807805849423979	0.753246422174332	0.370367870347476	0.759904759020797	-0.204319265432356	0.395366494174396	0.667196701364543	0.369570455270439	0.719072779309401	0.503102219412769	0.367483532168311	0.433464780460971	0.264920233614785	0.61879235463738	0.466120745632062	0.127823052736706	0.735681193546244	0.660138403817569	0.0147777248443456	0.344148913930257	0.468178331156328	0.484680752833127	0.502928755691843	0.704051766533025	0.618093007136519	0.677955168785347	0.767100353296999	0.481169642266719	0.516012969173762	0.530989401005138	0.628492105808742	0.34364140717953	0.487622877898129	0.164821873480868	0.0858425139200245	0.707259419276741	0.480795647813351	0.401848305344048	0.543017261661639	0.560002130030931	0.437694702035505	0.705595863976337	0.613000812242966	0.276207578003023	0.528213368959987	0.47371979941259	0.527544617829011	0.483732443789716	0.288991026055135	0.449521081028985	0.41520309593181	0.442800963826948	0.539638918893991	0.587642977514871	0.220518815391364	0.524754230644342	-0.0139642692179612	0.423101103212313	0.191638957134811	0.335046108072332	0.693256814681283	0.300092221987289	-0.185509721411583	0.470128053416469	0.65759085351147	0.778711157622446	0.805643987456386	0.673629023078082	0.247336430999082	0.256635891545937	0.14620325112936	0.415337682156937	0.585551627491341	0.792076959111641	0.553452538655619	0.105418261124975	0.510226730835297	0.234252759710746	0.184425102163273	0.59698714185417	0.218979198051633	0.437083529825253	0.749723303944801	0.269107444584685	0.654140759254172	0.416037336716927	0.330639976780799	0.141997986135283	0.687406762886078	-0.0152347384678164	0.317558095907025	0.451885630858285	0.389587373250141	0.0863028971077348	0.420642479530497	0.382819229216691	0.101712474424971	0.872524497012242	0.491725507258514	0.142357535844545	0.224259778408395	0.407094289295709	-0.061330545864086
CD93	0.335671859229208	0.616872317226317	1	0.681567550769122	0.508293869265511	0.592173609952766	0.781994472075374	0.757230307681719	0.562194512016592	0.523657702717873	0.438485297508129	0.772247257422976	0.632093605079375	0.330544975970404	0.465272291865164	0.279638316924111	0.701343924397162	0.495497049109747	0.686081200796963	0.648799521332601	0.847951667795187	0.677994424627528	0.412794435941934	0.0578387658084981	0.665081393210104	0.0394341289400286	0.670606525853008	0.50450850237252	0.804676812979613	0.770410810618184	0.536097525240852	0.724928242185948	-0.153849545689457	0.384767304632331	0.56509713851112	0.584011074927417	0.803842649154674	0.594877390418119	0.515621874071963	0.0581734359472492	0.344483840558335	0.746540535708338	0.523162523758725	-0.317577542520198	0.797921990343246	0.779197427029591	0.236168657019772	0.0356341769105117	0.146445037777968	0.532688803859148	-0.0236180918110459	0.636292198271708	0.145769019290362	0.68764777484068	0.701566836425153	0.0442132149482489	0.221408613218429	0.287869935587328	0.768420456164661	0.248346906770283	0.273195708500984	-0.187890040676585	-0.0543130925100435	0.570184936049734	0.32627809666309	0.512002730748823	0.417264640476804	0.725879391052457	0.0490802191833275	0.663304259595336	0.46292120514182	0.445176797017202	0.0214810159764817	0.672248232537061	0.283288169217298	0.222968042612734	-0.0248225429629894	0.358393302523668	0.553740124083149	0.0269296737572339	0.469976393477784	0.641924046259931	0.0747463983208216	0.115293587350144	-0.0963171500942202	0.340486127335364	0.12952779832459	0.204491284911755	0.640883097179811	-0.00189744305330289	-0.348730076524014	0.19065108970478	0.24856710370998	0.533038117496215	0.561998653752783	0.439745213429535	-0.0542183400798172	0.402549093177979	0.0062052529627767	0.0289193715882727	0.144220263041989	0.414602540294499	0.441595002062516	0.168045878601632	0.155027712707967	0.300257600134236	0.396279424834582	0.136900952675232	-0.109766719502063	-0.0495042159814036	0.504233576734048	0.0326309777004489	0.213870979442213	0.218465648013972	0.137632397039259	-0.236259391260368	0.70517163398347	-0.233196857057358	-0.000979583440515656	0.00603519893944214	-0.00631237718601918	-0.130514142702415	0.0221295768984221	0.0761989881089446	-0.151668432557696	0.526889829787176	0.175748055003299	-0.111155858538131	-0.201070667932256	0.0615124614453509	-0.218888487037505
ITGB2	0.565915349300445	0.714600794974376	0.681567550769122	1	0.363708948927356	0.584771879094007	0.783333675354903	0.75574798913441	0.63433607034475	0.787509192501048	0.658172006423059	0.734576795479519	0.616231662386466	0.485894596985739	0.284340441719211	0.716811976767734	0.922642345690786	0.538185541410094	0.612483755681558	0.437783146191674	0.73366915397302	0.618350412756937	0.727935350391482	0.430454108629935	0.51852410585736	0.206051496050795	0.777935832598079	0.543177041408699	0.797357222926323	0.753531397447765	0.553194581670615	0.806243684207375	-0.015116900806534	0.557207514486606	0.811062147636248	0.628813555292709	0.812000150413714	0.722514609117321	0.649149053924613	0.425777822443769	0.483575864192071	0.63427158520056	0.654211555797735	-0.16115802479791	0.741845489511076	0.714218699012876	0.296455392078839	0.5191628973671	0.481146015481478	0.582220375567487	0.125014081641462	0.58984051781465	0.282930874465701	0.83088773775539	0.825610354340417	0.354124899957752	0.531487607547589	0.451818252306416	0.598579707865149	0.232466508061027	0.60138260826516	0.0860374243481093	0.0282433301133828	0.715282190720382	0.489110696482019	0.640396082894531	0.770268854204756	0.668362670756718	0.298442049610969	0.416459110466327	0.754889272489099	0.513382483943315	0.291123192807182	0.681873064736914	0.614178020544826	0.319899097906746	0.043506454670619	0.246211030283559	0.615042732722368	0.337588887850332	0.759262239453575	0.74662009702184	0.063117263067289	0.497612375760852	-0.0974886330637706	0.497225933827953	0.360889593821939	0.536653858396088	0.526745152839509	0.444345353784231	-0.0786890614142693	0.609703718691237	0.491387207973628	0.691616697400677	0.719895947735996	0.585198153891655	0.0825853144698329	0.484785343950061	0.255070593210956	0.504210515716543	0.30778735360548	0.647768019479947	0.667931210461618	0.0840211584668507	0.232529956084581	0.356757754045624	0.266996812158127	0.452854479793143	-0.0871513072892781	0.331032413139801	0.633295973467069	0.223573760076297	0.552462536390147	0.490095457261591	0.371875560771532	0.0406010645243642	0.639872266596648	-0.130471426574387	0.0212403494321954	0.323914729052681	0.305684943920278	0.153517262686349	0.349996572566026	0.551208433143567	0.110231125701372	0.593095715707492	0.399283256871217	0.0800125684842876	0.131638313968775	0.52779203763098	-0.178729415937799
PLAUR	0.370334472446667	0.486142572722861	0.508293869265511	0.363708948927356	1	0.482460306279571	0.556440909862389	0.518889740749384	0.470339473184276	0.29625435027242	0.322525656757637	0.4303422420771	0.633007948998753	0.371505022932125	0.49470268775741	0.0585035679397557	0.354625551947981	0.603461224726476	0.579946062713375	0.759826045949435	0.601652841429796	0.634008837381112	0.18760694402877	-0.0307831430710943	0.56384995363118	-0.0800146896688034	0.388993846224355	0.376010382719246	0.443725310424368	0.549449363120934	0.460961490701297	0.336132741644592	-0.260051453572514	0.200853100735162	0.390221556570181	0.481800765149353	0.536776844270457	0.257240279933574	0.162081938695173	0.0641060615849471	0.474666409662299	0.55777234836857	0.511709756540467	0.0394659686138833	0.570812051455229	0.56633588463138	0.156245269651149	-0.12409309623771	-0.0503846152729765	0.435070962071141	0.183339597786327	0.712930007914317	0.306895781009446	0.411048679651582	0.348253534174953	-0.092039126239531	-0.0278120365229736	0.134340274955134	0.595754783138142	0.0349317429587664	0.0550791350185808	-0.08002774121032	-0.156356612123108	0.573673820634967	0.0636007199995629	0.321489997144179	0.0975931760636824	0.534241443751669	0.0767296640090605	0.572603161579096	0.0723228937384298	0.41654365600505	0.192861321098905	0.445383983949926	0.0598885473811772	0.0472437171878375	0.217620141066153	0.729707685115439	0.311883177056358	-0.00540876556703831	0.116049445176383	0.270065963307482	-0.0797997679286065	0.100749025189947	-0.0505982722959927	0.0836853401813794	-0.0210676503391055	0.0206901156504253	0.28690256073727	-0.198882594030021	-0.395171668211456	-0.0150813095570624	0.149530097990402	0.452320438031001	0.403631380695546	0.574493986297993	0.285744373248007	0.3436335415914	0.102558983990224	0.00546114346789164	0.0730816472510386	0.285664633288416	0.156125021147934	0.138268107368109	0.450064546143604	0.161676772896426	0.250077249547876	0.394953724752595	0.271557614990811	0.0131738581651756	0.288569742471751	-0.0658541373763509	0.0962128873267139	-0.0259020962813959	-0.122617956399775	-0.243447674914459	0.512000349082289	-0.22848844593456	-0.122260004419366	0.14604346636764	-0.0508415947616776	-0.289181895349307	-0.0505418072053101	-0.0840289462700604	-0.228592138028624	0.411573116093251	0.110593730843189	-0.19122180225741	-0.19283055758201	-0.0875278038093451	-0.261204408277483
TLR4	0.453070418897805	0.611194845109281	0.592173609952766	0.584771879094007	0.482460306279571	1	0.676486502396678	0.587021900531571	0.493689810203932	0.600027002097247	0.407365355612887	0.568026552577261	0.624866510904666	0.507830697810223	0.521415950906893	0.397918678899876	0.575446098503018	0.48127642613266	0.625177433372332	0.652449068320022	0.675997196638705	0.662182880584934	0.499987871431587	0.208764247344338	0.60934558289361	0.14608049712982	0.477728632609971	0.501760505687362	0.623243835805955	0.570481399973408	0.452284737081761	0.517659346505061	-0.0752751279599347	0.50549146745569	0.639385740795152	0.527402072075072	0.697942195079326	0.574326640669365	0.467429475462873	0.329170008009863	0.370884919393173	0.622459527643037	0.669033901371939	-0.157367654333201	0.710818549948596	0.611814705318623	0.0922032815333257	0.236481907406476	0.229326849559965	0.412333635116903	0.0707274453061881	0.550865376788157	0.244235359346375	0.65040407441177	0.586366111362207	0.140100904396259	0.362865220325134	0.286309985964134	0.641135943096629	0.0782376737725054	0.371173752846348	-0.0840909978088813	-0.0263167469978375	0.473892429118564	0.431827568002185	0.51847364748462	0.446324124442957	0.71397754804072	0.207224342857228	0.489375171371261	0.441372365985404	0.402035561291386	0.199168995573545	0.601256514776582	0.385179245876968	0.263135594661904	0.020886941252042	0.3463961897442	0.505443183456575	0.208697328952531	0.396031821125189	0.510580231121904	0.0621382204539027	0.356893533254091	0.055185426263546	0.25934845821692	0.230541904662689	0.391609753920587	0.526445567026889	0.171719538292962	-0.211535258061024	0.355789656159135	0.350758103596552	0.577629120514338	0.5618265227838	0.627756279059835	0.22291260995942	0.352948295930159	0.156672124530776	0.282571258985832	0.27755509109976	0.489186588206897	0.456267339400756	0.306198101601349	0.326918473315277	0.255944533107659	0.494532281067631	0.387176714567874	-0.0215814551754964	0.224859290740453	0.42188605270621	0.120240757596754	0.344897926610392	0.366597854002998	0.203270544959963	-0.0665660572992258	0.549874611127	-0.141546015422678	0.1137213921276	0.243619942338004	0.158316208940268	0.00716866563043919	0.12553797167223	0.252143179758559	-0.0400511088473669	0.515368329610647	0.330742456403234	0.0554471303246189	0.0403259722536144	0.27851280990787	-0.119604406025057
LAIR1	0.437986677189431	0.65110472578431	0.781994472075374	0.783333675354903	0.556440909862389	0.676486502396678	1	0.901964791100367	0.717520702573834	0.635483611336742	0.63456262370344	0.624152652843737	0.615232744258986	0.614464389354465	0.545175834676118	0.477661597457241	0.775855590621202	0.58929082170307	0.869849764744424	0.728785558689185	0.90879152445545	0.67094214038159	0.443866999723604	0.118443428436687	0.70381981925484	0.227303286506744	0.864644365575279	0.611615588217253	0.756254483228017	0.802582107252157	0.800842254115058	0.742228693917647	-0.00799575170511423	0.330938289820119	0.662219758173672	0.833744513590654	0.872881526858762	0.601620343241141	0.553529288000377	0.199708931799412	0.575496437064835	0.897660901323491	0.746844869434315	-0.386353344846336	0.848127721571216	0.915703962758099	0.493370039572765	0.119844260619212	0.126858077877943	0.6634914024011	-0.0522247870891763	0.793131289582931	0.272233201448502	0.783573400895138	0.820500471584768	0.0503438382890777	0.214565317252719	0.391823340029507	0.864477851799509	0.22281795717445	0.334274997495955	-0.120538070986279	0.0452980940739842	0.722371312300505	0.48558331055081	0.748655715632927	0.503886858305933	0.905464731500968	0.0490388294915659	0.479377970041559	0.506686139210381	0.740587763338135	0.104423119738422	0.82170089888192	0.414470009855693	0.248764913122225	-0.117356847487926	0.537485166718075	0.759054143070934	0.127303646702691	0.434778597265894	0.660647540610953	0.213600857846221	0.416817350559338	0.042580144608761	0.482897449054375	0.389553733504139	0.379474394762339	0.40514097455362	0.0876951836065639	-0.257518086393003	0.308660017660077	0.299621510139788	0.758658853548317	0.705290807303059	0.707771447334334	0.167058770252086	0.659600763006249	0.360791729293259	0.169513274237621	0.141188358934298	0.475966805448739	0.48114545822775	-0.00252684390176143	0.269476903576409	0.570928854146365	0.457844733806273	0.47189646048596	-0.243016569687894	0.077988588344331	0.436344363734426	0.172331755787064	0.357604055584238	0.285930831862449	0.166228548478249	-0.103881354514068	0.746275832845362	-0.161764038747858	-0.0347708147507504	0.118649978925604	0.0426891673664446	0.055270487137911	0.0810836360239562	0.153981204731048	-0.058427642237844	0.580318310126776	0.394695435941572	0.0564182528996464	-0.0448471323372702	0.144833729423124	-0.0984349877799849
TREM2	0.38269248555062	0.582249443124046	0.757230307681719	0.75574798913441	0.518889740749384	0.587021900531571	0.901964791100367	1	0.764780312924992	0.511971061454408	0.599572122644958	0.559279366059927	0.521230099437508	0.595330063106154	0.465232213032813	0.371355714428514	0.700750789317841	0.623292061108522	0.888112720196273	0.675080844431095	0.893328001063529	0.678894690560986	0.329878574866322	0.0361212300190773	0.688083507877601	0.148223658052053	0.801654691612582	0.629624642287908	0.748920960546868	0.811338582771978	0.795567351958752	0.712985740782465	-0.040035910128336	0.161617366631018	0.512508880334488	0.831910700978333	0.880219529027465	0.441896290385695	0.419715916910841	0.0916951882986658	0.591959629701718	0.877657361078204	0.619207551824449	-0.314658557525487	0.7663908846416	0.920482843834864	0.462748219288527	-0.0323449142708061	0.00783216600533365	0.625923015826522	0.00617721444706971	0.802714446025494	0.256879329318978	0.683169450371511	0.748254015399087	0.00459039308120972	0.0586534224681082	0.389848231824045	0.780116165931326	0.235977423125778	0.262884612173469	-0.213451363390899	0.0168678009902903	0.691353722787269	0.375065079824284	0.798055706340419	0.38615499608379	0.80526767277939	0.00551239677913424	0.483403780466071	0.358761446193002	0.785568182250171	0.137004738548008	0.762809747539483	0.322065807237436	0.139840595141614	-0.119771158034279	0.455875048581013	0.733033288979389	0.0520950012005121	0.363749036100479	0.511633812873248	0.152262885597696	0.296146478701726	-0.092294162149795	0.480131173287405	0.332198324906406	0.230626304403664	0.294912733803063	-0.0850941580052291	-0.251024456965425	0.165245364372316	0.219913560092278	0.655547494516392	0.605435596738706	0.678332862227272	0.190286120068295	0.756447864669085	0.411327148514351	0.0421381187319095	0.079215338399837	0.394129798558215	0.337436928101877	-0.123864628445091	0.375917569285111	0.547743426327799	0.362697641563017	0.362129413720716	-0.179396988290788	-0.0242916404320978	0.429538905107542	0.134761450909196	0.250847074212908	0.119722979234907	0.0716940651870022	-0.164027560264456	0.776435581321304	-0.231926833717453	-0.0625958616825888	0.0614993281058567	-0.0247080131255841	-0.0218969307133932	-0.0081767303847116	0.0198780446599813	-0.115513404851412	0.526488383517348	0.308389218308866	-0.0387760516964868	-0.153037595156118	-0.0073050355141306	-0.147212792137774
TLR1	0.188160489231627	0.436111744873101	0.562194512016592	0.63433607034475	0.470339473184276	0.493689810203932	0.717520702573834	0.764780312924992	1	0.547811853017232	0.45663976307012	0.440234682623171	0.443073163382691	0.510416864884553	0.162753045811351	0.391254195479035	0.545657482909314	0.547228480077015	0.717508715873661	0.564381645478778	0.693743426863069	0.642470098034053	0.368496115563492	0.084349283093424	0.454778787648337	0.130402753312818	0.605229614758836	0.494627060733065	0.613367624269658	0.558063798321669	0.728062491091356	0.574438974720726	-0.0429327994435463	0.134624548495858	0.401840435798583	0.722284993226137	0.70099137298129	0.395932523356088	0.407164935175893	0.0434792895777495	0.582482825409341	0.718913204107978	0.602963309168161	-0.147130266532322	0.574663148191571	0.66128430296632	0.470999453791065	0.0684039023114192	0.0149737514451765	0.465557253970638	-0.0394966394126583	0.68125084520903	0.209274247999106	0.626397602733002	0.597135266917276	-0.00499927332491906	0.0974108248870681	0.318917927725975	0.621048470575188	0.251021972486702	0.324855831930744	-0.0991366539267488	0.0538917830167379	0.598180193602935	0.288524222352266	0.582056825900931	0.362708707499402	0.669991108939296	-0.00099611573409317	0.323163356700163	0.337353563126512	0.700937949939633	0.112150809882808	0.668998174079513	0.300841178064864	0.115699271129217	-0.0822371960005706	0.296847170527802	0.704043629647571	0.062291962931337	0.405762774024761	0.435430764711765	0.137443188328618	0.262340169344537	-0.188139221926285	0.384522182026431	0.362305357101991	0.343547445029305	0.159006034745747	0.00863247199370804	-0.173890866725945	0.212355790601648	0.189713907774806	0.539106661304335	0.49638764441897	0.556658603121126	0.229555979917587	0.67666023836165	0.320960358377285	0.133460324069921	0.107545144653198	0.30960865549329	0.2693271574031	-0.119915091483774	0.217205278603329	0.533719567291266	0.23197533310003	0.396230690685973	-0.114080119759894	-0.0160986939941599	0.341407833674197	0.12528800943523	0.253501693888061	0.198392807553542	0.16984744518616	-0.0707199308832453	0.45370913501815	-0.14589453295302	-0.152230771478218	0.0952209573496933	0.0276786297704698	0.0402256837896419	0.068034548718668	0.12723513241644	-0.0227597318993184	0.273406570913552	0.203353908367006	0.0459359573834578	0.0020053604483896	0.0725057779131803	-0.0919509376280945
CD33	0.412937825171217	0.639235343775989	0.523657702717873	0.787509192501048	0.29625435027242	0.600027002097247	0.635483611336742	0.511971061454408	0.547811853017232	1	0.563395288012674	0.632959419568396	0.542341725203059	0.382424952519227	0.258926431146199	0.777381536679075	0.760100948183221	0.398656364752611	0.411127969801063	0.362097444770564	0.595053274062937	0.522272376027388	0.788862864540121	0.488634225548374	0.406217730695191	0.291621591938252	0.6113886899583	0.452156902863704	0.620436132425819	0.501410090844021	0.401143737266537	0.627885344929745	0.0596003372513894	0.699065873945888	0.782809499833271	0.499111301217614	0.597528178178211	0.732678669601681	0.719599303941692	0.482308722511523	0.28163919558548	0.520826574560612	0.654664515687393	-0.201240470782636	0.632032626867223	0.518472447935436	0.219947216396707	0.650940585573815	0.577288519308902	0.448563869443112	-0.057716887107761	0.463066346614999	0.170608799791543	0.87044233434481	0.715627989434323	0.273338099568979	0.656137724978406	0.336727508644619	0.472561436156174	0.200730520994432	0.601214149751722	0.187265056295844	0.10483120471777	0.540929905574385	0.490504103910644	0.43106899179878	0.774688353706003	0.647092449568864	0.282473012224248	0.258104722907812	0.766732161269421	0.364500905182115	0.123795958763733	0.575376338304745	0.676399562135298	0.362248239967163	0.0541485827775464	0.168875731449553	0.574421599805361	0.379941062036802	0.773214031299493	0.736388671696352	0.128398289673058	0.48187315084496	0.00087902650768379	0.339483655552078	0.329152164197562	0.647726671746279	0.561503229878785	0.582530123431036	-0.0250464663075163	0.668802656164747	0.479507112168113	0.599741152749755	0.664290971383361	0.555981257851439	0.0518321591816102	0.269607310555073	0.167598440338527	0.59739979090405	0.302864041077329	0.580424324795247	0.751741447189863	0.126971536097808	0.0231318471658351	0.278264795918158	0.237945837607271	0.464694581312797	-0.19120747028203	0.364998919788776	0.465109362420196	0.25208701497393	0.572958570667946	0.616057333976479	0.485604258757215	0.12656045840791	0.435513118185491	0.0224703633522489	0.0105688310263235	0.360214421493933	0.365942678044424	0.258035204289091	0.348577803195945	0.624183426870593	0.226792968041477	0.406545774029278	0.370716087011389	0.212721913429978	0.341704494295174	0.65127200181526	-0.0635270920978589
