""	CD68	CCR1	CD93	ITGB2	PLAUR	TLR4	LAIR1	TREM2	TLR1	CD33	HAVCR2	ITGAM	CD44	VSIR	CR1	PTPRC	CD4	ADRB2	FPR1	C5AR1	CD163	TLR2	PTPRJ	ITGB1	IL2RA	CD74	TRPM2	LRP1	NRP1	TMIGD3	TFRC	ITGB5	HLA.DPB1	LILRB2	LILRB1	PLXDC2	C3AR1	ST14	ITGA4	SIGIRR	TNFRSF1B	STAB1	ADGRE2	SDC2	ALOX5	ADORA3	CD69	C1QBP	ITGA5	PTGER4	GPNMB	GPR84	ABCA1	ENG	CD81	IGF2R	CD47	SCARB1	MERTK	CD226	CD40	SDC4	MRC2	IL6R	TNFRSF1A	SORL1	SLC1A5	SIGLEC10	CD82	THBD	CAP1	RHBDF2	TNFRSF14	ADCY7	ITGAV	TNFRSF21	ITGAX	CCRL2	UNC5B	CD63	C5AR2	PLXND1	SDC3	CD46	PECAM1	SORT1	ITGA6	TRADD	FPR3	ADGRE5	CXCR4	PLXNB2	CANX	TSPAN14	SIRPA	LY96	CD72	KCNQ3	AXL	RACK1	RYK	APLP2	SCARF1	ASGR1	PILRA	ADGRG1	FPR2	JMJD6	TREM1	NOTCH2	RXRA	LPP	NRP2	ERAP1	NCSTN	CD9	CMKLR1	F3	EDNRB	SMAP1	TNFRSF10B	CADM1	MCFD2	RPSA	TNFRSF12A	LAMP1	LRP10	PTPRA	SLC16A1	NCL	PTPRZ1
LRP1	0.591882635585966	0.724419110912537	0.50450850237252	0.543177041408699	0.376010382719246	0.501760505687362	0.611615588217253	0.629624642287908	0.494627060733065	0.452156902863704	0.53754848526306	0.508969050465732	0.691139050253931	0.202232495191747	0.320687174913245	0.27367333553397	0.614475416101509	0.602223759787261	0.447552704999701	0.419131852425627	0.678450482270471	0.697187542115608	0.523031031126227	0.484973418685288	0.467020059268479	-0.163496761622374	0.535902604214243	1	0.768182634502484	0.640074265062285	0.533752916876096	0.641575030042456	-0.246157593973915	0.0248411934648027	0.437268025898015	0.398741588940586	0.619027294670405	0.250293591634081	0.183366616048952	0.344632022517648	0.34320350533338	0.612357646253896	0.432774303585754	0.218230963708341	0.549996035987044	0.621785898514436	0.0944944927421888	0.200842303599729	0.403021723859374	0.440559308965973	0.411327859716219	0.669969905477261	0.815286390445936	0.526797267734382	0.81092087351706	0.520603042347003	0.359372674059372	0.721089791813518	0.496030279322479	0.261135771985	0.38952368735405	0.335778757305288	0.556668920490028	0.640490829429746	0.735164766103617	0.54294015647569	0.439801527132505	0.449131491678372	0.553899526451437	0.501011833627958	0.45232932388858	0.440274682991825	0.407336082481186	0.452649525685876	0.593891971399819	0.623531728343827	0.263055685359156	0.311719101020528	0.650203760607353	0.630434229229882	0.382999068377622	0.471461608941034	0.626670238574308	0.613896558086734	-0.147510658529463	0.751699146966677	0.493550280589368	0.378680464984144	0.288139126534071	0.261778685805729	-0.173347257304784	0.416917522191467	0.709255406033794	0.71258989043499	0.781429850629555	0.590940241741975	0.286809426401836	0.411857361375449	0.417764931013016	0.363051043819887	0.584587876004243	0.804415010151715	0.294167434144115	-0.111942518079869	0.484577795210341	0.645422330906113	0.195017945096692	0.580290124363606	0.220024522801838	0.473657874142847	0.67629278542233	0.675739362245226	0.707807165264376	0.376438305864666	0.543358614629751	0.473268509235089	0.633102548552455	0.401881628178338	0.533279430533575	0.570801191428452	0.445238107890075	0.375927810730345	0.495086771853675	0.258221530914384	0.459361413352914	0.770896212898865	0.675573530060199	0.550153122932746	0.447067868364924	0.285711656182873	0.419996316393264
NRP1	0.627566583198766	0.807805849423979	0.804676812979613	0.797357222926323	0.443725310424368	0.623243835805955	0.756254483228017	0.748920960546868	0.613367624269658	0.620436132425819	0.563544156702163	0.829350098385365	0.802244059865118	0.277146115793824	0.358752972067154	0.411813404185267	0.819515730398539	0.628133944024883	0.581942286807034	0.478421073946454	0.810556227858948	0.788362883177375	0.619806284290307	0.425087472280132	0.581618449856349	-0.0871546623896025	0.690182788940182	0.768182634502484	1	0.845337668829308	0.500017654626167	0.849635141072389	-0.238598220851193	0.339428824662694	0.653860213011217	0.47333539776513	0.80458670980772	0.612133042547922	0.462969532858861	0.335645171193431	0.396416602551704	0.678649814277354	0.522914082061647	0.0545362503372286	0.792850375131659	0.761788530488196	0.113929514158896	0.320397090490089	0.437285696754874	0.499104405825694	0.334596476741191	0.6927254217562	0.51107803550643	0.742228589650089	0.862446531763196	0.44238109864038	0.496869009569861	0.590686245774364	0.618175010258656	0.289317046653764	0.494936412462045	0.123161449040996	0.168812625707121	0.721174667941311	0.587056149624602	0.527004056366376	0.642146725662171	0.608011444774585	0.427779036916641	0.675268160578463	0.676903707299139	0.385638969045664	0.361431060453276	0.631173192905042	0.529468197674621	0.503397980454448	0.206334379254948	0.313690544993918	0.606974461395714	0.4216790410004	0.610604053504569	0.650148296009709	0.233181675369526	0.478078244929376	-0.237218773097285	0.585922725441453	0.310031248388456	0.446282245368701	0.617316274137638	0.290856748210315	-0.24461776242257	0.475206481333403	0.641425077760664	0.737065970038606	0.756993346841273	0.535366645598453	0.0492263320321244	0.391811521085347	0.153306148059197	0.375544378775976	0.522980834639797	0.743939993783254	0.533907628274419	0.0774631618917492	0.387529187707113	0.407440483051418	0.229716150004564	0.421486260268532	0.135809478622379	0.392779245454782	0.76863695556592	0.364358387237615	0.59452324986691	0.436643867124653	0.394642255589234	0.120054507884488	0.699767623707053	0.010354355695763	0.260553690982649	0.398875303510411	0.39158470341848	0.0936246140668231	0.380212899253664	0.376927869896722	0.175033924253443	0.769812130714557	0.463997543292788	0.188961064801962	0.173180227435188	0.373193227894837	-0.0302578546842067
TMIGD3	0.654996231028449	0.753246422174332	0.770410810618184	0.753531397447765	0.549449363120934	0.570481399973408	0.802582107252157	0.811338582771978	0.558063798321669	0.501410090844021	0.597505916457394	0.756357606436591	0.73588169760933	0.334563228503553	0.441683944979504	0.264994070588875	0.728409283926072	0.678043528084423	0.704801414811753	0.551884918115239	0.837649135894551	0.745486613197678	0.38026996161575	0.165098177168388	0.653272544999874	-0.102933939944442	0.711173942571759	0.640074265062285	0.845337668829308	1	0.480235786908006	0.751621694638229	-0.202651684284175	0.265948818437522	0.583338231126727	0.49184310659094	0.838782557295664	0.547811923809123	0.351418553159129	0.206957521058483	0.31312877230292	0.66653065044589	0.459694117364056	-0.0512064194564953	0.846256556248868	0.817079361436302	0.104935172091029	0.103016815653709	0.166724726007212	0.475698691357871	0.334695745878609	0.741858426679842	0.409655959657514	0.611264745607735	0.747432051685422	0.243582837241271	0.300012432968195	0.471649269877605	0.689208854920539	0.311962308750923	0.31169734385381	-0.093584526053103	-0.0347730323017007	0.741244219096261	0.38097904857679	0.53239566796676	0.483830094643702	0.663353639945441	0.278400676392145	0.730874051482148	0.503759319366795	0.410470891730557	0.305612905272299	0.529576891592831	0.275171798244509	0.334527527918322	0.173460920625804	0.429534486367641	0.484397622988813	0.214089593509591	0.446983375964483	0.43986648245914	0.0820647998640204	0.32846113896799	-0.0672739134181253	0.464627553523623	0.104576309205126	0.17725489976832	0.568442854299252	0.0531296362889826	-0.271060646455276	0.215383134126257	0.452491086817696	0.705373273981623	0.621778054764693	0.574517513785447	0.0550988842441607	0.43900790137827	0.127050263646498	0.166172634778776	0.346514754471809	0.611642395398728	0.31846109434725	0.192476961254788	0.472921363668567	0.300255366919292	0.348335706847106	0.367156032484391	0.158764429176285	0.205968149798684	0.668904274297427	0.138045020327581	0.350432259829224	0.175896396544525	0.119757855766263	-0.119355601345424	0.818853223816857	-0.188489664783155	0.174309881813024	0.233588415411319	0.149853163458039	-0.151088818623443	0.158742518646828	0.165859351902638	-0.0673529938683762	0.76818357848356	0.334114109340711	-0.0722609860451049	-0.113159723073955	0.158931285159002	-0.205269362818062
TFRC	0.111989328219197	0.370367870347476	0.536097525240852	0.553194581670615	0.460961490701297	0.452284737081761	0.800842254115058	0.795567351958752	0.728062491091356	0.401143737266537	0.476122275505791	0.269911942574206	0.296946365312238	0.601385441460861	0.380902522574209	0.402204649399724	0.552340006522347	0.478152432800662	0.795648201039679	0.667574211465032	0.720277870639925	0.511699865949468	0.31243709077652	0.0373586805291439	0.481813143418357	0.217696296187308	0.688953582234589	0.533752916876096	0.500017654626167	0.480235786908006	1	0.479407797661894	-0.0112873749835338	0.0566875055254593	0.414208459631425	0.89438196596821	0.690598809143438	0.286973502283058	0.303938038634874	0.0458838032827239	0.727134783370516	0.830050580806802	0.694946184391881	-0.394991684699209	0.502252251574524	0.737750388374581	0.675784959145375	-0.052707246101538	0.000140639103908559	0.660152225202067	-0.209313198093401	0.678673893998846	0.225355417895697	0.607787870896769	0.62025824553673	-0.0922832796457558	-0.0921431981036517	0.302050973364087	0.700131602415013	0.0976961254945962	0.200154447098816	-0.0651311592311136	0.15373632091529	0.597748496519879	0.379470020663866	0.728006774649408	0.277965000757219	0.734386305380542	-0.104892542511301	0.197709340604474	0.214958392037116	0.876326513272455	-0.0355981048566811	0.788344341164312	0.396260095752399	0.0363712810754712	-0.227514740367618	0.481827810345841	0.782180311550763	0.0241781683721107	0.259973510173018	0.51871640456764	0.297329084239807	0.321392947326867	-0.0378557908096841	0.459821438132802	0.514232622672198	0.300209686309292	-0.0378733741399568	-0.027105459964613	-0.232844609475356	0.180398426890229	0.0552659202168601	0.553637955229295	0.556250819541339	0.57838480258876	0.274562669796031	0.778969862975817	0.492848744305391	0.0162606195972457	-0.0422291468028268	0.241023928176072	0.303661728472704	-0.318884920046843	0.173072740119865	0.718472206751741	0.363011693643418	0.429201326212531	-0.369759431886677	-0.0517724459931976	0.158557250069935	0.208774253038847	0.248639584299114	0.150721345754475	0.148570807083673	-0.00840707993883164	0.536208788360772	-0.0522957898101118	-0.173483930946125	0.0220928397124719	-0.0605370371129818	0.176903233471716	-0.0400032455458461	-0.035624143304716	0.0055566552686506	0.279031822108478	0.285250458722549	0.152632407297601	-0.00136476557644735	-0.0459397992564763	0.0528380711503962
ITGB5	0.639084169084676	0.759904759020797	0.724928242185948	0.806243684207375	0.336132741644592	0.517659346505061	0.742228693917647	0.712985740782465	0.574438974720726	0.627885344929745	0.57165511679959	0.771901181467385	0.720763944531035	0.38264514247447	0.333680743629861	0.509531723752874	0.845270532723581	0.512093453633444	0.573915836100769	0.432152344881781	0.740380440978928	0.591591160814257	0.629353036909232	0.436502722765421	0.597108649396664	0.0570906056471833	0.734991089133858	0.641575030042456	0.849635141072389	0.751621694638229	0.479407797661894	1	-0.12193237544614	0.378360074678647	0.620064685444561	0.51475798708165	0.782937748435794	0.568367575895921	0.531868547130668	0.309767347367297	0.352456694197868	0.651398591763871	0.516969057614896	-0.0544956228417611	0.731372795710461	0.736991095083626	0.222795634997908	0.375649474231342	0.469027979232429	0.519519894920954	0.238172777898056	0.639404399120952	0.417943547042356	0.729487242693401	0.877889995643029	0.446215530923767	0.503545659057211	0.618505957783868	0.643649437667306	0.280357459130658	0.504860112057742	0.13491467896477	0.193402423421421	0.658380560554378	0.599179042032519	0.581494405969659	0.655578877279141	0.618872487177313	0.345299071939134	0.501504054211613	0.706934020249278	0.413042671470216	0.345282217257466	0.617922989208786	0.607186930202388	0.517250593164748	0.0724970542509895	0.295742143393519	0.609190462921185	0.433941017594796	0.641193170563756	0.709897957751051	0.288737025457696	0.551453831175231	-0.13688409699057	0.54629575462066	0.3948912554045	0.495235176099829	0.589391848416943	0.320184526501106	-0.188274513772335	0.523120451130131	0.610282769580175	0.704218912844379	0.726112792058551	0.553931603925332	0.0798783215614393	0.445864284568103	0.245258201431157	0.415652347243475	0.480125325965199	0.694262997710841	0.591899183626971	0.0171243324632348	0.245195960268633	0.414153054109032	0.188827581155509	0.452290822329738	-0.0588126368680183	0.334226855665928	0.72949268562282	0.345530932544924	0.624382038391692	0.38178654738258	0.404320265595222	0.157188646681713	0.658609086991961	0.0294823251434577	0.232879662786401	0.337078783403252	0.366869443214354	0.223654873571239	0.437378798305524	0.421789063311625	0.194014913011599	0.720788018038387	0.548293371400411	0.202900130793806	0.198608942804142	0.409290534336768	-0.00206524198419662
HLA-DPB1	-0.111576840545492	-0.204319265432356	-0.153849545689457	-0.015116900806534	-0.260051453572514	-0.0752751279599347	-0.00799575170511423	-0.040035910128336	-0.0429327994435463	0.0596003372513894	0.411515079105796	-0.241492937040501	-0.30101298340377	0.429526324002906	-0.055321255536148	0.403797127236837	-0.0629317470821317	-0.213495031475503	0.0256166940067503	-0.164844608587537	-0.181991268151863	-0.292653422398344	-0.0693850214557324	-0.00967791488435947	0.105707184688625	0.90890063824647	0.0284668887605354	-0.246157593973915	-0.238598220851193	-0.202651684284175	-0.0112873749835338	-0.12193237544614	1	-0.0363221727862107	-0.0485027100152942	0.0790299876608045	-0.166976236194649	0.0622118767455139	0.400599907966791	0.341132825084388	0.0224959471319989	-0.0872606800136223	0.0148392211773796	-0.223235426226898	-0.0531031155885772	-0.0719466726149348	0.454988315971024	0.122114477078575	-0.141617504449457	0.33846645992673	-0.267688701804577	-0.184622503603016	-0.277161986689234	-0.0808988531757242	-0.0662258572085963	-0.203191623729863	0.140815819566455	-0.101018480708382	-0.114737475051373	0.545858807871575	0.278451867408481	-0.230799675798562	0.00824969441366576	-0.049856208093747	0.0612061519374529	0.102917766001241	0.0606293449900822	0.0573361345557802	-0.228354041550957	-0.294929432167229	0.192629845971208	0.150041236756975	0.00509268048733369	0.0359027404515644	-0.0294599532324905	-0.0573385418565142	-0.150872891662119	-0.176316491000725	0.0655737465055974	-0.029805368234971	-0.120007104627698	0.00231142795418433	-0.0267333974823304	0.0275935334780647	0.627259392838695	-0.105172449736741	0.153193319402595	0.245930007610126	-0.152236233387515	0.112903243617436	0.783837269071786	-0.101810182674653	-0.150136836557322	-0.0862447217489171	-0.164571575014497	0.151933782003831	0.0657752134263891	0.0437102975071498	0.41497148773752	0.210837909005165	-0.26554391230586	-0.227808289975766	0.116444215963092	-0.141686000577146	-0.148248451154994	-0.0219101699007129	-0.110726175717634	0.0651066194846484	-0.316420769860079	-0.165654011018539	-0.313736046385421	0.015234254203177	-0.109398058824805	0.0295536967031998	0.0223208671984613	0.0147438984580278	-0.0851837754545258	-0.0463719554918834	-0.13034009583178	0.00545238502636259	-0.0162924186334018	0.324593854056558	0.0576204499140257	0.220753961153583	-0.0121363161449725	-0.194777624400358	0.204096698829494	0.0273427296131698	-0.0485885500214721	0.0779817416855013	-0.0178205192751157
LILRB2	0.282825683158719	0.395366494174396	0.384767304632331	0.557207514486606	0.200853100735162	0.50549146745569	0.330938289820119	0.161617366631018	0.134624548495858	0.699065873945888	0.223038900029338	0.546704485373499	0.371052242634137	0.229256515021733	0.280183126163289	0.580065364664561	0.5562914166845	0.118354166667037	0.178359179964163	0.277789226873574	0.301116459667929	0.200215119889512	0.619239993693852	0.337243350322975	0.286663038174044	0.238030042847907	0.286074545807981	0.0248411934648027	0.339428824662694	0.265948818437522	0.0566875055254593	0.378360074678647	-0.0363221727862107	1	0.726186217062544	0.23581370220473	0.363731634057468	0.720086233828474	0.637407477033215	0.392058260549086	0.059471758718728	0.222871555561145	0.466869115791968	-0.288904011432611	0.462411970947371	0.25891114428367	-0.0272095468178083	0.630050584173396	0.540388075256611	0.225785713527267	-0.16303442782954	0.108884720764298	-0.117629226635361	0.670563003566422	0.384906000865665	0.158569319706234	0.572351587785087	0.0442819249963294	0.299553080118722	-0.146092968827316	0.376407218489133	0.119932007023791	-0.15495460756496	0.247081944068131	0.235373939807241	0.130117864430603	0.601458602881118	0.426461579036995	0.134464447875125	0.180610236843626	0.570027806846127	0.00749198861691983	-0.00431873081371216	0.397676686080578	0.488719688340206	0.209924078027345	-0.0785159098239613	0.105466348445231	0.146503335158665	0.170629886770561	0.628938901743604	0.614900136745258	-0.183149712489351	0.241062438046635	0.0271563910356681	-0.0328328744092328	0.0453048583650833	0.448825068757847	0.642812048839244	0.4918001154267	-0.148990345759377	0.605971838269193	0.24338648723263	0.301188863223888	0.328369506256225	0.279786878247979	-0.0606363096885506	-0.0305635913911928	-0.154714530345014	0.46572689270693	0.137331562589638	0.331798059239448	0.705113455857373	0.383650167901935	-0.137935696317746	-0.14982640144025	0.185000323097893	0.103420990417521	-0.208398305365601	0.233975423137179	0.269479212391218	-0.0759456128302508	0.329245951382995	0.485476004629857	0.276017113603704	-0.0985361856020132	0.255905583263571	-0.173415720452185	-0.101868536315768	0.153118231594662	0.216387010605907	0.00264788335372548	0.166053524416179	0.540689817536035	0.0386560967961193	0.206562340841072	0.111037645364923	-0.0555072105650595	0.152110295321998	0.601223649383765	-0.264562639934068
LILRB1	0.523501828594341	0.667196701364543	0.56509713851112	0.811062147636248	0.390221556570181	0.639385740795152	0.662219758173672	0.512508880334488	0.401840435798583	0.782809499833271	0.590131975944871	0.670406450920672	0.596195048220138	0.418154559558452	0.366030042226132	0.694072876508739	0.814924334809	0.421293949259631	0.48362975720278	0.454573117840305	0.604482449070172	0.524266394769319	0.740315339889397	0.436964994091375	0.428583889728713	0.209014392667648	0.653801744530974	0.437268025898015	0.653860213011217	0.583338231126727	0.414208459631425	0.620064685444561	-0.0485027100152942	0.726186217062544	1	0.495426095069	0.66518759530522	0.739314858958677	0.601064563607853	0.522998502732212	0.348508944150651	0.508723767950904	0.675105110481428	-0.208849130156631	0.68896584468208	0.539334193334811	0.19055524506609	0.613753175699736	0.574170170615923	0.573934269654421	0.0595793626907053	0.488440850003744	0.250580552002356	0.797051621074866	0.710973176100859	0.339302968898252	0.630827615971831	0.344825347079584	0.535058420070753	0.0563430219234017	0.534217970925695	0.180416842057254	0.0205847409767487	0.616644599142483	0.487915457750754	0.490230760453308	0.737107399776099	0.600800960955372	0.296548848820928	0.374209287372993	0.713367006418237	0.342164765718849	0.225278296135705	0.619339766054057	0.643092080158818	0.309672952903584	0.0201919780459544	0.347107044813515	0.466072465605941	0.341174819657172	0.70771281936239	0.742894881416005	0.0416178685560091	0.464569880658688	0.0312985882274568	0.336851256955832	0.329832276319682	0.558043896209337	0.546706394548402	0.552694899655314	-0.117275670692096	0.685564852902679	0.481790765442515	0.636195027082186	0.665413046538039	0.524452862385243	0.0673601278365883	0.254406241634105	0.136817655479042	0.550731203359741	0.284258526716441	0.628418612381017	0.742252243087162	0.216751149597457	0.174997041332816	0.246737556250727	0.336076047408004	0.482804335484686	-0.0946805289526888	0.43402018533161	0.493353883739041	0.189851303937086	0.557380903358183	0.513405588303782	0.401645873521825	0.0752961734396106	0.556938842459411	-0.0794300701516495	0.0716207126586209	0.381776105411371	0.364823723042897	0.154772457476402	0.346241391778622	0.581878066651058	0.136234839420097	0.543976504651243	0.380952623014643	0.124291209086762	0.219456594974089	0.630006692287154	-0.13087227103303
PLXDC2	0.119570631834629	0.369570455270439	0.584011074927417	0.628813555292709	0.481800765149353	0.527402072075072	0.833744513590654	0.831910700978333	0.722284993226137	0.499111301217614	0.489154812460556	0.30600828576673	0.287417005298751	0.755221860261071	0.446140684988667	0.465323981526837	0.573712279045433	0.451620939434038	0.846451197459701	0.724423452241558	0.728193015035971	0.471612386532924	0.329932015502457	-0.0298912340448639	0.601094485445772	0.371070179052803	0.736871336516371	0.398741588940586	0.47333539776513	0.49184310659094	0.89438196596821	0.51475798708165	0.0790299876608045	0.23581370220473	0.495426095069	1	0.73795244087453	0.38253296894734	0.481956162406438	0.0677831539903253	0.709718693771592	0.84785115037017	0.762570832419739	-0.506974845491585	0.553314140662058	0.76344060678157	0.6779045574856	-0.012892680122926	-0.0361057999277489	0.688678303263063	-0.299462371901879	0.671781866784585	0.0790500758089928	0.661175755360387	0.591947250583464	-0.191462120933651	-0.0479466793282643	0.188793291357172	0.753232223167415	0.0410494916305493	0.212537908136422	-0.199314445245659	-0.0166363171720573	0.538147333859267	0.288327052463496	0.800556609446349	0.311264800140591	0.815064926579978	-0.217112759803005	0.164298657227446	0.233474071383031	0.911300556003186	-0.0408065042976127	0.826846829573015	0.355181302655834	-0.0471945282763877	-0.367883622333018	0.473373689176419	0.748676274445314	-0.0752870137559655	0.282755292855818	0.568612105257687	0.126520634308871	0.259763266229349	0.0292350526707855	0.306160969240064	0.430430704201613	0.313691650734873	0.0908148953501193	-0.0778091625426911	-0.21728935705058	0.194821341346257	-0.0131150900974249	0.523777205987843	0.493107506346088	0.664824872126694	0.315215983396022	0.807834426141169	0.514764690074496	0.0418182880239421	-0.14391984898759	0.153552142786899	0.389249099060377	-0.229941491582552	0.156207951067398	0.582359020786868	0.352814082910521	0.381381282878295	-0.457754451738196	-0.143984991282746	0.135537460139312	0.0405169402908364	0.156295892958499	0.146319869222391	0.0386517425750391	-0.172326656123842	0.553311478626143	-0.23310138805858	-0.2963827060167	-0.0646142018339606	-0.127122243204122	0.0723047343712816	-0.088448179499421	0.00675461312517529	-0.136313588490546	0.233605502068515	0.229161128979435	-0.0206774215276133	-0.115828566641867	-0.0240416805818784	-0.12714255046203
C3AR1	0.506555737270479	0.719072779309401	0.803842649154674	0.812000150413714	0.536776844270457	0.697942195079326	0.872881526858762	0.880219529027465	0.70099137298129	0.597528178178211	0.571678918860544	0.709967082311039	0.643253111896021	0.525701755153305	0.495860905269776	0.428731613853896	0.774836192521958	0.662435961825419	0.827256153024349	0.699958372524596	0.899381130333602	0.746365786908838	0.508394344765403	0.135542528255492	0.69154637302482	0.0533733915600936	0.800885486478541	0.619027294670405	0.80458670980772	0.838782557295664	0.690598809143438	0.782937748435794	-0.166976236194649	0.363731634057468	0.66518759530522	0.73795244087453	1	0.58639892388743	0.432211465483821	0.196097801824962	0.517448993012439	0.825048099213363	0.674145390628793	-0.24565424265479	0.808109858395151	0.839631274176769	0.270951405504274	0.145530922472915	0.195917615109925	0.583303095832159	0.102821664701278	0.79112191778352	0.307305141602102	0.75443625729286	0.790765213322779	0.144466728902953	0.250993912076037	0.42080539111952	0.780962030340604	0.217967496646792	0.372927181185619	-0.0932994496192766	-0.0480902939701119	0.678609543967364	0.405223821333961	0.717761696579084	0.504616684970071	0.793600969671827	0.159138395395052	0.584326586553816	0.475000127778978	0.636676456808687	0.197342187356219	0.731789968536289	0.409673174303109	0.17734794281563	-0.024008256516835	0.444935158926284	0.671808859821028	0.130712781071576	0.520854929244133	0.601091897623766	0.119287499402683	0.338816028971941	-0.0523656752139419	0.423157097168055	0.274990905624316	0.269915756247807	0.484483831007904	0.0795250942167219	-0.324213245121043	0.335709397348725	0.347226233151183	0.690622563987475	0.677897916802139	0.639060813355839	0.178206503501343	0.62515700001331	0.236655149828232	0.15690993567924	0.233115760743385	0.528135484391249	0.464460589757512	0.0816350170463177	0.362563128800936	0.433804788038223	0.450509146515763	0.389393773014647	-0.0961968836682789	0.148835660742119	0.591084867784713	0.106201528696227	0.353106207577434	0.21504139988644	0.173475262823657	-0.138452543796858	0.772352629635788	-0.218114422321288	0.0452090511666541	0.127163950052329	0.109350259940378	-0.0321556405133194	0.0967935513003482	0.161317352805006	-0.09027561553519	0.643696323330927	0.310930071706199	-0.0341662955405926	-0.0762843275449305	0.185959566638784	-0.19179732879521
ST14	0.392030471510459	0.503102219412769	0.594877390418119	0.722514609117321	0.257240279933574	0.574326640669365	0.601620343241141	0.441896290385695	0.395932523356088	0.732678669601681	0.422243826781852	0.650248651553377	0.517516898137147	0.339461613980186	0.286289784336179	0.58928323652169	0.688275967981514	0.278501323224919	0.406830634009726	0.323901477582176	0.508325331990757	0.441647845494854	0.614005601667867	0.334208194519684	0.414166775494541	0.263174139370177	0.558202749220516	0.250293591634081	0.612133042547922	0.547811923809123	0.286973502283058	0.568367575895921	0.0622118767455139	0.720086233828474	0.739314858958677	0.38253296894734	0.58639892388743	1	0.661789564842278	0.343583635678725	0.229188886354608	0.401696759110702	0.549281909906635	-0.261991148703286	0.719663613818696	0.499086619160951	0.0966592209840686	0.533622193476735	0.43483144206245	0.377713075291691	-0.0581018763859113	0.328442685897242	-0.0255847428049815	0.727009198351012	0.600380133001506	0.221385801990658	0.577889352631093	0.234575827873749	0.398346614490263	0.13561791721975	0.466712662078754	0.055554365530448	-0.0668893245846822	0.445649793501794	0.398889504018567	0.335018488987546	0.716709898816998	0.626641132516911	0.217936825669099	0.393900793857034	0.703433018311451	0.213246329304334	0.0746235996438432	0.500345013187722	0.462057527267635	0.268092622969708	0.0459503888349594	0.188412960451942	0.395367976253343	0.217009398191374	0.625231766710242	0.65110791948773	-0.0655981627936559	0.376219083027589	0.0480631165698141	0.257722437883319	0.183559826124989	0.496714962364893	0.628284099427046	0.479831852433105	-0.0930034638052888	0.533497278124719	0.363554868107537	0.46220065104398	0.510836211240632	0.388458412015484	-0.0757175570107336	0.107787234190778	-0.0478054462882105	0.447435438437393	0.229021733641788	0.455248000709337	0.654120879500139	0.321856649194029	0.0303006057659881	0.125049562633374	0.339990525172377	0.217605794630898	-0.161294069532022	0.296739430223992	0.436024417254477	0.0599922300498346	0.38358960840124	0.458483560880663	0.312739389984986	-0.0574451241967283	0.395608868456793	-0.136840691436418	-0.0313409104491225	0.207072624657871	0.198705751891128	0.0820409875014149	0.186584150576361	0.517473106027185	0.0383149585818321	0.370390687684974	0.241812128635471	0.0207829777824187	0.0922402693208006	0.535435694741193	-0.205670761174025
ITGA4	0.239908293000526	0.367483532168311	0.515621874071963	0.649149053924613	0.162081938695173	0.467429475462873	0.553529288000377	0.419715916910841	0.407164935175893	0.719599303941692	0.563044648241315	0.477819385136022	0.353031037851406	0.521556493304725	0.16272301691959	0.730749627666488	0.633926411798546	0.217920859842977	0.392350463368041	0.293405382368354	0.433170705301349	0.291469448634844	0.550343288625352	0.361346259799343	0.447841287782247	0.614131317667225	0.531223735330349	0.183366616048952	0.462969532858861	0.351418553159129	0.303938038634874	0.531868547130668	0.400599907966791	0.637407477033215	0.601064563607853	0.481956162406438	0.432211465483821	0.661789564842278	1	0.463514163522644	0.310149124024467	0.428688541538635	0.560583774930203	-0.330544587163018	0.532318432867644	0.427743678548955	0.437041240188913	0.560566723150143	0.360872103564297	0.569313500979346	-0.244267170842363	0.261392156620135	-0.0658695082111076	0.696452603479684	0.574172838371565	0.0893378643958273	0.596290621322528	0.178571662299738	0.442075499748926	0.269004109544742	0.526176417866136	-0.0181810235240635	0.0537296208658529	0.431138774416256	0.406252080061473	0.411598481034178	0.665775916201816	0.569537387274781	0.0532426588385378	0.0785446305822294	0.733125070052696	0.317540951484215	0.0958839138214386	0.565675630781702	0.475524265266257	0.302160560255487	-0.133015869124595	0.0734433335723048	0.491269971942626	0.227689777923457	0.538067912259028	0.692211757256945	0.0421918714825854	0.371521065105963	0.198604650312023	0.219881383544897	0.346952197814709	0.628033755877314	0.491612674072155	0.438792155111534	0.245236878821832	0.514120769834142	0.310434852996732	0.434112131731023	0.414548998480398	0.446280904084744	-0.0197219638335089	0.258090113737568	0.216241545185221	0.538296245880847	0.0455146467227766	0.320290298961347	0.687148277042585	0.169817449089529	-0.168135737399585	0.1639966609708	0.107945891773496	0.293164710823322	-0.318345080335216	0.116371612144146	0.286965559704806	0.142535739076478	0.353018493581705	0.486573180675318	0.361330076144511	-0.00329115273783542	0.321792260787957	-0.0789165653982305	-0.0999748137332899	0.221983527890192	0.263290238578701	0.247628181360373	0.295594852843656	0.604248507295433	0.100931935019944	0.24490091548161	0.361274330774419	0.104359052337418	0.137711922996296	0.537245395675835	-0.121585036686133
